,MGH258,UKF248,UKF259,UKF260,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
COL8A1,-0.026417733015467494,0.0005006810374855329,0.03822423314408065,-0.013671205411938111,0.015939222930788338,0.04327358980252291,0.0507885064791119,0.024276169678893546
GSTM2,-0.010283601471143627,0.040276684908588434,0.009975516075684492,0.033774675274465656,0.03729953618157362,0.11155402397940055,0.07730770357183524,0.011648890586158494
SPX,0.0227719264174459,0.052017071052634554,-0.0018357532730348246,-0.02580817484404124,-0.0067677361740693985,-0.019822498696330106,0.003984742591586392,0.0824752149962995
MFGE8,0.021142279943963747,-0.05687021346011508,0.006444794168268464,0.03318751223653874,-0.008289965364306514,0.006165310096164655,0.029425194265663996,0.010401844529017275
TGFA,0.009694416566820716,0.010870739169608196,0.03412112661966081,-0.04716745970494186,0.02944751426747653,0.04026955595290103,0.016664445155809466,-0.03374110155105883
SLIT2,-0.02402952203705813,0.07152936373283539,0.062255867799994306,0.024434962386018996,-0.011415135849532035,-0.01571932923879757,0.023500955806043073,0.02148644659898907
PLTP,-0.0007582115843247405,-0.0204308718716101,-0.18182802316866845,0.052773451252908866,0.15092639914439068,-0.028417362769764823,0.07499496217157596,0.09629671198768405
APOD,-0.0377424280608689,-0.031598722029193026,-0.003182182622430785,-0.043593395111269265,0.061453859938718866,0.10562740636159178,0.09334955216860825,-0.048070662788736514
B2M,0.0441723089125592,-0.05637276619080794,-0.07993873032399754,0.09229352075958772,0.16588630266327706,0.060491484468416734,0.1142945361070155,-0.02593884334957576
OMG,-0.0944235564335547,-0.007968143271686786,-0.0009068813335676172,-0.06692923589085119,-0.021727720458292195,0.06735850786959123,0.07990115913128784,0.02161260250882401
CXCL3,-0.01880303563454709,0.024104333740910894,0.14027472849931716,0.018480988300318697,0.045771653163139504,-0.07906283679208345,-0.061327054806333325,0.002874286185946765
CXCL10,0.015449411481942553,-0.025351081920484488,0.0574174835010385,-0.0368188966609572,0.12234174427476328,-0.020301862419565646,-0.019738677049667617,-0.016012372925451292
RSPO3,,-0.026452063904314687,-0.005666224058725202,-0.017979697021423297,-0.03742874882532096,0.06767437071078859,-0.006412909333008437,-0.03347916728318103
CORT,-0.023349019638069474,-0.011616481485423243,0.029430542366347213,0.011489858058400115,-0.052267204307630856,0.09514300176857574,0.06412329372466748,
NCAN,0.017344880946748138,0.05651446561642559,-0.20505464853298538,-0.028987944369739727,0.08186218622393192,0.09290214996172581,0.08453835659249788,0.04069268001879923
PRG4,,-0.02928558709386912,-0.004938206949469008,-0.012873398516911208,0.07920954628904237,-0.02153355443869372,-0.004696860736309941,-0.02863891398406595
ZG16B,,0.024109587069262348,-0.03265698751530944,,0.06841848335607195,,,-0.017553392425422348
TGM2,0.007204169680680459,-0.04849003941561851,-0.0076353946755405334,0.025738990635828674,0.03257934495545931,-0.021559017530924818,-0.00482240932229127,-0.02936051203115039
VEGFC,-0.02334902114143907,0.048363141693196166,-0.03772907950617043,-0.01981642614944018,-0.006645668725720316,-0.025301776985738204,0.008004247773810744,0.031253734096224166
WNT6,,-0.019925577769033736,-0.007972744172358907,-0.017738303775690835,0.040238742605020125,0.0020756779954358533,0.07796502900185107,-0.018137920773205432
NRG4,,0.05932010615916286,-0.014054821937189915,0.021412920818801515,0.05868651131563603,,,-0.027276650868039973
PMCH,,-0.020671785166302938,0.036998191277999436,,,0.11114467567005563,-0.021606666023865132,0.024247140718616576
COL9A1,0.04976935211512857,0.01688988494135494,-0.06085583094890187,-0.004093790958800239,-0.012163571537051634,0.04363202375859378,0.0811013123055466,0.035094511433047565
GDF11,-0.050956945831168804,0.02290157830813049,0.03917006814487618,-0.01358953575147209,0.050524340492546914,0.010234482352679881,0.02042755174764303,0.007587876520555612
IL24,,,,,,-0.014899157052479855,-0.014481547896897267,0.0020177039413401296
SORBS1,-0.006731867717768803,-0.005374242762233443,0.011458534938191873,0.059659729192972716,-0.040339162405450546,0.009531398055670727,0.022417522224505142,0.00803183549940449
DLL1,-0.020139176497571284,0.03221322960407822,-0.056211331658025596,-0.07664345417101948,0.03151086094636835,0.04493430285046606,0.0833487205710902,0.0265985661494211
TLN1,-0.0055247387086653586,-0.03565890468327759,-0.041743560603822956,-0.034179556745333455,0.12089120954008117,-0.04221790633698939,0.020532934200912355,0.004827230600211301
COL2A1,-0.0005563776385964765,-0.05184838785014928,,-0.01149789779325533,-0.02992727641002337,-0.019505093840359596,-0.037743343833297256,-0.0245747983719387
SHH,,,0.038513957753781934,-0.02914794883177716,-0.023526475612525556,0.006292322884014245,-0.026773404037584783,0.044199134688912164
PON2,-0.019283381632409814,0.022153331594254658,-0.0656407336699241,-0.07040469931251998,0.11047660682781436,0.039530236543553955,0.07985237999115778,0.1405376633355036
ICAM5,,-0.0002083586154153546,0.00018583268825015582,0.08126031066578475,-0.009976409926838277,-0.04164724223637097,0.006966200085239612,-0.04355663452942367
HPX,0.06957147123469479,0.02137203214807071,0.06640946564676097,-0.010269728238608932,-0.00913368248873895,-0.026280474771441617,0.012545988442831276,0.15851496961879438
SFRP2,,-0.025889863100007158,-0.010042148038385436,,-0.007333466766543478,0.042485043986095754,0.012605961989421849,0.024700830027475612
CFC1,,,,,,,,-0.024135544240890133
CD70,,-0.002586275794591014,0.12800417332380296,,,0.010866833430231933,-0.010547450196170845,0.018388821557011614
HP,0.03690269738614559,0.02168739950834724,-0.04652556890342083,0.0969217734500869,-0.0080603233304715,-0.01789903786375438,0.04150683283097874,-0.027953578400023212
CXCL2,0.11007378943362095,-0.024553297801818565,0.11901725878269824,-0.016069047352752757,0.06599826742546644,-0.071878326179714,-0.0014629799038598785,-0.007813304497525137
NPPB,,-0.025122498826172304,0.11872177629678995,,,0.003733925422975868,-0.032788772442401026,
CCK,0.06227196318061332,0.056856626136005006,0.06986790804199508,-0.002881343526695916,-0.10342535109374676,0.0512368960115737,0.03980378373504627,-0.0718320234027464
SEMA6A,0.03125144362498327,0.07364379499200611,-0.07378696186591686,-0.005017967436999257,0.08900632413974277,0.03436269364548651,0.012618258208812651,0.11717806712311091
IRAK4,-0.01539589748849514,0.0006780635784917826,0.03845020173848439,-0.012830325427442306,0.03406262488677119,0.009799871912187275,0.08983394415879407,0.06943418167377445
GSTP1,-0.005107746848660651,-0.013776706417526772,0.00978537066446014,0.01745868550102513,0.134630012642241,0.044657645328783094,0.10208393738728613,0.07004711551792447
VCAM1,-0.015668149049291605,0.014685022418972949,0.0013860802106307535,0.02720131286671258,0.11629796973595759,0.020728653473175915,-0.04920781796321631,0.02959028688440506
NXPH3,-0.01853487291884997,-0.020612681065208485,0.017649572756519565,-0.009198038379243682,0.10584965785721673,0.05991208041608919,0.05433462575278037,0.007832763897449151
MTMR4,-0.03696861525138667,0.0028539179817816825,0.0977135391522458,0.01182686470270429,0.04662112329805188,0.039524905612716404,0.020359831268062126,-0.020189848559665224
LAMC2,,-0.019718534690569903,0.08525382229125535,,,0.07538758917855301,-0.01901833583299185,0.05479805222240715
IL10,-0.0046405427306403955,0.019905472605102843,-0.02396937385954547,0.11328281779953442,0.0003030952198343885,-0.008746026746572369,0.039696000977590254,0.06671933729084221
SEMA4D,0.00576074653232527,0.0033891908646309287,-0.020804867513874035,-0.0271102711324371,-0.05295832051093992,0.07460701675670134,0.08636765712554212,0.03088251949917848
TRH,-0.0214388819576997,-0.04744226669484609,0.03979350944467792,-0.01131480315805557,0.023084211290433067,0.01711997552377219,-0.017623778118040914,-0.00035415031998259214
SEMA6D,0.007779758339948335,-0.01418764559147864,-0.0656495759901139,-0.026543338903983162,0.0653511334848817,0.005659108993025112,-0.044931655113777745,0.06351113722337089
CEL,,,,-0.02232292800570816,,0.07266498862342913,0.06186806513947051,0.0841103209126096
PDCD1LG2,-0.04850007809179098,-0.05500087074763425,-0.007920415058367394,-0.025157484104430004,0.03425725398686231,0.031858832642495394,0.06933367761521339,0.07586776266678856
SPINT1,0.018116316814532248,-0.006092286318940613,0.034419033972849046,-0.030179976469931487,0.1037608795768341,0.02724270937838409,0.028991916661453964,-0.042564719251436164
CTHRC1,0.040765477407135674,-0.008331397924907313,-0.015233671283214399,0.005257936576410669,0.06134674020209581,0.0026734915906952085,-0.014367414996885288,-0.02280986024738683
PODXL,0.06921805525292903,-0.03269799342892939,-0.07394433959450569,0.04645909578895135,0.13080107572228453,-0.030599921150951913,0.03385615818568895,0.024379282902693807
JAM3,0.007381835011379099,0.020763892077305498,-0.002075528668969225,0.062061169090896026,0.08516020148902412,-0.028956946580237508,0.0005585229709880118,0.026528257465568392
TGFB2,-0.0350087756514708,-0.031644728310604685,0.024898840143276212,0.07960269623392831,0.14231911405978515,-0.002735656576711079,0.036090877733336336,0.0377897482043115
COL18A1,0.08887674736240798,-0.038152378103548414,-0.1279037880074845,0.03233806964155665,0.16202974925095162,-0.03830499779977045,-0.07262698482820719,-0.008840899762831275
NODAL,-0.03391741265377051,0.073982442734572,0.01929666032216844,0.05342351910855596,0.0722150663970556,-0.0024060429867844334,0.02657942721647041,-0.054717155865236435
INHBB,-0.029586258918014804,-0.0210420435005627,0.009200006894787378,0.09009873648177383,0.10520957786264135,-0.020692680610207303,-0.021323034990291506,0.09208822064085205
LCN1,,-0.019718539127320495,,,0.12432506410468736,-0.02369067332477354,-0.01689306958701784,-0.018423638775773223
ARF4,-0.05236197132485885,-0.053684980360752844,0.056128751396210305,-0.03074969354435302,0.022773016611446227,0.06517220908645953,0.08391381661326934,0.02561164795640269
CXCL14,0.0442958860382949,0.0095405194466348,0.018668042711707498,0.01788906056886333,-0.05220358459262566,-0.07046373261572089,-0.0073127878230827125,0.020652163937718526
LIF,-0.028957238559453334,0.0046919895156177895,0.03539693696890817,0.018398919715921183,0.017876154285523152,-0.053623657697571325,0.011852104160801728,0.09020054688695135
IL17B,,,,,-0.02490547301756358,-0.020615897826712165,-0.027048447387960594,-0.020830456481393856
MMP1,,-0.02718526234367342,,-0.011314800689763897,,-0.032571513575752636,-0.027844016372235842,-0.04661696458562435
MATN1,,0.0018595753561506299,,,-0.013263049890036249,-0.029809710200958142,-0.0016943059079267426,-0.01898300416153158
ADAM28,-0.001444357466633764,-0.013322570314839246,-0.0027913160701326413,0.04000893169970944,-0.009873880815159851,-0.036354215453822815,0.06466910840831275,0.02179470165012247
TCN2,-0.05760529343616815,0.016514051073913873,-0.06508218286246938,0.04003679122944783,0.07471190911953549,0.004129583130875447,0.03677095413901608,-0.02964417593265196
THPO,,0.019088977429795647,0.053911622712059876,,0.0039324532544664425,,,0.11621313520643714
CUBN,-0.034697134318911374,-0.028808641510242143,-0.012072624592498136,0.010300074246373256,0.04295969892386897,-0.02032890334418495,0.10112024915328734,0.04612596226784652
TIMP3,-0.048050985810837166,-0.02076714915988529,0.09060228908718954,0.01852587354920335,0.022451102409924643,0.015782109032721172,-0.08444098861614996,0.08074147889115521
PIGF,-0.008578257884207546,0.042765918430680845,0.04843160646451138,0.01882271815054827,0.12919661131879223,0.113100189227803,0.0388480198675792,0.018688896341526963
CRH,,-0.023102616247494136,0.05105373529590645,-0.011497899902934696,-0.0297208641034446,-0.006265356594102473,0.07546364376606861,-0.003238833344962144
BDNF,,0.04852868788187398,0.024322402843980052,-0.010492145340447194,-0.08852231442983799,0.013435862173531389,0.037426794835016305,0.03563742253145902
CCL5,0.058347320576551016,-0.01646816949591007,0.004789151479114614,-0.015874307248811087,0.08478012181658907,-0.026037264972396258,0.013708469550265268,0.06927916419201566
GAD1,0.05278958468002734,0.026013056383220937,0.03706391339844339,0.05505448166039367,-0.08978370201894101,0.027245891932170193,0.04643000333021978,-0.06303788052584948
COL14A1,0.008616913326249965,-0.04672480347412719,0.005373974184737704,0.10454475164256775,0.012990108613931978,0.06009416340740296,-0.04732504118515208,-0.03204959150998804
HLA-A,-0.012006756080213093,-0.030076762094043738,0.02315306938787583,-0.022124289326590243,0.10857721539575306,-0.049112034158388336,-0.08128547002847115,-0.019662373864909304
CD5L,-0.0409902391899265,-0.02310261357469741,,,,,,
FGF18,,0.011046723852591804,0.01727418065029097,-0.015687851449566977,,-0.024372929406796248,0.03428354037032234,-0.007161808719540298
ADM,0.046563898244355875,0.010242260943925233,0.08662795985675585,-0.003279861082272341,0.051366464940075456,-0.015245180398861519,-0.09240955652107662,0.04148210021545045
CCL15,,0.09064574639515999,,,,,,
GNAI2,-0.10018853992479197,-0.03395655940792177,-0.15563262597396552,0.00038021498499374567,0.13932247020194702,-0.05608107011200725,0.011283062953393585,0.0037693297766488876
HDC,,,,,0.030053297492436123,,,0.08439680472280756
COL11A1,0.09951394771229294,-0.03536960616654291,0.04489268582628121,-0.039104728587398344,-0.0477482010224959,0.08815483274298133,0.019821347064698357,0.06162218256109865
NUCB2,0.0037106670439884196,-0.05346934585316286,0.039766579666820845,-0.005038464356070805,0.047265312420466936,-0.009606642678877376,-0.042044611997749934,-0.00407436938909695
FGF16,,,,,,,,0.033933794380491294
CXCL1,,0.08202080607530844,0.014405906032688768,0.023852623324631783,0.13665059829914605,-0.034604615181974156,-0.03729008746580324,-0.06005813904106255
VCAN,-0.0036778281057228846,-0.0025400046618606785,-0.11223896752586897,-0.09622764975908235,0.06983150093974586,0.05615484322501239,-0.01308688540753432,-0.0027711349028102226
MMP7,,-0.029539819734351675,0.011275492846370243,,-0.019169766430705483,-0.06995755496564196,-0.0259521617371936,-0.06348794213841914
PTPN6,-0.009630184295246612,0.041622928232525475,-0.04605431034321847,0.01540503693954902,0.10155646426136274,-0.045509215630996296,0.08115283463726394,0.05614940281093876
PTGS2,-0.04646676838306835,-0.06091951839797777,0.08899419699292896,0.028136035963584587,-0.1172230931535209,-0.03061929479937125,-0.04726808969267269,0.008644362901959166
XCL1,-0.02093645363721937,0.0015450991068988295,-0.045318661603367484,0.4054752201951151,,,,0.027930814595605764
CD58,0.04838227884307084,0.03162811977331653,0.046493962250586274,0.017792414122407403,0.085063807738574,0.055365882532253344,0.015145617036693891,0.038104614772829885
TNFSF14,-0.03424866670950373,-0.012179500920657324,0.04103615241619654,-0.022211842020049725,0.06124475935564896,-0.01949706157889321,-0.02874892876500356,0.044014884321378074
CNTN4,,-0.04484756220235384,0.06214108794020886,0.052837653284976444,-0.061478595802119056,0.002639379491588744,-0.040072686805444464,-0.012565531951384068
NTF4,,,0.02369485737139469,,,,,
INSL3,,-0.022678761420069582,-0.035587466127933134,,,-0.02168316411991669,-0.016687427599766873,
BTLA,,,0.023109904889804616,0.07392670588396888,,,,
MFNG,0.005523511981479609,-0.007700623078049562,-0.007062114764232129,0.009490186142539077,0.05938691236259576,-0.020999234545557275,0.09162083167913171,0.07841295301085235
ICAM1,0.10940176654907335,-0.047240486806805516,0.039788924381818656,0.051238909154697,0.15084021115816693,-0.032404763964944586,-0.014515097969505193,0.033709013380647634
PROS1,-0.019208742048931134,-0.02606135334783044,-0.04591453169629288,0.08486176549282753,0.11484290480656241,0.03659557652756364,-0.028504795278941224,0.04121967941566369
CLCF1,-0.04698952022053524,0.0003025944605824675,0.13102696066295874,0.07525228145758793,-0.06278017733165736,0.059840955357488665,0.013183129609261771,0.03281501083301718
PSAP,-0.020003750869824147,-0.08177646214786188,-0.07285369116087974,0.02525146542496154,-0.08809100733284772,-0.02162777313383154,-0.025855757891045404,-0.04817740793801315
EFEMP1,-0.05123618355603356,-0.02661489450560839,0.08939396283881043,0.0758722783616742,0.09702076166038301,0.05792940871079137,0.044533848920669715,0.03387603629002763
C1QTNF1,-0.06567647709657304,-0.0026774197524419762,-0.03785574306487388,0.05206585742763281,0.09718796218470063,-0.03798016091392695,-0.042480546568431476,0.05613639299517625
ALB,-0.0010881961849568008,-0.01539363425759081,0.02035611850543892,0.019367702152744883,0.003644650779295466,0.07691781792607791,-0.006165873723704237,0.06633464597586383
CCL13,,,,,,-0.014473273089938659,,
EFNA3,0.02425086219102518,0.07732320452631866,0.07971566588867705,-0.007781965432000132,-0.11448415922878348,0.0939846716907386,0.01720132081600598,-0.017170807925671407
DRAXIN,0.04134641309620838,0.05105749736853504,0.03899657382634353,-0.008030637124609507,0.06780812470562217,-0.060155053410723906,-0.020137787844718362,0.026387317871753295
RAET1L,,-0.017666975399802005,,,,,-0.01689305851600741,
NPTX2,0.04211647200935636,0.05562981827791414,0.035885148885659836,-0.005510737587733884,-0.13325512556901123,0.014670864127019574,0.0035027772200518135,0.0014122662855107233
FGF11,-0.0010963118010339594,0.04506620769749032,0.05222920495895396,-0.0056634132484759975,0.09939948564262122,-0.011858884074421162,-0.0066578266701830075,0.028140751702086526
CD59,0.07983742082329928,-0.07152372806196332,-0.08712480452324693,0.07095460307989736,-0.08736453869724535,0.010344566261807535,0.019287270012458547,-0.04693129181184929
COL9A2,-0.05391624997065546,0.03027481131810125,0.015049132401115342,-0.03013898935299995,0.07025291130718496,0.07265299264430265,0.06018101936672571,0.09077901458517769
DLL3,0.015140243966027006,0.018272646965784508,-0.1361177376783799,0.0038480346085126957,0.05294061337225691,0.06036621679764826,0.09138509043037922,0.023009674374978795
FGF5,,,,,-0.025604743031579235,,,0.07920314269071733
LIN7C,0.015703100140822095,0.06534110549652072,-0.0203659783962281,0.013574359037388212,0.11131784636808718,0.009242437322016408,0.0032020643277111942,0.02313230061933721
GDF7,-0.021686075371710734,0.06581448634609682,-0.006270970352498702,,0.01788223190681291,,-0.014481552484944862,-0.029018039300749487
PSPN,0.05607477771712424,0.022344784738021654,0.03419094189531659,0.013457096305673873,0.0060056931682788885,-0.0007691495582437083,0.08846205965123183,-0.05163745701416127
ANGPT1,-0.00594700423681629,0.0186701785675662,0.0057478328969766904,0.029729750584664504,0.09602939958953119,0.010332755955340493,0.04300445810178209,0.04923003743636962
PNOC,0.01818677456776882,0.016318557344010463,0.0761608780296555,-0.001363409684387641,-0.04242434760707626,,-0.015399746612390974,-0.009318938770258522
L1CAM,-0.018103214990460584,0.0469977833934496,0.07647421443663921,-0.021600212781489405,-0.06823279878982731,-0.007639562533362035,-0.06467533141449348,-0.043499442718799186
APOA1,-0.03465877352049586,0.07960254164689293,-0.01559703462145858,-0.03507926609647228,0.20669597175850485,0.06185483540592687,0.07635016031629441,0.05281887186373885
