,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
QDPR,0.045642508735873145,-0.06820147706096036,-0.01954322726332776,0.024166470277605823,-0.007028111080575004,-0.00408264213543718,-0.010557245806397792,-0.012477873277353998,0.043208234471157986,0.034306055724941796,0.11157593477677377,0.014378449790931351,0.022720695802085893,-0.04566545715337836,0.08845293849926575,-0.01392663980758223,0.009376458656585266,0.03344791677305133,0.007024992907820519
POMC,0.04534951662033091,-0.009655392582895383,0.017408440026197933,0.025835834919731782,,0.017563497119651956,0.0344139505236739,0.08019684692532998,0.013680301025952482,-0.03837500826762584,0.0738771763203387,-0.021523113176455864,-0.0547803965595883,0.10265569010547393,0.006241309975404971,0.0665928320695203,-0.02609268052398747,-0.04949398129797888,0.15349680068244162
CCL18,,-0.02779283233508367,0.020569044087544328,,,,,,,,0.04894550245979624,,,-0.0268182524955674,-0.009457258333742344,0.05308856394059508,,,
CCL17,,,,,,-0.023170996973984597,,,-0.024765792369706843,-0.017659669014874542,,0.11990409545882517,,,-0.01579757746848374,0.023924136109261314,0.01925145167330251,,
VEGFD,,-0.031314398620480556,0.012163831447254532,0.002981231698573253,,-0.0034471534948634164,-0.0038081314624517425,0.13202423593539156,0.01677112484134626,-0.012953580788302823,-0.018650149626605966,0.027462597735273334,,,,0.057850120605210525,-0.035015808388689014,,
TNFSF13,,,-0.024765962878038113,,,-0.015982835130429383,,,,,,,,,-0.030313178329480762,-0.02440004327604941,-0.02513604986373451,0.09757591082850121,
WNT5A,-0.04062723118927401,0.00517442772153562,0.039239174126656326,0.03558108157946142,-0.06635347214194959,-0.00519159047979971,0.011721398995280498,0.029549632288147564,0.05457524131214702,0.03615960060273883,-0.039551188770048484,0.02523704568714198,-0.07150924420445062,0.05179023084769342,0.05138058039577552,0.07803774017967427,-0.005229506912277877,0.01014981390573937,0.10814171283142868
CXCL8,,-0.022070229304477253,-0.01732676708927351,0.04985451869884074,0.06362020845501601,0.028766314604633542,-0.07727999297471462,-0.025786961399275943,-0.016651132179926156,-0.012062937670485347,0.06261181402690588,-0.03601533086110273,,-0.04721775587082873,0.015014974757467523,-0.11857965865562739,0.005807767558599288,0.012565351022368913,0.06358219824046243
GRN,0.10791667395771808,-0.06118051011382881,0.03244066050182866,-0.001677676378454819,-0.058519668718442955,-0.014263804982963924,0.03588895762574012,0.07061809517723398,-0.0009618801484465812,0.030996100856491928,0.03887616527496533,0.03241563989501015,-0.008638347170533196,0.04581086456105687,0.004060147473775791,0.047751304677083,0.016102448690166936,0.004777450401501946,-0.01000126027032132
MIA,-0.030745563429108107,0.10259040650583574,-0.005892291369261282,0.03044403024519184,0.0833232166154852,0.002108287861732079,-0.023788527147956533,0.026201540014242797,0.012308803737035575,0.023484853935949894,,0.03328291365362353,-0.00707131468496103,0.08281296740868682,0.012186689145853328,0.033753796914750056,-0.05842666858157455,0.007826278895342837,
COL4A4,-0.02720355625910048,0.1010047575972707,-0.039414850170588954,-0.03208076189966368,0.040397104700402996,-0.04481136916804887,-0.021212599441534367,0.05407010937321771,-0.003683828078867982,0.11702600755349492,,-0.004278619943946481,,-0.033906650605124836,-0.020513860603602378,0.027331150773380282,0.046577960606839455,-0.035090680635524646,
TAC1,-0.023489360358765792,-0.03948060996099924,0.0264025712401755,-0.007825014311150874,-0.029444660863562098,-0.002156261822887645,0.013603744917486268,-0.07956926983884653,-0.027205832766007968,-0.042730190952808327,-0.09244532270938711,-0.009313503047951296,,,,,,-0.00582380743088884,-0.03705793966199599
RARRES2,-0.03175474648715027,-0.024117483611699783,-0.0123119218547347,-0.035591594742431926,0.06056226161240789,0.024839012931568778,-0.003488774698729549,0.05426088264250625,0.008541479461175337,-0.009240409724269608,0.02511506946454444,-0.0509305948822654,-0.0685260794260505,0.06717591261232259,-0.02076725588302541,-0.050154067786201885,-0.05530641873613659,0.018356820737373814,0.07403044460082059
FGF7,-0.004801539823192734,0.08501110495134749,,0.0062649665856002856,-0.02982380798885954,-0.02003083804438359,0.008807090504180774,0.019832119825163457,-0.0269156173404414,-0.018154015326583492,-0.03583576567128742,0.0025868004346182253,0.1858017423795732,0.05365009868757161,-0.06230663424199255,0.010913700546635015,0.04647475456661624,0.007419767412786909,-0.018702589490415616
EFNA2,,,,,,,,,,,,,,,,-0.026835276652564688,,,
HBEGF,-0.01720652453129455,-0.07741837674799003,0.0019152061989435433,0.04283577775223933,0.029439903701229696,0.0655660615011783,-0.04806565812208905,-0.0072757830212867814,0.046607833619958114,0.004225571251067986,0.07345045886164481,-0.01676932323198165,0.05936794337880497,0.04297925319516884,-0.013621389737931627,0.00510171201236312,0.04299169872753446,0.04489567488176716,0.1255203307761308
CSF3,,-0.03152338227336476,,,-0.025047411073164,0.05788796171187365,-0.0699226727893068,-0.02260657066672677,,,,,,,-0.03539348595492657,-0.02946362999373115,,0.05757342752283643,
PI3,,-0.03734414710056276,-0.0028804212668104095,,0.015211401113957586,0.06198632732466661,-0.031157049090325323,-0.025455296945170923,,,,,,,-0.017637192336575944,-0.053769663115187626,0.015697221574092857,-0.05242213073540204,
PCSK1N,-0.06316884841714303,-0.07233914631746304,0.007632697225812457,-0.03884196463353828,-0.05115076206285932,-0.04648554941262816,-0.010325904037720969,-0.057394374697047584,-0.01156719201338829,-0.03590719321267284,-0.08417385607084181,0.0140760648359088,-0.04171406671084276,0.07791617119023729,0.028088951450821756,-0.036650256493896555,-0.033318413453429285,-0.03435921775446725,-0.02811874830724188
NTS,,,,,,,0.03740886507560962,0.045851062827163974,0.05665785200124433,-0.0019445207651595728,0.03529080020814988,,,,0.04047321307918179,0.03430914078575715,,,
SFRP1,-0.03417761265824237,0.00401927842077331,0.0638751110937324,0.04331689627679196,,-0.020217590502029814,0.006238635880795839,0.04822351884159944,0.02732028073951565,-0.017659669192721914,0.060505762914214944,-0.009351436026030434,-0.008365749230896297,-0.00413555194554323,0.0690830813693682,0.042915775305763786,0.013625232196290778,0.02090043037200687,0.050882513522527414
CXCL13,,,,-0.037203726273115315,-0.01818738411873368,,-0.023727192331524594,,,,,,,,-0.035484597951415134,0.01379493395550195,,0.05344883974201893,
MICA,0.02636320077128239,-0.015844632039777085,-0.014961993208030426,-0.032852526813511806,0.029798128474037056,0.04425623631448816,-0.04602565085519258,-0.013211955023373828,0.0023065747398062467,0.012341519598187264,0.04261886950718709,-0.032244725182315914,0.0558048862589946,0.05951247940516945,0.041713170153818396,0.030719698428766196,0.01931317247571425,-0.023394171364279782,-0.08025345054572793
TG,-0.009191537660625958,0.019824954403921104,-0.006816758364462153,0.060304794793436846,,-0.021817983310347854,0.10343896097802191,-0.013281482496810408,0.03144922166811167,-0.012780225776812915,,0.0017006124647587452,0.06996592745999386,0.019335103634348934,0.020708038496145213,0.0872842093627235,,0.08041842819871137,
ADA,-0.02709561194236688,-0.0065750264549944435,0.016966616957484762,-0.027452437975466606,-0.03716273574129484,-0.006175452395027379,-0.030060408090815734,0.07115385410179548,-0.005223386043318171,-0.006398147809817432,0.09246887679605616,0.01055541802133999,0.03231209517283662,0.150627678409921,-0.04108066472196456,0.11274826405295585,0.06169818878619711,-0.0157831480234772,0.03727363819765162
LAMC3,-0.08041663111459424,-0.05454791470642358,-0.04086967284778809,-0.048078951213986774,0.0017182622568039062,-0.00545920783413797,-0.005950277683632133,0.02245548618088793,0.03430677881341749,0.02142364475246124,0.06088862145161965,0.11320857255529829,0.0992681268557892,0.03267987892067056,0.008330435486297555,0.02054702760689221,0.02520214334152739,-0.03721324495306793,-0.07390427859434123
CCL7,,,-0.02087539050342776,,,-0.015774367074150166,0.026484782740895628,,,,,,,,-0.02367692727382675,,,0.012742242054948632,
NGF,,-0.01816151662706344,0.002229203807515171,,,0.03008724756900827,-0.03357800882475781,,,,0.0278467058890341,,,-0.039853616383049614,-0.011767354323285665,0.05370524374030277,,-0.041831923775563634,
TNFSF15,,-0.022468062686816438,,,,-0.017565529251476836,-0.023291304898724847,,,,,,0.15318586094801628,0.19192941505360986,-0.02308234540235272,,,-0.028571815942575428,
HMGB1,-0.0592221091243047,-0.050952370049052155,-0.025239846843673197,-0.02350309101398886,-0.027810889172551957,-0.04093194182401223,0.03409843466599992,0.07303881265889187,-0.018039327999437953,0.0906090317383629,0.04762149114981634,0.06214014903669334,0.05860220127792754,0.0016833274272640944,-0.05571827513538913,-0.0221759381960285,-0.03964427129644468,-0.012119093550604877,0.10669322759413194
ITGB3BP,0.03159118733632356,-0.004662119347432562,0.006463016435148306,-0.026548161416715607,0.03925282403732388,-0.0308268999978769,-0.021721252842590962,0.055949572473310935,0.0035976165850274944,-0.005760634096438648,0.0022476243648760293,0.022656808333083162,-0.023581489193439786,0.029969379983174036,-0.03853382329195724,-0.022355091399360625,-0.09079558794916102,0.002478969100077972,0.05826868272429044
AANAT,,0.023659068991503024,-0.030287015651547827,,,-0.015982836836246954,0.047586110629463614,-0.020391738518607185,0.05336538761332134,-0.014731970967411375,-0.04280464897298703,-0.021171718275359925,,-0.027932334145404997,-0.020771346017607387,0.04315267303905804,0.06868952223294894,-0.022538043836141056,
RELN,-0.02255246428133565,-0.03131438236701166,0.03670145266770456,-0.03749077025003619,0.043309775348758815,0.03651280121408702,-0.03919921640960909,0.0018349606693474402,0.005933459476331883,-0.04022222315806124,-0.02037865752943977,0.02374483309953611,,,,,0.01511257236963023,-0.02033936582992355,0.045412418307988284
IL15,-0.026516594701682206,-0.03193796327877,0.1369878920699364,0.07649009490531217,,-0.01502591797244351,0.03896547098110075,-0.007740899262713096,0.015108123749583367,-0.012459905833598876,0.09051415716106485,-0.029730359953107747,0.14879267826121692,0.0798272061376622,0.011011526473776564,0.10699299306908269,0.02938382755867077,-0.006414226249875603,
UTS2,,,,,,,,0.008139875659942357,,,,,-0.0236568310811531,,0.006152531856720449,,,,
BSG,-0.12318074749234227,0.10375801681978555,0.043934874348248054,0.022992976049425455,0.02163267096424071,0.045266436638404545,-0.015046563893929176,-0.046214684963205376,-0.028126988863675532,-0.01651298921390913,-0.09399701374687049,-0.06232215446830106,-0.02840436302376187,-0.011016196357313974,-0.006023160867494886,0.02389166023557159,0.05229346199495848,-0.05714061664458469,0.010958944603617467
ADAMTS3,-0.06641878771213258,0.2127944226402998,-0.02805177658707933,-0.019326313761270524,,0.051473085708245214,-0.0027815638309098747,0.015777527305157895,-0.010894785007772499,-0.055222023858953265,-0.02539938040329446,9.11973946870152e-06,-0.039349863819529984,-0.03344612650963274,0.04010744267866489,0.02378299400305485,-0.01937993568490631,0.07390877674320044,
CD34,-0.04661533242590685,-0.01752557309689961,0.02530181409640609,-0.0031060904742261247,-0.015964010938211155,0.0366382831955659,0.009267846883678087,-0.02503252720019651,0.004505913329725669,-0.005642553599044602,0.003557289954702095,-0.006368191026949687,0.1361423274808725,0.03999230849350209,0.06616623192850991,0.04810142750393069,0.0523268149495475,-0.0008231294268739624,-0.0039334258735608295
CCL23,,,,,,,,-0.0232025614587401,,,,,0.08046709429653619,,,,,,
PLAT,-0.060510005459601446,0.009928525910316448,-0.0322159257488222,0.027688562447661758,-0.06835617196082004,-0.03826323380094128,-0.014847899222511741,0.03998378433494975,0.01721235217700106,-0.048638621226741285,0.05108701263944787,0.07563132856728531,0.08364993701899036,0.09199200749614532,0.07798823913917262,0.023102314875644354,0.015003603563653704,-0.03245185111086834,0.041432519929752484
NTF3,,,,,,,,,,-0.02378091551970435,,,,,0.07399462108587525,0.06263197531345156,,,
LTA,,,,-0.01679477590258157,,0.03926828742484138,,,-0.021610343442902732,,,-0.029730363623037256,,,,,,,
CKLF,0.046333751335867236,-0.014844404954591472,-0.005378417236938623,0.005726329178587726,0.028491283031079968,-0.016770845481466776,0.027709880486847745,0.08141128054650687,0.07463071760684988,0.008976604967070773,0.05951083320429496,0.023556569421337523,-0.026262167370735532,0.09514193232532937,0.00277102585788809,0.08848874242914233,-0.010372811330588507,0.026301967331515064,-0.03369601090684235
CD24,-0.029464343896697245,0.012297175756423962,0.0018471343649205814,0.033338981652338694,-0.045683104665560983,0.05213215922266504,0.08728297248235274,-0.04663046430803887,0.04725422656540849,0.07736346129585003,0.014784613288327553,-0.04358173915044195,0.05658608216228698,0.02118152200397992,0.013681488248391313,0.04122438000474375,0.030744354678832263,-0.011881810029980549,-0.04243739411419336
HSP90AA1,-0.00037999998243636864,0.03499905670159644,-0.009273057800362942,0.010466302618162303,0.0173803981930817,-0.0009683501053189497,-0.06254385384548014,-0.08537680976511784,0.08973164529553292,0.021192644729230815,-0.08561927941620669,0.03807343220700654,0.01923554395578832,-0.005080440320985232,-0.055947079419326744,-0.10918704550992259,-0.11177085287705062,0.023641749998715884,0.04000935523772495
BMP4,-0.010880440931309177,-0.03930596452218192,0.06704501386658955,0.0030380557113353773,0.04250515323930887,-0.007845546255417111,-0.023033316897398383,-0.06246059068689748,0.007257080768576848,0.06323710415487978,-0.03298629695962112,0.0014422627897521106,0.05166062840470861,-0.013633848292856394,0.05616484465789746,0.01159801031308321,0.08395358135587883,-0.03504396017253071,
SCGB3A1,,,-0.0208753884159166,,0.13312810540952852,,-0.010063186336740564,,,0.03270386735590709,0.012889508167014885,-0.02074545456853981,-0.011654760378068936,,0.07429082218295717,-0.0024803246950275922,,0.02534216309820384,
IGFBP4,-0.08660015428805176,-0.021283041294934055,0.05511709055583507,-0.0024357126868459296,0.04937184171050929,0.05627637793840105,-0.006837136040940656,0.02073096804935165,0.05969671053291461,-0.037441170657733856,0.12128775268014833,0.030118962856030253,0.05856744901066038,-0.008031556634531357,-0.030992354856405058,0.02626976789459322,0.011976264958515493,-0.08182323295970524,-0.037339115521223536
RSPO4,,0.029082024753965183,,0.007079033809524018,,-0.011134219441911439,-0.004147626169618734,,-0.0022058981361459847,-0.012426559782179011,,0.008377719999181828,,,,,,-0.02841958052510917,
LEFTY2,0.04550722026464474,0.05808997303172406,-0.05689273215595394,0.04100727687790405,-0.01993026573717698,0.0007689278751272918,-0.01010992051236036,0.06292879134447414,-0.007671869423287752,-0.013625874781324678,-0.02028254324402069,0.029722736240765626,0.11694151207813305,0.04327586557315895,-0.020099030055199068,-0.004962302834275557,0.04312634165845014,0.03358369442180425,
PF4,,,0.04278462831567915,-0.02567321483296843,,-0.013762824498633936,,,,,,,,,,-0.024596388944829017,,0.06993513300801785,
ANGPTL2,0.028661974047777553,-0.0028311124977503576,-0.06808641115250832,0.07753016034211897,-0.018408668752533632,0.025760032002997785,0.01814469581070061,0.025733523739209965,0.008155200595407405,0.07150589867150899,0.17454737714348045,-0.049415126302584364,0.04192733901210782,0.021719267147429527,0.005929585411576085,0.042475251384771984,-0.013489054146727165,-0.03663350037049686,0.10913736924665664
LRIG2,-0.0904113445804765,0.027037643284302654,0.009499291141730738,-0.005453883395129851,-0.02869249615135473,-0.008110861294064669,-0.07311184700460274,0.05684310319831045,-0.006300875415008085,-0.008470230000467496,0.024020353684080918,0.02279864164133037,0.024698036586703567,0.02536983699506655,-0.061088670047342704,0.06998818223325108,-0.016290221044239866,-0.018463821161982447,0.029256434923987853
ICOSLG,0.008657612655181574,0.04451882985672268,0.04176345406566995,-0.00023522969932382226,-0.034779669562730146,0.0021998057523363547,-0.07470233174154307,0.023486023243144506,0.03059590896430088,0.08673457092407563,0.09114591784582791,0.0559924464590044,0.0698848520001193,0.07155494337127195,0.032998096489600635,0.06912311704242792,0.07119441128199103,-0.03279107984938401,0.06648408919525209
WIF1,,-0.0516307275031254,0.034953864308924276,,0.0046858158240597105,,0.04048791846187885,-0.039477129198323975,-0.01939542439897209,-0.023384212649726857,-0.043143592887730356,-0.00822774909417246,,,,,,0.0564922534347073,0.03958537896198096
NPPC,-0.03299522079228088,-0.003148900144947248,0.0993217921375251,,0.09452506823063987,0.033427467389196816,-0.050319110263044045,0.02593882767659931,0.024643113440459677,-0.017269877054129003,0.022582833501666066,-0.1015890761986959,-0.02413603987743945,-0.03344606227434396,0.0903366931306326,0.033015396010514585,0.007724765630128434,0.05043641817430588,0.06635121062645967
LYZ,-0.008283479212426167,0.00428146304977416,0.04211026379022875,-0.01446210046517133,-0.04003341760314952,0.05264144147177281,0.0008050579756033466,0.030780997521021026,-0.025054965290730303,0.05258007086761077,0.03820012939608612,-0.03115053569702816,0.022368858847848772,-0.010554502105342327,0.059069280954081954,0.01750172527023058,-0.023587106856877437,-0.05250087486821952,-0.050308383339288755
EREG,,,,,0.028431973328793915,,-0.02095563455577954,,,,0.06390884249024337,,,,-0.029425871625867628,-0.012153944326036564,,-0.025630922966272143,
SPTAN1,-0.0968000833785455,0.030038824806106815,-0.02061805870560577,-0.043452850404490914,-7.773798928385543e-05,-0.07188408937418468,0.013491898715214166,-0.0691103778670797,-0.02218968065496484,-0.01717346878114804,-0.04716778214635664,0.0008913738410014294,0.017529590623739776,0.03854716655544512,-0.016041939674497255,0.044636283610932546,0.04773078532421342,-0.009928863306272556,-0.09694591882951561
LIPC,-0.03482868752084456,0.04196425469004629,-0.026511246005964176,-0.029557951837907798,,0.010544393164407506,0.14531658403257963,-0.05333430645156576,-0.010664958357490572,,0.11347617347815674,0.045595133202808946,-0.025593799625520948,-0.0046242112834188505,,,0.014941642004742245,0.09475722680616097,
COL8A1,0.005162859762020755,-0.002260759831643782,0.05236743078282729,0.0004250782356966875,0.08241919684107923,0.0001425844944002579,0.022443775675340446,0.039999833170080684,0.026627098349071746,-0.01678831454367576,0.04973146720814973,0.01316440728414913,0.021084249291033922,0.008639042232028703,0.014593954239191048,0.007219161513661355,-0.01789039140351496,-0.043305180277232194,
GSTM2,-0.014245001170986418,0.023331061874483087,-0.0018045747465281982,0.06959772180811537,-0.028740882418871575,-0.017688618341697868,-0.0033058770907169162,-0.04660165328768393,0.015700789459701783,0.045999340761957844,-0.04392981386061187,-0.014032181042332148,0.006966256789667781,-0.008931553922376559,0.06508980250623675,0.06989787309072304,-0.053796099859112975,-0.013231680750734906,
SPX,-0.032239527031881404,-0.011113946911323051,-0.025730107928173578,0.041614727977543176,,0.020594734611266853,-0.0489230872195142,0.0398255029893028,-0.031726085104924154,-0.040537786816887085,-0.020235615345123765,0.06187635450682627,0.06733675310452954,-0.0025841948705636413,0.1767177004792185,-0.0018840467930437673,-0.07048469427378437,0.06912875901889248,0.07148052898267694
MFGE8,0.01063270159777114,0.07536696441890856,0.01908514956481478,0.010247099191806518,0.015415202598487244,0.028083074900118733,-0.04555526392905562,0.016503136346634528,-0.02044984991049526,0.04501827466052359,-0.07496120606122537,0.04703064062851667,0.025709428711679413,0.06596044293938196,-0.017289563564935332,0.02351662887430606,-0.018964876672233847,0.006103495256080548,0.07804999702056699
TGFA,0.0631074838677568,0.07852913970736651,0.003824082132877814,0.06021079021873964,0.01289883307438797,0.009697380670713743,0.026932489274557037,0.05290611697294604,-0.006120997754866888,-0.011945857291528693,0.08175034237376783,0.0251257322689309,-0.024227192731391258,0.10805154942973212,-0.014716301166960332,0.06775374894819415,0.06127284987861143,-0.04777381041188675,0.05894804746026485
SLIT2,-0.02799639788843061,-0.04496174087733794,0.023558443499244925,0.010753993158561018,-0.01989972536815707,-0.006333042123367267,-0.02030292914759757,-0.038342065921627734,-0.02043593953357952,-0.000900885058538499,-0.021864738034047555,-0.00038773984498746114,-0.01188975719332449,0.00038088929607747084,-0.009510239753366815,0.040418740405554494,0.006143926865079343,-0.025430362053915256,-0.002696361104370324
PLTP,0.0006092345958546615,0.018715963852091715,0.04213706295336647,-0.01310003135260433,-0.059920507899681626,-0.00911755555588414,0.042511802072746345,0.06866060346938806,0.031025696673409504,0.056179732788069696,0.10103917760217135,-0.040470079763596296,0.0012355137790443958,-0.0039244974027304895,0.028958517169486504,0.02074343419254414,0.027850947976027184,-0.005000982833776106,0.07651478127238852
APOD,0.12474094599730882,-0.028273266129013066,-0.031533787330988626,-0.006722209452020359,-0.08108891047839822,-0.028148680693806785,0.07593577028006171,0.09838064935982362,0.025577562953955385,0.0027756718230312516,0.11386194476822134,0.08547412589586781,0.009449836474605995,-0.030754949077829927,-0.001000398614271623,0.07341806343360209,-0.007517343381232441,0.0017756344078151433,0.1202830191257143
B2M,0.07824354625240802,-0.10162228575677454,0.011405243791391002,-0.05881670515081033,-0.06868676506500318,-0.0008016476691711199,0.03430166335525374,0.03176693623178335,0.026549914259143874,0.035097073045304315,0.12332318771154067,0.04032178347880344,0.1451993253559753,-0.005804612987620352,0.01793439114705568,0.07277637164031325,0.022199033131514948,-0.0174379969554115,0.12043596187786887
OMG,0.08989471083079656,0.03679150220065319,-0.018179792869916427,0.044299516101254655,-0.04407984648077066,-0.043795574351550605,0.005891958534696509,0.0415430362628501,-0.005221946417784699,-0.030125241078829704,0.11242917708267831,0.06345501884605538,-0.00651043408113935,-0.03198491572535769,-0.002812341374459725,0.11719927010203253,-0.014570227313837461,0.017972884698537583,0.058691895507353535
CXCL3,0.062375876718520275,0.01167288512927881,-0.034500651833571205,-0.006239491038418378,-0.025234518215198724,0.057057291054419396,-0.0586975797806874,-0.026773377897168722,0.005907984513170678,-0.013293792281883057,0.004615164012767095,-0.021411245572786387,-0.02487460952041248,,-0.024163955399139164,-0.013026021827837206,-0.038082327522497156,0.03270576585221754,
CXCL10,-0.04922599468172488,0.060519845263858806,0.0032697904825041133,-0.03561949661588684,,-0.0054135156604139265,-0.05064245443520238,0.04857393724716704,0.05348451487850419,-0.020194243471446733,-0.010534815317202708,-0.024045584475981267,-0.002282464347852714,0.06492750345486625,-0.006046061992610619,0.005324382356238693,0.030572005208490648,0.005319178761235477,
RSPO3,,,0.0947427547818856,,0.0562590514136643,-0.01598283565529627,-0.02792737320975819,-0.03348431590676287,-0.03796132668815175,-0.013764061674677466,-0.027615805151561396,-0.022374338962226327,,,0.04687814028742453,0.03643415006156832,,0.022509727713087076,-0.04126323851470147
CORT,-0.010001721062595628,-0.02487458819138278,-0.015195700845586739,0.028130349573259817,-0.033241328034513254,-0.03584273620125126,0.05412938946140548,-0.03632493058281303,0.04298613861751178,0.001085589865740531,-0.022637495078851357,0.02902129534288561,,,-0.026997962889211115,0.03782214024503172,,,-0.044062455371309595
NCAN,0.05783563159173656,0.01904253673001786,-0.004593389077365603,0.027832086728099455,-0.01857855494889804,-0.016016686288923734,0.0015586225475594307,0.02125349513504816,0.03857457994063169,-0.005306758126833367,-0.015416885015849953,0.05306113154477898,0.04027155145562756,-0.052335731096863736,0.033690463870170544,0.07641833298607098,-0.020315667230882455,0.03489458608785319,-0.1202335314311627
PRG4,,0.03370247629064856,0.0018893529799223015,,0.04747171438899306,-0.015774369532351114,0.10877147488697075,-0.029006514824650144,0.013118350061261332,,,-0.013250234221506178,,,0.008296059313487307,-0.026719103886654473,,-0.030986597424873426,
ZG16B,,,-0.028947863138439556,-0.030893541419055454,,-0.018308085043602873,,-0.03131719407825522,-0.017171379619562145,,,,,-0.03105140406615252,,,,-0.01899233695907637,
TGM2,0.021187099754844514,-0.07617642001034103,0.017234146190217185,-0.008933626563050684,0.012495190489935653,-0.03435325606036095,-0.00020218624780477947,-0.02377934558914693,-0.006017673818007659,0.0031793411642749834,0.07412680982836732,0.016097615511054358,0.06784935969625479,0.0034264777675731737,-0.014688959235986855,0.008082351379947644,0.03320402740444713,-0.019935119516360095,-0.02467571692252074
VEGFC,0.009174300517355438,-0.00029420482401661845,-0.0045979462851861415,0.012321255715238063,-0.007455043624891489,-0.007407438571870286,-0.0187184544724084,-0.028152764233922406,-0.033953591148604634,0.07124479097769458,-0.030758406969934288,-0.013849130137512107,0.08838040958812415,-0.04024878657307863,-0.015626390213898864,-0.008909293970212295,-0.009967729995822992,0.0926263055626529,
WNT6,,0.08323896911703657,-0.012487287348900684,0.019323865647149076,0.04401851477378639,0.004174803597370501,-0.014467485664780422,-0.014479161007866066,-0.03821429288091513,,,0.0058216554122387095,,0.0927556416064538,-0.009317720278685656,0.013259086930133057,,0.08465690480854778,
NRG4,,-0.02302246609474204,-0.01922696753716731,,0.03534813398586757,-0.0191981293331783,-0.002304909549827981,-0.03612945433697645,0.0023579240891710733,0.038030543412791586,-0.02935448811622411,-0.03114470854429391,,,,,-0.04033494213601018,-0.029512662387164372,
