,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.03324154502364297,0.046168038180871465,-0.021326690784666584,0.0936411381456393,0.049483421195081076,-0.004379326695634481,0.03129212199627812,0.06050058492359372,-0.1327653535247939,-0.019462333745970905,0.0697469057691516,-0.10219424059639196,0.06023755828558747,0.05411698734836232,0.012263978974186407
POMC,-0.04719472026364828,0.04175516289545575,-0.02137740533281871,0.1468540906957614,-0.01781479240034618,-0.038986208508576314,0.04982338972307339,0.006753826821301686,-0.027565664771006252,0.008293310118553113,0.012657380805598265,-0.022858014232135213,-0.021132679694600868,-0.008910881042481068,-0.0689566455987793
CCL18,-0.019115530979456563,,,,,,,,-0.048815445643244436,,,-0.019670898179479982,-0.04448742002007962,,
CCL17,,,-0.019494980421928536,,,,-0.024765791719202124,-0.020068893038359917,,-0.014587766296042566,,,,-0.014944088747606235,
VEGFD,-0.04207306938779556,-0.020476580751905015,0.00566470785178877,-0.015127753237966588,,-0.033914222569140506,-0.005254074102408689,0.02421677401289824,-0.03283927282753034,0.028520211382570507,0.07049298078914476,,,,
TNFSF13,,,-0.0134472011845009,,0.016429957403860346,,,,,,,,-0.01450641110948875,-0.024350145281818242,-0.006064856965198242
WNT5A,0.014505214400892107,0.019766750718953344,0.016196210365260158,-0.06553838753167882,0.0010366182251105628,-0.013201232030749053,0.0044078534264813665,-0.006516603024120416,-0.014313292096637287,0.03910807453493927,-0.05767982946175665,0.05259026582148836,0.009606576103089822,-0.036152889293073004,-0.04081917324173134
CXCL8,0.020165281078653802,-0.01917305653043605,0.018077555357986944,-0.06404817619565831,-0.019416615873531964,0.012872857922576914,-0.031902978273116264,-0.013708626454633064,-0.044167016782992334,-0.03030136205034511,0.019606572414226427,-0.013097863174178367,-0.022360043311670682,-0.013798828896970594,-0.04121799375435328
GRN,-0.014350985060683576,-0.010003465975204366,-0.023866707203020015,-0.0667445939243544,0.007449424895172157,-0.06506272310379915,0.059582657967453455,-0.022289013445767655,-0.12170689396196419,-0.01496573470927745,-0.09354057856089755,0.11323110796576465,-0.0028136653992680547,-0.10354017678224472,0.05831953581014565
MIA,0.014581044706784474,-0.01821043893563717,0.01816718718504416,-0.04590283040873554,-0.03428664923716747,0.00020282461574494732,-0.003149581655598777,-0.016741782243774067,,-0.005633805977180653,-0.0005705855170350003,0.12634802180967647,0.04584142526333491,0.069728448992355,-0.013372367584299645
COL4A4,-0.009460645160926227,-0.0306245343736128,-0.02452696842465234,-0.05631582360040723,-0.021857784720576843,-0.02947882876003875,-0.015317439518367419,-0.02812486273976598,,-0.020770143282598394,-0.038793660483373744,0.09104776670408388,0.019263736200745115,0.016825427213072678,0.01568104949797547
TAC1,0.009990307180214118,-0.016528054156036386,0.039706755411712424,0.17475651619011745,0.1029222194357396,0.0747305887354062,0.03554489915316912,0.024277561762404483,0.1223045821637401,0.03233814599597666,,,-0.022287787685179146,-0.019645524237631454,0.04694659512888084
RARRES2,0.06395025564676676,-0.0027536895367905384,-0.03407109457299879,-0.1107574258384941,-0.013160210345320944,-0.06070014560948385,0.04529240758164598,-0.02214884260925293,-0.0005544027927056381,-0.03397873405808608,0.11625580585750946,-0.029182425007395787,0.04029917852276053,-0.00025345103542459384,-0.07183630425978371
FGF7,-0.01271046135574602,-0.023111607660728794,0.02869931865588098,0.10853876670417016,-0.024771975473598048,-0.01888467574030111,0.02542868628271886,0.031413426103908855,-0.040136548251350906,-0.03164287128294415,0.03600326298168701,-0.025597639203544655,0.004377541747634313,0.05213271285709611,-0.03740876429542481
HBEGF,0.016892841370054222,-0.008118442675944946,-0.021108466199809627,0.010293837453985513,-0.04566520222327962,0.02939567705199176,-0.05786730533311279,-0.03780436358029159,-0.025298917140895938,0.007227703917332122,-0.04828701932904063,0.005443600952848924,-0.013404247834225438,0.01280942401995288,0.06727044624811197
CSF3,0.013794424424014637,,-0.023236316836382682,-0.02046495771566502,,0.023290360402803488,,,,,,,-0.01852018090056435,-0.015733820053436726,-0.04060248940185432
PI3,-0.022691143993686377,,0.014783748083658408,-0.014383885424559446,,0.009851956878350224,,,,,,,0.007419841309542554,0.015067752022081552,0.016058270411677344
PCSK1N,0.04880794779694111,-0.019603115648639136,-0.05753251747718502,0.05132755170531721,0.04363212590272173,0.07399915397488402,-0.03312775764461389,0.06511695840177065,0.1897350699136171,0.0664498671151993,0.08193780502944951,-0.029835781214707202,0.1045985762734214,0.05291536980048007,0.04684031511860788
NTS,,,,-0.05067612688916695,-0.0202605966095895,-0.02856619239061509,-0.0295377631992206,0.01790316478277758,-0.029565894409056905,,,,-0.005122471679528399,-0.0047787345153088,
SFRP1,-0.036869116709346984,-0.029569211917463097,-0.017010123969122465,-0.017258146668200493,-0.06898170035674211,0.016986170868051882,0.0071274360311580345,0.079826263468351,-0.07352739979268257,0.03159074626142403,-0.047409096527432984,0.008854401007164893,-0.00521244431360657,-0.02275821736411204,-0.04062413932635336
CXCL13,,0.007257102572487768,,-0.017103043744787504,,,,,,,,,0.05762353319767019,,-0.032934134303322087
MICA,0.043997302611760554,0.0791664953165844,0.0465014331372787,-0.056439559897621054,-0.0829057335204749,0.006022607583315476,-0.01044169376873285,-1.4358223917135795e-05,-0.031302653175569434,-0.034064907704279695,-0.02194027659176123,-0.027369737707100508,-0.037638587631439076,0.0323937420836051,0.09008126280034723
TG,0.014792186299836148,-0.019440086816921946,0.043435365110265155,0.014411919220656218,-0.02282688122961197,0.03534896652274413,-0.024950597933022175,-0.014523770740262135,,-0.021912883353350697,-0.00012398891445494398,-0.03202882125001813,-0.015242393473021046,-0.0021627322199550235,-0.036293586434397965
ADA,0.07358243991255153,0.13472897113413734,-0.021127967203303292,0.025681803993954158,-0.005649109975239036,-0.055718839982313466,-0.01785801275319976,0.024922799010484116,-0.11195565893934645,-0.04321432030194682,0.03307269022195548,0.006105720181066965,-0.03391333887629646,-0.006725442503831883,-0.009477612275714876
LAMC3,0.03923043483554731,0.015775042156682424,-0.010551273939753046,0.047497515339642346,-0.016276045453998383,0.008821060390610248,0.003048485151259476,0.010188806453632565,-0.021613406180704484,-0.057309080420089926,-0.004258589592782089,0.07444669946917785,0.032205239596829874,-0.06412179225364324,0.08548768851047103
CCL7,,,-0.013271806026479694,-0.022675478320098457,,,,,,,,,,-0.016487518263028043,-0.015875778923591547
NGF,-0.030765441225028972,,0.019995746952713594,-0.02420371301284061,0.01795931704088421,,,,0.006459541748248765,,-0.025381175356267528,-0.029232196619992254,-0.03179510341211424,-0.04936313275359252,0.00988985193338026
TNFSF15,0.007916967011515275,,0.005298508957335468,0.02567477614818065,-0.004029420181451635,,,,,,-0.01870978697149046,0.06280159356944026,-0.011500714386975102,-0.0019214893392684627,-0.022046016641427944
HMGB1,-0.0014943360107978715,0.05983152166534568,-0.06265792886199283,0.03723266074841335,-0.08643784360179614,-0.10854696975225867,0.0028382731468209943,-0.015862161219387633,-0.022375158693619945,-0.0019294811153801295,-0.11228215675774655,0.015229047722171879,-0.04384836716883931,0.09000857553580387,0.01266740262311585
ITGB3BP,0.03337073074350368,0.04277737589445673,0.006564664250790569,-0.026071895217055677,-0.03314620439551193,-0.057846442341534174,-0.00012697469491927007,-0.0013330048698442785,0.003948232715769661,0.022439506077638435,0.037960529818966526,0.029695981526993986,-0.010772401577195697,0.06685691770662541,-0.0037676596731126555
AANAT,0.011052150603380266,,-0.013447202619695085,-0.015127755397538615,,0.0003656565186082077,-0.02243821853291502,-0.01674178317499474,-0.027796307190163676,-0.0020652297582624338,,-0.020488065021398733,,-0.017444481887708287,-0.024791830020770587
RELN,0.007432112902225343,0.017541745626703693,-0.023341332313440048,-0.019366664042956633,0.07936986136379412,0.05291814152570888,0.03450995245150243,0.021418888280429444,0.07935546687381778,-0.005717294731164125,-0.05995622183703269,,-0.01389161662027455,,-0.018567258452521936
IL15,-0.032880562539754445,-0.02476637318876785,0.03813839737842829,-0.03567641524037563,0.00895740402745932,-0.05195658634156336,0.0035192490104017904,0.01823495525643034,0.07061540596526654,0.058804501247397174,-0.02036180871430989,-0.03463380381306786,-0.028053781975106284,0.017019811411587833,-0.05419114701757643
UTS2,,,,,,-0.034025708434596055,,,,,,,,,
BSG,-0.027999789282566603,-0.0011394758108035133,0.010102591251380855,-0.10215163678300336,-0.04953759444331832,0.05552918914150666,0.01716874527018278,-0.0704606210967439,0.09877354879374489,-0.03569080053936084,-0.055802491713818424,0.060287922314791347,0.0882659095412185,0.04707952930698578,0.05170369002080128
ADAMTS3,0.0375451735491607,0.04169677935337115,-0.021310696685567038,0.007910637351399255,-0.0035165378378085557,-0.041933591373955525,0.011601071200042218,-0.04345390888840222,-0.0446343379325758,0.07678663982360477,,-0.024532372091646684,-0.0163432154796683,0.11552374369208347,0.03532105247457485
CD34,0.011280223937043797,-0.0165564286127401,0.0021043712495307956,0.015244686541457813,-0.003233011540029647,-0.037157494479647786,0.06617310455975768,-0.021504309750230575,0.060637694067032843,-0.03392744728507022,-0.05868632888263028,0.10640361495100238,-0.0066856889655920754,-0.03162539331235674,0.008346101175981942
CCL23,,,,,,-0.032010262552913726,,,,,,,,,
PLAT,-0.005409268739869379,0.013858419331110114,-0.03171757398391705,-0.012269517389362506,-0.03985032691639278,-0.0697481181259283,-0.040445742042558006,0.0014813195907340565,-0.0219778019436033,0.0445777314255314,-0.1066523999156563,0.07930842772265938,-0.006777521808808774,0.004846137677709926,0.09435632221712727
NTF3,,,,,,,,-0.027025231872535773,,,,,0.01595437322288222,,
LTA,,-0.014296300950063795,-0.01701012317336213,,,,-0.02161034287527985,,,-0.018148504215466276,,,,-0.023477643674339948,
CKLF,0.04273590712733502,-0.013186299836098309,-0.04000777151459656,-0.04972582561542113,-0.0860248795087023,-0.08324815603444383,0.05627899019172129,-0.021571316992860638,-0.14012341939156753,-0.0263708209440811,0.004050832079903802,0.032769455284882704,-0.04945820948111446,0.028770183826766,0.015373621543518972
CD24,0.019165262991959458,0.007450942366741615,-0.002521023334657587,0.026228795405384007,-0.08750816573043609,0.006531541607940317,0.013923724140409243,-0.13544639928966687,-0.0011650929197566725,-0.02508370832314976,0.16846144757300363,0.05775961495221178,0.029409500310382267,0.03866245927393382,-0.010515627616872471
HSP90AA1,0.053720170951250264,-0.014907844780933311,0.024455799536135574,0.10962601622862801,0.09827514047508598,0.08256029248361724,-0.022101388690667842,0.01330003013273215,0.18430664643567157,0.002508108149493121,-0.03332878607977916,-0.04741562432281287,0.013020629556819013,-0.006752341100162377,-0.028693481280333437
BMP4,0.07651244934538841,-0.015154917056310705,-0.03968665934437106,0.008301475150800808,-0.035978643011175336,-0.003124643285669586,-0.052395013071701975,-0.04998572973056573,0.006203693468650232,-0.015464400049408309,0.05011399109892208,0.021396455524281387,-0.039852700761834566,-0.030818156070962725,-0.0687532669441584
SCGB3A1,,,,-0.018015289163080067,0.08953334941792512,,,-0.014121857854290409,0.03331972512924997,0.09432239941055343,-0.01619245067603534,,-0.02388335480002762,-0.01082656277562436,0.0024464898953826847
IGFBP4,0.0023695539641882955,-0.07059196386306207,-0.04918540005644445,-0.02282219963205139,-0.020402384353680178,-0.018900253912678796,-0.06188798892160121,0.0008999563648083112,-0.08240901273161756,-0.0586825562675621,-0.03546880967564148,0.0001505047084126159,0.0026069692659655844,-0.08233448832387841,0.038111429662024326
RSPO4,0.024361241099064294,0.03570457997213847,0.050331203559705724,-0.020792572172460333,,,-0.013862040035335435,-0.014121855788649239,,0.08201235841444549,-0.04860634212373198,,-0.016084423038109176,-0.030964554438562206,0.03385242302385379
LEFTY2,0.062432973532245355,-0.014471881277171505,-0.014420133216196798,-0.03227328613182191,-0.043515797212324146,-0.04359716206245511,-0.02820207286639421,-0.015484787586345,0.04387728551281097,-0.02240412577813428,,-0.026182010737259995,0.046808777136782005,-0.0002507608261378011,0.08908311630275169
PF4,,-0.01300442878460916,-0.011579389287933941,,,,,,,,,,,-0.02347763824143906,-0.024488914115663736
ANGPTL2,0.038642598958436636,-0.02032153545802618,-0.061304843272637355,-0.022954788075906972,-0.11561241984910281,-0.09941596534602765,-0.017724879748337384,-0.030850282999900613,-0.08067835084822558,0.00822912883570808,0.055960178988427624,0.042292745955890845,-0.02949552572138086,-0.05442057665959869,0.09554398949805616
LRIG2,-0.003621899200842922,-0.002394143597630042,0.04219325655400333,-0.010740521688130236,-0.049429283589304956,-0.03803883610017167,-0.001774494808206731,-0.024237617626145642,0.04589384872838002,0.015643051428871395,0.07118976819057896,0.008174093646860187,0.023183723912164892,0.05679851507095404,0.00374021195104793
ICOSLG,0.01802872137392578,-0.027110380162969707,0.0009680787175204349,-0.05157493819747045,-0.02015533171491651,-0.01816658759858601,-0.032677220989470006,-0.015963425450481614,-0.053359609719589834,0.02208784467970225,0.07398894278287813,0.058915764712679626,0.07756803091192828,0.039236546326833245,0.04905356056401789
WIF1,0.042857052642197246,,,0.12456538316598244,0.14372042798549198,0.0850345225537354,0.009600433489943515,0.0183268061821892,0.17386868553093807,0.05667866458745278,,,-0.014952029181796094,,-0.03403132546258848
NPPC,0.025540209907587378,,-0.017962488337387193,0.04845551809449522,-0.014987484779315096,-0.005674262985064547,0.02304222621185947,-0.01962592362818435,0.08677199499338616,-0.009736918345285665,0.1396106702634047,0.005172940764791216,0.04639961696547251,,0.08161387795398908
LYZ,0.010599371489167637,0.027997804407480436,0.0034291928197523053,-0.02897157125628099,-0.0696062678906333,-0.06842523647654052,0.054025281488290305,-0.05656838992000444,-0.1541131627472504,-0.005127793212849317,-0.017970746058449363,-0.018894805182607395,0.06910074413777109,-0.03605653931520303,-0.01204848473780612
EREG,,,,-0.02926008248972172,,,,,0.007591978001797661,,,,-0.02003342007847103,0.0006972540556245114,-0.02819399456648156
SPTAN1,0.055045597968161386,-0.030838259599085184,-0.049443058674363195,0.03995273685454172,0.06770058196981235,0.16941019287683828,0.030829648864852746,-0.04241127635011555,0.16447176255461016,0.09538733630609711,0.05504112139724338,0.04333015748190535,0.0036591217840824335,-0.010919423602595983,0.04516541083721834
PTH2,,,,,,,,,,,,,0.06447659314521029,,
LIPC,-0.002725981960522073,-0.019572360336985863,-0.02080902495267737,0.10425249034196886,-0.013707315359298526,-0.003033202078526373,0.013884727793480938,,-0.014569749061175467,-0.02850960297186752,0.13403262280943298,0.006449018178057878,,-0.029684620969797806,-0.01244500678827857
COL8A1,0.022143777886218415,0.03668377194733606,0.0001361179030449635,-0.048280455584063485,-0.06801498537788475,-0.04071515652956285,-0.023121660632904897,-0.02653633205790833,-0.0905922194032829,0.007463568764918904,-0.014861447150621206,0.048732082450833804,0.022721130193673503,-0.029865972985030874,0.0411888334399436
GSTM2,0.04496616512351702,-0.028496062256317168,0.004565846799112457,-0.03182365640266358,0.034648462139183246,0.03858921833565879,-0.0489378263802422,0.027690288066115454,0.04493196310401062,-0.043383901601791244,0.016780132025062438,-0.04915956930835808,0.09226187015576005,0.06535153245146512,0.002462116591984348
SPX,-0.02440051225993261,0.045811590170515434,-0.025791049806796373,0.13456473802643817,0.040702585857543445,0.017759173222136878,0.08491571070785349,-0.004337718993921167,-0.007052071622493178,0.026243047042733482,,-0.04556109364195303,-0.008365236836590228,0.06524923326164642,-0.03436150336558389
MFGE8,-0.03660432868820489,-0.030050177451685034,0.032259927687986266,0.03893527562510078,0.014506144900087958,-0.012813728656711024,0.021601971912455768,-0.03478024298186865,0.11504569829583938,0.01068241143170131,-0.07486784281124019,-0.002050149076828685,-0.04222255165720877,0.01732404730436941,0.020014238773323284
TGFA,-0.018638321177032194,-0.034422865599663864,0.0545817782915813,-0.09915393229003025,-0.04061114241663669,-0.05717656548191824,-0.0020778679035468083,0.0026565426382182586,-0.07942423513854721,-0.022136075518234478,0.13893878151955677,0.09443446800685985,0.09372552773418252,0.11418278183373977,-0.01359220534984327
SLIT2,0.09368195358259754,-0.02383001152781525,-0.006779219320492254,0.11862275194267048,0.07457612519131748,0.056117092890510624,-0.03528152617062789,-0.023285507841394968,0.1491414267020002,-0.02302221932952697,-0.040477235385996325,0.14490607621961962,-0.0004887568677205947,0.03826501794339757,-0.014843341793736559
PLTP,0.04415492146964583,-0.014669634462703784,0.006569760049325737,-0.0910688665417205,-0.06185955129409703,-0.04294775745141299,0.020146607183370056,-0.14672788723272281,-0.168235220413252,0.059218861702733216,0.011298206496277904,0.09002239013212546,0.0012904246847715202,-0.11669552690126121,0.06127989176500623
APOD,0.012323193924121581,0.03675894459842312,-0.038834948648574424,-0.03434870155052939,-0.05851931001725312,-0.1118359429038183,-0.0264734149962047,0.0018195902154799616,-0.10580247753567831,-0.026712017639000073,-0.04773680839288226,-0.07323808814534409,-0.07165920974427181,-0.09259330616033977,0.030155674366672637
B2M,0.02693477094190941,0.052593635189283665,-0.04518734096086197,-0.04161467395360015,-0.09362504416196585,-0.08115992192988049,-0.05489017724038721,-0.07408406739913637,-0.22431010432835424,-0.10227930059196923,-0.02209463894054698,-0.004555996343818366,-0.011481975245045701,-0.12444674148129611,0.0903256015810975
OMG,0.03838296053719618,-0.010875747926255007,-0.0429958883795804,0.04600347059449598,-0.013473367185804951,0.035187302599520444,0.0019787547346570896,0.04281451311133377,-0.04308298831207114,0.006715980772603189,0.03247874378345827,-0.03211163399389492,0.029612461724667406,0.03019543764598673,-0.003442043779754691
CXCL3,-0.021120090883707452,0.020707379054660625,0.029149869147617143,-0.058407880453950976,,0.0195358877133509,-0.04007633761498112,0.0037554998312908545,-0.04281611469207514,-0.013070209482234375,,,-0.03495219847956097,-0.06710344730622424,-0.017066622016022732
CXCL10,0.005737045883608408,-0.0032057331553764705,0.011751329819077899,0.003007300018680475,0.03356269560265263,-0.062164540098824675,-0.02157881436148384,0.026999657253389216,-0.055446883399353684,0.04343640970905814,-0.02432994829997167,-0.03309115748119533,-0.021977883951515564,0.016315149514161194,-0.02892673251630818
RSPO3,,,0.07169130846291095,0.07044697853974952,0.02675142395071211,0.009039773643034096,0.020782375591309694,0.055370589661366265,0.08318351435687556,-0.013658117005322813,,,-0.009859673414717132,-0.016731607060090213,0.012657462066246131
CORT,0.04827479834073932,-0.023225086309155683,-0.02030086489715529,0.06526593785348629,0.050122219887428196,-0.008910904951717086,-0.020413294507717637,-0.038482092674787555,0.057793718272576865,0.03281648167576736,,,0.04491794544353983,,
NCAN,-0.008913350693562494,0.0252635743381781,-0.005902822702898081,0.13904800174776558,-0.06083940431786059,-0.0987685123352071,0.018922924220986844,0.01171172440591302,0.15697536945662036,0.0358169237735092,-0.08376804577501891,0.0007750704663287018,0.02445383927220004,0.05212488933801727,0.03555568752582198
PRG4,0.05148236117591052,,0.02958555365688457,-0.014413451441882169,,-0.019828504091579092,0.02134984651750596,,,-0.015968596549250404,,,0.0023241037498697025,-0.03790159921858673,-0.03408523214635129
ZG16B,,-0.015648716450289132,-0.015403556432585544,,,-0.04320521277998325,-0.0010161629199683946,,,,,-0.022775869077082223,,0.057856507539696816,-0.02089155531908131
TGM2,-0.09508034651998452,-0.010527353050012853,0.005023922866407599,-0.04439319553862473,0.01954040059208094,-0.010665062249381144,-0.04182636400099487,-0.04454004692265564,-0.004111076588707497,-0.033749819291398565,-0.03411927767186648,-0.007262703110769966,-0.06999293868957619,-0.012623605926765114,0.11832784951037281
VEGFC,-0.04126281646074431,-0.0200935545468034,-0.023653915680573557,0.07662376580872501,-0.0263678039506727,0.012468194024440372,0.002038773016424692,-0.018822904414095558,0.08870642317524793,-0.01629658928458603,-0.03196055219081424,-0.029522049680810118,0.0014941964848150216,-0.039844023904723906,-0.027264169214521777
WNT6,0.024832628521343186,-0.01447188165697884,-0.0023664830134568662,-0.01986034843840285,0.018567219132976376,0.10337399831974181,-0.03821429187716861,,,-0.014222840199917052,,0.14190182463004958,0.013677048294794453,-0.025195772602671185,0.0028314013054455815
NRG4,-0.03899984467362922,,0.018931023877436996,0.12214455279642536,0.019653906526958663,0.021451758101158697,0.018263773529195247,-0.0279350557259419,0.049088502094407606,-0.019011872221690734,0.01110194204369237,,0.014977976855588587,0.0814179838254876,-0.0017078853210272594
PMCH,,,-0.022380720472933283,,,,0.01980627262643453,,,,,,0.017938429935455896,-0.03607970503810274,0.03487359249415536
COL9A1,-0.05049118452320913,-0.03594459489874293,-0.016870000379603404,0.03294512881478801,-0.07601768418861954,-0.0037153091822973564,-0.032724483633092875,-0.029914517169558924,-0.029993053233151483,-0.006048492316004855,-0.06643371379874717,0.06877538670020518,-0.04649402558495041,0.11552304768490386,0.04592147401307559
GDF11,0.011464379091710598,-0.007191565985845129,-0.04287894641563496,0.011313502401840852,-0.03086265197454611,-0.07327220143774406,0.033933475778878716,0.036168501328501926,0.04935585387690057,-0.01683976935293172,0.00587434718028136,0.028429172166140954,0.07383633020437717,0.08176534640586383,-0.006480935874555062
RAET1E,,,,,,,,,,,,,,-0.01835445612074043,
IL24,,,,,,,,,,,,,,,-0.036293565593607545
SORBS1,0.11775587482673881,-0.013564964663257444,0.0045157384402812325,-0.009566998025480571,0.049793085444898084,-0.007550880020023819,0.058862953166463214,-0.035139584388219805,-0.029253158074011944,-0.028143749954182534,0.02692731503600842,0.04965496670799599,0.00629159669578358,0.004182787419592939,0.022954471142977436
DLL1,0.08497036508844519,0.015303687862732524,0.020355414949675413,-0.04187381198352973,-0.05050372350730524,-0.00795708434059038,-0.015671310100455405,-0.008790254686847116,-0.07207545839150967,-0.018680788241807557,-0.006929668458162717,-0.026282638529935898,0.046681732537398574,0.036717069655374475,0.0392516171850496
TLN1,0.08703972891057148,-0.016222732852716526,-0.010607148063363978,-0.08493641704137436,-0.05318986283121741,-0.06440607006176637,-0.0008785350657058273,0.005928336442102056,-0.1490437197418521,0.01750581068838839,-0.06403464751489109,0.01826773325327959,0.0038332721582188946,-0.03374185272663063,0.031308469606434276
COL2A1,0.02077104173184609,,,-0.012873398684046423,-0.026946994934593,-0.016014768074267032,,,,0.08815682654149401,,,0.03453351016029027,-0.02435014339946794,0.07364423110634348
SHH,,,0.11101452793855282,-0.01012202938754963,0.012560731515814818,0.03679639422611936,-0.0014935632043499255,-0.01621441134297316,,0.04016435067713976,,,0.011289724234294312,0.06707584383970501,0.005122522348053307
PON2,0.006960879996830863,0.03908039195098233,-0.030122983627021174,-0.01218942787642817,0.03244355466890318,-0.1041110851375499,0.007385813978464492,-0.05680470500994689,-0.021771657078398832,0.03661217023415082,0.033033595397698096,-0.04699110780934474,-0.03189694215729369,-0.007514951761412055,0.042901774857290936
ICAM5,0.030864682513852677,-0.01862856184213802,-0.007396690077928482,0.16744938847295418,0.05883467200623288,0.07177943265231045,-0.01847385608980212,0.07479592141957293,0.11119159250100455,0.04696030681774493,,,0.037790893896651474,0.08880129157308547,0.003859679051888865
HPX,0.2325732744492993,,-0.015761855076496946,0.04314917374273309,-0.031443237843405455,-0.01042766421406025,-0.033697767372738587,-0.014121856414601012,,-0.01050278327790793,-0.05046685668647582,-0.03732619735355625,0.07182536585615594,0.062258959019429086,0.01867145317680677
SFRP2,0.006585533465970559,,-0.015707123748150024,,0.03221214370792173,-0.029478820079594733,0.021104122945971356,-0.02099429846104615,-0.0779556681420451,0.0438388988155694,,-0.056317794431182004,-0.002741094974026252,-0.044251414869073975,0.07459024220250812
CFC1,,,,,-0.03182111371550744,,-0.008825275938773499,,0.04130026717484401,,,,,,-0.028725447790617503
CD70,,,0.016564844731582005,,,,-0.011970919220128901,,,,0.04863199808700667,,-0.03093065857944395,-0.025527092602441577,-0.0570298960692774
HP,0.03065569309740901,,0.008691936599370818,-0.040992911793268645,,-0.047608215594521996,-0.05951685637578114,-0.03252350337744354,-0.07049763419254451,-0.028740953443065938,-0.06376513726010069,0.05961265171418298,-0.01655995401421423,-0.025028656959398512,0.05726257731728994
CXCL2,-0.030420711131941454,0.010511403735843017,0.010681290750349544,0.010939259424601777,-0.031138835268979013,-0.023839978779410576,-0.0207036811106878,0.009301385583239334,-0.03039166946684088,-0.025064674444704917,-0.013396926386022046,,-0.052896052101943244,0.04692964021291636,-0.015619199894335934
NPPB,,,0.0477405650665086,,,,-0.01892289622949399,,,-0.0162965904698837,,,-0.018277588556083205,0.13150729382646392,
CCK,0.0466023188893275,0.005063459291812127,-0.013248194730684802,0.19245875240340254,0.11848759642603557,0.12716039012522415,0.06976574329113554,0.11336693631054237,0.1873233469330379,0.011280763042620873,,0.0746016906867564,-0.00334169097354385,0.016029485994908173,-0.03374420450776057
SEMA6A,-0.0009183755898730841,-0.045309885562925034,-0.014038976158445017,0.009167683312572856,-0.060292833066332416,-0.10356187572225703,0.037304011163322326,0.004396887695136457,-0.12055990878318684,-0.016490636074594046,-0.04936757784296896,0.009741742416194977,0.0027610782600148175,0.057891509392262654,0.03543359160870552
