,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HBEGF,0.05170828020421261,0.10691397652079693,-0.059645925709002894,0.015146905362639738,0.02462639817758267,-0.03368762685811024,0.07270042445129209,0.057218469586296054,0.02973227360825033,0.040172700594397426,0.044600604344705815,-0.10597936697083712,0.12158775844781648,0.07550895662735262,-0.04842932976391806,0.0004759599720989434,-0.05653461458550832,0.04675780121091466
CSF3,,0.05375952954461356,,,0.05285066637380712,-0.018960934876232044,-0.02856256203234382,,-0.032642356853306013,,,,,,-0.008904751872055831,-0.0016819160408220394,0.05409588252706775,0.07220333439799036
PI3,,-0.04163671675906246,-0.024904440173566647,,0.07700733426045485,-0.011164615346876882,-0.032161821833432885,,,,,0.0210067488569597,,,0.02600319908076511,-0.019895042153833524,-0.047749884789280814,0.05023374535118592
PCSK1N,0.08344655990727885,0.0558135135011235,0.02198531713045017,-0.014534487482683888,-0.06645019491049939,-0.07916485744079355,-0.04674314468797216,-0.034382095351550915,0.05301049267150142,-0.07190120755785097,0.0396859747864971,-0.0123707745406923,0.09915569847584564,-0.04676317015309334,0.035334848910212116,-0.04860623421942805,0.09220862981274826,-0.07743423374836204
NTS,,,,,,0.04049690408432491,-0.012633425769993378,-0.021329630281037477,,,,,,,-0.05124818469367405,-0.02631179068538548,0.03329290185797574,
SFRP1,0.05100774014114058,-0.02182251864450379,-0.014746759573816088,-0.001971178872293869,-0.021104498147767305,-0.027724878879628757,0.06988520671987816,0.0406626246630593,0.06722261183480868,0.015134500319642346,-0.0058960461469231736,0.06750636690337079,0.06388371142863045,0.05527675089219116,0.05195462773142417,-0.02424362689946961,-0.01830204574217866,0.014714075614314545
CXCL13,,,,-0.04758090184803312,,0.013989614460041891,,,0.03273471255856414,,,,,,0.04440716894327502,-0.005467523292959916,,0.014299236644047975
MICA,0.018599022116500954,0.02843590776483326,0.024466833881069606,0.044952113715298385,0.010997990649026316,-0.04236618552550709,0.10877420970595598,0.030528660481380077,0.011220533874405993,-0.0057656413644118065,0.02117504649990513,0.029029550929740158,-0.02782157229644179,0.056410564796406375,0.014112060954795138,0.04671941540423992,-0.020690692262160717,0.03179479948096352
TG,0.11398693734493717,-0.007892734810386128,-0.025024335985789656,-0.008166694517421644,-0.022775097176640557,0.026545403652202808,-0.012302358069906693,-0.018017174340954272,0.08755147136168201,-0.004428721565992128,0.06158701349246579,0.07160239653942453,-0.03873791690524963,-0.057672495879627556,0.001337678354591694,0.08358122271654722,-0.04286038759025061,0.1748677116128503
ADA,0.17212592894344256,-0.041433557828557364,0.012025779105592849,-0.02894817022935561,-0.01091269723515774,0.021949279987162347,0.07767211674509336,-0.009641567504450785,0.07586669416789045,0.0059985183277589844,0.04481900406570914,0.08283809576118477,0.06078554115629783,0.019607116644164962,0.04324696941786062,-0.005165127001245837,0.05667644003338546,0.04099765489855193
LAMC3,0.08251838672466245,-0.07313726337841744,0.006701053178080676,0.04462875289257038,-0.055884883506667135,-0.005607618437906985,0.08031971879907591,0.09512446879156221,0.04065917193074975,0.00814115942636571,0.0846249986842524,-0.08603951705609793,0.029760260549750867,0.07435269303509397,-0.005514129085079994,0.023471232994600303,0.0273587386885197,0.011904828795978758
CCL7,,,-0.028367145972542297,,-0.01646635887027092,-0.026001698446117622,,,,,,,,,-0.03292440781050958,,-0.02303032752651986,0.05725475169904792
NGF,,-0.020249114852716736,-0.0047768430918362645,,0.10346661604710584,-0.019411690540279355,,,0.0359592466896236,,,,-0.09506000470399828,0.10006738260379669,-0.025735649028244215,-0.0213066550478551,0.05008462961798634,-0.03523356705557184
TNFSF15,,0.02318999759362695,,,0.013842272383531383,0.0014753050155606779,,,0.05266799410602075,,-0.04938265644658802,,0.1226662414697672,-0.05315868865266645,0.16457221350937004,,0.004404669983407592,0.011149782923768925
HMGB1,0.07868911090842524,0.0697716240224312,0.051682784243257986,-0.006327029428418343,-0.05193651317559594,0.04311385177164374,0.09982683842702515,-0.03853892417715314,0.08446786005288885,0.06561138108938512,-0.04977809750133549,0.0615943681625093,-0.005288971681367868,-0.03777699057353022,0.039526938148982046,0.029806515096480416,-0.020224884033681265,-0.010434053160274338
ITGB3BP,0.0012975244527042545,0.04750692662522238,0.005272097834795692,0.05458469532463287,0.01686034793084477,-0.03862820573892431,0.07518532003805088,-0.026474479092457873,-0.014446205073974627,0.05831932874139614,0.059274618672945034,0.07843831906997353,0.04126154579113005,0.04183190525511237,-0.020383292410199767,0.04855703370534616,-0.0064403557125331115,0.035404404672413584
AANAT,,0.012942230379021015,0.04510641612256854,,0.01769890412721289,-0.024302446501408757,0.051477773229226635,-0.01620295017751476,,-0.01848276759184438,,-0.024581643608210375,,-0.03689170563926048,0.03354166210284319,-0.029063651248963526,-0.024367046937880436,-0.018983006448916147
RELN,0.1056080500625966,-0.03491385318264763,0.03120183179713208,-0.03653778477970227,-0.0289596422383293,0.0010292925452484738,-0.034911454145198605,-0.035673665961225266,,0.012146475272961067,,,0.017218346880472656,,,,,0.014721337852319235
IL15,0.025178326591063657,0.0288469051863668,0.02648676979206178,-0.022516016536652337,-0.0318460040442116,-0.03266210708117788,-0.019782381831469034,0.002810985527770269,0.005130779470866578,-0.017141912681813906,0.05268377499965592,0.10356480277784356,0.05365835210678963,0.14095978437792706,0.006876993471747785,0.021449066905618795,0.04343130362535661,0.030694229475525612
UTS2,,,,,,,0.05046664617699276,,,,0.014916661315773391,0.05973513900570968,,,-0.024596836342143113,,,
BSG,0.059850270455438434,0.007013639119743521,0.019967411896158197,0.003982401760773459,0.04993934226246735,0.023842043173477576,0.0008260292057779474,-0.03631338784819355,0.0022921490550748694,0.010279478524989283,0.05362485256916948,-0.0586629924736824,0.0412901622826403,0.0545473529762905,0.08329201401110967,0.07996487854709834,0.03919430723885149,0.09182512828166682
ADAMTS3,0.045751512555852275,0.011918825660103492,-0.029205972824009094,0.06479734879737342,0.02483208121258046,0.010505293641534482,0.10878733135442265,-0.014440899481059059,-0.04078372835708675,-0.016339116290361375,0.13593400110806197,0.11209398642645506,,-0.04417406177169827,-0.009439584025210088,0.03024559737710377,0.13528550778443865,0.014529717063777904
CD34,0.02229509001010933,0.055336557093032104,-0.004750422398360037,-0.026750699701464493,0.003627432204365008,-0.01567237513003355,0.04609276071026764,-0.001986713255426336,0.06807976152132923,-0.004683753931715147,-0.040016480465523516,0.006986733570417895,0.06418358726372929,0.077965734169997,0.015339679700854219,0.07487132673703596,-0.029010330164593385,0.014511022529435062
CCL23,,,,,,,0.06615084739639478,,,,-0.013702858781093506,,,,,,,
PLAT,0.09666179887659765,0.013110366234821131,0.011379005653444164,-8.186597844217554e-05,-0.06432132322358627,-0.010163159167012019,0.10235177320724508,0.004814485472244335,0.08784807620924885,0.03353944165744614,0.09934248219838163,0.025587688542179514,0.011043856243913342,0.06812977236871395,0.025206875778400015,-0.008218551322066097,0.08005675450852422,-0.009124981784688135
NTF3,,,,,,,,,-0.035704033477388535,,,,,,-0.003298256988646953,0.04275812243541317,,
LTA,,,,-0.0224295014223336,-0.02110449716046571,,,-0.015605129632440621,,-0.01714191479781961,,,,,,,-0.007717232155237614,
CKLF,0.007697280587298992,0.033595173410993315,0.009266545431252464,-0.03891894476692626,-0.0057681242459374955,0.0010211578437215876,0.11011500737313167,0.06334851793400473,0.09459096425128412,0.02655093579823947,0.17466498414502193,0.04052773340035273,0.030829952566042058,0.04694813200272052,0.08070667089672717,0.09647810849827515,0.08685766411672852,0.025191349930130558
APELA,,,,,,,,,-0.0383202632395895,,,,,,,,,
CD24,0.05383489146228642,-0.006873193756633582,0.03452412091213559,0.02115552171817476,0.09224055672935767,-0.007392227486052971,-0.043251315264225855,0.016033288023146495,0.06251269186997592,0.012320896511603075,0.08012272428829405,0.13274428235189006,-0.10759297284477717,0.05132234469621098,-0.061450123469284024,0.002770967704290601,0.057812653455538786,0.05078167486454757
HSP90AA1,-0.055583044380858856,-0.02456321428722305,-0.046304383468171,0.030122530486472104,-0.024160918171812734,-0.058280806151224746,-0.12461103577455897,0.05657592099529487,-0.05287554805773313,-0.026425470876761906,-0.11247817623984406,-0.16140526427295504,0.0261661987528949,-0.06731997869241468,-0.026523284359891895,-0.05292775048880223,-0.07084444746828761,-0.010394606535249816
BMP4,-0.02688435766009746,-0.04382403773594776,-0.04303832170864923,-0.023776586325174688,0.04028459316754034,-0.03953490139223717,0.01672206745629993,0.009015507796349938,-0.014969686370681344,-0.014606681900563662,0.07406179774121313,0.04187459140138881,-0.009006159943898398,0.08129169452353245,0.0017489481015876174,-0.031284640529185954,0.007621901961897081,0.008260751971908443
SCGB3A1,,,-0.0283671431358656,,,-0.028941213655820853,,,-0.01649589524543224,-0.011961401453576204,-0.004814755165144571,-0.005462936855659372,0.11316882342153564,,0.03443412883126482,0.07876389500730846,-0.005044667290036068,0.017087316331524743
IGFBP4,0.0759482836517079,-0.026808861465693445,0.04045577081660088,0.04820293987062655,-0.02003453040708505,-0.005259334839158418,0.07712234232335456,0.04120564226494641,0.07157726640379644,0.02171817030439209,0.029393955815454325,-0.05345886963311444,0.11886048887676326,0.09868058885537744,0.061914429927626476,-0.00453081795333198,0.01910668737339004,-0.024842879546811608
RSPO4,,-0.02473636980828842,,-0.018509100247357732,-0.03230413042048405,0.03336516374704503,,0.043749500837632835,,-0.02377853450757518,,,-0.04714280812706004,,,,0.09845613661309206,0.01868941736441916
LEFTY2,0.00963067158781864,-0.02638731830849218,0.026744360326494573,0.06593797205450033,-0.04715616345583125,-0.0024565381019478003,0.08794725217611107,0.04022608456732304,0.026120058417367528,0.04431099744134883,-0.07803651189286195,0.07077576884294969,,0.10733403295288453,-0.02794909383636878,-0.024832617354222732,0.1380012484309748,-0.0026270664616848765
PF4,,,0.05435060031483766,-0.02040268003169908,0.06657697380476515,,,,,,,,,,,-0.019795103980298493,0.03185942785583323,-0.018751064935308436
ANGPTL2,0.054727474581921745,-0.01586948590383759,0.08791091580479482,0.06296522694834492,-0.04339698856291879,0.06206974087730228,0.08102238199998876,-0.008512466038774204,-0.026768317204398692,0.06089539647012141,-0.04291469651250401,0.15242050923508615,0.033071534609850815,0.0008362282475272469,0.029293413355312325,0.020405259621501682,0.0678471517396341,0.027994582872895857
LRIG2,0.0488210994921013,0.05639467548203578,-0.008595449414508361,0.007675111522709947,0.003850575735111305,0.002287060600671687,0.04438407370327932,-0.062096139741603266,-0.00021662103897937895,0.04547192173268376,-0.013045875134997036,-0.07873478528989118,-0.09474346453320082,0.17465468951988694,-0.009354540815095869,0.03669843266603774,0.030706085546525156,0.04716350232210565
ICOSLG,-0.05256206917542412,-0.041076092320888914,0.026884232753235995,0.04459596357176134,0.022036283224456013,0.011278437130735168,0.03882845099146691,0.012255922156703162,0.08353294537956525,0.05613384382388809,0.02610728643346288,-0.05574731840213429,0.0015562457052245438,-0.057924250103422635,0.014161207969344112,0.08404322532806312,0.06428442606839047,0.038990561821496086
WIF1,,-0.003547534654251073,-0.03144072857720482,,,-0.029210596816600903,-0.05660689808759447,-0.014005705777969182,,0.04193270805318995,,,,,,,,-0.018653262398638126
NPPC,0.06718822544482062,0.029573728740746902,-0.031121201194136697,,-0.022286098710028193,0.0034729053687254825,0.0032084278459259177,-0.027320681845323005,,0.004488562751248285,-0.041170883179560566,0.027598914442199165,0.035017790045594584,0.028364884953754062,-0.0014096883923790085,0.031176363112779874,,0.044293591914404795
LYZ,-0.05612691268952757,-0.009823840551865016,-0.020103302948221775,-0.011469048669725288,-0.049890394865948,0.045150389929524144,0.07858021502376686,0.005800726749304116,0.07318360205121087,-0.039130998900512866,0.02697188213562944,-0.045434786753047546,0.04928137137925319,0.015632181359300803,-0.0019487389362927417,0.03756712005234153,-0.026481816845613838,0.008148043506834669
EREG,,,,,,0.001116297738639031,,,0.0569896564621982,,,,,,0.042457899473819984,0.03771607026759941,-0.023053967829857334,-0.021588030420821303
SPTAN1,0.055012244698431946,0.07162362221662771,0.027676787089317225,0.006956988889885412,-0.1094669922714813,-0.009945513246842091,0.010157509707009862,-0.000986035318980095,0.019891735269129688,0.022105197834616105,-0.1355610403537817,0.05087883380548578,-0.01710555140937993,0.011238833367045356,-0.013637361568194995,-0.022281221994918655,0.08251720114456809,-0.09574301908819063
LIPC,0.025891460192198037,0.08165269892982495,-0.026233779283571245,-0.03070712386023821,-0.013993927104220812,-0.020796005425776132,0.03719472484695464,-0.0016160920261683448,0.08717003568692439,0.12892041161955733,-0.04365750719066145,0.03242420428937107,-0.05424022347304709,0.06290882312475433,,,0.13334641722334376,-0.012521380607989966
COL8A1,0.007819627683771634,0.043401032974276325,0.028345025547762377,-0.0013049282920344228,-0.008582238599015938,0.01675850556670651,0.018911779718611327,0.030111965293937185,-0.029146360335569086,0.09058881537923841,-0.035869269708629435,0.011939443198887132,0.0572158002177975,0.010037625734022834,0.05743823213566963,0.03641206562704834,0.005909614231761585,-0.0035121443179485464
GSTM2,0.05424652133923594,0.14275802783372335,-0.037131984025550645,0.017178887043837923,0.007823769278675037,0.042771264437307846,0.0938744782198247,-0.0431517283259644,-0.03427963144041466,-0.002747867017999083,0.030175308407537894,0.016688646265301102,-0.029816967496026196,-0.014711684709194999,0.021162163615587447,0.007698182619027201,-0.019935103578311533,-0.00022576673972173305
IL4,,,,,,,,,,,,-0.0824841039527414,,,,,,
SPX,-0.0012978848915763,0.01656896082781445,-0.039241055171076254,0.020830123393000007,0.09248814401809534,0.019326611691481286,0.004828635355850249,-0.03824604495608692,,-0.04667670819793182,-0.02710037617155377,,,0.040671651075629756,-0.03319590459778968,0.04076912830415939,0.12809508354183535,0.026529660644269305
MFGE8,0.06480214821123305,-0.06986931009355607,0.06299320152286293,0.01318507584693199,-0.021588591133081345,-0.03315945639229803,0.03799169251153829,0.025093844334375545,0.006515479269563188,0.06824937965151638,0.03708498118205956,0.020656880138314362,0.007849553217637629,0.03444582985617288,-0.01581396502895398,0.021896664547278503,0.009343142632075918,0.0668729435791104
TGFA,-0.007368651529704973,0.049014071143392623,-0.016507500086720004,-0.011534884394331847,0.03870405337617781,0.002017357573592313,0.016304000534595027,-0.009333986303164234,0.08584143161674039,0.024101596682220606,0.100171316622208,-0.0848819328385098,0.0773793131956578,-0.062288652163944254,0.014814935232383555,0.014136203198764944,0.06480146091166812,0.038380423440782914
SLIT2,-0.02688435335819707,-0.010814474916418935,0.010192233045176857,0.05417971809509801,0.02206154252249915,-0.0026801651317017506,-0.003359100269301912,-0.034581036103259834,-0.001949074092113144,0.01394605652428516,0.01491484823405828,-0.06837106056492732,0.15370377003468705,-0.04995686128245416,0.010535959345548396,0.136120442192787,-0.01469327812867712,0.029107029324052028
PLTP,0.049235838363464186,0.03592975662779997,0.08619263860391159,0.030134064366604315,-0.07255273964018946,0.02149951029684821,0.05608525134786998,-0.0055437892793419544,0.045063151207710636,0.0011037936512444681,-0.09212926232980154,-0.0031413330063237467,-0.01683036682722947,0.08030008480100222,0.03974382118999312,0.08468702694450701,0.02733234600984457,-0.01677025632257497
APOD,-0.09488027706696288,-0.04966163290715603,-0.0067428805389141,-0.05305192923800287,-0.10064606630922415,-0.049770974160433135,0.04250907137724849,0.03830399403829172,-0.014868143633141187,-0.013468771528957544,-0.20061901783046768,0.009052277125439408,0.09528745727401132,-0.08077885390238197,0.044232761024046705,-0.03567115884130255,0.0064226681622533525,-0.0347751017265349
B2M,0.05805212291997451,-0.0060583905659224785,0.08093583248288448,-0.050426346513531554,-0.042686125335626726,0.03576198077444707,0.1334730552748929,0.002012567364335888,0.08970622339998875,0.009711294169334743,0.03545209674341146,-0.014034326284157208,0.05384576457293445,-0.02991312472896705,0.11094068770500395,0.14206474926918589,-0.03759623004816529,-0.09473357476660361
OMG,-0.034582661199738705,0.020578844109879788,0.025552294328320846,-0.03989679890103061,-0.04506577129630869,-0.0709077458837932,-0.009803331287624036,-0.0123640698449598,0.02778005478938252,0.04504388421792156,0.008226406842422172,0.18669595099241804,-0.02929309782246306,-0.04822253779686842,0.03922301629334148,0.045812768320209474,0.09298761265538061,-0.06759173799473063
CXCL3,0.06865638083825598,-0.044522970604015714,-0.04171880850769047,-0.011815643705180144,0.11995514708619878,0.0072316751571737895,0.045303454873048876,0.04935366734136151,0.08668090066365725,-0.012345282821885673,0.10548646910173659,-0.024568229658175508,,,0.00021778963889779036,-0.016266429703151095,0.020390481474573122,0.08436768011408508
CXCL10,-0.0069038025988414405,0.06842430562566247,0.01961350854173832,-0.01609861398887397,0.029042038317991438,0.012719771421533611,0.07180008233164556,0.017570322256332583,-0.023717349098885687,-0.0023083835974372475,-0.053333510354495274,-0.1417798043658033,0.01785631752362152,-0.012811101890892802,0.05551214557061169,0.06861916080646682,0.0826134437465221,0.07587291931702167
RSPO3,,,-0.020039725566101684,,-0.016683972575733196,-0.03233945127744234,-0.012350093741230979,0.01336401494904489,,-0.012900582616851187,,,,,-0.0015456466002854482,0.013677277008573392,-0.023371279078610124,-0.05718682486802478
CORT,0.10201943668430709,-0.027733828817510124,0.04251936195407946,0.09211970582125911,-0.004449258713611931,0.011831712142346231,-0.0670289915563398,-0.030780781726573007,,-0.03422484506739294,,,,,-0.025289833699726122,-0.020714570207369817,,
NCAN,0.001208425736942043,0.04705267016535433,0.037847253635964334,0.0008030453219189409,-0.06796231673112543,-0.05381426439028932,0.006510117506828703,0.021673953462697924,,0.06939554416637934,-0.1771905114274409,0.06990681606283976,0.12259990047262191,0.07606761061643875,-0.0029486652564882014,-0.015933906089426544,0.06888545350197776,-0.08868663809589039
PRG4,,-0.006120813839723805,0.004979086127422396,,0.07052068171682144,0.03960444638561787,0.02894211346446561,0.024340251173142285,,-0.015082913624073224,,,,,-0.011857442315251458,-0.030565615949330542,0.03785867308854264,-0.026098927796169163
ZG16B,,,-0.02220199297232691,0.07196664490640525,-0.01911122627857612,,0.07543560040537756,-0.012399692102955457,-0.03100602235767044,,,,,-0.04101122564734466,,,0.0284830362594602,0.04643579085552833
TGM2,-0.0590894251013584,-0.01215602997417873,-0.028624107021545067,0.06637961949904611,0.006045879179492038,0.0692880567403636,0.0925031649221074,0.01919103319600727,0.028252350750929935,-0.0005820545522936692,0.07613503949010644,-0.06355242865887373,0.04328961930413087,0.038388182501642845,-0.011489622885521833,0.03844740976213791,-0.03469704895554794,-0.05872955712538828
VEGFC,0.008939813767784292,-0.027158248878954454,-0.0284042614428337,-0.02056187899464748,-0.009901532437035737,-0.014402332239993668,0.0003590867156368043,-0.03338931161376534,-0.027211466285132394,-0.015392714556242365,0.09582128026756967,-0.020907845109168384,0.10191309101293883,-0.02669178486032999,0.04320296793914494,-0.011016107117761678,0.026855484339360223,0.056534376550140854
WNT6,,-0.03444389477071188,-0.007107379765838564,0.0340760978167371,-0.009822493661593396,-0.031905265701358,0.02883653555805025,-0.027595072507493306,-0.022585807021584164,-0.013433983979914332,,0.04583230644529339,,-0.003568934682116489,0.013496026434966509,0.02889022073082902,0.0019266937241298311,-0.016529268005620025
NRG4,,-0.025668812231822206,-0.0120643339498675,,-0.02004031513606829,0.04943327015556811,0.05090868573105326,0.034200552642741806,,-0.01795739692384796,,,-0.00029965479117115057,,,,-0.02337128169797291,0.015041331212480417
PMCH,,,-0.018822039526637836,,0.036257741578668436,,,-0.018149714902719424,,,,,,,0.03444290082009093,-0.0002628460548100257,0.02118427457000366,-0.0002553069512118575
COL9A1,0.07702519204972551,0.021406326635621226,0.02771568150008482,-0.013828712076525456,0.007833396058556213,-0.036980443419327234,0.06121419488235769,0.03648828534378732,,0.012069541901523356,0.024038628562507592,0.031153072616987763,-0.10883223950702066,0.14889781086488155,0.03168288855678931,0.05957003195881137,0.08702078207911533,0.04763302965049309
GDF11,0.016279280979298327,0.05685756181322141,-0.04382250945867156,-0.04388971653659699,-0.027274997107883836,-0.02596823656538408,0.07807535395752223,0.011593407737807065,0.020285669408423895,0.06434843335516559,0.10264476185318416,-0.018974867438073816,-0.033840951253618155,0.006873526821881323,-0.04029249612476123,-0.005845202895912401,0.05008535178144164,0.04068145523198383
RAET1E,,,,,,,,,,,,,,,,,-0.025638129965240494,
IL24,,,,,,,,,-0.019552291554030092,,,,,,-0.02495099148086583,-0.019479481111533543,,0.08352738614495896
