,MGH258,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
PDAP1,0.06119894803957984,0.021658205832826526,-0.06772311747788645,0.01185372145680617,-0.0411903174867752,0.10159180729685492,0.02778392082229767,0.04942731759858077,-0.016425799091829296,-0.017314389096663673,0.005948741181573723,0.042044699916200794,-0.029708493329411976
QDPR,-0.11919951888537426,-0.037374986412595144,0.08106229226774983,-0.028849008852712646,0.07102077328309882,-0.10489690821526965,0.05795750106409176,-0.04114435219647976,-0.10480008792303741,-0.008635726101033527,0.030965619774800123,0.05947525495159975,-0.017642733561675967
POMC,0.02700937394165372,0.0009803276875379775,,-0.045656489969851895,0.014151635458524202,0.050382110492030674,-0.013382429651546558,0.03555908821483207,-0.08014174906845718,0.03524773819282924,0.06419396746556938,0.02832033190831462,0.07194849335192925
CCL18,,-0.033910216106048496,,,,,,-0.03792927979713949,,-0.03433749826761248,0.037479195236746615,,
CCL17,,,,-0.0284170031220894,,,-0.014384378442222142,,,-0.013311997995691004,-0.025541354403790722,-0.01478461477665401,
VEGFD,,-0.038206902112348014,,-0.003182091017177814,-0.017453829034796548,-0.002980080387399319,0.05702440961297322,-0.016993072426370232,0.10655857522756461,,0.028480701851174444,,
TNFSF13,,,,-0.01960141276230758,,,,,,0.0766489677650491,-0.027762579005795394,-0.024090295756903107,-0.027202768047338025
WNT5A,0.010640010043605845,-0.022695125524591773,0.02258500340743696,-0.019700763545356933,-0.029050126449834218,0.04081440623049675,-0.003058519086133782,-0.05130927185159392,-0.043155924556983874,0.014301252255411769,0.047501415007729274,-0.02219569717517615,-0.027237901782682518
CXCL8,,-0.010392764001616085,0.010862439201530736,0.0990996886078104,-0.072602596559683,0.0757594514245212,0.0005059320354410872,-0.005229519846262409,0.03131762975441982,0.07624161709980617,-0.07062466993561427,-0.00989554318307122,-0.020141595888572686
GRN,-0.12427109555967852,-0.004005523047173082,0.01820524151338038,-0.010118735941981684,-0.04604024000847729,0.08594329855818492,0.03573448612160684,0.019337074472302127,0.026636184873888247,-0.01928096331092443,0.027104827258917524,-0.07438851183001727,0.0027450229493376456
MIA,-0.02055944357946121,-0.00012947036730518954,-0.019861905344525227,-0.00020880884941215004,-0.052960948104083555,0.10246935251357002,-0.02827268610343317,0.010933521234522578,-0.03629352534501565,-0.01154999540053156,0.04868008519291511,0.13730678182870518,-0.028059468632824904
COL4A4,-0.01819091659709745,-0.03846191488145713,0.028252833197306045,0.046822366209860536,-0.08054446473089662,-0.012656171300045748,-0.015017736127239237,,0.14162036737261702,-0.022957592608071068,-0.028329701071199268,-0.0434177658594039,-0.030403212277478314
TAC1,0.04330830915960846,-0.04817054986101921,-0.05740451975592013,-0.026615672838330915,0.10191821780509817,-0.04114259097976346,0.042828975875637595,,,,,-0.01943587948681886,0.011808407648858744
RARRES2,0.06347800897286855,0.0737870977219779,0.006881059345532681,0.031208863607063347,-0.036624178475218205,0.08280524821726304,0.05610374672869437,0.05859419493812599,-0.004944443536841584,-0.016715108829448686,-0.017082299910085186,0.03960100883713058,0.03565754505943466
FGF7,-0.022647600637660782,0.0009408669546023135,0.015548553668342485,0.01605115866995977,0.11653300274858158,-0.013807297800618491,-0.034234849586216455,0.009805897924688277,0.12311033593730576,0.029020408213350193,-0.02537093744305031,0.005231662204158435,0.004871235690481803
EFNA2,,,,,,,,,,,-0.016816274567768307,,
HBEGF,-0.03969969544580761,0.028134272745926378,0.023713655804379362,0.005244547317661107,-0.08094917007251322,0.06753584698895457,-0.046764453337986525,0.03191201570414958,0.055844027407345405,0.04702820626337549,0.04652115855355607,0.010550599644171653,0.0118655134058255
CSF3,,0.023764112671338527,-0.023107235184640192,0.034956837341189095,-0.019419363854658173,-0.01338998563440057,,-0.02552913859155009,,0.04721253684886018,-0.03183400120183463,-0.015565918563787771,-0.0010053680543518273
PI3,,-0.03168431962299922,-0.01477906673538745,-0.000681003395072877,-0.05354131464779109,-0.015077300553016202,,,,0.043549874669459726,-0.057170444598172075,-0.033819569769629076,0.01826257744485802
PCSK1N,0.028284058872727853,0.06393732778678689,-0.055591521237509135,-0.07876922869656493,0.05430520216855277,0.025327540985936606,-0.021748080348626297,0.04137259291436924,-0.07778651237503867,0.008172697559382722,-0.03696468164947107,0.05977454555345084,0.016359217534249362
NTS,,,,,-0.05846819689320014,-0.016457903044324863,-0.017156017825382074,,,-0.03105550559602562,-0.020487439446987672,0.12423571308804704,
SFRP1,-0.022854442096922625,-0.03690539778977884,,-0.024794933643224604,0.0733899387694681,-0.04829850292977856,-0.03185512588949661,-0.05524201980272179,-0.047591468370436756,0.026056941623741416,0.02447043249070593,-0.02251535589854224,-0.026034778186497184
CXCL13,,,0.013656350037894631,,-0.01973284444824093,,,0.007887540996731945,,0.061967251051954,-0.02430389526898576,,0.23192188462252203
MICA,0.0041172657716870885,0.030829592368396688,0.01148998244853563,-0.03395376688738675,0.03374254658928162,0.025541596101348714,-0.0336221919655308,0.04655723029030511,0.04967743759369959,-0.05612358871754564,0.056294185993166275,0.033406118071587616,0.04523410646985359
TG,0.08601747191304766,-0.030660260861449243,,0.016139598256728768,-0.0026235483126799022,0.030818083565228967,-0.014491716925409041,0.03396533468013397,0.03210074607862692,-0.017688317146029774,0.007250425578746547,-0.016648649608717807,0.007242511920122925
ADA,0.05905307122580472,0.023667255110738795,-0.04559320427273014,0.008616039511809712,0.07861149098730827,0.07503463962418172,-0.010264138585881627,0.0410969930489149,0.01898858653940429,-0.003377672723569222,0.03612922014962799,0.011467368028729991,0.05717978779877909
LAMC3,0.006548701812948932,-0.04618342473686854,0.0180198831916438,-0.0277144451757868,0.015982508935411956,0.09766745975321198,0.06160534372146455,-0.0008473966265692783,0.0016659789148110921,0.01170022812066326,-0.0006081666670551837,-0.08023088766682103,0.01205904882785648
CCL7,,,,-0.01934574670647089,-0.026162108520381484,,,,,-0.019951616571724593,,-0.016311573777354833,-0.025040686356396964
NGF,,0.03021969077065115,,0.020838186638932,0.02339441918731014,,,-0.02215528487029871,0.07685372742467964,-0.0230425198926684,-0.016590235546121303,-0.014425253300747603,0.035263783194718484
TNFSF15,,-0.02741342990913619,,-0.021542435146006237,0.01747235101167927,,,-0.01625745724679604,-0.04833752161597129,-0.01945058578411637,,0.010111527293760072,0.03474109259760128
HMGB1,-0.02193300750755224,0.08136565825442937,-0.04889565231236623,-0.058746893192133755,-0.03456991714591985,0.07507572791703615,0.0544018014429975,0.050817155270577154,-0.07787564935211963,0.026078966928798505,-0.07103309451561052,0.01986709174624936,-0.031613130996028624
ITGB3BP,-0.035318715397615545,-0.011979476294852534,0.07317080318968529,0.04695786268436115,0.01137374306393304,0.05544682780617941,0.020330289897571466,0.022853286382149455,0.03343564375162772,0.03951108945398151,-0.012958044976163902,0.058866647466532696,-0.08264390306795379
AANAT,,-0.039716476765564834,,0.08339726294515841,-0.017453831526429004,-0.012078129400956922,-0.013032485720877675,,,0.0799388578949884,0.05071720255822861,0.1972538902865096,-0.019527376461760757
RELN,-0.015080748740839868,-0.007898489461284955,-0.026022277431942718,-0.03402366654744946,0.06893206230008003,-0.035441021296846426,0.05335364628661699,,-0.026084124239409336,,,,-0.040535473726024646
IL15,0.001252381013064959,0.026514875034507605,,-0.011766643752904066,0.024362718430789937,-0.01934712172071676,0.008359859661858378,-0.027661770195437987,0.042968033509936096,-0.005609416793162459,0.09040245300731649,0.008823678750111726,0.012417399407982506
UTS2,,,,,,0.04073177156170217,,,,-0.014905253585738064,,,
BSG,0.10703266548547255,0.08663587606331372,0.02829511073992303,0.01547796380381182,0.020840594989693543,-0.010776769076305896,-0.06658935071147117,0.019771456066996183,0.030975247357442268,0.03655137936569604,0.018078451241188124,0.04854491397426979,0.005173074341340547
ADAMTS3,0.0055543247698889775,0.021653086782181096,,0.07198274680942314,0.014705183587149073,0.12244709688195236,-0.004190872833618133,0.018844041648595843,,-0.01378227808266313,0.0388563823857453,0.05306644190969426,-0.008874415340091035
CD34,0.04681145979525739,0.03189908525094906,0.05110908899698877,-0.007840471211335446,-0.01032114618199327,0.05256434493976327,-0.009569957871032637,-0.007969297868116529,-0.03286052817591901,-0.06234254369597165,-0.008102959518408186,-0.03371879514495786,0.061927132409689
CCL23,,,,,,0.18339978850206096,,,,,,,
PLAT,0.039472696470763194,0.03057129922870673,-0.009538587537089251,-0.0030736289729727155,-0.05605118825729857,0.085088340717591,-0.06816224302704674,0.03687824657750765,-0.016995399291877152,-0.002929777820391459,0.04621463862969355,-0.011352065922292607,0.01241672713832293
NTF3,,,,,,,,-0.02240724256116292,,0.01343482114261674,0.007864414705811857,,
LTA,,,,-0.013022002017115524,,,-0.012551641946628592,,,,,0.06775630266276447,
CKLF,0.06593107012843435,0.07918819304770952,-0.006908371023470034,-0.02926079392469347,0.018709566306084374,0.08446928196020294,0.007607742268466435,0.03944024469372486,-0.005107347069982427,-0.03136978837903378,0.017822287677171023,0.06498647098962336,-0.020722796633104106
APELA,,,,,,,,0.024270049668037925,,,,,
CD24,0.010641005435679635,0.0910732492830395,0.014560656351399857,0.028359031449740602,-0.02813453574514491,0.05653898486976198,0.0356291316290707,0.03424127619002217,-0.04025651919346785,-0.0048189086414616705,0.02800137817470366,-0.021725694476492818,0.02061033123183093
HSP90AA1,-0.07991558917610556,-0.02512605067407188,0.02631699683764613,0.0639316602934506,0.08891948216775634,-0.07788633834019602,0.05415013811328605,-0.07115666439350021,-0.07945839705996025,0.027616332882372394,-0.09464186641895539,-0.044609393610852074,-0.0018733910790841152
BMP4,-0.018721089832866907,0.03056795596235325,0.051507820940041374,0.06741906356984194,-0.0338719795418105,-0.02676172749591269,-0.026830361960324373,-0.033785865935735494,0.0028607076131592648,0.004089458667106852,-0.026313296503284546,0.015466887653579552,0.06001086644958568
SCGB3A1,,,0.05974088827324318,,0.08734472365330342,,,-0.03403635158404713,-0.026225205035727787,-0.030367203874454702,-0.007232371116568703,-0.03420100918868787,0.08223804510981798
IGFBP4,-0.010607814856589072,0.017520381120399293,0.01570257574862648,-0.042021175476723766,-0.027746839396793288,0.08477351547410399,-0.03168938870741568,0.012912436672938883,0.03413389823068842,0.032090730075612126,-0.02900475495530126,-0.08962091763209593,0.038136461740785874
RSPO4,,0.037854224530443244,,0.04149792314107445,-0.023989682683412936,,-0.014598323708441125,,-0.03582529566245488,,,0.04082294950127382,0.03713730126298923
LEFTY2,-0.01801105388225013,-0.032278964703166525,0.011095056102511467,-0.010802498587349078,-0.03723569585483309,0.15258077145661986,0.013909033737810524,0.10514160226712709,,0.16228556301437358,-0.01933569442073113,-0.020027165369728015,0.035505922677045075
PF4,,,,-0.016878782867459582,,,,,,,-0.015413279886284886,-0.023227099566102177,0.0068279263932562485
ANGPTL2,0.06616812486302738,-0.007016522381101587,-0.0025663044445296142,-0.013623012418833161,0.047897630948475815,0.08171191270928314,0.020945650150436073,-0.054990529765458165,0.05573348135832809,-0.034797173275301366,0.016137640334141792,0.031091415133915095,0.008144690371987647
LRIG2,0.05240370712488372,0.056030301598004074,0.04621035426609495,0.0298904232170682,-0.016018796110400635,-0.007836635713954493,-0.00865516760827789,-0.06484820155797595,0.058069948835400446,0.0026029605283135852,0.05747113194642688,0.011902875362622557,0.0691780063109515
ICOSLG,-0.04646535824953982,0.017330942775249495,0.002212374187818249,0.01691541772068515,-0.008671767857400032,0.003868390401271182,-0.049355422435223846,0.04027007658756862,0.005470185754525728,0.05146864312093184,0.054393234111354626,-0.02570488603463207,-0.013952604089482006
WIF1,,-0.06299498756495532,-0.0400528146104546,,0.03472343116962133,-0.06358564689843856,0.013293469870265752,,,,,,0.024933256229448322
NPPC,0.15740804034921377,0.01198425106549795,0.09055640909409524,-0.014477280638929009,0.016010656874648883,0.062032238329693776,-0.0087200151156284,,0.05828063765558283,0.0014264927528660051,0.027178058516027254,,0.16919750733337907
LYZ,-0.04025052598436713,-0.0633428222228835,0.10652430252444979,0.016962269518097147,-0.002410404010363519,0.043161086461442906,-0.050247607562733033,0.026122334674507534,-0.0770652631456129,0.021120395539676703,0.03247762309273961,-0.024692014657994633,0.06361746587846623
EREG,,,-0.031146851386754916,,-0.033759175555423945,,,0.015665650635824837,,0.017330675339313727,-0.031991781797950467,-0.022131115774770033,0.0006969943715962544
SPTAN1,0.041941281148645725,0.024476964062277517,-0.019335062114643618,-0.06689414974421197,0.005074084042294924,-0.059984079607221845,-0.010268964917193767,0.033102927102940403,-0.009682714553623867,-0.03805744095783376,-0.026746198203745998,-0.004834083547174571,0.01300477813711119
LIPC,0.12026989861466109,0.059260584979891125,,0.028416602886419586,-0.007240506070711695,0.06699705881157415,-0.0052245270824833705,0.02993375707660318,-0.011476105221432217,,,-0.014833228792882926,0.034934426914731045
COL8A1,-0.031031428886795328,0.12578028779065456,-0.028849804844694384,-0.03575420114247757,-0.09963033816782367,-0.005930985736447644,-0.020164136956284273,0.05474867491213475,0.09038511507242046,-0.0030718361279979877,0.04288915282476709,-0.06238217212368879,0.05539658224881989
GSTM2,0.014646162141760281,0.004716704888253788,-0.02475372780246999,0.01969972259822023,-0.04702905694297987,0.01795718882423397,0.029521284237470635,-0.01894105977169286,0.030581957975455893,-0.0018911159892962867,-0.021442990962245972,0.04264821108689373,0.04453707279406086
SPX,0.02408486498787076,-0.0001257391951419125,,-0.03760474423068008,0.1869116140284376,-0.0423591053726631,0.0313028178858901,,,-0.020116138886945658,0.0018787485716767985,0.057304984591415795,-0.06713761849775371
MFGE8,0.02582845981967003,0.09071778111332444,-0.009548737142905455,0.01060823516237163,0.0507101836807056,0.054408716263266634,-0.06865781518886473,-0.0364331455332831,0.09871344174250843,0.02516840504506194,0.008388253382724697,-0.04049399024121383,0.02785716399940444
TGFA,-0.012313627800270201,0.10770731547612006,-0.029620350682497253,-0.009776080164884595,-0.03439265539484181,0.047015556942168565,-0.06783388182672115,-0.028968694137234668,-0.08736202280540264,-0.01242409475498077,-0.026403900545250915,0.09363830740857078,-0.041504788129905504
SLIT2,0.031292636724035795,-0.043753048664921856,-0.018358289918610354,0.04805521112190062,0.014995249599722673,-0.04013377379896313,-0.012254594632263196,-0.024440714960741416,-0.05488633218936316,0.03007934774481136,0.04272903127686064,-0.03825125027786395,0.06414240338951413
PLTP,0.04434204011884509,0.050320787959234066,0.01569849674020185,-0.0656417829163524,-0.03577955686103342,0.07648624564328113,-0.022555863980314405,0.0725372244202334,-0.00013403986357218498,0.002675827152136061,-0.029444733663397782,-0.05557624538609619,0.02298197969580263
APOD,-0.10795309676632883,-0.04020431010720297,-0.05423921249883038,-0.03590630590752119,-0.04230418002408392,0.021991958421350672,-0.009847099836572034,-0.03811099509534627,-0.03979791895353711,-0.021802577432773168,0.011657879449902769,-0.11276555866793721,-0.04045143344328499
B2M,0.057393318884129296,-0.08322949807363277,-0.027107473893618984,-0.009749257922607493,-0.08415300738291212,0.10386346235882896,-0.0017803096122787517,0.030537665318638628,-0.004804865712696565,0.017885417823146014,0.04057430229704643,-0.0872796697681398,0.00973004292082963
OMG,-0.040097706250584904,-0.08608280895438898,-0.035680830835817495,0.023909219046379784,0.02198979903592027,-0.010890552138571041,0.04070658759351087,-0.013612930776622411,-0.05996910459461931,-0.049404046326926215,0.06211133191385378,0.0384705102983641,0.005254621505834424
CXCL3,-0.014649199529423508,0.09906168305649228,0.029787638849709083,0.06544806820862323,-0.041185958454980326,-0.01585800653767951,-0.04807449257643744,0.03561824681106046,,0.08618490719542213,-0.004633623109882716,-0.04425585003149833,0.0362819330296326
CXCL10,0.07138375277131948,-0.05403342169325109,,-0.006960116064526993,-0.012409774469354212,0.08579377804597012,0.015827917478983267,-0.018549012710407434,0.02515986123452328,-0.020602603655171612,0.11930267019355949,-0.002794296289145692,0.004499018173343837
RSPO3,,,-0.02310723590538063,-0.01960141340600642,0.08905302884343204,-0.019832928911645623,0.04350138901352063,,,-0.04531764850051459,0.06870564632207339,-0.01655305781139733,-0.058826754384549096
CORT,0.16056232793156724,-0.0303496473820689,-0.030666450217133854,-0.009424857234511886,0.01119510136082114,-0.03432532693278193,-0.01227869956667349,,,-0.02275012283281517,-0.01612921400403146,,
NCAN,-0.027451628872272208,-0.012894306637713092,0.0028761547155739964,-0.08678492842665847,0.04637187858974521,0.05863565008392852,-0.029129968854255815,,0.006868066361682176,0.002420607446559576,0.05272714599285943,0.05815645275924364,-0.019020127744855873
PRG4,,0.04364067211165105,0.05264864232088879,0.01095211098822071,-0.01662969466189999,-0.017180704784107312,-0.0036729435126062328,,,-0.021852541319554462,-0.006862694087968857,-0.03749713705064117,0.028655240280803667
ZG16B,,,,-0.009105977248519597,,0.06286768336393354,-0.009973418945600495,-0.024249383875646853,,,,-0.020639881652697444,-0.016455310690885447
TGM2,0.024570283711386122,0.04926611140572101,-0.00023810440939121147,0.02864392001835166,-0.047356170438645005,0.04537516730876365,-0.028505086018031582,-0.05266588395112089,-0.0360069157003317,0.018107628500718818,-0.02130132114188335,-0.006783225495180125,0.07905632300896717
VEGFC,-0.018190917475539185,-0.029719779494360284,-0.03435849896788001,0.01760621017637716,-0.011263262485428143,-0.0226516805538329,0.015380524169629761,-0.017344819360730606,-0.02151588116841205,-0.008556440274930681,-0.019716653168914383,0.044825685510781525,0.03892808463848604
WNT6,,0.023753640366445828,-0.030943857414367143,-0.02675766287858741,0.07634928595714542,0.005453818668566728,0.0037265301597054394,-0.027115767987641284,,-0.015550313443537897,0.0686037913921163,-0.02492689907173737,-0.017003272893135885
NRG4,,-0.028089861125142737,-0.01732011545058202,0.02501394415763259,-0.023686825338516015,-0.0036537283203327752,-0.019160552634809515,,-0.052603379827826126,,,-0.016553059666600183,-0.025570314487491922
PMCH,,,,0.03295476955960901,,,-0.01459832300391433,,,-0.020279444865662622,0.01343495172605164,-0.011713321579272257,0.0931941428672588
COL9A1,0.01528919972040617,0.03725595229297367,0.01747835909590706,0.010866571649552724,-0.023740469878580014,0.0017698083899255175,-0.026730065365966747,,-0.007073268588103774,0.015324487456406544,0.0626298242225237,0.059584489366652234,0.04950187764413275
GDF11,0.02361301810434174,-0.030147287681388163,0.021098620920370702,-0.02874540767620325,0.008559465718755375,0.06628924136779572,-0.059748105631287435,0.07826154619754018,0.012861860773401939,0.0691519197825155,-0.00530150454367789,-0.003916782920803524,-0.022512501585883974
RAET1E,,,,,,,,,,,,-0.018158588841598922,
IL24,,,,,,,,-0.015291578457658902,,0.013079883577159243,-0.015167522974897698,,-0.02858676095682401
SORBS1,-0.07309223491015707,0.04587396962384732,-0.004708151316782179,0.02447100230356294,0.035402756886010876,-0.008056385434689802,0.014723187824547953,-0.04960305098339827,-0.05080588875833003,0.020404128068912036,0.032450030365119314,-0.01317955518003175,0.028549980532534453
DLL1,0.03439022745346732,-0.07624004647062103,-0.009193460626079474,0.0018629744443292903,0.004064717476182663,0.06194691338960066,-0.022606749040062855,-0.0555378180695876,-0.012530156920755613,-0.01310287489391469,0.048559488133127195,-0.03828571783606698,-0.026774731126336694
TLN1,0.05393474800363548,0.031782460074138465,0.030419521459620975,-0.014692801671826674,-0.06312150625837823,0.06141871925821206,-0.052990780373367484,0.06568691122211558,0.029220067455412717,-0.004888101299773916,-0.02742991220546374,-0.05697980239962708,0.04257852698070305
COL2A1,0.06587226086493635,0.056299884398151166,,,-0.014852840087595392,-0.015858011934334885,,,,0.047615674263160435,0.0230510872975592,-0.024090293894640066,-0.023037480879789952
SHH,,,,0.037641562377997526,0.001686674681477985,-0.01246632422960194,-0.0002356253485030536,,,-0.014256092465775042,-0.007750051627940728,0.005473630020318182,0.050646257861845505
PON2,0.05697588275676318,0.04015965322933509,0.017275606134105868,-0.08616140597798307,-0.06203630763620446,0.08067881162684441,-0.026524193483958614,0.019242185513738005,-0.015578241644270973,0.01823364277990126,0.043741475364908015,0.04408273194173984,0.002209018626178647
ICAM5,,-0.057318861038664855,-0.02469935107666847,-0.0313325917579692,0.07829974694368061,-0.006496439720860199,-0.013196326163001364,-0.014475357866918564,,-0.02999909230239099,0.026313088834409425,0.0009666139961178811,-0.00044771402434539044
HPX,-0.019407593773456053,-0.045785417459366796,0.020685677294519113,-0.017247992659635922,0.035666864222932214,0.16338829456695367,-0.019572216549475767,-0.028742428217504532,0.020124283005375828,0.0522464433355172,0.035329510543814835,-0.027313547479206304,-0.028706890141878702
SFRP2,,-0.03743320940197278,,-0.02289560568566443,,0.04692691572216205,-0.016312162613467514,0.0358709724163069,,0.040195380218523785,0.014760357640562485,-0.01705680400185562,-0.0271838004086055
CFC1,,,,,,,0.11889984148860866,,,,,,-0.022625705023392492
CD70,,,,0.07655148700667141,,,0.0014055410596922246,-0.00507816355028154,-0.05708993975207601,-0.025457433293263453,-0.00786556231129018,-0.025254683431636258,-0.02286025621735497
HP,0.025400730409406973,-0.03143026564106538,-0.05175652034789418,-0.04226781634701211,0.005832645274762259,-0.008213739410565473,-0.03467732804147391,,0.04687927095775082,0.009589296678394373,-0.02810816732187776,-0.024761566782116495,0.11564428574218043
CXCL2,-0.03188542494908575,0.00031316067086030404,0.007040592134978152,0.03008689999095953,-0.035642093135176675,0.039620593593881634,0.0068325136268734986,-0.024105186248478523,0.04321346774244632,0.02550362848904191,0.036746889824911845,0.04668345011405114,0.057911236089160774
NPPB,,,0.03819990354966487,0.053129140154958836,,,-0.010990728811503925,,,0.06443445763861456,0.0163518153466898,-0.016791235513862322,
CCK,0.051944546494962,-0.10208202533845048,-0.03411235941759303,0.006813175979097455,0.1357707421908234,-0.09030028899150518,0.07677243460901427,,,-0.01258574369958309,-0.0065002530587757144,0.01646847537827551,-0.0009804144584155126
SEMA6A,0.03212876751233118,0.015626761825532038,0.02664374395699022,-0.04647862320330287,0.06204425341251095,0.07685435220893552,0.05286420776895024,0.03736883910940032,0.04911879271303812,-0.04596173242309349,-0.018941082588710773,0.039734296866160264,0.047326350754171485
IRAK4,-0.023453622408078415,-0.026118646801127625,0.03685026906085571,0.0052175559813964776,-0.0688347524045487,0.039734498191139854,0.017708924156916866,0.032248259056238154,-0.07717204043225498,-0.0009566179099533223,-0.02164613707980898,0.03708609654668115,0.0015169470557663586
GSTP1,-0.03752497401170729,0.01724807791404247,-0.024772715070266352,-0.003035239734426429,-0.1192340317500769,0.03945766035891666,0.008678943758966712,0.09900433593394162,-0.08861321761768841,0.048797128367067226,0.0943265515081313,0.07690213814154198,0.06121899007845208
VCAM1,-0.016255574533357995,0.04174162912795583,0.07985178035525806,0.01235738789538994,-0.0737039132897508,0.062266172626952526,0.030177975070218518,-0.033782879160228506,0.007222640731797299,0.01690241421969161,0.006404250627573009,0.02558593471045376,-0.03364629661817646
NXPH3,0.006738195359361142,0.09638652480201916,-0.004575556652758663,0.007879218331330698,-0.009007040653312644,0.07184072931955672,0.013809987949213285,-0.0012462525501530438,-0.013227850408784145,0.020723909832157807,0.05721662083151105,0.07028677112922206,0.03995885701901355
MTMR4,-0.04093534243823845,-0.015406968420620568,-0.061532128346344216,0.04807709193095691,0.031256114299871435,0.03722038812862828,-0.004089458748977434,-0.0055917088118379275,0.09891275550296307,0.0731769879058336,0.04693946199689528,0.0314486941408342,0.04057055409693741
LAMC2,,-0.02565156927502665,,0.05722221914327821,,,-0.013836101401978454,-0.022211713879564367,0.06670551002525958,-0.018588495260952173,-0.019919213591319755,-0.006669446450866228,-0.024623261776300368
IL10,-0.018894824270753955,-0.011233083178608756,0.059557215661139314,-0.03835082487055747,-0.04604163794735871,-0.020809252368363635,-0.020548015500809685,-0.03608030832753483,-0.0019846343382338705,-0.03538097366178288,-0.0163219896592998,-0.018352456870889666,-0.005836035069603956
SEMA4D,-0.0842140710307645,0.0316212441137855,0.008812395252822226,0.011368790038239604,0.07584280928042017,-0.04058749506205263,-0.01321479867477083,-0.0022822448005562195,-0.03821265181723128,-0.03918368262370324,0.015477622610286713,0.03199304492922289,-0.013812218076248259
TRH,-0.016702752980432004,-0.0019584355489462757,-0.017846242132174246,0.048157854950076344,-0.014616320735413128,0.015062496960307516,-0.03646035120754847,,,-0.04824711725067048,0.07465641306110458,-0.018807309820530846,0.011557322335004285
SEMA6D,0.07345969963312425,0.061602741539600644,-0.056458611725907125,0.0020439063147778954,0.03623044934322488,0.07822539253045581,-0.04777020112689479,0.0923414302255615,-0.06548695448732388,-0.05764497946182578,-0.01655272544076175,0.050512408681468064,-0.016607200493776387
CEL,,,0.1697018855284167,,0.021663893258275318,,,,-0.0012160508642514551,-0.02289672504003257,-0.007855497285117039,-0.04543529015625307,-0.026306595870012318
PDCD1LG2,0.003370363626871129,0.0711664094684965,-0.02411314020460774,0.0579658885619619,-0.03249812227662268,0.05462503171802486,-0.04293715511870921,-0.03251872485554304,0.12245644687070847,0.004925009279608634,0.017399862886531153,0.05640601729680542,0.06387244493565263
SPINT1,0.01814082006396922,0.10673423464953537,-0.0015332337914165553,0.0033840183777758726,-0.020267971642295563,0.0714668041128624,-0.024037202678942403,0.015487111985077098,0.008405692661806994,-0.007128609442014978,0.02321683868918234,-0.0035249344723273695,0.006610298606353417
CTHRC1,0.10439683478122207,-0.004607962110467674,-0.020968013407751,-0.007514487978924989,0.0007193825406170955,0.022148858811142234,-0.0310498205600683,-0.02981604094683572,-0.014512331481624511,0.008999332309678174,0.0019640221176016916,-0.051793626520260413,0.01959149947189541
PODXL,0.06515531287275708,0.03081357989443041,0.07316840156333464,-0.01399839411820923,-0.013478277833907254,0.07118383304405981,-0.05304459164146677,0.003012747855121007,0.04585354698055699,0.03230682501237742,0.04924872489566095,-0.02546770731384417,0.03424551975660162
