,MGH258,UKF248,UKF255,UKF259,UKF266,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
RARRES2,-0.028700445869578647,0.011898389795981833,-0.01801661776133225,-0.0029799275489978713,0.15323091366521097,0.046128689179827445,-0.15078652174082308,0.04483735431328812,0.10303774047617802,0.018298629789156553,-0.11161513917945443,-0.1160952175227388,-0.07936888264767956,0.041060812934878066,0.04492470978808605,0.04528153536997738,-0.020231993261385667
FGF7,0.07487474155682049,,-0.037508702150462356,-0.003763258324245799,-0.03279131420858899,-0.03505599874907572,0.13271082454474636,-0.003670795356060225,0.08278441721974858,0.016148900351937383,-0.006060907281645538,0.04589783966672331,0.05952950695077028,0.04321420292575461,0.05700904595044894,-0.0515970609817323,0.08577018765345741
EFNA2,,,,,,,,,,,,-0.04469957018972954,,,,,
HBEGF,0.10724204426014662,0.011223639221752905,-0.05130840759031155,-0.026774489349223926,0.015568188960032368,-0.023399119529606133,0.06278675974915436,0.012941984878040942,0.07205343755392754,0.062456780647948136,0.018898712539908047,0.026420202683837195,-0.025166715273536422,-0.024611849433539966,0.003573341740276481,0.055094165770592826,0.000900074277776952
CSF3,,,-0.022078040910301695,-0.03819555982855396,,,-0.07394943823835605,,,,-0.03086575455835745,-0.14477812772183862,,0.015402782549778019,0.01526392039376695,-0.0028606399387058616,
PI3,,-0.04013489339962439,-0.05230596670677602,-0.06591400466571995,,,,,,,-0.12647350197708954,-0.2609398867663667,-0.018051185611602842,-0.0279357015200723,-0.018577404510563774,0.0018186192132806605,
PCSK1N,-0.029515870696739624,0.003191600549264102,-0.015679446325444154,0.05726537773444219,-0.06340520274831504,0.004171819779190853,0.09449663808805107,-0.010254852066138728,-0.021211063728277885,0.027356225900223522,-0.026525436313422798,0.04000578654150353,0.0040981895200623624,0.0744876171229937,0.049370525399067555,-0.05768223950773621,0.028241482345486988
NTS,,,,,-0.013966641807825298,-0.0301723830059218,,,,,-0.004716711402355656,0.10187011246525175,,0.047913863196011985,-0.03236179687437675,,
SFRP1,0.17306979290153365,-0.01374255489377154,,0.01534787314254774,0.022581654868865486,0.010592188851027577,0.06876206190879151,-0.01596621976428529,-0.06215154506448276,0.03809263982062771,0.032512371872750905,0.025826422270361832,0.08776547718018714,-0.008862060485643393,-0.03160979070174768,0.09395575987746464,0.11415205327086621
CXCL13,,,-0.016031270036326775,,,,0.1553193979181539,,,,0.0005578053491550225,-0.0656397645153254,,0.04143590920970654,,0.1422912156280533,
MICA,-0.018629698129015666,0.03746445697320066,-0.03946494454405308,-0.010546092175410351,0.021293351374538045,0.018453413099198002,-0.03130657928168897,0.07807470284862376,-0.05531303063302803,0.0612641721838589,-0.009199141927834003,0.03030680743029207,-0.027718923200561397,-0.018070720977340086,0.022717593309434476,-0.039849636897819334,-0.08343047058261985
TG,0.0639999298159578,0.016113625871761874,,0.057634476124287716,0.07593594077914219,-0.025486662344214674,0.06620842503061086,-0.028373826503925198,0.0300537995922123,-0.036129864933315874,-0.005096991581802465,0.08150963846686433,,-0.02685339443668902,0.011434534537676332,-0.029744927564701325,
ADA,0.01327296445777688,0.03973064602523314,0.0696775967169828,-0.016564844226447897,-0.031494321267816185,-0.053717388854801,0.0077520880918223265,0.02132540051354008,-0.08266338723627834,0.030402427780991927,0.037064876553565,0.0712335482369798,0.047542601451520276,-0.039435012982050384,0.06122063283073673,0.06444080085609798,0.05276404578316195
LAMC3,-0.04210445305995395,0.06936827797557468,-0.00038969268365879794,0.011370748250094528,-0.0006397021902246993,-0.059138413956684725,-0.013039799979951753,-0.013894000963091365,0.05507187637684335,0.03307514694969822,0.10518119685535808,0.06658389715301416,-0.01565939398750225,-0.021595826337530828,0.031342733072230775,0.050271057836587106,0.003815969901184852
CCL7,,-0.02426631140494883,,-0.021816024660312888,,,,,,,0.031089517750878384,,,,-0.02290016802051461,0.027707889600400503,
NGF,,0.08783356522433902,,0.007349915788116695,-0.015383935838895068,,0.054487471688805675,,-0.050401756355448385,-0.03297515407576403,-0.0438591178040623,0.17364153772049143,,0.017885107972736177,0.07393396672318821,0.04625549239652552,
TNFSF15,,,,-0.024293210467356347,-0.01867947077571032,,0.018137795962652227,,-0.026288452901439913,-0.03330211761706459,0.05733780171501563,,,-0.02026146486008118,0.04041541295506692,0.03317602253561303,
HMGB1,0.07442512231372336,0.02482530310501936,0.07385546169469095,0.05745315219465569,0.05645181764775171,0.01680188294488646,0.00830551430229945,-0.01874166811976896,-0.08377117191701325,0.00471287883526897,-0.04357169927824146,-0.11783807108995975,-0.00888472900968008,0.030805257438803833,0.048852581908332283,-0.06931628199136693,0.03662289213039212
ITGB3BP,0.004631148326657041,-0.004991608194717565,0.05130447980316748,-0.007224549180004405,0.09285686774027055,-0.0015348814916336523,0.1019384626224207,0.045182827912843594,0.05430096753680325,-0.02224416439385516,0.04379151631500802,0.009394854213064732,0.005210221141357347,0.03182478814931781,0.0013659597010199157,0.020265884449143207,-0.06816345907461736
AANAT,,0.06665461228012289,,-0.022104339332429657,,-0.022920304390670606,,-0.02533768245521941,,0.03570125493056147,0.02975702460048411,0.023384903922397195,0.012847349968864786,,-0.024229332752591974,0.02811589532878082,
RELN,-0.021102958789465498,-0.022357997096808687,-0.02486324742579097,0.03144712322853339,-0.06190100619977564,0.07352575887994665,,-0.02805100146299517,0.15401175414361684,,,,-0.032864158921005034,0.021368097385878145,,0.013153470456867666,-0.15455640321513275
IL15,0.026574510769543702,0.04131537010083998,,0.011171696135797353,-0.01329155393862381,0.0503755755667022,-0.03905862263603616,-0.023499529388583153,-0.04752408988170701,0.03472337272612437,0.032963149601117535,0.05926515547682705,0.07770822215191996,-0.02583006770801359,0.08872865543533101,-0.003143410438934953,
UTS2,,,,,,,,,,,0.027768054364433463,,,,,,
BSG,-0.04097827631633401,0.03645352063783935,0.005625866459042707,-0.0785816663081586,0.07871317633272616,-0.017771941382674364,-0.17399016549145507,-0.0048946137826678315,0.008817713813839903,-0.017853061982711513,-0.005842197813960743,-0.011878708569831972,0.03394660134678671,-0.035042904865011104,0.04908452011361797,0.06711655396713696,-0.05961646184256117
ADAMTS3,0.006493350680346749,0.003209316960911553,,0.0034433322862664375,-0.021408848315929055,0.02383230897201619,0.028254402705260178,0.021681406509658073,,-0.027673553242754462,-0.0031644770747001794,0.14000071621015614,-0.012540759847817941,0.05986910309127519,0.037576658458299876,0.07566141107774163,
CD34,0.04761758778076022,0.01394302505166319,-0.02191488436234002,-0.03183267835690335,-0.046051286737052395,-0.02158950169318334,-0.03630873559327558,0.005353313876520511,-0.0285130192933673,-0.00812164171405006,0.050405966457426135,0.0550794331323676,-0.027557545342140097,-0.030898065879938357,0.03425997879107213,0.02278054027994217,0.04569804107882621
PLAT,0.037061217377298235,0.07170256135254396,-0.00010650940280777914,0.015152754751973758,0.1062618369450035,-0.020534245059131248,0.017698490753975216,0.01641601809556319,-0.06505543597043864,0.0028085475946049428,0.07617977512654635,0.1983521516837365,0.02461136618643467,0.06298543026742144,0.03835948263508387,0.07276378255527786,-0.07941751588987647
NTF3,,,,,,,0.11293894938448691,,,,0.04691801159664358,0.170089647248113,,0.03228403304298783,,,
LTA,,,,-0.02796102247762125,,0.04302819603625886,,-0.02349953228937603,,,,,,,-0.007645977304257703,,
CKLF,-0.03137047215782663,0.017672384148936657,0.003204055925996734,0.05264915522730143,0.10016074421790136,0.05073700413079346,0.13236271927521437,-0.01013725712670317,0.06393244163059222,-0.01658630275904777,0.10218272630601208,0.13164724877667625,0.025047830286653798,0.03938910620742298,0.027646784261291822,0.02039365261008118,-0.07004071898822027
APELA,,,,,,,-0.04558841939009072,,,,,,,,,,
CD24,0.07790975215560143,0.04023695217697959,-0.055968556654815975,-0.007262412871070751,0.08645925831208205,-0.016327758147560833,0.19367432832188164,0.017173176457087963,-0.08259948427440496,-0.06279780251648508,0.07012834452037216,0.10266147954457787,0.021225349662373296,0.07781412972857879,0.029870345868110836,0.01662546493883368,0.02942227968326115
HSP90AA1,-0.03248399785905291,-0.04483068909863594,-0.04716654208662429,-0.019350188137307316,-0.12328696694873174,-0.016682487626043175,0.1191055307023946,-0.12977318575031133,-0.1334441456960506,0.06150757278170801,-0.17945365966278712,-0.25642798616884666,0.025745224731039226,-0.008111189981449088,-0.024633873380195435,-0.08202866831995016,0.05050688866392883
BMP4,-0.026197000827086914,0.05811302267042923,-0.009073118337142218,-0.0452041364727963,0.10430976373037036,0.020005286776031143,-0.008205900180702226,-0.020024028646239707,-0.036801973739370185,0.03147500155880488,0.07172751986448889,-4.99238360701982e-05,-0.04647913603165845,-0.019318531602290273,0.09189878811661027,0.09032054927417286,
SCGB3A1,,-0.02426630897835011,0.04080524875332477,,-0.016966903681244504,,-0.04151968927525644,-0.016397662863209234,-0.04464149748880065,,0.06372283694851114,0.07383809022186189,,0.05045808524478968,0.01417348367272924,-0.015110766681565553,
IGFBP4,0.0780295644881601,0.10816490066229387,0.05088079286502695,-0.05879356081069839,0.1215756537585401,-0.01387683932417724,-0.06047041388594462,-0.028651267855077656,0.0038469257087068403,-0.005517381835129768,0.0988323754514416,-0.08649740789027945,0.025489447599071808,-0.0967660229041819,0.055928041415787985,0.11979542402084109,-0.10016159917734024
RSPO4,,,,0.01729698538103903,,0.029243660648088556,,0.033327508247738676,0.05997302661435055,,,,,0.12719122349635797,0.10381908549735541,0.052801155083559356,
LEFTY2,0.011673983776405612,0.06003133246516308,-0.031041993060761056,-0.06247647296789626,0.0630185287201038,0.04465803438949362,-0.0611848841059077,-0.029009910177051016,,-0.029534415401543824,0.007849310872650323,-0.010147142805868552,-0.034520234067841646,-0.038536238427649264,-0.02820235082650839,0.07014593483079815,
PF4,,0.0018451190408959393,,-0.01903405171480911,,,,,,,,-0.04097025077429922,,,-0.019868402918851738,-0.02007023962278454,
ANGPTL2,-0.023554792963595646,0.06769874962989941,0.0499369551874827,0.030351670178810762,0.14813297461055205,0.007031650899546867,0.06811207235926717,0.07742763151779684,0.08782282141213964,0.02495951663724024,0.1521948348460657,0.1694178875489385,0.0339158942220921,0.023633034273033083,0.04237997339136335,0.06218021539936694,0.06914199357797558
LRIG2,0.018943726159723614,-0.012341467346389386,0.029216610320430776,0.009163241490822897,0.06963704526013288,-0.013885046087842334,0.08744866034286543,0.05818260143832779,-0.0043421082621820295,0.009649684754464228,0.04709281519071316,0.07669584164515938,0.01643930215157947,-0.015648729281743632,0.01847180094015374,-0.011308959184675386,-0.0023782114182344365
ICOSLG,0.05291410811693294,0.09339972852424408,0.011372454118401704,-0.057525626357488834,0.13925047462148618,-0.006771838061672453,0.047279687476503844,0.045969059729992885,-0.03488607695455615,-0.02834829415773874,0.05171200584473058,0.14142963202098696,0.00912190427065092,0.014410736626716353,0.046314628299805836,-0.03928204416406795,0.0007294083980871983
WIF1,,-0.045293648439047506,0.06263606900901682,,-0.08837249447165438,-0.005321488167388221,,-0.025062599318568222,,,,,,-0.026341843094283748,,-0.009219316542274201,-0.11578699579075503
NPPC,-0.008973868561741403,0.029965885988957604,0.14699651417023712,0.020525793543802077,-0.032550944732080755,0.07976712248639439,,-0.01228374131566628,-0.041352145076740024,-0.001704355308301402,0.07283523880866552,0.06865614596406719,0.056533428844287706,0.004405319503309555,,-0.04823342178155519,0.08309862093384668
LYZ,0.029854436308675496,0.02772318860586693,-0.024174860667141654,-0.03504430944716292,0.033589836321573634,-0.004723324776645138,0.08484886633860646,-0.010531311772643943,-0.11583509059839851,0.019547243375355645,0.05835076801713642,0.09375047300573724,0.0491754151095604,-0.052849929290284196,0.05071287042596216,0.0814732983568054,0.03390874518368904
EREG,,,-0.01118665556350733,,,,0.027305415432726795,,,,-0.031240292152907686,0.014694080218018248,,-0.03529401942255748,0.01877288871773341,0.01964676073309265,
SPTAN1,-0.01904712560375406,0.040253491772774375,-0.030832504343106644,0.10932237562810657,-0.04956175484258113,0.004561714769708232,0.00520252044807099,0.0186742420726463,-0.0535702992947635,-0.009811840374583696,0.01062307120043772,0.11946518707036675,0.01028188950148191,0.09594838793589613,0.04228088585660151,-0.025285995310544315,-0.004060631583403278
PTH2,,,,,,,,,,,,,,0.028505165970257457,,,
LIPC,-0.032590157256199626,-0.00854181155018491,,-0.01689213149800199,-0.020611792026559817,0.08745047776416742,0.01381864612234618,-0.03691556767657717,-0.05070706634152162,-0.05686003628931683,,,0.003676903718221618,,0.08253619399460399,0.000805740986525511,
COL8A1,0.06715682284391722,0.06470670499649338,0.011311842364683014,-0.02011937953615358,0.08747339041575178,-0.008414961123059407,-0.13011643483914992,-0.0170509121334763,0.013133395992565392,-0.04441076119893136,0.026767659763240612,0.1022948606869627,0.00040476696962227346,-0.039149827511367086,-0.01544008577984174,-0.012216181541968789,
GSTM2,-9.578302455971686e-05,0.04509433275876306,-0.03673749132578775,0.0011417474412389733,-0.011239798597552659,-0.027991215162515688,0.05836799111635056,-0.02586030117561098,-0.017284303740985604,0.04711487393364688,0.12429261773272347,0.0901100959427564,-0.019158029086367562,0.10905744426061828,-0.035658745504107185,-0.048110057878143285,
SPX,0.00249673716805372,-0.027455663135620596,,-0.016440143447525177,-0.03826158856505371,0.020592901296860838,,-0.020803145247436775,,0.007219027503914298,0.019440487682146505,0.0352166057239499,-0.08024300090856451,-0.04141907280457231,0.029369325284308856,0.01042298769014554,0.06674177110582649
MFGE8,-0.014604117541205735,0.008368222365665279,0.044904626600316425,-0.032838057338010256,0.013221933006689866,0.0033008270606469715,-0.13679568225785335,0.007185552731186726,0.009238458826568425,0.04299065999833041,0.03359793169654965,0.016791188223246416,-0.03431799603907953,-0.05681179369284857,-0.004751369527459667,0.08580372286671958,-0.008584999325043089
TGFA,-0.007079189280839766,0.03558417027319747,-0.007126594046020489,0.03265919296501889,0.10161001230313944,0.01552485115377918,-0.03605329435103135,0.04298235107225937,-0.06097517252681873,0.039894091410217054,0.03496934940768343,0.09806272161720202,0.03924090001238442,-0.007842762454612968,0.010903564298364036,0.05026711196065158,0.017121693067546965
SLIT2,0.08053948870701699,-0.005957634278580841,-0.017540613259334422,0.003155878230945114,-0.04865292284794041,0.04705497631186035,0.01930306418342783,-0.052859478901342086,-0.03399154733037962,-0.03129628123594089,0.037665115558312985,0.09883989330147719,-0.037067166178872554,0.08649750456987336,-0.023324660349795735,0.03912397932238744,0.056145562375128785
PLTP,-0.018428571917794737,-0.0236627687317051,0.08043515767085332,-0.003546646844867125,0.0899985397400531,0.014950301943055352,-0.058101193374913686,0.047920608260079975,-0.10846671671986054,0.014371289020950345,0.06655675436570876,-0.06181669314711473,-0.04463705013944401,-0.06846087895966585,0.059542030984680396,0.08388073371770549,0.025884474101322223
APOD,0.04111943358251148,0.0368374045023118,0.05886158228155292,0.014172126534008359,-0.004103971853816799,0.007777779507167367,-0.02507414836558337,0.01881115157510606,-0.04861500955947121,0.015653637211246373,0.18377017812291072,0.21026627415967264,0.002772190820034833,-0.06342811667649131,0.040692460879137235,0.037241097278238225,0.05541000679044094
B2M,0.025934486348921593,0.08097667316294672,-0.055744065347028866,-0.0065546774587371195,0.09131429437245567,0.005306355892737232,-0.0009920972531265075,-0.059755876218947845,0.054902791333751394,-0.06969036054544363,0.10889438536243466,0.06334283155148142,0.007926355107824995,-0.10696185765198864,0.0387892440227309,0.041229521393318015,0.07370478040629246
OMG,0.07002306583158467,-0.016685173796510095,0.06929078454075195,0.06941151502410565,-0.0027006399262709357,0.01571484063189952,0.18913859245393394,0.00027872012010678513,-0.027228056603718197,0.030841467468768556,0.1439768677283061,0.19196913897516507,-0.0026649922177183743,0.058794470091049086,0.00801329301825474,-0.04884156197056762,0.0814056001948405
CXCL3,-0.020499078612118377,-0.024480365218256476,-0.041569911442546216,0.04747076565286484,,-0.04369753365997046,0.0926994861838033,-0.01692391869380207,,,-0.0433579521828824,-0.09051722518260572,0.09034123045581441,-0.002567917266066069,0.015547155819009763,0.12229289530496254,
CXCL10,-0.03824000654779064,0.007729337465574868,,-0.007575103104786913,-0.0181680484607802,0.013906364753572575,-0.016090908587347835,0.022885417988210175,0.021431101558695747,-0.03732822513042048,0.05058561870960678,0.00821306935359284,0.09527255505836721,-0.01011960715634229,-0.010071609815823859,-0.012230213285485875,
RSPO3,,-0.03296269746855404,0.026293183387370554,0.03005156096998918,-0.04411882852541975,0.05070860644597598,,-0.017685168858441545,,,0.1190572386276059,0.138954950867461,,0.08461119822438022,0.01241454173940523,-0.04434619656508193,0.0036286041393221026
CORT,-0.025455112588165376,0.04563284264945933,-0.029300569153234854,0.007010617976040253,-0.006773765772350641,0.021098035222385392,,-0.03150550692276468,,,0.035433165268549144,-0.023342816291966766,,0.01846753097158414,,,-0.027348286607762173
NCAN,0.046980763394489276,0.044081742020699026,-0.014095052045565165,0.0583420396951854,0.07839053257496646,-0.014565382200890296,,0.07125617030410804,-0.06555237281251994,-0.006225676239620697,0.11439355555756743,0.22453198597483418,-0.0017411436418614023,0.03484187492082071,0.019338547933165157,-0.019239033506822305,0.015894487774878795
PRG4,,0.03422310243507624,0.06058415161851761,-0.008358870306405723,,0.034191865858632424,,-0.020676885861774442,,,-0.008516891392826069,0.059841946123415306,,-0.03917457346713338,0.012667915018545963,0.11924418347125575,
ZG16B,,0.007827357874501954,,-0.025320168658232133,,0.04734184584299035,0.03254766497057557,,,0.16462255709173595,,,,,0.10306721348836696,0.06967022664447522,
TGM2,0.05594806358337759,0.0026366805214951042,-0.03373454907758548,-0.006088110071683374,-0.07490465289073206,-0.038812269735945,0.06984020310349645,-0.060669796597829846,0.0006341612995899386,0.0008181682765924115,0.04255005594402217,-0.04983106295426656,-0.026333015345959186,-0.032822654666274605,0.09628999382573193,0.10414070083155771,-0.08490156899633469
VEGFC,-0.007620277681858828,-0.038011464659494204,-0.032828174369110494,0.015317488055100885,-0.027247845903626264,-0.00310521749259623,0.051640241329070226,-0.021101586199785315,-0.052603450629128,0.009729388303477261,-0.022742055662986458,-0.0178096496725061,0.03834053134362103,0.019409416929182507,-0.008954613775271026,0.024686308733155235,
WNT6,,0.08589761331503987,0.003504367519627022,0.021964372950803654,0.09411178882713872,-0.0019545808746191146,-0.031062327902014932,0.05734270174009153,,-0.024433231538373873,0.026351663913053127,0.020910827571463158,,-0.02791619619554858,-0.034995407847504705,0.06559742630965669,
NRG4,,-0.022350124734343682,-0.016548678993118262,0.0309705081051155,-0.016689359866215853,-0.03369776941169164,,0.017245380084989746,-0.032577696556338895,,,,0.03178381074857347,0.044804028273378003,-0.023239195236023347,-0.026606257233390586,
PMCH,,-0.011808430802931345,,-0.0197006749162625,,0.019205125733625473,,,,,0.010576754690833374,-0.03739510986748671,,-0.004296233297044127,0.06053078504957336,-0.005235427681752967,
COL9A1,-0.00970051245868887,-0.025750090717664837,0.05038008867116244,-0.027730690424996825,0.12238547381597864,-0.007711461349863061,,-0.02805101222233744,-0.001371320741494007,0.02153791122954688,0.1308353428609286,0.19626164135144797,-0.002480498058616954,-0.05106946777339491,0.06654442219796348,0.0662683195980987,0.08783595056397366
GDF11,0.02343283532504352,0.03595303791908303,0.05730008114048062,0.021945681417803894,0.09294072983813334,0.024386570663659297,0.031069915759136844,0.030142036988684007,0.03231972689771349,0.13246736471552284,0.031744464404638656,0.021626306259580192,0.03711034513154772,0.03139406032823148,-0.013093304477934777,0.0649842704464173,0.01701908299677326
RAET1E,,,,,,,,,,,,,,,-0.00911092994439849,,
IL24,,,,,,,0.1360140831302114,,,,-0.039923890255037266,-0.0403170009557444,,,,-0.02974491048433362,
SORBS1,0.04328269287333115,0.014666492009697095,0.1030217331936213,0.04243049998141359,0.04463981635505039,0.01706100440172179,0.1974959233316147,0.027068142242318047,0.007682458685048563,0.01169590226252829,-0.033576832014880736,0.0452301471266272,0.014727396497839178,0.03881198954206157,0.004818890864211816,-0.09863768913901397,-0.04727855709716041
DLL1,0.0346843069909609,-0.0069664753467026524,0.011040610322612636,0.03477937980148602,0.04840910805491694,-0.05069691398512217,0.11287317938838871,0.07015183831669967,-0.040871299851284,0.008627986825378296,0.1189786404121354,0.2047026032347265,-0.03013610192954762,0.023263344246284536,0.06218805430131025,-0.01881783176416801,0.04767380455608201
TLN1,-0.06324991714942356,0.05657073121601026,-0.010609117418977623,0.03218907712249805,0.1100437180620473,-0.0010794203846742072,-0.12691763300884326,0.013140763454340948,-0.04706038307172677,0.01531929681916064,-0.025882747964522914,-0.06623401766926434,-0.022544979915697986,-0.050584558644823856,0.008330369855190756,0.06293429064005603,0.03026893559293332
COL2A1,-0.0034177027274773166,0.053530917129218224,,,-0.014769701003588135,,,-0.017181252005765497,,,0.040054265836438854,-0.088629115241476,,0.025560545188651123,-0.033820879909007576,-0.02397080969015213,
SHH,,,,0.06557982626310598,-0.01612118816183035,-0.005115742191048883,,-0.01639766142995142,,,-0.004662870492826251,0.025186717051751493,-0.03796142884946063,0.09902079080330592,-0.0012820953045649085,0.07835873709491492,
PON2,-0.010131110078170445,0.008547011417437234,0.0767719375692698,0.09971987437335827,0.021501646956677847,-0.004986626650018907,0.055506758120736986,0.05420865319616706,0.009219900195207681,0.045120666017132285,0.08003503861598214,0.1670312188341377,0.0495795685037015,-0.03071686521790413,-0.02503425472145042,0.0059559225642569665,-0.018961091047370794
