,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
POMC,-0.004960918410740159,0.0440054710938383,,0.00858725942013935,0.09200308798772013,0.04536754298733037,-0.007224169393872045,-0.01926652534929602,-0.01921335124717685,0.11202594655400297,-0.03643857612902823,-0.04941075208090121,0.017564153214220137,-0.040987867539199925,0.005438962044526119,-0.028332657752416703,,-0.008844636738156443,-0.046778568136963954
CCL18,-0.02162932075947235,,,,,,,,,0.0621347566805234,,,0.10761404735374112,-0.0427251014124897,,-0.044424184367565005,,,
CCL17,,,,-0.011997123395886591,,,,-0.02070901914727513,-0.026307120761143426,,-0.01901275187649322,,,-0.025257182091643536,-0.017437554309674076,,,,
VEGFD,-0.021629327627794744,0.033240110132016644,,0.027795830408376587,-0.02961746853644886,,-0.030138557461537735,0.02842276844194104,0.04124890991610863,-0.00834270370419989,-0.020376555074404397,,,-0.017496420974187483,0.008819295056577465,,,,
TNFSF13,0.024811132137272197,,,-0.016781963448426807,,-0.0021541645713548563,,,,,,,,-0.027453693418033658,0.04228034137445404,-0.019448796230324115,,-0.015605572294868147,
WNT5A,0.03547075508510169,0.06082553348749832,0.053749781316600506,0.026786021894137358,0.05284546457221534,-0.021830962255328146,-0.12148470396254708,-0.017740425720085412,-0.009053456949152439,0.01834259862348802,0.010402953797966769,-0.03972441477157235,-0.029620315281777863,0.01868599778952339,-0.04693941062503188,-0.010589204219067562,0.03686730774261717,-0.09893856838816642,0.2732365940989696
CXCL8,-0.008263931640194129,-0.03595230459153107,-0.15849312027091708,-0.04759803051210768,-0.02004953958400834,-0.0398151397398854,-0.02868376374526762,-0.006440249374749857,-0.017969824789145893,0.04364626809699612,-0.0432535212208716,,-0.048006105772114185,0.02011860654326075,-0.05329122690566674,-0.006472459767688481,0.14712373762587677,-0.10873359898585361,-0.05851374711870938
GRN,0.023217090711404854,-0.06242287493880216,0.11586498353534894,-0.031345142783575565,0.03561926070962494,-0.007873969646297234,-0.1382527209857535,0.01591888442278573,-0.022039557646948583,0.043756221850375907,0.027443706855738093,0.0029326383901149334,-0.057040888381974714,0.06949769684138156,0.0286560532755609,-0.044195136277264145,0.010876097570256111,0.1473574443099087,-0.01643465056451958
MIA,-0.027680529188695176,-0.03414725483754751,-0.01287398164304241,-0.018246592109453372,-0.039786632247838766,-0.027846886351139192,-0.05139091682640565,-0.04070385107098498,-0.021945808690189927,,-0.027906625982202213,0.0394779546836701,0.011518283960982431,-0.0605526407768776,-0.001590148000848887,-0.10275467191966801,,0.010535931248735045,
COL4A4,-0.02597663849895626,0.02594433374793381,-0.053657116156067566,-0.037278175780571264,0.04976906589829211,-0.026632037781758978,-0.017728093067734974,-0.021620856699295674,0.027710879055639414,,-0.02707046251339968,,-0.03447275765880598,0.030791412385750488,0.038055743647934674,-0.03490506318439624,,-0.05486694396891809,
TAC1,0.0801292485325036,-0.016845231092594073,0.06276824387326978,0.0899813483148825,0.058722029617466275,0.09433640321877178,0.1495805734096165,0.059710775756313665,0.04176247268120095,0.0014587041120971524,0.18073512598165575,,,,,0.15820498078778142,0.008714116856271896,0.20825132057190884,0.1011153385235289
RARRES2,-0.018724335632433867,0.016789578466759037,0.008666709031479744,0.008659491964085074,-0.11747401220058543,0.0255278015554853,-0.16223814839187412,0.02791714348024056,0.01954505076700302,0.02118855439940016,-0.0381095163840316,0.011001823895744701,0.05026848733130875,0.015191890243995605,-0.02886131885830497,0.036674706240962855,0.025216583437342906,-0.14768463110025437,-0.046712077866220524
FGF7,,0.04597110330576783,-0.01628168860577335,-0.043126344573649944,0.034379236572985195,-0.0037112411373546135,-0.0142699004516163,0.0031146599825123797,0.010952347336672549,0.017502788083717708,0.035021454529748405,0.04609732302760043,0.05488018917428383,0.029916605337677298,-0.049785254389422356,-0.017995328138179806,0.16308453429185632,0.06131820278990216,-0.08140716726135647
EFNA2,,,,,,,,,,,,,,-0.016629177221634015,,,,,
HBEGF,0.026104865056655286,-0.00647985677165148,-0.07556943191466832,-0.02944479643323002,-0.05730574442746287,0.0006651259155933759,-0.02680775298899174,-0.0893577468051239,-0.012060205719781732,0.05158863515957533,-0.03665066316277678,-0.03241815063327118,-0.02637000225709615,-0.016429762937698773,0.048899001079376996,-0.03872175142937753,-0.10200720305182777,-0.03444712299899445,-0.01297747396337148
CSF3,,,-0.05202770158240127,-0.028998675224231194,0.002660426002529792,,-0.018755981242244216,,,,,,,-0.0021466041199641114,,-0.024830071460487574,-0.060072735042019994,-0.03823100781955102,
PI3,-0.022754957369070333,,-0.029320581604226355,-0.00032387707609227184,-0.06004341472364505,,-0.021119482430924198,,,,,,,0.02636427945361174,-0.03669750348481797,-0.07996163609440349,,-0.07687889092528198,
PCSK1N,0.025415284747867414,0.0027243506571408877,0.16971465030831576,0.027457358576455662,0.030751399971288555,0.017408067532858333,0.12811632816807364,-0.016074857217785603,0.05275669341463008,-0.005627173214708308,0.15196864221374062,-0.006859341697143438,0.022889421135709315,-4.341478001988234e-05,-0.028311863477409625,-0.12653028351514994,0.08697652133321308,0.18174552482359074,0.04703770354405027
NTS,,,,,-0.02943444552143383,-0.03251166711475332,-0.02305335712929986,-0.0017220253844567699,-0.04013117401865787,0.07644010187388568,,,,0.021651554919263426,,0.048513972114022086,,,
SFRP1,-0.03852482574492037,0.04017262543848727,,-0.007363768862495169,0.021119316923995664,0.02868137574374041,-0.016468909743544313,-0.012791125578797325,0.01610900321124284,0.11838869678204157,0.031496284216356286,-0.03148082925938061,0.06559112361227042,-0.011126186035643007,-0.006015896210850587,0.0016231952013304673,-0.03909619536764397,0.013650431595713953,0.06708170249907476
CXCL13,,0.04862136012322596,0.03715024080361812,,0.0003577049900711933,,,,,,,,,-0.04272509676280231,,-0.04050301358736277,,0.05806569141186071,
MICA,0.017642120582083247,-0.011744862947410138,0.04658899962454964,0.025175537430440785,-0.017014350114519773,0.0010232999741653257,-0.023263655704676783,0.03237387573641394,0.03947281567693876,-0.03222050576659688,-0.07127415439526982,-0.019974766324025398,-0.004190841085594197,-0.005465264374581158,0.04291972389774477,0.04257776981294046,-0.013531000269176002,-0.021684992218939308,0.11827122725681405
TG,0.06563166479233092,-0.036453025703976794,,-0.010397586121869218,0.03322317991558121,-0.037527034357465114,0.011984383218859283,-0.020863553089251537,-0.019038349052981046,,-0.01644954716726332,0.03374550203747966,-0.026815290428747272,-0.02495178504803669,,0.08771098964140295,,0.011411626319266545,
ADA,0.08910795178731491,-0.027423081238979078,0.055375722374190126,-0.005596920431498354,-0.022771535635516087,0.0025313728171437876,-0.11634767615647407,-0.005215941471336796,-0.03091980992709111,0.0536664060437397,-0.03239967862541783,0.07213759133555828,-0.061722891559385554,0.044848221692648335,0.06420183070398769,-0.02368929461833882,-0.07627798529364002,-0.002525123146567773,-0.0037505931796819373
LAMC3,0.02791453733503927,0.0451462381891128,0.009234679061646722,0.03112625027626672,0.044702312450281466,-0.05194562889536586,-0.07911434474969734,-0.019804281011404128,-0.03365366829200577,0.0776997406995149,-0.04007818232479726,0.0033531160710204427,0.027585055212606444,0.06167255537996221,0.02163447297607187,-0.0919272975185128,-0.002539867194531571,0.16172862473243318,-0.06592047736765236
CCL7,-0.01375807519970549,,,-0.016563072164615607,-0.032948747502375184,,,,,,,,,,,,,-0.06341610381694542,
NGF,0.05269358500477956,,,-0.03795022873638895,-0.01385668885371937,0.06611077630929513,,,,0.09632116558099779,,,0.07947108802133153,0.10679011747821043,,-0.04262780661026545,,0.05512945961016293,
TNFSF15,,,,-0.018443790944781942,0.02472785562034307,-0.04348223030960781,,,,,,0.02957033109120212,0.050430836887226695,,,-0.01541904809723255,,0.0008464326940735276,
HMGB1,0.038918152407275544,0.02149406243357854,0.11065600679265968,0.012662291685149764,0.045353378080584275,-0.0891521184966072,-0.12387347701320618,0.041445369151662255,-0.07664308622902186,0.054388163013777704,0.0017817019225899724,-0.03326514924944431,0.07114440944329413,0.014500129142172009,0.01266354769936061,-0.041625422468210646,-0.07095794278220395,0.019495193091160382,0.05680579929262174
ITGB3BP,0.018196790206133646,-0.019952000684136394,0.0324537634310391,-0.03734015421313975,0.002913555931833393,-0.06454255903107103,-0.11842863956072168,-0.060620024702527996,-0.014893644935930546,0.044763303371311285,-0.06900601811432089,-0.06955886834928267,0.10552295197557529,-0.025366611461694645,-0.006976353818347872,0.02417592916361804,-0.0652592382140447,-0.011693712805005191,0.048225598376900713
AANAT,-0.019960873969769862,,,0.01812169058337641,0.009984107131711358,,0.07497140269691033,-0.018762715220147674,0.03148809458192601,-0.02133586805064834,0.03020537645374449,,-0.028398693726881988,-0.022378368600267543,-0.05342545142351629,,,-0.023559476224091408,
RELN,-0.004704861040401793,0.026558586459203427,0.032030507144978765,-0.018705655777672685,0.05927642525769955,0.010213889934614351,0.08393250628829478,-0.04130944229020699,0.03568930386266833,-0.08578857140382097,0.14550830463115774,,,,0.010070052737186332,-0.018624539103319623,-0.030349577548770018,0.17446072324628578,0.14035905263408496
IL15,-0.00177218062655232,-0.00979293920382449,,-0.0073257563121276945,-0.053469669000691014,0.028801059281312928,-0.044130088298159904,-0.03057193466168998,-0.02262906582914092,0.03068428036767297,-0.00942811381623924,0.0037351031726082394,-0.048006231240332334,-0.030506311837878518,0.03207880200974119,0.05704459706790973,0.06561612785476452,-0.047589535439578154,
UTS2,,,,,,,-0.05580779222313318,,,,,-0.008751304550969865,,,,,,,
BSG,0.008869594090536989,0.031506259155254505,0.021244903094383615,-0.0011539130404074438,-0.043405353855360096,0.053109623350755586,0.04810843126653954,-0.06218208627710283,-0.012634338986514445,0.023063070648284605,-0.10507863619915901,-0.10302042993834454,-0.04399259768967177,-0.062226101213144,0.030098293617713552,0.019957468413061615,0.028266907215629706,-0.05424305419056377,-0.11584617325257529
ADAMTS3,0.02889090297362246,0.007251940207028862,,0.01989095359583203,0.06764890422527621,-0.002206045828177365,-0.11813279543220861,-0.04641987448680388,0.025731794478255132,-0.05397871111236957,0.004163389658683442,0.01880629548860273,-0.013970086133747943,-0.055335588638457424,-0.018056778718181912,0.004820631933836467,-0.00044673830258855286,0.026221692587995643,
CD34,0.05138418334177375,-0.0154722299238415,0.05295377089314792,-0.008769316782127034,0.014768239612048283,-0.03371808340149576,-0.07002760356738202,-0.06690313846246608,-0.01167524509025346,0.013385791690775483,-0.016037216992593358,0.0004795440627545538,-0.00691994803153753,0.03049569582541097,-0.060144868713433164,-0.017000714052529002,0.01939165313662375,0.03288823535961742,0.05522383821940107
CCL23,,,,,,,-0.01925045659988902,,,,,0.10437799139011632,,,,,,,
PLAT,0.019666833401345552,0.05901671182869324,0.11301933265415516,0.0014191741813383539,0.037039752718364724,-0.0726761444400709,-0.1666551592362532,-0.07591081004352225,0.047283204775044455,0.023344416765029016,-0.10244295889749809,0.04047412007280132,0.10532000584622597,-0.036915323851977044,0.012674991180120906,-0.1567218381742869,0.04880140714359805,0.0559277023571215,-0.03304106859167552
NTF3,,,,,,,,,0.038640765301216226,,,,,-0.021635001470412037,,-0.039403725441752205,,,
LTA,,-0.026807669683389757,,0.048344220501042375,,,,-0.01807045013773415,,,-0.0236535875730172,,,,,,,,
CKLF,-0.03349077719023224,-0.02857087531639862,0.04415615702370814,0.03519836710347807,0.0075421961579953695,-0.03384950364634777,-0.14996516242683972,-0.0010429248115254096,-0.04609066485282959,0.014498528890144973,-0.08484131744327791,-0.009137487746803796,-0.09814428102995006,-0.0042542776304395425,-0.037735758767935994,0.02248253072131551,0.016820367763281246,-0.06941524225299096,0.07788074758936506
CD24,-0.010636701708409035,0.03270853922470616,0.06602481315431386,0.011083405985567472,0.05440752180476769,0.03409687836249205,0.054250850453002125,0.04086669810967634,-0.03306272916747864,0.055469577751752146,-0.007542700977296265,-0.08739967467829463,-0.057440859433925566,0.021086426003752545,-0.04757699650042292,0.018279439777388898,0.06937112232798728,0.01929070744731655,-0.014340733294215027
HSP90AA1,0.05226841268500698,0.03430340650619924,-0.09469265136513291,0.03572236569262591,0.049017723948781414,0.0665962974559739,0.1652414585671181,0.05053074788679988,0.010326637510578286,-0.027565847372913677,0.14019239689486188,-0.023194411429782787,0.06254445434709584,-0.035340962725456185,0.036266575858023356,-0.04122780719216692,0.05876574402566447,0.08285110680734248,-0.05494013421762232
BMP4,-0.010173896967950588,0.016795884699749256,0.04891568833819167,-0.016563697409335873,0.002442951683778163,-0.006064619294986661,0.09281169502322367,0.03637866452355518,-0.003931608737237194,0.04476920671783895,-0.020155299659413442,-0.024933003133650166,0.03686281598217703,-0.011795665017184162,-0.018218378674243505,-0.05343065562494729,,0.023041039171339348,
SCGB3A1,0.08600283777778808,,-0.026170413034560157,,-0.04626731653099969,-0.029291606901089087,,,-0.018511505304972215,0.09866045900339214,0.0872996590565393,-0.020764475480170737,,0.024908131770674986,,-0.03202049750943815,,0.09270546722309876,
IGFBP4,0.030066059020950702,0.01743784069570259,0.09198401003581068,-0.0640446324208673,-0.023446033663396485,-0.016752807577988107,-0.08001982882479192,0.022890208299828914,-0.015477488721716915,0.017553223367396713,0.0418555143062406,0.00121005730438669,0.050514831511671396,0.04754429123608484,0.036782793802076094,-0.12524377324739483,-0.014577569958847224,0.18321990991398823,0.09816603670734614
RSPO4,,-0.04333765975968366,,-0.013222328780620948,-0.04538026519592481,,,-0.02101703361118779,0.10555998906537753,,-0.03281124979132916,,,,,-0.004057891114059062,,0.008568738300377556,
LEFTY2,0.040892921814619926,-0.014767316424400172,0.13494047610775012,0.02860666380049984,0.05612537251968477,-0.015733806235392948,-0.10645803292126894,-0.02091234662180082,-0.02029808899853119,0.0523052683448906,0.018095885038584083,0.10644509890417889,-0.036291123798406454,-0.019120566087924513,0.01866872847936476,0.11746791525612764,-0.04191867037962248,0.13090886181897707,
PF4,-0.014271793098422546,-0.024385219120433555,,-0.014450954151648232,,,,,,,,,,-0.015241792215200098,,,,-0.01388580519246517,
ANGPTL2,0.01887692360273629,0.027040705614400702,0.06650318473540008,0.03604662022022353,-0.025478655009854988,-0.07081492933600014,-0.023760346935327963,-0.0396125905356997,0.0023906162982301475,0.07142452696503601,-0.12011936454272562,0.03784550959548198,0.11078325423344251,0.0022775680383212826,-0.005882402711401667,-0.004347016989444602,-0.04271602278023744,0.09414802719472586,0.03764572387044232
LRIG2,-0.0003726717274609629,-0.012319471395631009,0.0987864082623011,-0.0009172953253334978,-0.015843093125690152,0.05879541889846829,0.006623180127275258,-0.018870301397055072,-0.014798927791725395,-0.10883836576431599,0.034577209493638426,0.05280847928930038,-0.02085215928918353,0.04485603706622317,0.015958699744066183,-0.01355784509203169,0.06959734154013125,0.07309497764162742,-0.05963216874326188
ICOSLG,0.03234144142703956,-0.014616046250917478,-0.09420643185571258,-0.00931638413235292,-0.059002280491968914,-0.0645100550126441,-0.07332519056701235,-0.006715798048064521,-0.01848481935284424,0.05117555878414901,-0.06408728433004028,0.03839736879723126,0.12362553021043561,-0.022813723704035654,-0.03361326558615201,-0.02976077362339559,0.02860529336296854,-0.08208738921681331,0.04951315741763562
WIF1,-0.02567977517861878,,-0.040474008720785444,,0.05598207490608188,0.03911300841731301,0.17876972550740086,-0.016218347034966874,-0.017793596120948742,-0.009611460841821705,0.2513114874885892,,,,,0.01749653377524492,0.026333148941357635,0.014983297148071815,-0.006605033948255651
NPPC,-0.011311018412292937,,-0.010737949802998716,-0.022416993587354665,-0.02368412303508721,0.008140084722302028,0.045645380807079264,0.013796757640174408,0.018956287120245344,-0.01768856715906708,-0.07675034462581336,-0.03615761898418038,-0.034004479323313797,-0.028838492680993612,0.05344184305035169,-0.024605601328440915,-0.05463364045784381,0.11894234483129955,0.0018321388196307247
LYZ,0.04015983999685067,-0.006473379667469504,0.02588586580624613,-0.012821569926495387,-0.033222708159055,0.08732350636482224,-0.10389952286564544,-0.037626445917643504,0.04004532548918333,0.0641574778936434,-0.04048520992333264,0.034387475927452775,-0.052912709537300553,-0.04028044224342362,-0.0326846462746036,0.03339950177781775,0.05857182405085978,0.005555449658755392,0.10618601514032804
EREG,,,0.026386153548619767,,-0.054704343630600394,,,,,0.006217036110787282,,,,-0.031468819575023274,,-0.026858876531343414,,-0.02756954772293888,
SPTAN1,0.04061461810651906,0.018341955168730346,0.10215586756587443,0.05456296460585085,0.09950536008036356,-0.006063178797486972,0.11705292064468219,0.021807496546235632,0.0121514003681116,-0.042601508765591156,0.0724235303110429,0.023334495572655142,-0.04498447196943439,0.017376551537266395,-0.009301368841082503,0.027227447012077414,0.0014685657707363719,0.15168913373783746,0.021152199122622253
PTH2,,,,,,,,,,,,,,,,-0.03429464736486617,,,
LIPC,-0.01747242601895546,0.034855766605056814,,-0.014447103888958871,0.005452754759823854,-0.047980304086454,-0.04424984514993277,0.003139344881990319,,0.05736006164126657,8.175143651619397e-05,0.04747715624132712,-0.047194667403155366,,0.024829590771323823,,,0.007938797770182455,
COL8A1,0.041407214591096746,-0.04448358987955693,-0.0004224095778446423,0.00104745191156865,0.008274391646658767,-0.047693974903068245,-0.05933440967934711,-2.1868806930743136e-05,-0.015685350325106776,0.05877428217915019,-0.10591713204244033,0.199584286163171,-0.055452186016908975,-0.013126975253517255,0.05129750486308995,0.05212589407724819,-0.018368184790451974,-0.07714294226392276,
GSTM2,-0.038382045776622034,0.06072040252536485,-0.034206242372031,-0.04370375192684839,0.0794959147225495,0.0342335753578511,-0.006139264473034619,-0.03817013142867729,0.008316721982523173,0.017256468942277774,-0.030848875950293866,-0.019523984992891236,0.07297170442841834,-0.047116571492207514,-0.009406399601381224,0.004590431964348907,0.012257459911409701,-0.03690043082164009,
SPX,-0.02825888863816099,-0.02905863222482369,,0.015561574759504758,0.10756750529478953,0.006451963558858178,0.15905552294546474,0.056469807861838965,-0.014169636490957547,0.0009932042846489701,0.15258947429149108,0.03468196974516549,0.02448878129140544,0.023513065057550322,0.05611572872717753,0.18639209589306355,-0.02212171746892543,-0.0002684740380628905,0.007661248664262277
MFGE8,0.046877355477438085,-0.04600640038006366,-0.007174859941581989,-0.010202220434853542,0.05175005373329485,0.0012561829664030656,-0.058243277142488586,-0.010643695416668856,0.012312576041080466,-0.030568199391656885,-0.041773384689015834,0.015285055088277247,0.028509129918654272,0.05570997210943311,-0.012497740564666805,-0.024602447071515796,0.05430684738667599,0.00014190674633338576,0.08767048034115452
TGFA,-0.04234694285346369,-0.008296760976132012,0.03396601687040312,0.016359247810086044,-0.029372123341378824,-0.01024653007353575,-0.06790688674112774,-0.04079986435647008,-0.009220721584896648,0.024466879032436228,-0.050171903061900044,0.0988708770855122,0.011116459285045864,0.02139621271449277,0.028074334915966264,-0.06934598195000652,0.021416247061897143,0.04828482688402103,0.030115798525132194
SLIT2,-0.013827092934404733,-0.006260672531971664,0.027198534225809992,-0.006070412559586479,-0.010660666048604609,0.05735976887456945,0.05708398554267301,0.0679122790334653,0.03406777265590884,-0.03498387764861739,0.06626748638547969,-0.07565001983314469,-0.0384560588493621,0.01530651858383946,0.09643236326317237,-0.01764278846789847,0.0365477465138579,0.024624680442145202,0.021332513672148504
PLTP,0.07118284269794846,-0.059565491753592784,0.026856788539811795,-0.05126640093749769,-0.06748838856642554,-0.06881771975290628,-0.1573908951021026,0.008396496092616595,-0.05836226779311771,0.1018187047610603,-0.023147872747445588,-0.010296476602123223,-0.026962768319520665,0.03006946922784019,0.047859845600697344,-0.055305356330889344,0.037322026034494686,-0.014751200310147754,-0.04110502972089677
APOD,-0.02560112436392141,0.019294316032519947,0.12448389680577346,0.016201371704269628,0.03995699892017486,-0.027574763495054347,-0.12358354740725873,0.050368225102524616,-0.007881269754976803,0.02735451834574538,0.053487629720465696,0.06925335149061422,0.08319988683277535,-0.020888910868656088,0.1070222665063087,-0.07602177860113238,0.08933516181394764,0.10019793390907504,-0.021083623428548137
B2M,-0.027200697888996126,-0.031653493908379064,0.05366888357152778,0.02214767044686868,-0.04798539472538061,-0.051584041476014475,-0.20121636714200278,-0.03487174821657707,-0.028258716185277154,0.08312460571612343,-0.17283188697816235,-0.00804883879078019,-0.09774529753949271,0.041554100095781726,0.020144748647995647,-0.036569181821798996,0.036972321951410654,0.08813234483691655,0.024410168916527555
OMG,0.04879638945261287,-0.004608067652559012,0.15859410249475556,0.03347646131195214,0.09915886482677229,0.048957056084248135,0.014876911177920182,0.02610219079079982,0.06331729744412147,-0.04860663219917229,0.12033415762674987,0.04870705386999257,0.11452195601073471,0.012119618883258482,-0.010067373645613564,0.053111708841704255,-0.02450842191929425,0.19606514138626813,0.035577123785194224
CXCL3,-0.02577285171246081,0.032233336984430365,-0.013672845000381373,-0.036635595524736435,-0.02578823944259221,,-0.022213053940548018,-0.02626048487848329,-0.019803394878946348,0.012940879645496664,0.0027447569152166114,-0.03726405234605359,,0.004452127569027888,-0.03762222862086879,-0.03310758177164765,0.059160504888101734,-0.10673321440472844,
CXCL10,-0.005390656696407628,-0.017084423674246924,,0.011562274592792448,0.028885908506221036,0.07569540577411796,-0.1083744089929573,-0.0214606130509371,-0.03008280626527108,0.02061646773264277,-0.027070464223586343,-0.045650783212952045,0.0010181694961070439,0.03944594651757933,-0.0006276382833532249,0.0105250371889272,,0.014124683827246175,
RSPO3,-0.01868859518818429,,0.09371769731665443,0.05382800429144861,0.04883057373060587,0.07145205707239677,0.11231275992317069,-0.013565313300848595,0.028846155944177373,0.09399654649592026,-0.01780110706823991,,,-0.04194009626242785,,0.013358760523488564,0.07928066124484427,0.068713046742785,0.08415988377444095
CORT,0.0016708697570943548,0.012203816854534961,0.059783276125858716,-0.02989230676473624,0.03384995657879584,0.07644965392339283,0.144089777773734,0.03716962314118449,0.1498088258857947,0.17508945722050492,0.026883156370138248,,,-0.015949760872291427,,0.12106627428278507,0.09850683300453471,,0.131415462030478
NCAN,0.04172634773759893,0.01323974611532757,0.08338662606939642,0.019157136125666233,0.13627810232370802,0.007647751160645352,-0.06464057746191428,-0.01604344050311885,-0.023584913274331914,0.0033034903521242786,-0.12804559787017358,-0.03810330617565045,-0.05554643857354014,0.06816835189536094,0.06501686031783908,0.11605639122464384,-0.026102223860811125,0.06740718806354351,0.02029083174513815
PRG4,0.061604901446590025,,0.06623748778864746,0.05368733216875145,0.024252139045937884,,-0.02406581944579345,-0.0054140438792906285,,,-0.020812436794321803,,,0.049122789164892613,,-0.05142299785361645,,-0.022443902080312352,
ZG16B,-0.019078295942010673,-0.029343647915197717,,-0.01922347390216611,,,0.04940417085832785,-0.014358613042464581,,,,,-0.0315698397876064,,,,,0.05164242848678555,
TGM2,-0.0032346734835188807,0.0015807053312361975,-0.020176857638824985,0.07603613792355873,-0.04932978055998239,0.02438018979262898,-0.0735065099218923,0.012618285015483451,0.03389219619950082,-0.009097488347051298,0.014262033230238644,-0.026447373515803157,0.0823480650873254,0.0168876619495398,0.030291032340017426,-0.10041119262421543,-0.03418378492348616,0.07990846774024854,-0.006749827516485814
VEGFC,-0.012718411783231342,-0.019417337089464994,0.02373487391029681,-0.019379307015670855,0.03038765762417313,-0.008336331347009547,0.01942905871888182,0.02163169702166717,-0.010937258774776448,-0.0663428651372558,-0.02123992132949154,-0.049582894855536,0.03544081838172038,0.022670569776481356,0.06524075686705795,-0.0368043942607121,,0.00898608147277018,
WNT6,-0.022198350185003494,-0.02713690936645152,0.021345150768138185,0.05511473275965696,0.07291826560866627,-0.03173510349263459,-0.023665582142242028,-0.014018390521520594,,,-0.018537130785636152,,-0.005318018955064402,-0.029643343475401124,,-0.028619534300978054,,0.003831992182350576,
NRG4,0.09511464905072349,,-0.011395137872633625,-0.020158019657862365,0.052053365621197195,-0.01892949292502746,-0.016700350364146292,-0.027585220521029682,0.001317383710829414,-0.02854075003721697,-0.011056069115888887,,,,0.015152162187437616,-0.028476405634269567,,0.020289027040603987,
PMCH,-0.014604781925055514,,,-0.027930900101288562,,,,0.08367592759179608,,,,,,-0.022378367806685496,,-0.01639553864068692,,-0.002722019807273519,
