,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PDAP1,0.02293955075537134,0.03702721932589294,-0.01681441753379917,0.026700755441769718,-0.07548728516731056,-0.07620028248327362,-0.157417844993608,-0.04473458014834604,0.039515951055803154,-0.05767340904096996,-0.07147672076930867,0.010419405198762192,-0.02927117061785865,-0.04470943671213404,-0.07616535238286617,-0.05580161655797471,-0.02644341099171813,-0.004188169729096617,0.02998358487912976
QDPR,0.0010143614153095787,0.06617489963443875,0.02081170691047408,0.023982828334091027,0.11665738878072092,0.1598987774029689,0.13836761482369017,0.045602088990340496,0.1770547745364214,-0.16345835093475616,0.09851000798850257,-0.0325024035505721,-0.0015991626692496244,0.060225386740374726,0.008408474863576145,0.06661158668262485,-0.12171392490393151,0.19182092323146674,0.034315323582344445
POMC,0.004418830303538142,-0.013043813231915656,-0.020207088057639665,-0.012458425981595765,0.10727974588729018,0.016949528368949997,-0.01568809941136101,-0.0040041417950502384,0.08196959713271289,-0.10250613915544293,0.08203564324384084,-0.04875795039087055,0.03424514453884214,0.08235607122313102,0.023471264919347232,0.04442633351357183,,0.10749504695183747,-0.04151169714218794
CCL18,,0.05134363404108656,,,,,,,,-0.1476578216948768,,,0.03236749195322371,-0.03989175515131568,,-0.0627735432846482,,,
CCL17,,,,0.08917636807896548,,,,0.00791033925093601,0.026424853983814434,,0.03886408402769093,,,-0.015465278235479161,0.007823772672055015,,,,
VEGFD,,0.03408643620858664,-0.03516638757841623,0.002122979115798756,-0.005859486398498052,,-0.055835935810835215,-0.027980759799079453,-0.005500407695167838,0.0111084465508413,-0.013800172746549046,,,,-0.06930498154806855,,,,
TNFSF13,,-0.01801313385661277,,-0.017734982229119498,,0.05408684645304937,,,,,,,,-0.02967554601345551,0.00259864289621036,-0.020469130942531197,,0.021839478920818535,
WNT5A,0.00025113364265665766,0.01833498686125789,-0.013565259828565747,0.02643661584216373,-0.04287280307328362,-0.1055166940817575,-0.18921289221917703,-0.01164446002184899,-0.017738754333470087,0.10107048344140236,-0.08528857409469727,-0.036357930934868596,0.021675443724594998,-0.015755932832404587,0.05957797757042518,-0.0858509496144826,-0.027749621422196755,-0.11418170846534532,-0.04653089805685922
CXCL8,,-0.03276061483574673,0.06649259075682394,0.035154518049296014,-0.005788135464121039,-0.03849321724580102,-0.07743600774565251,-0.03262092293332258,0.005212367136163859,-0.11074061540496759,-0.0009917340699277075,,-0.04436607130217616,-0.021360371693120394,0.028779754530776507,-0.03812793731959671,0.04243091189829274,-0.1582600687360337,-0.0023257781880729965
GRN,-0.05991737838043827,-0.03292529172555203,0.08096610387095828,-0.005715583697570858,-0.013308501915456497,-0.0859844144258453,-0.18518335531373814,-0.0010817873755046036,0.023536293736868476,-0.2761770981337689,0.09672968303323295,0.009812113198023666,0.01364940205720572,-0.022956818785569107,-0.05592775768603852,-0.030858944772281915,-0.05425222644876156,0.016448504030285818,-0.09222553560717289
MIA,0.041727526044218435,-0.008705317260117036,0.06069003058336286,0.02486777326529083,-0.020164407579522804,0.03127843482953795,-0.07742884656746019,-0.03596795653745851,-0.006373116264065552,,0.10280925970149643,0.01442760254764688,0.03587640181283169,-0.010183775353865963,-0.039814703467708414,-0.1316147629296401,,-0.07023716485880631,
COL4A4,-0.025000992139523108,0.06971305013214157,-0.034060441671047416,-0.05602172092020834,-0.05154514169234628,-0.006309927807468573,-0.00594565555666147,-0.031840498818188345,-0.04260563473660234,,0.00385047624963259,,-0.009207743571647008,0.007631469707164932,-0.07532640701426727,-0.02645737110468792,,-0.042943701469880226,
TAC1,-0.021587519958736003,0.054909572658991476,0.0670456654085404,0.04229870004384147,0.18136138919837375,0.1780062724893885,0.19819196726196525,0.07746146096504257,-0.03650198070254389,0.20553643839081034,0.13042053823157843,,,,,0.18191658204048997,0.0505385967093096,0.09189799161245174,0.047020957623881435
RARRES2,0.016615753583455135,-0.044687752744229425,0.021025136658874573,0.037404982763161634,-0.11941898756764183,-0.12069328254134733,-0.20166527194190376,0.10959645347869586,0.02074280699660095,-0.16775957440672076,-0.07442036209393539,-0.007684936094004592,-0.016552333790044137,-0.019875081899633783,-0.008166238411456795,-0.029688077043571383,0.04704062917868793,-0.03474099580000744,-0.0403656375646952
FGF7,-0.03861525778203719,,-0.013085664197471179,0.009665848695141872,0.07510127586628866,0.05824088079356727,-0.03905329162278478,0.021713538880182896,0.008995344354021063,-0.005539499535709768,0.02182838579354483,0.0709812715055004,0.025651227941758826,0.06124431318291089,-0.015516590212741162,-0.058683443876084256,-0.0051108034429192,0.0323968281893387,0.03714336312267013
HBEGF,-0.0021795157581668287,-0.06393372133962522,0.0023174897600639604,0.016918808881332698,-0.066405066339302,-0.047051625254334276,-0.11469987600058287,-0.02996022845543453,0.012298147953977937,-0.17000813851142926,-0.0876813073897772,0.03294972023976566,0.0007512986076992878,0.08357599039028155,0.008497198299331451,-0.015452018105047791,-0.0996732274282024,-0.1181339783647125,0.024372113560886397
CSF3,,,,0.007522282473210747,0.018051537763331186,,-0.044811151874271975,,,,,,,-0.03234018485216677,,-0.026132721944234022,0.06281355501333907,-0.07050137104712056,
PI3,,-0.025112330260845427,,0.09854102872300946,-0.04101513582005648,,-0.050457948453616834,,,,,,,-0.06188983187648722,-0.011728187251009135,-0.10463929332637648,,0.049588745411076406,
PCSK1N,0.04573468727916897,0.08424549539851021,-0.006480942879757962,0.009469239429274832,0.01734516017378607,0.07287626374166702,0.12514443204691542,-0.004627533717589922,-0.07072074074129889,0.3520433773720958,0.18711176830564039,0.01665136054591968,-0.04938574746096535,0.0438997470628726,0.01866174752712956,-0.03759634483854482,0.049679475773330206,0.11343735118447515,0.11380611669961795
NTS,,,,,-0.06282869020063393,0.029610303666568243,-0.02645651448888343,0.007105177871042776,0.025196896806723188,-0.09815916714394185,,,,0.0634250369542861,,-0.022255418584889795,,,
SFRP1,-0.00215839909542929,-0.01399875966574952,-0.009005081644239776,-0.02243398028841965,0.12097955422873229,0.03798169383820759,-0.037890466642874925,0.07706365053805683,-0.021343907269480517,-0.1354932090711327,0.06003727322611337,0.009295958114630968,-0.02670096363444988,0.046885586231733015,-0.06723542801364633,-0.07450731427059047,-0.03704344607365037,-0.01948626870887334,-0.005157999660267678
CXCL13,,,0.012676030930183883,,0.003593507150529407,,,,,,,,,-0.03473818574319806,,-0.04262790760253816,,-0.018155359460975826,
MICA,0.005407962218793909,-0.03378583734571136,-0.012802935934097644,0.029941535250257847,0.05779088027348774,0.07234099457276598,-0.08690872131902902,-0.019491250224955473,-0.011285908193366648,-0.0633492615613081,-0.05099348291289664,0.01952185499313271,-0.02507406188881855,0.052508449349936585,-0.012568516170567326,-0.02693579773109558,-0.009788414763773583,-0.07239279764700768,0.044740915761184295
TG,0.012566188656914225,-0.01992440897851062,-0.006980062722681774,0.025466727115006485,0.005740245027304005,-0.058567000206345574,-0.03200909418314829,-0.007813698213508522,0.017360073702936553,,-0.01674060744225784,-0.05983350063267914,-0.04102918318946053,0.06407507997809557,,-0.021507631730688377,,-0.002824834208718434,
ADA,0.056025404715114455,0.027589656276634664,0.03452156446407152,0.02283450231132664,0.037097717868516455,0.06256398701756283,-0.14688637501377916,-0.022448273489903366,0.010752483256937343,-0.12307020326440803,0.032914043952424255,0.03491608719975188,0.09912114015677244,-0.005409738163612309,0.05266370223315476,-0.022778280308791764,-0.13558500526976328,-0.0013421435139271127,0.08595382685377512
LAMC3,0.02132854822316852,-0.01778584498902078,-0.041068015416568494,-0.058616708257169546,0.025345898706152215,0.027067763946083546,-0.12045439773156161,-0.0002901211611101017,0.04462229008842565,-0.09256854483596201,0.11471559515700785,0.04528933521381009,0.06790584460065682,0.005681679091559412,-0.07258188185318087,-0.10238055630159386,-0.06386244749651757,-0.14576990930593553,-0.08139547601681922
CCL7,,0.029250674162462256,,-0.01750366048655756,-0.03311960326505821,,,,,,,,,-0.02317888731873273,,,,-0.0172072006695182,
NGF,,-0.026069121807720825,,0.006165568642328669,-0.004114685998148664,-0.005402374683796802,,,,0.10587902106903535,,,0.00225359432538819,-0.026769759242904863,,0.03437432756320614,,0.01030011231086947,
TNFSF15,,,,-0.019491182044849835,0.034697496032237256,-0.006851615524075394,,,,,,0.10495120574807994,-0.0008365549905976722,0.01738908696774177,,-0.016227971683889657,,-0.0537040491698775,
HMGB1,0.06598079245703048,0.03570084165564615,0.013411275832852261,0.020742494489540013,-0.015061374002689268,-0.06277342150652405,-0.20635035771810908,-0.018096445040309817,0.04208307528998387,-0.1695517967979321,0.05141595506723882,0.025365481839754928,-0.0076429941849557245,-0.035888381748065024,0.015217427742758735,-0.055175415508452084,0.06392866298685215,0.0098919019504317,-0.033507595220040154
ITGB3BP,0.08220293667042555,-0.0005550935470768065,-0.02558352029913724,0.04701447866927656,0.045601284802317614,-0.03388011293080049,-0.161931189664451,-0.06574220993558912,0.032451705186525744,-0.03805227197057827,-0.07925517046376156,0.024020900393481606,-0.0037536352970482948,0.00432313077202099,0.021443109860461027,0.0072418899657739205,-0.02939692418809622,-0.04428195680630544,0.03160592178787733
AANAT,,-0.006859453892154862,,0.04776725316210916,0.0285578327890352,,-0.04042087166642578,-0.018714439386289146,0.014963308149427649,-0.046792004969222166,0.00798612461001561,,-0.026245379634758526,0.06749504846936988,0.004399755281799006,,,-0.03012770920096799,
RELN,-0.020726480642983117,-0.03029156869053529,-0.022450330078820763,0.017260518919450473,0.030431954049670227,0.01837458644076946,0.10145892075154768,-0.0008751076991394985,0.020532332216328476,0.09461525241605875,0.020037455035291637,,,,0.06297096060011709,-0.019601631131069174,0.01968931768393719,-0.021856144810049286,-0.010728250499058635
IL15,0.0018264245802077478,0.0070577395293726745,-0.003619988599920537,-0.05586383433293925,-0.02215967962014698,0.02724844173068848,-0.09330420988052218,-0.019889292098808624,-0.000856083975459365,-0.04407704673115768,-0.045435148228246056,0.0030365833561853575,-0.009457609059620993,-0.025372080017766866,0.014954515676895219,-0.03958501743453691,0.11482129543356202,-0.02553747739261695,
UTS2,,,,,,,-0.09008650755163068,,,,,0.026988118946352186,,-0.017316250644601083,,,,,
BSG,0.014657815051777373,0.02862824548231423,0.059224528018161755,-0.04928937315799385,0.015575312765069573,0.02665852969551781,0.04649735917933476,-0.05562183855271452,0.057944936575781654,0.2839638148307496,-0.15975747912515892,0.019388260103138953,-0.049358687059356525,0.02583649032199587,0.05362219165247568,-0.01606442503461766,-0.0782567011455002,-0.18030267034315411,0.19580256713476263
ADAMTS3,0.007709907786772342,0.01926797798215913,-0.03471652520066868,0.03984207548892891,0.0278841507667338,0.04472647986484676,-0.20834047166146363,-0.0423495532558057,-0.04042050471431848,0.07012549498611086,-0.005415434640130374,-0.05351772187322537,-0.007841206599919381,0.07213801925108142,-0.04955231380065633,-0.03278153875724948,-0.04073878536011637,-0.003479633035161404,
CD34,0.04333984846861542,-0.008902762659082093,0.041628544864943016,0.0007880060304692474,0.0487403688486271,0.02257019225183186,-0.13703265040212098,-0.013194579314086047,-0.04058875479467636,-0.027435807993266746,0.1067278341007633,0.017628152984481064,0.0651933035007065,0.02985074169198016,-0.054955148245179664,-0.031361519690438475,-0.015794153796402133,-0.06423229166075074,0.04624286251525933
CCL23,,,,,,,-0.04599253556533686,,,,,0.012787736896356226,,,,,,,
PLAT,0.05477805431912972,-0.03041675015779952,0.02670329691372301,-0.040380092118089704,-0.020726529113784673,-0.090691889382321,-0.19560282846983126,-0.09818399689945392,0.037770681111419124,-0.024180885764884526,-0.0076592297078672536,-0.002555022450409386,-0.008241565434901036,0.0641867672763103,-0.0032918479127492487,-0.12250514917762254,-0.014266667178922486,-0.1453312986967972,-0.02679637769799979
NTF3,,,,,,,,,0.027680959736829304,,,,,-0.023724455107033932,,0.008647371492548066,,,
LTA,,,-0.029977595435862286,-0.009218655714075367,,,,0.01707712856874662,,,-0.03834194363109802,,,,,,,,
CKLF,0.023847839281914966,-0.007133159370973445,0.012325218000027218,0.029658595533442064,-0.04208483308471053,-0.006223655349923763,-0.2206630329387622,0.019504635202793708,0.01958820794446017,-0.2007634107560412,-0.06584287755264376,0.05244568247572746,0.0021473975449593156,0.0030907726497828277,-0.036910036989530236,-0.013800240760463966,0.0018574245829417566,-0.032033451089548866,0.0699671176659391
CD24,0.026115630023953864,0.0029834962341454153,-0.07533975398074155,-0.036457762944293905,0.05846465519085952,0.18051795328174378,-0.010705355735094497,0.07989230573545922,0.09581509747894852,-0.12170143058637199,0.05678982094111567,0.03718613821217561,-0.049243350104984374,0.049089766998616065,0.02850320219189162,-0.015775146487771022,0.11065789869827962,0.058591740309768006,-0.005043048150465215
HSP90AA1,-0.005642306953683916,0.0029203265471098305,-0.019411006062072727,-0.020424695062898336,0.13811612299737674,0.17474152110050864,0.23002182325337417,0.114877221807417,-0.012281493119332928,0.41170574558905326,0.25757389105576173,-0.05188084227373448,-0.00927835836572471,-0.001251222851115583,-0.024329234530818162,0.030472110532467133,0.13151957291680494,0.08441667377961086,0.19767579180885506
BMP4,0.011676787808598562,-0.03176595328348037,-0.02170579957272454,-0.028791159636159424,-0.007408280623757327,0.02813825336198035,-0.019985910952900417,0.015688785271295885,-0.05000377866969728,-0.005769086762772034,0.030779660801846714,0.12344280589947842,0.08692099757130523,0.03668803363111407,-0.014469618906399223,-0.015633658233914084,,0.04588686984245764,
SCGB3A1,,-0.015183385669133223,,,-0.026312972161547047,0.0020473744342757155,,,0.06760952736283204,-0.02429961937882191,-0.03629698422904796,-0.06422318230283047,,-0.023059692344206226,,-0.022265836310652876,,0.022828966997729194,
IGFBP4,0.031598655620468735,-0.013089020029868326,0.039595681368835546,-0.02650350708831332,-0.062659154297524,-0.1260124494023479,-0.15117477073761892,-0.005982633461061594,-0.034476244680642164,-0.17474393312718275,0.016767477667118016,0.06673878711576202,-0.06757424596771544,-0.03848087140938126,-0.0399927467063266,-0.15949274873700567,0.043050676184906246,-0.13166368429081085,0.02917845346224056
RSPO4,,,-0.02725204773563632,0.009387327750842726,-0.03036944718390336,,,0.04130211728347533,0.048400138462397865,,0.0031591744181074543,,,,,-0.022695769395834068,,-0.052296902449386784,
LEFTY2,-0.024753794792644578,-0.03921024919017276,0.09415171155775771,-0.001681420803525811,-0.04713807654492758,0.0643927308226602,-0.13514357786835257,-0.016874611033472646,-0.04444158909191494,-0.0005240259501802487,0.08439755203315558,-0.013711930895973492,-0.03353937088168221,-0.01967625053189538,-0.0067331679487424275,0.1087009429840507,-0.03643325230719426,0.036607090615009906,
PF4,,-0.01575032534181733,0.04863048241267309,0.003627647106529831,,,,,,,,,,,,,,0.06742539470009452,
ANGPTL2,0.01678231522021154,-0.04095437487013319,0.00045614926264960913,0.05163840882510038,-0.0073128517217217045,-0.0787320328764692,-0.16317623862851344,0.023699580690500544,0.05949393266067625,-0.1645275073890779,-0.15397356430024858,0.011833562243184756,-0.04929630473921577,0.004495357974326709,0.0396090155807648,-0.024960542277998585,-0.04210499855238451,-0.08801105849019804,-0.047609047233387616
LRIG2,0.033615176119594116,-0.01283669036121511,-0.013916641868427972,0.04577648614448857,-0.04326670312078956,0.027179898656130463,-0.007565308200315025,0.04981819349320835,0.04420179268799489,0.07643143576087635,-0.05663447136293455,-0.10316684141185392,-0.006588820266182695,0.03232490026550476,-0.04133674619022224,-0.005897075092422241,-0.01773361964476704,0.01730689188893186,-0.061032907817942406
ICOSLG,-0.054705351194425114,0.02002699745354874,0.013590106483648374,-0.010123411544990963,-0.012884715499895266,-0.018164962421210826,-0.12915573622144128,0.01401070527980188,-0.019516708209857517,-0.028350394904795927,0.02849829349315289,0.02452710563533017,0.09788684920184147,0.02381075037371337,0.04982999049834423,0.003215898516530378,0.005439790421557867,0.008498209563314521,-0.028962024569071234
WIF1,,0.02054709207720883,,,0.09385939105781385,0.043312972578922096,0.13234804698924832,0.004595917357288679,-0.03410073245867647,-0.005004587451778591,0.01538018341999925,,,,,0.07107830737231581,0.048871525102754935,0.05650770391138479,0.16079094174894573
NPPC,-0.03714743068378274,0.03754397017485885,,0.09761099680751813,0.0768602978587343,0.04329374389208264,0.0690403414310759,-0.007773393513420918,-0.041036677167041534,0.05693347693746233,-0.1255824158640491,-0.04598030134073372,-0.031426109866379906,-0.03460189883363183,-0.0478285779140277,-0.006377774597766237,0.08316979165995426,0.03830326198747449,0.1056227159525612
LYZ,-0.016513664538824035,-0.0720833107832621,-0.04906626349438021,-0.01800899342772297,-0.060602548559642866,-0.06596310209338066,-0.11892722976122076,-0.0477315002969241,-0.029863731023302437,-0.2824529320939356,0.029795778531978335,-0.016465998473606525,-0.03697029665748396,-0.01955112685105324,0.05307200368465895,0.03651483988029532,-0.014588404000161674,0.029934559119647982,-0.07489926839676289
EREG,,,,,-0.0427370179311063,,,,,-0.044250323102833854,,,,-0.037315313322138596,,-0.028267963434782946,,-0.04991076814890181,
SPTAN1,0.031109915694584482,0.013279219461975522,0.01208884355070689,-0.003420448584770964,0.06861602276646445,0.06908791316549079,0.14426544501162644,0.05934040619727928,0.025714746834310322,0.32550122551831623,0.0968533433433785,-0.004749147789465379,0.013450719222010986,0.032078032254091504,0.029905110337478447,0.04302866244279317,0.10180353420254233,0.21642579744646667,0.1319419808686929
PTH2,,,,,,,,,,,,,,,,-0.03609383425205847,,,
LIPC,-0.03200874674785384,-0.0017537945403526534,0.08508627077327152,-0.0059560634671115935,-0.017026192150960334,-0.06928610381510875,-0.04485729207420204,0.0023548854997285937,,-0.02123815299130985,-0.02901952371776275,-0.03399057525058123,0.029676223722298892,,-0.019886755738036242,,,0.012060945061817836,
COL8A1,0.042931125857307344,-0.01761208384219321,-0.037041730727641935,-0.03157058287307068,-0.034174451789127216,-0.07119372568811029,-0.0650045236684219,-0.030019675246758533,-0.05235086369345528,-0.185845701123311,-0.1095404662344749,0.04398070721870088,-0.017017195765980916,-0.0049671469647495975,0.021210638135576165,-0.060351621624355964,-0.059983758632233895,-0.012431126792153264,
GSTM2,0.026411363306625545,0.023570516332768618,-0.03640604880420706,0.00816529382428267,-0.052248333239820914,0.021048149152958297,-0.08303945773810927,-0.02455326372924968,-0.017955075117717854,-0.02928342927370186,-0.01914005360548848,0.005739825746459123,0.04373657086048549,-0.05576738056869342,-0.015222614485515129,0.07210112858377032,0.01608587777576335,0.008564642767246484,
SPX,-0.002017198863438603,-0.007955009082028943,0.00917729337839106,0.07745462929915597,0.11406929052245514,0.00378448498807452,0.13433811959954928,0.01885511801062145,0.048032603240196224,0.21053184275485098,0.14957126571426443,0.021041718471689584,0.011861841289388119,0.10662917801092399,-0.03318700933359782,0.1805555492565817,-0.005587807785789182,0.14535402139856532,-0.11245613704363543
MFGE8,0.05919833275653126,0.0019103714664607085,0.02120489078580281,-0.029582489829712084,0.07660338711362709,0.009121451931061566,-0.09539331390460026,-0.018184071521397713,0.00800500384930615,-0.019655251058942814,-0.004493469519661669,0.07769766245473973,-0.027330278545204034,0.004252922587671264,-0.04486894242665403,-0.06231082091646789,-0.02555618883966021,-0.15903739219130814,0.00992244238955388
TGFA,-0.06271935066895898,0.07182017680879252,0.05871717641782191,-0.00512185176074094,-0.09195464542523574,-0.03017874775280891,-0.16200748761011577,-0.0677672992170777,0.022860465821422076,-0.11927313697322357,-0.10324474094233548,-0.08317316902480934,0.013445018365872557,0.08584242618845238,0.03726750447048364,-0.052837856433109245,0.012799730608755487,-0.07406077232078231,-0.035950486818943465
SLIT2,0.045174912578547444,0.03884551994526454,0.07206309124707572,0.00754564731377261,0.03323992740834347,0.10522710190539356,0.06218486127977484,0.035567641117300756,-0.05227613924943255,0.15276838150840924,0.17415754245478327,0.028803071167587378,-0.03554015101767634,-0.03266541881697055,-0.03271999123867441,-0.025641036151788563,0.050687272508053154,-0.06349730709381908,0.07934191944044722
PLTP,-0.0514942277754856,-0.014093268636856938,-0.08080989516918856,-0.005760829381116595,-0.13397274775030882,-0.0645812332887241,-0.24416905013663084,0.061069440902349975,0.12721776231652573,-0.412097042295658,-0.057507599092101645,0.05293629758641462,-0.002714299397537855,-0.05301759414799343,-0.04006207148272627,-0.0763531579166524,-0.001257231835463265,0.012451801682090124,-0.046177169745364184
APOD,-0.06288838178389813,-0.014341885488751106,-0.027907496436839725,0.013683367437810576,0.00040277653946751263,0.05611571153863588,-0.12694719935964333,0.08242678227339108,-0.03186062148092904,-0.11890477576207216,0.18268773197537116,0.02248869492950542,0.033990874406997384,0.004151944502126442,0.0256764601799739,-0.0200474690438121,-0.048556746190920416,-0.0333282853469397,-0.08136762740869063
B2M,0.020691125657087358,0.03340431738777235,0.06512179695221429,0.0671971248402759,-0.08235526931051998,-0.09657423064149717,-0.25175407330929683,0.08137174521638761,0.06782232863092472,-0.4075135357267797,-0.0770594791631905,0.06935110987829889,0.007370174008763052,-0.05040496328950124,-0.0045522375737718414,-0.0656101926461696,-0.0864308499823786,0.05729117308750315,-0.07736642451649269
OMG,-0.017013765421636348,0.003430890349367835,0.032532883654334564,0.03861186177008889,0.0723940736410488,0.0257575319889892,0.06086680164299853,0.08069369640935393,0.07983582662146187,0.10143169764809455,0.14227609708218658,0.01640895806915123,0.08482722617654165,0.03388523073615775,-0.022705133958677653,0.1479501331605118,-0.03934832080024222,0.22706531726803383,0.039568701981445534
CXCL3,0.0031907132855545444,0.015137739851098272,0.0005554084972690877,0.0385728038966882,-0.09652446211575548,,-0.02851781217595375,-0.048816342497080105,-0.0022978682181945213,-0.06326577333964412,0.04145247418351133,-0.047387311559372,,-0.0112922640767536,0.03056071819446875,0.011925001446430517,-0.06368471458780445,-0.09048139522940096,
CXCL10,-0.03497662636063064,0.04480939630735922,-0.045174195344007004,0.04945458218578118,0.057942740319058265,-0.007046286782949135,-0.1839033957225562,0.04657567844581434,0.02631033083788385,-0.04580020488023487,-0.042107162903744264,0.03642640104157111,-0.025328225728234146,-0.023935174720253534,-0.03655145785784751,-0.01809005478982863,,0.090970015554233,
RSPO3,,-0.020624700229711072,,0.03243913932774588,0.1590019233044069,0.1117406253696079,0.0481012573098309,0.007532453141723855,-0.01780895051112901,0.2008363140315629,0.061621876387795815,,,-0.014889367629725826,,-0.02119267305075919,0.05414740233390625,0.049205412842546044,0.15500632919949214
CORT,0.05116472173139091,-0.026425718723748826,-0.02656913802661438,0.06402687356926819,0.10474150949440028,0.04134748018086745,0.06914634601273056,0.0765082331570202,0.08369047847363495,0.070994118300629,0.1307473879520953,,,0.15943929190937203,,-0.03774610838837635,0.005584999287173474,,-0.01353224308828258
NCAN,-0.02940162606878596,0.06565488851837757,-0.02346644779138716,-0.01474155185676243,0.1705562040145418,-0.05486892857411621,-0.08109133846414586,-0.032943834023363254,0.07171042228866846,0.14742872910713017,-0.12358584174511411,0.06239516323730116,0.10529287627990189,0.05206877883401926,-0.0882165230011541,0.15622982871385707,0.03082867149077148,0.1444281279789146,-0.11848506897642265
PRG4,,-0.02283400104608187,,0.08486141945508814,-0.021052159813193565,,-0.027407371560297752,-0.027286480472271068,,,0.009759701289341989,,,-0.02538729586412261,,-0.054120782801046124,,-0.08084688459227692,
ZG16B,,0.04515391894734129,-0.03281344541331842,-0.020315141853608196,,,0.03592816415782399,-0.0002839138307827532,,,,,-0.02917607542807236,,,,,-0.04955275512230123,
TGM2,-0.042522926328764886,-0.04307624966325905,0.01059584529350323,0.05539251377138425,-0.05108944901824476,-0.033836326519065436,-0.055158633793720664,0.03029544907637919,-0.004035232678721497,-0.06730110686235596,0.1390201365194601,-0.0355181728205789,0.022167217846076462,-0.023529804438569616,-0.027798463339394466,-0.062106376518704806,0.04308379492513638,0.021818337032083038,-0.033893256146653866
VEGFC,0.0477024839019466,-0.028992306979632697,0.09196783652040158,-0.01271408653975526,0.015892846512767386,0.003742590097911858,-0.0012891593918571383,0.0019378112797447207,-0.0050601674762343314,0.030343743712364573,0.03607658129047285,-0.06766551888616462,-0.03781798821215212,-0.014476694981827869,-0.00788826783190781,0.001460182094220311,,0.01835146869761565,
WNT6,,-0.010073448575602745,-0.006451410830384001,0.00046596690756830643,0.08583729582051514,-0.034808602388476516,-0.03507140059691981,0.0258583097979578,,,0.03180535087202639,,0.02543068294822557,0.005857062264109269,,-0.03012098991543705,,0.023123057320196688,
NRG4,,-0.01398443265094561,,-0.02130275885209033,0.055652022058322426,0.08353363955321526,-0.03081126118816562,-0.012039104929666958,-0.010483405962070796,0.0572776329095517,0.07939084059542191,,,,0.0005758632136084648,-0.02997035234456684,,0.03429832038437211,
PMCH,,-0.016117811215420618,,-0.029517047779418236,,,,0.012698360189316405,,,,,,-0.02355974342920204,,-0.017255691474945222,,-0.03290157550698403,
