,UKF251,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
VEGFD,0.03142976478868551,-0.017859176100244553,-0.05753553770367072,,-0.021606669739108526,-0.023420624458340592,,,,
TNFSF13,,,,0.028629494216238588,0.0034982964346810773,-0.02381321406243396,-0.021761579966370806,0.003401661455459636,0.09456337063372117,
WNT5A,-0.021423109765533584,0.05638430176644711,-0.05270978913168227,-0.033776186887401194,0.06455372048808547,-0.013945203306903433,-0.03561512428853969,0.009959072622655005,0.01822293665659128,-0.029901434780326003
CXCL8,-0.021788393475408858,-0.016631241327340944,0.00023557908331229657,-0.07486589522815636,-0.09734427364326803,0.08151086423132062,-0.023671099428078695,-0.026653208660582142,0.01470265597864063,0.05403255244010121
GRN,0.003318861115575531,-0.06200179078153916,-0.05097946985926335,-0.010735121706653389,-0.03175036042287536,0.0228153599771127,-0.047081910280797286,-0.058876274207343204,-0.052333905175247206,0.03318170414443752
MIA,0.09050181746189047,0.007907908466402274,-0.020304484546322957,0.15311459581089892,0.06474910340000008,-0.07594230023528199,-0.10350376988461922,0.007216462337216358,0.07517518560496533,
COL4A4,0.022978391101973125,-0.025242514978260664,,0.06996277914098735,0.10865107565979501,-0.018876945679441877,-0.03905585285191739,0.009149900314935686,0.09996020022173949,
TAC1,-0.044487937162171066,0.03292369392991769,,,,,-0.03343469796380353,0.06074152810567016,-0.04919086423955839,-0.06534306224242144
RARRES2,0.024527503895163467,0.005971624741678902,-0.0113810011589352,-0.04047663816510178,-0.05505396564439552,0.04489580909857295,-0.062222335038962295,0.04051775694969723,0.011374301786698187,-0.036760649479186544
FGF7,-0.026264190102493798,0.0039188456849655355,-0.06464343210141746,-0.002022823754526747,0.02079505122310902,-0.021325297597010098,-0.014470554507781055,0.12329912269066824,0.0657070058999773,0.09697458415148207
EFNA2,,,,,-0.020535693602196155,,,,,
HBEGF,0.04501530437264319,0.0603798107331712,-0.06116258812729371,-0.01081027731362413,0.002179339920705244,0.04969444463910156,0.02879732714412375,-0.06847643918340418,0.02725582504602479,-0.03798420584085299
CSF3,,,,-0.061581739414325355,-0.06239772623503944,,-0.02778277787782124,0.007380269050455888,-0.03284973444007906,
PI3,,,0.11897862859698316,-0.12453512807157927,-0.0976908995905778,-0.018867738208016665,-0.09577934377109364,-0.0052348139351498105,0.009172146218570376,
PCSK1N,-0.016330503574979876,-0.017067845686633807,0.0017406088682332026,-0.08074926538284224,0.01080005403254471,0.020995863166108693,-0.03832736520961652,0.10193825749567843,-0.044813740838201284,-0.00452899885431631
NTS,,-0.009030961840012642,,-0.010742248165189658,0.04352532029424344,,0.05816154679051164,0.05292140374539154,,
SFRP1,0.01266207534518082,0.02425774259987685,0.0011902627348559659,0.001879394595993164,0.03159334198497627,0.03807391711298903,0.05612110011975638,-0.03667295180614478,-0.016136550497385296,0.017915603820412775
CXCL13,0.003864640974100434,,,0.02748840208467448,-0.05276205097529636,,-0.03650957580238268,,-0.026645596903440583,
MICA,-0.002545015923724346,0.017629967262238096,0.03310878770347916,0.06855356734248912,0.0008390133682566691,0.00151033243512069,-0.012744212940168545,0.026709065847282686,0.020986416168631176,0.024896940988718197
TG,-0.022091848531861115,-0.01762017055199848,0.06504601269107683,-0.020549489568847626,-0.003106252134962146,,0.010084286161125586,0.024679230035917377,0.004466139779533199,
ADA,-0.038641367438070166,-0.028616573991504458,0.12725293975012653,0.01746723057823855,-0.019636602909147538,0.024194477613414603,0.058608203219868656,-0.03226086138047983,-0.027563145923117125,0.020846580027134964
LAMC3,-0.030721954888531022,-0.0058851953547531186,0.03629474908912876,0.043423402095955875,0.02192729743883967,-0.06355724820749427,0.03289640683886115,-0.05650329901476328,-0.01135389587778416,-0.05740685935845817
CCL7,,,,-0.02317888882461198,,,,-0.010821802699849717,-0.03664467725617691,
NGF,,,,0.11821197919093604,0.0614600432014996,,-0.03907836312684115,0.016297065281241578,0.06276053291726713,
TNFSF15,,,,-0.022596813839262812,,,0.004387941511648566,0.011984163125156386,-0.036356308254329506,
HMGB1,-0.0019515059170700894,0.026805813806512584,-0.022743521327185726,-0.04629350150024777,0.005371586048582545,-0.018013328134293582,-0.010522227030542007,0.03117396214690749,0.027015956973915047,0.027270803215599517
ITGB3BP,0.03490727508278976,0.013634271147392268,-0.08198501030490174,-0.005191944617456995,-0.025022133584341022,-0.012243013601548253,0.0030995157795004574,0.025278582358711808,-0.0034261464668100283,0.020947726879366614
AANAT,,-0.020311052836314715,0.06351305591461798,0.024096442503803755,0.030419906941243992,0.010829196123048892,,0.044984020849274255,0.07903897522109536,
RELN,-0.032354689008168826,-0.0013545073360357721,,,,-0.03435078228599077,-0.02083930502607439,,-0.053217246809313064,0.09549048276651426
IL15,0.007233545387043174,-0.02296616674505718,-0.023525304650216627,0.02056225008756023,-0.01717079723328371,0.07441935997027649,0.012894281201824379,0.09602569248610508,0.009008221769408855,
UTS2,,,-0.013925519362142359,0.08147222389315577,,,,,,
BSG,-0.02445760431932592,0.004670742796499189,-0.02163957044217488,0.03515143531487927,-0.04141201636985556,0.017457290616194037,-0.07140946053022397,0.001265384504750669,0.09926789688610413,-0.05120495491252653
ADAMTS3,-0.038816979564968775,-0.03654924423389099,0.0031859693613189004,0.05736180386720414,0.0703604527740455,-0.042560297633889084,0.0527816069446165,0.054667130895277506,0.01594218301128114,
CD34,-0.03570726389098823,0.06263833185691277,0.08130143571624898,0.025430779890976602,0.04921579769190614,-0.07701115979106117,0.03026931764065254,-0.04311813670051015,-0.014854852655247852,-0.025620290050631694
PLAT,0.06596431365319227,0.027371442677922256,0.04005725823869331,0.06686050737011438,0.03211088840985506,-0.0022209742515524357,-0.018046482095403254,0.010552728118171715,0.021390069581634346,0.030341191181882218
NTF3,,0.012687521094054433,,0.049323462721446276,0.06271663437266976,,0.028011285687713456,,,
LTA,-0.016246414850359134,,,,,,,-0.03783224675358936,,
CKLF,0.005728650715526797,-0.04142357033873458,0.02048211194262557,0.039120313776749384,0.036106497748645584,0.034507299743218214,0.04651062499315876,0.06989124619001316,0.07460384920008935,0.013585964618321662
CD24,0.09933277230304302,0.044735532336595774,0.059850759991556264,0.04474743245632776,0.06327736462334639,-0.03635325140734415,0.07626284522756666,0.10970828352835546,-0.02578794419722785,0.07475875609976071
HSP90AA1,0.04740926481405689,-0.02154668449334229,-0.057827445143430405,-0.1561619192182564,-0.14700455355676503,0.02347261689418013,0.03108622047083537,-0.0001619096889401034,-0.0848392671221145,-0.07592575319581013
BMP4,0.0018007868739294082,0.011121712873541993,0.16386453327021963,0.09227487332164051,0.04645941252660549,-0.048581638328312415,0.014830725713124606,0.04012908085735755,-0.02813050309791275,
SCGB3A1,,-0.017132571723531984,0.11849845672785014,0.10412763325588824,-0.017309635166290277,,-0.01487155075235277,0.03698746594954597,-0.014939942764987321,
IGFBP4,0.021184446653488193,0.026323562315328515,-0.04910990557284567,-0.04642390441031437,-0.05183114065602841,-0.03705858403755804,-0.056444239316609385,-0.05370641189030598,-0.026024496958012937,-0.06491958085914454
RSPO4,-0.026264185116238976,5.243888781719048e-05,,,,,0.06637343190976629,0.06272554754123365,0.11590154500925696,
LEFTY2,0.0030646021185976985,0.041758651616171184,0.16874646917527938,-0.019676251810216337,-0.02361235805288851,0.0014928702303731826,-0.03281358945156865,0.04734711028549236,-0.036241322402733825,
PF4,-0.014778322425128387,,,,-0.018822384938713868,,,0.07928091561374954,-0.019812931110295855,
ANGPTL2,0.04969326215519575,0.04801841618234081,0.1255748904900793,0.07549317171349963,0.0832108619765569,0.0033623262644215898,-0.014600625974020003,-0.01637477767165045,-0.04708351624234631,-0.0065061769447010715
LRIG2,0.03575170575872951,0.07543651404595901,-0.04497964081032389,0.04090175552126904,0.01912214575849218,0.029535397850548845,0.02376495275018842,0.06508456864710475,0.04695555468192023,0.03987388683724005
ICOSLG,0.03548996365525226,-0.03251441700626384,0.014070703770044475,0.03140203287722783,0.10056766030678213,-0.07143402505149042,-0.0012756024411477883,0.028725030385839352,-0.000867772384924404,0.037347122784603726
WIF1,,0.03040405707896236,,,,,-0.022430067384918675,,-0.008213361116915374,0.00988723522196173
NPPC,,-0.023810078508775985,-0.0025025239806184614,0.039765054381113885,-0.024079880826122856,-0.026059390272669163,0.026121208165737677,,-0.03667759788394614,-0.058030697662737656
LYZ,0.04320089596723049,0.01823987744115302,0.003566506688979709,-0.005203990959522139,0.0019650122050475474,-0.01900809537646847,0.01831985333016003,-0.03640576473533708,-0.05156249448011825,0.051812276631059244
EREG,,,,-0.00018179209350534727,0.04419375530213115,,-0.03005284144693665,-0.01907147870323279,-0.022810552947811445,
SPTAN1,-0.015516228635725238,0.07696183151960427,0.04277824029613559,0.05227171190302788,0.07712549071657032,-0.019782761794517094,0.03418641444581526,0.05730236039497868,-0.04482762577847666,0.0459912255389419
PTH2,,,,,,,-0.02800399301868758,,,
LIPC,0.03575158251482847,,0.03082034112438635,,,0.017989557470948686,,0.05970519483039677,0.0019275339761118495,
COL8A1,0.026912002056812892,-0.029377911940758988,-0.018352494667336204,0.1109945157343085,0.013907435732695926,-0.03210186486999867,0.03231759702369347,0.023340360371408558,0.04492260464986846,
GSTM2,-0.02173579749224767,-0.0032497021907177317,-0.002313810693191777,0.008453994402407487,0.13392400890891118,-0.01117332452093116,-0.008796515377141514,0.021542242645132506,0.007205279322561673,
IL4,,,0.08471377048441604,,,,,,,
SPX,0.03940774237866116,0.07423406620129576,,-0.023370023434680687,0.011794702163979279,0.009564311990558932,0.05971243124346278,0.15689470291784943,0.006731666792290485,0.09923441646340467
MFGE8,-0.03292035920166916,-0.045226604951856667,0.08260965127656436,0.04686767871902026,0.007779441526121537,-0.02397870507849208,0.01909725324998999,-0.031156004994884575,-0.01980895830847069,0.11849030739539675
TGFA,-0.010322060519932324,0.0334710789903423,-0.07322828381962128,0.021291760906919376,-0.027429498619995753,-0.05253452458419378,0.018544525354192928,0.10594313612013104,0.05057637706325883,-0.024286294911854838
SLIT2,0.029398865475117632,0.033256436549971805,-0.03208245274078057,0.0041074927154254245,0.0006816095293690049,0.01714581846686579,0.01880209454447362,-0.017654000554834893,0.014415114681196077,0.14662459184512164
PLTP,0.005045375283911569,0.014720735158414877,0.029140728544478512,0.023219679181219702,0.013995421192883814,-0.061880682990826635,-0.0709120056555181,0.020095704247832528,0.08563592518598134,-0.0482080441532812
APOD,-0.011263722276242904,0.01677043081562947,0.08260196645055538,0.15938112945293026,0.11151737670392332,0.022517246197787028,-0.008787800868305164,-0.013181537502949175,-0.013320865328678998,-0.008801575553725738
B2M,-0.01951679163600665,0.020810252610772205,0.07964691978500728,0.042276452218688886,0.0062431345730743016,-0.0680761308832022,-0.049029872439042145,-0.07996768201902929,-0.018125142404528043,-0.021754137190034942
OMG,0.025424752399592403,0.03381155699575578,0.12459528937658253,0.12713403214262256,0.13635128373982008,-0.041800565655786645,0.020924561271454346,0.1114964852094473,-0.03240650468099113,0.0010287088352517106
CXCL3,-0.00731058026175222,-0.01832822763699516,-0.03027483374104939,-0.06628084929399508,-0.03379175127178615,-0.01934317850025882,-0.026341642228168677,0.01575928676356843,0.008631950201054662,
CXCL10,-0.035807327822378165,-0.006652255271574778,-0.07616702486300114,-0.023935176275267044,0.040136955774802204,0.052044746113932616,-0.009692530315781345,-0.011924224681195831,-0.03475273772900636,
RSPO3,,-0.010588514548124114,,0.06401913059895901,0.12487111013975305,,0.09411267558525215,0.06690582976803812,-0.02630997471992674,-0.03205217580284123
CORT,0.023990237626344176,-0.03020613082896659,,-0.026430067257578026,0.06455265902556867,,0.08200604606918742,,,0.1056714761903796
NCAN,0.04374399193871659,-0.034649173297597306,0.024799452969334394,0.13083091201014468,0.12727369457451784,-0.02509055951792191,0.10002367063415978,0.07722468910363635,0.004798737923026758,-0.053477477884633556
PRG4,,,,0.08069376649223114,-0.014595295612082755,,0.05686170446963173,0.0008122717236902386,0.008351201713925711,
ZG16B,0.055262077065604154,,,,,,,0.03165657964451352,-0.016902462247566016,
TGM2,-0.03662451709030099,-0.011359762517155956,-0.047027902374487354,-0.01943098955715083,-0.04957991191854941,-0.04343371139791633,0.03535697886936958,-0.021875072202176896,-0.04092311761998212,0.002393394018901677
VEGFC,-0.022834453760168735,0.053502549083444075,0.026695674281379898,-0.029829898347035266,-0.03946494640171389,-0.025513971181624722,0.15638685295227886,-0.021050119026507098,-0.02418940066594879,
WNT6,0.02349491998366051,,-0.025434701165575616,-0.034601905750055055,-0.036607140019142885,,0.041661310464963686,0.045640061040766615,-0.01746531460633438,
NRG4,,0.024397563784200535,,,,-0.020487350335232236,0.04875852803476733,0.11638635844686504,-0.026265154356679376,
PMCH,,,,0.1056673459034655,0.002652695698945535,,-0.018345239520003186,0.026399966556094716,-0.003034340391157394,
COL9A1,0.02606087720974756,-0.01219967492294527,0.05313983784634867,0.07004518004527147,0.09415362561902209,-0.0032015481706831076,0.05594245718752775,0.05548842404564294,0.11058292278686738,-0.05214885390314521
GDF11,-0.003369526848062618,0.0160990380134962,-0.01487146484243473,-0.036556382671846216,0.04600994305771321,-0.008913981747904023,-0.0060783474539320564,0.05113957077400145,-0.012761583831571074,-0.02396844879965813
RAET1E,,,,,,,,-0.0003127271760715988,,
IL24,,,,-0.01756557812451293,-0.01852227158051844,,,,0.004108572185495408,
SORBS1,-0.03581489332648107,0.02665873001836998,0.03406212603653787,0.016643667180922927,-0.026264756338104888,0.031017833132720083,-0.02421218250695958,0.0809452465255857,0.02081745310427496,-0.04314637309883502
DLL1,0.03592911797026308,-0.04850341837706927,0.12038153236833093,0.12797267448519373,0.13997193005295433,-0.00990430864958981,0.06426524476881872,0.0695635545561226,0.02454268396330887,0.025567205668478095
TLN1,-0.028923815699146583,-0.0073817491451285185,0.0004161011804887851,-0.025235516952156437,-0.07531814409616024,-0.007554220004356738,0.019612035929538446,-0.010751774719074575,-0.0012040433436821517,0.09179152637321922
COL2A1,,,,-0.038400656494709175,-0.022649315529460073,,-0.038647202528034996,0.004284600078558412,0.059997989417442506,
SHH,,-0.00536161449260545,-0.05629466320775442,0.06561229624384048,0.010834191879943493,-0.03000989792089402,-0.0003161979603763241,0.07613777758920137,-0.014941575792281893,
PON2,-0.01763632228559184,-0.026937072516911523,0.12839916102554208,0.10272214109343333,0.06168567711677614,0.0011489997485806815,0.018435992873027773,0.130879714330733,0.11593964232645423,-0.003728886179523231
ICAM5,0.009046515557337386,-0.01467317043114391,,0.02363861512383172,0.05341162745778112,,-0.020749323491312473,0.008621792652593696,-0.059147753197311456,0.07099461929425976
HPX,,0.01615356597822713,0.023526842680548596,-0.02488127865665147,0.040699478236618666,-0.008218418819489233,-0.021717090418595382,0.023205531424831758,0.04509841521723269,
SFRP2,,0.11867040294895606,-0.02581478506637018,-0.0012400063536314922,0.05245123537888198,-0.03315352879552936,-0.0504021222445056,0.010708719158520319,-0.03537129081188439,-0.003175897442981694
CFC1,,,,,,,,,-0.023240528979758698,
CD70,,,,-0.02724735872846005,-0.0060274363698258416,,0.0221500340479025,0.07351717261273139,-0.04614044529337434,
HP,,0.033054981537633026,0.09170526028441434,-0.020155727908206127,0.016997918854823754,-0.026239020812533483,-0.030396016227319498,0.023040168348219415,-0.011876951530967949,
CXCL2,-0.04174699228053954,0.01200499226324133,0.025552991916766292,-0.028253510049763744,-0.019796403498722012,-0.02553555114832834,-0.02136813177388836,0.11091261393967954,-0.07702895107547093,-0.036230333162197086
NPPB,,,,-0.04627874146246458,-0.03911208186821373,,0.02786420954983495,-0.027349519747336914,,
CCK,0.029018908125370536,-0.0032632862222073955,,0.04851878954810608,0.0257599555041703,-0.017516361380768185,0.017972820981754713,-0.023498211483334475,-0.07545633688514784,-0.09788541674332531
SEMA6A,-0.03223481677838151,0.038112178495074776,0.05349681892290529,0.05541350077934503,0.0747190809867871,0.061310022564151884,0.05267599135215466,0.1228649431313208,0.10658880914906167,0.05515930370393675
IRAK4,0.0203647004184034,-0.03162045956844367,-0.02399003944862416,0.02562326011795263,0.015061562898275798,-0.05444320596493993,0.0011189729286536657,0.10362859075212011,0.07744174392612953,0.07222282215528225
GSTP1,0.08304608204317215,-0.0014899976826378157,0.08287857655113418,0.03721897975058791,0.06711611154712668,-0.015033797417252508,0.026574888690616763,0.05381369717166992,0.04856867746677769,-0.02902265334161887
VCAM1,-0.005082187738310526,0.013641581252007285,-0.00483684754260898,0.012789187480498555,0.021371673471289484,0.010839763483422022,-0.015573770234909608,0.0832109611288548,-0.05257838127237799,0.000983152518810465
NXPH3,-0.00851070351538537,0.002159846502058137,0.022857812263555044,0.04268262822386756,0.06495340538370752,0.0027670367175168203,0.02585947560150341,0.09089725276374731,0.025514043143318812,-0.03116760617227529
MTMR4,-0.056625967259883225,-0.033011799344006415,0.006684805250422398,0.007325016594904138,0.04359667347308556,0.0026469127940716526,0.060587832122584104,0.053862614019073385,0.04611002577902093,-0.09603270758746935
LAMC2,,,,0.05697754847163698,0.09364641230666534,-0.019808100859122463,-0.017806916404530398,0.06412369824253818,0.016000892169808604,
IL10,-0.009893463435553227,,-0.0557300078154257,0.06268855063764468,0.10733601528192765,-0.019106815544837594,0.07599297238160081,0.05859401489083694,0.0344478645964032,
SEMA4D,0.030418359023221823,0.004556723023012515,0.005799114247620827,0.09389836519929429,0.12342328192847593,0.03695002079706312,0.06892692547029365,0.07043709889836479,-0.005702788053223058,0.08793264156816312
TRH,,,0.046343550637495005,0.024344264512527306,0.050126089517212175,0.006747320682322763,0.03422967090660772,-0.030633296216126746,-0.016194279074415834,
SEMA6D,0.04898624675610958,0.03423121626957057,0.04881893403116159,0.025746182044959605,0.04223071688807102,0.011416448373569971,0.09274955542209563,0.08520541297546645,0.0782969347087266,0.06120402032086857
CEL,,,-0.06345066357195268,0.054079952018448105,0.06889848518186031,-0.03861222237537988,0.015246775570060779,0.05856514833741206,-0.02702144322325969,
PDCD1LG2,0.007901128836994682,0.048224827816766166,0.06182227925749446,-0.022378805722372812,-0.04186255156574765,-0.04970938626896649,-0.04381614979693029,0.09272246641370152,-0.0322657883066665,
SPINT1,-0.04650341055809671,0.014611280283222039,-0.037197312630668014,0.05282767821040684,0.05674599522624848,-0.01217121347683854,-0.030419930078941417,-0.006744431450926074,0.04598419128654297,
CTHRC1,-0.024670774844587268,0.0128561978889769,0.0282973779356261,0.049341868013639024,0.0011448752398011226,0.014051939321481919,-0.029003765333779442,-0.016153338083706417,-0.03234286978962484,-0.0605778132303362
PODXL,0.04951989457454924,-0.011698026805919559,-0.010509056428371317,-0.011061561322440865,0.03734983771114903,-0.04135118750131601,0.027323103322542713,-0.014515580213346759,0.07217676158351237,-5.598692170771163e-05
JAM3,0.001989249721879313,-0.0007978298415315914,-0.024786943370623517,-0.06546730396327724,-0.01410118859871722,0.06106562196553131,-0.03056966507510819,-0.013877750740295921,0.03234822500470377,-0.002507915738163871
TGFB2,-0.0767198764097266,0.027429778183498604,0.05407369843605158,-0.05802345027108217,0.022102398171457628,-0.010894045476109568,0.007223869579286094,0.07263208819888936,0.06921684486029993,-0.011588357871110653
COL18A1,0.035245548383879916,0.02969599608798124,0.017237180066195422,0.002650583674162924,-0.06825338160610524,0.005837241487341891,-0.04355135710888286,-0.12662785679296468,-0.06450881649968758,-0.03853672691288232
NODAL,-0.015840203306864455,,0.04269128178944427,0.17473298152848374,0.050054531484199485,-0.02979774215928632,-0.020363544451994335,-0.03198051502753275,0.041553780431117064,
INHBB,0.025947559421396437,0.10946696857122139,0.04376910009592652,-0.0949057102876215,-0.007500018267207681,0.018133687375894245,0.009226762453905892,0.10663664942681202,0.029233299908679195,0.02315108725308529
LCN1,,,,-0.027930464229810947,0.016371063165518472,,,-0.03097805646942426,0.06584067528223614,
ARF4,0.0014062166407894968,-0.046902599671906624,0.09336064680226651,0.09903010118499146,0.10441834848809818,0.0493181980734493,0.009306138710019998,-0.07103409260484504,0.011692779972270827,0.09646602660229082
CXCL14,-0.024164817696202604,0.005172102424361752,0.06014229911904012,-0.11815690481849908,-0.060234079046363125,0.019270952018832114,0.005370646775169603,0.051603950351966126,-0.013002171461533487,0.09563286760290264
LIF,-0.020044868611754536,0.03815643973290912,-0.016934015352003787,-0.07297861063759559,-0.08106873436265868,-0.01671054850389065,-0.027895474404966356,-0.001466982068251042,0.028625401634636227,
IL17B,,,-0.03078918384848454,0.06967662030335625,0.15916817237562728,,0.064484827073879,-0.003227680102933635,-0.020058003361584108,
MMP1,,,0.027485518347103586,-0.016336308159168218,-0.03561321184798569,,-0.01834523806717247,-0.06075232285761717,-0.044888273725566134,
MATN1,,,,0.0027413400936670868,-0.03821620549252626,-0.020036851274462312,0.11741339999393736,-0.013351664539882012,0.0096550931657068,
ADAM28,0.025482703607948784,0.02116201577710327,-0.010975249090955944,-0.034711608427577034,0.03345590744289607,-0.04899335500011401,0.019232304513917678,-0.03232868181156017,0.00893257786210031,0.09896321677647452
TCN2,-0.028798654989333046,-0.010904254869538135,0.051949202412252114,0.011567090105452338,0.02156676358561907,-0.01402135396074275,-0.03519029719570821,0.06097237039305205,-0.033968746948423195,-0.04699396636666989
THPO,,0.032979769879187715,0.011597956578724361,,,,-0.02264882752945005,-0.00947161109818074,-0.008893777001580503,
CUBN,0.1079566108423424,-0.03504646073432947,0.027163066811463406,0.029273599191208356,0.07055997092602687,-0.008448620605450822,0.003711177667908048,0.09806239365757355,-0.0373499233082006,
TIMP3,0.02485239788915484,-0.022125788090472893,0.0022801662152284736,0.05983229983646212,-0.0028960494243225913,0.008914059738356822,-0.048783123672652834,-0.06532996982835204,0.004602192193665381,0.054426251307139656
PIGF,0.030860978850692177,0.018850735493171206,0.026234656775121525,0.09501546613447806,0.044165928532587426,-0.03913029388275998,-0.02394263517238699,0.07634709130727146,0.05113547284982442,0.024986363102431745
CRH,-0.019879413382107497,-0.008644963026144861,,0.028570384717788402,0.04606793932089357,-0.002611016278272726,-0.012349997421296293,0.07925356711452038,0.04129911375573161,0.10191868746913418
BDNF,-0.017783305748501087,-0.02565106295458886,-0.03027794555046234,-0.04208103359520182,0.007215883824816181,-0.04292912791728394,0.0006283246628488974,0.07957348624996449,0.06415585517804785,0.047704063921599114
CCL5,0.024891356932317775,0.002094526751189327,0.03575910363579767,0.013701686449070584,-0.038167142876825086,-0.009854237300854062,0.06571521516092613,0.03123485504501393,-0.034362430879314405,
GAD1,0.005944805438136683,0.0395962648299798,0.09506735965889673,0.020495939189524134,0.11115190786056406,0.00668028956952602,-0.025550790173423595,0.06222377732980774,-0.027713931773888346,-0.11602774697582842
COL14A1,-0.024806999273802817,0.04688016577140158,0.04162363171524881,-0.02370356013132699,-0.03526923042490478,0.013801051181043852,-0.09942720371484688,0.010327485898063688,0.02910360749624902,
HLA-A,0.03792424602413357,-0.017793350939682068,0.02522924983552441,-0.09820071721691952,-0.1143581383836854,0.005853200754213735,-0.03196747775835498,-0.10116048393320101,-0.00430283548863677,-0.013004629956328824
CD5L,-0.021910333638240735,,,,,,,,,
FGF18,,,,-0.02873481997070833,0.06816936232024937,,0.0034460304206022875,-0.002762341533304265,0.01565024694934002,
ADM,-0.0301139616418524,-0.011301470337482933,-0.03768799314940729,-0.04796122284656025,-0.11684609869347307,0.022224676269533953,-0.07058095856444689,0.011213606953447912,0.05025644992418656,-0.010114675237193192
CCL15,,0.004694854224404938,,,,,,0.03789956519911895,,
GNAI2,-0.03241472195472034,0.052106379174414186,0.04806767918813002,-0.002799882925855156,0.020300021513565372,0.010430108684609325,-0.043835275835021656,-0.013685658412148548,-0.03926389224898563,0.07583560456145609
HDC,,0.11131839535038263,,,,,,0.05821589103896258,0.008786687924343981,
COL11A1,0.0027883551749047024,-0.013926051506903197,0.04189630068472632,0.005771219336219092,-0.06249299249163023,0.04783105298708961,-0.09524191456057311,0.010558658890448122,0.04196910828240358,-0.055062895948231355
NUCB2,0.05211739452186352,0.0009586962435187593,-0.08394752108108841,-0.020915270492557123,-0.0428208641908011,0.05343977120642927,-0.026182760426280587,0.04099524509748786,-0.046942486837276615,-0.022447062013629483
FGF16,,,,,,,,,-0.018011629088377747,
CXCL1,-0.021325856430265088,-0.019233503314906697,-0.04715574643635615,-0.07672478983036389,-0.034492813422402145,-0.030118313396448788,0.0021954221267517326,-0.03501273473268058,-0.03144020695393083,-0.03694785655173074
VCAN,0.00863123707593357,0.010591246913522067,0.06676377768074046,0.1183843844805734,0.12189503773003006,-0.030216360176390164,0.06387237960295318,-0.074090447355399,-0.039801460032435704,0.13527442486019417
MMP7,,0.04385813193185178,0.014921233848853067,-0.10084764564349562,-0.04099038892680924,,-0.059738914756543054,-0.048447263439963764,-0.07783074855077206,
PTPN6,0.027334237645639206,0.04872949818746557,-0.051727138673448414,-0.015307531597152377,0.001106347522002177,0.011809122064223056,0.004070750684321818,0.0003944626533257652,0.007325181261561247,-0.04178664238699968
PTGS2,0.014599163146962009,0.0969110432265523,-0.011041169569798781,-0.08029979386589846,-0.07398867224006915,0.016756617069162493,-0.013834008635719116,0.036690542721858475,-0.013189789185512718,-0.12404057491291644
XCL1,,,,,,,,,-0.017174511688024748,
