,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.0874544206930939,0.026874703744192534,0.01686369200833008,-0.06737120468961301,0.01990908721665902,0.04437267769892983,0.002230278768270558,0.08806769056143386,0.022539056835697104,0.02020585083656076,-0.013566230199115532,0.02490535788869395,0.006246425223835419,-0.0065382236724475205,-0.03159787709396052,0.04002406252949481,0.1117246433967947
CSF3,,-0.0243644004744805,,-0.024416532663980424,0.04259253845599362,0.018621482357468293,,-0.025153778550843935,,,,,-0.05741361092234098,-0.06323532443082408,0.0358642963303367,-0.02537795276423707,0.011826082130200243
PI3,,0.06343541567047262,0.004730531799593354,-0.057846180727980964,-0.012414166623707703,0.10315047667589838,,0.027846420980700743,,,,-0.011923419395168014,-0.08747008291281659,-0.14943505390064127,-0.019312947488766396,-0.04596271545307611,0.09374857657207607
PCSK1N,0.05212281712164573,-0.047019658284262786,0.0027183056882841084,0.09642842459697794,-0.04516413624625698,-0.047494558876994414,-0.01464546627773602,-0.019957240183157258,-0.02378417424636556,-0.06582087730397489,0.02777402706241171,0.16817550155853178,-0.054666391902570714,0.006432395154482833,0.10059738127638428,0.03625477403155973,-0.09897487951222711
NTS,,,,,,0.06153905961441935,-0.013329005109307882,-0.03091701962133886,0.0016966206746445,-0.056691490870948276,,,-0.05153392332059104,0.016717712429758412,0.01797046670438297,0.00261198338150407,
SFRP1,0.002605773924931882,0.008136123636336583,0.03084751353068651,,-0.027074447995204778,-0.007051632210929882,-0.020893370929759264,0.07232975638161177,-0.008228849526585875,-0.023744101964106874,-0.03076784822075141,-0.030047578515767233,0.026466556778598885,-0.03813006523627624,0.04501579913482451,-0.054488832877907394,0.03628382552646638
CXCL13,,,,-0.017729291746371462,,-0.022746878349176585,,,,,,,-0.03997260947272722,-0.015255218757097027,-0.02307187883513917,,0.09469417177217163
MICA,0.09046774833140006,0.03459435457420775,0.02222508155770616,-0.0015527851523477344,0.01102462698441278,0.12038410918897918,0.03730776020358383,0.11410992808033205,-0.03145233982125393,0.048357523100072124,0.020817958018189173,0.01773454839316171,0.03804246455650894,0.02689894843774529,-0.001993500209657901,0.07126575331264516,0.05682407025153251
TG,0.01773482487625267,-0.038551297708705454,-0.03147593306756056,,-0.029217618906513726,0.003332536570813286,-0.015385185598828992,0.007353663089093484,-0.013378611417638507,-0.00011467596853814856,0.02743137102364172,0.12467129558209072,-0.029352231173800338,0.05978557160911374,-0.020977851752254105,0.0828696729207117,0.041789196470476415
ADA,0.004417626592297534,-0.014968685967272834,-0.004274701282837126,0.07929439763420505,-0.005801437414121249,-0.003001348378399479,0.03197722981295496,0.11230012581034175,0.02109139061053712,-0.027907391268390553,0.007656172477967854,0.022710965607849836,-0.029220641305516132,0.06880527270587776,-0.040737531429941645,0.08677027867529681,-0.027972375419180854
LAMC3,0.037703755160471954,0.015298537800216573,0.027597495307240164,0.002965521865304646,-0.05058545855638598,-0.010745186798701916,0.03734175421833552,0.07359147232097424,-0.005948888956807286,-0.00044371236248815665,0.08177317129491915,-0.014394381267585845,0.028028379863849998,0.041512986749113655,-0.002024093075297686,0.03833442111837726,0.06020831737467513
CCL7,,,-0.02087539065263237,,-0.02112429178756345,0.06860863173025497,,,,,,,0.03329389194081776,,,0.07951916381139516,0.028791307464350477
NGF,,-0.0075014005856712355,-0.0257364125614745,,0.030215707510802995,0.014811787320687922,-0.014681593629974038,,,,,,0.11603209634213302,-0.02707608657877969,-0.034596497368677995,0.013694514646720203,0.15529954280568378
TNFSF15,,0.033563238135710584,,,-0.011373586257342085,-0.02232900006550552,-0.017826673357450255,,,,,,-0.004108128026336649,,0.053777569514208194,0.03996868521027928,0.041583155683481615
HMGB1,0.0006496191498906959,0.0021856352488929527,-0.004455901078556072,0.13522747274829466,-0.01624943939058151,-0.027363204996850493,0.05497932348423798,0.12307608991292429,0.01640261331680109,0.015226825638307814,0.005898356938173205,-0.06064350249187217,0.008796919660030083,-0.04929064968593418,-0.020735545995935516,-0.04868895530984467,-0.029402118758209153
ITGB3BP,-0.03473288920374552,0.028061936797745428,0.01797134719745644,0.021499403959341395,0.010628394817617437,-0.03351752992955504,0.11106621841819457,0.10209107874584505,-0.0028490642734858166,0.020377239715936676,0.005795857950778098,0.008895874879521388,0.026566970614948792,0.015423301740112135,-0.02319234056255908,0.07584109739847089,0.04106336187639662
AANAT,,0.030649214325274347,-0.030287015868021017,,0.006264830649665334,-0.0016002246380224796,,0.013517680002669237,-0.012031463432730795,-0.019807699508133485,0.05515891115383178,0.07524639187843087,0.016524973394090085,0.040155623818086926,,0.03382480255224764,0.007646687428032013
RELN,-0.019154048858707577,-0.02223158613732869,0.043241790931085246,-0.027496746444617255,0.011300612297932533,-0.02037731636355156,-0.033790732726602525,-0.053482143455543314,-0.02648939870959768,-0.0221851407385689,-0.020462012571888052,,,,-0.019118800113320386,,0.001049635815192102
IL15,0.03155354879620507,-0.011047569643007392,0.012710374818113246,,-0.01118740810323994,-0.0026095769039828883,-0.01268473787731108,0.07425399059217706,0.07454748595035833,0.04079787556878238,-0.017141907265484785,0.014674665733873344,-0.02021854590893193,0.00721182364930121,0.1314430831730145,0.04032875864705463,0.043352270879810764
UTS2,,,,,,,,0.04623049098195628,,,,0.006791506870932722,-0.02473397810208868,,,,
BSG,0.06958729964175567,0.06427973945242846,0.011487489954274194,0.01032006988762341,0.04627873723500768,6.386659974679455e-05,0.06975881213289872,0.04752861539388051,-0.013350941113173262,-0.045600697715241924,0.02509420675913887,0.10428387725831613,0.03711349676331018,0.006319814374099535,0.006904100382079301,0.079187561044034,0.10843498796454339
ADAMTS3,-0.011003009233501499,0.003444890963454043,0.013155423634708396,,0.05064646074002042,-0.0027963406072671706,-0.020431443185400064,0.17205487663801958,0.005687841324405841,0.01670113512182315,-0.0167758572065873,0.029000675933295236,0.01816377149232714,-0.031031488471281603,0.05313099072544166,0.019416601708366694,0.11430383697645287
CD34,0.003338836959787433,0.011227436822050883,0.01350432820904685,0.05274357281947109,-0.016053823142601786,-0.02910361878759316,0.006515722696492161,0.08307204407577512,0.030679517152678647,-0.013399074647494012,-0.030768654581144132,0.058816207444080885,0.03593752711558258,-0.006033755844914954,-0.013489442756693797,0.06631582482335975,0.00808934779466928
CCL23,,,,,,,,0.12465177467343894,,,,,,,,,
PLAT,-0.03790760957881872,0.08061444303216007,0.0017073398686087557,0.03586823309249517,0.009161212903054375,0.02655143936982404,0.023286064164161988,0.13185476848294225,0.005213747142335081,0.018939735122959035,0.0238803057070101,-0.042501038695439725,0.05534713239455687,0.11771822926226318,0.004067531074229718,0.08023475875846926,0.13451752035924125
NTF3,,,,,,,,,,-0.03197435222242916,,,0.007575296247299398,0.14080787585478852,0.016093599088801428,,
LTA,,,,,0.005852823946283957,,,,-0.011587553160305459,,-0.01714190938148982,,,,,0.10431836901729341,
CKLF,0.003914959916146461,-0.02971892244787098,-0.009397389650239042,0.011308663455197286,0.02706899726977726,-0.02525855560421539,0.07847168941020431,0.16847196393430927,0.06825230232436007,0.000153351202012241,0.02119725751590777,0.040576169700217365,0.0509888182498399,0.08476191483045516,-0.05905881583112536,0.08959156844462607,-0.0034042298620479026
CD24,-0.0004510869064241039,0.008005541150013723,-0.006500786733792581,0.07938050955564234,0.03053025804553203,-0.011972174599339644,0.08556725417901102,-0.024674618827922816,0.03835905336160768,0.08435556214581917,-0.005734727811773047,-0.021133926055848094,0.013765766112807385,0.050372560950688844,0.07085922770770589,0.012121470727660373,0.04301940287892773
HSP90AA1,-0.09788219713731666,0.05835444663309192,-0.053372103382460775,-0.05310546564527253,0.008866710837935029,-0.015167418039434152,-0.02439921943373554,-0.13813529748420686,-0.02541856475445963,-0.04199439729884651,-0.01740695104917711,0.02632157338594602,-0.10789697084551712,-0.1599160634113974,0.024190727512250505,-0.13218605170900832,-0.02828873282162533
BMP4,0.015083327850213121,-0.06030028490258802,-0.010040325133793031,-0.04831952215765054,0.03972558461151495,0.02145823456610054,0.019289242931821392,0.052745306416772615,-0.03323646746246828,0.023136702847622443,-0.014606677285291258,-0.05302173721921655,0.06028826552347639,0.026847947117715244,-0.047297184063521555,0.02394211542012678,0.061517964581122915
SCGB3A1,,,0.010986624594212699,-0.026098858857164033,,-0.023960155697006484,-0.01619229224663965,,,-0.016707988268068522,-0.011961397674132906,0.023568746230604246,0.09345422594602129,-0.010724800031750688,0.0019996222072720007,0.003895763922779259,0.0786523701510994
IGFBP4,0.06615918913783846,0.010465034205613614,0.005697715719580093,0.04338764663551331,-0.0680014030304091,0.004247651553571192,0.03083186901873971,0.1615225098007065,-0.08298499013334142,0.054602096002092475,0.012466628996142454,0.03667661125488507,-0.0017000144659014649,-0.061510742820596674,-0.017133483111473845,0.08793580343927795,0.06196432258972634
RSPO4,,-0.03403634680772553,,,0.04225898173386967,0.041366022660678126,,,-0.013477029757715937,0.00018463726811527973,-0.023778526994273057,,,,-0.022136722989812625,-0.025014934798671912,0.0446044762973004
LEFTY2,-0.0027448706618075002,0.010980329277421179,0.06845394676629668,0.05316523325169394,-0.02229326335847413,-0.04292315008505182,0.1261853679337203,0.17583815950018045,-0.02410893107720621,0.04331313749594464,0.0107471547627335,-0.050035361758691804,0.09604952674724859,-0.03155681151971003,-0.030104480784754736,0.07367038001745381,0.10889631212608003
PF4,,,0.040804275829082214,,-0.0017837362486955955,,,,,,,,,-0.025155236615165645,,0.006721680334208178,-0.03130074783248741
ANGPTL2,-0.053186376943579916,-0.044732740715263425,0.009371064298977454,0.030034748101356368,0.0008863681125662289,0.030715707341442865,0.08346380695741007,0.14868317395408845,0.00526934566228448,0.00833840917131329,0.01986261279093401,-0.00241988393017108,0.04805321342946864,0.07427564807835825,0.035610418961973776,0.055040348916700815,0.15607809695341593
LRIG2,-0.05259237253462495,0.015269497825875526,-0.03806205489166364,0.03931820213128636,-0.03670892368715431,0.012632887358054871,0.024352610237798295,0.022169288724464803,-0.015049715146265557,0.04399625351449495,0.026094594718832315,-0.01960946842956919,0.049934851610777785,0.05948157815836607,0.019272138869911137,0.1105345095282403,0.006086282565511944
ICOSLG,0.010337834571065595,-0.0022947524438275734,-0.010439353352191674,0.0018469278838157735,0.026744623772761628,-0.02360083444571358,0.04580878459640626,0.033625927858438064,-0.01785935672774157,-0.004142942090130126,-0.01125268398028709,0.06783617899520669,0.032483961296130556,0.06059074383702263,-0.01470559492606279,0.06436208744442166,0.059899695541915925
WIF1,,-0.0060766922962942555,0.043933342372152684,-0.04232227907865755,,-0.0022456846321050107,-0.05566893174242933,-0.06034878794377472,0.04280307317943617,-0.031440970011731725,0.003705289464007359,,,,-0.02057822822421392,,0.07986295135108738
NPPC,0.069510567942048,-0.049697594440080324,-0.026871581078669795,-0.03274317880459644,0.02140810069329451,0.08780784146384737,-0.03106485543315152,-0.002206154510474038,-0.02028690954289496,0.025702238563674307,-0.021704600507933425,0.01414076889458376,-0.005784694263678849,-0.04759539408309624,-0.02467436381862905,,0.07092968081667915
LYZ,-0.03445178122239183,0.059358491938742965,0.007247168080764894,-0.01312441007067865,-0.026344421634335244,0.028477542830222944,-0.03629089020267677,0.06507815444340515,-0.003066552813559255,-0.05304554525263598,0.05322792927090494,-0.027033853529926363,0.04896437406874712,0.012445253838901344,-0.0543873887816932,0.03523856716287866,0.03222300764053301
EREG,,,,0.03633286601599919,,0.02712176129023366,,,,,,,0.018276719475024843,0.0007382578611865473,-0.027571661710521427,-0.01954402002544631,0.05489131460434798
SPTAN1,0.01991370376703302,-0.07666770781257563,-0.028706179814396472,0.08708473134278227,0.008481462914099937,-0.024094102540722667,0.00511041521932749,-0.044314100699415625,0.03482453605420702,0.017123678853444724,0.07308256500657605,0.06702980108005738,-0.03473375152696207,0.10031826372219316,0.021664706844179236,-0.06033789939019818,-0.08668130004521729
PTH2,,,,,,,,,,,,,,,-0.03520476422467924,,
LIPC,0.06843478195705517,-0.01678666225026059,-0.02651124619545046,,-0.014856451217343268,-0.026773540830616425,-0.019670775911219945,0.026054785240018325,0.03479381407308693,,-0.02692833661903248,-0.052272494165900525,,,,0.014271744967417399,-0.006202773970022446
COL8A1,0.04540386205585101,0.07180406912877807,0.03891135647317124,0.0386166681169849,0.044283062292478866,0.05415132552696834,-0.0021475203282745915,0.043646897759121644,0.0001270298708104644,0.002536420300655192,-0.02883226863146133,0.017934901563679495,0.11178531354987731,0.08737863448327766,-0.06915062192541707,0.00803112687828698,0.08148568065411514
GSTM2,0.027399831754464768,0.0033118854257989582,0.020938915899926188,0.01491000230761513,0.025370330648577598,-0.024580444541457098,-0.010726653908345507,0.05992533820129522,-0.03204221673985341,-0.04279075651736229,0.05344645087033142,-0.04114949288380475,0.025620411840289858,0.050996544663206876,0.0038972200012097422,0.07062583425972808,-0.005826404405472541
IL4,,,,,,,,,,,,-0.02846918463881542,,,,,
SPX,-0.01740958895231621,0.021521995389636558,0.020944345294249017,,-0.048777987588894,-0.05369685789370401,0.07459185606565678,-0.0032457533889898005,-0.0012147942795004232,0.036561148272248246,0.01760823764772298,,0.04538082526423548,0.08570742962334657,0.03734790565860277,0.015985415762415495,-0.0960144527703587
MFGE8,0.004998481422981577,0.052031239985690786,0.02008128850595912,0.0140565417418985,-0.006455685210318027,0.04974344305084438,-0.03266311532913484,0.08487412131252826,0.03842425627198116,-0.03449306173461222,0.0058479362765968025,0.11387995912298428,-0.028772280922583948,0.06517438185726784,0.01783877980976464,0.04743256670062242,0.013570790817348737
TGFA,-0.03607268058117938,0.08631895084082798,-0.026027127026891046,-0.019470774561357915,-0.024503114328972793,0.011909033093448155,0.010687137532664231,0.011965617719852597,-0.019772176328052147,-0.039621117202820806,-0.02340999036598575,-0.0612242918915413,0.03197284026619454,0.05690274885987179,-0.007286842624871072,0.0733608472256598,0.03692521385211399
SLIT2,0.09126352541806605,-0.02207470541517868,0.021987874106098152,0.16946503260329107,-0.011922664266269414,0.009381839858302817,0.07153411365448817,0.018365249707456684,-0.034681348720948,-0.010523373080982997,-0.029457790165830333,0.06654872507351045,0.060929416851569704,0.02432025015774108,-0.013328010961676977,0.008137478771448494,0.1006369536935416
PLTP,-0.01734914272294788,-0.06018050760302637,-0.01597315329517685,0.05113487908559527,-0.02639006510805611,0.13079789915791373,0.01802972846588001,0.1261280272752385,0.009150524975977632,0.015856460634050086,0.010678498299998347,0.09913362458602237,0.021615930021817237,-0.047597386024726865,-0.07756952310470205,-0.017792042001809037,0.03719293902566981
APOD,-0.022637533530021306,-0.0027935998257114848,-0.07524936684122772,0.09025466124040178,-0.020869567328573185,-0.10200402904910003,-0.06910491564910207,0.019889543387361295,-0.0018066652998811757,-0.008261672678002086,-0.005425038746225458,-0.01706442411633004,0.08821044207989595,0.11918984932665513,-0.007939109996461429,-0.0951210592003321,-0.05950123196102609
B2M,0.00029103354086650073,0.03727861881979753,0.08477844258336126,0.016479749356488327,-0.03618829274281403,0.0647522900775762,0.016987488301441863,0.1623479269712865,-0.022383598210500767,-0.006877363760607591,0.042324352525884595,0.10589625991874888,0.10600539243663105,-0.013512645293563712,-0.07247368722699155,0.027527699523061135,0.07492777763565847
OMG,-0.0059270869429769125,-0.008392513424683144,-0.03847340948783271,0.032327434950555074,-0.004847556377283441,-0.08944580112259708,-0.0693832040711434,-0.05850768311571481,-0.05896741538103305,-0.006765694455366176,0.002873276536581569,-0.0017216428012993706,0.07813906545140611,0.10186166004522851,-0.003502863896651862,0.05752270163143828,-0.11146664816212142
CXCL3,-0.018605938494795676,-0.007542049844480064,0.0476250204869224,0.0020623852031850334,0.050566738906799504,0.09743520625886747,,-0.004292409592736326,-0.028999529054539886,-0.017874013153132955,-0.012345278921147401,-0.011882835993842693,-0.037433514264000115,-0.018538433928996234,-0.04655926638533239,0.06869175619234077,0.007876129881951485
CXCL10,0.00822751883986283,-0.040590579635804994,0.08445427850745946,,0.06778565318805563,0.02969724346782915,-0.017338599649932507,0.0815022552018835,-0.0011506493798257161,-0.027151934209030646,0.014075799272225398,0.020809213096104482,-0.021488285460636646,0.0669737350477436,-0.005540005571165734,0.004478548730586944,-0.012626554228856295
RSPO3,,,-0.02835656293771413,0.06107112042898741,-0.021403463123945383,-0.026773524323415128,0.03015881489897876,-0.037257179766981674,0.008130849430174381,0.012197309180937433,0.03877083105239369,,-0.006217433324500563,0.07761255993307058,0.021229552814576697,0.08334022162520471,-0.022886635814420988
CORT,0.017032354231285556,0.08813395349809336,-0.021210167745210992,0.047716773580170464,-0.0020144567309478773,-0.03249371417245667,-0.0018973039100051434,-0.00909173537467062,0.017689750837902956,-0.018025327591083704,0.006768830531736783,,0.038302837967404066,-0.02632367657509982,0.07765317030664962,,
NCAN,-0.01885279235620519,0.011976364867114519,0.017179129411047066,0.13331592415115998,-0.0668589497558005,-0.06256212228166307,0.020285361398927504,0.08272713212055163,-0.00453398260367317,-0.001228692273820408,0.056760310009929454,0.052410030075981655,0.02924932391725042,0.1266485725282579,0.05413524192765492,0.02409342585404809,-0.0493044285342872
PRG4,,0.04184179459542002,0.010970509871252962,0.051423718290083235,-0.021124295079470747,-0.01916974729367571,,0.12843249258805525,-0.01722310901263333,,-0.015082908858325911,,0.015273619192017671,-0.03884219563882768,0.011121222517852651,0.020782199836611632,0.0456521306543046
ZG16B,,,-0.005589288567498018,,0.05872576794536993,,,0.010596697510593401,-0.009207362886350112,,,,,,,0.03738301621623151,0.01585549890585029
TGM2,0.019246776634968897,0.07639486113557888,-0.01859230515204307,-0.035340979126821666,-0.04460237421067873,0.05673882820237789,0.01835082167508501,0.06337655733106047,-0.05142028744765194,0.0389835518258725,-0.007392032307001451,0.08037082620364386,-0.036514720752708056,-0.05869498073610527,-0.020107926315372955,0.03903401833108855,0.015145974325467526
VEGFC,-0.02310427208216921,0.12113927445836029,0.023827792180517133,-0.006022887371087748,0.0076908461195730835,0.08196626442695104,-0.02600386565821286,-0.02399823359966847,-0.012814679482481547,0.08105196826489747,0.006381343196692218,-0.03472994266397116,0.01945881316105573,-0.04516905941323245,0.02213293058216217,0.0899719688221603,0.0347622548456404
WNT6,,0.053128394044013316,-0.03368198132583268,-0.055752164310179285,-0.018713913848109737,0.044596080445555096,0.10262878883415982,0.07667636653325925,-0.020490657698756486,,-0.01343397973517922,0.10186219748486909,-0.0019304002300798771,0.06808426643081983,0.020070329465932235,-0.04525462249133868,-0.012338790380820865
NRG4,,-0.01823179181842419,-0.0012204175124766973,-0.018301504323812633,-0.025709233461038115,0.08445866674505617,0.18980451401767096,-0.0006034707141397279,-0.017688834909469545,0.03529146075550553,-0.017957391249850334,,,,0.0222164499489891,-0.04005963333894288,-0.040159066904609624
PMCH,,,-0.022160114962052568,,-0.018553366582180247,,,,-0.013477029107303687,,,,-0.033651983332222975,0.033327932952489744,-0.016830646078411816,0.0408501169816015,-0.0015696254954779935
COL9A1,0.03507014931219443,-0.008594354616131757,-0.007615551088237085,-0.040519966842256776,-0.005355233841616272,-0.006892225104965782,0.09428161332080087,0.09626975422354925,-0.024676935075396696,0.04128148468339086,-0.020462020420370652,0.015390759472210804,0.0525425814191298,0.04569024444979931,-0.028119513422669197,0.06600130445662868,0.022157580022620346
GDF11,0.026343645086376346,-0.05641553822021757,0.018739410431373137,0.014370570314784309,-0.011363519409813767,-0.04250561438095881,-0.005553330321079282,0.12188839332767024,-0.024915373325599132,0.02769821129688451,0.013879809622753935,-0.0026843752472117516,0.03265714633321667,-0.0007416211729759372,0.01322996164316941,0.08977150229969309,0.03970006794750677
RAET1E,,,,,,,,,,,,,,,,-0.001862690709254132,
IL24,,,,,,,,,,,,,-0.02509010786300844,-0.024754149156729365,,,0.0575216791939515
SORBS1,0.04599282584142113,0.036169780243719085,0.07326832735712122,-0.01643299616771435,-0.008274831096934294,0.06304867524301379,-0.009572718513810759,0.0005659492033204961,0.020583515040730763,-0.0008365299569226679,-0.05829630000470014,0.019378776567078745,0.021280665994221702,0.022985757984454888,-0.02142856457982295,0.00555375294727221,-0.03377312522477875
DLL1,-0.07069173264666925,0.004075155108374367,-0.025122947370344213,-0.005855338784848341,-0.0493494202721875,-0.012031500214749248,0.041249070762274395,0.04809920684565824,0.014774345024164783,-0.01569897632109804,-0.051017174608349064,0.031112871604619587,0.09561417157717642,0.12587172374015557,0.027259459399730006,-0.00010947506631864989,0.08415881471949713
