,MGH258,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SFRP1,-0.03112156800638134,-0.005377196461988853,-0.020291267701170144,0.026370698187598855,-0.012232820607497174,-0.03702397941757505,-0.03077921850294649,-0.1398856686037106,-0.016950619250812704,0.03840611229820491,0.15313227931509246,0.11847702817690091,0.049685677850236094,-0.06230822651381804
CXCL13,,0.03701046914221832,-0.020108905423185452,,,,,,,,,,0.030203083626317576,
MICA,0.04745044428731755,0.06162598310384539,0.022810645762893402,-0.021672592105903568,-0.07087765957309904,-0.019988520212078587,-0.03377453384040923,-0.10548599461412662,-0.0014515556902476442,-0.03596653210756393,0.08295340167012798,0.06708001912015132,-0.007386874756470197,0.24314996410322007
TG,-0.024771102177622975,-0.019440088848941064,0.09928067010508913,-0.0037265557541176137,-0.034724188810843784,0.15136075844193625,-0.022274786543772383,,-0.027233688264371343,,,0.019320212002332807,-0.0016405955873268104,
ADA,0.04983974261627955,-0.016091589830524826,0.020048422703770864,-0.018917489268413315,-0.08767548698528951,-0.03805492519931693,0.02440086327079113,-0.14350093435125183,-0.034854148036936726,-0.021741971337860513,0.11142065772599387,0.11194763952827542,0.11344307522546908,0.30785094698031734
LAMC3,0.020095274667559223,0.059613044310926545,0.029602451463719617,0.020087981038944342,-0.1018440487862295,-0.018579735083585066,0.08183339113461491,-0.04983816512751895,0.02332992636533935,-0.014736804574863373,0.08129273241183532,0.1606157744853123,-0.03592134870778861,0.07307054598147844
CCL7,,,-0.026660695942108004,,,,,,,,,-0.028143520849985868,0.004764446090381425,
NGF,,,-0.014661489745206197,-0.028451246501453954,,,,0.04658133692936727,,,,0.1414177534886066,0.07075222862707405,
TNFSF15,,,0.018682201783629747,-0.03454605070652782,,,,,,,,0.01821219937292127,0.013120964442398304,
HMGB1,0.07356080098900257,-0.012827489993019948,-0.018299103155520628,-0.030126684129130086,-0.1560534957505991,-0.06482196190205478,0.013432365982803283,-0.21063355610523382,-0.028293065487916685,0.01371187410208405,0.044895072901329124,-0.07829179166011732,-0.009444936671053979,-0.06956235640415741
ITGB3BP,0.004767143511788609,0.0065024785544173505,0.008129103497744332,-0.029894198325320226,-0.11856817773367748,-0.03136918515659716,-0.06036387888808493,0.012080902705760854,-0.10347740223910447,0.03156235316707706,-0.06309088398934384,-0.016471360537209625,0.03588926253314414,0.13348635797967698
AANAT,,,-0.01778645994792003,,-0.011211049646774962,0.0645332092212797,0.02161358048003892,-0.04896503467376543,-0.024319544818236536,0.041436447676157326,,-0.029777018705406607,0.02936505639805914,
RELN,-0.02053590044048349,-0.01255122253707681,0.04094650114681726,-0.01421762780406734,0.10661944685962708,-0.044233416218386376,-0.04693017444050004,-0.04432745565558845,0.025188841163156075,0.047998805034390725,-0.04346801454025464,,-0.04543039568951498,-0.06770813563764222
IL15,0.026754591268459246,-0.011905140040907132,-0.028965842979837463,-0.008772262461249613,-0.0476716101702733,-0.012617286229242564,0.01880497633133872,0.04518518634177068,-0.02255525378783763,-0.017672326771002493,-0.008941503515006931,0.09557940759917619,0.03098309419303077,
UTS2,,,,,-0.07461084657368802,,,,,,,,,
BSG,-0.11954226887317985,0.004210235541460997,0.04149627401477116,0.0012215671135057458,0.06021866317608775,-0.03770964488230011,0.06549865074972053,0.27299002142538864,-0.045277691604373164,0.01305288687496061,0.10949441367969331,0.006716951424200369,-0.07761861053071428,0.1501845778124569
ADAMTS3,-0.05698780265455355,0.03081507802847095,-0.006937000326004303,-0.01177835903609542,-0.17006893756783345,0.05265757543392928,-0.004636166613081542,0.11856908358326608,-0.037479552259939534,0.03144888012356263,0.07396672731880817,0.05647180437478747,-0.06129418274642,
CD34,-0.0155296910955624,0.005393663016819112,0.0027574808649478643,0.07040546179228856,-0.1176496221765295,0.09442852996694745,-0.003646555625240305,0.005304473472387491,-0.01672539439335654,-0.019031166866930765,0.04209873061461923,0.13924783116681744,-0.017799723296011236,-0.022497388401602182
CCL23,,,,,-0.029529648474416973,,,,,,,,,
PLAT,0.03953977608661165,0.009883994121238485,0.027342611779307986,-0.04004596671779837,-0.11198296185959657,-0.07395218022005146,0.021790161645974308,0.03035858592108071,-0.011235259728358577,0.11302532288338882,-0.049614819642296054,0.03897748246996359,-0.024946429239986235,0.03491191150671177
NTF3,,,,,,,0.014879512268177603,,,,,,,
LTA,,-0.014296302444417042,,,,-0.019349516669351932,,,-0.022555256572068683,,,0.003370474973361055,,
CKLF,0.011194923421408827,0.011589248844850785,0.06466249037302375,-0.06213090308699143,-0.21837008060520913,0.033429175558692174,-0.01681502245958976,-0.12866952174685653,-0.1290727452967295,-0.05988774058449549,0.11440897266108908,-0.027888824498621657,0.01706973913012526,-0.0023380655050456983
CD24,0.05035816628124742,0.08131093817004702,0.10531991372288695,0.07715471696357222,-0.01431343361431647,0.04992920191150037,-0.027851674131379376,-0.06554789649038271,-0.0246585284897265,-0.042451031818939514,0.0836689234480929,-0.07197774094040195,0.05092416575863806,0.1722798849233195
HSP90AA1,0.028856675724106384,0.009290776404946577,-0.01718661521698137,0.11147017629733459,0.21268336314748132,0.06387268854428409,0.005395030337000447,0.3922023222395686,0.1832061254553523,0.052480883541715546,-0.03802689659120871,-0.11318577005604036,0.07362133081437282,0.15517615109455354
BMP4,-0.0075860075136274,0.026524672379505815,-0.03451749872599125,-0.054171794186867114,-0.008824135907148319,0.022390200564101306,-0.024040239443142517,0.030562702122120672,-0.0192194082061189,-0.05171536855861758,,0.056192635800606974,0.06486412510294862,
SCGB3A1,,,-0.021181478066564795,-0.03137880735182431,,,-0.021658381623568437,0.012094773318366392,-0.015738759755196268,,,-0.037746307707921485,0.021981921978910416,
IGFBP4,0.05793746195215234,-0.015186103705373278,-0.040276474647041725,-0.06710935336817077,-0.11891258809211121,0.015076756277477928,-0.056585846437769545,-0.07163344814637541,-0.002210847555804576,-0.004144629017588408,0.05963603515915678,0.18914991710902454,-0.07192063319767368,0.028383411243134822
RSPO4,,-0.023111605688784242,-0.024446868847434928,,,0.0028189880994638965,0.03026403881623308,,-0.03128769178075523,,,-0.0029951657881092802,-0.04024134859703241,
LEFTY2,-0.024526183395153722,-0.014471882789877684,-0.037945319453328255,-0.024728814034501084,-0.09603486347923429,0.0014011363027604386,0.0008358004216019543,-0.06623740673641863,0.02148616172074942,-0.010350331811819694,0.033601499514978164,0.09278306019323823,0.15535471642283963,
PF4,,-0.013004430143926543,,,,,,,,,,-0.01911451416453163,-0.03152332540024871,
ANGPTL2,-0.0100806658551695,0.02278273323964226,0.01973319752586374,-0.051496704953178235,-0.14933443895064286,0.028805947443546028,0.046686031078941884,-0.20093311793736682,-0.11666782724851568,0.03831634401965825,0.08385441324638797,0.13215388660325547,-0.0523481434714062,-0.06710971329707
LRIG2,0.014534332936036459,0.01449874954587675,0.03781785958192567,0.016293203566955405,-0.04957899444239028,-0.02796581585954472,0.02999281738525286,0.13562492564492346,-0.008917839761175064,0.02733309340092847,0.05694164686426562,0.023228356283135663,0.025761140750770732,-0.08073357210967129
ICOSLG,0.024963847166404363,-0.014288463374686,-0.022743381548899405,0.07878824574045566,-0.03983114819374575,0.10684450106939215,-0.01390435856159852,-0.13709246227264282,0.004569203318326926,0.060232173746314954,0.0816088186769726,0.09842448860717583,0.1370734244197896,0.020744645935425795
WIF1,,,0.009688405036528814,-0.02027767009142215,0.05722479689226344,-0.017366317601968467,0.054974678874337234,-0.011730327947918463,0.0584189587514416,,-0.05312484143078278,,0.026742774861151637,0.036621803338137436
NPPC,0.05180411535225938,,-0.007854679856443383,0.017717817028409792,0.027730239097146003,0.009469075838757926,-0.030099845788001952,0.02956661948991254,-0.10872970996004339,-0.032361075161284975,-0.07837463262776016,,-0.014200356169922341,0.01008774903558456
LYZ,0.05539069482476743,0.061684847618531526,-0.0252312773355848,-0.058694832689166115,-0.09518778971296062,0.02923357801901038,-0.011709821454888233,-0.23852783504109873,-0.05148839733089037,0.009774427992293002,0.15298974067180307,0.09672438459435358,0.0007706595280225271,-0.0453151828182958
EREG,,,-0.012155124763389565,,,,,-0.014680330772542861,,,,0.02890451214228937,0.023856222953584024,
SPTAN1,0.0043697083422772585,-0.006474769524287506,0.002006615119503419,0.08654734441951543,0.1258778096331914,0.03628911653226364,0.007842828460402797,0.3374031259655985,0.07067747179322645,-0.04579884231052403,0.06389674332068292,-0.008377795572732672,-0.031679763597312116,0.0944564038736124
LIPC,-0.03171442599258222,-0.0032937501738316433,-0.023668592768736934,-0.038119710191568,-0.03086602049907083,-0.007970372850494603,,0.0265291578264031,-0.015994497737678023,-0.02666877222931159,,-0.02478482386216511,-0.005878754462711679,
COL8A1,0.16059984352672185,-0.022803252710881877,0.03932794155732204,-0.07747885530685397,-0.03898073517152629,-0.013304497320635211,-0.021490413155964415,-0.17629487064744806,-0.09968735915192724,0.023277800494000685,0.09245388387630148,-0.02187765418357942,0.01292035631392882,
GSTM2,-0.04666446285202244,-0.028496065234932637,-0.017137167818582606,-0.020787026406932512,-0.072779658617606,-0.00193401830828891,-0.028771782933057374,0.04460628145612003,-0.015652878620713743,0.07145399115088909,-0.027037112276136515,0.05427647986488361,0.022015037205364116,
SPX,0.06685647504781211,0.036639322988632664,-0.03019764628808616,0.007875012532324345,0.02643129808948372,-0.006660438547671974,-0.018695958748599473,0.15088327449927863,0.13017388373159666,-0.013573310010862902,-0.04086015108820578,-0.012394374054342272,0.030041639428079563,-0.11863794371174703
MFGE8,-0.03968447675658597,0.0019545683533428383,0.05444120667354497,0.02902760694813194,-0.09667090704324867,0.0056222216299327415,-0.014148032735779343,0.00821298998956445,-0.024985408455442067,0.07400386692559958,-0.039026858745042275,0.14027780755455832,-0.010980946869985783,-0.02169208260912126
TGFA,0.010674918578510415,0.015149593932326854,0.09851913030555247,-0.056904494149634964,-0.1318282079769547,-0.015965564427620656,0.015581303333460314,-0.15942376432610042,-0.004670859426008115,-0.0010184344608633236,0.07210238272787935,0.05955255413506768,0.03443606029779303,0.002569237508671428
SLIT2,0.1181301355885192,0.043980549038222565,-0.04967205470485224,0.015482285308075381,0.03973904992053041,0.007287541906915836,0.013256978963243555,0.09642688566732761,0.09288772564621534,0.03905356135836451,0.045834120563853414,0.0709721144398293,-0.010634866988511163,0.17804945913917103
PLTP,-0.044575028626475326,-0.03442799936801056,-0.0773435901287355,-0.0492357037076466,-0.189534105904635,0.028815866935499836,0.03927003202848466,-0.2998676867887478,-0.037306993829714974,0.08132356758307627,0.04523600372419838,0.029279199718673946,0.037581449778981146,0.018496333664607418
APOD,0.07282346881316444,-0.03532410240365763,0.0823762466919246,0.06750040535279567,-0.0668793532263715,0.03606902234436789,-0.020622860308604444,-0.21155346742190234,0.10155976417007476,-0.008671973902941152,-0.016321340519096412,-0.04844131050218896,0.015811873823071216,-0.06543100471589042
B2M,0.05746854628345329,-0.03728500147047606,-0.09021853314666348,0.0118612721887492,-0.230236545963937,0.03497697663472187,-0.06942405489344418,-0.34892610419320097,-0.16990923569734953,0.03854687850517345,0.1447019401457944,0.10786547446900911,0.059067272423287076,-0.11381561342660025
OMG,0.041495138538132956,-0.02080685900391984,0.058902872903649206,0.0372710363577316,0.038218251421133345,0.018408365328959397,0.08132171682977854,0.03245751511687343,0.11143727361101224,-8.121588560725297e-06,-0.025960588882095098,-0.029136465955537053,0.023766317442283063,-0.09051898333449188
CXCL3,-0.019948247148653495,0.023599765907493058,-0.042969384432830736,,-0.03407418785128594,-0.007691888954073685,0.026215209890952076,0.029358063578221325,-0.01624386918186068,-0.024020748250642477,0.03217853353781196,0.06855846918884621,0.018830803406010267,
CXCL10,-0.06153513066140987,0.05207589561447711,0.1097196260666252,-0.012079362034365944,-0.1954830066662004,0.02974431604609619,-0.035196754000665235,0.030858094278060154,-0.025813473926657785,-0.016708977950038187,,0.1285527102915044,0.09751744911952161,
RSPO3,,,-0.02366857817588843,0.04311593598416734,0.04618278343511843,0.07758603911980484,-0.02218747881599792,0.09674224941035181,0.1233654420552879,,-0.004026906087950816,-0.028560170465760457,0.02782177313617117,0.08244493380324973
CORT,-0.02477110736115418,0.0047846037799767925,0.0246791620697497,0.07373626739523234,-0.03196966454750834,0.048378994031119095,0.08790149297850426,0.007538606844734256,0.03842042865657287,,-0.005269895525299619,,,0.11863042339283796
NCAN,0.037029217595962574,0.030212214482600395,0.07282305081954434,-0.035960343148927765,-0.06221706870389463,-0.04809184139390827,0.030133166970355455,0.14652690880757455,-0.05792909038782686,0.00544747665998769,0.021220937141612963,-0.07583391930673364,0.02223607505968215,0.0757375487458486
PRG4,,,-0.016946616999375837,,-0.03691627701377046,-0.028760069561504308,,,-0.019846031826537488,,,0.02790930197701466,0.001735326828905584,
ZG16B,,-0.015648718086006673,,,-0.039857053454226056,-0.015374947513553188,,,,,,0.00032778546729852413,-0.026892629592728968,
TGM2,0.05190227580086723,0.03462292245466663,-0.05823964125295833,-0.03582384304414879,-0.08519884254738232,0.02168129433729727,0.08607799308834167,0.011474188611579113,-0.0011094450770298178,0.024525819393649808,-0.01263681996408947,0.09885683315183438,0.06089036560641331,0.10130787531603937
VEGFC,0.04901439992521252,0.04611266214223493,0.030161470505403264,-0.017288556385683922,-0.04030783159961801,0.013848378726503359,-0.030046699081858832,-0.07539142798639616,0.046239242968421995,-0.03168376276007349,,0.1246989569756292,0.01338616555708815,
WNT6,,-0.014471883169685059,-0.02335080669726215,0.0034808631740918202,0.02702215155868468,0.02364457166939295,,,-0.017676377407415976,,,0.08135138232044727,-0.008197980697468944,
NRG4,,,0.021808753463893292,-0.030865514292165965,0.03912926450031506,0.06607029595658695,0.01415951032672871,0.12830486283980494,-0.023628264389424374,-0.025441603856302335,,0.001977496551138167,-0.04178912261210605,
PMCH,,,,,,0.0025896762897743915,,,,,,-0.04040190654065475,-0.0437193440995452,
COL9A1,0.014601223769791179,-0.00814364363714586,0.019445104043592454,-0.08387847255048338,-0.07376349298046624,-0.01239915664407128,0.00536695838184985,-0.035256089790576185,0.07420596383723145,0.011021132404650615,,-0.02018130629780342,0.051466525886484774,-0.024562515231200937
GDF11,0.058132299981968456,0.05023941858911141,0.07362537403000878,-0.05320854279760296,-0.11643241791090755,-0.01958158096023958,-0.002994024282839296,-0.08600092977141179,-0.05177426019622205,-0.008326517207933912,0.05373703397680873,0.037199488195123226,0.028444779734188696,0.10531009319041243
RAET1E,,,,,,,,,,,,0.010851941883217961,,
IL24,,,,,,,,,,,,,0.09210058783868123,
SORBS1,0.04707534251195331,-0.0035838680029956563,-0.09655650391902383,0.0347366968952936,-0.011670632431896444,0.03905284430189354,0.02036306931163355,-0.03517266814313448,0.04117519572875132,0.027127629801776555,-0.00852405309475541,-0.08530538770344784,-0.04045471236522648,0.013118193567970645
DLL1,0.0635457052951178,0.05332357961532107,0.05013328287820143,-0.05219352177550978,-0.02784418292092275,0.04438445395659269,0.046915184205973626,-0.03900309176814975,-0.07508834903220106,-0.0024414195197736124,-0.030866429776734854,0.14174161427221885,-0.02532347012615788,0.1146438688496755
TLN1,-0.036901041727831756,0.03191542145862817,0.035727446424203904,-0.04163508193693074,-0.15480448170392253,-0.06648844391110259,0.016748724668377037,-0.21483106979716696,-0.13638131539924486,0.0663587990745298,-0.014631306598896065,0.06637147627295875,-0.05911398315632106,-0.130360958916311
COL2A1,0.017947754118067125,,-0.015135899812648568,-0.027315272788867757,-0.03407419944710971,,,,-0.016490862134928914,,,0.11176672840583582,-0.03764975646390729,
SHH,,,0.0024799692317373106,-0.0298147303194616,-0.026786460997174737,-0.0014487602585112544,0.11657888560097848,,-0.015738758379530687,0.04910867549436998,,-0.02546560684366568,-0.028894771901647888,
PON2,-0.05099251774107619,-0.04433614939208872,0.023243027922980452,-0.06892447563807776,-0.19927370295326277,-0.035886909101136275,-0.03499868631749626,-0.15161384868076827,-0.0959451557131576,0.05170138229027265,0.04667460421593674,-0.0968987989410839,-0.03336635767015995,0.017967026262046583
ICAM5,,-0.018628563789330654,-0.04014032024331354,0.03338332201288231,0.08056456001344231,0.0043370291427863635,-0.0167186857601755,0.20621691974168974,0.026788700475011935,,0.0086803450741951,0.0021959493670074396,0.01729995730886494,0.1689878282172915
HPX,0.042363368172451496,,-0.024809797855881825,-0.025213117187917335,-0.04961913336609656,-0.030172381588846272,-0.021658379415548594,,-0.030930137658128975,-0.0029931045777663447,,0.027916376345159956,0.036790675569934844,
SFRP2,,,,-0.05960373100195129,0.0023005140171533053,-0.025146707000134657,-0.03682689694729927,-0.11811649221603408,-0.03087541617960029,-0.01681249535292119,0.1047973850790037,0.10751486502625912,-0.027988165955500546,-0.08654674364260029
CFC1,,,,0.11265709322498182,,-0.019349517838743176,,0.06225829122666553,,,,,-0.0369767983053318,
CD70,,,,,,0.01306256458485609,,,,,,0.02878576208158579,0.01264008592720026,
HP,0.09113308668969307,,-0.04819742021200474,,-0.06747139305788653,0.020924361960870004,0.02285003059306501,-0.05616824307866032,-0.028668627585436198,-0.0012459464592852485,,-0.021810292652236427,0.04627731489965901,
CXCL2,0.0751717205044435,-0.007341846662832871,-0.036249809910019255,-0.0389679641048235,-0.06348670532112512,-0.06051224955093339,-0.03009984343229508,-0.02506477093360356,-0.031150785556966504,-0.029854395740733692,-0.02225543842254469,0.09792809920215088,-0.03090398159483271,0.038414011644175974
NPPB,,,,,,-0.016943224739106283,,,-0.02025366801220496,,,0.030353428660798678,,
CCK,-0.04306392741784179,-0.005207201389780074,0.11637108552530784,-0.043839669865119175,0.244802043790656,0.09029005174243541,0.08862882296073615,0.45345282541884424,0.1974778578999905,0.025236130359574872,-0.0308519710596656,0.06549000697039482,0.03237115379136999,0.1530803328700317
SEMA6A,0.028815865246700396,-0.012074024709986326,0.015389163312596515,-0.029544624380265647,-0.13910633325868912,-0.0005313108197522105,0.001721925305364133,-0.15873303533101604,-0.08466902695516328,-0.056388456305769157,0.024022331455991752,-0.08573698323025786,-0.00804067583294844,-0.09522738858386362
IRAK4,0.026855735013100367,-0.013882801353117421,-0.008489717846585728,0.01253453165175254,-0.028858401435693456,-0.021749763123604767,-0.04582032862331609,-0.09486164261937784,-0.0649468496344983,0.020437926586159956,0.09118498831058573,0.08135663128937276,0.05462233532372686,-0.007623567844596411
GSTP1,-0.042604663636053995,0.022166238291707975,0.0546620553165229,-0.10996518211471434,-0.1811180155643961,0.05172178774662571,-0.014269535273463063,-0.32797006951118673,-0.11402542098453874,-0.003479998000666524,0.049712330868005146,-0.013193314182669499,0.05584434383308557,-0.014592584018601253
VCAM1,0.007056479839089772,0.009529012419777627,-0.05676674441290941,0.014175694622940082,-0.12993915004097156,0.026421726190044452,-0.004463143063712644,-0.10294131422131562,-0.03399083023597103,0.02767669135324492,0.03757302457120288,0.0422803892169047,0.0426442314427386,0.008667109019082828
NXPH3,-0.0035221273260446044,0.023687362979492723,-0.0036953643460514076,-0.024418069542370465,-0.03407343141970297,0.04165571149503938,0.05642786729951075,0.08764113284525668,0.019773912244367704,-0.041846752246195176,0.0752293232581455,-0.04662321418316021,0.044385726000942365,-0.0010389408677742788
MTMR4,-0.007222188197325188,0.04144545841622989,-0.029871423678653378,0.06000215440026869,-0.023189997179804286,0.009411886788619627,-0.01686178029855112,0.030461286500473667,0.04300383006354049,-0.010483245136145937,0.07281352324273978,-0.05102987387588137,0.06331107163748696,0.1319342582295465
LAMC2,,,,-0.012859717991163238,,0.004908696801554149,,,,-0.02459809819021983,,0.0194365377073578,0.0645116598572532,
IL10,-0.025729639604288285,0.041995837927637635,-0.02071218013909676,,-0.0447129576192113,0.04728639275093343,,-0.11822832663297089,-0.018129912348168842,0.04106372392201037,,0.09583578378296449,0.05382502710542324,
SEMA4D,0.022565834787777093,-0.010041565013915258,-0.009816519388451135,0.12440792713668355,0.017965091055295913,0.05530499815099555,-0.0007881610189641515,-0.14194112099262976,0.008534782480342097,-0.019355942736848163,0.006560507538544573,0.04657779407014433,0.0716151326752212,-0.02526230985492955
TRH,0.057323465855235525,,-0.01489487296544154,-0.023104441351902424,-0.057611004435907665,0.05012730288888277,,0.19731820382024412,0.006911442087790819,-0.03381491541064079,-0.01448447809483552,-0.032449592129551605,-0.009159139209076425,
SEMA6D,-0.02246191821274738,0.07143345789671543,0.034598901780810286,-0.025226496566211953,-0.055546651270330795,0.0019455910754981405,0.0025195038519157174,-0.0016240431528275353,-0.050991189595343975,-0.0032522045854596745,0.07138183659391899,-0.11371279601791197,-0.01070003797174499,0.13388046882528876
CEL,,,-0.029386032811803624,,,,,,,-0.04794943463218386,,0.03675479464232612,-0.030936311605674283,
PDCD1LG2,0.017230933178210183,-0.03736046599906818,-0.03311745901640539,-0.024259984789539744,-0.04062234071913192,0.035298117992669416,0.01818423105287842,-0.0589270282946093,-0.031013368536378587,0.16295237492966372,,0.006341711611859196,0.0028132074863084075,
SPINT1,0.010593058697871032,0.10310638779289673,-9.233742228013087e-05,-0.03137881693962825,-0.04995008696793889,0.03162398163341652,0.014075582736316093,0.005111278984958725,-0.026610808292173566,-0.03654328355669335,,0.038202059705718217,0.012763187335167316,
