,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
ITGB3BP,-0.033790782021888316,0.07499896986630893,-0.05998174599609824,0.08896395670569773,0.07355986914262139,-0.07133831757569231,-0.010107010662872605,0.03195339705841601,0.01674856681448201,-0.005270951023068993,0.013345345261701001,-0.027317457267119292,0.029273513382436816,-0.007626795913777466,0.01405440223015202
AANAT,,-0.01820051301107473,,-0.014739447621009878,,-0.010636760183877212,-0.016590965120672055,-0.012733421527452136,0.037348115305890224,0.008194255890495744,,-0.041058174854063975,0.034552182614608976,-0.023234798110335086,
RELN,0.07776589049760999,-0.02066244185617876,-0.00977089197914686,0.01387022647360837,0.02113111827411846,0.024451905598683963,0.08242637573942897,0.00794908636647974,0.0949041161834876,-0.0228894410413786,,,0.07848382429224653,0.044586216070633594,-0.010531143133435953
IL15,-0.03728268791064014,-0.018867639732318447,0.07101377894830896,-0.027739863438059793,0.06287408590715836,0.010990520368675271,0.02054056816112539,-0.027368295854234243,-0.022581188793511592,-0.024068126695427437,0.03696052956865486,-0.05893582999706798,-0.06458280343187438,-0.06090100142723541,
UTS2,,,,,,-0.06250075918882218,,,,,-0.010544568792094929,,,,
BSG,-0.10514404828745456,-0.03400205595289853,-0.025040009025191403,-0.00701920036562835,-0.03183514637199951,0.00024329479802361517,-0.052915390215632005,0.0011052757795140858,0.06972420427850501,0.00533451576599673,-0.03191502992531842,-0.09864953178583706,-0.053625915603788835,0.003923901274471493,0.07617702347236659
ADAMTS3,-0.08078305686469227,0.04755506147026231,-0.04066198492552594,-0.015519980199791665,-0.029768015607276297,-0.05419285859694045,-0.017710147926654613,0.05122829465656918,-0.03729263577900692,0.02871952998137715,-0.05000780108940078,0.008495181726517555,-0.04920455718072976,-0.010627047695840393,
CD34,-0.032871317118222325,-0.016940640770105098,0.03347408605664204,-0.015511504402663573,0.014796357082806468,-0.12047085845215512,0.012101435789286357,-0.02382388593882377,-0.030578473049502255,-0.006515399942709742,-0.03294502251075855,-0.06206766967480415,0.06531394121469983,-0.0032177493417601833,0.05320877370273768
CCL23,,,,,,-0.02984851216041487,,,,,-0.03276622051550312,,,,
PLAT,-0.04766629480647397,0.03187345097081158,-0.03137776847457607,0.056116310034550976,0.04961753755737667,-0.06115927163640309,-0.07147362733253339,0.011997795105694271,0.015736908931011047,-0.011383152682451507,0.011548407951455543,0.020107720785508855,-0.01381587475871957,0.023564641843847035,0.018883728318330763
NTF3,,,,,,,,0.0072631403389284074,,,,,,,
LTA,,,-0.017018621313218484,,,,-0.01597882846018227,,,0.007426326956765941,,,,,
CKLF,0.026952474331844282,0.00359967848003276,-0.0011380643014707007,-0.01832610156042473,0.025070806716093935,0.00943540852575755,0.017825736676369677,0.020524483785510708,-0.04827974432139399,0.027307111841627242,-0.07602716077038156,0.07980546034409527,0.01406148867670792,0.004191119978279245,0.009328559599571976
CD24,0.19789417730010708,0.04228117156552883,0.029745585129586867,0.07302686697210586,-0.00474754285695216,-0.012408045916764126,0.0602408972859566,0.06781243653110489,0.03185940493118472,-0.0018331243175588718,-0.04637904674284488,-0.035662111286531135,-0.054977841524898007,0.033762553559764194,-0.024702624014068933
HSP90AA1,0.05070173786722469,0.012357789101021437,-0.052671646772558804,0.05467660095181725,0.0016733048560082133,0.02700971133198167,-0.012258645187247723,0.05738949410992263,0.07110611340197437,-0.01630547557706017,0.05024402264438057,0.0572612278098638,-0.015942796387015006,-0.02915406321365676,0.04776552237582462
BMP4,0.008957170603941576,-0.04365325291781556,-0.018040736223689867,0.022356493096231934,0.03173675335932169,0.007290047882820799,0.005328333393082598,-0.00809448538631505,-0.0012736416767285667,-0.029167384822520362,-0.04934696515478765,-0.04540671149876234,0.054077892335560915,0.041964515016272165,
SCGB3A1,,-0.012544741378496026,,-0.01755286253767494,-0.023591696579710306,,,-0.010740765600047678,0.007150181966599954,0.003771130039837569,-0.04043614843018844,,,0.055233252174346915,
IGFBP4,-0.00029430725041808975,0.005600302077612956,0.011025158571338716,-0.02866461806271246,0.05673195183240927,-0.0905918327295115,-0.037933624912602514,-0.047302121436010584,-0.014772203013382664,-0.030205209930079926,-0.013536476282600598,0.02556935151400296,-0.027509401045177826,0.011248927780127075,-0.02004621605295859
RSPO4,,,-0.027512545057512154,-0.02025885667690737,,,-0.01858435026550834,-0.010740764028967736,,-0.04748221883789097,,,,0.07556057941182313,
LEFTY2,0.05778228647530349,0.03300970327824014,0.1110925510127292,-0.03144487718087057,-0.032153853036084055,-0.11241853080668027,-0.04576676269695334,-0.011777379120193448,-0.00011854903996720265,-0.007592694937889101,0.10737404568776328,0.0569213554805503,-0.00571711903454586,0.013447047351753914,
PF4,,-0.013013155454645703,-0.015480749156934459,,,,,,,,,,,-0.022950906606816764,
ANGPTL2,0.030261718532156315,0.015674513956293202,-0.04416325846908715,-0.03600042635828774,0.003522186819877989,-0.019370306151238817,-0.019683295123882633,0.004819941924662684,0.020949562810358105,0.0306265611532811,-0.10433694741853401,0.020882592638063247,0.09035518511925632,0.03671493303158819,-0.024006535092417614
LRIG2,-0.030454587888758364,0.007898809514910145,0.02792236441469596,0.03125655567871701,-0.003250150725587191,0.0027898001773985254,-0.03190327505352796,0.0369774486878104,-0.0037484116781755505,0.003625965529828969,-0.0788927436034736,0.013964749167344748,0.003961189760309791,0.014070947167313035,0.007419709844554998
ICOSLG,-0.0071984420522872425,-0.043473982076879296,0.09227510984773506,-0.011807489051086336,-0.005114703659894511,0.02466857746019448,-0.03180403360742121,0.007976784934622413,-0.0060044204582637315,-0.02244655759040702,0.07813370620193862,0.0506031075936979,-0.03844062870951956,0.0060615037603534185,0.06759830325649088
WIF1,,-0.02341506103228574,,0.07778094650192736,-0.0009116090406859742,0.005623402208231178,0.004718615494512752,-0.020211894078207754,0.04746300299043437,0.0013470370513642051,,,,0.00781632251298199,0.03807625098652372
NPPC,-0.06908854735456782,0.04246347549340737,,0.15972875413155213,0.014490313458724157,-0.02850107487888254,-0.027974935095323273,0.1176732288487825,-0.02530057499189075,0.06207120547295368,-0.02895008037925831,0.029480073573281352,0.00038603186275975893,-0.04558500347362981,0.12319421563000628
LYZ,0.18021101378178134,0.002881466172225992,0.023092202392590425,-0.04915043440300694,-0.02332271563707139,-0.05307565154886385,-0.002837700326686432,-0.045120029356485944,-0.03952951780405934,0.0747795377220501,-0.04644840294637195,0.04269129290636438,-0.009642492936841118,0.005002780495770378,0.1797613307865649
EREG,,,,-0.0017262188681382727,,,,,-0.00028625051539225534,,,,,-0.006855215629526693,
SPTAN1,-0.10114580780836088,-0.036153545990258294,0.045168073838006126,-0.0046210917352337445,-0.02638452084709592,-0.07921469362515766,0.020831218000487293,0.010252317196973601,0.07589434594632165,-0.03691058512550032,0.027655962688862307,-0.0719778342184408,-0.0011043330116643627,0.056910322777193025,0.1358665370628817
LIPC,0.017809027053509063,-0.01593152271662311,-0.008989883189691643,-0.019613907680297426,-0.0030332252388340455,-0.0041277958501325885,-0.0011691083719725002,,-0.004985558453577522,-0.0034965535287091736,-0.030698596792676,0.0010969109756639632,-0.03577981877226797,-0.007360479616179051,
COL8A1,0.053867865159716866,0.06472306439212545,-0.03826629105337515,0.020859684599957115,0.018636190930345683,-0.034640855621793414,-0.02874271105674526,0.03437044876070483,0.029666094453103604,0.006287689643726808,-0.08396248899521784,-0.0382166687272416,0.07332560682029757,-0.05514029483675873,
GSTM2,-0.01984817894555134,0.03441059093635569,-0.0339223197771306,-0.03971519493739294,0.0323041278795127,0.05172807305947917,-0.015897375565462696,-0.004385717469965717,-0.023801952934737244,0.036748717549626525,-0.019463124070132492,-0.05773430773526769,0.028159960283488016,0.029147890017858172,
SPX,0.06061109937603415,-0.025766720992091454,0.06089256386464449,0.07124683469622968,-0.012028947098287337,0.008708308414065233,0.027816608647003457,0.0009358700108142613,-0.01174157269332866,-0.01646478599420869,0.06608539873223089,-0.07421060504319336,0.0578115579003621,0.00715752050224018,-0.04138334426526939
MFGE8,0.02832273013196556,0.015843777340582364,0.05771457189356852,-0.026325310922570486,0.0185960630432775,-0.0010879403105348842,-0.06021436383281889,-0.00965636709950558,0.018981080389230978,0.035885503520769566,-0.05950334817923096,0.038567610326763264,-0.0965321027884092,-0.008280039240824698,0.05849364275466439
TGFA,0.161317171892137,0.005040614528441836,0.07484502929450586,0.004567502383662446,-0.0194324299562349,-0.025157916073923918,0.01907265679837545,-0.020150701743024288,0.014778443908567768,0.058992004658134686,0.004286517610260887,0.08834704373718459,0.044071839751085355,0.024944987905330805,-0.03163241347798396
SLIT2,0.09465152080221204,-0.031949703212205895,-0.023088401011661118,0.04457652419865067,0.0983287040621775,0.03040618536422132,-0.00889867449871226,0.0061322770583270925,-0.04966147761371011,-0.0003549074057325174,-0.008149595135628742,0.1052104377733496,-0.00932834439249695,-0.03398442499432482,0.022541251604736297
PLTP,-0.033098496434742476,-0.0008341587409444911,-0.028251993252419037,-0.05291311863781783,-0.05470131417835525,-0.10483288241035464,0.013392426317369246,0.0648967800442073,-0.02804725132038525,-0.0036852870313195617,0.03426656085509753,-0.07844735212984735,-0.05280461292230461,0.063246400751536,-0.03562270117313717
APOD,0.15186504561389996,0.027878138123089476,0.018281806750100056,0.033862215745189,-0.031663587371068704,0.15609126245505436,0.01266604964785559,-0.08619275215823867,-0.011894220010162151,-0.006292830180288334,0.024209551360406277,0.11249611697393394,0.10723967462372345,0.07176815054674339,-0.0263436965099545
B2M,0.0534009478610317,0.07398692369642564,-0.0013910444443807287,-0.042583939307122926,0.004137775407997503,-0.054048691314378124,0.006396864558749604,0.03463353545954089,-0.04462752343358579,0.009387187055441905,0.054790887405412575,0.029389832105579383,0.04178144918881809,-0.02769645512492974,-0.033617373429212
OMG,0.11661325109915567,0.011609613262331448,-0.020808355667656625,0.033923468051123395,0.018901497686492137,0.07726695871076457,0.09424868114109752,-0.028417116758154854,-0.047995107656342885,-0.03330474461503339,0.028756472388571094,0.08321908155995587,0.08155814339333847,0.09163899214000397,0.034040945485726164
CXCL3,0.032344613667064356,0.046220294662469075,0.03263164039763751,-0.029683563060831628,,-0.034442123864647525,-0.02121186966897929,-0.011490347163869747,-0.017096043242345843,0.030703029097418344,-0.029835961022409527,,-0.01899936421298539,-0.045825276446921345,
CXCL10,-0.14664763622785723,0.07124826294206194,0.016380726688403412,-0.0028182644201781115,0.05027711393446537,-0.11606383276304763,0.021912334166088097,0.01633271035128521,-0.026198201499560526,0.03495712448535897,0.009692559531706708,0.016834797294482604,-0.033895061109169414,-0.004248189091624608,
RSPO3,,-0.017040437227167086,,0.11075429518186351,-0.0032302219831825117,0.023396105788169023,-0.028068851791900985,0.08466782334402291,0.02963863330370475,0.042018164686566065,,,,0.01733652479870308,0.04102313652163529
CORT,-0.032126063247402026,0.0011808709245933267,-0.02764763768214966,0.28745468501563876,-0.014042989487747203,0.06502790796529347,-0.00226924184610615,0.01831777053454234,0.06311044058986703,0.030346283778570057,,,,,0.010993493402049258
NCAN,0.04218042420109431,0.027179443274619044,-0.00559888816776427,0.08659671471801274,-0.03647940291358449,-0.03738965738232765,-0.024337743218537333,0.05091707464223861,0.030104752637543364,0.035605776998224606,-0.03145370969818119,-0.028062370992369585,0.007743519783711657,0.08128636545345938,0.12647165575287436
PRG4,,-0.018865794757603443,,0.011504756040131976,,-0.037314902150542006,0.060335738262561764,,,-0.018791040016416256,,,,-0.014810163241271133,
ZG16B,,-0.01739577004732238,-0.01862856554542628,,,-0.002341345260263852,-0.012696629745408552,,,,,-0.030152301995765993,,-0.019579477176274365,
TGM2,0.03720881886743877,-0.016985007161384343,0.03973227542885191,-0.023201068541598903,0.022765410593964273,-0.07242084130747374,0.019331852844761552,-0.03532574821764333,0.04209950217015331,-0.006517111227751113,-0.04153218902277845,-0.012525272541221112,-0.013093169767733588,-0.03485226194271728,-0.03494432220081645
VEGFC,0.12582468697962745,-0.023953879651811553,0.004592525523723269,-0.0216175674677195,0.07692844236086098,0.01636329131757489,-0.018458933996968546,-0.03444760726403625,0.02311886464787453,-0.030736975856769135,-0.04938259625184635,0.038542931549674,-0.007527890238786913,0.012905785583456508,
WNT6,,0.081057894815621,-0.017227636328454365,-0.00043435079841874937,-0.01895611148416143,-0.03669432009005337,0.03147676465200593,,,0.012386427468937984,,0.038898895196176834,,-0.020231474190123888,
NRG4,,-0.011554148379945825,,0.05163873798465698,-0.023205784713011303,-0.04647807782102318,-0.01327375447679248,-0.012561331655646081,0.0024093440845828055,0.05734757087899825,,,-0.044863514207078604,-0.030425034100104612,
PMCH,,0.03826056827750438,,,,,-0.018584349368612713,,,,,,,0.04210280135283178,
COL9A1,-0.037304791024883543,0.008175165105596363,-0.042789211767119466,-0.0009793588559761106,0.042975755887309286,0.054865575294821965,0.03191102965085945,-0.02275230499216627,-0.02534655222104191,-0.04085964331177595,-0.07582356764990696,0.03401057681904807,0.07134109707120445,-0.0736954454614839,-0.0015274887386581232
GDF11,-0.03578733518252198,-0.010745452634027418,0.014412380980936787,0.03819181237721719,0.04585916465532722,0.008671736155774996,-0.022672441787106198,0.025966041756393415,0.01358488468397817,0.056392586698041876,0.08947518302719859,-0.032970695117327836,0.07412925877336882,0.024900345380289297,0.04931794438599227
IL24,,,,,,,,,,,,,,0.02780033662580694,
SORBS1,0.05130494906527589,-0.01536922393499743,0.0053505523881259,0.014807646486675536,0.0030277602879013273,0.06835894523964334,-0.022644806731389227,0.00343143308098123,-0.057947337469707434,0.04471533520215187,0.036182144382501766,-0.09253124655470484,-0.04707765452166106,0.07454171111375912,0.08299682276726839
DLL1,0.10679539539715747,0.044368385315511,-0.011264487493728834,-0.042767764877213246,0.0426079656459738,0.0190386073655109,0.0018970583292031826,-0.025258065191713475,0.05494538047859112,0.024278108872210793,-0.05531454008012986,-0.053537788737072545,0.006630186713942024,-0.003613642292641105,0.07006277164955063
TLN1,0.02135180436779591,0.023151787268924924,0.012043330868866565,-0.005579210893613584,0.05257185430395979,0.019940389260868344,-0.013460034520746263,-0.008433674002807983,-0.014406359901540745,0.03794977458174579,0.024456241064368143,-0.006999709356034223,-0.09154350573265149,-0.03045341950801207,-0.0745532930961839
COL2A1,0.06253133940437493,0.006662034968505342,,-0.01254295700991786,-0.020536587652988676,0.009722292461908326,,,,-0.025026541753323413,,,,-0.027411322676182973,
SHH,,,,-0.007740202271033654,0.012235335578048024,0.06154639879825489,-0.004948835630785622,-0.012332314442941254,,-0.023885148666455178,-0.03873997015713504,,0.05838394678022396,-0.05543778473156465,
PON2,-0.04810608152721106,-0.03719648721672873,0.026464067605778574,0.002000206919775481,0.006806261743207697,-0.01378325539806811,-0.022624242562404452,-0.009719431091165876,0.07643083259137688,-0.023605222450687663,-0.0343921594776245,-0.007444497393571311,0.005390791724865025,0.02596434548108854,-0.05469784185620387
ICAM5,,-0.003407717177024786,-0.02217583700207458,-0.008610719239359604,-0.011623447431739521,0.049962560101674075,-0.01329018414302178,-0.03833954140780844,0.0312240834070714,0.00818647317274492,,,,0.04136441598208773,0.0051074202946803345
HPX,0.05252682925968922,-0.019623099012413634,,-0.004809717742866192,0.06024780698527203,-0.034403584781523056,-0.013188895982468826,-0.010740764505052491,,-0.04300326580854788,-0.029835945412875944,0.041998059620375186,0.07494216070977402,-0.038015305781385074,
SFRP2,,-0.01667826709369396,,,-0.00941080749459284,0.002193736740945739,-0.02076614751468489,-0.03771174895547883,-0.0330778877089954,0.015230402455022444,-0.04070730752583086,-0.05507293568892785,0.014293388149306259,0.035663925629375356,0.022865672892661854
CFC1,,,,,-0.02048097384890966,,-0.01597882942586542,,0.04513639214440426,,,,,-0.026921368026676374,
CD70,,0.016595830297784244,,,,,-0.02064903951541809,,,,,,,-0.011511603220218429,
HP,0.05265265972679298,-0.008031473200737925,,-0.03994068256205878,,0.03013532305753085,0.00015578885975671801,-0.013626719408032492,-0.03549079766323327,0.0002895946374412671,-0.02189174757667993,-0.009042899600040673,-0.07689520356554215,0.005047335272373098,
CXCL2,0.06802245191484979,-0.03390647767962333,-0.019107699035419267,0.00963011370634143,0.02148439007157712,-0.025040338465047968,-0.05457840311093814,-0.014927032338954139,-0.06325878702130686,0.0157235070146456,0.0020860689978900943,,0.0924179075491752,-0.013965400961536251,-0.06240170550600999
NPPB,,0.128356886747289,,,,,-0.013991712883315317,,,-0.03073697809235753,,,,,
CCK,-0.06903423780982948,0.056494369659724916,0.0045761903455208,0.11501020041145432,0.016373844162480014,-0.05662817372262486,0.05466867688920994,-0.04191205233533177,0.08397427820959837,-0.04953861166410179,-0.005630106516791174,-0.044545326900953905,0.04066488165939807,0.04856995704336898,0.06918340388159179
SEMA6A,0.06698529433462215,-0.026170360283639105,-0.03038776835618871,0.05937927808768014,-0.011424866747354726,0.021729625173466348,-0.011093696306630416,0.006208217163507974,0.03607783875792352,0.027382928161961174,0.05440002671562396,-0.04502559796311893,0.10518648053688008,0.01754660691610766,-0.12032308231786022
IRAK4,-0.04622683506716437,-0.00026704917258805555,0.00416570807591041,-0.03607570809875926,-0.009821416757444926,-0.03413928659305702,0.04427299211774617,0.05159466512693532,-0.036994502095861706,0.03200608287812623,0.03008364403292571,-0.0927100436619609,0.004770398307298661,0.10034449402676514,0.000914615840105086
GSTP1,-0.03020361290569155,0.02210675281958982,0.046657563716979815,0.009361898374746068,0.03657836474464476,0.031617002163104445,0.009441786704832459,0.08470114983369725,0.035520937179397034,-0.011199004333822444,0.017197594297215426,0.11214087101270372,0.09483285230236078,-0.022193620120001797,0.061746316608424924
VCAM1,0.042553017189755925,0.08883846593895542,0.05775274566418001,-0.03880155358944147,-0.03633271262033583,-0.044757055932639074,-0.012527472506102533,-0.02759984257754517,-0.03493343534292685,-0.006550700846100367,0.001024560836061661,0.02902959762173856,0.02088813102097787,-0.04096261876999568,0.029520853008906136
NXPH3,0.05005754023268448,0.02227912451199692,0.020704407241112804,0.006085783563907774,0.033583004146268795,0.023362941104871967,-0.011007574957253402,0.008055395582806513,-0.0036506664183319046,0.010103592830124155,-0.07555705072956413,0.053781238247112645,-0.05158268126013422,0.033586082333161786,-0.04497109823913233
MTMR4,0.018282139185240572,-0.02411029269954592,0.020783698891906115,0.050374079240178796,-0.013846638124355078,-0.009764489491332861,0.03151728108191518,0.04187528662395582,-0.05839998674780096,-0.004397016555654317,-0.048017155943826995,-0.010674612254557004,0.02037075163550031,0.042036774565401856,0.09410460574405197
LAMC2,,-0.01270269321221339,,,0.030427361248424763,,-0.017614005546046127,,,,,,-0.00038729329789911443,-0.029298176194360263,
