,UKF243,UKF255,UKF259,UKF260,UKF296,UKF313,ZH1019inf,ZH916T1
COL8A1,0.05111173947799785,-0.03866036097375025,-0.009455221179264246,0.0009321223293733266,0.020788588660832323,0.08242570662149812,-0.005705177017134682,-0.0849967889866883
GSTM2,-0.05085709588609078,-0.01866313888674566,0.0837733372716718,-0.015355197620105397,-0.01332505066636428,0.005157910177479868,0.0023373800045566303,-0.006777162145806756
SPX,-0.02242110798869999,,-0.008968356788050271,0.03782879365885864,0.02191805678878113,,-0.06374935055802515,0.04581950931239674
MFGE8,0.05939437824462518,0.0473434022613263,-0.02233366738716319,-0.025948342374807195,0.017503363045472654,-0.031186251477855333,0.07764553137009779,0.04124196637775567
TGFA,0.029308256789405792,-0.08991947028477257,0.01370336193501097,0.019898687365953033,-0.04258170503838051,-0.058953345184379675,-0.03884063858653958,0.14399915091622603
SLIT2,-0.0365191100559503,-0.024601140941331562,0.02187458767718734,-0.05975832748272757,-0.0035485245589832615,-0.014126872635355593,-0.030538978391392257,0.04246505466220232
PLTP,0.05219400986284454,-0.08949442411925712,-0.005988814869374469,-0.046816530671406606,-0.061773475095784076,-0.06314498904536744,0.12173934263455145,-0.043021671857481986
APOD,0.031236770237295198,-0.03832642908412764,0.04210036131488059,0.01919078489269001,0.04880662141517934,-0.05205274548239863,-0.20379571420492562,-0.02973361297254283
B2M,-0.057949952871430274,-0.02911149994103157,9.348957218812078e-05,-0.07797775822058396,-0.052648160389567794,-0.1622250016095117,-0.14597987627193554,-0.08173577056303619
OMG,-0.039646826421068614,-0.012176786646488965,-0.013368446740751855,-0.01111541544166481,-0.03601928911428794,0.001387305497359543,-0.1435050418414433,0.008239603973121077
CXCL3,-0.00485297299020725,-0.03873236787358131,-0.018818673978341117,0.005088842741958633,-0.013650933888276371,-0.11294309953563086,,0.05904190514246157
CXCL10,0.043605316292810885,,-0.04698290718980668,-0.03796559390128113,-0.020736767711359752,0.004674594066448958,-0.03642496218808869,-0.03505837367070922
RSPO3,,-0.014038769332918886,-0.011518565930283541,-0.018539661355666617,-0.014569937830034282,,,-0.0150542891160449
CORT,-0.027122095052394372,-0.041094767938992485,0.01846522716208686,-0.022500678269626054,-0.01646467589107741,,,
NCAN,0.04761686722183591,-0.012820227193901305,-0.02023974291157107,-0.006599761839545465,-0.006476995300193729,,-0.1564200009855084,0.07777342644647738
PRG4,-0.03701529174385121,0.026435540978919318,0.0880206398945324,-0.013274330969854201,,,,-0.03410202203218545
ZG16B,,,-0.013194334796409985,,,-0.041029011073867555,-0.025070448817180842,-0.01877107838690189
TGM2,0.01949240496998403,-0.058927523671005184,-0.010503682767740191,-0.026597229690933664,-0.017364010814978344,0.05823242862704911,0.05036952952844207,0.0024663530392054988
VEGFC,-0.02655921086116067,-0.03371654222958628,0.007923220190221382,-0.020433594050691874,-0.004291488094164238,-0.006998372054172529,-0.032496280734497306,0.020691300720277136
WNT6,0.019786446813104177,-0.02308164631278467,-0.015723861214664524,-0.018290750096255925,,0.08398683503143091,-0.023841999768502237,0.05209425914144231
NRG4,-0.02510262718554011,-0.023209928768362986,0.02774246847649572,-0.01890754854861937,-0.0021009622303516063,,,0.040202558159507365
PMCH,,,0.012029390270973236,,,,,-0.03246276994878768
COL9A1,0.03625753367882048,0.04397105198288754,-0.014450457204361897,-0.019468947119154683,-0.005736453379694085,,-0.06316433338317366,0.06136488636081711
GDF11,0.026557882797084757,0.08279413419512462,-0.01395390692657012,-0.03468578768864354,0.02228715649376592,-0.009419890806116533,-0.002546275677569887,0.052275619081584165
RAET1E,,,,,,,,-0.01651445004756743
IL24,,,,,,0.08532959981018681,,
SORBS1,-0.04408089235174717,0.03933171792503329,0.00811849926785311,0.01910020945991689,0.010253721469104164,0.022836073825198106,0.01937151876852985,-0.04371268137377574
DLL1,-0.012657208227739332,-0.014442285769456168,0.014682182535081746,-0.0007240424847872973,-0.03257080535558202,0.05240351621317652,0.0897447743670817,0.07309856106242901
TLN1,0.035485591383895225,0.07328257927570962,0.012422225464151998,-0.007196939608358293,0.001781281881524493,-0.02488381718111751,-0.014008009923646461,-0.03577245737714298
COL2A1,0.06612073803180624,,,-0.011855991295905926,,,,-0.02190907887307068
SHH,,,-0.011813559141894645,-0.03005574008892107,-0.014651220433041326,,,0.10241936698637255
PON2,-0.02478113410242082,-0.014242540903775382,-0.021060464849349415,0.03724963999730539,-0.02600117994545183,-0.11063114478738921,-0.0903988165986339,-0.03288715805231792
ICAM5,-0.04877574695101387,-0.017040957820544763,0.012756610879118335,-0.01913520424451806,-0.023905953678705506,0.09158452969949699,,-0.018761121951463566
HPX,0.0036905062676631482,0.04007137624642981,0.06170231054062896,0.024100696431619273,-0.012760403500170443,-0.051330966510176546,-0.023710451248741493,0.012795196982025426
SFRP2,-0.01604556112888939,,-0.013454363628864026,,0.039752347937971465,-0.03071214407511706,0.005457034911806643,0.06792609049496687
CD70,,,0.027121969527874778,,,-0.06634699961601527,,-0.022968040723706458
HP,-0.07948143289564276,-0.0166774871991493,0.0036139473466378874,-0.03775316972177134,-0.025524886296874237,,-0.0038909846872023338,-0.02251957248935434
CXCL2,-0.06778402396709844,-0.05746436202177326,-0.006915130628987041,0.024502964190203654,-0.017733835949531124,-0.128703655390855,,-0.024143436951109667
NPPB,,0.007462187881744542,0.004472900007949489,,,,,0.0929521619708724
CCK,-0.06119302478889718,0.01614787946327088,0.050296302417274855,-0.03433851211087808,0.003533984938067645,,0.1067822872875993,-0.019810481604454457
SEMA6A,0.01334948318533502,0.04307922894058971,0.004536203553428695,0.017152084175868335,0.01782092765873145,0.02222252043384828,-0.0522171475580468,0.02341822426539098
IRAK4,-0.024106428188873954,-0.054114401970707104,0.06944816479857079,-0.05561146013114817,-0.0071460809788665616,-0.026725731781965342,-0.02576151507142336,0.03498034756717854
GSTP1,0.07455684293855819,-0.046687027194760304,0.024691584734857205,-0.037872088498986094,-0.07308206936961728,-0.035358344488921174,-0.11154716148387032,0.007395814611166461
VCAM1,0.021543346860086476,0.04343024137203168,-0.01935932522209297,-0.029525346406722906,-0.011078180489065172,0.07735122518282754,-0.025281624389006083,-0.014224853410007605
NXPH3,0.0008209227313561284,-0.004928203569844817,-0.02754439977755871,0.05081725340087185,-0.0628780084065632,-0.022268498768410645,0.034480833887966536,0.040352396046188566
MTMR4,0.062223412499090705,0.050132210886545174,-0.019587734525806758,0.055615461239111784,-0.00010294053545369787,0.030401561473512174,0.008944057202907387,0.07619634204217768
LAMC2,0.052599895250312945,,-0.004268231138149176,,,-0.03649509945121622,,0.031606849429919606
IL10,-0.03636914951551339,-0.032312980715430976,0.11900938103612264,-0.03675184379107596,,-0.02955642487579102,-0.04313980695084612,-0.007309025275798811
SEMA4D,-0.08564596454943071,-0.047470112939428565,-0.023054238095724162,-0.0027084984594261162,0.0315328594296697,0.011675331824956234,-0.03636176222244352,0.02090072061121324
TRH,0.02560476139594293,0.02160911932021547,0.004848528990392053,-0.011667194314032528,,,,-0.0171044336798218
SEMA6D,-0.0566785640588188,-0.05555782394759536,-0.010224439023844954,-0.008138378533012643,0.01855738708927043,-0.04193443438096043,0.037948454373431285,0.035027267480341455
CEL,,-0.026243803279158807,,0.1260602258525997,,,-0.014452201589373817,-0.04894664885324272
PDCD1LG2,-0.01757998834221177,0.06964233583032223,-0.03477146753267626,-0.010855013396914531,0.014085571391784546,-0.034785570015097154,0.06275688387905502,0.015657988760885637
SPINT1,-0.0354927817928374,0.0025349149284371697,0.0679859308366126,-0.031119909462758215,-0.020853306674933545,0.030510476806654013,0.006373683728343786,-0.02178234761921486
CTHRC1,0.10180321452436539,-0.02809831718480993,-0.0007585750114435239,-0.06024055022626777,-0.03314860796562209,0.14320056198021094,0.014923621234465438,0.0273682974961153
PODXL,0.0010076021454763547,-0.07920679660052991,-0.017303914462553055,-0.018192766131963127,-0.024726650425927765,-0.06972862792103927,-0.06391006497859204,-0.027776835905592812
JAM3,-0.044831690585687346,0.07781938425262354,-0.014140821779829433,0.04946608132891672,0.010653886784944153,0.05301802757137954,-0.08426049996319707,0.004551048573112427
TGFB2,0.0006191812684624946,-0.037350486610256306,0.01657607043452131,-0.026051796352806897,-0.07174742790949418,-0.048143139875289676,0.14775348787185513,-0.08625411643225102
COL18A1,0.031111333217933027,0.009697556611060493,0.02043972374498108,-0.03986343177648732,0.02782668238996896,-0.08982310356440493,-0.010234868588830347,-0.05948573157987148
NODAL,,,-0.010589524383942974,-0.0281003771676193,,,-0.044883260360553234,0.10252947996595105
INHBB,0.013954940094581278,-0.030449406861219327,-0.01909630886711123,-0.026461486183200357,0.022138504919415547,-0.013234944874736957,0.07456702632584977,0.035028061099422796
LCN1,,,,,,,,-0.017296934312021527
ARF4,0.014406459410251081,0.06805203456932171,0.042190493894284004,0.01051204550106271,-0.016316813543061363,-0.09488268361360908,0.16458063831071307,0.0051225682313719035
CXCL14,-0.002572048266336516,-0.039096196864660614,0.08480947596095369,-0.06552882340457797,0.006320059895784059,0.029493752323549127,0.12093075856955125,-0.021946438421097048
LIF,-0.04527406573488583,-0.035484366753891314,0.009263541147053049,-0.05520430863976412,0.06207355857229726,-0.03957317852122962,0.17379747199866255,0.038070248635093284
IL17B,-0.02739968882801588,0.020721277537071477,,,,-0.0034972301005032403,,0.042546444328421126
MMP1,,-0.021103040110620995,,0.0815338205760029,,0.13907791207852133,,0.02706515294268111
MATN1,-0.02158840116341026,0.004195926192928031,,,,-0.03111945015184085,,0.05998550032218729
ADAM28,-0.039315263400518566,0.08098498277357097,0.0415675317296736,-0.011477478970802832,-0.026724533769230997,-0.051787286898703495,-0.04569143208850093,-0.01895981349793095
TCN2,-0.04277469842542513,-0.0160126793050825,-0.018179944679670716,0.04182360793266434,0.04580589588941008,-0.13206359797231315,-0.03234312615385694,-0.02377856757218831
THPO,,,-0.023966686410068473,,-0.015741860096686273,,-0.025859625604477958,-0.022519579344800533
CUBN,-0.011322405823902183,-0.0223097370358736,0.04340553066739164,0.03615040388240391,0.07372577241361984,-0.07937129580064567,0.020135780526824652,0.07229277793933978
TIMP3,0.0038485757617553766,0.03517137497212823,0.016333130410902313,-0.01964272101569698,-0.010150619274350967,0.037321576551668414,0.17353177728383878,-0.013528622048323408
PIGF,0.06531611133198754,-0.010032577728329576,0.07250726918257776,0.012443899543555088,0.006177995995013147,0.044555703020045585,0.0236701299432526,0.08075112403436363
CRH,,,0.029071363495782137,-0.011855993471289693,0.001520785918628414,,,-0.025649139796349817
BDNF,-0.039106732864984145,0.034517039588432906,-0.03573673069653837,-0.02584794012459526,-0.025608155683020706,-0.03149372122395488,,0.008532856009298522
CCL5,0.11912998400831842,,-0.015211711384386404,-0.05322573102407058,-0.00653013980841551,-0.07300404884670912,-0.051306179477367035,-0.00041282637578461396
GAD1,0.016376252905468208,-0.0036834653417507734,0.028137504922957638,-0.03154779431546847,-0.014496221945266622,-0.011343424055673552,-0.059870069015442215,0.03503619872299174
COL14A1,0.0028685322485579286,-0.004440644483162026,0.14957168208934615,-0.006028269616028928,-0.020619633746914893,0.02226022598595382,-0.045852183618827716,0.03784579226242483
HLA-A,0.012255695334322993,0.008742257364772145,0.02155454914075167,-0.03147205354760211,0.027106615853978677,0.0031333743529362574,0.06877438257321104,-0.019354126682499855
CD5L,,,,,,,-0.029518051996601475,
FGF18,,-0.02391494140436996,-0.010586570766087008,-0.01617643795256521,,0.06326968752213678,,0.030095777958840678
ADM,0.030354527957144356,0.11485167260173977,0.019607563508520116,-0.026139102368732865,0.0038332331990929155,0.08253773930321154,0.18648470585205865,0.05712653875737738
CCL15,,,,,-0.00010914689956776047,,,-0.01483467519281097
GNAI2,0.01201527294633675,-0.06148076386607869,-0.025876386815403385,-0.028132979285344112,-0.019111333681433647,0.02076365291431838,-0.09938533088854382,-0.048281710488492835
HDC,,,,,-0.019163689914223205,,,0.0765854192406213
COL11A1,,0.0949389155283886,-0.03492935639667666,0.04607769561210456,0.08095030679038903,0.007824382457004416,-0.04656397012462928,0.0006983119921378566
NUCB2,0.016051863436268715,-0.017315630735762883,0.003434238873369209,0.03217178228324136,-0.013877184992395908,0.023526841030822844,0.055701673057291685,-0.03562586234829021
CXCL1,0.09954668167067444,-0.023564900592786445,0.011699195990254254,-0.037183062607203575,-0.01432518666790089,-0.09239305786485122,,-0.0011735058988335437
VCAN,0.004229949459151234,-0.05169449804929117,-0.020349313904550123,0.07556418718280246,0.007235129557818894,-0.052269734662154496,-0.15960115769495115,-0.03530724556836295
MMP7,0.01161671435836186,,-0.007536666749187427,,-0.02767315728456638,-0.0035215170630027966,,-0.03177806243081264
PTPN6,-0.04935706873986269,-0.0731037065141263,-0.019415653497919953,0.057902560658465135,0.010754929373482817,-0.04957821870141142,-0.020098866834707026,0.04029349906140636
PTGS2,-0.051353273201140914,0.04479303072880288,0.03701744719727043,-0.02240472081912932,-0.010192990797428029,-0.0036704240123866328,0.23407355275494873,0.08779232646141402
XCL1,,,-0.011518567868881512,-0.012405932419285021,,-0.030683527409979497,,
CD58,0.027134611105208397,-0.057029642619429985,0.023643386866463112,0.004961518937147807,0.00707172905634666,-0.07898668825331241,0.022512396546488164,-0.018569298819132572
TNFSF14,0.011002214154716368,-0.044671836827975,-0.020991867134466727,0.04184567321606742,-0.01399193788090751,,0.04626883319180313,0.03487818280665854
CNTN4,-0.035713501141263794,-0.008254719475592715,-0.02070093876810142,-0.0025657423150828073,-0.01423950701650875,,-0.03089232055940678,-0.008576975194162046
NTF4,,,0.005270875178008351,,,,,
INSL3,,,0.016505976203604496,,,,,-0.020312035224652067
BTLA,,,0.050907951914211505,-0.012933597539357909,0.06095421581017705,,0.008748284144504296,-0.019640722447089354
MFNG,0.0013221823753540832,-0.009117859989427308,0.007701850162146044,0.0506997102817694,0.02132606008319159,-0.0348788998577336,-0.01792073795463475,0.058765174509419676
ICAM1,0.04139078208549984,-0.0857107565007873,-0.011103808493719626,-0.034756985353264845,0.03968819385797254,-0.049626203340344496,0.10500204286998867,0.015557084516149327
PROS1,0.03016660017552974,0.014600893754143316,-0.005299944200605651,-0.05873917227701151,-0.04305233084618604,-0.015246929064513425,0.08814788149783488,-0.014010636017537192
CLCF1,0.035681137437966644,-0.007816397268842258,0.011732093227316377,-0.04450124688857458,-0.038214016265958245,-0.11369666113710987,-0.016603258511567364,0.029541490914851448
PSAP,0.028633359557773325,0.007744901428591729,0.01921596594665589,-0.01445608946940168,0.059789327296731885,0.10854769649178864,0.11485505395841374,-0.06105983884735176
EFEMP1,0.08107036864029629,-0.07745465500130573,0.021263321454218793,-0.0131085359282022,-0.00010592389913743246,-0.014401087158995044,0.13316266975893765,-0.10034917249083011
C1QTNF1,0.07683672405592533,0.08822767636308894,-0.03582439583558728,0.05574222960891471,-0.031051218118353464,0.07494183501389792,-0.02947496265771266,0.04021025814851765
ALB,-0.010139690948550035,,-0.01879494128765662,0.023129631620128082,-0.015891886233017936,0.021545255642969365,-0.04750829641666267,-0.02296804789175236
CCL13,,,,,,-0.026881420087379437,,
EFNA3,0.019353331641503966,-0.03808429304669626,0.026238125302222064,-0.015880774256256905,-0.02626973067230445,0.03468398394551117,0.2553776602490779,0.02315808435565029
DRAXIN,-0.019419200962790536,-0.025180193124279198,0.021654608857136673,0.051198245004872404,-0.012760404801062983,-0.011521397623850797,-0.0345728230222393,0.06966057761632465
RAET1L,,,,,-0.015283456495275688,,,
NPTX2,0.036903660099818755,0.045334886346237266,-0.021351271953966272,-0.02624746208863699,-0.03082120393424133,-0.0618998647307577,0.00016850958345911133,-0.04579303315949156
FGF11,0.041670586608288214,-0.003174826404252916,0.040993800650873526,0.0057097054929632,-0.028922692457038893,0.06878575869040925,0.05087141079703911,0.10984213438713522
CD59,-0.020284629691460856,-0.011831102121013987,0.015955089284049644,-0.09863140242775967,-0.027188384933873384,-0.038288705731444224,-0.1161723835645863,-0.08300034787236045
COL9A2,0.06774422057463879,-0.042250390855682995,0.026838455437398802,0.05794716110188681,-0.0010339129887847636,-0.028352741580161937,-0.06281176859966633,0.030851702188113714
DLL3,-0.061999169642026376,-0.0578552519123952,-0.010701724940184091,-0.007345277077921961,0.009641802303637351,-0.03774855761666948,-0.030656285222682857,0.042139128064517896
FGF5,,,,,,0.056676835065242334,,-0.05203627407280438
LIN7C,-0.07087458527301045,0.04921350127054543,0.01803433789494624,-0.023259675538892095,0.02626694528788532,-0.007229859380655504,0.0070296370857087015,0.0763376478128183
GDF7,-0.021588415855031264,,-0.018889529299261496,,-0.01399193733718078,,-0.03756399543235852,-0.028974146671220422
PSPN,-0.012434956181820413,-0.0019630796867389565,-0.023833366514800374,-0.04025650246934539,-0.041850528727521014,0.017690844362449956,0.04018976255630049,-0.0010411841498119319
ANGPT1,-0.05410822727583168,0.05016296062809726,0.01569404840653163,-0.03963957585423495,-0.0285952033054534,-0.029126383524302392,-0.039492228083805356,0.052663891488072906
PNOC,-0.01088447880326106,-0.0882051730820189,0.018189267812567245,-0.06035536035583794,0.003310335815398058,-0.029458388614562684,,-0.02096390599740385
L1CAM,-0.06017770679807575,0.022876949667450498,-0.037035702059113315,-0.07925433525777982,0.015359289821970466,-0.032412227273067896,0.1719487324904292,0.04284164514336098
APOA1,-0.04637619374385404,-0.0028337141236325493,-0.016486831594047957,0.04763109445808994,-0.009482803360690196,-0.05442685254399127,-0.04820764907484891,0.017117438400209288
PSEN1,-0.009681647767443237,0.029565751251120112,0.008298406248157501,-0.0045698286583377885,-0.01901507894749193,0.011221112688944383,-0.08699537760056694,0.0032421085270802497
CALM2,-0.020232276023260914,-0.031730608810473133,-0.03149868798168345,-0.023996224672696756,-0.014503269631655878,-0.14248485800340627,-0.062188878022533166,0.030585016076746366
CLEC2B,0.00865766176859952,0.030198025033227785,0.0008625957199486422,-0.03701109647157835,-0.0024689234180470462,-0.01775586660395993,0.023682384100465647,0.005174001180255649
NTNG1,-0.04361544763962322,,-0.010870937334130854,-0.0315221822882665,-0.011931983453050932,-0.031743406450847986,0.020369531021750445,-0.0005398906610527081
LRIG1,-0.011253324589123669,0.026982722397673135,0.010980436133023486,0.07767254617952508,-0.04266344813354626,0.1529061085418863,0.037668739835660776,-0.010765321215189283
CPAMD8,,,-0.01252202173541107,0.03175450556223955,0.05010440492813836,,0.05166529914945084,-0.02128311058857551
GHRL,,,0.05461625228599584,0.003613894015734327,-0.012760404801062983,,-0.050263616977129534,-0.029216938611612047
NPY,-0.05291814737132474,-0.022113074275024246,0.02838130569769697,0.039256250842904926,-0.022150004190932455,,-0.033437547371787564,0.006195508638885435
