,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
PDAP1,0.06529541237007432,0.014974798405380322,0.05789136249927657,0.050730044202005775,0.05800369309616278,0.014957652137505667,0.0032353456687153467,0.09198510129098283,0.030090901146786538,0.050778850627156105,0.005287054728328601,-0.014111261270021613,-0.00486257370488038
QDPR,0.023272108465754872,-0.06975801675048063,-0.07915935237436023,-0.09501756606673432,-0.06692376642863396,0.11910481371900557,0.036781972723670404,-0.0037466373574603514,-0.03525904669768811,-0.006496855207413378,0.06737655505764102,0.009088585569831059,-0.04688501441814542
POMC,0.0041608327697659365,-0.025038907571205936,-0.027782999928441084,0.038337644199447546,-0.007100196643530647,0.061893882133851025,-0.08320295006085009,-0.02344659609335955,-0.01668931160798288,-0.045053134768858784,-0.018910226101548893,0.01842401795203135,0.020126256564256168
CCL18,0.03354933025975518,0.007293434758004439,,,,,-0.06603656799380342,,-0.02323039702624186,-0.03433749826761248,0.04512650804584093,,
CCL17,,,-0.017292384855446673,,-0.009463462798513402,,,,,0.21587912798519016,0.032990857251123176,-0.021798503960041137,
VEGFD,-0.020681859537623436,-0.022399661606521293,-0.01926562632219347,-0.0221667766538379,-0.023751370511347864,,-0.05748637145510323,0.11192355687862664,,,0.05368822540870986,,
TNFSF13,,0.04277802205954497,-0.011927900058286109,,,,,,,-0.02554372466095605,0.03740080600385346,-0.012081949916428802,0.006925428063647687
WNT5A,0.12882169842136282,0.006144529332474193,0.028474605809713553,0.07756171625108092,0.028606629973317418,-0.008813154134706055,0.03825943682124678,-0.054522042725221966,0.029979515104846706,0.05162352754685828,0.012757148234073704,0.023464803345232196,0.03417577087976846
CXCL8,-0.0690137606360436,0.03003647916799349,0.09261592457613989,-0.015338638800333732,0.01655475973826651,,0.034795094039830554,-0.027260694951733274,0.11916102212825201,0.010212011705070384,-0.06599015928482546,0.0006251912673554942,0.08172850423049298
GRN,0.020601746610285517,-0.06015938028987387,0.001981596786059261,0.09022801483025923,0.013820607933087247,0.019853757444688678,-0.012640983621738345,-0.09278361423170449,0.07789504294372206,0.0010774817969015848,-0.005104761428521078,0.013773181369384878,-0.08216056710620923
MIA,-0.024122240855213778,-0.02660901161354119,0.011417291347315351,0.014496711036770825,0.051083614100226965,0.032691421173004526,0.0008240110520900283,0.02067345090471622,-0.024844699610041446,0.04427996477999282,0.16015000006748917,0.09837423250665585,0.09506281765704185
COL4A4,-0.0007657779895841186,-0.02690180305484045,-0.014242498971825597,-0.013038934595076095,-0.023274644998832132,,,-0.03257770514974806,0.09555503390835375,-0.009026148027139821,0.04666361752189937,0.06910633686182026,-0.031634945166138136
TAC1,-0.07975205376507565,0.024285999218313037,-0.07471214524734411,-0.035402440189677226,-0.05974875340869715,,,,,,,-0.028656350020652144,0.01126789235859493
RARRES2,0.016594241082271748,-0.09047802747435452,-0.07981990640514622,0.03805972017831404,-0.05999038465515286,-0.00811929400273471,0.16071579288129498,0.14751710824931039,0.0448760251788911,0.010448583297853257,0.014029000696998833,0.05575902235410553,0.04307590036986133
FGF7,0.10992984553687701,,-0.030652356593109376,0.006734538436703536,-0.014947080606855928,-0.05599134195490933,0.029470198869927498,-0.05625689885618305,-0.026775430559942,0.002095967686371939,0.015795790720759154,0.049726927951435,-0.01363836566666655
EFNA2,,,,,,,,,,,-0.021147931040576738,,
HBEGF,0.057347206464228494,0.028611973700042877,0.04468620361652704,0.059161069874873594,0.12527294308702666,0.05623081970454948,-0.019975925302782707,-0.002679135044256308,0.1262393263490302,0.024955175021989164,-0.0033872184312949707,0.01712890839000332,0.06990497104559905
CSF3,0.018410823515283975,,-0.020611014972133808,-0.013794941833264096,,,,,,0.023376429378865842,-0.06577012524995522,-0.022950461853778352,0.012554379311377225
PI3,0.002336516020638375,-0.02356538093597509,0.13085585332596936,0.05888904093735911,,,0.0013683684841801808,,,-0.011441590787133216,-0.050129033404223096,-0.033001455618773295,0.025142201645299272
PCSK1N,0.06932789602210282,0.005782516743269495,-0.01826656156963133,-0.009284617092814864,0.06788509734776699,0.07222949156296236,0.03476859224984636,-0.05037120366901875,0.019121216805590188,0.025497945312473288,-0.035513539480489284,0.07033175046827117,-0.05754058560474136
NTS,,,,-0.016955642925461978,-0.026588576407009266,,,,,-0.03105550559602562,-0.025764740869141618,0.04244517048072427,
SFRP1,-0.03982529503813101,-0.004065274546432827,-0.01508827419914,-0.0025880743875634207,-0.008115669027372319,0.025513191892788837,0.03675694236004923,-0.04610378601935623,-0.03271430130260592,0.03155317606098354,0.02990871952263439,-0.007077396602963877,-0.041514916879052545
CXCL13,,,,,,,,,,0.0779752217541897,-0.03895291415365618,,-0.026991634212681553
MICA,0.03540247954497562,-0.05498763815808773,0.026801317519167204,0.09133964539308327,0.041818743189882636,-0.03778977366313655,0.045479463957300605,-0.00911330147846465,0.04277717397072194,-0.005818400833017886,0.04642976165379932,0.050185769960448975,0.0228867738984187
TG,-0.010436808184224359,-0.01546235504148678,0.053381831835048105,-0.016649260587233594,-0.01011358383221295,-0.0323689041048508,-0.04430208849904114,-0.005165822103011776,-0.03782451757574614,-0.017688317146029774,0.07274754367340568,0.09306183660941773,-0.029744920582436444
ADA,-0.02553017367345104,-0.00927806440006147,0.008581609409128436,0.12806560104109904,0.024821310576530784,-0.008504473311246877,-0.015496506898390097,0.09815111249422001,0.0324671033371133,0.09748710384814661,-0.00941191201822164,0.01773518009261072,-0.037223585142229315
LAMC3,-0.05243989322492489,0.016472930812312922,-0.01767749852423068,0.08404046162142023,0.05603598918595476,0.01382906288189318,-0.07054210814868488,-0.03985437102296316,0.054591478601317356,0.01763296701755443,0.009536459562271966,-0.013893662300219949,0.00911764955412306
CCL7,,-0.014248072530671474,-0.011772321519162627,,,,,,,-0.019951616571724593,,-0.007196159527959372,-0.00583870330169985
NGF,-0.015383423291588484,-0.010227040156016816,-0.02697339539249081,,,,,-0.0008819407878149415,0.028667906493120895,-0.0230425198926684,0.05910544920835197,-0.03588211648877808,0.042765927015441206
TNFSF15,0.01623608181929577,,-0.013109055788457481,,,0.023295090134057634,,-0.04681618219078565,0.06811327495873122,-0.01945058578411637,,-0.022186106104411463,-0.03682845527088363
HMGB1,0.023041511827946594,-0.01348803868468302,-0.03542853703467845,0.02670725835181965,-0.07862261872369844,0.006553482422148099,-0.08527982448082583,0.0913331404753317,-0.10763846079604647,0.008612102416655915,-0.01897204356789306,-0.003248263558330293,-0.061929199592188434
ITGB3BP,0.05927694200630911,0.02372942527464952,0.026482834907310043,0.04783085685446258,0.013149733585515883,0.0774200424448858,0.0499875294868058,-0.02272587729976412,0.065104514165342,0.03366848242556302,0.021521998164931742,0.04579688188841367,0.05669804520652357
AANAT,0.013313861451515146,0.060303064178442646,-0.011927901331328178,-0.012443410851224308,0.047315448214193,,0.10058084807752296,,-0.024195432277873397,-0.01750319737984062,-0.01446528385623722,-0.025445754099324806,-0.020318493913353514
RELN,0.04634940949902165,0.0001729252486937119,-0.02070416551682538,-0.03651287168265564,-0.04446921867049015,,,0.0005241973068950593,,,,,-0.049740383025299977
IL15,0.015217891941536337,-0.013538224531739496,-0.026156202709022212,-0.03245748613774379,0.01382884587710172,0.05273778467237027,0.012712047181010235,-0.047524049994417616,0.03328372524479949,-0.03206657473533943,0.0056477852181740324,0.0006133839041455737,0.10380748261765443
UTS2,,,,-0.04104638608973644,,0.03295551133512137,0.03792087738082913,,,-0.014905253585738064,,,
BSG,0.050974568349773826,-0.029416396671990086,-0.001201224819560167,0.006559681493423047,0.10722272960164375,0.017659101633843884,0.13943323821143297,-0.039108565671044766,0.02861153946457844,-0.011424770652250622,0.03484838035146874,0.01961792536955214,0.10953733301634708
ADAMTS3,0.13607797406045571,0.04655189273422005,-0.014378937936741316,0.1122816950152364,0.009643550455584106,0.048974894165094984,-0.021993819562259872,,-0.028971566955643388,0.024606237593143995,0.09857392305133462,0.05930301727214751,-0.0026455603438607592
CD34,0.00396461452967346,0.001400518133877793,-0.03776641849533558,0.1087047096485082,0.034635137923663836,-0.03774793610580641,-0.10451131022047168,-0.014868792244795755,0.06445221859909527,-0.042646286359755224,0.058343417695394084,0.027426598692892504,-0.046000199267238424
CCL23,,,,-0.014158626287230651,,0.07824826821025277,,,,,,,
PLAT,0.10870801631677912,-0.04101981862938808,-0.07800642750225534,0.06928459827700946,0.11750036192947799,-0.017252473950959853,-0.04835760996359121,-0.08813218543005433,-0.021913063635779613,-0.011795325057669006,0.016905925057697488,0.017784471695445378,0.016393644422628823
NTF3,,,,,,,,,,0.02826454137293059,0.07953398061562986,,
LTA,,,-0.01508827349328682,,0.03682873479244691,,,,,,,-0.03424615025051369,
CKLF,0.058422156364630086,-0.016188516301187776,-0.0005618770089955234,0.030842204482891874,0.002041809645861336,0.016754870788733833,-0.10350326449779006,0.0032754726433712493,0.06329302222520045,-0.025292693133106184,0.12168494275489943,0.04569643720405468,0.10703353513665952
CD24,0.056531360001887146,-0.07917517243811417,0.04035411088036957,-0.0012087157399223955,-0.06309822447195503,0.003550869627901377,0.01642648880779686,0.05204064128780042,0.12308081958900106,0.021620812480505146,0.03472857381236994,0.028050829382568997,-0.0116709454258394
HSP90AA1,-0.08609940208334876,0.0764438458710879,0.015225028159847059,-0.07553716869686268,0.024586045443631632,-0.006230520344473806,0.0001195477729517366,0.022664154572958194,-0.13011054298872646,-0.06181158822885399,-0.13456140637119268,-0.10891254269055341,-0.11242429114547157
BMP4,-0.02007558656913817,-0.049580508103763674,0.0011996746983994574,-0.027329586722781705,-0.014404084757791171,-0.011943999097340374,-0.06796935842912889,-0.018308101312678175,0.015752714148269297,0.04852603728795922,0.09187243638389375,0.04643219757794168,0.07949487942598574
SCGB3A1,,-0.014248071105883258,,,,0.04974659990958286,-0.02946165585501727,-0.044641460020890505,,0.026211484558855587,0.05367653123923768,-0.015306663956705414,-0.04083013131515829
IGFBP4,-0.04661484846360249,-0.026933604741064023,-0.013080570903776977,0.09341801662018967,0.06262745105824315,-0.03279902233431583,-0.07737397833150848,0.012886712063410067,0.07540771686878409,-0.00720667291632029,-0.020404587086131343,-0.027513793195526264,-0.05461311993474924
RSPO4,-0.05225286892698269,,0.06287374597081441,,0.028509138020119704,,,0.006180522455585139,,,,0.1472427510269779,0.07492275029579898
LEFTY2,-0.011762386571748709,0.07462750422946854,-0.033713434899958476,0.05127838991287914,0.03257673074798796,-0.010553298712770954,-0.004798984343233917,,0.12796435910385892,0.0595327956372029,-0.007523382861028385,0.06482725357168626,-0.06409177508385691
PF4,,-0.014780086622394233,-0.01027111859690609,,,,,,,,-0.019383542938162152,-0.03424614232570051,-0.02007023491153658
ANGPTL2,-0.019429557330098348,-0.019026847457108306,-0.06604886130006857,0.03961585853809167,-0.012533468903016015,-0.04323949927991198,0.007114954912875298,0.015608611825005673,0.11362824736875703,0.039028699708720783,0.028877829598883537,0.009927998745879253,0.021494893794023154
LRIG2,0.004450166373779243,-0.0366854894937301,0.020409505964761262,0.02284745766703341,0.03470096649610813,-0.02386920359601935,0.04114697553410894,-0.0193938081667963,0.06642029549517778,0.026622748375830493,0.03090948827941439,0.06562178190394528,0.018740800623743982
ICOSLG,-0.011801010442741677,0.03754212676457757,-0.021726881800379252,0.039564410041184384,-0.011920815596113857,-0.020782750281556083,-0.05746394945267107,0.03630943063500777,-0.003011191841870188,0.096552303684225,0.07913552378026226,0.06853526071813099,-0.048645870578409085
WIF1,-0.11087086291236302,0.026336576982873183,,-0.0655086812147799,0.04574680696585745,,,,,,,,-0.03682845224855574
NPPC,0.01822954252762292,-0.036516046948005774,-0.015933037867644308,0.058318821570078734,-0.026115223878906024,-0.024874559386844117,0.04061350539049351,0.010575254383048694,-0.005060269131826531,-0.029784165593845738,-0.02571464730555311,,-0.005424916717624072
LYZ,-0.08686275597943062,-0.042776816071841514,0.012065749360013329,0.03834926651236906,-0.018906609580397322,-0.02973996163503739,0.016479997029869343,-0.06610278994334398,0.05338404155713279,-0.0018361466602591554,0.08216049669965063,0.01714447993872891,-0.023068288415034686
EREG,,,,,,,,,,0.03043520713702204,0.057148489095409774,0.015374668985633898,-0.02310678584486244
SPTAN1,0.046082528718096635,-0.00905257322781746,-0.04849156577501166,-0.0033853625464309793,-0.0683797176896591,0.0017725066919352058,0.05833202133196677,-0.014584164472466465,-0.024162778633821293,-0.052658041578419024,0.0318073697053367,-0.01669445121988116,-0.01677627139246645
LIPC,0.1267790052322237,0.11389118024684523,0.046807959102513313,0.05223645240375083,-0.015308911625557944,-0.026376923967344278,-0.06700889254641323,0.08401772694448348,-0.02347663892713517,,,0.03521021683166714,-0.031298329961038956
COL8A1,0.14005827239392282,-0.036421274145473664,-0.038443024395850095,-0.04364019774098034,0.019343705770423675,-0.06962270861826513,-0.017672107510795662,-0.02077329106526354,0.0801654012501301,0.03643036282093696,0.10127753506050426,0.040972430336267116,0.03926206314877417
GSTM2,0.0715138623587766,0.05578501485063162,-0.04527765360645919,0.08243241618654389,-0.010338052573307345,0.10887200194813705,0.05686573064196701,0.06530933094564818,0.07410749706115277,0.005140751613662302,0.003329738097409348,0.10057219424070246,0.01074024581575536
IL4,,,,,,,-0.02979999087045133,,,,,,
SPX,-0.054111986794658416,-0.005134410327620015,0.007215342400688202,-0.008193279197570404,-0.05157539292769196,-0.032976000087694524,,,-0.06839448055555351,-0.020116138886945658,-0.024067146134799485,0.1060536766108179,-0.03833728047293911
MFGE8,0.06412275896055904,-0.04493839298712357,0.0018827555740049192,0.022206287766322184,0.01646562308159053,0.04457819057009001,0.06191024914565511,-0.12416531307484419,0.12164773170678066,-0.02049316549456039,0.0035011404973594677,0.009992275751208226,-0.010922701062275596
TGFA,0.11390869178762693,0.03343504199660652,0.06789193381131045,0.04626772286708111,0.0891327557499381,-0.03422487872190649,0.05427566345635792,0.01930005881730399,0.03205613463626705,0.021780417619101624,0.021081598058355362,0.11356285440668196,0.03150897492108855
SLIT2,-0.10016739913546398,0.023326629820151785,-0.0021181625142984834,-0.0413475481021948,-0.03877266317722215,0.06663326148309054,0.028294175618367095,0.02470351034029795,0.09790521283338223,0.07289674889537129,-0.01981210291271,-0.015619951907426878,0.053996522697523086
PLTP,0.06405957785673352,-0.017940113115104874,-0.05303066116135853,0.09193640881355583,-0.06544250578457309,-0.011459829271163643,0.01655203925398401,-0.027509720698801147,0.09723811373021529,-0.03206755573232709,0.007216519704982351,-0.015709607247902872,0.03776447408364977
APOD,-0.05917384396057022,-0.0618016347191519,-0.05589487307720628,-0.027958312764990115,-0.04570349915892993,-0.1230124242402185,-0.023123469462817212,-0.10208909756479174,-0.15214991947865503,0.04392664347836235,0.028753527663495208,-0.06262579439777187,0.05177226127389871
B2M,-0.011443478915412093,0.045943226158437184,-0.05352427356158142,0.11507155564930353,-0.023085091083523187,0.020523353121769037,0.03691713292153099,-0.013680876318598196,0.04492921513726444,0.045394995682375094,0.1295045637314476,-0.08801749695961225,0.010194721584748443
OMG,-0.01770430130160935,-0.04184185672342824,-0.09898460455604856,-0.011945787005531039,-0.10903844306670442,-0.00958439929058701,-0.0068066863852142235,-0.04740832018591821,-0.10547607474591737,0.0276487931356961,0.08868107927846856,0.05435928661276473,-0.08038225387213582
CXCL3,0.004331928335157998,0.03547220391578416,0.06793968692010396,-0.016337603620483927,0.08268299972082988,-0.025635727935568037,-0.0431443448238728,,,0.027727370152832505,0.017676484339220647,0.0016705699694541732,0.02449170284969774
CXCL10,0.02868577438360955,0.0441604094232698,-0.012984378929292838,0.08770507981109099,-0.0027778991404276807,0.07871201861800255,-0.0022031726894066427,0.03498087228201916,0.03171942142242917,0.0004806761435045298,-0.025998950301108548,0.006717068311177896,0.007030015993676224
RSPO3,,-0.01935419423665511,-0.011927900449991317,-0.020432740421805623,-0.034171091488554954,,,,,0.034141246872204226,0.08753219444371284,-0.0244059044962277,0.0039384018919468265
CORT,-0.05858467241863265,0.04033462239821556,-0.026749232644593564,-0.035363435135358015,-0.027134569832541432,,,,,-0.0032987678107581995,-0.020283892494818448,,
NCAN,0.060709870174824765,-0.05159827964948597,-0.018089667805760108,-0.01834078203624023,0.04097173417146116,-0.05200673260287334,-0.07487193939186289,0.04486535108611339,-0.09621485752370375,-0.025432459622860983,0.057307093265366545,0.033607495556905745,-0.03444910922296899
PRG4,0.09371274877035392,-0.02142739950271973,-0.011772323353704182,-0.017700304512825015,0.0013438873546674824,,,,,-0.021852541319554462,0.023726096000509702,-0.009359521042927147,-0.00905379135747615
ZG16B,,-0.019757774281478135,-0.013663221004071696,-0.019110323147174008,-0.015456909311546887,,,,-0.0268972202718357,,,0.02296015686441989,-0.017121968779053764
TGM2,0.025793689474167398,-0.01640797086287941,0.04045053129915088,0.07089482868410774,0.03278064548215714,-0.030347398418730756,0.03561442979872824,-0.07007612364452351,0.0731142042698553,0.012224796364503077,0.03482433019831925,-0.016136007357334035,0.02695148247394468
VEGFC,0.016937951819203635,0.022880739151740163,0.008139264690006151,-0.023336740172671067,-0.041621643287895756,0.030572798040111118,-0.012358466361338232,-0.052603406478696844,-0.03486413934210023,0.059737673908952516,0.0004753499540159799,-0.010448248395097386,-0.04058179092436439
WNT6,0.11132631881045665,0.07875410481330813,-0.016282639036245126,-0.017405931733780067,0.11478908967252184,,-0.00947044031883563,,-0.025579259636348717,-0.029784169612263874,-0.002967721302982249,0.09176223646742551,-0.017692130710072803
NRG4,-0.054222551306267935,-0.013122975015458671,0.02510174754822056,0.21926236988516637,0.0832464203046667,,,0.027897122453165345,,,,0.07845867227525183,-0.00791658784860787
PMCH,,-0.015124934930380748,-0.01985208619777887,,-0.022624634140302483,,,,,-0.020279444865662622,-0.028459386346593053,0.0663975081510907,-0.034073133491289154
COL9A1,-0.005942957096419919,0.047107464362638914,-0.014963982151400127,-0.008942415517813994,-0.021066690987258444,-0.008522894269947198,0.03650946289970293,-0.06592361997263686,0.1415566006773716,-0.06496374766064067,0.019292942157792235,0.07280263210452498,0.015621623536227478
GDF11,0.005940321322650417,-0.0453428731162861,-0.06567795858208633,0.0607391555004916,0.0186411927532762,-0.012285581058649518,-0.0289587461908137,-0.04769790289757109,0.057140120468726956,0.018294470644384456,-0.023267244515366638,0.03420927317123901,-0.008672043948641366
RAET1E,,,,,,,,,,,,-0.0267731068243589,
IL24,,,,,,,,,,0.18614184967292186,-0.01907448220096874,,0.036914580853574276
SORBS1,0.12129531920282387,0.014874885696012365,-0.026874032061134392,-0.010783880427374793,0.0332776955098772,0.018919719974445224,-0.017234776918628906,-0.03912387721634212,-0.0524587906460766,0.024767882271313563,-0.02711344000093361,0.05284974042574656,0.03474250069977632
DLL1,0.03839711222458963,-0.04148938253193514,-0.06013779608051715,0.039492529846720394,-0.043756295513747115,0.001712385309318728,-0.03892034123176343,-0.06456358484593616,0.0330067324681001,-0.0029101634122682034,0.05468482077578613,0.005985747755549156,0.008687226127138986
TLN1,0.05556386570105434,0.01740076132780858,-0.06582002563009126,0.07260207232944868,0.07166605036302276,0.011952059726069482,0.1235527476078789,-0.07074692185453962,0.01596044929840039,0.029552818396941682,-0.036182858395588886,-0.009488598196142181,0.034975945911777544
COL2A1,-0.02137814579428596,0.016437137992999305,,-0.016337609180351507,,,,,,-0.005400598312211876,-0.006599192309818598,-0.023723349730922303,-0.003241432519898731
SHH,,,-0.012233376815957115,-0.012843345939083846,0.01635094537553583,0.03205621058842331,0.060750570260126986,,,0.025008197971665543,0.0733401421643859,0.04757090425600145,0.20147360368004877
PON2,0.11484383769531806,-0.04817473469830758,-0.0703431981830687,0.11986388879119765,0.07738146089781156,-0.02974603596109538,-0.005926542191527047,-0.013009670529856751,-0.09087742457998177,0.03724557554400111,0.07848170014352523,0.10103296726133666,0.044105708931398584
ICAM5,-0.03095398113001782,0.00974728418433609,-0.019066586046022228,-0.031925284896499415,-0.01004963062329017,,,,,0.04788779652543323,-0.01754776694903735,0.03126871371383911,-0.01769769406005756
HPX,0.04108884269420889,0.07805988428402133,0.009013468297235762,0.04199323046400144,0.04376518543093681,0.0035785364763424895,0.15623141781309477,-0.04238049094828855,0.12151634036113865,-0.038291896548440604,0.07792685237988001,0.02820747232808249,0.08530343071138317
SFRP2,-0.013201153176340965,-0.018942848505526858,-0.013932490464038482,-0.0130389307555836,-0.0019326323109854348,0.06445485843619046,0.08774472811616497,,0.10720903379748356,0.09346307186757057,0.011654233584132395,0.044675239264357354,0.027170318391607728
CFC1,,,,,0.03838907516687883,,,,,,,,-0.023542345829373125
CD70,,-0.03460811532853025,-0.023681269606358243,,-0.004493816832653817,,,-0.03535622955707851,,0.07105280312297067,0.018670070233678306,0.0070414226574912996,-0.04673965557169383
HP,0.09145300152027158,0.0006558309480633572,0.009103125794666943,0.10597528403762964,-0.01741924796398178,0.03211951350835812,0.08992018768728492,0.014946848818174326,0.07846136674451229,-0.011889406058764092,0.03302758505483972,-0.036508567839665204,-0.03469516587802287
CXCL2,0.04103903037444207,0.04012366329754742,0.05986605670375078,0.042120463059687537,0.007380611880248254,0.09857238702993369,-0.01592962015439282,-0.03209423650845874,,0.045061618882019254,0.005959466690196417,-0.037623775357051616,-0.034498452231272965
NPPB,,0.01939660525471201,0.14752154338853982,,0.016155396939833037,,,,,0.027101343319334167,0.004948884310364959,-0.02475707479513701,
CCK,-0.1151408138714438,0.043788017819284715,-0.05838570409615708,-0.062220377660688275,-0.13253364147845684,-0.02637694525713284,,,0.07358105111457049,0.019304380255589615,0.029751316064286888,-0.032116609315499554,-0.11388859066076974
SEMA6A,0.12986804019139803,0.0031846442159568435,-0.020604584392128027,0.0584829409557382,0.03349671791512143,0.06500377682209714,0.04136060278273503,-0.07018712723265509,-0.0324366937260581,0.0035699840681243126,-0.018111649255681518,0.06681562082462071,0.10108603455004059
IRAK4,0.08838708091578043,0.08739184917108904,0.019101343644698385,0.016585992652665017,0.04152585437648734,0.040637878523013544,-0.06131599734324295,-0.00943933490191921,0.06582082291525193,0.03874490293077124,0.015273820953502498,0.12053492336453869,0.02787830329921415
GSTP1,0.08675996127395626,-0.029913991121792303,-0.009412076219604094,0.023647797116427182,0.038832477347678786,0.016575324565880206,0.03392915066256653,-0.098189911931025,0.006638445925499915,0.052880994300192795,0.1528025676654976,0.018897078362190785,0.09611953196337482
VCAM1,0.07440126719113527,0.012823665489204314,-0.09695324620169994,0.09125338474390819,-0.04195136207448816,-0.0672300603659245,-0.012229395938969448,0.0417443901787081,0.05985817383044185,0.07754609956411046,0.07131754604351287,0.1446468382762694,-0.007725598588580719
NXPH3,0.07067061870422293,-0.0597221407308413,0.012053327029652613,0.045870198031566965,-0.05076284508108384,-0.05299569637256243,0.06540236946830415,-0.06991184792446008,0.10173580463831,-0.009921506285559215,0.03694786510304284,0.10734224983348135,0.050844554649492515
MTMR4,-0.016539316355390382,0.011107544122129068,-0.05490637540565154,0.006855819822678089,0.05553535335174806,-0.010090263818606404,-0.04574508891164093,-0.046443815247311365,0.0666995295441148,-0.04359253816397338,0.030868976375101657,0.05225104654490724,0.04404056323634607
LAMC2,-4.244236220594013e-05,0.032676381741593326,0.03698371330792504,,-0.021443335105268763,,,-0.03257768874412711,,-0.018588495260952173,-0.025050147326873315,-0.037922463366514586,-0.025620830095040695
IL10,0.058106075168079495,-0.03048365764680687,0.08097033429627666,-0.021438591037602737,0.0548587725191711,0.046287841262153885,0.10548531250336829,0.03438165566257975,0.09568605381437466,-0.03538097366178288,0.17742186188118553,0.028344039479802182,0.03071754695961579
SEMA4D,-0.04718154657926613,0.04999955384429968,-0.04568804499441967,-0.05848289140396385,-0.00779654056907366,0.008258072601261409,-0.00723099899106997,-0.07717941764093054,-0.04741534082419815,0.021063347682774923,0.005678508628519988,0.06432690209506689,-0.017600376743122263
TRH,0.08872237827947425,-0.006081523070372049,-0.028999108264088812,-0.03384688326240596,0.02502005286420087,0.01972221872315752,0.07863517388938912,,,-0.006032192567513599,0.04982099306086054,-0.02772958401648291,-0.04072365442513864
SEMA6D,0.11101188697472177,-0.02872841319412177,0.010687589180445514,0.03240916541395592,0.018449863373330818,0.019282986833042096,-0.0061302586730395394,0.02114003547603912,-0.050390908087825016,-0.02324181952777951,0.011147162160744893,0.09106766474730554,0.05591139829402329
CEL,,,,,,,0.04257395886354177,0.01608515343900194,-0.03718401063824722,-0.02289672504003257,0.07574985778584611,0.011378389859045577,0.04541995168647207
PDCD1LG2,0.09901315363041023,-0.005756508577348545,-0.040475904748628326,-0.027502696328013585,-0.03365429712571497,-0.04578992825126343,0.1327377978002252,0.07645569612608928,0.05104243659803023,0.07885670315477969,-0.016189654191469942,0.02267353781595439,0.03186319612305223
SPINT1,-0.04280967050247604,-0.036498988581157646,0.0355373668877228,0.025075279180329424,-0.03725310888254422,0.010416807252926718,0.039905036050958555,-0.004040260532184628,0.0993792026188756,0.10476904848236557,0.03323813107953046,0.06863605730103185,0.019696418909422662
CTHRC1,0.028328986218691423,0.021653416826449154,-0.017304530120529564,0.1181951321169425,0.06303611080442403,0.039609424360714955,-0.054499946812085545,-0.06937602391027098,0.09325675347070496,0.03418029717269387,0.06929514209114314,0.001919928640350729,0.0031113664575347032
PODXL,0.0588628715415635,-0.018526645881987932,-0.04356580642035669,0.10858639769132032,0.07744305348158378,-0.04661224037568059,-0.003372834692192849,-0.09245540865591378,0.07703264514735202,-0.010437005091283837,0.06376901165352933,-0.03586157041155718,0.054809758528752486
