,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019inf,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
POMC,0.037803821130846314,0.060198640349430704,-0.025137724232701303,0.02473383293922837,0.06577659158710736,-0.02664582142154171,-0.01277190455276385,-0.019266523421739637,0.043809278801263854,-0.05539673347991524,0.012720037785924041,0.14934604326311482,-0.04752893698214135,0.07720560316294074,,-0.04629993614495421,-0.010650073690161512
CCL18,-0.04588101948559482,-0.03023319156787364,,,,,,,,-0.0010547500546098298,-0.004265210387486884,0.3884277935934348,0.022540648813118354,0.00271770282908291,,,
CCL17,,,,-0.015228933061595151,,,,-0.0207090170754017,-0.013513116467727737,,,,-0.01660153049574506,,,0.1389390310279515,
VEGFD,0.007361539712750256,-0.030233201168328002,-0.020263353666711184,-0.01696671315743807,-0.014934791782966797,,-0.021597873862963524,-0.02206370610107728,-0.009912034348946152,-0.0064615423547487475,-0.03288893605599401,,,,,,
TNFSF13,,-0.02281494377935491,,-0.01050457719230214,,-0.02213568118589189,,,,,,,0.02409113941252437,0.05471067209802577,,0.05392510985308248,-0.025576353836039817
WNT5A,0.00658148960851854,-0.02766369735790404,0.0030901170786976845,0.050198457681436215,-0.0023018080129979263,0.023961826729758634,-0.07829342769891308,-0.017140478731433442,-0.0392445436981989,0.023263547824353765,0.01641618320245109,0.05450986465353157,0.029834263567561435,0.06176584976971805,0.038253888553733226,0.08803599180141596,0.022159583242534645
CXCL8,-0.08541774525470704,-0.07741297007001252,-0.001570859503870656,-0.034700010749164206,-0.024785808242972135,-0.007083809400873676,-0.0807386680254257,-0.018300708839192884,-0.009230517375320515,-0.07513148275277685,0.01458683343309103,-0.033576720926482465,0.007382660549940379,0.03713298113069466,-0.09259777416379766,-0.02429578703880013,-0.007111176748066159
GRN,0.09194169787836007,0.056168264858403566,0.020085832397230066,0.01006748815082694,0.08606177708251798,-0.01335766606852198,-0.1528621069518574,0.01893732438191209,0.008631430080281294,-0.11296242781358289,0.05581088685349963,0.0987550886162632,0.002915699745182397,0.058955512272436686,0.03998269712610575,0.11110974895239134,-0.005848071936443133
MIA,-0.006386739933207434,-0.027394484410020407,-0.01802080967763789,-0.03206702394285473,-0.004801662417132138,0.006684698562445439,-0.06923806572683466,-0.013147053790099714,-0.01127285161692922,,-0.016285708994941583,-0.03645166394016774,0.1061167757226251,0.029291102714904926,,-0.021292705920261393,-0.05714848890164294
COL4A4,-0.01834853165850586,0.024212469392071428,-0.03030563444207534,0.025225552166109663,0.04842749101734329,-0.021061122684776085,0.00970165263921807,-0.021620854536195708,0.058959629523946545,,,-0.02411114471501974,-0.04386593915731946,-0.02475104995117241,,0.018147093705379327,0.015819066548301945
TAC1,-0.011295494221166059,-0.0992416385388499,0.05848071721150135,0.03109268850350686,-0.024895415328931175,0.01657200419688187,0.16997792176673793,0.11162316332180387,-0.021052589990749524,-0.019706036497660527,,,,-0.003964501426480855,-0.04368658353471034,-0.00016828463258628917,0.07793770102392707
RARRES2,-0.0013091785457053043,-0.07649792673244551,-0.02571415398837205,-0.03192056516776015,-0.02871295685108221,0.027111730063743036,-0.18381078576702925,0.08359262101907551,0.015779591638734068,-0.06151856730152503,0.2282705537772595,-0.07878597603041045,0.04824962272826039,-0.006232672715348181,-0.0036046768502788025,0.011779694390350811,0.0052147445074152
FGF7,-0.0188909967758228,,-0.02287094146770816,0.07739430524503044,-0.003372133490246092,-0.006601668800004141,0.018754697136464545,0.03317854182341229,0.06449791951226852,-0.0005583973694187598,0.04911146347239763,-0.05164404642974549,0.03690624124472423,-0.00907260575612369,0.14837074709917733,-0.04714637824711019,0.024190889719325436
HBEGF,0.0732211581075646,0.07675452685121262,-0.008033693777166522,0.006468248481128627,0.03382381875233175,0.039141315791481106,-0.10013341438451646,-0.02692740205912921,0.02296163688242066,-0.03392789319728452,0.018593260050230792,0.1401152117338271,-0.040312370481774065,-0.04874598985751457,0.06643688325131204,-0.03577599462307997,0.0040542573530040205
CSF3,-0.04010472908837737,,,-0.01815156035249213,-0.005168259625854604,,-0.025269599030670005,,,,-0.04171337008322636,,-4.147097242840995e-05,-0.025051486253793907,-0.03623523607285702,0.033787848918308085,0.06260808900121233
PI3,-0.030873324015337312,-0.020421695950508717,,-0.021493133400647037,-0.04581392337789625,,-0.0021147797058723573,,,,,,-0.04834325296760923,0.008133417087463332,,-0.052795254406458166,-0.012027822103297132
PCSK1N,0.04441517242027206,-0.05968757864832384,0.09460028681403648,0.059699087305072736,0.049889484350267695,0.08160125334498168,0.13092893741179512,0.03835653685597654,0.0011765622078052454,0.16445565534500844,-0.035738358366500064,0.06000855709639523,0.02920252986434653,-0.05938399708631757,-0.05714620277791835,-0.004840454612133234,0.10128859522366149
NTS,,,,,0.04091512417074908,-0.025710845538804834,-0.031059376923248682,0.010572137121279185,0.006319278031710707,-0.016506599885813312,,,-0.03872964249093836,0.017568522554263118,,0.011008749710788992,
SFRP1,0.10657248692629702,-0.031953541990794906,-0.029426809731988985,-0.013287832749183917,0.004178253762261638,0.02323677584773729,-0.04520626942637817,0.023008511851680125,-0.01351311660381592,-0.10007908023886022,-0.07262186217763955,-0.03150634225780432,0.05948445562784582,0.01165709110962781,-0.09839605625252856,0.07077316991378654,-0.020579934441560015
CXCL13,,,0.006490436741657556,,0.005274391704615803,,,,,,0.02116485832858009,,-0.037290441284109924,-0.04086418719074931,,,-0.03465141501876191
MICA,-0.00048157023679847223,-0.006987273835854093,-0.04268303514304434,-0.04403623165224144,0.0051819348115175416,0.028467463522299223,-0.06105235908558011,0.020906337471727647,-0.03766767625853342,0.04978357161418992,0.10311621099752749,0.07987082786716233,-0.014957790865978343,0.010953301757299649,0.1058279918950432,0.06489529870944791,0.010921871438675504
TG,-0.04148378239815046,-0.039781351621029554,-0.0024634883384427584,-0.01433967678409954,0.06995546332519043,-0.02967709347197308,-0.030498145210155005,-0.02086355100191746,-0.009779383705349478,,0.015754607024233473,0.15506062915044205,-0.02205928340834162,-0.020617758142560536,,0.011555586900399022,0.048553341131706916
ADA,-0.029509717065743606,0.0428161784814651,-0.022313517376093658,-0.02510088768035474,-0.026539345191193407,0.011044807740424425,-0.1220269634035876,-0.019445469562793742,-0.015882505596048587,-0.07120597358473033,-0.016241692459610938,0.0586662229713598,0.0025294846677307524,0.005141948879274396,0.06228088741194575,0.13477642518326152,-0.06989022035724521
LAMC3,0.030797419574664385,0.09089316862265871,0.08657103582134162,0.04846468294882893,0.09448119522445682,0.015843800576355635,-0.0746866443893366,0.018806626622586267,-0.04256856514262505,-0.01742906240514423,-0.014041005560435721,0.1453458920798343,0.027788396619759327,0.044098382929256205,-0.013878699840053852,0.1905271461357295,0.06935031300142261
CCL7,,-0.019230863869626882,,-0.01036756340398213,-0.022386242157884952,,,,,,,,-0.024881867550018727,,,-0.03527567496920053,-0.011098163827056948
NGF,0.117751107622435,0.06372036396767024,,-0.010973815678298,-0.02389498351376115,0.01327103796681779,,,,-0.01717307598998394,-0.04072069374831297,-0.028340054086125294,0.029995035253542243,0.08132820242137163,,0.1550376250200047,0.014998321450474236
TNFSF15,0.03163561426311285,,,-0.011544788921364697,0.005352089750189424,-0.012113187735159328,,,,,0.017192257875652997,-0.028621058518230724,-0.024257026868516402,-0.0155565428826528,,0.08386273723063777,-0.043372088400498214
HMGB1,0.19083721399635914,0.00022000535650045058,-0.015312369795221159,-0.0228951221782957,-0.03240377922531285,-0.024979387032699116,-0.1354281513416649,0.042371210518147295,0.0023645249614456837,-0.08544352075924684,0.03581411504833545,-0.061658784763091966,-0.0038271084869236213,-0.03093489061028246,0.062464577537267287,-0.07497385155868021,0.04150128646867514
ITGB3BP,-0.02145759070850236,-0.06560367445463748,-0.03203937816574968,-0.03363384570024277,0.003832915329468637,0.027857973522792238,-0.09858517357340361,0.018771278984587622,-0.007372821030352742,0.07343743945567541,0.006640805734810658,0.001895537497599258,0.018804744618649363,-0.005351273686065788,-0.022036674022657885,-0.012924807527518362,-0.009138916542230958
AANAT,-0.010107227476845703,-0.027901057703161862,,-0.010504578313435669,-0.014934793914992488,,-0.022793862169546025,0.04175836608758436,-0.01127285224395401,-0.0309553907788356,,-0.019862786172880006,0.13671680853177182,,,-0.03732313518989772,0.05782186653630177
RELN,0.04121037770788689,-0.010424888635599313,0.02032984181873857,0.09124988616215127,0.008743812924040384,0.03332870453472062,0.12781445838841235,-0.005559776034538337,0.09494125004637104,0.0714508271830967,,,,0.02090264624086852,0.04240477885818857,,-0.02035866322113847
IL15,0.03243115237488676,0.0012707619610878961,0.09943062497673735,-0.03646107877651634,-0.018213179080081885,0.023022739116115236,-0.009833252553967192,-0.025341994270191716,-0.024229053806823442,0.0115471151619856,0.06569397072111255,0.007137339016389075,-0.028684552356549573,-0.037947195942070466,-0.0383242688826108,0.1409362138181681,-0.03963258920007191
UTS2,,,,,,,-0.045889093842581795,,,,,,-0.01858849603421978,,,,
BSG,-0.1294461749761393,-0.013150238516904528,-0.049465182824932154,-0.03462473586742726,0.015644438216820707,0.022802045859136245,0.1451366810970767,-0.04871576821227091,0.013024139392704016,0.12942494452884484,0.1721477336309892,0.035238899350473106,0.07025072214135006,-0.00568442549484255,-0.017664517499606788,-0.010974160019025079,-0.031226335162997373
ADAMTS3,0.16145529035512696,0.012735924092177843,0.01841612948230611,0.01642426337079889,-0.016148213652635846,0.010025700787288561,-0.15950765569354605,-0.0081043817781731,-0.024503588180529674,0.06407916367573577,0.030179739861551418,-0.023783664326570947,0.05020115197143989,-0.0011980235453863336,-0.021715013432666824,0.022750602980895172,0.061625862941927706
CD34,0.16780427702731548,0.12637023730881924,0.0051138309233304,0.042911275682221486,0.15163294644268285,0.062339405211333916,-0.018188520576584714,-0.033442373737077646,0.03451980549458078,0.02671254283347798,-0.07107347814041387,0.03829190030241216,0.03990380120603878,0.07152550153438346,0.18688348552748357,0.14506045732307965,0.054584253454696315
CCL23,,,,,,,-0.025935796861476547,,,,,,,,,,
PLAT,0.08862432986776383,0.046817834403791656,-0.05743278457110495,0.03168719393879203,-0.02410391150908707,0.052951248948033366,-0.14591554357600842,-0.0770797617179381,0.10729003601790083,-0.07099554206766155,-0.023265106449353617,0.0613591989369143,-0.028827629699841477,-0.05662034334308329,0.05371935271787681,0.05413899201574272,0.01761228537807725
NTF3,,,,,,,,,0.03007849083294842,,-0.030712518694478448,,-0.02901684722190549,-0.013081116790740146,,,
LTA,,,0.030898295208974687,-0.013287832127558213,,,,-0.018070448329841397,,,,,,,,0.06630435007957841,
CKLF,0.1286093597663035,0.06577831596409303,0.01863791654519391,0.012741365544117275,-0.029672916836956574,-0.058129420723560386,-0.16494200599542463,-0.007067516385073505,0.03340079518398064,-0.06704475798558174,0.08859811533726052,0.00873974402557534,-0.0010873428849349743,0.03341687339046705,0.05539589354464998,0.040460933895162324,-0.004993735790021431
APELA,,,,,,,,,,,0.06692750514486469,,,,,,
CD24,-0.059304923773978654,-0.0769695711064175,0.011983755666975536,-0.02914074432399038,0.031513197914469514,0.0003254895047835519,-0.01273784426798985,0.02921435822250866,-0.024117383801740045,-0.04984181631029233,-0.1460226611324006,-0.008272992421157551,0.008495659580174586,-0.03634802160157183,0.05786923099584314,-0.04550219529319921,0.03908893404139726
HSP90AA1,-0.06858484149791459,-0.08551673402708582,-0.03146504998276574,-0.04509745966246386,-0.05266529054355623,0.02204574601341005,0.19798550569030948,0.01931522177783655,-0.04511005413784335,0.17351530004028587,-0.1632422911401033,0.0515659037772912,-0.06351749076661725,-0.024769647265242122,-0.07145753227108065,-0.10608135607119991,0.09567354856123912
BMP4,0.04112136822604772,0.02721882177913488,-0.014997105611645039,-0.020664759136201877,0.04741416600345376,0.007001376477002555,0.04285390850258666,-0.03440624042532076,-0.041453933615344794,-0.016468350669284343,-0.05069364018519857,0.06139155102019631,0.010212005193540867,-0.00935682210845329,,0.07634134097532198,-0.021649500711576265
SCGB3A1,,-0.019230861946566192,,,-0.017785495858385923,-0.006072898778009582,,,0.10936967351835193,0.04277130954578634,0.06570783626104651,,0.020099037508109197,0.017528901637897384,,-0.0006382757902599901,0.048948793676862105
IGFBP4,0.06481821313187626,0.13042784851318653,-0.05622203439209258,0.003630790915752888,0.0897584245552091,0.08374893292468932,-0.08575608790664029,-0.016539643650078654,0.030889642925476742,-0.07091215206524004,-0.06678742165665925,0.11945747335718787,-0.039668718330277075,0.04087516391550724,-0.050385324832124954,0.23273905140866655,0.07595210252647948
RSPO4,-0.00555014384654705,,-0.022870937125661375,-0.020339355104761304,0.014272263219006927,,,-0.021017031508498457,-0.009508759733170986,,,,,-0.021756736870055072,,0.001079259856348653,0.015322518887195359
LEFTY2,0.13910538016142357,-0.034587515575697336,0.07613867023349521,-0.01879054052132675,-0.007472759904340263,-0.01180266097103976,-0.12785301500023902,-0.004201795052339753,-0.01042647134210871,-0.01717307598998394,0.0780780065172327,-0.02538295736113101,0.061181811305970876,-0.017005151957871088,-0.05933959331926445,0.05299881847781113,0.008003990753046825
PF4,,-0.019948932264676065,0.08690574375653613,-0.009045494816796198,,,,,,,,,,,,0.030483185876681078,-0.00217175040351508
ANGPTL2,0.05971333994773728,0.0236506018472431,-0.026570252104542866,-0.03379779216544465,-0.030561065675416377,0.050047965246453704,-0.13395468846117,-0.02522058515954156,0.02179593340097681,-0.029276829633181806,-0.10158742183652245,-0.0013011447600582318,0.041384762325402474,-0.0018531448210767144,0.05568778682510478,0.06306121292325162,0.059187640570009456
LRIG2,-0.015351399582659556,-0.033561675012449714,-0.019365174362847473,0.02506897545820657,-0.04577422387206357,-0.05134641814040808,-0.07802120211243659,-0.009236051102795514,-0.001748580674196487,0.12735846401926657,-0.02570846099193081,-0.025947105710016592,-0.005614321156435617,-0.004040059869379534,0.012324973438562217,0.019233561931505824,-0.00427814392087193
ICOSLG,-0.026931037762255052,-0.0017388206562991423,0.05428554486364038,-0.010763099407463075,0.08905844388801593,-0.02273824969605994,-0.09807757615497777,-0.01839603673654888,-0.0180458502896801,-0.018272500436310016,-0.008707875313827142,0.0828535544905085,-0.019988250114870976,-0.0038333295330143223,-0.05069213544437442,0.08959775793183367,-0.01606921119743215
WIF1,-0.0337047331353761,-0.03589486563303656,,,-0.020997029570997968,0.01865005032655617,0.13664610108260145,-0.016218345412371323,-0.01789351707417129,-0.06841479399689684,,,,0.1252786258908811,-0.038998264324739955,,-0.023765505293019795
NPPC,-0.02770943247317769,-0.03364034225656155,,-0.014031793137994459,-0.025573438010302627,0.00710988142556292,0.024859374045573472,0.022037431455602576,-0.013214849033649454,0.02218358696354167,,-0.023783618648619404,0.05780430621814859,0.014684985572833717,-0.06656680382602595,,-0.039807684911043785
LYZ,-4.852822281978489e-05,0.01728899656526719,-0.07466892354777234,-0.0171902458363682,-0.002452279714282029,-0.016054896702833783,-0.0988432382175288,-0.05443287386012282,-0.026869458980046064,-0.09959725737541089,0.10532791047039987,0.08572102160840449,0.06346433504057358,0.0009671378474971659,0.033659166896256164,0.0905862320876551,-0.03850896477705446
EREG,,,,,-0.016549122668175428,,,,,0.08620416513027071,-0.022938258998412585,,0.029572201440415277,-0.027098382591770633,,-0.0758609038514961,0.015299382092604645
SPTAN1,0.02837206377650416,0.017286622793389543,-0.046527108772072646,0.03766415767313996,0.039502703146255834,0.012628708657830617,0.0923445483581821,0.04568041545190006,-0.0574360915782479,0.12507005668520654,0.06981045304416598,0.046227122771205366,-0.002208264630703828,-0.026385970876918078,0.029451274443531447,0.029467844886644858,0.08471231217968535
PTH2,,,,,,,,,,,,,,-0.03460045970495101,,,
LIPC,0.00036644854743385927,0.004360602138219184,-0.019368549095471307,0.001239252157511316,-0.01987385664679748,-0.03794373825610158,-0.03250652805093036,-0.03195648018309604,,-0.025935875064766217,-0.019110215275108592,0.056726558688940186,,,,-0.0218830882517024,-0.04262731375118998
COL8A1,0.13063910845895843,0.10884468968894961,0.023694481879787347,-0.02049999843138083,0.009193166063460472,0.056568655566316066,-0.05012417791518139,0.02414107006673546,-0.01700988824326073,-0.10116933152977689,0.08089348059689573,0.07517885296468241,0.04420977705476752,0.0272078911613594,0.0942722680976787,-0.0473997853460777,0.014845727976949951
GSTM2,0.0009377272003538247,0.009140994945626391,-0.02819932656748147,0.035782499540073225,-0.02238159596880002,-0.0206910673020223,0.02159712965889285,-0.01393139701701782,0.04012026904752016,0.14450865801499277,0.07052671015509983,0.03823013678333864,-0.03647056796428509,-0.0461904161080822,0.10599635600591871,-0.035170695083560084,-0.009954997015618671
SPX,0.031505865007993836,-0.0036991838491831,0.027886716146784486,-0.026636346035933473,0.030274968374501467,0.018664120546329967,0.02843334736143913,-0.015845562170964934,0.03522858111052227,0.04679546417610396,,-0.0165468081358093,-0.007182475561874075,0.06894187086082856,-0.033824209706564384,0.02573601885186878,0.003081976620970448
MFGE8,0.01751286992648384,0.09333203300949702,-0.01920012052473054,-0.05675212529064906,0.09748643722029698,0.09000389825158615,-0.0764306240369389,-0.009615847835319827,0.04069611559989975,-0.04940362949366914,0.12461318691780209,0.1143314372354759,-0.004150479842865068,0.09692484077280311,-0.026744264061521684,0.15446420533521324,0.11054955828595145
TGFA,-0.07895284379911575,-0.02726439503994291,-0.01625168016958623,-0.00912366996741447,-0.02058896860170773,0.012321076336068205,-0.12503041808326942,-0.05064169506489759,-0.001478238111644449,-0.03995137753898648,-0.017110496323528956,0.0002649606313201352,0.052744326563708345,0.01803658611601486,-0.06966558356439877,0.025202397559516435,0.04230626243822146
SLIT2,0.060475451794478156,-0.012179344769648014,-0.022872524897300763,-0.009465684804299141,0.005178866525790853,0.023397874195456754,0.10297091631213377,0.06472141355734504,0.01906478036408122,0.0219559874412218,0.024800453665358692,-0.02689716933189501,0.10545051388563607,-0.07682390396789555,-0.02218729270130049,-0.04330935575956261,-0.030937026052070438
PLTP,0.05910732747428708,0.013084456130298322,0.014144530491735,0.050145152067390356,0.027857159843521464,0.011205254578929581,-0.17804767675853495,0.021393914277906306,-0.0011697453716102524,-0.1532017588815728,0.026067253060170603,-0.01878939007208772,-0.027111059519020608,0.03936235667160208,0.07792674589725908,0.09910062531936654,0.00589252322338679
APOD,0.10478779124685075,-0.0161320000790224,0.003472827274962004,0.01827348147952983,0.03909232494217747,0.021124072273840458,-0.16377156377469104,0.06232428450184039,0.030513923435842655,-0.02164748787753156,0.0343488289714809,0.10676276787329542,0.04678553560688692,0.04122000966530615,-0.004793584747155056,0.11082289503968068,0.07798316948035743
B2M,0.20679138540014805,0.052503714172617844,0.012773404915352093,0.030462382509180697,-0.013487782600652271,0.05168721726943689,-0.19197647634788548,-0.008525879339967674,0.06541553443928244,-0.152963404171268,0.1422881025322316,0.17875372574679493,0.0400931456298823,0.023995936624943398,0.05775283656721075,0.09808069558196843,-0.0017244326244385112
OMG,0.055323210111749496,-0.058078638417081614,-0.024734000613728782,0.005359457184129352,0.01613801407113882,0.006229102709308377,-0.0169807970740984,0.04090431935174494,0.039174933359651394,0.03919848911549012,0.0038768142379847523,0.005392082031895798,0.00539486515528535,-0.00900581921804265,0.05729815223112703,0.020209313203324523,0.1239678746181495
CXCL3,0.0028182069348400064,0.0028328361103067716,-0.026457461569658065,0.050525855933829585,-0.04306542450768074,,-0.02992725142313746,-0.02569720407465668,-0.010172362984354722,0.04175703610291059,-0.04641043932554562,,0.019353421668927617,0.06882245934902168,0.1446984874016067,0.05172093119873569,0.0005688450980917442
CXCL10,0.13280640054852377,0.012929817947028313,0.007236237775842639,-0.028128841820063463,0.05789266555892499,0.07084831176849112,-0.11571973429460174,-0.03756041362163904,0.0594659459393482,0.010039379236590608,-0.014654738061641316,0.012665624691564648,-0.025693720280291082,-0.004063085205374406,,0.09094058140249614,-0.01322403901916564
RSPO3,,-0.02612268248004848,,0.04385805821459665,0.10958248373454535,0.02638561661017467,0.14444916569423602,-0.005087748936315819,-0.0004075904766867168,-0.0021798569923291654,,,0.022712685481049467,0.04774871052237136,0.06563108010962036,0.05069840899320337,-0.007083676105486597
CORT,-0.04106351780722691,-0.005373576552032573,-0.008646764754136782,0.027137461802207562,-0.024119910828042206,-0.04937354012507734,0.1372233222765114,0.08123116591639959,0.023936794533619545,0.055374909536488326,,,0.0031588728930312233,0.008202535954815631,-0.02032633220510508,,
NCAN,0.2113734552371827,-0.04655411353586023,-0.008366706869701304,0.07603081466843893,0.021323959503049175,0.0064874344912036145,-0.08748796273682258,-0.019402023983589117,0.03541640041767149,0.053967608653783986,,-0.00017514616306420997,0.026771630743805484,0.012048509777625989,-0.0476839850904595,-0.013938320820950329,0.06793006803064669
PRG4,-0.015395182916052437,0.05674030072939001,,-0.010367565019612987,-0.01422960123504417,,0.014260604739236283,-0.016116670283372117,,,,,-0.027252530479913186,0.05235355309889214,,0.004120045028322682,-0.024579980845121665
ZG16B,,-0.026667401275224607,-0.015485762965225008,0.03645050466721634,,,0.0328031037371482,0.0245073328549788,,,0.09957224472250563,-0.02208076833547208,,,,0.028855276113536294,-0.02902473228471696
TGM2,0.1402521876565737,0.11268044270002195,0.0032077922759907933,0.03549174764054408,0.016470931101738966,0.08990090838977868,-0.03968072602059665,0.00047059188114144813,0.022399684496480995,0.023866988800079605,-0.023708633406054988,0.16231092406282788,-0.019693810725590535,0.11586776333709033,-0.015630972289070705,0.16573276604000686,0.10367822888985997
VEGFC,-0.010873002698580617,0.22454033338382454,-0.003613963685181147,-0.01847777688142123,0.1178674353105637,0.0390387720583921,-0.032488035552608735,-0.009285099908212786,-0.014971894372418143,0.06259031285001988,-0.04698061941019874,-0.028621061070560717,-0.03202153413468814,0.10189795775978375,,0.08391622069541028,0.026140916370460864
WNT6,0.011218534563758558,-0.031028573717001278,-0.014321182808358786,-0.014339677379490526,0.03835719368107477,-0.010170489612954234,-0.03188421676467221,0.006065027792973478,,,-0.052480724914158235,0.1509586114863251,-0.037144146225720286,-0.028874740504546914,,-0.020172654061940527,-0.029991256498159632
NRG4,-0.03800599387511563,-0.01771230077215975,,-0.012617800902182839,0.016047361655772082,-0.03072302988549384,-0.0007796719171842509,-0.02758521776121353,0.004193228062981104,0.018980683561907533,,,,-0.015173389123639665,,-0.03579791628416755,-0.021430797209289715
PMCH,,0.012642861944305764,,-0.017483192420608553,,,,-0.021017030494199684,,,,,-0.025290705608809146,0.136983613015132,,-0.018792388786970537,0.023035086028340594
COL9A1,0.022770098004260258,-0.03187865670419504,-0.015245013180395986,-0.013178372122963642,-0.007184716837735842,-0.01644826601956763,-0.05933597874951726,0.03092048335639427,-0.020142533712020134,-0.03340179963945619,,-0.01331411635903197,0.008403666747693992,0.027621279875008915,,0.10962568328541639,-0.002093224991936047
GDF11,0.08761204477298687,-0.012779593613776709,-0.04885850389734174,-0.010138567439641897,-0.06340559783873156,-0.005435726177722912,-0.12868218901182812,-0.024986627173774163,-0.004328269032516385,1.9398041963099238e-05,-0.0556075766848126,-0.06110313107709923,-0.03736529388650505,-0.027126313662197584,-0.08945294121769178,0.07598952399224254,0.021278521162475066
RAET1E,,,,,,,,,,,,,,,,-0.006178458857616995,
IL24,,,,,,,,,,,-0.029595810190787553,,-0.01885614067355766,,,,-0.019085018089602175
SORBS1,0.06931245426905963,0.02510402298810621,0.03648370290641874,0.010524591792483435,0.009831354053884524,-0.0061322956939183545,0.03908427962202994,-0.03513368819559551,0.032868704516723024,-0.0172656397095722,0.04291381357878111,-0.022111792193070946,0.056398142163042925,-0.011054364095883942,-0.002756366032442718,-0.058216875432873544,0.047603724864300215
DLL1,0.08285753930874454,9.871625781886269e-05,-0.007367700540723191,0.03511536343311053,0.03926535760824666,0.0064150461466879,-0.09037624878883754,0.018889643307906656,-0.02987836472785687,-0.008166207666750955,-0.029969746941471916,-0.023786573865596496,-0.026121053655291625,0.006341341029445839,-0.08334610878776813,0.06854922896255067,0.01004471321460057
TLN1,0.023603489461829063,0.03378102641882501,0.010957669834244146,-0.03708012975444511,0.0003489608077368181,-0.024577811919641052,-0.17721215245381564,-0.045276175705984655,-0.004079756327650483,-0.05474750733683558,-0.03455271183138718,0.005634034545246858,-0.036154159350821266,0.021915931467831478,0.024552572692070253,0.12157606456711924,-0.057158866431045396
COL2A1,0.03400132115402182,-0.07336670414015088,,,-0.01270919255893383,-0.027189177354345968,-0.0299272616077128,,,,,,0.058802431024932614,-0.03484784232650616,,0.1372066940891706,0.013083246498341056
