,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
VEGFD,,0.005591422995780734,0.052885720918711236,0.047625387294769846,-0.016770287544433195,,0.03781546987002225,-0.014148202783512946,0.06297304530668084,0.04823721748872626,,,0.07750837707451423,0.12160505595065149,
TNFSF13,,0.024751987852219336,,-0.017072888163349124,,-0.012202300536140064,,,,,,0.05061801859253621,0.03266632409769177,0.14381999599083742,-0.02013427302433839
WNT5A,-0.04069483584623065,0.05909465481093215,0.00795583082593768,-0.0028512294566634235,0.02751465072644757,0.10414983752812977,0.1612912814294967,-0.006004423105210171,0.03170889275654034,0.0636458195606026,0.09539347222641935,0.02594719305951707,-0.006182612833323919,-0.0434457629281555,-0.022676296652424426
CXCL8,,0.007465966042888593,-0.020519560265011907,-0.019003196606310762,-0.05313117127477272,-0.017356981081750166,0.05557019633551372,0.04016628402992589,-0.029462021794942003,-0.07958447716246007,-0.09552855550700548,-0.08223747284917948,-0.11067764742509793,-0.037612123558368814,-0.03616721425631645
GRN,-0.0710947776934587,-0.030126663771230248,-0.014187556192634261,-0.05069268506659082,-0.04426145024037676,0.038940100748730784,0.16209317004837642,0.011371091774840483,0.08277411180165432,-0.04596562517091999,-0.021909083160621696,-0.021367281273753,-0.05429728203676983,-0.021279243773955892,-0.08128066513358867
MIA,-0.041788753775921075,0.01729845035206474,0.047963604839659536,0.008468270923103966,-0.008775902201744035,0.011816970173751972,0.04894682452651335,-0.026101067462027047,-0.02297734060141537,0.0625357278989333,0.14991429304528087,0.11778605051378165,0.10314527816322344,0.07198912748409877,-0.05078935066281079
COL4A4,-0.02371582775153481,0.010203623684510402,-0.002002414363764731,0.003105840852747559,0.08815569469151081,-0.011609949857425184,0.026142690845733407,0.06582962272526369,-0.022288872821993023,-0.12384119176333697,0.03678916882584739,0.0662191957197178,0.04008280723974115,0.02028020303158839,-0.036135299262925344
TAC1,-0.03192626795243673,0.09033517141832781,0.04183845126658768,0.007128833894742485,-0.025768314351374545,-0.00944846110944802,-0.07876416351573713,-0.03018154279466818,-0.039500547306126524,,,,,,0.029050572703394322
RARRES2,0.022375551515509944,-0.01172642495287055,-0.014569013530327583,0.0717318392007552,-0.014793160903918993,0.031226871743565313,0.1548927568760075,-0.043018748342269535,-0.004268906639759193,0.028843408955061118,0.10343459368091397,-0.029372332188634578,-0.07098500352786584,-0.027359195508827143,0.029424784206181255
FGF7,-0.03436301862673554,,0.0017217176394823564,0.02608350897747775,0.030957535908168483,-0.03327606873877561,-0.003675755380121406,0.07592942308553084,0.013442735826384463,0.08857945267928469,0.03282043868680404,-0.026517837729900767,0.03696386220234867,-0.058215256323693704,0.05565508218979613
EFNA2,,,,,,,,,,,,,0.03766803921354034,,
HBEGF,-0.039551574558702784,-0.0009511671272166145,0.004282159409524991,0.002960589729228966,0.02707560116162237,0.1033357542848459,0.040629898020046906,0.009198983201771793,-0.025960458786834208,-0.022299316326904146,0.0204375024327107,0.0343042895168127,-0.02204596887936189,0.05656277728508747,-0.07160139691879111
CSF3,,,,-0.029501383465055365,-0.055874178909288634,,-0.02538500970362104,,,,,-0.022085667250540664,-0.09429762242578907,,-0.025705212398688292
PI3,,0.04098200689700938,,0.02147685077562974,0.017496488989046335,,-0.014507678751641582,,,,,-0.09954746491749278,-0.12130796970158984,-0.02898255445732444,-0.08233727182001206
PCSK1N,0.014376032235151487,0.007015403059562273,0.0495037475692979,0.00673445371022924,0.05774186230957177,-0.023245534416467893,-0.058291047133604244,0.031497829219551195,-0.026875496374437386,-0.05117259659371499,0.049746750743008626,-0.03598739652373496,-0.020960350863569257,-0.05916677994694821,0.07917525297551413
NTS,,,,,0.06006583765439142,-0.01417311090036517,0.01911853917277235,-0.015838267966539643,,,,-0.02815363770570029,-0.03208922363203726,,0.018035319067945893
SFRP1,-0.02482620133434744,0.002066958073356983,-0.0034300962153612025,0.0332330908853881,-0.01913199386299794,0.03253331095729035,0.04257700020880205,0.06308440695066642,0.01700301453242594,0.057301029506843584,0.10030245498689974,0.03979762908243271,0.0020468712825515048,0.012821366590795722,-0.02758444312054423
CXCL13,,,0.06429454373842027,,5.744205291213822e-05,,,,,,,-0.015202367369655084,-0.043873059927225504,,-0.01380803151848246
MICA,0.055025611770907826,0.013580211223393836,0.006178264344188084,0.008986082861494698,0.002253788692880969,0.030363593901268155,0.05855316965134443,0.018831188971559932,0.03640500845929939,-0.006345806197431293,0.08222576896499452,0.0659058023011653,0.025664819165017956,-0.011950623644242505,-0.028809950658649126
TG,0.05594445315789814,0.022809843759917826,0.092442575910034,-0.02330600209334571,-0.04057822479069413,-0.016359506199201027,0.09444658707659226,0.026900881315092447,-0.009526213230642885,-0.06829671182829014,-0.028705485589114753,-0.02247358198318255,0.043862598965260936,,-0.021155784805344253
ADA,-0.01429766669061485,0.016882505478416056,-0.0034716924587058205,0.0038981153940907043,0.016775752756342067,0.09498548741595064,0.10228434279038226,0.0066303593070353994,0.05235554660442103,0.012608098396494124,0.10065261588208704,0.04051366017816653,0.02331960359099551,0.01845232679802129,-0.04885710356601504
LAMC3,0.056975096641558684,0.014881200777768262,0.029539586998670493,-0.052126961557319246,0.09373503006256996,0.08040886943264755,0.07666058065236697,0.0011091470791540037,0.018321391272965268,-0.014514713862469025,0.04258572310505602,0.06240053934348982,0.03167758733898748,0.0021338712789507283,-0.02946115240608202
CCL7,,-0.0223064224965969,,0.01741624294055428,-0.02513752608558064,,,,,,,0.04302307554571334,,,
NGF,,-0.038299019710098546,,-0.015483958965978935,-0.026831692749295293,0.07758417182550499,,,,-0.005528454571451181,-0.038196437153091005,-0.029276270638511896,0.0072791342242722375,,0.05901928156497683
TNFSF15,,,,0.07468189714811231,-0.018611739011515048,-0.01895560969537712,,,,0.02909272993747738,-0.03116273372214427,-0.02471260157942039,,,0.007901055461356199
HMGB1,-0.02121192155769027,0.05796685771995657,0.021379084096570775,0.019778441562709345,-0.030975661015657217,0.06683589079400169,0.1983703869072122,-0.012944121323623103,0.055956910522361,-0.03181624932181668,-0.018328637055109728,-0.0627076907512773,-0.11629517613163913,-0.047916915293109555,-0.042427270713061085
ITGB3BP,0.007600633695068869,0.012598658829903901,-0.010868999658125402,0.01931128970643689,-0.004960677321592313,0.0800670237772901,0.11336426508551949,0.005723061127918092,0.013289571084712164,0.0825911165123954,0.06874050003163062,0.025562249186916713,-0.01937445890545094,0.06365771549212713,-0.04042474258463058
AANAT,,-0.03236322535731897,,-0.01707288998550598,-0.01677028993848625,,0.012249642339052368,0.03293015331754265,-0.020998927820683314,,-0.013303574638267314,-0.022238381301975103,-1.668472724507884e-05,-0.042193770917680805,
RELN,0.03142504938127157,-0.01875145038658858,-0.002427529152118532,-0.02963471362577964,0.061966827089010995,-0.03973079680838741,-0.02537239457455426,-0.02648939870959768,-0.023247625589292158,0.07839270428689071,,,,0.03538092132661706,-0.019280964786603377
IL15,0.02850653829853128,-0.03517911359089294,-0.0010894774187644037,0.01494195448205388,-0.005007564380722159,-0.01348804319623582,0.03402368664420106,-0.0004678862262460375,-0.01947553499902803,-0.07103633924215982,0.0694943765497409,0.012974140165988076,0.001393964107723428,-0.05254468138235298,-0.019268022373589964
UTS2,,,,,,,0.11862261941513888,,,,,0.026397276046643273,,,
BSG,0.046589439743372485,0.009754103525352614,0.0607175013153201,-0.009760666398462004,-0.016788135673632566,0.010272249008471594,-0.012823402752712562,0.06004812967807088,0.09957738722587185,0.012094963046794808,0.16852453097977027,-0.007287797940600379,-0.007818895430622448,0.004165886068667668,-0.04805988518315927
ADAMTS3,0.038672130109066685,0.022335877676224112,-0.00018003821990471785,0.0861726809710792,0.039985033265770416,0.011580087888873514,0.1790501347353688,0.06358949866792493,-0.02145062813972902,,0.035627746509847694,0.0827611281825877,0.03435694470473053,0.000965221726496392,0.07945296134842682
CD34,-0.012513309018789883,-0.011125487810632786,-0.025569631692069193,-0.004937293264106107,0.030475368039371425,0.055523579657364756,0.11447669913363992,0.025103605460318153,0.04131594837875602,-0.07365268532343001,0.11534272043852464,-0.003962191093632021,0.034895602835295345,0.043510253282079324,-0.031317259978001784
CCL23,,,,,,,0.10693351134073155,,,,,,,,
PLAT,0.041714631466934424,0.07050372505355154,0.0011231810502030804,-0.014299662324600917,0.024783734843408345,0.09853347602430744,0.14353926986604332,0.0261525245052247,0.042280132886699004,-0.016930695972387534,0.07165020728876564,0.00633855647898509,0.041845932529625166,0.04383065109372978,-0.020306612197216876
NTF3,,,,,,,,,,,,-0.028221092291409566,0.024329821749011174,,0.07451438904820969
LTA,,,-0.015300315233823043,-0.021596459114356866,,,,-0.011587553160305459,-0.019475537403097157,,,,,,
CKLF,-0.010805279140295958,0.033818747297836634,-0.0195893876499309,-0.07468491386906362,0.009689961114145287,0.07274141946824027,0.16719408709228467,-0.046427841026139435,0.08869054219277225,-0.04542301329672806,0.12499574738625129,0.06152405752426073,0.004875088268834269,-0.06678991309705072,-0.0329479678277094
CD24,0.011703446992785103,0.020585713951886367,-0.00039957695264530483,0.017155092347067635,-0.00019274222090317607,0.028185574181669493,0.11765766442191251,-0.032828007787182596,-0.01881378711363224,-0.05346802451794037,0.07304716502219057,-0.0022495635287726984,0.0665873371242984,-0.023832780289766296,0.12741285716573586
HSP90AA1,-0.03327013515504561,0.028934493856743407,0.021633869580456083,-0.03224787749126469,-0.09412084150956741,-0.08789647975464651,-0.13553956132334158,0.06767344463970339,-0.001960206561288792,-0.06913393803233092,-0.10216688508661755,-0.1596754553154328,-0.16212715300573094,-0.05004261990074592,-0.0017338425282690257
BMP4,-0.03805214914590977,-0.015101255419840412,-0.01621923105241854,0.030905971426829357,0.016173996062836773,0.09791087178177064,0.030848578616573953,-0.03323646746246828,-0.016595169387130182,-0.06475272930373165,0.15420396454175006,0.08277441094545986,0.03296153393984001,-0.013828063744629806,-0.027900128880884962
SCGB3A1,,0.05329101156183277,,,-0.019971345031112756,0.026197491928596047,,,0.0832554425717488,0.11869932017183393,,0.03157336286632904,0.015200548419125782,,0.0014889221149428408
IGFBP4,-0.02421876961519197,-0.03761346211391832,-0.005891845223281322,-0.017565157298305517,0.04048469155429496,0.07673951105374852,0.11126408857563785,0.04507105314833213,0.03573173471007176,-0.11134690398925451,0.008712731122355048,-0.04103686480285649,-0.07217902288754653,0.00927091757143303,-0.05000480535650866
RSPO4,,,0.0024997472947683977,0.04736511833673276,-0.023050178611150475,,,0.02758086452173584,-0.027015636447570112,-0.014252495067807996,,,,,0.07800733499023432
LEFTY2,-0.023265891043277177,0.00037328090735187406,-0.015488226383916288,0.04015964298486816,-0.002870152698707138,0.18571085080380792,0.17380413438773926,-0.03318921640892202,0.07173090228601145,,-0.022412217484654225,-0.021518581115951202,-0.030285259607627818,-0.020915021849284173,-0.030359825433052642
PF4,,0.05018119777583045,-0.013917716235501778,-0.014701469517734182,,,,,,,,,-0.024141630117027635,,
ANGPTL2,-0.02562588858285035,-0.04238815355421455,-0.018124822996666987,0.033751237657745334,0.004741866883556228,0.14682072438264718,0.0989399174968262,0.016093397714080238,0.05372398168878192,0.011565608449131936,0.07446626325120832,0.06066998934157135,0.09151791235508926,0.017018600504909186,-0.0287493481091482
LRIG2,-0.025135086167057633,-0.030307705438592306,-0.009892934370497843,0.03348264553536059,0.02978491853540258,0.009168626284102616,0.08505039813692354,0.0034738076494816653,0.0019061986557098645,-0.036384189351915744,0.07089983620347143,0.03642044715698981,0.11945934016594921,0.04972497107153876,0.02555070102610341
ICOSLG,0.038419578886561515,-0.0038169547691840966,-0.027421905771785698,-0.005043287746323127,0.10622691683083146,0.004702428574916135,0.10143285079589878,0.011813959724652328,0.06930692214503022,-0.01794053914976801,0.0158570913441971,0.061454062389248595,0.11148875558998181,0.004901701241075173,-0.019202018357426815
WIF1,,0.027929245444022345,,,0.0404972858678872,-0.08718058062417436,-0.09457175925246072,-0.01039990465138052,-0.06503783281639645,,,,,,-0.020752771691217243
NPPC,-0.0016588348024248669,-0.006374012930060295,,-0.022805604698852934,0.006203056862750539,-0.011123317471138577,0.02520022190238184,-0.02028690954289496,-0.026812962377334517,-0.0395513818360495,-0.030813891901084727,-0.014672432211378967,0.10139401733257915,-0.040029583269360874,-0.018323359699117917
LYZ,-0.04275825432340003,-0.004337284828035928,0.013514825203512833,-0.01600299430649401,0.006606262956840642,-0.03858913754608216,0.12878249516010865,0.0387135904368369,-0.02869241508866941,-0.002713213646737498,-0.04193984259011933,0.046184030934919136,0.08789544038310197,-0.011794160344342565,-0.03117916621765119
EREG,,,,,0.02506779138786935,,,,,,,-0.01618530940277029,0.007253587678610963,,-0.027805523118489217
SPTAN1,0.05378766650519404,0.0763964393935258,0.015162977508006917,0.00844699216460636,0.031637102203096776,-0.014792532908879259,-0.014040702250088796,0.015339469846995576,-0.00947228876124629,0.056437020113861536,0.16977298619886172,0.000870801746980669,0.07767016625756638,0.0031565254378138,0.12076250132197676
PTH2,,,,,,,,,,,,,,,0.085058403185894
LIPC,-0.03763523826243139,0.022710719705696464,-0.020946906760837488,-0.015706562794507755,0.046231803496307025,-0.020916496482641732,0.02120877433817319,-0.02519667960178463,0.016206501201762123,0.025384588109869953,0.1288478125970901,,,-0.007403161890113281,
COL8A1,-0.04796645246701798,-0.0038337661472679797,-0.05967241804672768,0.040733752950858515,0.02002148478208262,0.06351555642921611,0.015546817776113324,-0.029252380141156872,0.07256299982762737,-0.0915184274261371,0.07466762687178263,0.06883680317955383,0.06268483002760468,0.003584729200561979,-0.08331135164309554
GSTM2,-0.013913705323819471,-0.013864936215812888,0.0131105573320657,-0.0024665501047815785,-0.035821120338138716,-0.011405956722655246,0.0833280387057578,-0.013787558936906006,0.009275085700505475,-0.03128270551699961,0.08769786690406607,0.030119345613874363,0.03269738794087489,-0.055365587851920244,0.024639162785916782
SPX,-0.02410230373945558,0.09017523154178674,-0.03730862569051362,-0.006471992431285504,-0.04475757543661438,-0.006969824658170414,-0.04532943707577034,-0.051192918270675083,-0.026682445746660805,,0.08176356302470555,0.04202120816089848,0.051203187158224826,0.03603295515463773,-0.014743518534488109
MFGE8,0.08768759344412058,0.013585280840225995,-0.010806071415538868,-0.030242483432483792,0.0025161827305514067,0.0074801520882657865,0.03141927304989936,-0.0006994073297636158,0.047259093352480505,0.030277612232316203,0.12844208436343882,-0.01074520904723643,0.047105949173115856,-0.022156623703400765,-0.02247776229042301
TGFA,0.0456555801477168,0.0304561820313437,0.02975776684896951,0.013974793412133472,0.05898546972969084,0.04417862572787063,-0.02400758942178806,0.020977607970933565,0.05548592628410147,0.033420156262985404,0.017523520050543535,0.02751523893902037,0.10988404175815293,0.034976870744940956,0.024667283490651015
SLIT2,0.013471769771763432,-0.000344544354130295,-0.0005260809529220119,-0.03736121051881822,-0.04198058907573264,0.046934417839904284,0.003315295549996941,-0.018394861053155503,-0.04380796799588761,-0.0314492832645234,0.020410988710899587,-0.016736293786528807,0.011933143880248501,0.01373741837957419,0.014231009608531197
PLTP,0.01298820394056527,0.017174914028824578,0.01851500771761535,-0.03715758305467968,0.07067836713404016,0.010644248524792826,0.08870076921605283,-0.028854782351518237,-0.034419126918071634,0.06713207801017677,0.018136178257647417,-0.02116268164039,-0.06416659036919378,-0.013679256525338532,-0.10010127860336553
APOD,-0.06032590037426886,0.05237602782651909,0.028542566906001633,-0.047074292559960394,0.05092153788102638,-0.019042935830137744,0.10802130113939296,0.006583093064301401,0.013919372252388328,0.010692172858452823,-0.11080567924893271,0.12295941989251151,0.12325560209062833,-0.0035936985868255237,-0.08700443328716145
B2M,0.07921128074377207,-0.01346972055196035,-0.09354279571302976,0.0033366672447814882,-0.008366794423613965,0.08670230799533869,0.16632109282436705,-0.06172956329016405,0.07277869172553615,-0.03279923827508427,-0.1188274064874773,0.03777673489883952,0.012984113413382473,-0.05257973184437486,-0.1504241316869522
OMG,-0.01869840723890872,0.07555008614367592,0.033958119015662445,-0.0033042468566616694,0.02403287067313065,-0.008875548808093934,-0.01047903430993117,-0.06117328659589791,-0.009675563253687472,-0.01182448340582241,-0.04879224392510487,0.08392997104778875,0.15367560471464428,0.008508123669988028,-0.007024595659933065
CXCL3,-0.029775698441614196,-0.012174141044143024,-0.017296161384667205,-0.01454518870420573,-0.06493455427323092,,-0.03006393440817917,0.018460976955071356,-0.014025913684976968,,,-0.059361043863099684,-0.05275443560166116,-0.011863345368299236,0.016599239433475643
CXCL10,0.010243218779896372,-0.018927191219268266,0.002345851236775647,0.026724310350279116,-0.028323841406510435,0.020802506903809855,0.11030154690786663,-0.03283047330193884,0.0996424768402315,0.08740138445237652,0.00125973682333146,0.007315730930790126,-0.005907387591194069,0.013621613761186691,-0.018428353044631737
RSPO3,,-0.03030043767637136,,0.017005626679597013,-0.022316352978817143,-0.04477103788361078,-0.037599673862225826,-0.020355016207720004,-0.014656809477794623,,,0.04680968179390539,0.057723391914077056,,0.06683738024484386
CORT,0.002561420626450006,0.03364675803805645,-0.02485615986289404,0.02504359963256737,-0.027084263778868838,0.015544839739658376,-0.03562484674805294,-0.0004138583298852454,-0.02993861832694244,,,0.00046729177087236366,0.00771669478897193,,0.0343078403363988
NCAN,0.08115035311203671,0.07568294494503187,0.016370930561789763,0.012834318435756435,0.01909000197483073,0.06058517600914653,0.10030408425610104,0.05407371216008829,0.09608530701934692,0.06165407585905458,0.10018116564035841,0.08303716227109338,0.13996835563842408,0.10088010940836976,0.09282174727255875
PRG4,,0.03582936339420177,,0.00035556764282789117,-0.01597842861301061,,-0.032571532902853396,0.08252130510915077,-0.017136233139525666,,,-0.027764364175035274,0.027969641472763346,,-0.03917014482848038
ZG16B,,-0.030932272401499164,-0.016747709462080655,0.011227257887405914,,,0.020096294482934606,-0.009207362886350112,,,0.030705042622170983,,,,
TGM2,0.05142504107140922,-0.014419060422142353,-0.007186678137904001,0.0006003956074134414,-0.04068585467285151,0.04343641578553823,0.024933329647837708,0.039373399845075055,-0.0021286089815532976,-0.03697034438522613,0.02821795837509523,0.0266791346682052,-0.01735222419198593,-0.03697171208096903,-0.019746501249115526
VEGFC,-0.009542306097662127,-0.04259356892203874,0.03826086594610706,0.04884286373266547,0.006595418061452936,0.029926404846880004,-0.016464780917626896,-0.024793156636533472,0.020113448927388037,-0.02905737589952866,0.016183746286257603,-0.032622935173454645,-0.03475311648425428,0.013499619227119569,-0.03810157265081394
WNT6,,-0.03599091957025336,0.06717198335223583,-0.01095079705800196,0.010570146755880232,0.06569130949887517,0.017959794345893478,-0.020490657698756486,-0.015262825685419257,,-0.029914462321458245,-0.03784175577903785,0.009073457322398538,,-0.017333868683564617
NRG4,,-0.00397258990420479,,-0.020507470193872907,-0.022759182019586575,-0.016936078944005787,0.026468769029370114,-0.017688834909469545,-0.020402035570562235,0.0044279234054127176,,,,-0.0314704253488563,0.08898304719377918
PMCH,,0.049385443616625786,,-0.02841509786363399,,,,-0.013477029107303687,,,,-0.02576569398882556,0.09964491591042299,,-0.016973402747568356
COL9A1,0.05689664890641434,0.07134405078832678,0.0694451464204752,-0.021418555864888413,0.13402160504309008,0.09456688573682537,0.04160689013095871,-0.024676935075396696,-0.02324763450623443,-0.01656166025542881,0.030395139257005547,0.032960965351840704,0.13161505854978398,-0.005404341368097154,-0.030795736290919435
GDF11,0.01402086999264713,0.029121617063695315,0.049730415520816786,-0.011270049922727619,-0.0067099074730866196,0.04383264183902886,0.17228878950144763,-0.030721643363210132,-0.03838750970323643,-0.027464398693968665,0.07821714638852684,0.049297599932508644,-0.02669971106144095,-0.004919637349266813,0.017509526788999176
IL24,,,,,,,,,,,,-0.01921028056393601,-0.023756704098867678,,
SORBS1,0.025099938207998725,-0.022622685108594488,-0.044984050291685514,0.013069793741028502,0.030054110248746355,0.008677215896772438,0.008695873974448837,0.03311268560823919,-0.005802194728128586,-0.06060238519649476,0.12751972293192632,0.005869085513150242,0.018129959172706125,0.04580636530353187,-0.05065722641958069
DLL1,-0.02279044056828648,0.02999654754310815,0.03285933058351117,-0.013164077035166899,0.10190925131456721,0.13928190738227444,0.11457830403746823,0.016735651899820143,0.029093321693607625,0.04287683220876024,0.0466121759735821,0.14121426185844715,0.13948089846063444,-0.03620597450512495,0.07056910934419755
TLN1,0.04197353721079353,-0.003563705963215183,0.0130885553668446,0.00342944869985505,0.10142730718014345,0.07623407271092406,0.09369501475096761,-0.02535762536341604,0.04539033372496672,-0.13550136009875222,0.02883753164503626,-0.010449380172866651,-0.05531303213656892,-0.08059529800786182,-0.07583836743587265
COL2A1,-0.03472853769722089,0.06170194754924956,,,-0.014271160707709002,-0.014988041733253554,-0.017138992024972616,,-0.014239181952638293,,,-0.03155774390160391,0.019092099375278372,,0.00878192784918971
SHH,,,,-0.017510129462717367,-0.026273338675837393,0.14012829624733747,-0.02363391344677109,-0.002188330059581784,-0.013589771258839896,,,-0.006787362474599889,0.036041495942728395,0.0873236569288081,0.018029253355149898
PON2,0.0029883391614131797,0.10850681269240396,0.03162166266840933,-0.033656878721164456,0.07406361195794475,-0.01982351233790669,0.09974595674147377,0.04228265610818303,0.07936361638304068,0.018606783499339145,0.1282070131734933,0.018778268059260465,0.09779920356302306,0.030044468967178415,-0.059626314500494805
ICAM5,,0.015360194412169393,-0.019936826283459504,-0.027290779569742962,0.0018044565979766396,-0.029621708814073732,-0.05874788576014932,-0.029917175331911218,-0.026540089190202426,,,-0.053698018301090986,0.02842704308183333,,-0.0444166801981722
HPX,0.09953524775047287,0.034879528268180304,,0.06394557878986733,0.04038682147287296,-0.01383457729157028,0.018689055564450333,-0.018068879011719927,0.01393597967509996,0.054907413026516125,0.10220591812483679,-0.029825520003433494,0.08238448794525424,-0.006391294042352132,0.0452532133965246
SFRP2,,-0.029656445188898675,,0.0677278686886534,,-0.03270489790162167,0.09099856565562993,-0.015059229083082064,0.0485551673166229,,-0.007799071668315709,-0.028723841276264758,-0.03168057579721579,0.015737804953889566,-0.05484201532698189
CFC1,,,,,,0.03879752315519404,,0.1530448459896322,,,,,,,
CD70,,-0.008689128744443601,,-0.033895963713630156,,,,0.005385475114121824,,0.013555638001965182,,-0.016361647533841183,0.003133985628146728,,-0.042930420209431615
HP,-0.06890914815610284,-0.004391978437908629,,-0.016312107107461036,0.015142944652182933,,-0.005649860410414136,-0.0012103931939325204,0.030959310518007658,-0.0025900152657025036,0.02629658239915111,-0.007328456517970632,-0.08141679902272536,-0.015768988223297614,-0.008423575978065685
CXCL2,0.02051052687453763,-0.0010922691552997404,0.048870060888818886,0.04161851604693339,0.02765532044925259,0.013935479001233837,0.07163899315409461,0.047684267736802094,-0.01376413823662217,-0.03667902018229254,,-0.03339774751108645,-0.05257508169538886,0.08952680993138909,0.02056996153299755
NPPB,,0.0470436678300016,,-0.0006915553274449709,,,,0.09781258208159954,-0.017488210238764425,,,0.05332561606469112,-0.032276956463607065,,0.03447179740352443
CCK,-0.008784447758890894,0.10015157474592908,0.04709027328034532,-0.00489104681803104,-0.030877848868669632,-0.11405190246322994,-0.10533483455432716,-0.046432314168247446,-0.03692749015760611,,0.01280909494441294,0.08380437390661767,0.024642984065429568,0.0420834943817038,0.052954677591144216
SEMA6A,0.032750215034754886,-0.027562918186910042,0.011296190743940122,0.06270596619662001,0.06546690418168949,0.05796229986698839,0.11342801214823943,0.09655591698211831,0.03572156642638073,-0.0524079236779355,0.0687087722671222,0.013909070629337182,0.050460985266407514,-0.0023615688955517023,0.03305286490361628
IRAK4,0.026812728649786705,-0.058215469970429944,0.03271231695725379,-0.011221223869657659,0.0006053468129971799,0.0677973778073718,0.02184619852700302,-0.005659478558704594,0.030690975534697226,-0.013391139417486271,0.106157457983948,0.04927936953917486,-0.013388474933367606,0.022542643259333424,-0.05782453524192723
GSTP1,0.09031672545124923,0.00868708034262608,0.019148958486288517,-0.011248036936907534,0.025198375033953956,0.0853044688617042,0.18512795063048657,0.006029812549275176,0.08107149103217146,0.052509585575020494,-0.037969681072975124,0.07531337144388539,0.05044160593759062,-0.03310755345256396,0.05182995472673974
