,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
NGF,-0.02375473380494992,0.10534631810028046,-0.026769765176545016,-0.016953803370559895,0.005001005122533112,-0.06198537005617668,-0.0043563391622525455
TNFSF15,-0.011544787971919072,-0.030799036925250337,0.13382442434510328,,0.014297485405923167,0.0072000063230833996,-0.04944052857782061
HMGB1,0.005575099016235409,0.03747236465222458,0.022647158511718907,0.03343900749701057,0.0009446661535161764,-0.06127526314072803,-0.04530094414745671
ITGB3BP,-0.018355521818164414,0.022997983534420046,0.033817867857090754,0.028968890180239702,-0.03831230560226684,0.03401440299602792,-0.07952931325458505
AANAT,-0.010504577449537162,,-0.02033442895480087,0.09783066763678765,,0.03778594792484151,0.08256360068308999
RELN,0.013111354731909414,0.011819044242935815,,,0.008043403414134127,,-0.037298305289583146
IL15,-0.004507330965292568,0.1073564418764306,0.010781135184283098,0.029424038043983036,-0.03219798027753523,0.05283119590401706,0.041849831739695816
UTS2,,,0.08059383331891083,,,,
BSG,-0.008150040148910668,0.016793219813507485,0.024926571152866353,0.053971207626699304,-0.036698429303572366,0.048081186397118225,0.05286391206695215
ADAMTS3,0.05159007445127504,,0.011062238284640364,0.05721317622377836,0.07634445179524446,0.048677919632129474,0.0014746400571294923
CD34,0.011046137417985345,-0.05266649419348605,-0.0455450647902589,0.07082492748138888,0.0029578705495176844,0.031139508384812057,0.04734806283812574
PLAT,0.016048690383547885,0.015580200351425499,-0.045280155208025405,0.05261489812257952,-0.00843673277517028,0.014115585396505722,0.03561955521212866
NTF3,,,-0.057079541473726944,0.09787114180721672,-0.001621889332164705,,
LTA,-0.013287831034764386,,,,,-0.00963371071657532,
CKLF,0.06583023953611102,0.03192208805891002,0.004361159363470023,0.04407017734816133,-0.014297967059436367,0.009675032845335682,0.06743872596031801
CD24,-0.024901035477008893,0.015939923566346076,-0.06263877365886934,-0.0007935448678753026,-0.01986583008833608,0.02259647338877857,-0.051704266410763366
HSP90AA1,0.001170839616126001,-0.07648037708354476,0.06582989543225524,-0.013826921993615864,0.031153750376018797,-0.06831741873367247,-0.0066062095494463105
BMP4,-0.03100210494231375,0.06893396013945499,-0.039067404550406755,0.02330692720884596,-0.0020320143617489693,0.06974321612885556,-0.06756465595019283
SCGB3A1,,-0.04783261223095387,0.028626087708065392,-0.008477416499110496,0.05861185129594308,0.11238513747127576,0.05485839037775444
IGFBP4,-0.025692308364146446,0.05628181872817549,0.010557483545904096,-0.03672934239618496,-0.025676147767750096,0.015307463535228813,0.034194278295921185
RSPO4,0.037396581823352676,-0.04373593106358667,,,0.02165297766505411,0.04969353751517381,-0.03439478185728237
LEFTY2,0.021682535566242535,,-0.01967625489322673,0.061921666990501674,-0.010340151245212651,0.0330492734165684,0.061721466568780504
PF4,-0.009045494072892993,,,-0.015751055237342507,,-0.012025547233520131,0.04895367885192281
ANGPTL2,-0.041942149104609874,-0.03161462112900173,-0.017839108654645497,-0.012794769671189875,0.054874663267614296,0.08031086004331527,0.007163148422884294
LRIG2,0.029394739504132166,0.04113399365235068,0.0012088045690792546,0.011775674813306403,0.02697339343148883,0.0444304388893807,-0.018682617926849426
ICOSLG,-0.03094214435193013,0.06810907720178958,0.02720963503389806,0.018755881220896126,0.0014985388171850306,0.03511204204582084,0.022159185909549628
WIF1,,,,,-0.01716079283469864,,-0.04944052452048267
NPPC,-0.014031791984017137,0.007468778912587241,-0.021679459419070263,-0.015443872415323766,-0.013067950582940493,,-0.0005470344567312966
LYZ,0.004549672004576798,-0.016976400662392498,0.0008893419539601891,0.0012323584024035224,-0.02632952276071863,0.04617961920348733,-0.019120771969161236
EREG,,,0.08499620083679284,0.01090291170028514,-0.022992823753694432,0.0027903778409325408,-0.013914685499055274
SPTAN1,0.009676525560793606,-0.047634310500646974,-0.03465974132693549,0.02400144209374956,-0.005303289884646421,0.01548706436598757,0.08210714702505978
PTH2,,,,,-0.029358293584442377,,
LIPC,0.019953100418663397,-0.06937856045363788,,,,-0.005120805903867218,-0.04201658650886114
COL8A1,-0.029927738000996563,0.0006237227314955163,-0.08677006953077267,-0.002763239090229506,0.020269505540515348,-0.004889402051914756,-0.07387869422656347
GSTM2,0.031195369131046174,0.03507419009772661,-0.017656794487690426,-0.04028176413293594,0.04688830794012866,0.0076855844647081405,0.03185160366828367
SPX,0.04166876989266368,,-0.023370027096456608,0.0012389393302989651,0.03607718101556189,-0.028761534942070992,-0.07962352168835965
MFGE8,0.017636931667248945,-0.018470335204008804,-0.04498024021117376,0.04544682362746844,0.005254904588369139,-0.00043217113470232896,-0.02946094899374624
TGFA,-0.018561820906644023,-0.03491790596549529,0.0371878465172674,0.013802451999754979,0.024899026813190117,0.010562669060972092,0.019529434278278798
SLIT2,0.027436414977925472,0.01586663516578074,0.006175675669100468,0.09956702633660092,-0.025706775463325802,0.026982157469415128,0.025208523923113176
PLTP,-0.00651253951353382,0.050128408462403934,0.04755408722861365,0.015698045660006255,-0.023981955848887727,-0.05032629982631864,0.0704187641374146
APOD,0.01828717377366324,-0.029817509369169576,-0.09574611708976527,0.030161092347375223,0.05901255193272606,-0.07537085721675695,0.10302324164184998
B2M,0.010206004497487117,0.012913463826952206,0.030058617948271627,0.10564160461694648,0.005935731175244925,-0.007766535692961269,0.1603112501928715
OMG,0.010102101371014112,-0.011864403133065289,-0.04383830418519795,-0.05330430693393852,-0.010510468484737768,0.03387947390753927,0.05888935454884641
CXCL3,-0.04147934254499218,,0.11359926546018632,-0.050008213756843924,0.04557742408112041,-0.0263675761228246,-0.07370612160364753
CXCL10,0.01087210517809167,0.08251855142222797,-0.023935180025595002,-0.021126731248880294,0.06842675492043845,0.004624731610923914,0.014119597324522852
RSPO3,0.1833557996051187,,-0.012260072083433847,0.08905200378733727,-0.011329409658950292,0.008858572987417695,0.07199471348748333
CORT,-0.02355731978540206,,0.042231880043650666,-0.016482678741108155,-0.0065319932294279626,,
NCAN,-0.0328224004027886,0.025550074231852838,-0.08611589883719299,-0.005388713889231872,0.05578419767890883,-0.008146713238966994,0.021194302790705027
PRG4,-0.010367564166982481,,-0.025387301491333402,-0.024321201124301584,0.05834429665297153,-0.007118889774815671,-0.024221167306386286
ZG16B,-0.012032826166196355,,,,,-0.031214791499333067,0.0865981241803367
TGM2,-0.04872251217929831,0.013362176593744323,0.020031314927577232,-0.013230246337513261,0.039521330980977154,0.011120378154565303,0.0840155490058037
VEGFC,0.045704182577303645,0.06777919808041029,0.030679554549283825,0.015894464785674602,0.04445778238474988,-0.004942390151648942,-0.021505331154295083
WNT6,0.06702915771108132,,-0.008257070163857405,0.03714789953447013,-0.024500053355816485,-0.026015177085954275,-0.023750881961791957
NRG4,0.033424707330104476,-0.03490645283904217,,,0.006739147118967335,-0.02503407310484343,-0.005622059462233304
PMCH,0.016134316364784934,,0.05050507986644471,-0.023126080087429078,-0.014035573300032798,-0.02238374762770666,-0.03482568407551342
COL9A1,-0.013178371039171827,0.024303666973588364,-0.08542041912222641,0.0014500895757719049,-0.0224216108606655,0.0121318804052092,0.07516960065434748
GDF11,0.010690950774339946,-0.029489100426099726,-0.02163275905548266,-0.0011902261608959,0.0803662014512621,0.02094098222135083,-0.035937184489057396
RAET1E,,,,,,0.019054984322971466,
IL24,,,0.006997346986742113,-0.01549991266971401,,,0.03464766619455024
SORBS1,0.029228038347036783,-0.025326282819101258,-0.05183072226046983,0.04361781570527729,-0.003117508409473017,-0.009703716745515048,0.015566192888815703
DLL1,0.018386609730883605,-0.08718959907707509,-0.025563815290385723,-0.002175272355152119,-0.04177772326669207,-0.006907014636759732,0.020041934080190265
TLN1,-0.030904795288300962,0.06629037952061248,0.048072713800873974,0.009685263137406613,0.012230756155833624,-0.00928379430613343,-0.03207064136065204
COL2A1,,,0.009906464233676214,0.02664682721782377,-0.02956819633409473,0.09115813181416521,0.07592242570770745
SHH,-0.0107736013790688,,0.04114354576213582,0.006445941395273648,-0.012335856126128307,0.053679184460578455,0.03169920923911995
PON2,-0.025015776806973516,-0.002918420164530995,-0.04702720896960537,0.03171314906787298,0.032189748760558974,0.024489394584391356,0.027276432281787836
ICAM5,-0.01679142241834784,,0.051092662662552746,0.0062613544222174765,0.03289861168502184,0.03462807956183961,-0.006505097907873076
HPX,-0.0034181439508262886,0.18860280358052733,-0.0019044462039427665,0.008325478636925319,-0.028892772889296255,0.039167767427827474,0.017544980129925097
SFRP2,-0.012269964437082871,,0.02642388120363354,0.07914108174943346,0.02295037902780564,0.036166571790026185,-0.011637914399150368
CFC1,,,,,,,0.03714544077451967
CD70,-0.02085544839560312,-0.0378836359196343,0.06631092246242885,-0.00790961102229656,-0.035499838695397114,0.02225824436227593,-0.06274586484860667
HP,-0.005209247817414157,0.15775003017461392,0.04748753754373631,0.021305686480732007,-0.007589702464094882,0.019106727799005387,0.021145206150685096
CXCL2,-0.0449387441488911,-0.03438846240779843,0.04018683451090816,-0.01216510413540101,-0.05261364812431177,0.03300841601331986,-0.053227004322474805
NPPB,-0.03837808166598236,,0.03832934511938058,0.00929743126824832,-0.020977614938758753,-0.025394279114624163,
CCK,0.016573136801386605,,-0.028157320241607928,0.05016950641716737,0.1015766471761685,-0.019352064687959577,0.06766684091695119
SEMA6A,0.0007090135648959803,0.08731271618346287,0.02967635540335527,-0.019803686499120912,0.055729988560628614,0.00971994028439128,-0.023875727062193004
IRAK4,0.02725072970217975,0.026137845452678093,0.008213616090780996,0.06946071152684688,-0.042195714405859654,0.06736353020106528,-0.05190290624107418
GSTP1,-0.01733791743921591,0.023441053190166435,0.009162343967661624,0.06767436123337486,-0.010828333615430204,0.005776088736106847,-0.03157739330703313
VCAM1,-0.019046834517817003,0.08770197416692713,0.05182403253626875,-0.008258906020962941,-0.057263847119414825,0.0796926604503071,-0.04659782576899555
NXPH3,0.06323785193648886,0.022908031237756855,-0.07935178794769145,0.01797219336112725,-0.03568257391118842,-0.004921918513234258,-0.024537762140371892
MTMR4,0.012711492925369501,-0.04751337177371898,-0.001144358324902799,-0.0321881044422312,0.010224095273172584,-0.0167370751588861,-0.06901435940854107
LAMC2,0.0273313451796088,-0.03490647376562793,0.019168902810266175,0.000565926611494369,-0.013623713125730803,-0.02911893863963308,-0.03439480079151724
IL10,0.01812358388911416,0.23164261587737747,0.022246651664700964,0.016874175402145898,0.06531585786989184,-0.046071315026143804,0.039051348188977146
SEMA4D,0.023001232691652034,-0.05800775798516733,0.003333017050597662,0.044018852210276134,-0.009329488047426095,0.031744004086242096,0.025465316570579564
TRH,0.04695468547901179,,-0.030297527245769593,-0.03262543015595454,0.010055994503289766,0.0013981299018277528,0.016240054085568882
SEMA6D,-0.015494196123284119,-0.029480180294448814,-0.013102079877031705,0.013189902927260898,0.011572526601105,0.0030982875127454263,0.004458147172531296
CEL,,0.17829016601915465,-0.026600387261838214,-0.02530566277219985,0.05829112767750973,0.026178711354567803,-0.03674615218211643
PDCD1LG2,0.05665961919478149,0.0049180543673961186,-0.05606423425075894,-0.018214788134734428,-0.014446243010674629,-0.040957561837676716,0.01566418805229609
SPINT1,-0.0300220997123893,-0.04972666243425122,-0.012856193025716724,-0.008837478406960869,0.0030567940660690017,0.03648884381419407,-0.011263546763261087
CTHRC1,-0.018819098661169355,-0.04429122602973481,-0.07365668288895948,0.04911170083259979,0.05717804526590035,0.022613406332497137,0.06111202860343921
PODXL,-0.011616274487935962,0.04119232947699115,0.08238820191355915,0.010100575994538551,-0.003911643338364803,-0.013660320722589658,0.0655685740282081
JAM3,0.05750990011507625,-0.08285692720469329,0.02492953949832125,0.045422952019101424,0.03796687202913222,0.008944460895183845,-0.012880811997760066
TGFB2,0.028256044373576764,-0.022490704267845704,-0.0076111667855500165,-0.01104945767580864,0.0015586555108380864,0.007997983690574837,0.04359427226094824
COL18A1,-0.0027694928051427477,-0.0036432839529722373,-0.010314848705393427,-0.01626961144266647,0.005943404764354237,-0.0058595980657462484,0.034811080641230736
NODAL,0.10113254745390021,0.02990706951410809,-0.026258790975033367,-0.01914604334726185,0.08204994697194014,0.03569494081258447,0.08992634840806905
INHBB,-0.005893490166618264,0.07798148860898775,0.05663974893522032,0.0428951606579957,0.034915457082948395,0.038546414894718176,0.05171184218287647
LCN1,,,0.03280945312406363,0.07332985742293895,,0.09944102961180665,0.01929184334252194
ARF4,-0.007434097518236478,-0.008136757945681732,-0.055525424132068985,0.02951214032949198,-0.03412629705017663,0.025382315783598536,-0.039437630611544594
CXCL14,0.008958757329036258,0.08767331798165265,0.042295521502522075,-0.0642640732816391,-0.03602523841229977,0.018071716742483476,-0.12086583438189077
LIF,-0.00023022245619371478,0.053262104803938476,0.04255788743160382,0.03164616725896751,-0.04935020079470663,0.05318949534996712,-0.052780337509908494
IL17B,,-0.033331353055697475,-0.0243054166989171,-0.014367015190987938,0.05915813684721548,-0.012642461214077777,-0.027276649803801973
MMP1,,,0.05863099178112736,-0.029802050527776132,-0.014035572188501273,0.022552524389137796,-0.03594603411775642
MATN1,,-0.009420640767441946,-0.03514459734901572,0.0203677499847078,-0.019975892859371062,-0.034593125404341875,-0.02485748486600447
ADAM28,0.037964998609859885,-0.08234362752908832,-0.01876553871861213,0.024287397327762392,0.005528965405998853,0.01615933832511239,0.016794232714274562
TCN2,-0.0023527251604922206,0.067757700491951,0.0031579377829283706,0.0035937880678931573,-0.03295149951077008,-0.04258928298635742,0.05810514677835781
THPO,-0.021856878410464544,-0.03490649134398905,,,-0.01732816181564588,-0.0024472063230123182,0.05064959854614048
CUBN,0.014940282261217484,0.03180808756604345,0.05136945879375325,0.04800214458199808,0.017848256165518644,-0.00497971590880893,-0.06397579137448173
TIMP3,-0.001568796787089764,0.029664524841851853,-0.041473146268656474,-0.07600272694237531,0.031879638637170644,-0.0057542835296877605,0.02828008408308335
PIGF,0.024526617715538556,0.04072449859717525,-0.0024150725741792366,0.037297309569940575,-0.019195700125580032,0.04497558289771016,-0.017695743217365296
CRH,-0.0121519404900675,,0.01568962105496508,0.05141854673995478,0.04352404129025543,-0.02274849414799873,-0.011595934109797488
BDNF,-0.03259079558422459,,0.0830551160923838,0.01123454345275908,0.011401690544534606,0.05788445662712699,0.016382939117553574
CCL5,-0.010023365480043869,-0.01778460931020246,-0.003492703258213312,0.014079831437430208,0.13727612320851704,0.011030794629354565,0.12270734109620032
GAD1,0.014675534961905212,-0.038360389770228355,0.07307848813584933,0.00980925595218348,0.008524914247243238,0.00034298300275429613,0.04542433897013136
COL14A1,-0.02652998423226067,0.05637560213652572,0.04413681762471255,0.041093866730935236,-0.028587196887303063,0.03470720850717348,-0.03544604858034035
HLA-A,-0.06466109762685893,-0.001568508189833768,0.048885188699040065,0.017015437811371256,0.0014615944866594366,0.03717965023083079,0.10269891834081984
FGF18,-0.009654625844352638,,0.0013785741937315636,0.032226515081282665,-0.02425446748216546,0.030092236920619526,0.08406572261387829
ADM,0.01404073158867626,-0.07241410505231399,0.08746843108176179,0.009559739993500205,0.005591295159554705,0.009701478586564916,-0.12153952825365111
CCL15,,,,,,-0.024668870032903304,
GNAI2,-0.014922975046630933,0.11963621601088849,-0.013814740084759186,0.039240011732742996,0.06126598983578246,0.030723824341636254,-0.015320807419371888
HDC,,0.05773341018404431,,,,0.008558787288573117,-0.005085114888345585
COL11A1,0.03584279784592115,,-0.02626483497769471,0.03737626180086489,0.024280466084533513,0.03086568212324761,-0.03496750908812302
NUCB2,-0.027135697085662307,0.014873980208002603,0.009188127515111708,0.00016560111447307718,-0.02550074540350927,-0.015010356280929693,-0.019218348587556052
FGF16,,,,,,,-0.0244938087895929
CXCL1,0.044478737076687945,-0.000767206107282377,0.09755384856442838,0.015393142718573982,-0.040036780814142865,-0.05546173403993962,0.01140430553750224
VCAN,0.008778347045372187,0.06153077653080499,-0.02849966640243254,-0.05365369475680664,0.0098779550363599,0.059265860648835926,-0.06411551572878213
MMP7,-0.019194052913703203,,0.14320972373510363,-0.02973069933476443,-0.028698359681335512,0.07146951263615968,-0.10221306029425342
PTPN6,0.08455284093671225,0.07000306534129022,-0.027330480343462634,0.06315318892839959,0.02247657722525133,0.04260407806579725,-0.017001118237666615
PTGS2,0.009242586683371516,-0.057196183189100566,0.0832643175689245,0.02079897223291831,-0.04407900992137419,-0.00473830944929111,-0.010174078874906789
XCL1,-0.010504578441309347,,,,,,0.12053289310898554
CD58,0.008988870633456518,0.016185323653144793,-0.05723088050247402,0.03838325572149201,-0.06816668643698437,0.021050640825181356,0.01253524306420904
TNFSF14,-0.02136464145020428,,0.05504734102879974,0.083383965362395,-0.02026662963732873,-0.015967497415414776,-0.029561983057724072
CNTN4,0.08874896131748149,,0.037966369296538814,0.011507223535682334,-0.029192325004194802,0.039701465813551676,0.05772071541248259
NTF4,-0.013287831708192178,,,,,,
INSL3,-0.00965462395065413,,-0.025563686030822378,0.09880749347718361,-0.0020901375183167694,0.0632655696174328,
BTLA,-0.015324822292948783,,,,,0.0346005937074095,
MFNG,0.014615056328119902,-0.039037219766593065,-0.059934455650629985,0.023524914445288002,0.056413999834954806,0.03620828013654261,0.04086791781249577
ICAM1,0.029896760282653496,-0.078512332746783,0.09179897959954418,-0.008132558040545983,0.02691892242534068,0.00964533157309458,-0.04946992479422283
PROS1,0.016036651497907797,-0.009285246011668314,-0.01176803825101861,0.0204984752845565,-0.054598030871468715,-0.044944448296321715,-0.08542220236173055
CLCF1,-0.02447099547659534,-0.0455612482360362,0.07706927750011368,0.026730403053343142,-0.020939216605808386,0.042150071784071826,-0.02023800216290854
PSAP,-0.021729190571387072,0.016696014494317065,0.0208785905249641,0.07160295279912654,0.0038175361683044444,0.02185731678171755,-0.015375622919360801
EFEMP1,-0.004821972592778558,0.05207299083622139,0.013575955085151662,0.07953386011796929,-0.011504603299628925,0.03586544650455431,-0.05768754831581555
C1QTNF1,0.0001293538324537142,-0.04432884430654108,0.06604291009905978,0.03051796199723415,0.01030358113300109,0.025164392165092222,-0.11431800041190972
ALB,0.03448476945186092,-0.0024593932359330867,0.01147891226973136,0.05910324450472812,-0.0339258319446801,-0.02723389940327428,-0.03519372008658494
CCL13,,,-0.017063478700034117,,-0.0227332342683898,,
EFNA3,-0.014799419942613086,0.007493363663009564,-0.04500612166952872,0.013413738370795894,0.004959199483679568,0.013402732283081007,0.0927658438652485
DRAXIN,-0.014001906869696884,-0.1495538897257147,0.08791036545227732,-0.01361304671376923,0.024422053977041797,0.08703999500146473,0.03375483863063053
RAET1L,,,,-0.018081004433136868,0.007808022060619395,,
NPTX2,0.01309497184876372,,-0.0266724270122421,0.08095471263772765,-0.04668021712639758,0.011380347048654208,-0.04753199566270478
FGF11,-0.011625402702218342,-0.048728390637417705,-0.03143336311259987,-0.04685188876323177,-0.037778675249143634,0.05289462786052751,-0.05826986699493227
CD59,0.02029158542842445,-0.027422009818773244,-0.0022981713253848587,0.05114560264564215,-0.0026361916590443633,-0.022573644152218148,0.10517751979809928
COL9A2,-0.03473807828588795,-0.036753046118521836,-0.06753114922101375,-0.006465483972820825,-0.006786234524684478,0.002509563333413968,0.04656690847196291
DLL3,0.02375587994697511,0.02078319110265697,-0.03508557549245058,-0.01615940849195866,0.012655455320268343,0.001050303852226283,0.027191748376000996
FGF5,,,,,,0.07429479061715212,-0.029914432332602017
LIN7C,0.03936114793566125,-0.025874651464279988,-0.03166224884319611,-0.030829864580888128,-0.030979778222677893,0.055631423539781205,-0.009773789036835203
GDF7,-0.0003930268850237095,,,-0.015499917580400185,-0.01647558535066472,0.03181930421828535,-0.03799796210450319
PSPN,-0.04047449468856379,-0.03297521833526132,-0.03946178624615514,0.014594979533000436,0.036540526837492905,0.0013915639315031886,0.021760548838625753
ANGPT1,0.02774728244726998,0.007540465945495422,0.047361699069056996,0.054725422806275695,0.002108589468492269,0.07049265023544755,-0.048990708043937604
PNOC,-0.0033269553815615913,,,-0.016482680534373375,-0.019532479349019943,-0.010371523309083417,0.029278701665890312
L1CAM,0.002952883901864905,0.09472987368247965,-0.05273854959131316,0.06688444040369554,0.005724649908403791,0.03787508678901963,0.019109688510197318
APOA1,0.023551056415590854,0.04798802750921167,0.01994082044621772,-0.023338144454547606,-0.0013821804372330696,-0.010408477125785088,0.011693187483074114
PSEN1,-0.0053000857227329945,-0.037950329751783904,-0.0005777588848362141,-0.010649411511162117,0.03283973349707583,-0.047587752051880775,0.0013368125395461633
CALM2,0.016995534385333196,0.046855987046877115,-0.03489354618946093,0.052495730077282685,0.010801901736661772,-0.04536447676155084,0.06790073359742675
CLEC2B,-0.0027509288334663807,-0.052653131433647075,0.010400447099022748,0.004424116408359513,0.022757780001810553,0.05442853829389472,0.07434474690833325
NTNG1,-0.01538186408438064,-0.032243574217592844,0.07535656079096283,0.04086714974325312,0.0505488671635964,-0.004297444841148247,-0.09283799412991314
LRIG1,0.01317201353006331,-0.006890860322953036,-0.09678458054904161,-0.0025896673366502514,0.050693889294111665,-0.012704052938311207,-0.04171310862999171
CPAMD8,-0.01141969740168566,-0.04156671304718433,,-0.01741290562020187,,0.05836391339297503,0.010661061161280412
GHRL,-0.011189649235409544,-0.06628063228485594,,,0.06354666863975263,0.016071549390373,-0.023750890149618797
NPY,-0.019162780970683455,,0.1305041243492915,0.031233961484649922,-0.008074008369014165,0.09187308023107715,-0.0007136167607056175
MMP2,-0.02064130441857944,0.038457421825959855,7.034443746363647e-05,0.019239109452216383,0.025352102071256287,0.008421045811879862,0.04490393744117741
LHB,0.3045058424593022,,,,,,
PPY,0.04918371069071831,,0.07030568378520397,-0.004873480971210719,-0.0143122804397292,0.0671409517062997,-0.03618617465990664
ALKAL2,-0.009801198596858778,,-0.0015258775591837238,0.000425162218150532,-0.056812087975798814,0.03243391988041829,-0.03311481598896864
CSF1,-0.026846288213718643,0.09571800674753254,0.09764132672021879,0.00449871315005396,0.025125901136784118,0.033469051415019165,-0.0022678693166253367
SEMA4C,0.02575444102234566,0.1142792186059395,-0.05036089016172762,0.03927358804075689,0.060048324100799216,0.05514737147467436,-0.020480745288890958
BMP8A,,,,,,0.09156054513672378,
ICAM2,-0.0017844836921617582,0.04946436468902324,-0.03645381878311684,0.011029425900455232,0.016010400526950002,0.047494186663142715,0.06183351750657316
SYTL3,-0.022497683423022854,-0.028309135192777626,-0.04519778078054514,-0.02456832437939752,-0.0012550033296878556,-0.016220523095308165,0.00996523998010261
IL1A,0.04630074358081384,-0.10497556965831836,0.022155747639519503,0.01305407283640921,-0.012168777645562899,-0.06828191362164243,-0.01974930493676898
HLA-G,-0.010504577492657687,-0.03642141206150714,-0.000458536912961079,0.04241398610938013,-0.0034813368265594574,,
PGF,-0.019158349379528084,-0.0881848589723707,-0.00828250117578604,0.020203552010199882,0.048949573692524,0.04743985868022375,0.09967641616139694
LGALS8,0.030783436908715295,1.3593991925895063e-05,-0.006824105983832858,-0.02892054408520675,-0.04743003288301954,-0.009368849567445416,0.00475834831501573
DKK3,-0.004857234392476638,0.06800954865674119,-0.01425064229074416,0.03394624584150052,0.02910299819939136,-0.04111210767313079,0.09402084935809063
