,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
SFRP1,0.015016182050806029,0.016546598189297834,0.07761426396480502,,-0.03502243009158134,-0.06051356774338737,0.03412524694086979,-0.046444126313899395,0.04647390231995851,0.16217816840682142,0.0752078198597636,0.039868385721224,-0.03472169150139738,-0.048335164682009164,0.06153701346375458,0.017996473842745518,-0.04180946890627216,-0.07545449710145385,0.024152348858623586,0.007269774230655994,0.003374100453215308
CXCL13,,,0.03066751675199879,0.051074280991825705,,-0.0028480864987526886,,,,,-0.02003755369113967,,,,0.004660724626241892,-0.012557117288183865,,-0.008905839651338596,,0.11829476301318273,
MICA,-0.0444027162966622,0.04129335429551337,-0.0030770087215232986,-0.006609961712697003,0.13180308626175274,0.04119681888693571,-0.02214085719399433,-0.021604085073820847,0.050358305793520956,0.009884308196115561,0.05182382000173047,0.01452454842136835,0.0532134801059682,0.008926251277394636,0.04168646881441821,0.07841066787613499,0.08294879568147362,0.0073379417912926015,-0.0025576874095010037,0.021546304067579892,-0.0032517203646907833
TG,-0.020581214150416645,-0.03193632860749734,-0.009251910911515298,,0.0423022557688299,-0.019662768254139998,-0.025570312632852147,-0.0022511140480683273,-0.02965761837404167,,0.0416718177102371,-0.01993476241339808,-0.011970226233397135,-0.034361525829005334,-0.05376613645660213,0.04120296613958038,,0.008961009269891143,0.06804205803353346,-0.006785994296742244,
ADA,0.016840598906721047,-0.05432546086057861,-0.010845509574740621,0.036189804893435165,-0.007142203227762341,-0.022157526125502917,0.040674619312061656,-0.03574519097715726,0.020318852749871212,0.15714514164890359,-0.01707748438922133,-0.052715662293798364,-0.12928267383551775,-0.034430653117499134,0.002770155202250665,0.07185709510815576,-0.024903274882477375,0.0007292271712969022,0.010653616559377875,0.05887238291305712,-0.0009910747009851087
LAMC3,-0.005109229312671982,-0.037234154090391956,0.006534311013519521,-0.03866421931539254,-0.056950301788412094,-0.07495854701615098,0.004021366528788047,-0.03144306652015783,-0.04851346410650782,0.06994358412551625,0.05412576179543441,-0.0021700142674059304,-0.10574138634438629,0.02278127387855379,0.0034439569112595467,0.08557100059936744,0.13833247305122395,-0.010809236013150507,0.0029416386066244437,-0.14550190571440708,0.08793752486315984
CCL7,,0.08518328785103708,,,0.03646247511177852,0.12731859561463926,,,,,,,,,0.10339991007005495,,,,0.0037373540256652772,0.2066722969060112,
NGF,-0.026490159735922857,0.03778995796238603,,,0.08889280686805119,0.061804503106136374,0.07123967800266523,,,0.0694808126907141,-0.024472305904812704,,,-0.031361219051914295,0.021245711210750494,-0.018281712809493464,,0.08399828427210315,0.017497567157630765,0.12253141412862492,
TNFSF15,-0.03277163365550553,,,,-0.03042833022905033,0.058376631297159545,-0.004066186882434485,,,,0.05849937237786711,,,-0.03167217969874424,0.010808493651527307,,,-0.023344209370549124,-0.00045719925728508374,0.12946206436154356,
HMGB1,0.013562103457740867,-0.19634185758153977,0.021791251486849326,-0.03488544892065784,-0.1324512514198536,-0.04374201037763942,0.021005028145872937,-0.20421254228095348,-0.03129716963069347,0.12096993333783528,-0.07422798315466166,0.0011781173354767588,-0.08331860733769061,-0.00017125188954093901,0.012373126858905388,-0.006401850095814371,-0.06341540919174414,0.07885730855040593,-0.03748743658209115,-0.14003726632368813,-0.08340493572729793
ITGB3BP,-0.04525284223511079,0.022570828284033725,0.0026363274584582453,0.07991595662214651,0.06446684960341052,-0.018744758500908048,0.022442378350196492,-0.10486773125184502,0.023940932940308343,0.005433373098799285,0.01913455137869381,-0.05808688969934974,0.012887124230319921,-0.0008926619364985202,0.030772120741385526,0.03824781973974779,0.0592376412522573,0.04311120673009049,0.00426394468759436,0.03915909689722804,0.01670971597321218
AANAT,0.05363362444377985,-0.007438222047966777,,,-0.00683181383440336,-0.02761510128537288,,0.0055526848516806015,-0.026671269523436934,-0.0009670540719001671,,0.0592785313248523,-0.07312506912610103,-0.021980239919654695,0.056145679558394695,0.050884514815292436,0.0443382371096314,,0.067202210387835,-0.018202133646530182,
RELN,0.007574099027892958,-0.0367352506888616,-0.018814457991721788,-0.004561955921391461,0.020318932160138123,-0.04254772316628562,0.017674588768843275,0.054712409096229396,0.012075980527008503,-0.06231793977952002,,0.050571659007626626,,,,,0.06967976668376988,0.007880124261714338,,-0.10819566917458544,0.03131841087076545
IL15,-0.034029486044961955,0.04636906704556282,-0.030468170829536075,,-0.012285683201907639,0.055263803622138404,-0.021082144970244163,-0.017709855626625016,0.054391959173234014,0.12818556747500204,-0.003178029872424601,-0.016510199465809283,0.08650303564919293,-0.037156232974972836,-0.0029979906453184257,0.09039769598449153,0.07298254602941888,-0.0099192358606302,0.07560354949914533,0.09300733193754147,
UTS2,,,,,,,,0.0025864081183561496,,,,,0.05202252825776942,,-0.008631102321730056,,,,,,
BSG,-0.043513061511180305,-0.1317681306717935,0.07195447624211807,-0.011504410740838297,0.07530630229934981,-0.023741433473868343,0.040791930840108716,0.16343682218385203,0.09465313624295468,-0.08451796546135372,0.03838700481131512,-0.04472350604748944,0.1654182321755635,-0.009378881443515872,0.17813723554699398,0.08322558165611393,0.10733746066734913,0.07592943715966217,0.007907507978340738,-0.10779269761066973,-0.00020987236733989768
ADAMTS3,-0.01440005112061868,-0.021026540926915104,-0.019841103710133673,,0.07366292785055382,0.009833540446970877,0.05504435401715679,-0.02275641746786031,0.0018782992970705072,0.08079720628856558,0.01715832624869772,-0.027434622971721775,-0.13182864229749874,-0.026319099622606614,-0.004026300628453974,0.01951330630371573,0.127202306388094,-0.06268008075513726,-0.005445548147239505,0.01071185918110823,
CD34,-0.0359469786916509,-0.07620571886524029,0.005381872709838693,0.051717118152066754,-0.009556998793791151,-0.04901170226666215,0.020338547760111684,-0.03008832087298449,-0.01394849459565077,0.06920245400120432,-0.003132438365324909,-0.028259578121199756,-0.09426640571580634,0.04979650763024437,-0.027287911298210007,0.0664244231347343,0.1245935154900874,-0.016359421290173558,-0.011534633418182446,-0.02304668038559607,0.0806582620076328
CCL23,,,,,,,,-0.06073456997562947,,,,,,,,,,,,,
PLAT,-0.1040898561652749,-0.14061507012503055,-0.018138988987802456,-0.028834040965283813,-0.1941616589527477,0.04673570374940775,0.017077101628875522,-0.0752339246780748,0.06488795220956775,0.1303400313932116,0.00022098280484575048,-0.08259273042938696,-0.07263648267961527,-0.054376567433400975,-0.08358883265592422,-0.07281735957177905,0.0234570318047031,0.025012812887830947,0.028569980512431245,-0.20672962367815742,0.06275210008613599
NTF3,,,,,,,,,,,-0.021687639341021078,,,,-0.042873566783179676,-0.07287655958831796,,-0.031170308114536454,,,
LTA,,,-0.01611469469501743,,0.06153188219403873,,,,0.028986775281075756,,,-0.016510201503836013,,,,,,,-0.00886641316304898,,
CKLF,-0.05786818657894157,-0.1223807136734396,-0.04233734566615456,0.015023604396384439,-0.0772099370776778,0.04175160348379264,-0.0035432173536032196,-0.12690380421350722,-0.06058950719586907,0.15135372689576362,-0.018403100212553026,-0.0993822062227056,0.01263744549697182,-0.08323959648927215,0.03486613150073984,0.07749246912878563,-0.012685717638841798,0.07665883637852496,0.03677463706243052,-0.12597373016003383,-0.03817266881802114
APELA,,,,,,,,,,,0.08573846163393047,,,,,,,,,,
CD24,0.007448021901286689,-0.09577577756145501,0.016619222014265567,-0.0514229500249438,0.07741914334170538,-0.14781222699156463,-0.03469250274048639,-0.023052771390314947,-0.054848924249356154,0.07852023742794098,-0.02243808469827447,0.014089129463131508,0.019661832350801815,0.03601686311841338,-0.08971923372334727,-0.09059385301951503,-0.030370194963957677,-0.16038441902357262,0.036234865584953334,0.05029982949713178,-0.05091466673188079
HSP90AA1,-0.028529233599365014,0.093306313783653,-0.04880666792608497,-0.07916582576906561,-0.131337329548664,-0.03493166068966532,0.03369027726122226,0.0733796103582424,-0.005385449500240177,-0.2369224536175897,0.04635236904427235,0.10484844841805284,0.07121928818698517,-0.0038311820598183302,0.02798164899368271,-0.017958401178453112,-0.09338685214209036,0.0016826864168175391,-0.012510886822041508,0.11356170838275541,0.012026528661985877
BMP4,-0.05733118550328206,-0.06729583397313978,-0.020436463923701752,0.014739928367324514,0.09027857565290984,0.015145859827154216,0.03754568035722353,0.05588043815402942,0.0648041300449272,0.021569075492181067,-0.01127789087636648,-0.014068396927945004,-0.05526646506477548,0.021322911786862922,0.0019817297227414463,0.05937219301960077,0.04197071138889608,-0.04663632368919468,0.017331988656348406,0.09142403545782213,
SCGB3A1,,-0.028279298742090866,,-0.01235577439439629,,-0.01930668551372249,0.030263496814872448,,,-0.0034526490423952595,-0.027282707771930412,0.017379890917512058,0.016285627990378776,,0.057479732883241944,-0.008415120845532552,,-0.03381315071993931,0.008236523406746485,-0.023747843813601618,
IGFBP4,0.02540668549410245,-0.053858325751469004,-0.026737723043349915,-0.03479719402828856,0.001525280283197829,0.14422807060834023,-0.010389503755685247,0.10227093521631825,0.00774654274315338,0.19003891211474377,-0.03632565539318632,-0.021969857723745503,-0.17806097520951356,0.10527668244486993,0.08130818292438774,0.10064677945962978,0.08982256634976254,0.0386436134711356,0.017412431307107783,-0.06220454465344271,-0.05538115106055231
RSPO4,-0.03236044598860601,,-0.03465188876750311,,-0.04786550466095304,-0.0030097774503175505,,,-0.02987579150725449,,,-0.022902248717040646,,,,,,-0.044534989391427776,-0.029958734735826123,-0.05896011075336282,
LEFTY2,-0.0073654551133192515,0.028291949363009012,0.056005687186933446,0.03488854530875171,-0.023736838212188402,0.03593336371669036,-0.027655291800944972,-0.021120528370016378,-0.041355046988010354,0.011718194370509532,-0.024027324368104255,-0.020381659376592334,-0.11829941319566149,-0.028088883795657788,-0.01829604312745834,0.009316179521393327,0.009529144510214365,-0.047365725128882576,0.015761125946505205,-0.03780865360432868,
PF4,,0.01681610649718235,-0.010446256567578461,,0.0009846846253009356,,,,,,,,,,,0.03075524531921853,,,-0.019817002194693834,-0.010161657686276047,
ANGPTL2,0.0004811531200800998,-0.07556185179664589,0.019352730957941575,-0.041913344084756776,-0.09246074941913049,-0.017051876515289503,0.049133499043502275,-0.04340504698154351,-0.054949982594026295,0.16777633316029306,-0.018134984247517288,-0.02024675170404576,-0.05300401784748739,-0.025679886486805224,-0.07891380658595896,0.011809400204553816,-0.025143799435872298,-0.013762985709061568,0.06200710346353168,-0.07370322358898286,0.03061830669161585
LRIG2,0.015606036720469675,-0.011870028884362366,-0.03563150481306355,0.027489879749889284,-0.008441109963903392,0.03795346137205019,0.0013675374020615271,-0.010271871386522078,0.03354862437779181,0.02340842104075466,-0.026311699843931793,-0.04181654718253269,-0.02611372639365148,0.03875887210592202,0.0035514745998006516,0.010784565931635912,0.08681945151203557,-0.003861291671723618,-0.009700391347210255,-0.04490283952333449,-0.020925349267173945
ICOSLG,-0.026404755183833013,-0.03224695021558023,-0.04475195865660506,0.11995623497161396,0.0648265370035038,0.11015544717029024,0.007161972101183856,-0.041726728281282405,0.0067965531190728,0.022332137367249906,0.013480636625175159,0.005230350984352173,-0.05578363609067496,-0.07716559799008817,0.07042592405964196,0.10599526172930611,0.026777332288566463,-0.018652789146324417,-0.015558910811316771,-0.006317605823323732,0.08455053105225231
WIF1,-0.010623539471926744,-0.0038857718541975977,,-0.02786376408259999,,-0.09986354121195039,-0.061859552974581476,0.15444132739844002,-0.023054440677634035,-0.10021476169871729,,0.12872001321473484,,,,,,-0.047666619933029085,,0.08304647387278301,0.021133842470799524
NPPC,-0.06604296554855708,-0.04177774790076775,,-0.030122424439901693,0.018809091980643188,0.018962150902532726,0.0019005731357242786,0.030693476630275954,0.0006108642129021526,-0.09505865143293626,,0.047779398867096534,-0.041867966586867526,-0.02631904907519976,0.022260433600488894,-0.03470770095304636,0.165902770394821,0.05190008721502037,,0.0352674309579789,-0.07635097862862056
LYZ,0.04373699931704617,0.0645812323759939,-0.012540177246611864,0.13943150319159256,0.013163980088366488,0.16969292620229237,-0.03532103916082936,-0.007572071128473689,-0.0014034322558848103,0.2405742906643278,0.05726467340406176,0.07620464882338669,0.031150080562546395,0.17151143009026554,0.06478354602876035,0.0444184913188318,0.06050875908313746,0.0279472056580954,0.06898356414908455,0.10988604266926047,-0.027840597392635
EREG,,,,0.024322730138517,,0.2502169663874085,,,,0.017290123477774092,0.007348975497901231,,,,0.07341736733087778,0.08813847651805284,,0.0026705954498229185,-0.025499833740934078,0.028663505417143652,
SPTAN1,0.0070482314852735204,-0.20377495663977593,0.016204590137111362,0.05673982485879522,-0.2501064395788543,-0.07254780394484492,0.03526265544475419,0.12005303750645317,-0.053634554053761774,-0.18439571393564255,-0.03316637902271426,-0.030183509054303143,-0.07624202580505024,-0.057408225299218185,-0.07361687348678127,-0.016893269071529764,0.08854188843783256,-0.10822071044583867,-0.02470502134219468,-0.10243425644910535,-0.07634529003344466
PTH2,,,,,,,,,,,,,,,,,,0.02180011812404834,,,
LIPC,-0.059352061610356686,-0.02568285080557395,-0.03297085610498851,,0.02597101191401162,-0.029347889635672236,-0.008796237443819634,-0.06014336168463811,-0.05585583470475233,-0.004456584101546197,0.005386380548649702,-0.02593598261716586,-0.03268583423676916,0.002450640958018918,,,-0.031986573455266704,,0.04015517990829254,-0.022672962457169592,
COL8A1,-0.014890498035731564,0.06317480353655436,0.06597651675804336,-0.026602955202404674,0.045395250181116883,0.0039444436781672955,-0.02268870577876402,-0.01296016584850567,0.04859874962862547,0.16360579626789512,0.05316803919637148,-0.09647183630308512,-0.05041700022737511,0.0451367327212934,0.0070550790771674275,0.05185618672979899,0.06976422442923738,0.017179618630681213,0.007770128195561715,0.02422647458435554,
GSTM2,-0.02106875335620543,-0.015563714428518359,-0.000652237664677086,0.009506379361674977,0.0538606861014512,-0.013638436218627181,-0.017827792338213744,0.022583426385751525,0.037119858388448314,0.04268214516274395,-0.02016912554790574,-0.04587956938678682,0.02881701044430208,0.03513744165101267,-0.06611165950718151,0.024638411650463887,0.08866893745725617,-0.040032813386096745,-0.043673214825055554,0.037995272208570074,
IL4,,,,,,,,,,,,,0.03560146050653497,,,,,,,,
SPX,-0.019436233204414014,0.0173622254134527,-0.038658971658478605,,-0.031901967260396596,-0.05479424998367785,-0.04749540808423568,0.06571243941283901,-0.028307269678861033,-0.06754671051584725,,0.03994619806476042,,0.008036390694294838,-0.05094987319047055,-0.023381951478010674,-0.06496856946744009,-0.058297122490849014,-0.051366161068515645,-0.03151958108298236,-0.06055555842730448
MFGE8,-0.011842548014295483,-0.01341848014325626,0.036935981884178445,-0.015556550833635883,0.054533382784536885,0.01553418192310715,0.0085035466701641,-0.08212815151484393,0.07924834032739927,-0.034190354900761874,0.012556503611186483,-0.02042265846755992,-0.08972207167632,0.03979429656498573,0.017153297282235355,0.008475240678992541,0.10634650189322489,-0.08852589962953639,0.05287505279524581,-0.008897250398596613,0.09033414839089798
TGFA,-0.07979451509608082,-0.10624960548059122,-0.03130158678543651,0.10676206418016385,0.01867510775411571,-0.06898146150954627,0.03205846802273006,-0.09918603458934305,0.05107319339376053,0.0874929703172697,-0.0554756468926032,-0.06995629556180971,0.10519351057715756,-0.06536278057931397,0.046300508164291126,-0.00010814626357508583,-0.030399751741744835,-0.06080553143557346,0.013344994378508513,0.02257779499481324,0.024079692693745845
SLIT2,0.02861083183474794,-0.03372042427979772,0.00891384056621752,0.04356794316389347,-0.03201869606647957,0.0031014146070427384,0.011554111851960256,0.03610101398927511,-0.04210992742350155,-0.0778720667594465,-0.018890377074268293,0.029644993268545423,0.0835427721593017,-0.029764516917664057,0.0693089950538459,0.08147772203242597,-0.038743897820590345,0.10673499564676014,0.054904405003607715,0.12023082018022059,0.02252715024879579
PLTP,0.056569550008291954,-0.12911111607426018,-0.0032582754640324008,0.05655691537082813,-0.08042900019172014,0.11257615107859043,0.02315761565201764,-0.013779392048645825,-0.09102274819122048,0.2663730531583524,-0.046390497180358835,-0.021771839492691583,0.04991660176161275,0.01864503676833001,0.164818121449851,0.19031342862894648,0.11532225239532873,0.10548458715371846,0.01742569464949006,-0.10914637312901414,0.01541930749548781
APOD,-0.09668056436561584,-0.16516346663121223,0.01431257908184815,0.011178765386341341,-0.10964526629614457,-0.2268022089715311,-0.0019589351616309,-0.25852106140120135,-0.06199442280272859,0.05382287477445981,-0.020198006766587777,-0.012511401462901889,-0.12602777387859368,0.058399138019781256,-0.05854011436697288,-0.11141125619752598,-0.12135826636573926,-0.07378565484918671,-0.05291008656603264,-0.12713288786919502,0.045654929071521355
B2M,0.009834277456631802,0.040015154603175854,0.020139878007515412,0.004500556463910034,0.06936572826685945,0.1670525970222985,0.028425818808875392,-0.05791035248631094,-0.05881442043084295,0.3329822549042592,0.02719633845469415,-0.06991489343043687,-0.022483104745856693,0.009751907289338746,0.21522636223626312,0.22063954594730387,0.08455948805598082,0.10337781989316111,0.0789607337408222,-0.06674358367052606,0.06021418375080622
OMG,-0.003468709116558195,-0.15441679178433848,-0.017235653868442804,-0.030538550874371795,-0.1587682659038728,-0.21277007539633236,0.0238730435403886,-0.1530730142696787,-0.041096706998731386,0.04214105121218836,0.005694038178149455,-0.012187318245449804,0.007917147385894283,0.03560902034089328,-0.0682587161299748,0.007948531632727669,-0.037468206648269976,-0.058356333739136554,-0.012261410225516089,-0.13125959558060765,0.0954619724713674
CXCL3,0.023599306879330716,0.10708420412076398,0.012291686976818606,0.05540764682919442,0.15418884524081491,0.19466149598512636,,0.050906961324031295,0.015474914743601527,0.18277327583185507,0.024837053810548387,-0.011890334855538035,0.05844918136692028,,0.2290668346225663,0.1246782292617338,0.08266179535456401,0.0547550730120847,0.06999947769513033,0.3184313119361712,
