,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
FGF7,-0.0030225647918926935,-0.007981595221584281,,0.11315525863809454,0.03542971591174264,0.012080006167978132,0.014737469379066177,-0.020969361582060565,0.08224747926516543,0.011732656201268555,-0.0007698977674769399,0.018812419242365173,0.11010124253539944,0.04753298491531365,0.04231747883733289,0.04049008826173917,0.021739864113263993,0.14883104671034833,0.0747415351203602,0.010331140306358602
HBEGF,0.05811672067516391,-0.03230890197227805,0.0008978139053985084,-0.021038635690267943,0.06925512644890354,0.0036157227553493265,0.037069629756835074,-0.07885464022458699,0.009508811699781057,-0.05112642522177662,0.011423358547672848,-0.07580221216944594,0.056475197022285775,-0.08970062407477744,0.004605786129277802,0.006241855930387116,0.05408568587546697,0.09454781116962199,0.026276508356672317,0.05529161918525159
CSF3,,-0.03702108541304022,,,0.016178905825131398,0.015691193877300398,0.08704539913227627,,0.0693651278190548,,,,-0.02458669563188315,,,0.06724957532983382,-0.011594267367769725,-0.02934256971933571,-0.010743987231268678,
PI3,,-0.043856996292406546,-0.02994251999600395,,0.04646642085440645,0.04358566153081107,0.1302017437195039,,-0.020082489125906468,,,,,,,0.011854540461360544,0.041596553845981946,,-0.08417940453347947,
PCSK1N,0.0439881178340631,0.13599074660118987,0.06789824175920053,-0.014817057369182936,-0.03881007887107451,-0.02976548576500485,-0.01350637052310492,0.0357272863764103,0.05849070526599174,-0.022997386612230022,0.015153583766460088,0.2708950555860705,0.1176889904062759,0.09857131673407464,-0.07410258166266298,0.027092975103650923,0.023493888499850426,0.03421400628651261,-0.006408271847652497,0.1228067387808463
NTS,,,,,,,0.015133349809326986,0.060082966215858236,0.09965654314561542,0.053959649100760204,0.007208279590093898,-0.041586604472313195,,,,-0.014650698505655575,-0.022816663784410735,,,
SFRP1,0.07418897041920844,-0.023961596077845794,-0.05434780067006266,0.047464619286857565,,-0.016704309414946363,0.057612252016191405,0.004338361123446477,-0.06433208361630763,0.06830117148023475,0.16571196626192244,-0.08070342239423033,0.027306538281375446,-0.023454117199542202,0.0032487059981633256,0.05419264292734505,-0.02203172836356628,-0.1065323858468413,-0.03624771029882665,0.024884418866915725
CXCL13,,,,-0.011206231255741031,-0.023402892986148734,,0.03021878809134048,,,,,,0.02998477195848974,,,-0.02857320493689128,0.0858250841179771,,0.02371220063918366,
MICA,-0.02852296680102103,-0.051758481940303754,-0.005984548901657817,0.027432634436454394,0.06108506785330059,-0.009249452036611382,0.06614076550914604,-0.044083089386806565,0.06688452784284636,0.03913401275851584,-0.013473673032627436,-0.00865633395452332,-0.020407164411175092,-0.032254777033051824,0.06773720211966235,0.03851708626544565,-0.04643298085855782,-0.028645392364664478,-0.009047729682951849,-0.03509764247606028
TG,-0.00567744826014564,-0.029511714075601516,0.004388438836589089,-0.018193766814848487,,0.04549818381837642,-0.012428594099535466,0.012231839734838419,-0.021525296209740804,-0.023620699207362556,0.04461675531331748,,0.19689088292393292,0.037629913394464004,0.08562384014702967,-0.0169025735250844,-0.02115579145963831,,0.037078996986803614,
ADA,0.018400216895820613,0.028858699734304372,0.01534424261685598,-0.019051394436043496,0.05180012802257468,-0.001502244201346658,-0.0418778723978391,0.02071985595649704,-0.06093445688227217,0.0023482110129744403,0.012182702093923881,-0.13563967311053396,0.02182685998664327,-0.01607372056729071,-0.041877653498340876,-0.006324329766576066,-0.022390667701124373,0.05180238140155966,0.08609399279564418,-0.0664472406168854
LAMC3,0.11961464763495461,0.0934254898884696,0.05221685682644437,-0.021140999914082276,0.0058549691646058565,0.01656293389644423,-0.01765990381931281,0.003646370557523582,0.0015796894579082745,0.018924677845748493,0.016657222519056956,-0.07607971210349831,-0.016084655958019813,0.0073162323012085214,0.08884658382562657,-0.01853952031573583,0.032533209151226775,0.017824845299754352,0.057140194289440976,-0.06489445981577957
CCL7,,,-0.018103810747351803,,,-0.01303320039077315,0.032886821732566456,,,,,,,,,0.11629303739995979,,,-0.06216391769489167,
NGF,,-0.021328899686280375,-0.031083344034503982,,,0.06448219758717222,0.07072958656587502,0.0160812667880849,,,,0.09628672764557708,0.01649080380300386,,-0.016365377638883873,-0.02201893393665591,-0.009726873111222204,,0.02158975663909531,
TNFSF15,,-0.02638651083126269,,,,-0.014513106080791444,-0.02526356553103929,-0.029199897662301414,,,,,-0.015657291045755452,,0.04122002677771093,-0.018586559343537163,-0.015962500616347353,,-0.018168850897127786,
HMGB1,0.01638762483717339,0.1082500458924897,0.011312465725860494,7.391659103413781e-05,-0.09486446612712411,0.011996281166815911,-0.056734057720416904,-0.03633366837214528,-0.049400752218910694,-0.006842517757684365,0.051616635376517325,-0.0940755734897458,0.0508576321803496,-0.01838851058020342,0.03680988876525604,-0.0580085936716892,-0.002889861724532984,-0.009545038558516551,0.024109194233652962,-0.043036711328356354
ITGB3BP,0.03287653534977646,-0.05972659961063471,0.009847615475673656,-0.003499829016864981,0.021853700515486896,0.04776025138320506,0.015804774468521094,-0.02760373644448738,0.006932327694699182,0.007098448066736334,0.06479212108226295,-0.04089649218598166,0.10494412310256943,-0.0007765236270027762,0.09129700829757767,0.08387798127749298,0.033678540472022865,0.027847148034746114,0.000855098312269693,0.03049788066324408
AANAT,,-0.0064766557172666476,-0.02626587509190167,,,0.008343022784619037,-0.022763983450087493,,-0.016087687680105628,0.0045968465188725586,0.06427267630854634,0.05008194947623579,,-0.014105124306733614,,-0.016725677077947768,,,-0.03683350249465129,
RELN,-0.020535900127526124,-0.020763217964517793,-0.0012729174241938306,-0.04269480086046823,0.01927183335210587,0.09519563542369364,0.04085498045937731,0.06711527665810439,0.017259857026866946,0.03813979410752103,-0.002644693911458755,-0.001696156247880607,,-0.006322858977730182,-0.025737730701491168,,-0.019280970851195667,0.02334816743463123,0.01621072462433455,0.1549256499733758
IL15,-0.0332818103891112,-0.004873260625321306,-0.042512664443614054,0.06228035922989772,,-0.016057381323543223,-0.01976694477878949,0.057085718226435364,0.016426957307368973,0.02520537193293106,-0.044292947871619665,-0.03657619744202119,-0.03681631824391302,-0.025147585585496256,-0.023867790545126114,-0.015399091374223293,-0.03893745179653054,-0.031034226722561273,0.007237238893721757,
UTS2,,,,,,,,,0.010339420861413135,,,,,,,0.10621196316977437,,,,
BSG,0.01660196059180711,-0.08207828371114133,0.028181511837008785,-0.025619081505094083,0.006237380451131905,-0.028892732379318685,0.020571739501350945,-0.008359445099580106,0.01833226214176094,-0.04331952333469241,-0.0056019421689761425,0.1527929801311568,-0.04203267052025413,-0.10777875684020864,-0.027573966713776252,0.06804234712890198,0.013755349391704334,-0.11168404534017323,0.06259097129414981,0.07388447476411932
ADAMTS3,0.05515950823995466,-0.0005971752790262215,0.04486942533335154,0.012647217804176084,,-0.007955458303173235,0.013785071048926555,0.03206666759130455,-0.026633416581364488,-0.022032368401055623,0.07765232833863536,0.07201601578390796,-0.030718894482876055,-0.041787171052410865,,-0.03282563896435936,-0.042576247459876974,-0.035680282740456794,0.04569578111435554,
CD34,0.055999634614680716,0.037031300466362174,0.03250360270645475,0.009094169152181187,0.016620178202848498,-0.06297324140947572,0.05879656417756006,0.03924233077847096,0.003296590792158577,-0.01737097483879335,-0.022487648886381304,-0.00014236858899741532,-0.0017919205103039224,-0.058237779074740086,0.12050682297459174,0.058901457667692586,-0.03859973094958505,0.06639443903445272,0.08029511135213056,-0.035825131263365964
CCL23,,,,,,,,,-0.018305234827626787,,,,,,,,,,,
PLAT,0.03631946348104084,0.06939001654600166,0.014340960513808785,0.013891045458642347,0.0025661562774760512,-0.03808002846172813,-0.003090991992298906,0.0009888157412013242,-0.03167755967174841,-0.10019591491869595,0.015405480466154472,-0.017709461294319558,0.026628633537659117,-0.0515822146126625,-0.0007328747827897335,0.05543314746547924,0.03268662248740351,-0.013512296324216008,0.03351920029290266,0.0008284807942458942
NTF3,,,,,,,,,,,-0.03326592938619959,,0.011882786603153877,,,0.036672357733292846,-0.036072837869596974,,,
LTA,,,,-0.013379753303053467,,-0.016704308633492513,,,,-0.020458484008889114,,,,-0.02514758868972596,,,,,,
CKLF,0.025915542630325777,0.016369750078487594,-0.005621147539941052,0.009330578252305455,-0.05341896187762658,-0.03902921849730713,0.00521757086456347,-0.027234457749526805,-0.0308612967817209,0.04307194760792776,0.011982774072689125,-0.10619948491599746,0.03591062995587667,-0.0790614042240567,0.029673749560629518,0.10254764006097138,0.010375264557446053,0.08707272072601609,0.025137340980288067,0.011925613674346731
APELA,,,,,,,,,,,,,-0.02886337690135278,,,,,,,
CD24,0.018741919673610358,-0.048839844742260864,0.004240206845028207,-0.04133395432879043,-0.004178690040439195,0.0012042729895661614,-0.01759576021518749,-0.0024142349002896535,-0.0015459536910844612,0.06943744348500223,-0.08721438260004259,-0.048005081338466496,0.0847622890337558,0.07444848601278266,-0.08095524593729789,0.03211181985026555,0.004813186149906686,0.06853975111341576,0.026311069614990343,-0.014958795064937124
HSP90AA1,-0.06466813466337384,0.04265158784223327,0.026023443917252496,-0.006557990375163414,-0.01823357449307511,-0.025066352012666326,-0.002236803242607579,0.0330440928244986,0.05874903047990262,0.015700579378817543,-0.051871118423016005,0.28847959627519126,0.043195049765391916,0.07243719125710639,0.035901662157016345,-0.022677191398689994,0.05086530034836883,0.0663327765049196,0.023189998573164113,0.09614773582952597
BMP4,-0.02549305990657257,0.07876262174522711,0.011021633490650459,0.008240503254013827,0.09173333385304902,-0.008383978616709913,0.008208135702873036,-0.05108133167115376,-0.04106600623808258,-0.053538277077485485,0.03215308316269163,0.021664845466687344,-0.001664786594868818,0.011193771689291128,-0.007174682598783757,-0.05699556196395531,0.06766882958905786,,0.03388664112047076,
SCGB3A1,,,-0.018103808936994918,,-0.018255089492410097,,0.12697909742628657,-0.00360309636892812,,,-0.017382893452994957,-0.034103864690483855,-0.008911410277457052,-0.01754765482473903,0.10974533934337516,0.05102906471117044,-0.021497582725301452,,-0.0068364566370971965,
IGFBP4,0.014971192137695568,-0.029546718707761824,0.0050714048880280945,-0.011659099687707893,0.009492545892026477,-0.0541395072559861,0.022489878018121755,-0.03908980490192601,-0.02373601984729475,-0.03835943781575493,0.012188022326899198,-0.07354979488732223,0.041162995632881665,-0.03368193790458568,0.02898006533773209,0.02318699188177374,0.06787294597945104,0.07113335049006936,-0.014937588235660304,-0.05785457346528387
RSPO4,,-0.026055437686103723,,-0.021629899322264202,,0.05390354460494243,0.03135969341553697,,,-0.023794462383142666,-0.01738289091035356,,,-0.0045261820040868065,-0.03897622741944314,,0.043821819294615615,,-0.003815477763328984,
LEFTY2,-0.005750706982038223,-0.02931275416441807,0.020830670218623417,-0.013544077030553067,-0.0003291429099743989,-0.004268098175796849,-0.048564280164410084,0.038556423032919396,-0.02299383192602644,-0.05859744881218668,-0.019060552480629635,-0.0005166935096793435,0.06868970277821873,0.013761248336012982,,-0.01618430919201206,-0.03035983498236541,-0.048052016291176315,0.055489535444038986,
PF4,,,-0.018779795685717304,-0.012170704127798986,,-0.011371210571591302,,,,,,,,,,,,,-0.03638345690555702,
ANGPTL2,-0.007299678451343649,-0.04934095070005863,-0.017152720095831155,0.055441454687126905,0.006068454072188408,-0.0555857661803302,-0.0099829203381665,-0.04774317495614913,-0.041156607406025704,0.0268746497791504,-0.04576509377040795,-0.1378788686699586,0.034840515884720855,-0.08558004912071712,0.06521174883128913,-0.0022932507062454277,-0.06639624862724801,0.008285482421229822,0.008159290350554797,0.032399103625883156
LRIG2,-0.015908270760935605,-0.03543091678503982,0.013396138013085057,0.010771240395904921,-0.00437157772643417,0.02736620263889187,0.02679818721818206,-0.017880448108973847,-0.058196602569427956,-0.0507373198970382,0.004223260611286206,0.11167164979170835,0.05717508837166042,-0.08639649408618248,-4.150372175127815e-05,0.040056190177647534,0.00900298724511275,-0.08617751352391644,0.06788123850516309,0.06037500919493075
ICOSLG,-0.008720090010674806,-0.04534943302088912,0.0009795079019551504,-0.0070819853305989335,-0.0035906588621795027,0.0336127525166943,0.03603800484187958,0.018934778794580307,-0.039166572988361986,-0.042467727334242214,0.012298084110778337,-0.07148047276509387,-0.0410333539597207,0.01200812818378965,-0.024678412556388578,-0.04476284908037235,0.006290512411980618,-0.02660348519786858,0.10992635475291192,0.02081945496976932
WIF1,,0.12402347590861122,0.019512006410547827,,0.055931191568422446,,-0.014107785789721008,0.06451826038557872,0.05795437251734718,0.042766462741328296,0.00491682888701485,0.014306955033633871,,0.13570032031415916,,,-0.02075277821874844,-0.03158001475638076,0.046729172525338626,0.18014919394886553
NPPC,0.049255395059419525,0.0800959367829002,-0.006407972414253971,,0.016888732341102296,-0.0014905815792881593,0.025727836680993977,-0.007338563626623127,0.016005619645951877,0.012893056655335177,-0.02415796440279968,0.10233917939303515,,-0.028126084509447646,-0.067923426421817,-0.028461104845480662,-0.009610712923770992,0.005469881871753755,0.03992807573797738,0.07943734362818419
LYZ,-0.05842849928030251,0.06152302701334374,0.004924548750871,-0.021928000966867995,0.05266065945868522,-0.013929606057032806,-0.001984054718416351,-0.057819447546472356,-0.025464704409483892,0.08399304934895774,0.01235156860182204,-0.1678567428671152,0.03251557717412528,-0.01864273158351051,0.004159134249642886,-0.02867718422724354,0.01807799737294584,0.0035550433261274353,0.00889220219919822,0.12103716233598227
EREG,,,,,0.004457865745143551,,0.07413233132325767,,,,,0.011556000088864527,-0.020701527133617243,,,0.021251289537602223,0.026646893508168693,,0.03422577174608211,
SPTAN1,0.06690385797605074,0.16826501138305924,-0.019036941741112694,-0.024783945784495606,-0.02456290432376833,-0.04601594395586412,0.018780112459211268,0.05792342193785639,0.04655928901351228,0.09854101317121028,-0.03823245476958409,0.2698836198464559,0.03396437157624085,0.0739981342608366,0.006031112614372879,0.04021708151737218,-0.04283248081298884,0.08768611549201301,0.0893884137065887,0.08636195747194016
PTH2,,,,,,,,,,,,,,,,,-0.03550338038035858,,,
LIPC,-0.031714425509269444,0.058400604371582045,0.007836582542204163,0.01631790411339429,,0.008617533979122283,-0.030292225414838378,-0.03351667173447068,-0.042077121773844636,-0.01881626375268863,,0.002524105532865128,0.004328822310706032,-0.03950451016414484,0.06380969160594065,,,,0.11469933786413795,
COL8A1,0.013917205309562475,-0.08441101058509677,-0.0010812304730336694,-0.03064362940669047,-0.015000801786051763,-0.012249899392462368,0.02926332471432846,-0.057122936538076936,-0.04172438856605708,-0.021809544619802532,-0.030136890471902225,-0.15306516062916095,-0.07442970229591485,-0.05204416299761683,0.06221390433598361,0.030951801636990742,0.03228090930157505,0.011846794810019975,0.06026251310559743,
GSTM2,0.025648524076467907,0.031889067193915654,-0.04873680793824564,-0.00038162859920138405,-0.034455876555989945,-0.020629109427792825,0.01297392078225362,-0.007526746984878335,-0.006506975626334827,-0.025226100932672836,0.036781186090397086,-0.011526266957904343,0.01196645809917781,-0.06520823774712857,0.026971777412805934,-0.02740892523261327,-0.022188221627289992,-0.035476642401676715,-0.011696410785321371,
SPX,-0.008304091242722243,0.09674012305716027,0.04666542088512837,0.02752846697497417,,0.05324757458138616,0.006995326022096624,-0.004760819149158948,0.016347261280701998,0.06781011328330684,0.02018086272759493,0.03878293693909976,,0.11560235892981331,,-0.019222547502418925,-0.025366936004767214,0.031729276245397675,0.038140040839331556,0.0017952363436658353
MFGE8,0.03896428613823835,-0.08406262578131272,0.04019193089288009,-0.009983071782396623,-0.05253393745647793,-0.007186309376057193,0.06541865410696596,-0.01342864694932744,0.059032688611898046,-0.028611131275422835,0.02874271776466352,0.008268531070151209,-0.02891069294246394,-0.007922849493765947,0.08843621968554019,-0.045817592863498596,0.013373850072151201,-0.006467729686397063,0.023137908689835236,0.11817171668121494
TGFA,-0.008559183286516692,-0.10996523072886948,-0.011475122204202291,0.031467686786114606,0.023771792741858953,0.08869311069864709,0.04300631123386078,-0.015334214358521175,-0.044049784220212926,-0.00953015919897305,0.005941436440731991,-0.11511571553592494,-0.02789927529482145,-0.08724747646100106,-0.026123663790618548,0.02163824449152662,0.04232468970432785,-0.03134340049068741,0.025705240875701897,0.08112190310366985
SLIT2,0.21693303912265005,0.10483256534719765,-0.02250394690209125,-0.03173473194317757,-0.025606274118608927,0.010339149699195263,0.04045436936624031,0.11675677403390712,0.0011755616079606817,0.0230920115918582,-0.054969255760819756,0.10175515134213878,-0.011791800866972447,0.11713101633398526,-0.032457697139580445,0.03772639063965654,-0.014645107354693663,0.14838350611056292,0.06136273568921497,0.16588069279746837
PLTP,0.013964733476940133,-0.051841448578356965,0.004076999090935652,0.0323129508819704,-0.021126050598208556,-0.08288302276886851,0.006612479974268477,-0.024621673890066267,-0.023597636060253627,0.07853933601683251,-0.06335939376045706,-0.23638029250788778,0.04338555132439295,0.01793792172873731,-0.03435006256324593,0.024179086105583936,-0.01420486999276938,0.01084869055849515,-0.011462958203426042,0.057302303209517014
APOD,-0.053653134268350625,0.1379708589843735,0.027709591157475618,-0.07990109051843466,-0.1086961205718255,-0.042910959663354606,-0.015636865015079923,-0.06656885558783325,-0.09822346342638376,0.040938510587593124,-0.04783119207506637,-0.16181774271889302,0.0010159873052787162,0.06466112301583328,-0.050281394277233986,0.0021437588400163208,0.028183092831081485,0.06581267830074683,0.04824461593225294,-0.02953598204579867
B2M,0.06428157348009292,0.07507194143333311,-0.0003137666607181986,-0.03556905673660861,-0.0460299025523865,-0.0019159227191589499,-0.016468843372598532,-0.11920297967782757,-0.05854950995610453,0.07630931591104843,-0.06623030916704997,-0.28948524737611886,-0.062401110785896746,-0.07942833957245238,0.11244671171424549,0.03321940627337436,0.006189288611349694,-0.12529844779293933,0.03341634299738458,-0.017197759791011114
OMG,0.05277364060142463,0.07369835130928087,-0.024868310434283673,-0.050657556291276565,-0.06929077770361157,-0.026215760964909202,-0.07948703239804406,-0.046386321270753365,-0.06452591969796037,0.037979337163341495,0.06148374539627574,0.030941253665407478,0.16273393953441678,0.0461857195608126,0.0737519004994966,-0.007885802288554029,-0.08698044109274757,0.017055804488121575,0.08134408929296438,0.003286387498255768
CXCL3,-0.01994824684465169,-0.0024133315494234355,-0.04637614004747651,-0.02502180942259179,0.03888661325523168,0.11829153433869419,0.08876252056123977,,-0.0211223648909614,-0.0742601198450357,0.026483962494904346,-0.0602240135916566,-0.0037468365839130875,0.05581869923718218,,0.05848914268659461,0.033497782943643944,0.0769959693032407,-0.07129357545358668,
CXCL10,-0.06907005510766806,-0.044368002968702004,0.009171482922198293,-0.005395786102135891,,0.09962233466477838,0.020680663952315347,-0.00023168255298579952,-0.016305785710617117,0.03288645359828218,-0.028248713838298047,-0.0023407324004317827,-0.017864250614929512,-0.028780281123666148,-0.0028659987901355267,0.04537980249564935,-0.006585523844471548,,-0.021944375233417013,
RSPO3,,,-0.024591724169962415,,-0.032230137956189724,0.07431345608584239,0.12754427725569428,0.11668658356140715,0.0346290383118489,0.011715547065127133,0.010003350857858135,0.04208307082028106,,0.10452529903294851,,0.02134224932022505,-0.004047774946376241,-0.05425500139965277,0.025700645586021025,-0.004567167064910914
CORT,-0.0059188126066616305,0.011752258294507116,0.011059682006982638,0.09663365906812296,-0.04277378415887028,0.041208818597713096,0.004386041774098776,0.026487028330621276,0.01574262036675591,-0.009936936513824159,-0.04048257303009639,0.014726412605332768,,0.06933914553331255,,-0.02173952562653314,-0.016458719688555803,0.12241412121787115,,-0.03869071309353086
NCAN,-0.005547882868462235,0.09872521327341449,0.022672805298928084,0.012795597445707371,-0.04869514197416793,-0.07595335448107313,-0.0007884817551126752,-0.048141611253059206,-0.04062774459767236,-0.026421128426036604,0.02698215227269555,0.1543777950651362,,-0.08545068463220654,0.05224775364510102,-0.0021107733412359156,-0.059009262286390904,0.05078277288062627,0.06936517425046572,-0.10692245693486731
PRG4,,0.024188824513090245,-0.027225969307081897,,-0.03603745784935006,-0.013033202421803962,-0.021689111269939672,,-0.022884157266018085,0.005785050846593161,,,,-0.0072600052944822024,,-0.020881816134024917,0.06889114365571229,,-0.028626260446906096,
ZG16B,,,-0.025104518917262838,-0.014645464329943956,,-0.015126625367785043,,,-0.02470712523547188,-0.016256122735187287,,,-0.023354184806241945,,,,,,0.018412893807285214,
