,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
LRIG2,0.038358718458320985,-0.00369679317983556,-0.052304137432890425,-0.03297510410375989,0.11758741833467709,0.018324942615262137,0.007718405495777808,0.0791637445811188,0.0017313143937459684,0.057650889488361015,-0.01912956958641039,0.026854347186263235,0.04286203012944243,-0.022229110865155485,0.026964456057798302,0.023913670649751532,0.058125661646227095,-0.032291585920764976
ICOSLG,0.0010735737018016335,0.018912707409420478,0.020496424562129256,0.02597604927407084,0.05371563272261466,0.04602903508441995,-0.016744304389010662,0.09739627927543303,-0.05614186803415182,-0.016502101993423002,-0.0015558391502851383,-0.09930260491754905,-0.020249065135607227,0.10169583955844769,0.07838297666630635,0.005964569757222476,0.041312260793061266,0.0063986679127779255
WIF1,-0.027420465410925517,,0.07879360431711752,,-0.15117668940364284,-0.08886281331272387,-0.015410049880320197,-0.06568892428113171,,0.0761330418935246,,,,,,,0.05963584995910866,0.00552398273457649
NPPC,0.004524830511244702,,-0.02844464433864532,-0.025839980797127293,-0.041001276548033365,-0.01708349298336605,0.007689521686001206,-0.0073383063846756014,,0.11440302274847293,-0.024136020008296493,-0.04173793052794778,0.06945363309276605,0.060206886076761536,0.053516655664602134,-0.011905063978205352,0.025430700051898555,-0.08094167734834319
LYZ,-0.07360167423989146,-0.016776191372413343,-0.013829109859730725,-0.02866175475183957,0.013383943870346613,0.08123554344239722,-0.021521711537202393,0.01989720955216842,0.05730925905263231,-0.049627496129091925,0.10852683366991783,0.11198272439979237,0.08310633640081731,-0.000800475877463573,0.06960970923750742,-0.014005452063348682,0.007465455626925006,-0.0010853832905482867
EREG,,,-0.015828232885600382,,,,,-0.029499377324294813,0.024334259460654244,,,,,0.0652873876260725,-0.011749403523895845,,0.006664753876008811,
SPTAN1,0.045811369864144684,0.016284092941434184,0.03137505913485046,-0.0056874472975773915,-0.045677783238309545,0.006358577151846688,0.04697913405685376,-0.06301650080461273,-0.014281683328091701,0.006380808196599412,-0.026600544080256066,-0.050307714745492636,-0.04439410221506484,0.031285074606690055,0.041958046190892974,-0.012027094589359903,0.031630484804664155,-0.0766730455608894
PTH2,,,,,,,,,,,,,,,,,0.07411698045263711,
LIPC,0.023520563360848963,-0.030299794838775353,,0.028953839229070685,-0.03794373436437506,0.08132805737414217,0.05679526025444133,-0.03236430648673265,0.007688101847216574,-0.03415160310574939,0.09011776946806775,0.08628835074756935,0.0778832375494954,,,-0.009166278995742556,,
COL8A1,-0.03588430360777566,-0.015900194669407383,0.06522944016833057,0.03644155396245805,0.032189145105462585,0.013458183812723862,-0.04497738478418839,0.06760447622496776,0.03713358842015542,0.025346366663950664,0.07166433787852265,0.06686516954890677,0.10710302766036875,0.06347360407834601,0.04870226197224474,-0.03247535064426823,-0.003453147300363725,
GSTM2,-0.025079218389628056,-0.02920739332064421,-0.018704126153628115,0.06932839702383273,-0.0019139162086795486,0.07527077047118198,-0.03567931467476102,-0.02209856946055841,-0.007112447346771433,0.1295003423453024,0.08117510141798227,0.07538057143784126,0.06650204292663278,-0.03323364367020601,0.01405097296711988,-0.042396191788904324,0.1350892105396151,
SPX,0.0049613333868944,-0.04977361269499758,,0.029199845559054787,-0.02841472290288212,-0.018118965012968516,-0.012827226797789078,0.08381143117347453,,-0.053455948256515645,-0.031996924469388975,,0.06263406458949172,0.1582096823467643,-0.007545064365690461,0.03655791983051136,-0.017628626505916813,0.0017089392343568868
MFGE8,-0.06829397987848304,0.03249650984689257,0.034679635132531084,0.0033124406538368157,0.03361115842625476,0.09457226516106287,-0.0342891199382998,-0.047841342392044434,0.04526192552651496,0.030809564938566666,-0.08513440620064201,-0.01583466414918251,0.05607434746356545,-0.028572270433600593,0.00029901352436259435,-0.019366840361010804,-0.031004739809054837,-0.09437617941307208
TGFA,0.08766178185791104,0.021352037328232955,0.039606757696645546,-0.03316780749079827,0.08187218099465755,0.06209927512481836,-0.022718262542295503,0.035816646914896215,-0.00011271591614556944,0.05314270351672648,0.021829213716381853,0.008580825079168816,-0.032119569756450826,0.0994495682180846,0.006995388656002126,0.011939846483415438,0.001778082437992036,-0.07204227907431965
SLIT2,-0.02273675399163367,0.0210352461139027,-0.02418885119620044,0.0032573038773695147,0.07365107670321643,-0.026469125738115953,0.001884212318951244,-0.07709177482527613,-0.004668957163870608,-0.04890175222635912,-0.033174152008072305,-0.03384028316987671,-0.039556607836319195,0.04834564165060366,0.07020551137835784,-0.017753999099477565,-0.03533528808379657,-0.047016491273540614
PLTP,-2.3088961724807386e-05,0.015021249157357081,0.00956753341534438,-0.028360690957762558,0.015312195307798085,0.11966563089272571,-0.0006406643023610146,0.04485711869710072,-0.02065455122929792,0.016391584770053456,-0.08399587157307191,-0.051932959787399334,0.03309984942812117,-0.08522193808998423,-0.044948954625816016,-0.010633322263398167,-0.03425054932829442,-0.033507953703922955
APOD,0.08381236014254859,-0.01399939629841638,-0.0074090689222231325,-0.005928135525072294,-0.03428268304733604,0.07554993569893974,0.0009013099468715786,0.0638385112042186,-0.059914974520824754,-0.0730223683971995,0.0024673774684586232,0.02645613095117262,-0.08100225378564822,0.07065130392731721,0.11744638833904879,0.04998967349357295,-0.053466890529864294,0.050855494027183104
B2M,0.010094070910324498,-0.0008952815677168019,0.0683759641076075,0.02741833406083394,0.09383033182523798,0.15918783740751966,0.05148645281622915,0.0866782267301681,-0.019937314312587398,0.040185059092315005,0.07090839557788624,0.011033117034095633,0.011453787016630853,-0.010525343717240527,0.0004880793222496047,-0.035783286149297135,-0.06716707761894278,-0.07696521215223331
OMG,0.05724349542899722,-0.03487031257021904,-0.0022404301292203387,-0.04634286214456477,-0.025498950105558152,-0.04290297023277855,0.04160278205076588,0.14272620039576198,0.02214712345067922,-0.05038909066638093,-0.08162785158867339,-0.03116435123942082,-0.04966223715751708,0.03990608657369743,0.1731250151038424,0.07085922963777029,-0.021695087240369403,0.04475497456354972
CXCL3,0.018038680665587066,0.11398137170632242,0.03224953070655021,-0.017064894068508,,0.014314123419224715,-0.001168623532776198,0.00967642192499512,0.01790866902271206,-0.015656780881401072,-0.02487458904326813,,,-0.035960667262265426,-0.013399391757939838,-0.022161512195437955,-0.005563679319958854,
CXCL10,0.0674521102071169,0.03172637132953985,,0.05409071076636379,-0.03344510772409507,0.09711284534900061,0.05738969599014065,-0.047628536912991584,0.07978844043705415,-0.024880519569115737,-0.039541754110473996,0.05511958573915095,0.04192990990123167,-0.024809091909510046,-0.012125631833195255,0.0039779567183736795,-0.0329696244370241,
RSPO3,-0.013338325514662562,,-0.013813149097751847,0.04151068899991354,0.03716668080323985,0.012540926160788347,-0.011916317314467939,-0.0170523985404501,,-0.016361034266171564,,,,0.0934604562710589,0.0890491178511925,,0.00900872810601119,-0.02898687374703812
CORT,-0.021546386843816687,-0.03595454703286131,-0.040406062019206275,-0.017133517342947338,-0.00011557271606566728,0.00036177356048871026,-0.019595819614412955,0.09266627185864948,,0.0036915121407022217,,,,0.027725074103533646,0.03358613865429599,,-0.010205528501306092,-0.030953286189051642
NCAN,0.06871565014019773,0.03413616944604832,0.034895911383889096,-0.0625284499730695,0.06738949508446662,0.01409786556407569,-0.021337751629500554,-0.0594463220117443,,-0.05518824197483028,0.008294685746941826,0.008281440126567088,0.021062971082959486,0.05385597361613976,0.12162820079366352,-0.04769370888164387,0.025857362175297535,0.024670320900278625
PRG4,-0.02236059091117849,,0.07899306620130384,0.012120004515607312,,0.032690156743051674,-0.002946162110772406,,,-0.019128753635888174,,,,-0.038605952468648924,0.03117691065131463,,0.009488577314596678,
ZG16B,-0.022222639863740595,0.0030604015185223205,,-0.02215882315130142,,-0.03286908981731267,-0.013643002133296457,,-0.033489001248645414,,,,-0.010756167848656602,,,,,
TGM2,-0.0412942834437772,0.05791922869688327,0.013188029450491495,-0.0018943019827863015,0.03612100498105021,0.03684480205188284,0.03136665906248076,-0.004377999976684223,0.029998495344272055,-0.04458341729648118,-0.02976595115809094,-0.016618457019860138,0.06768076875227369,-0.05761845971680189,-0.006139484708803632,0.013388808485261054,-0.012771618331427785,0.09354157458435278
VEGFC,-0.05314324262240889,-0.020340932059124326,-0.045270699097978186,0.0019082842201713645,0.05932291654060241,0.0671284174121033,-0.021986745521181007,0.08668973270929212,-0.012642613159094806,-0.019521655554929445,-0.02279358118161775,-0.05543648276202768,0.03323814990013717,-0.005378996768710115,0.038582159786930276,-0.011350330135456183,-0.01481163125569487,
WNT6,0.03025111352387536,0.0964267545917507,0.02513738007984523,0.01783498655267929,0.036930969138071784,0.061058737907306884,0.02671932225904583,,0.049591445149952645,0.0032210227712441324,,,-0.041341388412767376,0.028426918450072423,-0.03454101333700526,,0.0245618210188932,
NRG4,-0.018641305231227274,,-0.022820954304160677,0.07676178172415345,0.15348533503183376,-0.03791981735928041,0.017051274966990427,-0.037136235537621104,,-0.022774288195212714,,0.02832028305284482,,,,0.01979598951822238,0.0017542826371929256,
PMCH,-0.03584936293806722,,,-0.03219583926146566,,,0.03680413593558333,,,,,,,-0.03582683007553833,-0.017316577289942365,,-0.0144208496667114,
COL9A1,-0.042772299199708395,-0.05564550377384504,-0.000543310026187835,-0.012423262959483075,0.1921912797776132,0.07291629313785689,0.018011072384184257,-0.029090434176042266,,-0.025950759975435337,-0.025682916594995588,-0.0618373046583994,0.015520961118266568,0.012410105630954807,0.13678191646965268,0.012264270280452657,-0.016514840350216282,-0.04716161091345347
GDF11,-0.04695975351356536,-0.016851517922355116,0.10553597862851953,-0.0456881261420824,0.12537539811379164,0.0991117164002195,-0.046895156580634936,0.01639077208235021,0.013994221970946866,0.06565896961825046,-0.0063295649281823055,-0.07769924187679042,0.0045516010355127695,0.024037060599795327,0.021613428214409203,-0.023234627109068106,0.015043705219433158,0.0985570576962951
IL24,,,,,,,,,0.05415742622837986,,,,,-0.02671162118769397,-0.025930232391580654,,,
SORBS1,-0.030976868210059655,0.008448169577992519,0.0646765412725767,0.054644908122104235,-0.009406676477204752,-0.02858203490156006,-0.08129647331545507,0.0822776873567254,-0.0038579974703624375,-0.001133444058943501,0.01837361930628362,-0.08093806230991171,0.10768633352204607,0.006005723025586588,0.001659261474224757,0.0499346101177414,0.011484941129856301,0.06066619755902143
DLL1,-0.020571146343498135,-0.02901683921452532,-0.027855074003102862,0.008132137609809523,0.16008354272075911,0.07318673813818875,0.018803728788887593,0.012954672838594512,-0.04048841471536752,0.018796429588898836,0.027040704772820952,-0.08354835454406476,0.02624005532236853,0.06048995200836151,0.1483741584187855,0.08369755439274859,0.07061494953428814,-0.053750348329011474
