,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.005556677854303568,-0.04539312439258137,-0.03547023334415588,0.03001771352899335,-0.057586216600149454,0.05372059667585897,0.0323969118660171,0.008025016711288104,0.09849697174000753,-0.009912657083587045,-0.08508381793636674,-0.017858497535398095,-0.0013132871361371007,-0.10763323058823306
CXCL8,,-0.04865401944684914,-0.0029246016604687333,-0.029291176667150365,-0.05937035021873284,-0.022828763904140674,0.05486586163930097,0.03868512046793043,-0.044688295374582396,-0.03275432498582224,0.04111485152272635,-0.04197657401112036,-0.031950450387648,-0.004457178197556727
GRN,0.011385085401465057,0.13476572200988535,0.018563612305640194,-0.004100772489941111,-0.07848445754503384,0.09462553794111993,-0.024463378652231003,-0.02804257541774622,0.040416342810630765,0.0011902631463492155,-0.015148165952198325,0.0009640748106326733,0.07136255447181501,-0.08198513147020915
MIA,0.19200465829183136,-0.011911408868693102,-0.027962958874222243,-0.012365575841238223,-0.05193350867321495,0.10150654710333683,-0.020561777673255486,0.06824782459338398,,-0.02642100713379513,-0.03195819973458718,0.1051923773426472,-0.02422191191839524,
COL4A4,-0.002432090613925605,-0.012109706172210018,0.021559462958132825,0.0120840387813576,-0.07646812497286253,-0.01526998289539797,-0.016253730796289223,-0.010926969358824395,,-0.025629357115324967,-0.006456166688115821,-0.011910620350715911,-0.03992589569516715,
TAC1,-0.019520829756897423,0.09575254219415333,0.02191750334379411,0.040872043311651035,0.1116422912374948,-0.006773076358626293,-0.03189189575177189,0.0347565797630417,0.02650538840349204,0.019037777308093282,,-0.02400452862096705,0.0064763763586243505,-0.007866270356813868
RARRES2,0.02066129257868705,0.01939149545353687,0.004231815218291648,0.028958177201720513,-0.15236978117971808,0.049319835085491974,0.08682482109112932,0.02928614919610336,-0.019397683171020336,-0.06107957834453793,-0.00029990262993468005,-0.0032738644284143552,0.015215492115395406,0.13468673267120723
FGF7,0.05142467644007049,0.01672944755786372,,-0.026994694060498613,-0.0104169145969906,-0.017672257010480974,0.04932487480276285,-0.017021954288494488,-0.03158628781677406,-0.0007457352240664297,0.07251980461487086,0.02026756802485834,-0.01101190146701037,-0.05760948930552551
HBEGF,0.010268677880595076,0.037712750060762495,-0.03746535198542833,0.0012352512636883786,-0.08671058782381322,0.04964831201014495,0.034605337159383735,0.050389512109331076,-0.07922600789998183,-0.0006984849949941769,0.04367006705635978,-0.00107783973002233,0.07911892858269517,0.032839540935274324
CSF3,,0.07695145189896894,,-0.0017643971355889747,-0.01707230562021657,,0.005311813026636777,,,,,0.024390726387129063,-0.005618887993178438,
PI3,,-0.03811160292827973,-0.02013996211976267,-0.001111324878173228,-0.03881676871627825,,0.0204036621868495,,,,0.006945963119396036,-0.041769287108124956,-0.03310622198931536,
PCSK1N,0.02272301583907684,0.09035811753521117,0.022349977654972673,-0.06276144673140496,0.045710939606436504,-0.0006619849575533542,-0.02106754722723141,0.011953127682375149,-0.01515406281451869,0.11734863613209609,0.019470566938697465,0.09624794375954134,-0.027743931202281958,0.11434714206920926
NTS,,,,,-0.057333917143868554,0.0013006489251257587,-0.02113611764664708,0.030544270780324716,-0.027202157054823813,,,0.07621525535493198,,
SFRP1,0.05499502500082906,0.004668517657936062,0.032028040388797634,-0.01328783138319161,0.018181019047961593,0.018272057211933288,-0.008729751223886846,-0.01650301378570977,-0.049690991968785556,0.02701868993336859,0.000861841885946271,-0.02780787488646223,0.03542816388298346,-0.032989724686619926
CXCL13,,,,,-0.019350028369694253,,,,,,,,-0.034065656398581515,
MICA,-0.0009191345944278729,0.0446383298351565,-0.014197399871665982,0.00974071838124059,-0.012785990019619161,-0.03956651524920298,0.045533980524409795,0.01847837520862594,-0.03917792894618612,0.022720167039447656,0.022513490585760673,-0.012628717913213378,0.10140027008106514,-0.08255644604831398
TG,0.07849339948923113,0.032806235337199674,-0.008008927464198757,-0.014339675309977422,0.02549169266818451,-0.02151683537885311,-0.020754195641441042,0.011995640289402806,,0.05121849169413648,,0.050810673207657114,0.01452443200704077,
ADA,-0.01764754403295945,0.03991285743921288,0.01694990576158126,-0.011232353704359892,0.032684287632286035,0.022388348185490497,0.041732499863020536,-0.019396651156638904,0.0731164163665887,-0.015880534785203453,-0.0707826115730116,0.019508943499976762,0.09624552599261811,0.04345893087203799
LAMC3,-0.038369599505162805,0.08055249501866746,-0.03793924722324382,0.01383689193546156,0.046176028836549435,0.07825569972285833,0.07396153938431574,0.018320114297981072,-0.005217175960225137,0.009891803258104815,-0.01640335512697224,0.014295663518255114,0.021000403942754205,-0.07602507489739434
CCL7,,,-0.012176999889243709,-0.010367562338194195,-0.025654565078453734,,,,,,,-0.020145815364675138,-0.007002062139842437,
NGF,,-0.024500658138107305,-0.020907304111143877,0.025893169134415944,-0.027383578060083045,-0.020532832132971725,,,0.1128241039574511,,,-0.008053609091612318,0.08714985613894431,
TNFSF15,,0.049057585754964834,,-0.011544787734557702,-0.018994552927306486,-0.02493135968499714,,,,,,-0.053228732102035055,0.12108923019025272,
HMGB1,-0.018117162639527173,0.14128662537712114,-0.0013852606735580539,0.02934739680079625,0.02006034713040417,0.013670677861768257,0.019017660185474884,-0.03899886074228577,0.010442891495997697,0.02815055714378689,0.0447560226103162,0.038690727843795694,0.007158474396110234,-0.03388415115088601
ITGB3BP,-0.0006545636428007254,-0.05256227639801244,-0.040995546207267704,-0.008789899464908773,-0.005488870049064101,0.07258407999319691,0.028671446501436732,0.017459759913130278,0.03438470571815435,-0.021114450840043215,0.029792937727593782,-0.01016784967196826,0.005900214055348094,-0.013375949927178244
AANAT,,0.12894393644407023,-0.01766697423810406,-0.010504577233562568,0.025208829656878377,,-0.015511378532399466,-0.013767071019997586,0.05778060390807655,-0.024146085109525133,-0.014219941381810097,0.07487610815680298,-0.02564360596824367,
RELN,0.05413833449429816,-0.042244433267034996,-0.008273092069490765,0.014025144317233744,-0.01926801925580414,0.033920516469272466,-0.03665014384089446,-0.006496813690615497,0.005421834282414679,0.10227501017179247,-0.04148990764336671,,0.04385842116090012,0.23441929272966572
IL15,0.015319309620837928,-0.04308567043098823,0.08986405166086417,0.03151983470774395,-0.009701333894026535,0.06424275313895922,0.019567093409319936,-0.019706294383424017,-0.008458732259256545,-0.006726990499201273,-0.020392063090226946,0.05541257236003978,0.027359645015915805,
UTS2,,,,,,,0.06824289592917844,,,,,,,
BSG,-0.04060542280843421,-0.035387209620455336,-0.02061603126969825,0.05087660651039395,-0.029826192719049606,-0.0008547703800343534,0.07063662517031359,0.027926071793710032,0.017587155350362673,-0.040485536008195204,0.006880299473446219,-0.0030169400535296456,-0.03516877608173492,0.016193450925146465
ADAMTS3,0.024872074090333707,-0.03142034855733048,-0.03726004464692657,0.03162227111783433,-0.008008515360568806,0.09161072729893611,0.06232450205968561,0.012974362032816574,0.012510136541102697,0.001330589999346144,0.011767536691540887,-0.07259203533709414,0.030795630684199327,
CD34,-0.003821894342874749,0.10858306971624204,-0.015258826360949142,-0.02932579696688117,0.0378644332036908,0.02573118479436047,0.06527513339771873,0.018422755419057708,-0.03373391571838765,-0.0049375429480653975,-0.011974084366173296,0.061422193893620934,0.09917791940673222,-0.05478298186883148
CCL23,,,,,,,-0.017649486500593035,,,,,,,
PLAT,-0.014942430646060906,0.013889477743784549,0.003929723973649287,-0.0002719882117856935,-0.0524463153826982,0.0644377510524299,0.035252959591029635,0.023540561857239378,0.060634178472341094,-0.06010209905293552,0.04620504707880364,-0.0016270829168678056,0.0319565865911849,0.025699391098955828
NTF3,,,,,,,,0.0035819767170981597,,,,,,
LTA,,,,0.008382940318513143,,,,,,-0.022394380689557587,,0.0006775350322826332,,
CKLF,0.017982687597978636,0.046190671947807356,-0.0050414544729409936,0.036764045992833935,-0.019496146045229323,0.009591000554778102,0.02930788887508638,0.01306771111996687,0.02454002779070961,-0.07319484684123105,-0.008345621523004904,0.04012684590115423,-8.354404802547583e-05,0.1349521193453016
CD24,0.08323440881329464,0.01571822319558799,-0.04656370632286974,-0.014805650118767008,-0.02120391919618521,0.06331416487649816,0.016390875635442784,0.0046047016791143066,-0.04456483049566515,0.001920426931217041,-0.0193220623385541,-0.028192667930785995,0.005405410271845794,0.0505168125491224
HSP90AA1,-0.02494535218459084,-0.0466786714586204,0.0023225721876670097,-0.01332657140201059,0.11776156550645614,-0.040223805352582694,-0.06463052080633432,-0.013867673324317301,0.004135121658817127,0.08242479703358564,0.026239685218703034,-0.060684247413092994,-0.039109258940256166,0.07246294862253155
BMP4,-0.023266406410796296,0.021112816778809048,0.016395955854859038,-0.031002104304909052,-0.033214865033315756,0.02216468551063443,0.03956543757338748,0.07897689665540582,-0.028018787824253304,-0.019082325338246352,0.050962095722476605,-0.031144642735790092,0.02500496226138727,
SCGB3A1,,,-0.012176998671559991,,-0.02038212388365588,-0.02264560829891731,,-0.011612659056814467,0.03878051970031774,-0.015626502691874593,,0.01036535449382672,0.13925440722803178,
IGFBP4,-0.026736500874421344,0.012061605437856626,-0.008933094843735046,-0.025469880022337247,-0.03149421702535502,0.05886563784691832,0.0800590299983203,-0.0010262893577114237,-0.060271276806527004,-0.01698404424000865,0.020746747913373272,-0.012104890747616077,0.04240740836372447,-0.08597432523360513
RSPO4,,-0.02993006581566016,,0.007934215175441784,-0.023524284181208565,,,-0.011612657358200384,,0.03711051741203835,,0.053011287189355175,0.043996015175728764,
LEFTY2,-0.02238397995267827,-0.0009836852158410566,-0.042735566475727155,0.09870184898880871,-0.0365133254380139,0.027648565932619544,0.06452397087843642,-0.012733420819186759,0.04976309663167187,-0.0276456128690041,-0.032566948212301966,-0.06600875977228879,-0.022151005699541513,
PF4,,,0.014465302903875944,-0.009045493886917222,,,,,,,,-0.02868692289920183,-0.025330282744199052,
ANGPTL2,-0.04620305022504195,0.004357568643442289,-0.04758897244791775,0.016313348368703583,-0.009142618329668437,0.06569502455828748,0.06844085102875393,0.019161710804226788,-0.034452191210703684,-0.06320257575751644,0.020125779509800813,0.006888874656511364,-0.009349461992423955,0.043502673591061955
LRIG2,0.027028517182250786,-0.006034228532504066,-0.017809328246818298,0.0006929156287589758,-0.04126293470851054,0.019142962976228996,0.011075061644183837,-0.03245159707547156,0.04045537766670219,0.011659254553600258,-0.023147848775356906,0.08007931905386842,-0.014626532825653802,0.07036275148539582
ICOSLG,-0.022274016377868626,-0.07495092507815865,0.020789092104000373,-0.01029801918920031,-0.05969847282736526,0.030713838214627233,0.041851312534128673,-0.00896948096361769,0.004383294438528265,-0.0491397767693948,0.06492836706316055,0.00786754153869,0.10309099533637657,0.01080010165522333
WIF1,,0.017411784618989713,0.00831796904463963,,0.03917337095090924,-0.05874408632344671,-0.023479217356633716,0.031235529116723976,-0.020239662771543782,0.16638257930076122,,,0.1045872218772889,0.1417794831047473
NPPC,0.015714427079965787,-0.06108291295570116,0.021525327907842645,-0.014031791695522851,0.031415085022109566,0.07200902044249553,-0.005341951431734229,-0.016138751864007907,0.014644592008152768,-0.043331612433972704,0.11134370679913183,,0.02915913387849545,-0.033623099676791654
LYZ,-0.03254823445937415,-0.031845598080117304,0.003279577588574795,0.02103058136323206,-0.07259599999544254,-0.05075435101039424,0.061944846119360186,-0.03409646823701777,-0.028933859651477628,0.003641041824557941,0.022487082504582784,-0.03633312202255285,0.011343766871919552,0.038253700044818095
EREG,,,,,-0.03310424943795545,,,,-0.027983088520570683,,,-0.024418618194270866,-0.011837347570265404,
SPTAN1,0.02798395082364075,0.13140249308005872,0.04646027924324531,0.014417114071394089,0.08857380041788479,-0.015779846682317585,0.043461376945190484,-0.027599241506851023,0.028447409330173354,0.15157499483485756,0.08355918683247875,-0.0006430894262792454,0.01598008809197368,-0.05352246274433838
LIPC,-0.0118661177086588,0.0412796900580106,-0.01546449823898288,0.020245229159740225,0.07256452493547888,-0.013545937802470263,0.00819278716973988,,0.006397624903046956,-0.03517947786110373,-0.013328026677342165,-0.024365668539315342,0.026299257711738126,
COL8A1,0.022640766977183077,-0.01669425330260622,-0.016060156733324997,0.020288278023833185,-0.035907261452589906,0.03657794599380106,0.030206317595201055,0.012253585717356952,-0.06900369238409475,-0.0657382980667466,0.04735957172281854,0.01655038079110439,0.08517876708575019,
GSTM2,0.02097292747878006,0.05107979987049327,0.07319840746399388,0.01127246830168506,-0.046116695868838584,0.009679382646887053,0.02740950893241927,-0.034323248533347506,-0.019225284980108465,0.016536644085430145,-0.017217448507036,0.041729457994643476,0.049596433650038366,
SPX,0.025749486995658225,0.13274283064896494,0.03252946512299644,-0.004534525542386425,0.031357338298841166,-0.07076277242502398,0.03480840822176425,0.013468889120847819,0.0738303314143874,0.14324069195389416,0.002280818942623661,0.028914714558570507,0.07873925781289766,-0.020701575218996546
MFGE8,0.039678052603127435,0.018725146189584287,-0.05161059457814744,-0.022664835370314516,0.09578447140138609,0.005247479744149335,-0.0007661555112843853,-0.0230696694282792,0.01795514718211021,-0.05185745289019065,-0.0702812140850522,-0.007537177502072313,0.04918302837933804,0.03959495264250899
TGFA,0.059268196889663304,-0.09146045841262698,0.11357081177888637,0.05348487074691966,-0.03880098902904263,0.01168556156987789,0.01559911410616321,-0.009317885931474031,-0.06593702900382117,-0.07099250215473535,0.04454492517285115,0.00820098440480539,0.027254149271405525,0.0008491862767789891
SLIT2,0.015760768176017015,0.06987105116945658,0.044425880129624444,0.03653797403386691,0.06422142863394055,0.09934184635873847,0.015989960142646312,-0.03722162365642886,0.03281556818575974,0.08837502802844634,0.005629284304104063,0.022678557126277026,-0.030559775252968546,0.07166301254183856
PLTP,0.04535421411485253,0.061093404816225196,0.04371081519178853,0.010065000960676604,-0.0965449056869101,0.034735493304792996,0.08135995410059135,-0.012889999577366248,-0.011863304131725365,-0.02357478915643698,0.0037596277826934294,-0.04410199455210155,0.09932091177287086,0.08114831819789121
APOD,0.06581837528265296,0.019178765479421215,0.07931863753046509,0.01599834637287386,-0.026498414873536415,-0.02111051922543443,-0.018308736994545403,-0.0336468039431761,0.012511003455545238,0.0817947551811968,0.007206615049580916,-0.04004217462090421,-0.04074628513882933,0.09146947543058845
B2M,0.10216272499376729,0.07785282524598754,0.008198887196925533,0.10190336770853542,-0.11378311227134053,0.026757474889172954,0.09441880207238969,-0.0778151045393936,-0.0031792760796517743,-0.10636857739021943,-0.06671733787446887,-0.010300795544378532,-0.06854591872216763,0.01315508303619369
OMG,0.034400234792153234,0.03844132864043809,0.040794997569614966,0.028009035051162375,0.06404202766062521,-0.02797380155421047,-0.10689725049398846,0.009273110887416506,0.05228046212663506,0.09150360556545148,0.04887739016244414,0.03138345549273652,0.023789010821236824,0.059456259762931715
CXCL3,-0.01820589681942777,-0.022610294578888634,0.046762916700089786,-0.041479341692174994,-0.04546783561441235,,0.0532925704270514,-0.012423088728224566,-0.012291555237502647,-0.01612800941402001,-0.028768443003270753,-0.07059341139320136,0.00467992657973524,
CXCL10,0.019281652133045984,0.0073196076895067665,0.06959345175040803,0.04278670726130389,-0.038276157414843866,-0.02424876787939649,0.08533651938540766,0.011246426632182999,0.08534667550162674,-0.025629358734469247,-0.025623198601805324,-0.060539225146594,0.02648671402938126,
RSPO3,,,0.06607410545726515,0.09945164307839177,0.008972816008856377,-0.019935731648411396,-0.02547050603136702,-0.030167030956272226,8.566788674295065e-05,-0.016853459000718038,,-0.02044406327316886,0.025987489428074443,-0.042447350251646
CORT,0.018596117864701285,-0.03355687711097353,0.008961373058653419,0.07662378201866589,0.053485010946224223,0.02594423666468053,-0.02537026676889481,-0.04081619441286055,0.07781830568674425,0.06256153778288943,,,,-0.045326894917061024
NCAN,0.0266038026789106,0.05290323308931449,0.052777579637528514,-0.015216774679191065,0.13437094375943437,0.043343828649750164,0.05714878905998898,0.01212065958150344,-0.018717883589555843,-0.09510035567959156,-0.03624347794999639,0.03385448028711759,0.06422140968670487,-0.16035756331163226
PRG4,,0.007419341401103636,0.11141240991879275,-0.010367563953824885,-0.016307079515634818,,0.1191772324452718,,,-0.01970447955138442,,0.00894128199817133,-0.035256302651512646,
ZG16B,,,-0.016885821904636465,-0.012032825918800899,,,0.00979455782617312,,,,,0.08796432178346288,0.07191165056948878,
TGM2,0.011118055688549094,-0.01566399682155017,-0.03158029190784579,-0.006307176329466028,-0.03682531440823939,0.012878706898906304,0.02529014169736952,-0.03929489401152003,-0.002256924154437055,0.03942051656263016,-0.06411903218487776,-0.026818564141976083,0.05067408801447364,-0.010334666744902103
VEGFC,-0.0024227804304398346,-0.0328604472962247,-0.023251683864828072,-0.018477774981901455,-0.025101999018372734,-0.0148226985285229,0.0102905298121186,0.028363378059002728,-0.03162076818620961,-0.020109206800049666,-0.024979030133173326,0.04258302398360068,0.11825241936983664,
WNT6,,0.018212652412187967,-0.01964732012439988,-0.014339675905368348,0.09402356638424642,0.002708732946392337,0.013929307207239665,,,-0.017550300241947654,,-0.030786281763337486,-0.022328920175013586,
NRG4,,0.09535827377068191,-0.0112154444024477,-0.012617799605069964,0.08801150464944237,-0.022275172499963976,-0.013184499440536271,0.05698032800095832,0.02786270882497748,0.005466085765949517,-0.030470130356253605,0.019236088736072382,-0.03357927115736009,
PMCH,,,-0.012926403243357502,-0.017483190623332295,,,,,,,,-0.023151021013797336,0.04231208654656434,
COL9A1,-0.02736521939443583,0.09034442054827187,-0.03387383336474109,0.07387948056065272,0.013724519343977053,0.02685159168410552,-0.04217258851191029,-0.012481516144757595,0.05197869979782206,-0.02673181060367127,0.011357137704096295,-0.011150110390507654,-0.0051801347728274464,-0.03391854425435926
GDF11,0.06623842342770117,0.03375798437477295,-0.014667029456685783,0.0583377046289142,0.038305552873702256,0.024134096579503963,0.011687381621872696,0.03376033502109072,-0.027523831576745764,-0.0248625331057805,0.0561500873400076,-0.026531304889693626,-0.03689537428182517,0.01837985095012039
RAET1E,,,,,,,,,,,,-0.022426994665209136,,
IL24,,,,,,,,,,,,,0.01522694898265755,
SORBS1,-0.028422235250005142,0.07205349530100395,0.002575074626038825,-0.03429644013118129,-0.00324544376301857,-0.017296533387008567,-0.015096548076276315,-0.0402570169182886,0.01335151894664433,0.024011371872637747,0.0530386319610656,0.012415932590940216,0.03215229723977283,0.013201820786563156
DLL1,0.08323354654515136,0.06148816171256705,0.020520896237770418,0.009134571948841378,0.001613699726049255,0.012748906601787242,0.05173315039115956,-0.02822238072637801,-0.03719904074657678,-0.003432729300952382,-0.04040510831411023,-0.002763863359849624,-0.03054489998522839,-0.01638485343990897
TLN1,-0.028710000239301817,-0.028599609864050867,-0.016693268763360036,-0.02217648182081006,-0.11330578902527615,0.04653657316027901,0.04562789336123755,-0.003833842539665108,0.06494587269581918,-0.07113782159021906,-0.06242700214871493,-0.037037199405106844,0.04117755740457796,-0.04117707783610649
COL2A1,0.04305089467729373,0.004580626530182068,-0.001105425635754719,,-0.01456469582068404,-0.01971301717172533,-0.0203657054597617,,,-0.016373240684210817,,-0.029753021965050468,0.03766040713785527,
SHH,,,,0.09734124477711298,-0.03692248932502488,-0.02151683767908176,-0.016009919053993463,-0.01333340362689508,,-0.01562650132602098,-0.0367602182677355,-0.05254946933194048,0.052838151235593954,
PON2,-0.013448551937441888,0.07418876684270953,0.024526268749865646,-0.006815732012467061,-0.031184981847275924,0.018371207555522087,-0.011203298416346074,-0.011221497609786052,0.020600365297310626,-0.05801555113626587,0.04955607545877189,0.059740238608127126,0.07372155304405285,-0.03281884427888748
ICAM5,,0.18430924778715127,0.08194562208249125,-0.016791422073115424,0.14054960738381198,0.04585449173327715,0.02311512444240787,0.041934180847327966,-0.03348845646499206,0.072369837431932,,-0.024495073560276817,-0.09483001441697644,0.056590765731383066
HPX,0.05152867532939072,-0.026096519665458878,-0.030428329730623163,-0.015370957573859933,-0.014185317736249967,0.062284403208876626,0.020905610953669617,-0.011612657872931845,,0.004532148990876984,0.03240797985489141,0.009064398300180921,0.021425657579207655,
SFRP2,,0.07085394393032053,0.06599207136668699,-0.01226996418481184,,-0.04301510667025876,0.10346693978607632,-0.03665460269233007,-0.0025719641105778597,-0.03065519656871182,0.02104382108842816,0.00899351475286053,0.06166017355352292,0.014893539468817841
CFC1,,,,,,-0.005721250169940024,,,-0.02874434886791759,,,,-0.02971237152670083,
CD70,,,0.03296198819139781,-0.020855447966814145,,,,,,,,-0.017330639981685804,0.03895362185047904,
HP,-0.01980922174698926,0.07792773424872923,-0.016848198618615817,0.004353080408543582,-0.030923959083475384,,0.1031677517795015,-0.0538394263411564,-0.021881398342529817,-0.04132236610749757,-0.03902439170981667,0.05112812192987865,-0.016090259249432207,
CXCL2,0.06077329698881184,-0.05809740005087445,0.03547523258707554,-0.020832098511788365,-0.027289436745510817,0.039264288803604386,0.04897143834490243,-0.016138750600939358,-0.027067330319432006,-0.030928601867706382,0.06898569996975988,-0.05359638108367566,-0.009676423206048357,0.008960329362565468
NPPB,,,-0.015709506832396997,-0.02153621696293047,,,,,,-0.020109208262649943,,-0.020738227655057232,,
CCK,-0.04858025416623627,0.1064261841379589,0.06294372738941002,0.05662487460545404,0.21180386194174772,-0.05205261631613108,-0.0419253287956288,0.004601308816677904,0.03567373006034827,0.11759851061699465,0.07797088475368948,-0.026903079665299996,-0.037930844275827255,-0.028750165669321665
SEMA6A,0.03414769808403368,0.014533811465809876,0.03581544736573526,-0.02515429340977909,-0.01590599292488341,0.12127641281000079,0.00768650461639186,0.016185363941005875,0.003013502193650943,-0.07320867115708318,0.016156163714608065,0.0241728269481674,0.009021553674094782,0.13965616548781126
IRAK4,-0.04358406801953325,0.004023455767393564,-0.0645116912158838,0.04076753527053821,0.008257439040432225,0.09124940254794658,0.09175111384719316,-0.02728837630570005,-0.014698595052180956,0.015435285439284189,-0.0010783300315306504,0.030370210486587935,0.044557002896158875,-0.004597914578137731
GSTP1,0.06227490941908548,0.07014917730229747,0.031589452535138694,-0.0016280562291232322,-0.052646425548080834,0.05783148755862217,0.03134189314856615,-0.017090485488678246,0.012305537620269024,-0.09827413373265137,-0.024627694742002056,0.017042081004919933,0.06146090437195858,0.04559897343509449
VCAM1,0.03807851727839815,0.07704555468558047,0.012881799246052372,0.03179091645294468,-0.07769035305196405,0.028720758880930865,0.04076641472625821,-0.007456131246666647,0.05852331196396949,-0.027857325440096274,0.026958235626338405,0.020022671979828176,0.08879159975573421,-0.04354712728690904
NXPH3,0.008579058501826761,-0.05306488112961811,-0.032357565684510585,-0.0476258029863175,0.03894847231184722,0.03800261382718246,0.055712585360739045,-0.034198598409100625,0.007443136067146628,-0.031192257634740705,0.03861953693862985,0.017993577641886103,-0.002139210977938729,-0.025653566448862613
MTMR4,0.07681519080790243,0.01879041283589865,-0.00930141731774841,0.06958678957431016,-0.011775539071408592,-0.020847976659521435,-0.00864473736982564,0.020396385912171917,-0.0472762058628664,0.1097457704665072,0.08539159093213858,0.1173579721703293,0.03850850231138793,0.11130168622622262
LAMC2,,0.013533241299947568,-0.012330320227685796,-0.02408089006680671,,-0.010210138577049697,,,,,-0.02945990601084915,-0.03951268331581222,-0.03233558916021571,
IL10,-0.023482322047947653,0.03666336453458116,0.0009372083537420726,-0.005779466685646436,-0.036631243544547595,,0.002830438638453017,,0.07096599693063126,-0.0180006003343799,0.04072123924665092,0.03803978719638591,0.03795217129397805,
SEMA4D,0.035565955133773565,0.05719018297614816,-0.004270076429557278,-5.5299257844997286e-05,0.03173915560695037,-0.013690558956913252,-0.045405517863619085,0.042789638726492094,0.05921897884392069,-0.04953864488637091,-0.03179078427746648,0.015340016599246017,-0.0032502003523159134,0.09234641353219696
TRH,0.06831706443750292,0.1347047470228101,-0.02951999978196554,0.008389967326116564,-0.014332764930704492,0.05358454762754965,0.06306036616619909,,-0.020056262105757977,0.00012932811645005935,0.0255920920194873,-0.023228205709780285,-0.027946558955533628,
SEMA6D,0.10702336934684202,-0.002913800484333957,0.04786730263827701,-0.028505572748894432,0.048338019516398656,0.06339137181121947,-0.007807720103536905,0.020166298867021776,0.0171257616728756,-0.03218827901142898,0.039671394322651786,0.051040782312343255,0.015321718887046771,0.11713499335464371
