,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.029227107969749172,0.008419544449281427,0.011844425629999242,0.010294543443630306,-0.020334822864465005,0.057887558281270325,-0.008173986801132346,0.03265966768839073,0.03758709498100009,-0.13139490828304712,-0.06619631672187126,-0.008375139131727053,0.042982585678200784,0.023525642532263802,0.01774139468350786,-0.03059707220648145,0.025485412180974304
QDPR,0.028951010880397293,0.037427811780168505,0.02112557790865006,0.0028778142558471853,-0.02466520292212556,-0.033771823443872084,0.021531497997571154,0.006069059146526703,0.059624625402336366,0.06715802130125044,0.08643295900070969,0.007758764050337918,-0.05334924016575225,-0.027573176720711627,0.03142350226338613,-0.04011192236494467,-0.03492127173682901
POMC,-0.034798930350612024,0.05891024116874256,-0.03918705799757952,0.026195507889375372,0.05296758939949011,0.12847161753256323,0.013996755562640186,0.09574937285257785,0.03923148496859129,0.07318256677221611,0.03815147456638615,-0.03009297362917861,0.006024113889389167,0.07456268196245999,0.027081710858153005,-0.0039426112705869786,0.050543855440871296
CCL18,,-0.02665079015845497,-0.027848138274015374,,,,,,0.027240233989338374,-0.04449298129526576,0.04761644487856115,-0.004765013751624414,,-0.014983226367653493,,,
CCL17,,,,0.026970084671990052,,,-0.01886892580555694,-0.015263946019111355,,,0.012914250903233069,-0.021329302993211265,-0.03495749859708739,,-0.03069236777442301,,
VEGFD,,-0.030027650888936528,0.009142659758975389,0.00620144660880006,-0.016418598432753062,,-0.020103244490118598,0.039959093861945606,0.16419782427607926,-0.007119120640730475,,-0.02334000379833897,-0.03686937141179814,,,,
TNFSF13,,,-0.02101510545636542,-0.01638682129370276,,0.11238504637973634,,,,,0.10296162417719583,0.1161787189277805,-0.011132361488985614,-0.023871436158447976,0.02175354965425251,-0.010327345664884574,
WNT5A,-0.04907529614651578,-0.021656906987896043,0.02326169937042271,-0.026926314878916703,-0.0011842188464734054,0.0771448906230792,-0.0046254645332373286,-0.01515213683395261,-0.02576544867011575,-0.040285224666917106,0.009062503143703987,-0.026306530371282045,-0.0193297645246936,-0.002235791441910832,0.060207363683516944,0.07734263300201329,0.03527274665356542
CXCL8,,0.0013793884707157117,-0.037818419153045506,-0.057910136423858005,0.011825063110786316,-0.016847673855055124,0.007081723227963969,-0.010426471146152526,0.011527004869773372,0.06298875688320267,-0.061790054429128494,-0.1101731034599516,-0.018958593361533424,-0.027183373422062444,-0.027612346219486213,0.03503962150598287,0.0014484354667424523
GRN,-0.017961040446973307,0.08730579028012606,0.05667986562825244,-0.02428736565094104,0.002109316556077246,0.03356457318921099,0.0039367993266907824,0.034063836375420015,0.03471444529067146,0.07803348832978546,0.0025412850713370906,-0.0447357004583981,0.016538232726420066,-0.004451601334297851,-0.010950051282921338,-0.02145683493591417,-0.05330401901111491
MIA,0.052871922212193855,0.10361359060680805,0.04157320221125982,-0.013525801509328184,-0.03346771178777981,0.09846118765568485,-0.020428275331951337,-0.012733420819186759,0.010443337900129232,-0.033989240255627814,0.1597595438317395,0.10179945293589587,0.048572989589841534,-0.07365010344403791,0.18186416502997066,-0.0014816172876922823,
COL4A4,-0.025000987927855912,0.02952805694331838,-0.023459252116942518,-0.04029622117073183,0.004459559991493713,-0.011269278208588111,-0.019699742320498453,0.00600418508010068,,,0.0032013861497334844,0.006233938333418975,-0.05384920079850849,0.06834794329836709,0.0014909698207981555,0.08929172493853038,
TAC1,-0.02158751632210234,-0.03785830241094893,0.01855206942920373,0.015369288816005588,0.019235096619457822,-0.045674582035929986,0.0060436495083976876,-0.02032656243576213,,,,,,0.11771793461186024,-0.029854129104716784,-0.05749233234280511,-0.05097300477560787
RARRES2,-0.03965354079742004,-0.00754316352528087,0.039045202875740134,0.07212452661583744,-0.028724450347149724,0.03163717863478754,0.0405027037894879,-0.010985650630332158,-0.025253351097611194,0.0646761756189899,-0.03117691630977965,-0.037531885331207736,-0.055480403295475995,-0.09118999620099949,0.0795754090955973,0.10739700144682625,-0.10658723019584364
FGF7,0.060633230800836324,0.10200803677001427,,0.015094026114564793,-0.03143684101101859,0.15284128174481307,-0.006839849059931657,-0.009861582733339022,0.04045575735467759,0.014574171605266016,0.02164359066295094,-0.04353822890419958,-0.02250775661432289,0.035373457512403964,0.08878002422516827,0.030656441818698827,0.10639541792484289
EFNA2,,,,,,,,,,,,-0.022183111625445673,,,,,
HBEGF,-0.01958249155018495,-0.002294566275862581,0.056576252129159656,-0.008157945539014257,0.012205319232297854,0.06789745688650578,-0.008145122424390661,0.12915946746705712,0.03479820555104446,-0.06624132917776,0.033267050891132646,-0.004083674713527988,-0.020507788039042702,-0.059446866626146164,0.036894867939441925,0.11035436251459671,-0.024645154387345117
CSF3,,-0.030228047142632976,,0.03363895619677656,-0.046378679121882926,,,,0.00496132148330822,,-0.03338533829528041,-0.07144679131821008,,-0.030476408856326034,-0.03231432840988882,0.07932426343584717,
PI3,,-0.035809629476562535,-0.029297415590625066,0.05994797848532255,-0.010291836825974275,,,,,0.07678136224646585,-0.07999684684070844,-0.10577445322119283,0.0913431233000028,-0.09234676248003933,-0.050715733285708574,0.007731989139863289,
PCSK1N,-0.0335324565268827,0.04642959115528923,0.008289461104358844,0.024672134406125548,0.06346379599392217,-0.0523715198752361,0.05301419334706836,0.011548197960848428,0.0456473094920981,0.08451512782294612,0.06217006951097856,0.021773526120149548,0.0019334976439474114,-0.015180019763974262,0.036638226197305335,-0.08637752390172658,0.016504307738926412
NTS,,,,,0.03218409735651552,-0.013757228220519651,-0.022504665652827344,-0.003892559443106708,,,0.024949342567675243,-0.012049441639853163,,-0.015433018626581852,0.0013297450886761457,,
SFRP1,-0.016885818650107524,0.01225431527020162,-0.030614856704906355,-0.020728615407867523,-0.018730777490975688,0.0043039052440381805,0.08679417480317068,-0.01526394617283183,-0.007933782943256919,-0.0067020001272770505,0.046554911557698836,0.04110706999427116,-0.0399343009829998,0.08637494823757287,-0.009029595695939039,-0.002756060580965131,-0.008006936268211228
CXCL13,,,,,-0.018562439696512414,,,,0.02818502041452065,,0.014705554883667928,0.00441745287310483,,-0.027156340419466022,,0.11794168100566682,
MICA,0.03919884553240185,0.009996949744131081,-0.025924402631181585,0.00507198086674717,-0.015241328451860709,0.04716882450545975,-0.02373621799547347,-0.013650664715592647,0.0705712626495096,0.01755098751660939,-0.0019688301828208344,0.039831261514992757,-0.010499813029152144,0.039786672819225974,0.07181079090046558,0.015049853020036122,0.12388169005921897
TG,-0.025000982293787027,-0.024096578325144488,-0.018667120265044027,0.031012401008766448,-0.030187519370061304,-0.0158794679544641,0.02578521470843712,-0.0110464514484964,0.01891357273622196,-0.002956696335085961,0.07956978821931587,0.04378392653599039,,0.06410238233536182,0.06324770347623605,-0.026938855286748675,
ADA,0.045229790288694297,-0.03563490277876981,0.01919083098173853,-0.013809615630961105,0.010738377440715539,0.16580497570315153,0.0693247164518018,0.06234702809229158,0.04786087464839918,0.08313278992516365,0.036103921585090626,0.02832399782435512,0.037299890542662,0.05629333702356271,0.039108163988739925,0.027358590908277178,0.011880398710129447
LAMC3,0.03737333408597019,-0.004640508112785251,0.08217878377343955,-0.03858417018250541,0.08636343059496662,0.12149443043163186,0.021631371256887008,-0.014359367321292177,-0.005345232489499026,0.08958259986911951,0.03342949092294048,0.062207888465903825,-0.00367412052617945,0.015841638933330477,-0.0009427042647621216,0.02179146833100732,-0.061660193671398134
CCL7,,,0.11372587474926636,0.05406055460361704,-0.02461036790803296,,,,,,-0.03695148443812301,,,,0.020524793943868545,0.07226716169807666,
NGF,,-0.017415237236406752,0.015306395670875165,-0.01245650642772946,0.028943758967341117,-0.01515327157219225,,,0.03560235195544113,,-0.011553157632913112,-0.0025663857940955645,,-0.015752225304929347,0.0310014499829507,0.019632886460676437,
TNFSF15,,-0.021544821942364088,,-0.018009519989681973,0.14191930159161434,-0.018399393786700635,,,-0.016059749224973583,,-0.03602354803333244,,,-0.01892532668439561,0.012005651120366492,0.000507397159498012,
HMGB1,0.0008009708442798671,-0.00030179091703434264,-0.011530980741478066,-0.017230922989845972,0.0023536899058474135,0.08776481227025303,0.008052188157740697,0.019746557514731235,0.0765834974296331,-0.07041562595555735,-0.07652463490438048,-0.043860427396623665,-0.11716300884525001,-0.04083089874823379,0.02377297712230608,-0.038568022430273165,0.07484980240498919
ITGB3BP,-0.03907024994204584,0.096687739935253,0.03416924825492265,0.018253378365945854,0.0201485473447033,0.12087070047203011,0.050830307333191396,0.06943288564125726,-0.014905148079535791,0.032175144904651745,0.06672353799914094,-0.02009788137918288,0.02591777759215213,0.023451106407152582,0.05656514353576174,-0.02285227932117356,0.033545122709449225
AANAT,,0.04416914916264492,-0.012451128981405159,0.0016711783896477448,-0.016418600776600515,,0.04642587470672972,0.009288115108540268,,0.012067625892645038,-0.03241687826515153,0.08180711656676623,-0.004122326864819589,,0.011932278059850724,-0.027671771704132507,
RELN,-0.02072647715140014,0.0452895336412092,-0.05548310226102168,-0.007792967269020724,0.014660346866908217,0.006933251117364435,0.0684608452232723,-0.03641574881279136,,,,,0.015317062482303436,-0.005696323839111303,,0.004809512864343524,0.04028448143375317
IL15,-0.025940999124521903,-0.030625592496972016,0.013875096203890408,-0.0015831209347791184,-0.0172841628346732,-0.01309226251055882,0.01394786286034627,-0.016664049142085344,0.1028641344704309,-0.034841570497179404,0.0005766929945180909,-0.0019011300772690007,-0.02551981557948334,0.020206996428639268,0.09063757782000939,0.10411045060623512,
UTS2,,,,,,,,,,-0.0092614196765776,0.002915352945268417,,,,,,
BSG,0.03197720691731513,0.015665529950790107,0.04755162250391959,0.05245442623836421,0.051305248957102416,0.06769336385994248,-0.00490302142771399,0.02539358609834479,0.03128522855126292,0.07194644916196938,0.06406538501466472,0.012408082776998912,0.06037470564501784,-0.023029404237947193,0.10072310057202909,0.031692049122940366,-0.053549330063415945
ADAMTS3,0.05018898615779181,-0.014041280768077412,-0.026284591933327776,0.026056676252879284,0.010222818310684617,0.014072069850711135,-0.008394309602315643,-0.036884735308497264,0.07684546423115206,0.001349462230122223,0.11591385011783115,0.04902620935116912,-0.018296717092943303,-0.055189548531358046,0.08222130509575412,0.05330002221208968,
CD34,0.05412772548864016,0.09371342837398379,0.09297607553765412,0.027890503898468973,0.04630593176448117,0.15581399692247197,-0.006787055891416839,0.0006964612607214014,0.10022834181605897,0.08319419352482814,0.08848147016317212,0.04468869827977154,0.038346568686771464,0.03258125937993927,0.051613629258388305,0.030289806814469283,0.01306544026272115
PLAT,0.029597126530558994,-0.007787382147705326,0.06863320681134484,0.004564973852334022,-0.03752595658925117,0.08317888461568702,0.0121683860883648,0.026335472268549973,0.010348674207219945,0.0020126521495044554,0.13353484342056687,0.027826338541399636,0.025510472339836953,-0.037034991192120816,0.0021424829955439045,-0.06883811001845164,0.04453741447545262
NTF3,,,,,,,,0.0075760218095017595,0.03309041974214666,,0.09836407543106371,0.057915179573299676,,-0.009024512221792963,,,
LTA,,,,-0.020728614438150314,,,-0.016464806010225076,,,,,,,,-0.04821869612124205,,
CKLF,-0.023321255421168263,0.05767014598140397,0.051823842659580475,0.027122754716483868,0.020672067501857485,0.10815737900273187,0.03701256710314969,-0.050682422857097134,0.05040256521396841,0.050845560595648,0.1074991998560512,0.039243567503184806,-0.029328064662616674,0.010965841113376146,0.012208913218426763,0.038393066130953085,0.03480090746527255
APELA,,,,,,,,,0.023322227670034404,,,,,,,,
CD24,0.07744545655978573,-0.003946303777703173,0.062077844277567434,0.015112304704791342,0.033645354707271674,0.09128647296233308,0.04255868282981846,0.01870058745528295,0.029036851651500332,0.07644380984233831,0.10130595035522892,0.053566152476324416,0.02623949485097669,0.03657296797907846,0.02315519914254176,0.02129793835385955,0.01796888308441276
HSP90AA1,0.04985272897875392,-0.011854140590138059,-0.05606172064555317,-0.04233100894530242,-0.043523112183378954,-0.098207477820269,-0.0021906525612037653,0.027295118845659813,-0.004717289021195624,-0.06791293795753417,-0.10524268039336168,-0.1253812413693701,-0.04920714306878848,0.0060357393826361355,-0.035436597432776315,-0.04363740894058847,-0.06842971821942007
BMP4,0.06533829187599614,-0.03769083337123627,0.0970027449536759,0.008802514801898925,-0.006254928293690913,0.14628036703637903,-0.04722584497901646,-0.00807473036628203,-0.049942473647290625,0.0031929145702074484,0.07448296436676845,-0.01662290271340282,0.005810943644733457,0.054054343787887364,-0.035853879121542157,-0.012382244781521936,
SCGB3A1,,,-0.017713766719407636,,-0.019552526655194035,-0.01671250464858885,,-0.010740765600047678,-0.011278729972956389,-0.05012626818804202,-0.010009437422270536,0.058822464867678094,,-0.02972872518455487,0.022937118509790255,0.020086030256794923,
IGFBP4,-0.0010248692199185888,-0.02818999439324417,0.08550681233805035,0.012681230648612679,-0.017061254688106414,0.11905919663052938,0.06859672530632155,-0.019555701271410594,0.0869054593625143,0.11540254562379361,-0.06803360285486751,-0.04466026119630377,0.04067722624591183,-0.04343499208834809,0.0053085282453877265,-0.009819347143558638,0.08141713580023979
RSPO4,,-0.021274497760134684,,-0.002656307222523527,-0.02256679412425092,,0.010184754155405928,-0.010740764028967736,,,,,,-0.026468178435157065,0.05665512180707296,-0.03489300801505058,
LEFTY2,0.05024235772429987,0.012973272291013431,0.016270357018514772,0.014104461777892641,-0.035027152860602,0.1582026196640012,-0.004836734350543975,-0.011777379120193448,-0.01815859561012194,0.10715805534763961,-0.017792175646213177,-0.025506592792716797,0.0055297617911432406,-0.025099887173165733,0.0888540334497262,0.04908555753796449,
PF4,,,-0.018375189495904682,-0.01411069711445179,,,,,,,,0.05887295208997208,,,-0.0313174462174559,0.04871886193914447,
ANGPTL2,-0.0019361409751006498,-0.004381213199896298,0.05584879286945193,0.012031896475404735,0.028831074812815813,0.12570163933250939,-0.01432785221402342,0.021107931750556756,-0.05920115839607826,0.10635030967646361,0.06103571500725901,0.025175167212408093,-0.07390936318044207,0.025031075898499105,0.04721355157713795,-0.011611758453269963,-0.0455561705181961
LRIG2,-0.01852566087827692,0.036446740772706404,0.06434019185470251,0.03081437243963233,-0.019939977616243706,0.07626439074326967,-0.013266246991710747,0.0038230526858880013,0.05557699747044223,-0.02708898746145459,0.07642920852144601,0.07510574235034621,0.0208034809371121,0.033144871101783935,0.08020381570658135,-0.0001846073497217599,0.11380195857053321
ICOSLG,0.06420199157596822,-0.02516499570199499,0.055996430875870126,0.031174662560426177,0.06891985407552596,0.07705999430322766,0.0377778365342765,-0.020383964376276837,-0.0033326128700878685,-0.013787537056206306,0.06264313667459209,0.04096713034491077,-0.025201652038684148,0.016721226266605264,0.08041638639185383,-0.01835431285990885,-0.04957839453104824
WIF1,,-0.049509156455321106,-0.03306317096003201,,0.0668955765444446,-0.10131092668098873,-0.014777270942444923,-0.020211894078207754,,,,,,-0.0246047356136921,,0.00035835771899274627,-0.04824332009033882
NPPC,0.04390862081584641,-0.029476365259375602,-0.014180568043721043,-0.02188917101309129,0.0016100697870883097,0.013223078190122547,-0.028825760326604125,-0.014927033507189871,,-0.06262180159918034,-0.039641321587922516,0.026081570293125658,0.022735352505356913,0.0014711143680848512,,-0.0257996635104434,0.018976784008982273
LYZ,-0.048456341548230475,0.011511521727329041,0.003111536900754471,0.020584128686055986,-0.05741326953463062,0.061550041621371315,-0.0004374614845558985,0.02644029699157939,0.018066352322775533,0.10359163865724438,0.01735118908956935,0.030831339251367024,0.08294975038553862,0.029542514214169004,0.0017187196614734438,-0.030671013043416746,0.008472495880417133
EREG,,,,,-0.0317568337446351,,,,-0.0022571029176149293,,0.04060709403699862,-0.06460693867265632,,-0.03296656249634202,-0.011223666144079322,0.020569376337091768,
SPTAN1,-0.010646832708376292,0.044902436340123766,0.0011429001536709179,0.006512309593720869,0.0018363368003718875,0.02368446637578774,0.0010329395296832468,0.009108727298151317,0.0729151576304062,0.07625715198676164,0.03869818762553066,0.035764332696049735,-0.0026617291670316995,0.10097398663594236,-0.021756882426791434,-0.06996596783757292,0.0273597258542373
PTH2,,,,,,,,,,,,,,-0.006208309136884985,,,
LIPC,0.0265696429573516,0.04264818904080745,-0.022496061765845565,-0.01333282548791336,-0.021848370994098212,-0.020302742122619313,0.0033851415809395585,,-0.026549943384154055,0.008224277945881698,,,-0.029042623094870487,,0.06287617526735143,-0.01916208977022969,
COL8A1,0.036084436689668625,0.0546053991494089,0.09061802211116464,-0.0007346263838031864,-0.01577417992516344,0.034335625075615904,0.016156313317115947,-0.026909706097925524,-0.0032161395530577947,0.026187045555652686,0.05206488136346446,0.051346171265317785,0.02285505500071444,-0.06575035129751251,-0.0010147902557946958,0.11949429012777536,
GSTM2,0.026142665281453977,0.04841110013269528,0.0023551114206041518,-0.024488786915679413,-0.008911676911738376,-0.01107127086001251,-0.018547129034173757,-0.03174621465464727,0.03569748405587819,0.04754516376413406,0.012706322080486639,0.06810288275389952,0.029721351483655605,0.0561581621840411,0.04619754556759454,0.04900744043433773,
IL4,,,,,,,,,,-0.04315727225023423,,,,,,,
SPX,0.062273771373535645,0.01622647878361538,0.02206184740408038,0.010259739323202772,0.040485698317147475,0.01199341621090392,0.009699384379292304,0.008120708300394339,,,-0.001566264965476667,-0.009263621301952508,-0.01964068444846987,0.10211464976397709,0.057723277461082564,-0.01265564555964992,0.00963559610576293
MFGE8,-0.009791002041445262,0.02388537232261194,0.06432444456064837,0.00263416152347529,0.010777885147101854,0.0957308390460451,0.033017255831336106,0.023686791883058233,0.012065933949866147,0.15873226243735888,0.06275740503656368,-0.016948668961262715,-0.008489206396648347,0.024220069753031336,0.01724581645136519,0.05397360133506936,-0.09151968575148763
TGFA,-0.015621737147245638,-0.007748198927011437,-0.0014521540059536315,0.034705423344271666,-0.0024711402744271196,0.04652982251242159,-0.0261399838783928,0.025430405244208885,0.1183971022601768,-0.10849524934019611,0.03764936311440182,0.03352444646857998,-0.02634882113812631,0.047747160584279504,0.05008404735182051,-0.020610730442902563,0.022220564798199203
SLIT2,0.04494645255527029,-0.04311420681540815,-0.00034423874571762894,-0.014558019777596918,-0.015121532185213771,0.0766302320280167,0.03649421331604355,0.03897922894810909,0.01822454581010788,0.16495890137080932,-0.02734854604263364,0.009314843867494519,-0.06099170272914641,0.005778787964355149,0.010438239037680487,0.04948849080729271,-0.032413213439400276
PLTP,-0.023633218916570786,0.030536447041337466,-0.005568964756590507,0.0028248429414803396,0.02944436221485906,0.02992787408618453,-0.01801470521115188,0.012950500540548021,0.06618577164323328,0.05243616436098895,-0.03133976608008874,-0.06869509681343151,0.048246738897000166,-0.053926077977146956,-0.0617073377189493,0.0073681039658123025,0.06483997502982172
APOD,-0.018764160985995374,-0.029782902965144947,0.10155761385388609,-0.03042864756888331,0.05397284163857471,-0.014340756872023528,-0.02290147147747236,-0.029899965084032063,0.044576238467971964,-0.01348616358497599,0.13435247182758517,0.09559942206883777,-0.04286150919569124,-0.0002976354219583243,-0.08500645220235313,-0.04430213182655641,-0.013784220518775044
B2M,-0.013350508140806731,-0.0020805794131392628,0.03671286670078233,0.0399794429530397,-0.06205592258572544,0.09716373642107169,0.00792418543193799,0.03184057947260759,0.10095119251305686,0.13218278159300903,0.03359796518378255,0.002873000937383077,0.08412816323936725,-0.0080786857276674,-0.07471902868806206,-0.019185291841062286,0.105050312303195
OMG,-0.011184652507202743,0.030135571109120032,0.015358415000035987,0.06334744957484632,0.01824483742715703,-0.0703950703145615,0.021237529231126224,-0.0625319573001087,-0.013447383017572792,-0.06472531791082937,0.09639908811368157,0.11867933842760289,-0.05981799455300169,-0.00523295227588753,0.01497306376445891,-0.037072153722624936,0.07874936214451086
CXCL3,0.02770500118867684,0.0318570833446632,-0.006821157885856296,-0.05594654123083008,0.03254777010595836,,-0.0029142105467746737,-0.011490347163869747,0.028637671201951848,-0.046174648327693565,-0.022854941619253222,-0.013696305148533398,0.03575701974715623,-0.058181626819787176,-0.03697737897603613,0.002343813209910882,
CXCL10,-0.06770716303488136,0.021673641736221404,0.0573391987064561,-0.009896973223934248,0.09891205044264739,-0.017895639655939002,0.017962197072967524,-0.01745467833996914,-0.01832343692976332,0.03451092149354889,-0.015331971177243163,-0.027271585838222822,0.02583240909773864,-0.025945011273349028,0.0286081900978807,-0.01915442134729259,
RSPO3,,,0.07651496530187786,-0.01638682183183631,-0.021848357523505724,0.04065493090214452,-0.028922533390669896,-0.005940901379933911,,,0.03627747747904999,0.04181977937690041,,0.026459418520889958,-0.034363596604555756,0.0446947516271994,0.06632755975398344
CORT,-0.025000987525422295,-0.0238524603096926,0.011051507101544563,0.004762534155196458,-0.012220244388341163,0.018988318678150776,-0.02383642496795086,-0.020844658068822672,,,0.0016096130655062107,0.037641052379434235,,0.03422477746763988,,,0.025801544567980127
NCAN,0.0060918490076655235,0.08162999653490165,0.08071848382551383,-0.008191901826519967,0.042661636624727245,0.06956171153068973,0.011308651472099583,0.018673842317282155,,0.049549386427671864,0.1579370379558356,0.08249576002067122,-0.0025108337119696487,0.07790252379227978,0.065606295983806,-0.0954092207611015,-0.08256991604702255
PRG4,,-0.032553007998324196,-0.026639392334166703,-0.01617308646670141,-0.01564334554719762,,-0.024472392476902482,,,,-0.04047210097488149,0.05975823070596923,,-0.0033636258153831354,0.0013560661174554863,0.07006292345955865,
ZG16B,,,-0.02456364808372561,0.013281475848818829,,,-0.013082783025221898,,0.008470584857616696,,,,,,-0.01128274276864517,-0.02331842178853016,
TGM2,-0.031806681150915665,-0.022293944176371216,0.03895769731464137,0.009090358178169864,-0.01754379222618758,0.054544979482552616,0.02909377033397155,-0.03673247934220281,0.0207669957696286,0.06118563505651936,-0.017319294775135333,-0.03358883912742642,0.007388133512772415,-0.04044827224954696,0.03222787570201228,0.041675453850380906,-0.08501463626478332
VEGFC,0.08850378192581788,-0.02335743318127871,0.10448384128382315,-0.007507931300405584,0.03926030595470572,0.02830232536574261,-0.002936867822966697,-0.0034964566675479325,-0.023405574514588703,-0.02719817598023075,-0.006996330108592392,-0.04263091027165626,0.015140320693956065,-0.004344572266436365,0.0092555914596337,0.16868256345638566,
WNT6,,0.11803195609306297,-0.016726174076663186,0.043435889580695386,0.04807948118951968,-0.013428627323508358,0.018595248277302703,,0.0024056420860571696,0.024759387548573493,0.05305446252083054,0.023389613979168538,,0.019245085600826366,0.06569662711073336,-0.024094925738912885,
NRG4,,0.08661514815728108,-0.01631500266674444,-0.019683386081936892,0.010597497656135584,0.16216207998456159,-0.025134144482633455,-0.010518885771697501,,,,,0.061610123800614446,-0.03495191635874351,-0.020983473574134603,-0.03623507265742279,
PMCH,,,-0.018803918580414462,0.057845755609664755,,,-0.004848817162563719,,,,-0.024954960911061662,-0.02985245899028339,,-0.02012387035729678,0.03603206302861469,-0.04640422539368065,
COL9A1,0.04514015102384951,0.0684489830670965,0.04065340289817304,-0.020557860156348896,-0.02161678136329684,0.133291655430246,-0.019323413474988362,-0.02275230499216627,,0.03585799809086021,0.11019510202916796,0.07216305219884968,0.00918406613182896,0.03948215391818969,0.05938934445177454,0.08887543765364528,-0.03261592105155345
GDF11,-0.02739827323493329,-0.00266862516991389,0.016052419817662467,-0.008159681865954765,0.062160615597892224,0.058895497231515326,0.0935784548225092,-0.014222740474064872,0.0405674735740003,-0.05085254259806508,-0.03848098022997656,-0.02331497773710436,0.04226507221625209,-0.04456899215233046,0.057295189055762016,0.051292659828103195,0.02322838975188049
RAET1E,,,,,,,,,,,,,,,0.07642179454266008,,
IL24,,,,,,,,,-0.015105616552207634,,0.004949359032467295,-0.02000816850829521,,,,0.07396732289652877,
SORBS1,0.014729762391307386,-0.012677790478141332,0.00630122044508478,-0.0007927394263599634,0.021666212312503652,-0.0011293705100748922,-0.0011253008658218384,0.001988688517172882,-0.012527315705855316,0.05482163245965062,0.06523868061917415,-0.010802729947527607,0.001464505817814068,-0.008786392168849015,-0.000930924590363233,-0.00551483505630905,0.014472010881241993
DLL1,0.05148666290644396,-0.059918741709138156,0.037484937608674426,-0.018842445611240998,0.04916767186610375,0.07247805436524501,-0.019758817629632896,0.046949353573251563,-0.024744081545804736,0.058986803838412705,0.06903083094126364,0.11380464151298496,-0.0031891927995407834,0.043897842729247176,0.021868828008257037,-0.05271840058384616,0.0004250749899443706
TLN1,-0.03021966156047128,0.05519812994218662,0.06114558140583262,-4.031792040495508e-06,0.04897011935354657,0.07923451105627213,0.05330201588085716,0.0006151626889803578,0.02760165793416174,0.09304761981098099,-0.0259669020795618,-0.04971027127773066,0.07446572292281435,0.018498153042151046,-0.031198326634062978,0.020233582363918992,0.11081773422538418
COL2A1,-0.023482321062342715,-0.022596694435945586,0.037967655943351865,,-0.01397188069723568,0.1868666925155796,,,,,-0.029850504164201052,-0.015959724825009004,,-0.042394174930141956,-0.05001064763457877,-0.032645855565504055,
SHH,,,,-0.016806492234343908,-0.01488634950296463,0.0770906592470148,-0.006892546974279332,-0.012332314442941254,,-0.031512423026205216,0.02840792571937811,0.08424482154418378,0.03316018101635113,0.021905912753600335,0.024943746091698474,0.020739425856865605,
