,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.008241278089061858,,0.004709633317159589,,0.01633272100074068,0.01808625938906633,,-0.020338293330225417,-0.024813366640586587,,,,,,0.10009237151246972,-0.019768575284537834,0.004538168862656723,-0.017163926969733963,,-0.018323355062335615,,
PDAP1,-0.030326768846670377,0.04424793386861607,0.05771974190982662,-0.033794594681117555,0.008767829795977657,-0.03340319416661046,0.03390216632292066,0.03489831993931358,0.016334117994132622,-0.014944623325541476,0.03957140931857773,0.03903842361653415,0.08725880239414496,-0.0039508064046492875,0.01294530365590683,0.042663915016480786,0.011047889367921082,-0.018448413251685777,0.0005578194599293186,0.03451561346034256,0.013042081142178686,-0.06587419754038588
QDPR,0.27796157147980133,0.07390695143145001,0.062002806657111074,0.03805457389625465,0.019259822672379884,-0.03713496207003974,-0.00804560767852989,0.07965668479959155,0.0646566164440243,0.06477671627868122,0.3421296600737545,0.11738352197127974,0.0684127779963542,-0.009973186723711978,0.09713430086875727,-0.11577312719242983,0.0893160108111861,-0.03287154522172164,0.2035141390080996,0.037412500882518296,-0.06036740828095955,0.11146834874536832
POMC,0.030640726416240684,0.13286475332845057,-0.025250009733852434,,0.06131192446278819,-0.027515141136158022,-0.027149069112250013,0.01888428994940683,-0.018306312550332302,-0.002373681243761517,0.03595123201714678,0.008203709442587609,-0.01728433917229313,0.002442501009315954,0.0355110286366488,-0.0001502064061176437,-0.011674691621875085,-0.014619490614545698,,-0.0332772893270728,0.0042945366953310495,-0.014951995125671393
CCL18,,-0.008864470573763085,,,,,,,,,0.1227052518396476,0.16231738397689635,,,,-0.06927212121854741,,-0.045031749494694934,,,,
CCL17,,,,,0.034217127088788706,,,,0.008581108784595904,-0.019926258545497597,,,-0.006767335507148864,,,,0.04290271446257189,,,-0.026917817211602184,,
VEGFD,,0.0409416184077282,0.0007664148324977508,,-0.0031285532291483622,-0.015913308413829815,,0.041688861145424,-0.020964088386036618,-0.014616151619846559,-0.021391374028830124,0.045296301893820015,0.04602761796242655,,-0.012248800437770529,,-0.030792688654368596,,,,,
TNFSF13,,,,,-0.021143630664745314,,-0.01685074986401566,,,,,,,,,,0.012255288606548894,-0.019273939617110852,,0.03566486307633995,0.07643287283562471,
WNT5A,-0.050263730148298234,0.019720700485680732,0.040521416085065584,0.06174781809211189,-0.006948639844642549,0.01830153130914029,0.048518175937104925,0.10113644042297783,0.0016274217280991309,0.06643814953948095,0.02378312853094033,0.07000505889179168,0.08353089203524228,-0.031088946411146172,-0.10914502902646685,0.01175563323734193,0.028742304259645145,0.08254133131156795,0.09021435682999035,-0.008912024051952815,0.041767884907076495,-0.07353018130410037
CXCL8,,-0.14166713765871997,-0.011825743316725987,-0.03046338046370483,0.030501448896906168,0.016408929108402037,0.05247864173067418,0.031101921651976134,0.0016362097912430583,-0.013611195919801963,0.05276972998420789,-0.012910488942951217,0.06956556644461971,,-0.04754527458971838,0.0005596759916242021,-0.001906925854421574,-0.028701545981914538,-0.02504564153391844,0.02937233894003742,-0.007069287176672337,-0.05544344765367433
GRN,0.08439346889514256,0.061860636900515124,0.035365886707945306,0.05203298232253105,-0.013494305445741983,0.0033134723894101144,0.060157287756477225,0.08756360723333403,0.00019356111041038282,0.006842575921025308,0.11516847900157516,0.028669460031635004,-0.08054265093501628,-0.05168885537569571,0.00325998104996352,0.048592360870234254,-0.060462468189445624,0.023220481154059364,0.047150418336442644,-0.06107128509764268,0.01571342110752758,0.04091668407449114
MIA,0.11989128607551414,0.09652683234189766,0.014666916430256511,-0.020207431722421672,0.00918272311055191,0.09694569984934177,0.009060902238547068,0.018043975399907753,-0.03867523625555327,0.000368798851764651,,-0.008558960790396107,0.03477541590994204,0.0004976555562447307,0.0883234922801184,0.07293007257980219,-0.009930555962471848,-0.030755991708705147,,0.15716073676658143,0.10616979699997048,
COL4A4,-0.03003496324657016,-0.01974720491106421,-0.008353903287666517,-0.01697617305507655,0.020731267325182493,0.0015009703662721028,0.006852980087718827,-0.04000056263490819,-0.020543307792534302,-0.027924972515325542,,,0.08244643006732519,,-0.05142894487572242,0.09473407370645166,-0.00901782395403158,0.008349988973732278,,0.05803403885576293,0.016718734402648254,
TAC1,-0.04939275571861373,-0.06621685476965311,-0.009426272060864223,-0.01625476832121034,0.009344882372610741,-0.03585041270580668,-0.05588054108520335,-0.10928815399402866,0.031172536025644192,-0.0006736415912441074,-0.13054884154104487,,-0.11969423102719738,,,,,-0.0026611419506456335,0.0018773792567004358,0.019106154214746856,-0.16308204198527104,-0.05139306742386872
RARRES2,-0.12686991813842893,-0.05902422780031868,0.025665004584934818,-0.01644114580575843,0.023785421194064925,-0.04069494187789837,0.044491285052649834,0.07519595286806728,0.032396823824181215,0.037261389365950436,0.0029630731671630405,-0.0151538032762909,0.09444812383406193,-0.06323855685279785,0.004551945003293259,0.03796987713284931,-0.00845204882942628,-0.03486292423061253,0.11993507552321879,0.13594748515959224,-0.11026228686622094,0.1563824013902995
FGF7,0.04238982348597113,0.026061301558908477,0.010515978260713536,0.01578715845988381,0.0036093206680545267,0.011123080254533232,0.04707472998788603,-0.011512856986454774,0.004433483466492469,-0.013007067857653045,-0.02798676610784893,0.027313627789756167,0.057374236339982475,0.09816128181354249,0.08592362108065424,-0.023311301897010098,0.0038182676522230943,0.035112284112409665,0.04253917708527088,0.09569214612541806,0.026406341428528397,0.10467975826526123
HBEGF,0.10963501552099068,0.013974408071025454,-0.01965590776244111,0.034719497126223374,-0.03568154381117716,0.00895801909736864,-0.0034452440151713313,0.004762221609496347,-0.04260129522169306,-0.029586031702606562,0.1507114609719594,0.044338329255567674,0.032239234645881215,0.03345311887397033,0.0512815606317242,0.023311439503196228,0.07866815085567458,-0.03428727949770373,0.08185416002555594,-0.09365195333766145,0.07672865275493863,0.08717963400051128
CSF3,,-0.0600892860420917,,0.11090895179735327,0.01869779257682621,0.023091723531969678,,-0.042319825352508056,,,,-0.015421114712392242,,,,,,-0.02460683388063908,-0.05750342556665233,-0.01929944452688444,0.000508356374759643,
PI3,,-0.053555704797573066,,0.020731857428459798,0.03143425284983752,0.09254220033058312,,-0.03133568528834038,,,,,,,,,0.02127643163781102,0.007873315420834357,,-0.08227727434009723,-0.12367199647303473,
PCSK1N,-0.10224016669704311,-0.014083970091564823,-0.06333057356232676,-0.057624331194853946,-0.054291149775202954,-0.028679012611735753,-0.028787074061854656,-0.02850333467178761,-0.00733464594634016,-0.041347624595309704,-0.19506631562545484,0.1039729284044353,-0.11174595720969366,-0.012165393877601356,0.0047154726573345514,0.037641572050205525,-0.026649060458512407,-0.0593272014261623,-0.10702921783457862,0.1263540970161305,-0.14897886076756667,-0.1097241861441515
NTS,,,,,,0.02135310038990701,-0.01957233768088745,0.13201307997366907,0.08398674213973796,0.021532059755040234,0.021024545188732292,,,,,,,0.004948726753751068,,0.13898752773869563,,
SFRP1,0.20388802276427392,0.03143591199943526,0.016097972246478586,,-0.031170681366268913,0.010918469765409342,0.062035681749286295,0.09159121762380912,0.006017445882090484,-0.019926258746171387,0.02759926433850888,0.12988337424133314,-0.007949162978032387,0.024681322956144506,-0.05470163837918691,0.02783180129137215,0.023092163449410993,0.03717487160520958,0.0851423522419837,-0.02470954922023092,-0.06697373863803117,0.08037043601503854
CXCL13,,,-0.03548838070462831,-0.016778589428363164,,-0.009484885361058433,,,,,,0.08340112215838803,,,,,,-0.040138866639811616,,,-0.05296143726054442,
MICA,0.028714791255743798,-0.0423461370360224,0.04522414381936774,-0.054087839599147244,0.002929680039273023,0.014566081120160402,0.04928150274542433,-0.030206235692758734,0.0459994197679866,-0.013399553838349607,0.0043430686455475116,-0.011385372939147289,0.02630075542404494,0.07135556974241629,0.07754535688873862,0.07152912522731278,-0.051646160297640145,0.02753314930395454,-0.09565791836806105,0.0402226358057123,0.10409686214374068,0.024545124145229275
TG,0.07389164962021672,-0.023897178085521827,-0.02376050128779654,,-0.008431331479759172,0.03447307309678578,-0.02259163721177715,0.02630690699231693,0.008035581854857022,-0.014420546777185237,,0.05248020520284477,-0.008556711828359787,-0.03598159193321896,0.026865657983587622,0.06317064668697757,,0.05586563393799577,,-0.026887091766192448,-0.0019432062044274132,
ADA,0.026000615126833215,0.04317154570706987,0.0020471486065026696,-0.010634758279978788,0.03885692333325668,0.02155581417494943,0.02274964148548968,0.026107735148961975,-0.030053376519253577,0.025164777150284097,0.0830590914758176,0.09049218569299765,0.11274362489984441,0.02760518098161172,0.02449949070806783,0.046910724952253686,-0.014116009191256261,-0.03683826283117338,0.13305662953965455,0.016752625065755433,-0.005891902538369727,-0.03554617095742416
LAMC3,-0.052490999546852456,0.0363099366483472,-0.005422418816260035,0.05287464075644021,-0.04008220318418633,-0.01610484940559009,0.05725874826826133,0.0032965103685434816,0.02932093633422959,-0.020223149546345746,0.029172237573752487,0.09853118370382512,-0.06556769864714257,0.08095910289791944,-0.027900393077086808,0.07348606437500242,-0.09204448224528837,-0.05494596131167583,0.06509829695731108,-0.02019338692833082,0.11990459547060256,-0.0250453046143281
CCL7,,,,,0.009176587126103922,0.010090070675530114,,,,,,,,,,,,,,-0.04201129329583052,-0.06519293950886752,
NGF,,-0.034619145816846844,,,0.014886878586931218,0.01926241542447382,-0.021558481361730008,,,,-0.056633859736862496,0.12161999119979668,,,-0.03585867843464865,-0.012926461889640702,,-0.042244556469521057,,0.055496546555082536,-0.0684977764998988,
TNFSF15,,-0.04282820396276132,,,0.029672671710620855,-0.03221721870940041,0.07633038710446913,,,,,0.07490411371437483,,-0.03316591928418081,0.03717290101513086,0.042131047939417174,,-0.015280421392663005,,0.0017737685670531442,-0.07672374704055876,
HMGB1,0.08291589265383058,0.05262470129294587,0.0013489323003616808,0.065304934503602,-0.028890193365306363,-0.05082842116611347,0.04085573814968734,0.09423432109048155,0.00879568662491779,0.0030916900823870744,0.1413249985328498,0.16719458050321673,0.06739271264300359,0.04233303477724088,-0.09623628898510296,-0.022200339500957154,0.08062285249558211,0.0037682246551110255,-0.10912170879411087,0.03505387378129346,-0.038933956569644254,0.16050505066617984
ITGB3BP,0.030529425893000502,0.06987111093033455,-0.04432633515879215,0.09886624388543445,0.00634262806168428,0.009459712759152791,0.07810772909132054,0.033979970399631194,-0.009203308842795742,0.02009638699987483,-0.016025282220506823,0.10108018700467596,0.07834072522814302,0.05934317341232086,0.15541145460876848,0.05947228770130878,0.03668402570140589,0.013274547884647613,0.0200426057641523,0.05629375764771784,0.06912218490563661,0.031168054204413296
AANAT,,-0.02290553019876853,,,0.017981584214610352,-0.016264582127886458,,0.05772922872849695,-0.017827611511976683,-0.016622795259307915,0.02088598498010593,,0.005094730824964132,,,0.06513583224432197,-0.05124675578780114,,,0.09502252848006319,-0.04622223638821491,
RELN,0.0029889942248536726,0.001401841839607037,0.007768018003322016,-0.02602228142048936,-0.02474317999988246,-0.02302677428438033,-0.02479583713189122,-0.0857292589754855,-0.001971236767897024,0.029178235346868663,0.04551341094900533,,-0.007209844141254251,,-0.04613141145576908,,-0.015027418574137766,-0.018457093067498303,0.1306914976551194,,0.04301312204182547,0.011894518265100145
IL15,-0.08890745369615503,-0.03914997390099152,0.029739956799974567,,-0.020667985541080115,0.0019380287477022214,-0.018626294392737882,0.07666003336328953,0.00759414769501154,-0.03572783462797459,0.020802871910486718,0.004700234824584609,0.014551603699402104,0.0702560797022156,0.01630232705864743,0.03296380040931461,0.026789447083273462,0.016198298406040382,0.003695725454539769,0.028182160088374857,-0.00697526484630994,
UTS2,,,,,,,,-0.007666382668430183,,,,,,-0.06129499497403428,,,,,,,,
BSG,-0.18501961040010326,0.031268675918857215,-0.02022427665238896,-0.010538086539822192,0.016598892522541236,0.004870272226500136,0.11184139823779947,-0.11522631414874622,-0.07208288988921134,0.020553876021752862,-0.06227605921005766,-0.015876551734966937,0.12201727759957079,0.044618741409730454,-0.029810692280993815,0.13905016999988062,-0.12423939320415034,0.029470578132825546,0.059976399247666116,0.11831983720220195,0.1272828473028963,-0.1416902260958681
ADAMTS3,-0.08444493796349954,-0.003896982946151576,-0.04810655383077705,,-0.006663365746830664,-0.038532916844123535,0.09394406964355057,0.03211482028657252,0.09975186073090372,0.029208588299357633,-0.027207167956401802,0.059401763253799277,-0.05150830177900679,0.05025991062145857,,-0.0027457783276325174,-0.033927990622072836,0.011381567039383297,0.12815078676569192,0.11543421415395586,0.009379011684861651,
CD34,-0.06824675140030512,0.013934750475771964,0.014038729089821263,0.17862531834640363,-0.004045311945442005,0.02135241996221474,0.027314144648364534,0.028302153208897816,0.007054804753623755,-0.0215457120193482,-0.05957240047278463,0.10769890187649372,-0.018968366908115403,0.057361087277634025,-0.12383875759609761,0.07548840566767533,-0.09271970623750342,0.03159950521986997,0.023853555806726177,-0.016315798478014322,0.004558963201815789,-0.0015126370468392437
CCL23,,,,,,,,0.011611381603620028,,,,,,0.016770046703144404,,,,,,,,
PLAT,-0.017643937181613147,0.1483484107084401,-0.003875087575278994,0.03869232484034167,-0.04799349078885613,0.0015048500606704574,0.04330779125228583,0.0062878880184150335,-0.09424574310052752,0.003191006797820682,-0.04442566738962279,0.044205829704538964,0.06252953489669474,0.046950516088403754,-0.07802369168960722,0.02749915921218146,-0.021855472722865393,-0.04651664301887604,0.08257132967743507,0.061659205366717505,0.07977515600962753,0.07642763969844761
NTF3,,,,,,,,,,-0.01634994258131011,,-0.01548578171145814,,,,,,-0.016256526729032387,,,,
LTA,,,-0.03709561799626698,,0.08397217041137706,,,,-0.0006631686349005286,,,,0.025057747294569197,,,,,,,-0.0019171063922070583,,
CKLF,0.06594700886776166,0.059397613336720056,0.021029561973085663,-0.031064220963345136,-0.007389514122553942,-0.003927154249327307,0.0284470820304904,0.10202809235976065,0.016725954085207557,0.026861040725940966,0.04733938240752905,0.11679188484814264,0.07348912584916757,0.09105613341454319,-0.03778298985437026,0.08536175282363967,-0.031018914334914903,0.07942314101951553,-0.011621570820309686,0.12430262810174968,0.16866827471465384,-0.005246004632710075
APELA,,,,,,,,,,,,0.006074531450761546,,,,,,,,,,
CD24,0.16672928688445482,-0.10372672997014784,0.056170533489621345,-0.030419204982226423,-0.03037762639404549,0.006275765774066392,0.05030622153791525,-0.005390505906035592,0.057766225826217356,0.01954304630236844,0.04396326330868945,0.04316480262546808,0.04772042196603442,-0.042226024474097776,-0.0002341320428502081,0.12613396633132537,-0.0019232428993562812,-0.033563458131981506,-0.04254422464258193,0.049863930817208704,-0.12481688478488469,-0.021657741653721682
HSP90AA1,0.07254424508101799,-0.021918175819959612,0.0815009751972094,0.00965769394845036,-0.023481679215449476,-0.05737483085262481,-0.048027026743879944,-0.06687043751701129,0.07089934501140975,0.054983699103274046,-0.1766811895225834,-0.0171573689165517,-0.1415118465810672,-0.034023246246862995,-0.0799340857824235,-0.13407389891132074,-0.0024721591255631855,-0.06296221275058485,-0.017324106835899477,-0.09750455541566459,-0.201848799279391,-0.01839971285362972
BMP4,0.0226396035929833,-0.00028606879967766854,-0.018703343010036608,0.06745951289178552,0.06509420126279748,-0.02721350621471054,-0.03504258196798664,-0.05020965665798541,0.05959901233857604,0.05946132367210924,-0.009543292450656063,0.002752322384625184,-0.020156432642558564,0.00596913873611273,0.05361597766963421,0.022776075964179937,-0.02596097206822893,0.02819748734050059,,0.03434692701281216,0.07822331966998788,
SCGB3A1,,,,0.061046479663948,,0.007497170951774846,-0.007817155895946757,,,-0.014021490383624718,-0.008348506576102397,0.11480822093620621,-0.04310887868510155,-0.01836261973860474,-0.0011108080677667727,,,-0.03173261358687567,,-0.03118416062089379,-0.06384834836659813,
IGFBP4,0.010532415269768036,-0.07585065761929828,0.009334782992177168,0.018906017815053165,-0.050775898548209436,0.011543665805476142,0.0785686468424659,-0.08597361290144742,-0.04397707604205899,0.04210234933992547,0.05569081604048072,0.0682011207088328,0.04659611972765249,0.024058215977091346,-0.011232288329220673,0.023026670204745015,-0.15047450431731685,0.0009397952030275381,0.06367103811207496,-0.0331012774010533,0.02810871399559802,-0.1151964308265587
RSPO4,,0.04312520794310274,-0.02491710125068456,,-0.04937274094584828,-0.020690308334176108,,,-0.01996957828108331,-0.01402148833266456,,,0.009389733264455243,,-0.021730155022212646,,,0.15496901149016792,,0.09765275389259633,0.17312532196448624,
LEFTY2,0.12598402732227573,0.13673374225098062,0.059278739681741396,0.022457265708640473,-0.004064453082809491,-0.028260242966874197,-0.00334886526925667,-0.045722311038451716,-0.035803193557631945,0.02151079063289714,0.07039223755583525,-0.023081279952085747,-0.003099901408172225,0.0612532035389329,,-0.01579401811369039,-0.12272691099412496,-0.01540806317425917,-0.09416883281038607,0.053523624579197994,-0.10832159932386289,
PF4,,,0.008249865895736475,,0.01866083624756113,,,,,,,,,,,,,,,0.0023567164448004933,-0.04565747571666026,
ANGPTL2,0.09005729221198695,0.06793796818021355,-0.015021834016206471,0.034890185804528975,0.0005862243243041498,0.04168091169716445,0.10830958272630975,0.002439042021633845,0.025057269075435002,-0.00831684689353492,0.11039460115103943,-0.05485272349602046,0.14758446761426042,0.003572381078161045,-0.03420633411684622,0.02656873286811614,-0.03072967147188774,0.0033807342257846165,0.07813156591232162,0.02890576792930974,0.004930641126394221,0.04621899432516379
LRIG2,-0.054738053854214985,0.061858793333936235,0.05662708400495828,0.05540486794966037,0.018816178961924362,-0.031868586677129,0.03037986069241203,-0.008179185944224315,-0.0509062086244323,-0.019970909786164916,-0.014558388105308566,0.06170135875296022,0.06105843622792908,-0.020739641443693838,0.01595147681385831,0.08298552479529682,0.04227607037161345,0.006505329993738095,0.030484720650297437,0.0852130268130151,0.010156169047800246,0.11309124009687706
ICOSLG,0.07667692130447287,0.006302477643325398,0.07176673623426968,-0.019076135056300396,0.05606572198950141,-0.02983185195994928,0.025667493954450612,0.0213965096369753,0.005864628909682046,0.08142806888212462,0.15722417014618237,0.07213193019656036,0.04391679269735318,-0.010219573011269249,0.07530160128781999,0.029798504543388366,0.13811088612966024,0.05952964255287123,0.054268918379447965,0.059772832390638464,-0.030510431137401216,0.0180686364245157
WIF1,,-0.02561152249906031,,-0.04005282074952217,,-0.01075729373598013,-0.0480329790576986,-0.09516592678595967,-0.01541005056641971,-0.026385537959340014,-0.14742290629939356,,-0.12946822186231885,,,,,-0.01986600996125869,-0.06188820697393351,,-0.03900080925316641,0.0024080178491848923
NPPC,-0.07707667184581356,-0.05904694425180287,,0.12389955713715416,0.010834669472127599,0.003535775116738767,-0.045615695662162156,0.00793185152816444,-0.030060112315635056,-0.019486437426413778,-0.06147662892798671,,0.11326732556236466,-0.0011828631760931047,-0.00038604393494192323,0.013172494557278569,-0.03977085656804737,-0.013985653100659317,0.04045374271708061,,0.05370183476718183,0.033492041069182035
LYZ,0.13531377699802646,-0.032376039857895535,0.048381457081884995,-0.002441601224388151,0.038215511834003534,0.021638733603767012,-0.031601028265425046,0.09230568087125429,-0.055012174718420556,-0.005955718919532955,0.11289653778267848,0.11798596382694576,-0.021649354340146372,0.02953498692838533,-0.09946953998598508,0.004652607785144708,-0.020420121550949893,-0.030071762382551156,-0.06269676925067143,-0.004743731608824498,-0.1032678209046825,-0.056351591590099157
EREG,,,,0.03379973974054269,,0.050384907630696196,,,,,-0.04086834089237997,0.046774450072434276,,,,,,-0.026617398748895304,,-0.05819146979230611,0.04096982764543324,
SPTAN1,-0.09470089261640864,0.08906543781969872,-0.013291518672117999,0.04148578462564001,-0.05820818421688755,-0.029135913867007673,-0.0339119832096091,-0.03849936564793113,0.04957829679620417,-0.0011394249121603572,-0.2087652637900448,0.059431380414360316,-0.015250127302205043,0.029905829061821623,-0.014909665446617579,0.03442047332632803,-0.0013638301456593103,0.052278468613502466,0.0022470101433610724,0.10087526146614739,-0.04439109518036288,-0.10210409142531131
PTH2,,,,,,,,,,,,,,,,,,-0.02323105430399638,,,,
LIPC,-0.026461900447696654,0.05405169937396884,0.08386109537446373,,0.0657684841466175,0.01990627677754125,-0.028884606572069565,0.041223397999787546,-0.03733516025243898,,0.07289178016772856,0.03296570621008894,0.06135491568527541,-0.029320847921579622,0.07465478814719709,0.03564138613318975,0.02799921283210167,,,0.02714816042551749,0.043796837085344896,
COL8A1,0.016625808377004746,0.037700006586443534,-0.023122940483190933,-0.02884980926662834,0.06866445782062243,0.03149173854524039,0.015736319837912915,0.0028422737327019297,-0.03973977732676183,0.048496685367890195,0.05641277939663761,-0.09503169933800622,0.14145206343541486,0.0625746872531789,-0.056193575975399444,-0.007053937475167402,-0.12086016900332819,0.04132613354607898,0.032342397948139076,-0.11194957845229288,0.04398867695811706,
GSTM2,-0.0468370439139294,0.04544776958234093,0.002854897180600155,0.06789099017755974,-0.009418055533399035,-0.011188976113155762,-0.015751039988238926,0.014506974116162363,-0.029992183182949956,0.021036804380354244,0.012628061024913928,-0.00991553743319511,0.0322473658935416,0.06552237089804235,0.09401486833413167,0.0653006338159997,0.057055161619437425,-0.026283033894027915,-0.03350205304240309,0.032934564322757695,0.0007732708270132769,
SPX,-0.009978181775822641,0.09367129363228888,-0.0019107235687638594,,-0.012523948950680248,-0.04781565789250833,0.013627482140301298,-0.025487134045473772,0.05474027147173906,-0.0038617684051973126,0.05509722515359423,,-0.09673493437533807,0.09091769609924112,,-0.054301113539116604,-0.00694133448604839,0.0611119961499064,-0.014518270367232624,0.22491287534179685,0.06805690120929642,0.2243729909632769
MFGE8,0.049522365727462415,-0.018869363898903185,0.007932088141073533,-0.0008629341382757338,-0.036699022550053424,0.029268349308173874,0.01695961332262299,0.010069065726013427,-0.05980042119610854,-0.004653519923676652,-0.0801738441849109,-0.038828723842833264,0.040941737445442175,0.029887093621243727,0.031112082468034666,0.03275225807699682,-0.06954550642001119,-0.010625788849158968,0.0005264832251261624,0.010411962974717607,-0.01927237021077159,-0.003376206630998955
TGFA,0.14693301107647494,-0.025239201255458876,0.021132109561661,0.013466027607957676,0.060956483250773,0.04747825080361737,0.060374602953495754,0.13049722853472537,-0.05861582105353237,0.031879632504209596,0.15837462879697684,0.011332997170523733,0.10878733902993742,0.009469327453127022,0.10275136088397681,-0.044177768860074525,0.031013826866380576,-0.004156475014947059,0.023071399200882116,0.18385729360425535,0.09543401985128142,-0.018798976427160222
SLIT2,0.16858365717581603,-0.04035987251497443,-0.04021475974747785,0.038136060857997325,-0.015393251272993319,0.010043711952651965,-3.7225364631361966e-05,-0.0626980647805148,-0.04541847530486297,0.04932036188404104,-0.0683303008751671,0.02332262376833574,-0.10066600354478242,0.07736047787619128,0.07147409343800676,-0.03761321347553757,0.039256206532276024,0.02349110737252821,0.016204594505072847,0.0012126401052032305,-0.010800470321367012,-0.1025016058619575
PLTP,-0.07358386515109511,-0.04045218915263862,0.0035231917076752363,0.018005353172669068,0.036726003536177776,0.05694604082652058,0.00918616395104839,0.03282597034983673,0.0045755590992065075,0.04884920477058952,0.14479220226234082,0.09796016457135004,0.015228150324124376,0.04591877762503711,-0.033486057033596105,-0.00020006153253414134,-0.0740058329235433,-0.03637998175721119,0.021155494636300367,0.03525395864250332,0.10086382594937494,0.04141330152734955
APOD,0.25281639437900777,0.05654939749345155,0.01909259019933362,0.06127378033106952,0.01999232851017266,-0.008684313372997472,-0.001913734175014564,0.18923407057066702,0.08503223616672224,-0.01275463995160938,0.2407419188938654,0.0023671675940912735,-0.012848256231277017,-0.061653140717221146,0.16612095191785223,-0.11644512251185936,0.08454250859544471,0.022881243639752108,0.14210334188582927,-0.04234356184454252,0.13856743785379588,0.22114437439811643
B2M,0.05385963455772187,0.15938900988630797,-0.019537418257286825,0.03445005306601498,-0.0363215593145891,0.04367652944278668,0.05964881875665191,0.05819577059400237,0.07101614815955633,0.05225476120179769,0.19954046699872544,0.12104893536648162,0.10696173721699924,0.03091235816657386,-0.062496743272060784,-0.07791183973829327,-0.16864256737660907,0.010930932427996165,0.01899284812123934,-0.15309477573956923,0.018594833410222583,0.01570989298740073
OMG,0.15148537205128562,0.08139620234985484,-0.013082927735228062,0.060238406444698876,-0.05577795108736519,-0.040977489996578256,-0.020307899099014166,0.08143253775424479,0.020324085101825325,0.04883982276058433,0.061733797292839995,-0.025975897125140052,-0.004261943832116453,0.004007908007416756,-0.013987175192329778,-0.053962964784948754,0.0760235856600523,-0.0343773770419635,0.05090784693190756,0.26294819718267537,-0.028470222689524996,0.15403582220925358
