,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADAMTS3,0.021900094893508786,0.028894071276492767,,0.05426306274758671,-0.0019386046664462747,0.12033697350719046,-0.04425109982220789,0.03466888337840243,,-0.0248989983233816,0.05242185313328123,0.02317503382872308,0.1145073999565601,-0.05248758290023724,0.045567886621955184,0.02514787401461291,
CD34,-0.04512570098922615,0.023278520530714965,0.09973449917237273,-0.005344435033458575,-0.022774973369172988,0.033100037686025735,-0.008894573313101792,-0.03940452357475035,-0.04571058421558877,0.05253590281296614,0.09950729761800595,0.07439099633065617,0.09400120772934915,-0.029352804075181985,0.03874925330747202,-0.044950615803998326,0.08857721724029126
CCL23,,,,,,-0.020448964202044635,,,,,,,,,,,
PLAT,0.034333383271779934,-0.045140925852564545,0.0806996047761911,0.0011084453919594688,0.025912448521545308,0.12314807518920735,-0.020796222366360403,-0.030087300647822567,-0.00663032742622801,-0.0005121623164425032,-0.06638010688850601,0.05567846177941056,0.053277882484816144,0.09372528862736676,0.052041354123341724,0.07676003258428801,0.03186024454220745
NTF3,,,,,,,,,,,0.023254286051635,0.06713541593891424,,0.05699829660231346,,,
LTA,,-0.014147434249104349,,-0.01670431078257146,,,0.004118708269951354,,,,,,,,-0.02608709711814192,,
CKLF,-0.016903674715527586,0.007965171345865394,0.05974191433487472,-0.021462399624673233,-0.015925201152715084,0.07951151857717134,-0.011295183864662125,-0.011895298414471333,0.1163618640696017,-0.04328751549186915,0.061673061652440186,0.06291055220904877,-0.006329787435450768,-0.013767031792212019,0.00762130809908302,0.0899431450903414,-0.06212078011450832
CD24,-0.04199405005124719,-0.009734818165038073,0.044015304420198166,0.013497759210243121,0.021998104913630002,0.009599530272474495,0.004928822885533234,-0.03302373293639393,-0.07169553943189436,0.051095734113350694,-0.025089257182847387,0.03814352944116812,0.07021380911371486,0.05092035213321781,0.06880739995475173,0.04212631363073241,-0.05689150248522038
HSP90AA1,-0.012182411769181794,0.012343994897116175,-0.07312213767153312,-0.020585224075481193,0.01732697974566283,-0.10812232257225601,0.049551485386067164,0.08030457198390159,-0.0888628433826644,-0.018470251966466473,-0.07173975617514444,-0.1611191295598325,-0.06842683220761031,-0.05143312926706279,-0.08127543546436015,-0.06406193875480558,-0.0007227923844633694
BMP4,0.008070522144351394,-0.014997109626726837,0.040290062859737186,-0.007114252834325373,-0.03254545488098344,0.06820574075030887,-0.015192702296852531,-0.0324040175761846,0.052284165121129204,0.08510459791093508,0.12792437679158,-0.004079683408638995,0.04450868559225875,-0.04106145697095274,0.060175847286761217,-0.019329281638501984,
SCGB3A1,-0.00569016472502294,,-0.03874136033296696,,-0.01997134393196471,,,-0.03576135620837985,0.04511065866326193,,0.03732989662146085,0.05509283399854277,,-0.013312983689322317,-0.027378498618417943,-0.0024156261199374134,
IGFBP4,0.00521140631132314,0.025105559220979186,0.04824932892300114,-0.018220207411058512,-0.033798713825956485,0.1107203975408751,0.06907807014771024,-0.0512407801834912,0.05499423682513517,0.0956287981728636,0.058944280701179616,-0.09084642346892041,0.07049359414638173,0.011815376330682158,0.04151248771713715,0.019901246152050744,-0.06188230416566628
RSPO4,,-0.00891393985674442,,0.02065005364808498,-0.023050177342554958,,-0.01709555742000216,,0.09978569574722683,,,,,-0.008503947488737586,0.014544294348421081,-0.026266385784858785,
LEFTY2,-0.022824051491501254,-0.014321186266627556,0.013344062673240268,0.057501508206063576,-0.014981355301457812,0.13038628901871052,-0.02031602388908683,-0.02160908950251841,,-0.02657329014146867,-0.026347713876994056,-0.026001979167187304,0.01185234168747748,0.003009039252115894,0.05662936960004544,-0.0025325974110952314,
PF4,-0.007189481239111695,-0.01286901428698569,,-0.01137121203454495,,,,,,,,-0.020727250533681754,,,-0.026087091081394148,-0.020575946260549316,
ANGPTL2,0.037092537602155945,0.03395758710251013,0.004174913647861357,0.007544878950705729,-0.029448650633818005,0.11000904665703659,0.0471809241917056,-0.00914310200494466,-0.009464042871188946,0.06174661998225214,0.05570179791102644,0.07440905312366591,0.029341788801181788,-0.007224990234054605,0.0077311577475084395,0.011092700712712915,0.06483721792177846
LRIG2,0.0008477327943389835,0.029447212387577894,0.05359580791649358,0.030328847504717735,0.05649474273787207,0.05692167982639895,0.0030010804794527723,0.046122882377900486,0.031702093257873994,0.009330116086201894,-0.04851311124636046,-0.002251297932055573,0.1335793371336957,0.0300530482888263,0.0724424037830093,0.02974265653710184,0.03367381127742249
ICOSLG,0.05461264822624609,0.007877706787679378,-0.031010717624464484,0.06758180284506521,-0.029239894521635324,0.07660544487979716,-0.007761005986575412,-0.009062846629243074,-0.007742253498861995,0.043203311865571394,0.04271844842253184,0.06334201053339462,0.049188122963753765,0.017390513492972083,0.11699808249439222,0.03402484651901557,-0.007754895162270331
WIF1,0.09246788469029928,,-0.033542857497934286,,0.04653884103623983,-0.07920732444786296,-0.013192236741069209,-0.002419346490910783,,,,,,-0.029550104417644666,,0.030836741445917016,0.028552434887236924
NPPC,0.01688295831797818,,-0.048604243406122516,0.04965110539899443,0.006353200816459288,0.02102906548386949,-0.02573386222334263,-0.05364924043401836,-0.022668072908118096,0.12302954172438504,0.012889226976836211,0.022904921847569093,0.057646670139069704,0.013434875838667142,,-0.025479196035628048,0.13143513841823481
LYZ,0.009812796713863326,0.01912419531637104,0.03694657198152117,0.013440445847615255,-0.024819068650437082,0.05711095615310667,-0.013930242162436523,-0.060162910660216014,0.008440499963459787,-0.04638323280120265,0.07173707012789272,0.039086689381184134,0.00810239367894452,-0.01534295606898954,0.02577830576567229,-0.03714091281711417,-0.0006718887463994592
EREG,,,0.007278223602458318,,0.012494921369934197,,,-0.022229438093157045,,,-0.007855378761922063,-0.028525268762896315,,0.0006236484512998407,0.0020772732257795146,-0.023689009415859958,
SPTAN1,0.044492082671133866,-0.029272305051318462,0.058137353844375746,-0.027754944486037735,0.03747884646937502,-0.005049928498431139,0.010636333465302263,0.057453883813610815,0.004972071487900126,0.05790787884676543,-0.02452481274510106,0.05411311938859388,0.03942558413957464,0.043574946818442026,-0.04186291126663307,0.009422919682289274,0.04999384851274959
PTH2,,,,,,,,,,,,,,-0.043402610978292205,,,
LIPC,0.022444115088362502,0.015361104257305283,,-0.02043491492384663,-0.022316365509742708,0.11012027602793376,0.0040135469065909245,-0.013116443412296244,-0.008107418503993562,0.006994268193285219,,,0.0024321027096725774,,0.09858616254104649,0.02919939941383617,
COL8A1,-0.007727476718546945,-0.033677014655661586,-0.04525142221967172,0.0032162986047122115,-0.0010599791175225951,0.01258103915974949,-0.008173574902342124,-0.04505803584311218,0.0008059697137616157,0.003726658927173279,0.030865624622112373,-0.010885512397270198,0.052867212145287674,0.02442399068768278,0.0760018888501613,0.04396455977981354,
GSTM2,-0.021099978635920946,-0.004259656855920924,0.05407399696632403,-0.02347718508514708,-0.04518726308699054,0.00751178865057001,0.013914680002834655,-0.03535619515578501,-0.014234232690227057,0.07684962362198029,0.004667819627271538,0.020705526256799955,-0.04336849542632505,-0.008834558399380677,-0.005612056555833364,-0.049322279359774464,
SPX,0.030579944972825932,-0.04235536147780418,,0.022181031839589724,0.0425383133783265,-0.03413497124782886,-0.050120568809187395,0.064460363950782,,0.028945502619752612,0.027236287400579658,-0.009607731804141036,-0.04504876450617132,-0.026403031544892687,-0.04157667327546667,-0.03630361497103278,0.1130972903093184
MFGE8,0.014450726085770619,-0.03214957299409542,0.030428221714146317,-0.010527015577896716,0.02161433428894528,0.03873949238375909,-0.022500955046459235,-0.013601032426177002,0.09838870599608371,0.004134683491262465,0.060099321290199806,0.01698630908576751,0.06569318138406992,-0.040134993709549975,-0.0004868668370540967,0.014517802172366064,-0.05891019600903279
TGFA,0.02294912460200372,0.02344967921087993,0.07749021518234134,-0.012341275205898526,-0.06976920322604892,-0.029619018792182917,0.03386634804267285,-0.016029511945867214,0.0397290487508649,-0.03878939307789464,0.04781345166835687,0.0033057501230673663,0.024595339377213404,0.08057535801419587,0.07428728696973635,0.01395372320487571,-0.08022618669811239
SLIT2,-0.038205687564706596,-0.03355555393361366,0.10248277891638549,-0.004414602285094742,0.10642166610317616,-0.05971727156515534,0.040415359915610696,-0.010899145497631577,0.064331058967914,-0.028158511022641986,0.03578888594278378,-0.02095976724949492,-0.009486509432312091,0.04608106126216384,0.04032747027729219,0.026603750262317684,0.021346079938327697
PLTP,-0.03262683716685911,0.02137745795706577,0.0009182879895234548,-0.02812152024536215,-0.055750363404174205,0.11412944710105095,-0.02043669366893706,-0.049263343356070244,-0.018256468938334224,0.05550203958907237,0.047331953508086264,-0.043450878999887754,0.11999965372536588,-0.07224245238826955,-0.076228694079246,0.01835099914598158,-0.009302326248104188
APOD,-0.010917560412836796,0.028098341268616097,0.06147718855650355,0.026669506800860398,-0.015253130269847454,0.03375471906249366,-0.01844816412173193,-0.008509517004146138,-0.07709460786558603,-0.09877286001295438,0.05366534979539469,0.0901551477575403,-0.06635257952681317,-0.04699236136787001,-0.0320556484297392,-0.02660283321787508,-0.007096389595008029
B2M,0.003756768681201908,-0.009224199909544624,0.036195704151662185,-0.0177790713283605,-0.054238401001548336,0.13824707063390124,0.11773548470921745,-0.07490495384168834,0.09261738630457372,-0.09303888076479645,0.10789233073855392,0.037577998397711844,0.09345819715364616,-0.04156106098777585,-0.012669410033124669,-0.00548888974836511,0.08788794191304439
OMG,-0.006162009020082826,-0.01369337008768871,0.08545023082828715,-0.046990774767919664,0.044500394898631036,-0.05435153455481914,-0.008157447245463462,0.011285810929724137,-0.01652445250834918,0.004473353300966917,0.05270811223100112,0.12002280898977943,-0.01372687256290632,-0.0479479692158928,0.06329855957394376,-0.044054770665726065,0.044627924698632165
CXCL3,-0.028813908145088878,-0.02645746865294968,-0.005255268171883861,-0.003770460930517675,-0.04329915399056207,0.008870126913135285,0.012726764574872098,-0.0312933758247459,,,0.04621830227437511,-0.08733505679474213,0.008882539000808957,-0.019473840075502517,0.01951167165466516,-0.013869051130788249,
CXCL10,0.01929490106750474,-0.04315908899521043,,0.023528724791793493,0.019114480126693728,0.11314617920928396,0.06549863735454488,-0.007512817894141125,-0.09543722365830257,0.049033591483829096,-0.004202366366892577,-0.027801251722813888,0.079405487894505,-0.03492660319868481,0.013510707364598598,-0.03502722738595788,
RSPO3,-0.02941715391626935,,-0.006561656001894348,-0.01320544435974596,0.09273957356593962,-0.0295105166955359,-0.014739717765032528,-0.04774219458062437,,,0.05760301006229535,0.05572779251510551,,-0.004809187901633732,0.07212576337861433,0.013141058691563186,-0.030552607794963
CORT,0.0540244212447536,-0.022983244591468072,0.052664775171651905,-0.01959989941781131,0.13802664239462997,-0.051074560799479,-0.042544902516819416,-0.05439493735732367,,,0.05698610556748694,-0.021690014198107784,,0.028560981344647633,,,-0.03262523655197456
NCAN,0.016806490604405623,0.0008400214478209584,0.035690596828665926,-0.03747452913455915,0.07944055469327771,-0.005010597539181096,-0.043868662767962585,0.04419341177084706,0.02676107597756753,-0.03581315328273031,0.0028327146927956755,0.13385577831563147,-0.005753523612248249,-0.005492702763302425,-0.039138102855248914,-0.06933892698580225,0.04096643407880956
PRG4,-0.03256829509353095,,0.09856798091816214,-0.01303320409857979,-0.015978427733617732,-0.025564125078609147,-0.021847443714951825,,,,-0.006374880590487551,0.019766486144999765,,0.03541254369083073,0.07068449546129627,-0.02863891398406595,
ZG16B,0.0272980032769467,-0.015485767111132,,-0.015126627313888462,,-0.027600581157969234,-0.01167950236366265,,,0.09709681408330419,,,,,-0.023181304710507635,-0.017553392425422348,
TGM2,-0.006342544164039543,0.06446482281256613,0.052504106615065556,-0.02019234185476237,-0.00224940666738404,0.07219701221435638,0.03672168629760641,-0.059705509097470064,0.054276121065794575,0.0028556623280984877,0.09318001583024145,-0.06266348648993236,0.1097717120476268,-0.018831483311571525,0.01991563050364499,-0.025124664924943512,0.011190560949657832
VEGFC,-0.03259702136533746,-0.01988432132022405,0.007616003287855198,-0.02322865947095568,0.13978934396500992,0.035421764974499614,-0.031450018329172214,-0.02511916825538032,0.06573656751988148,-0.006588466231067058,0.09686317017118083,-0.03383497480321987,-0.024031200062847077,-0.005975190854573111,0.022455125969459287,-0.034139374788246565,
WNT6,0.04429692028751659,-0.014321186642479979,0.06766243293924892,0.048206928342263304,-0.022016735101030624,-0.025138969537483277,0.01759283927490621,,,-0.021983551796625478,0.0988870140721894,0.0006938119906320557,,-0.02275409789811315,0.060926868296584676,-0.018137920773205432,
NRG4,-0.019946093913740855,,-0.027166903255218516,-0.015862005603272496,-0.02275918076700642,-0.019528797739272342,0.02761326022346643,-0.02798423979670158,-0.03710847439816781,,,,-0.019296706543988934,-0.02445012861953306,-0.01859126551593012,-0.027276650868039973,
PMCH,-0.008197944814331375,,,-0.02197835409582417,,,-0.0009645256365695977,,,,0.1258665704980338,0.025187480091824442,,0.07235529311769237,0.035987347786773115,-0.005743480474342455,
COL9A1,0.03617894253384732,0.001756941893478179,-0.012262656816457336,0.05487923641004276,-0.014159288508372619,0.041584484024087855,0.043690694978664284,-0.02192127645646331,0.0544108987799505,0.01597587445784705,0.011405864908596356,0.08671203782515705,-0.013368154036790208,0.03852239958833132,0.0027286326975969975,0.08590246370700587,0.019814771169273597
GDF11,-0.01964742078811618,-0.023033552713878074,-0.010568051373288376,0.025137275060315798,0.015254452913491858,0.09812918328286466,0.07078587297478704,0.01305915396547382,0.040795396292776134,0.06991929909158924,0.010903701367391848,0.0057829198039678386,0.017930644919072983,-0.014211867696490873,0.043882034157583766,-0.0026153999185536125,-0.08702107351224442
RAET1E,,,,,,,,,,,,,,,-0.020394486176470664,,
IL24,,,,,,,,,,,0.014981668589218278,-0.02039676506204384,,,,-0.03049438826608218,
SORBS1,0.025815159964147433,0.04297500929487034,-0.004319253765852105,0.057666923185737066,-0.004692014438709308,-0.006239170430042296,0.0032068997091022127,-0.0749296156922966,0.08137284891037698,0.02916675516338835,-0.02895620548596492,0.04392468815598418,-0.00928507321943844,0.03462338525550928,0.029300617055271386,-0.02406845648442826,0.06476160936518992
DLL1,0.03779986134971862,-0.028909679792861485,0.036138261011413854,-0.004628649459963536,-0.019605083354217047,0.043413578530945685,-0.013473757615094943,0.010642689663417195,0.118086787368494,0.04559420526378614,0.02712129332694308,0.13065678553227844,0.015944292314777633,-0.0013695835630301758,0.026330781476492628,0.018875642111613616,-0.102341209873298
TLN1,0.04199684657474653,0.06438678304998877,0.024493171533864124,-0.021108847638913523,-0.03009281850991207,0.05196095914273692,0.01571208859328619,-0.04369590601621325,-0.020329058686294935,0.029980938427944286,0.06678940238591924,-0.0508822937780572,0.008406434785622634,-0.024577552788592753,0.004787812598797328,-0.017547896150690214,-0.07665209768009358
COL2A1,-0.029168499127454728,,,,-0.014271159922277756,0.04355472984963107,,,,,0.07448817867262496,-0.03730653368398498,,-0.043356492957949105,-0.027056571967521405,-0.0245747983719387,
SHH,,,,-0.013543638928931998,-0.01581959010775194,-0.01854933635614522,-0.012047206039642645,,,,-0.02654811353684142,-0.025444574290557763,0.003918687654265953,0.06524574293178159,-0.007531310435954531,-0.028452171469836182,
