,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
CHAD,,,,,0.04129286788629545,,,-0.033799627484483216,,,,,,,-0.005017707271708642,0.04515368309897277,,-0.06609849119420655
RGMA,-0.06374658461376462,-0.019459924107815274,-0.0250583173281593,-0.05282718784605385,-0.029233806962023066,0.2934317557685793,0.05179519462337807,-0.05250031187375566,-0.021061499837210985,0.025299679426472592,0.053462508667346316,-0.01700472416819486,-0.1350409571485538,0.08705377636934936,-0.10417113048166449,0.057243102259759544,0.036990221130444055,-0.0790913480030487
CLEC3A,,,,,,,,0.05639106885595001,,,,,,,,,,
WNT16,-0.031788304812430605,0.02625143198358084,-0.0550741481294065,-0.015361943248282219,-0.02420268595060806,0.12708957222276474,0.013477036837222834,-0.02460057814610835,-0.038770018366565996,,,,,,0.02642838736939019,,0.03898090062876769,
CX3CL1,-0.11831968981441467,0.004407470017720363,-0.035820424545712645,0.0901320004894272,0.02266195054433896,-0.0007300931892906918,-0.0023476247255946967,0.002576168836435652,0.006348133906265017,-0.015969044929716337,-0.007452233383323036,-0.056158866453383124,-0.06006104736215295,0.14612266251129355,-0.042514998144651525,-0.09599232320355752,0.04594465840901231,0.07699651367442793
FGF1,0.1889296714511287,0.03849794470433892,-0.032603161339167054,-0.010639632719411289,0.013312047898048027,0.1306694852807687,0.05698129742253505,0.056631981108069746,0.08823887326213113,0.09406010302227637,-0.07193303607697206,0.03077752162019235,0.09044733918493537,-0.07388591444338821,-0.013095417428159268,0.21374188071452183,0.05217482853817449,0.06601662303824934
ALOX5AP,0.13682352867746855,-0.0023077229341815606,0.07419651075467742,0.007973934433397667,-0.02471436967888258,0.2984241763939872,-0.01297007295703201,0.058405427028509614,-0.04179256608867728,0.06276715183873317,0.08831269362307607,-0.06444052474683525,0.08904431940498074,-0.015463008245321017,-0.0015635425911680648,0.15131428860867896,-0.01128605723777903,-0.029220676440628746
IL1RN,-0.07945920854037311,0.013629416873854282,0.01567633720186448,0.05341772399340609,-0.03569628656288028,0.02190706010987067,-0.019574806380099077,,-0.05108181179200982,-0.00432534068531259,,0.006107734825315173,0.0179259526460304,-0.07253150461680674,,0.05698589235076679,0.09427373059552376,
FGF23,,,,,,,,,,,,,,,,,,0.051583845033154614
NPW,,,,-0.03777095454519753,0.013662993633242953,,-0.018799435345715144,,,-0.027424272662302716,0.18854370246335134,-0.06338996727667214,0.06842720252731407,0.10181367555525656,0.039016155200278506,,0.04175025157008201,-0.04360734188739506
CXCL9,0.12351944781748285,0.01966012123819325,0.04307818236531827,0.018342845702013937,,0.09013476125581267,-0.03657511357227054,-0.0402206039643141,-0.004795210068624751,,0.058413311808662646,,-0.03895113990374597,0.03853872951115956,-0.051826409967526486,,0.020780488081098034,
ANGPTL4,0.01848832292801404,0.009806291100976923,-0.0059773801760766125,0.04297303147510306,-0.05088347935492672,-0.0922373319422822,-0.031490537349115305,0.053528626052759085,-0.011847864346559041,-0.09276632409456863,-0.022862204590246748,0.10117930667036115,-0.049638493990067666,-0.028027574137753173,0.013004403650999315,-0.037756308557825816,0.03233885878241702,0.03592932961220673
UCN2,,,,-0.004403425304171836,,0.05186126249981046,-0.021233267628273104,,,,,0.014254539774883966,,,,,,
OBP2A,,,,,,,,,,,0.13404787108378638,-0.033459976908331586,,,,,-0.018390837834902314,
COL4A3,,0.00557983571886599,0.08954663414032078,0.020673419209240783,,,0.07565383655730748,0.010554454370320975,,0.009890625265444883,,,,,0.0780326973152754,,0.02490171292699866,
NRG3,-0.053838329725899046,0.005991183313533529,0.03173136907299117,-0.02563080668391612,0.03613578027881278,-0.18096516447971317,0.03482107404843791,-0.015436278944579558,0.11740744942875958,0.03052061825566194,0.02860421914871936,,-0.06892095955304534,-0.05219662160419321,0.04278495963512061,0.06294449320653031,-0.05268431314161568,-0.010535416574525145
IL23A,,-0.019489557263541044,-0.016592771567618896,0.05176407522349425,,0.04918793620699199,,,,-0.029356906235551955,0.0350825978590629,-0.03918156348005315,-0.026238439308760672,,,,0.021494752891760772,
COLQ,0.032751287223529026,0.05620155158073659,0.0013357478578156477,0.04664788404182663,-0.012128045598810621,0.07013193389223504,-0.000640169871624271,0.02771054658057186,-0.024731985890353254,0.04584361879314692,0.08014731954521316,0.08847956796743268,0.036924728374818194,-0.019297873195569235,-0.04577587815262016,,0.01613266054380593,0.10909682319324483
SCGB1A1,,,-0.0014437477486042732,,,,,,,,,,,,,,,
TNFSF12,0.0680887038492443,-0.030116374639454272,0.058405572130322145,0.0012354019600394044,-0.004012442109651428,0.17204554350937198,0.03747098052857599,0.04505220470842469,-0.08635321448464474,0.025585315498990943,0.07216038095679043,0.0964992396808234,-0.016341943037510947,0.1541368105607498,-0.038195093178396276,-0.0003929462716129518,0.06563345706485191,0.029472138985197134
DKK2,,-0.02041437858157076,-0.015297686263470325,-0.02657626768863027,0.13984514894655237,-0.1018741869965971,-0.02176939373220566,-0.02767605528367028,0.04425166794822981,,,,,-0.017179995571437096,,0.021320124234489403,0.021859596797256943,
FYN,-0.02023090492708247,0.020342259944351244,-0.08653239466008965,-0.05353923053683367,-0.00725033214312389,0.21704489962300536,0.028193723310817802,-0.0048903853887412325,0.0827865805906879,0.018412917737044825,0.03475326066105911,0.01706580301206239,-0.06259223584480327,0.03636592015083617,-0.03735408044246416,-0.07812989601864322,0.038757514108096094,0.0012867280058887875
ACE,-0.06358988535135522,0.07675839163182747,0.05383795045628638,-0.05167726531848384,-0.005860850099172937,0.32878937889506304,0.02199293871042665,-0.04196799197822244,0.02110678318053287,0.15414054627444526,0.014124900589779665,0.033778480259585686,0.02244637159051232,0.1586858346057211,-0.0968150500941821,,0.08287519368749492,0.12520563758183578
IL18,0.21401314721873502,0.010526795180158461,0.027311429666663032,0.029974192616286546,-0.025205907050182694,0.35380144178589823,-0.001031707682204989,0.042319284128403016,0.0024955508292032365,0.011359651924624686,0.0836353190939517,0.05461364693697449,0.12993442458579366,0.06581603869575364,0.02559527331998808,-0.004208747493647638,0.06353216060775242,0.026211976774987166
PPBP,,,,,,,,,,,,,,,-0.0077732803108433455,,,
CCL27,-0.019864242487754643,-0.012926401705948538,,-0.04107190194056055,,0.07772078190558734,0.0064198770194432,-0.007384157880814428,-0.03165337370943995,0.09158455098846845,0.11054384362588505,-0.044876246365934284,-0.11894759597264247,0.013738080643603223,-0.010726255321751836,,-0.029447618296791916,
SERPING1,0.09979091726364608,0.006281564186826043,-0.07959242826282524,0.02873880079643331,0.010007378466790081,0.26340304807334425,0.015361135967790675,-0.0003858144973665599,0.01969111343294668,0.0482167894697927,0.08388155567623204,-0.08422604908052517,0.028813441437700118,0.027535359399398204,-0.08794426480678146,0.03805833301279844,0.05010265393822131,0.0015516984717579005
AZGP1,-0.03403836043371914,-0.014762044798177675,-0.017245959769968417,0.014149086216664749,-0.09184400423177451,0.055411119564254194,-0.009022682724043475,0.09681181846848316,0.08588895524103299,0.0015191975657331224,0.06187790447751163,0.07399334231964473,,0.09458843476940998,-0.0457008791853078,-0.021227742242258606,0.044673448743432924,0.05382630436583239
INHA,-0.031476082754263446,-0.024792734005250044,-0.004688991705574647,-0.018339520068591963,0.033758919914109516,0.11449908902216425,0.008828010986923882,-0.02925712605255425,-0.04374324113538271,-0.011730388646371433,,-0.05534236944670399,0.0023967310126394767,0.007384305081937241,-0.07896886185646378,,0.0020098828645067034,-0.039354120379017685
SEMA3G,0.035970034959353275,0.019226222182639183,-0.035826598090079244,-0.04310844457602502,0.008690757855248693,0.06544993294087116,-0.008202260117599275,-0.0006163520569510088,0.03935426382073666,0.07746004348904215,0.01787159060211803,0.03434330216874036,0.06747260213535868,0.07597779636216893,-0.0020013735521088294,,-0.014581915610249883,
COL6A1,-0.02644291754163798,0.0169785707242835,0.039455040396995725,0.006651180504482208,0.019786860950829842,0.3243866050347321,-0.01434208694718755,-0.03037045535972593,-0.011723187558891433,0.031405991838272196,0.1418376410728325,0.009958186783351216,0.05572072197888198,-0.014021924711850983,-0.09820267445354547,0.08701914782620011,0.05014708774175034,-0.0004214499233999437
FGF17,,0.00013629400058007637,-0.0401418918865163,-0.007340569194370448,-0.027749184136545594,-0.07116249069796717,-0.030847724811169677,-0.01967077563469345,0.003285375130529703,-0.053863372239001846,,,,,,,-0.017520827865431708,0.06787662298973089
TNFSF8,0.04011291615441059,,-0.006800040934659091,-0.03340937883066876,,0.05460730257246167,-0.017383769848995433,,,,-0.03760487491153876,-0.08749745946879936,,,0.02974189835918782,,0.03423062237061932,
FGF20,0.005519084866253578,0.0012718638997767696,0.026807403357346223,0.007705377579389879,-0.01863102911022786,0.06548209549007791,0.013225976586982217,-0.008884267523037387,0.004254734869210631,-0.008326950361662502,-0.013929354505229245,,0.03881553389704757,0.03282985763829169,-0.0029158858970165153,,-0.0026082113176345637,
ICAM3,-0.08333476860812986,-0.006150848961181764,0.044028757488078045,0.14369570460692627,-0.0126660186114064,0.16269416179914412,-0.005232189265408971,0.009620095293374457,0.008720179044803269,0.014744719965956958,0.13991448132014497,-0.03858992161575967,0.034781020573141044,0.1051200512901716,-0.01598869987143808,-0.04165312924852033,0.046943564402534194,-0.06680828603517089
LAMA4,-0.0666781957792789,0.05617990401154873,0.06195236881825181,0.023406074888029333,0.005959260666919143,0.34089561879161856,-0.041959270903884315,-0.0042758001038251045,-0.01842910887571494,0.11646325516832372,0.01196331183474448,0.028215978468978588,-0.0019711813992528797,0.09865657728009226,-0.08367347385071733,0.1612141550900303,0.06094129240705912,0.0760586075385498
DLL4,-0.0493214496460673,0.09326937387014632,0.05462348710005673,0.03708902755768561,0.012892860273965433,0.21358332503159153,-0.026521831492341618,-0.03992252348654522,-0.003955145432937559,0.03126463189927689,0.040420930010039754,-0.017708279251038333,-0.01033863143999971,0.15546669490185797,-0.04420334729761217,-0.012534736745282854,0.04490209948715465,-0.06245476130847578
SEMA3A,0.13920955041103505,-0.017620191013019836,0.006053890206195442,0.002440387830923744,-0.019751109040790332,0.04027964928491192,-0.01687044806374839,-0.020516510617816085,-0.04029603034812147,0.019719813781524757,0.043193275201136715,0.08710378235636258,,,-0.03754080700516761,-0.07247033053874072,0.02076118755955609,0.015518537799940115
RLN2,,,-0.0362781831082247,-0.03371650258174074,-0.01475605511097829,0.09955520736297022,-0.017707540313322744,0.03288645260565664,-0.03348197930399557,-0.002079642871813325,,-0.04563711651409849,,,0.027691677232773028,,-0.020221001054529963,
C5,0.03886226430770044,0.006178095183707049,0.030455140691304654,-0.002664451642779053,-0.04891122162771803,0.29346933980369316,0.04336046306014707,-0.004707581544149501,-0.013247596626567968,-0.007096517362140379,-0.020892777098426532,-0.09238463793567046,-0.08303540917042576,0.16262877173220894,-0.03214632151517973,0.002286971622154517,0.09118944337244926,-0.020059321175006684
COMP,,,,,,,,,,,,,,,0.05905007184591655,,-0.02497954108027618,
EDN2,,0.07753815961931536,,,,0.05930968843341253,-0.021502854897305124,,,-0.07844379836471074,,,,,,,,
C1QA,0.18589850346750536,-0.009086506212970741,0.02164077657660434,-0.04570448300219169,-0.06486946018817721,0.2671723390637905,-0.01709407733504484,0.026158484390732917,-0.003909306041684859,0.05923189407814717,0.02043904874453652,0.03987076739451918,0.07372771910882096,0.107211237239194,0.010696323428850373,0.0755556051098024,0.04618175911856102,0.0667077786280334
UTS2B,-0.02119788234331781,-0.015628766388699734,0.029157481212114606,0.00958661774317684,-0.01246031430287489,,-0.015306264403518698,-0.004618974467345245,,,,,-0.006978021779781371,,,,0.036302651860357894,
COL9A3,0.08368883650477456,-0.022916446650763724,0.058248998233955636,0.01551564524506364,-0.05327309590542985,0.293712476095432,0.008235607832757312,-0.016231269229909133,-0.003284266089860359,0.038138877414632864,0.01354615195284891,-0.015964443735918175,0.09898049156719957,-0.03676133734618661,0.027387862041149066,0.06846327381790365,-0.011656061202635218,0.08625597470163496
DLK1,,,,-0.01621619699401262,0.03844073934345993,,-0.00910426036676911,,,,0.20534081466803716,0.03125792122531702,,,,,,
HGF,0.0920841641259815,0.03743086428322482,-0.020577839703948143,-0.018742377844068524,-0.0068516050839518925,-0.07793189228197975,-0.0019326093978033459,0.010120125933098708,-0.015798463845519986,0.014157922952330136,0.10081477584270038,0.13068896302894156,0.06225975869424896,-0.00022815776998244008,-0.05236617687646112,-0.013021770418401184,0.035174009969125355,-0.06958976395443038
P4HB,-0.01011284642725981,0.014997572812832035,0.006312966894523947,0.04159403128640681,-0.010785954631453418,0.30943282795352267,-0.032525299465163214,0.022553919634359706,0.011885523733259178,-0.005117245138787713,0.004918661397748331,-0.02496278886590008,0.1042628433255857,0.05829197025344971,-0.07684792472289037,-0.034246419280684164,0.027203792626502677,0.044596200346246055
ADCYAP1,-0.036585874779682684,0.06696903810949774,0.03790941334710737,-0.017189774913582416,0.08595465551034358,-0.07097739407440556,0.00913568411935821,-0.025983533600056688,-0.013875846162400994,0.00311335753030214,0.07335841204725921,,0.0744618478261387,0.02417159274540842,-0.07437032906557078,,-0.0037710290706647574,-0.015461967737636442
GREM1,0.03720368071917328,-0.020543442410876245,-0.04167150028858914,0.012969952651049737,-0.010248559792933333,0.08432849962424227,-0.009568217300796064,-0.032372653364138956,0.06329725583152641,-0.027091414919745628,0.07049077409332484,0.04002910708436366,-0.052502505402522215,0.009778501989698781,0.046108585881245306,-0.007182981074157597,0.020800696033262855,0.008074025915130525
EGF,-0.0451508423385842,0.02984338404455078,-0.04804957553600312,-0.020315870611364643,-0.015875507908878952,0.15901029028742547,0.002172744551094737,-0.03755873083618732,-0.0371705465405305,0.04685469354234509,-0.009301151325951778,0.047436859194872665,-0.05774011150305484,0.002027111932137949,0.12291579075638714,,0.031796436959815474,0.007209357443206435
VEGFB,0.04908440136429113,-0.07386045810802602,0.030621313254416426,-0.0072037805272574165,0.03338613675692175,0.2072571495794017,0.0005196891996974209,0.015151377566918211,0.03401065950757214,0.012978339248737389,-0.005055566990332145,-0.007175428927180462,-0.019564029804479015,-0.05747516451123301,0.04671386214024233,0.05695595038459789,-0.02616453920785886,0.0582286572322591
FARP2,-0.08658115265181233,0.03420330801866087,0.0023275208942066254,0.023192424010772913,-0.015851186606018773,0.24176430888965125,0.008711973917441775,0.030947512514009883,0.014800220569735284,-0.005976380481990007,-0.024187142337694804,0.056126922876928546,-0.0013263460392729804,0.09076380354335513,-0.009674177117144004,0.04059623478665914,0.002837204014621115,0.035285412598350135
BMP3,,,,,-0.03334269685925246,,,-0.015307760451595284,-0.028373547206419644,,,,,,,,,
IHH,,,,,,,,-0.017470363974002465,,,,,,,,,,
LAMA2,0.012124544078842097,0.04225484581233883,0.021126737465253207,0.034649458967327414,-0.01020095812593071,0.2442309367859775,0.02832722849529519,0.03732059699900097,0.005965421097011609,-0.002686374276880503,0.11881476210897171,-0.0022669590859546525,-0.06430518225683057,0.12761550216287126,-0.13403917974990825,0.03957020734420966,0.020542578881936932,0.07558026105742911
SERPINC1,,,,,,,-0.016376320192669467,,,,,,,,,,,
NRG1,,0.05261310733271446,0.04191971448157805,-0.010473325586330975,0.0396993141244514,-0.09748747228323194,0.052684970631805036,-0.035595068901488794,-0.03988965629542502,0.014267412207479664,-0.008753760398564585,-0.029836444636371685,0.05097441751764848,0.06665649554155835,,,0.024328869451641078,
SPINK1,,-0.0016124757058588886,,0.08060809193447131,,,,,,-0.021147211853137903,,,,-0.12546049063831383,,,0.001128821239587395,
EFEMP2,0.00837778901064317,0.018954238340768745,-0.056355944463727596,-0.009604580677156188,-0.01997562786530512,0.2533304701792946,0.01086598073449564,0.005338858143215293,0.003085026161034168,0.02596530056373169,0.06825410378038504,-0.10525736591982424,0.0023218259345936343,0.14250233107057303,0.03056611636836709,0.016621053970556052,0.10602661561360112,-0.03609464427021331
SELPLG,0.02257100757206089,0.008135714627489988,0.09412247050690004,-0.01284172726685202,-0.02366205349572978,0.13874666372610434,0.0010331224552528667,0.00678926706643469,0.0345272912200511,0.023042527922634195,0.10974279208175926,-0.029563474466542658,0.09610765761142262,0.19333954186736044,0.08702966760806798,-0.013648899036857471,0.04924753648026774,0.09533655427550872
GDF6,,-0.01132130136252818,,-0.03777095781309847,-0.026476608078819477,0.03733767815196328,,,,,,,,,,,,
HLA-E,0.14255353454741893,0.021711448405176217,0.061892503631125376,-0.09081484359524868,0.028567725119517284,0.36963881896173784,0.0004105518982869052,0.00028572864738529144,-0.008547190790886002,0.006910196537380628,0.10087449395471293,-0.015071967786612508,0.008395631511487875,0.08562919881109161,0.015597247223771427,0.023263615709804068,0.04240183712998018,-0.006968503890025792
PTN,-0.2918575660282397,0.008789920326021593,0.019062661737822926,-0.06533843730546385,-0.07155798800705974,0.45366224045988013,0.006348821776624669,0.004744618987210074,0.019877809745755134,0.01227674530786167,0.12388709343185898,-0.0005078892608700053,0.16721565063977673,0.19291615307539603,-0.11968076434917728,0.14674647926047465,0.012948778420178499,0.04675664475516677
CD274,-0.016683902578665262,-0.020845761035694743,-0.010805963014536206,0.0861244739531671,0.0014559634928985128,0.16663855376804865,-0.011055164937614508,-0.01502435720272436,0.024707232948810425,-0.020986000952656313,0.12175270607509327,-0.06716363540440806,0.10356862103965818,0.03462639121950293,-0.04113021533666813,0.08809785836380463,0.022528334043232467,
FGF10,,,,,,,,-0.027842103847502322,,,,0.05329338420107449,,,,,,
CD14,0.09425915348853538,-0.02088871910151513,-0.03108008543501773,-0.030260759500422073,-0.10120326148239171,0.14884462925957137,0.033856954683571784,0.0028012361927613775,-0.017748840360910602,-0.007857780495013043,0.07665779174651124,-0.08035606550692975,0.20728523863695955,0.059649950414646415,-0.008996205379417302,0.11444103299718299,0.05521952090467539,0.09700650141633121
SFTPD,,-0.02356538473715383,-0.0017017108749583624,,-0.009705813846493008,,0.034105644939904735,0.010765343312108452,,0.05332665582591631,-0.07660098653489396,-0.003545754164958315,-0.016767845442201983,0.03172820918269075,0.041838259433361946,-0.007258519375376045,0.05263556247437443,-0.055414345070359576
SLIT1,-0.04893313036494854,0.008696491415060771,-0.07801928572718925,-0.010106844936355176,-0.041887279325143745,0.03068512031381302,-0.01428118679246663,-0.040680357232036564,-0.021933390915296246,0.08608784924974813,0.03953390964293186,0.005186417339098554,0.09358386103269024,0.12211672741009219,-0.046897338886244665,0.014450991799330805,0.012277912150028155,-0.02763194761798559
LPA,,,,,-0.027288357686672437,,,,,,,,,,,,,
CNTF,0.0317691965863121,,,-0.026576264956583755,,0.0787060814430768,-0.01395947562650067,-0.005967252256993447,-0.045377408173710936,-0.04531175267444049,,,,,-0.04818071266093896,,,-0.008320930037349098
BST1,0.006879807590016928,0.00834449264904946,0.04926799684222651,-0.016416077478487834,-0.0439417691862251,0.2497820616672657,0.015881836674249042,0.020072950137612018,0.019931076309135376,0.04394100975953986,0.02545332040240267,0.06530631845665423,0.027829838874894396,0.09539650158163077,0.011296245896053223,0.1072736436949954,0.04988043719502843,-0.012757094069316913
AGTRAP,0.030410520520108814,-0.01379456322918291,-0.00210962087896725,0.0656477821690704,-0.021215295665174955,0.23170237424697454,-0.011110963370891689,-0.015925565824376292,0.02921584999787846,0.0741608746732601,0.03904212006482761,0.011589219567102703,-0.09164405344302744,0.16369620558834605,-0.0228999594344736,-0.02475854969369419,0.037213392891768705,0.06255571911628749
LAMC1,-0.131502334669417,0.01685860755359748,-0.007373611979685087,-0.007053951559923667,-0.017751485544867576,0.3452446279816686,-0.05487694653359954,-0.01395998944031526,0.038972263275454416,0.07060468177433236,0.03683823167851337,0.013925572507005863,-0.024234673000302045,0.04740739123552105,-0.10237709197893778,0.06633687044421432,0.03657943118083947,-0.04622479038151231
COL6A3,-0.040361365586200876,0.021732164549889205,0.037253481782292076,-0.0007510484980641329,0.011896092263090633,-0.07209246080284276,-0.0289424014742642,-0.007937930170975063,0.106262178860252,0.03817092143558888,0.08430550710852061,-0.033376054100178014,0.013355248516221815,-0.01919856459019948,-0.06763654332840183,0.04776377979411879,0.027354091799610365,-0.04304965653061523
FN1,-0.21407730314991405,0.022422708737970795,-0.009547342711201202,-0.0201082014077348,-0.013618517213205774,0.36942879512451265,0.010573289496663174,-0.017349471929359695,-0.026455526651727297,0.08516024406428788,0.06102450444569055,-0.027420141134862436,0.004674227363773516,0.12142787681993131,-0.1434356446868279,0.07639370346037698,0.038142879280976864,-0.13438920164344706
MIF,-0.06268967189282962,-0.03449958710164089,-0.04694387809878154,0.04515388442172363,0.0674772553127583,-0.09087046623606926,-0.05486645118564653,-0.014778065326855412,-0.083987592050436,-0.07999272666506786,0.019582920723803965,0.006039001306897083,-0.06754261855237444,-0.007448319176986003,0.08853741152777315,0.045401322337058195,-0.03642287813940018,-0.08974943982976179
JAG1,-0.16978938172223787,0.0631646276338662,0.012094326904514873,-0.013790690772824068,0.009185715080468634,0.46805592456999473,-0.00011179994417237805,-0.027911317306374434,-0.07046666449663293,0.07285933761492977,0.005874735612825521,-0.0264533829739241,0.12681405557617004,0.0776890252222629,-0.024977132601450198,0.09651368263418028,0.03150244275511335,0.1253244245562806
NID2,-0.05738853538457747,0.043671674552220624,0.0012082645612152012,-0.021063111822837727,-0.04242307434782245,0.2807909759133,0.017089188353698173,0.029184080935725942,-0.036650407522238485,0.06715162927310032,0.03160118199538472,-0.02255849433971586,0.004830156766102841,0.15778337061939685,-0.012431300846981705,0.040947318481337806,0.04409342834948011,-0.03801947212661015
EFNB1,0.016077416901257385,-0.012386006948691368,0.026598274927051482,-0.041978294253442044,-0.05541509532547859,0.1586305401146777,0.008617911908351605,-0.01516958753335727,0.11506895319494521,0.012165671692170987,0.051525112067224536,-0.025094861849910062,0.08758292258147432,0.08671856990025911,0.0010100407350437128,0.06830806287928202,0.008987618768439518,0.06040513231207729
COL4A2,-0.1664360761807558,0.053143181076239,0.03022409446397925,-0.06912076612162187,0.04432527796690255,0.3564334693367447,0.05539804034918864,-0.010097363193550693,-0.007730395284148436,0.09458614904708516,0.038384599063796834,0.009929226971110343,0.014231368206937694,0.11474488474882902,-0.1438397496167252,0.046375058221753536,0.042762235853425215,0.02522475900394394
SPP1,0.35358361203413885,-0.05085595380954996,-0.04544062984887231,0.11051990097805016,-0.07476437206481532,0.3188104529373847,-0.04213598121384895,0.1484936493190008,0.025016092140557018,0.0037975542166081527,0.2239860384410068,-0.016486632535688633,-0.021043818792657067,-0.0854276652378994,0.08107821826019405,0.17941638056869044,-0.005318226357398344,0.0979359205957729
PODXL2,-0.057705529630009744,0.01526284516352652,0.015132571523101114,-0.00964672176108748,-0.04739547826611782,-0.03243664566589543,0.05213606335881705,-0.005767632878178634,0.00665589512456268,-0.01481860394009533,0.019951456290176445,-0.03879425696871734,-0.08826484299550741,0.1718961645036149,-0.003974765638930571,0.0256164236522007,0.05604062206600338,0.03374929896969472
IFNE,,,,,,,,0.03185566430365447,,,,,,,,,,
FGF9,0.06840123692754033,0.0017969826376174134,-0.00610707881725857,0.014840562412037758,-0.005018157356100533,-0.1854813938219385,0.014225383135694289,-0.00454695367295013,0.01510983471640014,-0.022156212800112637,,,,,,,0.08616961951815749,-0.023190554819110278
ITIH2,-0.14240833192778762,-0.024683314067635947,,0.04397643071397757,0.15927951136281776,0.047822978310727,,-0.04716398469509087,-0.006959262930303264,0.05340536911060451,,,-0.013928877744167784,-0.050600266771439126,-0.07180790630235942,0.040172278042142254,0.06313350205838611,
ADAM10,0.006565276380569938,0.0230888534229361,-0.018793130097385723,-0.06264330491163528,0.0006299563010975485,0.1677659443081831,0.05790344256597875,0.034275587055142706,-0.05100590769129006,0.04126262804236487,0.04676109023883361,0.06806128349001256,0.051871638162937564,0.05337306584941486,0.0012618689850478972,0.043816661302232794,0.06587409867549204,-0.08734111871966067
CFH,0.09580243989877109,0.0537336105261913,0.03978513193070724,-0.02637115960265983,0.011343314253555125,0.2047083766426187,0.021317512076014136,-0.02789823618366086,0.09233541856880721,-0.0005592491856517851,0.04546193579813987,-0.05561794858056817,-0.04175864126457206,0.20967923621570936,-0.06902125528385401,0.061579240828478585,0.03275401180237831,-0.0760578020141431
COL4A5,0.0802705902021345,-0.05140242374422415,-0.021464487763061087,0.04705074618628766,-0.032666653149704884,0.22895125968611868,-0.05317033218073132,-0.0008378108692917818,-0.024743066194698054,0.00022172104334737,-0.018224715246585983,0.05484391605914976,0.06518392685002368,-0.047029018377412,-0.10883851118043907,0.08687850971793079,0.06034933749966046,0.143185473678486
LTBP3,-0.00661615304227113,0.027935044290405685,-0.0009969551003292947,-0.053911999178897704,0.04706485715369064,0.09005057232018697,0.031163597070158287,0.005535229042181641,0.06079259450830396,-0.013965114774375585,-0.06306205545591163,-0.03613658879472349,-0.007737610974271791,-0.011395224541216007,-0.12898553778749475,0.08608362542416839,-0.03896170874481293,0.005775053451269279
GNB3,-0.11549233542174571,-0.05775106836055342,0.03896898447345914,0.08899141408571994,-0.02100717253665523,0.11168343424977561,-0.007588182207182446,-0.02228645192654822,0.09002620246796683,-0.02540069779521972,0.010115599548846818,-0.052670837548190075,0.006766060507395578,0.04538662580576629,0.006660134516246713,,0.04942450062422616,
COL6A2,-0.12564343975155604,0.006637555135010777,0.057826859721776896,-0.020677182641196237,0.015330329346911621,0.1700959910786545,0.011361629430799564,-0.002099962232138086,-0.0004704079704633538,0.06644055962243649,0.07998496171545315,0.036043520852105826,0.015361993376603711,-0.004303387511435114,-0.04357441613246716,0.05504031823873475,0.04256178268529695,0.009291952567662421
PLG,,,,,,,,,,0.011982682985659956,,,,,,,,
GDF9,-0.10849425359102226,-0.03743409914414832,0.008483334549580465,0.02977395361442276,0.029058055525008196,0.17514010327617247,-0.011531202124488034,0.003493769404392339,,-0.003901454225289364,-0.030042271173370824,0.0002339108312415861,-0.014843336618150172,0.011289911124967822,-0.0145099575533282,,0.0005409940351631302,0.043413702181215715
NCAM1,-0.030773911656972918,0.0011965497404796911,-0.06258632159684631,-0.047993795445932415,-0.06645510279224819,0.0027578609635315852,-0.0005231717854486862,0.010248183717495217,-0.005446542371008243,-0.03535819116628374,-0.03040018944391568,0.010415496183268097,-0.1746045941755389,-0.12488746222749006,0.053277817198508666,0.03794077814212892,-0.0035045934889770545,0.05951385865357381
APOC2,0.1766372037616231,0.002336681379970722,0.0747408331650077,-0.034801709178247146,-0.042229801267937676,0.19821690812496626,0.0031881716733954007,0.023371339503751927,-0.029096224941106065,0.10057747095710656,0.15416136901877492,0.036431791067270944,0.04370717813786884,0.15088793085414878,0.038305107698489924,-0.04944274193719786,0.06811887084077586,0.06767864311159848
BST2,-0.1918605295474429,0.06428841399727245,-0.01045444655953394,0.04840298465674169,0.01939615163340589,0.4226002668989692,-0.02340355130945997,0.011277190320922744,0.04903233582549246,-0.0025322824912989237,0.12113619421321171,-0.038975588180177594,-0.11093506004114977,0.09081545686356332,-0.0790623993817933,0.07556775421483986,0.019708179613885313,0.012529434899204276
COL5A1,-0.017301256279625764,0.03334145489110622,-0.021693003852932675,-0.0066959350350497245,0.009705708521216562,0.1524912972092039,0.025609476632018766,0.045187680629398014,0.10083836685040934,0.06476560395782376,0.08152445261748346,0.06257015786410508,0.07791553974257533,0.13441621799717537,-0.09774254917180074,0.20111226865299453,0.027261553305592906,0.007981280178274038
CALM3,-0.036168683943354055,0.06528787812801498,-0.09021701541097002,-0.022090206873144624,0.08926843881938201,-0.39347622992471387,0.03617778148171811,0.0006893119278405753,0.017555230752601163,0.06325243371417105,0.04209878967755479,0.0266405895982213,0.016186640457283005,0.08584261569756833,0.05099305418989594,-0.10661451357510318,-0.016029723691474023,-0.008226140972654753
