,UKF251,UKF260,UKF269,UKF275,UKF296,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.055472184377403796,0.00839546145032152,0.004466074777047094,0.02963433694590059,-0.03586155903717576,0.012413244177489308,0.04088475120014347,-0.024659921059301145,0.04712839263552625
CCL18,,,,,,-0.021652672414044272,,,
CCL17,,,,0.014109218346152514,0.0011894362135501195,,-0.0035787455692803155,-0.012910649785155529,
VEGFD,-0.01726765295281577,-0.020412469218674286,0.06710070531367106,0.10084500926714544,-0.012105159663885772,,-0.025334480729236754,,
TNFSF13,,,,,,,-0.025759151462380257,-0.0009468960728989875,-0.035429679034421936
WNT5A,0.041906224414787724,-0.00405790302552692,0.054432707929309244,0.07118446050272285,-0.07137987623759487,-0.05164452318816559,0.03552360877352931,-0.04683317763245267,-0.027530497131550074
CXCL8,0.06407200756224592,0.041421221911002316,0.07763403067694238,0.006900145866921162,-0.011272851028851262,-0.01826791733072395,-0.004379866079063461,0.027305802485013738,-0.041916666030354384
GRN,0.02525820034360884,0.009591853601458904,0.024966917659366882,0.03575460990008239,0.03633819429125206,0.002466340950838848,-0.0752417673661505,0.009304885436745285,-0.09200424776259472
MIA,-0.015356642960508524,0.030915071196296454,-0.02768637897664351,0.008948981804429707,-0.01376706979478229,-0.004685585537430559,0.014626884689886191,-0.004318593306981496,0.006443147739056083
COL4A4,-0.025825299536687808,0.02887982014900952,0.016182079446408922,-0.008599906121342754,-0.023127582396493113,-0.027375743379684032,-0.00990973745566571,-0.0013579704387275532,-0.01264517203362311
TAC1,0.038874776512969084,-0.012947256236755834,-0.053949177563030457,-0.03427687709605178,0.02458302445420227,,,-0.016972361952713386,0.04235558664497392
RARRES2,0.018860584966863558,0.01591906757388063,0.08128296824954022,0.08221470204892507,-0.02697758426963163,0.025344890355302154,0.011515088014231453,0.043548044835079444,-0.0378933008825228
FGF7,-0.01948973928325289,0.006754694095237249,-0.025784992354814688,-0.017624798042752913,0.046505383806184075,0.03924417725801409,-0.023548840398779646,0.042731150051142405,-0.0414373067626975
HBEGF,0.017561609999442573,0.038949440176827894,0.008406004209880932,0.010508927904720411,-0.021873210932335466,-0.05876936164559781,-0.017760415741937527,-0.008095704196624332,-0.04767776013497207
CSF3,,0.01917729903165408,0.04173565157645824,,,,,-0.013592922520961136,-0.041652597975259796
PI3,,-0.00975549739329431,-0.015533292400067922,,,,-0.020409547614135222,-0.029532904832244185,0.009218159784747536
PCSK1N,-0.03793987201455332,-0.053763982825783006,-0.014001646527041885,0.03164138133182356,-0.10028481461504528,-0.02454311542713152,0.03157584691615932,0.083212885840243,-0.019273307152166956
NTS,,0.053388832930841186,0.0734079083790547,0.004722910199063617,0.01064971219525558,,,-0.02012926470607929,
SFRP1,0.031187382224977907,-0.02328709241183795,0.005878429354877234,0.04540882273680655,-0.016503013234945987,0.06565357062098416,-0.04404177742817702,0.06323711828155244,0.05652345778265599
CXCL13,-0.006327441220049856,-0.023077805969886473,,,,,,,-0.03378591500197122
MICA,-0.017164368830565723,-0.031680379775791516,0.013205481894000745,-0.018153710272219136,-0.04911844368940446,0.003004131485124279,0.0031763010084858065,0.06109058701706739,-0.024906582010925316
TG,-0.016393590150347106,-0.04197603090097745,-0.01664926682781837,0.023989572671044852,-0.011943158891519031,-0.035255613038456396,,0.0064238467030774985,0.020142853330856386
ADA,-0.03386697456388912,0.023059837312774483,0.015703598804817937,-0.006249137727400422,-0.019396650509304236,0.022343118333651144,0.0819929319391662,0.024547062872679888,0.04939520830683285
LAMC3,0.016763401714900768,-0.03523098934808827,-0.002091409001045307,0.02111908888683842,-0.058224351138643,-0.04147017166436491,-0.016932205315170253,-0.024510107052053146,-0.06892331386129442
CCL7,,-0.030596909927514255,,,,,,0.014418750935511891,-0.022447903547434332
NGF,,0.013246071104412836,,,,-0.01100194281317587,,0.017401524449716103,0.00807120228991801
TNFSF15,,0.008811601672789025,,,,0.0569627007895872,,-0.037635286315543505,0.025187350394739957
HMGB1,-0.03143259600563283,-0.005770415000625869,0.06261900048293487,-0.033719018474896376,0.08065527508908552,-0.003940819009462693,-0.007587790228315176,0.05966228717126378,-0.034348025733076396
ITGB3BP,0.03341440141364859,0.0040031109024597725,-0.010273951566095504,-0.018459072826912785,0.02587048794370907,0.08127111213941922,-0.015565960029208533,0.007190078395172744,-0.005927920345265983
AANAT,,-0.0204124721326693,-0.01244341551534497,0.056450463045420465,-0.013767070560541864,-0.02255216595898791,0.058361729997387625,-0.015070814964998555,-0.02543302502232715
RELN,-0.004141610863225591,-0.011641495798160604,-0.03651288536864908,-0.036844571042513256,0.011169432914733709,,-0.0083739670600596,,-0.00493327237065802
IL15,-0.004606812268316386,0.04945263592765766,0.02628724965267053,-0.0035883111586339,-0.029589946373386047,0.017067344231064024,-0.03700202403213905,-0.020565826874162564,0.06713687194175295
UTS2,,,0.019843420094067424,,,,,,
BSG,0.006511738180736442,0.05373882579452701,0.011298289867733506,-0.03138230974402526,-0.01688857819174842,0.016268504806168423,-0.025742487634832053,0.033455614585928356,-0.014249677953364735
ADAMTS3,0.00629620990834317,0.03712533924078675,0.0638850192542085,-0.04489886809775765,0.006059218320883475,-0.027003922830223823,0.0003781225587762647,0.07489192198433046,0.038973525448678006
CD34,0.015456098189697128,0.020094655616118978,0.022146289774690048,0.07054427163680876,-0.0034096384737033456,0.03483838170790332,0.020422995591210035,-0.0038872140352673844,-0.04754307178603269
CCL23,,,-0.014158631594259584,,,,,,
PLAT,0.0020292423617577146,0.005881742517228514,0.0064315446964862,-0.03989588081395676,-0.016753200335924923,0.02203719887990009,0.00251101572122307,0.04449479367637423,-0.017802390489818236
NTF3,,,,,0.00340697348255994,,,,
LTA,-0.012055897725588065,,,0.03660394662967965,,,,-0.02028304571656321,
CKLF,-0.08131865700468234,-0.04455829492703937,0.06033511941900373,-0.0090060399598476,-0.031387828556191474,-0.04985052977894496,-0.03107400683992514,0.0091625688508833,-0.028052624802236987
CD24,0.003082785895944965,-0.02944691815698402,0.009372132147921498,0.02968464261102245,0.042652318522943336,-0.025606759352451988,-0.04169202508628201,0.0001053649599784509,-0.032553406653329287
HSP90AA1,0.0191935216954986,-0.020158130343468902,-0.07528483953565317,0.11613787537302075,0.04427106070031125,0.029833266109402217,-0.0323590034470722,-0.02191872177443071,-0.0567488174845808
BMP4,-0.012779958305916658,0.046923950002248735,-0.028193290550960225,0.04353142152411294,-0.002190992515294563,0.06878185772005245,0.1505398953153582,0.0008359771810116881,-0.00392460096214376
SCGB3A1,,-0.008848669025768443,,,-0.011612658669259071,,,-0.029865996416172203,-0.04050920941400129
IGFBP4,-0.00047108206838417723,-0.028759419326938727,-0.001799445788923693,-0.021108943915953804,-0.027618289557681103,0.027866385108074605,-0.01331996151769386,0.04269095934094289,-0.060468297789170226
RSPO4,-0.019489735583127124,0.013213831567046365,,-0.02733965420353952,-0.011612656970645044,,,-0.01140522054583621,-0.032070037128071334
LEFTY2,0.09223846017271403,0.026897393045738977,-0.0060926032145185395,-0.04442492081893534,-0.01273342039422759,-0.02881975680328936,0.002646398363414347,0.0945136549066728,-0.04602407413048681
PF4,-0.010966477549302144,,,,,,,-0.020283041022915987,0.05383790232366484
ANGPTL2,0.07888187520172799,-0.024785055266229625,0.026148950684326475,0.016498294319426177,-0.043125012404164415,-0.003594547755807979,0.021836729806113314,-0.003682792767969769,0.03692330821301653
LRIG2,0.05975407213355456,0.00297300114256519,0.030380070794134104,0.029369809055580863,0.027692678737950078,0.10487746083057141,-0.0006135357694374997,0.004166024988745066,0.05204340135424354
ICOSLG,-0.025263257234891454,0.03080987768645514,0.030801499535310434,0.04693801770790818,-0.02203865436063408,0.05367744967209469,0.017434921466206302,0.057134989811413135,-0.023259080119470702
WIF1,,-0.005188844204198182,-0.05377067478915472,0.0060095825257661375,-0.02185261607314133,,,,-0.03372626845943441
NPPC,,-0.03403967647080179,-0.033503403869817996,0.014817225449336746,-0.016138751325400828,-0.02700387096757299,0.048811587996122764,,-0.016166840088233433
LYZ,-0.00472069396314595,0.017177396483067653,0.057352650612104435,-0.023542613403860945,-0.021776920864654516,-0.04059877071997219,0.00022839095971408354,0.011479633575833237,0.0329617673425115
EREG,,-0.01973210869202408,,,,,,-0.0306320902358947,-0.028923180285115285
SPTAN1,0.035113881488809666,0.05596620448811575,0.017781856458447827,0.09584076335705591,0.021544619731071288,-0.0023242668140805683,0.013640468547128904,0.030585791718501978,0.011015530251600493
LIPC,0.021762051857592335,-0.027163049405333695,0.1238447800383626,0.0005353370405909666,,-0.026314938402286218,0.13165196560962933,-0.025645440937811115,-0.03917668368781058
COL8A1,0.004604277373860179,0.0002214548381896579,0.03620627294120974,0.01253301968339831,-0.03487847784464866,0.043592270970944265,-0.005592168303991823,0.08725399283094977,-0.004597252718864261
GSTM2,-0.024030384736872582,-0.04797559677679926,0.0072849948276967665,-0.023099068839633894,0.10021283968884019,0.013176331646865228,-0.0023803430356391124,-0.023512051796930895,0.0022219616155517803
SPX,-0.042174105236164945,0.02772169343400038,-0.024923959632655507,0.017286658549609254,-0.05061530422951354,0.04625313518099794,-0.09244596114377798,0.014156520679463524,0.11361631108699521
MFGE8,-0.060455552816247385,-0.03692863546351413,0.028489276256654116,-0.0033531353874284592,0.01618169882635943,-0.01358751210193901,0.033702631543505744,0.031274939653942284,-0.1047243429700686
TGFA,-0.04109797486324475,-0.019470527601994456,0.057797530616425,-0.03205737816242496,0.022749569995221167,-0.013219632629787032,0.017439585284643757,0.016541528605205007,0.013851254783431844
SLIT2,0.021528974635968753,-0.03971080821700791,-0.03187751401507756,-0.020214084533743647,0.013428707721863421,-0.00828831469501122,0.005057035311486192,0.006605593115965529,-0.061576557337215454
PLTP,-0.011956857640091923,-0.09823940111209657,0.09368333880094576,0.07819073451788931,0.027883066245585897,-0.07803436121322058,-0.06093506275347666,-0.04077213981322789,-0.00048018591779716
APOD,0.030074702672565904,0.016604813969977823,0.03408163784451417,0.06377014267639744,-0.05171515111817431,-0.0023743601274903527,0.042025980140632524,-0.05469632592193427,-0.010760718604257617
B2M,0.05774967341295129,-0.02626300094977006,0.0667614517149124,0.04572616449033945,0.024392278256987775,-0.08697737064850508,-0.000353416515096378,-0.01957845623772033,0.05181565628564916
OMG,0.04621717098985444,0.0330143224230547,0.007983691250397825,0.053025529878049905,0.03989693287855299,0.03512152232200918,0.01618630261391496,0.08195084198305293,-0.016659497520781132
CXCL3,0.0647500323232338,0.02110872585887572,0.07548700006705479,0.02513910344788837,-0.012423088313622273,,-0.020923839320709344,-0.05797269557075351,-0.047571430994470004
CXCL10,0.0013059256506854607,0.02445706191354279,0.09466931524075296,0.05801474824091729,-0.018871580415354326,0.07921830981901012,-0.028188874727355193,0.016320228742406056,0.033183074170930096
RSPO3,,0.039649438957788746,-0.020432748080539062,0.001071877067673513,0.011570835496785612,,,-0.014454940862838639,-0.04698488081529282
CORT,-0.0195854344553293,0.05979020909855147,-0.03536344839051212,-0.007889893629492321,-0.026080148900673793,,,,
NCAN,0.01665370281449248,-0.00015785033834103695,0.0029111360378614574,-0.052891292667020015,-0.0197311911639286,0.027784895100832062,-0.02142121587747179,-0.08919785875781838,0.06191230621189053
PRG4,,-0.01944863386281831,0.00413478610986759,0.05319447428359521,,,,0.03510209167924593,-0.03496678386967406
ZG16B,-0.013196373364018434,,-0.019110330310230354,-0.018678159948055034,,-0.02507045827656556,,0.07486713148274106,-0.021431876902204234
TGM2,-0.001140861825187113,-0.038232569480917675,0.03012252607557504,0.005213773010682494,-0.004685273231595161,-0.03284921320207169,0.024157079000279445,0.020710152103476747,0.02603372197489461
VEGFC,0.061903105495745084,-0.004311554303197238,0.0902543342675453,0.005246444853461378,-0.02810295029635486,-0.032496292995738564,0.010863854138243055,0.0008724378537692524,0.0011988391995526393
WNT6,-0.012203962812672341,-0.02679834505454533,-0.01740593825798527,-0.03484672627278461,,-0.023842008764378215,,0.1103476833827705,0.024459173026042762
NRG4,,-0.027702035590393203,-0.004488939698724256,-0.012525368858661512,0.003440228488837272,,0.06962616281306996,-0.01445494248289264,-0.03330352387391404
PMCH,,,,-0.0056098436338189485,,,,0.11863281981675847,0.009877798163511428
COL9A1,-0.0064757500255159806,0.06976996923513246,-0.016696822499938615,-0.03839772241710677,-0.024599247544489125,0.03837293310499796,0.030356224399587954,0.04709254645503518,-0.0665578448460191
GDF11,0.08378873727227508,0.013582325456168526,0.006758953092216084,-0.0391779169840538,-0.03998372659424413,0.0076388066742714075,0.03904128879906597,0.04437309471107482,0.01036424676072586
RAET1E,,,,,,,,-0.01585696919859646,
IL24,,,,,,,,,-0.02310312378993508
SORBS1,0.037181984413616205,-0.03368412522949745,0.0011127886168635964,0.006970877306126839,-0.0209872885055448,0.10271469783383973,-0.0972444025995697,-0.01045444086583258,0.052804865950262646
DLL1,0.018011774211795464,-0.008102569600246325,0.0005817125736176127,-0.010164905334416942,-0.018692444671193326,0.11241953291632996,-0.02008160622662273,0.013246171014851532,0.037974968844444935
TLN1,0.08160560263822596,-0.010254682441765398,0.06762291129927224,-0.008772547597459919,-0.005016410398782974,-0.05028975968086977,-0.03561787559449925,-0.044872282447096644,-0.039852075781049344
COL2A1,,-0.017370580432150225,-0.01633761530412106,,,,,-0.021036824590539474,0.0029824721805995808
SHH,,-0.00841562505746369,-0.012843350753110794,0.02075372927061891,-0.013333403181912368,,-0.04660432390749213,-0.022146172604713292,0.051493717655494986
PON2,0.00668562230523419,0.019282838294651453,0.08127783994009097,0.013072449037568403,-0.0017649639420869404,0.0846420572890215,-0.03465925435233112,0.07354556047503563,0.0075000713547498255
ICAM5,-0.01570924095177265,0.0029841028394891104,-0.03192529686294356,-0.03167172210732142,-0.03375790703782724,,,0.025723710484139052,-0.051592621715275955
HPX,,0.03467822716562891,0.02522488610305147,0.01771801260973023,-0.01161265748537649,0.013032237138141261,0.03664060265038623,-0.019518289373431693,-0.008825461372964806
SFRP2,,,0.10419756412782924,0.01567266887125717,-0.03435751359893853,-0.02547446682889525,0.03871445620116069,0.0009467929576624883,-0.0440905210993402
CFC1,,,,0.13555101462198393,,,,,0.06017389788160251
CD70,,,,-0.030377976166225444,,,,-0.02205362656696942,0.048725737043522926
HP,,-0.013131451139696644,0.005887189909340799,0.04307499142219816,0.020082086264416942,-0.01599881983804326,-0.011086406221990936,-0.021623012955363393,-0.03055243317358534
CXCL2,-0.02024566865394922,0.06536477984749546,0.015874825978086995,-0.03935855543249496,-0.01613875006233232,,-0.05584234374152263,-0.007918599386519572,-0.014300899458740137
NPPB,,,,-0.00679621495171179,,,,-0.014662929298764218,
CCK,-0.004418246345622451,-0.006136823354297321,-0.08182623201251754,0.05657158701755063,-0.006830238754392387,-0.009366200570404324,0.006449985690932031,-0.019021777637546457,0.05255414834089313
SEMA6A,-0.01666416651010576,-0.0160799666087199,0.03258406022599917,0.005450064750088085,0.011254018060910604,0.03333161322765114,0.021982092336225712,0.00160897862030786,0.016318641142532987
IRAK4,-0.016461015297203587,-0.001521603142259704,0.08376734801333477,-0.02446325115238177,-0.027527941296332053,-0.03493816064931776,0.01478274312323132,0.05986822178647301,-0.018299221322569222
GSTP1,-0.03477712883052678,0.011976952358447245,0.0616367365586824,0.03816040323259871,0.005371099545688443,0.008573271654131643,0.038511027689947054,0.0037011267059848933,-0.010259759571664594
VCAM1,0.04229925503920699,-0.007835008546458919,0.07704838586888063,0.03380475914173903,0.034423281157791356,0.06833152917527484,-0.02747423098178976,0.08662644038700805,0.0023067392479070967
NXPH3,0.02913770059015048,-0.00211557629683735,0.05405326808213254,-0.01708295160478795,0.03577638400613886,0.021121947127952366,0.030155362739891535,0.02530303468737458,-0.08317091576613905
MTMR4,0.013868719241701811,-0.026293895111231074,0.022859043998821948,0.011674102493152623,-0.033420930299680386,0.002527865508711414,-0.07905408884077754,0.03886747374717239,0.03427486228855378
LAMC2,,,,-0.025912168781164337,,,0.0746482565534397,-0.027937376882008008,0.10770942697436754
IL10,0.00148741400209262,-0.016255057971697157,0.014889541313782827,0.018324273830715984,,-0.04313982322801904,-0.020668161563274827,-0.0002698689162416459,0.06114645401157574
SEMA4D,0.02376799135902253,-0.04804680505070454,7.429742148521741e-05,0.008239109876064543,-0.0027195793284591073,0.004067018162701247,0.0022323596207052027,0.013506588749963066,0.04732751844915671
TRH,,-0.017093968120524154,0.03897796545434977,0.029893416064582352,,,0.006068280135346991,-0.016423464132268906,0.02044620935975586
SEMA6D,-0.0421101100700127,0.023502978452511404,-0.01333618684626284,-0.048430552222992584,-0.018903334918484383,0.05367958312120948,-0.0010407088959460712,0.028816878914631566,0.008913241327634226
CEL,,-0.012147487670983928,,,,0.0074149666067476255,-0.029777695781125674,-0.017345327739524043,-0.019108450164570846
PDCD1LG2,0.033227477538115065,-0.028546701820432174,0.01332325165227062,-0.06333739029509845,-0.0006585725678817168,-0.004458525586289227,-0.04286473072971942,-0.011667282518218742,-0.001354747779253137
SPINT1,-0.03096331806993111,0.015731651483485428,0.040271082764114695,-0.03261283032789406,-0.018977637176620935,0.026214615026550436,-0.014667509446008701,0.06744765142511755,-0.06476064285518814
CTHRC1,-0.01830732140456084,-0.011442383983753544,0.021006862415886635,0.02347135227042452,-0.030167026490710135,-0.007689779365232465,-0.030323187480897747,-0.0055770642064123886,-0.06046492242988628
PODXL,-0.008876740216061454,-0.017508662200034636,0.062067931157125014,-0.02648048036585126,-0.010028760097436685,0.0019361660142065084,0.03918172916366223,0.020526584119974566,-0.019286534827729275
JAM3,0.033860198294655974,0.015570124115876246,0.061290641081515336,-0.023614038127707588,-0.023664019937076418,-0.009939541664020383,-0.028726977730578435,-0.02141526081165062,0.03220514688718359
TGFB2,0.016015855924703105,-0.025252213186809494,0.05444240542266489,-0.024400368255446826,-0.002697308712968116,-0.011058798326387056,0.054235999947478075,0.09822989147295333,0.08589719164670455
COL18A1,-0.017621887604062757,-0.040866322891440106,0.01983492039047481,-0.0070490912965059434,0.012369492518957909,0.0018734714725430095,0.005213162164961571,0.0005486759821417561,-0.058600576782103585
NODAL,0.016061794265130235,-0.02149403797982333,0.00514447203762103,,,-0.028785418998336993,-0.03223271547912826,-0.022477004206419696,-0.014543554989801782
INHBB,0.08571277675743948,-0.03233745164559435,0.11103047705214512,0.007301252398241159,-0.0044648303306317385,0.0010316174464234749,-0.0038325221950715016,0.04864983663850438,0.06961879910486558
LCN1,,,-0.014337205094468234,,,,,0.0076475399196288185,-0.022494407278287012
ARF4,0.0052403338276332005,0.006800699994983005,0.06560214238803475,-0.010716352993849274,-0.017496157751187267,-0.013846611622050154,-0.006495472892573541,-0.025977589414274478,0.002467626979084742
CXCL14,0.02739225632016299,-0.02423708055383961,-0.04339023869203449,-0.03759155865843062,0.013715367442637244,-0.0020420210248736064,-0.004980675760538671,0.0876752435319837,0.025435680134565295
LIF,-0.014874597757844471,-0.05179967309753734,0.07187335100282394,-0.035770618630314256,-0.013767070560541864,0.050835164109339366,-0.038900563837806997,0.02059831963907999,-0.01777024755587931
IL17B,,,0.07396182701396499,,,,,-0.028053743993026358,0.05636475973363035
MMP1,,-0.017093964391524316,,,,,,0.033497652089369966,-0.0569171486821287
MATN1,,,-0.015031584826941969,-0.02084188285119723,,,0.07089881998365347,0.0002242250414453548,-0.023177366435148603
ADAM28,-0.0020771609672487327,0.004128295874655924,0.11168798984041056,0.002268720105143791,-0.049043975117944734,0.024012643336871062,-0.012490314563376063,0.040242445359033416,-0.014845123480812576
TCN2,0.018742710687473352,0.019468805321997146,-0.028207329659425098,-0.0005990416432144234,-0.05300111307218407,-0.03410227827175055,-0.0499093172179678,0.04582555681077424,0.01844481371481393
THPO,,,0.029066785126523338,-0.0169422814348844,-0.014325944276220696,-0.02585963536162866,,-0.021623019537877416,0.08306371218586855
CUBN,0.0063226264238361715,-0.042931803512283095,0.00922471446372717,0.022244894618029105,-0.007640085334704478,0.05675382959713647,0.07526727770277603,0.012138813511627098,0.014649701300616873
TIMP3,-0.01849519124595383,0.046378725654478856,0.07877842338641981,0.04807871681340643,-0.04044841561104975,0.014484050550634892,-0.024397709070468718,-0.01989278701928578,-0.05200622358056609
PIGF,0.01672336124348293,0.0022792679137196613,0.04739386175072311,-0.009164442441442782,0.028073026794168218,0.05229564376402969,-0.06235425716592895,0.015484448358397462,0.006552309914046872
CRH,-0.014751819203611977,-0.017370583619372427,-0.022046851269836125,-0.014774000040597781,0.017871823927924708,,-0.021550581720869367,-0.007161928024063024,0.002911133804249534
BDNF,-0.013196370848676942,0.014792865116174465,-0.06406718965348483,-0.04454941686889449,0.0675438460816696,,0.020519199359108054,0.06609070725396866,-0.05821726757473711
CCL5,-0.013003855524096575,-0.031359496689488106,0.0030288508225684366,0.015611407337952656,-0.027204578355698287,0.0339561948229731,0.010384304301187842,-0.04067004856851575,-0.005054201419751055
GAD1,0.005080940023752679,-0.00010208485703015661,-0.044191893262901315,-0.0003960025324154357,-0.06216497840504795,-0.024420740687392067,-0.04742096811903147,0.024738546009221943,0.02231409346098386
COL14A1,-0.01840840880147124,-0.0417879408629941,-0.02543337294336667,-0.011868511574038645,-0.01876498217110725,-0.02499016468178796,-0.04317696705175511,0.031377495297674335,0.050929231788626815
HLA-A,0.04865705311686753,0.013121442460173409,0.07450539016072898,-0.002664893213283875,-0.02371627235396426,-0.07880003219576917,0.0051801970093262205,-0.05723817242675451,-0.00412390779062579
CD5L,0.0036139932238000824,,,,,-0.029518063134120868,,,
FGF18,,0.06722332257548795,,-0.022332898581076448,,,,-0.016423465449910548,0.0491737363093835
ADM,0.01886218443493547,0.02553577806635637,0.011260303111397097,-0.052060678564059645,0.03020706108642276,0.019490140627959195,-0.0504374010351911,0.05888226060352421,-0.03150936687084268
CCL15,,,,,0.01396967239330535,,,-0.01424407030970046,
GNAI2,-0.02828442345517119,0.01857631929082425,0.04894813262807367,-0.006434430708132708,0.06492741878869264,0.029373803314719248,-0.02541255934874906,-0.0048321794269220765,-0.013105663001670445
HDC,,,0.06514103872736283,,0.04827204702363619,,,0.10011367219941954,-0.0231773559383387
COL11A1,-0.02456943767462204,0.006173702198331455,-0.02606624569110828,-0.015497586724697998,0.06080428773405816,0.014235647978188853,0.017787568769091208,0.00537558184656177,-0.047263100542881825
NUCB2,0.06272980456710191,-0.03472335915600243,0.0121166518419137,0.012437923866288277,-0.031059459747604063,0.05099737874735513,0.024741157275528912,-0.0021087149145778655,-0.018944675554227495
FGF16,,,,,,,,,-0.022838271239792946
CXCL1,-0.01582517413238202,-0.047544257996561805,0.00697649907363736,-0.009213981946816848,-0.013036694818168777,,-0.0013667812805235387,0.016120550620640137,-0.05547077925287601
VCAN,0.016092449966675845,0.0007712351310673425,0.0786870314431731,0.016818943177074226,0.04796795193460197,0.013275161229333983,-0.0002234728996179511,-0.00910215166672499,0.005917335817351724
MMP7,,,-0.010464977337858443,-0.007141384046782266,-0.001266549642399288,,,0.03459876776739371,-0.004985228143314117
PTPN6,0.04372050765035969,-0.01520610850524411,0.02167504443794709,0.0030207525304914626,-0.04731603230036143,-0.03131923642708825,-0.07428742355659866,0.0533832966592982,0.0015368723197720978
PTGS2,-0.0141231377850067,0.040262361713146025,-0.021520550593606122,-0.015758474731154132,-0.006460636786071348,-0.013476557384087026,0.011548369738570307,0.05629126457438766,-0.10374598071491116
XCL1,,-0.018176316222450813,,0.0345953847331214,,,,,-0.0412483045773755
CD58,0.026503677509012558,-0.0072501287304812395,0.09296890508478328,0.03274230813238395,0.012562022282437088,0.06325028979524883,-0.059499637121127345,0.04090211663151994,-0.08118482718941994
TNFSF14,-0.016505134898404213,-0.028727304843062035,0.050167859651011955,0.02238665506015082,0.07777813171884496,-0.015558202670620002,0.015234796361915845,-0.009465975108427158,0.014531908111229057
CNTN4,-0.012920166946754257,0.0013180492158710497,-0.037158973107754,-0.02561286665134549,-0.014340210865871837,-0.04584645999641769,0.029992385148673303,-0.02423717143885897,0.055019537876017446
INSL3,,,,0.08388237957183879,,,,0.022367145534714663,
BTLA,,-0.018949414749659697,,,-0.016261013358754052,-0.03312640315779763,,0.00312325445979431,
MFNG,0.03552112019869919,0.03165166089897995,0.09123548677125748,0.07329546385176258,0.007248110998868703,-0.03976040356520205,0.009333615148177047,0.01940146245099243,-0.034832225998369236
ICAM1,0.04849470857697464,0.026080792441470678,0.06635366105578722,0.01031259743087546,-0.019864498424450337,0.013242700181452021,0.03432541270422529,0.018495080475695678,-0.02788080126605891
PROS1,0.024789039016523056,-0.010769732133693588,0.03849178541578824,-0.07272986742061927,-0.012381107976748237,-0.014237593057185458,0.03697248507911629,0.03874174542117619,-0.0498912024157679
CLCF1,-0.004981462947224418,-0.03692116187749412,0.06623851391452885,0.0029263960761549573,-0.02646094451091703,-0.0019421898031191185,0.033028994256913156,0.014556348590491841,-0.003019279982799093
PSAP,0.016032417466242586,0.020122584935470898,-0.027674251965370125,0.022802342265600118,-0.01804108740850515,-0.03948959928456786,-0.026266001334963394,0.0815586621701841,-0.05057716633919345
EFEMP1,-0.0015075002553574578,0.0020026183688040427,0.10693205928420418,0.06089710300755441,-0.009174285882989592,-0.030984087271275402,-0.0749866588929824,0.08751933180903253,0.010076272953387921
C1QTNF1,0.017095301896595895,0.008002266454456248,0.007712166051385234,-0.05216792579677016,-0.006751684450597213,-0.069651725086443,-0.07115606804085553,0.027110403073955385,-0.022564846087346976
ALB,-0.021772642379463802,0.01601025976347318,-0.017553682829870673,-0.025912168117880174,-0.014462476176254319,-0.016698490339607488,-0.012650030562649479,-0.0220536334496378,-0.03281497508939013
EFNA3,-0.03283315068372662,0.015200950279931576,-0.05292634314330172,0.00891556557874684,-0.03359986205645104,-0.018124990124028465,-0.023331888434670305,0.004769508316171887,-0.05848753422486906
