,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
LIPC,-0.07627860405470782,-0.016592792729851917,,,-0.03049092945920048
COL8A1,-0.09532385630725627,0.06427051736226097,0.017003867034410966,0.06597793338587779,0.014200766979133866
GSTM2,-0.10119354205058109,0.05618432608741097,-0.03510108975013104,0.03617869794575519,-0.03480718455377925
SPX,,0.015046056305720432,-0.026926722819130208,0.17043955804281172,-0.01830954912492833
MFGE8,0.019041521939769195,0.059669608490387493,-0.02714608141927651,-0.002142669938805687,0.04394196516602624
TGFA,-0.0446260590111623,-0.011203188400391754,0.005776254085759299,0.08392330201729414,0.08777814185137768
SLIT2,0.10818883828463637,0.1629523314054584,0.017187361335822958,0.0882303988636922,0.015281021375052167
PLTP,-0.03770831030950378,0.03522898121774143,0.06517328437092353,-0.02627305768011566,-0.016118710070730704
APOD,0.02875273858383926,0.04038677669075029,0.09815516206932877,0.06408141304346698,-0.06590084802194113
B2M,0.029663136245956276,0.06347892729533174,0.05395944187239702,0.022093210185318374,0.04902711762356225
OMG,-0.05295976665032909,0.05231745963506749,0.07760128645004256,0.07272799794052935,-0.01237309353194953
CXCL3,,,-0.03460231010063537,-0.016991222971929665,-0.06443992273249434
CXCL10,-0.03374502656365771,-0.00728850661146847,-0.027577886645792454,0.04792109955820492,-0.03425895493880827
RSPO3,,,-0.00504503750726347,-0.0015959582662573425,0.06082983335013408
CORT,,,0.08375968712720865,0.028730906369173602,
NCAN,0.1334959944275162,0.03404606048070301,0.07284785696660134,0.04970521482233346,-0.0042581989665497364
PRG4,,,0.0022088873991112554,0.004868809857785709,-0.027214394890629004
ZG16B,,-0.02136511525767442,,,-0.01668027472694684
TGM2,0.024787956595181772,-0.05225166753757662,-0.03839037547078439,-0.056007825017756925,-0.0225428686761037
VEGFC,-0.027648825563451183,-0.027693432550855785,0.01704563208664237,-0.01284254685701872,0.014903488530493543
WNT6,,-0.02031822711839179,0.04987376152853767,-0.008747532076773867,-0.01723572823646841
NRG4,-0.03837807353819222,,,,-0.02591989167011246
PMCH,,,0.07292594251267526,-0.02501885924518925,-0.03319415160585558
COL9A1,0.05617318684476377,0.010281344394217047,0.022013313367860318,0.07319720951984064,0.0038151704988087067
GDF11,-0.054855745030288824,0.012698348468811491,0.0375748269069161,-0.06167843351061784,0.04006107526057711
IL24,,,-0.020238895122999232,-0.016768519867190808,-0.02897757661771163
SORBS1,0.0638579983497609,0.040981064386134206,-0.017341508043543542,0.04192005257589038,0.01105523038899064
DLL1,-0.015797965858742682,-0.0017816750102422835,0.07892186626216134,0.1168366300395113,0.013229295660329918
TLN1,0.06432832261125412,0.004329737013179909,0.023664762743643805,0.009253851265202699,-0.010855322280581246
COL2A1,,,0.07092684205641847,-0.04370389238973966,-0.0233524311579561
SHH,,,-0.042164021554237,0.021587546051389996,0.010866485171108997
PON2,0.00805425639712997,-0.029398037917395276,0.02237372125477054,0.07207198955976471,0.021693624275539503
ICAM5,,,-0.01743618191490737,-0.013505966718113844,-0.04446125887991263
HPX,0.16887516603717417,0.1810414437914665,-0.01316131599159685,0.06674153704662483,-0.02818303115188521
SFRP2,,-0.03986549453755916,0.021436145040912485,-0.005241571983633336,0.04970698100773021
CFC1,,,,,-0.02293502582665245
CD70,0.030301292395373363,,0.027565783838563528,0.03364739225516496,-0.045533916434451684
HP,-0.003425527173272319,-0.027034415550161877,0.036898867601306846,-0.018714725567191552,-0.007354798931859466
CXCL2,-0.012486205680324805,,0.0028712709669895184,-0.01629244427149184,-0.03035930171647725
NPPB,,,-0.03399115545240005,0.009889721462067094,
CCK,,-0.026591526684994583,0.045392187075279755,0.06692123209548569,0.01247552627302822
SEMA6A,0.09412522604039114,-0.006622011839405386,0.06913610146102452,-0.019243501532349567,0.029954508791291218
IRAK4,0.13859137218144857,-0.042478396919086836,0.02734231695207334,0.06846229870327676,-0.011132902539461675
GSTP1,-0.02802303641558036,-0.02166636823982094,0.0170599030522693,0.13442161742845574,0.08562033359450846
VCAM1,0.026804514357533532,-0.04695641104072915,0.03484967209336888,0.018929570667794122,0.0023847536263352136
NXPH3,0.023220669510485858,-0.0750408701879707,0.024058812518592963,0.07548124083849606,0.042504806203799955
MTMR4,0.05110353231334012,0.1280554626285766,-0.04247646103586876,0.04266977223021818,0.027076614502899207
LAMC2,-0.03837809654603123,,-0.02488187531063385,-0.003067514266360421,0.016131083802424864
IL10,0.0419339553798898,0.06084065401429545,-0.004187308426034283,0.07588614674104681,-0.018888094165537838
SEMA4D,0.022433664237957535,0.012339491637081562,0.02367084190361485,0.07591687151290118,-0.024099406257163936
TRH,,,0.05078662314996842,0.061545792906073704,0.04467720426470414
SEMA6D,-0.006479853526468733,-0.026391525279975864,0.02662438053579873,-0.006969064712181701,0.037571172721121426
CEL,-0.040541324586474435,-0.006015724581036582,-0.0018194909567938742,0.0483246423782932,0.05278667761093516
PDCD1LG2,-0.0659595085452363,-0.03955749037418937,-0.00460084480296345,0.11508134535830311,-0.028234297819718077
SPINT1,0.01069209918980539,0.051078400216881314,0.05679178841344673,0.055792718085112616,0.04295279922832411
CTHRC1,-0.013471315992658286,0.034447351513114566,-0.04163285733631092,-0.04060593838930378,-0.0006452516173851956
PODXL,-0.03521217185312534,-0.03336379662421922,0.041329701484211334,-0.015083131757710954,0.012388059663309683
JAM3,-0.10303902287868678,0.014583586455141077,0.027654209977901106,-0.03495736614957664,-0.032502889847207526
TGFB2,-0.0038766174563947225,0.047159154892946524,0.03209670377016643,0.035274728999526384,0.030832676277644456
COL18A1,0.10627688275213303,-0.02078215980979027,0.020742979142340037,-0.04054125540357994,0.0017601064657954894
NODAL,0.026611746574674668,0.022545198690879443,0.026688601522949596,0.019564094670388252,-0.007242919023558719
INHBB,-0.06896013161883327,0.03321447968263425,-0.010822318948322742,-0.014961815050488467,0.028267813072455406
LCN1,,,-0.0321812201270489,-0.01956087671045425,0.010807094630673808
ARF4,-0.047564117825544976,0.02326358450594591,0.036767759890981105,0.07543829270895978,0.04047857435151811
CXCL14,-0.02702046341271723,0.03872654570226678,0.0075162679927227955,-0.06421973883355149,0.05605820684485975
LIF,0.07891846431354482,0.018449344480939617,-0.030844243765219315,-0.0710000745081734,0.02389230507546896
IL17B,-0.0101911224668311,,-0.028004469817428258,-0.031320023980230746,-0.019794335384090284
MMP1,,,-0.04424488210541297,-0.032241231741550136,-0.03304537487259012
MATN1,0.05757106579894836,,0.014645370346566468,0.09964236844030275,-0.01803877660129867
ADAM28,-0.0340143376692345,-0.021350138218191383,0.02178334219720844,-0.011813918290323482,-0.06328518227158103
TCN2,0.08066419323786914,-0.030902133590268565,0.036710684718774256,0.07011215236175053,-0.017465147506070353
THPO,-0.013476586869617205,-0.02203765419553856,,,-0.02703274682984223
CUBN,0.03130939467892851,0.05197632717995309,0.002580894202867824,0.052324907493021114,0.046487054493795935
TIMP3,-0.16481611029734858,0.011967713934032927,-0.03583189407391785,-0.05004918506236639,-0.020149206346537975
PIGF,0.0019453854147929105,-0.03352995007394622,0.02650295537166269,0.08003090015330246,0.03349567717107971
CRH,,,-0.05471239971386502,0.006849667925954495,0.026827588876110555
BDNF,,,0.0661497421337934,0.014419358641325755,0.061314319504560726
CCL5,0.07682777856610797,0.010017449706252258,0.05033919342451053,0.015316916675992054,-0.0009929168599686056
GAD1,-0.04217552171067113,-0.02437127809284842,0.031223567145913476,0.06596177193004897,0.02851587020690441
COL14A1,0.07209202464725521,0.09783468107139509,0.00656104965393664,0.004520632726122157,-0.03469997672604599
HLA-A,-0.10398295309514091,0.002704671290072577,-0.03176781853292486,-0.12718589843638142,-0.0015025150880313522
CD5L,,0.08743167481422767,,,
FGF18,,,0.07279055878286539,0.14131309728012112,-0.024763983911520047
ADM,-0.06016953452608304,0.08935407468179976,-0.09548266305693627,-0.04657472900768969,0.02105732184435885
GNAI2,0.08140018209180726,0.0329183091872723,0.0011399957647673074,-0.03656972069603895,-0.0008115332640248039
HDC,0.19815726663281952,,,,-0.018038768431707475
COL11A1,,-0.03968196165223191,-0.0017130078830466153,0.03822171003492426,0.06824701211741596
NUCB2,0.0729105973425191,-0.04591448703275884,-0.04532701283892051,-0.025230030709568453,0.03404057129736455
FGF16,,,,,-0.017774861264208512
CXCL1,0.07107780966404259,,-0.025705266799877866,-0.05444610017816777,-0.04600983098428032
VCAN,0.032092704969037024,0.04087746038424753,0.10052924239342165,0.022547485766883164,-0.005815073433804535
MMP7,,,0.02363935227714386,-0.04268672684518826,0.02419902166050349
PTPN6,0.023354975778319558,-0.006694095950710543,0.02010553070214711,0.05227625299805418,-0.030224104194266313
PTGS2,0.012035426812445718,-0.03886503653526515,-0.05051826723337815,-0.053579218992043785,-0.03436985509616867
XCL1,,,,,-0.03210325700875218
CD58,-0.01630212643799819,-0.055132646636021285,0.025062212163616763,0.021592114967140814,0.0910531759491449
TNFSF14,,0.12869215397569686,0.07380614092403645,-0.033289050769200065,-0.040770021409823415
CNTN4,,0.0312858708339636,0.028463950147987343,0.034509616271034015,0.01762792697753723
INSL3,,,0.07695513477838117,-0.019322759088408806,
BTLA,,-0.02823041420826759,,,
MFNG,0.025815221399171882,-0.03509425995970337,-0.050650508167923894,0.04558511070800881,-0.018817125612185095
ICAM1,0.06885995276813676,0.0495118330435138,0.012576977053304291,0.023566896537569118,0.03461823409669067
PROS1,-0.11116970905194805,0.009041836790811164,-0.04076157962329969,-0.006701809658881757,0.026920052954340717
CLCF1,-0.034970476564499746,0.018306973916031283,-0.024998560807217574,0.03634011694549499,0.045524156446679044
PSAP,-0.04744881799646545,-0.06917308837597134,-0.03323605130016312,-0.03245389765716265,-0.008017469771750788
EFEMP1,-0.048849946648201775,-0.06041125146614903,0.030613450872641345,0.05759139065205351,0.06523548511031081
C1QTNF1,-0.08081079578496118,-0.08870497087141559,0.01856786125843682,-0.10414949209390865,0.06389873918597157
ALB,0.06549515345684344,-0.0211937071216909,0.036610298407732896,0.07181805861650392,0.05826466149383657
CCL13,,,0.0018058370737337615,,
EFNA3,-0.046542963307632045,-0.039175099544840705,-0.011524480407066178,0.027653571437590913,-0.015973487467309214
DRAXIN,-0.047551242882780655,0.010102699812233619,0.015343519290558367,-0.07072035143428064,0.05547553289142686
RAET1L,,,,0.022163781800873136,
NPTX2,,-0.05416208278571448,0.07988430190587785,0.024141924366763975,0.005153144614582075
FGF11,-0.04281398895789595,0.10059632727408017,-0.05156434013709827,0.008865921358030817,-0.0369037072334023
CD59,0.05556393528767926,0.03214884204687665,-0.03488019570034171,-0.03555936638369543,-0.03118552328851686
COL9A2,0.0626660145062111,-0.049841961145969046,-0.0031914628478145785,0.07727866124736289,0.034824084164697476
DLL3,0.07602460658902302,-0.08238804749198288,0.05439805704227459,0.10660087744874588,0.020074223331994573
FGF5,,,,,-0.030490920275412163
LIN7C,0.025430854466514028,0.034381312937668766,0.06078601047221103,-0.038990569704097686,0.028292578138661
GDF7,,-0.03201215494000648,,-0.01676852517979743,-0.027574662255760277
PSPN,0.09005595617266275,0.0505435045736824,-0.052701945667411876,0.10478941729220684,-0.05215990588189926
ANGPT1,0.0667606757469294,0.17349150539982022,0.05408190323037906,0.005218468401563528,-0.018183368128892836
PNOC,,,,0.028294214227193453,-0.03301585289573035
L1CAM,-0.07669083087588285,0.009240665627382834,-0.006141837448612039,-0.07711946848820958,-0.030590810011720714
APOA1,0.004564262685944981,0.0688993676811893,-0.00665987414137122,0.01921880239336268,-0.012421053834840518
PSEN1,-0.03408062543640399,0.07399659038989695,0.0754290568732728,0.0004032077753697982,0.027884107940309346
CALM2,0.019887317775829437,0.03762883387019651,0.03438838290101634,0.047849827936264445,0.003701104108045858
CLEC2B,-0.039732934692908194,-0.03134253281974966,-0.01087114834095371,0.0002586682045609621,0.02058844560707622
NTNG1,-0.035450358366773904,-0.024560303000278453,0.03466053257527952,0.10069538953784639,0.09747790058693197
LRIG1,0.07964314829751785,0.011488110576035554,0.07652838474926417,0.12424378930239291,0.0370491498804979
CPAMD8,-0.005245381208711212,-0.05981193667225277,,-0.018838083804717402,-0.019552502250287516
GHRL,-0.03104866075311243,0.028347643327699977,,,-0.017235734178275473
NPY,,-0.028495582936776606,-0.011648829845713905,-0.01629516606629833,0.08951579972566795
MMP2,0.03286827755073997,0.006524984498385033,0.08357817464188445,-0.046774003663329865,0.06103625670739083
PPY,,,0.04163529072634393,0.02747959624139959,-0.0032567673199943954
ALKAL2,,-0.03947890351659813,0.08626017440290074,0.06358951733050719,0.06188169324219133
CSF1,0.032429100247683064,0.07932951307712675,0.04474946909960345,-0.028627029683269047,0.01306922541639622
SEMA4C,0.06642004272417817,-0.004531497801144913,-0.016248872548877386,-0.028936987760772945,0.008688743314228057
ICAM2,-0.08659381586995359,-0.013384318219750481,0.05004320929288861,-0.004805592628759233,-0.010893661422086915
SYTL3,-0.003363595352210108,0.03426961118207357,0.022735905701271708,0.01864103466568961,0.04520337910296478
IL1A,0.14685427004986823,-0.056935826926973146,0.013496781713663301,0.0013610032173982192,-0.030981773808095175
HLA-G,-0.04004370300547781,,-0.03308201240102742,0.08112445505961514,
PGF,-0.0635973243996587,0.022535907613099197,0.06051318217836088,0.02917906155179928,0.04489317550253573
LGALS8,0.12151092250315429,-0.004599784022669273,-0.026341629292412547,0.04319112371415931,0.030604531832423194
DKK3,0.033068627831979454,0.021290609351955068,0.018012538263633703,0.04512547385873241,-0.019616953184899356
COL16A1,-0.05142061815532739,-0.0036207976153835642,0.012077643078969481,0.021069910360800723,0.05022125544647783
TPH1,-0.03837804132728714,,0.04675195239994536,0.11435891502415138,0.1603724310929968
TNC,0.04715758018558196,0.027136138942329708,0.015240694545167651,-0.047068625731171335,0.030326566485807706
TNFSF9,0.01086157293628455,0.05958264333254479,-0.0076309164866808984,-0.001250126806647057,-0.03803230768594022
C4A,,,0.019187776229547437,,
CNTN2,0.016593289683465372,0.006334742835282098,0.030193369518686314,0.050328724345555985,-0.018631718957503072
F7,,,-0.027577880895798743,,-0.024167997708170418
LUM,0.013498919264695663,-0.014572009731504427,0.048364506653846034,0.03453302614720006,-0.016137565568212362
BTC,0.038274171895309426,,-0.0199516272919903,0.02849152405573617,-0.00309944863344584
APOC1,0.016733385214989394,0.023045953578810157,0.022665468713234816,0.07182123101403662,0.053554558365935014
PKM,-0.08756924074248748,-0.04828350679388964,-0.05617142879745001,-0.05878610161047018,0.024647025078777005
TNF,0.016179311496313617,0.042813471851006986,-0.019365023470108045,-0.01956086922630477,-0.01880975221463442
GNAS,0.04368236523119166,0.05077448096745645,-0.04349735725454579,-0.028776366994329595,0.0020190164573119025
BMP8B,0.13283446869975898,-0.004410021682408774,-0.0019767692871236185,0.0044245610312684735,-0.04504228887659413
LIPH,,,0.06988844563226507,0.05335874664051945,0.18271063829588613
CCL28,,,,,0.009497222273697344
PTPN11,0.058231969671544495,-0.023258403646205694,-0.025878069505402928,-0.022172829190735027,-0.048632689487953865
ADAM12,0.01817887694744669,0.15523273274479385,0.07398305587672847,0.01107539718125795,0.012509184097881971
EPO,-0.0547311655392359,-0.02875873899579872,-0.021351680215359818,0.01467822462434199,
EDN3,,-0.0220376058110535,-0.004132470263330708,0.03849118472203411,-0.029993489672659118
CCL22,,,-0.024165503227372258,-0.020713062939120137,
CCL2,-0.011923912803763691,0.021512204421655766,0.0255000593321746,-0.035818486466567434,-0.005060043103702813
DSCAM,0.2014852078071716,-0.016200287902657495,0.04347300862776941,0.08461752772108125,0.04823154267493293
ANG,-0.042713137297240425,-0.04008647033958668,-0.002590211724410666,0.046523224337849556,0.010631645387883703
FBLN2,,-0.004684051649200709,0.00834959366316717,0.09152197047372526,-0.022395364716821513
VTN,0.081249176321324,,-0.024406431652981685,0.08645923288306667,0.03742320516511961
VEGFA,-0.11887534680240061,0.00594968394556312,-0.0898959431670104,-0.07749201496310085,0.02156023028632635
F10,-0.036052816496483446,,,-0.02720188093679042,-0.004470541671361412
SERPINA1,0.05376319645392457,0.006564922959769913,0.02499961424537359,-0.07617397269885735,-0.02520778813431598
VWF,-0.001733511404984407,-0.010623185191848114,0.04226922631130652,0.020548106639096494,-0.05216961306377575
GDNF,-0.01593887245070934,0.003725516556841199,0.00790003407765493,-0.02363745582786264,
VASP,0.009914605922396225,0.0015027565359619372,-0.040262977106730775,0.0043844264834243495,0.06989161258479168
ADAM15,-0.012277794067606868,-0.043698283529862936,0.0393887671619564,0.0043773802836676885,0.06589205597171804
WNT2,,,0.006876333552881253,0.030685147994468708,-0.03553351709779695
CALCB,,,0.08747640883750872,0.12058785361817859,0.07859342514945103
OLFM2,0.05862336814321942,-0.026802480993633346,-0.017896965627638595,0.055625354484003124,-0.02910413138952554
MFAP2,0.04395922383062256,0.04247658586033085,0.052921749466430704,0.04388739695537588,-0.010193692126135563
HLA-C,-0.03748696752716901,0.004970649357109303,0.0049960330637174475,-0.017506313408654384,-0.04404812903900679
THBS1,0.08649610800115619,-0.005689621828324441,0.03179019971566906,-0.04684787454995914,0.00011513435503550532
HSPA4,0.09096640645592251,0.10547076825693232,0.030506834460149377,-0.09306625039825303,0.03683378575383764
LMAN1,0.0018704406913618,0.06768129599712289,-0.06300222479511075,-0.08671331769240721,0.01959737303738011
LYPD3,-0.030739254021619828,-0.006896053714897297,-0.04453461693496516,0.03856803414456964,-0.027395040595697598
APOE,0.037444683156646334,0.0006244087754633315,0.02701259448288398,-0.0079155119914183,-0.03325853184670745
SOSTDC1,,,0.0012873411089853546,0.0038818518240245174,0.02265403505094432
ANXA1,0.006159750819006888,-0.0328158558424479,-0.052467415777634335,0.053539477201579644,0.05650011679919976
WNT2B,-0.03087364441562224,0.02907919289025568,-0.04853240883445043,0.09274614863812611,-0.022558340543214084
AMH,0.041112529890972645,-0.025632339733764217,0.08272118769861071,0.026908838694131215,-0.035148703310187754
GDF10,-0.03483865851999237,,-0.019742408338391162,-0.00042262947103310536,-0.013772756460561671
EFNB3,-0.05263905887155176,0.020643670155312505,0.02070108728709537,0.008070794997072764,-0.022442062410025863
LTB,0.0073196779910280575,-0.0075046172950586736,-0.004839122848907009,0.013028412995913381,-0.03563357462652113
ANGPT2,0.03322796462537802,3.5923668346020353e-06,0.0033838540793212856,-0.0565547897205978,-0.03571149099016846
NRTN,,0.0037005037055218406,,,
ADAM17,0.025962776213014564,-0.04358207707229543,-0.02619553397398801,-0.04233450101797007,-0.008679216079299563
LRPAP1,-0.011909446195219643,0.02327410800907184,0.053366057548074226,0.08075661213901456,0.09795533770770827
NID1,0.004167070379023806,0.021303294943948323,-0.01895215382969951,-0.03373497808937381,-0.039945191471688346
MST1,-0.06165335782491907,-0.0042761860818506334,-0.012284307363976184,0.08670176320390363,-0.061224885583856616
DCN,0.01580890199051113,0.0016985535285273243,0.07385036095220027,-0.009631633527762503,-0.026038179111803585
IGFL2,,,,-0.02244236240836679,
COL7A1,0.027134715847493735,0.003839802215044774,0.015572096827992826,0.05322350644287091,-0.017412442351649224
CALR,0.0017594671569427197,0.024805034992694056,-0.07579603429150256,-0.09447082454333658,-0.023992742718359925
PIGA,-0.014142348678664353,0.017982732424731775,0.022266107755925336,0.032782155486183136,-0.059598419682165275
CD200,-0.05024525519512808,0.055777172202480824,0.05801854786297228,0.01662986200688584,-0.017019192868649266
GRP,,,,0.05530328629545463,-0.010254633346486255
CDH1,0.05695600139347646,0.033066358219495086,0.010401198593815443,0.023337966919033698,-0.02705645216738581
LPL,-0.017808191868975764,-0.0696480833272884,0.04444435479879283,0.0884099588238468,0.10860589573696572
SEMA5A,0.024771731429295202,0.017889760089072473,0.11255247320858695,0.060840306484991974,0.049603185666788445
SEMA7A,0.038879454509143214,0.08175503563595322,-0.013625587172815383,-0.030675515899249845,-0.026636223927609896
SEMA4G,-0.07289348652472892,0.0261578563672598,0.016721455650995986,0.06470100505614153,0.015132667715461023
SEMA3B,-0.019461156190922143,0.031976910663310654,-0.028259226063178856,-0.01311032326379402,0.025937451309406404
RPH3A,,0.02679964751882636,-0.012792106752212618,0.07179562290459578,0.024320430153993235
JAG2,0.1324434083491358,0.04181508150224807,0.0334087745688386,-0.05587259552246698,0.002824078244994439
CGN,0.027069642358636063,-0.021003981695482364,0.022295966139653737,0.08943663995044518,0.05732951043587256
GDF15,0.03498869176860742,-0.04762285795258046,-0.011772763150673562,-0.02846535215744308,0.06598025115959535
SEMA4F,-0.0214954604236913,0.10153494933235115,0.04532987555341595,0.08712176867778945,0.01717848792821077
NXPH1,0.007294385851634616,-0.013899582872713076,0.02926065442125414,0.05922396505230807,-0.0007435273385802786
ARF1,0.11278753825688982,-0.0009210434246799473,-0.010173323790894681,-0.008398180313986252,-0.03437313033841023
EBI3,-0.08227114695385088,0.07145253377821283,0.07498553307516605,0.0033074111967889073,0.017746523252839166
TIMP1,-0.0034299484486116395,-0.026025696549233486,-0.059673914246028324,-0.08103608775545142,-0.002925764621606798
SEMA3C,0.06098810924047183,0.01426523894785278,-0.006090805232887455,-0.05440652439723467,-0.029591526760978794
GAS6,-0.09096018526941241,0.07465575310491118,-0.013458014929748272,-0.005676477110029305,-0.021505752619364354
MEPE,,,0.013240289214825571,-0.032241230126363304,-0.036182677249083875
SERPINE1,-0.060936644241220236,-0.018322904254408304,-0.07287673788854805,-0.03417112620986901,-0.020883257047552027
RSPO2,,,0.031798002204362005,0.0111699364146631,0.005128477842699952
SHBG,0.10192611332216246,-0.03342465700186265,0.022774629432284182,0.027459809886339174,-0.01893656523839994
LGALS3BP,0.024995597629574512,-0.06067097403503469,-0.015775781163105854,-0.025906425923685892,-0.007035114726018376
LAMB1,0.052081021317781404,0.012937444142218608,-0.01431330818334382,-0.0049975329861716294,-0.02556981578802864
SPTBN2,-0.006134163030684978,0.005203044937385417,0.005473955146733391,0.04469703968706925,-0.032801601170346806
