,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
FGF12,-0.038979831750907086,-0.004911558986187539,-0.019850493618568478,0.011697538147815581,0.03656096801603715
CP,-0.08950747394553034,-0.011254144307813132,-0.055735284937612734,0.007124437169125423,-0.04224137533821575
NLGN3,0.005044746560974503,0.04062975588129168,0.041441137372519074,0.017421323987129117,0.05491989374210116
GZMB,,,-0.030255129487400317,-0.024829252660965178,-0.05978871216775929
PROC,0.06262764440645863,0.14134162896636743,0.0752533762402325,-0.021157603982452745,0.009937275654430904
TNFSF11,,,-0.019951622707721415,-0.02115759585332383,0.007581414390677186
AGT,0.06758903180471701,0.001123295431958394,0.007216474304702971,-0.020588268110692313,0.05512275976829605
PTHLH,-0.005188279120873665,0.02324051791339348,0.024837558243875894,0.03731780326519093,0.0148476908072471
COL1A1,-0.02986329228564788,-0.03317654288651848,0.08457051359844248,-0.06756819346372589,-0.016176953264765724
LAMB2,-0.0767778704610741,0.11646103155753847,0.04080879103346225,0.03756404448593265,0.029264297393154688
DSC2,0.018967980059836693,-0.012490943130902144,-0.009987510432162843,-0.02509992175102247,-0.027372657906784566
WNT5B,-0.02029136588907272,0.09001354816907162,0.0030396391591916566,0.07571873190792476,0.05078647696848105
LEFTY1,-0.020068996731209456,-0.032724622931048955,0.10418365542639986,-0.02306664924638645,0.04513303255911006
FGL1,,,-5.227788281156114e-05,0.045235313991600065,0.019678392930871594
CXCL5,,,-0.06638138821278693,-0.045069947960517456,-0.0071636331358400935
S100A1,-0.025999023650057417,0.029743589353379177,0.059670516602883396,0.08489298592207638,0.03400012233178201
NPTX1,-0.03261375231975283,-0.0280514321075472,-0.0009497046603418563,-0.039352649362710566,-0.01205328522062027
TGS1,-0.03534508375970713,-0.06020682981891072,0.02651765655380592,5.2030176808557604e-05,0.05209706832848902
SST,,,0.01641641683016766,0.061162161776880296,0.023906501662180696
IL34,-0.04498935548906829,0.07230074527381257,-0.030819074412409855,0.04592101151319454,0.014335019606987581
DHH,,,0.0094140298909826,0.0696916726093324,
XCL2,,,,,0.07407420639576658
TF,-0.10807493518624796,-0.00011296512861453996,0.041657608993082296,0.0467165975729749,-0.03668775900811999
IL33,0.029240982511257726,-0.04220123725330882,0.053438215386255615,0.06487332961732867,0.02570501997274681
RBP4,,0.038033953560855864,-0.015133738899811322,0.02919897900799348,-0.02009687599572876
CCL19,,-0.018839365971962212,,,-0.008990393357565374
CCL20,-0.03966510629030931,,-0.06293081707438127,-0.06911066922823471,-0.05393047314827255
NAMPT,-0.03553404580155823,0.06086143527942202,-0.058485665449191315,-0.09999477501460959,0.01282307599141625
