,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
LAMC3,0.040430742014648115,0.014737733248625649,0.02523931214961935,-0.010507542344077329,0.04471444323959128,-0.006052061763206394,-0.06917179630102722,-0.04336966387741967,0.023660446255060277,-0.0792885918847373,0.010888952789102603,-0.05004745625739946,0.11704797236954166,0.007021716509731377,0.049902363685815104,-0.058151792287459356,0.020127242778305337,-0.08539700282072434
CCL7,,,-0.019230867934476082,-0.012291347010592188,0.02840063563054441,,,,,,,7.411016802431479e-05,,,,,-0.028470005043753435,
NGF,,-0.01741522229247469,-0.03301844525616632,-0.01795837971078681,-0.0009934583330613942,-0.030114719495222913,,,,0.1393693972056819,,-0.0316838829993278,0.06833846660930093,,-0.00035348347751080697,,-0.020053128101498733,
TNFSF15,,-0.02154480345485508,,-0.013687016058375905,-0.019370337309421604,-0.01677096047693802,,,,,,-0.014958384080528778,,,0.07269213952546785,,-0.01598288251558556,
HMGB1,-0.05695326237887552,0.08848984388668864,0.009857496306085055,0.043814547519326646,-0.03849596442730705,-0.04384230922037183,-0.14192329710483195,0.0011547291398715175,-0.04085377905998147,-0.21617125488853775,-0.003873747036010453,-0.1344963149111679,-0.006235040470478344,-0.011877824405798897,-0.008434244454486414,-0.03739475028506983,0.023965750191601805,-0.019453517226266738
ITGB3BP,0.026632976671781567,-0.08704211589133427,-0.04305036500256041,-0.04628098121104671,-0.03127627388738892,-0.02637850262298558,-0.04295551719659324,-0.014745369788050711,-0.03190647832756759,0.03120398890339047,-0.1542763887858054,-0.02239913412087284,0.015596780399694171,0.013646662184144218,-0.006953889492073896,0.060783661869638864,-0.0364320060526547,0.062795034973716
AANAT,,0.08032206670241662,0.06400530753952807,-0.012453786123052446,-0.01745383237344432,,0.15470360771236308,-0.013192239062981266,-0.0394078201266227,-0.012825121129914728,-0.03365019340478727,-0.04599128087229842,0.047982606221953515,-0.046509097720125556,,,0.03214554729656625,
RELN,0.03740190348916246,0.03122075731335188,-0.047376275864420114,-0.02161698374596713,-0.0017265061790095746,0.02020525814230921,0.07242994429567265,0.0836857745138762,0.043184543246740446,0.12235530668025728,0.03691420655339,,,0.040292228253406406,-0.019160792594777095,-0.06636859764724906,-0.022182950074641345,0.02105629307352416
IL15,0.017500588304896175,-0.03062556621729708,0.018364807657203334,0.07690517387642491,-0.05986760160175096,-0.02601879146591854,-0.017321046379236437,0.027540511462942008,-0.04967022355469161,-0.06447493505269232,-0.02000720597333074,-0.04162992412353385,0.04222984483960382,0.014141682869572557,0.01928436336332799,0.12052056644350644,-0.04456666725900018,
UTS2,,,,,,,-0.03065309324260622,,,,,0.08867549414513552,,,,,,
BSG,0.07503450888041609,-0.131688774237491,0.04155725779896501,-0.03242028000003266,-0.06241891909259129,-0.013461662434148588,0.04607389562380736,-0.02220297641917404,0.05690697941495079,0.29179171539052356,-0.1545640778737236,0.017458837781563444,0.044172164738777574,-0.0451114016557691,-0.048845679626492756,-0.023694749124858732,-0.07191391171034897,0.12950809033705088
ADAMTS3,0.019916725341945767,-0.05712189956921405,0.05635184538443152,0.03183413715126818,-0.00829362526016928,0.00517087546748343,-0.07158033434322042,-0.03992208071232559,-0.024319896974778318,0.06763495095949928,-0.0028287372425734123,0.11518533887880178,0.09074395134253585,-0.02008083542585028,0.04903899203757136,-0.04451331364602225,-0.003924755828734655,
CD34,0.03374682849206618,0.175774247558077,0.02905985844452401,0.019212792369931796,0.010137892694835433,0.03880125415491695,-0.025990637269557647,0.05713764663181321,-0.0017487025170219847,0.0649604004818492,-0.06203113201935404,0.002056012329089357,0.10026008531069705,0.010895979862898501,0.014056894958934807,0.0927837153808178,-0.03538925994857126,0.05825376150130773
CCL23,,,,,,,-0.02015534769817839,,,,,,,,,,,
PLAT,0.010023237066438057,-0.08092097436618156,0.008273896032067414,-0.010277545787734675,-0.005788520068146667,-0.04172373853053496,-0.040863303982382575,-0.06748277019072953,-0.026796895402856093,-0.015286538561115028,-0.10919015347179675,0.10654774311894846,0.1617245892867168,-0.027406873558635636,0.08126771346924343,-0.03714693517217218,0.05672505416505734,0.08538438480216455
NTF3,,,,,,,,,-0.007080057028237425,,,0.12857509091453945,0.18433704312425214,,0.06754716982509001,,,
LTA,,,,0.05711265521532925,,,,-0.012705501063976355,,,-0.031209002948754457,,,,,,,
CKLF,-0.039214732802172726,0.04419029131477062,0.016737643903041374,0.021142358112997577,0.04418481764717166,-0.027368368139140647,-0.1207766993148722,0.036354019662546665,-0.01510419517466411,-0.15130629963320064,-0.18335208754746038,0.08227524364215826,0.1785056451827254,0.05089898103967233,0.03207892323969276,0.027808888868964196,0.01649325038821806,0.02153339081666913
CD24,-0.015457247017290307,-0.0844120864625058,-0.019752318545503158,0.0009310895088924433,-0.011203894577582035,0.06830001953163262,0.0035007974369717205,0.0849392068175471,-0.08258549407123182,-0.07112352850375639,-0.028568401622851045,0.10978438105836033,0.11798932139559569,0.07102555285847563,0.1475969450277397,-0.02823870085734412,0.02346675833024004,0.028730964255837696
HSP90AA1,-0.04122593932376805,0.03622386079633566,0.014096720959084577,0.009745326704107134,0.05217994486752955,0.07072855370131363,0.1446168869256159,0.00958764511364246,0.025443773019258546,0.4379447059606976,0.2730255969208457,-0.1352925868313781,-0.2650901179393976,-0.03005490418055811,-0.008421415701138206,-0.024052347980076227,0.09383367176715214,0.08570870182278832
BMP4,0.04363997302061452,0.10542533069646545,0.007253875511447859,0.0149585140308018,0.010409372229388598,-0.04913959993796725,0.11464489283993191,-0.01948361840939688,-0.03188251424678617,0.017556117393894087,0.037539859675945,0.039188176986015746,0.11862371477417041,0.015458871219615223,0.06489326085352445,,-0.001909588404433006,
SCGB3A1,,,-0.019230866011414986,,-0.02078535968810603,0.044510891158241146,,,-0.03324088171245745,0.022445271919593265,0.11964794313255982,0.046332051273535096,0.0563309830189675,,0.013162621662619277,,0.051523491060641254,
IGFBP4,0.08745896926451117,0.01296226261342395,-0.040085030101240364,-0.00408225571035474,-0.04256590495890199,-0.06351129194564346,-0.07717005728459612,-0.016082673247984982,-0.04059899502424653,-0.180016775830447,-0.13415730077970117,-0.0014399893774851037,-0.01947538977491374,0.022518518810290652,0.011363398958935251,-0.06041331581152962,0.011660872131424341,0.009136505252616193
RSPO4,,-0.021274479504589567,,0.14775010272050676,-0.02398968384760594,,,-0.014777271228621222,0.001106662623989239,,-0.04329180038033829,,,,0.0433931988063644,,-0.02708458220539388,
LEFTY2,0.025074616141403723,0.07849001362338395,-0.045968064472498515,-0.016362729179333953,0.03400057053773277,0.032838048653269655,-0.0693014306240303,-0.036391256942892344,0.06286097698928834,-0.06143200925439903,0.03309098027640709,-0.022488110233018107,-0.019611807720564943,-0.054080207359440566,-0.01897505198449589,-0.059947800527589606,0.04080959241060462,
PF4,,,0.014393519547827947,-0.010723958112766484,,,,,,,,,0.019606428036067804,,,,-0.014956816326882436,
ANGPTL2,0.01699755054393004,0.05719198791409804,-0.04519686130046433,-0.03267447458550028,-0.035067617405489214,-0.03941743598579089,-0.11287598500830912,-0.016333357580982238,-0.01972345845593362,-0.21477469131762195,-0.21066610363935828,0.030269871386346868,0.1498100564222952,0.0722291158413664,-0.03211628253211052,-0.07183406964986004,0.018085050343931073,-0.02969551531606611
LRIG2,-0.07727572284140818,-0.06549765818016869,-0.033085439640947754,0.029344412283988288,-0.023342586814536444,-0.0055790186017036,-0.02722928099751022,-0.068524331553884,-0.02172192645864287,0.02405347594502151,-0.08016261872362251,0.021136932786654523,0.07299046443399854,0.03722921142095418,0.01768904991770443,0.06054471963468391,-0.030284003123933305,0.02902405856781011
ICOSLG,-0.038675219466249855,-0.039663392669574866,0.005086661569964832,0.06106143979395556,-0.01243996190371772,0.013872745330622882,-0.05868428103493982,-0.014002573831495823,0.00040174408852193,-0.07563945912601142,-0.10566652836873278,0.05639005098343383,0.13742047659061982,-0.005546538340339145,0.007934128672001361,-0.03518139910553441,0.05420260753072278,0.020413489925538215
WIF1,,0.2890620495907743,0.08555769012873149,,0.037425821012225004,0.008663210887421861,0.14477833956768577,-0.011403270197371381,0.03155367850421286,0.20554478998411746,0.13385949960658594,,,,0.02009801884812423,-0.012011410669011048,0.018661584588508206,0.22264121678118173
NPPC,0.04134915579640882,-0.02886489653905162,0.03385777444079552,0.03518670605803262,-0.022527326860959616,-0.03360156503477886,-0.020888978665345385,-0.02224415691701122,0.00413102717446443,0.05594379552968118,-0.1588855782253707,0.10219404037061532,-0.012370625173930842,-0.044123569889091566,0.04060999602985433,0.009998084788571452,0.04288823945961262,0.07995347143113177
LYZ,-0.016488697677501524,-0.01806981936513296,-0.0008980526832399167,-0.019165695098590126,0.021219647246681784,-0.010225357213745666,-0.050247793747606344,0.01161667084173897,-0.016848959971955825,-0.2902804546908893,-0.0360648928387624,-0.04622323120699304,0.06309548881184938,-0.044454019806352815,-0.049801161508792956,0.003518857881829275,-0.00431776520598402,-0.09891310079730366
EREG,,,,,0.04530596289632196,,,,,-0.046651266900588746,,-0.05705677450638255,-0.03500839337971089,,-0.019846434840388862,,-0.03589493979270104,
SPTAN1,0.020923111148531712,0.14731169543589615,0.020563613646297572,0.022565255595236894,0.10483541327695349,0.055371793785469345,0.11636764006247623,0.055618179749063995,0.0024100949917728225,0.38397949741668935,0.14880513749953586,0.11617350389889414,0.11764022264099391,0.03880887946684843,0.05881179813562419,0.05242386995003349,0.11488324871729044,0.20850153296930155
PTH2,,,,,,,,,,,,,,,0.06765985615939563,,,
LIPC,0.08253735567961425,-0.014332672957903676,-0.024422741727173358,0.011414280455443904,-0.023225962440556375,-0.040348473997425575,0.007359647961771663,0.027838471784997678,,0.0005597992944444929,-0.049026425134175856,,,-0.04337637161339712,,,-0.005108408537152126,
COL8A1,0.038020325103194835,-0.0857143465669844,-0.0322546833923909,0.031900719916470144,0.00412144101371902,-0.06599485397866868,-0.03676410888087873,-0.04155784798326891,-0.007759257864201045,-0.19921261790158723,-0.13948757646722845,0.060259016494289,0.11898872629666299,-0.056974928776852875,-0.029381233135320532,0.0529025034906967,0.00823727618542474,
GSTM2,0.0057423465358096655,-0.013950683240115972,-0.035548472304725666,0.043032130593656445,-0.010603421738675034,-0.02200239168264819,-0.02227806520307455,-0.03513359664877141,-0.01051516718610967,-0.03868271158623652,-0.03569088130788961,0.04729961615592082,0.1084209145074324,-0.034197504404898646,0.003404523079070714,0.09826981000969273,0.012114807701050511,
SPX,-0.017118985387555827,0.09350180130564956,0.06832359485948065,0.05244912050237263,0.019492028411496425,-0.00827707621061927,0.13138821983271692,0.0913242167533662,0.009630523407703187,0.20159526474335346,0.16040821387406745,-0.016413696819086575,-0.005395063100061574,0.036009202750540516,-0.03508244738758913,0.010846988212252422,0.07835004110362434,0.016411753010866427
MFGE8,0.03537558129286936,-0.10453827469384713,-0.014324936535729988,-0.0030501967523620466,-0.019164253153534233,0.027300180725120908,-0.02061173253998583,-0.03258603040892567,-0.030277170969392277,0.10334140924266329,-0.10190904781793518,-0.05543538475412398,0.05303153969392388,-0.04571517259290267,-0.09507900335535953,-0.048720916306080345,-0.03165093035843554,0.053942433404599456
TGFA,0.03085126633889569,-0.16965294695853914,0.040556020263734054,-0.0025387688008195112,-0.015317148529244172,-0.08558808892123887,-0.07781102778369782,-0.031059176698401417,-0.013911293810189929,-0.1203473846252993,-0.12134636720383425,0.036477118794455754,0.09159268252314354,-0.002318683308131418,0.08293445109332753,0.015952234373838265,0.008576690774043577,-0.07564034348646304
SLIT2,0.00044137938967479394,0.24320313029572282,0.009236562152921847,0.02146321038400339,0.045126606749127565,0.006218868929378052,0.04975322951387868,-0.03048210720515989,-0.030553101013565048,0.1652193097979967,0.1780921755382871,0.08116982469033937,0.059842995118808806,0.058541053463675274,0.009291255139737217,-0.06198023482456983,-0.05824145990119194,0.3369201846741921
PLTP,-0.048569666164102625,-0.08162766222111682,0.05549313460093011,0.008819368330560632,0.029803791809201206,-0.029515236100499772,-0.09882540111482119,0.057973271617805286,0.002433460252633281,-0.3938166834857886,-0.0991936686674088,-0.030472201742704787,-0.012516783790278931,-0.027400502340065924,-0.031054886332761867,0.042693425216865574,0.04233778985036463,-0.08081489069964332
APOD,-0.034987644520053804,0.05655740070976189,0.021098360659259463,0.005589526172196405,-0.03322018566702622,0.012851821959254762,-0.11114833337004484,0.06947408291318657,0.0036839887078519663,-0.19720078878074415,0.12588454280588288,0.05199038450817452,0.22934185516380598,-0.027129992253392857,-0.06961625570349919,-0.02113883086173744,0.015312022321599872,-0.07502207612958928
B2M,0.08126466665000161,0.054383659420244944,-0.014554715026596303,0.036688941379887964,0.006111060857830448,-0.045112451626856766,-0.1199819109104411,0.011558412873651018,-0.0973234783034891,-0.4628304169311829,-0.2386132536655955,0.02115629319313656,0.15522063955738274,-0.09356857720162062,-0.015101875403613067,0.12185749484637454,-0.015844041712721125,-0.17283226631262316
OMG,-0.031069449528569097,0.18409182407148786,0.08015440601956181,-0.02759786417661377,0.09400860696186877,0.02940654620376375,0.014447031555184071,0.11505886930119015,0.08125381564783138,0.02320620580781862,0.19956230331858746,0.11107248357634864,0.22717052537843932,0.05940499263038025,0.005716866708075393,0.02542360709499692,0.07762567650074695,-0.04936539577141129
CXCL3,-0.016517129604575596,-0.04790049183782911,-0.04226198631165723,0.07454804429619138,-0.03990618468869637,,0.06138354242309083,-0.04866379388268917,-0.0030572625778574982,-0.04864609290736832,-0.02247613364875927,-0.0497388854475501,-0.04415613018348766,-0.03275172901218935,0.014815600526703573,-0.053997185991637046,0.02472123199497149,
CXCL10,-0.004953847192004032,0.095136707947708,-0.05124455868230607,0.029719502231946384,-0.032307140582159534,0.09256414251867555,-0.07956222762749222,0.030551083934677398,-0.04860710825295928,-0.1040468019424791,-0.025161640877898527,0.01555961039401161,0.04833446379776979,0.04173937082668125,0.018705817644417033,,0.04773914062748597,
RSPO3,,,0.06299097896621389,0.0329087287659545,-0.02322594812061118,-0.014541445019570071,0.09476137191257927,-0.009867982439876287,0.0012053721861742107,0.1982571810645047,0.02155276170662505,0.12698094495549744,0.20776809847075528,,0.08145560971814417,0.04177547307705527,-0.052203511320139465,0.15720528133350486
CORT,0.0019949597676409488,-0.023852439842010107,-0.01913978357018186,0.03570530768209914,0.13132495928209736,0.06528102538030915,0.1143803159627632,-0.029544703964682173,-0.009171249783251926,0.07861501499315028,-0.0001496362136777048,0.06028353031049601,0.14049873144391523,,0.048089544359577956,-0.03453673347290463,,0.16365184734701074
NCAN,0.021907216046538065,0.017806133152512938,0.04251107181206418,0.027910550682156327,0.06979015052339697,-0.002953206556379686,-0.03674505208386286,-0.017410300054746825,0.07537371372771512,0.21592446661588977,-0.2072925491131203,0.08193534556718715,0.21724612617379813,-0.03494175065404196,-0.01833264979588031,0.028125886750857233,0.1008832227667145,0.08034982194468901
PRG4,,-0.032552980064743206,0.007691375769836567,-0.012291348926016164,-0.016629695468920846,,0.02223966151129891,-0.018884765994827586,,,-0.002917838591327702,0.011846474004921942,0.033802269630656134,,-0.04850195910068235,,-0.0433953178514144,
ZG16B,,,0.051405632818457773,-0.014265613657432855,,,0.001557420352246197,-0.010095673981430426,,,,,,,,,-0.02659790256347098,
TGM2,-0.03247680130255834,0.005930069368618535,-0.0343199052778259,0.01807559896523308,-0.019428384851611587,0.01594201883265222,-0.03725089099602062,0.007938083918857516,0.029046055140600897,0.06100372685989049,0.12102612853738669,-0.06683799389535561,-0.016844063845317416,-0.0003647409957949522,-0.03418901592167669,0.05105337230995514,0.012799603160226491,0.08481453222503332
VEGFC,0.04662629321890733,-0.023357413138376637,-0.026854688034113682,-0.021906474914502268,0.17177852301042737,0.020146441713563494,0.013279229989455637,0.0040388001609552165,0.05190675128711099,-0.019157155202658174,0.008876284378092784,-0.03262137253937717,-0.011097221092189085,0.033932875096153434,-0.033811529337679336,,-0.01919359250452387,
WNT6,,-0.02962342247617184,-0.019746427897873797,0.05213672751046445,-0.02291411933977201,0.01526074734234572,-0.02477801158022607,-0.02246756235690597,,,0.030765095647246474,0.056641985867697635,0.029564702415107003,,-0.03388376077811659,,-0.027483613294657296,
NRG4,,0.1558247789751302,-0.01771230451602857,-0.014959133921449975,0.08646813138821038,-0.03267014346583623,0.031651954707569215,-0.019395424353491623,0.001465813819063451,0.11741372278382319,0.06052918108251284,,,0.010468175483834635,-0.039326518029844174,,-0.04133113898799464,
PMCH,,,0.013623921179208793,-0.020727337419717728,,,,-0.014777270515458277,,,,-0.0025916133593724936,0.09189147900007882,,0.03124194432908508,,-0.014688469870504277,
COL9A1,0.06975688690534704,0.07044830549846529,-0.018613907660435986,-0.015623723577696653,-0.05799296320836123,-0.012210911140902957,-0.04245060388397571,-0.02705772482927388,0.00036696368255140774,0.05254399784538414,0.001228822876694942,0.08406718180043399,0.16985457909688292,0.012230230557499774,0.004907690009655011,,0.07526221523765388,-0.01137670639062996
GDF11,0.039809669304483174,0.03122591220186231,0.018276825138940894,-0.010241995863465839,0.02387967937878433,-0.030755485718800993,-0.0487353562329117,-0.013336048937096482,0.03194263536983714,0.003672920680474515,-0.12516801644409092,0.035408731607741786,0.005073655719200983,-0.00451428885076231,0.024470848353879637,0.07653635933171804,0.00982328065191137,-0.014176426250564995
IL24,,,,,,,,,,,,-0.039728854229744134,-0.04580051566841894,,,,-0.022960464931423893,
