,MGH258,UKF243,UKF248,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
HBEGF,-0.016158477338001295,0.08698809805867551,0.08715956453649674,0.03121235527867514,0.03845237040125273,0.0540832762779436,-0.007113025327168154,-0.0534608123550952,-0.05217741503182597
CSF3,,-0.049801524253362525,,-0.01636067770415367,,,-0.018684298433816946,,-0.01590008498905912
PI3,,-0.048846359600533185,0.036799109707103886,0.01376427970475165,,,-0.10810245539422246,-0.008015985716898938,-0.010317155648699382
PCSK1N,-0.04400518036184049,-0.02841977570553348,0.01801331608783665,-0.008770034254006565,-0.058808168137027626,-0.010027282598119984,0.010938236683262213,-0.02425023635703167,0.03986435651894011
NTS,,,,,-0.02902133639698357,,-0.01676851756705632,,-0.023545857713849316
SFRP1,0.0717686828028235,0.031523388385134465,0.05408986631435631,-0.019826456829550157,0.025496727290529778,0.013884520676201793,0.035012884524947836,0.0038272798507608245,-0.02299871163264144
CXCL13,,,,,,,-0.03536299748496624,,
MICA,0.07681437698349529,0.052146970994219964,0.05732729773598224,0.04947610223816591,0.007761641082045911,0.011444248579790635,0.034690609385617174,0.03151394609681374,0.04096049979154099
TG,0.052638569448629415,0.05306310630272458,0.021826161954388613,0.005216240347337827,-0.024514371350205212,-0.018872409349723156,-0.02065226245824108,,-0.031008198548710286
ADA,0.04827274480333614,0.0038302138730849184,0.06848308745917572,-0.029267100976380536,-0.028045781870998602,-0.024738138419691802,0.047063114400350464,0.1233801409306351,-0.0576348021900524
LAMC3,0.01614287196457243,0.07514829582203342,0.07142738955665225,-0.04600625760444131,-0.0054662918465315045,-0.00037649187192812303,0.00441961601572009,0.039764483909536755,-0.003694649627959228
CCL7,,,-0.01835966125784978,-0.015469192917806704,,,,,-0.01666174779872027
NGF,,0.010711433834549413,0.035239014839097194,0.0140522930745387,,,-0.013578742083244614,,-0.04107028246130151
TNFSF15,,-0.03549567616572015,,-0.0172257029025116,,,,,0.015370681919218011
HMGB1,0.08742941113904919,0.05063832075146463,-0.03167554861476937,-0.01990735399289082,0.019099342612481512,-0.003738903775495006,-0.01692503392357362,-0.03394823640641824,-0.0023242111119228695
ITGB3BP,0.017360169122596532,-0.06577750898289503,-0.056418670681223346,0.04424593753711339,-0.028022463399464636,0.015717422225886495,0.0009542050840488806,0.02386866785749055,0.03798833561409502
AANAT,,-0.006866217821689301,-0.0009516708200230103,-0.0156736295809226,-0.02204591741767164,-0.016852965362357735,0.024958487444011693,-0.024996469227027883,-0.01762882400222181
RELN,-0.015827612880467655,-0.04947134033417093,0.0045557318501533795,0.026763617236393155,-0.007990324183623073,-0.01865768729522939,,-0.025761588810809758,
IL15,-0.010200666100063755,0.03430397263600427,0.01727642864092605,-0.04339371225468103,0.026243377024668772,-0.015630346442198715,-0.033580720821903796,-0.048099905322715526,-0.010403262876174714
BSG,0.0007698434057173097,-0.03973128855273577,0.01364497205706742,-0.0045551402322767266,0.004261385477765894,0.008482177844917184,0.002094456095638295,-0.03607257952941472,0.07617559433182801
ADAMTS3,0.01618651108852669,0.096307531066983,0.057743116523990806,-0.016462716556953323,0.04827610522101051,-0.025972591212307043,0.10365563477760775,-0.02616934623947654,0.02457173484384669
CD34,-0.019441607463104745,0.029050363186666168,0.06781053728165617,0.029233563995236675,0.0075794449285971665,0.014595561536422975,0.0155374121851093,0.0028548007777365447,-0.01353226631692875
PLAT,0.053198253998265825,0.06797496522688842,0.06992353699981971,-0.04473253287430701,0.014994635147691312,0.0057010660154773515,0.0673281663134455,-0.023573617494412266,-0.03904472166156141
NTF3,,,,,,,0.09550641290868096,,
LTA,,,,0.03813784012560559,-0.02123251601713031,-0.015630348371615976,,,-0.02372574037945174
CKLF,0.023959887650218524,0.003520112251026231,0.007425052096979338,-0.01023398620569479,-0.003713347499422242,0.03328812009279437,0.04716828566288931,0.048990877231503006,0.07198998251481119
CD24,0.1469157182280446,-0.08680225314587879,0.03985421508013301,0.028428718066235533,-0.027027339624390957,-0.006766236960073972,0.04519502284176517,-0.019201223775108068,0.019467583024593064
HSP90AA1,0.02732650590681791,-0.06406303656548279,-0.008236327549172905,-0.013266384186287186,-0.04031851359316882,-0.0011821641084919278,-0.12047211088890909,-0.016465537353743395,-0.06685162303109524
BMP4,-0.019648239465235896,0.039394508046389706,0.01345866647572759,0.040290434134126175,-0.03201947228938087,0.06219992560559618,0.007587926455471243,0.08381603085969169,0.002031153832192974
SCGB3A1,,,0.10965141666626155,,,0.051440937252320476,0.03606831624906968,,-0.02227904617459961
IGFBP4,0.017434451346656946,0.041769641015688634,0.09385505778766498,-0.023572158837811417,-0.03228817068740256,-0.031193090298773984,-0.04256347640178794,-0.0471911060827562,-0.024360685324424532
RSPO4,,0.03027711483878744,,0.016691275573039212,-0.024694708730596423,-0.02168175390576359,,,0.02517454120585129
LEFTY2,0.08101463075998068,0.034199636254343795,0.09705286531780592,0.026526556496405434,0.031482594259916355,-0.01929549051074475,-0.015825839651862184,0.02888150602167519,-0.05459304018841946
PF4,,,-0.0005544917306347214,-0.013496566059513647,,,-0.01261542982020263,,-0.023725734889139434
ANGPTL2,0.09251083301476455,0.02686335234960885,0.07839287780192875,-0.07889272139739129,-0.033002807673799,-0.005166153863270422,0.052991504619871496,0.0009904547560246268,0.0014752101478364675
LRIG2,0.08634210795613508,-0.0026925964010648847,-0.04381390103637192,0.056058385563876864,0.02047320397740998,-0.007075077168103893,-0.04176932848868412,0.04097389975433954,0.04213347189673224
ICOSLG,0.018043201308598506,0.050062598037677104,0.04591224119773192,0.06750727311635656,0.004044186704347782,-0.015529646356000357,0.03598810115701662,-0.10653726889874282,0.02644077916634859
WIF1,,-0.04727537523717335,-0.023782092079880805,,-0.019056321816369036,0.023410965375342655,,,
NPPC,-0.045805164495043064,0.016747392105921043,0.011597851486415879,-0.020936502298217988,-0.037172828969894114,0.007334389407485063,-0.023869238958308815,-0.0366434644708049,
LYZ,0.023547040024604605,0.01494129606092729,0.035067402157012234,-0.009862071278468137,-0.025713007141445893,-0.03568044481367596,0.02798034103487303,-0.01943389590556925,-0.0019291631646889702
EREG,,,,,,,-0.01975135765419966,,0.05928692624746111
SPTAN1,-0.048978434523546666,0.049644252025257636,0.0370696373713176,-0.030613645767455868,-0.030307596206882594,0.00865506263576783,0.05741756904184649,0.029760343062659064,0.029269395786488447
LIPC,-0.024443226085537773,-0.014346879756567853,0.0371084710147544,-0.024254334397456712,-0.027354549894965576,0.0034989073704852114,,0.004265982211355491,0.02896263879277406
COL8A1,-0.018626023206173573,0.09744326931054194,0.06375778248914481,0.0034445374782373557,-0.02746023634240482,0.019531231104735987,0.006085375190233721,0.01633355070105264,-0.007538318515484658
GSTM2,0.05611530709459334,0.013174868185964346,0.013861787777248972,0.02664825366849174,-0.038243418551532765,0.03270738048787826,0.06703837628790077,-0.0379532568506053,0.03188243235173117
SPX,0.00965404415135873,0.0061160522607053925,-0.03771048023716586,0.019609411961504432,-0.007933434692716982,0.0228875763518819,0.03626396230086775,-0.0651210799874998,0.0748701760113431
MFGE8,0.005115470642156691,0.015602724398672472,0.021554857813922874,0.04019912987648359,-0.016572157500479332,0.024755477169799332,0.058012804218645554,0.007390063528720839,0.05670851001020223
TGFA,0.04130353467818046,-0.04703835276934204,-0.002852846302430333,0.007701838256472022,0.00017934746721567606,0.06910744932251639,0.02225400729450181,0.005205891846074116,0.06743269074757884
SLIT2,0.026867046443634784,0.03189376507434159,0.06720224036897782,-0.04593531413640635,0.03781167711368436,0.03885979936172518,0.06851332110857143,-0.012541376722202896,0.03090231680612983
PLTP,-0.053912449871526456,0.11344295241977587,0.02951063308741948,0.0052462388688731005,-0.04599230912437509,-0.0006748162603701434,-0.0701313227159384,0.014440781066342653,-0.02399036975784321
APOD,0.04684678612495489,0.10129818196072835,-0.014479869618723088,-0.03185392033910476,0.010019511976161721,0.033275653965968016,0.11521328078951343,0.0861087060505859,-0.017578630882405268
B2M,0.0507854084759514,0.14533163764998477,0.08992788531361127,-0.02155464105456576,-0.05447018528461405,-0.0020967995804561587,-0.011431841929624965,0.05134910105732162,-0.05081990488198027
OMG,0.035898781357821374,0.06364664656972445,-0.08058127757004481,-0.043901092514631784,-0.05682760486394775,-0.0019982534309206153,0.10435175938419239,0.012559576032464468,0.03343853984124673
CXCL3,0.04521098329810391,-0.042496591911604376,-0.015760631869125873,0.028731133323952798,-0.018745053571485502,0.01886937943225826,-0.011928151713096339,0.04869882921217505,-0.019814447874687457
CXCL10,-0.022106245505889625,0.047644923281165236,0.010400041162144373,0.02456600171519799,-0.07436918208080841,-0.017888228797846118,-0.016920948557697938,-0.008397619369650708,0.036713160220214126
RSPO3,,,-0.024939264545340598,-0.01567362842281883,-0.007498169579794202,-0.01176301497682425,0.04200117062324787,,0.07858606220812858
CORT,0.07983062947000237,-0.03929757271484966,-0.025341157613289114,-0.035149315239900426,-0.044537284575409,-0.009604731768983335,0.01738692104743749,,
NCAN,0.03945310232395959,0.09740491392442012,0.020682852187885424,-0.022929378699430052,0.009257971365396292,0.035672040908418516,0.12146096308344338,-0.05557470359945662,0.043638667933535887
PRG4,,0.020306843509530232,-0.015088374305679154,-0.015469195328450789,-0.004829312714292819,-0.013752909006013963,0.0013991714360818788,,0.020146457247471713
ZG16B,,,0.04272350043916982,0.045804006997188895,0.03305960316661973,,,,-0.0017107530979494124
TGM2,0.02011767191309735,0.06013405059403891,0.05072631349655704,-0.04105020252330705,0.036964870048252635,0.02946719452638371,-0.038847734310442784,-0.018893350444520163,0.014742039272818658
VEGFC,0.052605538523687614,0.025302081769053696,-0.025207299089291733,0.07022683727257653,0.058954184333472937,-0.01403539182971059,0.033984864070699575,0.0492775166219572,-0.03890040514364282
WNT6,,0.035297752972494496,0.06829840702747488,-0.021395888997143397,-0.007509473801768276,-0.012249381244823217,-0.02453540331544107,,-0.025462025394142794
NRG4,,0.07481200712293434,-0.016909892580936538,0.01167722173238254,-0.03241223279356979,0.06832713996735608,,-0.010464016479508913,-0.01690841786492453
PMCH,,,-0.01948956122107301,-0.026086252462140795,-0.002219963721899982,,-0.01852227904500511,,0.021477666489008868
COL9A1,-0.014394701281445557,0.018099868977013076,0.02979800674139545,-0.01966313325216505,-0.045216916116243566,0.018263195078527715,0.08732056813930883,0.001577952260022596,0.040672239142669056
GDF11,0.0084372195986502,0.0567848114247578,0.043611846450123164,-0.040376158805612426,-0.01679788906281054,-0.06147772701281539,0.0033840879327076594,0.01065299008147363,0.06456285427120881
RAET1E,,,,,,,,,-0.018548414260272622
IL24,,,,,,,-0.012414283205639849,,
SORBS1,-0.0023410630904039035,0.10034601695692102,0.05703605650334218,0.0012419813137012525,-0.002923023964158047,-0.08538422315932,-0.01082140011468881,0.02016797715586312,0.05254813912191929
DLL1,0.04945975990041737,-0.002762495644209454,0.03859183315061877,-0.0008950422098049234,0.03173909430440621,0.003985084538230913,0.10633369517603843,0.062092579776162,-0.05042655622913861
TLN1,0.06534703233290934,-0.02087125183270264,0.05631555538864092,0.006323963155534965,0.021430285107440276,-0.022666378319558582,-0.03575328743094632,0.0471881033740786,-0.023875485016614875
COL2A1,-0.01793209162341923,-0.004114367658588898,0.03153437989774365,,,-0.01142784252059559,-0.003772688806564704,,-0.024607460122994605
SHH,,,,-0.016075033772584672,0.06981215135854539,0.11236922039581264,-0.020188302262763278,-0.015894714643223996,-0.04346873243561778
PON2,-0.05223500158274223,0.18604828746303786,0.021350103688448266,-0.012407557581799955,0.004961159780063761,-0.03193664634011218,0.0499061701814942,-0.060566065736931456,0.018566334789038658
ICAM5,,-0.026263997571295595,0.024207696689405384,-0.025054081079061354,-0.0014000482099850928,-0.021300097207620747,0.0914625634679441,,-0.013098395901077638
HPX,-0.020368742060915063,0.0761688280008078,-0.030162013743588508,-0.024076467392688018,0.0012583826812856704,-0.027722526103605465,-0.003064336309128772,-0.01226615810048667,0.05265541481841422
SFRP2,,-0.048469567039956196,0.0034947826069709727,-0.01830772141780952,0.03291806510241631,-0.021396055037715727,-0.02918252348584053,-0.01891254526047204,0.022885236126540642
CFC1,,,,,-0.021232517300320934,,,,
CD70,,,0.0015469102975257006,-0.021686443858965197,0.01886869857545557,,-0.04674881096444089,,-0.02579684657151946
HP,0.04373973877698487,0.07376683270992812,0.06484984810699312,-0.04431979413391978,-0.03630126310262204,0.03702944606363247,-0.03390680125664866,-0.02208287971127268,-0.025293143779759743
CXCL2,-0.005311770593552487,0.09316044142857614,-0.016875856131326247,-0.001428369836060972,0.01616191862568337,0.010621622018589228,-0.03438940645031674,0.0641215667460234,-0.024460678014504352
NPPB,,,0.004796200955394629,0.0696271742984153,0.011108021393595296,-0.014035392850544887,-0.03619083059573495,,0.0803694239925197
CCK,-0.04102552196016442,-0.02707225601983683,0.0023598492954030846,-0.02228189670519543,-0.019217177704819382,0.006967927986851045,0.05735374971199809,0.07486858080581935,0.015560090834273036
SEMA6A,-0.009340720772738512,0.14863198452764625,0.02336421723637059,0.005033979049404345,-0.005705531828634085,0.006891136264245021,-0.006466102991879376,-0.05286680646318237,0.04230749567330239
IRAK4,0.013462967626509982,0.10662433431996636,0.027386849229406957,-0.021256252909139288,0.004674061368035426,0.006784051774851509,0.07183969558587654,0.023196710088767752,0.05766512501361022
GSTP1,0.007381540014209564,0.09701547580654131,-0.012576509754699722,0.04624003252581266,-0.014094232007618971,0.015019683486524073,0.10825396227372291,0.0419015977090226,0.06296419159819204
VCAM1,0.05766559275161499,0.05693250100654582,0.03619380090239371,-0.002348236939259489,-0.016131124241056345,0.02215980601425624,-0.008000753135450145,-0.025714784608619888,-0.018333225405346158
NXPH3,0.11072668512343421,-0.06818311981266569,0.0005570723414455184,-0.0008915858259116432,0.011046839327361729,-0.04223529431324007,0.01700705740618133,-0.018428029533465784,0.10754368906927746
MTMR4,0.01875295323778226,-0.012335874767488188,0.08545234624107559,0.013332383873075324,0.0023553654426416164,-0.009823896739806248,-0.037948062211968406,-0.027085703903293536,0.010928223482020246
LAMC2,,-0.033214369713927334,-0.01859082734993639,0.05853630123347364,-0.023405323851757545,,-0.016303437230029427,-0.02785320118662275,0.04518629583953973
IL10,-0.019830577986627414,-0.05269575579991758,0.034923301441173546,0.024226270669693056,-0.04927487730467663,-0.012563672022231,-0.027595957870218027,0.046265513520008364,0.02256816705409841
SEMA4D,0.04515486900605416,-0.10965556523113583,0.03620150528390151,0.0027931389618713574,0.0021255442989632878,0.06726673171200599,0.07552451736207938,0.07688415970916611,0.058332194691464764
TRH,0.035952112148381135,-1.596262918166486e-05,0.05748751763849841,0.008119769738222309,-0.05695200933864339,-0.05187576459801055,-0.00741233414264066,0.06974948751818293,-0.01921106186805332
SEMA6D,0.05765557693754003,0.02657499185187322,-0.020370076677393413,-0.05301573375472,0.041620672883852024,0.006393039575023819,0.016530295767997458,-0.082457286475947,0.0644473840565282
CEL,,,,,,,0.060622431206077895,-0.004462973980844786,0.023420836594809827
PDCD1LG2,0.05348071787779927,0.0996022591675812,0.004658575472483735,-0.033537978083354056,-0.0070564657805511,-0.021491653302725067,0.009826768822484691,-0.06177998923876226,0.016019669494905544
SPINT1,-0.03734713082731368,-0.007223718926656948,0.1290903704324545,0.00803417328454383,-0.0034655572413921382,-0.018440765802328972,0.007038161402905559,-0.008127747104261299,0.0479949036916872
CTHRC1,0.0484133068826826,0.07432139841087607,0.08051027958654304,-0.004232980391265659,0.013705489599540835,0.047356059713598325,0.029320604295073396,0.022495789850398008,0.011302963395539701
PODXL,-0.021359062441998596,0.1135294690553914,0.06941616850899918,-0.009604107054251432,0.0077515823292498304,0.03578304171811953,-0.056853131674502386,-0.008297852674341943,0.01898041271268048
JAM3,0.057421742533654944,-0.003567459731572821,0.0640610396940481,0.05784383970612878,0.0036236649002699354,0.0028708630777707807,-0.019080964883557747,-0.02867134541378538,-0.027164040284397128
TGFB2,0.005334947877171814,-0.01837168575862678,0.04242576053427371,-0.03045793058600124,0.012960081722096112,0.04741642358229736,-0.022236229845196607,0.024774713792508812,-0.021073266101531766
COL18A1,0.012373581685016441,0.04148376484162902,0.09680155082639379,-0.029148796635809958,0.044188569754719055,0.007554677291044553,-0.036519374802912515,0.06363848057338845,-0.046460932698618986
NODAL,0.07375583407142441,,0.04501769153363698,0.0063799464062567045,,-0.019295488352332305,0.08899344192658547,0.005207214005084402,-0.026292085210549865
INHBB,0.024395671675722902,0.032082234501584934,-0.015945762677302314,0.08080009000737931,-0.022202866271685207,-0.004923371981479977,-0.008759621881928718,0.037068169557415764,0.04334097807037612
LCN1,,,-0.0005304019822098046,,,,0.1246545774329569,,0.024500251572970526
ARF4,0.07105870662555522,0.03161547242827191,0.03570058027739601,-0.007608304046631356,0.04744781728275388,0.006829456061808054,0.09061588953708108,-0.006736310170084958,-0.050121553910810905
CXCL14,0.02660937810940422,-0.041978509170498904,-0.00375090592761182,-0.05528917644081202,-0.005204080162504221,0.013074606602037018,-0.10579255432558855,0.011036492094711197,0.04067182013509816
LIF,0.05917077884619785,0.009900332419526096,-0.010740785182207216,0.03685904270339703,-2.4420952203712343e-05,0.051228013020047876,-0.05649373410132816,-0.01612621664318361,-0.012912581394275098
IL17B,,-0.010491749303393685,,,,,-0.023187237202656776,,-0.032815379699441254
MMP1,,,0.013664372757783533,,,,-0.023869237410834254,,0.0004686791893107138
MATN1,,-0.03127972831293372,0.0030988736449032877,,-0.018825557286708282,-0.011427841098455271,0.023401859608187525,0.08119444923170312,-0.023364756391846726
ADAM28,0.03036301677164948,0.03873216989472837,0.05102872953780013,0.06204113866635011,0.03140363350360282,0.00036909088370284227,-0.03410545689678996,-0.05367774910984469,0.018058577099680107
TCN2,0.0028266896144924173,0.028076432506197454,0.07568406270818669,-0.007781607544920782,-0.015044341374040584,0.01852641314794813,-0.0077158080518108735,-0.018060130423481667,0.02963152930441232
THPO,,,0.02438366205802617,-0.03261212720326792,-0.008298045532796833,-0.011427842411200163,,,0.0748108791833552
CUBN,0.025133114658355576,0.06794924401105046,0.026571529870621186,-0.030789246419604826,0.018909073062773778,-0.01140222809867176,0.057138471635865204,-0.02757693797788068,-0.017545429237379746
TIMP3,-0.04458298236966722,0.0033570668043754297,-0.037445898446411184,-0.0020645613126864613,0.009046928255030498,0.0224999625231607,0.04699553152065058,0.04751420175673201,-0.0561020812291048
PIGF,0.012972114809317559,0.028504808655306278,-0.020091125771436687,-0.017605721760147075,0.008414455123530316,0.05740280965371215,0.06693135336702515,0.04555340501652346,0.018353933629879655
CRH,,,0.040166280346066174,-0.01813162070018581,-0.0009546833571617639,-0.01563034500192996,0.009000392012153146,0.037155255331410925,-0.014213100382045575
BDNF,,0.1539139758414172,0.0542013548717568,-0.007057109247942738,-0.007967402744593443,-0.012870685647887277,-0.007125683844820064,0.0049613056724109525,-0.019203918180303002
CCL5,0.01439566365773658,-0.03137869499747214,0.0420633041725885,0.050838662912692484,-0.002344576377960152,-0.015503242492710848,0.06551452314975233,-0.04058113794447451,-0.004760904693026452
GAD1,0.0854771159984345,-0.06758954275662367,0.03107619686974943,-0.0315323910584457,-0.004695029913389991,0.00013009690404476273,0.08015679840890644,0.0011558813300853786,0.042515047288065114
COL14A1,0.019942694660353324,-0.04341364124881361,-0.0361428607351158,-0.0006087452770101076,0.0028084895661424952,0.007426962838913289,0.011562056410284313,0.06537712979640158,0.028576251581997374
HLA-A,-0.046811512391777145,0.17295569933801197,0.026839958093825233,0.047295098536026564,-0.04724992273340857,-0.022249342468967728,-0.12409854753709515,0.028912195959398212,-0.004883677856895854
CD5L,0.09218547743690511,,-0.021781370017565086,,,,,,
FGF18,,,-0.01970820301344035,0.04465093458880559,-0.006684080638560942,,-0.022605761873085804,,-0.019211063409341745
ADM,0.03392601622478717,-0.10891229166882509,-0.000637164169778445,0.07572298174948094,0.014542588999242946,-0.011693675249577144,-0.05404512650939283,-0.04415742832518941,0.062021406024363505
CCL15,,,0.06005395418960843,,,,,,0.007951724186324644
GNAI2,-0.02436054556965809,0.07062482470609056,0.03423980871243317,-0.027931639977448717,0.03262088679708276,-0.0062372197889870255,0.030907576246579783,0.0383039701465758,-0.007810458615448897
HDC,,,,,,,,,0.04934074611238224
COL11A1,-0.0220776979798907,,-0.009704761486039817,0.001981083864930563,-0.008687754881783914,0.12417381371037771,0.014670404694814225,0.040478638451387244,-0.021738870410841944
NUCB2,0.0014126854797976527,-0.06871593160069828,-0.019233542906801553,0.0037832959917588078,0.019596344429159997,4.425718350592519e-05,-0.023370587003436288,-0.07254986300958782,0.015617196452662456
CXCL1,,0.08507738523575392,0.03114763357011976,0.00549537732646206,-0.04259729032232203,-0.015503245121154077,-0.02903850829891935,-0.042350927451315884,0.07409421265877952
VCAN,-0.01739511407367636,0.07838071827010487,0.012084387225374554,0.014023677264327596,-0.013925753402675442,-0.018888472863819346,0.07348014299898462,-0.01004099121367106,-0.07428733303568376
MMP7,,0.02909291837137911,0.0848768634815142,0.011128980548872097,0.01083005735335635,-0.017662894696372788,-0.08573319912697733,,-0.05770101863414553
PTPN6,0.01530115706548565,0.060486958839374085,0.04808534520656403,0.057921271986568976,-0.044781544645189145,-0.04392069275230517,-0.00356929463992867,-0.045332096057753506,0.035864484323308916
PTGS2,-0.037994515449206644,-0.005173666485117573,0.05415318839739333,0.07203007874088645,-0.023048263045987286,0.026025560647451526,-0.06960290798879723,-0.020403433672568225,0.005572673982729544
XCL1,-0.017119124889709028,,-0.023868485720369804,0.09478558854905285,-0.03053675558385102,,,,
CD58,-0.026229605087902383,0.068046844411848,0.04081936227730713,0.03732164251490031,0.008913778350414488,-0.02753460408230811,0.06453998525127778,-0.07262570567461388,-0.00039790509142061613
TNFSF14,0.05437858471354045,0.06497118094295644,0.01928993490883904,-0.00016070760301471323,-0.01343088381904785,,-0.024644972076775497,0.027706536500460795,0.0841668004907216
CNTN4,,-0.02736141385897534,0.018370968363440817,-0.01723262605158069,0.005496481959997625,0.035156529411517375,0.0026770604729185964,-0.03535726877088486,-0.02835101025390122
NTF4,,,,-0.0198264569068429,,,,,
INSL3,,,0.07678494647842805,-0.014405434228325268,0.11946409227704817,,0.10206427731585432,,-0.02281372027109024
BTLA,,,,-0.022865801996036245,,,,,0.054859323415804906
MFNG,0.05155727583825585,0.012575328684572661,0.03774371509354822,0.00518487466170899,-0.030322015139179363,0.014357320706524292,0.00015150951341022338,-0.001086051412305634,0.025950951716844427
ICAM1,0.1340599827167063,0.07286502958032762,0.06682738725051615,0.029876528556198555,-0.039209695624672046,-0.008441036472209642,-0.08009684442465653,-0.01878640196777177,0.017869934382104352
PROS1,-0.016766230266962126,-0.00601079269920205,0.0843385022029926,-0.0007101577907389752,0.016068621590207045,0.09550301704530481,-0.01743065860544747,0.0008710747868077842,-0.040643794370176706
CLCF1,0.04613774918501457,0.046289647931321586,0.05169880494830306,0.006559062598457006,0.035289001136506265,-0.01330494621696712,0.016594474542514136,0.024886973639923975,0.016360302554560616
PSAP,-0.03713799475679921,0.005099495306376623,0.06947798390865767,0.04421050931042202,-0.01780409687997944,0.006527030122341967,-0.06585556630395255,0.03213493488975819,0.03438795601367823
EFEMP1,-0.023523316121790636,0.023933226057518943,0.08995121932217245,-0.014550990961950986,-0.035008090723426706,0.001266916605075292,-0.006833406895123257,0.03397971774707529,-0.05451236487510422
C1QTNF1,-0.058355719966591585,0.07457555674368423,0.06364596801568456,-0.017960268877311482,0.023025198809023987,-0.03156648678540105,-0.05957174555168136,-0.006410078895482114,0.004331919085477242
ALB,-0.02577244202695486,0.10648363840177205,-0.022568552463751248,-0.002084115603822512,-0.023405323252642097,-0.01084913919520264,0.007023379098911679,0.002305499316696452,-0.02579685462240123
