,UKF304,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
FGF7,-0.04829350901373494,-0.030433433143728775,0.02622418279114864,0.017190597747264936,0.0035187337049212624
HBEGF,-0.0050807215446042,0.048533819299360986,-0.010264236348879718,-0.006262412871802105,0.1584612670170191
CSF3,,,0.035901872028000145,0.0665473182328458,
PI3,,-0.036997166747335976,-0.038298217745139376,0.1621309344233809,
PCSK1N,-0.08923392007794613,-0.008866718608046458,0.021328102736024524,-0.07387352171980582,-0.09934272583663195
NTS,-0.0312824828642281,,-0.03217695717325529,,
SFRP1,-0.0031692924191904985,0.08758388821845232,-0.004271377062893441,-0.014834438825615867,0.005235151459296552
CXCL13,,,,-0.03904644905290871,
MICA,-0.014304840777974824,-0.007017438787610473,0.0431989820595098,-0.02401095627307721,0.06604809509260862
TG,,,-0.0321786391189515,0.002385012495337836,
ADA,0.09957911544049312,0.08511972563547043,0.08272345909623964,-0.050466822570378045,-0.05695969923761852
LAMC3,0.056659757001052066,-0.03446242138566227,0.06341000206600997,-0.08564324608039965,0.13704738753317736
CCL7,,,-0.022769369961649882,0.11933132367811723,
NGF,-0.03128250346166751,,0.014761098133980532,0.052636834589274394,
TNFSF15,,,0.10629415735904735,0.007350267554118157,
HMGB1,0.05401607967737764,-0.01703203692046688,-0.01093829510377258,0.04412015396236819,0.07059766880126768
ITGB3BP,-0.06091854795504816,0.041816411157653895,-0.031759235195686554,-0.006557907669297014,0.039175141092955244
AANAT,-0.02941015385276999,-0.016383834381605605,-0.02409094295174913,0.07419898976619521,
RELN,0.017105199416155657,-0.02405866674322443,,0.09293678125434307,-0.03790095925900816
IL15,-0.042293586677131643,-0.06707498269867881,-0.026007888476494507,0.014703540659925147,
BSG,0.047297016627547414,0.006489049986346309,0.039523759575138435,0.03375221354767532,-0.010223109563531748
ADAMTS3,0.024055879403694427,0.025164110767914902,0.0182781325783955,0.0015026123395893533,
CD34,0.05127249928120397,-0.052875829530728495,0.051093719948459626,0.023343046136047176,0.09600445475934007
PLAT,-0.040526593754276925,0.052847900565378164,0.04613197690701587,-0.04745469821691987,0.0011182162536943986
LTA,,,-0.03242277862081699,,
CKLF,0.026086940638239763,0.004744283522560885,0.011485699092160306,-0.00552643412429935,-0.0024908351135060768
CD24,0.017768442565414853,-0.03592940239629016,0.010043739143290977,0.04916731865853653,-0.05783506197173414
HSP90AA1,-0.02331279678942809,0.03684621029650276,-0.02603352241454449,0.06996433150423535,-0.0679388155031865
BMP4,0.035130394444274515,0.0054373525030951084,0.06315869971967629,0.007825055436071869,
SCGB3A1,-0.030754981885437252,,0.0703928764072498,-0.04105693346067811,
IGFBP4,-0.009732411027332855,-0.035089176574881614,0.05941014323415684,-0.09168999729139829,0.003415212450933263
RSPO4,,,0.035554999307887365,0.10043570899627628,
LEFTY2,-0.03128250346166751,0.0034866088861290434,0.057955930699474564,-0.07168001789405994,
PF4,,,0.08234641018112067,-0.02903386281757732,
ANGPTL2,0.025175364154157977,0.04344823557058308,0.03469089558468772,-0.029617063573300722,0.05141533504080552
LRIG2,0.007433537343462875,-0.023492390667547363,0.005328820998632707,-0.02285975994158119,0.07117094811128306
ICOSLG,0.1028658676835924,0.000359291007973849,0.026171011849166616,0.029793483309570868,0.09254228935462826
WIF1,-0.04712326121355817,,,-0.0051790994223101326,-0.07272250227913321
NPPC,-0.008425767255525124,-0.012209613946577774,,-0.015736936889978,0.024359962028467196
LYZ,0.01678692088587576,-0.008230608942124127,-0.004189479340584423,0.03874202387484602,0.017267018078075114
EREG,0.0015289636032963794,,-0.03062152629276556,-0.03342657688521848,
SPTAN1,-0.07184979463365247,7.208648126744748e-05,-0.020009260849335794,-0.07692752495391325,-0.10398111435560227
LIPC,-0.03577604048362391,0.06785063864549627,-0.009859191600465727,0.028559513385466882,
COL8A1,-0.014455521607407155,-0.0017474417829826954,0.08354977618619311,0.05529393708575563,
GSTM2,-0.029653473296307752,-0.022060448395509757,-0.015511588336845529,-0.02716287146980043,
SPX,0.03160811439567361,-0.0002612192528201952,-0.06931335419583838,-0.020409256236209598,0.016109113858552692
MFGE8,-0.030463202458988165,-0.019201610609463987,0.025932064528660217,0.03760491005189761,-0.05824673178305321
TGFA,-0.02592863282514707,0.03392328228822699,0.03141802471418069,0.030334340680336976,0.1240077372334558
SLIT2,-0.05996517482543355,-0.018620340921972,0.043581910451266255,0.0005084620237110073,-0.06967324994444143
PLTP,-0.002166791700426401,0.008188882167192263,0.035171058402450786,0.0284602135741937,0.09520696966377556
APOD,0.06045656349108384,0.05986173858457463,-0.01280765281403384,-0.12510082222438215,0.08457233425904195
B2M,0.029039663849662438,0.028731620629089943,0.08589635108319237,-0.1393233692595164,0.17635865653710905
OMG,0.0931473494720325,-0.037609930052334845,-0.04740031708570461,-0.05130865772161785,0.1204334698899624
CXCL3,-0.04530200763205627,0.017161268771522104,-0.021955569449424207,0.11665903329757178,
CXCL10,0.01470141847239702,-0.04087642389337279,0.018261966417925372,-0.01896299097008021,
RSPO3,-0.007513916132990229,,0.04925618765481291,-0.016812277617626884,-0.031059330269556824
CORT,0.03153864419430268,,,,-0.03316633408154619
NCAN,-0.022347122744723894,0.029205575961111688,0.011087061183411594,-0.07803408241445274,-0.049164919982565794
PRG4,,,0.05873251632678057,0.01141547582042142,
ZG16B,,,-0.01338485678413412,-0.024768862690896593,
TGM2,-0.002642443450918444,0.044628552876220355,0.06184726117082832,-0.06229652257143223,0.14684016850704315
VEGFC,-0.0363638860309947,-0.0304654925702985,0.0021765027908986078,-0.008404817924448228,
WNT6,,,0.012629168788667336,-0.02559366635472897,
NRG4,-0.04051152077510837,-0.040173014285391294,-0.023106460767711702,0.057045318874536496,
PMCH,,,0.03994168546435864,0.0031785239697096606,
COL9A1,-0.0317344424231092,0.014849130769563306,0.014706605820191936,-0.04146310634894368,-0.050533495339591804
GDF11,-0.01655088731700754,0.03219549044998291,0.044755865054891236,0.016595199192247903,-0.0570992606122175
RAET1E,,,0.006824059856325018,,
IL24,,,,0.007218731957186289,
SORBS1,0.0679685847041556,0.017748345371283728,-0.018152808257822447,0.0017710927433440544,-0.0596182832829172
DLL1,0.015792177820376466,-0.048225574724410546,-0.02219713936445022,0.001237907525877199,-0.08915992737260729
TLN1,0.05478708892399864,-0.004581906840603481,-0.023251350601094685,0.01897625161773728,0.08319871607066695
COL2A1,,,0.004046555189853986,0.10562415174055569,
SHH,,-0.0023973577499209926,-0.00033336495010605406,0.018277273003836768,
PON2,0.0012689967191533737,-0.0113177391537457,-0.014385949412888106,-0.018672994584776826,0.0013939778032664122
ICAM5,-0.04489707202878709,,0.017352925663271835,-0.018285886128923515,-0.10013545361760275
HPX,,-0.011145764195648144,0.027989671400355992,-0.018724744712592757,
SFRP2,-0.00679016761797329,-0.019253808612859656,0.01283018644411257,-0.03165367492293038,0.08386316180921634
CFC1,-0.03305600357691379,,,-0.03405666362286001,
CD70,,,-0.0004330645769660923,0.05618082323748832,
HP,-0.06754759371819835,0.00018740716961085675,0.014844967153563662,-0.036841076436028436,
CXCL2,-0.08565798960876785,0.0028870655295301383,0.013720967933445554,0.059288710454474085,0.03608690347146312
NPPB,,,-0.023438931077214877,,
CCK,-0.058867348593221125,-0.005078999179227375,-0.016662061593358972,-0.08935499640634459,-0.12435343431187837
SEMA6A,0.10830566178901614,0.0666291631435125,-0.03938461559546365,0.010563775206694027,-0.017312966021405182
IRAK4,0.03278370424778592,-0.059278418006394086,-0.01171439224415313,0.049042156695899154,-0.08038569839923372
GSTP1,0.04827173864532096,0.07044517782620212,-0.011791281623636615,0.023777569979261948,0.06974022634940585
VCAM1,0.021142040931083062,0.014893146722736204,0.026795240676301662,0.09163254292073646,0.132644173970245
NXPH3,-0.00962280697136814,0.009990422408311357,-0.017147509428466663,-0.014657157219921982,-0.04818750905410149
MTMR4,-0.020724628297051063,-0.005643127127471768,-0.005779849374663189,0.013268722204651483,-0.05864969163285622
LAMC2,,0.0007883632001490375,0.020904086296507616,0.005395730494054144,
IL10,-0.06250611621458634,0.015675435008739948,0.06307053463517466,-0.04601500699184605,
SEMA4D,0.10426248174230283,0.11146133227451405,0.10525337561367884,-0.04485466328947591,6.872560223333524e-05
TRH,-0.051477504769357196,0.013334911182205724,0.11900438863021971,-0.04206780576177351,
SEMA6D,-0.07159064534568713,0.0051729568153564215,-0.052064232598685804,0.12074328805471314,-0.03457787878126221
CEL,,0.0254478827561128,0.0022825652359204575,-0.026211830893773647,
PDCD1LG2,-0.04879829490928935,0.03841616001695285,0.036771553203859386,-0.012130161517536181,
SPINT1,0.14926304635174584,0.03335985944350486,0.028236849416522544,-0.020938357429086816,
CTHRC1,0.026390017421788963,-0.0017082022684672255,0.04941293095196655,-0.06116788045729425,0.11204797880509758
PODXL,0.006908584885825993,-0.03413276777981835,0.03538797844410469,-0.06160463808828444,-0.03737468467510088
JAM3,0.04028111880230001,0.05290574178088117,0.04733142991564565,0.08734099918363278,0.05965009743029798
TGFB2,-0.10454233041801987,-0.008916587808958522,0.025748676434197985,0.051752633584428005,0.07741509634119872
COL18A1,-0.0945516859630589,-0.014629901431031697,0.039882440117494034,-0.13998913792890505,-0.007813765163062031
NODAL,,0.02890217396913177,0.0371996478636278,-0.05649990985754365,
INHBB,-0.013316676753503428,0.04537298089590848,-0.00632461783609534,0.024159014588384507,0.04282228508847003
LCN1,,,0.14700254019424625,-0.025996831156290034,
ARF4,-0.00040783429198130365,-0.016696568459405255,0.03232628297314033,0.09370129571889847,0.023909118670587055
CXCL14,-0.08795043278196195,0.05084996504793625,0.06042996088267796,0.10796531765560846,-0.11364539278059081
LIF,-0.04497455046964915,-0.028772452990722626,-0.047117695112613836,0.09458856537739745,
IL17B,,,-0.03547712779286506,-0.01216894598912769,
MMP1,,,0.05218330557695485,0.016246940461892404,
MATN1,,0.08913884148795513,-0.03192947035188247,-0.026786128409954996,
ADAM28,0.019136628961708375,-0.019843283830801403,0.0513416368316606,0.044196838168979576,0.030574397713727226
TCN2,-0.026365109888993567,-0.022222669041509373,0.05229581989411392,-0.07177444377428102,0.09370912890008785
THPO,-0.006319591346842101,,0.04016416964978688,0.022580991394136968,
CUBN,0.029339011317467557,-0.06005670807191182,0.024689398078888907,0.004236124416428659,
TIMP3,0.039572244828219916,-0.0021257629014524754,0.02900218043828077,-0.026202761702817493,-0.004335916448166601
PIGF,0.02708657153049502,-0.08913088424146737,-0.0032598334054923434,0.0016158003496658585,-0.0038700799851271823
CRH,-0.03829904834336328,0.08211023836706655,-0.03936823395899296,0.04252564966710063,-0.015328858108799354
BDNF,-0.031739868212103964,0.06642879505654477,0.05734495819849666,0.03225695288867541,0.017491370187003332
CCL5,-0.03536031438051113,0.08276264021204298,0.12806589278383937,-0.07636124774514354,
GAD1,-0.03277280059325107,0.04001208540589033,0.0035539671442230587,0.018082396028685905,0.004213245529551708
COL14A1,-0.008172116200320356,0.029626417163111037,0.06775131184403807,0.04284646485865431,
HLA-A,-0.007561155914502696,0.010250768963099588,0.055223440009224946,0.04166509640670738,0.04148308484593073
CD5L,-0.010119667627121734,,,,
FGF18,,,0.006384899163156891,0.018862301425064076,
ADM,0.03127486196415152,-0.010805798801333838,-0.01890629721904128,0.15228785214843674,0.0219970670627889
CCL15,,,-0.022769378167581417,,
GNAI2,-0.007007143997156598,-0.010629035641103417,0.11288915070023511,0.05777955502770043,-0.060972806871679025
HDC,,,-0.007963750338361015,0.04984501662552832,
COL11A1,-0.036697078373835464,-0.02362124640743617,0.027776679380103145,0.09772974536744744,-0.029833756542498816
NUCB2,0.01232550296697198,0.015589024775859904,0.016032106764512718,0.0145583473585518,-0.002005934318602496
FGF16,,,,0.05165129809986522,
CXCL1,0.033996382508283095,0.02388531097946213,-0.013288955452931182,-0.03294820968207982,0.06808037677360128
VCAN,0.0467720803606677,0.004818442024233129,-0.014451308424936178,0.1354771821433961,0.003251796601599757
MMP7,-0.027418758115741487,,0.028214476911225424,0.09921834185146615,
PTPN6,-0.026049432757294853,-0.06529589482165174,0.041744271451153274,0.01811044345320156,-0.08765015975137307
PTGS2,-0.0011502701228583104,-0.04857200726492694,0.015748373339370746,0.08683509649777048,0.003438242638198329
XCL1,-0.03596560914776463,,,-0.025998963312624145,
CD58,-0.04212273497828998,0.05699189441785894,-0.008625768347503034,-0.021472848152273225,-0.0019361714335360079
TNFSF14,-0.046569025175352004,-0.011644675605143316,0.08108400205689875,0.020200183131799603,-0.038878634989996774
CNTN4,-0.07355282855267131,0.11961267807014982,-0.016876084239615907,-0.07553093833785898,-0.05427407718785852
INSL3,,,0.03949931768742812,,
BTLA,,,-0.030146061917082183,,
MFNG,-0.005917673561854052,0.03337033917122739,0.0008059974651068196,-0.05248326685703986,-0.005631903280939244
ICAM1,-0.03083018257818909,0.017659505471148848,-0.008009280472605637,0.019491905974330023,-0.034499360176849334
PROS1,-0.011990150955851476,-0.005850049415161646,-0.01937213702242113,0.05022150209941635,0.018570725738010586
CLCF1,0.026742078712805248,0.003888091542884625,-0.01403807997380735,0.05463731914215876,
PSAP,-0.045190338913166865,0.03630355807662463,0.0689758123838849,0.031199393442779038,0.0530902836094194
EFEMP1,0.06374076699383772,0.07792083063086849,0.0699428734417966,0.08231184606645783,0.01613577883509718
C1QTNF1,-0.00998320372553873,-0.019659631148530393,-0.04255702855104659,0.09753845455739675,-0.08005730969068962
ALB,0.0005084777316130577,-0.04220788552213148,-0.03525309192289334,0.07144124685903758,-0.042040288661259015
EFNA3,-0.025461542794233356,0.056516380105582784,-0.04125835318094936,-0.0760752354882075,0.042382670904459255
DRAXIN,-0.023121273920036,0.02594854365387969,0.054552803888096316,0.04868838858964494,-0.050533558567734164
NPTX2,-0.029637537149290783,0.09691569832237543,0.06720464051719593,0.0937076374954358,-0.08269284356375069
FGF11,-0.025966608553372142,-0.04256289955364383,-0.017272771367716,0.095661206801933,0.16824634192006804
CD59,-0.050467460776741746,0.03831855875941742,0.0991883660756981,-0.03920957417381944,0.026401953791288006
COL9A2,0.09655210324260192,0.03594518701575721,0.08333117676482388,-0.029123771943393887,0.007081185525787719
DLL3,-0.03488474122698275,-0.00859438501354172,0.023746203178330753,-0.07258201820650949,0.04708916884435447
FGF5,0.013873312738656317,,0.05713765087162689,0.08046952841170087,
LIN7C,-0.02408158785535067,-0.02311213479479757,0.07424550803512896,-0.05058817567646608,0.02390298618637765
GDF7,0.08060246096196544,0.008523455992022973,0.021642355411700693,-0.0032421070015050046,
PSPN,-0.030277004614467418,-0.0750836405814798,0.04777391033088612,-0.030476765690881747,-0.06331901897475613
ANGPT1,-0.05610342094086453,0.0004300772894168372,0.05873957485994931,0.017362077420473274,0.03498913812989723
PNOC,-0.051831539917061166,,0.020179210971005578,0.026025454206893013,-0.06124887976539783
L1CAM,-0.0006985131104417003,0.006768483158982984,0.04700771949691331,-0.005715053481989362,-0.12933179903441638
APOA1,-0.012324330832601997,-0.017479842271552522,0.03345897122308069,-0.01647898781346198,0.11435791158364154
PSEN1,0.08904029283678719,0.0889721444024248,0.03851489436393495,-0.01349578986322756,0.027967049634793878
CALM2,-0.030580118109767806,0.03337315413745538,-0.019230246364640064,-0.12207201025201558,-0.14933108694824737
CLEC2B,-0.008180997242661345,-0.02551083211935008,0.05618474149036991,0.011211197144719857,0.07165607324811413
NTNG1,-0.0347161927088303,-0.052227622230840494,0.06878053832236257,0.07610942459005066,-0.059984366876623035
LRIG1,0.02276851819199332,-0.019430737191028495,0.016049914986428576,0.04324201280718917,-0.04624832451591812
CPAMD8,-0.050568082064495284,-0.019651463726522565,0.05762342170956376,-0.02903388891541735,0.0034214013402759993
GHRL,0.04979443154564317,0.06251794364332944,0.01389907535209092,-0.02559367517783325,
NPY,0.005728699333344928,0.08483153716057587,-0.007704424524944768,-0.05686880627685742,-0.040046637520354075
MMP2,-0.08547459613029773,-0.027451819696079842,0.016869063869287073,-0.09079972322892688,0.036545104675459274
PPY,,,0.06805435121296552,0.04223638286658312,
ALKAL2,-0.005620776346580656,-0.024112067590632006,0.0262172863161581,0.009468040303452468,0.10756499013675772
CSF1,0.03259038987062507,0.02613672232602363,0.05717616997554539,0.04622769804394902,0.0005489650117475968
SEMA4C,0.01873040607525287,0.0034711045831629117,0.03196745416581467,0.09049846488859423,-0.04188647799812272
BMP8A,,,-0.027982536147270566,,
ICAM2,-0.031293234903380096,-0.010578760608096753,0.02120406047360003,-0.05634285564195613,0.059482511533837296
SYTL3,-0.013519859098744442,0.021235720795444755,0.018396129073143454,-0.012683119435578087,
IL1A,0.022766004155454315,-0.002187580634225804,0.01860885131938147,-0.046005435398100765,-0.01753417827970487
PGF,-0.0466663651049871,-0.018654353763134734,0.05566152188982725,-0.03460290233914598,0.10780012905362957
LGALS8,-0.0019139045334238384,0.004499790647665951,-0.025032079374002935,0.03692564686649345,-0.08763852886809996
DKK3,-0.050693878322048164,0.012241715726524886,0.03868263840866479,-0.09836933577810911,-0.14436820744871023
COL16A1,0.017039639346725005,-0.0016912097875492371,0.006723225634232481,0.029973230743694686,0.008567100984603322
TPH1,,-0.001556587409906857,0.03804087358607891,-0.016631888973889456,-0.03105943098689506
TNC,0.02096342123955111,0.01898006671709388,0.04737875800354012,0.15152139596283942,0.058032237520420075
TNFSF9,0.03253824872473811,0.014324687648829004,0.0636291373765098,0.0004054734385453517,-0.046337188859414985
C4A,-0.03173445079227464,0.03554532165590474,0.03325589318268521,,
CNTN2,0.05629111889786571,0.06120246707249328,0.002534411564305387,-0.024457594616512566,0.03979411595479481
F7,,,,-0.035887527426662895,
LUM,-0.05704397371426434,-0.026039461061950705,0.07022666556864672,-0.0522718740692671,
BTC,0.020575962223968798,-0.045924767868575904,-0.03116698518381126,0.01934480688413217,
APOC1,0.0627845857272645,-0.0019542642505321816,-0.01743087795043264,-0.026544099455950456,-0.000951936190805942
PKM,-0.04711801281397575,0.04349238413184188,0.017607533521053733,0.11492727439701757,-0.04289040714727079
TNF,0.00964503293256529,,0.08115752587544069,-0.027930965015906892,0.11353993673363821
GNAS,-0.05576208336612292,-0.008272541980380788,0.008687451732883895,-0.1156479654922389,-0.012589658363107183
BMP8B,0.15713249078947578,0.03736938836602226,0.08135655751729186,-0.04298380408846283,-0.06732849337996727
LIPH,,,0.018109431584875723,-0.000442755115321909,
CCL28,0.1014821094292374,0.03264744716353984,-0.021728499825532085,0.031684643912815565,
PTPN11,0.03613988893956248,-0.015823229390666285,-0.029394361103069706,-0.03295279278125051,0.006338656479577881
ADAM12,-0.001233627368052742,0.009613916585296345,0.07239791635948598,-0.0027516880115069924,
EPO,,,-0.0049020435944835275,,
EDN3,-0.022437806961933045,-0.03549277992622545,-0.001449075304435761,0.0026081373090086108,-0.05101240850133879
CCL22,,-0.002876279302693286,-0.03570552611567881,,
CCL2,0.006860628322558584,-0.05873872065642873,-0.0027901326691536148,0.023782172060608068,0.03750405910223449
DSCAM,-0.002938206916506372,0.027597558873011293,0.06183729003080759,-0.04046922969282047,-0.05861199135390712
ANG,0.03238952263376965,-0.05705098131350672,0.006345989513452037,0.08304701932067043,
FBLN2,-0.02223670998793898,-0.03904205467440109,0.008631395596103219,-0.0489292223683095,-0.03177575504662154
VTN,,,0.00676941811485061,0.02390582238929516,
VEGFA,-0.08450923747503222,0.013334293661747206,-0.05017238249443778,0.1357424281579243,-0.012671865161551174
F10,-0.04330547740949442,-0.03973357474296686,-0.0065725919916885455,-0.03677253210856251,
SERPINA1,0.002493891538120617,0.04379906214581486,0.04258255524976787,0.06331181872378111,-0.041312670238886455
VWF,0.01267428221565526,-0.0609729192737006,0.008502569257500871,-0.11702066190006828,0.0817546497139042
GDNF,,,,,-0.04394983264130112
VASP,-0.044945283799915366,0.04969721999245907,-0.002658705312442505,-0.04422833069306449,-0.05902609926453306
ADAM15,0.06529525860398551,0.06905903412807321,0.04161663321712357,0.0618788148884054,0.06526427929482849
WNT2,0.02916975928991212,,0.013451413846072124,0.07002812954666503,
CALCB,-0.029888510678772264,,,-0.043029385303392086,
OLFM2,0.03666558076498035,-0.10680303930005304,-0.022531582468184843,0.06080793914978422,-0.15494107504330973
MFAP2,0.04318092309931143,0.050585599648785916,0.06330476028617235,-0.019716238021505808,
HLA-C,0.011737563328373285,0.006650390448626146,0.0312828498932761,-0.034621654684384495,0.08479734753495367
THBS1,-0.03545606627961099,-0.0013717299325870557,0.031449062143873864,0.019367918655919945,0.0033664518227121114
HSPA4,-0.030507066119146727,0.053852507383356944,-0.038185244954312005,-0.03860612788858064,0.11600120525712923
LMAN1,0.047910999480096306,0.02911026535427982,0.006099528167665171,0.051919321871725675,-0.02707468232249669
LYPD3,0.02612645943912724,,-0.012547579834241348,-0.027775005278199847,
APOE,0.014313006014899307,-0.08112049652476414,-0.02407942176907502,-0.13576251875591766,-0.04968942580524946
SOSTDC1,-0.031154064793107516,,-0.015381045400423867,-0.05581162613155621,-0.033166397394650604
ANXA1,0.011663013563853557,-0.012501877878968089,0.022665434330685793,0.093926080369614,-0.03885210234298179
WNT2B,-0.05727634141317914,0.027170617757135588,0.04907930378592799,0.005981099375091778,-0.053817116820404666
AMH,,0.005365387344502862,-0.008853147757958197,-0.011720417292533472,
GDF10,0.010862959021313503,-0.022716205802357767,-0.03150351688730533,0.01222958282412829,-0.05517974824868844
EFNB3,-0.043221692131602985,-0.031573667943650394,0.022712142762810326,-0.017515235118765238,-0.116799737332734
LTB,0.0011198851227393568,0.01293609621832209,0.055248775146215096,-0.06925866547336962,0.08551059388428305
ANGPT2,0.011781358829421192,-0.03666361193038249,0.03665512318500238,-0.09787499857826135,-0.00914202055399561
NRTN,,-0.046694590205768945,,,0.04015632121046825
ADAM17,0.04618789779809613,0.0849278788892836,0.006489263904720004,-0.007024012704269602,-0.09314007284833117
LRPAP1,0.04670823895200048,0.028436324846386748,0.007775336211156827,0.03175363484717723,0.041453748265278575
NID1,0.002366955629748483,-0.09931772562230856,0.05173733947000475,-0.0769746712442225,0.026038705093445403
MST1,0.0006926497191041875,-0.002230976233389595,0.0008295772781114716,0.0235890185634177,-0.004980146661419838
DCN,-0.0005674877402485551,-0.09317012511155603,0.010366713192357718,-0.1416821697409108,-0.019534627772687222
IGFL2,,,0.029859086075370776,,-0.03828072668078652
COL7A1,-0.011541323431327632,0.0003890459455670448,0.013013457274224843,0.03140303695076304,-0.061666616461350694
CALR,0.009624486806269603,-0.10485682955305932,0.04228488688334386,-0.025309242203531486,0.0759582768405459
PIGA,0.004455887117854077,-0.006339648507898555,0.001206330170174839,0.06407477549874024,0.05003512266250117
CD200,0.018679744419286097,0.0634562779148609,0.016312803970848864,-0.010341118018076434,-0.0942417495970446
GRP,-0.03305602798616712,-0.04119971901275461,0.03246556243304739,-0.01692459764113185,
CDH1,0.025977788166385015,-0.0009536233106308723,-0.037254769327907694,0.03052045961246855,0.03947654314941554
LPL,-0.0022702859901545425,-0.018922347890064705,0.002598264940136907,0.026991788943526916,-0.0490937805714515
SEMA5A,-0.011978664997471713,-0.004449372274920426,0.009180015036405174,-0.034590363006860865,-0.04249010080523064
SEMA7A,-0.023158460212621825,0.075285260997796,0.0795458974091532,-0.08268911523030399,-0.10039269012834416
SEMA4G,-0.050254247428930296,-0.0005263037786790845,0.06919051592569855,-0.02420998602638145,-0.03946900647860156
SEMA3B,-0.0076225557851403985,0.05844078558219428,0.0856883489231597,0.0862319008777134,0.0260940268747178
RPH3A,-0.03136462574506293,-0.007279019973741011,0.024007208959973096,-0.03727632918753452,-0.13270539586223254
JAG2,-0.032105198821523906,0.013919210593538999,0.05050619629214902,-0.05252438599755611,0.0632435571042176
CGN,0.003943806246056704,0.06748313244201859,-0.03437657360167583,-0.015619802505412643,-0.03516057066059343
GDF15,-0.0468829318889977,-0.007235441790300177,0.08724801302619592,0.008700982807389462,
SEMA4F,-0.05676240280460811,-0.018220742289291297,0.0783086967284793,-0.05837756014508749,0.034125682544083075
NXPH1,-0.043792672462327785,0.04018422011855833,-0.005207699365489994,-0.003965706987635001,-0.024304325154712873
ARF1,-0.0575600181091461,0.028384856083915708,0.012292529340199414,-0.06755640618163011,-0.10041643783733474
DSC3,,,-0.023106460767711702,,
EBI3,0.027299027466690273,-0.06704645142892003,0.06600753313804156,-0.026017349069710354,0.019795985061489996
TIMP1,0.01165987220569915,-0.03663265865862335,0.02755962576084065,0.07847452794654056,-0.02717185082606189
SEMA3C,0.036550044689477694,0.0004946115031825628,-0.035096105721177856,0.027225618471875004,-0.05731649180100596
GNRH2,,,-0.025038999381220343,,
GAS6,-0.026174916191546736,-0.048794040830455875,0.012405828089102162,0.014791868829493085,-0.011454691464239454
MEPE,0.025727162698921672,,0.04746450922260564,-0.04156882199876972,-0.035160315087077926
SERPINE1,0.01744780771517444,-0.04667941595177603,0.00882543301768781,0.09348139920309405,-0.023799418351418994
RSPO2,-0.028978447127058198,0.03234593717014411,0.008029231483773951,-0.008612884756178399,0.013179812879756427
SHBG,-0.030359788916864864,-0.00698272203001478,0.06893182042862046,-0.030337010270025465,
LGALS3BP,-0.0027027570335896884,0.013222842246822825,0.015253514395959593,0.05192832462219229,0.1338333122539328
LAMB1,-0.06069150427885706,-0.03755189734827867,0.05862413927817833,-0.018360369777727478,0.045462475686147946
SPTBN2,-0.05562107675060482,0.035514676966302866,0.025367607633426468,-0.03856399983944722,-0.05792971100285179
COL1A2,-0.046361358014702536,-0.03970114810285253,0.03974344369554911,-0.08285221378648724,0.03614131524490009
DEFB1,,,-0.02329503968544927,-0.03467644783256423,
WNT11,,,0.051290050411304904,0.049633880174946736,
LGALS1,-0.010556688131714863,0.02287998645426137,0.01873662288786439,0.15661152987376564,0.02087008764312454
