,UKF248,UKF259,UKF260,UKF266,UKF269,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
POMC,-0.00314097807051235,-0.01384576707721816,0.00589218061312117,0.03147565007827466,-0.028880252407092796,-0.03971513720692338,0.01429015582093014,-0.06422653607260753,0.10099544891471625,0.05293765988641397,0.009475917097364667,-0.030493900690761723,-0.01690598954260493
CCL18,0.037827814603117,,,,,,,,0.0650927285008904,-0.03705668203624522,-0.009637075768452727,,
CCL17,,-0.01587490386090401,,,,0.1420527519406316,,,-0.014063968341622421,0.18322041086478524,,0.12474581727428426,
VEGFD,-0.01462080675242701,-0.01768639596224294,0.0035453439780900775,,-0.0257451131100589,-0.018148506645101502,,0.006779042345876791,,-0.015175137972246554,,,
TNFSF13,-0.020701389883311785,-0.010950153392411998,,-0.014170980273520204,,,,,-0.026986642807119654,0.026973989100771985,0.05241503215994563,0.12032974629625934,
WNT5A,0.09779199706492965,0.0418918928964821,-9.497272485386292e-05,0.029824330566381934,0.045610579891717275,-0.009789004058985364,0.04345637817388529,-0.03234822708121362,0.008602577417384504,0.05571265082258285,-0.03404511649577819,0.061192609132381594,0.10927078036106871
CXCL8,0.022263935550592615,0.01864343248481793,0.010868518193973312,-0.001516088146028234,0.0053458988721904336,-0.04198202425730401,,-0.02552404604617723,-0.01413000447781766,0.012293257607804439,-0.021433528777615472,-0.012424843621548099,-0.06044919678063199
GRN,0.04389563061138564,0.008382302614233011,0.01885877883650409,-0.0071908240797672685,0.07931277644530614,-0.04156939469600251,0.05757466766385394,-0.013157025290518633,0.036163132521427624,-0.008664673391537998,-0.11152437240523712,0.06685809200308405,-0.015660408801097727
MIA,0.02746461709330979,0.009391703982344438,-0.008124333296766028,0.03398357831520262,0.04392350951913464,-0.02485521155224826,0.016101055660924606,0.21540018791638915,0.0389466562068463,0.03290092872312613,-0.10488066251970095,0.08131174055422251,
COL4A4,-0.03294611174989843,-0.013769590351265825,0.012994531950419696,-0.013483061650452904,0.08497276458666063,0.03259534911814847,,-0.045738866474252876,0.011228500252661,0.04409323371890643,0.02600571289484726,0.030898251836773312,
TAC1,-0.015653293629654678,0.06353605378222858,0.01878294409454424,-0.010018058698708355,-0.0779563241666952,-0.011086774772442267,,,,,0.05595490728077405,0.07062101354196432,0.041903285473982664
RARRES2,0.023194399524539357,0.044918989884218156,0.056621803502761525,-0.023368732184832777,0.1123836111905241,0.09555434915659194,-0.07374883395187505,0.11584668682388145,0.036117994231571963,0.05242335711759981,-0.019957377639436627,0.057230673847587434,-0.03216462588905608
FGF7,,0.011952636767345055,-0.03309631542828466,0.03846399450894828,0.05544431821050112,0.04748876698345737,0.026682763041483173,-0.011773497619229897,0.017395185929944594,-0.031171023698554054,0.04906409569327284,-0.0012093722790141824,-0.034677614345423644
EFNA2,,,,,,,,,,-0.014422953075690656,,,
HBEGF,0.07102055950152052,-0.007204596138749109,0.06929297975076387,0.07322003023057046,0.1029796330431846,-0.04056019929514052,0.09932744552033732,0.026761746208844844,0.04519876371365247,0.027836914108729925,-0.05525271127519537,-0.04345646135301079,0.05261755350218258
CSF3,,-0.018921501221112254,0.07829421950690282,,-0.016021830480372402,,,,-0.009483852046543293,0.02825402012177184,-0.02570522228067501,0.07335428545152994,
PI3,-0.005002233883679749,-0.023147365558575363,0.019903182363520792,,0.003286597430738552,,,,0.042716411790293916,0.004329618092853645,-0.021518995463210327,-0.03991689226882319,
PCSK1N,0.00032531039787968725,0.004427959660784879,-0.06349658506095222,-0.0651626471358199,-0.007955910214795548,-0.03615874860914628,-0.009357702244939283,-0.0029732398090827105,0.10199079992338032,-0.05027520287369554,0.11143607195406266,0.0704736015475918,-0.005915427183823
NTS,,,-0.005854493685534523,-0.016459754813334785,0.05688729762425937,,,,0.03450627995775544,-0.017571631373771712,0.06558296760411944,-0.012029923053871691,
SFRP1,0.08287080349937787,-0.013851467240671636,-0.01971952970214355,0.024246923156862266,-0.0431399431634752,-0.041237864568272824,0.09145506132536196,-0.01488893986229056,0.07000218487968404,0.014117087876588856,0.0279766765529128,-0.026574644264204087,0.014387848480085709
CXCL13,,,0.017905232853928896,,,,,,0.009863901809363721,-0.037056678003440584,0.020793359598096667,,
MICA,0.025221264367289775,0.02876804429865389,0.04426014795299469,0.030405693093803123,0.0976040332731149,0.026359425836836568,-0.014892946802478147,0.06081286767295845,0.07014636743656696,0.035737704711473285,0.024733900877343177,0.037408828523588115,0.02877038190506139
TG,0.020158017918851218,0.004283743983649769,0.05314480385185044,-0.018998896064458336,0.019865481020157047,-0.02543699721926257,0.06284133136305448,0.0587003728600401,-0.018687497732411334,-0.021641384904742177,-0.021155792938371176,-0.0358294785754981,
ADA,-0.02475371169189329,-0.027764671094675702,-0.005431797693648575,0.002647078103962746,0.08520455989497303,0.05733425355240606,-0.0333889788049117,0.011013448590208917,-0.04144752642857919,0.022050893413511567,-0.05855546728074749,0.03681787364963201,-0.05508774451307414
LAMC3,0.03445824193621762,-0.03936798412382298,0.03581311188822237,0.04049374384878214,0.07253372859188287,-0.009390225546890483,-0.015456002580341506,0.00262740650747149,-0.03716566659976933,0.013169064442882199,-0.01721521311468055,0.04477659211487665,-0.03051403536719743
CCL7,0.13666563006655608,-0.010807327843937854,0.003943091283572051,,,,,,-0.021078646790643432,,,-0.019252383683199505,
NGF,0.07746390331432806,-0.024762348411594044,0.07853949538650601,-0.01813004267285022,,,,0.0074006284629344575,0.0853273010527869,-0.014229084321386507,-0.008451729978290575,0.018685734728099066,
TNFSF15,,-0.012034488133858632,-0.019183298033350112,-0.02201384650952955,,,-0.030698652684930428,0.02508275495787137,-0.020549313692983625,,-0.01596250173208317,0.016388008346730536,
HMGB1,-0.03376347707160551,0.025018713833049103,0.00917827221553355,0.054147675211380544,0.06074661727215461,0.034103047692428376,0.021650486981736758,-0.16440032824964715,-0.06000761070241588,0.015027397826520586,-0.06850146729485838,-0.05323935446476237,0.028593214999829312
ITGB3BP,0.062421908526449355,-0.03731318437025299,-0.027548627948461798,0.06856728654026377,0.06420299441349527,0.01713743778292516,0.035695376811904975,0.04692091263067686,-0.00549889196082705,0.041530809381160286,-0.004625876873568172,0.0033627602658854922,0.02856559070054543
AANAT,-0.02531633122815718,0.09429531084418859,-0.017285298799678713,,0.09305508544315351,0.036578686804257916,,,-0.01849192089023215,0.06736942057611923,,-0.020369824803160137,
RELN,-0.010445256783486569,-0.019007016085252224,0.05185925990657575,0.016051904210922265,-0.00712921188566729,0.015330422390535121,,-0.0755263858270509,,,0.11810088105074446,,0.013657647727759998
IL15,0.03616350027138511,-0.004624462899916866,-0.029868288643735835,-0.01566416049958305,0.056811630659836396,0.04267956637361097,-0.020662205366473906,-0.06672342840045613,0.08672664395970171,-0.03518904072398685,0.011558095779037242,0.01716958512511751,
UTS2,,,,,0.10529444040928597,,-0.056735160750690815,,-0.015747224017125677,,,,
BSG,-0.0625665089403567,-0.003618199212162172,-0.026861858745257542,0.07642874743259928,-0.0034800890919755513,0.025057960614342803,0.02494023308690253,0.06821027162170173,0.03309821070586172,0.041465869182192416,-0.09576966825209098,0.039425412629685956,0.06614167325304406
ADAMTS3,-0.03710946789836555,0.03323527419869525,0.04208958783845097,0.04760644871260261,0.12095342496340936,0.004180719377876696,0.0033341521419803276,,-0.014571025131825928,-0.011533765484114873,0.04713016793121454,0.000687397084300103,
CD34,0.00785511902521879,-0.0073868097144352005,0.011926101831935959,-0.004467909343022531,0.10401033015392536,-0.019955449058632023,0.0339582283775725,-0.05108373364873835,0.013738906546521568,-0.007555648532672559,-0.06410795176739621,0.004193745051786687,0.0378925018416891
CCL23,,,,,0.0065356520298447,,-0.0024475148639228187,,,,,,
PLAT,0.0434133216867662,-0.0314538207990119,0.05467541038977855,0.03923838043199403,0.09651652485035003,0.03285160455438096,-0.031559669884064646,-0.016165253704262916,0.03708280674476533,-0.02438601887354554,-0.04802146006530767,0.04570374435953367,-0.019968091466135526
NTF3,,,,,,,,,0.0179005713542272,0.05719720634016644,0.11543475013844347,,
LTA,,-0.013851466592678227,,,,-0.021067216204206228,,,,,,0.15678665837303005,
CKLF,-0.03945842285720789,-0.0034624200972535007,-0.002476133653368434,0.055263197173509436,0.13554264164648716,0.018628718778719067,0.037532289595987325,3.9480558943873954e-05,-0.002124683645793264,0.010292170282278029,-0.0030836285980126044,0.00959652036312037,0.08755033141259949
CD24,0.03304361467446711,-0.02942708663270305,-0.024132425322813383,0.09835442681570403,-0.021574633061112833,0.06594357813802136,0.04807306413985292,0.07693158298313517,-0.006278622514815525,-0.04278371457485049,0.11097628737170022,0.025388999581736803,-0.05593433884729036
HSP90AA1,0.00036495178711165973,0.037543236057150764,0.007088609554595125,-0.028166938642200347,-0.07557520153570374,-0.07773530919409295,0.016479314487805697,-0.1285488591529527,0.0009768908599024717,-0.019618705502535947,0.038652965051963264,-0.12801789262182664,-0.04890972279084597
BMP4,-0.01470437266253011,0.04071988705533311,-0.02262176673970065,0.06936986904511028,-0.03504200195097789,-0.017951444121305612,0.06341520560196302,0.13506234733495656,0.002858150344685885,0.025524242345515598,-0.028996027456275424,-0.0018614783809720228,
SCGB3A1,-0.017449333857585656,,-0.020584657007153853,-0.019995577918972662,,-0.014700424865012702,-0.03574827240978837,-0.03340639888123688,0.009094933164773302,0.003358426202808083,0.056943257262682415,0.0018978400509955032,
IGFBP4,0.03594530957166666,-0.0009879741085430395,0.013296423156425334,-0.004341598261424172,0.06121824282244978,0.0010041458944034447,0.03692168593463195,-0.0354188135048575,-0.0002423469505038197,-0.003986984446887418,-0.09767458065154143,0.030398866637348372,0.08817815633491342
RSPO4,,-0.021202096402612478,-0.023758040328530124,,,0.07463621655091056,,-0.021127689190606518,,,0.010557423304928962,0.0006615001417397933,
LEFTY2,0.052970462500114106,0.01614069297233822,0.0020711911735785686,-0.04490028459777168,0.06876773500317847,-0.012311527372589448,0.009113722302399005,,-0.017893384157005702,-0.01658380470610434,0.06800261105170816,0.06840043450332424,
PF4,0.001162127016607189,0.020715683344562315,,,,,,,,-0.01321963504142973,,-0.02741470803481185,
ANGPTL2,0.007434347136433968,0.003321850357913336,-0.050133127223737084,0.07497712031645347,0.10536625349010427,-0.00027646622461233476,0.008759373575448598,-0.00971748787340872,0.01574812311580616,0.024091279015281557,-0.053096628094048214,0.011837809273261392,-0.07247183610159176
LRIG2,0.023925401014229013,0.01257175967609831,-0.027254300678256772,0.06465122031544833,0.062364267420407474,0.07640051260790395,-0.07581797596148997,-0.07075124756772352,0.05989040388492752,0.01724881248052157,0.027652494954248368,0.1293622227660527,0.023393382609006096
ICOSLG,0.04491601061453882,-0.005356382071559408,0.04138646045443766,0.07795359356698833,0.09940225950703674,0.023484046340358264,-0.021926246625089886,0.010350522690789206,0.022388816166009743,-0.03879715875386309,-0.061463714776760166,0.07912911138750572,-0.002108894972107484
WIF1,-0.03256960067335257,,-0.004198289776687432,0.01692856816673915,-0.04199879649716891,-0.016526594248461132,,,,,-0.020752779669311765,,0.07276943044056267
NPPC,-0.03280250552637716,0.064170521568962,0.038532557655810214,0.05125049970051728,-0.028424156648871882,0.058718310474026626,-0.025593816420714236,0.044278807565425245,0.06911581563067537,-0.025012435742791883,-0.0043569025218488915,,0.041642903825964916
LYZ,0.0902422947647438,-0.008916811497419188,0.021072321230080262,0.06308231472632492,0.03413951957826817,-0.048091547755710416,0.034072138137815663,0.04524583167710295,0.020310672707561442,0.04057291443635814,-0.03891243861032997,0.01669776526775805,-0.07638422789897585
EREG,,,0.03344842165209233,,,,,,-0.04278587335940834,-0.02198839776810326,-0.027805533807909164,0.019810229479853652,
SPTAN1,-0.046918638951688324,0.031794418140986776,0.0023124193484950865,0.014858229332844121,0.015329832265608197,0.06104617922146882,0.043256157228731336,0.02885182986315609,0.08703703351162931,0.06295126753595665,0.10685577680631186,0.020798876050920498,0.06711563299065264
PTH2,,,,,,,,,,,-0.001470961206332474,,
LIPC,-0.02216023833050874,-0.01694493984673758,-0.023001693387748903,-0.024291096434544378,0.02412831744032061,-0.022348097643092917,-0.02713962242564957,0.021873824302269116,,,,0.02527282752028374,
COL8A1,0.041846139414163624,0.043596479283108086,0.001789096414649039,-0.01796458627993505,-0.034351522124736904,0.07191079733065285,0.05824824836781795,-0.002030165112333748,-0.006614268485541978,-0.008856467705279083,-0.06566706755403222,0.017485810700256746,
GSTM2,0.003411446636049866,0.0335288029750979,-0.04657494833129231,-0.013246156922512745,0.016940007382153472,-0.0351718619493982,-0.0532868952776854,0.07844327839947463,0.056387835614450904,-0.019663372125999994,-0.014257954732412516,0.05555683374703507,
SPX,-0.025749479471034176,-0.006485556367816991,-0.046132062582626546,0.001221430856883324,-0.03481882139132982,-0.051496585734613,-0.033929513259249235,,-0.021252462669635337,-0.01641386661900786,0.02871078747102124,0.048468631507969234,-0.05076066285616279
MFGE8,0.019639049319940847,-0.041053356491455466,-0.019780578401156008,0.021269950179275677,0.01614084206133991,0.00508465295482246,0.014499583310243142,-0.024868084613001787,-0.04680993253152714,0.0043254272726567814,-0.09334603559389103,0.04111446439731607,0.0006150525444602387
TGFA,0.014634685036719523,0.024777717782569868,0.023230247223830276,-0.020947225223042654,0.059206421448027124,0.058937979615872334,-0.01121328316181177,0.02390136217359936,0.043179616021388506,0.018007388551708876,0.03137563350659802,0.002655943647620793,-0.008310036825291082
SLIT2,0.016724686324185237,-0.014457651454657335,0.0192004416641342,0.007661926744368914,-0.0480221964310856,0.002483253456421166,-0.06753444815152619,-0.007965339104509228,0.031478368194386895,0.03158355023686864,0.06292141850246726,0.047506220781025225,-0.06738347013251222
PLTP,-0.018370878554047385,-0.005035554123379622,0.015784753517198692,0.003383600687838229,0.12254920029828852,-0.023784096098857548,-0.026214491455785454,-0.04389856858833274,-0.007166487583766009,-0.005196668495208333,-0.12970799599889718,0.047783875569175356,0.029410922939763905
APOD,-8.926957714983655e-05,0.01908315858526614,0.01718818308501946,-0.0504648683480417,0.04027074870657147,0.0661995204236817,-0.008216474573751721,0.030221535823024292,-0.021547359802687707,0.017008691119614568,-0.0318118120897475,0.028345072831792675,-0.05115325987299954
B2M,0.10997883567576569,-0.008438369224171514,0.06629110335069041,-0.07354725888064666,0.1445817023209035,-0.02129502714865764,0.010741073654597855,0.07799873364450183,0.02535746277012959,0.030805376106002924,-0.18548249913661735,-5.939901855055395e-05,-0.01717342667675393
OMG,-0.033330505501861854,0.008801336549202309,-0.031110996699383366,0.0018992086455520405,-0.007845718169616931,0.028292900523991645,-0.042976150297663156,0.050122040934468905,0.0026970525751452835,0.012053127907239022,-0.0118260552598383,0.09483983936064704,0.0070019751496968145
CXCL3,0.0097974319186717,0.04396142744442108,0.007697827418364797,,-0.01897494884913015,-0.015172210653142436,-0.026376994437992587,,0.0635050994425239,0.040816330167411534,-0.02687682450377126,0.013852522950306416,
CXCL10,0.09131169799115585,0.015653391593210834,0.00024144695655553417,0.030543792006699547,0.10631905537995927,-0.02411047883480861,-0.06660449056302531,0.006521564662969189,-0.021766406940199313,-0.017731362916335466,-0.0181999798804462,0.028542396533511222,
RSPO3,-0.02370270293222401,-0.010950153752008585,0.00993220657190044,0.04518411293577848,-0.02373115503091337,-0.015854667716817605,,,-0.03763694561351197,0.06629184321924671,0.027431029745265754,0.023271921731456608,0.13231842879341849
CORT,0.04152410764057663,-0.011746526935318297,-0.027916010629767386,0.039510571926357055,-0.0410720806068298,-0.009410187691247086,,,-0.024035235536566463,-0.01383367616831145,0.056082886221995434,,0.1201105073092151
NCAN,0.008514503854720188,-0.07442144851411983,0.022767478835098432,0.03156731440860009,0.03973652219448335,0.04661418670915648,0.08099142812871551,-0.06564781875676674,0.016821079792777152,-0.008910220765371499,0.04483870717850288,0.001964893285568707,-0.05171269492649187
PRG4,-0.013109530117626613,-0.01080732952809947,-0.016469119731280832,,-0.02055762770029389,0.05682501450315774,,,0.052988639605406306,0.06313765478372066,-0.05323543237760495,0.053642167105535585,
ZG16B,0.02001876608732271,-0.01254322765096242,,,-0.022195262697726884,,,,,,,0.009248581227290487,
TGM2,0.01781100247486591,-0.00700813308343359,0.05000775185389126,-0.03345208658813258,0.07107445959800045,-0.0077314885788806265,0.0657287488368335,-0.1041638931141667,-0.009424105275504602,-0.00811649823239948,-0.03689864733367303,0.01724951893009426,-0.0748844571736676
VEGFC,-0.00037600188020548743,-0.003917506501689827,0.033568168059699206,-0.01960978228508768,0.05854778251166964,0.05153139397561634,0.03215648137747215,-0.04631355333294766,-0.027127007503064827,-0.02771764524309488,-0.017206688721407248,0.019919233741881603,
WNT6,-0.0034478012797149052,-0.014947928320064977,-0.0226928614326605,-0.016066602202245553,0.018077322328665702,-0.016510211859453228,,,-0.03146662271463543,0.054971727290197225,0.01990977843197585,0.07105645831180683,
NRG4,-0.016071450693065478,-0.013153014426422291,0.04048794329097787,0.11248750299189823,-0.025605829440879364,-0.006741703422222363,,-0.04573881602023827,,,-0.015914047388016578,-0.019537407008188817,
PMCH,-0.018523211823774234,-0.01822478290083016,,,,,,,-0.021424993503505393,-0.01940938775770988,-0.01697340927274068,0.07020504904427056,
COL9A1,-0.04140676065481675,-0.013737363586083823,0.06135005206360126,0.13034780541959456,0.017598293807471233,-0.025147595788618377,-0.050124179050863686,-0.03449150375218044,0.03691456967992232,-0.016115821981555666,-0.03632698484967489,0.07397728880773147,-0.04887273489642193
GDF11,-0.05215304150882471,-0.003394433107677173,-0.003320175499087495,0.02718317887645633,0.11096614366125576,0.0488988634810827,-0.04408308969377989,-0.03954845500988096,-0.04892411259802111,0.013999774295155929,-0.041522874952565944,0.05498861225968082,-0.06450447937367941
RAET1E,,,,,,,,,,,,-0.021432396670961813,
IL24,,,,,,,,,-0.015973958879638362,-0.013008854681803714,,,
SORBS1,0.06194967343843402,-0.00900020077176943,-0.04075991813462621,-0.0006315923306634079,-0.024116234293243652,0.028964916686298185,-0.01298280518675385,0.04325764499646844,-0.009734386708612694,-0.012762991965443683,-0.07771622065315324,0.01847918471107257,-0.053915449764562376
DLL1,-0.021239641899472805,0.0209646296355652,0.02579372006907789,-0.00875039405711352,0.039567403392024844,0.12892499551817257,0.0605841425138566,-0.018010609503711895,-0.015488045025264895,-0.02156328995620362,0.04222413265679096,0.025076882005866875,0.012904140900746491
TLN1,0.010495446261733477,0.02422051201622031,0.023870833765939032,0.04106777159867932,0.04820557308961123,0.042742500657322234,-0.01451806901337114,0.09371976423979488,0.019274265248478573,0.039145083004789,-0.0584967117960656,0.007828592119437205,0.12251882748049323
COL2A1,-0.009249880278070213,,-0.01470942231504739,0.06794857500258239,-0.01897495530651554,0.0730726111349426,,,-0.03492116817616051,-0.006959019195004534,-0.03575722110575759,-0.02843352747142836,
SHH,,-0.011230589792613934,-0.006685740164608221,-0.01899889809551003,0.03563739771952396,-0.014700423580104056,0.061377909078553915,,-0.022022052658445194,0.0559744900648255,-0.021411077571940794,-0.05391209844471788,
PON2,-0.02876915647011225,-0.01238751106322494,0.01885470059762881,0.008749487777957598,0.09602185953797962,0.009240542838929363,0.03300208041152777,-0.06354384215602822,-0.015679572202005942,0.014984736506116323,-0.130483201448036,0.02233782330896946,0.008484787775532155
ICAM5,0.11555520392917246,0.04798674112755933,0.040244904165483535,-0.026475688678525067,-0.037078916956062136,-0.028709133179554487,,,0.0986405629958818,-0.0002229694821350203,0.06993991899432994,0.040416136042789645,0.10904524819724425
HPX,0.0508116009268851,-0.02732555280306768,0.022680701761097866,0.07701461767089005,0.08723636283235049,-0.019007749003191524,-0.02637698063811599,0.08939024086094692,0.07970164494475289,-0.019865097641915182,-0.03066754512019871,-0.004874906946700679,
SFRP2,-0.02319893586508846,-0.012790424716340237,,-0.028161274364619276,-0.015143778113477098,-0.02883846902703748,0.022703124577136448,,0.0460923685164862,-0.03536066991583499,-0.047890941106244284,0.06617066026488615,-0.05326259251415012
CFC1,,,,0.027523507686469693,,,,,,,,,
CD70,-0.008613285698703859,0.03325125451830394,,,,,,0.07402385909169816,0.04604621585634965,0.04365370052527102,0.02300758391929552,-0.029807844531752444,
HP,-0.012958736744041497,-0.011902741749915454,0.012372553908492265,,0.02777204473107891,0.12918970107742722,-0.02854666776356517,0.02808128323067315,0.0014572861275379957,0.04987890587890271,-0.022739285592267004,0.02845819297186045,
CXCL2,-0.026992866628838773,0.034783699786076525,0.026003623303105305,-0.024831630911441492,0.0706494031751483,-0.0041784667472739125,-0.047341168858384304,0.0019403126530423765,0.037436818753936466,0.052172027331682774,-0.04056277772241717,0.015088395604493675,0.022749930012693764
NPPB,-0.007385697898843026,0.03381768481010923,,,,0.12442870165914918,,,0.059204996524763104,-0.015069805486360067,0.032502760687676074,-0.01981852352448277,
CCK,-0.01827853295895507,0.027812066272171598,0.013843172477569438,-0.02107180622490198,-0.09600599573368987,-0.03919321251188687,0.026832351509570983,,-0.02969919438502916,-0.0013883040995171449,0.08948202247073288,0.039651948758437916,0.05739030256191301
SEMA6A,-0.03750084829104126,0.018434689887413765,-0.040577663246537526,0.08510718913766487,0.04207832845958104,0.051523568548033645,-0.015327049619896359,-0.08411825722871748,-0.05237511293250123,-0.039841777128830726,-0.009570562926616417,-0.003711331268612046,-0.11172391726255176
IRAK4,0.038511914478126866,0.03430477040744508,-0.005316980924400734,0.04579048775598173,0.020285244772349286,0.04551198174067737,0.024386922471740062,-0.049899192284480226,0.012919736974092785,0.08965087662059593,-0.009921360089695287,0.030495846380495274,0.05553314507452324
GSTP1,-0.04798951510130947,-0.019219667659087166,0.01709502680259209,0.006082354275586956,0.12771745416293098,0.029163454493722245,0.0038942871367675944,-0.06907187675721606,0.01297286716216895,0.049901014370665964,0.06739372851876722,0.04994544072440375,0.042392422732820026
VCAM1,0.08993849734718172,0.05743599818566248,0.051364831613272995,-0.028466847275379518,0.09182131606824277,-0.03653075717897355,0.040810438605726404,-0.00669737779208217,0.018296906911668947,-0.016654928348708523,-0.004356460054743274,0.027412739336574884,0.028439950917788625
NXPH3,-0.023856994364436654,-0.023216180832515584,0.08153950160605739,0.03905942464328988,-0.0046624196491503005,0.043405377728775174,0.06209004882801107,-0.012315743505285323,-0.025069768118658395,-0.04102428427246401,0.03942301567258954,0.004092260434845092,0.08971265711489285
MTMR4,-0.030837765643765284,0.05712357807708739,0.06085944825894211,-0.0015955844167607125,0.02633014242667744,0.009925739038810456,0.04489542825326667,0.007564201891564467,0.01247615659262292,0.017220806101201233,0.044883923862514136,0.0621167669178084,0.027129047688584623
LAMC2,0.03964679004220056,-0.025102339897879654,,-0.02201384434593306,,,,0.09853428726629503,-0.019638525257669976,-0.017084276411787395,-0.016475341174478266,-0.026418016606558088,
IL10,-0.03733273897403831,-0.028201636838745926,0.012335598723563776,,0.0056200411498518255,-0.016933825690777785,-0.017005162362171315,0.02473803608793035,0.03889708914204355,0.00342275416751084,-0.041026970058633386,0.07440616409504819,
SEMA4D,-0.05500505173855399,-0.011653393443631298,0.01730797987802493,0.029116899405975873,-0.06257568003418419,0.00501032806524034,-0.03105231849139242,0.15993570255561346,-0.0445255372808939,-0.0047777238880750625,0.04400177089934025,0.08612638137382714,-0.04031473618284135
TRH,0.09319907274016193,-0.026622010763272794,-0.014475186773803266,-0.004466801273125508,-0.03931071493259847,0.04622080285199259,-0.02796503917260391,,0.02432308285355132,-0.07314828946969464,0.12061839720273478,-0.004045150192798197,
SEMA6D,0.02011408489149102,-0.003503665645179233,0.00876663070168038,0.019632827724011797,0.056605381967950535,0.06059531304787451,0.045551566605147996,-0.09105173766047513,0.06726468962873883,-0.014970065664350893,0.0969485041027697,0.06317232641453623,-0.016467241254999543
CEL,,,-0.001942994804015842,,,,,-0.06865313137036608,-0.024190119033527996,0.019259982188199774,0.013207432272048914,0.016337130072231473,
PDCD1LG2,0.035840191329203956,-0.05020986510496349,0.0029189357801681364,-0.015459236889834542,0.010091237411820511,0.042206407656715,0.025538360151747177,0.044444229096101226,0.01631789723774876,-0.047768376760737606,0.006116358382977704,0.05434368687850876,
SPINT1,0.02090768462155296,-0.0209147431961442,-0.010420756934876298,-0.01999558402862745,0.006077979947016405,-0.011183885440706786,-0.01253234287382809,0.0015153014775337891,0.04848108020049272,0.059563291790091885,0.0680164430482753,0.017997967100723263,
CTHRC1,0.0007668560529503537,-0.03677434520039192,-0.04909518462810004,0.024675178935162398,0.058262100100201324,-0.047881669338811626,0.08792758940123527,-0.05949842462596719,-0.03982663751302879,0.008414410970825514,0.0028775454351578273,0.03386657041304163,0.07737826647389189
PODXL,0.0043139446558285366,0.00909599779198092,-0.014692059561635065,0.018577000721132067,0.11620489553539733,-0.0005101057007490535,0.10266611596186215,-0.016881677153791606,-0.0084056564707817,-0.011666046012245608,-0.013719686446375398,0.024243899297418804,0.04329501575578646
JAM3,0.019914513551954782,-0.011281742087771216,-0.027326859863381042,0.007726123224457311,0.06548260161429496,0.00824549534546518,0.003904912342406686,0.004701751273805967,0.03599917663115103,-0.009472316579992233,-0.10678773115285495,-0.04294866120953246,0.03478805984239584
