,MGH258,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,-0.07757080264744942,-0.014109829047671434,-0.07494014318019919,-0.020793885154087925,-0.05139884654210977,-0.027144542538318786,-0.005227492119895385,-0.0018968521866863945,-0.03912783423086051,0.007380402664528873,0.022179576683716062,-0.03898241012234906,0.09380312656997948,-0.045341345583630885,0.07081370837565944,0.014032123214550019,-0.045533417296292164
NTS,,0.028833920923512644,-0.007876256030937312,-0.016727838336900273,-0.022397039228996142,-0.026631684602680013,,,,-0.004975383317966529,-0.02326265731936059,,-0.04534348987216049,,0.0034052649287286915,,
SFRP1,0.04926148358917562,0.01974528706651521,-0.03070162662246446,-0.01265837526710917,0.03489525371570026,0.06869322407519991,-0.04123875544480242,-0.05361575046872035,-0.061354004031720345,0.041432265088692834,-0.03093952958831544,-0.011090306484280037,-0.03490975119825494,0.02826410561817892,-0.02453394392699199,-0.00033344238116387513,-0.09597265779650879
CXCL13,,,,,,,,,,-0.026848454203094525,0.023757089710417692,,-0.0014376245550364293,,,-0.01174491534235016,
MICA,0.01868188903546389,0.03151476273477028,-0.0022712850968341475,0.04676351571084481,-0.024900640173805746,0.03974499621913956,0.03908784558196513,0.021339446160143927,0.07721919413025827,-0.022571708291841238,0.029360255095424073,-0.012299430255689808,0.003349148829417727,0.01929661480263395,0.040111165383836245,0.043835084740329426,0.09550575137364829
TG,-0.021052849168234935,0.006713049125344698,-0.007455414465132197,-0.014130032995985487,-0.014930086905145253,,-0.013182243289018836,-0.03808471174754818,-0.019597560989796363,-0.022881039268147,0.0005894672244249018,,-0.025082556218000967,,-0.014191100041177091,0.03473274546612929,
ADA,-0.011046288601971665,0.033366204697243704,0.04488583001397798,0.019435239802774354,0.061371176540377916,0.025548029785769234,0.027335889252720142,-0.07568722781691142,-0.07320752531324237,0.011046395557790164,0.03733580447632701,0.022901253829246557,-0.007676753388056036,0.09476061260067639,0.0391667237427497,0.00679368592275196,0.05678503332175786
LAMC3,-0.043640493231654386,0.05651997535210219,0.00714664102141545,-0.04177516127277678,-0.03568193653394283,-0.01993424922591147,-0.0034873128984065265,-0.06539313270711634,-0.07742484435341832,-0.005453586244340476,-0.002482423392182869,-0.05419008079311867,0.01661809330344731,0.01182708921307998,0.0035436847107030733,0.03734599271960554,0.03641779341424584
CCL7,,,,,,,,,,-0.009276012783646167,,,,,-0.005610878745078877,0.030679016719973872,
NGF,,0.058507960494515406,,,,-0.026631702137877338,,,0.044305074055766704,-0.029807064072205697,0.0030630377574333133,,-0.029970393246226863,,-0.03072285816168444,0.12465176950410983,
TNFSF15,,-0.002045115464469925,,,,,,-0.035104463363510655,-0.035996438494448724,0.00997280752763687,,,0.0008405351434931165,,0.03602865955687283,0.027253119285495172,
HMGB1,0.06576432776651848,0.023227685465181863,0.006084125488537996,0.018171009236757636,0.023474277149953864,-0.06259683524189219,-0.049953423551933,-0.06620374285030821,0.08041598620967765,-0.007491492285556112,-0.0035098532177430175,0.015183505515275275,-0.014262102397248943,0.012317872649086771,0.0035552819297324893,0.0419090658309389,0.09583416711181648
ITGB3BP,-0.05559073762759297,0.026876809342826376,0.011709421401866406,-0.0012276017443182306,0.022029117337112953,-0.0005799796255023418,-0.007389265409350377,0.03950533614962068,-0.031238587542242995,0.01093969893726363,0.027162492893217646,0.018833920200452253,-0.05427957047818729,-0.019291536438811825,0.004446622112683991,0.038244337541187216,-0.015483072240275257
AANAT,,,-0.017713679486459858,-0.01270722124945961,-0.017210150326653992,-0.02503771663274565,0.0062377362262353905,,-0.024981241009833222,-0.02264157428091756,0.0369242584285187,-0.050954917405797315,,,-0.03333637791952808,-0.0218211725534889,
RELN,-0.017453370116810658,-0.03843686983710509,-0.0033254193327749994,-0.027977199286687904,0.01566444730521453,0.006714165226962158,-0.00020530952151986788,,,,,-0.050093131273464715,0.02728611133491801,0.06538869750196222,,-0.02837099751727695,-0.0708292097074518
IL15,-0.04864671362543986,0.004699150262519543,-0.00826758280183817,-0.020183349379187206,0.022140022738292246,-0.020723783429329123,0.0905103586557058,-0.047428801987999154,0.027994288325831115,-0.04148029174606687,-0.011334031660589512,0.0011956914055850127,-0.04616470272622347,-0.06361829640871422,0.03228614722837943,0.04293557101369016,
UTS2,,,0.017042280390839572,,,,,-0.021799219343155093,,0.026326247996988544,,,,,,,
BSG,-0.03435222690272177,0.013722390044245128,0.007026488587743981,-0.05941248400428061,-0.018758857561735474,-0.12487431943754672,-0.0258906629169196,-0.08200612318487023,-0.03957464786847577,-0.005973044059378885,0.030176345899290313,0.012410519624203262,0.08852914337550688,-0.0037974379899863193,0.044859626577465686,0.03824271209418595,-0.0335763008264616
ADAMTS3,-0.014189065878176529,-0.022652534705332628,0.08388352346755831,0.01582092332442507,-0.008705832379645872,-0.02678511825677324,-0.026048841235431167,0.04421604766136791,-0.02991249291352027,0.06609925006175225,0.04457727623061849,-0.041211321985647364,-0.006792733446192093,0.058990212415525795,0.06461466003051411,0.07232390503088748,
CD34,-0.021145720763888844,0.06193377377710478,0.009963297431764271,-0.02671627791880757,0.034200787188817125,0.014492599378877062,0.04677926555790022,-0.015479548318341082,-0.1317829202910132,0.020227598791465476,0.037306090416401004,0.02122334380437276,0.018815879583977093,0.0565058748206136,0.05173960228254972,-0.04149925609656967,0.11580149468388168
CCL23,,,-0.020155355394047166,,,,,0.011757862700294112,,,,,,,,,
PLAT,0.0033404294869159128,-0.0014146789580081432,0.025078811316534895,0.0011764851777429598,-0.0008874315789915981,-0.02246931657050072,0.010009157666114698,0.0023339340228827506,-0.03572329063195724,0.06596596319444502,0.02347541893448317,0.023321222532110084,-0.016916886575328572,0.07799870331110548,0.05801576503014538,0.01690675920403117,0.09941966365740383
NTF3,,,,,-0.027781288186416116,,,,,0.023868215056093548,0.03375602145416381,,-0.007751104032450497,,,,
LTA,,,,-0.012238378362793718,,,0.009209957051832092,,,,,,,,0.06854249138001016,,
CKLF,0.06046779304913406,0.03441490503359656,-0.015013218788247634,-0.0041620696348157364,-0.09096099191629083,0.002156238978337632,0.004990535741566737,-0.0955356088784979,-0.07059816816166736,0.09570540699805379,0.01774422603016623,-0.06723355451369967,0.019339401671239032,-0.05942069937551092,0.03978293160831187,0.0350391666749212,0.05014768215196156
CD24,-0.027896088475604455,0.0438594391844539,-0.02120999429777528,-0.0024357847280368937,-0.007187126516730805,0.06541699960571247,0.03138060140792739,0.0019088658629235022,0.001130241046933316,0.06253185664408255,-0.023721862643729972,-0.04397266466549724,-0.005279769818605556,0.09104316519563019,0.06006033381759206,0.049789073500298896,0.0330804020688386
HSP90AA1,0.020173098047142714,0.03941149933038041,0.0035187156408656006,0.01427332937393375,-0.015035015447650754,-0.07198359874263419,0.04217409240660011,0.06390526683182444,0.02002028900097073,-0.02376461693531048,-0.04279491639327153,0.07895949295669645,-0.004913469236732978,0.04500551574645868,-0.07332039881312835,-0.011995398856484756,0.09859273304729956
BMP4,-0.021666438149601463,-0.003755745156341949,-0.01604996232896811,-0.027211583515989738,0.022000285712249833,-0.025030903317905757,0.09045862572262828,-0.06242121368556411,-0.03521467360037426,-0.013770621531103287,0.0012000276292425003,-0.04713499986823494,-0.05975433175290329,,0.059530034220021524,0.043218849227690294,
SCGB3A1,,0.015176866874952967,,,0.024548436692029475,-0.04407338802854732,-0.01505380728155791,0.09206339838489488,,-0.016008820737302823,0.0556648799285551,,-0.039301937094491174,,-0.01803653909056605,0.0030976822647353964,
IGFBP4,-0.008323918754378386,-0.005431772308261781,0.04840411331766286,-0.006673309925790828,-0.016365252894259594,0.019076366092796126,-0.058206535720326726,0.05630374981550618,0.00019076530660492918,0.0861413806348462,-0.061354716058920775,0.05031237371868621,0.04710719882803784,0.020902393006503314,0.01837630821633781,0.08888888533715789,-0.04269251178415498
RSPO4,,,,-0.01423397908943961,-0.014516928004239225,,-0.018389601522977153,,,,,,0.04347012096882824,,0.03015371391359853,-0.008722949741107296,
LEFTY2,-0.02084469378827567,0.06813650239718927,0.08034703924958471,0.04499415941419906,-0.015917989102578786,-0.026631702137877338,0.024006165371921732,0.11320546608337848,-0.03192390885456494,-0.021908723757402576,-0.021954897511971713,0.016307733898598194,0.028359480353136308,-0.011433357382200776,0.025273526524805648,0.05383035976980175,
PF4,,,,,,,,,,,0.0771535659037891,,,,0.04034900915972485,-0.021554553258785965,
ANGPTL2,-0.052098819807306636,-0.013665866701347562,0.06324920781737879,0.019639465377161887,0.045793826058752644,0.08178201261350404,0.024156196140595866,0.08825972671448204,-0.07238645178577434,0.04664875622208518,0.029630791349668513,0.019961103099498553,0.0015061549396804242,0.14145530008160284,0.03178616456457739,0.04672614472058428,0.03736032064531541
LRIG2,-0.03795440884797259,0.00305618398971825,0.060834437568594135,0.03886135574674169,0.01168559433280691,0.027009834389003652,0.010891811157390137,0.0311679200832122,-0.08424466908168596,-0.030524243849282384,0.042579558978159994,-0.005176684763647391,0.005560473581508792,0.029734847167612388,0.06733136319197412,0.012782725193074768,0.046796885590989414
ICOSLG,0.12236405336648666,0.0120876828300905,-0.04324867533403254,-0.016795959121442713,0.05782979877400707,0.0034989741983137315,0.013003588229949199,0.14954506841916895,-0.06561060899039754,0.05904593763791885,0.03115243939584382,-0.015063522181245882,-0.02276544137210262,-0.04670063652833186,0.07757378423848722,-0.025892367329404493,0.0426012826449441
WIF1,,-0.013013340256439934,-0.05067488080252802,-0.010984024521810085,0.03611982152199033,0.02140553607357387,-0.028398195717998235,,,,,,0.0053170946598723986,-0.06473712901963329,,-0.039552144702295136,-0.00010917054826386019
NPPC,-0.0479680834620157,-0.0026709323026002673,0.001996129493356864,-0.021426341813751314,0.03566320280109537,-0.04648311485739972,0.011550647946471355,-0.029266990968447988,0.01599595012339598,-0.01517865789489699,0.01907046556163273,-0.06415549998668194,0.054644011136601014,0.02098754106486751,,0.053370494307045255,-0.04958656516328814
LYZ,0.06661710386193408,0.008333534418231982,0.012701084606827352,0.009581448456549712,0.022848976895759574,0.008515907106123974,0.034223806470108746,-0.006346963149946384,0.06362011846491146,0.03526170137076449,-0.018607096070213217,0.012120961508169192,0.03949700711898009,-0.030913059885243253,0.04563518722578531,-0.032187437744175394,-0.061531400281053
EREG,,,,,,-0.027396238694848637,,,,-0.0025959103529465495,0.013374028808881696,,-0.03296656697955492,,0.11338768856475573,-0.02481567596631174,
SPTAN1,-0.08843097743219405,0.04290682121396527,0.0020354915596830715,0.006352517259319848,-0.0016780593468211896,-0.036904311530977875,0.03838650819868062,0.014342482976726564,-0.04971003520163633,0.04880693470424641,0.001967612284112704,0.02008011375578366,0.016163452253376207,0.021327739833323624,-0.027249550455457464,0.003127499049044041,-0.1233468039357768
PTH2,,,,,,,,,,,,,0.013416724726201484,,,,
LIPC,-0.026953949085161504,-0.028912920645540807,-0.04632988056675969,-0.0061704732319362455,,0.0394167724526334,-0.013377126490723864,-0.00595691995390343,0.0482529608718589,,,0.12751681736780024,,,0.020586702503189915,-0.03361303557381339,
COL8A1,-0.008903352334986535,-0.01710640601216359,0.020689490836330832,-0.052883025511823216,-0.005068708896838883,-0.031896887858500894,-0.010235683250728149,0.012812767419793035,0.0016529370182730445,0.056963914371748914,0.05875981354910298,0.037968229472189564,0.00631923407605886,0.022741390192687082,0.10674496077086966,0.07073612716615695,
GSTM2,-0.015963737771847966,0.03283251665684349,-0.014524048645091164,-0.03384189626748011,-0.04290733054982965,0.04434037221929161,0.09890054699003867,-0.010435733061932252,-0.009126722094364558,-0.004318800616904479,0.0128276110323387,-0.02688328759593884,-0.013872824163920855,-0.09270330600854716,-0.010449547788159513,0.033515505077068825,
SPX,-0.032839348390331105,-0.012159957722242518,-0.033343661112811486,0.033376604755447195,0.0028340120031154097,0.044057033993346144,0.03523750527023965,0.12376381002443114,-0.03786641228153413,0.09683758298526117,-0.021729920593122065,0.046702014559532386,0.011763517243342481,0.02629221948431687,-0.08472021219715375,0.03012028594133891,0.08847135034534635
MFGE8,0.010506086893625094,-0.04365535495485534,0.03108723236230094,-0.0014706580637194673,0.014304538499470248,0.04618029956142965,0.06665671781305384,-0.05760121384669611,-0.058418290147752565,-0.0062006294244432575,0.0057288122843508395,0.019516741921742402,0.05301523022476726,-0.025109569759789094,0.022995070213339925,0.021420561324725394,-0.06848991535540856
TGFA,0.007938423962187205,0.013891716418289297,0.04204642938980013,-0.011733166210384869,-0.016086824469088927,-0.052225235193653706,0.025733630722808383,-0.022022266215310365,-0.009557387112150989,0.10848318772497126,0.04541360060355127,-0.0026630887629561376,0.05959926066201221,0.039152307866103256,0.09787680343041068,-0.012518919858464428,0.09471859425467823
SLIT2,0.06757138730905711,0.1540832966064262,-0.004130947265497096,0.018363241823133734,0.03064912813587141,-0.05224995814186488,0.0015269778221193766,0.06437612664887443,-0.03382831913479428,0.009684248114030233,0.005519860867575886,0.00623867351299378,0.035618043942099165,0.12588429347748273,0.039558086501254405,0.09272791423437934,-0.009255686909522233
PLTP,-0.034296813696861383,-0.04017057638705628,0.034506381169855216,0.051127674508167735,-0.047611647765348694,-0.0011867768453498622,-0.008010008172695562,-0.02034064524893067,0.022581008509975305,0.08730998089621989,-0.019811562706207327,0.022469658044307672,0.04059737574998731,-0.0565614739800675,0.0017667649460488125,0.043174173331717774,0.012923659307083306
APOD,0.06909212930085125,0.004274481623836873,-0.03525766161540012,0.06151543714558708,0.018392114077356095,0.06709929477713267,0.05254316920314742,0.09408429968127943,0.01244282801552073,0.03182484272138655,0.016924979218046164,-0.02299474355004319,-0.07230635617659152,0.014746617316646138,-0.10642016366371933,0.01966131273716726,0.22382330753191007
B2M,-0.04876811235294332,-0.029069436262805247,0.01891706091897796,0.03487077652811646,-0.010037076924636157,0.02693517837448437,0.0021090672421927494,0.07930602280437068,0.005614427889504713,0.06261475122022178,0.03170739099897742,0.020092250006181818,0.05841147541080545,-0.16196629260426454,0.004829660748550967,-0.03473265712367203,0.07547627395964365
OMG,0.0022390903491268824,0.018543466506256365,0.014779224992909755,-0.01423189685248484,0.030991710863947076,0.09928715775590888,0.051460795142234866,0.09500088092781589,0.0018632934830812352,0.041951163890795125,0.01680486848218859,0.03303593979078578,-0.00870197919698824,0.021219510233534553,0.015499879187275453,0.012870018473208122,0.008942039754466335
CXCL3,0.011475257108501035,,0.02818935409738612,-0.04687465052393347,0.05938618238189662,-0.038566912490975484,-0.015536934293049002,0.07073194284883084,,0.04821700745462372,0.03691369545118866,-0.047620887328175904,-0.05944785707065554,-0.07474601482845451,0.0185492775035541,0.10692141633610072,
CXCL10,-0.07289125160377924,0.029056173783143718,0.018117486028994774,0.013030856440530425,0.024755046890147323,-0.0044471029960147825,-0.024690068836658488,-0.0013340221522638446,-0.04034827981406171,0.10654413587657946,-0.023474122041031217,-0.03768242406920517,0.04972290934737315,,-0.043807357897369864,-0.004814608725754006,
RSPO3,,-0.04267476244971138,-0.029086800973567972,0.029167466477194863,-0.021682894323764433,-0.058838939295965675,-0.016235796891160382,,,0.0526031797655165,0.02267595138538209,,0.08712376471612057,0.046938819153928835,-0.03197407522600184,0.05514149006435786,-0.03503825496155486
CORT,-0.02105285357369497,0.03677501814275412,0.01037231411473841,-0.04118533854695033,-0.021601334889153764,-0.04939759168629817,0.01279326787750571,,,0.0012249520490021117,-0.018314068928783764,,-0.009757317066945,-0.07952215161748306,,,0.07050952245209897
NCAN,-0.03995401354441504,-0.02053467607071335,0.03134941086565987,0.0029897190276947302,0.0027116502728609963,0.021083293767041024,0.03930866716528014,0.04556443696451773,-0.010681505503312436,0.021222016156623627,0.0342345245481317,0.04413107231012421,0.006587977230452651,-0.10696138152063044,-0.01850452820606621,0.009969791052587095,0.050622963601396
PRG4,,,-0.025197072145381454,-0.0181904602088309,,,-0.01898233044199831,,,-0.028267745988134304,0.0035861980267886894,,-0.024514453154469967,,0.01755115559873174,0.05697343987418581,
ZG16B,,,0.0018514271381992852,-0.009724502590651043,,,,,-0.0025167266202959873,,,,,,-0.019613490072906158,-0.018388244560667663,
TGM2,-0.026506901138098646,0.09306989253508081,-0.004851829277161457,-0.003413853873396603,-0.032641512137778765,0.03531338272241625,-0.013563523622377761,0.03017802010569755,0.022597937194746703,0.026722320525011084,0.01565966902897026,0.03060706863939801,-0.0731708165827931,-0.020317863664467674,0.01551247927669031,0.0438929831271638,0.03100913138449092
VEGFC,-0.02105285492922169,-0.027745917429365812,-0.03322075760576649,-0.015803823962492154,-0.008282958816295061,0.0718777653482223,0.015516196730043225,-0.018405085691696924,-0.035996441704490366,-0.033214405309514576,-0.03669471941871948,-0.04640817336027075,-0.028467756163150695,,-0.023960384459955658,0.13280069688335347,
WNT6,,0.01708033213961877,-0.02477802104115567,-0.02164153366553041,,,0.06369580482917057,,-0.026410011711718414,-0.015290486469825493,0.0297230184524044,,-0.0031976172479710936,,-0.030558158441084976,-0.019000573502628283,
NRG4,,0.04135088996317654,0.005554230957087075,-0.018682344013805204,0.07029130240292489,0.09711655417312512,0.1413010133546959,,,,,-0.04034323265887326,-0.03495192111195009,,0.04608959446713959,0.11280092783258804,
PMCH,,,,-0.01423397840249638,,,,,,-0.026232838911507128,-0.02569561849903986,,0.05574755458692421,,-0.002971814430250142,-0.007718526490480743,
COL9A1,-0.05800020145301515,0.03637830860212822,0.011962274877149707,0.017180631474673518,0.01683777649101858,-0.027016450878347077,0.026548374842045825,0.09027491139934102,-0.008430287042476902,0.022450719690641434,-0.006513800183606932,0.012959919729413578,0.02136032792860318,,0.014787389582203414,0.059070713981290275,-0.03179043908299348
GDF11,-0.06377121603377107,0.03626673566011797,0.047858394977956964,-0.034588248958044424,-0.019782081704229685,-0.019104942909590274,0.010151569511016102,-0.017750602338499046,0.014564766587855082,-0.03762297195307015,0.03234005322892353,-0.09388823668033103,-0.008759523118934303,0.08967747074799347,0.06068539471266745,0.00939622768878433,-0.034714339146756305
RAET1E,,,,,,,,,,,,,,,-0.011329873358584848,,
IL24,,,,,,,,,,-0.019558572561528736,-0.017222107733939025,,,,,-0.03194472359386006,
SORBS1,0.005198509078289443,-0.049334917655695844,0.0375104870934933,0.0005062469200244926,-0.003136895757472175,0.01630122192028425,-0.007537021352459605,0.1364979859700394,0.08282846139766685,0.014102441951931652,-0.010870776045585303,-0.04367514139618493,0.06646176161844886,0.06299599108656408,0.039735203388680675,0.011267679361087569,0.10705849935080515
DLL1,-0.03288717465374074,0.021507903159428028,0.0032822209202917224,0.02051870816068907,-0.038747861808142416,0.10370754945389227,-0.03930574288564793,0.01759775299836229,-0.007983579483852365,0.04161933609563661,-0.02057687402917744,0.07746779457140987,-0.000453516599106358,0.11245166271274805,0.0733327010986957,0.043034237228674416,0.055987585315393204
TLN1,0.045941061371071915,0.02502271718555778,0.040816760111257025,-0.05425170088096306,-0.021855296609843207,0.021059757237595185,0.004884543710001767,0.049570648399483865,-0.0005218309191356194,-0.007684702416815864,-0.0016946562709464785,-0.026172104958629747,-0.0172126415827515,0.05081406449292149,-0.016796354524579758,0.01412627080454529,0.06031759777970952
COL2A1,-0.01977401358219525,-0.0007850700474638706,-0.02325722232078488,,,,-0.015773178086920022,,,0.11059393042074155,-0.006120195141807431,,-0.024131738189835134,,0.017156813533032975,0.01385473129698028,
SHH,,0.0434651333371273,-0.018283002644429527,0.005659515533428664,-0.016668024770955102,,-0.01505380596576144,0.0001217583088042764,,-0.06579998249988836,0.05795024169359316,-0.015438840840938151,0.033993391105762154,,0.059732987635590054,-0.02236910652932185,
PON2,-0.08171895199507914,-0.06700481193554028,0.013243429390735407,0.04209391509159219,-0.020215272217078296,0.07084894946147494,-0.03422409463612254,-0.04546039505727459,-0.01550227944348497,0.055358214385274336,0.03468436957998733,-0.001939584622068545,0.030837871871358228,-0.0228805837727279,0.03718207438869661,0.007363836145393731,-0.010061628218180138
ICAM5,,-0.003178819136941301,-0.045446885177376224,0.0647998542613764,0.04051561580933153,-0.04470007209381004,-0.0061916257200934485,,,-0.0184700464783142,0.0005380764763195876,,0.0705147122347369,0.07368720992430403,0.03877444865896439,-0.007380628477055352,-0.06684174439287142
