,MGH258,UKF255,UKF266,UKF269,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.006768806750218427,0.0215710416060727,0.042420303166707515,0.06739170523051008,0.02758334653392105,-0.024777896576543695,-0.09930371730107727,-0.04674995866946632,0.022798460789705207,0.056006489068593346,0.02268094373602705,0.01213575988971625,0.01774298327877893,-0.01696599397935931
CXCL8,,-0.10883002018182068,-0.023969097066866195,0.10758528787276248,0.11446569990791312,-0.04439879152551998,0.048643707578418884,0.0012855970810396022,0.002605648759648678,0.09085231570855978,0.0009455329569722426,0.005530704001174368,0.051209073093783565,-0.08467575425849275
GRN,-0.04094437069333039,0.06649402556487442,0.029008093939097607,0.09984711651752118,0.008210092108662047,-0.025836102973661432,-0.11585086276425813,0.02209146400566934,0.02692335610632633,0.04558678662965119,0.030334957033880238,-0.04143023053583548,-0.06827869307497889,0.05905202430643923
MIA,0.04035898882371166,-0.0246818825077863,0.08055193715471648,0.01843050229987881,-0.01109919478030329,-0.020224116447702205,0.010639836559361156,0.1007968214119383,0.013874591053052257,0.025199878627702735,0.0280449231041814,0.015425326901117406,0.10174743418463131,
COL4A4,0.20741496807269033,0.007852228500112576,0.07634289098454947,-0.014302194122030062,-0.01864576454123003,-0.002342169120586805,,-0.04861890809162577,-0.03712628861280498,0.009968763836357914,0.01710685994575114,0.05366543713353021,0.07594639978052396,
TAC1,-0.024567483028912755,-0.00489620718379153,-0.04375127726351048,-0.0588934932721931,-0.027281464742674403,0.03174199077569969,,,,,-0.04569644276657834,0.023277223246874004,-0.06477602176031737,0.13298818941604293
RARRES2,0.019935401036784695,-0.03383431755366984,0.06443532568192512,0.09848056125325647,0.03750695806901577,0.025980866905058436,0.022153826279272107,-0.02177783575871495,0.08904852486195167,-0.05898864290393605,0.045740860711149224,0.010365932258397232,0.032393930781475115,0.04957102190704491
FGF7,-0.02197852275141689,-0.018306710453801375,0.12928773280173209,0.09900055713416739,-0.013558296138801815,0.07141436722605626,0.01319344322392139,0.022039748032215773,-0.024481707101665785,-0.007742074933613773,-0.009544286879507896,0.08531336204206826,0.06307765451014317,-0.10310198411608316
EFNA2,,,,,,,,,-0.022037855656367827,,,,,
HBEGF,-0.02900522173670894,-0.034167226878654776,0.0127404538620444,0.09744525192553304,0.05839355096800429,0.05987726188751923,0.00057801382637017,0.03373864808350084,-0.058094961009039006,-0.0047911263270307295,0.011237202192805048,0.03625536174443945,0.11276228290450412,0.02977702141433395
CSF3,,-0.025357418262874666,,0.11463767421739139,,,,-0.05230990336759199,0.0891471299974823,,0.0010756606658547318,-0.015733816229595885,0.12019013490696857,
PI3,,-0.06007527030212357,,0.12180139006110124,,,-0.044037376832580154,-0.06463182755909694,0.04793632141400977,-0.022765544798183646,0.04004769240399825,-0.02195022239517091,0.01850091525227095,
PCSK1N,0.08291932890204064,0.1284475018882074,0.008629655542801491,-0.05341714678110863,0.023209263215048705,-0.004861672771735602,-0.033630626118297285,-0.07985168243539884,0.0409016124525779,0.005175986919845941,0.036439399822915,-0.002313137098935019,-0.0923499900343867,0.054030567934840255
NTS,,,-0.01957233630147261,-0.018598367436811866,-0.011980030368412428,,,-8.76768142450387e-05,-0.02684894513834102,,-0.015289882884485757,-0.02329963635369474,,
SFRP1,0.01871316743002894,,0.07521730515928608,0.006818737353760229,-0.013304948771742986,-0.0037133265714942424,-0.09379534139893651,-0.03995596153070803,0.02151280252921865,0.03435382582099772,0.025730981965981375,-0.004878717430301242,0.09236135238159325,0.042859737451091784
CXCL13,,0.008985927314836878,,,,,,0.00027289575299559426,0.06974529564181488,,-0.014402168640675074,,0.07779588090800695,
MICA,-0.008250144499843378,-0.023765233370839717,-0.04154292578380786,0.038679560563236674,-0.024331878484256903,-0.016623663190396824,0.0004971169953759087,-0.006608997171334032,0.025421429839876036,0.02858261239672379,-0.0329180375665304,0.0469550996877487,0.07694215161307857,-0.05317959713629612
TG,-0.011183308486351446,,-0.02259163561956879,-0.018262301660505374,-0.009628733550789493,-0.020697502121872303,-0.06147526160438991,-0.024449454250846235,-0.03306741096859372,,0.0048604348140621305,0.1202706379446752,-0.031587868412521744,
ADA,0.07819589289704054,-0.02693554377026696,0.06011853584518247,0.08196919713835467,0.05839851493803237,-0.02342122148027976,-0.011964323689366601,-0.04862547463916127,0.011036091359011476,0.013009866674349517,0.011507425992556015,0.0256443714579904,0.002247905910424035,-0.050144146040492735
LAMC3,-0.028012215543328625,-0.0007690259405279143,0.07435438728280616,0.05601283323836286,0.1125476663929411,-0.006477634370285137,-0.054198871632736074,0.011635682732053055,-0.07510302707857025,0.04579375677285057,-0.01882626693347683,-0.04551930585000679,0.00785620626293345,-0.04897234618038331
CCL7,,,,,,,,-0.02757787146021952,,,,-0.016487514256013504,0.09127968639784277,
NGF,,,-0.02155847984233618,,,,,0.036605030011407816,-0.0027887234834092145,,-0.03581794318153926,-0.008193369354534531,0.054886814253893156,
TNFSF15,,,-0.02617672086004892,,,,,0.03989445834875035,,,-0.02743863809580986,0.016719915898912207,0.05564720800510018,
HMGB1,-0.01731440896343365,0.09242620924963751,0.024974489475725167,0.08408348030443025,-0.014493598193082942,0.027134165163005233,-0.019974975201171495,-0.02421345996489844,-0.04105321066813006,-0.07257101482526614,0.046170627196165714,-0.01440503184609979,0.02878094896197747,-0.005026540968618385
ITGB3BP,0.0608570670260252,0.05582109121149114,0.10375344634617484,0.04561402990544255,-0.0031046440060132486,0.02585903962524298,-0.13599292488291057,0.041824801402704635,-0.0022682293795882502,-0.014172633189442231,0.018110959976329184,0.06756160413362991,0.05969041625064813,-0.013267455521422266
AANAT,,,,-0.013648973866437803,-0.011099195397668843,0.036135249615703004,-0.06519247241081506,-0.0064659694196224134,0.039574985244556535,-0.03314284058174202,,-0.017444477648119804,0.026584860901799137,
RELN,-0.023587584975897864,-0.028556327389308574,0.003219093303023889,-0.04005037182679939,-0.03693644146345299,-0.02046201495665973,,,,0.09333744844696962,-0.03314290123065169,,-0.04492233586101341,0.01628973009532092
IL15,-0.04914335739627908,,-0.01862629307999807,0.053781550776137464,-0.023855808333405372,0.022727350315810267,0.0041655573365484595,0.016142641027219466,0.05648700452249157,0.023055685626551706,0.003996754961229749,0.06767629483402823,0.057387714303998194,
UTS2,,,,0.027216963083428185,,,-0.007654730749305908,-0.020602599593458875,,,,,,
BSG,0.02814433565072234,-0.0047100190305683345,0.01376022223225824,0.049350477075818425,0.00899695802108556,0.012572783666382075,0.016672785193173816,-0.019307473906252523,0.00723432550945754,0.05459643552570637,-0.031190636049210806,0.06159387083578713,0.11495591007331739,-0.055061217353679165
ADAMTS3,0.019802157012493653,,0.006931545750263999,0.1813055419256739,0.004895345041386786,-0.02848432077566888,-0.014083349056538384,-0.024129848089047598,0.05466249827363436,-0.010220261639928117,-0.025430108358970947,0.041714150036439475,0.11120882698688621,
CD34,0.03798407188195881,-0.04204538984142743,0.015803698464746007,0.044216820521496274,-0.020766293222658275,-0.014302411860067558,-0.056709286737138306,-0.0012333103754726214,-0.036561422143121684,0.06721873704705796,-0.04763816885110352,-0.038626152903288455,0.044835121515888116,0.0815510903543611
CCL23,,,,0.302921999508141,,,,,,,,,,
PLAT,0.06856967565896917,0.026957358975895105,0.057691540259342346,0.0965544227462742,-0.014178337909023824,0.040044222993859506,0.03237651657143609,0.06690694226838698,-0.03305034656829686,0.03265383757479513,0.06404429616066963,0.0024499483075169208,0.023603424461471127,0.01480184067405877
NTF3,,,,,-0.017916749135097828,,,-0.03465391326086219,-0.06487357859246182,,-0.04508241967800666,,,
LTA,,,,,,0.06106562987960339,,,,,,0.012195283950534253,,
CKLF,0.0033940361306078084,0.014773537028324896,0.06846452437929297,0.07109065406938246,0.0061445357827002705,-0.003978252558604845,-0.07541450483054352,0.011668577049497517,-0.016878197672531133,-0.0002859368540518477,-0.0015883768344971039,0.03371882121115213,0.006697906971293859,0.018974932846986974
CD24,-0.01896014649404037,0.037386385737297065,0.014436831460625452,0.010570333472747183,-0.0012572311860008613,0.0409651691008658,0.03599024827746871,0.02729281240585297,-0.017061337330428698,0.01338466936948835,-0.03182496808409073,0.03848547731185481,-0.030894355390844803,-0.025455135845697266
HSP90AA1,0.01126344471172104,-0.07921100335643967,-0.05598640604960877,-0.08861388029461018,-0.0031357531264789864,-0.04454917465411599,-0.011099143658989799,-0.03617936921224167,-0.010000622372975145,0.032317809442349556,-0.02476886847480287,0.010125077674576944,-0.046649524347579956,-0.03427334790786424
BMP4,-0.013592451074536058,-0.0076336750085087305,0.06685521211865607,0.0036207078906938446,0.05989104049974195,-0.014606678987645323,0.040805139609612656,0.05503666157674109,-0.026685400414306552,0.023258049991705405,0.029026753831378014,0.004530178479848735,-0.016683803473416352,
SCGB3A1,,-0.027104572517830702,0.07252262766403299,,-0.009362279875717179,-0.011961399068189443,-0.03320213998184949,-0.008242233821220418,-0.03254426439735345,,-0.014184283142259021,0.10555581542167054,0.10108717640609205,
IGFBP4,0.02377955786504546,0.04134235449815391,0.0627424520962877,0.08552869415430311,0.02764684052885525,0.013624039741464443,-0.08809934747314974,-0.04957779050539735,0.011052319408683307,0.020508934101900203,-0.00114817355048099,-0.04000635370197383,0.04906033714060925,-0.055381259717894475
RSPO4,,,,,-0.009362278506271957,-0.023778529765572192,,,,,0.04100668952827541,-0.03096454691314705,0.010105593087142465,
LEFTY2,0.10639784486880947,0.020667104031577854,0.06372992428318894,0.13232231022686392,-0.010265852885309157,-0.021161498163167217,0.05277824730674851,-0.023410489922402113,0.025598920157160154,0.0674101683570649,-0.007183202362312125,0.02590812300541316,0.04070319019315996,
PF4,,,,,,,,,-0.020199220460886083,,,-0.023477632535593203,-0.021313754650545712,
ANGPTL2,-0.025531293346949327,0.04591256222199069,0.08706410294756695,0.06096716851293339,-0.025328460423143725,0.04183752730134214,-0.02098592941272939,0.11274114468549679,0.0244358665725012,0.027114740364307853,0.02305995121677674,0.04953185653751253,0.025877148673399547,-0.0682054389588681
LRIG2,-0.028415531220886324,0.05750382744757528,0.03726787382821798,0.020378017528154393,0.0022897094164409312,0.03926686885388864,0.025165998345505262,0.025911120796202426,0.026802692689801965,0.05610529138213462,0.003538033561452434,0.055571287580958674,0.0318446159912947,-0.03529781935210119
ICOSLG,-0.018301268639273723,-0.0370451203598329,0.08425462990183456,-0.031571051366783495,-0.017767856275208663,-0.019876718242597857,0.01396884365442871,0.0811843854860603,0.006189532874881968,-0.04099601347277985,0.011497699747382413,-0.01774491187002123,0.04607671970674688,-0.051053805957341145
WIF1,,-0.043953158591547414,-0.06439852893603888,-0.026616054184853678,-0.017617869733391415,-0.026386387418057367,,,,,0.010303946655301332,,0.038785481930803216,0.048134839252697514
NPPC,0.009954952692381037,0.028478840027573178,-0.008796636105745485,-0.02612139309534929,-0.013011275975327063,0.043189368065204854,-0.06737491404274083,-0.02020867781283552,0.027093331272852374,-0.031442889981043616,-0.019021970360275607,,-0.05122187562929182,-0.007903888864798465
LYZ,-0.07750924411387049,0.003227235706394513,0.009253238938990271,0.12104060121536853,-0.0034533570650958616,-0.030142791987598002,-0.027012862304648253,0.015522636418637957,0.03439207944015916,0.024246618082524013,0.01148613823904302,-0.029028558460933378,-0.05294184374899086,0.05194134667933751
EREG,,0.04760941375337476,,,,,,-0.04033735254815151,0.10200197869160058,,-0.031008950924526973,0.059965874403899194,-0.024538445435783658,
SPTAN1,0.07093940408571456,0.025638319773958033,6.6042875415285325e-06,0.028397193583643437,0.07447960759891994,0.03349165184627509,0.045685739504192406,-0.06292751868152918,-0.003128751411910695,0.08432997709792414,-0.03071921925906726,-0.029363636702673557,-0.07460572412711619,0.07545091221108469
PTH2,,,,,,,,,,,-0.02663349275061386,,,
LIPC,0.0187586572755315,,-0.028884604536346725,0.07696316558919608,,0.049973947499206875,0.06611536849921762,,,0.056822123724591674,,0.028502888360146215,0.011466129572606946,
COL8A1,-0.016787617490222773,0.037803259655417795,0.13452390491737762,0.06322019153139696,-0.03862137213011539,0.11019028137150974,-0.07236097513923909,0.07909458674996092,0.025290188549337244,0.029952298465386436,-0.02309151086501137,-0.03506778678484025,0.10560858583003178,
GSTM2,0.06233407464965739,-0.018067397659052006,-0.015751038878140652,-0.024281814072210868,0.04860002949000885,-0.0017232139873950805,0.057477843883866314,-0.058306681913021664,-0.003082659701786922,-0.04620666367594804,-0.014143299269278308,0.03147473450379445,-0.051090868325967445,
IL4,,,,,,,-0.046432990331226026,,,,,,,
SPX,-0.043863645342508105,,0.002623595598227976,-0.03159246375252044,0.0018099979380006759,-0.04667669888949064,,-0.027805280364414996,-0.02507991403800972,0.004917225660913085,-0.06945006709738628,0.010998297015241337,-0.05220050159458033,0.13808548725984807
MFGE8,-0.04547955847316053,-0.03567972480614433,0.03735217276144271,0.005638662042283728,-0.0005034105194958439,-0.004327664543152016,0.0005640213341013862,-0.028291695759619446,0.031976786376937995,0.05805880787781168,-0.051763638971778866,-0.017226715781762533,0.042254574102710385,0.052115792897929406
TGFA,-0.013949565094288543,-0.019067912735568477,-0.0025819660208644462,0.0011074781671684642,0.05993953379546757,0.057648095914016186,0.008348824058754051,0.04608937738244516,0.0501056095681128,0.011524015839852209,-0.011917539135693357,0.05514053478318612,0.05775823759303175,0.029210172479717866
SLIT2,0.08467374640967616,0.005276338728781249,0.010127290717546108,0.01602005213760516,-0.02446501355198829,-0.038558746264633764,0.03378149325852218,0.00048809569068695513,0.02088733901548924,-0.03545147017797845,0.0424931656034901,0.05097814200753687,0.08594971809851455,-0.06133644782348918
PLTP,0.036451008081341475,0.05506285140247933,0.07773476807836083,0.10956846359781,-0.01733389562362454,-0.006633297881705339,0.020461521512822416,0.010597634312759096,0.019841697921723685,0.07629888932757808,0.011767950690587612,-0.06570505879192284,-0.0009488854479218595,-0.07832336389586328
APOD,-0.13377234195775708,0.0891106160937031,-0.02211225745684979,-0.011463838218186655,0.06058180361854725,0.008533006682166583,0.06578253610272315,0.09886885453377905,-0.03343772362248629,-0.07632012994769627,-0.006368456347036932,-0.11921027335789573,-0.03140775744326204,0.04299834472609805
B2M,-0.039201553148691365,0.014223938245659123,0.033712125085022845,0.09739639487541861,0.038792757954156584,-0.02359209191807092,-0.07343008561699584,0.04555074722861151,0.0005091903558324013,0.09588391730556653,0.022455055262918824,-0.07402366404453387,-0.045168008267074664,-0.020957917263523397
OMG,-0.035288675605600464,0.03741146944902926,0.006059652654191893,0.0016668242590437488,0.011894331190201888,-0.013189825783442525,0.028243852069791006,0.05670866459178144,0.014179932717588287,-0.010371887100117742,-0.03561564975022703,0.051202434223433284,-0.09242328314863582,0.11263318085356094
CXCL3,-0.02291260498183437,-0.04774452750956967,,0.09090122605718315,-0.010015659034289338,-0.012345280359943873,-0.039771918586573064,-0.029038392536243633,0.03198775764666978,-0.023339204298467656,-0.020294755668014215,0.003705853706589728,0.09184120030628268,
CXCL10,-0.011694217489373663,,0.032308334471353825,0.09112454668719076,0.08023991292447835,-0.019618144490141022,-0.06463630061664348,-0.028477690181425697,-0.027093010321130945,-0.03144288656214699,-0.03690178726739208,-0.08722113368061067,0.041115741347832316,
RSPO3,,-0.025357419053800817,-0.024844784489700813,-0.022412338817012756,-0.011507012026370014,-0.012900580044169456,,-0.023226838875736438,0.014401020955486453,,0.034037849739256776,0.032839908917216776,-0.03386398160814092,0.05607888271959269
CORT,-0.02845215390100309,-0.033652749824019904,-0.008882172724692444,-0.02903782804572011,0.03351541069778556,-0.034224838242148205,,0.024464826968030505,-0.02113745756463848,,-0.01685878976873868,,,-0.02919779286184233
NCAN,-0.03189266947098635,0.023140120654522315,0.07295727725457134,0.0562983416647127,0.029191526755825925,0.11721988373365186,0.05691735963244615,-0.004233557520876882,-0.009846974390993754,0.08936636721979549,-0.04303820024400893,0.029913704050353547,-0.08873744019748891,0.13372497754298934
PRG4,,0.009000713907940404,,-0.01941517455399052,,-0.015082910616183,,-0.030205400821699774,-0.005179519657403665,,0.07768762659709928,0.048867939340634915,0.1292454933728257,
ZG16B,,,,-0.02096180093493383,,,,,,,,-0.020862508280084888,-0.01818281865157881,
TGM2,0.0451340992342005,-0.02987890089330011,-0.0044175969607562395,0.08158528909705517,-0.008548570360882815,-0.04415299608958328,0.06520989709767386,0.020759073470462408,0.028042478302969708,0.012687690458769807,-0.04950608358352288,-0.027360656832423547,-0.015320555309262065,0.04385783904322329
VEGFC,0.005487138248962417,-0.03770433036455232,0.042432456637520904,-0.025597688652488494,0.05055503255578165,-0.015392711486570497,0.08155592800217824,-0.035491136288312755,-0.03279491909541252,0.0021584914054632322,-0.012595653231635811,0.07264967730736259,0.08776832476298976,
WNT6,,0.03658159354816492,-0.01910483753194012,0.0011514142002662902,,-0.013433981300859736,0.023329428188048548,-0.04116879442643529,0.005483285011829788,,0.06376009897017564,0.03982424451296522,-0.01878830690631946,
NRG4,,-0.019006748679895127,-0.02338785288922207,0.0899879636504007,0.0027288854355680963,-0.017957393342717686,,,,-0.024719745775073465,0.09316536008270239,-0.0167316048689675,-0.028254731856715,
PMCH,,,,,,,,-0.028031008002752055,0.011476049193251254,,0.03799350840237935,0.048248563305322234,-0.021901500962839566,
COL9A1,-0.005915728354824182,-0.0122916880252164,0.08108139608021189,0.029239689496028357,0.00843857512472505,-0.004006256217495264,-0.08667181770026061,0.05560731227347638,0.03333837929761201,0.0024954341515299335,0.037936146786178904,0.07938727867704147,0.07974207803460892,0.04397113080429343
GDF11,-0.03462108752200726,0.07960510663203656,0.01752942250042037,0.11106163468025276,0.05352955773130426,0.05263590488563935,-0.02473152659369266,-0.013450443479691758,0.029900031706620544,-0.003992751052853888,0.011131494806851714,0.01527705459154404,0.036446630864428696,0.05723572918749392
RAET1E,,,,,,,,,,,,-0.018354451659997984,,
IL24,,,,,,,,-0.020899244105605688,-0.019877154160298532,,,,0.06371225772414138,
SORBS1,-0.05961177969766708,0.053630998491786305,-0.03727452981567342,-0.01881546400480381,0.01383452886646287,0.014106325672211522,0.054876940874855035,0.025911187077352234,0.06207847251510874,0.021996788510818342,-0.00014932810164505983,0.0017221020321369078,-0.008514237804078121,0.05511659035088172
DLL1,-0.0070911847388959925,0.0134536258607512,0.07622694561831568,0.04290870373134956,0.01221578762280678,0.06926130744095184,-0.01309009084723005,0.06825812010798943,-0.03261946679394707,0.01644423260731186,0.040246214830543456,-0.011096690805787601,0.04242363400208948,0.018860545081185936
TLN1,-0.026638423415346335,-0.07197893790267874,0.05242756211719222,0.03692320145041769,-0.011650943794424743,0.046958146249086584,-0.02548786682019047,-0.03030703031042435,0.10246239352586596,-0.02659190313494615,-0.03971236812784391,-0.005654437911408733,0.066254039348467,0.11749239946673362
COL2A1,-0.008207916009492874,,-0.02069771381639205,0.0033416384571899227,,0.14743012025518396,,-0.0354573446029481,0.022835255637508746,,0.005384579275570483,-0.024350137481574347,-0.025455996844742347,
SHH,,,-0.0056265018508363926,-0.014087656123877633,-0.010749566988935377,-0.011961398022688701,0.05087763629608161,-0.011156460812583813,0.011327299213321276,0.08721934226646297,0.06632797594557624,0.15772315637419307,0.09777518831801638,
PON2,-0.0050820591057067314,0.06289660174872443,0.03421597850602079,0.12658044605445382,0.00802179969825484,0.07628785135084308,-0.032103783134325554,0.03076077349923343,-0.048771439143530874,0.014307968408620659,-0.028245561883998113,-0.019261717316504962,0.04898922604309243,0.12292839820548017
ICAM5,,-0.027104574436018512,0.023002719322492073,-0.013186752495164664,0.06465730831568152,-0.023359964219792837,,-0.0410433960617105,-0.02138755808801333,,0.023656156688531833,0.02386638720393408,-0.002259549845398887,-0.031148753054515817
HPX,-0.030355141855085813,0.05841165051140726,-0.019104838820696246,0.048378385027179185,-0.009362278921255292,-0.03040348649821182,-0.04529776478060356,-0.002106069392561079,0.04033027344486007,0.032792007480004264,0.030522352617210636,0.03927932512872907,0.07173523372813231,
SFRP2,,,-0.01294073506971723,-0.014302189910553535,0.014060520233256678,-0.023465201837057127,-0.0464330176609542,0.04710158054059916,0.04489615397681085,0.03473266228158351,0.056375253742474145,0.006432905990791394,0.02547681616926731,0.03200759852265401
CFC1,,,-0.03228250216621522,,,,,,,,,,-0.0250009920221278,
CD70,,,,,,,,-0.03656633982004711,0.023614830341187804,,0.014700342085456881,-0.02552708639851024,0.0020027095832176674,
HP,0.013746880862368421,-0.00678538437570489,,0.03496422902974252,-0.0352683916416528,0.03751047525008209,0.10875770712173262,-0.02287207652867479,0.0035833413230847463,0.0166587404572037,0.06559846235526527,-0.008664190362732983,0.017530083393585635,
CXCL2,-0.002451593253701212,0.0035663017948696237,0.14622587262125092,0.04481622165524838,-0.013011274957024432,0.03362297952008469,0.05429647536294591,-0.03640236855272334,0.0959591918263057,0.049011235729486714,-0.01322275813124832,0.029270946036475825,0.08552832677986183,-0.04936513901482322
NPPB,,-0.06953136554939732,,,,0.04933944405705391,,-0.04677692007876707,0.005938125555836804,,0.013261431452224293,0.1284708010406377,,
CCK,-0.007403538036178389,-0.010403149980841131,-0.11595780401940022,-0.07096419329696829,-0.03612091502016592,-0.05389086100748322,,0.07091805516650924,-0.015353832074991448,-0.027939991171517277,-0.06630413691631216,-0.022017719386531936,-0.1761935925856993,-0.011008122544989524
SEMA6A,0.001023519661710633,0.0603553752524445,0.04327903948325957,0.047248207120751715,0.03905861335281612,0.06307119762270873,-0.06775263761180038,-0.030421540798452874,0.029831850797528984,-0.020005383157791868,-0.013061303786438563,0.04618547485407467,0.10967727091737782,0.0688831858319285
IRAK4,0.039294081593228045,-0.02074560890543044,0.06645867257402706,0.07644279039648534,-0.02155549559787475,-0.021663396759876535,-0.04559765413974309,0.03199834467475959,-0.027281520848045103,0.007100521981483436,0.08803183351541083,-0.003975132607619847,0.05291344592054598,-0.068585401105837
GSTP1,-0.02001871932858542,0.018719402912970442,0.0479364497640731,0.04328772959777886,-0.010970676092450391,-0.002536319275099448,-0.08159825916755004,0.023910902923038026,-0.002621776458182858,-0.030026408661530453,0.030735089100866853,0.01620138721975885,0.07412902292219194,-0.026385516934032172
VCAM1,0.05595218411012571,0.025154470289949212,0.08657963556118088,0.09227645106431384,-0.02043230957293533,-0.00801390054988708,0.014797516205061933,-0.0050210901036982095,0.07545186957108929,0.026101706064776294,-0.030231159331948265,-0.007604825722730135,0.03704129378913172,0.1157695023798509
NXPH3,-0.02208930405673043,0.0402837276205568,0.08556487645712037,-0.07015041869712584,-0.017820808481177754,-0.040144702241889436,0.01910999478101457,0.058135016158901,0.02232005674967778,0.04446825433560143,0.024022884561573442,0.0005195669243395639,-0.022425812254452338,0.04804966406060426
MTMR4,-0.051586613489924056,0.0653819685577866,0.02769941191678219,0.04346180454267553,-0.043915582213059114,0.004938672657796644,-0.010577977946567672,-0.006881951674042809,0.037883069337446736,-0.032467930531278,-0.03634080857700551,0.03690889100427307,0.05016542837159224,-0.025001191897105972
LAMC2,,,0.04321178034877422,,,,,-0.025693714146047646,-0.026104280834903237,0.10414292368680649,-0.0021292772272861298,0.008593785381632578,-0.02720825585729068,
IL10,0.0032550579808803145,-0.0067707815045468635,,-0.023515639908064042,,-0.013778666174515144,0.052215046549973325,-0.020274609657764165,0.019610320043723428,-0.02305401211533747,0.008400265143902302,0.060067764172777635,0.05437013433405205,
SEMA4D,-0.08886723367803008,0.019811816504683777,-0.007470212699261632,0.008641145693708626,-0.023126313127227908,0.07754711711426143,-0.07144880761638507,0.06122640556444848,0.008349094993650929,0.05586367502342496,-0.022850868434894745,-0.03212407430430216,-0.01057282705208707,-0.02229135548428914
TRH,-0.026124538776410248,0.03330574815833783,-0.03581025416170719,0.004074510934707938,,0.048609807719418065,-0.06654299210244409,-0.08772508890110428,0.03846550637233593,-0.03334335628622406,0.0022582945681793886,0.024636015103578827,0.006616425830455034,
SEMA6D,0.08466959497189248,0.05567860882865201,0.03454053568850221,0.07064512314888052,-0.019928869527124603,0.036759157719364055,-0.1228177593418117,0.023887635087800715,0.020602241712006815,0.04075550570008241,0.04683019609490912,0.06534887026409786,0.07781232877525376,-0.07846294804306125
