,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
BSG,-0.017179048221683486,0.028881316364212956,0.08690198205358804,-0.09215042231088896,0.0720698096140566,0.017029930855337657
ADAMTS3,-0.04149186757787665,0.001939913348878052,-0.017575373625252057,-0.04320476391405288,-0.05755055953019922,0.025087200542823998
CD34,-0.06853667170656436,0.02855705504876495,0.030054519977137584,-0.07547452653718882,-0.0059551240713602805,-0.016036834588163032
CCL23,-0.027317581026302537,,,,,
PLAT,0.01900602516391268,-0.029261141551238587,-0.045910351950497495,-0.00024028268172349626,-0.04593129204366759,0.09517230078519126
NTF3,,-0.027293816932675765,-0.044936658738774275,,-0.023002810957499696,
CKLF,-0.01621905581364566,-0.014182419537450083,-0.005934114885683343,-0.05469523548958626,-0.03033917840358358,-0.028711409342376693
CD24,0.01836778909636818,-0.03856877284204133,-0.030833270127581695,-0.06291187405147172,-0.09491390928925282,0.067769937565673
HSP90AA1,0.03196672804630844,0.015097652703369097,0.009796863471943428,0.06323698929965334,0.025061309564027575,0.03752171338281767
BMP4,0.04686389334795938,-0.06362277306527002,-0.05216519338851775,-0.05039401110446077,-0.01094198467961351,-0.007574373230551023
SCGB3A1,0.00995698484085626,0.030656123216102657,-0.015385763119669825,,-0.035900185309622294,-0.02385136239727749
IGFBP4,0.04074739622715207,0.042783437136272015,0.09418158763442963,-0.07732427344935038,0.17077425473078026,-0.0032617190574298076
RSPO4,,,,,-0.003316174280795815,0.020138258119287263
LEFTY2,0.08301431805035783,-0.022292699186105,-0.03278765224990962,-0.052437303880080555,0.008047264501390393,0.06813992529149054
PF4,,,-0.026136390550328424,,,-0.018476736721091742
ANGPTL2,0.05952889057313937,-0.0004904825761715548,-0.014180000191846395,-0.019774718798352537,-0.17733891167435517,0.029078500992762976
LRIG2,0.07172417805710297,0.016110369943606442,0.06487548609544004,0.06616916272690278,0.0018172851295303286,0.03434918410720336
ICOSLG,0.06598876697404953,0.00010806854642865919,-0.008665645369138305,0.004073975487581414,-0.0376587366989327,0.09484991419973676
WIF1,,,,,-0.02505013176295662,0.02913274404738423
NPPC,-0.024136020390394933,-0.02715117675146475,0.0541952535453364,-0.04549567264577677,0.05604203223417506,0.041763592227180776
LYZ,0.02331471606955678,-0.02191285798803366,0.0025252136706520813,0.014642417826469207,0.04873842435204763,0.02957278214376995
EREG,,0.017170477397905597,0.11740951402543935,,0.14086996135964727,-0.021272197381245615
SPTAN1,0.06549734780103955,-0.008710361860533845,-0.011855246549461539,-0.047754675916952476,-0.0995361280651976,0.05057803810989047
PTH2,,,,,-0.01631828368100084,
LIPC,-0.025593778961505016,,,-0.04680112043149888,,0.006745178228148147
COL8A1,-0.008475518868543065,-0.011304611537460457,-0.0013975226884624544,-0.02585549572834053,0.09957222728186539,0.022137076356390013
GSTM2,-0.0034575114786722337,-0.025311128237101785,-0.048849110374120416,-0.05052028774448181,-0.02437483101732589,-0.04429029696495526
SPX,0.11458606235562972,-0.02647764967772247,0.00607790938085097,-0.050243095935059885,-0.10133459262278703,0.01901108559245319
MFGE8,-0.08279880895875914,0.03015479953406144,0.05267154498655057,-0.02163889574875786,0.01786937932252191,-0.008363115702455256
TGFA,0.0023083226046895795,0.03485655119992291,0.05446471736332799,0.089615388731499,0.0709076437795149,-0.060585965874775646
SLIT2,-0.007844074545391834,0.04405988542343058,-0.015983366863116615,0.006544059393923608,0.01874854120259116,0.004702277861866159
PLTP,0.05984323138472419,0.13560894948606725,0.05745948076352544,-0.07308652404188395,0.22806425314134401,0.043949918941005035
APOD,0.050263153853250885,0.024199002772730276,-0.05640437765892813,0.046825311542900074,-0.1451657207132554,-0.031210559769510555
B2M,0.10862208123516055,0.03321343056259767,0.051636363760731434,-0.11171093435456866,0.18840730656687465,0.03943187577755615
OMG,-0.04216823675729191,-0.03720129302190094,-0.02306139377222865,0.0951017223496297,-0.035736833728709005,0.07605869386014119
CXCL3,0.03371572922554497,0.0731247005023279,0.15235952160548838,0.025960550593760373,0.1048371061764173,-0.007406822248252424
CXCL10,-0.005446044580033692,-0.011557232128980433,-0.012067290870681766,0.1037241091626047,-0.05417277019564075,0.007478985297596449
RSPO3,,-0.02065501396949556,-0.04446742898244041,,0.027422244010558695,0.02106826102861385
CORT,,-0.01521733680600956,-0.012228316922529374,,0.024089459284010593,
NCAN,0.07442195521165432,-0.024420256279777862,-0.05091135065778869,0.04771240059785753,-0.29014600820377046,0.11166388534998156
PRG4,,0.03344346414683631,-0.04035719522656452,,-0.023015857539364828,0.01265893197880324
ZG16B,,,,,,-0.015762551393729975
TGM2,-0.023469476261113627,0.06284837346431715,0.11280623923507987,-0.10360359533445385,0.05724900045154882,-0.02635854920925968
VEGFC,-0.021927195954926103,0.019472919977151972,-0.03862607784253512,0.004013396874877798,-0.052083732705037376,0.0035519941329998535
WNT6,,-0.03920309028325314,0.08400982037081543,,0.01008975885339392,-0.016287444696387463
NRG4,,,,-0.035767751067016844,-0.05210893614818286,-0.024493818672544406
PMCH,,-0.026692599401377016,0.02689852982703137,,-0.0404222433977644,0.0020389639017435496
COL9A1,-0.03038758866332675,-0.02469287067418967,0.004054747039478786,-0.017191127662595222,0.08767579783649505,-0.018929539474743164
GDF11,-0.06541402683313093,0.04078960450047044,0.027582104502661974,-0.0730245681641378,0.057217374361737315,0.06841242733265107
IL24,,0.09255841605162729,0.0733517097919828,,,-0.0273832744471849
SORBS1,0.06640376902745142,0.01278616098038713,0.10056383476581837,0.07705455779745814,0.05984372666844621,0.03242291335708234
DLL1,-0.008987069445756878,-0.013030239583336082,-0.06474998526244999,-0.012160846228436184,-0.07565584437602722,-0.0474067690498021
TLN1,0.029719847016817243,0.004133653992138563,0.05142913699090816,-0.02346937356574087,0.022401049446434878,0.0018181734351651554
COL2A1,,-0.0031274523264083814,0.0281847881192277,,0.01708689703570434,0.00015232748091543696
SHH,-0.027443942945040416,0.0474733448022223,0.005198518059401951,-0.07705972006416842,0.062296299913291914,0.06456020689401182
PON2,0.00395788281629144,0.01592879304039506,0.0320509343860575,-0.08678494203247239,0.03196593045070424,0.051002318213419225
ICAM5,,0.0028402873962144527,-0.027860784309298177,,0.04181848469193841,0.02944745890988267
HPX,0.00540564388071453,-0.05040129360824588,0.03165207527601689,-0.037027619563254406,-0.057087027260253706,-0.039089296522887645
SFRP2,0.014977976388016933,0.03512700408463964,0.011230172847127792,-0.01748988256728916,0.08067537376356629,0.0050256433872817195
CFC1,,,,,,-0.021673175605741668
CD70,,0.10840958803034909,0.05661558059800702,,0.031707408408420894,-0.04302870964087677
HP,0.036268809605445124,0.05419864100641777,0.02526340388296592,-0.04580927983893595,0.18024109470126257,-0.031069681442783322
CXCL2,0.037352831339756705,0.07061496051331519,0.13532521245110726,-0.03933127372987379,0.19738037643125947,-0.05438930925925082
NPPB,,0.0555281194056215,0.03672450307502129,,0.022430482890866195,
CCK,0.004235987942120491,-0.06760894388835476,-0.057496963433712536,-0.027402122896719172,-0.11007364217564004,-0.003107374930756878
SEMA6A,0.07202659431184856,0.05112508102570012,-0.0034291152965370414,0.08158804359272649,0.0050856797440088615,0.06564767839521363
IRAK4,-0.002809573884574086,0.059767334030321244,-0.013777412204643983,-0.03583816787429223,0.036740646462969456,0.08312777622188779
GSTP1,-0.030282709628815425,0.013194495290815641,-0.029185867073797236,-0.11493951329395372,-0.02070317168512427,0.02975029192720996
VCAM1,0.0019013880269375507,0.06739372231336807,0.12609642931799478,-0.0003156075354211087,0.04551734710137061,-0.0156580533070136
NXPH3,-0.050471934893522974,-0.005357239084209278,-0.002541641706549571,0.011222363511115425,-0.03205183444983739,0.0611953667425947
MTMR4,0.010809301013277836,0.034341534652016274,-0.008419281947768873,-0.09014466760517467,-0.011177432305330927,0.06943560160590839
LAMC2,,-0.024466905320229985,-0.0208143209422139,-0.03458188633700755,-0.03923609219071382,-0.023586636346233376
IL10,-0.028216782514539122,-0.026860146661251992,-0.0618785443929204,-0.03335755043520185,0.016593289049331512,0.009256467883771078
SEMA4D,0.010116702519935721,0.030550407810355697,-0.026199336679870438,0.056634505674020175,-0.008011071833131633,0.04577753752095575
TRH,0.017234276568974475,0.02173367604993491,-0.03911062017234326,-0.048221294078300614,0.07401707557523762,0.07373794009265439
SEMA6D,0.06437876713246066,-0.0006998569233263874,0.07678556971710407,0.10814702051401176,-0.13270120226297819,0.011343464471104342
CEL,,0.014306148847819281,-0.041990753976983215,0.004718121042190395,-0.041651107069482635,0.015080548433767963
PDCD1LG2,-0.06851409665051943,0.008801242389687061,0.05784365005769284,-0.045397017366399575,-0.047575482583385585,0.06342846347485193
SPINT1,0.013050763312707605,-0.05270571540819866,0.0070032009015024484,0.0031395743771880234,0.03720145492389279,0.026788912271008908
CTHRC1,-0.04242762840460725,0.05765260829004766,0.043203430811537616,0.0236030293079015,-0.03590545537384006,0.06485702358606658
PODXL,0.0028718967897197445,0.01572678953716765,0.08751395453835556,-0.06238100133921395,-0.08720156917438976,0.09464102095846111
JAM3,0.026779369309879165,0.0402131901011498,0.11245054248614857,0.11222342899099036,0.05111189664137199,0.058389657923178344
TGFB2,-0.005052244595183006,0.012946169026710837,-0.021570694806018864,0.055463601289048335,-0.11715168706146069,0.05548386455467609
COL18A1,0.04619174351029024,0.03808143345851604,0.1607531752724995,-0.09758688151784121,0.23821975400570022,0.028480439834348035
NODAL,-0.06539261393641645,0.0012893794419177762,0.020553226033127488,-0.031787079204404906,-0.003931049395131658,-0.04913477466585898
INHBB,-0.004079846540465308,0.00028880934841587217,0.09776746203656787,0.03435584728088106,0.10533487003814447,0.08188264831618083
LCN1,-0.0328638567871307,-0.017558957799852462,-0.0013831519093614859,,,-0.016544013033176094
ARF4,0.06946576338133836,-0.0445214206810299,0.02081180967831466,-0.04254851479367058,-0.0193688178075195,-0.0161119514859174
CXCL14,-0.03310959331176498,0.03800814793102051,0.0007188067944617076,-0.0442898312761314,0.24232845771421688,0.07153209051420943
LIF,-0.05193126900401773,0.0459700930135097,0.12411164146489702,-0.025881328358868094,0.046404429971883085,-0.020000009150556542
IL17B,-0.03922553193621105,-0.027537422441524198,-0.0384478651600782,,-0.048838720284577815,-0.01870528117216215
MMP1,0.026508671342275497,0.05409006996725034,0.11962087188095864,,-0.0033282086290250053,0.07020659211655814
MATN1,,-0.027922951871148648,0.04352392187048307,0.05457171948470526,-0.03554201856359918,-0.01704631056217796
ADAM28,0.00993902009852088,-0.038408104527914474,-0.009729000127683345,0.025309057504164803,0.04973353211239186,0.07576214534499444
TCN2,-0.027290952895016114,0.04485741695347214,0.0015351806006935048,-0.03649538841891165,0.031997373373377325,0.03288107356199725
THPO,,,,,-0.042090085211462805,0.014304669281982936
CUBN,-0.022008574737044397,-0.049798146649990487,-0.04749886134472113,-0.06908131077290736,-0.022839458047186532,-0.014957762966863037
TIMP3,0.002037048779198628,-0.006277234029723162,0.0009583242079297108,-0.06479018694035224,0.2315270330579869,0.04001588901198399
PIGF,-0.014095601932559158,-0.0323021487120557,-0.024651929611315487,0.028841417460295445,0.050305096345788655,0.04260386393577754
CRH,,-0.026732513486902004,-0.03664883016581094,-0.04074482822804282,0.05526668717743107,0.0451102302339582
BDNF,-0.03020044407560188,0.012565719683596887,0.06471464150057396,-0.05314598844294709,0.057531112840589545,0.046074369323673446
CCL5,0.03159751702081861,0.15702491155861062,0.04919084594672767,-0.043725655668829494,0.020684981048808913,-0.06045653667666151
GAD1,-0.01705144119544568,0.027028784136302445,-0.03971700449249325,-0.06983629066529093,0.07876898161039479,0.06886296746882754
COL14A1,0.008030384504805716,0.08121858696506629,0.06636843426246423,-0.03777704823870066,0.3009933408041364,-0.021895863149425276
HLA-A,-0.0015934572207132313,0.09732477398210429,0.12761900029952938,-0.10773651760725408,0.13301050207217543,-0.011336630770652133
FGF18,,0.02081316287126479,0.027891131122649997,,-0.03667186590767081,-0.023401507199892833
ADM,0.017890069467373138,0.030372967799232476,-0.008333802641078109,-0.039734128155094375,0.03987306538873104,-0.09417137854205307
CCL15,-0.02487458943705889,,,,,
GNAI2,0.10377888143999447,0.036344539199475744,0.06669655518377739,0.012559803300735056,0.07239505486726973,0.04379274039718586
HDC,,,,,,-0.017046302842065233
COL11A1,-0.05712843003026434,0.0628597516832908,0.037518901508826225,0.07529776780105286,0.15475252088160685,0.05488495199902405
NUCB2,-0.023123212259780927,-0.014663888051666492,0.004082804180491976,0.03329204526637433,0.020508431096999794,0.014889086446976387
FGF16,,,,,,-0.01679691544533634
CXCL1,-0.026639982415208954,0.07702124490365811,0.10961606659025931,-0.0013860689797950112,0.08053803362498711,-0.053930857369512246
VCAN,0.03706356980231322,-0.0829097495080393,-0.035639894880951,0.09044452111708284,-0.0071550147069713785,0.055259818276753525
MMP7,-0.04992538005876141,0.12600949132956887,0.13592703250335592,,0.12934162791262713,0.05625100353274679
PTPN6,-0.029114213237883928,0.017787097289625613,0.048796708750366964,0.012649145640989434,0.05417835365459059,-0.01882128512323592
PTGS2,-0.034542944581754574,0.036247288001795844,0.10849904762153474,0.05557864480776394,0.10295646496636847,-0.008159110320209995
XCL1,,,,,,-0.030336984659436836
CD58,0.01387784796562758,0.07884882630035767,0.033624496654836473,0.019058072222943447,0.060012951117118706,0.06052638692829047
TNFSF14,-0.03170353046883409,0.10711910994925301,0.05211839977972938,-0.04857642156751149,-0.03150962596929096,0.05913647620333072
CNTN4,-0.004951022946304326,-0.018719651950033,0.005351986493821808,0.030988999074857818,0.08193091661905304,0.14583858309637235
INSL3,,-0.02896300977323342,-0.0296373669466365,,0.02411090246902272,
MFNG,-0.019146625520254295,-0.002599746332235727,-0.050341460208245294,0.01923787180066114,0.02362954924282376,0.06400755384676576
ICAM1,-0.016464283125564666,0.048496993734579365,0.09522876017223697,-0.03940969290263162,0.07216986042967395,0.005403068005642227
PROS1,0.03557868339110974,-0.022988376512098268,0.029948782879463964,-0.058160138455067296,0.2262336867074767,0.014905909469520227
CLCF1,-0.04842271275642721,-0.09780282956065535,0.02837422440700081,-0.056562555996132836,0.16046296171959118,0.008040157036448206
PSAP,-0.0016603380181188828,0.0765232880977587,0.03910366862268217,-0.04760744542434895,0.03698864825806883,0.033109584617115724
EFEMP1,-0.04744193337394266,-0.05385201622206195,0.0434919488108637,-0.050160533042139216,0.10159150165779868,0.026988034074896413
C1QTNF1,0.061297373565259286,0.07744752117944104,0.11918151502055548,-0.042581070167189344,-0.012454908004994788,0.0032305898639965335
ALB,0.011302224359925398,-0.020972671938188428,0.0118102648552513,0.0033360218369550346,0.00044185707986205564,-0.024134504583557155
CCL13,,0.13908986195538312,,,0.11976361385519005,
EFNA3,-0.04044973274717562,-0.0349201389773095,0.0346755924215718,0.0408512441703261,-0.0758818289994508,0.007540224915731231
DRAXIN,0.05277540877407271,0.03980221592842001,0.09972216949758834,-0.011179046025764567,-0.10044174841881275,0.05887550536183906
RAET1L,,,-0.030002573560044,,0.004927330191731096,
NPTX2,0.01837263851980293,0.036434718070716084,0.09291809647853913,0.010934737541296006,0.10609323011009718,0.014795647130015948
FGF11,0.06091257924958256,-0.002771806849701798,0.037706210914326035,-0.020911103549892677,0.004694267110845915,0.03589917069931166
CD59,0.019064061366382983,0.024591772010191637,0.09760126654692552,0.030877219008919432,0.1079860888364618,0.08337534343428851
COL9A2,0.013588866310434733,-0.02431299700430046,-0.01960748307265127,0.046279109640236106,-0.06599902191863788,0.06764275317131585
DLL3,-0.07378901122788899,-0.04168351270741756,-0.08706330135323226,0.04023104559369269,-0.09127654777772368,0.08697294216470122
FGF5,,,,,,-0.010336179669547313
LIN7C,-0.008817773078771858,-0.01865726623192537,0.02664149772101292,-0.10857745925543559,-0.0059567770997207515,0.005166661241501272
GDF7,,,-0.025719667239741752,-0.03836875325875162,-0.009630352451096856,0.13066318479126643
PSPN,0.03424718009441,0.011533231568742683,0.022520022162090043,0.08541654983703596,-0.05977743449097601,0.0596206267405228
ANGPT1,0.10210742579498877,-0.04086544606345293,0.02201312595933246,-0.03500268337635456,0.025742590104759624,0.0641626884478661
PNOC,,,-0.027350407275656415,,-0.05625325147253129,0.013732695920480207
L1CAM,-0.03872753343642532,0.07110685105368261,0.06248020182005178,0.03170736264130995,-0.0967860881728967,0.016114392373678354
APOA1,0.024229835380577745,-0.0015920117497699427,0.06452028230708741,-0.048255321772021124,0.007885338946388418,0.007079999426146839
PSEN1,0.035261590598646385,0.017409407089727016,0.04549619456359169,0.07401554312785527,-0.04183720165305672,-0.023607208927557664
CALM2,0.08957431694817414,-0.0067914608542493544,-0.004278998015100142,-0.0814107913977043,-0.08215666081869336,0.0014843641200237925
CLEC2B,-0.007745805362265072,0.03069326926676484,-0.03875417770331913,-0.005284091035938522,0.04289166969521921,-0.030687744471562146
NTNG1,0.0027274908394495857,0.002339239561805137,0.007876149717542788,-0.021082741025319904,0.018099997074191142,0.038233207633596146
LRIG1,0.0003543871652458895,-0.03155845678187534,-0.06881235943579414,0.004141702103611493,-0.1145962955114847,0.09790490569878027
CPAMD8,-0.026639978918269032,,-0.0010455864363854508,-0.04510423399947377,,-0.018476753329385386
GHRL,0.007553874760122721,,,-0.05494281249845377,0.013538568864132305,-0.016287450311285347
NPY,-0.031109726456142815,0.02935494705820649,0.11213209943452696,0.028132343865403656,-0.03469451485563542,0.061627188978891814
MMP2,-0.02305047261254499,0.08995810740498095,0.06197992469160622,0.04012322567689843,-0.08978905574584324,0.08222229231508368
PPY,,0.05787059639128096,0.08229465889641019,,0.01945554043109714,-0.033075653115015494
ALKAL2,-0.04258534715880404,0.04652606237498627,-0.017218653461296193,-0.018098888213755947,0.010900610833412818,-0.04553616298313379
CSF1,-0.01136634513297822,0.06231347230438503,0.07339637712699153,-0.025740711017194814,-0.02148960239953862,0.05995644654104679
SEMA4C,0.004167522774907233,0.019889676619154265,0.03525011411086841,0.02972474737015457,0.08178243086233454,-0.04171392942643649
ICAM2,0.007244902286770971,0.06987004156001958,0.05168280792359593,-0.11796053221775,-0.12673289903512772,0.04912497547357479
SYTL3,-0.029708238075017993,0.020681234690307644,0.030645095295475638,-0.06633269392073401,0.009029592880593277,-0.0585271908490278
IL1A,0.013975937189218308,0.06858126371168373,-0.007597223660678237,0.03021953070067275,-0.030134961342587103,0.06119676595065614
HLA-G,,-0.04264381556717011,0.05908169352668957,,-0.05639048882833831,
PGF,0.012239487229757973,0.025890365064286328,0.012774251331230667,-0.037133442049393534,0.0876885317656836,0.024600727538870385
LGALS8,-0.07990347852621926,0.02947882297597316,-0.008460630447202465,0.04575812455487934,0.03577987322692412,0.02025912328424721
DKK3,0.0631777533500538,0.03175117156364116,0.13555021232156478,-0.06187959696946344,-0.030900857269228102,0.02169817555900203
COL16A1,-0.036806308199611816,0.05534656995700593,0.05788226230532498,-0.11471792776799641,-0.09223612647860353,0.03911829055667494
TPH1,,-0.004988639805253768,0.10795626766189727,0.006166867526722066,0.058015626154923346,0.05928249378741652
TNC,-0.016812009155401687,0.011455652781202101,0.12305194357148591,-0.08595143398620889,0.13723629619652988,0.00942524845531611
TNFSF9,,-0.04751426196152021,-0.031378089895198816,-0.033608472534834496,0.049076625534277364,0.0036121213955562052
C4A,,0.01886960521753823,,0.017507127615637566,0.014102097564631188,
CNTN2,0.103901841064064,-0.05681937552750966,0.009973975240791317,0.060381071399656594,-0.04999962930334226,0.009523553837537523
F7,,-0.01044120656251475,,,-0.039321690731078454,0.02078115631235789
LUM,-0.010189506554600042,0.04019535969720329,0.107835685852113,-0.11087218806384637,0.05774433786712301,0.035439506729693426
BTC,,-0.019618882011237272,0.028882241797699378,0.040563211779885706,-0.01960623374879588,0.02247590804371123
APOC1,-0.023408639315790007,-0.050158813054547995,-0.14264562439118803,0.013029152715414702,-0.021790607402137226,-0.04101756020971534
PKM,0.022054232350526178,0.053112374148450894,0.052536224066801376,-0.034351464187988096,0.09740430029504704,-0.020808942037724768
TNF,-0.03214469052593552,0.07090179572539468,0.0236022001625679,,,-0.01777486827045628
GNAS,0.0008616457548851846,-0.05298629631670688,-0.05344690271060744,-0.08503466687228878,-0.025238740213208898,0.08724877343784367
BMP8B,-0.02246749541949996,0.04932040034585601,0.07352065816146093,-0.06818258110817398,0.10340712609684716,0.03167272864163442
LIPH,,-0.01933249694574094,0.05339570547460381,,0.002565447964309693,-0.028343301488105172
CCL28,,,,0.13667608671520637,,-0.007359075286132854
PTPN11,0.0273544107601291,-0.04785608683746003,-0.03384304617995729,0.05247814870433669,-0.11159575298908658,0.003909194182276904
ADAM12,-0.03825390133799498,0.025677791402419596,0.044890540740251346,-0.051030654101696216,-0.057690821180330004,-0.01808664527522171
EPO,,0.00045925089782654734,0.01711068846893356,,0.04379658725725829,
EDN3,,0.0014250584863854754,-0.020904758394573012,-0.01656118724697753,0.08435776046544519,-0.02834329351175711
CCL22,,0.0685224682244314,0.07785208251490647,0.13264422260847497,0.0026060676346929697,
CCL2,0.047050495863215976,0.09161465469652716,0.1547563764138373,-0.03504888808126705,0.07120002533101377,-0.06815546304413413
DSCAM,0.024712212466582485,0.0010255955414877477,0.0020867075750070916,0.06923522425938652,0.04488878445225961,0.007758188968774246
ANG,0.03206717599500965,-0.03171176120331812,0.0016847309015378426,-0.03359825183592412,-0.0029810794805576473,-0.06181252867193941
FBLN2,0.013091275849929477,-0.02237522805354278,0.02018678495613168,-0.027562185065464973,-0.004065514227173803,-0.054537316010382315
VTN,-0.022593457364697173,0.014137205369863876,0.008758279064686623,,0.018648305414158912,0.007936024573784594
VEGFA,-0.026087904932295968,0.044738065682405015,0.05261084199174544,0.09126729605916267,0.11139050592970468,-0.08458885395840102
F10,-0.02450780689788975,,-0.04172241258475279,-0.03537649926672173,-0.06692114587361073,-0.023401515623558924
SERPINA1,-0.028044845782930466,0.0665217069132851,0.06952137640116612,-0.049359938897521834,0.21455501959119588,0.03132553313004693
VWF,0.013403850959889194,0.01695802732987442,0.0363522995895292,-0.07093866053636808,-0.028348423454868835,0.03384981752278893
GDNF,,0.06561100452985343,0.0837204806234676,,-0.007746453206906766,
VASP,0.024820555266904413,0.011941976691138423,-0.007688440350756621,-0.05899259978840473,0.02303979554317406,-0.07556692408736956
ADAM15,0.04812259494653393,0.025362269091075553,0.04259615336739749,-0.04391803026189236,0.04137134832529315,0.00020334918347374346
WNT2,,0.00788400156013255,0.0338751047829267,,-0.05450853589931459,0.003432609551040334
CALCB,,-0.022792335356761843,0.017561979260666057,,0.04725712114018363,-0.0273832878703231
OLFM2,-0.024026481038772262,0.014026271572487132,-0.04837945321698171,0.0016832190802130457,-0.1181655524986779,0.11082374837364778
MFAP2,0.0069548813929095135,0.07789268944073229,-0.02204813447833862,-0.07569199143692823,-0.09856848197971885,-0.02092651665023072
HLA-C,0.03392228105707704,0.05237691422725153,0.018187001080163294,-0.027095718811312952,-0.0003213998679342549,0.011248351066024016
THBS1,-0.044237635572595926,0.021230217156656454,0.024696200879396092,0.033412295932335696,0.22911956784595636,-0.009680350435902844
HSPA4,-0.006374391529511047,-0.053828288700556524,-0.04993602131635608,0.047663508854243024,-0.055491408641686946,0.013881317855670088
