,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
PDAP1,-0.052609583149844284,-0.04228740492429846,0.02269409164364587,0.014055264416229422,-0.03391456258909248,0.037524352409634504,-0.06138453074392494,0.008629664626228455,-0.02058941243624478,0.13163257860237332,-0.008883770476172526,-0.06096467058909271,0.03675744713025151,0.007986634555534892,0.03334681543235364,-0.032059782113593914,0.012553318047630881
QDPR,0.07234970156169052,0.045461204219255064,0.0033395873457746253,0.02237960270775936,0.08421129438951502,-0.022516247291386755,-0.037610450915835175,0.012080612297173677,-0.046105485748311664,0.049691492875548804,0.04125837986138059,-0.007838783518872136,0.048856772908491025,-0.039727428064078155,0.0659974203796746,0.016304944214437136,0.05336054024666336
POMC,0.10056645167569002,0.008495656546012743,0.07250019347888594,0.046930498743543846,0.07468135675483611,0.12569708466448087,0.057355550552874904,-0.029151550060997598,0.034150505809617364,-0.013979271008375822,0.01727423077614392,-0.023768712569298685,0.004058835176909867,0.027234287298658896,-0.011905443956560582,-0.04619462081271117,0.03132044752973023
CCL18,0.014728481852381872,-0.035569931888234485,,,,,,,,-0.03658746849297797,,-0.03642076686370883,,0.034413717896147625,0.02345263139302248,,
CCL17,,,,-0.02180093124071894,,,,0.03331481735576512,-0.015462664388227484,,,,,-0.013503667548176406,0.08033267686487656,0.12371825479735417,
VEGFD,-0.031732649336573805,-0.006072096429703473,0.07711344961643243,-0.024288644872903827,0.042753809218643454,,0.03261607397736637,-0.03338387621146736,0.03991081869474226,0.007141967590968313,,-0.04103206503504085,-0.07442225396092826,,-0.01827203609456338,,
TNFSF13,,0.15366626770560612,,0.05997525700674837,,0.06546000661698034,,,,,,,,-0.02591150974296707,0.028024144847203468,0.08030876222837696,-0.0180505637572832
WNT5A,0.04315262848899226,-0.06336737513313032,0.070061046266011,0.003682488879403156,-0.06974225550851762,0.01976739874873785,-0.05067148075147092,0.004739090966695809,-0.00905954541706833,-0.03649121099550923,0.05189489027358467,0.06882398654701885,0.03148145126041895,-0.004606961608843511,0.011833602121997064,0.03252063594178213,-0.021059200783701864
CXCL8,-0.007095603433629039,-0.04077219505303588,0.02800581548116988,-0.024055545151852133,-0.09748186697740925,0.005848445252755612,0.0010626906418447022,-0.06661988636781349,-0.01796982406335592,-0.01997785855072496,,-0.07659204735877542,-0.01474331486555258,0.002738133294247701,-0.08451624597524195,0.018875288814315945,-0.05893198447593923
GRN,-0.016030171314322474,-0.004589566562196557,-0.06579473494190292,0.005634326814268353,-0.034753763806565856,0.014573671866643507,-0.04433158895866821,-0.0013670718940603027,0.055184815201456704,0.016728660013073517,0.040946028521327976,0.012491548713089095,-0.0846290946702435,0.028928888924831583,0.01112623621091888,0.061864793204269485,-0.023909730102308516
MIA,-0.007207486147613769,0.0558149741853628,0.07488282686369523,-0.005926139599557649,-0.029410160205444263,0.005069359934324079,-0.019565927135697537,-0.038744100111691084,-0.021945807803812452,-0.007530853234100581,0.06474185613881024,-0.07258411431570455,-0.029263860179828106,0.01375534668549951,0.02938359932097217,0.008964393447327117,-0.02261819892352883
COL4A4,-0.0136856538549114,0.055499627705820814,0.002908840845565174,-0.00543288896163111,-0.05849973046536923,-0.03213410563976899,0.06906632031289688,0.03730733144408696,0.00413942834907504,,,,-0.02053436495959444,0.055059203310968405,-0.029256386783092055,0.035741086337133916,-0.023305544332941228
TAC1,0.06592811671472482,0.052955683582004906,-0.07364310717522927,0.045248426022350983,0.0493870470213699,0.054740725240795755,0.1428105303372912,0.022990751170496634,-0.06560357078608445,,,,,,,-0.020058731535591966,0.03789522097862727
RARRES2,0.0820507937137046,0.006550788698524719,-0.06032617322523859,0.05115026600154652,-0.08223045928862661,-0.0027807547526914013,-0.05500164067096291,0.040917368187061876,-0.005344952182358345,0.0001438200908626848,-0.01796874487503997,-0.04958083983012633,-0.03492455755516671,0.014817676378600278,-0.037938893361989544,0.016772560750058802,0.0282400814189558
FGF7,-0.022992354877760066,,0.05784735480460506,0.04025026980970483,0.018281562480581586,0.007126876509925602,-0.03454461924263279,-0.029256459585633665,-0.04241017009100003,0.012610618450056546,0.002998063276996324,-0.03052580460980756,0.023355796559230497,-0.02509764170700874,-0.008930853144100451,0.05137508862329988,0.027883652035218993
EFNA2,,,,,,,,,,,,,,,-0.017366347487000746,,
HBEGF,0.025063342285189062,0.013052279420067632,0.019170947476439576,-0.03005326785572733,-0.061838082559568824,0.040955424409130824,-0.05373106743682695,-0.029452762182388535,0.012294957234231916,0.09026711062491362,0.008680162774293352,-0.1539106877146195,0.08233885341242077,-0.06550234427421546,-0.01418770796704067,0.06883800220154329,-0.03856713102376248
CSF3,0.04048994554237212,,,-0.025984809149524963,-0.028257953269070827,,-0.038151566110295465,,,-0.036165104477247384,,,,0.0264127786363001,-0.06942059062869234,0.16881300871482113,0.012266020207116169
PI3,-0.037842934142779394,-0.0003272364082990783,,0.00843159534805865,0.014680040189288594,,-0.042959166986361215,,,,,-0.05830012650696044,,-0.021441863440679287,-0.08194327975632888,-0.02264231399273772,-0.031435031851585984
PCSK1N,0.04536756081552149,0.055226895422655395,-0.04884701667555981,-0.008573599819985747,0.07478303314199883,-0.021024847174174386,0.12676831606606273,-0.05667787716364245,0.005391691768910972,0.05066954264888872,0.0007297723416926703,-0.0130557024835386,-0.05413583968118082,0.007731734863617631,0.008413293816985759,-0.027979198212350388,-0.023695558547085216
NTS,,,,,0.0011557266600243405,0.0945519712257223,-0.04689286405350964,-0.0003766166462475908,0.04025877865623937,,,,,-0.03150265070990896,-0.02115759891535189,-0.023789706929008805,
SFRP1,0.006138023797966064,-0.03140905914550985,0.052470443938978775,-0.003617523354845261,0.03224700979265656,-0.019145438290350213,0.04276293858039848,-0.022478709669622593,-0.02630711996354959,0.06164374706131013,0.09514389320010613,0.0573336934635937,0.05233016673835726,0.002710563116339824,0.03186565686661248,-0.023236894409818434,0.09952111613146201
CXCL13,,,-0.006002413036437647,,0.06285721598028517,,,,,0.03326961703206952,,,,-0.015924453719656777,0.021351019857582407,,0.06431590860545049
MICA,-0.014305668724917541,0.01188371334099918,-0.027070426521702273,-0.058625316842934275,-0.01651344897699133,-0.015155358484363907,0.03618659037795944,-0.008576924126863492,-0.0027674186321089535,0.01105287518723682,0.0073149309430955885,0.0270150255408702,0.007571131827367986,-0.00727252475299312,0.07199223450261902,0.03266675724173699,0.03269438300688484
TG,0.13104117562304465,-0.00182797222692791,0.02770131916717458,0.03628557185118611,0.028921758071317385,0.04385104841905731,0.014036769163387626,0.013753737310049512,0.042829807577812316,0.020150747154278555,-0.03767232481460609,-0.03611228423910007,-0.006581303955775188,0.030371719980428428,0.03567317811833159,-0.0181467313844346,-0.03467912776010459
ADA,-0.037658286297654844,-0.01715580326669378,0.000979703323935002,0.03974069772668025,0.018047941753122628,0.022876028605400285,-0.08022448630648808,-0.021270707912642912,-0.002913266758221861,0.040795341909428975,0.01451926857100315,-0.009748851108214428,0.026165821006877216,-0.050087934176745764,0.02018717394370855,0.0318764141068018,0.01921258540607079
LAMC3,0.012449873723060471,0.02649555524639991,-0.036654414912145016,0.034369504029652255,0.08940131329905274,0.048914517268414955,-0.0042236603244738755,-0.02527298245422159,0.04320767416774919,0.01166977284350303,-0.037049050932037045,0.1258707294167106,0.06741889094924267,0.051779413502766714,0.03409819100870863,-0.02176743344825789,0.007462143545781927
CCL7,,-0.022625481549272224,,0.10004757099393519,-0.03332213645559682,,,,,,,,,-0.02023888505094917,,-0.016834302741219286,0.013202147329197656
NGF,-0.01840409089542703,0.03553986733968849,,-0.024996814205876024,0.04194969615134415,-0.004465947572771789,,,,0.06834695021985634,,,0.016150752995834305,0.05247209261449875,-0.017132914559884565,-0.03423325597089786,-0.04396817943164312
TNFSF15,-0.022768157330877174,,,0.019473135061638766,0.004471722973737111,0.022605061500658035,,,,-0.0230306493795826,0.009851447478444242,,-0.06068018448414251,-0.01973064029389223,,0.09181875746138586,-0.019916628430066384
HMGB1,-0.06150810180640402,-0.01087718996262301,0.01606079778581944,0.00562201526470585,0.05324278891336016,0.05605821599415254,-0.035092086565930866,0.032585692550721114,-0.01843857969778761,0.12189273170238646,-0.05210180949794027,-0.0004026176617916812,0.08515827393555372,0.012950600839545301,-0.009599880189172263,-0.039983369247798536,-0.06030877896259199
ITGB3BP,-0.10270692135921998,0.018964353389137562,0.047287741561110916,0.06187887242130255,0.03078863014126763,0.05264624915636436,0.0038480408490823943,-0.011036290874743707,-0.03974168037590622,0.10687287846295104,-0.010765900692651513,0.010029666015639387,-0.0072270430725105556,-0.028663145177456648,0.03625266996385854,0.023416113632490018,0.035534511845581304
AANAT,0.10470519043179782,-0.03282613150130506,,-0.01503779605555445,-0.022230584180306906,,0.10334629726889301,-0.028389251414259912,-0.021945809024494313,,,-0.02783463376713382,,-0.01775521289321011,0.08193862107259606,0.029005966115312483,-0.023689007484866416
RELN,0.006206175227450545,-0.027020103094697885,0.012405578845143919,0.0630110351159535,0.01923581663422503,-0.0269649110708698,0.08135426580920385,0.03857239832509172,-0.0439082963732362,,,,0.05281140212902055,,,,0.0539928578707779
IL15,-0.03236454263524434,0.04698491740161063,0.03236394354594204,0.10819366420473757,-0.0377024813021126,0.05200983781949971,0.06770306407686653,-0.008356358884785078,-0.02214170466994528,-0.0012820020721938845,0.02181479337636584,0.037512946281145106,0.013271943563232462,0.0076280976298860005,0.05895034067004892,0.04157428368144559,0.002032120176704442
UTS2,,,,,,,-0.0150512040155327,,,,-0.027811097122876653,-0.09872767719428845,,-0.015119863239779823,,,
BSG,0.021469566874440803,0.09619067993274896,0.04056161694430272,-0.043168637707021985,-0.05180434305483037,0.02948460079111053,0.11589550831427038,-0.09271485553936462,0.01960849599301286,-0.038532807006278605,-0.04335434134576306,-0.04042410949591313,0.1121183098449453,0.05746335191943847,0.013385059782380531,0.07627773106043319,0.054795205395010725
ADAMTS3,0.03847556727516737,0.00945070633243793,-0.020513314403195388,-0.033515409810340006,-0.08108497248951285,0.06910817419047101,-0.05957214760688967,-0.03037701927844059,0.03919349027330445,0.022335557986497244,0.012538669900984026,0.07269392427123605,,0.028926770897226648,0.024606749864663335,0.10878945971261242,0.017459609514688005
CD34,0.08719805115756407,0.017914355621881612,-0.02874473758115537,0.05141596155133489,0.032474616488431196,0.045378968950955965,-0.06268076678549056,0.030642527286843003,-0.018842413904699578,0.05585160761098577,-0.025470185647350443,0.17361661774853598,0.1350232529099329,-0.0012960590479645666,0.030197322009831093,0.042275953856132836,-0.06225192222475582
CCL23,,,,,,,-0.019799871118911162,,,,0.062255825969662636,,,,,,
PLAT,0.026698286365633,0.03350293919699705,0.04656870761118735,0.010959976120452339,-0.018325514141779443,0.016939702579081766,-0.030873535938921056,-0.04166181498967406,0.009190462210079839,-0.005743730038505294,0.02498960964533371,0.08651311015269937,0.03680884764721078,0.006900593438916776,-0.00904462204822974,0.017401344489560197,-0.022785107570173112
NTF3,,,,,,,,,-0.03542577103753067,-0.002130598257555248,,,,0.03297256484817296,-0.004001756044035195,,
LTA,,,-0.018357002359658436,-0.01902215430190941,,,,-0.016362965972572457,,,,,,,,0.13863023787802414,
CKLF,-0.005775382477994714,0.006656315927129151,-0.00020636323479890166,-0.007482116364693374,-0.03354899699367324,-0.03272247199452164,-0.055077740348159786,-0.03665978647229176,-0.004589794531348212,0.08720915407788939,0.0004221802621828461,0.047952727913080424,-0.015308350247121618,0.04174211954920763,0.07075048793375481,0.03829393405168117,0.033562923637918414
APELA,,,,,,,,,,-0.002363793668185332,,,,,,,
CD24,-0.06978551599494826,-0.012148793550438552,0.041268167826671746,-0.01773086615096218,0.00141666420494958,-0.013846567568622788,0.057861528166615474,0.06039367987480079,0.05260995943347773,0.051764254905459016,-0.019220094336047926,0.027788771146535732,-0.010489247424996078,-0.011850123214764191,0.022405585990021765,-0.021335674820595465,0.012300024413044652
HSP90AA1,0.06871590294016716,-0.04642474368977207,-0.024606773610272078,-0.051418883310158765,0.11738686575146265,0.025572085989879582,0.09461485598720787,0.10505447366110486,-0.04563007819245954,-0.007647262954201009,-0.027978311062747407,-0.15785643612011513,-0.00855301386445301,-0.00873016692358245,-0.11438304257556806,-0.07276671272924923,-0.05833266360218019
BMP4,0.04894639966248676,0.02355394549900103,0.06489883457658287,-0.044380969501629224,-0.04314203969584847,-0.017770194442273103,0.0883000458684013,0.024887906957515166,0.02578166325455678,-0.07162052057021993,0.03231027442098786,0.02090464326826015,-0.002804796150971992,-0.06050387867241684,0.06416100370048612,0.05723360462371815,-0.04832114626343431
SCGB3A1,,-0.0226254792867543,,,-0.026473881401968234,-0.009440842712176253,,,0.10738231794141834,-0.013757874043025363,0.08961901630290815,0.14582905824075595,0.025411889515962724,-0.030804438644076337,0.004114812297082335,0.0016461451399440513,-0.02493176635126585
IGFBP4,0.025962796996001437,0.07124115581955753,-0.06629037629704589,0.01719212868935929,-0.025953281357530337,0.01613961656459435,-0.02487024724234616,0.00941649848208382,-0.006849173000614976,0.025054976572499513,-0.08361406499950962,0.024300683485433315,0.0028594312914650023,0.052815783945802476,0.025285232349316154,0.021102487363551005,-0.0553367189691084
RSPO4,-0.022482483885637995,,-0.018480634562203845,-0.02911673984815725,0.0440162468045953,,,-0.031800186922267056,-0.018511501849577804,,,,-0.05851637646663703,,,-0.031615836619548796,0.03783086068108614
LEFTY2,-0.037658305940276526,-0.01806066705391488,-0.01858245427832495,0.0006959545451628966,0.009949945006087407,-0.0039097249650580194,-0.010953072072673788,0.005652530670424234,-0.020298088178704085,0.04998311482187247,0.06168016391249474,0.14861554075419517,,-0.01718052153551262,3.693416813390222e-05,0.038545624596178045,0.020165657100149302
PF4,,-0.023470302839331932,0.022454901506996024,-0.012949049663666836,,,,,,,,,,,-0.015917459800083744,-0.02397144697583041,-0.023399566280350677
ANGPTL2,0.0684964226311679,0.0121437607065258,0.06954516219284074,-0.00040581222453735894,-0.08559462863746146,0.011536043658484775,-0.046280174700924916,0.021822106664246294,0.018868931901030887,-0.06437387960232635,-0.05604293938921282,0.025910240881227092,-0.082653373504552,0.0577430376578873,0.08251469187877557,0.06504249148260836,0.004691618208574263
LRIG2,-0.004256732862523289,0.0669358065715108,0.06110626924687111,-0.03538382538538737,-0.015158852364562337,0.009334791769824236,0.019198218955063195,0.03000652794649241,0.05695457989074149,0.014433118617957569,-0.020380412784106332,-0.014442683960197234,-0.07146987876800565,0.03223778406058899,0.016668100087024507,0.013791368908873195,0.0420170238897147
ICOSLG,-0.05149181574364672,-0.027857628348624184,0.010892059727045496,-0.05101457118806926,-0.024940100146698053,0.04742600010302258,-0.041291901847433164,0.01500520283585619,0.024668360808831006,0.04393989905802161,-0.05343715862975296,-0.011969534927204782,-0.03189862347323362,0.022426750542143555,0.035839529367687646,0.020438400743192905,-0.026952255787096365
WIF1,0.06462785224381067,-0.016715486982922606,,,0.0848790261813244,-0.04822190643060592,0.14708643477594824,-0.024539451038780285,-0.001186024602791742,,,,,,,,-0.031300611366166256
NPPC,0.05079340210743556,0.0022019188347319504,,-0.02008716934719831,0.05903388376048349,0.05805214833622549,0.034019030450940284,0.0070114929626933315,-0.0028336673189288,,-0.028950083629830693,-0.05126053526271244,-0.014511172945713698,0.06113847582664089,0.01065523603395853,,0.11654214340194967
LYZ,0.048495932810911524,-0.02145761191365975,-0.06325860730493597,-0.04372875931067804,-0.035794452350413966,0.017720333586897508,-0.0439849019965897,-0.01983531358717301,0.024599379884147062,0.05349680837584899,-0.015505070972237817,0.12418848404620474,0.08184633690038032,0.01823083851503725,0.07089106085718429,0.022914790701421828,-0.0023664043945491983
EREG,,,,,-0.03466910249229387,,,,,-0.004905138026286131,,,,0.013341670367947676,-0.050578411451245406,0.04442188785720927,-0.026939832507487688
SPTAN1,0.06879419187257185,0.08871119985733016,-0.015720813810140268,-0.022272411369514737,0.07847684535027928,0.012182968208602502,0.025828970612338475,0.06500253691198549,0.00790389630504117,0.04600899286987514,-0.037214969352807145,0.017912399031819674,0.020963525191103553,0.042200468724352944,-0.004088961873709419,-0.06289277775017663,0.031609266800189315
LIPC,-0.02248320000044074,-0.02873381972220672,-0.02513166630620849,0.025924090074062642,0.020010280678677595,-0.017328366738516374,-0.03238364471684496,0.00040981536312852134,,0.03457121010867762,0.07219789760098248,-0.03695702740725774,0.07344330886512461,,,-0.015590318066389181,0.15629330994415505
COL8A1,-0.0775551324780567,-0.02270287773297317,0.011200295270839475,0.0074494347900945935,-0.033419741761989946,-0.06066650911347475,0.0023651045852276717,-0.005033243575222067,0.01545254006584068,-0.03652541255017803,-0.01817996522100546,0.11107094135669454,-0.03135872821522454,0.011843598987839448,0.03097195198494029,0.030156952491117637,0.0544950604912934
GSTM2,0.007805810893230976,-0.0006618477984956699,0.028358394491006543,-0.012577631602500902,-0.02596653006655208,0.019224380544450317,0.00951601625075501,-0.04277334806137733,0.036313467860125105,-0.011615691905030869,-0.03447906183298366,-0.08655412903978463,0.10737046147529715,0.030639011006512906,-0.04920524581729046,0.09855311782354371,-0.05609073480085006
IL4,,,,,,,,,,,,0.02585471708454111,,,,,
SPX,0.10726191536378679,-9.413323396444084e-07,0.042148544156186574,0.03425460254430198,0.06863227179152254,0.00824619273652207,0.04466478096294052,-0.04278537772474537,0.02171218110097025,,-0.03837888926872685,,,-0.020405776200551257,0.000700944305857254,-0.04760136550980647,0.107395178217562
MFGE8,-0.04198143000428052,0.04560606313042218,0.015079519651244856,0.04613184404582283,0.0844819887556969,-0.0472106579920079,-0.0030635635408087164,0.01899656062462519,0.03111520072056657,-0.005543692207740974,-0.05357301034737223,0.10782518357534841,0.011441203976582229,0.01738619013547744,-0.014217791866037855,0.04847644002889558,-0.06443986523229214
TGFA,-0.08346654896191366,0.007620801024315176,0.05686019057380409,-0.008779781963802632,-0.06290326383954252,0.02509164391732074,-0.03694608095429164,0.002277002480826855,-0.0036253838246273562,0.05542278794790228,-0.03562517306997046,-0.09590612936496606,-0.07976454304781172,0.055325382173970726,0.08158946302279821,0.027812369581278577,0.041961606341173914
SLIT2,0.0928592035265452,0.07099643353122692,-0.04354000675267239,-0.03678954199278405,0.0695763972955938,0.052960944372043586,0.10583999571337348,0.05076256419042305,-0.0005436798638889814,0.056251841265359856,0.012114012868303653,0.028828366553996558,-0.06080308097565545,0.0562341132458956,0.0354012201196582,0.06138645450130914,-0.011148266254533062
PLTP,-0.0004475123574432964,0.020920498517811883,-0.005652239447785245,0.04090024413391377,-0.008713858697730139,-0.008600604955941409,-0.11494205719785117,0.02361435777189956,0.036886336204371935,0.010666501891623638,-0.03356965662827363,0.025094637463255846,0.1353499829371734,0.004700548749831856,0.009977290596880939,-0.08777725460197518,0.05133080548667308
APOD,0.06145051965427803,0.07758751634073674,0.045576129227841135,0.0028899398057720886,-0.0675057073970336,-0.01379237311135143,-0.09188714876155896,0.03460515252459757,0.002477659118239523,0.04373204136840375,-0.03993687590875923,0.05741157080326074,0.08346217783277868,-0.02681548482040431,0.0864171412526183,-0.12393650843012813,0.01806641650193905
B2M,0.0003878915560608997,-0.01121552216423017,-0.04958883067797099,0.07784679861552622,-0.08356600214975564,-0.07825259934325067,-0.11698173663738982,0.10642137482053012,0.04846938795328102,0.09245204487022979,0.055584987328614256,0.10863021854249277,-0.012984006207571135,0.05460336473482939,0.06785368110764722,0.0351053460923244,0.04711384906562326
OMG,0.1042753501171871,0.07215122754901097,-0.004939557601342163,0.004699971213462628,0.05763285570839466,0.015266771849834984,0.03404662359816335,0.09797992363940879,-0.04991851921355765,-0.01928435861682528,-0.012264714792093344,-0.00015278639281704115,0.13082294180894335,0.0008541658326238339,0.06844735432469023,0.05750501515661057,0.07339457367483702
CXCL3,-0.03895127641995419,-0.05795920624745439,-0.034329886673517065,-0.048909387243660556,-0.05643760636694327,,-0.045183602232211184,-0.012494896018218026,-0.019803394079099628,-0.0014065743222642655,0.06799552799706172,0.040541593361227764,,-0.049716585011997654,-0.05710296931889572,0.0008573013748262745,-0.03479613882964454
CXCL10,0.008938461178888793,-0.04878281887811627,-0.05600107302678886,0.07942509471153511,0.022495098030061698,-0.029139343486792466,-0.023639398076738382,0.07851027870642273,0.030481920260641275,-0.026276914131513705,-0.02232073753061326,0.04784789582843389,-0.06880678405942155,-0.020899245212952725,0.09300954329073824,0.015401535035405665,0.08346670308938857
RSPO3,,-0.03073383881643071,,0.11888621284311472,0.13199476787338618,-0.011278084618015277,0.15703560387154358,0.04962454891484589,0.03930632603765498,,,,,-0.02604739396047341,0.033781561389843874,0.08234182869796758,0.05217057014755442
CORT,-0.02520682558957334,0.05626389860996496,0.04655112236749754,-0.007386976871795412,0.026927339287178984,0.017924006187782778,-0.00550372719693407,0.07785882585748513,0.055080197782146824,,,,,-0.023077684921073077,-0.01665681265832126,,
NCAN,0.01622881427079265,0.02055820006562946,0.03243638808674089,-0.06771312022701396,0.06187576018256152,0.020968273169112945,-0.0700725664268402,-0.0665174607682321,-0.02960599654263907,,0.00157092320348559,-0.022131940168772585,-0.002045122738037469,-0.013433409591177139,0.06757892783163282,-0.054592520195449794,0.021777295545299207
PRG4,-0.01680004793843565,-0.023434018869634025,,-0.014841655105586953,-0.02118089810334069,,0.06711139110712737,-0.025791422695124314,,,,,,-0.022167179799574024,0.09052932591810485,-0.03869878931705685,-0.03256900836936392
ZG16B,,0.07908815002372686,-0.02009355607488814,0.11800994903444678,,,0.04436130306797653,-0.021725548292971967,,0.07249630637580191,,,,,,-0.021301317765353708,0.0046873183421513075
TGM2,0.0126000271379498,0.020334013836152177,-0.012199124349021482,0.032275656380191094,-0.03705230580817453,0.09651677172453145,0.012974106263906137,0.013863093949481467,0.03277029404448948,0.03415607969072565,-0.008064469107715095,0.08047481124185925,-0.0024901158890600415,-0.039924299319845674,-0.008001278185740203,0.03425191983111561,0.03013789218134056
VEGFC,-0.024683690352116695,0.015430401634627038,0.02419560005942599,0.018570914999979912,-0.03260442085221616,-0.006918170038886652,-0.01790093220787054,0.0521160707050491,0.004150308527635296,0.05923715630006141,-0.03441994102019508,-0.012214025845021362,-0.009782297685858709,-0.008407304056184079,0.10134883926669071,0.013437560566745728,0.0032692397129394147
WNT6,-0.0313054953149054,0.0864964138245671,-0.018582454766012235,0.0078090055760769465,0.04746576828724012,-0.038291443429079135,-0.01362813956989616,-0.012929036133304142,,-0.03841275641703129,,-0.01868853569479518,,0.01448704783740877,-0.03095743082228979,-0.025725719118286923,-0.020626972579828224
NRG4,0.07351796033897007,-0.020838862831773344,,-0.018062973207970505,0.029716821437340675,-0.007439973277570659,0.04485244994438139,-0.034729476926988426,0.02047430860961198,,,,0.014371636062053002,,,-0.017083527409714028,-0.03101980301710053
PMCH,,0.07661207414796688,,-0.025028009138154426,,,,0.006231916117924769,,,,,,0.043499358483496994,0.08316813597619531,-0.036838574959295746,-0.03972532205143062
COL9A1,0.028922932996898732,0.016742268771227222,0.1301022450030434,-0.018865457176501923,0.024721970781063096,-0.010204631938730386,0.059812373131661115,-0.053230609083152414,0.01590057739194216,,-0.06717769363247238,-0.03456408445323468,0.13151332251343373,-0.015756193500570337,0.049629295088709224,-0.06293385674570402,0.06570686206032322
GDF11,-0.006153392679566881,0.07034587458713366,0.023872192335791385,0.014251865015273308,0.0036917589860934004,0.012474899009241617,-0.05929294323961946,-0.04144049483240814,-0.011484210528272315,0.07649248001163636,-0.03887242729398244,0.038848673079226154,-0.022579315178547256,0.0019753601295581904,0.0250103853921522,0.036883177340465936,0.03213653443765567
RAET1E,,,,,,,,,,,,,,,,-0.018740508186719827,
IL24,,,,,,,,,,0.014488621064446055,,,,-0.015337565109592168,-0.015663663996305525,,0.008395180691731561
SORBS1,0.02721421872514133,-0.04270810974513603,-0.017010124267844838,0.023737012949345427,0.0083957343606118,-0.08672420490738411,-0.011150240886882868,-0.018926363000036642,0.008919921209515106,-0.03352871980211171,0.08733082449333643,0.17313518992631735,-0.010230344400487562,-0.003909214020892848,-0.006747812463380294,-0.05293648979232023,-0.026006387026596814
DLL1,0.08508018711354745,-0.019718773547596585,0.028901184729764325,0.04187134460977988,-0.05322523102429486,-0.01354919572140335,-0.062210248067458694,0.015738094923860614,-0.005381660854205399,0.09009729050592855,0.019511690077175525,0.1267294395180538,0.03072474038655034,-0.03421312337184467,0.052595436603245074,0.0617158750862411,0.008774646444716889
TLN1,0.01589856073531042,-0.005465632350531909,0.033534635050904274,-0.040296282775287906,-0.07140209406905669,-0.03851282966630535,-0.09754214303656822,0.020478878594492107,-0.002276410691219974,0.06564835420383404,-0.03949512257421129,-0.046992612641388536,0.036002541079338556,0.08479192495692733,-0.03481744178221897,-0.02250729216259548,-0.03657040149289187
COL2A1,-0.02387975614055653,0.01787835490906756,,,-0.01891775518653018,0.06682747055187332,-0.026736877704473486,,,,,,,-0.03352992796842641,0.03192677225609707,0.007918578705831143,-0.027947177546481478
