,UKF259,UKF269,UKF275,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
ITGB3BP,-0.029169617402764175,0.1046398063150607,0.011750279789945027,0.016466512634664834,-0.03938325300807058,0.013234842361457132,0.05066949383016105,0.14183320465528054
AANAT,-0.013447202714597366,-0.017452231334800044,-0.01149963308566447,-0.01855472447161891,-0.02461121854217579,,0.05249986764575221,
RELN,0.025416230470970864,-0.021181482517421076,-0.025318479960762977,,0.07538724346921537,0.011861960414555754,,-0.0004804082230196088
IL15,0.04524302451952026,0.025688728436502148,-0.03261795527662227,-0.031365611466207,-0.01462483848568213,-0.003916537830007428,0.026505418429163752,
UTS2,,-0.014685506108860382,,,,,,
BSG,-0.046702157918339905,-0.0019728171386484117,0.01722308299998741,-0.026300595891947977,-0.07373587323388131,0.03491212946178904,-0.013235881616246064,-0.09570198290838375
ADAMTS3,0.006721634200860715,0.10353427839150223,-0.03354140259902016,-0.022217393605511962,0.029538460069133538,-0.056350184235520545,0.002048955310910627,
CD34,0.022899550125187747,0.0038425242721941803,-0.04141202000337401,-0.028798199336366324,-0.029052084709293022,0.01135683626546285,-0.012030353917661123,-0.03160349689041135
CCL23,,-0.0006136418193313032,,,,,,
PLAT,-0.01443560838628471,0.12267919820133531,0.02744829764897783,0.01995968701644422,-0.038360032033930375,0.03629569741719844,-0.020010372937735825,-0.08870163209038277
LTA,-0.017010123293409365,,0.013293273024183767,,,,-0.015432269417539888,
CKLF,0.016555239528877445,0.13713532551999857,-0.053292012233129536,0.0007640960661978836,-0.025381734097727322,-0.0998621140791214,0.010082761130164642,-0.08801662865484504
CD24,0.03589754001714426,-0.04082619458050554,-0.01544642648364574,0.044121286297285796,-0.04127262663075975,-0.09413968406022562,0.08733067856519063,-0.05336942617354313
HSP90AA1,-0.039313196554006245,-0.1115029492444295,-0.043542436192887314,-0.003244671653027474,-0.011183257010962585,-0.008897464070897847,-0.027237984465963715,0.0049343175130172395
BMP4,-0.02337549568350565,-0.05345677991022255,-0.0018792881691486382,-0.034941498320814314,-0.043528505015204826,,0.009899080796655359,
SCGB3A1,,,,,,,-0.024222019929906986,
IGFBP4,-0.016214845383918465,-0.006200801237619979,0.027493562578118497,0.07402723859185162,-0.04000137952891736,0.12245456319874837,-0.029025919303259422,-0.016008478974272284
RSPO4,-0.026036973881005943,,-0.012881300613581186,,,,-0.005885064243127724,
LEFTY2,-0.02973723931184999,0.053579955124478315,-0.03172214363092579,-0.02371136536492997,0.021136855708613303,0.045607449213569164,-0.061448407133331384,
PF4,-0.011579389369654317,,,,,,-0.029507841323765202,
ANGPTL2,-0.003951505116184721,0.074753024964064,-0.061681330195558305,0.034317419833275645,0.03677687879540268,-0.0743616381333784,-0.03684813227588494,0.03111744617518296
LRIG2,0.01491085113605057,0.11870397812536324,0.01750739561852919,0.07843859775299018,-0.09042477257588163,0.034705048339564934,0.011743362012388396,-0.042185281607703545
ICOSLG,0.05298048592658104,0.007555545043412448,-0.041211792785894194,-0.006497626000107791,-0.04608033879057818,-0.10246796315551561,0.002487316290683493,0.11025235685014323
WIF1,,-0.09187775543757137,-0.00994019458110314,,,-0.04987459495842916,,-0.049713529278650706
NPPC,-0.01796248846415565,-0.020353976934052612,-0.019390161262569417,-0.022217350935677126,0.0195131592989066,0.04249145841105382,,-0.0649102189871913
LYZ,-0.0017113095479041793,0.012294300724634164,-0.014825754504328053,-0.021258216067351947,0.08523615833411355,-0.09982158511423299,-0.01980481325641844,-0.08121393271548509
EREG,,,,,,,-0.04456367549002232,
SPTAN1,-0.015214719325722981,0.0003850613203319358,0.029449623556278965,0.061054188216832665,0.014260442682130437,0.06480352512874715,-0.022294874415825835,0.06952087489709603
LIPC,0.04825469764952373,0.017087150330836742,0.06293133535370934,0.050794409379326375,0.06664811896013925,,-0.01377561626386056,
COL8A1,0.028856929651384606,0.04887893910312563,-0.022056420246346912,0.01112519324345164,-0.01079236755349988,0.15175432757254728,-0.017787485152955182,
GSTM2,0.04212144496638176,0.016091066513589554,0.02219913412737182,-0.029953045867720428,-0.04125518626144543,-0.004930655016840202,0.0519121803787434,
SPX,-0.02557862589962587,-0.048112434167669894,0.019489398565487533,-0.038376792721401445,0.010074478927387664,-0.09091110795602389,0.08514586314220529,-0.028002386530628465
MFGE8,0.021985766823610805,0.02170934883596095,0.021081453968792952,-0.0009612734215202684,-0.0815825457217154,0.07302436117802878,-0.0389114662138322,-0.08925919773103871
TGFA,-0.030835219089372475,0.04772043535513299,0.006610565777894195,-0.003846402702266989,0.10742110115307936,0.02460582773893928,0.08225399098615803,0.019530428159255188
SLIT2,-0.02500998865019519,-0.05072034118151597,0.005746259923636063,-0.02512585906508942,-0.03471403443939862,-0.11030639791633202,0.0265198713203156,-0.02677806286777654
PLTP,0.01243278639946708,0.08939945659956723,-0.013840636026139982,0.07258354865663225,0.01908753540564383,0.04257650437478037,-0.022792413050238026,0.11747076550106236
APOD,-0.022783396582212193,0.06332220774861574,-0.010016493570060828,-0.034095007600232714,-0.02680381724432196,0.07949008662376758,-0.03005409332071287,-0.017332867526286096
B2M,0.0349508585954962,0.0853075948611515,-0.05116525658646885,0.06417206960825098,-0.010357690193255326,0.12779416249462636,-0.07700360843839447,0.06500876225636605
OMG,-0.0848451390464663,0.017642825379645066,0.021657564387942738,-0.05025653971708298,0.018614490001037338,-0.01225476816652361,0.06761402630131279,-0.026557688175677847
CXCL3,-0.013556268873372605,-0.02291394548086456,-0.028252407960124588,,-0.017331231949578554,0.06908516857684474,0.02092843432419156,
CXCL10,0.09856340832674122,0.10259646557518703,0.023862695916786546,-0.02996853577286296,-0.023348866276843665,,0.01123100747691375,
RSPO3,-0.013447201721001334,-0.02865748924541747,0.08642278692159536,,,-0.031550755368450006,-0.02102910016516506,-0.06026352274778513
CORT,-0.030156382404592043,-0.049598205681261456,-0.03727142799366488,,,0.040318432621528066,,-0.06435168147662765
NCAN,-0.005015099886089696,0.07392699689378146,-0.0008488466312085792,0.017214182515169266,-0.004116826674502301,0.039901808687915215,-0.010202607982676058,0.044231972586279956
PRG4,-0.013271808188358105,-0.024825171550438174,0.01632103404726336,,,,0.03797282980408616,
ZG16B,-0.015403556541294595,-0.01258830092455309,-0.008800367093461619,-0.02062664165139763,,,-0.010658187499971484,
TGM2,0.022243205435430957,0.04997657252958162,0.03696750687852824,0.04762017567976942,0.019806566345999747,0.045585360757455666,-0.028982827203232985,0.02544759833070042
VEGFC,0.014049894461903143,-0.03273043002140405,-0.023697217379218653,-0.02673622409401549,-0.0228601805281218,,-0.04244580628937047,
WNT6,0.05999937158572566,0.10403083051078575,0.09433817040045762,0.015727827486921437,,,-0.03166727642463755,
NRG4,-0.01615239769568512,0.07100938711388281,-0.01690693009284435,,-0.018356394771802103,,-0.021029102522025472,
PMCH,-0.022380720630882967,,-0.0128812999919193,,,,-0.04534673378659791,
COL9A1,-0.016870000498661733,0.015491179698425946,-0.023586133194224153,-0.06910945900589904,-0.047460466711135886,,0.035718255163189744,0.019922439706168388
GDF11,-0.013368416573954559,0.016922235435014796,-0.033648246877817596,-0.03929540148074804,0.008983177772435985,0.0632238888559836,0.04811037238427495,0.058083492720328325
RAET1E,,,,,,,-0.023068776050858098,
SORBS1,0.027361028736645598,0.0016120823640707609,-0.019589383465660925,-0.014397396135871245,0.02017399383934498,-0.003505917966076468,0.06787418905805755,0.16727637347635702
DLL1,-0.0433064397398492,0.03610288771662649,-0.010786582820752956,-0.06985176019796634,0.020589176331149147,0.019750831100573456,0.003999070471609849,-0.048234587611890166
TLN1,-0.03590011306597577,0.09131066528001482,0.01209627504900643,0.03716484993433771,0.00046890705326662393,-0.13055157162389255,-0.02021982753078783,0.029370916320890998
COL2A1,,0.04470557188696025,,,,,-0.03060444837991451,
SHH,-0.013791587753678483,-0.018013151468007856,0.05246392062422504,,-0.008739153342964844,,0.08753094559419627,
PON2,-0.024901812883635854,0.12047161726342881,-0.00011310878509513592,-0.009663502863322883,-0.0029128793274512317,-0.08613770767117598,0.07538049908605557,0.06423454734066476
ICAM5,-0.021495168388320742,-0.010601232158363226,0.014101166610388035,,,-0.08044275717733848,-0.02595238429861182,0.01876112255685549
HPX,0.02227063859760332,-0.008745185579994295,-0.017270174992908692,-0.03380393935421163,0.12214121037109345,,0.09004635816990286,
SFRP2,-0.01570712385900147,-0.018287464636956404,-0.01439356151283296,-0.02133202008312333,0.0023247675809589616,0.02506951393608315,0.005612913779001896,0.05932665282503065
CFC1,,,-0.01107534578003065,,,,,
CD70,-0.026697641445049866,,-0.020659397715385146,,,,0.02160266104608453,
HP,0.009131246565052407,0.011747468628390184,-0.011594452925733304,-0.019563674543336834,-0.023509815402145626,,0.009874150619493005,
CXCL2,-0.0026401559686710847,0.09677124322089545,-0.027330648923224465,,0.009960910240078294,-0.013717103586224405,0.05238881885579546,-0.04168244877162684
NPPB,0.031224488442605575,,0.04596208861174469,,,,0.05743258881009079,
CCK,-0.025153825413508853,-0.10039191077991794,0.004162857715731647,-0.02567240500600342,0.04632285689060751,-0.03816327620616636,0.0027059872550014444,0.011830443304526986
SEMA6A,-0.00798503508434641,0.08945809593193806,-0.007313371697051367,0.03498263276083632,-0.031120668346107383,-0.032339791303411324,0.03498722560667028,-0.02272321930024112
IRAK4,0.0014322198022869883,0.09038797584735382,-0.020995212269858624,0.06489802723760474,-0.02492340650782097,-0.06200661078056036,0.06703627901166086,0.07048767841123768
GSTP1,-0.021279387916613112,0.09923447395596728,0.002922866800013144,-0.005682019757342049,-0.016382144897900883,0.06768788047377171,0.019984061955147625,0.07015024686650571
VCAM1,0.06629635466727932,0.05669804076654848,-0.03480704528839182,-0.03904491666326245,-0.0357401266654289,0.12020754348195435,0.05798269867226113,-0.05078610910068541
NXPH3,-0.061866000518312536,0.0024187244224380773,0.024412952622213362,-0.029387333020756922,-0.030587973193756803,-0.0018927970260422461,0.09740398033396101,-0.042116154463579636
MTMR4,0.03356173375545485,0.04256713908020214,-0.0022313976191440533,-0.03751130970986193,-0.016627507344873404,0.006357981442297513,0.024657331933387573,0.10722778196674272
LAMC2,0.0775192340496104,,-0.012208729237578224,,-0.017747796230361216,,0.051967192588240486,
IL10,0.014780721369828536,-0.03006822283325967,0.028357497872203076,0.04124288441268726,0.04236576478118873,,0.030732279268589166,
SEMA4D,0.009251001927618184,-0.05345954433266474,-0.04388619655132563,-0.03211296806105191,-0.009477921205877725,0.013613702745109804,0.06882762966152593,0.06753587654207222
TRH,0.011424029924412613,-0.03115058512653461,-0.013515750466023532,,0.019174539766590143,0.08488838192865913,-0.023892914926021712,
SEMA6D,-0.028963760099156778,0.10215595751645923,-0.007540368132074849,0.042915403240854466,-0.010757448705620114,-0.07224458693673536,0.07703861877803926,0.07911493514998856
CEL,,,,-0.028515261236864514,-0.019910072354776816,,0.0026829039619782687,
PDCD1LG2,-0.006697289984161576,0.11001722583004421,-0.02996683770254146,0.05013955275104911,0.0481741450587557,,0.01687366324923851,
SPINT1,-0.03843212758340338,-0.006036474733909387,-0.007870815927576942,0.03822713517963214,0.02126388140807065,,-0.03691894638053098,
CTHRC1,0.005695586862992021,0.03798274925919446,-0.008890421101904307,-0.06701216993879527,0.016694145468097565,,0.0012593390869654786,0.0813255909932281
PODXL,0.015885444070438664,0.044808888855306685,0.032368740289281564,-0.007857246207057826,0.020361572965831555,-0.09528015289546829,-0.09473400137644293,0.08204502339165379
JAM3,0.043352069119558724,0.09647994813665259,0.01760163574083266,-0.021683089103461197,0.05635767120770105,-0.087568850557144,0.024913303987648915,-0.022755999594693856
TGFB2,0.03904132907955612,0.08299947932594508,-0.014932609401125516,0.08302012168312246,0.03608567953205188,0.03158054718412688,0.048983582206147916,-0.033909952507563165
COL18A1,-0.02005900526622924,0.05985992326999853,-6.639375686608867e-05,-0.031344055240626945,-0.043021433281487075,0.10291095194511793,-0.08100548274736723,0.052567427658192355
NODAL,0.005831620958360015,0.06830908690231491,,0.030008257137530015,-0.026698382632896495,,0.04127673397257709,
INHBB,0.02493789190827862,0.009280049871885009,0.010800451176045625,-0.02350334732845617,-0.07026484247230848,0.06197509784313437,0.07764753065729173,0.012246278001840605
LCN1,,-0.020108323128370322,,,,,-0.024161816037537576,
ARF4,0.03004538654257703,0.047685085118253,-0.06502203177096977,-0.08312652832223312,0.004980761912113719,0.06663721301236913,-0.02023731591414737,0.02030311291329332
CXCL14,-0.0026646836937792026,-0.0027504559042869983,0.037752971734690194,0.07820953341178731,-0.02110295631192649,-0.04221688270475853,0.001451854632179861,-0.09012423959739327
LIF,-0.010924107547651756,0.10541328344199462,0.03317048988470383,-0.037711123831143306,0.05298186119913123,-0.056491348240168694,-0.013985215135692992,
IL17B,,0.04146607310998327,,,,,-0.019943045019811437,
MMP1,,,,,,,-0.01980817527942276,
MATN1,,-0.002805146260787186,0.018382936446170398,,-0.01795275357523421,,-0.02905889016296131,
ADAM28,0.031344692082602474,-0.00700293456577161,-0.012597752649398844,-0.0034567170010924553,-0.07976048471128226,-0.033780698746856165,0.05720355442653685,-0.034943654288708964
TCN2,0.022373490670691536,0.06193654645390377,0.012234818686837033,-0.003949034308958544,-0.02487003516529312,-0.006303096033953436,0.041592017874430426,-0.03498925467330409
THPO,-0.027979599951140674,0.03916620007796506,0.03497896837305269,0.011686981639448884,,,0.06479421712619987,
CUBN,-0.007603253336652093,0.007429542984120399,-0.017864859641328366,-0.034917790230897604,-0.04198652902609452,0.0038037800209318262,0.047590970399650295,
TIMP3,0.013152965079940045,0.07868607928125672,0.01746575582376282,0.041649442708579454,0.0357854078362695,-0.015746168997522875,-0.019571990000647646,0.026433887642562316
PIGF,0.0139055272656147,0.05811633807045075,0.0008891173309446434,0.05120846339918673,0.036245555293929324,-0.048111061616882556,0.06451727004103633,0.04750340975771121
CRH,0.0032909750428696243,-0.0309213132110411,-0.015458693218018358,,-0.013877070277918527,-0.06008857988236486,0.08527634806484483,0.015115319630850228
BDNF,-0.01182773393833065,-0.10011926045793414,-0.03043624144848769,,0.016482689286570214,-0.015895228224033324,0.0421806049853331,0.01177403101396883
CCL5,0.022164713415889516,0.03549173376310774,-0.012626379026093353,-0.02651519094368668,-0.04922551630773912,-0.07406182624650046,0.0051333840933080275,
GAD1,0.009314510559855844,-0.003937247514493878,0.027405659536140513,0.0028782362423284006,0.07396844000948127,0.12541194373061018,0.018766692286806413,-0.08250590689853897
COL14A1,-0.023829909738690036,0.009757256287851464,-0.021330780069911955,0.0556321664884341,-0.03576351449576655,,0.004157782944974836,
HLA-A,0.007596061396109267,0.08804265243209335,-0.005278941304089789,0.0852204409953545,0.00866518244125143,-0.0010109476619438766,-0.07355470268354704,0.009772500613499333
CD5L,,,,-0.02428589472893556,,,,
FGF18,-0.012359155947612246,,-0.01052232694875206,,,,0.1141756401563306,
ADM,0.051165376545179414,0.06023944446187422,0.06841047804871542,0.0766242569252007,0.05110156763414768,-0.015555379496400953,-0.009520379816722017,0.10350571685375776
CCL15,,,,,,,-0.00094888057741212,
GNAI2,-0.034409973139985874,0.058641020173886706,0.006216905466115794,-0.030710426183169517,0.007018040647663318,0.0628056304035089,-0.020373580370247224,0.03381399562174207
HDC,,0.12146961484725066,,,,,0.07471782378446075,
COL11A1,0.031713063398235576,-0.013841909159469284,0.00742352728274317,0.042101256964961614,0.04025158910383666,,0.0031823210064275426,0.0367805975093305
NUCB2,0.0013457556708699986,0.08854848349224574,-0.0490231972540568,-0.08773633821965485,-0.06073431522438122,-0.01831588893943287,-0.010008640532762438,-0.0718109703003017
CXCL1,0.04685845471284366,0.014482925843189356,0.03073930003943442,,-0.026985610218970404,-0.0803632546103826,0.07785426348307983,-0.0064747025485732464
VCAN,0.002458817631131778,0.0891381466208149,-0.0074010747974685865,0.002376711096653891,-0.035101044095790866,0.08489412937418372,-0.03919674319787376,0.04697319874831442
MMP7,0.035510721532035334,-0.014677417561803748,-0.009698023131789801,,,,-0.04118353176555295,
PTPN6,0.022052607876123502,0.0144734623494799,0.020510645315420746,0.05720851856353076,0.10038799353127091,0.002465904332233425,0.04047814901460281,0.005593874537598485
PTGS2,0.09554188400842238,-0.05368490596524645,-0.0202458933795756,-0.03752168765358911,-0.02219417576883363,-0.009374810722114976,0.09501640406115615,-0.011709276309717548
XCL1,0.04988043806660027,,0.0015953853247254073,,,,,
CD58,0.01664475001511125,0.11767423003425193,-0.0011057454832435025,0.05025218067080171,0.0239128996927371,-0.06502418445934982,-0.03100480687656875,-0.11638165995211872
TNFSF14,0.06546783965078525,-0.017954021649088027,-0.025685652552144764,0.049077078276334896,-0.006145459598667734,-0.027163640187538106,0.022699528034127624,0.0010499291092400107
CNTN4,0.03533144226507608,-0.05211647831259921,-0.01595467746452517,-0.0005348552888538726,-0.02252931708650993,0.02702914916033834,-0.03526032453154925,0.08512504927562381
NTF4,-0.017010124155483072,,,,,,,
INSL3,-0.012359153523435943,,-0.0111828406671283,,,,0.0016872663255476023,
BTLA,-0.019617732643547974,,,-0.027254645272053755,,,0.05010453809537414,
MFNG,0.008269047478268675,0.021146828056532282,0.06301732187826492,0.005154746234128356,-0.061108537104434875,-0.02158215411291185,0.024308781331589282,-0.022489422078181734
ICAM1,0.03789864164461234,0.035949587651444334,0.03578630365431624,-0.005630826810437903,-0.0192965092706711,-0.07798079721350173,0.05827366102490394,-0.05687627346743584
PROS1,0.029353707834288173,0.0852740646144317,0.00824426522963432,0.10306801128065565,-0.09014426126024556,0.07925845257572728,-0.0002989825729028932,0.002203472311710092
CLCF1,0.0614806720845463,0.02424388187290994,-0.050793151401725196,0.01268980513005972,0.09290778634482261,-0.01701880141179492,0.009453081161531826,
PSAP,0.021070704928271254,-0.09895319955775585,-0.039044999248684924,0.0388441394652777,0.06629544125344902,0.05450959072403073,-0.018667782600299502,-0.0834854373431529
EFEMP1,0.09249150847529755,0.06201814475924319,-0.005832740799804983,0.04397851910681326,-0.07300929069952575,0.03822781362254417,0.005205043864885445,0.020123241233763016
C1QTNF1,0.00712463792619765,0.10493804620153456,0.03966349035314076,-0.06104165767661421,-0.032564551271333265,0.0794331527497049,0.0032823928659802934,0.016266937761143577
ALB,-0.02194191259217575,-0.024619521316058657,-0.012208728925066494,0.07667714604534072,-0.0011459010929428775,-0.033165563019984544,-0.005498785641947905,-0.07895756842831757
EFNA3,0.02226121800514172,-0.060585008525257694,-0.03826708445135424,0.007278542841544471,-0.004123327488497986,0.057333312221552996,0.04853376866635678,-0.0043444640953970905
DRAXIN,0.0013656931081357578,0.10115204973853827,0.035292984415575934,0.10444081295527444,-0.015206245198642885,0.13550771353004176,0.017155183651807182,-0.046353199362768306
NPTX2,0.004165449175989897,-0.11692582537262997,-0.009492497406593975,0.027792347763525495,-0.0013709542655617867,-0.02868516948383628,0.0232430558319689,0.10127397009909225
FGF11,0.013156386942969644,0.07422695065780559,0.03734773040200296,-0.011357449329450138,-0.0011616622615031255,0.04856314215572244,0.12617503941588837,0.013768462461503763
CD59,-0.006591987446483582,-0.06344107739256132,0.026651699043285237,-0.03385727483529011,0.020356601335399287,0.11574518540145463,-0.026312450962826778,-0.0021594234616837127
COL9A2,0.018418671345193576,0.0741523097707633,-0.05399299611148338,-0.06982494115565427,-0.04773716475520699,-0.05318021416626574,0.0652021967127314,-0.07651279342281128
DLL3,-0.047433279776750444,-0.02113099196896811,-0.016064444881186926,-0.1181095191824249,-0.002729733011782634,-0.01597501016976507,0.04449597871798305,0.08565601272616327
FGF5,,-0.01960438622951665,,,,,0.04017541075202348,
LIN7C,-0.03017260700621895,0.0709106986832884,0.046480479488642736,0.013334835485518465,0.04384702952187571,-0.0019460698529578289,0.007258228475225896,-0.03952921191403829
GDF7,-0.022052338150369166,-0.03506904328664796,-0.014938674181903762,-0.03090567218912376,0.11409156931813688,,0.1222246701115158,
PSPN,-0.04633648155992904,0.06819360179097728,0.03411481217131906,-0.016807122885429706,0.0393931729205766,-0.0028870065855872706,0.03714393010866336,0.005868622361715352
ANGPT1,0.02323755900900218,0.15430851102459422,-0.01886253893486054,-0.032492120210535394,-0.004561664663389872,-0.031454135333979914,0.04251380848033086,0.09048402712995561
PNOC,0.00549241563428785,-0.09568719834875254,0.013183246308409733,,,0.29463939774317055,0.014439354523094547,-0.053525371631498564
L1CAM,0.026232366711997388,-0.05250105140830185,-0.029682859507950934,-0.00025442690358947726,0.04143324029978974,-0.0003544276767279965,-0.001026023660826324,-0.020341291097263254
APOA1,-0.004501860677292926,-0.02339223428904205,0.10211394117829689,-0.03966270845705004,0.14354940130872726,,0.024532644877351108,-0.04172401004119325
PSEN1,0.029558133413940462,-0.028525531648164834,0.03321929414868483,-0.028067225200171655,0.030568553608859177,-0.03955480343326323,0.0319651637074878,0.008492095702772559
CALM2,-0.014716039775270294,-0.13212529582263904,-0.03919813365566669,-0.044187954508374164,-0.026231530162733857,0.04014658046806807,0.0423573178715266,-0.08905180957439277
CLEC2B,0.012384980852813119,0.12445569492009356,-0.03647519865391864,-0.02277171801617499,-0.03593013312401568,-0.020864215900647128,0.06374248633855242,0.08624659000671497
NTNG1,0.004800395663719975,0.042218945858252206,0.05141022358107769,-0.023711389464866964,-0.0074533434056875325,0.00687762053219723,0.11908018492252857,0.10946286361298933
LRIG1,0.027593900268554235,0.06518468067465727,0.029494924156220587,-0.006430991647717949,0.006737854754136221,0.12772067481230567,0.07305492488806914,-0.04456358872451746
CPAMD8,0.14158331178538106,-0.017734805635820923,-0.012404352259368829,0.07320592381959408,-0.035993805128647964,-0.030007075087094277,-0.0006151232675598568,0.11424480706827395
GHRL,-0.023528332463584108,-0.005938649832029614,-0.021749230030749453,0.04808889941268148,-0.020298528857935573,,0.03180691189472346,
NPY,-0.009160874670714012,-0.05668250681421973,-0.03689385621055473,-0.0275106485874652,-0.04332477963647644,0.09057267049987165,0.03480852616961905,0.04129696611582216
MMP2,-0.04255952368737784,0.0866828434400019,-0.062141644786834115,-0.023601194798240483,0.03630264324485923,0.09451649361953499,-0.051921003306880216,0.03888988602511267
LHB,-0.012731760439128678,,,,,,,
PPY,0.00453741586993118,,-0.00906556345363246,,,,-0.002386256208804788,
ALKAL2,-0.01254678781808538,-0.02010831986938996,-0.021867600501748723,-0.0381143366560808,0.01804224066161675,,0.03180005942001877,0.04212855585947827
CSF1,-0.0325754571868661,0.042888923884115346,-0.04470909879536238,-0.025312820266323994,0.008856980549934569,-0.09330556680718041,0.059812682915912095,-0.014094804834523142
SEMA4C,0.021549658780004012,0.07698315298489203,-0.019548798018569846,0.006102203306054447,0.044329790811504816,-0.08081083639857096,-0.004823564713498215,0.04893997934452586
BMP8A,,,,,,,-0.025466800276462757,
