,UKF269,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916T1,ZH916inf
RNASE2,0.045505471471097486,0.022541269553459642,-0.014696088771205358,-0.046002772736848094,0.054202785139986324,0.011532817897577822,-0.02833398251904613
ADM2,,,,-0.03843137441929003,,0.00959452522040141,
GAL,-0.02186400242951373,-0.02235397387038447,-0.017254848365062535,-0.06965145637884451,,0.08725995210553457,
CXCL6,,-0.01597099743836682,,,,0.07479386580427258,
PDGFC,0.03832486471340305,-0.002224293995006939,-0.04115684368454675,0.06689332414574754,-0.0444198708602358,0.026074566744186466,0.032063448545142335
COL8A2,-0.024801778814489427,0.03815558444531711,0.03823830246041947,-0.030910826299095938,0.04120198994654126,0.03485558829267648,0.048550559514927163
SPON2,0.0793461784998435,0.010385984906559603,0.02410056163989453,0.05988912938992165,-0.05677274643333708,0.05292526255667039,
SEMA3D,0.09766239764025869,-0.03253335270158411,-0.013210692198616907,0.04186427323005861,0.07344168519640493,,-0.014023868899556244
BMP6,-0.01571711268235431,-0.012885145558612907,,,0.09557922533195029,-0.032769992539542624,
TIMP2,-0.024066702235347744,0.00036292293921218226,0.032810498669658926,0.05828894635233758,-0.017449418165527916,0.06011425318743189,0.06001866875644788
EFNA1,-0.00042823561069548106,-0.022815232753575866,-0.04437062773106577,0.06315516780676399,-0.06534743704828494,0.0628527292281338,0.06200196095886453
S100A12,,,,,-0.020160144370532682,0.15221617047890787,0.06671867370472503
TFPI,0.0450718873781828,-0.02095676043354071,-0.03370311460838353,-0.040239667690165855,-0.03509500060515352,0.019597742849247323,-0.06391709153246414
GPC3,-0.020738833134518086,-0.032062724913384286,,0.06378034142316155,0.021994054282583872,0.052975813685918985,
NMU,0.06640211739930298,0.053494699411417504,-0.02560507389692924,0.025629158297881288,,0.08197812199265081,
SCGB3A2,,,-0.00015512532047864478,,,0.0746976420303479,
LAMB3,0.022102266399363482,0.006797200862331389,-0.0006505310368881381,-0.016924742410657907,-0.023652604438651588,0.006160876656175803,0.06110743740391452
LGALS9,0.08296937047251293,-0.018318464978154727,-0.06063205057775721,-0.014870931253648302,0.002802552869532019,0.004364609137364562,0.03602119439045806
VIM,0.036856340600568506,0.03745505448474387,-0.02815052057955736,0.017813347978640943,0.005732347916848862,-0.00944573721598269,0.08450267104997435
PLAU,0.04123077019551021,0.004722770129446913,-0.03250936114568648,-0.048589178336091075,0.07776779511598701,0.026434356680606157,0.016085998552681644
TGFB3,0.0786803956067061,0.09171347216346053,-0.017225464944543765,-0.04092515564446887,-0.028808874576547995,0.025798732785997654,0.12139825904438592
APLN,0.022640876894563754,0.01662851499028166,-0.010956838064322872,0.08942369322748568,-0.05568246696027651,0.026587141895021083,0.17766295836711887
SHANK2,-0.004649133022365446,0.02392178845287203,-0.0063287343414052755,,-0.019640023083300557,-0.024726761823350738,-0.11697598306739096
LTF,0.06342040837140574,0.042426336278487964,-0.006287651455669544,-0.03735035324061591,0.07848768590156589,-0.03887204308701984,0.11412855857908201
PYY,,,-0.010926737136174595,,,0.005996581207924519,
PENK,-0.017904037496724166,-0.032315448559060614,-0.019528449087012883,,-0.023054024635772705,-0.018833351502368537,0.07486951274343438
CTF1,-0.04169511841119308,0.023966494840254315,-0.01991723061161508,-0.011804331798436297,0.01862572993184453,-0.0150768757779523,-0.01711007124330599
COL3A1,0.06732063315723828,0.06809421497376499,-0.01218925443917838,-0.008409988590809374,-0.03169614184271914,0.019704537032131295,0.04745776667412799
S100A10,0.006508544647526876,0.01274918287355149,-0.030654339058094025,0.02923469657190017,0.021700502365407392,-0.03810143320582633,0.07926738744234109
FGF13,-0.0485309942887774,-0.02546139725656814,0.12160184992526925,,-0.018279929024077574,-0.025981129812022608,0.0665136169493848
SEMA4A,0.03282376700189508,-0.015195730484184496,-0.013144144195424883,0.03398147131809432,0.014991212183996365,-0.008717652225667193,0.05204970188732103
EFNA4,0.028834219026727,-0.021842204086567826,0.01504426134086467,0.060703008937691094,-0.025040979635462018,0.07493176225837178,-0.022683162877056125
HSPA8,0.020532149932645908,-0.007056385446009662,0.047476958775987683,-0.06787795396848463,-0.008133129258918445,0.03802430194968898,-0.010636578506419985
NPB,,-0.018675418208583292,0.033067876274653824,0.014056108632612882,0.037048023330809136,0.030774996365939254,-0.024794566096862015
ULBP1,-0.018625166970939477,,0.015757391655126064,-0.04160533246885399,,-0.02090018402186285,
SEMA3E,0.02734047926775319,-0.004381579227736443,-0.023584385532086923,0.014520844717375988,-0.049790493982566596,-0.010331158822457031,0.025258155167661136
ADAM9,0.036648886122483175,0.012944667778071519,-0.02430615268701801,-0.07595585291296705,0.01763440251287983,0.009061083574102133,0.07358662967244191
ASIP,,-0.012137619824034636,0.026748726020054663,0.02432575707564682,0.03425235432292602,-0.010433563323032463,
IBSP,0.028761443938817913,,0.06738816510615271,-0.00474817251943148,-0.02372721970454466,-0.006142948592709267,
FAT4,0.004409364484635762,0.03422745843525392,0.034370694295314586,0.06582934261771073,-0.0015306341234787174,-0.0034475893482905813,0.004786692826514715
MDK,0.044382742675616434,-0.011939700326117684,-0.027310147654886742,0.021270030339953803,-0.0939637697221609,0.03629154038283907,0.0720918706719474
BMP5,,,,,,0.0345065341215125,
CAMP,,,,,,-0.00022047199257614817,
HSPA1A,0.031010334372495625,0.03411909993876552,-0.013877614724860382,-0.014044896300907475,0.0811577792776721,-0.011455576861005937,-0.04644000218287594
SOST,,,-0.015048826861570247,0.0758057227264312,,,
SEMA3F,0.07577758184211827,-0.01835730445239656,0.019072546607515197,-0.0026222705208532684,-0.04640789986608945,0.03797135145721129,
ARF6,0.014413698263996817,-0.012152760331726785,0.04068023000919563,0.04716260898596979,0.03560208319031895,-0.02545623166976098,-0.006427014987554197
IL6,-0.0013346211419281318,,-0.015536934732235164,-0.014945854625939019,,0.036598445945744414,
CALM1,-0.004828487604943762,-0.028495145287024844,0.04783747832566305,-0.05439310603978863,0.0330853344994197,0.019791312722527942,-0.0683995269575304
VIP,0.04718592302284585,-0.01117100489466397,-0.008155473647593304,,,0.016987679592808082,-0.04625816055499874
NMB,0.02517901832170899,-0.015149638805174224,-0.04854521214518682,0.1148562034498652,-0.08284968020506177,-0.021610639056836255,0.04659962274438213
CCL26,-0.023591185945397903,,-0.017254852496098705,-0.024294821359702908,-0.022127798956234415,0.032011380734821536,
FBLN1,0.025655452456340624,0.023526909264493866,0.018764764752697234,-0.05218559166592096,-0.015966072047587227,0.04081899273489553,0.006322698268615089
SAA1,0.0010589110766964093,-0.014040695653905842,,-0.06247158312091669,-0.042490555090432584,0.017283786089171378,
MICB,0.05519925271370475,-0.022353975126107897,-0.0025077853382220808,-0.03402467603192842,-0.036085184867672586,-0.01308352498454926,-0.05036325614429166
MMP13,,,-0.010413096089645257,-0.009438890124601812,,-0.018833343545968998,
F13A1,-0.03099544480030833,0.022195796509538485,-0.02230161426263505,,-0.0011177686441234905,-0.052626714802494354,-0.04180495765167875
CXCL11,0.022638260337411127,0.029536126348538354,-0.012784886216796442,-0.042603207413306095,,-0.03068215937381204,
COL5A2,0.046990201883911335,-0.0029339915806420465,0.025296194563728367,-0.028583841670074578,-0.01846664398844566,0.03720613486924995,-0.011181626137378357
EFNA5,0.025767526341245617,0.08710916357237755,0.08838366405849656,0.07619532645282281,0.0212836969864801,0.05901126485236163,-0.06754910254828785
AREG,0.07422985165049241,,,,-0.0047980786797156205,0.011621337768647481,
EDIL3,-0.03245898401475352,-0.009046559091371675,0.01864422463766611,-0.054196679440663545,0.003625149435798026,0.00012781339113302707,0.027088492306292525
CD86,0.03446723848916918,0.013831401771054724,0.010835715027842401,0.08890808057763512,-0.018411026349922144,0.02662439730276408,0.03273887099786118
WNT9B,,-0.018142430729519095,,,,,
HRAS,0.014664882840274281,-0.03645518983881903,-0.023627745545326102,-0.03434350867294152,0.04076981177547245,0.036915361289977994,0.021619900069391674
C1QTNF5,,,,0.06477217153815344,-0.00441180860406923,0.07718801546522364,
RLN1,-0.02059435398389978,-0.019702326215659767,,,-0.017708639091795663,-0.014801074697857651,
COL4A1,0.04720257095212345,0.0019368164132052082,-0.04643241196977097,-0.003420631803615381,-0.04856618542719279,0.02140918951348113,0.16498321037914548
CCL3,-0.006310410723336356,-0.006084366723292297,0.05408672209861247,-0.011951055158702876,-0.04356612818463661,0.07109530757688952,-0.03523243239576656
BGN,0.01894884063296349,0.01090546584783819,0.03434153379840065,-0.01710033828452802,-0.0272710989612425,0.009167881468042576,0.0934074093281504
RETN,,-0.030346369202999466,,-0.0457220631657066,,0.10662352786256293,
S100A9,0.04051190931090049,0.06435769738272114,-0.012973555036404513,0.010047773954231337,-0.046386440675134734,-0.0030433692279908655,-0.04780116157054774
HCRT,0.05652287435206335,-0.022173792777784408,-0.019820654303085213,0.03331883764973126,-0.011085749162348724,0.021324019235173786,0.12808342261449676
FADD,-0.022036954695724413,-0.02743556945268256,-0.05220419553242036,0.0383569444335608,0.01244242337762709,0.07701018888695016,0.03736725585153653
ACTR2,0.037291365930699726,-0.023211319402221774,0.032885749152213664,0.010364011310395355,0.04449966112020022,-0.008167363247614693,0.07684343677992812
BMP2,0.0525836555205778,0.0609470778959198,-0.05251461200700317,-0.002986037302137575,-0.016050183832636757,-0.006712583159009331,-0.01140955068012028
PDYN,0.010968341428063655,-0.004266488579501036,0.03748406948420949,,,,0.07156892692008857
CD55,0.0017703253369675041,0.04222041508500647,0.054294674795238446,0.03718361316313053,0.001250516285223038,0.02592381132215799,0.08397965388237262
OSTN,0.033033814246702944,0.02152547849470295,,,0.03756597888561649,,
CD6,-0.020594353499480817,-0.017145331865545323,-0.013759187061090692,0.01853870195141014,-0.023504753055476144,-0.0032889276129064414,
IL16,0.06419397563970224,0.0010977397756031712,0.013864128923393716,-0.1193425606623351,-0.04310497181491185,0.08267348901070816,-0.0726965710315076
LAMA5,-0.017476099982258072,-0.04004631816143005,-0.031657622515512025,-0.04251265481439942,0.026670773427913765,0.0528926869401539,0.05219935971845947
RGMB,-0.037221320128068634,0.0051059659297800946,0.062471971601965916,0.018244923161015916,0.0320300756334735,0.056958322264102926,0.03255330398237673
INSL5,-0.02732872795962083,0.006188456550401402,,0.08216184699562952,,-0.025844326435556193,
IL12A,0.06922120570617378,-0.016091988467322963,0.055972613763862464,-0.0755834287750052,-0.039540631121797794,0.028889681683028242,-0.005856058125884352
S100A8,0.06774677072231634,-0.021625468199915874,-0.042326286769951975,-0.04597590207995084,-0.06120333213423553,0.050052796253263886,0.057169373166881275
TAC3,-0.024978863871967634,-0.007606809236461099,0.0881851917351825,,,-0.004313709466643851,0.019031698612641833
TAC4,0.052242314680497136,,,0.04659216090597738,,,
MFAP5,,-0.02286151765188491,,-0.017676033143935913,-0.025235404334530545,0.03180520619414784,
CXCL16,0.0267503530378874,0.015621351023599548,-0.01208245426325517,0.07359545371613012,-0.010664731754612666,0.024909737097600894,0.03910805249053101
AGRN,0.022145799794475157,0.019136885549663224,-0.010804275512268745,0.016780868081956966,-0.03407758542413857,0.058638311590950364,0.0038686046778682055
COL4A6,0.0055711538986505,-0.03592435982030197,-0.011256681521674831,-0.04150603694118929,-0.04718795768434513,-0.005869477408990601,
FST,-0.005823080364614245,-0.028848337584033067,,0.0769929773008272,-0.04777568348429182,-0.03426179567231512,
MEGF10,-0.05476413580925843,-0.030773665526577468,-0.014379622021995631,0.02878809337196373,-0.03316866035751336,0.04604711112115942,0.0048431199270860415
C1QB,0.06698659911153289,-0.04033148837111625,-0.041752885696241714,-0.02434570275100286,0.00796545128669718,0.04432088218349048,-0.020751803000932083
HLA-B,0.04724688120649289,0.002544045210552344,-0.043634718228362436,0.065162624337642,-0.03516927701137217,0.03265745527555204,-0.04206897636413456
PDGFA,-0.04705923802260538,-0.012639486448736567,-0.020149105289214986,0.014231733817863197,-0.05045932741159172,0.022040496980288423,0.12312690969509801
LAMA3,-0.0011750596111207363,0.12083390367588989,0.07356370940941427,-0.019755918538459035,0.0036003829656463477,-0.013241359185692234,
DKK1,-0.01512700131653755,-0.016800978312434156,,0.02222784604994177,-0.0185593854344462,0.005818564772381732,0.1728824350569055
INHBA,0.002755981752662543,0.005193677177585923,-0.022037673369862877,-0.0015697688047574725,0.06673920402567993,-0.013795058589415769,-0.07756790493784314
LEP,,,,,,0.040482520969320604,
IL7,0.06408238578502544,0.08655652853965996,-0.013349798991811438,-0.03867738031079528,-0.01937511277338288,-0.035434099529552086,
FABP5,0.02855197376201984,0.027879922060944105,-0.04774420726893417,-0.004879478678800951,0.038968179986749785,0.010742842409045213,-0.06291596993316452
CCL4,0.067431313836432,-0.037512047711916956,0.03268243728370255,-0.06627198894924854,0.0038454536790112105,0.02989736111103098,-0.010146703312220659
FBN1,-0.014197230710513733,-0.0275560633178872,0.0328743801619682,-0.023445217921612544,-0.061355842794766184,0.046917040635008754,0.051997633575816556
TCTN1,0.011925844048823625,0.033536348080077674,-0.03303447337052487,0.03958360391917892,0.023803966482587327,0.020966316810097547,0.12148972428424826
NCR3LG1,,,,,-0.01937512306089298,,
BMP7,0.03431346585438934,0.012387382590922211,-0.03051260108532443,0.06043525427090771,0.04474217399012665,0.04364983080904809,-0.08876256620753326
NLGN2,-0.01730223803568982,0.027175856983078856,0.03621692401569895,-0.07584510235627043,-0.02185297947387281,-0.006373550030201357,-0.022892349665533093
CCL25,-0.019095892302988655,,-0.014973084561989088,,,-0.023265337211284366,
NPNT,0.0620798504240449,-0.023876479802503,0.0004707945948592834,-0.0034604568450553844,0.004433185801244949,0.01050524667223271,0.021105249355825993
KITLG,0.11471900800915098,-0.001102737119788074,-0.01316678609460344,0.03753113368905505,0.01969479331377946,0.00816627402125919,0.08174001361240028
MADCAM1,-0.024725358288757115,-0.016800979256025514,-0.0191328310600369,0.08423649159367383,0.014623480306698357,0.05718528475612465,
F12,-0.010497190040070927,-0.034099065027888856,-0.005115483655111013,0.10923495008309692,-0.03924924726669785,-0.01208637175112902,-0.0485519485051249
S100B,-0.012075380524192632,-0.021142250619912307,0.027713928653977357,-0.07626973297332096,0.00707971519531067,0.049827145526956065,0.0559456906720022
IL27,,,,,,0.004126401995702657,
CD99,0.02719167867952363,0.030485744846386945,-0.07216250958510259,0.05718122195704152,-0.06113967506532322,0.04094237593790578,-0.039634077890372064
PDGFB,-0.0016145841240337324,0.040932946562727016,0.0251953993949293,0.03397359095327616,-0.06900902072443986,0.04842383841864748,0.1124892541535466
CLEC2D,0.02966644116070495,0.021984775720774348,-0.01925218661488452,0.052761637666017276,-0.03877191082870348,0.012984481029211452,0.027438375156359704
F8,0.018683916968934858,0.04550012080834922,-0.004471551554096713,0.11829555793828375,-0.05397406149412629,0.01141858522764719,-0.007206069881554015
C3,0.05254652480779667,0.005246802666583864,-0.03343558637045284,-0.09584182377612833,0.03507054595082431,0.008269059218241512,0.1085305394847218
DLK2,0.03377880016949245,-0.023753030566259863,0.0780103401535282,0.004577568202389678,-0.020668156620974164,-0.0167282030257589,0.06939416140832454
TSLP,0.006154282656951852,0.022165235037545934,0.05155783845918984,,0.01200963625766711,0.020380026561882487,0.2113448675358998
OSM,-0.020864922846323918,,0.03264658539239755,0.005008111247411441,-0.044946621712220636,0.08626960138168847,0.04613025570832402
PRND,-0.01662135558236404,,,0.02065041887241991,,-0.01954692206377679,
SLPI,0.049216138728431294,-0.021346729005499412,0.00054239702235166,-0.00015541784399798858,-0.03255388526608036,-0.016980439411549073,
AFDN,-0.006818131069440884,-0.028854084544376993,-0.03836854741887646,0.015035248206916731,0.01796580541147424,0.04456616355989865,-0.04703387110921203
KISS1,,,0.03752825790922213,,,,
ULBP2,-0.04983692160474568,0.028494360434903065,-0.02159178312645495,0.05704532047717739,-0.028979705548533786,0.028656020415243694,
ICAM4,,,,-0.017012967951588808,,0.1700692563890179,
TDGF1,,-0.017145333281042747,,,,,
ANGPTL1,0.03483993395058136,0.00038470900644903787,-0.017145177970860678,0.06848801332458074,0.00864617593581432,0.006422708204735098,0.12592976378381707
LTBP1,0.06184385792113555,-3.8324851976822636e-05,0.0015495982016804316,-0.03916915286306908,0.03701279413131032,-0.02271528449453252,0.03204605394702199
NTN4,-0.023187759762396752,0.014289122173143617,0.06372408397757222,0.00746338653871907,0.009022375084761268,-0.008133702405934473,0.11369862103087845
APP,-0.035853353962794536,0.0015597015159028724,-0.00767723336327301,0.09551740423705027,0.03404263128842683,-0.011532468542662423,0.0659567181250004
RIMS2,-0.011289044932142977,-0.011101644624065838,0.05598508811329454,,0.04797604692556948,-0.018467126921706614,0.08785923372377738
WNT7A,-0.05660143879112852,-0.002582743082327342,-0.022927199295907634,-0.007795772982726355,0.023237635458587255,0.10173991549776658,0.0479100884134848
GAST,,,,,0.06904390828824956,-0.0009251463535998066,
GPI,-0.017044816220421578,0.020626486759204712,0.014035457059703712,0.05907468566385564,0.016525881915479764,-0.04320719744867431,-0.09217550244802629
IL1B,0.05076047377519042,-0.026750456332670113,-0.0038888206861596403,-0.07025845309611169,-0.05001786743350421,0.041203348162899694,-0.03558796815522222
SFTPA2,,,-0.010586964114084366,,,,
HAS2,0.03940001570012574,-0.009463536683565766,0.002135433490812218,0.03949408927812935,0.02705454916111519,-0.013394530098263852,
IL11,0.03385018463686568,,-0.011890338386121288,-0.016693457786549813,-0.02350475678148041,-0.03920882211499665,
SEMA4B,0.025810318580701045,0.010143901813930375,0.0104843456885386,-0.05574363306047256,-0.010040857617714638,0.03980549459108539,-0.011685133203025102
FGF12,0.015553809651857037,-0.01813473594216912,0.07812362888936496,-0.0701716410271311,-0.0036092775283239585,0.016371137189276116,0.07835174226109944
CP,0.004640648649008149,0.005343207600733925,0.01468896509993067,0.008826473392374154,0.023387860697032286,-0.02376375569092554,0.05274071400182711
NLGN3,0.030448074451726117,-0.036811928478122,-0.01263514898287834,0.014102933180151605,-0.026388204098185913,0.033315197900658435,-0.03861834546447992
GZMB,,-0.01457883886921687,,,,0.0121859747263888,
PROC,0.05446164511997765,-0.011491950306765093,-0.009544113993743442,-0.04834850405088463,-0.001431552726069122,0.02621827292607991,
TNFSF11,,,,,,0.062279240590983775,
AGT,0.013552802644317305,0.026896627904991647,-0.04767878936761491,-0.05914744876253529,0.017283867631782694,0.008692650833850485,0.11538431955927049
PTHLH,0.017170198111170962,0.04610903937454042,-0.022590220191711374,0.06917565829863995,0.09550062843958136,0.023798768801923803,0.06949509487969076
COL1A1,0.09018559445787856,-0.016961811790541063,0.004977606130481223,0.017927491861949703,-0.01159518625482439,0.008785564074855017,0.06801539514075164
LAMB2,0.019785653946225033,0.005655368220028386,-0.017053927987587866,0.042353016042715595,-0.0009766352357042593,0.03953114690961734,0.06280091199239483
DSC2,-0.04261804121978461,-0.02250254939558995,-0.037160970675223476,-0.02248288181011127,-0.05985727531581802,0.012355257847928479,-0.07299109232560633
WNT5B,0.027912620142121116,0.04458277785161044,-0.023500662969388592,0.08080692191212954,-0.009832841552617353,0.0528239969056923,-0.049565757046472
LEFTY1,0.11214927717908167,-0.020587334591913913,0.05371155972447943,-0.025752579909101007,0.036834271324688965,0.05184837386063751,
FGL1,-0.021025134601491014,,-0.012195418847736955,,0.04141587767841013,,-0.05567180024831855
CXCL5,0.14320858029469175,-0.01813516180850489,,,-0.02923389838370797,0.026777522349972046,-0.049565812934396276
S100A1,-0.013732787701720704,-0.05970260279590604,0.058588239341959565,0.042024407921856605,-0.032078254171798,0.04895185839024113,0.048199959933122816
C4BPA,,,,,,-0.015026687622165292,
NPTX1,0.0083388570710604,0.022330028525030084,-0.017401830231479842,0.1286346184225957,-0.01855938080747856,,0.014011668370051413
TGS1,0.04040176538070049,0.022835883900438645,-0.019725320106464262,-0.05321530228988974,0.06970888576711803,0.028200155621364558,-0.013017935850739137
SST,-0.013688020883120702,-0.016804370940628463,0.01753252476775741,,-0.03924923653211442,,-0.054828332342516044
IL34,0.06973947799547404,0.032851913024603795,0.06045771637101562,0.10137918901860682,-0.013562244048378129,0.10042139777056884,0.15428275980541586
DHH,,,,,-0.03268964431007296,0.10511204212973223,
XCL2,,,,,,-0.015685102305064688,
RSPO1,,,-0.011256681521674831,,,,
TF,-0.07605580756936754,-0.07898727571944605,-0.004343523710212306,0.05042497595484245,0.04171483633886478,0.08229155862725983,0.0506866572973783
IL33,0.08312996595036458,0.026499127566775443,-0.03945449980863766,0.030296899567047425,0.0013755170720056089,-0.014843988556269441,0.10567260854465355
RBP4,-0.012728443388276852,-0.0015085481170282276,0.07910336418863737,,-0.003489845993431524,-0.027707582786444845,-0.033368531617375435
CCL19,,-0.024840300643860242,,,,0.060122326786473806,
CCL20,-0.015150399567586122,,-0.011092879253221747,-0.04699906332972424,-0.020668159612153108,0.022664554083512704,
NAMPT,0.011984327961073266,0.057404883834857895,-0.04192114148933886,-0.014224831763537853,-0.040672766638946735,-0.06689775615682353,-0.009041963727492157
