,UKF255,UKF259,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH916bulk
MIA,-0.030785043846836353,-0.007365810759111805,0.04392528237859773,-0.03940653431940177,0.07828638110578343,,-0.00339078520163928,-0.013962877978853294,0.009031878553046166
COL4A4,-0.03301211082758499,-0.039265698481364554,0.0019979495052013284,-0.013593894622488835,-0.021132002139154747,,-0.019853580990892326,-0.024657405768219443,-0.028992903260269345
TAC1,-0.029179709945949674,0.03953310488239018,0.11610483282803778,0.11475518025824367,0.025136613103048353,0.16390515999199762,0.16628318333967476,,0.13841307375298847
RARRES2,-0.0017161274866175401,0.03287481656719786,0.004594524658392584,-0.06884485408262402,0.0011955246932282254,-0.039536922323582795,-0.04505624640063757,-0.05726061153792145,-0.003978410657100119
FGF7,-0.02526846948698394,0.01308508721171362,0.015904626872908185,0.008118203410762618,-0.018389561739787067,0.023952039687298574,-0.04563549401783808,-0.014503807510644557,0.00883535083017722
EFNA2,,,,,,,,0.013302773507836147,
HBEGF,0.003793703229751917,-0.06643357918279073,0.010973035587335736,-0.025665829660475384,0.021298422833199354,-0.07468633507054989,-0.04645199452832415,-0.007164134709709173,-0.03330114720761296
CSF3,-0.023107222704216467,-0.004787068594013498,,-0.014382078860612664,,,,-0.06916686949501034,-0.04401666012368065
PI3,-0.045438322536201864,-0.03351052670628972,,-0.016194410619944283,,,,-0.07003145823181711,-0.005480230242658787
PCSK1N,0.016758780324699074,-0.006527066577747286,0.017225936650233222,0.09883538443396765,0.02840594730750486,0.16137902263983375,0.1459179190107168,0.050606576770206316,0.08329103063340632
NTS,,,0.04821116844852395,-0.017677304959587716,0.01929761575839159,-0.02206612718967813,,-0.01783171330776119,
SFRP1,,-0.01421531947659975,0.07601449258495914,0.010961513765033529,0.11446616356178124,0.01584495380149897,-0.03004039190554171,0.013993242720971223,0.08090256193509442
CXCL13,-0.01677857779437248,,,,,,,-0.03760516278993263,-0.02148281764341318
MICA,-0.04441401392305013,-0.053556639816495624,0.04828687384331245,0.015440071913859139,0.007470109455686592,-0.024608472878240573,-0.05898060716085566,0.0874141834065668,0.11843744451982585
TG,,-0.01534058190863929,-0.02557030933439283,-0.017357882449282217,-0.010912634745692856,,-0.020945893269990898,0.05595199444335298,0.061002799456949613
ADA,0.1775912419417454,-0.028143769545786138,-0.004930618714171053,-0.006318493815054547,-0.01772299642167556,-0.07614450727375023,-0.02719347926001942,0.09358199467965683,0.02059937493451903
LAMC3,0.019052409728005777,0.006798165642277155,-0.017730179440520646,-0.021344299420723037,0.020755495067245743,-0.016779876793122938,-0.021387596966590337,0.09262521533391986,-0.03362079354078398
CCL7,,-0.01109121620984892,,,,,,,-0.03593174529569753
NGF,,-0.025412809166389324,-0.024400933497276827,,,-0.022066141718758817,,-0.01443969241408355,0.04711291128962015
TNFSF15,,-0.012350611714102717,0.007274227509118794,,,,,,-0.048715257248172016
HMGB1,0.014476368345216073,0.0046381234982875085,0.030650079762231868,-0.030164048297332352,-0.02406896869438459,-0.041965459902084355,0.017473016223618472,-0.004483450696900943,0.051085224244869894
ITGB3BP,-0.013381340685179693,-0.019910687218001325,0.061174326502505406,0.004058888523377979,-0.03285165739914228,0.009241155491283553,-0.09876037096421544,0.05996427542917937,-0.03729851993105124
AANAT,,-0.01123779471875279,,-0.012973024338948312,-0.012579168870645932,0.08435061292057984,-0.018704575935238325,-0.019696671463570528,-0.02687651845845895
RELN,-0.026022263377078685,0.04275264438088085,0.021654280545687223,0.07011498286744546,0.022993093272789953,0.04858110163802393,-0.02070758001847139,,0.034255758642739345
IL15,,-0.030588122876712323,0.014415140000505294,-0.010645656332402609,0.025451936572602054,0.006679580102719278,-0.017347629668496924,0.03804328301000289,-0.0038107930573987744
UTS2,,,,-0.023306446208299893,,,,,
BSG,-0.06978324343665177,-0.04869743837596415,0.016768318068855023,0.04666896151436106,0.029693398882078878,0.09509839570481388,-0.0710409318319282,-0.028278227073368117,-0.027781555677305725
ADAMTS3,,0.011821031152483912,0.05504882155104019,-0.04556487538805544,0.007106963953111564,0.0007131228137574592,0.045189614577902104,0.05202598741633672,0.049540382731501985
CD34,-0.0383143179908775,-0.0542736011967053,0.025569105960558093,-0.042561804371655104,-0.023535283406221772,0.004609317527044098,0.014857386633813426,0.06121281918396147,0.007988453698726462
CCL23,,,,-0.014761242365652847,,,,,
PLAT,0.0901192908391735,0.006658808063408469,-0.006198387134733578,-0.009869908216425182,0.03575182101523241,0.042075215821356614,-0.10982789193428968,0.03593861934903297,-0.059806248245629905
NTF3,,,,,0.008973540212108609,,,0.02376165625096858,
LTA,,-0.014215318811584759,,,,,-0.01734763180989643,,
CKLF,0.051256724541696656,0.043827833567066106,-0.02994892132755844,-0.0193177571098827,-0.06211794665648813,-0.12405496064049312,-0.12745663321794665,0.09380684359982902,-0.03945673513899849
CD24,0.09108791347074227,0.014765069989545155,0.11961451102652698,0.002759997295185925,-0.062099077403789144,-0.028140172426068928,0.015151496331170055,0.02741408844401459,0.0908922259001841
HSP90AA1,-0.01601650646629953,0.004622994561212503,0.0999082556378147,0.08352031186018191,0.003139633687281932,0.1583827477410995,0.12261030570163883,-0.11270885567302845,0.0008241400404360642
BMP4,-0.0075119037152427195,-0.01387312061647725,-0.013493252777742852,0.011820518431165281,0.024881642649382987,0.1174057395285302,-0.014781974042216515,0.03343461247922696,0.04676609654366848
SCGB3A1,0.018422308593076992,,0.027216165775335626,,-0.010610651975334309,-0.036517741946376706,0.09883957471689149,0.03323304638406483,-0.017830469083950664
IGFBP4,-0.004420953237922846,-0.028301983010802705,-0.021002564030982992,-0.004126252629143465,-0.03408531788005246,-0.002255361957966097,-0.054635662009847034,0.07550889190419022,-0.002643695318953802
RSPO4,,-0.02175903597070403,,,0.041906130053930395,,-0.0240638963897312,,-0.004961723781469128
LEFTY2,0.05492134650611337,-0.021833660223248546,-0.022177094280675474,-0.02301306849115485,-0.011634707960239533,-0.022066141718758817,-0.021415457737308477,0.006993807588082356,-0.006244316154676423
PF4,,-0.009676867633104594,,,,,,-0.01341530203301835,-0.02654813104582566
ANGPTL2,0.06398034038540121,-0.0003038971356667178,-0.022649799185584088,0.0033052126105482054,0.011736117356226242,-0.05464637327015948,-0.06205539458826387,0.09069022929488303,0.026992498640802675
LRIG2,0.05024056464402555,0.0010861056923279332,0.03918219083509103,0.029679026333560506,0.003877855264027019,0.037173291949943704,-0.004013806651858303,0.022625770066082202,-0.009945683691915425
ICOSLG,0.010825515093582648,-0.02236845094164842,0.0883515029166737,-0.027372760847486927,-0.005715206650207626,-0.05911079165454288,-0.046745894842117316,0.02680603917715411,-0.016576475861130233
WIF1,-0.025486083949278975,,0.037926538438848585,0.06088304472441635,-0.005678423520718705,0.11203838999966219,0.12554014479223236,,0.04556079790488868
NPPC,-0.030987361518285596,-0.015011208076682162,0.10877547138051666,-0.03492935466992757,-0.014746207436855573,0.010054093144955532,-0.06381352295493524,0.007463366887337804,-0.00948518080315648
LYZ,0.04755466343345108,0.0020836671965201257,0.007021935200405401,0.030275876458813886,-0.04028241461229741,-0.13901144163615758,-0.03960060292482051,0.023425658366048638,-0.0025932545152684418
EREG,0.0365441394155485,,,,,-0.022699611255477106,,-0.023141359488249465,-0.03056476326067437
SPTAN1,0.059642561530134655,0.019860996849689776,0.08374267120814996,0.08132923109077746,0.014680155478999495,0.195782790133804,0.09715314461199132,0.07255121076135276,0.027085665961419227
LIPC,,0.08611496838897637,-0.0326929968875839,-0.01006653812965369,,-0.040654590031718445,-0.01388189320173155,,-0.041400221222300526
COL8A1,-0.028849789262657587,-0.027732004405943245,-0.03138771247580014,-0.025987581932662526,-0.016611684861127428,-0.09357714746730485,-0.08271766483271814,0.0554390758859589,-0.06442998066693233
GSTM2,0.014789091721644611,-0.015520755745222853,-0.01782779003850593,-0.047523906744769605,0.014225381409529036,-0.007302411857029388,-0.013455368190546492,0.041083680126640834,-0.030157037062360698
SPX,,0.013971647697730816,0.003627752230194184,0.11224748404518538,0.030022601221320735,-0.03517035809302748,0.13283970477577312,-0.01665681219894354,-0.0007512754902977999
MFGE8,0.00927399309000598,-0.01392408728643877,0.024273504120591972,-0.003139312004297647,0.015073131324824289,0.0035137373736653806,-0.06957119751674279,0.039498828031171856,-0.007579631442917941
TGFA,-0.030334070622682105,-0.03811342184631044,-0.0049442175071010225,-0.048688116916023934,-0.035407940400210274,-0.04850000470209622,-0.010384411148259855,0.07345198164886074,-0.025089253865729456
SLIT2,-0.018358280003134303,0.015086126930607678,0.060208843855607215,0.09096559743379906,0.013956924858023316,0.10202669754372608,0.10393092000616719,0.023680135522390504,0.01611197663461585
PLTP,0.01605296950385775,-0.03837056611941073,-0.01566296999672079,-0.06132232394148287,-0.04879956571589513,-0.1676872249126998,-0.04427841592301743,0.08929094103387707,-0.03268719752488915
APOD,0.0061205902716265125,0.04969497208447437,-0.01323727506241317,-0.0740065160525249,0.019180679033129984,-0.1106281399177462,0.10098404904078159,0.06330764576108894,-0.006199076974909743
B2M,0.07926256196523826,0.019954338930348724,-0.0599991716927939,-0.06742068125192992,-0.0654334329045326,-0.16666980537259005,-0.16151087127420538,0.10748205694121311,-0.00681230295623539
OMG,-0.004490970863047012,0.055285295308868755,0.00469618600926781,-0.06888580439625495,0.0006450817720079605,-0.08766138362886551,0.10745044728029943,0.07790797768927626,0.03612688557077724
CXCL3,0.12220714289121569,-0.014087918785715931,,-0.017032960812973116,-0.011351153108773765,0.053801901980902,-0.01249343632313191,-0.015346872219804195,-0.0071336552118016795
CXCL10,,0.011611201007478466,-0.0037178521343664795,-0.07530904663579423,-0.017243232382428718,0.010762444754257675,-0.019853582245149777,-0.01799380907522959,0.02774630722863654
RSPO3,0.021664769881363215,0.014429075688917707,-0.028583444356025084,-0.021302393851073128,0.003564228900015484,0.007250889436747424,0.013192660154240044,0.024582728261820685,0.04187574657551223
CORT,0.02372778649988945,0.02177152443851801,0.08692831490552855,-0.0015072573942771991,0.017495954832823197,-0.022861322661583586,-0.013160433085764669,0.04417783129902175,
NCAN,0.019794632825695387,0.010940243765723381,-0.004548196413463441,-0.016498915125695447,0.011958164834020055,0.11764783436989931,-0.10287965562872761,0.0684425896917217,0.09522223378548149
PRG4,-0.025836860869919463,-0.011091217938250325,,-0.018453660655999526,,,-0.015263920936310698,-0.02071456508607484,-0.03695138157105655
ZG16B,,-0.01287271487042154,,-0.019923692167494653,,,,,-0.02264827855341001
TGM2,0.03336931667905159,-0.008445343040995984,-0.023409116715889047,-0.053924819545144456,-0.03302846029383266,0.018228895473568565,0.017821121014396597,0.03841039211633752,0.012164859570279674
VEGFC,0.07284067336311678,-0.01976752014754729,0.008243293096875442,-0.024329992947390883,-0.01572959110385126,-0.025650461881606412,-0.015577439733307436,0.030296976173409488,0.03976256231462934
WNT6,-0.009368655529513796,-0.015340582545588387,0.011841034028983387,0.0027875428005169458,,,-0.013595202786403054,-0.026091052835271127,0.06487963377892715
NRG4,-0.017320106095833256,-0.013498519608299066,-0.026471506672437032,-0.022985205015199038,0.02215277184115627,0.1068398193929991,0.019085191624335276,,0.025855528863662963
PMCH,,0.02891665641662436,,,,,,-0.019696670765086865,-0.045070624088644554
COL9A1,0.17089352647405212,-0.014098218531607391,-0.013877423621779968,-0.04730105618781658,-0.022476683590177786,0.1210753881646071,-0.020707587961144715,0.08463616168521869,-0.040036385686339986
GDF11,0.022634524044452847,-0.03877972781589803,0.025057559927918787,-0.014718063778258123,0.03651626634251201,0.017236223117225894,-0.09096475749857044,0.027067570514411894,0.005963964067849043
IL24,,,,,,,,-0.013201401862692207,-0.012235393358755897
SORBS1,0.06066838913298348,0.03354000004355231,-0.026426134237370932,-0.03241410680896489,-0.03721704626837316,-0.10682624829179,-0.035284927118763715,-0.012688730531367626,0.06251244277515926
DLL1,0.017795079437551865,-0.04029903974503452,0.05527585801442671,-0.01363503919429202,-0.016632313829696516,-0.09744113332255044,0.016016403232623915,0.05451124223907907,0.018633135710509032
TLN1,0.04994965046978814,-0.0009624365300736658,-0.024387432248415646,-0.06511235869408417,0.02131837705496483,-0.09430966287311957,-0.116634221500723,0.03447205230024668,-0.01221508384328102
COL2A1,,,0.04007570048643538,-0.017032966609478454,,,-0.012683402808140672,0.014507832422458851,-0.03170765316654525
SHH,,0.037866607850277456,-0.025570312067952714,0.1021123616011153,-0.012182920796992125,,0.1533486021553878,-0.03880995409903627,0.017653213154772193
PON2,0.06709884848696836,0.07820945601614492,-0.014720818251872726,-0.07056830984121633,-0.012632689657382767,-0.05450619839743861,-0.1143940589505824,0.0541061444091815,0.009839367907637857
ICAM5,-0.024699337736328757,-0.001687107047658898,-0.036974767409113894,0.02921118292363611,0.0005689035743140046,0.06144558265550405,0.12441355028979427,-0.03220339421468159,-0.048782191057837085
HPX,0.023996216950179138,-0.02804334416138488,0.05054477164156405,-0.02480354800786583,-0.010610650893603895,,-0.0065281950530169655,0.06810615817252139,0.04793182029289711
SFRP2,,0.030678662338822518,-0.006836054384419006,-0.013593890619580776,0.057412774450864255,-0.05723405445299004,-0.008679297717759082,0.02508348340283902,-0.05962010680472653
CFC1,,,0.014497152113628061,,,-0.0233171382999376,,,0.002876847311409485
CD70,,-0.022311154252821142,,,,,,-0.056917941673527775,-0.061825409947784384
HP,0.019366289050413106,-0.019095242927867045,,-0.02296219774835441,0.05592317238966086,-0.05261500772280238,-0.024846286257871535,0.08458598537791608,0.052302453033703955
CXCL2,0.0053103678297822445,-0.03448903860147362,-0.0005918663270734083,0.024678743614648075,0.00479324875973634,-0.042581794427270746,-0.02395859948232598,0.037159143894352376,-0.04646153170690485
NPPB,0.0900617723038762,-0.03362493763651525,,,,,-0.0155774408662993,-0.01741137007083746,
CCK,-0.044675543766241825,0.07322969256079,-0.014173361645909549,0.05674041008079937,0.06543928341950445,0.16692940221925553,0.14168907011349302,0.019565735568754593,0.0266366944408199
SEMA6A,0.026951401619677327,-0.03911293059466358,-0.006920952924560221,-0.07597273986343547,0.03645577150148563,-0.06903956977622942,-0.0829996974611064,0.06870257319045726,0.008575334650338004
IRAK4,0.027173113673467943,-0.02113566536652381,-0.0003018209533513934,-0.04717419207617503,0.016735457126582316,-0.08499601788998483,-0.0143590177228793,0.0351648373654383,0.05415300411419219
GSTP1,0.03781403628131375,-0.02980602243540788,-0.06103042982010411,-0.051961384830017776,-0.019289873598138704,-0.1339882250439101,-0.11663826208502875,0.024030258277692194,0.03423086458822462
VCAM1,-0.02353019949771698,-0.03493718296087889,-0.010828063913173919,-0.06028569968514566,-0.023171602486377896,-0.03001966653596112,-0.004098061975408861,0.0036580983254431505,-0.011656028476510037
NXPH3,-0.03195298501152816,-0.005401552071752733,0.05066969464854232,-0.025036061865952072,-0.018303100421392555,0.04693817496788359,0.12607582690451202,0.0365859863091755,-0.00557049452954478
MTMR4,0.058715964224621026,0.014096122670652278,0.028825518007375612,0.03528555047600752,0.0007871260844460596,0.04300030491965897,0.02218793220375446,-0.0070106816384948424,0.0592121416033272
LAMC2,,-0.0027331047625849475,0.049161876144868506,,,,,0.07582648078992998,-0.033890243829433044
IL10,-0.024113139676100435,-0.02894244129233338,,-0.022351055241113003,,-0.083501668273878,-0.013944024230307484,0.07754008043215797,0.03962039503670537
SEMA4D,-0.020436063205259744,0.016719998917136138,-0.034646596039866556,0.007996839501904548,-0.006931276935071216,-0.03341608079694405,-0.038500142093809836,0.06537400224182767,0.012940116804028252
TRH,0.038805333739746546,-0.027321321383065974,-0.022663941954252056,0.0195932324721702,,-0.0068837517329463065,-0.036101207631044185,0.07649723801122615,0.053635336702771735
SEMA6D,-0.01544302278476159,0.02879790886342057,-0.009069608052963337,-0.026486902366190425,0.024668168238888007,-0.002985153767956545,-0.056925623528100516,-0.02165722020583427,-0.04900445312008925
CEL,0.03293026393152391,,,,,,,0.0522463798013058,-0.0077446274151318885
PDCD1LG2,-0.024113127180885742,-0.005705315035709859,-0.02080633885282514,-0.04079841982920149,0.012353936928478297,-0.032068551596795045,-0.023852909712406698,0.044669333738393005,0.06565940758591704
SPINT1,0.021330440520437862,-0.0321176358796444,-0.026911735671333897,-0.01304048789685155,0.016538515424824197,-0.035264618615866,-0.02046682567947514,-0.0075735403217640496,0.05955564121746326
CTHRC1,-0.02096800208274003,-0.005731781373450948,-0.024697371556735515,0.015260176402478618,0.03421930900501032,-0.045249799242777104,-0.05353417970092717,0.08180761236778084,-0.04117268002208354
PODXL,0.03518403901721394,-0.005728957000326384,-0.0014565554826786132,-0.016507626700866685,0.011501407701764863,0.03008009933996506,-0.03680055146090837,0.08963853153784136,-0.018601691136171983
JAM3,0.021389320252007106,-0.03157130515619205,-0.030479742668955662,-0.04615977939229992,-0.05825798231757081,-0.11888181872707926,-0.05323026518733292,0.017042725214139142,-0.02183979996533975
TGFB2,0.08680557705528952,0.0604486511194024,-0.027549126197977756,-0.020592796293158647,-0.019195250097937672,0.021286133280639594,-0.01694923563866263,0.0674948146832533,0.06100672670709349
COL18A1,0.05598997252839938,-0.06294202634763697,-0.043978311502545255,-0.04391514368098203,0.03262091787809291,-0.10019106383978954,-0.05527031974221971,0.033284504912145144,-0.05802135380144731
NODAL,,-0.022698604370672344,-0.0117766830246383,-0.026107361564362847,,,-0.005357960528065646,0.03409046417312128,-0.04322737728650489
INHBB,0.067881841463011,-0.030179808343097095,-0.015508020887954548,0.0026703805307791255,0.0694776969854964,-0.02797476187560925,-0.03749599698220217,-0.04113499795965938,0.03200744990543772
LCN1,,,,-0.014947416198845286,,,,0.14180572212819623,-0.02377111459986505
ARF4,-0.016310605259037745,0.021847703160268104,0.013866510867561247,-0.013025995214192086,-0.015730115180057517,-0.0695429897109463,-0.07750079763440115,0.0425698883178987,0.008762988961288104
CXCL14,0.041257352249784905,-0.028301895878813006,-0.01661552726937936,0.0768648824444737,0.010573681454818039,0.03818835888193692,0.12434997138059012,-0.01681584822307217,0.04845674824838951
LIF,-0.004750801700266827,-0.030100231853765366,-0.026248870780204853,0.01201305629707125,-0.012579168870645932,-0.0317242769785615,-0.025798110306630696,-0.027556907011141222,-0.04896580612565128
IL17B,0.040645194111279793,,,-0.02468587991217933,,,,-0.024657407224186342,-0.026876513060918584
MMP1,-0.04327319091980376,,,,,,,-0.025382649162802695,-0.007069836317856387
MATN1,-0.028509307157134324,,0.12235569118550352,-0.015671349684691308,,,-0.012683401229751883,0.03615299624101875,-0.024492836234222357
ADAM28,-0.024598471855141663,0.02116228076277603,0.0307072610773777,-0.03209939939596595,0.00022472794376305076,-0.06751984549394473,-0.012937965363583001,0.10483332461585572,0.05493752426778731
TCN2,-0.006991815838013703,0.014105183029384157,0.003396450400763016,-0.041082593165151754,0.030961558235510955,-0.060437298904744564,-0.057337167060440945,0.0722229763447331,-0.06042343760684389
THPO,,-0.023382483869483266,0.006659455946729963,0.010198203385115847,0.008332002331111676,-0.031491838314345946,0.12017004077101218,,0.17991837755284218
CUBN,0.011466560810612656,-4.850590353112763e-05,-0.004110786449667876,0.015678034368816797,0.01548272704282445,-0.02421621618078291,-0.015901374581216456,0.08420688126254468,0.049939566212693694
TIMP3,0.0467796274953793,-0.026498644760747005,0.02360751330857134,-0.019348580644803774,-0.022570393765103128,0.006134941443082124,-0.023939035444614173,0.004336699983054604,0.005328143803656423
PIGF,0.026194718966784818,-0.011198941427198454,0.01256906069286204,-0.005434980958280355,0.010229081979293977,-0.06211673267835019,-0.053871459792892866,0.04861453236569507,0.013024281352417967
CRH,,-0.013000143348735624,-0.004354680343653135,0.07941721450488251,0.01157365873684027,0.05414743604453188,0.06194656870620466,0.08114089414406611,0.04728740143795059
BDNF,-0.035089192527051796,0.06994544232150761,0.029364467191264416,0.03992160306764113,-0.021293934786463607,0.05356981048025939,-0.014284768992476583,0.03617789682456585,0.011331679811787586
CCL5,,0.0263464722053176,-0.007905723047189934,0.0009314796153057685,-0.03270949197514946,0.019539328894775287,-0.017206560994602025,0.09749935733306028,0.030612362295382233
GAD1,0.037004489047026363,0.02667454567302309,0.06407688683408655,0.11997003660431281,0.09541911326485039,0.16149842163880984,0.1504724159896662,0.020844397795795982,0.12143620108471806
COL14A1,0.03612954555951964,0.025086390484615095,-0.03305848798036284,-0.02651585216365719,-0.017145832045167314,-0.055545427997552195,-0.042489190548759125,-0.027018608728326832,-0.05597196147281034
HLA-A,0.030490421159580193,-0.04720951167565682,-0.09716442100647119,-0.06596463110032008,-0.00716803834616779,-0.14887987784620163,-0.13130020126409675,-0.048503071409490256,-0.009586507562588286
CD5L,,,,,,-0.03286523899522782,,,
FGF18,-0.017846212564164524,-0.010328516672508396,0.03541611138338991,,,,,0.009954802394623877,0.027465621346319063
ADM,0.005502919005914697,0.003051741558406857,0.007438908750667702,0.006911060481704865,0.046655641602155386,-0.05614216598760771,-0.08097554023637363,-0.0975342748379437,-0.04129841162628761
CCL15,,,,,0.027091453419418536,,,,
GNAI2,-0.010342493528519908,-0.05595631335311104,0.005983073772968522,-0.09037832076704157,-0.07610960547008393,-0.1134557724236744,-0.08788454661499065,0.0028878312711630083,0.01544601648480996
HDC,,,,-0.048922962374607054,-0.015935171917595265,,,,0.016517950394361592
COL11A1,-0.004109530295072479,-0.04045343311205053,0.0018359264248032044,0.09206538336041833,-0.018872717822671744,0.07288140304397354,-0.027873579878194048,-0.005989558234499109,0.02804054161586143
NUCB2,-0.023585856552537064,-0.023563848368038414,-0.012437762360861871,-0.018273517674357212,-0.021113647116511508,0.0024954869420356694,0.020066545054829205,-0.0017721802711965946,0.01488149963454815
FGF16,,,,,,,,,0.017777714609102997
CXCL1,-0.01758499918195191,0.008836308765374746,,-0.038236061523646656,-0.011911814130076285,-0.04483839239116044,-0.017206563911828454,-0.04060522813396559,-0.01567592489368672
VCAN,-0.007765348892066767,0.023261362547406246,-0.031047493189586748,-0.07915961498724881,-0.062058451960273604,-0.0751339138329262,-0.09502410492618986,0.020363316064588764,-0.022473139232479292
MMP7,,-0.006065448228499917,0.13301925183834631,-0.01091038112029295,0.03947093749412191,-0.019340721981400823,-0.019603491016622093,0.05020079869254007,-0.017315957809211375
PTPN6,-0.037494712608111755,0.04153298755849009,-0.005475492846007566,0.061308250131179846,0.03952274092285429,-0.025241287728350992,-0.05257500728732706,0.05542186057863405,-0.010487902131158562
PTGS2,0.012619064619402915,-0.04094429079835894,0.05901200514262817,0.044474768535309954,0.18252860397410212,-0.06463388985790013,0.06970677780989157,-0.03643783401446882,0.03195705448246701
XCL1,,0.04047086140847394,,,,0.0172023177218083,,,-0.019759602924743488
CD58,-0.024164132155469677,-0.05100502726936859,0.021063851111861633,-0.016423817512145084,0.02171688806354878,-0.0037063055530745103,-0.08025129328094313,0.05244239945655005,-0.0020521157705915803
TNFSF14,0.04565047409225434,-0.02310728505727137,,-0.022733382468888234,-0.011634707960239533,-0.055089350939939816,,-0.026207568724752047,0.10687912530868082
CNTN4,-0.020516155367332922,-0.020196340810173324,0.09357068988094848,0.05246507801468064,0.003514475320745351,0.11194252276573434,0.057230082467172524,0.056726934393335475,0.04732644502151304
NTF4,,0.047762279813757864,,,,,,,
INSL3,,0.1541077405050763,,,,,,-0.015212285272785201,
BTLA,,-0.016394491625849536,,,0.10130294834411309,,,,
MFNG,0.07454946024975576,0.05402539336343767,0.035784901094791925,-0.044555362237007845,0.0726655734336608,-0.03400401232852049,-0.05273560699348316,0.12099958401870864,-0.007928083854423291
ICAM1,0.011268647209771247,0.007097406324718808,-0.0015081624002156158,-0.04680895346393732,0.0032873560434077765,-0.06552899497985247,-0.057931793278899676,-0.009331159227082235,-0.014544752333146707
PROS1,0.08210490656365117,0.045814688501164574,-0.036009861746527344,-0.02255409248056357,0.016487437520734918,-0.06823874702711905,0.03595129620770526,-0.00820908197738127,-0.004207650060367902
CLCF1,0.04247129767668319,-0.015932938730971766,0.03491502046096435,-0.04735079932773297,-0.03177607869807311,-0.044486405236087906,-0.037771872191363326,0.014955482892493835,0.0030870059198385624
PSAP,0.016736220699794597,-0.07689786605677548,-0.02807086691436543,-0.05241625705757679,0.0052563583961237215,-0.05726418205592957,0.11678381681958538,-0.01638592530421549,0.04879456508669253
EFEMP1,0.08493299509906231,0.004829258535279143,-0.020979403115836202,-0.040615438135693745,-0.050033333443188326,-0.1902242225770165,-0.09935641735214834,0.05043127029982732,0.04216898409432325
C1QTNF1,0.09220407135410029,-0.013069313011282741,-0.018501988702738406,-0.02833664146054019,0.019300447781235318,-0.08174770414816775,-0.0012024930155547313,0.0010151626952306673,-0.005307240576703649
ALB,,0.04485481671114731,-0.02510859570198723,0.024125415154929,-0.01321457090735186,-0.06917577247351778,-0.02744051968376217,0.028773785575286034,0.022924043726075854
EFNA3,-0.0016736312556048566,-0.03204795175503977,0.050012283783204506,0.061596569198275976,0.08328595392094594,0.1383899885760041,0.0014379062113298823,0.024864417625585254,0.037339043153499306
