,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH916T1
HSP90AA1,-0.029783882589661533,0.005916322657794463,-0.03049163294176982,-0.06811120692804398,0.04658230935892456,-0.008945608786658244,-0.018380214915709642,-0.13432981225066165,0.01932437797047909
BMP4,0.028945578324125157,-0.03637266876858254,-0.001506391868586488,0.0039180192255398195,0.056180196011858544,0.039763910203852275,0.00046679350233484225,0.09879355755094105,-0.009984663395570683
SCGB3A1,,,-0.0211814762823259,,,-0.019583210503264444,-0.024322950455830133,,0.0037434802343878073
IGFBP4,-0.05325227685409763,-0.004245511294647732,-0.044422897920145095,0.11618388163068491,-0.005951962590045512,0.038441121572635975,0.0851383586323424,0.023583817499127552,0.02913366248518571
RSPO4,0.08771030265433986,0.0357254057221488,-0.009694803611600054,,-0.013281316060611944,-0.019583207638776905,-0.06299801210134057,,-0.016860445555993978
LEFTY2,0.06828768566345403,-0.016892703820384925,-0.005911826547580574,0.027597094296895355,0.1291352603024271,0.018351518069619783,,0.11701009635225418,0.07618964673426289
PF4,,-0.010612465197885976,,,,,,,0.12381067139760368
ANGPTL2,-0.018505384649026756,-0.011366181031369386,0.055079040562947455,0.07764912500041177,0.033427475582763044,0.08932556990444195,0.0010855024518174432,-0.02011065242453378,0.003354913566683033
LRIG2,0.060624074346352676,-0.027956507138542388,-0.04245435175308599,0.06934357374541017,0.02570675568574353,0.03397831965834191,0.09511453690228366,0.10015861707065611,-0.0020965148978884184
ICOSLG,-0.048201184642953566,0.0674067601859812,-0.050360892555530945,0.11554751479953884,0.014932125487772119,0.024592305018512974,0.1595399425147403,0.005025944676086989,0.06614549369155186
WIF1,0.12692631268610266,,-0.0196039083724816,-0.06550870576917237,-0.010248877026937876,-0.004456106386330409,,,
NPPC,-0.029034750640553615,-0.016462550624029234,-0.042645675471639104,-0.009465716797390862,-0.006268625534677008,-0.0051254124544215345,-0.023449374155161032,0.00033671346209895235,
LYZ,-0.10538751814118454,0.010892199479260022,0.010582388081677718,0.06087029756781527,0.03814984800894238,0.06965650078063129,0.035746950414927696,0.12545927151694242,-0.03000598855199759
EREG,,,-0.013594440700570393,,,,,,0.023515856684781587
SPTAN1,0.07481923139120382,-0.024264327242187623,-0.03959267052864597,-0.004842963584606072,0.0008269136534734069,0.03936090622703095,0.03848177861841164,0.011628241904636783,0.06434953337966874
LIPC,0.025084034907736134,0.011268677244066515,-0.023668590774993923,0.005573983542886596,-0.024830772914015635,,0.025561893685196943,0.15762811886162506,-0.029367847000455912
COL8A1,-0.0507435247142129,0.03356364954158202,-0.027543536467306395,0.04213112143597615,-0.06004287117867575,0.009611424096168136,0.027615957967616782,0.13040496231821652,-0.03455139781781472
GSTM2,0.019245568504216982,0.005356838106667823,0.059009292275508864,0.05616449480007602,-0.021513847176937707,-0.006287019254861635,-0.06358403458364321,-0.001718871177062543,-0.013205794342119563
SPX,0.09454863702740247,0.005000973226497239,-0.02188028027046652,-0.04364019721204247,-0.02678692756614538,-0.022593099220298098,,0.04499508302170026,0.09538092137757163
MFGE8,-0.07918697513952337,-0.01235061449026612,0.013997468541622144,0.0410672746851145,0.025133959321761302,-0.009631108021797837,0.08546924892630905,0.06155112136720448,0.03172762256625453
TGFA,-0.014070826321053631,-0.025467737682941822,-0.023282443334182844,0.003756937180506018,-0.024265216926760178,0.00512136365629869,-0.007141995810096991,-0.016093241198274797,0.026161580667692412
SLIT2,0.02891192655959454,0.04968729786880041,-0.018095129121344644,-0.04134756360035328,0.04154013282132986,0.010776039291420722,0.18263483823798968,0.04261720444109299,-0.012094035075195707
PLTP,-0.0038332416256525396,-0.03362991099365795,0.039421645356616124,0.09223598213348481,0.029672137122016665,0.09947391694385188,-0.01666604584748834,0.049287409180588715,-0.022832108486452125
APOD,0.03537291213491885,-0.006780713230851402,-0.002985332369986959,0.0746526627047444,0.0653132511499353,-0.07066347101692447,0.07391574540678027,-0.06668290837940018,0.0014093505450566493
B2M,0.007516283943501561,-0.026151726708675573,0.07066731381812594,0.1097799904704522,0.08821156958689273,0.07011776335191983,0.13886849031729334,0.11294016207480968,0.020079457165009945
OMG,0.07156715063821205,-0.0010281407165789477,0.018806404222491867,-0.021150355375115476,0.03236319747402157,-0.01588115001289854,-0.0073311521461001195,-0.03442370532232239,0.003261310742165683
CXCL3,-0.08322359571728621,0.05277681530448849,-0.03547554079794283,-0.0163376097442514,-0.03702359725525412,-0.02094989273992256,,,0.03535288602253739
CXCL10,-0.03037200679260472,-0.03748556796792165,-7.393960495360447e-05,0.14470552017762983,0.04077953239956335,0.06097090779477745,-0.0832152442619848,0.032310445854598774,0.0568494026577599
RSPO3,,-0.012324307933462243,-0.023668576182146652,-0.020432748080539062,0.022119773509153142,0.00921241290525214,,,0.08154941402979593
CORT,-0.02385244436644065,-0.027638206864480642,-0.02872539080180342,-0.03536344839051212,-0.038428853581158856,0.0565845446513627,,,
NCAN,0.13324430401301932,-0.026909683717363197,-0.032140294344544434,0.05984415684748657,-0.005280819679397924,-0.08067243332599702,0.1350747353276583,0.006240265003433868,0.08486348461263817
PRG4,-0.032552986239528604,-0.012163560444826223,-0.016946615571863877,-0.01770031114736895,-0.016972994677272625,,,,-0.026026491630231765
ZG16B,,-0.014117299496513767,,-0.019110330310230354,-0.009073653377395888,,,0.0043812099761690905,0.1211067848031285
TGM2,-0.01670201791727182,0.0323131294136312,-0.009968378318186926,0.08472601895089044,0.032615113650532275,0.013964420297755646,0.041989184366837885,0.0033385399540019345,0.03715335848866708
VEGFC,-0.023357417568908443,-0.021678721624411826,-0.02608645693067297,0.009939941629600553,0.07262918747062719,0.03523443652972635,0.02000565388244167,-0.04508540800339235,0.026931201243247174
WNT6,0.10932789622722289,-0.01682377031007531,0.08918436157600253,0.004255399331767268,-0.0066171446554078766,,,-0.0330784404517589,0.07448927657412564
NRG4,-0.022076429466009736,0.061517925402418426,-0.024138237730208154,-0.00435639627981067,-0.017431957293271336,0.03150856005315715,-0.008451267788342445,,-0.01655306064993765
PMCH,,-0.02051184317381191,,,0.028132982534087463,,,,0.001546348479924259
COL9A1,0.018937418631141942,-0.015461289664336714,0.01400777154716701,-0.007243100197589395,0.05975003301496801,4.244915807734659e-05,-0.0023143051226622658,0.08204190737657267,0.04539961484897604
GDF11,0.08603770748939167,-0.02796574167813663,0.01935798811478881,0.0746293837804627,-0.026101700721385197,-0.021366072248348498,-0.03497780115223206,-0.009353387361769511,0.018012619869260428
RAET1E,,,,,,,,,-0.018158589920313137
SORBS1,-0.04939665128954767,-0.037384402920606734,0.0334069736846088,0.010096867667395811,-0.02344779758051879,0.005119925170048786,-0.010768189630585678,0.02015206948016467,-0.019114565530182533
DLL1,0.10558477496803197,-0.028298876792536624,-0.05449399978152639,0.05067602761370176,0.03749397902160609,-0.026637973163258662,-0.06795149461155683,-0.0600233336054917,0.002897072666778101
TLN1,-0.021100210154267166,-0.02168077945162404,-0.01999401776092536,0.0844746480397834,-0.016628644497129932,-0.05750619624136531,0.08188037997956743,0.00496173115963178,-0.026628129530838845
COL2A1,-0.022596679332061626,,-0.015135898537663834,0.10150633936310277,,,,,-0.02409029532572828
SHH,,0.010050093540668228,-0.03837052685905703,-0.012843350753110794,-0.025714443682496195,0.0024076538397759316,,,0.04744543161539698
PON2,0.10899863236330856,-0.05475826637066586,0.01884058676722511,0.030743696110628334,-0.0182285558422635,-0.0005433185828372545,0.01545740963438903,-0.021501511127520453,-0.011975837897118065
ICAM5,0.04755646077011247,0.04072574289574944,-0.04014031686206128,-0.03192529686294356,0.01867633167322234,0.0062141323234729765,,,0.035394626508960005
HPX,-0.0359837499591193,-0.0307546848038837,-0.02477310197255893,0.007945419010517757,-0.0025340069174511555,0.04151969332997035,0.056064469544057145,0.1435651051241187,0.06170695463450305
SFRP2,0.010782295432548534,0.06634071616487336,,-0.013038935642920928,-0.014840538655564195,0.0006180104401167552,,0.014830246346079854,0.025743280678838954
CFC1,,,,,-0.011419279170463925,,,,
CD70,,0.060037987961706056,,,-0.021300953910711646,,-0.0032642217439966827,,-0.02525468493189524
HP,0.11587424967378737,-0.004288576013057773,0.05321027983966967,0.009268749357947354,0.08065476370539776,0.06633200217242914,0.033143881125930814,0.13457529462028278,-0.024761568253081796
CXCL2,-0.02391505690353139,0.04678800188919237,0.01765310918044831,0.008008635385116909,0.06526630004286692,-0.006043943127515778,-0.04953375218566387,,0.04305210055569761
NPPB,,0.049439640029191004,,,-0.009999185248759288,,,,-0.01679123651134867
CCK,0.05303676799384406,-0.02550134833597973,-0.0044025429625015764,-0.09769329118426329,-0.042298711885717634,-0.06434127903653632,,0.020873942315875475,-0.021782766640308662
SEMA6A,0.03538102533879614,-0.032456215906293516,0.03147173222011757,0.0653270918372114,-0.009313044339713118,0.03827819720114027,-0.10991089530974815,0.01375899670338417,0.03525683727719422
IRAK4,0.019786822490165997,-0.012181543475170692,-0.010899592755689188,0.02490447804900366,-0.015373718575644223,-0.00555792552755528,-0.009779705779912587,0.01006772244716394,0.07077126068946983
GSTP1,0.07210224851104338,0.0024501359704052496,0.00868706752410367,0.07840006114916698,0.0052468990315066456,0.019290919792373608,0.05585099486561637,0.04273259507488024,-0.007386513648173307
VCAM1,-0.05850431232175091,0.015801880195817724,0.02502775386500718,0.11025114640924634,0.09822991678680273,0.07619984291866554,0.04371883643920658,0.06169557886186191,0.03250391425466503
NXPH3,-0.05634218170580786,0.019716830816464002,-0.005643161926570513,0.013379867269255831,0.036064576868500293,-0.0025605682511282966,-0.04523552205975629,0.018393955747672663,0.014384136936755169
MTMR4,0.034460397942863236,-0.005326456723845952,-0.019436829051107732,0.05247813884341627,0.08658265278708517,-0.019606001948050945,0.01688358210779913,0.07261403890609211,0.06715748472451982
LAMC2,-0.020160123158661957,-0.017747227303805114,,,0.03101356389665139,,0.023375783916910576,,-0.005588456522211058
IL10,-0.031984738413375687,0.07269910659163858,0.0766291229483505,0.049276779959653356,-0.008880833675701366,,-0.014100677052138867,0.08503172139902712,0.03004253563893907
SEMA4D,0.026440877793949824,0.016382625149814027,-0.05777022247015347,-0.006929387355750718,0.09769384649653376,0.047841269741709526,0.08662435205793337,-0.042329701634664485,0.011095747668049532
TRH,0.07295570498617297,0.04834647406910368,-0.014894871710759894,0.00030874509474657585,0.04215647872879972,,,,-0.018807310937782446
SEMA6D,0.06838660728245545,-0.013955973780023601,-0.011442747085780757,0.04147777836585684,-0.0118839751105439,0.018797711611700196,-0.03921548559826569,0.02698890810411544,0.018299295001012975
CEL,,,-0.016494516908500744,,,,-0.04123763449710763,0.08738584419103439,0.04578810424063948
PDCD1LG2,-0.036037070356650894,-0.021669116858980247,-0.03311745622672951,0.023562049147843045,0.029014020538418332,0.053623939247928305,-0.02784873522507256,0.09062327611961789,0.004958222742964901
SPINT1,-0.031214019473364156,0.05113821049247702,-0.029464165221298386,0.01782554351142917,0.0315631274916702,-0.03200327110863554,0.050294790171739545,0.05965366845356942,0.06495870976892555
CTHRC1,-0.04890130045140842,-0.016382440763427524,0.023039801826574672,0.05076788508652591,-0.052054497303570646,0.0031512753909752234,0.06081796759392376,0.05230678116862574,0.03260530422108712
PODXL,0.022282736696323142,-0.02801637285157054,0.005275386307107331,0.09184143375016508,0.046566383047582524,-0.015853953157198678,0.09113990874173358,0.06655129766519821,0.055018372545947616
JAM3,0.06639355061577039,-0.010993330008798562,0.0034377694084748393,0.0935178615585578,0.0017621624591238286,0.005253325833979106,0.002222019553953589,-0.04580277412956145,0.047335896493777646
TGFB2,-0.021753214527232334,-0.002753102542628231,-0.005595988889454483,0.1231954259099203,0.02207329164105149,0.05527633571361588,-0.12857568799796018,0.1278847041595308,-0.04430683701949584
COL18A1,0.012477238482716356,-0.009468082624894911,0.0296293905360188,0.0848260694289636,-0.02045075038246565,0.013986118121354802,0.0007122954940602705,0.028247065864708033,0.0139312009769819
NODAL,,-0.024893194580885212,0.04677234142762164,0.041926925692426606,,,0.07755915168806146,0.14027846577325523,-0.02573951534557153
INHBB,-0.023476137567443524,0.01205166312308953,0.07164199021385283,0.019756425870785146,0.06021851867389851,-0.015180820347354204,-0.023618703087670168,0.02268541653349187,0.012373036544425762
LCN1,,,,0.012020735060888866,,,,,0.08775745346297088
ARF4,-0.031042538817962508,0.05857666950063099,0.039988039627212445,0.053986130955711406,-0.01878730997539073,-0.02274251775954972,0.04867335645918573,0.08709487887932815,0.01005301100143316
CXCL14,-0.0717110841834407,0.011150000838444231,-0.021872138599223247,-0.0017537842634914782,0.04468011563335078,-0.009359076203387658,0.08414494208405188,0.08781971717361874,-0.022537161171949052
LIF,-0.08740772478811344,0.02258409849813115,-0.02854238966318021,-0.022008395719399738,0.008087984835118333,-0.023216340760456342,-0.010961881584873474,0.09327920266259647,0.0584356052580938
IL17B,-0.024096573371839798,,,-0.02367810720796481,,,-0.04801107309466031,,0.021257430389560312
MMP1,,,-0.014894868461486594,,,,,,0.005104775474631568
MATN1,-0.018985854032142205,,,0.01018429934884665,-0.010124767174603169,,0.0021291795176157898,,0.0684686766469009
ADAM28,0.07510687624905393,0.003381391939298746,0.032230192547936236,0.09964962398488303,0.08658258192345909,-0.034828745753364795,0.07340540423601964,0.03991072715564067,-0.037209380595482525
TCN2,-0.04592764901571433,0.03601679090230673,-0.028132212937834952,0.043059164092398634,-0.0102610599736682,-0.010364949997274447,0.06588300925593507,-0.001172684749676053,0.004949132861994569
THPO,,0.020801813061564332,,0.07061957074385937,-0.020785707993058945,-0.02415880724729561,0.05131859328760458,-0.035877698765544454,-0.024761575791040113
CUBN,0.007760692846805645,-0.0031687567716466463,-0.008094259975404732,-0.025553189031628613,-0.02135357402765098,0.059137738183262664,0.033914858863739225,0.11022127929216301,0.008020380907269323
TIMP3,0.0742524267642819,-0.003982562901062834,0.0006901928016544975,0.07837858991778299,0.05985436593304953,-0.03905247854692731,-0.118974676004095,-0.01836149274863758,-0.005859218655096598
PIGF,-0.024829948088916424,0.03318478685422173,-0.009478720296361818,0.06734508516514108,0.025963491750399713,0.028878856205097038,-0.0009070076935487023,0.013155857462340903,0.06602715126509395
CRH,,-0.01425704826053545,-0.015135901314857843,-0.022046851269836125,-0.015938746922501995,0.008510936642846044,,,-0.013671003532981969
BDNF,-0.03439229780049541,0.027108886017080298,0.012993186181841873,-0.05253760113698196,-0.0011815271960010662,0.06807506287844749,,,-0.012036816236838622
CCL5,-0.03080934521023211,0.019210704575468994,-0.023885364407921748,0.017836570604609643,0.013410139233484178,0.033237580695465736,0.0878228274094711,-0.0047814618078915174,0.011831948085812385
GAD1,0.03669759200126698,-0.04972334732522742,0.005645594569809759,-0.03615690978637307,0.04284407072526871,-0.0745663996040172,-0.055254986922388956,0.1525126384492778,0.028074577659336988
COL14A1,0.03813161898248984,-0.011033174167177253,0.1092441655109219,-0.009987625903025897,0.07901095599973158,0.0058753575671042285,0.17801106180424117,0.04521438266307168,0.027885013816327346
HLA-A,0.062465704179192436,0.021053157598832917,-0.06221732263338747,0.12561698989045936,0.09293518365843824,0.05383123821889405,-0.028178695807155762,0.06778644866536368,0.048491062401704046
CD5L,,,,,,,,-0.04095340721005482,
FGF18,,0.038547955954275286,-0.020651577539146013,,-0.010849086912242943,,,,0.024993672438553428
ADM,-0.09520946798571059,0.045193278218397,-0.04410437309534351,0.0017879429265258142,-0.0748270563282925,-0.004134199867440485,-0.11365782670641698,0.10396363636966603,-0.012690410860894072
CCL15,,,,,,-0.01371439974094929,,,-0.0163115806249313
GNAI2,0.03909807127005844,-0.02186714575173858,0.0014264935670193525,0.10365685504708287,0.007605768806923101,0.02093227894865277,0.016783739141662486,0.037921251293451405,0.014650526706478704
HDC,,,,-0.04692573860677538,,0.08171246306080684,-0.02701457805459991,,0.06625033948443249
COL11A1,,-0.027629120785329732,0.025668000349129465,-0.02606624569110828,-0.006699000928664318,0.014595081449820458,,0.08202618301834888,0.04100844283640419
NUCB2,-0.0843225476908035,-0.0016773866563376922,0.027222708894610103,0.03901283349824259,0.03843248243883409,-0.017772175805318268,0.005231933150180175,-0.03557512980933768,0.054071516269244904
CXCL1,-0.02710667412049835,0.001879837634356871,0.033212967826807,-0.03667511821284384,0.02578101161845339,-0.021984658824670766,0.027367803382520865,,-0.04103373139251379
VCAN,6.162890541461192e-05,-0.04406474594535178,-0.03205432065168448,0.05983412569170966,0.022820604268512595,0.014118851758393756,-0.06858120629461495,-0.07714255676906485,0.017829911940138516
MMP7,0.0014349491757415062,0.09188072485347938,,-0.010464977337858443,-0.009999185194127467,-0.013717982530504774,,,0.004286156009519685
PTPN6,-0.039450535885098004,-0.026953020160043223,-0.02011029520087129,0.055346172896808626,0.050173349855011935,0.01583241432345566,0.06567006169125639,0.09288635179271773,-0.023297867890364667
PTGS2,-0.07318623997694254,0.036702748037795815,-0.000445162944517365,-0.08543316789440036,-0.03857228791213358,-0.014543841367016577,0.007513942209207903,-0.02968351745211893,0.05996779568631566
XCL1,,-0.012324310007668225,0.14193578386216046,,0.0005413204830797278,,,,
CD58,0.0873592946256033,-0.0005782895390432013,-0.010340317423737578,0.06524944878000756,-0.02626240664901364,0.007307077293855212,0.0024316641496697844,0.07519214609443022,0.0010981666719883296
TNFSF14,-0.03952392657991429,9.128041863325585e-05,-0.017811248219882926,0.10258542103205391,0.00551023219461038,-0.021473226683810687,,0.06992247729292998,0.00447293295868138
CNTN4,-0.031408130435985865,0.029748474773013296,-0.03730070261643,-0.037158973107754,0.011860941564171968,0.02083639339548971,,0.051140126254700116,-0.012920162023313213
NTF4,,-0.015589712449333826,,,,,,,
INSL3,,-0.011327116003761203,,,0.08408911540261622,,,,-0.022334253761344125
BTLA,,0.045105525045609295,0.048956619298267515,,,0.025643461444555912,,0.03478965830976663,0.055443627901686776
MFNG,-0.012168072884743858,0.03538114292290161,0.011784556178114866,0.10684903317488824,-0.005714890662736093,0.026436666057311174,0.034722569946403714,0.018775911629917357,-0.018240236091761345
ICAM1,-0.06171750882748377,0.008566540900963874,0.0010313804238617549,0.0630416949971941,0.03298802432929698,-0.039830380555187096,0.06286690203743527,0.026488646631271876,-0.005339551552223663
PROS1,-0.05623452329033333,0.032929873686450686,-0.0004251878248526213,0.11095761413256626,0.00295689701893975,-0.0031506222001234764,-0.016078103559632167,0.06741560363379263,-0.03065238221897925
CLCF1,-0.031175491804199065,0.025131312408613028,-0.015563294981002966,-0.02925776968205927,0.00894258719500773,0.04595776181903453,0.019162230655279267,0.017196742287102648,-0.0011178608455291823
PSAP,0.06055433138058612,-0.02617136121721108,-0.04538066487872565,-0.021781161873480122,0.06646411878817816,-0.0042779650161300035,-0.03236570793913698,0.015551746778759156,-0.060114744101378924
EFEMP1,-0.05409941277824854,-0.0077686309618545625,0.053177313565295634,0.0423768894206561,0.07197044468898457,0.03781839627783605,0.0211164268798345,0.09291438029882165,-0.06732037810458075
C1QTNF1,-0.008134389398648608,-0.007560007633911477,0.048029773623990094,0.062160657247990345,0.04375663593216146,-0.016037756319393356,0.022564772038385705,-0.020965023836634532,0.05166133538461881
ALB,-0.026872420474388828,0.008918482052032774,0.028924419486600517,-0.017553682829870673,0.07462282539879433,-0.02438905021016224,0.0871444183171147,0.002405731982402009,-0.008864499208447915
EFNA3,0.04284407300084279,0.008799219042506625,0.07990944777676258,-0.08854714191372304,-0.011983296135259749,-0.023309309120752224,-0.030988362921152996,0.08021140212448154,-0.037544388883513795
DRAXIN,0.030117956551831998,-0.04609834874122455,-0.014122923823829035,0.04521953543383283,0.013388599540368865,-0.019583210503264444,-0.047049067602970986,0.09833532536656642,0.09347876093275657
RAET1L,,,,,,0.025530003861133393,,,
NPTX2,0.11652563147714551,-0.023684608984473332,-0.05555655316054472,-0.08318214219788295,-0.00789594769623352,0.028033160381642497,,0.03333956145347565,-0.007670700045994635
