,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,0.06536532427344212,0.04669717558767634,0.0006891915449834813,0.005293586003194676,-0.028217410126896846,0.2865065912071762,0.05374938620531972,0.009340317386152276,0.05952591667783144,0.035822526325668944,-0.019999394870219414,-0.0251554315913426,-0.047864967078833635,-0.02161993007186305,-0.06616443361117103,-0.006985883414105826,0.0358072702389612,0.07127163292991351,0.036525102292468414
QDPR,-0.055232385205165255,0.025528771956174253,0.017982222706824477,-0.01222874723532818,0.04891740295929095,-0.27634071885787215,-0.03657397358622975,-0.01937510456366212,-0.0466210633061003,0.055744956308640806,-0.028215640892181253,-0.04624746014080779,-0.05372300748111143,0.06769207089021936,-0.14359771689347034,-0.055425720352195694,-0.035950352836392994,0.06865482946155063,0.08480357591722769
POMC,0.11936579260699175,0.016224318409796927,-0.00798019553695219,0.04684892572818885,0.0027352439163292786,0.0009325059265110326,0.024484367357094552,0.017330591156065927,0.013898087694383372,-0.016469751110278055,-0.014381753958414711,-0.08463687409268458,-0.009155813586280504,-0.012272110453883631,0.02922102822789957,-0.031965009137287025,,0.028616945968197246,0.07149133170229817
CCL18,,-0.03296157913780924,-0.02763043183515334,,,,,,,-0.04692498318815317,,-0.025198581979085494,0.06652003353304768,-0.00430553134210905,,-0.014949976057124864,,,
CCL17,,,,0.02597361825374461,,,-0.034222466912939196,-0.006356891215399193,-0.020523450254225823,,,,0.023151161445708383,-0.029178235905671326,0.021158658690077003,,,-0.02439276637673944,
VEGFD,,0.026859784570677156,-0.003622693552755063,0.06047118381364156,-0.023799234241793737,0.07309884174779338,-0.036461143919660675,0.02441268670398357,-0.021982408430075342,0.10344885537871473,-0.0671802810154629,,,0.11359660896405485,0.04057212577454688,,,,
TNFSF13,,,0.09164501360488493,0.001415341651437464,,,,,,,,,0.08480727065927054,-0.01104740554297173,0.02742689445101489,-0.0440212913062512,,-0.03974597682941351,0.009508633611326426
WNT5A,0.05937973126514673,0.020694149660686754,0.008725981185526472,0.010336647569278757,0.008996896477113697,0.2329580533412247,-0.0025802138998013663,0.06032695987024956,0.016185696629005413,0.04369328281124654,0.08308481679727737,0.02606823176647079,0.06176270965870956,0.0003225055350804058,0.07019757043516481,0.051812487436540135,-0.007657489340788915,-0.015315405654269428,-0.019269097137126313
CXCL8,,-0.05602939178392954,-0.0027030859364629498,0.0024647399031493913,0.004181882764176604,0.15832483684674273,-0.03427990160059662,-0.013805422390755537,0.05699820489948108,-0.03212765852842324,-0.03977523695167138,-0.04436607092039946,0.07228293774796915,-0.11887284309030455,0.07460754711395134,0.09405102442713478,0.034785157172447304,0.03903859064025387,-0.017138431078368797
GRN,-0.022045136858886524,0.09717393144474956,0.0032465680518038395,-0.04658245245675297,0.03462397834068533,0.2519897866080265,-0.012264377208657693,5.414479820858548e-05,0.017413244697990247,-0.09306735643011227,-0.01029068224693401,0.13184021051686814,0.10386508482883351,-0.009802162503798584,0.11267651676066662,-0.053907602441308676,-0.018384061094659787,-0.1270520339675116,0.029369564851372067
MIA,-0.023688179882563644,-0.05331676139744353,0.05291207798569927,0.004509794999763856,-0.016109634261532578,0.10646912058695578,0.04438444788755993,0.11877557132013813,-0.02618844231698767,0.08325799943530739,0.00871943063151699,0.011780242889573737,0.060944221110732805,0.030258401333582898,0.004220705008443853,0.0314913129028606,,0.120361008462247,0.009438324047329055
COL4A4,0.02660438020224469,0.05714518260557456,0.02153235843354712,0.014599792900902304,-0.028739404756162292,-0.010731030210190552,0.013639965635280355,0.013886351849432469,0.11520324308631767,,0.15891602585514913,-0.0318588810009401,-0.012938384987877805,0.023192521063159336,-0.02887979056450973,0.00991804558235849,,-0.03787733841215132,-0.04720477762271559
TAC1,0.08801924807944904,-0.006962101059718241,-0.005777690380728968,0.06246772137262396,0.0484760609849557,-0.21247491495445794,-0.07636541892078319,-0.047196331856130855,-0.07663708139206375,,,,,,,0.03635752681411746,0.020997577312336077,0.03742273339026601,0.034202621649375105
RARRES2,0.04258474384065211,-0.08763049037568645,-0.019986651713991263,0.05037924306085726,-0.014754378334979496,0.35121067269743483,-0.06628813788879175,-0.007464279721117586,0.07051739740292308,0.0197235183057514,0.05467902349462456,-0.005974603503565025,0.09846906469057401,0.008249982220943943,-0.02210804207772965,0.03817386704584832,0.006761525946382981,0.09590364082950299,-0.03631874006346555
FGF7,0.0500350594804117,0.0992294210959814,,0.015697584444947486,-0.029789097200532084,0.09591620786570944,-0.006713453837512465,-0.00811397342263499,0.009440181119816518,0.03663638765304844,-0.004950433865112649,0.0206838589778334,0.018939893545477433,0.034255126384167355,0.01751267930458796,-0.01205360206534154,-0.07113583776749759,0.0864632503563694,-0.026133084436800465
EFNA2,,,,,,,,,,,,,,-0.04192097288414153,,,,,
HBEGF,-0.025537693318580034,0.06811652164834314,0.012243099981158953,0.004554570413035666,0.06212494265916534,0.13110434388522202,0.07054713228804127,0.0986187832914199,0.10828495061169018,0.05566039142628862,0.028072164777964054,0.017014948754358213,-0.006659579339992251,0.01916677527440331,-0.034898516956145716,-0.00036059357076366906,-0.004248806504132276,-0.0027728600473736357,-0.006762959563134616
CSF3,,-0.03738591471957647,,-0.02831588470527185,0.040297551244628804,-0.026554987691737725,,,,,,,0.06420916786519772,-0.06250787693193463,,-0.04031781827129966,0.11594823859414002,0.12170930816156215,0.011248570130561365
PI3,,-0.04428919100970366,-0.015305167576084163,0.023269149448179743,0.034041750213706874,0.012730291351337889,,,,0.17365818799132887,,,0.07951283721376427,-0.07517042361591904,0.05513390661252211,0.12123528864198778,,-0.047573668663780315,0.009684085726425536
PCSK1N,0.10328162111955737,0.053620982077396954,0.03238995878394564,0.06658267691643331,0.009782807486453758,-0.10729513784018298,0.05612942056599391,-0.06176029314586804,-0.0356894461740572,0.03379008544209563,0.01059741683858762,-0.015147115827832972,-0.060880941591216625,0.009383735295043575,0.012870267278203663,0.05391424071244512,-0.07743597693143327,0.10409692648569983,0.05459823584221176
NTS,,,,,0.01039452790945757,0.014370802677559346,0.0679300380090204,0.009009096063487546,,,,,-0.04298266139813687,-0.03272927612439346,,-0.0524511966276489,,0.11123914827212686,
SFRP1,0.0070819549502519515,0.005465624534339331,-0.005330530640723574,0.0918135255396486,0.026138671553444782,0.029707445292859208,0.0002769550293543337,0.007863121794454303,0.04709955257341186,0.00965924367847982,0.02212694434298372,0.06013331281136409,-0.005774852609420685,0.03646428488225568,0.03515465693311107,-0.0196217548478341,0.006645971112263208,-0.0371475229229191,-0.02440636721525682
CXCL13,,,,,-0.00024447028877301434,,,,,,,,-0.03153989465650346,-0.031734139966931356,,-0.010466053812151108,,,0.034532690848818805
MICA,-0.027874427593857706,0.10856677014330163,-0.023275575386751506,-0.04123838193190488,0.02707879435699484,0.24818494327132948,0.04910448482610369,0.01692608868636378,0.06053208989419275,-0.08347299873487318,0.06336751957633352,0.1077475566397775,0.024103763166518632,0.03363420369547268,0.10515332300699085,-0.013161634289691138,-0.04730852982348582,0.04033188481450448,0.03350641620448889
TG,-0.032492076938136015,-0.029802541263966583,-0.02474751396939544,0.028130608181068564,-0.0063231541604354775,0.07078394275674166,-0.0005741549535331583,-0.014626322370032217,-0.0015445195515665885,-0.07414546216259495,0.05077776275548121,0.07994510127764494,0.003104202003756835,-0.022423830069665023,,0.12776489876065225,,-0.023698803360442,-0.05346562659526325
ADA,0.017752788852302064,0.010868642733878433,-0.07460254910835676,0.027193514854828967,-0.02714886267840128,0.18871453825977613,0.0034366779294159287,-0.023754323778560214,0.0024868629138445893,-0.061285314419899865,0.006288400493190563,-0.06105747403475454,0.02797969002479239,0.0409008811935201,0.0814990977010424,-0.017647103330921624,-0.09339271894759295,-0.01638979969793724,0.03659688603007514
LAMC3,0.008013338858028348,-0.04361919312516554,0.027947002216363797,-0.008147880433583233,0.02251567588384857,0.23390650033419869,0.09326865860758682,-0.021378537478734815,-0.023779307061244797,-0.12020256148587634,-0.039444436643348624,0.07472520187129882,-0.020172366722036105,0.00701092194238066,0.07696974718566127,-0.06941335969667478,-0.055900883947916445,-0.08567644474609534,-0.05201080687224416
CCL7,,,-0.027925787098906366,0.05447955660671008,0.026800185850273422,,,,,,,,0.0715684846568517,,,,,0.03366298666607897,-0.01771253484561742
NGF,,0.030672799526813697,0.10152577436723645,-0.02918857081758422,-0.018175335603759914,,,,,,-0.0017091909541697148,-0.03744668373740185,0.04292844399280173,0.025718018843067833,,0.037037152036821924,,-0.05270291772979761,-0.02314230187771594
TNFSF15,,0.12558636783927518,,-0.01800952125855012,-0.012032994753412888,,,,,,-0.06343234711539275,-0.0017905905042218154,-0.0273995666525731,,,-0.03490017582142464,,0.0009511273733411595,-0.050350540316277864
HMGB1,0.05456371238609872,0.05720735238770375,-0.0029794529796213507,0.009535390468476573,-0.003965109359111116,0.2702046324495338,-0.030133353699596275,0.04670350996968832,-0.019678626923701724,-0.08237517039547324,0.03514058094433107,-0.10669879326174865,0.03694418897454431,0.026402214514626404,-0.09990276670037883,-0.0387925276691342,-0.016646528894812603,0.021278999869244822,0.04263605731725608
ITGB3BP,-0.03701441101040296,0.06138837062741039,0.059771869573144586,0.0132311019684653,-0.019562072839149045,0.2502884884447804,0.031623745481714136,0.009196371746716397,0.030059611479080914,0.03758115569666244,0.0375068598455714,0.06516671891798637,0.04090828088647771,0.03530231629925543,0.00788753296999532,0.032979938007282134,0.09275028716331606,0.07942129272724593,-0.038842968065496246
AANAT,,0.11452043307090226,-0.02378355953952958,-0.01638682419717737,0.022480581332526558,-0.007809170205662799,0.05979171781099622,-0.01685999608130932,-0.03761954564587736,0.06428662721263202,,-0.026245379408913094,0.050167940646710006,0.08429356811788818,-0.00041658983929941147,,,0.11795980601794466,0.02272548184240077
RELN,0.0628206659481743,-0.006206360990875894,-0.020181877158490923,0.012349959777603227,0.00361052874848864,-0.10484665210611643,-0.024204326214823598,0.015953920890328294,0.0062285380994873685,,-0.009067150032587606,,,,-0.024063137332843678,0.0022495966787983734,-0.051560260308414076,,-0.014704504123192066
IL15,0.13507247315055665,-0.02240112118282991,-0.0009773989022478673,0.04044805868099713,-0.008772690252477308,0.12010726230255113,-0.01525518921111867,0.02848531437688284,0.05692501796643829,0.004713904409426296,0.04526527568581081,0.04072386512204512,0.03590919685588699,0.011119587189075901,0.014234689291496162,-0.04917654060522637,-0.03007842050229177,-0.024959775273466385,0.00020382545355542066
UTS2,,,,,,0.18940377970812514,,,,0.05921753653082641,,,0.005929232264061542,,,,,,
BSG,0.06735141346912615,-0.030367724131027753,0.01668742935749634,-0.012347505062777814,-0.008620789749757931,0.0368022907650777,0.03028133326135297,-0.03969489581853393,0.08229702199445911,0.044390501310349544,-0.07694956088436171,0.026613841610832082,0.13412647789574692,-0.010178482801480647,0.19932273897733283,0.06224252375314127,0.07669565584003367,0.11015563286258255,0.034907540329550305
ADAMTS3,-0.018216398605619296,-0.03293179883666822,0.017711211790355536,0.05506641515824791,0.0036952514901040026,0.35706679195831054,0.005069756567238639,0.029420202991997605,0.05915481262677076,-0.04311589386080689,,-0.03142616995179476,-0.04393737863682002,0.058026663674993956,0.07464770962913203,0.010708093578404246,-0.03458138517522405,0.09760920519589684,0.03345182174678342
CD34,-0.03012683427876565,-0.02398979361738736,0.00766644586785906,-0.030616665527769104,-0.015863638883054563,0.20837783779914282,-0.04535445219935078,-0.005010667678897164,-0.034323031960188544,-0.13714881042126525,-0.01035748829805655,0.048243335498232204,0.04026439433717748,-0.018598432943294833,0.08561344731336062,-0.04350965999106993,-0.004501902374673379,-0.09903443735721737,-0.08740477108326135
CCL23,,,,,,0.10781291924014891,,,,,,,,,,,,,
PLAT,0.09351053494644206,0.03451576563113352,0.022637175841584086,-0.03997618822541702,-0.0036379008666867687,0.32388868427496825,0.11824625962796083,-0.0004822364061557768,0.025049738183588806,-0.05813900713799208,0.04904926308922182,0.0194211203281583,0.0028869014815974194,0.06157438168584066,0.11368286409800847,-0.013153837740417076,-0.02760399154737954,-0.043303748620470164,0.06094525415477682
NTF3,,,,,,,,-0.005639056300289804,,,,,-0.021904063639521708,0.004250316917141358,,0.006695180356247021,,,
LTA,,,,0.0068505441792692965,,,-0.02056434200536909,,0.017703033836281964,,,,,,,,,0.031648560452025944,
CKLF,0.034825205464593625,0.007533530177043296,-0.019793838161343977,-0.03936591493676799,-0.030148807512000685,0.33095298794234923,0.03415364473253013,0.043265840978275114,0.0197684840712471,0.036115525824720496,-0.07081670392622802,0.03563630637053478,0.08647276243849934,0.11082235144459071,0.026935649771655086,-0.003031891602164431,0.1687982893243782,0.09032669483359815,-0.0010651332516271915
CD24,0.024679072805847378,-0.04578628279984386,0.005288995215001488,0.017665734335984635,0.01034968262261657,0.11055784753654772,-0.049895101055691844,0.10086437521559738,0.0832257965007456,0.10322293176791104,0.1423064513947813,0.046123457334012984,-0.014124747265139004,0.033400563692620455,0.04551258907294202,0.004198649213299155,-0.027184500803681084,0.08052120856838166,0.08387253936054082
HSP90AA1,-0.04931176405539183,-0.061523348662322404,-0.05839684082109827,0.050093259694219315,0.036453052400798255,-0.3506251916210676,-0.011996833038184499,-0.053256408155872605,-0.0676712375555768,-0.004166395661085225,0.01683809494372528,-0.0727319195656841,-0.014573588119447336,-0.12495698828831331,-0.011862959777298693,0.005819109541185832,-0.05960792289830449,-0.02608807107761592,0.005441196587550172
BMP4,0.025802020516350995,-0.008573970828146059,0.01152933614498562,-0.02018455018521283,0.00629054647179843,-0.005892730066459624,-0.0513217468871989,0.08367089301497833,0.043376919729537305,0.020578046822067413,-0.01991779026533474,0.05828915139376457,0.03032766063378907,-0.006973634411463649,0.1301218624706444,-0.07898395694080276,,-0.07465323262566954,-0.04039199966809804
SCGB3A1,,,0.009448101604605224,,-0.0283419540219458,,,-0.014221571596970484,0.05239152130973957,0.010066797048124434,0.07510305033080458,,0.0027286790050141704,0.07780931497495498,,-0.00174712430349222,,0.053722238825090925,-0.019219062738623994
IGFBP4,0.021788439406220377,-0.053840321480660314,-0.011434651557964526,-0.020267723375429886,-0.04754094571710878,0.2728127677255058,0.06863486442149902,-0.02939305448927674,0.019205371817590633,-0.18962583021462476,0.011941159314826708,0.02222652317157522,0.035789125826209044,0.008671224666129887,0.1038294461351818,0.001211222103798483,0.03762943759898177,-0.11141443929434983,0.03496733546076782
RSPO4,,-0.0263122045300918,,0.016812608725943305,0.0264651484554447,,-0.018853488022657298,-0.014221569516743922,0.029040859710068406,,-0.03510901374999924,,,,,-0.03347397813548708,,0.06072950938185171,0.030842745380896992
LEFTY2,-0.03217081872901304,0.007607686045387786,-0.00131465766572475,0.02658999287843461,0.011650319932736346,0.2951059809605441,-0.004329139399792502,-0.015594124908726515,0.014470331280476628,-0.09197163043503638,,-0.03353937059307089,0.0545086749796042,0.005876507144399486,0.17425008765357222,-0.009060069649069379,-0.046572088452851636,0.005937027212681536,0.04056390360371079
PF4,,,-0.016029026680654663,0.1270212591530801,,,,,,,,,,-0.038423473972474635,,,,-0.03832181100990586,-0.036075661472535527
ANGPTL2,-0.037429178446478424,0.011168624902192623,-0.041807224754475104,0.05403640549148836,-0.01787624783238223,0.2668317577360016,-0.01565910706219955,0.026139909550850573,0.05587993782026329,0.02329813246052814,-0.04913231956268291,0.01287963385861341,-0.024227662762982716,0.0637805759079353,-0.005203857470716075,-0.05397890151325051,-0.06339239113515374,-0.00640186379062277,0.021558819126999283
LRIG2,0.06567481030893438,-0.010562741525634186,0.023023102658629876,-0.028037340983536357,-0.023756574774042246,0.11820658417770366,0.010374295296629574,0.04585666607185519,0.07595245746972852,0.008014327210507129,0.05024903318851597,-0.013545350187777737,0.06037034648346636,0.018121424012465324,0.08991395926322052,0.0030190883247376526,0.0245076756637028,0.01611220484242719,0.053492109215576324
ICOSLG,-0.020832800343502402,-0.05497118537687471,0.016763134202418158,-0.016984014432069098,0.0029363277346421473,0.16160825977678464,-0.010082832964524741,0.04938949293436414,0.07691408325169957,-0.01773940611576984,-0.04877654485417785,0.012610425443986634,0.05215953245319039,0.031258875124109374,0.0383270177079472,-0.0063492823062889,-0.09414730064542978,0.06349689058698285,0.03215780636076821
WIF1,,-0.029294977143747,0.014007683482515217,,0.03947194085565199,-0.2087021593063975,0.04923888530105773,-0.005128894037391189,-0.042594952562875994,,,,,,,0.015774459730706857,-0.030607399108174248,,-0.02041908422794902
NPPC,-0.032061923422595666,-0.053699384053584744,-0.02368365151821493,-0.021889172555301845,0.03157597562041686,-0.03422284206719839,-0.041360009284404434,0.009475378117871157,0.12172162015755555,0.04419448283351084,0.040908453163188314,-0.03142610959595351,0.046873737998344676,-0.004592206418435203,0.16879727102588074,-0.015027896103540356,-0.05224429259448338,,-0.028620098399001148
LYZ,-0.07045954208505438,0.007280833097383605,0.0187558732559095,0.008639559473487494,0.04633645082016731,0.2024476819818563,0.04770549361971066,0.03888091776583985,0.02156917409106032,-0.008031969267237664,0.0033943241744451994,0.014758151522582169,0.032848189349680514,0.04395433109530394,-0.030455878077262938,0.054768916539101986,-0.04454403813500986,-0.01058511482745312,-0.003344850536397494
EREG,,,,,0.015158005045195017,,,,,,,,0.035209003899593125,-0.034757894949465476,,-0.022569367271587832,,0.00219840742233844,-0.028270702688818285
SPTAN1,0.010345491294576901,0.09621579788309875,0.04245667092010795,-0.02615475305427753,0.020610101859408734,-0.07915401678119337,-0.01681760760607469,-0.03068091215837413,-0.046029571364096224,-0.019167839401960318,-0.025085742783242056,0.11734109759768034,0.004585413796179086,0.02375802857351539,0.06588674060545824,0.005047678838658193,0.04553378283373994,0.010757001641490578,-0.055643707672811196
PTH2,,,,,,,,,,,,,,,,-0.034839679792383005,,,
LIPC,-0.04159958495228675,0.1374933533337665,0.021883641486939453,0.02100166784618416,0.0615806851070881,0.1625285664998475,-0.020570206997976286,,-0.00750723018332631,0.07552296140843455,-0.01752930547203734,-0.03827294862021239,,,0.022695258883313127,,,-0.030463985525874322,0.014880548280337719
COL8A1,0.023791220158336332,0.0532692123517151,0.009610894664154792,-0.022182441296627057,-0.01480796251893001,0.23128048502806825,0.06455262310138962,0.04482297283108329,0.034221611082330725,-0.06713261064227097,0.05011136094791491,0.07535681415450429,0.007500430784120549,0.019213859796017044,0.10233885771755336,0.024342163771794507,-0.029806513358703126,-0.026650770524914262,0.003533878973520297
GSTM2,-0.03485098699956085,0.04317434960366029,0.007562653515400796,0.006141659012479356,-0.03240225887866092,0.08676954484613492,-0.00826372044910197,-0.013727975179764701,0.07335385405902509,0.04028375877166769,-0.06179678956264456,0.05265653087231644,-0.021877921266263298,0.09103395618231631,0.04825001508253724,-0.006391585998006429,-0.05392763984643343,0.10624830261627874,-0.008992083784519633
IL4,,,,,,,,,,-0.04551626382034048,,,,,,,,,
SPX,-0.03404719908138564,0.09953948892620842,-0.024330545243504243,-0.025518847230141015,0.06660944360056163,-0.07150188710049421,-0.022349139642716922,0.035495153278660346,-0.04841824602559556,,,-0.008517199394461926,0.0071781005515047245,-0.021610485146467583,-0.08119172128373214,-0.01551676518884584,-0.021558333913466177,0.03765474995732205,-0.040389335978518175
MFGE8,0.03511895691275013,-0.01695294684590775,-0.04137862595979228,-0.025890317438847052,-0.007054731649679251,0.13109690323054105,0.0429931840590405,0.08125647396998183,0.07228020907546573,-0.11548071972247362,-0.044152054625746256,-0.0032911528395123527,0.05456421364966775,0.01995813500605218,0.15884725916027423,-0.05035306138124062,-0.038900429996377786,-0.07082246813792477,-0.020425581051986025
TGFA,-0.07321722941620092,-0.0678006501377836,0.016044505784914582,0.019661390792004647,-0.04190870269771819,0.16434198097457214,0.04942373510386366,0.020638401366800996,0.11953283017928037,0.11115167913877017,0.05680838667007142,0.02390635216519338,-0.0008223815960991381,0.0051978759989077476,-0.018826686653949497,0.05657153558112114,-0.04244895842930757,0.14932576353586366,-0.0024129512245988586
SLIT2,0.025402156129398102,-0.019732091015651185,0.009175202225282533,0.015307029161623834,-0.0028271657318804286,-0.11238833307651556,-0.047599209795175824,0.034894136014578254,-0.08128613780330653,0.09738516240495634,-0.05488637939795515,0.16654150726431569,0.06072894649779882,0.005000684033177873,0.10217633386652888,0.045936739130541894,-0.013086938510738203,-0.02635448088647995,0.028242160687265667
PLTP,-0.018743866954795595,0.043631386516776505,-0.03533607041784701,-0.003287645574113261,0.026216560240172253,0.30407538505396386,0.013921961651803896,0.04696863485186551,-0.026851868248173216,-0.07322735943252856,0.08063576595476642,0.06901634155109443,0.052782132093821696,0.022211874271315196,0.1514108550876371,-0.05243726338516689,0.11271717056514165,-0.04448779337199638,-0.022391816350892366
APOD,-0.08046594641246968,-0.03819653967874463,0.006421044250472884,0.011753524878764262,-0.04918299028286872,0.13739885815681324,-0.013836466431961961,0.026898019240053136,-0.029966076768050045,-0.025479102779444245,-0.10350548038130518,-0.0505355852695091,0.011446125045505167,0.04747514700351719,-0.16193610437410316,-0.11565180558915665,-0.020548290820160065,-0.0801057894939612,-0.023958388272081656
B2M,0.040374400323072816,0.027261110081287378,-0.013720538447925895,-0.0032577027518406756,-0.0646181482594256,0.3755414885519741,-0.022698727972822696,0.06755836093545824,-0.003031092111335022,0.041657758272847956,-0.08291602874461214,0.1530787318872427,0.17797122788713027,0.11665417764876114,0.21098284279536866,-0.03395416260777148,0.15093898171536976,-0.13566270889933593,0.04299928485181438
OMG,-0.061928659525058806,0.0973070843434118,0.010040936345398174,-0.01527477923886273,-0.008452238252433936,-0.11004728059354843,-0.07752307291161574,-0.023305358940412232,-0.010845895463828427,0.17420074852111644,0.031357217789262336,-0.0272427402333068,-0.04963293475036718,0.036553829303568354,-0.10544456452623033,-0.0434590600561891,-0.022221903637036786,0.07244278134014809,0.017730562458190546
CXCL3,0.009931911180663007,-0.07692186713550866,-0.03877539566520114,-0.018241370720186084,0.007691429165382728,-0.04256417591677744,0.03859836233819234,-0.015214073274655114,-0.034571577921455855,-0.0028363621255193096,,,0.0964257387920731,-0.06482977732142282,0.04919698849400023,0.020210924409972134,-0.04194919079725435,-0.015610225241503609,-0.06066727943337985
CXCL10,0.06905610341256573,0.026841398522902134,0.037946754864150535,-0.01525671685199165,-0.016018779483929817,0.302405859076386,0.01795104675563406,0.0010969326187707594,0.003523485741311671,-0.037362101856568686,-0.03853117875888103,-0.04239004426562349,0.15706819878721628,-0.05153701742727035,0.018553789451484552,-0.04143566142205027,,-0.06897760290667053,-0.030107444397073423
RSPO3,,,-0.03793362972852861,0.05311093767740775,0.09650440033878438,-0.08294617123827938,0.0369389546930078,-0.036944388749697604,-0.03612663262602571,,,,0.03605352765089199,0.018974808850169042,,0.022950324895828336,-0.052584031206578175,-0.011506588222517879,-0.035051075490229816
CORT,0.011849885688135662,-0.008606644215362374,0.062237298966634574,0.09553205349740801,0.02896415239083586,-0.09683566649271325,0.014488595527650526,0.0331539519277796,-0.05055794604322716,,,,-0.0679537217681218,-0.018766953446099452,,-0.014190716496728765,-0.023761562876256987,,
NCAN,-0.05457171269000273,0.13638883465466578,0.02903671773398942,0.00961091114551215,0.07330217145272028,0.17589251186707627,0.0421805038378237,0.011325501276385317,0.007908553878310003,-0.019304561918516153,-0.11278549926292054,0.06592286795714007,-0.008138348446241414,0.034489822781674354,0.08696222859995943,-0.055388250027040925,-0.01079750084205151,0.09144658885455974,0.02240557474636644
PRG4,,-0.025655377366851438,-0.024951161206924196,-0.016173087606182874,-0.02267548271723277,0.11679724841054002,0.023678377496742474,,0.07017818857360629,,,,0.11494578732160535,3.0121559328255517e-05,,-0.03557779862066058,,-0.01960686084196399,-0.029144980454827767
ZG16B,,,-0.03872463429316944,-0.01877084613140182,,0.010346150041471784,0.027338950441026133,,,,,0.0708959508600903,,,,,,0.05224162592314731,0.04200485337769278
TGM2,0.030910155491076473,-0.07570062835373294,-0.03116753408308131,0.039699053211504735,-0.014999922436309104,0.15031437209124074,0.044769856947027974,-0.008989097881062585,-0.05422225592083572,0.015594871918305934,-0.06470761952483498,0.12884423352567875,0.05272781626719863,-0.04899840705784279,0.08871407723600404,-0.009333998302274162,0.08809524784485578,-0.056040449199426585,-0.0012180132801688037
VEGFC,-0.01704481392042077,-0.028888369826309233,0.00635610961673545,-0.007238325917240393,-0.02398265161651299,-0.026941291380531432,-0.030463687732953916,0.006695490135935651,-0.007859510622143065,-0.05159587356923868,-0.07282860739181987,-0.019150617029817334,0.02582196572496262,0.059192579603172264,0.05262301017908246,-0.01611988721544663,,-0.010606205045052237,-0.010359418864272003
