,UKF260,UKF296,UKF304,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
VEGFD,0.06142495765456904,-0.009446813003107036,0.01477317574970294,,,-0.018081022410423,0.041918032700291874,,,,
TNFSF13,,,,,0.009893502607339651,-0.028370993511911705,-0.034703066841002925,-0.029524876521726754,,0.006563076305016775,
WNT5A,0.06025450838403537,-0.011456967419157938,0.023884617044786647,0.08823986711683067,0.050466622441264465,0.04714445829925892,0.08954916676555112,-0.006716376107716532,-0.017174365742509544,-0.02750207757377728,-0.03441158912599984
CXCL8,-0.06638955706943785,0.21514292659627263,0.0059557670250943865,-0.04266395945347783,-0.0039056442743058656,-0.0799100585553824,-0.01066504635575566,-0.03587408388666096,-0.08962262403758574,0.02810262645767497,0.043114377087568274
GRN,0.03338164055806,-0.00834577483350658,-0.05592722713394502,0.031230180323117033,0.0026809192078355573,0.002282624446414563,-0.04405281120382065,0.008068515117547605,0.054783427917705116,-0.0248835681289823,-0.04965535360113551
MIA,-0.008574383689788169,-0.01074376031074039,,0.022551729116840585,0.038688108392860625,0.029300472634069447,-0.026486418971814703,-0.02332926352586881,,0.0172299437693802,
COL4A4,0.07010378509748864,-0.018048662899130034,,-0.0061862046662251495,0.048299965927325855,-0.015075068183801917,-0.039747946309021745,0.04227195049258477,,-0.0324320573723403,
TAC1,-0.038080949471806916,-0.05530600752360953,0.03571802215265891,,,,,0.03697832352767521,-0.05065801108119886,0.053111017198197615,0.01649534663271648
RARRES2,-0.03665299501382358,0.07798770312051655,0.02462174686786633,-0.011056769784807553,0.010863282374336815,-0.010441005397378125,0.03198957380111579,0.010648155972005892,0.01756556237563683,0.027512200244561708,-0.07551442073405472
FGF7,-0.002754144591085132,-0.007360212178613697,0.021878753366579292,-0.07269513150440123,0.03525341128434668,0.06989674014918278,-0.013030041584061968,-0.02642187680382104,-0.0295811985801018,-0.000545907069508396,-0.06873995631447381
EFNA2,,,,,,0.030331428240552818,,,,,
HBEGF,-0.056368866422493884,-0.024260321577039952,-0.023296502223077373,0.0739621971211313,0.041076190457031925,0.020206486209033578,-0.049236171175042316,0.021501524677479983,-0.05538342873257259,-0.010447643108673303,0.1654307569692768
CSF3,-0.07634530989962765,,,,0.00038140919462993666,-0.08120961783409084,,-0.0376940960877315,-0.03150249167519639,-0.019142165486561544,
PI3,-0.04714204504697238,,,,-0.008435593677240208,-0.06401761459549148,0.009626958428690694,-0.060701881813383464,,0.07478603484364807,
PCSK1N,0.04842791678493846,-0.02672717051840596,0.03259293389318529,0.07690882441248528,0.07763721199991482,0.08383261902113275,-0.03579322807100139,0.12267668673193183,0.0467008601767037,0.013843312565073825,-0.02418448709889076
NTS,0.0019797370021711457,0.038014371078361066,0.13739479632201584,,0.028813342253414594,-0.020936419901941974,,0.0774964097552382,,,
SFRP1,0.11207028976232107,-0.012878878457377639,-0.029603053133876386,0.06524571621070174,0.06379505444304157,0.013418251305234549,0.01799545544761682,0.0792553015190297,0.11553614345063094,-0.015303418342299395,0.10636421671999166
CXCL13,0.10396773639617274,,,,0.017909134782896862,-0.015935694443661424,,0.06838809929097446,,0.12164414496446437,
MICA,-0.00169987034526258,-0.01415080493181822,0.05648997865244463,0.030763765149227438,0.036916115711044854,0.02404054544441719,0.11132289695855753,-0.005190751536233614,0.023764563349230595,0.05047391263061567,0.0280802704689164
TG,0.04415407627750868,-0.009320388317650532,,0.01587444718443596,0.03368562209379316,0.039446722493000755,,0.0563119480034799,,-0.030494409451288767,
ADA,-0.01609908307770202,-0.015137060173991855,0.036332044231578334,-0.056102102261303084,0.02525322148669317,0.07303286996188212,0.02603709465553238,-0.015014838800190104,0.1290054488261645,-0.031272099592460134,-0.009359785030159076
LAMC3,0.03161457958985174,0.03784015990889778,-0.013138285617526843,0.10789927169701662,5.977555667346091e-06,0.09184409354204695,-0.03380225917061486,0.0356453726709787,-0.061922907192704664,-0.03574962469836827,0.0183002775005391
CCL7,-0.03843612151395111,,,,-0.019365018202247283,,,,,-0.013871335249597551,
NGF,0.0057723747069449,,-0.0002045028580097003,-0.03601003567582396,-0.022365045736672258,0.08076332391843996,,0.055333922024324945,,0.0539173266379645,
TNFSF15,-0.028457973938926403,,,0.13848764167477046,-0.018878718243191837,,,0.023831802163591428,,-0.03775642941712666,
HMGB1,0.020013183216199416,0.020068403547713033,-0.05745362193119449,-0.048402809694196997,-0.08160844038085362,0.014659992000403394,-0.0021649302624387615,-0.04421957144686732,0.06369395203311023,-0.005498558918279609,-0.0722945563708365
ITGB3BP,-0.0001447325865832197,-0.0009659334538000384,0.007950503830632432,0.012761037538256309,0.05789809453247318,-0.004539658112152132,-0.005193079096145263,0.018242714817238152,-0.0467733462623186,-0.01034446799998022,0.023057367836889144
AANAT,0.04691423418543687,-0.010743760908335771,0.026573598772159503,-0.025238471194620915,0.008665795400853942,-0.023126088745068857,-0.0268703010877065,,,-0.020830463174716884,
RELN,0.03607260823644518,-0.00781423277182399,-0.029003814120808488,,,,0.014209589562706725,0.024511738374922556,-0.0398975237985823,0.08637467581697328,-0.003594130889881677
IL15,0.05295726211799161,0.027497291372812954,0.025025558938097377,-0.0054302188645230015,-0.031123783940074735,0.00871889232193889,0.08470182349784346,-0.0017801051463614522,-0.033318672438201746,-0.05653243871890392,
UTS2,,,,,-0.01446702355968439,,,,,,
BSG,0.055343911291512816,0.045427410279578515,0.012037224275717033,0.005085774684528985,0.058004622042519056,-0.027600913887708037,-0.05164580862229171,-0.0036529773460860504,0.055550335704575605,-0.0921085956804184,0.09233505617543161
ADAMTS3,-0.01649790823981142,0.03195170810934952,0.028410347039742292,-0.0072378750721594385,0.04425317277259981,0.07580524061568122,-0.042618343618119475,0.02709893962978226,-0.012244365746381186,-0.024398700586527555,
CD34,0.051671683528519974,-0.02010128494390623,-0.013227548761704615,0.04721994755394387,0.05684549893773075,0.05841061220544749,-0.033221837798888994,-0.0024886818946015933,0.08411007691615674,-0.02887636149653027,0.07477427507269734
PLAT,-0.04196005652762998,0.07480194084449253,0.035392631750906844,0.04914315603578761,0.015272246518608592,-0.0031506751960308096,-0.07347343588174284,-0.0021130486439070164,-0.053027844199871166,-0.0037325996035401233,0.06936166225064208
NTF3,,-0.0005501843440704128,,,-0.02222487585756557,0.07826308281289263,,0.04683672854396845,,,
CKLF,-0.014902778012949999,0.038261453485670185,0.03633650483012822,0.1075057689355035,0.046574995509368236,0.025967789240770815,0.011927960907071223,-0.007353859903133618,0.03209638184291829,-0.04826759325815349,-0.019016652881555907
CD24,0.11794605811020122,-0.055893237640134305,-0.00801623061928189,0.028287659656965,0.04621681033679282,0.0276281494291152,-0.049626279203191806,0.06363602430619912,0.0447414074001715,0.008793236296852065,-0.050296651522440415
HSP90AA1,-0.030818883943513845,0.04376394300094269,0.03551613255859473,-0.1065227175564533,-0.042407346104569345,-0.10164616764253939,0.09821578437182764,-0.04856627247215928,0.051597431160557365,-0.018444351963930603,0.016793690383749237
BMP4,-0.003382842891880553,0.012264098198011112,-0.004288628835745409,-0.05370436058600758,0.05804328993194001,0.11397941540655773,-0.039745337354893634,-0.051531689782293603,,0.0011595941158195273,
SCGB3A1,-0.0305368571990549,-0.009062467407570366,-0.009862616876221121,,-0.029474376357731806,0.12301746725096498,,-0.04049348256872003,,0.059735343166057074,
IGFBP4,-0.01713198630890238,0.04366456415710019,-0.03558528946024345,0.022452927178014514,0.020764713618398403,-0.012242809316234544,-0.01726883020430201,-0.01914683447188534,0.10447432297413169,-0.03252055641724689,-0.039430310823700576
RSPO4,0.02679361352815119,0.05278692727640441,,,,,,0.05849513354946232,,0.013070861725390124,
LEFTY2,-0.011601021712348208,-0.009937104895285966,-0.0005847284235311683,-0.010250112921548446,-0.016438707538570668,-0.019759434483531107,-0.08780499048406963,-0.00033829205286771793,-0.012998829128704073,-0.014101634880146369,
PF4,,,,,,-0.015751060575452447,,,,0.02796181158840956,
ANGPTL2,0.05562885055005193,0.0149416167885744,0.001591645675413615,0.1096797988335838,0.05810332849761603,0.05912206179277358,0.028797292389972817,-0.04359998555227809,-0.005450545376571409,-0.042101017170990886,-0.06014262098420183
LRIG2,0.04789089400644399,-0.007853758498858904,0.013137747953634706,0.027995026431999498,0.09051249934506188,0.035550015822676646,0.0018846108416395043,0.01324050370142745,-0.06658753378742013,-0.05351626092455415,-0.08519840221651667
ICOSLG,0.11525700461495025,-0.017198868281443947,-0.049424516943877374,0.023875243296194403,0.021321585013375357,0.04166418535347634,0.03944222210207662,0.009172228925479819,0.027554327342803626,-0.06644431909922087,0.15759710900142626
WIF1,0.05547008824589811,0.016865356573501078,-0.05357787864951404,,,,,-0.00595694690581077,-0.033904636215617255,0.1224187151981615,-0.0236450963884447
NPPC,-0.02124637458066995,0.009587386590643525,-0.02656568999866646,-0.006232393610718675,0.002129816914260894,-0.02980206255994477,-0.037976426033764304,-0.02119148341655154,-0.057872402960405814,0.00094480795896068,-0.043463018214672675
LYZ,-0.08539515391991799,0.02237854827998768,-0.02120344228591355,0.03280500578519717,0.0025920660709939786,0.002585292999667445,0.06172496881183762,0.018089502047617924,-0.006179174457984376,-0.05012288464193052,0.04197641026235155
EREG,-0.017431761656740506,,-0.02406058670945957,,0.03240945757194863,-0.03312349488274329,,-0.04077398949060836,,-0.02368901227030144,
SPTAN1,0.08290253545736885,-0.028020993752237672,0.020130123285132542,-0.014121430105204927,0.09596354748169413,0.08843906187224736,-0.041921496523559316,0.07703617587071092,0.03093175398504103,0.020451576525363124,-0.07059006901437205
PTH2,,,,,,,,0.02281395684177411,,,
LIPC,-0.02257351436297045,,0.01089220905546405,-0.01539829175979704,,,-0.00019220973695972834,,,-0.03208696040483032,
COL8A1,0.051689143481538795,-0.013622843503355365,0.025488414417703612,-0.05556381442819284,-0.006281323113354075,0.01790529683374684,0.037575049893186184,0.030829428925205054,0.06702688398459788,0.03879286332423775,
GSTM2,0.033354611680667966,-0.026785710286815725,0.04540152177824359,0.0039552692815795236,-0.027721478138658714,0.03740307775785188,0.04794219909362798,0.03435334698575249,0.009896971828759262,0.09828703892280664,
SPX,-0.04473130782014157,0.056901717869614725,-0.034235527943805445,0.09435963372382548,-0.019524703389534156,-0.019556954982732147,0.10284573289397758,-0.032497846109395816,0.008813312534159453,0.019817894835505646,0.11625463752477787
MFGE8,0.011498980514105367,-0.01352172859241875,0.0246649622194351,0.06716700645946344,0.00716000943233609,-0.015349086336941348,-0.04080620977319619,-0.035917983210241644,0.1495816471694281,0.01375200746400732,0.0011424691160884727
TGFA,0.06927817975031514,0.007422327815779172,-0.012602954095246746,0.0851046871427153,0.00706145056169651,-0.016379786897194007,-0.03054482938646222,0.04338088431536906,0.0432305594702805,-0.014364807230449606,0.12352001831630732
SLIT2,-0.03169716074216815,0.0041823388564036085,0.0013530202811884529,0.04915010854778253,0.07657065609343136,0.00040347073673454865,0.009525286452687482,0.015183226984282261,-0.06355206977480375,0.0027079802046578415,0.10983437578089064
PLTP,-0.005288776964111769,-0.016213022363600074,-0.01708165256618608,-0.03212932709498878,-0.0010978620932545462,0.019172869283287573,-0.05716621644087335,-0.0025940118839578746,0.0286295172225757,0.02840948247511565,-0.010197641460845827
APOD,0.11483877302857474,0.061164833312012334,-0.04668042846733705,0.0024608262809149815,0.02480765636448932,0.054040831295830684,0.07955459959832065,-0.047829072845345356,-0.12100761398917931,-0.017226546107804226,0.04190773877436695
B2M,-0.0779911585302161,-0.02913313327660693,-0.011222837956854229,-0.020542506996405786,-0.0011416663904246331,-0.014130769920608835,-0.0529955142445772,-0.015028585645958895,0.14902737425122795,-0.0620171849690111,0.14853639763758214
OMG,0.09150874452095328,0.055161659637259296,-0.0349743593503122,0.03996043525341953,0.060989944495235315,0.07367286074288786,-0.007841533575310181,0.026342175702647522,-0.054710756589158596,-0.011517691599725101,0.0691338462986124
CXCL3,-0.015634843776607035,-0.009694923113653645,0.013763217032059585,,0.06519123548666068,-0.00990933780303413,0.00903994358830391,0.0033658005348457106,-0.04646824280932074,-0.03199309730223737,
CXCL10,-0.0307662648343766,-0.014727297797551095,-0.039123945510211956,0.044910199636294806,-0.019996865585393427,-0.021126738408833227,0.01846303952162096,-0.027848436193329634,,0.022458568065076033,
RSPO3,-0.012838768774109072,0.025316726557232456,-0.01912765339791006,,0.06552613689558541,0.044288173208467646,,0.031926026151503493,0.013804138070434829,0.05201439902915695,-0.03623285359063105
CORT,0.06369132330941032,-0.011786667631388636,-0.05887571702698106,,0.05956376580554406,0.18357234559562943,,0.024898463538763124,0.04444663556637284,,-0.03869081903844177
NCAN,0.04361907538742928,0.050472230571729323,0.03956591739597925,0.04233959216142176,0.0795238350540797,0.07646816728848443,0.02431670271983418,0.03907350415787142,0.16419753910433982,0.04278787507728521,0.026325888470113773
PRG4,-0.024431553911900515,,,,-0.021210053776707795,0.04269734379129174,,-0.051600954802131345,,0.0054423648573001665,
ZG16B,,,,0.020517953653988032,,,,,,-0.017553394540543783,
TGM2,-0.05606223552846439,0.05586711813276491,0.07077030119497384,0.033144825755375744,0.006959944791026844,-0.02433258755431311,-0.016906452504254012,-0.0035747251854200586,-0.0013339733120068696,0.0383288749138834,0.06433882870078704
VEGFC,0.003593421050755478,-0.04102884315657733,-0.007551813581904527,0.038566430408478625,0.045333246355958215,0.004439511439633341,0.04796398278237245,-0.02040199470570595,,-0.06163645241303556,
WNT6,0.0013480253194018378,,,-0.026681953853831226,0.06601341468385787,-0.03063380553596245,,0.06481899261340217,,-0.018137922958760454,
NRG4,-0.0027087177567123185,-0.007008595828854015,-0.011982611857302537,,,,-0.02985627585652916,-0.03482278104202713,,-0.00844302280574891,
PMCH,,,,,0.11161315866177321,-0.0053138624448580635,,0.021555937970277002,,0.023559861486995147,
COL9A1,-0.017055692614227305,0.010316803270176957,-0.023727040276611093,0.10022316717903242,0.03751480493944618,0.11332920189622891,-0.01814206034846809,-0.03406777969905461,,0.04367898067484154,0.07133831645634017
GDF11,0.07990661547900986,0.027784157568064512,0.08280381152760735,0.0007384404301334902,0.017486899397868995,0.04924851191628981,-0.021131589898114304,0.05368967128045584,-0.018874730703075673,0.035213960120918826,-0.009382499337115893
IL24,,,,,0.04418501018701828,-0.015499917922710502,,,,-0.030494391940547646,
SORBS1,0.03150116453249659,0.0033112225605382347,-0.038691945943143666,-0.02374321150911994,0.033892621995771935,-0.05766855774891178,-0.013046892457247253,0.021465575417401763,-0.04533385213935437,0.03369365473399387,-0.044769486230995297
DLL1,0.08990654576848008,0.04499500152154049,0.053077542922137906,0.013160590305480899,0.08421183416383034,0.07022212626649445,0.014484294150105019,0.09028783296158607,0.00017372902773504995,0.0011912113826768867,-0.007344883917313935
TLN1,-0.02536179157904742,-0.020753148155871027,-0.021675812616280075,-0.014420674049966234,-0.02064604267991151,0.0174555184403228,-0.015562211455534125,-0.03452025414313555,-0.10494306258689415,-0.0385429926801429,0.16812307312441802
COL2A1,-0.021821083953892886,,,,-0.018169242163469553,0.03313139439124392,,-0.013734414855900193,,0.038336071063573465,
SHH,-0.047698590176174005,0.04378529066545787,,,0.005818501815711309,-0.006835981664215078,-0.06778545196646357,0.10209532487899517,,-0.018968171736230673,
PON2,0.142237638115186,-0.05724220194499489,-0.02110454731715185,0.09420670069742978,0.06575517423031639,0.03363002527624845,-0.04356195624162089,-0.03777537684019066,0.05582194611031134,0.011241242826348587,-0.004915792102023602
ICAM5,0.04402483579290578,-0.014518458943839477,-0.03347698616581941,,0.07314196713971596,-0.014562791826480771,,-0.004473375391071958,-0.05623253184894428,0.06026811688395575,-0.04045710808367882
HPX,-0.04389495986983339,-0.00906246648367364,,0.1041766246409754,-0.02491398255983671,0.0452962390360237,0.07743011647742423,0.044677268836274736,,-0.043530379507691216,
SFRP2,,0.09266256001726472,0.02954709732700417,0.08615141225672432,0.06022046743905889,-0.010045377333148003,0.0779804246763876,-0.019239151209413427,-0.0574944237411412,-0.030866547889510258,-0.08764332838990509
CFC1,,,0.0407600964709181,,,,,,,0.058619786748964,
CD70,,,,,0.007704601882363317,-0.04589442483761302,,-0.003112252094624813,,-0.047917364266120824,
HP,-0.04105591724654445,0.028986410854399243,0.04733117047789571,0.006391309473890203,0.019190405081584,0.052195524262511235,-0.038238202147448636,0.04871710910511141,,0.1155608785520184,
CXCL2,0.003703311318836725,-0.01259460909033526,0.08548735905194225,,0.03546972624346792,-0.0247143533011553,0.04675178777179743,-0.01572053552876625,-0.05077008893436992,0.021363426626480535,-0.005182385188584407
NPPB,,,,,-0.015584274802364968,-0.04518624994262802,,-0.016326558954532992,,,
CCK,0.02728647415335264,0.000870908857270263,0.04072530723904738,-0.0349200687529329,0.05781870686761592,0.09527985474153608,-0.036637842772834286,0.11088536623222849,-0.009544602313788285,0.0464834980214795,-0.04523405933121281
SEMA6A,0.02192003903342018,-0.03572960311102605,0.008572215299870544,0.04370189597547673,0.07249091629681413,0.047523226440746344,-0.01927564796992061,0.009743839742358706,-0.05121246090564062,0.0026808163490513897,-0.049997431099238175
IRAK4,0.05385604135931235,-0.023142988935932644,-0.018841016284785333,0.09591621259593322,0.0023397035027221814,-0.01767364055931452,0.018217928739060935,-0.017972747639200964,0.01583920696825416,-0.02031481259275926,-0.04181894509992629
GSTP1,0.0389536579923851,0.012145495115204909,-0.040830038860459626,0.04412294517372802,0.09824021565358382,0.028847006380843303,0.023126344156228308,0.03108789426934012,0.09221332147222433,0.03524863959934137,0.07932321206529057
VCAM1,0.017722097261060794,-0.03255618699864333,-0.0135952606551674,0.03243518426431321,-0.011218948202235797,0.04313587440504024,-0.02189018173089563,0.01692200158531939,0.027597111156964293,-0.010625352159611499,0.03831986061410956
NXPH3,0.04905404298374009,0.033901599179340026,0.0281677421135157,0.043073386977913006,0.07802870865862688,-0.034831554199104504,-0.0584372253635538,0.040901127130377225,0.04516972352956005,0.04004957581175347,0.05894794611872351
MTMR4,0.05937083216964077,-0.01951062428247192,-0.006557274189870444,0.004618199443848857,0.06465552723413918,0.06392877187964933,0.027549201304704344,0.04478427423580664,-0.05091862555058568,0.036023081025049364,0.053689562113797065
LAMC2,,,,,-0.01804197408198343,0.05855124284832564,-0.028866403598657886,-0.024159413465793027,,0.013037478660225657,
IL10,-0.026543970851362647,,0.054838529569688835,0.027665627513618368,-0.008728090285297592,0.07614157843255998,-0.027844418449049984,0.011814559533900782,,0.0009771397389328775,
SEMA4D,-0.04872923176309001,0.029522829225459568,0.009699538765236332,-0.019567079136448076,0.0720879461435474,0.06654275398994218,-0.025282502006120113,0.013417046591616423,0.030172146076059336,-0.047839822983523655,0.050989059462412896
TRH,-0.021473601007180227,,0.0037206727080348885,,0.006195422221944328,0.07385440547815676,-0.06380329716441659,0.09279305274450321,0.022679556647616405,0.038085100255189124,
SEMA6D,-0.0482387999411437,0.0020826464953672065,0.024045824794377856,-0.010528581722280885,0.04592716758752574,-0.006084436930366101,0.0163935090096895,0.009972593567015239,0.048361861133751835,-0.02918587099937178,-0.09979553752242144
CEL,0.004212264009654207,,,-0.03878697312021593,0.05435421766738457,0.040800762778090416,-0.03662090575067158,-0.010560529175993214,,0.009195243836256717,
PDCD1LG2,0.061045703970171124,-0.006466428603440961,-0.007285592648724245,0.07271777640904183,-0.007426278383665717,-0.04852446355606825,-0.06382239112675764,0.010622572160621081,,0.06148057499737576,
SPINT1,-0.057276539774357545,-0.014810064024451012,-0.02243468562551972,-0.03658501828144447,0.10343332537236878,0.063763873082713,-0.007029626385825916,0.08746957773832989,,-0.0523596694835384,
CTHRC1,-0.034249018477982625,0.11516805315035361,0.04017928703446142,0.04457078895198783,-0.000671720406094742,-0.0015207813638493742,0.023848813935656365,0.0509594357493716,,-0.009899253187738703,-0.05091323284224746
PODXL,0.02903230132312828,-0.0028777677002111064,-0.03293600580778051,0.02890898111907175,0.018057719452049946,-0.0321297153702675,0.006517400044249699,0.02879840038371719,0.05144452048598661,-0.028711313788289543,0.036305150366732944
JAM3,0.06510376619720233,-0.013681695013484318,-0.03223827776046927,-0.019017905670042825,0.031233184095600126,-0.014836207252299448,-0.031107643979638003,-0.021457114473677288,0.016896476629174744,0.014355846155055736,-0.006642358032340273
TGFB2,-0.011593283332869443,-0.011666143628291195,-0.02293382366584794,-0.03548378754553296,0.04370611931351717,0.0806086195781216,0.047076670096262055,0.07720749802306257,0.024534481172765923,0.028068175935973192,-0.03253157995409105
COL18A1,0.04559917437287517,0.003845299639999396,0.013781149458473956,0.047808188353559676,0.008931250516368784,-0.05681732572605975,-0.005100892580723797,-0.0040730484647359,0.07925875690534585,-0.046812192809921375,0.11973381656215566
NODAL,-0.020761197875619915,,,0.1093827518609323,-0.02193814765550864,0.06622416503821044,0.04255649864976757,-9.34160532659872e-06,,0.008102212709977009,
INHBB,0.018030336888258097,0.03301439573347958,-0.028299772531649014,-0.05443883572289369,0.02979557833098435,-0.05450380327226439,-0.018154464707407336,-0.016187716137979168,0.1451293215111613,0.05402984914653333,0.008029486369921604
LCN1,,,,,-0.004662874970153028,0.07082598014048555,,,,0.16981386271340992,
ARF4,-0.04636906261710884,0.02905441136185964,0.0827007794516371,0.019294805860988792,-0.022253495012201224,0.01073030453717484,-0.09225643309144771,-0.011954978043734901,0.01602732426764315,-0.06573545088053978,0.0903879835293034
CXCL14,-0.02806468148483296,-0.037109788167504515,0.03889255676429096,0.003724232473829518,-0.0008371142745803136,-0.023641525321471242,0.001557679260668247,-0.0328976930322782,0.04139420821845795,0.04200163612736044,-0.02683564446754931
LIF,-0.04203994698944938,-0.010743760908335771,0.029867929380345142,-0.0074267075137574735,0.023969487384708305,-0.09542226494796131,0.002933768716993974,-0.02384286557675511,0.0005156532215320375,-0.030099419241307948,
IL17B,,,,,0.021394410732989033,-0.028950545717558847,,-0.022782280075351196,,0.0750501576434737,
MMP1,-0.021473596322776102,,,,0.09048593622140019,-0.029802060627837353,,0.007221589623394272,,-0.04661697020280299,
MATN1,,,,,0.07471469431528314,0.02201231413860822,-0.029199762251237635,-0.024114438457826716,,-0.01898300644891615,
ADAM28,0.004842229406878745,0.042276780731508916,0.005760135435346034,0.03543679432612433,-0.04850599196955201,0.05443602189231495,-0.026097293692017708,0.02477167174941346,0.033459654816194215,-0.020913662454135618,0.08114475216713077
TCN2,0.03869814887157514,0.004217521105959171,-0.006628303644910628,0.0498605352821813,0.02636266451466748,0.045842335404441305,-0.024599575947372408,0.007803385356735424,-0.006555697826514729,-0.023153932074772395,-0.03084779008885541
THPO,,-0.011179903481499883,0.08271215711949537,0.02173641330609602,,,,-0.006452405555419127,,-0.028447761106253088,
CUBN,0.005428513352051858,0.04538255510508712,-0.025668121036749387,0.115505443355174,0.008721262235550774,0.0522096860259411,-0.0008520690040571678,0.035139510453254176,0.07261208142621234,-0.0007862688636597912,
TIMP3,0.10056439780020353,-0.029821448057699686,-0.0183585376399877,-0.02534359967295628,0.009473657302140523,-0.010253154314550702,0.07230220569543282,-0.03796096834660812,0.05420299588486473,-0.04066045634397461,0.055416783709953864
PIGF,0.020669969583404,0.01603188552338711,0.024904760003554696,0.12644051752400656,0.03228401648128264,0.06515566822017378,-0.00347596326457654,0.03547818642449763,0.07862937831979576,0.0322953928778029,-0.0030224131000507184
CRH,-0.02182108795771092,-0.020227706747021432,-0.010299584255392385,,0.041454175881080454,0.0001130180712214585,-0.005873056487941364,0.03006406686190603,-0.040848079935741376,0.00840020918072979,0.01944558120684463
BDNF,0.0489319676186133,-0.01818696819289233,0.09796613319785163,,-0.00011744309832750683,0.016769613740555748,-0.06256074428397419,0.05556656117983247,0.07051063516105788,-0.057787113997914294,-0.054164135315312306
CCL5,-0.02289305750820712,-0.02793689828222237,0.06439764013229059,-0.006084824805831898,0.036477833678973205,0.01032577528001969,-0.013315028413796547,-0.04450559501859868,-0.05034706103267248,0.02392422231432853,
GAD1,-0.01277086034292761,-0.04278821943908514,0.053448338658833645,0.17768388746094246,0.012734682921025574,-0.007955687590544734,0.008641837376256175,0.06445937263791965,-0.015228643208536763,0.09010615780580442,-0.12156956863778214
COL14A1,0.018747705186640776,-0.014644108999730778,-0.03158723937259361,-0.058292108205412974,0.062404211514407636,0.004004931155076472,0.07551972575064296,0.04383550792454699,,0.021706750960151747,
HLA-A,-0.04167566693284939,-0.013707780264119429,-0.038621994392515915,-0.01862610155067308,-0.018028859986843407,-0.10659888814520022,0.00740556243915603,-0.09833570871835748,0.1045159247124395,-0.07604405829554271,0.07034973684330964
CD5L,,,-0.034835703733956766,0.05027247196007076,,,,,,,
FGF18,-0.029772914118092932,,,,-0.024006772541236374,0.044961866535126696,,0.0002357520826942768,,0.054091348281716745,
ADM,-0.13374327431957056,-0.015051536239725436,-0.0220024212378383,-0.055919468424142096,-0.004402420132311654,-0.11598049171943012,0.04138882221165437,-0.06952214441526437,0.025427022246827174,0.015455767776783874,0.04161336525843103
CCL15,,-0.03189806447728523,,,,,,,,,
GNAI2,0.007194215586889865,0.01618798335509042,-0.013067540323348613,0.007145365552813731,-0.040017050801542366,-0.0050949644704570704,0.012184925937071541,-0.06331837569014687,-0.01867608281532632,-0.008941316328087359,0.044957471261112054
HDC,,-0.013610094504365993,,,,,,,,-0.01898299785169219,
