,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
EREG,,,,-0.0492028444921651,,,,,-0.0026465658143434573,,,,,-0.03384843807119676,
SPTAN1,-0.09344481306153382,0.0061649638255665,-0.0022266775864380217,0.09298510803339774,-0.06523033628995246,-0.05815152824771265,0.06780752732517406,-0.04268079161159624,-0.1509838688941227,0.04165566081681643,-0.08834621540316692,-0.021312028224720895,-0.009509386466254268,0.18491315656544602,-0.03910489358916672
LIPC,0.040625886811776146,-0.004187769338135707,0.028435410359084378,0.054111356134794286,-0.01332621177313662,-0.047704347627336496,-0.03524696799596794,,0.09038263307942856,0.034612097249521766,0.06994102641523597,-0.004392585562591559,,-0.03407409810098887,
COL8A1,0.1910435049274432,-0.01826460722713894,-0.016791330502191944,-0.09242948794469495,-0.038689103044469896,-0.04508863087899825,0.044016917605041034,-0.013657631781476772,-0.027726917640636783,0.030154623030386664,-0.04352422431969002,-0.1506683481204577,0.08052678621280017,-0.012540224653607804,
GSTM2,0.019376638724160726,-0.05652443552225436,0.028918663864445266,-0.0459323052280417,-0.026084444491100218,0.028459406472059252,-0.03196111456956541,-0.033966468689639484,0.03908649291340955,0.002255279184640011,-0.03582925127827187,0.029491266821922626,-0.03384775873997956,-0.052501017703007115,
SPX,0.05831512251135428,-4.459041298157225e-05,0.035435210248592454,0.11759114547298896,-0.04747314411401545,-0.011186472424646952,-0.029095671251675035,0.004393716034001322,0.04327933957344304,-0.02109538441167035,0.08560394561908391,0.07323077604975962,0.08533000075152064,0.15793273106030756,0.06197180475225018
MFGE8,-0.04554666462426715,-0.04778881923377905,0.045142332450777686,0.09748423313595775,0.021390939185977408,-0.04366536030040675,0.031385877382834285,-0.028748700854373976,-0.06806401594086021,0.10051241707798293,-0.07885725891263622,-0.14071841425528678,0.07240998743259229,-0.06144603431289159,0.017372305450917794
TGFA,0.009047451165949794,-0.010047149110182453,-0.01587097380038026,-0.07372270043510923,0.014866154546374365,0.08004617962582784,-0.043663925039392155,0.024933072558379114,0.19300167049261566,0.06301945312110807,0.08472909321912965,0.0479218913639597,0.03190610147914038,0.0003437572025309849,-0.020341371145689582
SLIT2,0.05496801456072493,-0.02985197940025565,0.038533329666290285,0.09654879177258778,0.030464624127956096,0.04471373542888653,0.0034690062785461113,-0.03615654830570411,-0.16420328851839378,-5.878209319462679e-05,-0.07488519926236728,0.013904262896590294,0.03101951592993743,-0.036702599980905,0.11469310517638083
PLTP,-0.07709932227723093,-0.036065600245353054,0.02066511082337054,-0.1271188569793932,0.014411051295993786,-0.03360445686617118,0.03706741367747194,0.062102954584118734,0.060392421731637703,-0.024299018977929167,-0.10585164566400013,-0.1609782083769213,0.08309448544723481,-0.032021523435100625,-0.06840289361446392
APOD,0.2623853245139617,0.018931669409020375,0.037813552307442704,-0.007471115634922675,0.04075452853643809,0.13910174942284673,0.038479592694740605,0.07889089555915406,0.32483792851951293,0.17768318898246654,0.17468667464749613,0.12937169477081698,0.010990544027663642,0.08082622827772648,0.018402387383478276
B2M,0.03320941616040988,0.04605218648987964,0.03721497979288684,-0.055676558525382495,0.09743670156618071,-0.09282412891932464,0.08755662463013497,0.024532695742859836,0.13427414235893267,0.016804515555524185,-0.009936547571444009,-0.16249198226418393,0.13287036798722085,0.027518835795234835,-0.058087589618184506
OMG,0.20388759506143062,0.03994905069501808,0.06596618807367112,0.12046784193680377,0.04152485429904215,0.10984780495732055,0.07712230270726679,0.03373670513935362,0.19852056753678285,0.1416652860628047,0.13830226543992705,0.13244817772313874,0.08230667900737147,0.1688868444894311,0.04917047873741995
CXCL3,0.023793324687144377,-0.035694900841401506,-0.0315239615424367,-0.08366613830121847,,0.001520140722030237,-0.03182742834588926,-0.012293954457891134,0.015908280623385132,0.0046038319110498814,,-0.05205226276224862,-0.07307942811867116,-0.06046549480633854,
CXCL10,-0.08496134043805577,0.11394067730869849,0.0006675105763012123,-0.043964274294356884,-0.015673054801209105,-0.13064254423992536,0.011253434516844955,-0.018675416636972197,-0.02370695778729072,-0.004938021640237929,-0.007630523242503142,0.0062552516640481505,,0.03133464131103426,
RSPO3,,,,0.08314340155056453,0.005621992978026898,0.01746214220206891,-0.016431427526238905,-0.010578261904757453,-0.08843335831810621,0.01679660380387207,,,-0.031007650161417783,0.024851846007027893,-0.033494030877901856
CORT,-0.018330148228574036,0.14778321004213404,-0.03497064461765994,0.08028780559750126,-0.017522618865354694,0.04187912781990231,0.04467678533359389,0.06640372925049255,0.05039171577884385,0.058354794064301885,,,0.023652685378131713,,0.12874752326658773
NCAN,0.09489784893972036,0.08929508188916548,-0.039845275564033805,0.2231727640640238,0.01773451082901586,0.014341596199934366,-0.006841999827325137,0.022583824917061547,-0.17819691698445034,0.06618586592220108,-0.014075587131896926,-0.20997130170947934,0.09325910143796597,0.1320237922291855,0.05417923318069105
PRG4,,0.0041509104025820665,,0.01902815555893327,,-0.04198613561289945,0.010058858366280014,,,-0.020637672002170104,,,,-0.04092119216124667,
ZG16B,,,-0.009388037989008766,,,-0.027451899931574972,-0.015292589479558132,,,,0.021704337401664824,,,-0.02508145891712685,
TGM2,0.022361386061712285,0.0052174401488738935,-0.011539560276441447,-0.08787277919270507,0.11224296070800421,-0.02715128896405318,-0.005629944306391447,0.01038904970241855,-0.00994441030003241,0.04181765092122933,-0.06948908572428204,-0.08264440893018223,0.030394590089503456,0.05913984411528958,-0.04463527389057857
VEGFC,0.07421232399653085,0.026138505233539236,0.014588883493368456,0.02553088144929352,-0.01843435066090634,0.05270458734944308,0.0298375830337007,-0.00710265518707676,0.015493462647022121,0.056669751468209184,0.0675408185570036,-0.024023217018386937,,-0.05508079353724611,
WNT6,,-0.029623438530736502,0.03748595868184825,0.013913828164114692,0.06464162188528585,-0.022949534159093465,-0.01723802063062695,,,0.06797317954141363,-0.05846341290777567,,,-0.025916672042060145,
NRG4,,-0.022076437242892162,,0.051542101865159666,0.08830102728236179,-0.05229639543331961,0.009926494083556406,-0.001436317920759016,-0.029655160650510142,0.03679860137251383,,-0.013988141637209453,,0.044217250349625876,
PMCH,,,,,,,0.07637778711151218,,,,,,,0.06912070509687471,
COL9A1,-0.0433815847343977,4.8038738184704156e-05,-0.030205069584659114,-0.045243114149477015,0.0681956206887512,0.01727771534634209,0.011469025517318075,0.03416730223097547,-0.09900850049704495,0.04673791792933931,-0.024219929943429325,0.006604380238339948,,0.005277548461251173,-0.0330331391614322
GDF11,-0.04988241508048944,0.03676647443452916,0.013213712815256457,0.0350187286937685,0.031121579837561204,-0.03653567701274812,0.01548598327619001,-0.052530164459376985,-0.021044453915124297,0.05843331794047519,-0.019467594054268993,0.01301915627398294,0.0966367708170386,0.052483545009866836,0.05750892309500813
IL24,,,,,,,,,,,,,,-0.04357241768211951,
SORBS1,0.012936890233377605,0.024650910599597096,-0.018485372086813417,0.00501983105801738,-0.006907324476902793,-0.043504590637829695,0.015963449497794487,0.0085461120007196,0.09847499931039083,0.0741988027112765,-0.18299956894450356,0.09983945814829237,-0.002026156457777721,0.07200687071590993,-0.004978817410998332
DLL1,0.06160330828087527,-0.028605536076984725,-0.0597660909927811,0.035855856279886404,0.0826201604699033,-0.05592898760602885,0.008117043260607205,0.05297456195436681,0.05141120894996722,0.08675884415405163,-0.033839283179488776,0.04878031295617984,0.019857449401600842,0.0232218143023958,-0.03394434185019516
TLN1,0.019215714060618568,0.03510389376941647,0.0014052409640642489,-0.11778703217325258,0.07946208611081165,-0.013221702467132633,0.0032317909026773166,0.0475951503853403,0.15797341669769932,0.02698829606100027,-0.11832061386273109,-0.03650586155996502,0.031183044036131112,-0.10419589818868469,0.029719695386703535
COL2A1,0.01984442672074615,-0.022596687292212914,,-0.027336161387269405,-0.03427636559805687,0.0019415421340946298,,,,0.021190305136710195,,,,-0.035114112464652306,
SHH,,,,-0.0007807096524311978,0.07419082355024204,-0.030465151824424254,-0.018601995788835073,-0.013194806907022318,,0.05259833464156331,,-0.060836989941832315,,-0.037728312546751144,
PON2,-0.07719473887681805,0.058164633190130086,-0.04311582634568656,-0.03164906937616459,0.01629280252364901,0.01585729991728797,-0.0271232082682999,-0.10219833825275179,0.10553836994288081,0.05467469912407663,0.04154880671373252,-0.10211615428986766,0.0025951071018434097,-0.009942335639699783,0.08132773728212432
ICAM5,,0.024247721131315673,-0.028049532615200514,0.2247062661703804,-0.05301126715897779,0.03504492248623066,0.026111728428764875,0.022611100378205375,-0.054854264169927204,-0.04810155105992722,,,-0.011290243109314386,0.07601114542241268,0.03061290451099045
HPX,0.007645658001278369,0.030802966765717955,,-0.008584659913775765,0.03834876456782584,0.04498591746888148,-0.010719048007607646,-0.01149194778755301,,-0.03843632484674637,-0.0421735786963038,0.006257515974970445,,0.00241053142874038,
SFRP2,,0.09182270993296376,,,0.03558640945387863,-0.030929090206017217,-0.002315410746378516,-0.017504042769034812,-0.05628887324494158,0.036438727531795896,-0.11426444272471488,0.06899944168021814,0.013967274469087658,-0.005691902737790767,-0.0638762799439972
CFC1,,,,,0.06306653081631163,,-0.019245869468786377,,-0.11244188526504183,,,,,0.13631440258532543,
CD70,,,,,,,-0.027589311717030173,,,,,,,-0.06846752065429734,
HP,0.11098944739470994,0.07479492057381837,,-0.08225706120895508,,-0.0309359353017301,0.0015384426021069805,0.00032925852385568466,-0.10062407708219535,-0.029896042346478177,-0.020692140316535816,-0.07019769570008097,,-0.03268178855855607,
CXCL2,0.09874994755452667,0.03496639607120681,-0.0038692451137770393,-0.08686941729904275,-0.002352179812183519,-0.06998706834424931,0.03854201117846591,-0.01597099314314944,-0.08814113217836372,-0.015184230191816776,,0.04800263878388392,-0.0700786457915802,-0.037874541014874856,0.06249311981418685
NPPB,,,,,,,-0.016852466011128896,,,0.13133737094342213,,,,,
CCK,-0.08356526830407544,-0.0066589882424705005,-0.03604887415526166,0.3017110866895558,-0.07009954213316558,-0.0026035997746833217,-0.009755860087667727,-0.0349346387853649,-0.13723341476776435,0.019705075350033862,0.006758143084155846,0.026317892491950778,-0.05762518726374905,0.15845743642545587,0.012864254948332267
SEMA6A,0.011961577528359493,0.010899707742033853,-0.0006895780316578914,0.11584003787270188,0.0845724532040623,0.04531483868316423,0.03920972154571938,0.03033909074560815,0.16551397562868111,0.022134958279694136,0.01100327546001648,0.03811796324857531,0.030994842053030748,-0.0566575547118061,-0.0035880605875414366
IRAK4,0.0302514460083191,0.0742230107022799,-0.008315199858206633,-0.0038349511753401106,0.012877716947730395,-0.102153334062786,0.022779509203931448,0.030772600018964653,-0.0002694634043224138,0.058730795484528905,-0.11762377880538942,-0.07508202783769792,0.13743094842976253,-0.001189704616823208,0.018539390043402704
GSTP1,-0.069605064591559,0.022500091051573582,0.04078821893867679,-0.06944815925957074,0.08084412302022463,0.004728498482491056,0.011779443105832767,0.012319179549333398,0.16381485126771195,0.03245213811397534,0.11523126094405094,0.16153263775106508,0.06286749860345472,-0.06712447033290844,0.05247936603750656
VCAM1,0.1081316093976244,0.013339243783796036,-0.06276771145217444,-0.15317867984048522,-0.009128596953133169,-0.09604569405130256,0.09546878794875015,-0.014219875341015592,0.0702854446411918,-0.027214490453422325,-0.04362230922683591,-0.038659057899142125,0.11288766144538899,-0.02952029114798426,0.12994421412051194
NXPH3,0.0337149291343114,-0.01846256801569871,-0.01888581171519258,0.042690815102182214,0.03444374127994018,0.02834784067681322,0.026376953940538725,0.06858072033513465,-0.012201445585600885,0.0024740455264126568,-0.09403915920003886,-0.013497389853652435,-0.04424116978989387,-0.012812128734061921,0.11325776367546181
MTMR4,0.04209539506986704,0.023374951273795037,-0.07755200945993002,0.0010577932432800628,0.0010245233295762626,-0.07012714110028823,0.0034998569080618444,-0.06520465695398861,-0.07873415827728797,-0.024387275765784724,-0.036632453823554505,0.035992032875416836,0.062054395713178334,-0.02353877952504273,0.04053113800449537
LAMC2,,-0.020160130260485545,,,0.018894227909220466,,-0.007957967617095768,,,,,-0.04312659731999107,,-0.010183692839799856,
IL10,0.08337486355150468,0.00607082769994303,0.03434648861721393,-0.03685185255718851,,0.061110426222261795,-0.03836120480881898,,-0.09706774088155255,0.002837776101828055,0.01153074860475622,0.0020501075694662856,,-0.05649805932053732,
