,MGH258,UKF248,UKF269,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
FGF7,0.11351765400128445,,-0.01359585088146924,0.10077573962581052,-0.02796711137609447,0.012464952208695666,-0.01716527938410893,0.1781730443568438,-0.005326109166487996
EFNA2,,,,,,0.13353303925980964,,,
HBEGF,-0.006002145248863877,0.0685107386431611,0.06495443792441913,-0.012613145750713655,0.016645192371041898,0.07530652153525531,0.028307744328853315,-0.18398244064979574,0.0484826906857021
CSF3,,,0.03903619017352123,,-0.015480258895084432,-0.0508400338994917,,0.01713450714426998,0.030629985012667896
PI3,,-0.035085060820355986,-0.026853718045131002,,-0.03196805668448747,-0.05443400188605178,-0.02343032827768703,-0.07364081591765421,-0.0903306123925997
PCSK1N,0.0681767294573204,0.045369153011186936,-0.05696675100109645,-0.0792349461231405,-0.0418521128319887,-0.04231363619578942,0.028257606561045406,0.1931692076983896,-0.056797074861801786
NTS,,,-0.02931266684061624,,-0.02823282286892185,-0.023262651129865187,,0.20214796228802515,
SFRP1,-0.03799279388535553,0.03480215770377357,0.013209520330621307,0.10395250051282379,-0.0035070540686518692,-0.01536928015323245,-0.048887073971313935,-0.05706880826467462,-0.05324652144769039
CXCL13,,,,,-0.02718368556395879,-0.00983192082700071,,,-0.01953886937421777
MICA,-0.007365304709641274,0.004465942670000635,0.05101838623145119,0.11322144718849128,-0.023502409994719684,0.008321154028656939,0.01775535477113618,-0.00541952184573788,0.07978130830051107
TG,0.019337693429261428,0.003297160062097873,0.026443631413589425,0.12639971933442556,-0.016080598761756507,-0.02865049785631182,,-0.0015844014781533817,-0.02516769567880997
ADA,0.09702356420348825,-0.014998191636355842,0.062301365241995,0.03393398313264706,0.05282403103333838,0.03776252831789636,0.03762657643111779,0.020366756390723204,-0.012547951072681873
LAMC3,0.08526718442480255,0.10890720651586724,0.09741547579441494,-0.012839896605573012,0.014368977416959219,0.10260665970256623,0.024663689350290972,-0.019911795528522458,0.10242194499339287
CCL7,,0.04541648526878574,,,-0.018138183417314394,,,-0.030991242136109393,-0.058206794135083714
NGF,,0.03144993610042968,,,0.06524559414010812,0.13427076315830105,,-0.029392532922850358,0.0671212277065551
TNFSF15,,,,,-0.01768269208954706,,,-0.03144524691201559,0.0018746367775372514
HMGB1,-0.049546353409467586,-0.01450641695852994,0.07079666379342031,-0.032086956255341394,0.0017508267068015665,0.0006117280915074847,-0.03774347275295124,0.11793350799417554,-0.07505812507136929
ITGB3BP,0.044281982885587455,-0.01028541564809836,0.07061138191854828,0.09341135284398258,0.030660471825702685,-0.018524605883144134,0.029902597866231423,0.06167780081336464,0.03888483377186958
AANAT,,0.015041344327158205,-0.021511986201072288,-0.01848276759184438,0.03859085634041474,-0.025695612573424658,-0.019516316664924684,0.030316211396131866,-0.02606025022509537
RELN,-0.02506995253341641,0.07575673879582273,-0.05595451658856045,-0.02046201903727098,,,0.07862078660803468,,-0.01435035004761019
IL15,-0.01698408021604254,0.05924408847944395,-0.00405231336002048,0.04115386728203031,-0.029151994377181984,-0.00751333580042221,0.010211881106841458,0.024198288468727003,0.044583407743635096
UTS2,,,0.04987759540557529,,-0.013550492134198577,,,,
BSG,0.1243086815613098,0.02637076385760097,0.04140014900640674,0.06892330801076774,-0.022362446065377024,0.027204458049347107,0.09537151655608532,0.07782609191743828,0.12393809621629373
ADAMTS3,0.0026227996241768615,0.04566462614913796,0.11250602470958868,0.07873709457753152,-0.03655158009760484,-5.5459416096402836e-05,0.050366226538465,0.23984404295450548,0.019303483213625464
CD34,-0.07590692633175394,0.037933376504099565,0.06559504203611265,-0.03969792329716663,0.02323750357909404,-0.01610692880635532,0.054987158767323484,-0.11664676770567815,-0.010795613475358064
CCL23,,,-0.02447722549377026,,,,,,
PLAT,0.06886276835900837,0.09215252069035068,0.05676043803788262,-0.02948199890713457,0.012055658500216247,0.14625813725505304,0.0945669867307128,-0.0015379312231158704,0.08896184968774877
NTF3,,,,,0.00033219135768141684,0.011993296505756094,,,
LTA,,,,-0.01714191479781961,,,,-0.013008372778663919,
CKLF,0.013331560530967367,-0.030159853771010225,0.09946112384412392,0.051637041237931086,0.018111609369910717,0.025161911766632693,-0.0810640000346645,0.15167082719286581,0.10612707720523454
CD24,-0.009113298908668587,0.06404928689527373,0.04617906526004991,0.01997666702002865,0.030362952926205354,-0.028679631717065036,-0.015786658096682765,0.016709387063854567,-0.07241617296977956
HSP90AA1,-0.05718973008802309,0.011831462347549348,-0.13231554660379957,-0.08046662523597164,-0.03757485910731806,-0.04540250971080729,-0.01483642461752879,-0.007213955699986551,-0.16901986934907534
BMP4,-0.03112158696821176,-0.008327247994544784,-0.03456313645480598,-0.014606681900563662,-0.01718421441488386,0.13963915681283232,0.14214951227001763,-0.006198537643876598,0.020541327304927418
SCGB3A1,,-0.021213085529185237,,-0.011961401453576204,-0.027607081950764886,0.011423783925480976,,-0.06600961583093062,-0.02274532348476452
IGFBP4,0.004469832410751868,0.06442837701077686,0.10943000276034955,0.012871742442892496,0.035981733445024554,0.038298548327138575,0.0930272154348743,-0.07415624790537764,0.029351747099036662
RSPO4,,,,0.0047712048977252945,,,,-0.03111339085802194,0.1538195242787935
LEFTY2,0.03359820852321865,0.09841601391987112,0.08281666348732111,-0.02116150238327201,-0.015397263734230913,-0.02195489167043197,0.05316849362548034,0.12852138445251693,-0.08545711447607013
PF4,,-0.02200517103821537,,,,-0.01750115009195708,,0.02917853915442548,0.05268724587539538
ANGPTL2,-0.014281886453612332,0.04388368643906223,0.09608653685433118,0.07255112930312754,0.05483640803633244,0.06217492997591601,-0.019437395945055284,-0.03086239961683874,-0.01374977469417477
LRIG2,0.02552265098469764,0.015817717166655847,0.08900758576123068,0.026816442318936033,0.0204372575407787,0.07864811532687094,0.002192363616074536,0.05165524072732004,-0.028272245227385726
ICOSLG,-0.06283554587451191,0.07475701778336098,0.029127995544454475,0.041963117990630454,0.009493089349820563,0.056000755989952855,-0.01371522920577465,0.03493264406538474,-0.03600306398333361
WIF1,,-0.004564530148020227,-0.09775148538716437,-0.032989609956938754,,,,,-0.013115474389331673
NPPC,-0.0008385667880850298,-0.0491184398024336,-0.043835027024481096,0.05923976033204071,0.004279670653046418,-0.03311334925118248,-0.0323610632113591,,-0.009165179676525597
LYZ,-0.0477207637121399,0.015182576216683594,0.07104297646225327,-0.013751403730133348,0.04604346447901497,-0.023724285091575443,-0.007134988842475518,-0.09054817505592176,-0.09684748023165185
EREG,,,,,-0.03681725996791298,-0.04073591785627891,,-0.058627004994051844,-0.012514066273334666
SPTAN1,0.11537371798929387,0.013475565442001887,0.011474755353295165,0.0024031823235767438,0.02710068119505379,0.06897469067734108,0.04733966329818559,0.1965931615220286,0.05088878801760692
LIPC,0.18340599602420168,0.023310346970456072,-0.003328706012243549,-0.0018762211410912025,,,0.06146308175747395,-0.014564824660389941,0.061404161468879115
COL8A1,0.010759487591155782,0.10060326295547817,0.07268183585263491,0.0030038919533078028,0.01123177562956703,0.06654510475980983,0.03680435880357951,-0.2269746502893263,-0.0061731321124398235
GSTM2,-0.026158814537158296,-0.013739426533474606,0.07086312409530884,0.10832048318587352,0.028035042034729007,0.04092067267810184,0.07547588233089454,0.08979041447624037,-0.012100299933106837
SPX,-0.012394370586430156,-0.009696265170752724,-0.031978554751403564,-0.04667670819793182,-0.018287752045951233,-0.021729914811441934,-0.07377939676458044,0.31198798917402676,0.08657379033544725
MFGE8,0.03978079496356226,0.07194589669900896,0.0019156559094986405,-0.04145436172103906,-0.031503551799363164,0.020289072716571516,0.10464290483268052,-0.049131086908543085,0.002653784117230207
TGFA,0.005241638272260232,-0.01801435317988137,0.05341391759289294,0.058833457902943906,0.023642047943142175,0.09404516492729195,-0.03574834947607571,0.15270274825896732,0.03046728766936069
SLIT2,-0.01607798391957167,0.052976107628427874,-0.014262104529746692,-0.03855875395416258,0.10708058834558867,0.021846815683479112,0.0035849074964931535,-0.07348975372365087,-0.03630127752507789
PLTP,0.06896756512643476,0.017023067861433202,0.10163691998428076,0.05375612628844619,0.09635560191714748,0.012439667578280736,0.11665673701866473,0.10564954125926555,0.04663295532254117
APOD,-0.11167417507809028,0.0012492889574992015,0.024695692130668082,-0.047654031167660135,0.05249397258691444,0.12980835177225966,-0.0726489971386359,-0.0026094202847523544,0.17738099781633782
B2M,0.005677485514510563,0.08235021923035853,0.1318316490391177,0.04326065366825914,0.06408149671029659,0.05674590751675631,0.06963165480026041,-0.18702441189695118,0.016144840080549804
OMG,-0.051877908737027655,0.00612544967878065,-0.022840006806792875,-0.0030966224397878353,0.05908633651674387,0.07641689058723433,-0.041455598371120984,0.29071264846108313,-0.03285395583063278
CXCL3,-0.024352553256234435,0.014885911286264377,-0.028244209553513158,-0.012345282821885673,0.039064006981214594,-0.05100167771344616,-0.02402073938053666,0.07435390731748928,-0.02935175981542111
CXCL10,0.03388570799256369,0.058037601509426634,0.06222644369356942,-0.019618148402464477,-0.018730001282268677,-0.023474115795271394,0.12573911304209107,0.07835502387876492,0.0200583176605119
RSPO3,,-0.028815281355600565,-0.03532382200180486,-0.012900582616851187,0.01582430238953293,-0.020030976301832176,,0.04041131654596709,-0.027034420337921576
CORT,-0.014625567149883226,0.02801128464478437,-0.06113578806887081,0.044737026537214626,0.023259502312093148,-0.018314064055959308,,,
NCAN,-0.04182042708017854,0.05437481803490357,0.09504460413548904,0.017991661526908554,0.08891373456130804,0.11418833517393516,0.07195383586209898,0.34911087573949734,0.0811495389522454
PRG4,,0.0008480448051569162,-0.005831859960189782,-0.015082913624073224,0.07089002983171205,-0.02702352222624116,,0.014643967479886598,0.007814715982890238
ZG16B,,-0.029416147111047855,-0.02139187907206884,,,,,-0.007593712355595111,0.11368818257556215
TGM2,-0.06098770606857339,0.01799776635698607,-0.01870917696942317,-0.05143841908098967,-0.04829587142259406,0.006626132525492473,0.057910747664970334,-0.040055728741334146,0.006332982307221155
VEGFC,-0.030240238431667198,-0.023469006973187385,-0.0016084938856915428,-0.015392714556242365,0.06894164240700626,-0.015036004774032774,0.03223070502875094,-0.023012454718159374,-0.04171938281480927
WNT6,,-0.02332414055483655,-0.003245307867358244,-0.013433983979914332,0.0198069158586719,0.05381982915652139,,0.008020248821935297,-0.022691709104313947
NRG4,,-0.01953799846530375,-0.006625556953116555,0.05600730308876668,,,-0.02544159446151929,-0.019838631952760467,-0.01859577198782318
PMCH,,0.07212491719709303,,,0.07407022847136364,0.1689898434212685,,-0.03487876744974695,0.024259779251078535
COL9A1,0.07603289817130353,0.04948195941710616,0.15443760745907967,0.04474082914789332,0.013081572409455419,0.11503384647596124,0.04196395499818251,0.2319527574241101,0.05500782987210564
GDF11,-0.052764156488170164,0.01051610217104722,0.10741495363756769,0.028559606378316355,-0.028146041187457085,-0.012318006337429587,0.040463858322476697,0.11955841820228626,0.017075993784398395
RAET1E,,,,,,,,0.0158735092476151,
IL24,,,,,-0.013745597567872817,-0.017222103151652696,,,-0.011178898744568042
SORBS1,0.009832015879906982,0.047093165078282415,-0.060613908614964726,0.008885140075720275,0.0016971125090829806,0.008832828078425232,-0.039421371339819405,0.13907250069977872,0.0016181853698890324
DLL1,-0.0142509222012201,0.051469092977662535,0.058912643156101265,0.040413908505385045,0.038808043767046586,0.10619296282990733,-0.0037374865533494586,0.13164284676146598,0.11242077615050583
TLN1,0.05142961104749402,0.10226951304352476,0.08801175558854468,0.04892424968878335,0.025785476807033948,-0.007514312284709567,0.01901829319863069,-0.11796666523095475,-0.010858245804301109
COL2A1,0.004183609775390599,0.031540369654719076,-0.028244219165330698,0.04190214383041052,-0.03004967822731597,-0.044886069183571846,,0.02854254236089398,0.019589928993833577
SHH,,,-0.02220338811604744,-0.011961400408075255,-0.024869638641590457,-0.02403374044169662,0.08637588111024881,0.12511985935482478,-0.020879913035844078
PON2,0.06841772508659553,0.044284116671557607,0.04554366895487154,0.0197723188130959,0.025540881511664507,0.014572570822907874,0.10862634369624127,0.20439324631073252,0.17505047093783105
ICAM5,,-0.057173681201398124,-0.055191964355273626,-0.023359968878323926,-0.012833014778819396,0.0589123913667843,,0.02554441029789637,-0.03536883628962485
HPX,-0.03226281818294353,0.028787826753314,0.01646867805885499,-0.030403492561388357,-0.008066730949599468,0.002603917375890807,0.054423733434272405,0.042579358572209264,0.03990024640448554
SFRP2,,0.020966183236475762,-0.022541512278625258,-0.02346520651657509,0.017013378504920965,-0.03667020079882191,0.010926150335373296,0.005587926475077946,0.07715651665621809
CFC1,,,,,,,,,0.03803994102585975
CD70,,-0.017105285853399852,,,-0.015563423622471805,0.061732506168040054,,0.027111400337112592,-0.006967118949888643
HP,-0.05635849998964021,-0.02877560419353836,0.016705042429862607,0.009441731880161484,0.05792361575797039,-0.043037139985755736,0.030872175513793648,-0.055417626704255644,-0.07933629435803692
CXCL2,0.014994710740561475,0.049508537482456955,0.013207134906693119,0.0062433858159686665,0.019702977754525425,-0.022880989772344526,0.07330404439883621,0.06840057781187718,0.010028463753536221
NPPB,,0.022333264582452828,,0.09349130901691051,0.016692739503903924,-0.01689486702647354,,-0.04256010006617957,
CCK,0.010090455319601932,0.0016146949052540595,-0.09263387596685894,-0.03854875187952518,-0.004797975405617345,-0.019607398485234396,0.011597014181161266,-0.02324154579797378,-0.11957390307375955
SEMA6A,-0.03760542987326971,-0.026957901671618247,0.08978854184646017,0.0639171688921591,0.06742651290688625,0.03212629640269213,-0.016126505614155483,0.13875232890755917,0.10128648056769216
IRAK4,-0.07999811407801656,0.01785310486408331,0.07578047630076838,0.08184963125447517,0.07717377915228678,0.022485210560998448,0.024030029724934517,0.11533498692564179,0.007731326349859649
GSTP1,0.013359110344582283,0.011575021911102568,0.10717296882515848,0.04710473762635104,0.054063599062216285,0.01647182599543082,-0.009321570314032907,0.1731977851090961,0.13790104145917467
VCAM1,0.007019709730445461,0.10850697689181456,0.06215243798661024,0.017021111746562248,0.005990432857721511,-0.0021093834496435505,-0.01606054676519745,0.09884409859153151,-0.05356947472212918
NXPH3,0.04173066792799285,-0.0007863757159729051,0.08655393248154598,-0.03128001914927971,0.028545284434119172,0.07697388332263765,-0.005563959678699744,0.25063213492829045,0.07786236172019895
MTMR4,-0.035418052321566515,0.0348051995906314,0.009908722058045107,0.046295692202090157,0.0817190117775103,-0.023040185567186275,-0.00045609664696151834,0.07311058195601391,-0.019345719702783766
LAMC2,,-0.021480181171657526,,,-0.016898958301597218,-0.02261745386753402,-0.0035223934987595584,0.033386936967948436,-0.01655651167671724
IL10,0.014459894980705561,0.027591960825519252,0.013776561565075254,-0.013778668922308081,-0.03216514248123985,0.0967450056912679,0.0604194045584597,-0.061390314458254984,0.02735839240735733
SEMA4D,-0.036900591900553406,0.04952800007323514,-0.009753840935169114,0.013725846098777738,0.07823299854637822,0.08636445264231334,-0.04879686024262338,0.10259705892618988,-0.03498138814199836
TRH,-0.027766341817156336,0.022940199457988936,0.11875536235540478,0.05578857529774912,0.022022023249400714,-0.0078099775088176756,0.08534123495098662,-0.012626565905294087,-0.09974116607466031
SEMA6D,0.02213868992801716,0.07806225261568196,0.053863827396503985,0.04047186914242199,0.03372610789195593,-0.010462117019972959,0.05636593804791644,0.1848523271480607,0.09717327476023531
CEL,,,,,0.04189601965912855,-0.02811736710203056,-0.037506317800519225,-0.017168734228761445,0.007334778309086812
PDCD1LG2,-0.04739988615684486,0.005274012377988073,0.06985933798493162,0.035832832566807665,0.05666243121569756,0.05505871628311605,0.06987753215773307,0.058389386470299495,0.006222982040082792
SPINT1,-0.008342786604491718,0.07661696696908978,0.025890252367040237,0.012308453821128785,0.11768540018135752,0.043112502070623414,-0.0486012228618652,0.05778605946563432,-0.0069400578203761085
CTHRC1,0.07811924809544825,0.04576544732017619,0.08905912131574129,0.06262104175336385,0.05634387786690549,0.037953256851783655,-0.017419798064716215,-0.037821025579377075,0.04339321014476973
PODXL,-0.03794369983250562,0.06147370926757857,0.10612006153575756,-0.0206790364504811,-0.0050249812777426895,0.07007042329210476,0.08731213471400744,0.059553464479628525,0.01828203301247812
JAM3,-0.07858072664107058,0.017047648023288554,0.05796880341501357,0.012132462385218049,0.01751914560413172,-0.03717568631356482,-0.04850831099025077,-0.06518086388816995,0.04217625613139526
TGFB2,-0.04198247254577521,0.04581136300172544,0.10267719924359471,0.05238570021463623,0.05088930361836421,0.061811564800192315,0.03480979984024958,-0.024755553509939354,-0.011886328972371681
COL18A1,-0.023245814208354188,0.060461603776101665,0.0725556049048261,-0.0014275845405522084,-0.01881883095821969,0.03689571187203589,0.04859183718258735,-0.17099755579123835,0.039265502670797495
NODAL,-0.03268826050504509,-0.027557996246316056,0.0609963059441462,-0.021161500016125653,-0.02054829703003138,0.016115318215363637,0.12190294454873493,0.06090466510303468,-0.009821324014886655
INHBB,-0.03540740849871179,0.01438084615963303,0.02079935870831968,0.046765103899346176,-0.026533165477142167,0.04491570971353028,0.02420945781051687,0.18197015514460724,0.035176703320987705
LCN1,,0.04487848473635278,0.06739813986158177,,-0.02185643526591834,0.01994917863796167,,0.01380418125254592,-0.023049160759396253
ARF4,-0.00305388355722213,-0.007514165880498138,0.05805209288507379,0.05404835303089824,0.030969103020594493,0.08973201667334664,0.06694320528736156,-0.14226036054785235,-0.028839174342849116
CXCL14,-0.06922612799768188,0.021479799246927347,-0.03863214975422045,-0.03654622354094257,0.039340033961773095,-0.010754894983700379,0.0853658006577128,0.029105001378534685,-0.0838692021773852
LIF,0.0429035199248465,0.07066430124530987,0.0273996613886384,-0.025492183236719007,-0.01718015675361434,-0.03575330196221558,-0.014276706869148725,-0.13482826523343078,0.07708217496237973
IL17B,,,0.015106499577372359,,0.026478436081411087,-0.0321672209575963,,0.002285078749314939,-0.026060244991484
MMP1,,-0.02961398346807214,,,0.11982157077032735,-0.033113347104399934,,-0.07465211908143363,-0.031343526681483304
MATN1,,0.04714391917535297,0.004007231824168303,-0.012532995028343598,0.11914277447110505,-0.00034244882001120144,-0.02488215587029779,0.026393522597215776,-0.023748962945951278
ADAM28,-0.047399693610383424,0.0505635455478555,-0.007142282872277448,0.04919212194072968,-0.017687318343650626,-0.0008321155393614398,0.07158611724932888,-0.005813301775512071,0.09449697528905807
TCN2,0.024949247463632123,0.047704675299218166,0.07931950793499966,-0.05015604681217674,0.025752018355227304,0.05975227995652342,0.05346628939693448,-0.015399306976265854,0.053245845916747726
THPO,,-0.0367494911830495,0.0655714270950048,-0.012532996468040309,,,,0.04178263331056478,-0.03558998023973451
CUBN,-0.05512144407577955,0.08032434246652799,0.020053772820081608,-0.02753366689675146,0.006195690798976439,-0.02958585023362197,0.008326963165525924,0.13712323326194473,0.04246609463428257
TIMP3,0.0788398600159673,0.0024761300897508482,0.0687693593475472,-0.037321769220936336,-0.02575256589885985,0.005179975152090283,0.044512436126401565,-0.05621365179843257,0.1141888254885892
PIGF,-0.010088697424715316,0.008492794376152052,0.09388984539508788,0.04434729442978931,0.022215866761889372,0.016250222404093448,0.045774373634408984,0.19293859706589703,0.07658804993138905
CRH,,0.05759971822822876,-0.03811425887923984,-0.017141911102260866,-0.03715887768916608,0.022866729266603044,0.019650504332445088,0.05443661308078285,-0.03248044096719053
BDNF,,-0.0400247182858792,-0.07505711391711468,-0.014115372960352852,0.06281541441650733,-0.022804403165391767,0.12230333652462795,-0.0062737828166625174,0.041791010242748915
CCL5,-0.04094647309558476,-0.04150492541175559,0.1629150970928685,-0.017002516871766318,0.0004593744274292514,-0.05603758920698841,0.030528057364161823,0.03469003297645778,0.009458995843871042
GAD1,-0.00013467290458248253,-0.028080950050963647,-0.06080244768740071,-0.050857709156658666,0.015194722306104585,0.03129932236760559,0.11869478426953389,0.08054061650790495,-0.06022435035141647
COL14A1,0.06623796449538974,-0.029596168681591543,0.06321945589030209,-0.023661886467402356,0.004281195056400936,-0.04838404618529328,0.032981891801432926,-0.0351988151191222,-0.03223289481414348
HLA-A,0.08473648555322379,-0.003239772760509511,0.10835142064410191,0.03488135653026365,-0.03728044252279969,-0.07086229575790012,0.10495929459829965,-0.056746710933671216,-0.06594493500979444
CD5L,-0.0074526022788476655,-0.025166592391909232,,,,,,,
FGF18,,-0.007395733192535366,,,-0.022485868025683545,-0.03136055109674899,,-0.010813777880085359,0.07861341283785064
ADM,-0.03537942223493535,-0.05375747118488402,0.1276520553366168,0.11323548805951349,-0.06341996811882798,-0.10222038258303842,0.09242866213751005,-0.06139791316352926,0.060372976319329134
CCL15,,0.026782445369571535,,,,,,0.01249693509935205,
GNAI2,-0.00575137750677686,0.024892932018832036,0.10035149323673416,0.017531289092280983,-0.034987490992769946,-0.07110257959444877,-0.005676715495223568,-0.014165954645269842,-0.08761318564552308
HDC,,,0.04877089423205768,,,,,0.18937394459774085,0.16536539543721382
COL11A1,-0.03496969786808492,-0.03236220128017093,-0.02668863486711807,0.010661161524723609,0.012018702605982031,0.00802204082198241,-0.00995473983497155,0.10634195937718777,0.09455394527486374
NUCB2,0.020085632362040185,-0.02907767832658112,0.11114609869901983,-0.011642078290166464,-0.008870410113768795,0.015384198737242996,0.0334141309320344,0.0008229360061027146,-0.07151201898218824
FGF16,,,,,,,,,-0.02340150503902364
CXCL1,,0.0416126462892205,-0.025533393450894105,-0.017002519754398794,-0.05304890982762117,0.011240389828542724,-0.023587784016127242,0.02897428047693885,0.03155200688979855
VCAN,0.08843044927381706,0.03149939573555153,0.09282068902419123,0.07671536954750097,0.02265198546467521,0.022875760120121436,-0.02379439757313865,-0.13798332696915258,-0.1055131144212886
MMP7,,-0.01894289804396935,-0.018091692574995072,0.08347837363313765,0.02686987143406258,-0.03156307202240232,,-0.20670665788896553,-0.15588399637275976
PTPN6,0.03275024790802917,-0.0015218616532372904,0.06916497840370323,-0.02181325151517547,0.04992331691606638,0.030941442411398755,-0.05511756276664769,0.04004785480416732,0.09988159016729545
PTGS2,0.009628242245118795,0.12583012590091022,-0.08835836971691094,-0.0053236377208643,-0.06122741014061652,-0.04864236024861524,-0.030760681840735403,-0.025480025740627684,0.03423415946764235
XCL1,0.07643836735490024,-0.027578083961304616,,,,,,,0.007856969852306737
CD58,-0.006968824020512566,0.03786473332127059,0.09595816093113334,0.01924010609748876,-0.005594752933305027,0.02101241259276188,-0.0024608622601815728,0.11084918786898507,0.022243845709095714
TNFSF14,-0.04435679941305939,-0.027787762630799642,-0.037696700260262325,,-0.017987511728047367,-0.02099784323283943,0.07200654282430216,-0.0177259332179341,-0.08276716787722439
CNTN4,,-0.02569201220824005,-0.036735831903597874,0.012835842486329843,-0.0017211963350849966,0.04077453161755787,-0.031225180975648192,0.05178004529134449,0.0047259817480577076
INSL3,,-0.024704873445026372,,,-0.02000435641698978,-0.019845433755081965,,0.007515542359314151,
BTLA,,,,,,,,0.03030123311081963,
MFNG,-0.012451662255833645,-0.002960629882013547,0.10001000123404831,0.0528483431015376,0.07386085472444012,0.026605325010893507,0.001304654766259434,0.07899748351596793,0.030788612692941378
ICAM1,-0.01975513622470374,0.006442207638911402,0.05644438088909191,-0.02569081770109835,-0.061775403857969306,-0.043969643529835414,-0.0061519173430856595,0.05055990257132278,-0.014332672605899478
PROS1,0.012612575702087351,0.05156913156534022,0.09383825203621436,-0.018453539840265865,-0.052219855558151215,-0.013237875208701762,0.09002560127211372,-0.038924795126543205,-0.04184646330492676
CLCF1,-0.035311550701306815,0.007913565369738402,0.037437872663114456,-0.037323954183135714,-0.04817496572840363,0.03723050115324748,0.022166301259571627,-0.0869791526741781,-0.01581160636557257
PSAP,-0.09266067905647905,0.04841360630571225,-0.09314307210746936,-0.010914116585844388,-0.02678627557459494,-0.06383743781259478,-0.019454083244283254,-0.11687313819056967,-0.1959478043115585
EFEMP1,-0.04055965453846548,0.04095272949602517,0.08063295453570563,0.03905391003431515,0.0039917628497621645,0.022839326446082192,0.016495881554073697,-0.2908323828404861,-0.1154380594272598
