,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
POMC,-0.04045635251802521,0.16848820503949216,0.027968548056268576,-0.045199589353450954,,0.06592783496348374,0.12030262707642099,-0.004541923805664913,-0.008948411537716723,-0.036687164379115234,0.025789829659077744,-0.16806705668365626,0.02157493716443672,0.11571214364424383,0.051035797452422156,-0.02268707227489158,0.07278737891896798,-0.04964940410126589,0.060818896191206756,0.0996611421533612,0.05446706948136008,-0.05016767403877257,,0.10282118166436195,-0.017230063898708733
CCL18,,0.04350782767488816,-0.08343232540582558,,,,,,,,,-0.2609615570089003,0.17833857835041894,,,-0.042584144330685476,,-0.03357531779770349,0.09238721090163368,-0.011200900049904542,,-0.03477122752808542,,,
CCL17,,,,,,0.0075227600144362325,,,,0.03619034529552659,-0.042771024556470666,,,0.030755098594500162,,,,,-0.07001857970347593,-0.04756839636296125,-0.00022555495447575526,,,,
VEGFD,,-0.030536363377635982,0.026112255346449346,-0.017120767534258917,,0.07481019736498917,0.012420926479085433,,-0.13900150904270142,0.05991002785662304,-0.03478509659236368,0.06074600497972343,0.039921489503068265,-0.013429102458383992,,-0.009561999697740308,-0.0674425443309792,,,0.061056605957941316,-0.03317554405084285,,,,
TNFSF13,,,0.0592129718426805,,,-0.00835859870943836,,-0.002456007795139295,,,,,,,,,,,0.08823848403200815,0.07532026806784335,-0.017703839374396076,0.08731414531366821,,-0.020943238190045198,
WNT5A,0.027633689161551938,-0.07414712941813167,0.021753014208977642,-0.052453448132316643,0.0754113115198058,0.03385724398025417,-0.09582416537002723,-0.3253290557549071,-0.4696951187583398,-0.015356459452086928,-0.05859377406064271,0.04616671156760236,0.08934884842669259,-0.11705009739772387,0.07955779072178432,0.05224668108736434,-0.10999279336544335,0.060281808781671734,0.05067182406594762,0.014849840540917935,0.03424122043172262,-0.025942277636889968,-0.07022259913224782,-0.20816843121621714,-0.02453753182375104
CXCL8,,-0.11911089470392235,-0.08236376738244253,-0.008243289292239856,-0.0716949262218884,-0.06475073336568991,-0.18122814642961496,-0.031593615921860024,-0.17549575734287284,-0.1907412294572945,-0.01756115100749112,-0.27771062438477556,-0.040944618297816274,-0.1208555590267519,,0.07380789670624428,-0.0079346693930877,0.020733118151102153,-0.09491376062032056,-0.32227091979502953,0.07279363296986253,-0.06031952657727007,0.05355881115520722,-0.25727158011960455,-0.035810636010770794
GRN,-0.09053325699866162,-0.11625628195695209,-0.05671615567403968,0.006177538752320778,0.042546812243818184,-0.018463917869363338,-0.13043712252860676,-0.2667856348076748,-0.5333459444689765,-0.02736630822402344,-0.04492306782672275,-0.4531548905056414,0.032628756479884474,0.09863583101909563,0.11089736411070238,0.0242950305680125,0.028575888697673153,0.0013797901180573943,0.004462121769133316,-0.10866626606887232,0.03616222212715914,-0.09285939005437559,0.03823799765631816,0.11369394118706731,0.001955357989063175
MIA,-0.011550785442000323,-0.05123512308225014,0.0714074450423223,0.021311893077888708,-0.04293828749678702,-0.0012706904530065508,-0.11664046329408664,-0.022264032421937818,-0.236761096403752,-0.10787484744780121,-0.06450085258495972,,-0.01654533010759031,-0.02221516647630725,0.05523096750341875,0.06146419588591574,0.11094579235514382,-0.0020392187092555065,0.3001401782781113,0.29923880667312586,0.005437754363765222,-0.18218120507583271,,-0.12191542402926529,
COL4A4,0.03565313204785632,-0.0060481071398972314,0.055758505240740275,-0.034816818038574567,-0.06263944270873767,0.04004547983061093,-0.12190053849195125,-0.0976646956245743,-0.047916580406407026,-0.002175100190601847,0.03710293073370816,,,-0.047775951897763014,,,-0.07505427418485126,0.024370495603437174,0.13827688105986038,0.07310163170912172,0.017024590459861863,0.007323816629377962,,-0.09218851719290473,
TAC1,-0.028524357861348777,0.3247812765038409,0.19305494752238794,0.04501515099034606,0.15960495926175017,0.34980480610725806,0.40284213298693083,0.4193931635347144,0.6128976113440495,0.4131867674589514,0.15721513916417162,0.44452850528348126,,0.4117177639562397,,,,,,,,0.06441656650330857,0.23018340914154992,0.45751421021301286,0.22729574668219557
RARRES2,0.10638659943313869,0.14002963785308511,-0.02116666170222858,-0.09111878101137436,-0.06532030810620533,0.10863473694657205,-0.33327017362349814,-0.2291911926435846,-0.6197560502477911,0.28669291160494664,0.02323395458661741,-0.22267250958303406,-0.09088900603449136,-0.19465393472369463,0.030731000993997334,0.07684505754779553,0.029887841885256797,-0.06122762036460119,0.01083321561118995,-0.07285436918169624,0.007318105195833243,-0.017083407288492093,-0.06046362825533885,-0.17340321116145319,-0.06614658468939935
FGF7,0.026538232549205967,-0.04577498333771246,,0.002505273171387936,0.014763069467311707,0.02614661528857719,0.14410556427738158,-0.01954952665529151,-0.12992912985106042,-0.05469131317690587,-0.03946597571914107,0.06221672124167915,0.05152246823354485,-0.026885623375288156,0.06665750221698165,0.06468627509540884,0.04616687791951056,-0.02147160603030912,0.11585688612501499,0.021167565957085,0.007223630106805553,0.03308966189247499,0.01932222443795693,0.1085816506032964,-0.0600141989846175
EFNA2,,,,,,,,,,,,,,,,,,,,-0.002684281981998595,,,,,
HBEGF,0.032925258868996984,6.296307966108911e-05,-0.04245189470677446,0.018096027807172652,-0.037082593743071615,-0.022074951312723745,-0.14406419067583653,-0.2176625253727071,-0.23966610299464483,-0.39714287507127616,-0.010426227690046485,-0.2786002606479969,0.17138879968671739,-0.07214364363595352,0.13368825672766857,0.17685900624465742,0.11922705209483858,0.13555636855953557,0.03705430295592963,0.02513275185699385,0.06375336138359365,-0.07062067483452396,-0.034536594526423874,-0.21387567317087244,-0.08243996714836076
CSF3,,-0.0087854902929502,,,-0.006135315533689771,-0.00680714772675866,-0.06985187974430182,,-0.042718224246649485,,,,-0.0024047711987707264,,,,,,-0.04030043524807549,-0.20214811630491603,,-0.06466391189629174,0.04832074281119048,-0.108581186597092,
PI3,,-0.07993164454322728,-0.056630502664403684,,-0.04102458077701374,-0.03731584276011904,-0.10665372535220254,,-0.07055872624264842,,,,,,,0.06019631749206127,,,-0.11392383211127999,-0.2977121067449068,0.12186323014418021,-0.10091151788502857,,-0.08553014249726285,
PCSK1N,0.0737638378676562,0.31813676882883457,0.11430711931980361,0.1672108555523316,0.1250986592028248,0.05682934783495722,0.1127443942515622,0.2124893401776809,0.32085005161807206,-0.162279323457741,0.182537930996783,0.668629739051579,0.0582349635532287,0.4230907726605232,0.01160978253450215,0.08578083872150707,0.03112515090502265,0.04114666247684785,0.09553856416862037,0.014417452123648708,0.050097835448934175,0.051781821643598874,0.2217469338633471,0.4784785112481383,0.22526348417445133
NTS,,,,,,,-0.11387533339505536,0.05350787941201995,-0.10125170981328505,-0.02038499317461456,-0.05248427170203193,-0.131879915095143,,,,,,,0.036952221150775906,0.0337289767912627,,0.11415337356016919,,,
SFRP1,0.0028371396078037884,0.0840078487591212,-0.025235575207056944,-0.014384568472560233,,-0.0036891113111688885,0.13807613985580913,-0.13299801422831503,-0.05939933203888061,0.007767963225038824,0.055762982670110005,-0.253012113882861,0.10008209187119277,0.022091300839475015,0.019502520651633385,0.06288205108053657,0.030831498924254595,0.03114622819303732,0.12481734106887969,0.06262474141922054,0.020919398540142957,-0.006432301235593931,-0.10328076393354527,0.06536404488271333,-0.008903272460045334
CXCL13,,,,-0.008718283556987318,-0.035894284468328125,,-0.021209812092902642,,,,,,0.07152562110597385,,,,,,0.07586924711954778,-0.08205048257612955,,-0.02173587453274423,,-0.04409925471476511,
MICA,0.022193721133448245,-0.12080155552711576,-0.005282146065737798,-0.02077340758825103,-0.025580832200905457,0.0075790337306042505,0.020147124595707694,0.04032035575277112,-0.23366488531385454,-0.018865780359504782,-0.05023459414516171,-0.08831564548410017,0.019654841294987242,-0.1426942992501221,0.07847278678089947,0.01773401605278477,0.021330343813821033,0.06244748328534104,0.13226907391750628,0.1205568257618089,-0.028590474893399595,-0.03316328809795906,0.005891084440802796,-0.11059327721536975,0.08633502448563408
TG,0.09607136890564474,-0.027645087473911686,0.08093334932546445,-0.003217933627483641,,-0.023993284695414174,0.04292529840294588,0.028541816526074227,-0.04657525160896341,0.03561142576248055,-0.011370351979301177,,-0.01840599603425813,0.0015571152612452472,0.10761907010501104,0.027267506970667946,-0.038656711620069846,0.23982359144337725,0.08799716568407157,0.04373023753110648,,-0.0009000432279627367,,0.014716598670914098,
ADA,-0.014518277286910115,0.0009997700517154786,-0.02686695265475521,0.00741942008507772,-0.02268565896166825,-0.008895374989519894,0.043325840726954154,-0.04249440343246632,-0.4344158553088371,-0.11360511307669799,0.013080421020065286,-0.23885323099356032,0.09584415113785782,-0.13159377421785687,0.06485857175150729,-0.020215037127951217,0.012226336605200797,0.017336235377620746,0.02712328877246939,0.08782730611970967,0.0012219784267223943,-0.009957860359735468,-0.1255973778058635,0.02106554773607606,0.15356714049230064
LAMC3,0.049151077567099785,0.03980160486957028,-0.031063825484658313,0.01797432732179794,0.09438885465272392,-0.060566393091130995,0.02875829790975291,-0.12430666800853758,-0.35418795402024916,-0.06937305035822681,-0.0575515243674723,-0.1102637160333426,0.04668459644282852,0.06142418431428253,0.10601641726217036,-0.049596023573366683,-0.022324928271138113,0.07110661736624328,-0.000531670986546945,0.09103368154700582,-0.0020722444297803376,-0.1114951420175513,0.014303946760472384,0.06624251083894857,-0.017192232301603935
CCL7,,,0.010507040892725817,,,-0.01816496263255229,-0.06716825237550984,,,,,,,,,,,,0.0060947618094935084,,,,,-0.09876237485649,
NGF,,-0.04510384132470321,0.004414289924937614,,,0.0241215150659772,0.013320868940519568,-0.03118457276841951,,,,0.12866285690660856,0.03471401137453214,,,,-0.04971460295039,0.037644611440141605,0.06385849120207238,0.071742928711604,,-0.04366151637137906,,0.03257834086747014,
TNFSF15,,-0.03662416589005218,,,,0.002000463992410165,0.05422451852874601,-0.055874379529339595,,,,,0.04037464185488033,,0.024188406621738743,,-0.04151815423145229,0.06477117951856673,0.02485202550877237,,,-0.005933155290635842,,-0.0896533961470471,
HMGB1,-0.04704276741551465,0.06721261796920791,0.07959997334294605,-0.025572110902982146,0.16382235181962437,0.03330060278020871,0.010435721769810589,-0.2104499919741142,-0.5088348762370759,0.17989615663239822,-0.0997404165500796,-0.2939476661354319,0.1390698043140112,-0.016847944734111463,-0.024541929588134316,-0.16332524730654877,-0.13023112006524565,-0.06287846138395108,-0.12494665589510882,-0.08198364386054224,-0.013403562008210817,-0.09736692743058695,-0.0287650946670506,0.0814072437612493,-0.11882655521067849
ITGB3BP,0.004437983593213297,-0.18527167506090142,0.06192878270454243,-0.020379189488924046,0.038215143186173084,0.03450578834454613,-0.0035128867415640656,-0.2391552794311972,-0.4295727507582394,-0.11917727367508642,0.021034868420959932,-0.0038612082050771207,0.08248338339973785,-0.23954711830629072,0.11229742681648114,0.0017408228791766802,0.1863593558706191,0.0723570413077995,0.07394197215804417,0.022594668133028725,-0.004648372823048632,-0.02366074844577411,-0.08309183579426177,-0.11390946699812397,0.06555596274433384
AANAT,,0.04685251182283829,0.022862684046491985,,,-0.007181695909401171,-0.026870470579547126,,-0.008092423073527628,-0.06091089313080169,-0.020402027960675192,-0.006386864082013683,,-0.07851925551987075,,-0.013280767807413876,,-0.0349701009011913,0.06889632931939428,0.10810110178200824,0.0494310998248925,,,-0.009026786121536725,
RELN,0.008642511263241726,0.15253807017840834,-0.03824997878584042,0.02853298175468257,-0.05566923106438135,0.008148132795053777,0.1397300205320706,0.10263964850602933,0.26551189516840185,0.1337266566660444,0.008524421987403285,0.06685954754152643,,0.13332362701828732,,,0.007745792346057424,,,,-0.0044157628183574505,0.060901035070298336,-0.09754011094698145,0.13875984963950266,-0.03346387670723457
IL15,0.016783389762077702,0.002629530844428522,0.05654763826386174,0.03496841722440868,,-0.015627864120667558,-0.01992121268791593,0.03281380480465953,-0.17207245164358456,-0.015342926284153804,-0.038208945651775246,-0.11367857270362067,-0.05162989160626437,-0.04293613297643366,0.10642506407126283,0.09225701924160325,-0.09889528463216105,0.06611063629934451,0.05065083010671625,0.0722337292653313,-0.005672268724135858,-0.015968788329156432,0.03199662845946923,-0.09848514024823096,
UTS2,,,,,,,,,-0.22622777043733516,,,,,,0.06221362040146198,-0.05800890452870887,,,0.10915279514968683,,,,,,
BSG,0.10937808793113452,-0.1592709318561335,0.09456648262323496,-0.029831524932813665,0.03751118918769217,0.016931264960146696,-0.05895961316123111,-0.062176658216058805,0.221585623834105,-0.3109054506888321,0.008359219735788006,0.4363325656350427,-0.06929461689250999,-0.3106421679402411,0.13329750775190877,0.1640748317189369,0.0814910991291422,0.0652337344660759,0.20859285703462,-0.007929676713175236,0.04070594931682128,-0.03955606531821035,0.011681437389147044,-0.12594585468532263,0.2713305581305237
ADAMTS3,0.06256429645504742,-0.05145646568628011,0.03983116957307099,0.015313577336197476,,0.012251790179059995,-0.0011494459407380925,0.10276780886222552,-0.5216830213452605,-0.05394331714636142,-0.018247190184166685,0.08389854245356548,0.04572967196330239,0.023417658367902314,0.17741906555977593,-0.07792078910071341,,-0.041873135725331884,0.09711985826948374,0.11104482531132755,0.012886852561700324,0.07675299777812945,-0.007518570157533672,-0.05408458018715771,
CD34,-0.017820821662229328,0.11780724705818271,-0.010157812333065222,-0.009665758686902644,0.19954696175327766,-0.04272119860371587,0.02638147833514649,-0.03424193346493013,-0.3185141292108308,0.03632361505616983,0.07179715211368737,-0.029560580382609204,0.04970619482712412,0.04766563736888458,0.041571283154783555,-0.009102064093546868,0.042628307241334346,0.04163113044994925,0.05495459907958171,0.10827951486468784,0.026857486473644915,-0.05964532533714943,-0.05604890182180466,-0.026383940145516892,0.012677124820659195
CCL23,,,,,,,,,-0.0982650079406598,,,,,,0.0691886733947313,,,,,,,,,,
PLAT,0.04023547741188038,-0.03826542510334902,0.09531709987964297,-0.06855960729775921,0.07840783022175014,-0.009030728919439691,-0.06890859399001323,-0.3875083629445981,-0.5168205712219217,-0.4502609577114044,-0.03965778946520175,-0.0743398878718499,-0.004582812190301957,-0.1793663684790846,0.04437223281590973,0.02767576000260421,0.04808196055598383,0.011086453160033963,0.24139999755033908,0.21883958432643896,0.060729236691881676,-0.020219676145443424,0.01745896710052691,0.024209410156231577,-0.05953172035759052
NTF3,,,,,,,,,,,0.036083728188025514,,0.008225033394906402,,,,,,0.12708014032714757,0.18957431338847022,,0.07335385393577404,,,
LTA,,,,-0.038179271484211914,,-0.03258037494362543,,,,-0.042171050710086776,,,,-0.07130538800901591,,,,,,,,,,,
CKLF,-0.05818151738291048,-0.023431608252191476,0.04484793938172171,-0.05440639797225321,0.04842676113103166,-0.008566650524595843,-0.08752790936400578,-0.2843364812246795,-0.6129542319715728,-0.05649492015414384,-0.06500553900317954,-0.3335518021279852,0.12950975341922888,-0.29068179945872596,0.08918553522145756,0.05923379170835,-0.006700638281321052,0.08888309983343887,0.08883613330741362,0.21127164720588043,-0.05076551207264326,-0.08634474949367982,-0.09478576819412285,-0.17733924011173552,0.038402074749078606
APELA,,,,,,,,,,,,,-0.0768314069984775,,,,,,,,,,,,
CD24,0.06642651287047809,-0.07227901387490787,0.04009810984368401,-0.053724532336146484,0.02339697458368913,-0.07602807560565392,0.12288858085779678,-0.06327543589655311,-0.024388250440777894,0.2219804935224816,-0.2208671719287296,-0.08130958463554327,0.1737581590454499,-0.01693402986030051,0.05255511331231644,0.010052203085399024,-0.011349922720696074,0.17113565166131717,0.12158076671943573,0.1087871769435303,0.04707912584240381,0.09803773521642781,0.179387028451687,0.10578271035824911,0.0514165596472344
HSP90AA1,-0.02560655666093066,0.09702493335906756,-0.04630339032191099,-0.028153158436189697,-0.12077792374776698,-0.0008893493085020412,0.35356261686515694,0.4170543763005801,0.6654328085796838,0.0248897561272719,0.09708328506955041,0.6738278959260635,-0.0135693229356584,0.5078584448648719,0.021918331266159004,-0.07193953988730586,-0.0550610235537409,-0.15972410098984852,-0.1993426130288467,-0.3911399242480026,-0.06697758559435428,-0.03810800967325371,0.19892471939178888,0.32248938043130726,0.19238403066465032
BMP4,0.023224483716292776,0.163390099896422,0.03892444608439807,-0.011239472410170382,0.026632925963500115,-0.011329211022368285,-0.08610070879865488,-0.2069459486225136,0.13064988835569852,0.07190766678715288,-0.046664865745940476,0.11904268018235303,0.02357848237066205,0.045682630510716526,0.11222795073273142,0.011178542358611987,0.010806967560009862,0.08943294626670763,0.034595749305352884,0.09281159306886097,0.01851034076351462,-0.06044327946741721,,0.08830411929563454,
SCGB3A1,,,-0.019933126222541387,,-0.032722071952054205,,-0.0350032509856232,-0.016579068621328776,,,-0.048471563806912164,-0.014357584061061161,0.08195103412375014,0.06966332058095609,0.13079598076121488,0.005746424848096632,-0.012770142357850029,,0.02137154568774582,0.04740090133824085,,0.0510374256148037,,0.05731007510092111,
IGFBP4,0.021115680316579344,-0.008498592402375367,-0.0777097201026104,-0.017247212854047657,0.03700557113164153,-0.14038567076689204,-0.08189340846772632,-0.28435977948480845,-0.3552973966994826,-0.23624530142082797,-0.005011878682937484,-0.2516040502203825,0.10332179407273491,-0.07181398981226554,0.015838139846562717,-0.12170166653268662,0.02322559615472739,0.08379530314907738,-0.04133538946632172,-0.09730255514587272,0.028825922635577487,-0.242468047568736,-0.0899921105319437,0.12057646787355868,0.014879703295875573
RSPO4,,-0.04826923397981929,,-0.04940161553875828,,0.04540142932159748,-0.07222199230990838,,,-0.017819301863834566,-0.004339765444112604,,,-0.012208851546909566,,,0.025696854410021574,,,,,0.03374213371195287,,-0.08028463696057199,
LEFTY2,-0.032708069404982665,-0.025308343882051196,0.07959051161088729,-0.02463439909170145,0.07782973897186492,-0.012869506792782225,-0.02713244459519157,-0.08584800988916749,-0.3984726970019696,-0.07268765747123508,0.0031713805890117006,-0.028058781239109237,-0.007737288180925098,0.009348401462129423,-0.03786130536361485,-0.11023605729266096,,-0.04468882524151362,0.056217901343392544,0.056377551891511016,0.06265100611574966,0.10821620824189161,0.029141372306107593,0.11417392551891099,
PF4,,,-0.0141178984173881,-0.03049484100938568,,-0.011583305743937271,,,,,,,,,,,,,,0.005931410560562899,,,,0.029073013303964702,
ANGPTL2,-0.010575014581834406,-0.04799172057624986,0.0595908452036539,-0.015357645304251568,0.015633506544648065,0.081307520023199,-0.07551471512644252,-0.4283345215168318,-0.4191529601567957,-0.013156630880158103,-0.045382086573393786,-0.32894873873461916,0.01030023762966001,-0.3661290293921989,0.07125758238667025,0.029752769683101112,0.0057472446093420285,-0.018126114944848806,0.15021521429918114,0.2138565455696692,-0.06508640818517149,0.03947315063657243,-0.05816792874854556,0.09893795909283071,-0.0720066066527556
LRIG2,-0.01185768517005146,-0.04225739450893196,0.020371971111880507,0.015399183869179581,0.02117245943586281,0.056786881397197335,-0.0453982058838101,-0.11881779789372358,-0.24723464731827569,-0.0748343147166039,-0.042779893432409365,0.05160266725679938,0.10157665435175342,-0.09917178922851462,0.037164863674823814,-0.025602401225950068,-0.002408339134767929,0.05419057551304432,0.09814252809243525,0.07384412378067545,0.021931820216659088,0.0018135530190773956,0.10673158818114288,0.037612475436098004,-0.07070660901698468
ICOSLG,0.04080340890440296,0.004491166046948846,0.06481470420442098,-0.06557265053393692,0.047962356352458026,0.08824722744055398,-0.06456467738712869,-0.13828384673194336,-0.30054901930290284,-0.05906496360774794,-0.015502264191449781,-0.14504325160939877,-0.005138473530662936,-0.12987146388682969,-0.0024304822763688548,0.06004613685663915,-0.013660040776991027,-0.015529051129796467,0.10460792273151451,0.1489963182654151,0.07538283408544574,0.020641125003914563,-0.06705273779130601,-0.034930727739550284,-0.0026706704467948468
WIF1,,0.5068712720053864,0.0008479651917976563,,0.06834505540033195,,0.18007052602046392,0.3510775433676047,0.5540315368490725,0.07484767309065456,0.08178882625156464,0.31461271303744687,,0.3804322286930047,,,,,,,,0.10778594204539374,0.16488750936022334,0.06644541700802263,0.19767408470107395
NPPC,0.10909197522318229,0.03549061154254033,0.07395552332622003,,-0.032829049611886325,0.10885219793559349,0.11165909166438988,0.1725612529622858,0.08125077427191311,0.1310772292441748,0.030844141699791987,0.2323135351737262,,-0.28192194909011825,0.06158658719967466,-0.057478546013036404,0.08086134183437187,-0.04187305530546729,0.025151344218804755,0.0382103345418744,0.08674620760105729,0.002731289339457471,0.09235514782466954,0.20168498910132662,0.084128171122533
LYZ,-0.057617614440052756,0.04421444360160124,-0.0694170337755969,-0.08466887678904296,-0.02854200277999414,-0.06761389904228286,-0.2015820213731111,-0.09834098730991366,-0.3646147453335625,0.016659046937485416,-0.0884873138566004,-0.49531164486250356,0.04785211836119603,-0.06624302353485383,0.05512803895888349,0.04605743977010254,-0.01855620375555864,0.05296016734862486,0.03246722508966702,0.11664672327835691,0.02292523037165953,-0.051008582400351644,0.0005327516956505975,0.04928973215678008,0.04105791200087919
EREG,,,,,-0.04237998327122039,,-0.07138310147720334,,,,,-0.09345376454445019,-0.017906100529159665,,,,,,-0.002929112158458192,-0.09975019762949502,,-0.09515589824298334,,-0.023695888532779673,
SPTAN1,0.10748417289350629,0.1917793493433636,0.17036609820069798,0.07997480356663092,0.06573475063280378,0.06668384471170245,0.15600607188584356,0.24426631806285112,0.34280728638932956,0.186813389775783,0.00782697068831494,0.6078889346648576,0.053412483012194034,0.32766809065243885,0.04544499314796757,0.004777157253296708,0.005367652062281236,0.11922773606508534,0.15515072817567901,0.12196331510858949,-0.022477176591927925,0.09302763256497877,0.17197423248684757,0.44940497751722985,0.2416608806996545
PTH2,,,,,,,,,,,,,,,,,,,,,,-0.013743598109464244,,,
LIPC,0.01623359955892443,-0.0442913302979294,0.013093703677841883,-0.0022438893459752977,,-0.007350571929593623,0.03626693043875373,0.05718814028586788,-0.1438408056632683,0.03201142950212421,,-0.02807944411736498,0.02905353726896288,-0.05531709085903596,-0.011728939254551112,-0.01960417912319039,0.01654023467777878,0.017839850395845177,,,0.03435816346439319,,,-0.018277527819916647,
COL8A1,0.017778442619806805,-0.25656865084873515,7.482028438553928e-05,0.07875381858890286,0.03790213510723433,-0.028168906613641704,-0.1392574994958447,-0.26673224231968545,-0.21485420355454882,-0.12490030711852176,-0.0577598229323662,-0.2957878334362572,-0.053352325564739615,-0.22785209260469283,0.08186975621647005,-0.005458754513947191,-0.05108641428334373,-0.010624271775403222,0.1311175045077749,0.1342566797293784,-0.028774439901910188,-0.10713042225021926,0.09618874185809405,-0.18885848247589682,
