,UKF248,UKF266,UKF269,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
CXCL3,0.0033749478928194543,,-0.014699917565846581,0.054032248247230304,-0.010758138501460436,-0.041186396518930045,-0.009429971055831207,0.01568393713492964,-0.018506059165187796,-0.03162652250249147,0.025251320260028208,
CXCL10,0.02777809500120848,0.07663215162095745,0.16988102818235393,0.0701083626223802,0.06091191217227922,-0.04515318109008209,0.04031196641634045,0.10723540641976155,-0.024931609132946505,-0.03265666363765111,0.06321222526483054,
RSPO3,-0.018912917716089286,-0.04667567324057901,-0.03585984267441019,,-0.011242047391217171,,-0.008312775778723122,0.10902526922831557,,-0.02459066574989345,-0.00450685611647804,-0.04398858226956949
CORT,-0.024168766015602562,0.012340040872946394,-0.015517699197042805,,-0.0177517144927981,,0.051839505193770494,-0.021553036791408346,,0.03560844037895371,,-0.04697268108050992
NCAN,-0.0053004939165264605,0.018429848238289283,0.0719862865100855,,0.01921561144151467,-0.05781842138528358,0.056784345927917125,0.09345473099842286,0.01537473533630333,0.06843909480231272,-0.004079801827497951,0.023324078874202257
PRG4,0.013230193673110284,,-0.005614170061340899,,-0.01314381177932053,,0.05761299971563769,-0.031802824703241875,,0.04467481100101576,-0.00583498141962636,
ZG16B,-0.01930729611729069,,0.024521232500895836,-0.0270327748886096,,,,,,,-0.007278117201600327,
TGM2,0.027624944310373257,0.02908793625703487,0.06126004856790783,-0.03627784060064019,-0.006786236107880305,0.04932817290967113,0.007550388764622559,-0.024217153310390156,0.08886900262252898,-0.011270684531309437,0.07382574344352755,-0.016008315591959622
VEGFC,-0.012906222827562324,0.011255392981722154,0.018120936472094208,0.0010323598113320545,-0.013413783831337733,0.02346722058182842,-0.03306451638235585,0.04401183969187656,-0.0043464807643490855,-0.006233061818091272,-0.0433890523485413,
WNT6,0.03674746550880621,0.08597883231075298,-0.005271518194180282,0.021892914846661532,-0.011706873173136728,,-0.03215039300245723,0.011434575263285408,,-0.002376686053757261,-0.03098724498088653,
NRG4,-0.012823770580312178,-0.017656568266791108,0.02294912772177291,,-0.015648743412339867,,,,0.03233730950477995,0.0368078936077975,0.01843984484386833,
PMCH,0.07815935541806347,,,,,,-0.034022570941293566,0.011434478042687265,,0.008617137171099952,0.04661050020596188,
COL9A1,0.016700703126739443,0.06597701297634896,0.04114335896735812,,-0.017831371094011655,0.13417715187105794,0.043359019871051806,0.056833495561572654,0.02177207831102216,0.056391410258626096,0.10635517865629505,0.08668713442458092
GDF11,0.019916296823855425,0.05929316258671016,0.04236970529876352,0.06907133141325753,0.008663997302432586,0.014479241267730142,0.05243656815193096,-0.04971273906826643,-0.031317273800989434,0.016557835819547742,0.055329583162147755,0.08754286494678662
RAET1E,,,,,,,,,,,0.10551114623886197,
IL24,,,,-0.017046775301889125,,,-0.025366409054307683,-0.020267954819794192,,,,
SORBS1,-0.020511463529885903,-0.03924890318491982,-0.01777324382147202,-0.02442520135369323,-0.051183524543225126,0.013208387628921753,-0.02676064477636156,0.0996955646154301,-0.07349363074908606,0.007176866035561186,0.0010872061774819092,0.028913872672539566
DLL1,0.00778410633531912,0.05656011111502893,0.09988978773705211,-0.0065165473049297725,0.041461537569802094,-0.017007758293990097,0.032056711885014424,0.09863886029318357,0.043900771650635315,0.053236023392410875,0.04311747117967042,0.05082147070410411
TLN1,0.0283164631547564,0.04154060227819262,0.09454848057489151,-0.0014651735357069612,0.04047839833311122,0.10035705104027534,0.03669093799021772,-0.05222680757106037,0.07368675067267311,0.019075830978205387,0.018171764463837174,0.06891490444399806
COL2A1,0.012515481262229742,0.07912047306263055,0.05605702680430227,,-0.010921719257267065,,0.02446380000471439,0.020139027128449782,,0.014216826016738283,0.025930036504636326,
SHH,,-0.017055468969624572,-0.005597770784677718,,-0.010423609091674375,-0.10562975357848352,-0.022305761645462913,-0.013349077514796515,0.12913910606447512,0.009412630699506857,0.00827653953036355,
PON2,-0.021844736210709596,-0.02605861678570886,0.07257411821786729,0.08889799419366974,0.003415768723554816,0.08872480891070521,0.05409610057196329,0.11522829684956591,0.03718985617765751,0.02136681444553924,0.019543679359941373,-0.048324765877259535
ICAM5,-0.007877708854943708,0.03207004836498042,-0.0328518108238025,-0.016136867338780395,0.04780775622680758,,0.011816892399373814,-0.03259581566662509,,-0.027345590866019412,0.006626293894633014,0.019432325192671508
HPX,-0.034791837541670985,-0.014423123510372155,-0.014361490746210508,-0.032041539518706405,0.0015515390788506474,-0.04118637497109256,-0.009519512379192374,0.06038819251294204,-0.026279521344884794,0.00589137623561701,-0.04380645979355282,
SFRP2,-0.018510950686588305,-0.022322690132476803,0.06301080723489119,0.029541009003592265,0.013802212072765828,-0.026676411085358873,0.10076808312556391,0.030083054854759032,-0.02705372465824453,-0.02083776261036858,-0.06203043273281015,0.002034120100642123
CFC1,,0.08003131830751965,,,,,,,,,,
CD70,0.05256173739644345,,,0.027200900575496133,,,0.043130167385348674,-0.016296174193274105,,0.0017637861986246,0.017439901489745488,
HP,-0.005519172431450944,,0.004475381612118144,,0.0231624732209749,0.05278511286940071,0.030606445154544866,0.09629666872593967,-0.02510346847012973,-0.05756546684116719,0.058324658084357626,
CXCL2,-0.0007040032719920691,-0.022291561770908654,0.004568282623594636,0.04637380811178087,-0.020630827649447476,-0.06250355966719955,-0.013216803525266366,0.02480036746931494,0.020062982826238886,-0.08984340511165907,-0.005248131159958939,-0.02999901987854188
NPPB,0.039433614780129994,,,,-0.013413784806960698,,0.016824252912361493,0.07563833039669082,,0.007765656990438496,0.05011559905170407,
CCK,-0.062119238763219016,-0.03171426470950499,-0.10228653518933754,,-0.05049763776939719,-0.04237723730915046,0.026687519202862105,0.008002806817738264,-0.002329833645832344,0.014026424920298078,0.06504113609357344,-0.11355036291597985
SEMA6A,-0.05814496803830435,0.04114220842525074,0.09464621713548403,0.03569122921163851,-0.039433011246913875,-0.03620818257709869,0.03998823083722265,-0.012603977594456715,0.033116152248628475,0.05712634628347562,0.006246249248168528,0.018613733769815847
IRAK4,0.022534632520404715,0.03174312768603825,0.01996632867604749,0.08355154591430336,-0.031088052280562047,-0.027711607184334807,0.010841095939804712,-0.02707037651233239,0.019657827422481636,-0.006132843022395312,0.06548271006478419,0.11208676553254651
GSTP1,-0.003068395521508575,0.029397910563719477,0.10207973644062017,-0.04723407751939205,-0.019568347205864874,0.06571655113111194,0.07383013841360767,0.07733958534974474,-0.06089085076848429,-0.03188604537569747,-0.009067401798846481,0.06523801643270699
VCAM1,0.015557537904809628,0.006766488190093722,0.08745286282421677,0.04292868958996779,-0.016481941654193186,0.04031459969070761,0.0660494414513448,-0.006007056630441528,0.02857441323157618,-0.016667480619331234,0.11128835991814122,-0.01670676875717536
NXPH3,0.006782344165724601,0.010442795672389867,-0.005270052953090351,0.051238078561962504,-0.02054547670103533,0.056712668527796564,0.024460111555925684,0.04779314632282316,0.028607254552778138,0.0018409704440772692,0.09966717352876037,-0.04224287215478209
MTMR4,0.01364309286484028,-0.0184517842656548,0.03845553185781414,-0.0005668298086093427,-0.01429940064458334,0.11288865087315343,-0.061414210722520866,0.05342073440006167,-0.03586300456842199,0.013281748724431145,0.08204837093204706,-0.018328753801727098
LAMC2,-0.01409852272524451,-0.019762011315431892,,0.052527781111830686,,,0.06739779840956352,-0.02661751175738188,0.08805784324409714,-0.022532947788812697,0.06524528308715023,
IL10,0.14710079642113202,,-0.037625129370753185,0.029000064056784614,-0.012007244448800504,0.03327456123087866,-0.01268740847452473,0.07621303480336455,-0.01827992534558698,-0.001540074565358814,0.03638957338523696,
SEMA4D,0.026925178793831956,0.0017033624649636738,-0.02808536598233531,0.03708493964163837,-0.0020268355822303462,-0.04768007001096125,0.030373313994790617,0.021188663880311535,-0.09418120895155237,0.07649019169948203,0.05668199691721415,0.09361861682277298
TRH,0.0423420772142698,0.0153909140976739,0.0072909893605659975,,-0.004664725896359593,-0.07160404567760559,-0.006003454792399143,0.05666278574015551,-0.02914855455738647,0.045224456107847824,0.0830703621505644,
SEMA6D,-0.001697218749891082,0.03312249463168913,0.05985266105873052,0.06330643402858732,0.002589492750160068,0.06159799633429701,0.017412013142948896,-0.023566971187765434,-0.026252630622748314,0.05139524030270179,-0.021395114222534903,-0.03866593725114038
CEL,,,,,,,0.08993917045311409,-0.03309012384012084,0.022451567495947504,0.0571388805763176,-0.0048610250660231225,
PDCD1LG2,0.07915190522900017,-0.01387788564069196,0.05201278976895293,0.03880330369640255,-0.020539817846093867,-0.03249838640517583,0.07328931396677947,0.05773732090175365,0.06914407906332257,0.04685923303575356,0.08768905537898265,
SPINT1,0.02225990455270982,-0.017950202228326707,0.059694574800133876,0.09840079134204135,-0.01762404991310219,0.047257483043889555,0.04992095793311635,0.06893909235660238,-0.024214358624240567,-0.024529212653363126,0.03635916519421463,
CTHRC1,0.047551630172728336,0.045722102376850114,0.1054557888449812,-0.0009979478903526596,-0.02702597255669856,0.09012459077404385,0.043512695931461884,0.021339882066786428,0.04991431086256075,-0.022546647535637874,0.04976480550897368,-0.08313732388666878
PODXL,0.06949092121824497,0.05101761574967497,0.1372602661479296,0.05222341114702321,-0.03466501877819839,0.07690215473967217,0.023880413934310226,0.0713124221532858,0.03336315139296986,0.026298783307486327,0.08948521821597634,-0.07614658245653466
JAM3,-0.008712424828410052,0.04868206463524195,0.10842775187905838,0.021722891426083652,0.014975337780845886,-0.02282421601301502,-0.023210965712756746,-0.011532369638119105,-0.019335510654182528,0.018845536103635385,0.013287057764123653,-0.02342628129955461
TGFB2,0.02883283439960419,-0.012693501725049409,0.13013838378846032,0.1066638365511103,0.05942650850021131,-0.018217374734690275,-0.003004123836471331,-0.015907993662120846,-0.037376900038938496,0.06668176841294729,-0.005803329913089459,0.030553029605412157
COL18A1,0.09954257975080415,0.058974143769254826,0.12584938354926303,0.06726865267746786,-0.01629705341349878,0.1741935411204583,0.11356438107323102,-0.018165297628403833,0.07851130459531944,-0.012638978613594566,0.042561095237264104,-0.08555068892899968
NODAL,0.020436325686283077,0.052254133819832085,0.16019958444436172,,-0.018440917989221366,0.12740327414551217,0.023433226772677517,0.03901292931385175,0.138553483388906,0.0760549134980925,0.037718940063790896,
INHBB,-0.0116608142162443,0.046461732505137125,0.060888225232903354,0.07356298396550347,0.053059019185658716,-0.1145123610533746,0.02054718446341443,-0.01255696458825939,-0.002248924564413136,-0.021817292970046163,0.06000674058190807,-0.025883577978541353
LCN1,-0.01409852589746953,,-0.02516205441636411,,,0.14320110136311656,0.10262593336382016,0.06470092219285876,,,0.09222640878783588,
ARF4,0.03725251721357619,-0.031686500134958225,0.08948103559165876,0.044261991501176746,-0.03493857903067166,0.204550719332912,0.05614228743114645,0.06315011093524364,-0.040127050758263866,0.010521029204432234,0.004842577570968568,-0.077192526130378
CXCL14,-0.018514609283624684,-0.06426221128099786,-0.03630961433854423,-0.03843285483715486,0.03506093527081478,-0.04314341854175515,-0.024529554960242495,-0.01979116841017395,0.059443269697998964,-0.09928398315969064,0.04994869316133886,-0.016146415221410772
LIF,-0.04027946988685861,0.02495623543729755,0.0476706033691324,0.07385813143193372,-0.007250363291381554,-0.04459623188605043,-0.02925584875867419,-0.05986197693620664,0.04315097871792356,-0.013044136965382726,0.04055377492809353,
IL17B,,,-0.023083393955391746,0.033311519438288896,,-0.04240589433552179,0.01619461910619585,0.030362195921407972,,-0.00845064985985258,0.057651198611605246,
MMP1,0.0518973949818559,,,-0.10765378457574716,,0.1360640044462459,-0.013792599875254106,-0.028308346433908865,,-0.023214142311341848,0.07655220673647399,
MATN1,-0.018510953209149673,0.004500108595146882,-0.02638070341378033,-0.017046777758982633,-0.010921717898111362,,-0.0076417610389725174,0.07436839984071904,-0.019169711697811533,-0.03303913893966256,-0.034337031130749186,
ADAM28,0.028462314196535176,-0.0005943129140253684,0.01288050667984661,0.003610825926865651,0.005151241815438726,0.016026549599899725,0.011961691260402208,0.03281929722107653,0.06574306191666944,-0.022893957642249635,0.035251704842281364,-0.030025965639597623
