,MGH258,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916bulk
WNT5A,-0.055428906666014736,-0.020037380227080848,0.04667584300181349,0.03475465433745132,0.03654987859613108,0.07349451744714601,-0.011088011467230789,0.02811444625592613,-0.02128634762573435,-0.06057826956115942,0.09286485713649137,0.016178183751346067,0.015519632674982093,-0.05421778084302653
CXCL8,,-0.00579900540969024,-0.047635113617827116,-0.04807778901294534,-0.018023286409815535,-0.023172998238330585,-0.023015001458977218,-0.07625611792011144,-0.02487812310705977,-0.02622198202534848,0.039612525192575465,-0.015821255350707206,-0.04492419287433918,0.021011261862297688
GRN,0.021113301090080985,0.05802636719701066,-0.007566387916610518,-0.0010985167091561614,0.01294804780909,0.06006121130795909,-0.04532470682246451,-0.12701858764847254,0.04296776306812673,-0.06410955922649483,0.04324977028151026,0.027919806571648567,-0.02376465247482304,0.018315897363899145
MIA,0.0013694451510151192,-0.004182058437178735,0.028123434494371134,0.07181519489419169,0.019172546078710946,-0.05703227722900069,0.004222988703156192,,-0.01870542067046447,0.05558508532364413,-0.06954245386911634,0.05366444864338119,-0.050509342529715735,0.032479659040936276
COL4A4,0.059826276044751533,0.06548466748218221,0.005765587933988604,0.07372118491154343,0.14149688851423922,-0.014984569894311137,-0.023045343737282276,,2.2468643882561535e-05,,0.0763850069407183,0.033290863167436034,0.048812400579001144,-0.05207999213368828
TAC1,0.018288523368996768,-0.0010560038125128977,0.05130121675693099,0.008963882174249451,-0.015479473775971633,0.05808738479885441,-0.002860048862147934,0.07187557666466061,0.04642501848889253,,,,-0.00412476782369361,0.054876791452564806
RARRES2,-0.011085337222587296,0.004439762334234391,0.010209965762083504,-0.04124863479599379,-0.018134353557494046,0.057360085074784524,-0.03515630906386172,-0.05147329073734829,-0.02758181640317706,0.11439048502052056,0.053371213175120835,0.02572300298782718,0.04981109910216248,-0.033853185656448605
FGF7,0.02022150926375935,,0.008371360031692334,0.04571148622784833,0.10638670828467515,0.008242014648428993,-0.024179233752236042,0.04944574552711832,-0.04203667964910139,0.04479075321613054,0.06251335409528426,-0.005828117183519065,-0.03711401393701224,0.04051198148888352
HBEGF,-0.03500431300089703,-0.02014049328402189,0.010735121341350757,0.04620959981287933,0.03560719210412097,0.008110527163847784,-0.006850266726707495,-0.05559284032478628,-0.02818896311492077,0.057033015590459424,0.05356558248589778,0.09083812419185221,-0.0013164676517815727,-0.056047408241897696
CSF3,,,-0.02363904189122741,0.052439077582350176,,,,,,,,,-0.03010474775534041,0.028439109163837427
PI3,,-0.017347566739316363,-0.03003496230190445,-0.04487010404123456,,,,,,0.029086326110711033,,0.0580428071296736,-0.023247687628420374,0.009368225553160447
PCSK1N,-0.029717112068808685,0.03368662791352223,0.003918215888286837,0.026439316756666546,0.022153301888823102,0.04785453267525645,0.09107499183345637,0.17221141166256182,0.10176604279848467,-0.002775525054073356,-0.0562504114683176,0.042311446999139184,0.07857075671888936,0.021251813986034335
NTS,,,,0.03361914123870126,-0.02498531505909004,0.06297659673625904,-0.0458467279296765,-0.03308688584856634,,,,,0.040950527829265726,
SFRP1,0.08035234851402953,-6.342820431936873e-05,-0.035368188790116155,-0.020988397557813884,0.08058126098086409,0.03641784519849171,0.034581551627883705,-0.09642778258448494,-0.01836768576593013,0.05291674440875394,0.0011394787421024882,-0.04934815125289226,0.029426810521055547,-0.01837660647351491
CXCL13,,,,-0.029830537938756556,,,,,,,,,0.013977400916361057,0.0033797875302680517
MICA,-0.049557926269800504,0.010088585359463094,-0.0061020315935850595,0.035442414856087005,0.08948104767468693,-0.014991102935387388,-0.020476437267563846,0.012167245180627645,-0.05363176167193437,0.1350216460553327,0.06280910453296294,0.03767674152548889,0.008507610693933205,0.0024947530720837415
TG,0.05982626256266989,0.04965690123625876,-0.016231784958863082,0.10361928223261614,0.06499330280933785,0.036992910959208335,-0.024383522731703973,,-0.0006026120661207326,-0.04633824484962356,0.04382470145949769,,-0.02477667000968457,0.06919718222851652
ADA,0.010619706733157914,-0.027543768989265492,0.004781112589494935,0.004470331175885608,0.05388637775824926,0.009998769414051752,0.0062881052495551435,-0.0873549928955375,0.015224233580564617,0.0426968639694787,-0.00974636944733792,0.09828986359279514,0.04982565184102795,-0.024354129230653762
LAMC3,0.00045552130753183785,0.008526139133084065,-0.08006574346348179,0.039997159297875805,0.05355785112919508,-0.05076215250565543,0.011532216211034755,-0.045986043331566216,-0.031216184352355326,0.019586669849201967,0.10648061117703218,0.05216718272296899,-0.023179550217841263,-0.029945541623797377
CCL7,,0.0030659124871410463,-0.03342721711640151,0.037311466191967374,,,,,,,,,,0.047662812384930045
NGF,,-0.015359934966768515,-0.02617349133606626,-0.04907442880245592,0.025052335917972998,,,0.030643563733311063,,,0.07760139412122227,,0.06263350993224077,0.006335607755770141
TNFSF15,,,0.029347762585958052,-0.0005676429435212642,-0.009852931199098419,,,,,,-0.011671560034107277,,-0.018694531521317354,-0.05102737976638215
HMGB1,-0.019981501228180036,0.0682825594922815,0.03612646868976198,0.058148741712190144,0.0062503894678521904,-0.0459144173462524,-0.04772573501314187,-0.07065781097463772,-0.04031417398314772,-0.0752172721582526,-0.04646935767127166,-0.07976186032255839,-0.05146513617780106,-0.030573856652008215
ITGB3BP,0.022284365932338304,0.024537441975187778,0.026815398211736417,-0.0022282346951426196,0.029379534642569267,0.02957490494589225,-0.061187631618897884,-0.017784803190181008,-0.09120500974020405,-0.037098387168555284,0.08768266650377135,0.05877636003113854,0.04365955782551304,-0.05957645790748022
AANAT,,-0.011298949694224287,-0.03386898216263488,-0.03490913481097783,,0.015475491973811446,0.024221974067249897,0.00446377206036002,-0.01709483204903206,-0.029393836734676323,-0.02283333339677793,0.06401352378412083,,-0.004013559315134
RELN,-0.0008854829962191575,-0.007554783350661526,-0.032866337156525254,0.049905394556468266,-0.012232913574223365,0.0018309317091397045,-0.01882591707766601,-0.05122187344175024,-0.0006100819378539183,,,0.019466376262603047,-0.022580968107850187,0.007828573062832843
IL15,-0.018950970350534318,0.04731533942422662,-0.00486530419604533,-0.036001433382755604,0.023575589766066683,-0.010959458214469139,-0.014608695442522699,-0.02618614738595247,0.02757417606935429,-0.002184316674324995,-0.019543312194258335,-0.03074281509272838,-0.013345424632389476,0.095199964451778
UTS2,,,,,,,,,,0.048881183946102726,,,,
BSG,0.0017720163825626258,-0.019618362471622883,0.013318293045604803,-0.0010088182518997945,0.017414566798810458,-0.09523574442311225,-0.01786811132097264,0.10929113008473083,-0.040504124720975976,-0.0020641796273607282,0.07607705045909667,0.037797349109553506,0.016781015851224244,-0.012377072031474354
ADAMTS3,-0.002374777493262592,0.0013119368861234148,0.04040398414638811,0.11250784287141256,-0.01713014746073766,-0.004020650889446575,-0.00023996327761367263,-0.049949824742967316,0.014975057615788843,0.09763287269836485,-0.027340592212945686,-0.007108761035184519,0.04982955444082993,0.07161656600067132
CD34,0.003319916954621021,0.011990854955332234,-0.011187019783426719,-0.024866683084001168,0.04146832194947584,0.011862876278978321,-0.017429622649158337,-0.04531666552247962,0.04978329015790821,-0.04723779918739938,0.03769186910994073,0.027725167998817423,0.0671364159382349,-0.030586617426236667
PLAT,-0.017190738196084656,0.06515745500136318,0.025723870536396406,-0.010896029670336968,0.06474271193797805,-0.058648808305095175,-0.04625893895797573,-0.03315188749219991,-0.03522928321418277,0.10996788984543433,0.14125850544234161,0.07074769612969434,-0.05319134220642996,-0.08375426145398171
NTF3,,,,,,,-0.019274327165121324,,,,,,0.05255104610699981,
LTA,,,0.029885640568148415,,,0.0076330711668999825,,,-0.015854668572300192,,,,,
CKLF,-0.05474624010862858,0.0477161725014607,0.0365312020435234,0.029399897953632556,0.07410350150032724,0.08938696941508183,-0.03148691995654491,-0.10811716778091102,-0.07981505518401225,0.015314053508367568,0.05683018328826025,0.06916311758153394,0.022674365892672167,-0.02863658435511216
CD24,0.042953013651746565,-0.018307789142235367,0.009365584137030673,0.02415074351338864,0.025071582589456094,0.04224851572867217,-0.07850742093920715,0.04116670538523383,0.03239171092642868,0.04843752689428467,0.10251384514233836,0.0575909533493727,0.039638762203304916,0.035895086423734006
HSP90AA1,-0.010246819253829007,-0.014442487856627629,-0.013831071063210045,-0.030242268101021166,-0.021746501776251464,0.03118211394432298,0.03231665240573602,0.14931372381470115,0.10944903098251949,-0.11133568027160692,-0.09870287486138477,-0.04027665138095424,-0.0008455886912932894,0.06601218098593412
BMP4,-0.009439639055111207,0.010626607746276107,-0.04124541458502797,0.06693653808285323,0.08947736879917294,-0.021786990066468108,-0.04886637146514092,0.09175767771584614,-0.013509815163934274,0.060824767233863,0.0688625023674922,0.0026461182047385927,-0.04465231349455475,0.0020762144909761263
SCGB3A1,,-0.01601608932671885,,-0.041572470041063445,0.044423362203827976,,-0.023708763251778477,0.004402813041324682,0.019559410914620764,0.02392987299455312,,,0.009550053485506495,0.034695715678530845
IGFBP4,0.007140650971020531,0.05028309147697694,-0.006587802438155611,-0.003872685421383029,0.03451802918444659,0.011326044241248494,0.0009105472278364106,-0.012036983515445899,0.023005503921077763,-0.08733824432293748,-0.00351294411642975,0.03462209760937484,-0.03955181253943411,-0.02124063044613151
RSPO4,,,0.05667193654123518,-0.04798138824703,,0.001601264671736205,0.07285096468545176,,0.042296499102218284,,,,0.04419850834250418,-0.03026365692345422
LEFTY2,-0.026081809546786724,0.01865091415595806,0.03942084501091982,-0.012187726117399642,0.035315783473177154,-0.009390872345531003,-0.025996945067478815,0.0007683747776020182,-0.01957241129336344,0.10157936857474796,-0.02917906495989163,0.07596768894857005,0.05382178278565512,0.0728620731419254
PF4,,0.01756381938210427,-0.029164588378614957,,,,,,,,,,,-0.03304123559641694
ANGPTL2,-0.01745068987308265,0.042483445316520325,0.038671959132542545,0.04324047885608306,0.06426177230261576,0.03897233379868162,-0.0431805240835037,0.004236438723573542,-0.08360155463443894,0.05943060468476454,0.00854898941242975,0.057935412712355326,0.01049247312822085,-0.0685477999427084
LRIG2,-0.0006993011159071636,-0.010794042678569434,0.03978727543035675,-0.0017094439542584604,0.08838451693868052,-0.0016129441485866775,0.010815930810094607,0.022540479767121917,-0.038666035678041756,-0.03676542847384622,0.0882743909567145,0.02836920958395929,-0.04946512546910549,0.07341038779267217
ICOSLG,0.006174327792652276,-0.024804523185512354,-0.022248265287656423,0.008034381532989032,-0.013474295329112776,-0.049290199546892045,0.007504301876317049,-0.019061997886313076,-0.05492125003478168,-0.014873710188969257,-0.013589003859560852,-0.03864832903795088,0.009888821248997013,-0.02484171390428072
WIF1,,-0.032371159835641115,,-0.01722225635162141,-0.057963206095424935,-0.02092688009294022,0.027839703664568543,0.17216362923374265,0.035299064339550545,,,,0.036899188389105504,0.06242569047410074
NPPC,0.006098923176090369,-0.014374791715137268,-0.025664462759635118,-0.019714699606797625,0.0028528299103389707,-0.013113468467421754,0.0028421644086094465,0.06806642311664642,-0.05331372716416679,0.006027184042134248,0.12559391513639223,0.07071164130518755,0.01824681005666862,-0.0290042667388217
LYZ,0.06397537394728242,-0.028658593186752446,0.03295619032351017,-0.024642827104114067,0.03337506196016426,0.029025532442157786,-0.06523362130663554,-0.08018569468550743,-0.03619251558464102,-0.021550442329075086,0.020323995992247393,0.01681719229259332,0.051457669850726404,-0.04572239643433712
EREG,,,,-0.018041750645193075,,,,-0.03403675869176199,,,,,-0.032564533865906485,0.018453507912933508
SPTAN1,0.03290828627933109,0.04331653366515479,0.07239983490975466,0.04350054444441421,-0.00047763076876580833,0.09414152662835377,-0.0015766737019355145,0.16325285288685193,-0.016662357167013832,0.031036194155047662,0.11450963957778061,0.03378037681507893,-0.00033444618709158237,0.07032717344810281
PTH2,,,,,,,,,,,,,-0.022102521438814006,
LIPC,-0.02026917259395516,-0.03832612839825549,-0.04013565060581165,0.0012255851960807408,0.006862095928545936,-0.0060430522182766955,,0.018515094811847953,0.027900220995672294,-0.004043725318318626,-0.005523049943343022,-0.01502622281154744,,0.09931221780620109
COL8A1,0.08640349755089347,0.05945637561198354,0.07312258367950611,0.02333656929045443,0.03372728683044428,-0.06354572512433497,0.014463162258053316,-0.07002345338771254,-0.00829044407168775,0.03156680330086717,0.09967764635605866,0.06618192203242218,0.06643065053659376,-0.006124922189777984
GSTM2,0.010228229616380329,-0.03308761142248059,0.048008287741284704,0.0034233720867267183,-0.02010718918868721,-0.09512865433820782,0.03989731342424753,0.01642761279112141,-0.018266126285661974,0.018224198837678923,0.04311585733371827,0.011990095061133766,0.039374005804741645,-0.029157594194234974
IL4,,,,,,,,,,-0.047782123870925,,,,
SPX,0.018361903408839995,-0.0066468687685924425,0.024358680825515296,0.015200978867609745,-0.02611713745764532,0.015331176988998836,0.012106879745493357,0.0324508719764753,0.0017710057626168431,,-0.020319623046136912,0.0011139882934901747,0.017774780578085493,0.025445361297130504
MFGE8,0.06670102805208386,0.04051263231383107,0.0015522031261835936,0.016423983485645097,0.08399671589566227,0.0015365492769152409,-0.03549959828116861,0.10484535246522632,-0.017055169668598002,0.08866744623312424,0.02694504711089538,0.009159737345021748,-0.046230124890624946,-0.07061270252816337
TGFA,0.048293186012568816,0.03362393798517601,0.027436395312233505,0.06498877067692374,0.07225293809209622,-0.03687219086570207,-0.023035024628517024,-0.030254245153894438,-0.032173970997984504,0.004342815734117187,-0.019773102514824357,0.08996207073512774,0.07765901849842098,-0.003378428172281723
SLIT2,0.04511673662144212,0.0013824029566853991,0.009657950855780034,0.01884566591336968,0.060360147380325885,0.030613261724704924,0.03533330542303873,0.1277277343889582,0.06218256086617582,-0.04067477878484061,0.08295522659870583,-0.02543684291170724,0.040421511738847456,-0.014118942617524199
PLTP,0.010572911191948382,0.020343482488855414,0.015707698975299784,-0.0034660861250807354,0.018864073021167865,0.04148203297766977,-0.023237842350159122,-0.15367673977243715,-0.023984473211013532,-0.0025912596269209594,0.10443751541807392,0.0481793274219343,-0.058698112154672966,-0.019550326442624524
APOD,0.05215588973585283,0.054445229528071674,0.028165622511202502,0.03658211451395373,-0.005343341372685883,0.046711436888366306,-0.06941626581341659,-0.10439003888847256,0.10215255722267426,-0.008760211289074357,-0.19223916517381995,0.002298001570564465,-0.06584983532007635,-0.06106457617646377
B2M,0.0049156418792686484,0.012861620457680927,0.005114445164208661,0.00040835087991960997,0.027430067703625504,0.10664230177448837,-0.06287947422536032,-0.1678980265654486,-0.06767016442455995,0.0030398340319885194,-0.01737343446047775,0.0744170467725092,-0.0378152479415748,-0.047849864487158285
OMG,0.043453595862932286,0.05914565737082564,0.04036400223133547,0.03881854343636851,0.00438954955234057,0.04810157790419831,0.04918823041693109,-0.005687435231349706,0.08849165789983426,0.1263949889787054,-0.08461285258855951,0.017682326775128612,-0.036026461181622796,0.0928592847885523
CXCL3,-0.021213507806771857,-0.028908347597739092,-0.05619473961341198,-0.0437678507737473,,-0.06906088189120284,-0.025363361489587195,-0.012895728433978163,-0.011418232436740639,0.07539375461185628,,-0.0048241945446206545,-0.01883141525794017,-0.041946370443145004
CXCL10,-0.025733619725891735,0.034212998905103834,-0.02933700782349527,0.050770217142837804,-0.008328868604985792,0.07091950490821924,-0.0307931238691315,-0.06708295011250702,-0.018144953150906914,-0.07882193202765957,-0.016720863127536824,-0.033256481257227986,0.008807819000423597,0.07245438454391395
RSPO3,,-0.01097738658646386,0.003109647662593206,-0.020676657979948762,-0.04092492187102556,-0.007816579506273824,-0.003914811456763735,0.024965404826946945,0.1013485180215797,,,,0.025291721578075837,0.08252222535079677
CORT,-0.026342268344299008,0.028455838707612244,0.054187112438804134,0.007140814721390286,-0.032993228470433636,-0.010924583440499623,0.014278726781587021,0.06990761187298215,0.040717975617630006,,,,0.05335232478990223,
NCAN,0.0008173671510792204,0.03704683696600148,0.030386884319334173,0.028411943637028668,0.037062368181726486,-0.07067855696711373,-0.035369945046280035,0.21441303772348372,-0.11218888038102068,0.09806764192102004,0.022718510691298283,0.0601566838773085,0.023238300757894993,0.04433732600827771
PRG4,,-0.017038936511090605,-0.014182525531737551,-0.021837202934798162,,0.021722845118677246,,,-0.013950284984774816,,,,0.028047189373930064,0.030767788971841206
ZG16B,,-0.0006237594059640276,-0.03879637964942101,,,-0.023147892936702715,,,,,0.029539358598062924,,,-0.02818756266664435
TGM2,-0.06587469737452191,-0.02180382228416665,0.010515405497271669,-0.015018538049346896,0.048667225177648085,0.03151618564879474,-0.010636755615430949,0.0006510244909136493,0.06416337289992921,-0.1131863800235631,0.022348780318137973,0.062071128664025525,0.05267034399696881,-0.05635678442106834
VEGFC,-0.008449823237250787,0.06309562308455759,-0.023958323460493203,0.01532379734995866,-0.001651399355763446,0.01040930475471455,-0.026192401593063578,-0.038461389121182396,-0.014236821883415579,0.009496534640096753,-0.032901438091597714,-0.017430600528326276,0.043691215733515004,0.06555546191406718
WNT6,,-0.008135103511620221,-0.03277781158783312,0.006052904819255139,-0.02438852355364123,-0.055007587229851836,,,-0.012425179224098333,-0.002681548974749676,-0.02413925722061245,,0.02967268859423523,-0.029126209113681172
NRG4,,0.0003568294435539959,-0.004329250521203811,-0.013623051521698671,-0.029856061330240696,0.004269606505120965,0.030443098495579926,0.21725224814175198,-0.016608913298592896,,,-0.026145556338388456,0.06435491180969724,0.005208471211615856
PMCH,,0.03683119677295198,0.007513981640806732,,,0.007855608941585922,,,,,,,-0.019878458903199798,-0.007306589286860293
COL9A1,0.03322381654969662,0.000586273191785599,-0.015831445377951527,0.07026161858659695,0.06447717769894211,0.017193946193651104,0.027463325459671454,-0.01728586635936226,-0.01892546185286273,0.05677987006980629,-0.007318846385046533,0.06614987402435916,-0.06267815258882825,-0.07509413802807034
GDF11,0.023059960800554665,0.015769704938684573,0.0002425444370223837,0.13039134910809785,0.02993403684480224,-0.025134271105261338,-0.02635222575131237,0.04257208506915426,-0.07701875844880429,-0.07427652093253476,-0.07309045720808903,0.013888831073127583,-0.047954493624883764,0.007370721533687483
IL24,,,,,,,,,,,,,,0.012224447980333925
SORBS1,-0.02490580049858068,0.019519435820072675,0.021282592292210224,0.03148413735521388,-0.0655127413102663,-0.040686434812933034,-0.0074245421856882895,-0.0076355395082942645,0.06518698414195523,0.08774132084053897,0.046485477159746304,0.004414595558604617,0.025975989071467923,-0.03067701942254615
DLL1,0.13737902857770562,0.03211073513020351,-0.011373885917239937,0.018776322966030507,0.02827922857973465,0.011834132102032482,-0.02552026013014246,-0.06790968389442215,-0.04799408951026481,-0.019053214302540984,0.03926965224344376,-0.06831062881914912,0.013058149134441612,0.00852248829663229
TLN1,0.012113046621015127,-0.002093038523546815,0.024754646391227098,0.05319092778002005,0.09956914974304745,0.021828802489133214,-0.021020603199612974,-0.10464394821002983,-0.09690412499166667,-0.11928649956438261,0.018725697215744058,-0.05369410601276555,-0.00789639646166136,-0.028957156855957514
COL2A1,-0.024742126771681108,-0.0047172367076649116,,0.018847872741612523,0.002469303871717708,,,,-0.01159185012085246,,,,0.07729218552800354,-0.039462666380427856
SHH,,,0.06804263609245378,0.03469546017138984,0.009114823024753886,-0.015070525588907015,-0.01689805953623305,,-0.011063177093537501,0.04576540844394412,,0.0950982575264287,-0.013710194787317047,-0.037558822114039866
PON2,-0.006093568610698551,0.03359263642293945,0.015084911749954633,0.049063904514914165,-0.03809466834283414,-0.014636879956234618,-0.07319990332551236,-0.12492337503127124,-0.04977880917708739,0.16981826254552793,0.10011258021645643,0.012045102914051278,-0.0746786172898166,0.0240574498291272
ICAM5,,0.05152489737265727,-0.014379540568540863,0.024384956165535612,-0.03531650939059282,0.04455131640138821,0.045987394766271505,0.10124941841635987,0.026288203561603593,,,,0.05511798896350474,0.047491295273213815
HPX,0.020870179130773832,-0.03607745422886017,0.017111522919420898,0.004048722748940603,0.051190719727811015,-0.007482244307026031,-0.023708760834727168,,-0.016319394609261392,0.0026299741319790676,-0.04159892638555744,-0.021016479559515855,-0.0037689924830576985,-0.03841760560542964
SFRP2,,0.009794129707186091,0.016657114874158375,,0.05142685034936744,0.009541540492798546,0.03187428065449569,-0.062032379376731395,-0.021703122240941133,-0.04778215199473197,0.036180484376263936,0.08265017904426178,-0.039806845779363824,-0.05162632835155006
CFC1,,,,,0.0248734775414505,0.018790920958092813,,0.08671524792104364,,,,,,-0.03875730396127622
CD70,,-0.053511122742917104,-0.03762137682934251,,,-0.027623834984627015,,,,,,,0.03703523076717491,-0.018712864930828337
HP,0.05143999282706384,-0.022729987324207973,0.016855714681959174,0.008071435785280051,,0.05486967716337656,-0.011347022472627985,-0.0492670567312453,0.01302144283472248,0.06271526020692365,0.05601642349301463,-0.033485725859749876,0.0016159276718751689,0.028379370254840396
CXCL2,0.0009340339675692283,-0.01359820326532306,-0.00985132177279579,0.03403957902888241,0.011415286510813635,0.04996950833153445,0.02014466607639158,-0.05578126443618213,-0.021896686441780618,-0.06765332126598249,,0.031424660782994676,0.04689684966474502,-0.026020393085670262
NPPB,,-0.02459199720427857,-0.01612783337366236,,,0.047897676445350694,,,-0.014236822918900462,,,,0.1141607041465789,
CCK,-0.029953285596831164,0.06754534216788734,0.05985820026266124,0.040281470504578025,-0.05775187885707636,0.0547444502480441,0.06654172704486111,0.2221971135272217,0.10800990579187834,,0.0565372197237687,-0.030590388839851313,0.05253711203725364,0.049775357585357075
SEMA6A,0.06575724476713822,-0.006097623652487434,-0.03245487968497257,0.03108491416804995,0.05521902027983999,-0.026383410541316057,0.006507298545013846,-0.10912907976995828,-0.07167868250346351,0.13879774126790057,0.039922799107999216,0.025671584686928886,-0.06087159508846043,0.042681551626552086
IRAK4,0.004868305324405001,0.03252681086162074,-0.010788749782380863,0.028715888530273022,0.06110594779568161,0.0297698270591108,-0.05138788017848219,-0.030178271706661333,-0.01690301863793442,-0.10115118242372513,-0.0028416041834178098,-0.0032087595163336935,0.010314540819785618,0.03386848958931296
GSTP1,-0.007306527514066386,0.04834061454788758,-0.05990114148294587,0.05599098456475486,0.08046932399503581,0.041158441534434015,-0.039162081789038586,-0.15684287175095699,-0.07418664595603518,0.03548867215546354,-0.09874836742481989,0.019000320049933194,-0.00045522026343585115,-0.09010680693245161
VCAM1,0.011757788577475437,0.02351880990391308,0.02370637342107806,0.04456089402835981,0.031156907934697043,0.08153290104002835,-0.09533694891076323,-0.11105017202207325,-0.03851653883350706,0.033249106613839195,0.16874929006059008,-0.035128674726006,0.0680665250675617,-0.0440405185220671
NXPH3,-0.010452891136261197,-0.023679333829591427,0.07176184620020473,0.02754252603002033,0.11641369032951096,0.006224610560597283,0.007203619865358443,-0.0052904574753291946,-0.00018813029866399667,-0.0007623691152119799,0.0741587874434677,0.030029832432848687,0.062418576459169456,0.019711274639028192
MTMR4,-0.03306470320071168,-0.057830450713622694,0.020618491008802843,0.026778736004619445,0.047847864547601475,0.038766652591725924,0.02283424905842387,0.008332088244504026,0.02067126280721366,0.06382489802733798,-0.004482149972472782,0.0469052724884842,0.025260685719767376,-0.013571700215390175
LAMC2,,0.030061979027303093,-0.03236978737730759,,0.09424109600134258,-0.018804086718688003,,,,,,-0.025278711424094776,0.08203399027145933,-0.017127407411333447
IL10,-0.02736159756511932,0.021596854511030786,0.002035645857084613,0.0054298526256722724,,0.09379383049050577,,-0.0819752477243736,-0.012743980570853974,-0.016040663070479785,0.09231102303125431,0.05649793503172296,0.00020510243057966128,-0.057235563088751704
SEMA4D,0.054072822837279697,0.057422574316908524,0.004514703578122204,0.04725448747820851,0.006071392691464898,0.057690913929424124,-0.05511182439468304,-0.08441682000435484,0.014369517485908674,-0.015011762811858292,-0.05476715229436275,-0.005301503662593243,-0.009427878947879328,0.11116708888375111
TRH,0.0537608172851659,0.013569710723258698,-0.005631235387246386,-0.02923387396173758,-0.0292860177401554,-0.020828670414419295,,0.17371635048439973,-0.03879909550881693,-0.054138842577513446,,0.04835787609557059,0.053500337518081705,-0.054160533854485805
