,MGH258,UKF248,UKF251,UKF259,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CCL18,,-0.0016193784072085363,,,,,,0.20810392069764078,,-0.021922599283976132,0.0006294562162648641,-0.049223419355491536,,0.03689592081156986
CCL17,,,,-0.018787876562674815,,-0.019926258105713975,-0.018386065331268138,,,,-0.024654544771637657,0.0631044058302473,-0.02282585196960026,
VEGFD,,0.026062742350296583,-0.01665752367030724,-0.007166943461528808,0.05997988871971165,-0.014616151297259954,-0.019704915693313268,0.03127043478725358,0.011570323792108263,,,-0.001526287566159722,0.01805128958798003,
TNFSF13,,0.0188328713739712,,-0.012959456767839354,,,,,,,-0.001983748377626709,-0.0005315867265555342,0.05801966443688577,-0.020799060518290117
WNT5A,0.03439374640868552,0.052570220466561256,0.02842694633962101,0.08154016964436349,0.08994194522732343,0.025791541765564908,0.0036594863450654875,-0.030072026934007953,0.020369435203645047,-0.009854535602387403,-0.04578865441131376,0.04323706612834636,0.06351714158231081,-0.06386798170539537
CXCL8,,0.014011407968422263,0.015353598062231572,0.033828976863473026,0.04135426151617642,0.04765089182920528,0.02962474947813061,-0.05104124795147517,0.12171356029981495,-0.03859818760435193,-0.019244977242833545,-0.0992582254166559,0.031051781323713477,-0.04421214935165905
GRN,-0.020108119901143275,0.056408153640412004,-0.012655555731898646,-0.019213685902131652,0.1405876927021209,-0.00411605802098761,0.008357280448107088,-0.025641557533466572,-0.062264196456050254,-0.0777125889010413,0.026992192769734136,0.0042438334769484085,-0.048597651224870905,-0.03186576166870083
MIA,0.022907261955627593,-0.028993593657734965,-0.011267212550974091,-0.03956096498250592,0.05408733695683765,-0.01662279396783133,-0.026986785070203703,-0.07603121493689406,-0.012552757323279613,0.023839001993864524,0.04814510054497254,0.164763086187829,-0.013470945196463104,-0.1090927838225374
COL4A4,-0.02905877008868236,-0.03326409412334908,-0.02985668808918936,-0.022919705664843897,-0.024639767805021633,-0.02792497189900585,-0.026178182703492616,,-0.04427100084086165,-0.02771701528281147,0.07694557706365378,-0.005322678852267836,-0.03516137983083395,0.003959132827435297
TAC1,0.09105473416865069,0.03312383134063867,0.005770923942866745,0.013042552685511745,-0.1144388879105087,-0.005951608256345022,0.08057028859461801,,,,,,,0.030765474393692514
RARRES2,0.05185524241211755,-0.07704469322359553,0.01427377191760876,0.04508399261226044,0.11658722686629407,0.015948111984727547,-0.02571490401581122,-0.01816022328405149,-0.04374036230768448,-0.04043473749030075,0.02136773431741734,-0.0059419874886459355,0.04157071778477874,-0.04318730400944493
FGF7,0.009527351150606763,,0.04293385034842005,-0.03330325440016092,0.009791159812982172,0.002875235415177582,-0.0013541513734288118,0.029352229165925562,0.03439488138833215,0.06789941174080528,-0.01200852885385081,0.01634067127578516,0.023123519472821524,-0.027648340043315834
EFNA2,,,,,,,,,,,,0.11382766995863063,,
HBEGF,0.03950478404205771,0.04683657625510547,0.03693513241539558,-0.06254895932105992,0.04385028030827628,0.008440310294832805,0.008553400948476467,0.02680043311971847,0.12193724329117818,-0.01604411737993879,0.04741175588636689,0.024972559294640925,-0.06795077360868769,-0.006972096507596857
CSF3,,,,-0.02239351069068546,-0.026068400081074496,,,,,,0.003921988671380794,-0.05849518954556175,,-0.026553939527369032
PI3,,0.0011954638434247759,,-0.030659951726645478,-0.029353362556929094,,,0.1016574719101983,,,-0.02064746202243922,-0.1070094264280466,-0.01939428406052603,-0.033020206128112385
PCSK1N,0.016343566839652563,-0.042231079782272155,0.03340231179387414,-0.011582603476999853,-0.08010998258834524,-0.05356631891505186,0.03165577685676512,-0.07678243602235521,-0.13810353074531476,-0.016228215424303232,-0.022162513172877766,-0.007390726821789651,-0.017639808982515204,-0.016202147290734277
NTS,,,,,0.005721595717355722,-0.02154240076601005,,,,,0.015259918099897761,-0.041383249856099605,,-0.024783373551079863
SFRP1,-0.03650843952005947,-0.039772055134502805,0.04063492040302659,-0.016393148519820586,0.01161363469189162,-0.01992625830638776,0.013824295175050162,-0.021640201844359056,0.05841285669070802,-0.021239646765252442,0.07454931589110866,0.08802181913992183,0.12241963278666458,0.005053437467744048
CXCL13,,,-0.03763116698739162,,,,,,,,0.011460449703096311,-0.03699601248058451,,-0.04331500113427052
MICA,-0.002618535926072691,0.07344483569479764,0.018083675230277853,0.08992084783286249,0.004507204138237195,0.016902289620783214,-0.00526944250868563,-0.04286264962232137,-0.0956018862957595,-0.012663827279478106,0.0155524539898404,0.08941347422618919,0.05515522429089159,-0.04317958220482227
TG,-0.029058763540176637,-0.026583482716376224,0.07535834607154165,-0.017690804488971625,0.08037882172644235,0.06308691025483124,-0.015652638843769363,-0.06028092186148702,0.03725062858923026,-0.035695117091028995,-0.03275972601204406,0.0498023650930058,,0.04785702223186396
ADA,0.08242398172896119,0.05861140127843157,-0.02570689968378905,-0.00805395882554438,0.13473510386981913,-0.023420127150397266,-0.07611346455792888,0.04154521523421334,-0.08892013417013225,-0.013427939064117043,0.036193346831150795,0.034298490116990724,-0.03231261402259241,-0.016549102855584596
LAMC3,0.052786885684008175,0.03696067390077817,0.012025621052559764,-0.01066382670298591,0.13400798416146747,7.550744588051089e-05,0.03461575842463396,0.07638907949513775,-0.008820822213900435,0.010406538567209501,0.00924876129878687,0.05575786348650699,-0.024063962669799512,-0.05675418204574014
CCL7,,0.06315206877429891,,-0.012790423380409706,,,,,,,0.08391587202282856,,,
NGF,,-0.01977463604808348,,-0.018931031523910184,,,,,0.0672187709665524,-0.010082672210103404,0.03340505127448307,0.03149492415679955,,-0.03751519504030134
TNFSF15,,,,0.06671816243090284,,,,,0.004653139569586549,-0.011644240581481814,-0.02285295501172215,,,-0.016489540571602845
HMGB1,0.0117224382456554,-0.02776811767913572,0.01658839921606116,0.006706482480937049,0.16420623117051392,-0.008730623740686857,0.0056141407531881005,0.03524198103554516,-0.012914374383612443,0.054710603207880494,-0.0001599574829743836,0.011476282919469937,0.039765868754487954,-0.02705042141031241
ITGB3BP,0.057304612886064796,0.05362590698156351,-0.0030821404051728507,0.011902473456517251,0.16033360998862833,-0.0076071808106022085,0.0006706978591527547,0.11208077782655292,-0.03119143211140144,0.05549487403252041,0.001808987478177336,0.02238399013637624,-0.0269041000693479,-0.02611997078359325
AANAT,,0.021787723201874713,,-0.012959458150977507,-0.023514402334101448,-0.016622794892433568,0.0022630007362295585,0.15855108702100137,,-0.022833306108854354,-0.03241687413022264,-0.010267174540698034,-0.02823484658563142,
RELN,-0.02409048538517161,-0.027581958717909156,0.0007646195184772957,-0.009722683551418995,-0.028796648827169015,0.03859928136670242,0.0490112471692446,,0.07860519769107115,,,,0.06553394253763581,-0.01991757800059742
IL15,0.08985528226782769,0.01601286619299155,0.011681135683155219,0.05641297485958174,-0.0059956599866202226,-0.011170144635769015,-0.02287392985390242,0.018236535890989218,-0.06458211981454699,0.03689968744756247,0.049396204325050014,-0.008258127497927674,-0.0043296758494241186,0.04317770935799526
UTS2,,,,,0.029897992745764598,,,-0.01642084750221681,,,0.037155256328693556,,,
BSG,0.030334540866508053,-0.012032180260698612,-0.011109528448070618,0.024423980432689056,-0.024528988560130444,0.027432880078805566,0.0011372767368475322,-0.11380307831018752,0.08188925955422639,0.0064347523377235585,0.05532609155992467,0.08108296877676559,-0.040027891785750495,-0.0022037935997409274
ADAMTS3,0.0002970348353325382,0.03737720511712318,0.017329864658631133,0.041538898276067146,0.1202932315504338,0.06823560123244955,0.022818850920930386,0.02935214308211819,,-0.02734055953843523,-0.026596729217262156,0.05860817192728141,-0.032252382197235585,-0.046086875128785704
CD34,-0.034220238248691276,0.02094795728540909,0.017168335636969484,-0.028831111116373005,0.08865217830297986,-0.031100797900078664,-0.012631308678367212,0.047712482823309185,-0.07941005409895624,-0.03654743324882037,0.00783664077547557,0.0005583284410424626,-0.0529926762946725,-0.06286096370362373
CCL23,,,,,0.0017941422263893184,,,,,,,,,
PLAT,0.034755802474040476,-0.020881154433307163,-0.020707787197603404,0.023934795532713618,0.16365584062091754,0.020852385533625457,0.03441867600537921,0.0827825737296999,0.04944003187183409,-0.018800675841130817,-0.009680328492222645,0.10319014118492298,0.003510517770198493,-0.021325850955476976
NTF3,,,,,,0.03756405080997801,,,,,0.011187247153994665,0.08942945587339113,,-0.061721373960964034
LTA,,,0.03591620875995093,0.07235493836826173,,,-0.022873932677470996,,,,,,,
CKLF,0.05757653664881757,-0.021484113670372586,0.036555916891332245,-0.041344236482632024,0.16182499762127373,0.00587451269514552,0.010708113472475916,0.07541008710000514,0.10185198467542636,-0.05538377246302098,0.07673220987961667,0.10220611700309025,0.023165544930299622,-0.03540313592263807
CD24,0.019173910382500083,0.04582834636716674,0.09901872862549611,0.02492376377236758,-0.002266978851453829,0.06394287256215044,-0.03646063865679715,0.05364623062289132,-0.14476670187470864,0.04881615768544847,0.02084165552470962,0.03583122856214336,-0.03789463020417555,0.0016769465047686066
HSP90AA1,-0.05129498592107516,0.008466516211944925,0.05484297400119919,-0.007928123436895484,-0.137294297823718,-0.03487275901178606,0.006635900784801731,-0.05571251936030888,-0.014991642390439507,-0.023015185517499846,-0.0883579461319963,-0.17004346235412632,0.023186320008008583,-0.008068200772177242
BMP4,-0.02990568630003236,0.012430165257273487,0.01697930147823439,-0.005647739639225883,-0.04026848837579464,0.03334092024180049,-0.019490953162200127,-0.03926703510087828,0.008905013199347124,0.19799735689442918,0.038438086240059705,-0.009235629874762808,0.00538026669476292,0.00467957788002125
SCGB3A1,,-0.028191254460273707,,,,-0.014021490074162616,-0.015961127727230764,-0.015578650209046484,0.07156320297128037,,0.03814166647742778,0.029627676960423,,-0.02352786853119707
IGFBP4,0.023597844777811346,0.05727989051985409,-0.011758114715043243,-0.053009390391315615,0.1534694446759756,0.011859755411514428,-0.039425982031593115,0.0740951657527038,-0.005480180216126758,0.07102202819136227,0.020607169770830436,-0.04445775632882374,0.03067848370830656,-0.09145889946699295
RSPO4,,,0.019373549621196567,-0.013003689676688902,,-0.014021488023202505,-0.03172974570871038,,-0.019375619586614407,,,,,-0.023061588813830518
LEFTY2,-0.028771451456310177,0.0515512768068487,-0.04216742018716261,0.016561701591602133,0.1193661670953297,-0.015374733104007917,-0.028237614442621958,0.08503112934554397,,-0.029179030088237946,-0.03136762186170546,-0.018036256766016986,-0.03906002248927035,0.06939497422025977
PF4,,-0.029243901144257612,-0.027109964606893567,-0.011159392413041501,,,,,,,,-0.03113378879223031,,
ANGPTL2,0.02594087176186965,0.06664444982415095,0.007822479380049015,-0.005957284563104982,0.11517398415140213,0.021018972822054657,-0.014598778554966801,-0.017509440322650605,0.006337322112430709,0.008904892371618296,0.0696350453705936,0.06609077841525068,-0.027007041950609156,0.064731317612519
LRIG2,-0.004843981125980896,0.04287597726769564,-0.019012315699503304,0.011219399992079429,0.07639978584727226,-0.01869068091067497,0.02926574545733219,0.004452775852844757,0.04898944269270458,0.06207282041385657,0.062257951751079205,0.0704813625863782,0.0676039952425442,0.019999923646674415
ICOSLG,-0.010834533866672394,-0.00027674851709767674,0.040218791375360774,-0.0034586551713625337,0.1054678476410271,0.006279191175111369,-0.06574503634040042,0.05583558040559944,-0.011722867752666788,0.024614047024587426,0.0404057888787792,0.02867054017487801,0.04912474657727636,0.048096485039257744
WIF1,,-0.03993340280168038,,,-0.12379222263718541,-0.0263855373769965,0.04646697325508895,,,,,,,-0.0033192966692314517
NPPC,-0.03829874664373062,-0.028375833938581136,,0.016563265518658544,-0.042923770753250684,-0.019486436996337255,-0.005085363382462424,0.07123993180130013,-0.096665456081679,-0.0018142232119474418,0.0009455809618345751,0.02546778618639533,-0.026786635039143972,-0.03666606631062752
LYZ,-0.01129649235899588,0.06391894665080591,0.09125098207005665,0.0003797255193323287,0.04633611728886328,0.045671051212461095,-0.01523755458689952,-0.016320274381976634,-0.06053266676815043,-0.07476743348149252,0.007833804900801551,0.04173599606732879,0.023561770610067215,0.0683555241030378
EREG,,,,,,,,,,,0.05383402114291702,-0.0012637109809851327,,0.023648125525860972
SPTAN1,0.019746932638244574,-0.07118227130378199,0.006869541411815239,0.07040444396620037,-0.07539985156362797,0.04049991372674557,0.011734560552371768,-0.021588570664752078,-0.021184956028448804,-0.026765294169539336,-0.019145852725523296,0.07059985253605552,0.04261418814133687,0.023296885409665746
PTH2,,,,,,,,,,,,,,-0.036675608996464
LIPC,-0.037203916043888896,0.043614056330095,-0.017673350369556317,-0.02005425928824027,-0.012363760238883897,,-0.006043526539707966,0.020760569411146658,-0.003519132091209552,0.03252702872719545,,,0.000858787369360082,
COL8A1,0.008937469531188878,0.08413040433297178,0.040808386859256224,-0.005475087381506284,-0.019448966709328733,-0.001607467941125547,-0.03725751694688297,0.018673154283009,-0.018796293954568,-0.024447302190517124,0.07204699009103507,0.10757667673959397,0.010037299936140177,0.03362366391595121
GSTM2,0.027477257228011528,-0.018333904819703206,0.004901801941564943,0.04029126515710459,0.02630924645235489,-0.021356998051535882,0.021175827017238906,0.020737948197165113,-0.04862084161401108,-0.036961435974437455,0.0692563005804872,0.03659353129128024,-0.02626339403083629,-0.014132053496451346
IL4,,,,,,,,-0.03700512833494686,,,,,,
SPX,0.0010490191197014167,0.03463359835546339,0.08837591091156749,0.0024032922767104315,-0.038137285385542036,0.017495373785763182,0.020374574908894463,,,-0.04216157943232015,-0.03725618400642937,0.009559829454969748,0.035029338714964255,0.053906753220922976
MFGE8,0.007117096214626957,-0.01594606968060213,-0.0026745851017935893,0.03960610435190779,-0.00621251759077067,0.001981670855195421,0.0203191244030191,0.09177305627883836,0.003435708091413099,0.00473655241109071,-0.015173987835886457,0.0639819251226925,-0.08536301345258823,-0.010679959709110488
TGFA,0.06484236649472068,-0.0011280888113844728,-0.026370658662385266,0.06407296817330058,0.053966313728337635,0.038628691254070376,-0.014040055856807744,0.036462307251991906,-0.058199332205756044,-0.0030056853432424676,0.04479883785806175,0.10019171009832802,0.04631376199452855,-0.03550419845739273
SLIT2,0.08218399854646731,0.054843137756719645,0.01941038548609567,0.011047470743106759,-0.041549132404655374,0.06027566488367605,0.029532475836267516,0.013624238941060627,-0.04619228243689978,0.017405238408500754,0.039156752790066494,0.0520533041940215,0.043246228693586235,-0.03869293579648112
PLTP,-0.012953926704843733,-0.052802728334153136,0.0005443700292725852,0.037395072681754654,0.10724983609237819,0.03430707709651553,-0.042766574975330506,-0.09738546293804008,0.0419728252304078,-0.026996399136718155,-0.014174067666148657,0.04234681050881845,-0.0649806061728757,-0.08074719770345976
APOD,-0.05123937737186785,-0.050355704862579134,-0.07206256097305155,-0.018398284731410964,0.07763769697925597,-0.042538985915880366,-0.0007473030103297309,0.01973247635192019,0.020612743781869985,-0.025063155590730503,0.07356807933129997,0.1406342344550252,-0.0058614306109485564,0.03928130669512938
B2M,0.02986258261469829,0.1151722019169274,-0.045001477062289554,-0.07482346496485898,0.15126260392639437,0.06240105107015937,-0.02560216890953502,0.07183242651302403,0.04174170595363803,-0.015360825968830248,0.09460091940061476,0.12001821082276397,-0.03814293358139967,-0.09949363514038925
OMG,-0.026341583682958806,-0.07903424945018422,-0.010940483455282484,-0.049208050094877415,-0.00393929686650141,-0.057055415383479226,0.022801166302995047,0.028003540045244565,0.1458338272355212,0.006366874565628459,0.05933162509459565,0.11921009521323692,-0.04695276846773674,0.02519399386851682
CXCL3,-0.02340111444283542,-0.03690307585770697,0.008072271695387372,-0.007526031440592888,-0.004300262895957799,-0.015000028369129208,-0.01647337368565561,-0.07499727942930626,,,0.019080245527587282,0.015745388246308153,0.005867026043452272,-0.0008549147201102679
CXCL10,0.014571287341384976,-0.015192216159287779,-0.043662952704492684,0.007633264379331554,0.13123888437297032,-0.022786140970294723,0.027058901400733845,-0.02079221892975063,0.000535347471272871,-0.03687905751349743,0.09108283685861493,0.08153628883390569,-0.007219163981857292,0.041896436223924916
RSPO3,,-0.029180519272766627,,-0.012959457193420273,-0.03861189546910463,-0.028679327920554304,-0.017214358008332927,,,,-0.00150832225433818,0.08227825933666337,,-0.04241619436537488
CORT,0.0703285888148504,0.016582680369947467,-0.02018842845077534,0.0435580597528464,-0.04348099253057057,-0.009391999250185561,-0.015015089703695321,,,,0.08691555248052327,0.13389738655091918,,-0.017507563359523116
NCAN,0.010197872861706926,-0.054244717427897646,0.0590375162010545,0.006808287146145526,0.1087652876241402,-0.0004926644232905578,-0.03312484296553171,0.027970879241960386,0.10985065698098487,-0.009257829383620091,0.014421255121592529,0.1379880397079929,0.008739852968844712,0.09648151968984667
PRG4,,-0.03390741385783925,,0.03251505582289566,0.03943849308568682,,-0.020126430150092946,,,,-0.019560365166664123,-0.0397450456359847,,-0.05499312305620509
ZG16B,,0.012650026943524706,-0.021737606033763915,0.042372843522339755,-0.036112914102898734,,,,,0.030029827723077152,,,,
TGM2,-0.08574004814532543,0.03850709982629614,-0.010640279310545266,-0.015365537453162489,0.09285009229280192,-0.015224403793296305,0.009243740027606485,-0.05829436143422836,0.03072108292798181,0.036800307997969954,0.002313330955181667,-0.022367904814008552,-0.009984555676627227,0.008722959656637134
VEGFC,0.03734298032099884,0.060254435965694755,-0.0009728484040819574,0.02813591682841529,0.05847050803259838,-0.02474883701796106,-0.020539824204924916,0.00929233148491504,-0.05835993555990235,0.10062406483790987,0.026633684437886686,-0.031962636842519286,0.012442300748087947,-0.029394033454325202
WNT6,,-0.022294770832924582,-0.0033723393809613556,-0.017690805223503213,0.040929015574809643,,0.058226667588126724,-0.04692501883990747,,-0.02413922837199036,0.09391523412743073,0.025587506446751302,,-0.0306064919844863
NRG4,,-0.02596513767985409,,-0.015566532788856259,0.017552623459549086,0.005777476715750443,-0.023962100683814498,,-0.023059196234201617,,,,0.027230206309611475,-0.006351415074201534
PMCH,,0.01648903354999352,,0.033660655223618455,,,,,,,0.058562030887707436,0.010729246029052142,,-0.01753382555810388
COL9A1,0.028961672515650558,0.07304932645052954,-0.007629872173619633,0.02011288418382043,-0.004742863384619355,0.027573738808684658,-0.027304244067816716,0.020098940400662638,0.0939907810068354,0.035254723754376036,0.09465854595441132,0.08375716960777903,-0.022078105025349737,-0.04636309070801805
GDF11,0.00015456420503957337,0.013983816715007757,0.007235906116396435,-0.01612805029344241,0.10287489403695259,-0.03639091421743166,0.024844765031473797,-0.14480579316694359,-0.0663562650054286,-0.011798984585586118,0.02601689683727343,-0.040325728088112495,-0.0007162465783786485,-0.050210695174964896
IL24,,,,,,,,,,,-0.02800281363068757,-0.015843998401263087,,
SORBS1,0.012916227861593861,0.022764311636562885,-0.015062073602245917,0.02387172845099945,0.00330402517376923,-0.020629708301305682,0.05774877687943692,0.021984769044537677,-0.08237062990535873,0.02975199432688251,0.008205747732923357,0.04355512808913003,-0.021788157542824794,-0.042070945354539944
DLL1,-0.03424464204411898,0.007305694937363647,0.10587732951508785,0.032758318566280115,0.04601684251953209,0.05580055711209693,0.03141395087029701,-0.01514043806342201,0.006327078173943275,0.048130882111063575,0.04909534747440047,0.0982531167796607,0.03918476175444957,0.008549468737279083
TLN1,-0.039573905673041906,0.040639674725402065,0.019552655413217813,0.04031020599068585,0.14854867194687416,-0.0560431533181755,-0.018045432543296592,0.023213691207810652,-0.02180783316200282,-0.060465121618918094,-0.039180627652592295,-0.0175485314638306,0.02487123113333827,0.03519098566008653
COL2A1,-0.0099755853189964,-0.009651893821238865,,,0.009306825501165286,,0.06402439953924167,,,,0.12135978908030329,0.0236335329305168,,0.004921789777300121
SHH,,,,-0.013291351972801858,0.0573170635900499,0.05353020394150691,-0.015961126332128834,0.05072739186073281,,,0.04061434535156412,-0.034572941898479925,-0.0010866072431519515,-0.025052875488031173
PON2,-0.03715757532459254,-0.04168834420225356,0.0021071512872495946,-0.00665729306286111,0.13515309965371775,0.047337960535031684,0.031979485149684864,0.10032726885742278,0.09556172066776325,0.0033780388448985464,0.104572697039562,0.10772105792968316,-0.06399175019595435,0.0145133942531062
ICAM5,,-0.05590978291151068,-0.020725857955729732,0.03597361914670102,-0.060329438822092574,0.046596893109288745,0.08156056693063794,,,,-0.06167602792288416,0.08536842187719614,,-0.04916919329356244
HPX,-0.0017344847441283873,-0.010188169055811758,,0.06629303621020621,-0.006651984182583704,-0.014021488644705473,-0.013883199107064327,-0.0450423244005621,0.12738188648534732,0.061037414924913984,0.05629650898365579,0.043247513993511365,0.045154819033495,-0.023196540163026157
SFRP2,,-0.019661579578721135,,-0.015137409515064685,0.007235224443872309,0.012104762154453191,0.047607296095949554,0.07805287965555885,,-0.012059668178477055,0.03306356982021774,0.08324062527864579,0.04543245083023772,-0.0026512111049264014
CD70,,0.08247143801176607,,-0.014012988763909344,,,,,0.009108621615131802,,0.08263872626029263,0.02350229443874485,,-0.044347884174026894
HP,-0.05415660913282155,0.008282824056330823,,0.0629212814370682,0.016897480296690325,0.0410924499369676,0.04868926947941918,-0.06131696694176391,0.05055230505529029,-0.09821564715658375,0.07105489305764419,0.07741749377383222,-0.026971278565446136,-0.00783626332563855
CXCL2,0.034560284489559064,-0.016575753614453955,0.08593275839067802,-0.009682290093377588,0.06556756166736412,0.009908612109155961,-0.031590905180070676,0.03876673075067768,0.049022367584423236,,0.020629321233688266,0.015157374847754836,0.05758874747983557,-0.038569442190278476
NPPB,,-0.01634793732686889,,0.005619580188602068,,,0.04471769823932794,,,,-0.00851152774580405,0.043268695452757786,,0.0017632649039975247
CCK,0.019631215943549128,-0.0159378533861297,-0.024274929923472476,-0.0027873501473724563,-0.12408931030005209,-0.01330487769939215,0.040214681458322986,,,-0.00856510881643242,0.06653409867076751,0.05795955522767634,-0.04987926846886024,0.05140422829506966
SEMA6A,-0.07718118950188582,-0.003593251768161348,0.01983923121177303,0.0439302152121068,0.07470895831630629,-0.016617088761738952,0.023037881362543877,0.010545445176688897,-0.060746739958189196,7.102108265221732e-05,0.03444715364966521,-0.022789038075189325,-0.011097719801390345,0.057613961115665746
IRAK4,0.005207987493207971,0.0013957979341104954,-0.009746930199708766,-0.007618311266687442,0.0736782756400259,-0.011733711484626503,0.04994679239393088,-0.07936418941868219,-0.029067462370616175,-0.025916516130188343,0.08467623932701793,0.0888236627318742,0.001671029642417111,-0.017139779852950728
GSTP1,0.023739396333541107,-0.029599535691044492,-0.008885503466000333,-0.06146091055986905,0.13254871792262557,0.032930974030020085,-0.054264156450675984,0.04077902969509403,0.009858351846179014,0.04424820678818103,0.05710364892218252,0.15276423550553203,-0.036393822306873165,-0.019733872079564195
VCAM1,-0.025528829908435358,0.055427086471583696,0.03842421511796377,0.03933049804340434,0.0928205820199473,0.04781499517962412,-0.014439987105308425,-0.024471522872225763,0.08566115828464824,-0.031075550681361898,0.10051007295556864,0.04671335631042397,-0.05111126875188602,-0.03952377732841041
NXPH3,0.014603948926990937,-0.010516104136303153,0.023656772482040823,0.04640995426585188,0.041496457635060255,-0.0033857050796904744,0.043219697677990866,-0.08076279910754527,0.09281090866481083,0.010744385841394867,0.12424694331967691,0.13123782107964374,0.07051362333982865,-0.016812370878419795
MTMR4,-0.023394893560954692,-0.05368155076711583,0.06737470080688161,0.013946663484570297,0.029124307039371092,-0.028776767023274294,-0.0028138121337341368,-0.02155913575411475,-0.04493186650051211,0.13790066279688676,-0.021624380616012837,0.0299042989978773,-0.003407534162874409,-0.007907511004714596
LAMC2,,-0.02854621278125002,,0.011137300867322019,,,,,-0.04427097854668054,,-0.03442690487159517,0.0030857942015392005,0.0038887858045683473,-0.01701931259193067
IL10,-0.030183215420684348,0.04676228223457613,-0.03829146309695275,-0.03337650901285953,-0.03026463779443101,,-0.018386064160937597,-0.0637287811820752,0.021147389852938417,0.02295721002069123,0.09979518105250573,0.009228182199067925,-0.0196400333777796,-0.042381570174055805
SEMA4D,-0.035843048707208704,0.004765324285652088,0.01503905415783477,-0.02501718686658256,-0.06313665587926799,-0.0362421787152208,-0.017615585467003227,0.09377436388983267,-0.027107823240446582,-0.044958370432420694,0.024803794894282118,0.09346753873831351,-0.07426467120015863,0.0886801973131706
TRH,0.024477520741957352,-0.008578712905645415,,0.008582125000191535,-0.043943392382715836,,-0.05405625748905397,0.08590881751676585,,,-0.03440122770267534,0.024822831062567968,-0.0318994632551401,-0.0011319591013051937
SEMA6D,-0.055210495281470415,-0.00863365227423611,0.03468920959604587,0.0012770515569863943,0.05889465992608306,0.06765701148046789,-0.005314486466715914,0.04038422723642031,0.0025187202015784296,0.04509019866212901,-0.0429170742227812,0.038837576980063356,0.011998403651112308,0.059428007986204255
CEL,,,,,,,,-0.04739949503894181,-0.07835986979697793,-0.03509066866453273,0.051871633889491335,0.032815690616265686,0.027285267405182244,-0.0430830413221775
