,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CEACAM1,0.026920224833493475,,0.05266129553361742,-0.010837552126065908,,0.004437542161113269,0.009169217045070288,,-0.1391408434277374,-0.011101470492451764,,,,,-0.041113189920697915,0.026024052132595267,-0.022007921967813614,-0.03946803500300294,0.013449012926984385,0.03579583185924776,,,
PDAP1,0.04873017055372888,-0.07621866728996228,0.06615661549949656,-0.055281650665082005,0.06656945267221788,-0.007999222938735917,-0.11974883498078698,-0.2138120606653741,-0.3026417609491274,-0.01750272977759488,-0.0217174731480563,-0.02928231438130785,-0.02378384527886868,-0.2601468810510832,0.053345766508592005,-0.010356320566820457,-0.052803010044369054,-0.10097248939677719,0.013612894226912212,-0.014446880735103291,-0.053037758735170186,-0.05565280719117741,0.08161877918748774
QDPR,-0.12440450066911206,0.22304770156085904,0.0649319132622888,0.03870992952360209,-0.035406340591174534,0.027484067679386236,0.27507275633951306,0.24442349469335575,0.17914991438822464,0.20796689796896034,0.10541858195106457,-0.4615770156143096,0.07225369090701361,0.1357611245343695,0.05606806948302559,-0.03284991640420081,0.10817076589920407,0.09351206068610593,-0.05810610463825001,0.025354222138380435,0.015012218542252504,0.41547527509369636,-0.04603588806704577
POMC,-0.013746784889781457,0.22434010326309314,0.012171851660142436,0.002365252960679926,,0.06817995400563115,0.16685782835780186,0.04143574350282869,-0.01041382733218464,0.024048293846022587,0.0455689173980738,-0.06252785776451651,-0.02259548251088227,0.10700768080584205,0.08956058726786907,0.10195473879102404,0.06181752687198086,-0.00440161102724573,-0.02372145731304656,0.0424929267209165,,0.046067343541909896,-0.03206204750838774
CCL18,,-0.014362343733408797,-0.028444990597400605,,,,,,,,,-0.238303895351049,0.0879517600866475,,,-0.02519857699182263,0.021777779588869287,0.060623170569696766,,-0.10558187259608394,,,
CCL17,,,,,,-0.009000203348626095,,,,0.059627612222625054,-0.002483543145862747,,,0.02131866880079165,,,0.00335899205011183,-0.0036169069147561884,-0.02672999874561918,,,,
VEGFD,,-0.03693137804225717,0.02443140592766296,-0.020118357276129126,,0.05607963658579878,0.024288099060693426,,-0.06870724463692793,0.04707074776381859,-0.006411316856238057,0.0686755174219578,-0.01526642137177741,-0.009260051163608235,-0.03697487717516679,,,0.04061973555715266,-0.01744418390441035,,,,
TNFSF13,,,0.03576597240765225,,,-0.04908695702353482,,0.00426514203211505,,,,,,,,,0.0728970904521884,-0.018090469149075857,-0.042189824394951767,-0.04125956207091162,,0.010874263558128794,
WNT5A,0.0014117561811097675,-0.07155435580551538,-0.018440237944154655,-0.06507573101366136,0.05178735201033455,0.10007109082948412,-0.05102060530177929,-0.3361247674510856,-0.36525832060756236,-0.021173051178516727,-0.047058973820544935,0.041308968131336804,-0.04155040311720529,-0.14483117684225055,-0.026847730924159246,-0.00027042541164191513,-0.026304549132496368,-0.023021457108941414,0.018789497183802996,-0.041502826862878754,0.025985315767263747,-0.24193740686053045,-0.015082606299763443
CXCL8,,-0.20647867240316795,-0.12355815787872644,-0.006951229631024331,-0.08347699358770544,-0.0630331902242224,-0.24847668476168197,-0.011024267986677634,-0.11861030034180048,-0.1282117524605039,-0.02056793983383957,-0.26017813435377984,0.00463262089983738,-0.1792482722248666,0.05978455543723578,-0.044366062139537976,-0.1595916855316299,-0.16864897037789,0.12440701553333885,-0.13260587534570706,-0.011077819847786016,-0.32650681697521694,0.03518593206561655
GRN,-0.08368550658712771,-0.09738923696172003,-0.10443367514210437,-0.02445201719543659,-0.009061151991090947,0.032950650595931635,-0.09460292716288969,-0.27642570104326275,-0.4578286815906815,-0.05391934800101768,-0.04447996207606925,-0.46038778324767365,0.009065888145778142,0.09772022667747664,0.03941416334031335,-0.032127272801665406,-0.07154215882212558,-0.06951198096707052,0.048023572964062525,0.021888169245530963,-0.007523075166815493,0.06102674526519723,-0.0349218586432605
MIA,0.004845299050032225,-0.036902094903954644,0.008120462564711748,-0.015728027147788017,-0.06930440772809654,0.016264365587120577,-0.15971594855367413,-0.07171289631703368,-0.1493058247692741,-0.09514965407713764,-0.032966109759309054,,-0.02070401003729656,-0.05660095908836302,0.007988300972227304,0.1450691302254797,0.18250142458978721,0.2533252212055336,0.03461834601872426,-0.018807156193521996,,-0.14393065284205617,
COL4A4,-0.0317565259079268,-0.01942406293646107,0.046688759245399385,-0.04213895181559546,-0.05273682458188228,0.043193465725294485,-0.08790885751734256,-0.03808699253141019,-0.038319567148260944,0.019653580978547632,0.022648890591609468,,,-0.08944934055386203,0.00972151720305442,-0.03185887469548156,0.10775485486274969,-0.018061844318861927,-0.041633390247701484,0.041905062346388675,,-0.1299306728120633,
TAC1,-0.010420822954756817,0.36672086053080205,0.21082442717064145,0.055914018989811916,0.12159879233186402,0.25131341544919295,0.4096354460175734,0.4641073871108989,0.5386487623533788,0.32517152772271474,0.09734420724697364,0.45652238511217186,,0.4854332520010943,,,,,,0.05487032015812717,0.14795885854060212,0.46917364228095515,0.17890208309563765
RARRES2,0.13937411745112865,0.10235693107474904,0.01832326737377014,-0.089836029263906,-0.10331098223981726,0.037813086337243285,-0.34544709884702035,-0.2773300388474597,-0.49222378765664115,0.24896628533563508,0.023700739169660926,-0.16963039678015512,-0.055445586715321536,-0.2720425641619274,-0.06252625124783438,0.06285033155502635,-0.08776884677180855,-0.03642137667284358,0.03724101366047196,-0.004802368888175576,0.010031344986653217,-0.2055735324320276,-0.08662611587895848
FGF7,0.02754041189437414,-0.06935084144144422,,0.020133695053399542,0.04736896352110136,0.019882121945179226,0.1470501340873767,-0.008397244059419117,-0.07799002970880253,-0.03972720918027907,0.018076811801225067,0.06406909986903572,-0.0332626243689009,-0.021088608398563236,0.05448028416537232,0.041820356250518116,-0.022268554863805568,0.04293442291729556,-0.02628292642965836,-0.04253103151030931,0.04227296265167873,0.06036182106633458,0.012908874692233036
EFNA2,,,,,,,,,,,,,,,,,,-0.052982730989140414,,,,,
HBEGF,-0.05313472294642204,-0.09116985016716936,-0.03600400093310007,0.020716918440561453,0.02504184663475011,-0.015392360293101296,-0.18437095141615994,-0.1626064862888844,-0.1750216487512231,-0.29458345911820233,0.005532263027360138,-0.2835828937464603,0.05613916170876911,-0.11267987324784744,0.04428993966528033,-0.004299334514034186,0.05513640503636754,-0.02267904137899601,-0.04832472804446754,0.0080983595244444,0.0011198326236156186,-0.31181029513489095,0.016031176704975655
CSF3,,-0.06365979894075842,,,-0.022509053133971696,-0.057459645516352104,-0.0962754359793694,,-0.02118663088754685,,,,-0.02293514540621287,,,,-0.06011988849671716,-0.12877882760789044,,-0.03151881671871194,-0.09067847284643903,-0.09640025763546185,
PI3,,-0.08317591869090302,-0.059945347790345944,,0.02663221041395029,-0.06165557937030464,-0.13381873475895106,,-0.08216539851248006,,,,,,,,-0.1739387965501049,-0.21540905447263173,-0.0040536315468223255,-0.14065504742908694,,-0.15009691817126644,
PCSK1N,0.10370132572601244,0.43913839264826227,0.14560969581555747,0.18493038780021887,0.09091581438725102,0.07469218284662506,0.1041493552315306,0.2008786046698856,0.24971311252013023,-0.1305438867798335,0.18941261673181692,0.6776031804940764,0.01909177507118686,0.5238786406420951,0.021294875167113227,0.05751562437134967,0.05024359498052353,0.03496872398488601,-0.0423590038069505,0.14744169846053826,0.14766405023322837,0.5370781634532322,0.324190610163992
NTS,,,,,,,-0.1195645616842286,0.031916313524703824,-0.090106811178275,-0.026884089988715096,-0.05029125184092847,-0.1404116883888665,,,,,-0.04633011166481087,0.0028870526662286406,,0.06472695999079056,,,
SFRP1,-0.03989780716590948,0.08289614715631653,-0.030529377575130037,-0.012423209327245211,,-0.0028277893030685185,0.11975425535213588,-0.12515124179222675,-0.026930921920243146,-0.000907892015303356,0.06552337194913978,-0.23272912276910734,-0.01774198347387157,-0.0030384822065983768,0.12476756799279921,-0.011573820474703778,0.07324245481256544,0.10706272424261835,0.02621886935785294,-0.0037839689180973806,-0.05800909525649236,0.03847070161833029,0.04478814921676591
CXCL13,,,,-0.04556691536164475,-0.026803766608462523,,0.006611917995074205,,,,,,0.07906167465566016,,,,0.012217867766950812,0.020297176295611192,,0.05020770083495918,,-0.06678138510074591,
MICA,0.033598380784833896,-0.10509520053521366,-0.05651699226480052,-0.05173363656049071,0.024063503724027963,0.043248216225592453,-0.04045307161794243,0.02392958882527951,-0.16924736189017597,0.01515349858198796,-0.019163694508853704,-0.04719630082624222,-0.045115707681505496,-0.20528393360880928,-0.10859020386982424,-0.034324925737539425,0.0632109553017403,0.026658875730518464,0.042948157059251695,0.0584474182731411,0.16133136975775775,-0.11267739640402451,0.12293900255034972
TG,-0.0009178464336300078,-0.019481795974788295,0.05358629248982849,0.04221356819546173,,0.020187336423976045,0.048122241564650226,0.02379634517115837,-0.051214959280439454,-0.029314152908391136,-0.03704714507958501,,0.11159786123936109,-0.05720641158337556,0.01570163634400123,-0.04102917471596829,0.03181971114007128,0.06950291081143418,,-0.030297088787531835,,0.0066738569723889815,
ADA,0.05845406042657515,0.09472264887331795,-0.05080874317817931,-0.009676501644432709,0.13313589789958485,0.05902592289498648,0.06588330703944403,-0.07715335069342816,-0.32925782222669275,-0.05220214477117999,0.0031173747233117096,-0.25484307648771176,0.042786087748121586,-0.11874614206470911,0.07668179050400421,-0.052079029221713424,0.0047564623159650835,0.08849895520193704,0.07195629856918317,-0.045851309629564525,-0.04459086902553786,0.017785665535851584,0.1592482643299987
LAMC3,0.05908999507886301,0.09301812830497028,-0.006657001553210302,-0.047827285059166814,-0.0031617826090340312,-0.05225751492461805,0.13393546565751313,-0.11022511962418782,-0.23670302601352322,-0.04058788238873717,-0.006054198019198622,-0.0761430924043334,0.05592839166689756,0.06588628529428814,0.07133498836924586,-0.09363606060169267,0.0308147470141068,0.02075832143115209,0.01973212237505255,0.019708474629560997,0.0233586876831234,0.02225755649071002,-0.11574414982755277
CCL7,,,-0.04169026159586251,,,-0.04248032098240015,-0.07961954150237274,,,,,,,,,,-0.01626629935605336,,,,,-0.143891823039788,
NGF,,-0.04820880224350279,-0.026579866185005855,,,0.018937908490987844,0.017728363294050215,-0.0068797778193983,,,,0.12658068354618246,0.040849039075675435,,0.005689355488543936,-0.017977085170869274,0.029149543752834947,0.02510124160461494,,0.041102489671676526,,-0.0027168843656599057,
TNFSF15,,-0.0002713983994409436,,,,0.03770201334712556,0.017471208324214917,-0.039812908684276956,,,,,-0.014605551399762932,,0.062114584298179315,-0.03781797702936691,-0.0003396524764310256,,,0.01116747467415516,,-0.1092122153210178,
HMGB1,-0.005714189561126951,0.2227441340941147,0.07121156463654245,-0.002518208710368208,0.16063418031064483,0.08427808084281861,0.04801541694943931,-0.2117109626516948,-0.4009456692650401,0.13723994195729827,-0.15408813839862145,-0.32109224813616966,0.0515666274752349,0.002229242509699226,0.04718104037429665,-0.10949091820049095,-0.07752431240029325,-0.10055966639990377,-0.04713215724318263,-0.0678842327479365,-0.026231071182555476,0.08830572268902268,-0.15764656918490622
ITGB3BP,0.03612391405097684,-0.24389278161785435,0.02385422696277023,-0.060520141065474924,0.06148219397063029,0.01627254004573462,-0.014991522448848861,-0.29632010034639966,-0.3292751478894527,-0.05254292924588883,0.006685922085991679,-0.0534861874628748,0.03096254042618961,-0.28065335808800146,0.028452673894821163,0.09781629752510934,0.022471618285448868,0.00871589370535039,0.009931348153441865,-0.02787051313681904,-0.00900113330041297,-0.09189777968409672,0.0812105274791994
AANAT,,0.019491027454245115,0.07444327227996063,,,-0.021305719784636416,-0.024329036188578686,,-0.009050079025365844,-0.040374628375120146,0.007075688917451046,-0.04968115299268819,,-0.029785819187020262,,0.07862131779754214,-0.03848088406450217,0.03755299114631862,0.004481721143591332,,,0.014796205079708087,
RELN,-0.007415751018454361,0.19504325433443825,-0.06264649734758178,-0.08289076288260042,-0.04157054803638351,0.058774365410606835,0.12865663738335098,0.03623355790616479,0.21955623850136596,0.0948268622858059,0.009844699834851289,0.05295179531774874,,0.17003208072748321,-0.020114516162792473,,,,0.010533239584073895,0.015060396851584175,-0.0006048996826686938,0.16379214555507837,0.07562878623729664
IL15,0.08275887394993485,0.02512034650957564,0.029730490434173598,-0.05887322036228597,,0.0013671149487359795,-0.0813255954258289,0.041189466105399475,-0.149836929999228,-0.00048616743676006553,-0.018077981113875995,-0.09089650437853843,0.043721645717057854,-0.010731155797934561,0.06506165368167464,0.004908393692943466,0.09448438340101517,0.018248884032811098,-0.025547791753151097,0.048506740827515535,-0.07197809070578105,-0.07870970266561156,
UTS2,,,,,,,,,-0.2174842724162434,,,,,,,,-0.031030975886654384,,,,,,
BSG,0.09507813913197735,-0.15826044090521618,0.13161365502455696,0.06124654387912009,0.043693355724563274,0.019850715871106123,-0.037772292742232864,-0.014592828077598896,0.18325099611372098,-0.2388087957459316,0.005640785018821654,0.40095878385537026,0.009521353557699305,-0.3627129845813373,0.015523272465585802,0.014381458498842812,-0.01941656612348026,0.05215767169795367,0.07272173118053583,-0.03976816470003013,-0.19336145088062653,-0.11248045766049797,0.22305355953209505
ADAMTS3,0.014981560298553931,-0.06287629077145584,0.028206849844851726,-0.08124093846873448,,0.0724978869563367,-0.02371770772736696,0.07712204683591715,-0.42358658150071804,-0.0416457265407126,0.007702608802171297,0.1057750011957569,0.038534522513889044,0.01959270925749284,,-0.03142616373197769,0.09436914104283534,0.09464361659812874,0.05553067645286675,0.09062093549772667,-0.007791755037549693,0.019525810346610238,
CD34,0.055266463217722474,0.17842347942821424,-0.05793286350380144,-0.02206879674906909,0.0978856049425891,-0.06538429065554693,0.12788139175617924,-0.0709845253792498,-0.2555329177908317,0.05222770929066194,0.049686906231390354,-0.0018972040646128108,0.03476140414044247,0.10026182216048557,0.0027936479408457986,0.024328632364287343,0.07134911695414892,0.05372398266250428,0.028033450438291675,-0.02682696852690252,-0.0611668688208714,0.03047265725364362,-0.07089521803751928
CCL23,,,,,,,,,-0.07317589337200146,,,,,,,,,,,,,,
PLAT,0.059316090504651225,-0.04781345991591998,0.006509690250568385,-0.04724302574104697,-0.025596322313984322,0.09361313093453204,-0.017507919147919052,-0.35624840651196493,-0.399908785897644,-0.32694379305707744,0.02331015333379675,-0.07593628792415776,0.03227095599453682,-0.1887054181910886,0.08473282928834065,0.1002644781888905,0.15100744608856212,0.13539950568363582,0.005504066674158189,-0.10096094651287779,0.02978421013043799,-0.020878041680008962,-0.011448703098413704
NTF3,,,,,,,,,,,-0.012227108894686041,,0.023911874342378816,,,,0.1127539480954535,0.14494004440272637,,0.1218855248838297,,,
LTA,,,,-0.019480162462722116,,-0.0073978141063858445,,,,0.014000469608900227,,,,-0.07737737314368569,,,,,,,,,
CKLF,-0.007607865823568851,-0.015301073618119429,-0.01783936248709739,-0.10095845443926638,0.07079625376199473,0.004863446710758707,-0.06059863438518662,-0.2701262150385829,-0.44853030412259126,-0.004147722445209822,-0.05025740537214785,-0.30398410142163784,0.03422608445023899,-0.3344022310442386,-0.009586296501471754,0.031988348373845885,0.10626609886744377,0.04187911845789823,0.012311484496650068,-0.0035989992909209447,0.01309274765381876,-0.08681160054295209,0.012285784528702846
APELA,,,,,,,,,,,,,0.03001633830769166,,,,,,,,,,
CD24,-0.044872019874855985,-0.11047124219915973,0.010228890769753377,-0.14214061410162784,0.00283075399762611,-0.06103907300781029,0.10320680958165492,-0.036471148703522145,-0.036761088139883095,0.19360461463059603,-0.2064496207407094,-0.076908596914528,0.07653435007670521,0.01967671464711558,-0.025675487578528108,0.07061015764811611,0.1544366594292972,0.06990251077020486,0.008815374182599601,0.1535613750108903,0.06678408219867842,0.08535596517855287,0.1050812668044751
HSP90AA1,-0.041085051876128764,0.17112553217273244,0.01633258869912097,-0.009012540443412554,-0.042878610137218234,0.03570272705964269,0.33320239934526535,0.4821233492375569,0.49519816393440275,0.048672363341174106,0.047804828095785346,0.679664154662759,-0.021803022153694614,0.5826745795756134,0.06070899438835769,-0.042950351842376305,-0.23734526177215012,-0.18506664096350456,-0.028370630930808587,0.0595648183796127,0.16313781541152644,0.2973311272294338,0.15921983418085206
BMP4,0.13163436117266,0.12364063023285102,0.048872737006350475,-0.040113341649926394,-0.01947623494605107,-0.06424545332900874,0.002277254705438429,-0.20604145611249916,0.1011661324280819,0.056235911305643926,-0.032568224275973424,0.09059305886818897,0.014675852014464063,0.01984217465868403,0.07281305351789476,-0.048473974785605486,0.0817872246995355,0.020006652066770943,0.049785419590823526,-0.06272423551653608,,0.09438698553738849,
SCGB3A1,,,-0.0035036659043547976,,-0.039457172433174134,,0.0006142680559684784,0.0070591053552961905,,,0.0402437786880727,-0.03340304199796573,0.0759177266600995,0.08529914005702871,-0.00942779288255321,,0.030099235128668383,0.08294944229208838,,-0.020000491308082246,,0.020976622702243874,
IGFBP4,-0.022489084482403533,-0.011368135409442296,-0.08630768661281062,-0.01778501431089299,0.07419959326188647,-0.15649357372535924,-0.0268868363357267,-0.2785690112836532,-0.279918773062188,-0.19677554473835385,-0.023989289369266052,-0.2575649557479871,0.04181061500084092,-0.13606567713104203,0.043782439518195666,-0.04417076222232075,-0.005877142952836845,-0.11432596354687542,0.04333666007856338,-0.03441257996130753,0.050327524515047246,0.10217955812730253,0.06577805755066188
RSPO4,,-0.018365507127310738,,0.0023910866890100627,,0.0054498133300274155,-0.048946832323546456,,,-0.01405256705530377,0.009314559964897948,,,-0.057495176612857204,-0.019797107248076717,,,,,0.02879279749207326,,-0.07544005560345887,
LEFTY2,-0.03144253321088864,-0.038509975198034604,0.0035170351669273204,0.008370797799855906,0.032047974949864166,-0.014368788171683957,-0.03878901543069597,-0.13632677319765868,-0.2928620375311518,-0.1010947694884479,-0.042236042706858344,-0.0512922492892037,-0.016514348874061065,0.013248981430626219,,0.00804458081750211,-0.013471020116244086,-0.01276797002244275,0.014771808521210399,-0.016814744542063578,0.03474779539838895,0.03258478367439396,
PF4,,,-0.002588823735868474,-0.04080005792140462,,-0.035029725838331055,,,,,,,,,,,,-0.04856234111689679,,,,0.0957022384929659,
ANGPTL2,-0.020099871524696642,-0.04007173304846359,-0.000832241532847033,-0.04611130709832043,0.05939608472972971,0.05614902115109858,-0.05646914629759905,-0.4286323108253621,-0.36535051873206353,-0.01238369313368712,-0.06313678805226722,-0.32399079395848135,-0.018419227743249757,-0.4804802315183794,-0.02082999163234366,-0.01168903230690777,0.2006232660161084,0.11238168495980884,0.02947560959838244,-0.08012013911844844,-0.07386913814675368,0.02792664576148777,-0.10553369045417278
LRIG2,0.010628434280426318,-0.11838528407827488,0.03213305767677578,-0.013985204869492342,0.013354273436242995,0.024319869580956187,-0.02505503337415467,-0.1324293796811361,-0.15996844094792623,-0.01868109444367612,-0.07950646435351623,0.08403606079064709,0.07228761181502277,-0.11369105801009273,-0.012883267328284495,0.08686879034222209,0.1150747777202066,0.08413947125410869,0.009433958775684578,-0.026865488566045547,-0.06388490457123489,-0.013057640126931308,0.023889219861059366
ICOSLG,-0.044798579750828176,-0.1107439286251325,0.02368023668569793,-0.0720552451833186,0.07009214745018338,-0.009837212795608707,-0.07612801946386923,-0.06918718741284292,-0.23630039170987474,-0.024308531178256522,-0.06795555957418437,-0.1454641183415861,0.04246943280232468,-0.11337194343897915,0.11250370733845697,-0.022699808415061966,0.09643185013090672,0.10920985950023065,0.05451007304217292,-0.05001655577610839,-0.007061911823025259,-0.07286463740880791,-0.026650595894141687
WIF1,,0.5562386518459683,0.00010288758946227803,,-0.030968122830737806,,0.17347235822264992,0.3316316762777434,0.5039351373497367,0.09785157353038373,0.036417335166419186,0.31486997725073085,,0.45320270014454594,,,,,,-0.04956830156221675,0.050912459381582904,0.04093478859053221,0.2859470375994513
NPPC,0.08658666970872009,0.021391772800646462,0.10639842893442719,,-0.027396926280579003,0.0834198822538105,0.15106226354843955,0.12438092579165728,0.08220813531335164,0.09131719478742681,0.015984901089128825,0.2323871321042111,,-0.3447035445101442,-0.023452043777699334,-0.03142610337614839,0.049083762274909196,-0.04833900993090194,0.08706454943737346,0.045230021881828196,-0.07559678149090346,0.1835655142637674,0.136238843655588
LYZ,-0.10156978296582796,-0.005882128375749689,-0.08057254690602983,-0.03370317673463038,0.07050532616631033,-0.09067694434998372,-0.18998546098072275,-0.12050866498899847,-0.3151170604175182,0.010732767794761275,-0.07507014503577165,-0.533477234672741,0.05886774077919475,-0.10947041916993436,0.05748367950253976,0.040332090880140836,0.01728437598099448,0.09893420104766068,0.022934391926878444,-0.011481642276542494,-0.06538431118934597,0.038019409465142796,-0.027601758876609917
EREG,,,,,0.02345597843792729,,-0.07592237306808412,,,,,-0.06954574968683078,-0.019310953454211983,,,,-0.011798857134956557,0.003320054025333941,,-0.028606972325084752,,0.010955026499282842,
SPTAN1,0.10847244207165475,0.28127505008685216,0.17232978015059125,0.06588853965567672,0.04515026181116846,0.10577878193624497,0.14244686778761398,0.24036121788796205,0.3488316584191819,0.18764614190363496,-0.0232556490041876,0.6035175788997279,0.09953397950922038,0.35570652351924903,0.03027540661133241,0.09102557405805344,0.052240492433493886,0.1184075594721548,0.031551696713203264,0.04816831082510554,0.08785966861174463,0.5504647861464625,0.3352734090312673
PTH2,,,,,,,,,,,,,,,,,,,,0.08742376349197925,,,
LIPC,0.02062205561666774,-0.044845856334229384,0.023780814669528794,0.032924289891441735,,-0.023768400574659242,0.029969500324805932,0.08255634686737116,-0.0986406990455013,0.0206094093001954,,-0.012965517059535204,-0.02414586662131991,0.0003153436708669327,-0.0231856593523682,-0.052611796636444455,,,-0.03840606410349944,,,-0.022874479563755587,
COL8A1,0.01762372522610708,-0.2716106145824484,-0.06555664472090118,0.05089927755427172,-0.03491198812435512,-0.055378079903841713,-0.11639078808572997,-0.2750037609383169,-0.18099744053329445,-0.09027663714569148,-0.03394865962068442,-0.3361740086008289,-0.07417317615884741,-0.3204585642536553,0.010737119344543666,-0.029560640628158538,0.1288291722548234,0.14284762710265517,0.08976685354220819,-0.028442566115942258,0.01617001071260199,-0.15717220954957659,
GSTM2,0.056550329646140166,-0.022294922992854984,0.009863816372151675,-0.0300196495467041,-0.033003737993811705,0.039931016784800905,-0.04718107072055519,0.03108640792990496,-0.06548922573899237,-0.05323122496905341,-0.02793218255389635,-0.011732092649281812,-0.024380012628020628,-0.12956921002305638,-0.03953255555299371,0.021034572996587005,0.0658855649078692,-0.004006133388476319,-0.0395439094740568,0.03455289979470236,-0.06622930015992276,-0.02983040298350239,
SPX,-0.020911188910795058,0.28786248388341884,0.04721480627992089,0.019564485418552338,,-0.008567668323402174,0.2692316950324714,0.08736897004732525,0.20176787204599395,0.21168893182235043,-0.0018728626995038525,0.20714722680999087,,0.4581220185015877,,0.012394920859568805,0.09827311603910077,0.031514820342470336,-0.0725023851774461,-0.0003188221759128289,-0.03196002539034215,0.17455934597025893,-0.1330144848722512
MFGE8,0.04136333971079156,-0.2427159795508643,-0.08386552535751343,-0.017976028317351483,-0.032670404227250774,-0.02865843252467771,0.143496250242786,-0.1500335491289753,-0.08975051846459203,-0.1521709070527688,-0.10191442452525917,0.11354234250596593,-0.020120223451303997,-0.1514495845922015,0.05325549646522429,-0.024280737117124394,-0.07364480336986738,-0.001461736386969729,0.032822429954959306,-0.10301060818640528,-0.05710743034312847,-0.04445543859117086,0.10645554551751407
TGFA,-0.07153593266966943,-0.3338362865848143,0.0929754508262587,-0.04569179351148352,0.05990961638121272,0.018933157335992653,-0.10457733869376935,-0.21285709130008,-0.2751073255496768,-0.2763934487271868,-0.02190110103131989,-0.21201080394429828,-0.026025210756053234,-0.16915469481408177,0.08115422907060715,0.04484414000747477,0.07486036749724109,0.05669607497200097,-0.02034526647914879,-0.0006191202097649835,-0.03257423789515122,-0.07571322853712463,-0.1249330188928434
SLIT2,-0.032682062830485685,0.4483039565246945,0.028667257204924447,0.08052508426319813,0.1367885036723833,0.0012304649078422108,0.09992650548726809,0.189703589149033,0.25335748382258205,0.09495612602562878,-0.01414935904259072,0.3295913243762492,-0.03198400882259828,0.48779605581169183,0.05783713287194851,-0.03554014367779847,0.12128636799334265,0.08760669838787823,-0.02989060742387199,0.006144072973971694,0.057963225820390235,-0.04729152402186346,0.2328133099888616
