,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007nec,ZH916bulk
LEFTY2,-0.05589495506546175,0.012231091257888078,-0.01042673329797734,-0.0615337942762718,-0.09560108174415646,-0.02860121835590396,-0.02605054532277031,-0.030415257037039543,-0.016646298041174283,0.020610007181966823
PF4,-0.013923215756287735,-0.009045494816796198,,,,,,,,0.025842957685474264
ANGPTL2,-0.046209256214801896,-0.005351437462890342,-0.0495512299155598,-0.05679230663921923,-0.07939933872741511,0.003760288649869785,-0.054483417339632405,-0.07151889596175383,0.09485544081457202,0.04762105909145736
LRIG2,-0.022843066119002577,-0.023345665265297723,0.02200362117206517,-0.0629072194597775,0.004405120947380553,0.03187336438096758,-0.04751393548934955,-0.046771586944475044,0.006139601563872837,-0.029154328983486088
ICOSLG,0.022195557617645682,0.03929981619891048,0.002429192520399987,-0.011899189416386903,-0.03651374581651694,-0.021017167845753575,-0.10539884592832113,-0.0421465050456846,-0.0002283672577971791,0.04015702458918898
WIF1,-0.02505256683018975,,0.009661494358644114,0.051666952545591054,0.2310017369507297,-0.011403270395265997,-0.023656200570562013,,,0.06829235808084948
NPPC,0.013038857993050582,-0.014031793137994459,0.04815805158414455,0.04756252822431475,-0.0163157221840201,0.042729525715000036,-0.045317520716657705,,0.03413403512940741,0.005513200708614827
LYZ,-0.06950024803734964,0.026851927795955816,0.03253362913912771,0.026831560224998545,-0.09076672473323283,0.020348408208032853,-0.0784721941925312,0.059563058239229257,-0.05903632901339116,0.024349676485316545
EREG,,,-0.03106271737485809,,,,-0.02679839816841959,-0.013064598243187741,,-0.024538456095878337
SPTAN1,0.04379993278583693,0.023807533129550636,0.006040387775199617,0.04537161845391078,0.09642712247517261,0.026278141634604287,0.1289925974594352,0.07833456440254605,0.09282781408645803,0.04194372877324931
LIPC,-0.017045675730443518,-0.01625542787029061,0.01239922999539718,-0.03328984090275708,-0.04865524973442,-0.027627613924700055,-0.0262277390044925,-0.006956567083360475,-0.03695698259083329,0.025597452672004105
COL8A1,-0.0661999590326104,0.0026548630464240837,-0.04774422189579376,-0.03752037085332831,-0.042881062711463566,-0.028482586696877192,-0.05818664643288298,-0.03822956948098991,0.006879821585870129,-0.039819295685461074
GSTM2,-0.011102011758013994,-0.007916761567287434,-0.00575740815864111,-0.01815325453553059,-0.02652848969436442,-0.019448936398557753,-0.015971653798213706,-0.02286898926908018,0.074687284830104,-0.041028239612118704
IL4,,,,,,,,,0.06306332547960623,
SPX,0.04835915409511695,0.019516326902300044,0.0011159323742959968,-0.05634560454035137,0.13043680023331483,-0.016377926177369575,0.010782473613605865,,,-0.05526334553294496
MFGE8,-0.036003927669666466,-0.013442024501667562,0.09297454326760907,0.001125184650695603,-0.04379485216621928,-0.0001907509327358186,0.06645847280955289,0.07894787301382454,-0.07858277466057431,-0.008370182527403593
TGFA,0.03895705283461359,-0.04215771540385953,-0.03245554776056888,-0.13351571156156317,-0.06971012436042907,-0.0401374918915294,-0.03999414932263394,0.020770097922776887,-0.027266981531125417,-0.018470276235054636
SLIT2,-0.0032437947915537925,-0.030786175097915373,0.06492605199374091,0.08910652189938466,0.09283410768846766,0.02653914580748542,-0.02678142819786567,0.029370066084796462,-0.09962530926540362,-0.001707259513576046
PLTP,0.016254139732947873,-0.03784874590442512,0.0035254898564495885,0.007226347351670841,-0.18586295204076994,0.02167592806342516,-0.10225088017059551,0.025335757861420765,0.01883759271536092,0.025528728423681
APOD,-0.0423922951787608,0.02122918038688516,-0.017811661262216637,0.040814704690906776,-0.1287451970019305,0.06949085939691371,-0.04779659240574697,-0.017409653892982664,-0.06537415161579117,0.007662930958363734
B2M,-0.05310858681080223,-0.00453941673314788,-0.052903133568353605,-0.08477468793361764,-0.18069402017647176,0.009394762809342991,-0.1543837518338962,0.06396511057658652,-0.09748409240063159,0.0510077199905811
OMG,0.11747928877750526,0.015152661545276735,-0.016778127706559016,-8.718140328145657e-05,0.008982982042794095,0.06716856216980593,-0.026291992328095846,-0.004838674209511417,0.0007413552762578472,0.041039457812867906
CXCL3,0.0069795972556889714,-0.025932207799318572,0.0005462849393905721,,-0.024424530372467262,-0.017810851324449813,0.005777937161020191,0.06280713582662212,0.050371311457011084,-0.03359053011107146
CXCL10,-0.08777286403636105,-0.0019783330726453607,0.016727833805044157,-0.029342982016974033,-0.1472381026371363,-0.0041873448271442255,-0.04776442296143475,0.0203527342483594,0.09843723355166462,0.01781245532267644
RSPO3,0.0011271885083089174,-0.010504577537266264,0.02999560793352825,0.03867756376119151,0.0588419798677369,0.00399727549208669,-0.028346180249574516,,,0.058689466098635804
CORT,0.02776997859484564,0.026382872232508046,0.031060334230751045,0.03858033374480097,0.12239800782238963,0.03948567389366601,-0.06557508037490738,,,
NCAN,0.03945025236268574,0.046547664610096504,0.03342509008379595,-0.06515938719543378,-0.054246067251299795,-0.042533944113890464,0.039375200951691634,,0.05426756723016867,-0.011068078671412936
PRG4,-0.02018515276632468,-0.010367565019612987,-0.015301425369962611,,-0.02646175260571099,-0.018884766322557565,,,,0.055863043793258856
ZG16B,-0.018612323541341378,-0.012032827155778336,,,0.15324608075350188,-0.010095674156632758,,0.032619490456996345,,-0.01818282655063537
TGM2,-0.07028658276084875,0.029911914512022287,0.0533955207829336,0.006163811859933373,0.033233645139044914,-0.036794604102613385,0.051081623619157884,0.024757782563070808,-0.14392905524322286,0.013364237931849043
VEGFC,-0.025629067120170133,-0.01847777688142123,0.10427018401973676,9.674922203222262e-05,0.01380667835022762,0.038674836206711985,-0.012129829837895111,0.03444112922194594,0.07662101577963164,0.006906220917170361
WNT6,-0.021656172908896428,-0.014339677379490526,0.05051168011127454,-0.02201854628513285,-0.02602166867114936,-0.022467562746812508,,0.023899312068561718,-0.0447974796170961,-0.018788315068414777
NRG4,0.09628249885882602,-0.012617800902182839,-0.021794879433296353,0.00111415568280608,0.015274128478646065,-0.01939542469008367,0.10058376835932097,,,-0.010240213924660959
PMCH,-0.01424807159224827,-0.017483192420608553,,,,0.060869833727286014,,,,-0.036184266208140727
COL9A1,-0.037337285074464314,-0.013178372122963642,-0.005975113946863056,-0.05238535251049882,0.04348697394054073,0.027728488624579703,0.01401308087411191,,0.12729765995717748,-0.03890523913189538
GDF11,0.06091098917046378,0.021448507936178973,-0.021177364616000165,-0.01314600358455961,-0.13802507427449054,-0.05965171801516748,0.0024379011982422387,0.09358735380382308,0.0412439345604089,-0.01071854452742671
IL24,,,,,,,,-0.02530158278772689,,-0.03158786399641275
SORBS1,-0.018713281145527,-0.039173433836759565,0.0486784050304367,-0.010130897512814185,0.0043032398452342345,0.011753214713419391,-0.056212737817601686,0.022431105362045844,0.02001281867503476,-0.004539442013200913
DLL1,0.013895505189331227,0.03304797344985441,-0.023243078572173465,-0.051301263240456765,-0.10084873548960886,0.034441049773071615,-0.02715520961211667,0.017381238715089262,-0.020829621950677932,-0.015882464302572747
TLN1,-0.005887345383082205,0.012798141601234117,0.0418162944506814,-0.06203904187026398,-0.10912981656088779,-0.00955096510021771,-0.05520143004830616,0.003967172674658473,-0.027941192115079488,0.029544647371289603
COL2A1,-0.043170269224326784,,-0.013666494109060425,-0.02385435463142522,-0.024424538684405642,,,,,-0.02545600790344357
SHH,,-0.010773602265091888,0.01164702728165646,0.031174755505335536,-0.019200655142590967,0.003670997341108975,,,-0.029595442398420286,0.04451819561823328
PON2,0.030281939833163053,-0.0033136163373508657,-0.05807828298369519,-0.06291691888690366,-0.16823187351762434,-0.061576693856712494,-0.04388834280437188,-0.018582964024004053,0.03786728598299803,-0.04130617454749728
ICAM5,-0.02653550206779134,-0.016791423799277706,0.037224083762423824,-0.021645442616804334,0.04707875989275113,-0.03280353534078598,0.12448915236863976,-0.023951056881794632,,0.013150150331410714
HPX,-0.021920227862125472,0.008073643884979597,-0.018561684614518677,-0.022018547770439198,-0.03556721689875851,-0.019812134824008974,,-0.015749745829567875,0.03745803155938519,0.04305269323875787
SFRP2,-0.01784464283054377,-0.01226996544616715,,-0.02876870766312821,0.04151560814864799,0.0007435648699776014,-0.021532603050807786,-0.024970427308921087,-0.03532736904562763,-0.06981634079962809
CFC1,,,,0.00323397230733992,,-0.01270550205232922,0.09145906510910609,,,-0.02500100288316391
CD70,-0.009341812425554073,-0.02085545011075928,,,,-0.023700209933489324,,0.06459975128767058,,0.0202347185409122
HP,-0.007050474473080307,0.026003461385551783,-0.026902846035936546,,-0.05953494422153048,0.00579520546371383,-0.0356766023949963,,0.014260841630578683,-0.02939568789696225
CXCL2,0.05563337501739152,0.02314113434839922,0.006793991410518491,-0.010813637087233529,-0.07621296044261541,-0.07018405191137053,-0.05582382159380082,0.026297594699725486,-0.05001896624055929,-0.04908460648217156
NPPB,-0.017315735383848976,-0.03837808482220331,,,,-0.01112545431311754,,,,
CCK,0.06523849927444139,-0.05466218754183537,-0.01029776751414227,0.11695026028801742,0.1762804599699985,0.09976038289432893,0.1473933948836366,,,0.06915616382741384
SEMA6A,0.02615624027806264,0.028538811935321626,-0.05872091927186435,-0.054602873889398156,-0.15161456306260734,-0.0024972137929610188,-0.007601040910256375,0.0017641077865067837,0.07598085771366776,-0.017572459854470698
IRAK4,0.05142533473157341,0.0541210860091475,-0.008379177817904324,0.004381230197481705,-0.08333875568551141,0.02928192389969276,-0.019656007165368732,-0.028456902345206044,-0.022533476568193943,0.0336296991514802
GSTP1,0.0011381663120091734,0.033773967854438494,0.014334764648472262,-0.09910503711293722,-0.15187591529217834,0.027962970374738605,-0.1338152216064551,0.05739370282971628,-0.006361939332020751,0.026847789596146247
VCAM1,-0.00939418026938677,0.002891053316272033,-0.003414450970846965,-0.07569780356603824,-0.14325362053489862,0.04078303881894633,-0.04741179897802808,-0.04719311388090517,0.012094980487581895,-0.014775002346121814
NXPH3,-0.016803008384493962,0.009114749994894164,0.0426384248006248,0.029947789223696827,-0.03949262946591199,0.048835467060762375,-0.04993103722613208,0.012323487604524565,0.03770412172199051,-0.007254728559034155
MTMR4,0.06559708199264841,-0.017450530043297996,-0.019378350835621696,0.04243237417111007,0.04111411051012852,0.037132027064469525,-0.03773402152651052,0.009896479188806474,-0.0028038271144155374,0.019716776779465792
LAMC2,-0.013591041688235482,-0.024080892542328078,,-0.005483767194799534,,0.025502174411843055,,0.03578564829079609,,-0.027208267677215632
IL10,-0.004200885403782992,0.02924011937565502,-0.03275834891217377,,-0.0195919935233671,-0.01660685074708917,-0.02023772417217261,0.03256946317774325,-0.07421331820880094,0.04769961497780683
SEMA4D,0.0037999255712722617,-0.059384837473951124,-0.02286829403977234,0.01735123533853584,0.0729820395040575,0.023472867039187245,-0.10408506164109846,0.0025146682954368684,-0.08763788355635818,-0.004235194064173402
TRH,-0.04101644462313363,-0.025538725993636338,-0.013448866348025196,-0.041271732220894156,-0.05060070298311601,-0.028706021633124124,0.03201255730353607,,0.0525901337945885,0.007815275318806408
SEMA6D,0.06561344270105382,-0.013944486180227046,0.013810779791162053,-0.013569254919134221,-0.04864182014617844,-0.006101074708851139,0.01136702821191405,-0.03409468068687753,-0.007563811043745644,-0.03118460607383265
CEL,,,-0.02653321238130576,,,,,,0.0562795440366128,0.11076101429053187
PDCD1LG2,-0.017436079590738132,0.0019257677528024641,-0.029902388636090994,-0.021186179797498213,-0.03538338802850039,-0.005269438209101788,0.024148043833726082,0.0012132092504251223,0.031928154701283636,-0.0034092123260392503
SPINT1,0.08433780375101131,-0.03002210218141266,0.12546844886361397,0.02975057762175608,-0.005174469578840379,0.06931948108213253,-0.041632223578164346,0.01114162864599302,-0.009905204948551202,0.00028375577726995376
CTHRC1,-0.06379100621304219,0.00579502815461257,-0.025959234652606276,-0.1181809695668871,-0.08222599665760663,-0.022421365688582173,0.059941117266325165,-0.04706161476385658,-0.04290769234847356,0.0010647538852987014
PODXL,-0.06626720962451664,0.060401874171807736,-0.020336162413993785,-0.013894051836837422,-0.13080954522725788,-0.0471994900133683,0.09691599800037214,0.0025782988534931457,0.13415584399151848,0.06620726616726769
JAM3,0.047649713794510794,0.01713590048446725,0.03168422665128041,-0.02477837278239236,-0.14534110664439495,0.02392800454552635,-0.12338541831481112,0.009369187056343768,-0.08906989141999384,0.0007721028194036506
TGFB2,-0.019357689622801936,-0.0727461464606366,0.0584301408045293,-0.018579137995050312,-0.1320363084448122,0.022488794069078576,0.022634262053035356,0.14455328739405002,-0.014042599729922247,0.05406488533642793
COL18A1,-0.08808349781282382,0.036938443779364616,0.058847587791637866,-0.08369799430980492,-0.029019070916638835,-0.05507983056814003,-0.04945642184306867,0.013200538585582778,0.06216251184650835,0.012079929178380706
NODAL,-0.027925784679985816,0.03462952092951447,0.017745073903282615,-0.03335924559333784,-0.06436703926906313,,,,0.044157472224556675,0.03707869666503958
INHBB,0.052044001291853506,0.041705214676979956,0.043328882317178366,-0.018071253594341925,-0.07224162793622176,0.0010454063243140943,0.0519500667266935,-0.007736704574728935,-0.07078793233410265,0.0175481995666539
LCN1,-0.0135910447462752,,,,-0.021433949443513116,,,,,-0.019084278421661532
ARF4,-0.06249818825450574,-0.06098109628159578,-0.005244350241718088,-0.09578476849587522,0.000855569796013478,-0.008163726133538274,-0.005998767478711873,0.004278189941068785,0.0034575588016193667,-0.045540133069044024
CXCL14,-0.06339329399375455,-0.0003903624536884008,0.03977100771308373,0.03603131587987252,0.09578359384767214,0.003073448575661829,-0.029673314442350763,-0.03996531578821118,0.19910819879780556,-0.002975405855682687
LIF,-0.04670315536587061,-0.014992794573743005,0.04430526106400588,-0.026728070698281776,-0.045772223763469164,-0.0192075639295811,0.06519026490886792,0.021589829250686945,-0.03633609495699103,-0.018988484344717366
IL17B,,,,,-0.03539848593010764,,,-0.0001664412842111436,0.08268345095263807,0.1371080974315742
MMP1,-0.01873749949559792,,-0.013448863414193792,,,,,-0.06656479312458329,-0.04557756028544074,-0.04828856786394807
MATN1,-0.017844645262304698,,,0.004229564028764092,0.04574120556118379,0.08546464153589564,,0.09862248661635799,,-0.019663701677358997
ADAM28,0.0018700671617673196,-0.0009372388154444569,-0.014620057208341879,-0.042691444896671725,-0.03898468728272372,-0.06897784388832381,-0.06277819833310352,-0.013580321888647924,-0.01510747387646641,-0.015203608142459385
TCN2,-0.0055721920386202824,0.019372154077070717,0.027551711034121736,-0.0010647179179138337,-0.03171041175219447,0.0381251874948209,-0.02926692826082291,0.051958391312892614,-0.09728549793524514,0.06802159918084479
THPO,-0.023252311640150233,-0.021856880207978505,,-0.036693037911941034,-0.0059136325929108075,-0.023126928733645895,0.0361521784343031,,-0.04479757001597254,0.042061225677489794
CUBN,-0.0064700557185127915,-0.032826063273759414,0.009057396995327613,-0.02906325440106759,-0.05470769669606462,0.08770378355567496,-0.028588850973761126,-0.04138378631785572,0.15200807158772447,-0.025915242269638684
TIMP3,0.019647526744056065,0.00558916258585694,0.035275795642835804,-0.0038165338959357817,-0.037493630398486424,0.00623733809883815,-0.021639704355247813,0.026720651380267926,-0.011015468097903929,0.03527094427479739
PIGF,0.044468525427709835,0.011138836869220459,-0.02226955482151128,-0.017567234487762158,-0.1422885576092877,-0.02205251117282017,0.024724787542525637,0.06093683301745616,0.12738014232335867,0.05273046122798117
CRH,-0.015923527049763977,0.1560589716663785,-0.013666496616642348,-0.021744429737175865,0.10043747261765021,-0.017734024951347065,0.12696721467311303,,,0.12709855762053865
BDNF,-0.01565968263880236,-0.02280273127741954,-0.02979512321049959,-0.02405073726740478,0.2015851227654764,0.023685392068908313,-0.03690203515839143,0.001720226691356313,0.03750087970528328,0.04302824393219443
CCL5,-0.07160937820463407,0.04613450554340922,-0.03586388810482526,-0.019667893114228903,-0.048655247055392106,-0.0445897200387232,-0.029251713082720537,0.010599351676223036,-0.09498797448750726,-0.005661123813817348
GAD1,0.023207553094878132,-0.03812739846248638,0.0012215866929299267,0.1145787447166628,0.16797784139226274,0.033894240642169095,0.11583936813079083,-0.004598442670147423,-0.036262953165757845,0.04198444895443067
COL14A1,-0.03220516949442347,-0.03611971294726964,-0.0189407854850166,0.07952482560346186,-0.03802258712588744,-0.024470411609604795,-0.06557506554454863,-0.015790940761901354,-0.10048775748735378,-0.03041027892142876
HLA-A,-0.0558429605932057,0.010476869426768494,-0.048020765694408926,-0.06318896871212742,-0.16921079920777315,-0.059433686758276046,-0.15077914946883061,0.03629992531898712,-0.1432590836687635,0.04496276596479804
CD5L,-0.015923525207533186,,,,,,0.046752800937378935,,,
FGF18,-0.01440791223080195,-0.009654626638350958,0.058980547986187015,0.10962685681737161,,0.010627444050141512,,-0.026271423968218705,,-0.026994712709285988
ADM,-0.00517230127598647,-0.020376965837540693,0.006652104031438613,-0.04200015933303563,-0.03128611448927575,-0.07954298506097839,0.017032929961239462,-0.005214971682592428,-0.036248789870683244,-0.045019332865133176
CCL15,-0.02656699132092977,,,,,,,,,
GNAI2,-0.056240573049004663,-0.03147696754576175,-0.01841895275460564,-0.05707768206546867,-0.17910231764738077,-0.011443471759977505,-0.09563308429261279,0.03202293077523664,-0.0019772942099688714,0.04606989929113814
HDC,,,,,-0.07015341569503024,,,,,-0.01966369277185461
COL11A1,-0.038028412100829696,0.023693527307321643,-0.027576406025989375,-0.07954815626794395,0.03175073520861788,0.0006861107783637754,-0.011944378731836418,-0.054077696115080585,0.08765601035624364,-0.01973932832435952
NUCB2,0.0039966924418515576,-0.014829007224506937,0.020515353218429136,0.002572303065550794,0.01862119671130512,-0.028162299730226242,-0.037476505090862186,0.017493020824326803,-0.012825939646500938,0.08340505313038891
FGF16,,,,,,,,,,-0.019376012962579587
CXCL1,-0.025065978919859698,0.04368117523417222,0.01542498892994423,,0.05164048463034446,0.01917392291943148,-0.022009490168692813,0.014621102926516406,-0.033629568530998105,-0.04553358015063521
VCAN,0.04256105759761742,0.008335000335217635,-0.012212737783910488,-0.11471428662858986,-0.18901276364360703,0.0004772920215266875,-0.05034786628432071,-0.015237203476425541,0.07656402703498033,-0.019801567132680695
MMP7,-0.06675410980248135,-0.019194054492225873,,-0.0267280631958448,-0.015645015448214027,-0.011125454252332204,-0.022833006375702826,-0.02189248750147397,0.012994801936156037,0.011044583906575856
