,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1
CCL17,,0.08158092811414311,,-0.0027046883127587015,-0.04351596718238807,,,-0.02090503106524345,-0.005997631986940983,
VEGFD,-0.020476585242467097,-0.0012651836073994081,0.04277581763391385,-0.01619515336019577,-0.031919488185390706,0.05977613162323837,,-0.0144815531150239,-0.026833033035608325,
TNFSF13,,-0.015673626722282275,,,,,,-0.02272305404764641,0.009472779282251358,-0.01927394121925446
WNT5A,0.008840596890917284,0.015331977878477806,0.0649365220361062,-0.01897169721497716,0.09864568513828588,0.03554137806245958,-0.013089459098023499,-0.00995115043938491,0.006562490820024967,0.06397446519886506
CXCL8,-0.01917306073513222,0.01955117414384669,-0.06791560015182574,-0.0022535054441333107,-0.029724815303723423,0.04535914968846262,0.04835306424235237,-0.08162227184671464,-0.02246012610842182,-0.039961503251914526
GRN,-0.015341537879747827,-0.002998392630325955,-0.021674625390541744,-0.008245764212006712,-0.03430932806972447,-0.10752458684441311,0.09647993741832747,0.006585198963595597,0.0879776083058912,-0.018921543459245654
MIA,-0.01821044292922905,-0.022082791090831066,0.03127385925323535,0.04500059250527094,-0.036301695629262144,-0.03600711171245442,0.09693404731469352,-0.009500632251836082,0.08409056916624877,-0.009241796891384246
COL4A4,0.000951285098541765,-0.005442665827272096,0.01848084842890251,-0.026190800668112524,-0.010460037309008878,-0.04160531912019547,-0.02411119070347942,-0.0046214491282082154,-0.039190724675742826,0.023444959056904618
TAC1,-0.01134759523705967,-0.0030174534638756677,0.08177658997599047,-0.01033808987234969,0.015875779051337986,,,,,-0.029612666186633788
RARRES2,0.022026082324105998,0.0314793083343597,-0.0867424600662723,0.041726558718540085,-0.011118095242446457,0.025452338374772704,-0.01737208016438003,-0.06436709241143702,0.007167175088118354,0.02573163111232959
FGF7,-0.00932584106868644,-0.008164465749326132,-0.03628788317378567,0.00791219882619853,-0.030123568020697038,0.08724684070922181,-0.007171000948682796,0.03244306225123341,0.04562920845562271,0.039423626779738055
EFNA2,,,,,,,,-0.01376374708573345,,
HBEGF,0.006858075132849169,0.010042430575344334,-0.043554414259738314,0.0047477489787550635,-0.016058242871599848,0.03361785647263195,0.09038594309027248,0.006719713273046968,-0.0032855233917753112,-0.007232214687307466
CSF3,,0.04841994614164019,0.010020816915525128,,,,,-0.06504285916028936,,-0.024606835926078797
PI3,,-0.001655047808702931,0.021856694259131747,,,,,-0.10360511757294871,0.024156040252441696,-0.005167029693716888
PCSK1N,0.025127276204833873,-0.036616511725470424,0.007644902160517636,0.006065153039614952,-0.06546165868165026,-0.005546782120548268,0.01679916383799922,0.07874039842418627,-0.013758834563971438,0.031009949755849885
NTS,,,-0.012953679062801517,-0.0022079552385318264,0.05183252690160596,,,-0.016768513968194516,,-0.013181343783692418
SFRP1,0.06037693143340566,0.009403076213472975,-0.026418045968138758,-0.03511295033983347,-0.017092668874326557,-0.017298472046191893,0.09131211373121595,0.055323875367666635,0.033242535454539014,0.058640513670642394
CXCL13,-0.03456968625662104,,0.03059224459540235,,,,,-0.03536298989535432,,0.0006734354449730495
MICA,0.05250154049164329,-0.00865813215150192,0.05343289203239444,0.004962705107554253,0.011103458582884473,0.014224695873459958,0.0871535170796278,-0.019245707137771313,0.06612994230183572,0.0061982810673832925
TG,-0.019440091080178485,0.02019896894953318,0.07763589005260771,-0.01421987959663074,0.026372484819589835,-0.025237947319252288,0.01505546913280782,-0.020652258025849357,,0.12425320557277106
ADA,-0.03224985430898593,-0.03591292270398822,0.016911233458560646,-0.006194541398827942,0.02198658156268878,-0.025044383852634182,0.021503647584810822,-0.0034667761340683814,0.012321464257752117,-0.004980062334307929
LAMC3,0.024556629183033543,-0.02135289094349905,0.030550542712673295,0.03054939623010333,-0.006532472403418202,-0.04424038254250531,0.03515749400237291,0.05633796533047711,0.053019965373770316,-0.018743613795320045
CCL7,,-0.015469191747449845,-0.03471066969859963,,,,,,,
NGF,,0.04217663884748839,0.051492923130904325,,,0.001653004595746396,-0.028340108140607157,-0.013578739168972915,,-0.04224455998109406
TNFSF15,,-0.017225701599261997,-0.025699662056872512,,,0.021497197384554537,-0.02862111310868718,,,0.00878512767645687
HMGB1,-0.01598097212592585,-0.0448583491095182,-0.012990006500282389,-0.021264207472615662,-0.013361077001080296,-0.037065424862257446,0.04635517435722091,-0.005137884096973142,-0.08999903993657175,0.04394218004190746
ITGB3BP,0.01239311099221878,0.04793724546756256,0.0428137707112713,0.030084008844632727,3.638537795986489e-05,0.11567563448349683,0.01843919475172856,0.030534002106521664,0.050034692723497615,0.0014806184778371344
AANAT,,-0.015673628395098622,0.02439430644966209,0.10958694987482386,-0.036301697648455145,,-0.019862824058221075,0.025692098541961226,0.06282211532123308,
RELN,-0.009449670010061072,0.03876332420863788,0.05098285010605845,-0.02585264688791889,0.017453415798310695,0.09074958215769295,,,-0.03935572586967166,-0.018457094601741653
IL15,-0.024766378620091456,-0.012182466323329236,0.09594495796337724,-0.005859941403835221,0.028566707302661778,0.033619116308094464,0.009615777193824686,0.017831182070520524,-0.02660000234481601,-0.03727365374419166
BSG,0.010870860290520284,0.011276312073801248,-0.01030206826412689,0.00631373874337442,-0.012325528344385175,-0.04781360691796738,-0.05777722844940991,-0.02362871756200343,0.020828358179229456,0.014856726308197194
ADAMTS3,0.11253517455263971,0.020402343109220636,-0.022877506393674907,0.0549322649736074,-0.04516632551410252,,-0.02378370969040999,0.007264745180612544,0.0671808848547608,-0.04396174311681928
CD34,-0.04870208546606918,-0.009783964161807223,0.014954451177927399,0.026525326192108362,0.011153306265254827,-0.040636998656080545,0.003605848744510765,0.055470077879110055,0.0267868240737943,-0.03690847057296501
PLAT,0.009619550735211037,-0.032512375438321334,0.03474209820854427,0.007755265016350817,-0.01909246062547197,0.015720074054293365,0.007718669309643149,0.06524060973610868,0.04040276310920851,0.01813485456988466
NTF3,,,,,-0.02664642837339997,,,0.0185920684143978,,0.07355026296056368
LTA,-0.014296304085276053,0.054510107123728266,,-0.021889953951541575,,,,,,
CKLF,0.011985106343814509,0.020811895388345325,-0.03292504755671025,0.03733108543035667,0.05315509402895959,0.06571241941807932,0.04416264537111273,0.06222607183775793,-0.0131710921673944,0.05518327825069689
CD24,0.08324201947861523,0.02838083992544998,0.021435783690951914,0.001826577551547569,0.061096827277587314,-0.06923604652127277,0.023244840461689186,0.04043012852333455,-0.01075798826986541,0.03429133717431116
HSP90AA1,0.03532182689334084,-0.0032736649626161863,0.007201043604832801,0.02621389623025541,0.04029453376580335,-0.09404184601449325,-0.018659032356578176,-0.052094303022696964,0.009264858385987697,0.03955427164830687
BMP4,-0.015154920379819485,0.025257604902383126,-0.03649658152977343,0.040946771161367315,0.05762036987998909,0.06515469908609885,-0.029828297112427144,0.05255733030969808,-0.028448742545687366,-0.03746900833652291
SCGB3A1,,,-0.027577047894516843,,-0.03062083702210371,0.044650319263250776,,-0.026347348908588683,,-0.03173261622464486
IGFBP4,0.027096180493863725,-0.01842479051980453,0.017057214264283846,0.05469188945079009,0.0007896402858752458,0.037204033291994114,-0.009227086146414676,0.02079005030228738,0.04199340946423053,-0.020626785368192097
RSPO4,-0.023111608341420235,0.01794013585501435,-0.0076174030427187235,-0.02545934907211943,0.04318558827841346,-0.03301247215838214,,,,-0.021370566561384606
LEFTY2,-0.01447188445088894,0.06983927300903944,0.026677967252141454,0.03139268558308779,0.0008864025387897682,,-0.02538300577538612,-0.01582583625531806,0.04027943024376737,-0.02906255865886727
PF4,-0.01300443163651083,-0.013496565038400346,,,,,,-0.012615427112677156,,
ANGPTL2,0.026412947744471695,-0.021240522312593647,-0.046344264419248056,0.05587437938367466,0.0354575363811141,0.0043560503466874125,0.030991591004375478,0.0679160794757063,0.010898974910211183,-0.014950417493528165
LRIG2,0.05558136503618316,-0.01059063945324578,0.010129818387782815,0.005735887953767272,-0.026881056292316366,0.03406511867457938,-0.013591344712206906,-0.03434769000426404,0.06292229987556607,0.042766839142125396
ICOSLG,-0.0030012928399279332,-0.016344428865720358,-0.024003897645302415,0.014622961748818285,-0.05279596126809807,0.01822556989959394,-0.01479930245781792,0.07477580345612286,0.007217839160977419,-0.013063446815294396
WIF1,,,0.0022558184403499554,0.022847829536822604,0.007693166765858748,,,,,0.018444355821165735
NPPC,,0.03420393666014283,0.041878064680719806,0.030352724906944805,0.05119547573123026,0.03298605376544166,-0.023783664012371322,0.029535862621092104,0.10402754025422596,-0.0040123450711556635
LYZ,0.014303529761974037,-0.033550050550391806,-0.03927920862278022,0.016960573572127855,0.02247705821816735,-0.005288749029710524,0.0599468056556258,0.07083165959441136,0.032929412383274764,-0.014763510894192264
EREG,,,-0.03619016118323274,,,,,-0.04008606091374108,,-0.026617400961462954
SPTAN1,-0.031938651505114275,-0.03072853731143203,0.03180953802013342,0.0012021850302680942,0.01198823926205364,-0.019561603840175714,0.04012236485092575,0.012220950521778256,0.001921503032753463,0.034889707373102805
PTH2,,,,,,,,,,0.04521941240473187
LIPC,0.014117418657978727,0.04722912410800741,-0.030815126042104846,-0.023514285402962225,,-0.02424521367837368,0.10319811942241437,,-0.03664706497764245,
COL8A1,0.02533471855282255,-0.013870044188453,-0.004104568587898506,-0.00030871832370393126,-0.009439759870082162,-0.03622747868075253,0.16500132508010143,-0.004983331611243324,-0.01722119566499652,0.010763809834448256
GSTM2,-0.028496068505570314,-0.023160440492304583,0.008793563469560483,0.04318628076786737,0.047490042714679374,-0.033469037597295505,-0.0598372610430966,0.03603278120024083,-0.015380531436522474,-0.028013813125404095
SPX,0.015677583631968375,-0.0024399485320056365,0.003089607212862773,-0.004488826571844652,-0.03875801444148752,,0.032233092030729216,-0.015663665246457778,-0.03574494126133958,-0.007162841263740852
MFGE8,-0.021654984989857854,-0.0225051362175932,-0.006834787772330001,0.0010543379452515932,-0.010210184760691595,-0.02670599280077548,-0.06440764567202964,0.033268403990568296,0.03817964817584212,-0.04694612223074122
TGFA,0.03637106051026955,-0.001090274188876752,0.014600669772606802,-0.01366895150772777,-0.006887533231528238,0.06197483691266737,-0.03553530961353376,-0.012386631700326103,-0.060932445374729145,-0.00026392834174931865
SLIT2,-0.02411502152851331,0.004291086983532335,0.044499584684203834,0.025836346236667865,-0.028381103255623676,-0.0005007808414087326,-0.02689722063428658,0.019899093257714592,0.0017164192434519438,0.07212564419256179
PLTP,0.024867804231560146,0.017070359411165015,0.033633788377025325,0.03394254208929009,0.006845665812114485,-0.022047687708063354,0.04275315795407101,0.004962101490242389,-0.012806660669166423,-0.006300388016310294
APOD,-0.05845108940300015,0.031856346455505426,0.021716221978183722,0.023576629485235468,-0.029666374024376257,0.11658049856844291,-0.022005611299018235,0.0657103359320001,-0.08172782882825642,-0.03303153225187731
B2M,-0.06945741853282429,-0.014173494056827418,-0.0464914703097585,0.06420260886590622,0.03915230957877594,0.08928560342382971,0.06784653043302426,-0.018242497038711485,0.06686666988384368,-0.039981986835230986
OMG,-0.022818606076166773,-0.0117986584191243,0.03415306026412378,0.022109912461446446,-0.02957465222580625,-0.017818967351288142,0.008947595311510676,0.11618779349743492,-0.06934505722772481,0.003763190170807453
CXCL3,0.05948141082343324,0.01478405472772694,0.013186077560417231,0.0042079838202727805,0.0326825778638375,,,-0.07570840978291501,0.06713313625210812,0.01570523540275187
CXCL10,0.0479203448124442,0.03993895426024003,-0.03146645609841614,0.06830550168690822,-0.005708768097978322,0.024290588915226757,-0.032081303834469964,0.03142854937035255,0.07471841398669019,-0.02920091263152102
RSPO3,,-0.01567362723699494,0.06717052075765872,-0.007567771361044088,0.0063032702812141,,,0.11625338925297592,,-0.03249714680380229
CORT,-0.02322509140247147,-0.0023603956795226772,0.0031715917448055407,0.006302855896569379,-0.030103148750735893,,,-0.01320140328040687,,0.039827090805737216
NCAN,0.06384698600022809,-0.04737260132026778,0.06509922292810268,-0.034672186327063384,-0.022842145856034033,0.009300642367393723,-0.01799179126424823,0.09524026304519603,0.054606852723509944,0.0018592482603754811
PRG4,,-0.015469194158093749,-0.022063506010919914,-0.032536037416460564,,,,-0.019479478387516274,,-0.0009031035873995823
ZG16B,0.06798652858777665,0.04692576044183297,,0.015486167313652894,,,-0.022080810451287666,,,
TGM2,0.017891388461431977,0.002383794941962562,-0.02903024082380728,-0.013141453483013824,-0.023765198166471775,-0.029876451637597154,-0.013571347785691995,-0.028711229341459466,0.10485274900614903,-0.05084450429932863
VEGFC,0.11010696785052161,0.004152945145204112,0.00013952618243344067,0.0075865799474626305,0.018275329367151993,0.008376356113972966,0.07020574474693,0.0047873897347046205,0.005943124567955506,-0.015494358483432646
WNT6,0.03094216189916691,-0.021395887378388913,-0.030401387128997363,-0.02313381187650171,,,0.11232374604706555,-0.024535398049649063,,0.07800961908472975
NRG4,,-0.01882671694219314,0.003657993487270923,0.00847137307731898,-0.009393043151771538,-0.04160527322584915,,,-0.023472377917813984,-0.014387710702003833
PMCH,,0.01878638944052061,,-0.025459347843430853,,,,-0.01852227506975075,,-0.0162481340375146
COL9A1,-0.035944602781476716,0.024116944475436806,0.031822993870990225,0.02030284380622707,0.014223048510460676,-0.03670191691915602,0.003760019818858735,0.08080471934131433,0.04092856815732497,0.04228052698564072
GDF11,6.558904805845165e-05,0.0072782544989671225,0.02561893145500226,0.007506574208398587,0.00037927015029042346,0.022228608631786693,0.021567532120401234,0.03148481533161638,0.03074889756208475,0.03595193375310217
IL24,,,,,,,,-0.012414280541284491,,
SORBS1,0.012227271630567775,-0.04973753823492456,0.009561319858665802,0.015776741002568994,0.017050655240944932,0.026752017152090784,0.012212601917942578,-0.003072141904588372,-0.017517335030365688,0.06867966486235667
DLL1,0.027472876914011072,0.04255435437635688,0.08911709203749153,0.03917225322035944,-0.007799501036536821,0.1045157646261912,-0.041060133173085205,0.046071959380984004,0.006034898082332525,0.005911847449738174
TLN1,-0.003274200038347608,0.015470124623945038,-0.015766034164598167,-0.028492603963428547,0.011471373586976731,-0.02954585549329787,0.09989459945315608,-0.05210266142987918,0.0718915961744289,0.009853677883994568
COL2A1,,,-0.019706057941201668,,,,,0.0186338262077123,,-0.012070443893915836
SHH,,0.10691748907138486,0.016088758192078806,0.010168884595504097,0.034310272345035205,,,-0.006472357686020588,0.010487369139030927,-0.05965274630266096
PON2,-0.019617278291867143,-0.02993190339444151,0.06180758636031366,-0.04992584670760402,0.028142011728788958,-0.01683537685062576,-0.006313928732154754,0.07223516289806006,0.036252290650949134,-0.03329744117466031
ICAM5,0.05035620739898296,0.011274725384743492,0.026169399247917943,-0.01840305781549425,0.01781901620868483,,,0.061191107622737204,,0.03613185376309828
HPX,,0.028401501291198637,-0.014562504193130972,-0.00029760551059732554,-0.03062083390038312,0.02077066257609807,-0.036187101613635406,0.00936263335321422,-0.03147042724078461,-0.002652041624162192
SFRP2,,0.10920105076811856,,0.010685222032669396,-0.004157379371061285,,-0.0545991259284505,0.0008998057797875339,0.030528720361457456,0.007022927705910114
CFC1,,,,0.016448955370580526,,,,,,
CD70,,0.016102658460442267,,-0.026823539686867518,,0.08232319471020594,,-0.008980809281576886,,0.06220650466465849
HP,,-0.01216088311073434,-0.029289720030792922,-0.026578887903207647,0.033632827943800396,0.007937990308006897,0.042564675625012156,0.004479519859786161,0.003274950232821354,-0.009816400633268317
CXCL2,0.009814457789426599,0.0532115979411973,0.0028926560056290493,0.11568900645748499,-0.013345081819709044,0.052620742025156486,,-0.06844457061292551,0.06514817737823465,-0.00458941515809437
NPPB,,-0.014273699552132157,,-0.004861864684468879,,,,0.008239235835938257,,-0.024284515639380715
CCK,-0.026594561020966245,-0.010515708670290625,0.032373478248359025,-0.007695337150054644,-0.07319447937753397,,-0.027482297813994354,0.06745336727087282,0.010660125910588741,-0.03655067288296612
SEMA6A,-0.019665673011871887,-0.000776578115619702,0.049668704388568734,-0.0496753049489712,-0.001061147174569694,-0.016937113127047126,-0.03365239569367808,0.04521118531024214,0.07145431014166331,-0.001067538312284283
IRAK4,-0.002869821928019636,-0.011280890472968265,-0.04275922239333529,0.013436051317758591,-0.008103215416452725,0.03240710131020301,0.04438256721830901,0.02704145668831996,0.05051035339046352,-0.024078673022748475
GSTP1,0.058163533084330546,-0.022486357548463568,0.005438190594034995,0.03388308080350793,0.010439951795132615,-0.037660282631154327,-0.0014713091203146335,-0.00019891413598420638,-0.028083056084672504,-0.015441908785339875
VCAM1,0.03269469245081055,0.00309696324707383,-0.013553462859849584,0.008354954053614584,0.025530490322963003,-0.08456856175297059,-0.018431110627615203,-0.0235380894233375,0.07047969661728595,-0.044279891955023284
NXPH3,-0.00757899962809588,-0.009790632218049388,0.007625731675699731,0.005473468056211339,0.042728117024794274,0.09058995844488511,0.0006807318413272521,0.01916592862061182,-0.00229542442364069,0.03445290126590291
MTMR4,-0.022486752053699936,0.009573629418734134,0.04880006125966548,-0.01573050853960539,-0.009613703575073483,-0.029320848991376505,0.08247274206826216,0.0005983348273999146,0.00341570515196364,0.04649456725517472
LAMC2,,0.029203169367690258,,-0.02413004002552196,,-0.041605298168409834,,-0.01630343373098324,-0.022694161108766334,-0.015771348431845234
IL10,-0.020728394495689275,-0.025623119667737632,0.025868122891082125,0.03559748176006631,,-0.05624688882561112,-0.037995406748920345,0.03829339738030586,-0.021890697817722807,-0.010042629280538852
SEMA4D,0.03274382620890866,-0.020143145359922197,-0.000421116632423456,0.024745950048456544,0.06355606681945815,0.11789038307627614,-0.02875098642655343,0.012579412581709882,-0.031015897219888355,0.003898996252917384
TRH,,0.04124003486425462,-0.01939225505698346,0.021789972216179506,,,,0.009948038237323249,0.05362408930215415,0.018227851778784512
SEMA6D,0.0006589361196658173,-0.006363414456943002,-0.021312020535488863,-0.06600117826621141,0.04968181469373943,-0.02558334699813893,0.03144734562570694,0.07313172489820502,0.051618645252797316,0.05166841619972438
CEL,,,0.00019959346595511626,,,0.020649058414058594,-0.030525574108545797,-0.02026795915767082,0.12510743264745355,0.107899194114741
PDCD1LG2,0.04231399090301766,0.005069227437908833,-0.04311699828359644,-0.03402280151358837,0.0030579841839642073,-0.05495197482860577,0.07579824292163981,-0.025765550721582667,0.02420959394544818,-0.0031492252628386994
SPINT1,0.0728584028498116,-0.0447952558580374,-0.017336105118022367,-0.04192067157454669,-0.009488150270738592,0.035279762813973416,0.03067290900634403,-0.0535508676285261,0.04696445077095649,0.001778731028698628
CTHRC1,-0.021709460360714722,0.027022895453054266,-0.032229361080054524,-0.023810169810059293,-0.02772573628542225,0.057203110045600226,0.04284870494082285,0.019175995869683014,0.08007432001589278,0.032929047538001396
PODXL,-0.029450836771536797,0.036375544997657785,0.010402913701943357,0.0019067928597136265,0.008012850153002743,-0.07772908009746918,0.00289524417184244,0.003166304172860042,0.04760807636404164,-0.07976192462960334
JAM3,0.03046938759503227,-0.0402770163034206,-0.031875880064323306,-0.02981414724495555,0.003229305146624356,0.11371537675244074,0.07372953386087554,-0.03315925351417937,-0.03840773818629562,-0.02650918437274264
TGFB2,0.0009835342703320739,-0.05229864234251987,-0.035252421414279145,0.021929862362015766,0.05511111079748047,-0.048803512179167334,0.09768010528262774,0.061952531628443656,0.0418843430500977,0.034679247645960504
COL18A1,0.06705889662830694,0.014267126503360945,0.01514885359723345,-0.06843627035447862,-0.006998355488675487,-0.03265508398915695,-0.003134196690049192,0.028106026563239413,0.02702522096557395,-0.03693732139883132
NODAL,-0.013938851453280696,0.015842493509785078,0.028024499696531396,,,-0.0418674306106447,0.023956594938237576,-0.015334560809037622,-0.004876577611744204,0.02256436148667125
INHBB,0.00306794629998667,0.032048701508950374,-0.03136251268572484,0.05600820060776759,-0.031426696663588986,0.022293971538878427,-0.05149657856751589,-0.05758730904662131,0.021748803641688443,-0.044794253625744504
LCN1,,,,,,,,-0.0144815531150239,,
ARF4,0.04616192275021957,0.006842502620555443,-0.0683173939366077,0.06435672835712579,0.011047341552213225,0.11040993227376306,-0.03037081460892512,0.03596649233611972,-0.015717672431556803,-0.00726964062020806
CXCL14,0.030195271040601043,0.0006215451112655095,-0.00666702129706804,0.028627913646471007,0.08171848504469642,0.049421763811045995,0.09245546156079039,-0.014226155937324129,0.04352878007862904,-0.07618661054476458
LIF,-0.017638816912071736,-0.025088959539914513,-0.028587679233947033,-0.00018109953402687943,0.01362369710787335,0.005471822704615268,-0.04303417558818879,-0.014293652516949588,0.06199205656294014,-0.024167294210099024
IL17B,,,,,,0.05316926600894722,,0.046978807250387083,,-0.02243811135277159
MMP1,,,0.0003229666599644719,,,,,-0.023869232288014876,,0.14315853520610353
MATN1,,,,-0.019408466796195012,,-0.043411000505197285,,-0.025613850555274015,-0.022956240690061934,0.040666860042781326
ADAM28,0.04038579619816281,0.004920789587495055,0.08502221547313267,0.008594067716260267,0.011024025502644485,0.0049034742205182206,0.03790284585731597,0.0022950906932733147,0.05230120707401115,0.041818557734875104
TCN2,0.030914904607777443,0.004701335585680068,-0.0019315440557425264,-0.006829628462790499,-0.060337553694573484,-0.02917538994490482,-0.0008178253997327233,0.03900858976404055,0.10864906366373685,-0.06674402418467017
THPO,,-0.02365934544235705,,-0.011187843273176689,-0.021984033718817037,0.09868869590097637,-0.02277587830507582,,,-0.02005976455580184
CUBN,-0.023113072943744085,-0.005271357368315815,-0.006686220964287934,-0.010954329443509353,0.005567300824804529,0.1342246318049918,-0.004913442841071442,-0.022688055418116956,-0.01701695085518591,-0.020781090935145866
TIMP3,0.007389309944651237,0.0032316462571385643,0.028977207133439254,0.04410565330179486,0.0035427632010764103,-0.027465570614494315,-0.03159098179538873,0.00866531811798605,0.06785337360680418,-0.05524379918883502
PIGF,0.01013252304460902,-0.030300042931170338,0.06049909080360408,0.016690510471914388,0.024124931985797484,0.04687036660865659,0.027641543990917363,0.029492251238951796,-0.010385923840227027,0.008286270157299627
CRH,-0.017493221819411587,-0.01813161932839694,-0.019706061556946437,0.024780604494424856,0.01554887696941769,,,0.14326481728132803,-0.013145503359707373,-0.004982495367296931
BDNF,0.06507949322856955,-0.016364385082230908,-0.014885005071318378,-0.04212387184058081,-0.03564268964597196,,,-0.032152344673363156,0.09967788107164795,-0.03359120581662458
CCL5,-0.0027703126911429294,0.04635024535348325,-0.018020740198287526,-0.031770255747897665,-0.04743802139330381,-0.07426213068159608,0.11791069382598078,0.0732646000476487,-0.03699600455670343,-0.021588859362465594
GAD1,0.015010683048683242,-0.0107883266549943,0.03462106760004583,-0.007375563486810464,-0.0373180217807667,0.12639521154163647,0.030662839300808205,-0.003616219300271997,-0.026848789174229237,0.02437745805341663
COL14A1,0.00777491417948042,-0.03150055042865427,-0.02892007847342528,0.05840798615271912,-0.043470747447271633,-0.019700711163778004,0.06031732287215121,-0.035156286722336026,0.07156799784089342,0.02808136209624079
HLA-A,-0.025204984086379348,0.042421955161380025,-0.012675492198126054,0.03568345376741228,0.02257620009325999,-0.002916169223967144,0.04135809829997901,-0.04292233186685444,0.07690750433592752,-0.05391414303494109
CD5L,0.04523294493797482,,,,,,-0.02599803919671124,,,
FGF18,,-0.01440543596399167,0.08074699549674196,0.06068791750809442,,,,-0.022605757021433737,,-0.0009080735308443181
ADM,-0.01552886479040951,0.015085003047992372,-0.04815161434777283,-0.00240354184062339,-0.007083866348260546,0.015430991034393802,0.02358637460871298,-0.1212842943317905,0.022710714055550085,-0.009342440439684647
CCL15,,,,,0.04185727367978213,,,,,
GNAI2,-0.009113280966107513,0.014187356171466088,0.0447003452954842,-0.009889830698149124,0.031196752283687443,-0.11977223057206261,-0.009309150534630767,0.04478913672375928,0.02825698432157689,0.016730597590803243
HDC,,,,,0.01892326438966861,-0.010783294666320081,,,,
COL11A1,0.01821265494764079,0.009497190941948586,0.04727427406793754,0.01073615908473793,0.043488118109618,,-0.023093052746953766,-0.06972802048902414,0.06988124166246035,-0.07238185547356596
NUCB2,0.026912493623543247,0.008316615378691408,0.005179265452803297,0.011667544767184379,0.006592306800664695,-0.029901134660532666,-0.006840404632573747,-0.04989610545376012,-0.010897660054974025,-0.03532819018065793
CXCL1,0.048547307648247835,0.05414235574402165,-0.034401689624538545,0.02273829676020236,0.030487186000754018,-0.06087266472273759,,-0.06255866112910095,-0.002517859289501884,-0.01276367103196757
VCAN,0.05836567401925666,0.0017995187913396715,0.038123210441840104,0.04538420636459834,0.07580197242636194,-0.19543392245377258,-0.01771119106029035,0.0035902933261817414,0.001488490902733577,-0.020386632307006984
MMP7,,-0.01876295739130665,,0.039576258644462695,0.001819746047103127,,,-0.01776034808422684,,0.046914396408992476
PTPN6,0.02048978166182397,0.025187647207656764,-0.006470291574275156,0.03019536681475728,-0.007264004919547712,0.019259904159949725,0.13858602874258757,0.029479817409015507,0.01704044219013077,-0.05317509020075858
PTGS2,-0.016747709462080655,-0.033349293491758206,-0.06033349956332535,-0.07313145696876809,-0.030142662400697278,0.04495851029645197,-0.0401669494672771,-0.036699498196027185,-0.028379760170592006,0.010876688408006785
XCL1,,-0.01567362987489814,0.01634788755651356,0.03219049306331762,,,,,,
CD58,0.04394440594420461,-0.007737933554540828,-0.014757175749791542,0.03319190150584189,0.036219084379094865,0.016435885860276313,0.04746297878788398,0.05143921820171639,0.02619553814695706,-0.0014768991118970596
TNFSF14,-0.002928070269329909,-0.047513441186716965,-0.03760648548299716,-0.028011460085717706,-0.033576117384534476,,-0.00784261431932132,0.07729413488345133,0.01666321698431204,0.008751228933928738
