,MGH258,UKF248,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.0711064473760322,-0.011165675259461992,-0.043076565559901685,0.10041605379408843,0.010342888522831151,-0.04815118673364191,0.072668730519674,0.028693312367146135,-0.00767704483991191,-0.02267003814721523,-0.0478883271380056,-0.028942645244517447
CSF3,,,-0.02999649114716188,-0.018605389515668546,,,,-0.04887178756181784,-0.04640029304518972,-0.02598803955831841,-0.020444288501315442,0.08762399311111722
PI3,,-0.031130786951778837,-0.05176488749750338,0.053373509336045684,,,0.05076359100297348,-0.10961734844191759,-0.16418647782044446,-0.059887014383178644,-0.044418646964346914,0.046110387876530566
PCSK1N,0.08118651272019614,-0.04196273531416376,0.012291131570330072,-0.027918481342883928,-0.10399567865588157,0.024063610269960237,-0.0100029961277104,-0.008516424921104285,0.04831832699589305,0.05793455668467693,0.005291997085155638,-0.022099193308025372
NTS,,,,-0.022868261782454047,,,,-0.052744590089590385,0.00949250976927462,0.04310786535624662,-0.016487675140349756,
SFRP1,0.05440817093690692,-0.010192655634224253,0.06843095062088675,0.0737732925058319,-0.0303181275813169,0.03874815627688279,-0.0056767530087337165,0.07103475836033583,0.04210666899309936,0.028059981619896264,0.029378182756114084,0.06233815520806334
CXCL13,,,,,,,,0.04273929866458352,-0.027068187514613627,-0.02229916303762737,,0.0003182028936254354
MICA,-0.03624207631058684,0.04653943933515346,-0.039715305734082565,0.12576518992038593,0.1269524502060023,0.048821589720627445,0.061500037294010226,-0.02191901354047882,0.019491452055062836,-0.025566241482858354,-0.01514207348257821,0.06476120519276975
TG,-0.0190918029266087,0.007918937483210478,-0.02369713563761742,-0.022455040558881,-0.010403728125957398,-0.03510954340645094,-0.019106101988813233,0.03032917242747378,0.07843505415862481,0.03995379124548637,-0.01665248315001549,-0.03533282364015237
ADA,0.010086907836218927,-0.04145262183485915,0.04564588470409916,0.08161937297745621,0.035610740284690565,0.06152679567738157,0.12191075894457923,-0.029146470708098046,0.09450325152631464,-0.0027668829342958616,0.0509529990826262,-0.02056044649243162
LAMC3,0.038055388725021275,0.058173135968156695,-0.00136687907391987,0.09597647721528205,0.00544944360083221,-0.00545179608158476,0.12683345189808648,0.03945042923351376,0.05097003450977438,0.02336262825656607,0.03460153751335246,-0.03682227002659695
CCL7,,0.01848981002680026,-0.017132991204389318,,,,,-0.023632381800705017,,,-0.021423632588604916,-0.0022260635856149163
NGF,,-0.01889253035244108,0.06541875294028979,,,,,-0.003043831981329096,0.07799020714893416,0.026364043521853783,0.024131260638515936,0.04959973791910419
TNFSF15,,,0.01199843689047464,,,-0.03236211129524146,,0.03235852763863076,,0.0483732882748664,0.10450834133542586,0.06249337055317993
HMGB1,0.02847782559926133,0.04694201503421914,0.002836207027315097,0.0933944690205088,0.03230774676582993,0.08107343462020822,-0.09924240034683667,-0.08824168054654084,-0.07867923291011798,-0.022180574980578967,-0.019658316597802157,0.06377163370703862
ITGB3BP,-0.01963455171241444,0.033131106598177314,0.002810801071032935,0.1214739532510423,0.08476309687946469,0.040473372102049494,-0.00938292658865107,0.0907528623580703,-0.0633289241498191,-0.031251229120151866,0.01127277138217753,-0.0731908422635324
AANAT,,-0.024794676656568475,0.0490292503102001,-0.016782564840706185,0.025454333751980748,,0.12134851670569022,0.07309512222620225,0.06061274845332931,,-0.003944938807024816,-0.024135541397206993
RELN,-0.015827610790945842,0.016873520436731793,-0.019977021252429245,-0.01716895766165343,-0.03494393363322469,,,,,-0.03259811203678564,,0.11060800903674192
IL15,0.03321783603594469,0.0333295973265876,0.007515036251303831,0.0872312320367647,-0.01871539227756239,-0.010796960007937334,0.00023902060353764263,0.09830036183954684,-0.02783253439535088,0.0652176986767768,0.02119541512394444,0.004056140352904587
UTS2,,,,0.08807394708625885,,0.06709482564147536,-0.004077506566315315,0.01653890862274978,,,,
BSG,0.03249783850594926,0.01943339137993214,-0.07192097369886355,-0.023133543154342955,0.05729506287633019,0.06770100786089978,0.08176680764574087,0.07744271765125971,-0.005917999925759046,-0.10502076081800674,-0.015399274045438402,0.07162761778102875
ADAMTS3,0.11381619244711426,0.0019349538293688157,-0.014857436241988141,0.12171243348677699,0.02355535802728536,0.11955552604929448,0.03390611829038563,0.06429118303466787,0.06880001137756586,0.0681736450285902,0.02524634881649155,-0.027703999479258706
CD34,-0.03977811160101636,0.025880760502811892,-0.05986341119713274,0.11772554276518539,-0.004968646966366263,0.0183828945242517,0.091390580374804,0.015477327686738403,0.0851394613865047,-0.013245088921154242,0.03050146525075137,0.0610943343454925
CCL23,,,,-0.01909589473190112,,-0.030537196105783024,,,,,,
PLAT,0.03071257173589112,0.07856886272318696,0.05316465438493421,0.11753255980770601,0.08740032105152597,0.0178416898194052,0.08199580075770352,0.07864136206874531,0.14601409781775715,0.053838456758491395,-0.005844236395129148,0.05143194504201782
NTF3,,,,,,,,0.07939390481734931,0.14546420431930673,0.05037253331378138,,
LTA,,,0.030519098104783322,,-0.048961499469600656,,,,,,0.049253296130616,
CKLF,-0.002251368164510141,0.038813117891015776,-0.0395789975450523,0.10190059303754728,0.13373233880469496,0.09614899782578355,0.11842295310090958,0.0754874532649273,0.04784644281618416,0.02820154833583513,0.0019933563126677285,0.023499917308097133
CD24,0.014233243781475956,0.1038275137012218,0.009697933935920045,-0.016477106187597245,0.005909556014211903,0.059419197166092404,0.010022201577993106,0.08789154395027875,0.0530810464142099,0.09712323809483421,-0.0077716334203840306,-0.021667009228220915
HSP90AA1,0.023874022263592323,-0.008281655363167566,0.0666520068868705,-0.14828436990391156,-0.09810532430168589,-0.02958017301544447,-0.06354390127306062,-0.16724549352567356,-0.23166878158473472,-0.057521682939868854,-0.004078480613593562,0.023730957633827463
BMP4,0.07385624432068444,-0.01732283074805656,-0.018742054194298082,0.011320116174938142,-0.04172025450844264,0.06518029870646218,0.15720694439314997,0.03542501294423894,0.05396620384843477,-0.03311704117612835,0.05333431874164664,0.0007184844640939949
SCGB3A1,,-0.004068775825048609,,,0.006026228778356544,0.12443982511792887,0.01317843707444276,-0.001537278794221244,0.05511614822699295,-0.061888233969554056,0.033073901658608844,0.07195290515278058
IGFBP4,0.016946109158263337,0.039225875823970545,-0.06079864122858652,0.15906757177978328,0.050661930102693764,-0.04836994494126501,0.07146079769943048,-0.03736189227367909,-0.04679716683762596,-0.03961738339429301,0.04964683713512882,-0.020140216188865256
RSPO4,,,-0.025053527993805967,,0.01747197939537889,,,,,-0.026315175349134187,-0.018412625409125593,-0.030433961671292628
LEFTY2,-0.018903036956713668,0.015634820183588194,0.01560651988100775,0.11095631828551743,-0.030323999482322787,0.007095930578866748,-0.01514406937154043,0.1367129996315244,0.024160033925666305,-0.027030487741970716,-0.0467467025716571,0.03736153728371238
PF4,,-0.02951725285213575,-0.014948197285776208,,,,,,0.0009705013508110778,,-0.030506489073049602,-0.02384064427337814
ANGPTL2,-0.04807248685350039,0.056662932034111504,0.020273979874522126,0.05299466938595308,0.09879155683877297,0.044796419965183805,0.05274106494721843,0.09496013805411826,0.16046776010930933,0.0588829610260719,0.04320774105055631,-0.011917257350572464
LRIG2,0.03786009681083464,0.010375384041748387,-0.03443247595191069,0.0580368816979404,0.03837738697712454,0.018598924624076155,0.05417645418723355,0.15100067188152397,0.11916555514726497,0.041411204586475826,0.07235401001017437,0.02300824657997349
ICOSLG,-0.03821840656511902,-0.007021891075341174,-0.026469359807981048,0.05798598290717846,0.008581032447364518,0.05863087601236945,0.006490619814353962,0.08819979666548577,0.06761199088007067,-0.005691000315257537,0.029900636731595518,-0.019325331173380502
WIF1,,-0.006588444519695686,,-0.06175512949918774,-0.0730649329651439,,,,,-0.019523166792612408,,-0.043747072870194414
NPPC,0.06400761229803655,-0.023665410611449254,-0.023188340311739056,-0.019427630183730973,0.09348757778457038,0.02981706296002558,-0.0025167165148669126,-0.008506888193513697,-0.013902085697235955,0.0020440643695571327,,0.002650090044396975
LYZ,-0.03619510000196241,-0.03380304852507776,0.0061467348990124826,0.026479369734927486,0.07725103977506047,0.048385351733815654,0.0315646982836198,0.046517644865804605,0.007181085040062453,0.03539836213284172,0.00568652923272881,0.006774817859741924
EREG,,,,,,,,-0.016881460514714598,-0.07065413309795104,-0.0260343507797899,0.0075462330084954165,-0.027447643939226787
SPTAN1,-0.0012989385473632085,0.04247076607044465,0.06508763107311884,0.006294337574919739,-0.07838876400710652,-0.022654192613327385,0.0489148212791368,0.05172538329366892,0.1049962805005529,0.06919794714515062,0.048935732477304414,0.029329082641538117
PTH2,,,,,,,,,,0.07398860627375949,,
LIPC,0.051291919008074116,0.11070619651081973,-0.0049469073163392364,0.030602157682209686,0.051658331593283466,-0.02861022893948849,0.03043949781632566,,,,0.05111597329230136,0.01839951780211972
COL8A1,-0.004319083161146293,0.01807963188421222,0.025177436475113484,0.06520311883181236,0.07837122842799353,0.03079980301307171,0.04239342053104064,0.051739323002650404,0.0006437953331995196,0.011368763906294124,-0.013537678510763864,0.06387867538142204
GSTM2,0.07056306008611986,-0.000326283347156988,-0.030014155024917513,0.040036789903391205,0.014269535409530744,0.05679563717922354,0.01074128224496993,0.01919820222539264,-0.009737830013076775,0.05506913639601335,-0.030943063620540966,-0.008763516666724794
IL4,,,,,,,-0.055740218770860044,,,,,
SPX,-0.0004969012117580156,-0.045604834458032345,-0.037327856516123296,-0.031684840311969095,-0.08345807568987992,-0.03576804153454604,,-0.009984455612294066,0.007568391631755023,-0.014780236906889135,0.07210926452058597,0.013250436048381442
MFGE8,0.0034311484957844163,0.041549727696748154,-0.013391150950699258,0.04692969805449805,0.09302765818916107,-0.0009852963954449007,0.1920299677755328,0.012266419282024666,0.01644496601170954,-0.002993663540062885,0.015682550201884925,-0.032371611042329565
TGFA,-0.05326709118662041,0.06128825719479271,-0.02336918202475075,0.053706256515131896,0.010526956784571249,0.07803152854915242,0.0020191466554823436,0.05027995293718978,0.06981718966440863,0.07396841163306453,0.04497684368339219,-0.03339361966822634
SLIT2,-0.019648233727311976,-0.007950306335659641,0.043886736360997235,-0.028384709886264375,-0.08789167673612083,-0.02023740434346306,-0.0007269065116234539,0.07075226343202634,0.05850245844986942,0.01564315193653522,-0.019216534126681267,0.026358896184220885
PLTP,0.05854220324249346,-0.013387262454435627,-0.014106770807460289,0.11965031982658379,0.04596015608191788,0.05571593599866075,0.02165564273178429,-0.0043263096263268744,-0.044383448137418666,-0.062023560176347484,0.060764375705377544,-0.03926458925595052
APOD,-0.038842478190991264,0.02361213379921982,0.015993954004155514,-0.011336527281280205,-0.05363639125079871,0.009407458773195395,-0.027519454349982538,0.17045032555139608,0.22339889495758716,-0.045506500400811695,0.02621243782025345,-0.06103363691346361
B2M,0.03735654723298332,0.06829450989076531,-0.0014531542198266665,0.1536313077119842,0.16087497442067036,0.014598334706921531,0.12133334226890216,0.05974301604701646,0.08803355640887225,-0.05303262679805145,0.02531314875239837,-0.0675303834046039
OMG,-0.05309857952770145,0.01121089663528449,0.012736497133506374,-0.04362166097833287,-0.10932948686319277,-0.06626412821498347,0.026154485676422347,0.07823326573641809,0.18704730541085623,0.04409381039093994,0.029793878836331802,-0.012989657255577257
CXCL3,-0.015374689449120123,-0.009948879944993784,-0.047978781230497196,-0.022034705385907145,-0.035261145879263656,0.08290262147014882,-0.05349908808830852,0.006645474704977188,-0.05352428594896692,-0.0779890324599341,-0.03013034932429801,-0.024656141578160456
CXCL10,0.05178517356558772,0.026262699599579137,-0.001061104357499659,0.11237469260169851,-0.0027633297673186077,0.0062873058576228946,-0.052693886697566604,0.004368580336782631,-0.018672845042395424,-0.01816333788031002,0.041379532672253826,0.018408883002438932
RSPO3,,0.016645680740331178,0.015310542604173196,-0.027557861353467394,-0.036847217851814336,,,0.026084476650624237,0.0843372897616982,0.01830579963918075,-0.021740797890491537,0.0671329595871417
CORT,0.030865176379996407,0.05268836050101533,0.06387507171196916,-0.015017383455243206,-0.016662580142116513,,,0.020241389660774402,0.04018727914018443,0.01932437341032147,,
NCAN,0.013970047937932372,0.016536147798647614,-0.0341001458349552,0.052275365834443546,0.08388951837719495,-0.014187097547426588,0.08324526863306196,0.1446209781988878,0.1901274141976863,0.045050852075927426,0.01917387647737295,0.060517908699638245
PRG4,,0.02388116695219129,0.03444824689291387,0.15806735333283817,-0.018881368312234015,,,0.0652160456776072,0.009945607241004668,-0.03465789731883656,-0.04106558852759817,-0.033182928844399266
ZG16B,,-0.011273364422156325,-0.019884934751853336,0.03335505773113651,,,,,,,-0.027108435227356946,-0.020338514657178747
TGM2,-0.014235713227987083,0.005618232009352318,-0.026101383821257887,0.035342380522517085,-0.015770717450016094,-0.008491880850002687,-0.00338575930933467,-0.06245964161621456,-0.0682847529796454,-0.025462602594671976,-0.03218660605502503,0.012639438236444527
VEGFC,0.08055393945461141,-0.05433368754691491,0.006836490345470824,0.017346344027894162,-0.005754713617989945,-0.014272000004297286,0.008131810513840107,-0.016374958389037016,-0.014654356199242914,-0.006416129757043585,-0.005536739783063715,-0.0030121592237179876
WNT6,,0.01914172350808743,-0.023697136621535064,-0.023475571242295525,0.03772970004769667,,0.0318369869741791,0.0141125063822902,-0.004291086461241045,-0.02632415803380207,-0.020230740924374175,-0.02101578763557493
NRG4,,0.02744161645593221,-0.020851637308801046,0.008907902844025742,-0.0048102647041973895,,,,,0.0613168758594782,0.09169743918665958,0.05376310585332907
PMCH,,-0.006984708738169197,0.012234477211159854,,,,,-0.005725191820610307,0.04554254415739634,-0.006672930125617371,-0.019658135492295205,0.05206926388264507
COL9A1,0.004385470399795444,0.029839800198816744,-0.021778013297143916,0.02569141471144545,0.03037488696500813,0.009674892361663776,0.011389506643088361,0.11283338377630277,0.135025372449057,0.05020774212631021,0.005669537481321818,-0.00043910115014384225
GDF11,0.033233868415592595,-0.0250889416891979,-0.017140089187434805,0.10251243071520519,0.09903371461789554,0.10270459085403968,0.0009283039560526524,-0.006268514123693119,0.01984515591882042,-0.04990928502714493,0.05739460710153872,-0.0077236516515429105
RAET1E,,,,,,,,,,,-0.023849503486293413,
IL24,,,,,,,,-0.04623759835054219,-0.042809330199308375,,,0.0783933893062314
SORBS1,-0.06888986448192083,0.0026966891818248156,0.0305654086435036,0.002966925960861112,0.008702596738370004,0.02652580944847017,0.10574758770827669,0.060108638903295306,-0.024951986570628727,-0.00850244697483697,-0.0223941212728791,0.03859468016414364
DLL1,-0.06615990214153736,0.03484685635443903,0.0038444933123534353,0.0336902973232049,0.08165085291607511,-0.02108350405399447,-0.04771821630109235,0.10603558042478366,0.17081777512035332,0.03797573187336315,0.07341451361140783,-0.018084580169388548
TLN1,-0.004437359470126878,0.06428368225533136,0.044532136581540045,0.13736836633780775,0.060523094804425664,0.03417884759859521,-0.0342389262638089,-0.006545768998137029,-0.03176945500201785,0.038657717860350195,0.006418725042107505,0.0013693219091549962
COL2A1,-0.017932089256069407,0.008946937363596513,,-0.022034712884561596,0.008671994760681362,,,0.012564448977404786,-0.02699240286906592,0.03867190442764142,-0.0038755223779147344,0.02617767270075263
SHH,,,0.046591911941741004,0.005338379555363698,-0.03416468385493026,0.028761476251858174,-0.0601832732166844,0.04111770160215078,0.019357871421828727,0.00911796959639283,-0.01349876444852825,-0.057586941018564826
PON2,0.0552339943497146,0.06935304580602118,0.044977109604449124,0.07729208393395,0.096426284209736,0.06511812459229474,0.11208221449213425,0.13491613127748464,0.16938940577432635,-0.065850677889979,0.03342944477142009,0.03692448429106052
ICAM5,,0.045155332678435536,0.03798173680743412,-0.04305798227186263,-0.05646446776600955,,,-0.014428949045045292,-0.0260435377795255,0.03533559209231533,0.01548945909563264,0.05026906367264278
HPX,-0.02036873937188475,-0.015360468877500949,-0.029660413070401157,0.05213999762257673,0.027437619108245923,0.05311585683488991,0.11480395342829354,0.04866338595348737,0.03735684596751314,0.005152070674552688,0.01151063264766034,-0.04006522188710943
SFRP2,,0.03620506774460538,0.008360039456013046,-0.017585749074380957,-0.05570682592096461,0.040676080039356445,-0.03652101275964307,0.12114447699839014,0.008631965060284841,0.009192876363504493,0.10120842321577322,-0.06620665674966349
CFC1,,,,,,,,,,,,-0.009237385333648148
CD70,,0.021967235838314798,-0.03446482354513265,,,,,0.08817847756278441,-0.034175934262020924,-0.02023371842406075,-0.033169519162647106,0.029185019646180536
HP,-0.035581256143526904,0.017248137541105452,-0.044170701229140207,0.07529430511431648,0.09092172968323056,0.10858553915688483,-0.04476403457885005,0.04373419357701468,-0.015142550300293317,0.0034125539868154926,0.04508649591180124,-0.01087889576091819
CXCL2,0.016925196351368996,0.05095681765778792,0.0020933459534033497,0.018401906223324955,-0.04583284253769021,-0.018115795361437478,-0.018701690827937673,0.026959946336043112,-0.04654925972720422,-0.04339727276477014,0.019964771565378625,0.005723501158930159
NPPB,,0.002561048333848956,-0.0494212991324012,,-0.002582642300524992,,,0.04311870121057457,-0.009981246640382187,-0.005619709370055937,-0.022053620654135103,
CCK,0.08941883582176396,-0.0389993580942863,0.016994150583823295,-0.1034425180135504,-0.09291851206347579,-0.028610252031859896,,0.09061619893457493,0.07220635289618137,-0.008990761946194255,0.04333426102474911,0.01646973680502808
SEMA6A,0.04480600341426646,0.028336308941635805,0.004560406284697996,0.02094985951807228,0.08130157504120775,-0.012205879327076254,0.013825702671053918,0.12376852319940813,0.07427933152378569,0.03503069762606002,0.01701345689288797,-0.035980756646052464
IRAK4,-0.013474105439984925,0.008006942308960057,-0.024799244336877625,0.06133131696689285,0.09768393961516139,0.03446162676095395,-0.026905572393679487,-0.002515708827389314,0.0793644760108063,-0.028304036945805505,0.0307946577667263,-0.008706857802182803
GSTP1,0.07942116126491833,-0.0056252633577570784,0.01540113746864137,0.06518166613842655,0.08119833139807466,-0.006292192553175123,-0.007846615993246573,0.07280364917895296,0.11893469541820799,0.0005358791283811495,0.04103557666131942,0.013527502300649263
VCAM1,0.0066809540464346185,0.0798670532618801,0.06022726742917786,0.10102294998051954,0.047445480176144535,-0.006699107222275035,-0.05844424705414527,0.07077398899600218,-0.04554671761326429,-0.02736169930105434,0.08066577108514354,0.022921447987440564
NXPH3,0.08938248113308676,0.026869582857742335,0.019631926153414598,0.05199051986629751,0.018525844297401048,0.06598560451898636,-0.039545167432232464,0.0665708541018796,0.050116444868325685,-0.013643464129914728,0.01810528800445552,-0.012678076180116522
MTMR4,0.07801052964674841,-0.022842820593029722,0.03222514832332055,0.049755128069724014,-0.006507693115037583,0.04469772371871196,0.01189906994348613,-0.00808556533287914,0.0794775040932278,0.04263266424214625,-0.004404132832319079,0.006116982744963205
LAMC2,,0.0680508924008999,-0.03979505155117567,,,,,-0.01465732486526269,0.039748754043376876,0.028340924367002997,0.0025314483760810746,-0.030433978425106634
IL10,-0.019830575368644174,0.007419235025799372,0.010663563661928124,-0.015398270265954334,0.003602717630963561,-0.05237811997168208,-0.009067020354236182,0.018730838864925988,0.04287657961018879,-0.031749537595050004,0.01595369531606217,0.007659957379228232
SEMA4D,-0.046279596652025724,0.04226582191064296,-0.0024023880082727554,-0.04058330313450667,-0.010526070941638837,-0.023483982983959623,0.032874116392773295,0.1089128477614914,0.13543235795504086,0.02525093554033575,0.018695791440547466,0.06547974903151434
TRH,-0.017529943496483555,0.07695140345951632,0.006600032969925648,0.07069904230176909,0.0939189823144715,0.01020834480468388,0.07037229539827762,0.018131861193594088,0.10557565609802352,0.08912967014211348,-0.024701534080940994,-0.013725533255745393
SEMA6D,0.0355781445424201,0.04906762785735631,-0.007753502404313226,0.07151766821516674,0.06847181836846958,0.032502306352453186,0.09171215284210754,0.0432543011779069,0.05933497085523662,0.05231020783338862,-0.021622514778171224,-0.005332438933593273
CEL,,,,,,,0.03736027852975174,0.06270990141354643,-0.02187351020634081,0.0448339898489291,-0.0024390967144148103,-0.016248700272320803
PDCD1LG2,0.0256836040148278,0.02596415348126572,0.014338823289717213,0.07740291045676616,-0.01812669537924948,0.02792775967038708,0.01792694646094494,-0.015317676834520429,-0.015747531522232953,0.04234228400530076,0.08215382183486837,-0.010014653269890964
SPINT1,-0.03734712589683901,0.002008954257587084,-0.029202626297234455,0.12066385524661806,0.005480568369972761,0.06435099396589522,0.03865927598122147,0.012613044378378674,0.078278375520889,0.02879003552666742,0.002102079183536718,0.0084542914783953
CTHRC1,0.015030685256997807,0.02373782888345333,-0.033082009889049066,0.08333174340438625,-0.016772757424966877,0.038575109012741526,-0.005719872215532356,0.014280229405240869,0.023929479449458255,-0.031178208337507587,0.06989196709425727,-0.05824513055910597
PODXL,-0.05129142244184399,0.06976916690458,-0.03856786131931382,0.13914855847554727,0.048052391338542444,0.11173791611960154,0.09969439509698043,0.007142711912451259,0.017383608174162086,0.03473259341006444,0.025098381622077365,-0.06304620925954613
JAM3,-0.02928050223066757,0.016104047558107522,-0.029052731780171745,0.06754762592562404,0.051966222816707416,-0.06967077173736393,0.16842358548943837,-0.011066852243189514,0.004324410353888939,-0.029747337349478216,-0.024969446254440624,-0.03619071790399801
TGFB2,-0.0705290801184123,0.06063106644078991,0.0018324682066396738,0.1399026683882198,0.044732727139778355,-0.008209099837127008,0.11366761441813984,-0.02578799670353905,0.09847244655229925,0.0255425878290493,0.029816781190813466,0.06722349378515732
COL18A1,-0.08933732571771348,0.0654488325789298,-0.0169492705461652,0.1481043501327069,0.078065785329852,-0.018847761645847498,0.1331614082198367,0.0236795043165142,-0.023569111446443688,-0.03100512952148669,-0.008684823274929431,-0.03829912229767783
NODAL,-0.027733271191130168,-0.047125792942664495,0.022661162462105686,0.037002968185373325,0.022875220955476793,-0.01411030715069145,0.12994930962721937,-0.0157643146994364,0.020842252507888813,0.04046950921447593,-0.03380629573461533,-0.015316141765668142
INHBB,-0.04203750383851193,0.016029099052216108,-0.025828544975716558,0.08083287035002529,0.07212003975617,0.04383179305182851,-0.01881056508833633,-0.0018302389121831507,0.020664047211173275,-0.0031263485927172383,0.037459340144312986,0.009345258230230028
LCN1,,-0.016064547085965945,,0.06127011257450172,,0.18917256100127267,,-0.03375849588140594,-0.014715785939617879,,-0.024979535739218277,0.0020214809943413926
ARF4,-0.035073544780568205,0.056397450949713934,0.03686801473761308,0.07099564251722848,0.08305873427876921,0.02501098393626603,0.04979955052449004,0.04733122536370589,0.09547653087352712,0.1046743547575073,-0.02202745290237397,-0.0001162097276589684
CXCL14,-0.05904347051144604,0.021541289277949863,-0.05572395559498345,-0.022195600979270615,-0.035924978159567925,0.06286025441375145,0.031487052114859214,-0.06479552687840714,-0.11732091116926864,-0.06508215605927607,-0.0260699388913003,0.1062883823044175
