,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH881T1,ZH916bulk
TGFA,0.0057267842228972314,0.062146353273430203,-0.06355680770212786,-0.010091397343223056,0.055565920533441525,-0.016924956975098628,-0.03361832990535758,-0.02985110531972915
SLIT2,-0.019025124560545247,-0.02981970640386197,0.012439294869918112,0.035311920595938476,-0.03619248575065758,-0.037067171888727726,0.07430973102484739,0.06731707364486718
PLTP,-0.033678660421750904,-0.02959855115295249,0.043292935132528264,0.054814743406524966,0.062168574790398556,-0.006319958760629325,-0.01112383347935412,0.016973960275614097
APOD,0.020466522010870177,0.01850689673497425,-0.01428047890177327,5.046254116301254e-05,-0.012379913074839684,-0.05419232967454221,-0.029830264944893388,-0.11739135596927865
B2M,0.0800642968384251,-0.033572891654733664,0.028692266570235166,0.06270063426079793,-0.09594898554657805,-0.012164921669523153,-0.028906490335384512,-0.014683374142045074
OMG,0.04292305232747675,0.0016923471920165252,0.06976168458311482,-0.03306068137737813,-0.008004636916500052,-0.03666353854078063,0.01680600121005663,0.006002886590761348
CXCL3,-0.0072979619993218245,-0.03965676955117272,-0.03974240422123812,0.006267090737867494,,0.1759054235978314,0.046971707657640006,0.025530533961052707
CXCL10,0.02518936491740232,-0.026828249221076447,-0.03173061106863619,-0.010218176551575722,-0.07249790174739174,0.05818916174602833,-0.025224530319683396,-0.03568629045720663
RSPO3,-0.010040044861898655,0.051936065345928754,0.03131536304382596,-0.020347389696273883,,,0.012408809760566472,-0.0459091832332883
CORT,-0.02251557152904297,-0.02564232666579535,0.0170477137685944,0.044453572761113974,,,0.020096880137961556,
NCAN,-0.007192962446996391,-0.007856133801057619,-0.03547781447164428,0.011906835294901571,-0.1114892137342716,0.05632692818218452,-0.02706992843221194,-0.08732342954050773
PRG4,-0.00990909130198628,0.009254955708002534,0.0017739057124031908,,,,-0.0440211981746532,-0.028288982075665856
ZG16B,-0.011500712335255587,,-0.017393555668100743,,,,,-0.017338911802527873
TGM2,-0.0225198834630268,0.02528335674202612,-0.021652042092442276,0.009775592440762077,0.01013750435073041,-0.014152261958570455,0.033171413789532485,-0.024980148413563684
VEGFC,-0.01766065395580892,0.02454659319548184,0.004328549401986279,-0.03023249408142747,-0.03416562171481438,-0.024409788569015343,-0.005852921142271585,-0.05144047153397524
WNT6,-0.01370554919362379,0.034134479052261975,-0.00944644988926494,,,,-0.024500053355816485,-0.017916297940925238
NRG4,-0.012059817414550625,-0.02154750761391782,-0.015688100918443908,0.023636131456952883,0.02571127931344419,-0.019600707646112454,0.05150318081938558,0.10517155031630449
PMCH,-0.01671005193777619,,0.02839324385587047,,,,-0.014035573300032798,-0.034504855374106747
COL9A1,-0.012595599094962046,0.061953648869854126,0.047875271605163784,-0.006268878103376459,0.007905136365729242,-0.015457358788595358,0.022632446922371183,-0.009478722768233569
GDF11,-0.01225780468895066,-0.02698041773153168,-0.0015550857650244608,0.040353851794498234,0.038568653145546576,0.016759056416513943,-0.019337657907286705,0.011322828807579559
IL24,,,,,,,,-0.030121784769756146
SORBS1,0.018989380142365803,0.020038534280322293,-0.0121343591728231,0.022389753272153222,0.01166440656661206,0.024037331539121357,-0.05260737280618057,0.003680882584170237
DLL1,0.008659599772540712,0.0206978546132398,0.04871747376878114,0.005582602083654664,0.004757835175986477,-0.02768941185233932,0.03208034395032439,0.033891129826795194
TLN1,0.008035146838768659,-0.0009213805319338686,-0.029234590352190455,-0.042508326822652216,0.009788726309496667,0.01859115340528973,-0.03346758501087337,0.01441786958580454
COL2A1,,-0.013511379439918482,,,,,0.021740861090317896,-0.002930418139846679
SHH,-0.0102971727974817,-0.03425226103440318,-0.033222830994866726,0.016424454484977636,,-0.008771688885824726,-0.000826656094604639,0.06638685472803721
PON2,0.10256982040758636,0.0528525748507066,-0.04398083547857962,0.0036355983563979284,0.008918088212783927,-0.016040037143153617,-0.03229190446504217,0.016216811495488835
ICAM5,-0.016048874658863652,0.053309843923754166,0.031497121951547885,0.0005565386797155457,,,0.016013864615593464,-0.03219538885247172
HPX,-0.02505442226951892,-0.017553517787274386,-0.03413377498311159,-0.03388757826857942,-0.008702440005060664,0.04949361504738579,0.020189405554324285,0.021003148338333614
SFRP2,-0.011727363913154001,,-0.008912181467876368,-0.03034860484681119,,-0.00986965300200723,-0.002855618629542736,-0.02801133693892477
CFC1,,,-0.021889955421467888,,,,,-0.02384063790955408
CD70,0.009307963790425195,,0.001829672344191208,,-0.021038377717123576,,-0.0036718896942991497,-0.04733186797008731
HP,-0.0333200358206706,0.006707972763731683,-0.018536450954092353,-0.008572854950879241,-0.03742008597019692,-0.025103459815507614,0.009954242100828951,-0.01244873963095344
CXCL2,0.04407940500849594,-0.009895049605909,-0.006216599115215321,-0.03354964151231866,-0.05085093880316042,-0.03179859843999942,0.02451855285158969,0.023736330268517136
NPPB,-0.03668093190437329,,-0.019167735202803324,,,,0.06947954634617068,
CCK,0.03627201145243867,0.026348061806677123,0.07111574722960998,-0.041703801489558726,,0.005975413984889716,-0.031027750230861507,-0.07248527507614552
SEMA6A,-0.008614439342579218,-0.022787251793567446,-0.0082584843807023,0.01573566713894283,0.0043994505464721246,0.026757496970833933,-0.003814125117185343,0.004778543530705955
IRAK4,0.004324464950134468,0.04150151914739844,0.010035963653311199,-0.03786791812698823,-0.02499680571764096,-0.06178442151183423,0.03182618907542408,0.03983035652354123
GSTP1,0.016140570059768426,0.018947274145955244,-0.0026030950246152353,0.05036656387188563,-0.00743357170622437,-0.032649353582194264,0.016742020916064915,0.012210541022159864
VCAM1,0.013392222479543475,0.02297589722728629,0.09275670707747646,0.04433359093383416,0.0031982655939519766,0.04518801451860983,-0.05176034250055312,0.0561498972183366
NXPH3,-0.020678249163464,-0.017310993309548363,-0.02322882209260126,0.03681478754329219,0.017774250976219867,0.003168525532509247,0.030453874604083223,0.03222607456135056
MTMR4,0.014172592673417176,0.012484650115519117,-0.04425238230928791,-0.007229343618991426,-0.016864667578065262,-0.060490008428223,-0.01780210369430031,0.00883885824687478
LAMC2,-0.009650281557438582,,-0.0001914619007245801,,-0.030794592021736858,-0.018950854435123673,-0.013623713125730803,-0.025945457503048486
IL10,-0.025857691631776904,-0.04188330559497905,0.03371267171838922,,-0.06883638240659043,0.08918103850367083,-0.02176232296708887,0.028068873057544883
SEMA4D,0.006663701004083664,0.0065896123684974,0.03938733518577329,0.02454357416668634,-0.057327249412780654,0.012372631146575703,-0.030776328631807643,0.06430856005444943
TRH,0.026010766749521647,-0.013296221753350023,-0.022603239656239945,,,0.05264543448016332,0.04290990950848428,0.05744472769630118
SEMA6D,0.01408239641563978,-0.032415891924486,-0.021957743887333347,0.005491773418301327,-0.0016668478335256577,-0.026237636728619614,0.043108029358718054,0.031404036629912126
CEL,,-0.012090292136368226,,,0.1707897300381308,-0.010233122910256411,-0.023682754058057087,0.08073484365802969
PDCD1LG2,-0.030330737989142837,-0.004603148065262854,-0.01731418446497779,-0.027803362078334354,-0.08895558024069043,-0.04755808494425515,0.016663524325507318,0.04027914150677228
SPINT1,0.0136477014323765,-0.0013641384053801463,0.03734220703848046,-0.011690421974187909,-0.022688758058203546,0.02048971666326166,-0.03376610638618419,-0.005782501402347659
CTHRC1,-0.006145782304082011,0.06373008352367744,-0.04823595110479292,0.0030283274358660845,-0.03196005297083643,0.013522308585139284,-0.05827229070048011,0.012510426712475839
PODXL,-0.0011649411194876828,0.066530783622142,-0.005496415527084374,0.002463749997997883,-0.041278171743596756,-0.002515322212885384,0.004847617273944553,0.03008147523781255
JAM3,-0.033496333910740854,0.013610554921929936,0.006132112667517223,0.03761205958808816,0.035206220124384395,-0.050693811977869326,0.01847360282422661,0.02319853343805857
TGFB2,0.0024059973734218833,0.01279637522073868,0.05141691789430493,-0.03527382408627973,-0.03473118698063203,0.03791619794017799,-0.02347271493097398,0.032106144116677435
COL18A1,-0.015910264231132495,-0.028488464230851704,-0.05359184762412485,0.05018319531883713,-0.012764647923178423,-0.0018253439790210713,-0.02132136261537953,-0.04698425953156159
NODAL,-0.020279336713866735,0.01739261963542105,,,-0.03688816077332061,-0.028508168358599515,-0.015579737756642441,-0.05404858027662296
INHBB,-0.01794254207937602,0.018595908874673616,-0.03357650148481173,0.029872353300157105,0.010255793382677894,0.0060636543024940315,0.013403196643556449,0.02149184981471896
LCN1,,,,,,,,-0.01819852482487176
ARF4,0.019277333434127072,-0.03594894332226638,0.006681301492505208,-0.03895145054225654,-0.1215092084091192,-0.017021643959913298,0.05198351486093536,-0.005020465297429241
CXCL14,-0.0041349213857314535,0.021000637039608593,-0.052498074974960514,0.05644520675278492,0.07025521616061756,0.03774187000963443,-0.01763415929231568,0.11480137768016839
LIF,0.024764482309370842,0.03301072508848901,-0.00851443764841025,-0.00856998414425271,0.01880516610786439,0.03880555463526604,0.03939834267694616,0.0424320886194958
IL17B,,,,,-0.011378048373123988,,0.05730637521346981,-0.020575934211679477
MMP1,,-0.0132962188528176,,,,,0.03792874252868382,0.036045643149623975
MATN1,,,-0.01940846692653374,,-0.053857148120939446,0.0877699780908758,0.055447415331778736,-0.018751055461343175
ADAM28,-0.018199444324029736,-0.009532627248739349,0.062242758234352026,0.09242273741439382,0.04392727464042649,-0.07645369437064156,-0.020641766808439495,-0.06526205505061755
TCN2,0.019019219782881795,-0.04184969265681062,0.007854771881435496,0.03944625931061318,0.08032931749137334,0.025626741779070508,0.0005950077456654266,0.05517606721254995
THPO,-0.020890326817118016,,0.01486815073529176,0.08168116267322303,-0.014464830891631362,,-0.01732816181564588,0.008678383726873868
CUBN,0.015178005426829719,0.04802257368769436,-0.031431590662050445,0.02335146796122893,0.062245241170439794,-0.000739729425738519,-0.02065807531644494,0.015224891549985508
TIMP3,0.03615180852009041,-0.028036725359414538,0.004928620071287464,0.0019023490699545808,0.02437285723043206,-0.003813102987066561,-0.024890371122230893,-0.03036472564947895
PIGF,-0.0052259803209362575,0.015596183354453503,0.016757758400831706,-0.03559754679603303,-0.062382498333534646,0.04729601247467975,0.046550639700489706,0.0021570104642822884
CRH,-0.01161455920339193,-0.013511381919039356,0.005608820098592596,0.038104224135339024,,-0.03231029758017815,-0.04078824184834527,-0.04106777108584203
BDNF,-0.010598065254278826,-0.016212453899511228,-0.018725477908283963,0.03434924747488374,,-0.002767285227125997,0.038821556396573816,0.0893506902552105
CCL5,-0.030741330800913846,-0.014498534997787943,0.06313414081769918,-0.02544921122205674,-0.005021316873222534,-0.0207054088472825,-0.03531731173137732,-0.06651277040866013
GAD1,0.024825455529151965,-0.021288616839133148,0.06286278592873071,-0.0637302488456481,-0.05672431089064634,-0.01774633673186753,0.04245815871614356,0.007692812382266088
COL14A1,-0.016829798366705517,0.04143912334148069,0.09117142346284579,-0.006010474429188188,0.04896093986509059,0.016922383803194347,-0.004097016129377118,0.10381793569949248
HLA-A,-0.011627426199144957,-0.03820072426169744,-0.03580917429024437,0.04389778299369152,-0.0059115999541113585,0.04142007581295992,0.011883568615973355,-0.038244155144877674
FGF18,-0.00922768043074976,-0.01843506676990233,0.033054862859791125,,,,-0.008684770380538361,-0.02574181420569798
ADM,-0.025004905310919465,-0.026182013819753554,-0.04857524670966844,0.0006096002566811578,-0.002271939751265335,0.08253862484811869,0.04568660126299169,0.07923428114263127
CCL15,,,,0.08252845757533768,,,,
GNAI2,0.010662952885967945,-0.011041383118401098,-0.028031010626243365,-0.014391904735576846,-0.05395791551009249,0.0525186610406813,0.0317680089894805,0.07177707618043609
HDC,,,,-0.045152228482669685,0.06891250355608956,,,-0.01875104696916762
COL11A1,0.0012173837823898674,0.05876397799302846,0.004036855545929806,0.004860443775677106,,0.07271092368755419,0.0144359309153227,0.04223033205117263
NUCB2,0.046285778712867126,-0.024469429307722283,0.006930184900486338,0.04030032952842205,-0.02500966294197653,-0.0040470856996506705,-0.023714518904459934,0.017825383577934104
FGF16,,,,,,,,-0.018476719167244363
CXCL1,-0.009805548136025874,-0.04237473316952058,0.011253174115425153,-0.02989427948026196,0.03256209940646273,-0.028814866052374412,-0.020634958628471946,0.04365106196496355
VCAN,-0.019729537697281793,0.0025318055635492804,-0.0074727298426285355,0.08275045590608662,0.007808891311460122,-0.016312694800803967,0.044628577571344974,0.09774307088169307
MMP7,0.02831218256107603,,-0.01916773509807796,0.024574744429483316,,,-0.014737771507949152,0.05545733094535753
PTPN6,0.005775620495006644,-0.03346982160570793,0.04415505931615494,0.04745223249809666,0.030721783610679697,0.035978095762543495,0.022247693183516153,-0.007339660934906534
PTGS2,-0.020305488989746014,-0.006190181024961019,-0.008276557463946864,0.003998609971400794,-0.04055819980849181,-0.02369863778259949,-0.012116337981715585,0.03071274093501481
XCL1,-0.010040046551658535,-0.014138105877391146,0.03897697752431647,,,,,-0.03337088572944179
CD58,0.058156789435062736,-0.0007490841242653735,0.04115529457202636,0.006439296087113638,-0.010920377381597289,-0.06240556110303308,0.055813532158902564,0.013668098364949397
TNFSF14,-0.020079053724518302,-0.0015496194092460757,0.017996175765487746,-0.03715814237864979,,0.11534612686545333,-0.02026662963732873,-0.007939650781037588
CNTN4,-0.0013088177026533642,0.1304553061106558,0.060259887365604364,-0.0314905039809707,,-0.002270266826324105,-0.029259685513083354,-0.021748977573675044
NTF4,0.010345226835710528,,,,,,,
INSL3,-0.009227678620794101,,0.028241895328159787,,,,-0.02026662767924598,
BTLA,-0.014647130303871776,-0.01473944603331525,,-0.015257509163536173,,,,
MFNG,-0.014885073901537389,-0.041368605104608124,0.03724318888570718,-0.012827337817076297,-0.06761843688233203,-0.010903012222391354,0.0014087063659513918,-0.015664389412991624
ICAM1,-0.00010962143264171377,-0.03029052778844658,0.039804968068729164,-0.001836590320396851,0.012941418626106968,0.07480248007538552,-0.01291891289640045,0.05623446295788332
PROS1,-0.022026341406992306,0.018391100469564766,-0.010508638004565047,0.017105615596917926,-0.09556810677749765,-0.02095947849245089,-0.01496753412780915,0.07754054614009763
CLCF1,-0.05097741753338471,0.025961963088650706,-0.03292081390378914,0.040318092707460756,-0.016549484191446945,0.030613888900524747,0.030919647840188306,0.04633834633819628
PSAP,-0.018394070761428273,0.04849116349730944,0.05598413441160832,0.024415211170204527,0.034007751984234655,-0.07274492801215456,-0.028740645034726,0.004096318316539964
EFEMP1,-0.028072004695153502,0.039327208056664634,0.07888201717511338,0.09691691683310034,0.0026470099863731347,0.02788129609898481,-0.009491641858007714,0.14240338084786572
C1QTNF1,0.02753542937551788,0.01916008424483139,-0.012267827263503532,0.002576027010347623,0.09873246447585399,0.0702341460177954,0.014569522346820555,0.11295616820233653
ALB,-0.016382425976197764,0.08260697494584518,-0.024130039569902395,-0.042203801670500585,-0.054243934833059684,0.007858159730547295,-0.010001415070620088,-0.026548116223015745
CCL13,,,,,,,0.06155947110686444,
EFNA3,-0.039199959691686395,-0.002927386536457862,-0.024507603368768165,0.03559489911491567,-0.017815239493424995,0.003953476656539049,-0.025170038938466154,-0.009534023280756601
DRAXIN,0.0011981981547967244,-0.03475276892996854,-0.06025706939167222,0.021060152129903982,-0.029647772646839106,-0.014771116172561103,-0.006777681631881161,0.07044850226096509
RAET1L,,,,-0.04058800555884971,,,0.007446180107714894,
NPTX2,-0.04410924015398773,0.04845537512921526,0.024126927317315788,0.04456258900437083,,0.051525467235277046,-0.017064938018362508,-0.02022321165661261
FGF11,0.033276885673518164,0.010942881083682219,-0.027652023522125882,0.027735816761755332,0.06515119848710581,-0.0237044540203131,-0.041545384192274395,0.036269015676444846
CD59,-0.03323689549678397,-0.03956211844052335,0.00019203639690361517,0.0022488579604558545,-0.02364216593335635,0.017857525104569255,-0.034713443243544174,-0.0015498914265020657
COL9A2,-0.006678372940202472,-0.003536157461024561,0.021317202834240278,3.324725096459497e-05,-0.033140008762871015,0.024609759282001185,0.02115674669440824,-0.01651590903568693
DLL3,-0.023900230322166517,-0.05639893050161971,0.0431738326428623,-0.006524474631605077,-0.012908734895051729,-0.03977400316007517,0.04539893629407618,0.020367143491183612
FGF5,,,,,,,,0.017586774253806746
LIN7C,-0.0005914022105612609,0.07845561992373826,-0.03938314757302576,-0.031436052034072036,0.003604033440350942,-0.061931625442732646,0.002314111883777716,0.0745675972278478
GDF7,-0.016464872687503553,,-0.024889114217388857,-0.001322706561828363,,-0.015657846765455247,-0.01647558535066472,-0.0286634749525277
PSPN,0.005869873225165669,0.07745191845815894,0.015486910554478012,0.015427850485189874,0.05322899651936821,0.016623565847105486,0.012593744457132884,0.008498324672824626
ANGPT1,-0.021971717461681962,-0.03637359812030138,0.037576351267151864,0.004845256545061147,0.005431089538031006,0.014876957775975969,0.009894569843629903,-0.001645385254948333
PNOC,0.05455591180884275,-0.008401065845429703,0.11984928349063566,-0.024137389920526463,,,-0.019532479349019943,-0.004167027909412596
L1CAM,-0.022875709460226948,0.09481674324735924,0.01242556926066976,0.029904723417245403,0.09779193309641361,-0.03060228881062195,0.05815939865480444,-0.03378218023892972
APOA1,0.02590737633217802,0.008121840385297683,-0.028781188629761364,-0.04901592405318228,0.016638479533569367,0.08672157179564546,0.05847020314399191,-0.06099689577828726
PSEN1,0.020688871906049597,0.04814108278537821,0.03898668656782115,0.08439224840534718,0.007965937153556153,0.061812279444917656,0.07682752524503418,-0.0035630865622415225
CALM2,0.04791855661602129,0.07775354562724009,0.05044742831939885,0.021399027057175224,0.027887856371159606,-0.0045090487693517055,0.02257813977992173,-0.007428220795801107
CLEC2B,0.019786739398775614,-0.02122846673077409,0.04068643159623035,0.01032055445436275,-0.09039792357282896,-0.009008111098751288,0.002442425966613762,-0.0028913570038121895
NTNG1,0.004290471866855547,0.06833585508924035,-0.017503128786629744,0.022096760160207462,-0.04767924776311462,-0.0028241578365553587,0.05938303233769512,0.11543486026538095
