,MGH258,ZH8811Bbulk,ZH916T1
ADAM28,-0.04471730680150237,0.006322498819626413,-0.021356564613779175
TCN2,0.048273116206597605,0.016286861379546193,-0.015080113551398336
THPO,,,-0.021925706796556154
CUBN,-0.04738427835817455,0.057600917586798146,0.046116156873092555
TIMP3,0.013159168705481165,0.04967835743600716,0.010124174989060203
PIGF,-0.0053814908237089605,0.04594999821016543,0.02645232084722151
CRH,,-0.046811649645067066,0.09782974780176322
BDNF,,0.03219945467886227,-0.0498652849256884
CCL5,-0.009995277486971167,-0.010824162171139684,0.02171839206291635
GAD1,0.06287970397114939,0.07282340675566985,-0.0015863206862512336
COL14A1,0.018564266882750747,0.014343379134545534,-0.03731553391687709
HLA-A,0.01622129205567112,-0.0713316207614438,-0.06824793329362244
CD5L,-0.036486007710120394,,
FGF18,,-0.026049134973135293,-0.01665336737116305
ADM,-0.012213654835008662,-0.03937665462883246,0.01642892182239937
CCL15,,,-0.014443464228154724
GNAI2,-0.01066386265394692,-0.04315459420197621,-0.037825951321429054
HDC,,,0.046493821912291004
COL11A1,-0.024033733460485856,-0.005452593795238013,0.03562216556860608
NUCB2,0.024354453336074316,-0.06433470147065218,-0.021129673277841855
CXCL1,,-0.0004966733122604274,-0.036334261230920935
VCAN,-0.03639359353031207,0.0243839721054016,-0.0626651056746325
MMP7,,-0.05641522146935716,-0.12059403870631713
PTPN6,-0.05990843429340197,0.003035556210135512,0.015287680934904234
PTGS2,0.05927014148677186,-0.03191500631564213,-0.07099956965955717
XCL1,0.08352990891424888,,
CD58,0.029937711717309124,0.04510743145926694,0.06965315393842847
TNFSF14,-0.014923235400769647,-0.028398963398858532,-0.034642335845719865
CNTN4,,-0.018307189005716564,-0.024576452590971132
INSL3,,-0.016484288840834048,-0.019776378677333888
BTLA,,,-0.019122769349013097
MFNG,0.06281291542968111,0.0021905301911214065,0.019898542149635066
ICAM1,-0.016386382964383037,-0.025984622649508436,0.041460544491971195
PROS1,-0.061183121651810744,0.03189969459023391,-0.04810782647437035
CLCF1,-0.041826054957069925,0.044045537428796286,-0.02299369999477326
PSAP,-0.03133035299265055,-0.014795873798491737,-0.06150186110200223
EFEMP1,-0.026380599798281616,-0.008502194743119596,-0.15248083381593416
C1QTNF1,-0.057427024555708944,-0.04039145614191951,-0.031011656478653563
ALB,0.023151732565121246,0.004517212375193067,-0.022362348605774216
EFNA3,-0.04096722809805743,-0.02660640520635571,0.04320983552440551
DRAXIN,-0.0008525800865595196,-0.028860980314438813,-0.04562380138443455
RAET1L,,-0.016687416578626397,
NPTX2,-0.03730454060711048,-0.005509657380583903,-0.06005533961764516
FGF11,0.0069399139777970905,-0.007272495618552214,0.02932816492336699
CD59,-0.004231303802391466,0.016850118870488436,-0.06862691022719904
COL9A2,-0.0006209706092613899,0.11765133641066038,0.06922984336965035
DLL3,0.0359117116082425,0.08124309181909439,0.14748432027386968
FGF5,,,-0.05066400533671477
LIN7C,-0.03574635276652689,0.03471976738766369,0.04710614986647553
GDF7,0.029711681734876406,0.04210500206152389,0.10920210229416322
PSPN,0.015400827203367178,0.027207299559379568,0.05228056136929594
ANGPT1,-0.043235269881467586,0.0640100027595627,-0.02348076513310367
PNOC,-0.027259977410606637,-0.01521228300267531,-0.02041105871348208
L1CAM,-0.028986566525947874,-0.0356946483997222,0.04203013064462909
APOA1,-0.015823544286872528,0.06747061818194922,0.0025583755040833743
PSEN1,0.01003065152586465,0.07785452871208544,-0.04784237052036668
CALM2,-0.04239673414279878,0.05087414045608425,0.08973521745556616
CLEC2B,-0.013146598689541955,-0.0484982058446919,-0.05224519563200693
NTNG1,-0.010595479682325576,0.08253570529953129,0.019707418772918848
LRIG1,0.056579834710438766,0.08121709286689344,0.0560644049882572
CPAMD8,-0.01698506339226275,0.0338136298414883,0.04204219960027538
GHRL,-0.02709844757354868,,0.0035777288021188523
NPY,-0.02491775089211325,0.03457134325061194,-0.024972729416026476
MMP2,0.034417099888969974,0.01128304091604085,-0.02282239970344601
PPY,,0.02258300019274946,-0.016577362040397496
ALKAL2,-0.02543527219585028,0.017261399327969783,0.0011525153244895659
CSF1,0.04638758422374591,-0.009042133894115742,-0.016430334064211818
SEMA4C,0.01451550634357648,0.0061111125708120965,0.01668093392500351
BMP8A,,,0.02922594388226812
ICAM2,0.07673619156973764,0.0010731870326730036,-0.03133143227253768
SYTL3,-0.0356074177810028,0.0957768363931352,-0.017020647675770235
IL1A,-0.0197363706826846,0.005571901465184018,0.00826312868165149
HLA-G,,0.022015094960874972,
PGF,0.024898052473184686,0.07799899986711913,-0.038834078122977685
LGALS8,0.06193901778441733,0.022332874011899952,0.026581118668902268
DKK3,-0.06429884517062752,0.08277918871099636,-0.02191751215556362
COL16A1,0.03518881759393258,0.07958898684976369,0.04273847666450196
TPH1,-0.03164228453933031,-0.0033465006280277007,-0.0325768311779366
TNC,0.019121790034317923,-0.08825890509276102,-0.11305291393611303
TNFSF9,-0.016985055330875316,-0.03593787468893637,-0.028091257654639913
C4A,,,-0.023903578398210217
CNTN2,-0.04678180768856532,0.03727466875993897,0.037654363795838856
LUM,-0.02879743627535585,0.08961432194780974,-0.05449012303038629
IZUMO1,-0.016229758433151557,,
BTC,,0.11133206763919522,-0.014086033888185759
APOC1,-0.06025559658402042,-0.021698520671603667,0.05861773958933066
PKM,-0.0234494221887021,-0.06279466320707905,-0.05304449354396232
TNF,,-0.016687421130123028,0.034895126142455664
GNAS,-0.04202862570193742,-0.0428199952659305,0.035267915753489816
BMP8B,0.14741209430215893,0.0031239966587558753,-0.05163544301139788
LIPH,,-0.018605038920029716,0.02955910699124229
CCL28,,,-0.013783196346063176
PTPN11,-0.012639715677506375,-0.04404854034820832,-0.004446110624210739
ADAM12,-0.023857431911369246,-0.037813682284889336,-0.041572964419382276
EPO,,-0.019322751247412697,-0.014657283821234577
EDN3,-0.003917437108217647,0.02664041853183992,-0.026632177987301435
CCL22,,0.07640446909467169,0.08879476105407978
CCL2,0.007850705795289906,0.012376845135964827,-0.07087861126975249
DSCAM,-0.04262020881152969,0.0936005653174485,0.008024222561968442
ANG,0.11560080381021184,-0.01840560386234435,0.016443569069683278
FBLN2,-0.02236559701902122,0.12831343754397886,0.03461555841581425
VTN,,-0.0135873691431666,-0.023903583360879554
VEGFA,0.04161488793433935,-0.07790619626099461,-0.04704655644695289
F10,,-0.023205985249022527,0.04110907033472202
SERPINA1,-0.031412059293868776,-0.09311143986981354,-0.051268767899558046
VWF,0.11073207739391495,0.02491383519121143,-0.023817310929110675
GDNF,,0.04389479174525045,
VASP,-0.047112205401930424,0.015661642310311218,-0.03749528963904897
ADAM15,-0.012164366911822896,0.035541760749491356,-0.005976383437186558
WNT2,,-0.019845433431267826,-0.03564452222182099
CALCB,,0.08292649894215813,
OLFM2,-0.03981121052579473,0.007880549941689227,0.07196376769270864
MFAP2,-0.01938015408427229,0.027358901162414753,-0.024644953602887893
HLA-C,0.006655675533974919,-0.08036557907730614,0.03432060130186403
THBS1,-0.03686756497251055,0.008108592627084521,-0.1267803215335929
HSPA4,0.06687330749155147,0.029838559727570726,0.01914056094013735
LMAN1,-0.0011562983734779992,-0.05088260285531913,-0.03602832315359268
LYPD3,,0.05234191667543457,-0.016880266784774403
APOE,-0.020107966605841104,-0.00832058652327721,0.01752844119576381
SOSTDC1,-0.016985061981519122,0.15835826012739795,0.11417864148872646
ANXA1,0.014033905912893297,-0.01490208503676729,-0.09823595415891738
WNT2B,0.05557323725851927,-0.044757132649904156,-0.06153901768360664
AMH,,0.0744381545455388,-0.012723389875338323
GDF10,,-0.015931646040007186,-0.03872700752467952
EFNB3,0.032898174017149735,-0.006018847976504101,0.1097998499784267
LTB,0.006074526881160178,-0.0017260427968972666,0.03527874197377409
ANGPT2,-0.034869742191106674,0.02927482085137891,-0.016865835704404933
ADAM17,0.016238539970630916,-0.05839139776430406,-0.02617655083552409
LRPAP1,0.07823480189044618,0.060140849828112915,0.01401694083273253
NID1,0.0204522897225804,0.006105217241443088,-0.0800894766424026
MST1,0.05152893949764912,0.046732292930975354,0.01809062072049752
DCN,0.017301952359486353,0.006812279174041641,-0.00465285813645659
IGFL2,,-0.019145629385407748,-0.038726995988008536
COL7A1,0.02552755588675084,0.03078796217283884,-0.014029005634449417
CALR,0.0035263262157905085,-0.06731217381496585,-0.0834903339273768
PIGA,-0.0486584657331788,0.11756294343253083,0.05061426030226385
CD200,-0.04294306679388188,0.026661604998346786,0.06223301188273432
GRP,,0.02741131967475497,-0.017391812831323544
CDH1,0.028174637533376564,0.02340792203618,-0.029491301436444465
LPL,0.03417871228056938,0.10382824809094308,0.08137694023420511
SEMA5A,-0.03339104312936833,0.002221127250088753,0.05187386978576986
SEMA7A,0.03563012607461931,0.05608403290021145,-0.053239933687120454
SEMA4G,0.005032092199838364,0.00013548107078005699,-0.025043480785994828
SEMA3B,0.017699660891148473,0.003765411460590928,-0.004311492251931446
RPH3A,0.009082585025824113,0.08046012080551827,-0.009447880029171072
JAG2,-0.0046026697776824325,0.017504371700244596,0.012845885615500293
CGN,-0.031212449541593763,0.03240670702469281,-0.008899228668596652
GDF15,-0.04707232525495483,-0.030451985207143234,-0.05479125388591226
SEMA4F,-0.046847304492137566,0.035586991851819606,0.019082469401586213
NXPH1,-0.02704948827524212,0.025138263944111026,0.04063803632170466
ARF1,0.037734123041525486,0.022775652844252814,-0.09446476084238586
DSC3,,,-0.014657288270299496
EBI3,0.01023366962179724,0.0217917052440045,-0.004750163195804026
TIMP1,-0.011708535965201333,-0.049494190567395506,-0.04286769317724681
SEMA3C,-0.03963718342347713,-0.005567841465362821,0.05027245970183359
GNRH2,,,-0.01588316945722981
GAS6,-0.05501149063868773,0.01891593130559647,0.002868563888473308
MEPE,,-0.012974840875937648,-0.02025405450523663
SERPINE1,0.08442478698265116,-0.030669807122784908,-0.10749117702033917
RSPO2,0.008686478911494867,0.0049196533223287795,0.00735989865968418
SHBG,-0.02016109895487195,-0.019162076134024895,0.03963323610768731
LGALS3BP,0.00015189551200863024,-0.023465061188521107,-0.07228243487996955
LAMB1,-0.017414164261378578,-0.010414149258395443,-0.031736916950367
SPTBN2,-0.0016306682874456461,0.007608086521452822,0.060930483282148444
COL1A2,0.0728301663639428,0.017426659443691123,-0.09205143373726253
DEFB1,,,0.05514559109724186
WNT11,,0.1550850833617703,-0.019452056452274078
LGALS1,-0.03453574614076437,-0.0665581690127279,-0.07644086529428706
BCAN,0.02548480775709812,0.09438319953949717,0.15833647634761222
ANOS1,0.0314294930388685,0.04429924870278445,0.14100780873242616
EDA,-0.025263784807339526,-0.0015916492580079974,0.06661551414767236
FGF22,,0.1140479477773572,-0.012692938236620268
SHANK1,-0.02138902855380156,-0.02320598281246794,0.007008605883975585
NPVF,,-0.016484283085930824,
RAET1G,,,-0.01827605583177662
TGFB1,0.0004549750271791067,-0.0038351102572503426,-0.053945720933309176
MSTN,-0.02403148602597009,0.002887778489048526,0.015699583018049097
WNT4,,0.02912511804626171,-0.000992426545647442
TNFSF4,-0.029291337735701275,0.03505164550745486,-0.015742351592842565
NTN1,0.008369408507998478,0.05819174616092485,-0.03494764197477944
CXCL12,-0.01695212220109717,-3.7617813758835194e-05,-0.06912001266914909
GNRH1,-0.027580637983090128,-0.012998596948303019,-0.045054982295589664
FGF8,,-0.022753071318188364,
RIMS1,-0.022933610269372823,-0.0025136518107709786,0.11925081869204274
FGF14,-0.008628290674236237,0.07464456784470175,0.04595139863171586
IGF1,0.021768737198323965,0.00704449067490955,0.06109049924770264
TNFSF10,0.02992643511430873,0.036754830699454434,0.025775944266204876
GDF5,-0.01794568490957058,-0.02347478840335394,0.0625370698251873
CHAD,,0.15431101398256997,
RGMA,0.039193291446517536,0.01871559394256896,0.12369810790862072
WNT16,0.026695475354383352,,-0.010276178369625575
CX3CL1,0.017496730955512813,0.01930087817605658,0.10943988490916787
FGF1,0.05298141916383897,0.01590540489134451,0.10672474022527584
ALOX5AP,-0.019029267574156565,-0.08473810660925575,0.006411922780571322
IL1RN,0.04123301692699661,-0.041132903609844486,-0.04590294800911031
PCSK9,,0.2366541427177788,
NPW,,-0.024373052811570643,-0.03691822079063561
CXCL9,-0.03765615462320248,,-0.0343193590282364
ANGPTL4,-0.015245162480314333,-0.06136720294998014,-0.1399081550428767
UCN2,,0.0417746295236644,
OBP2A,,,-0.01646396602607783
COL4A3,,-0.013830614479693581,0.005888122455886556
NRG3,-0.028986566588547914,0.03908895303194121,0.0811012903234101
IL23A,,0.08608183514774904,-0.023767048785940225
COLQ,-0.029139279828477967,0.08043470499637602,0.10383525981942553
SCGB1A1,,0.014726369200204965,
TNFSF12,-0.07092852456700667,-0.0067727979678919165,0.0715923151109891
DKK2,,,0.04196293947237899
FYN,0.01967076288648077,0.0987281420327487,0.0054598237898797935
ACE,0.010212637266385589,0.06424425232482238,0.008925579202836806
IL18,-0.011786063096937065,0.03100713963863628,-0.006368587550292774
PPBP,,0.05954650848376177,
CCL27,-0.01817844480365968,-0.024836122449984628,0.0021443604647407417
SERPING1,-0.02950935920598083,-0.025180645742970832,-0.09446821243699718
AZGP1,-0.04949632410162575,0.04830460879242588,-0.00781423692309653
INHA,-0.024917742636001897,0.005076628877246255,-0.006460207758580754
SEMA3G,0.05765170687984261,,-0.0076527293717136135
COL6A1,0.027244350236962783,-0.054139835133878995,-0.09890647466936042
FGF17,,0.05717746225466797,-0.015685110015911222
TNFSF8,-0.01973637059501261,-0.019145627325546213,-0.036529638470962446
FGF20,-0.026278133986062192,-0.0025459436521137373,0.03730624262210033
ICAM3,-0.0030368315149289856,0.12743918062181028,0.006466366356616695
LAMA4,0.02044662228435462,0.033778658240089465,-0.06865127862654591
DLL4,-0.04554294976674087,0.06589821634698609,0.0035622159507607424
SEMA3A,-0.027220302433199922,0.11792461144518745,0.012506933036191315
RLN2,,,0.07352423588527782
C5,0.0009023896707828469,-0.02205906840754978,-0.05936634819213959
COMP,,,0.01444941731883807
C1QA,-0.05044426450509884,-0.045692857629148535,-0.08605322600063946
UTS2B,-0.01673685205747207,,0.0026989390490343543
COL9A3,0.003411804910488163,0.06161455113246948,0.07675320352658185
HGF,0.018976000149902257,0.03045767836112381,-0.016094398272089687
P4HB,-0.04398713466842219,-0.09114739043830307,-0.060258206140179314
ADCYAP1,0.03362131275056302,-0.01799971506784592,0.04957980059514815
GREM1,0.033213177754530476,-0.049547508536004245,-0.0012205062732910763
EGF,-0.05317787011751812,0.007242029035344984,-0.02229719242498382
VEGFB,-0.006983978018884935,-0.01274523658040121,-0.014426049521655031
FARP2,-0.018961041360272903,0.05896180783740594,0.0306207016236475
IHH,,-0.020355891932645854,
LAMA2,0.015139432944529987,0.03463002481009395,-0.0160596650874444
SERPINC1,,0.10279969519768535,
NRG1,,-0.0011875050139504057,0.00963127292867833
SPINK1,,-0.006905218392345605,-0.025233975416434157
EFEMP2,0.01429185316205121,0.006213513626529686,-0.02878577066921263
SELPLG,0.044257388060766935,0.03806234606125838,0.03417504085262095
GDF6,,0.0031188971461961015,
HLA-E,-0.009775331585262252,-0.06896057462967926,-0.024705467809292857
PTN,0.04047344617612409,0.02809788258570198,0.1317622101859689
CD274,0.07017490251006321,0.014679087795224746,-0.05546244872370618
CD14,-0.08394579156168175,-0.05262772692972051,-0.042209710286906746
SFTPD,,0.06427730374955952,0.028696165693547115
SLIT1,0.01596798463951485,0.005212892442592877,0.04494729636947794
CNTF,0.020807491812088196,,
BST1,0.003817306124532297,0.046790890814013546,0.041100090996019384
AGTRAP,0.008943910916056527,-0.045012937023666204,0.012776253389795478
LAMC1,0.047878025755993814,-0.027328209939764706,-0.07066088540201391
COL6A3,0.07582038405960166,0.00565501328219233,-0.06377644029593549
FN1,0.0835363369539945,-0.05398861502820091,-0.1020799544320131
MIF,-0.005259545520219464,-0.020919513485815437,0.042726143768230695
JAG1,-0.029839738947718672,0.0033271447701185256,-0.09215548159494463
NID2,0.06627226511283422,0.05784098231768058,-0.06065949289146037
EFNB1,-0.039229178313900964,-0.0055558114444729184,0.05702670522059364
COL4A2,0.03718631451888562,-0.02514338593682959,-0.06495442016508612
SPP1,-0.03289223469436453,-0.12808267106118376,-0.07517851676508774
PODXL2,-0.02597329617639752,0.02378510732600137,0.11075378872215139
FGF9,-0.01973637375120488,0.013648255412548221,-0.008841864206049021
ITIH2,0.06640415148109055,0.050137907355107425,-0.018076901291053667
ADAM10,-0.053983733300638104,-0.023932469226424564,-0.07352125975581773
CFH,0.036632568484107925,0.04422759954654168,0.003039438243555168
COL4A5,-0.026298809020215242,0.026262115547783006,0.05428875039663196
LTBP3,0.030895078320587542,-0.04582113025100252,-0.07170497184287253
GNB3,0.0011509574078347128,0.03462865058625234,0.068545703906519
COL6A2,0.010495950649214512,-0.015386667300878525,-0.08331866247997995
GDF9,0.000882187171391935,-0.029757272140329125,0.056385549405549386
NCAM1,0.004360340597717681,-0.012351182272068646,0.08863128281983787
APOC2,-0.040499857389397036,-0.013875304950389557,0.020041028827289416
BST2,0.05131415977594138,0.06253447922620141,0.03133203244136016
COL5A1,-0.02019757870884406,-0.051588967789161555,-0.08985246957766785
CALM3,-0.051138262902734564,0.07713989738833248,0.068855578248141
THBS2,0.013423289424851692,0.047102092566541034,-0.03372188342906203
SERPINE2,0.016122725217177163,-0.0064758292994087936,0.08586238586372386
EFNB2,-0.012685144187476119,0.04250782718909475,-0.0483073906178582
PROK1,,0.06856187232764004,
MMP9,-0.01264930022191664,0.008644392932159536,-0.09588908326829362
NPPA,0.0027203263203980908,0.11900335604432699,0.0011322679819308471
APOB,,,-0.014868194263273377
C4B,,,-0.016463970629600228
NTNG2,-0.02441461231306218,-0.031067343123035062,-0.05145486064632733
LAMA1,0.0983683049421268,0.001997154521964372,-0.00795531553016341
UCN,0.010775025758864203,0.013706611759203093,-0.02846011905516346
ARTN,,-0.01491511228721178,0.01015931301609403
PDGFD,-0.03243373521939056,0.09339137378938382,0.03803363364455979
EDN1,0.044255622700023145,-0.03176349525616744,-0.008096605454085545
ARPC5,0.044491697795187204,0.03992636865268367,-0.10227585456614723
GSTO1,-0.022298462156752297,-0.003721183433083668,-0.07595342731560918
PROK2,,-0.018786818528824013,0.13824704063759388
SYK,-0.005030563545530238,-0.012211612403728358,-0.01202540395404582
CD40LG,,,-0.01607894648606465
ST6GAL1,-0.03373673697803147,0.04844152486176135,0.05487087765726501
WNT3,0.004228390931219194,0.05197233754090375,0.033438297859450516
HSP90B1,-0.015570374990624327,-0.08854919821517003,-0.049539586804114404
ZP3,-0.06511248567790977,-0.01043512759305333,-0.016876390685179862
NRG2,0.005106547064284123,-0.01045812824201759,0.07001597141061233
MELTF,-0.039135879768766785,0.0631287523557676,-0.008500684082763856
NLGN1,0.01098543986899784,-0.005210367133108086,0.05615976464565957
SLIT3,0.0506715981902656,-0.005916058445335805,-0.03316353333892032
CCL8,,0.03351805561561134,0.04741448530985495
S100A4,0.03577464240865125,-0.011467017633900801,-0.02293841244464654
TNFSF13B,0.01239344757372554,0.05152843771763445,-0.0025654908593021487
HSPG2,0.04339489040186855,0.028816198901260037,-0.05876416277345151
FAM3C,0.0675823793061305,0.043474737299316474,-0.021133425355407808
FLT3LG,0.04160863598570332,0.017679887718616227,0.06482999018982592
A2M,-0.058019923558681664,-0.022914787742699432,-0.08733234577094082
VCL,0.008965930956728286,0.019732817187287664,-0.0818145886564005
FGF2,0.02042134581579717,-0.012855580008742862,-0.06908037047990735
AGRP,-0.016485143662393835,-0.014305269417457068,
CNTN3,,0.0927050353719767,
RNASE2,-0.07783723860617289,-0.0344983617090054,0.059693894747678555
