,MGH258,UKF260,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,-0.01863583613450764,0.12765787820308386,0.02149880802488744,,,,,0.1453760143107255,-0.017444478541873334,-0.019598566359332353
RARRES2,0.01363832358098452,-0.09465193222087714,-0.05510264179797727,-0.03265426129457608,0.04660916074903599,0.04324415715430773,0.008543836445021328,-0.05239558239367256,0.005545459309330468,-0.018944591035784667
FGF7,0.02056594537642607,0.05151423810003406,-0.0023695090040791074,-0.06809232704209939,0.04089138826723124,0.036345483500058146,-0.02864350546602832,0.03688037277035641,0.03142984767733333,0.010187797047877341
EFNA2,,,,,,-0.016055734235042148,,,,
HBEGF,0.01753364227578018,-0.010471440302291421,-0.016196031619043868,0.06438462048552507,-0.04224264094371125,0.005109948418386702,-0.023490915922198322,-0.03555559628024617,-0.004778208019039289,-0.0448023462727909
CSF3,,-0.009413300609211956,,,,0.05783602243250546,,-0.018810744218407414,-0.013971033960912229,0.013814396485330763
PI3,,0.011354673250433217,,,,0.007839320297742647,-0.017198470775819395,-0.07944400108523533,-0.030354415376046575,-0.04831231328303312
PCSK1N,0.009032210516471859,0.049315866859847284,0.06383312006378854,0.06789897966349985,-0.00990932119289711,0.01762831021870596,-0.0003155969917208322,0.02584347037435162,0.058401277628890975,-0.017140434222458627
NTS,,-0.027732541344687698,0.032965756489569745,,,-0.019560865374298346,,0.010730183014642432,0.019551625525026886,
SFRP1,-0.027115612312958923,0.17112505598532823,0.03522280624379074,0.07164431662962287,0.015388083414340302,0.017626115710124356,-0.05227196184167749,0.022382522817837196,-0.020208431684356327,-0.055962820775726764
CXCL13,,0.018193291410887834,,,,0.049172962075388994,,-0.030684238258394454,,0.020100730118179113
MICA,0.11973898098646336,0.012727031542493458,-0.000471440982295974,-0.036533844203229124,0.04195072358765265,0.0014015833500065297,0.005159629400743418,0.044663931854594316,0.0068089571627698705,-0.02300092395377285
TG,0.021583889334673444,0.02076632001814235,,-0.007376061984289376,0.011577017584855865,-0.007414000982166453,,-0.015481531548570598,0.06334400308046009,0.045030962578134326
ADA,0.007318342769032317,0.02254240825414972,-0.05981617753585286,0.08939241030215779,-0.011423385307948964,0.00890637507250085,-0.03161468762705144,0.05030505445433092,0.00757246470926802,-0.010964159770831304
LAMC3,0.06268951867260272,0.08282257614493535,-0.0704176242845165,0.1250806307245883,0.0396414040903438,0.0024534176848942783,0.16639861860739555,0.02392550840651328,-0.039192344113363156,0.06543630655062256
CCL7,,-0.025397265995565774,,,,,,,-0.01464028931318626,-0.011419145239717899
NGF,,-0.01399392186101606,-0.019935057610747185,-0.07520372175620453,-0.012196770268773699,-0.015839918154989,,0.058412860782237994,-0.003209678538192004,-0.04116737999735334
TNFSF15,,-0.018804049559460766,,-0.020976744303406746,0.10537466427295264,,,-0.01168114921899897,-0.03868217908490916,-0.056891531320547514
HMGB1,0.01718708391881488,-0.00720233511948522,-0.009719767314236367,0.02358628532423192,-0.032160632550081364,-0.020002861201272124,0.023093955010348208,-0.016535318466591536,0.016027166804192527,0.03871195668673595
ITGB3BP,-0.07094309715039106,0.009087597652758073,0.04522307311099589,0.034094096410314995,0.04851286824888355,-0.012496296499404104,0.031048625360099214,0.058956724683629474,0.07623400387782714,0.0057739871492663375
AANAT,,-0.016943573243462937,-0.018741885927203085,,-0.051119405933895384,0.01789217938716335,-0.025038108256394957,,0.09066368213281402,0.03376926638978197
RELN,0.08586474925924785,0.027934136245790463,0.06337048583181511,0.01364736639370424,,,-0.031311698241664784,0.06450936357469755,,0.008098833310318724
IL15,-0.001877548024337697,-0.017947028000392575,-0.03840631055987124,0.05419771581732858,-0.04167556362672329,-0.02900684235750746,0.03978815108486257,-0.015033549165291975,-0.02998360255286538,-0.058478208379696105
BSG,0.019215514720945345,-0.04420047436960024,0.04827998169204226,0.03601833514516425,-0.02056285068150982,0.001409283473525493,-0.025015219415132968,-0.059551299980226124,0.04131390636964761,-0.013452024487981974
ADAMTS3,0.017170809467197175,0.001607342826328668,0.00712735122569673,,-0.03180616879731533,0.03789140090332426,0.007518820946829419,0.05549437316205195,0.049581350019719674,0.03972331001722708
CD34,-0.004516797791360922,0.03872404661651092,0.10322356711185605,0.03683929583625898,0.09476191845293751,-0.03433110347384527,0.09838439442798487,0.0297564600419924,-0.01711446538060568,-0.044866764457019585
PLAT,-0.0011124077725980144,0.017545607982806927,0.008744044150304954,0.054634336711783506,0.13996017953459966,0.0668071688712951,-0.033015841966320826,-0.049629111676005144,-0.007444184032937004,0.014542899981715672
NTF3,,,,,,-0.0028217119479595977,,0.1484469465773538,,
LTA,,,,,,,,,-0.0011516874155555273,
CKLF,-0.024744575522341196,-0.02767902462880565,-0.024536814233060398,0.07817006980632134,0.11044319731651803,0.006966353842383691,-0.029749255449495863,0.028172740422522345,0.054435348700209954,0.05435106855859097
CD24,0.0064432147006521145,0.026648121145446457,-0.02424244441529431,-0.029925934185247825,-0.00457305224530663,0.006952458794458622,0.01954861936813138,0.10464793817059395,-0.004538502955091272,-0.0010343299556610738
HSP90AA1,0.06343926572899675,0.09942568914433214,0.023165976012800342,0.06736987768494959,-0.031281530572947504,-0.011548289190691147,-0.06699202861386028,0.032606950921634445,-0.03138175003986223,-0.04267687627927738
BMP4,-0.022211603846258383,0.0010297090343170884,-0.029893714731739154,0.0797933592850839,0.02151313465329567,0.09273446742267986,-0.04428352131130917,-0.02020702442599929,-0.008974218525805704,-0.04231039086846684
SCGB3A1,,0.016406396019195014,0.10728409869514424,-0.08483663683269878,,0.026237158278033485,,-0.008745881957988814,-0.017340891388037086,-0.021648142253623017
IGFBP4,0.05969199568063209,-0.00450116640547617,0.04944686999293242,-0.020758095365616118,-0.02166119164846403,0.003749210958397012,0.023118572089180504,-0.04638574137474501,-0.04160193538981364,-0.03462849195768351
RSPO4,,-0.006806699664243098,,-0.07021194119347669,,,,0.006319851814576254,-0.027495346977174432,0.02507925222027707
LEFTY2,-0.021369182951294582,0.016190515640437615,-0.019935057610747185,,0.010841374248541742,0.026336177238951774,-0.011711645018882333,-0.022216930242747016,-0.02038883331072735,0.054556640195601344
PF4,,,,,,-0.014716192016681184,,,-0.020847250068905577,-0.031003917750065148
ANGPTL2,0.01858841026027629,0.026228845802850856,-0.032310967477492555,0.03308276258976517,-0.007505499550381741,-0.01142573743056039,0.06067284749691069,-0.03509356097257325,0.020973693509902084,0.022803920606699404
LRIG2,0.08875960208044477,0.019810970341488945,0.06112371771992268,-0.003984902657300835,0.09758440421215511,0.06437038036977968,-0.04523581070642085,-0.0279262316207985,0.07920615213640118,0.056006545392370266
ICOSLG,0.018029004273959835,0.002713407207740883,-0.008416160324196552,0.09210464896976758,0.07894034353384974,0.08508736573118174,-0.003304670031776378,-0.03666707008698714,0.0578541688798663,0.02148170146413323
WIF1,,0.05314976675476498,0.030752850346286803,,,,,0.0816963620123026,,-0.0471444691345185
NPPC,0.02192007721380727,0.04149428844774861,0.01261975614470764,-0.0434895603546625,0.03262781629481096,0.0028463730494403274,-0.023753862656931822,-0.04953700092489784,,0.06234344470008686
LYZ,-0.03650381747170873,-0.06852648480924535,-0.06303053710123147,0.12577311491805465,-0.02097895172612554,0.02865258644680842,0.01920404971075565,-0.03964183969016982,0.013555147501093878,-0.001265238451243381
EREG,,-0.03277223472657632,-0.020507348492863516,,,0.010792906614708565,,-0.0203477246220928,-0.031484176586710384,-0.03569469370738108
SPTAN1,-0.0400251680340783,0.017012786293613944,0.0728566048465453,0.004146250590110329,0.0449142729629833,0.00386871490510515,0.006896613809480068,0.08151352190199843,0.03313393836999056,-0.006185722302149048
PTH2,,,,,,,,0.0021025030237433176,,
LIPC,-0.010561806211774504,-0.02254695629827612,-0.036728287380418494,0.02333754978460278,-0.006091578540486537,,-0.029156668176380796,,0.007182369375239505,0.10195497257436953
COL8A1,0.02741453374750946,-0.04859721151599838,-0.03150620345426771,0.0959224975360759,-0.012020231709530455,-0.007398841451176377,0.02400703825827885,-0.04486285047632859,-0.0371577679436741,-0.01670435210214182
GSTM2,-0.0256122670935566,0.006710703771897552,-0.032617190430223875,0.017242097521324166,0.031160067932793988,-0.02519415755009978,-0.04197077109293301,-0.024125445864673533,-0.017188712913024054,0.011321603301177404
SPX,0.04677295810884566,0.14567683700498288,0.11310300139623863,,0.0750916052834811,0.027725436786389956,0.029588359574339126,0.0642208820710534,0.06394305094677939,0.04407265013734662
MFGE8,0.010427485578643526,0.05476717643906282,0.03763489650009763,0.05313394291120234,0.056764644293303634,-0.00708541986106059,0.06903938331001383,-0.005159930084451112,-0.01809687786498179,-0.07210397438909547
TGFA,-0.02883686723077759,-0.04955919173608573,-0.03253784985006891,0.07818598956019988,0.014471302214433374,-0.025179869245619164,-0.004351982460227245,0.03926066620175268,0.03488668673602545,0.02078055582626492
SLIT2,0.020499083353554746,0.11565893957639137,-0.028796128491187928,-0.008542635040410328,0.03969264119697225,0.07281938816262334,-0.007096207835257704,0.014800819646841913,-0.022590485409514884,-0.08566663885165197
PLTP,0.0010229307754167334,-0.06466758863123268,-0.05465205455733807,0.14931347274185583,-0.013178558913425993,0.0017159932929524217,-0.019961195090040195,-0.08774151257583265,0.014348329791980164,0.006307341874625115
APOD,0.03724565462463145,0.005335869159512326,0.004787908107636741,0.08422516428808055,-0.09738447778821788,0.02614924835919229,-0.027191976500361044,-0.07191116859451688,-0.07420680017815758,-0.0811832086752247
B2M,0.04667793509488721,0.0026625341471099642,-0.07463858615598759,0.07960161994985347,0.026545053327333167,0.042352558611436386,0.028545056608588765,-0.07911230660691006,-0.07318277237100836,-0.00016467830750028673
OMG,0.04024439801157321,0.08911303474080837,0.02818343641209682,0.14689539581548278,-0.04360103769710478,-0.00153798271490229,-0.07295605018564998,0.007182144069291179,0.008870436854686505,0.023693466704099553
CXCL3,0.009468716428470735,-0.058546961139315505,0.009703181254003546,,,-0.002291030460536634,-0.01763184789191164,-0.01269760776044713,-0.01528796171095191,0.020931646498407484
CXCL10,0.05115157078463453,-0.04617172031016423,-0.015718268317052787,-0.020246983310493946,0.14261015268904065,-0.01973867966675968,-0.02375386007409033,0.059418400967372755,-0.01881805753396273,0.06191031756399432
RSPO3,,0.0911469209175163,-0.031053301260784837,,,-0.00900353354270654,,0.04344246643016557,-0.014857030883996897,0.023337720908313774
CORT,0.06625020083055361,0.013642870620095114,-0.0013998879037032813,,,-0.015399746978751705,,0.04238582338293507,,
NCAN,-0.00491965905164618,0.13315322071756028,0.013855523013569087,-0.008743647596087686,0.006772116989993574,-0.006292749892640141,-0.04422539057663477,0.03385332343099852,0.07324271984576097,0.04584642145740436
PRG4,,0.11969536734859366,,,,-0.02272326903996887,,-0.0389569905631314,-0.033655178974803135,-0.03120612923430587
ZG16B,,,,,0.0023618954114983724,,,,-0.01852511860044553,0.029794122846494086
TGM2,0.0331644654933032,-0.03773274553269705,0.038286261183272094,0.04604947792653207,-0.008515615713101728,0.02428746516336487,0.06721378485550822,-0.001966126826977254,-0.026873749663873143,0.013923076481419735
VEGFC,0.12826238174909751,0.03456644290096335,-0.023173214505252466,0.011044745260660509,0.016421996019739926,-0.030855480379700345,-0.0008998239769284629,-0.027882241404474907,-0.03300639918544952,-0.023894494500877567
WNT6,,0.04240544524905672,,,0.023854533226808184,0.045478572572366524,,0.012625605934662226,-0.022372888053111523,-0.027330291238554495
NRG4,,0.10299815207960554,0.07744667736497106,-0.036686362580609935,,,-0.018674792501877924,0.05038110602602003,-0.014857032549115598,-0.014348761663932182
PMCH,,,,,,0.1114534588701529,,-0.012420918086512857,-0.006939719175250281,-0.003847683629827703
COL9A1,0.06425996571771377,-0.013274605540816189,-0.020223059792027886,0.11025892712023595,0.11039177895108564,0.02063263675094813,-0.018169542315600626,-0.017764803410608168,0.09001880912206059,0.02565431951502118
GDF11,-0.08456382507686058,0.02898834614808274,0.04274178877681894,-0.014078408786039026,0.10185724409789182,-0.04608585588281718,-0.00483990009711718,-0.009463032752985975,0.017210891388369915,0.04732441043951229
RAET1E,,,,,,,,,0.05943448565224324,
IL24,,,,,,-0.014481549816962326,,,,-0.04594906565502097
SORBS1,0.014108349886116133,-0.03935072477205062,-0.008731192265040391,0.027540145672273187,0.0682506050052469,0.009048787880631268,0.03649735525841662,-0.05246151219427546,-0.0034537854368192015,-0.011826622113598988
DLL1,-0.029080547895045564,0.03631506423715508,-0.011704128679875761,-0.005672197390358789,0.012177215405289656,0.007765483223475017,0.000669978909508146,0.13480276771496696,0.023172328722033026,-0.023040451860155235
TLN1,0.03454987485177108,0.006025494191338507,-0.024799002928333307,0.014571190377844425,0.007325544037824673,0.06277613968285382,0.03689433265666504,-0.05515088895916236,-0.03367490884666649,0.028427726348077803
COL2A1,-0.020271562547826184,-0.014418621121473824,,,,-0.002936823960666995,,-0.026166665000485752,-0.02162200147399934,0.1320586691512045
SHH,,-0.007096069202834897,,,,0.03917332959645138,0.028603780517651778,-0.0023700072478659013,-0.01827506472406798,0.13984612480770958
PON2,0.05746888746819448,-0.03363386925977184,0.006107466776850652,0.030956801974749714,0.12283585023416978,0.047711339437196326,-0.021003841353011914,-0.024370086786784498,0.07333144476540578,0.11793102199384146
ICAM5,,0.17637538426444274,-0.015492276361110172,,,0.0817317821879542,,0.042108476127916475,0.04829986862303295,-0.009716960786312985
HPX,0.16029356586706592,-0.0409045409931752,,-0.04305074522800061,0.05773070140657436,-0.026725071947944247,-0.025038098002890065,0.029120096827608338,-0.034286168507709054,0.036286708820147354
SFRP2,,,-0.053265460883731075,,-0.011531545739124736,0.029974608785987133,0.008804584563193595,-0.035643122927026115,0.008286652944084523,-0.02057466970228264
CFC1,,,-0.0210652365624869,,,,,,,-0.03636753415964835
CD70,,,,0.01974799073656416,,-0.0038238211671176377,,-0.01961327240901713,-0.02266708761513781,-0.0023354218838341325
HP,0.008767372901001937,-0.045913381409186015,-0.04753360254422273,0.06248413855705422,0.02497236559465008,0.0010060069517143226,-0.02391760091512901,-0.03042665181377272,-0.022224495716118176,-0.025282870834549397
CXCL2,0.05927624896087177,-0.04082550301372894,-0.0448815103031591,-0.048018827444985465,,-0.001651845859001214,0.0032929330285782574,-0.04891238997302309,0.035247220791363054,-0.013040241851160103
NPPB,,,,,,0.0179877628262638,,-0.018564345840017957,-0.015070804890088108,
CCK,0.0520343654307801,0.12538558736912137,0.07205713593383274,,-0.0136827411329525,0.036836859593411514,-0.018611499285273603,0.06064992536217159,0.0016637688911714374,-0.013044913977270358
SEMA6A,-0.030220644284959467,0.061306052497048166,-0.08174949479164517,0.032429764243584486,0.07448689425363159,-0.05606857662717181,-0.07811115529306639,0.045730795986456164,0.04176550740315232,0.08046715675418371
IRAK4,-0.03254902369706766,0.00874240167587135,-0.02744028992923481,-0.00575346459830339,0.04560441218761983,-0.02645864313455258,-0.03513996897060882,-0.06096961308899014,0.05081224056142113,0.026806572574568227
GSTP1,-0.020694979808130953,-0.07509488066207927,-0.07533134440587057,0.00147176187252627,-0.003624607272837932,0.017958510920492672,0.010639072853561181,0.0659328382029515,0.0913908083415734,0.03839028931268848
VCAM1,0.025873646436394223,-0.06541543290622659,0.0040368109293729615,0.019469991663759307,0.06258839792083011,0.031818954390717046,0.0011284228227582459,0.08201523766839439,0.05762942749876033,-0.015684139080342094
NXPH3,0.06412411762403314,0.010137296525939149,-0.010440297914586685,0.04662886072444852,0.02577350553537317,0.03448659908375465,0.010633207775622586,-0.014372649599764602,0.08264460044646524,0.09300873670915791
MTMR4,-0.03597742348884931,-0.014157318839089612,-0.07373804310981592,0.0151070263819205,0.04886930262429271,0.03902758454996932,-0.06466258986956357,0.029568705881698992,0.006858756248653916,0.04285516306205304
LAMC2,,,,-0.029698507453447962,,-0.019018338354576034,-0.018055637617727528,-0.012056438390618283,-0.014683353739312564,0.06847999067240773
IL10,0.040043696910330134,-0.0037733374439205803,-0.032525351471387486,-0.13923979818453677,0.08711480185377124,-0.04438626368220233,-0.017416396451125218,-0.030022998105307425,-0.0028883834401347156,0.11005459205194427
SEMA4D,0.028078879608814975,0.020427824551126843,-0.0006370312362048961,0.07052328257092712,0.04897934515639009,0.002616465560898869,-0.02305353301628878,0.02321422512993333,0.02958460296708528,0.0830585240608744
TRH,-0.01981695166549253,0.13759827590070847,-0.03280450442504152,,,0.0058060731332177425,0.018998133137522962,-0.00418958005176858,-0.016880312147290053,0.07631983552418156
SEMA6D,-0.024666258624339965,0.05477521236297826,-0.0033544580533637655,-0.004734290409094869,0.010048521355357555,0.05507025305790509,-0.039176629202062635,0.04045783490473442,0.08668378612461942,0.13135718793400317
CEL,,-0.02799345123984749,,0.05494332722547035,0.05961508559948322,0.011314391355535795,-0.03519612000076698,0.022055937431830656,-0.04830529479507105,0.10581335164067944
PDCD1LG2,0.10601977892907473,-0.031548048016573745,-0.046964116102997874,0.06387426151876649,0.04568059929771839,0.025802841142262622,0.004586608360440073,0.008276198861854591,0.07340441164237975,-0.03278091697066479
SPINT1,0.018154581412072407,0.11799616216700154,-0.031858863805387494,-0.0003340467129504165,0.06662894091927078,-0.019406257521394618,-0.03567456252223659,0.017058205255366457,0.06851304084999732,0.005687954839048668
CTHRC1,-0.0023822265526441118,0.08005408999106396,0.06386872783019679,0.05175333027446038,0.06984459951491684,0.04457856736726376,0.017710236806194397,-0.01987551583875301,-0.013441714156320509,0.02851649260748829
PODXL,0.02998678354244764,-0.06780950768789262,0.021296525738716893,0.03349779606114683,0.0667805563652249,0.05383614424377688,0.045824860169256916,-0.06845640401347922,0.03836986117557708,0.0645270051796342
JAM3,0.060475984688338924,0.030450703933109436,-0.049515732106990985,-0.002438515323115805,-0.07314419474318616,0.05614077475492093,-0.006643107153092142,-0.034004889640776165,-0.032733115698765615,-0.003251138155395866
TGFB2,0.013761195021841909,0.049834242849402764,0.023254122178493337,-0.007819332890628259,0.055494175140181554,0.02546598992160815,-0.02538395072284525,0.0548607614266707,0.03074977833945479,0.022886674042153315
COL18A1,0.03425107257288359,0.04172315447995163,-0.04673820343175179,0.061273350604154654,-0.013314699958371257,-0.007257302982985535,0.10001306287501045,-0.08040934892173869,-0.055181381037442946,-0.05315857806190543
NODAL,-0.031351435606787235,0.02001808745746445,,-0.020362921128165352,0.062247148808691456,-0.017888125335883482,0.03269428289977463,-0.013787441549263623,-0.023102242260500446,-0.031059833825256723
INHBB,-0.024954281701211178,0.02713227566696337,0.01756491454454683,0.06605629251824392,0.044808426403912235,0.03347068939152369,0.049032284469354294,-0.0015260809161845564,0.06308222652866151,0.00548590241679669
LCN1,,,,,,-0.016893071826819338,,,-0.017070290419643818,-0.009244743134373989
ARF4,-0.02984423791377483,0.010626600825787473,-0.029585912903953408,-0.0100505863382194,0.04108871035055475,-0.003984990526342785,-0.021376653785140896,-0.0013037888311964176,-0.0290491214917382,-0.04935693672099831
CXCL14,-0.046822710779955735,0.12039192486891695,0.06947263899484175,0.15160223870159412,-0.024331175145902707,-0.01893176756096759,-0.047012442590157154,-0.002633678080962159,0.06879715448963124,0.016213890966523595
LIF,-0.026766516930829456,-0.05958110543076961,-0.028660438117701758,-0.008672441899206953,-0.04718651648513616,0.058411340754540304,0.10569547511469023,-0.06275997687072897,0.008341193264778678,-0.026294575185436896
IL17B,,,,-0.02161091018393705,,-0.012079345278730618,,-0.017152858444258737,-0.0288341090337941,-0.03138741476418518
MMP1,,-0.01418901325652734,,,,0.0931818294225359,,-0.012420917102852147,0.0028307258107743557,0.013340525137838432
MATN1,,,,0.023361027111035857,,-0.016085511541016027,0.09169591736888258,-0.01767786207283925,0.01904855267405823,0.1164393249272511
ADAM28,-0.03616123486962694,0.029342521603968226,0.009536452963377807,0.03647825844386465,0.06683681451163304,-0.0037396106947108726,-0.00441519974871917,0.040841595543538424,-0.007870243612301623,0.08114922317727287
TCN2,-0.032813035461202816,0.030607526238877813,0.050780445240517495,0.03709172601736112,0.08371763824265736,0.024353759903562353,0.0607987515791258,0.06235335067290474,0.010623502487350533,0.0005217020664339732
THPO,,,-0.028450447707001045,0.0059558657446342495,-0.004140699189876742,,,-0.015334726548111466,0.12945607597404726,-0.006161957991345018
CUBN,0.03163891934208548,0.06987818626631825,0.07503969521713812,0.028074796160381887,0.042409204670801885,0.012503080285717217,0.050395967571300375,-0.006018998141973578,0.05149260440315787,-0.04557911306336757
TIMP3,0.0008254151212946193,0.07533935322626496,0.03735176663188719,0.020217297673503925,-0.06761238611924543,-0.04742317703965874,0.063676924258304,-0.05092246355624223,-0.054702815809829504,-0.019693259814155595
PIGF,0.017723951992004893,-0.008968209834433312,-0.050221544901221646,0.07274494019832183,0.04038503362454391,-0.010203764546364884,0.06646406391534947,-0.004065222483371771,0.033205685188119526,0.05841927806991788
CRH,,-0.014418623767058958,0.0660696639905322,,,0.055264365736729125,-0.012650170617377927,0.03997734019724829,-0.025313055911499516,0.08439849800336774
BDNF,,0.04963757050427889,-0.028239109305452353,,,0.02306518232023867,0.021411424830247563,0.05884019612463547,-0.005815800854500611,0.09336960517721377
CCL5,-0.07173686860447824,-0.009751329158800968,-0.0018015455083269865,0.028210789224001945,-0.016871323474826116,-0.02017142094137333,-0.050079349146324115,-0.03125440099053539,-0.00831147935747307,-0.03316894930683826
GAD1,-0.013386867261005053,0.2023196668863814,0.0750146740246633,0.1022013995229343,0.025245723435691706,0.05230243369360455,-0.07689830881736677,0.01834798560263965,0.04912253705484302,0.012984906751707262
COL14A1,0.08773282342657023,-0.023147134365787636,-0.03886727497184132,0.0332256508656221,0.05114623429337906,0.02690481713492799,0.042359294867018386,-0.03593045871016054,-0.009508179254134563,0.051275886699115966
HLA-A,0.03194330222294963,-0.10181364614266425,-0.034281410171295296,0.048428163252225716,0.01786678708912885,0.013759214481853525,0.008890017745986545,-0.08541562232249464,-0.01897198039612675,-0.039534743697460996
CD5L,0.014193402178739782,,-0.029691209324730728,,0.019241868760716128,,,,,
FGF18,,0.034635837457564385,,,,-0.010195326593458528,,0.08102249851383292,-0.016880313501584254,-0.03926767022797977
ADM,0.018744393369398458,-0.07514355036209538,-0.013020928619801232,-0.12360986323476437,-0.008499633912369357,0.028980991841270645,0.06832813549541725,-0.007762470809426932,0.01999245333270851,-0.009995182296118715
CCL15,,,,,,,,,-0.014640294589450467,
GNAI2,0.0045689219185983745,-0.024052051323002907,-0.11748229686117549,-0.013628956017964945,0.011095173425670684,-0.005816101211996043,0.06446096697935234,-0.06359207943954902,-0.030156930684743236,0.009255928137194367
HDC,,,,-0.017502234025169316,,,,,0.058950960649115584,-0.02860365329851735
COL11A1,-0.024958016326822277,-0.0363972604590977,-0.021306300205880487,,-0.0238468172808523,0.013080601665637945,0.03433828227952781,-0.04256767435031205,0.014386457120137202,0.09150953439601983
NUCB2,0.022853953871789064,-0.021228408099624767,0.02973539036123884,-0.011864700400366883,0.05493866181121158,0.04040704856338199,-0.049273590781818866,-0.003294728009183704,-0.03460080195204396,-0.009000555144829895
FGF16,,,,,,,,,,0.09324551282256785
CXCL1,,-0.028187548336895598,0.01173671463703687,-0.0077414594515893016,,-0.008422367142633154,-0.0274536845410388,-0.035430941387978504,0.027142881135947435,0.003366930267764708
VCAN,0.020385240532913105,-0.0430213680741973,-0.04096810405740543,0.0775066057565854,-0.026712596277235375,0.008766238402093627,0.013394328665078009,0.004568751956059996,-0.03383764639097969,-0.008635392367316582
MMP7,,,-0.017472851024286674,,,-0.01871904830792426,,-0.04067077213291476,-0.010589980642166154,-0.04331078846909706
PTPN6,0.030294438340178198,0.027403638165920365,-0.0477282909023943,0.022990287660884776,0.026347805105481403,-0.006200433142060815,0.00224237563222905,-0.04644367504379286,0.04346225062389354,-0.040491344691390346
PTGS2,0.017060421284126354,0.007610285092375442,-0.06514138279293195,0.006828579552977873,-0.0627150995935792,-0.020895428159735874,0.06775198637872598,-0.040560180165750394,0.0056700765695008835,-0.03251361657462145
XCL1,0.07649150264532263,-0.015087430038351068,8.741193351462829e-05,,,,,,,0.033279395902875576
CD58,0.005642797736251906,-0.026358432308954623,-0.012918977112934148,-0.0822225264946359,0.02949081981858871,-0.028220540833133474,-0.07027745468569903,-0.014045867867365008,-0.003037864002966033,0.047654683838686714
