,ZH1019T1,ZH1019inf,ZH8811Bbulk
NPB,0.01149213124144537,0.05682257843557315,0.08702170503998821
ULBP1,-0.006296547085957408,,-0.021582872582169545
SEMA3E,-0.030158812766230468,0.01987410948454042,0.07827510001598101
FGF3,,,0.05671051365580518
ADAM9,0.07211609288366486,-0.020178961077511954,-0.026499401894509406
ASIP,0.03677318472249089,0.045636658585692366,0.008494586600018887
IBSP,0.10017721570403357,0.10706781440281761,0.04566989527543726
FAT4,0.05318460441738059,0.020358073853650176,0.0976687032256481
MDK,0.005041776893258164,0.06381939749412369,-0.024700363829022624
BMP5,,,0.07146025329049242
CAMP,,,-0.01649273086384652
HSPA1A,0.010483024084453039,-0.023101858167668847,-0.09666746163964715
SOST,0.0008754691257476865,,
SEMA3F,-0.004057345887349078,0.01736055869128446,0.128355378848673
ARF6,0.03631874529437321,-0.0588099382373201,0.011893434849468018
IL6,0.026002733708196057,,-0.002774000765893234
CALM1,0.0716887726992608,-0.07480256611134808,0.006655195591535355
NMB,0.08379546656404512,0.0611747010431833,0.027222254284760317
CCL26,0.06449885875096431,0.07407962696135767,-0.05126411129579917
FBLN1,0.010710161358471108,-0.009898755391962312,0.007707941315072652
SAA1,0.1030355135929756,-0.03159361619113916,-0.03313224337766919
MICB,-0.05614102514096405,0.027247721365234633,0.002458094773705354
MMP13,-0.06153724629435416,-0.03447985101953247,
F13A1,,0.047709656378174946,-0.018639536736847203
CXCL11,-0.022781643025247475,,
COL5A2,0.009837627059012184,0.012802051153576901,-0.004199989041495698
EFNA5,-0.06806141259921775,-0.034493302938236645,-0.013762789779509236
AREG,,,-0.032028327775390025
EDIL3,0.010991200007254513,-0.030907877858323777,0.05245247042608564
CD86,-0.05060546783800266,0.019361549576322207,-0.0002571711439670768
AHSG,,,-0.02134273756067187
HRAS,0.0777786907003329,-0.05000786285826551,0.010312796292824838
C1QTNF5,0.03365446205064592,-0.03132588631210162,-0.0146450837697472
RLN1,,,0.010966660537111605
COL4A1,-0.05124262188361223,0.03615786631568858,0.053520176309277676
CCL3,-0.05930492926981732,-0.004416270616041065,-0.03674638242106097
BGN,-0.1095630859569181,-0.03867450784893865,-0.014335416944753607
RETN,-0.05225124123981676,,0.014164178924578757
S100A9,0.018072737762869766,0.026010669092210153,-0.008800201851022756
HCRT,0.0910256486019276,-0.0481274462473171,0.05220742306898785
FADD,-0.04361581774197966,0.07530835154999437,0.061413203127987794
ACTR2,0.033059903340594915,-0.062285794405168356,-0.05871706421022805
BMP2,0.018314647598741338,0.026990221754429694,0.013485682540978781
PDYN,,,-0.024718198689696536
CD55,0.0577386765752985,0.035222980666914344,0.03959172372416056
PDX1,,,-0.02434220403695976
CD6,0.03242869200213103,-0.046635776593031676,
IL16,0.04160458313517474,0.07835204908994703,0.09704490862777311
LAMA5,-0.03044151172810873,0.08888928560293781,0.0027814123190676838
RGMB,-0.0687201777083602,-0.012888693378610696,0.021722298278537923
INSL5,-0.037350272423530985,0.05124906644536581,
IL12A,0.032125223269267075,,0.021959597925023635
S100A8,0.06416439827098677,-0.00816283471749301,0.022020880539997595
TAC3,,,0.05625208789755875
TAC4,-0.008919263343965622,-0.02004008329061237,
MFAP5,-0.012679870996288844,0.017810062132657834,0.04957838876561292
CXCL16,0.12545268501988288,0.04733952647280796,0.03086067093038558
AGRN,-0.08441348798934381,0.040939212737382775,0.0477249742966125
COL4A6,0.018117844132790942,-0.04341987757557638,0.04109451612202916
FST,-0.013966072515196425,-0.01412965628553407,0.04398105261960319
MEGF10,0.010257452652612704,0.041062899215223075,0.01407255110631956
C1QB,-0.03139338548857278,-0.1302237705519771,0.06478534461422655
HLA-B,-0.03456769539447901,0.027828257764735867,-0.013694715771979463
PDGFA,-0.016066653302550724,0.09108677709566947,-0.04996051499838194
LAMA3,0.02265760625372336,-0.05251125128534129,-0.018785138418608276
DKK1,-0.03283664433436195,0.17539497659903222,-0.023845414663866377
INHBA,-0.09094745758952982,0.0352606642308539,-0.005300255023080756
IL7,-0.014965810369756614,-0.05925908864223629,0.05460416304972347
FABP5,0.01649266449995819,-0.05532159933176948,0.06702075335574373
CCL4,-0.0926164310408923,0.04810164300497271,0.006288251814067995
FBN1,-0.07443069197414472,0.06541538975479189,-0.005371520390838802
TCTN1,0.07921007042046208,0.05275633449747274,0.0790075057417303
NCR3LG1,,,-0.02828451411161168
BMP7,0.06209571744672866,0.05794775886263714,-0.021210730256483682
NLGN2,0.025678884276550806,0.07702971851808661,0.07291765328067819
CCL25,,,-0.0005456951790622314
NPNT,-0.04040457179151525,0.007795890839766351,0.02735116658664014
KITLG,0.042925469268239945,0.07663236214165797,0.003386557767665874
MADCAM1,0.07583034372810142,-0.005232318869375788,0.015385715814743671
F12,-0.048137689466070534,0.020039655933719723,0.09702377252245609
S100B,0.07115675141831182,-0.07719682344871978,0.06056776447199045
IL27,,,0.005032433392141048
CD99,-0.11598412213706466,0.10561731703275974,0.013639649643646336
PDGFB,-0.02506150495381189,-0.04900477014647459,0.024285819355925654
CLEC2D,0.030785571910863334,0.06312223885379611,0.028330139417274657
F8,-0.03082791647957764,-0.005651672204154681,-0.04084822778996796
C3,-0.017236785410829198,-0.07619117773471,0.05083208677020539
DLK2,-0.0703188653674806,-0.007821625196540609,-0.008343506058152235
TSLP,,,0.021216087476512446
OSM,-0.035190410836350695,0.053138556303031055,-0.05949720353400333
PRND,-0.09064460217025835,0.07963150997590807,
SLPI,0.0015070032920045469,0.04930676999073566,-0.034275205207580484
AFDN,-0.05181327797664483,0.026751648888149463,-0.002277147468489215
KISS1,,,-0.0015009306728836862
ULBP2,0.18235327379972507,0.011422882025720192,0.03682161187815498
ICAM4,-0.015313751971087811,,-0.018511153719842546
ANGPTL1,0.007937183397570708,0.022482635891448326,-0.011247483297724655
LTBP1,0.02575519433535416,-0.007068616505844799,0.015871014307338997
NTN4,0.04915020842468678,-0.008310291398597644,0.03494381176066265
APP,-0.003089016345878158,0.015881245495114493,0.03421955760021789
RIMS2,,-0.048121756887306015,-0.028263557019752313
WNT7A,0.08568287219828755,0.0683530201490335,-0.009705578676227115
GAST,,,0.07550648830919707
GPI,-0.03395221668648796,0.10464389096033194,-0.02445591458850468
IL1B,-0.03318570717757975,0.08713802010056126,-0.09900438173272548
SFTPA2,,,-0.018233280195953484
HAS2,-0.015261470793270093,-0.03895363078422683,0.04314159630875219
IL11,-0.01122379646168521,,0.028610039811013902
SEMA4B,0.011922403271590483,0.023403455033335584,0.03449144501923639
FGF12,0.21118716337016993,0.06441804765303982,0.03486870217084216
CP,0.016270402250240342,0.05958514864923783,-0.05901281580797292
NLGN3,-0.02259217005509292,-0.025944487567084628,0.0319051589328464
GZMB,,,-0.026156812910739496
PROC,-0.028591230139800212,0.00593928987993874,-0.022288850033677192
TNFSF11,,,-0.022288841469903366
AGT,0.038360216220629975,0.028155380732647117,-0.029580223275854963
PTHLH,0.021201148888926765,-0.036433838277316576,0.08664588557504294
COL1A1,0.05348430583648219,-0.010382777386149903,0.016341660290017067
LAMB2,0.05214995508797439,0.027617675169524538,-0.03590334016846754
DSC2,-0.03300619607221419,0.017632016137576784,-0.017222544005600745
WNT5B,-0.016498155667547615,0.00520783407629003,0.05172890627504362
LEFTY1,-0.07026354724617044,-0.009566029141248865,0.03427193444688533
FGL1,,,0.05633346282494147
CXCL5,,,-0.00032076118705867966
S100A1,0.030716694348212836,0.02047250844140666,0.07580101761255566
NPTX1,-0.012559844191990263,0.15803033699766178,0.012480730090177729
TGS1,-0.03963362806661885,-0.016674366608893553,0.08058044959934071
SST,,,-0.016897320387149486
IL34,0.0038147349359256783,-0.05572142610177533,0.0005813647011673492
DHH,,,0.05177129975197707
TF,0.046267404927731626,-0.043702144015896234,0.08766443111781619
IL33,-0.02633379034419133,-0.012535974204387335,0.09576231102132987
RBP4,,0.001397553759142679,0.06999560288719006
CCL19,,-0.04243292467490635,
CCL20,-0.04235730545300803,,-0.06350780879963452
NAMPT,-0.07982182215114993,0.041496509344559784,-0.06381928248187077
