,UKF255,UKF266,UKF304,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916bulk
ADA,0.11575895582426035,-0.0390759749456884,-0.037897869825597834,0.033300316313164165,0.06285205593341384,-0.009511517935883397,-0.08276070009430096
LAMC3,0.013538188822914127,-0.047335522384037765,0.06563574945401388,-0.031146755842594027,0.024902843237798213,0.038048877366774106,0.01585644370642373
CCL7,,,,,,,0.008693953446667223
NGF,,0.05855992644564092,-0.017847609491030432,0.046427505646290605,-0.01583991461470793,0.011200922211405732,-0.04183193017535199
TNFSF15,,-0.006698460481897808,,0.019038349270626014,,-0.016227973366858255,-0.04085152520844607
HMGB1,0.04337200356042458,0.06727846859134497,-0.05132749376296728,0.03875382302329629,0.07075152489190979,0.001991891149052652,-0.0524495854206304
ITGB3BP,0.021628238667537058,-0.03434863473812652,-0.02150704250353119,0.04340396238107316,-0.014267967025671457,0.05231270908232888,-0.04124511667279773
AANAT,,,-0.016779377701613883,-0.02048805012097871,-0.021606664825672663,,0.0648731548442601
RELN,-0.003483540123317165,-0.005432144789180242,0.05150234413548371,,,-0.019601633163912852,-0.051199265351474475
IL15,,-0.0164912405724927,0.12564304394154951,-0.034633778624831524,0.05067064025929652,0.0006570575003887706,0.007444975134284773
BSG,0.06365294434784062,0.010024648282878622,0.07921983862591866,0.032952259918028054,-0.04865363282391637,0.008033975504442422,-0.05970958035654473
ADAMTS3,,0.03120687825585636,0.014631293793747512,-0.02453235424991063,0.047764248485942976,0.0265754450282418,-0.029825186165978877
CD34,-0.008222591394306887,0.005903153175605599,0.060561769581874786,0.03838331234825756,0.05646894915236271,0.04214063924147523,-0.05572377385449241
PLAT,0.08709693555569033,-0.02394305948154541,0.0505926539011806,-0.058751425007444256,0.08383437472032891,0.04053592819807319,0.002912433146454379
NTF3,,,,,0.05636064222986874,0.02988997215348996,
CKLF,0.025610044036591333,-0.02672102545853611,-0.014868176423761521,0.009235726143568596,0.1066656461154341,-0.01344834262489502,-0.005048112969447327
CD24,0.029845381528836434,-0.05448196670958211,-0.04114045946872706,0.06837479419125948,0.04294339052488042,0.025709761000605545,-0.002533739181135388
HSP90AA1,0.0248123529328124,-0.02316017908982822,0.09417476955614427,-0.08215762560704035,-0.050320513488714844,-0.010256614833236387,0.03802158334658902
BMP4,0.03807342685810573,0.007304254789814798,-0.02676347152770263,0.06534269916940792,0.0450027331866698,0.023042306989129874,-0.06250302539312616
SCGB3A1,0.02162630571667431,-0.02105136026003938,-0.029536400430125266,,-0.016503174830585436,-0.03370038004291442,-0.0452903366817028
IGFBP4,0.03162932479543815,-0.029084012287066602,0.035699957561797294,0.031118773498235636,0.02580466282207001,0.044480802823529425,0.029078427302836028
RSPO4,,,,,,0.058494136842165576,-0.028419584872968036
LEFTY2,-0.04007101416900649,-0.013751707246800582,-0.017847609491030432,-0.026181991695786014,0.0037272488260133075,-0.03086475016398624,-0.01598596950277628
PF4,,,,,-0.014716188727557119,,-0.022262668944365932
ANGPTL2,0.023290042505730635,-0.053590993171416475,-0.007571772403642201,-0.04155286377528765,0.05266341524677614,0.028916037500107402,-0.05424417125805083
LRIG2,0.08307078209997588,-0.006157626968623262,0.0026766183722513417,0.03423524045612743,0.06563757221385608,0.03459458654536545,-0.07920612730699796
ICOSLG,-0.017411926886452076,0.01882562993336305,-0.03762391748041891,0.0057405520380169614,0.10595197725574772,-0.0038586348190093236,-0.028607732856472404
WIF1,-0.007806072471024061,0.023727177345686898,-0.040883811057090345,,,-0.02109791819693154,-0.04085152185596486
NPPC,0.041081156218983755,-0.010814323627470646,0.00450457716190353,0.06173349523525079,0.03195448904155462,-0.00035721621699125254,0.04301289993812772
LYZ,-0.001339961147966486,0.044364869453647024,-0.010908799996000433,-0.05259185439182961,-0.022594554188491774,-0.03125060039523706,0.024436659979527795
EREG,0.038868173571961165,,0.04113188628914689,,-0.028997918608593354,-0.02826796636639361,0.014063989448185777
SPTAN1,0.006082683518670456,0.041631555107380175,0.07087746467696274,0.09379252714474705,-0.011425223997567553,0.060791905451304994,0.06399266888628563
PTH2,,,,,,0.07615734433514912,
LIPC,,0.035811591144041095,-0.03288237953657366,0.12897522318101895,,,-0.03471729959840285
COL8A1,-0.02799928781417282,-0.019989522218863628,-0.02827902304974509,-0.0034483680813801845,0.013635455926184592,0.02392489463875029,0.025844096458880098
GSTM2,-0.03731651280324263,-0.013945564492649437,-0.010278522058247343,0.0389641816251182,0.1247319854202286,0.019134486294573295,0.05403979361368919
SPX,,-0.010056862029099788,-0.0806779010785228,-0.057914631552251204,-0.018272029307712684,0.019535487509219348,0.030562086387550494
MFGE8,0.0011287675439369883,-0.016430117951415486,-0.00499136238693325,0.07342073760221281,-0.029681428298208256,0.0505935706862015,-0.11907000346144683
TGFA,-0.036030654779157664,-0.045550513323205116,-0.03887330230350313,0.03620112920259989,0.00778892681574218,0.054188444539080914,-0.04191247194178535
SLIT2,-0.0178170717609457,-0.041515629433810854,0.025408166695796645,0.05122831625162162,-0.0528222168321145,0.017659931986129883,-0.00242449965488169
PLTP,-0.0562823967688687,-0.05044149601813721,-0.01213279884269217,0.07506430574610387,0.060064446925484176,-0.012633790317514652,-0.06465979874819547
APOD,-0.015122904508402611,0.04069862537933617,0.05237912595991391,-0.105147654087859,0.037446068881024384,0.028881232854960925,0.050461279095031876
B2M,-0.017588267675766128,0.0013550179110762097,-0.04461192231591279,0.004786304909737158,0.06715609024741039,0.017443113354332077,0.02568493257325847
OMG,0.04645384927219008,-2.7239881038325626e-05,0.02298203282159232,-0.09710146209695457,0.021882653726905087,-0.01515265403143843,0.08253003006117945
CXCL3,-0.013432880866895524,,-0.025846158456191596,,-0.01539013008867742,0.0046987381890972015,-0.06735729124319921
CXCL10,,-0.02254165760323835,-0.0001444426730954083,-0.03309113341488429,-0.019738675255090803,0.04219156666455641,-0.0515660059748398
RSPO3,-0.022426014740398643,-0.005256148118597005,0.0911968515629814,,-0.011662099941639298,0.09313270377138748,0.06928387952850903
CORT,-0.029762376920426246,-0.0065473984773630955,-0.03162875790278047,,-0.015399743536850545,-0.017658252542323366,
NCAN,-0.002033737125998238,0.014912601178863397,0.018813047370284067,-0.01853920814205685,0.016228260416019737,0.04088830521241774,0.03997818481909279
PRG4,-0.025075181559401628,,,,0.10337278244472232,0.03810198094982274,-0.014310561596009687
ZG16B,,,,0.008858073810008806,,,-0.01899233986467874
TGM2,0.06300056541417076,-0.032561184539967404,0.03936071040231537,0.02603272066451057,-0.027296500651198347,-0.01803485948479329,0.024654538700771292
VEGFC,-0.03334558090231071,0.02585729687015226,-0.02074669114167292,-0.029522028210215424,-0.030855473483384847,0.01178105719394537,0.0024324033864413877
WNT6,-0.028239967791133084,-0.01691493151559735,,-0.021659838413645487,7.995189871031219e-05,0.01900361775037677,-0.019624785193341092
NRG4,-0.016809503568088517,0.12374527467424017,-0.02311304156228676,,,-0.02997035545272865,-0.01235986078659985
PMCH,,,,,0.016367874708048718,-0.017255693264496465,-0.037795217353322065
COL9A1,0.2537844729759787,-0.02090380218779481,-0.01810545426702405,-0.04754858536714135,0.04955240665145564,0.008073064777203902,-0.07008543032978343
GDF11,-0.009843402415089988,-0.024766299823178125,-0.012128453393867714,-0.05345434865524899,0.0797505898449775,0.0034853211253505927,0.04822900950860205
IL24,,,,,-0.014481546580281671,,-0.032994179807437955
SORBS1,-0.020383274502786243,-0.003210014703773954,0.05743953144087592,0.03900806493420679,-0.052364945530325835,0.027765048896720025,0.11297496698828689
DLL1,-0.07098849874702472,0.0012731192752492774,0.04270507925319455,0.04016200277599739,0.01042517597956381,0.013735098212609702,-0.015881449990110336
TLN1,0.04236995771280156,-0.029659331783342884,0.0014354026322662763,0.0682785499388768,0.04104593863445582,-0.02813328175763039,-0.04314820899171288
COL2A1,,-0.01832522318749871,,,-0.014530957393262444,0.047797132689251266,0.04720656963541504
SHH,,-0.020002054953003657,,,0.027422430183814347,0.03929994012125107,0.02339736387774266
PON2,0.034425317442925,-0.06107169866561419,-0.06139326622259738,-0.03861362529081412,0.0645983092559037,0.024123124551215347,0.013120087284178409
ICAM5,-0.023971192988715206,0.023465839868625573,0.1402324858206453,,0.019981254860928967,-0.013986621102951326,0.012411231879355533
HPX,-0.022426020636122784,-0.016914932656628863,,0.04104743410741043,-0.01012071298749841,-0.030050571752961375,-0.03493291155611785
SFRP2,,-0.039986848451447156,-0.001692447507471387,-0.056317753472761044,0.06050471415949466,0.05630989256925026,-0.055240574274903295
CFC1,,0.03923859390372944,-0.018859444670014724,,,,-0.026114066610742104
CD70,,,,,-0.02983353024644641,0.000977581162961184,-0.05184540605293013
HP,0.00047284117941772037,,0.05287097082056464,0.03361282511267115,0.09719374564083035,0.034999803708259884,0.040825169301877524
CXCL2,-0.027749600605230986,-0.02614276067835414,0.0018181010719711423,,0.020616581101030918,0.015119811670037946,-0.0934507354176807
NPPB,-0.0448160913371097,,,,0.04478074558593168,-0.010711381612950205,
CCK,-0.06258069830491286,0.029760678262305593,0.03987339912262361,0.04904948013154761,0.014179209683985358,0.04048970897171051,0.07958712646229366
SEMA6A,0.04357141891679573,-0.020465209938992004,-0.011077618490321987,0.07280707352982575,0.05189373665951464,-0.01963662318686111,-0.02901761471025096
IRAK4,0.007179216561571351,-0.04987399846449024,-0.06874675939851675,-0.012546622997930634,0.04610996029261726,-0.016237662348375283,0.06388193915091057
GSTP1,0.021339661918742814,-0.008564171132962149,-0.03612196491261413,-0.043214121646930385,0.04331504865575238,-0.0010367555136710197,-0.022631217761336635
VCAM1,0.16217445437107608,-0.058152029957819366,0.08413450192673895,-0.048612761440268965,0.04032991908081583,0.07235079675726334,-0.054430910927526145
NXPH3,-0.02206183609039373,-0.04763698907301769,0.016244921725523064,-0.0033720666866316733,0.012233789697476426,0.035059768942545796,-0.07586773416243736
MTMR4,-0.0043634169279400765,-0.0005913089460130454,0.020448774916741366,-0.00014696655825572453,0.05271849060131515,0.029222987862249538,0.020789361115814663
LAMC2,,-0.023176192751846084,,,0.002111699495416594,-0.016749341818517362,-0.028419600517873036
IL10,-0.02340227624360444,,-0.036262789467442755,0.035791328872077546,-0.00410796351041536,0.07842967580666232,-0.04943809615225553
SEMA4D,0.07668282394271739,0.017047013059103635,-0.021403592173647647,-0.031063940602004875,0.050782559323851006,-0.05066609853861364,0.027871340454864484
TRH,-0.017320119583133262,-0.0317054775100147,-0.029369465388917753,,0.028307695597835237,0.05842157956631091,-0.04535910713852736
SEMA6D,0.0030284830355719883,0.0015370274707030788,-0.08011454279940494,-0.012576594384142322,0.01406276030818364,-0.011039568821499915,0.046176008217496296
CEL,-0.01900674962271103,,,-0.03148643367500826,-0.006552128509191049,0.02201373883942877,0.054130084463017154
PDCD1LG2,-0.02340226411675286,-0.016275496833947873,0.01412803289031735,0.034590824172479995,0.014680183379191167,0.021586725279480166,-0.04831377937841048
SPINT1,0.0008335481598119674,-0.021051366692288777,0.009825600779576962,-0.015504713082883993,0.001238864200379269,0.021772230774280543,-0.024412697758260236
CTHRC1,-0.02034985835971863,0.009869008971839115,0.0025017615052698285,0.028922311710113915,0.008739544945177853,0.07901520931197371,-0.05669963670941342
PODXL,-0.029901168863352843,0.0034970297998614046,0.011580314153939715,0.0282741869117305,0.05739290812064494,0.07955032356619819,0.047411416071935185
JAM3,0.13415292622336283,0.02707780665065176,0.03467998768303196,-0.05681186704299217,0.06570666255513165,0.01897716013624997,0.005553417148844855
TGFB2,-0.0037857196731263167,-0.05444488286162746,-0.04882282316936853,0.05256374453270819,0.05934190677841853,0.023049941815385302,0.03179122738128991
COL18A1,0.08059817592365824,0.018934689885858752,0.025782062446060978,-0.006494089694781422,-0.04460834442495435,0.036710152321517524,-0.009939633038240504
NODAL,,0.002322215354268938,,-0.034433189155958825,-0.017888121337820435,-0.019154128593328493,0.05132632397895867
INHBB,0.03254770440615924,0.05572105119858991,-0.029566390152545915,0.08595430467829855,-0.05965279218346813,-0.005786808788225586,0.05605620351221672
LCN1,,,,,0.030723490179430487,,-0.019933925060935328
ARF4,-0.07272705994261147,0.0024081544652842543,-0.02194550119444993,0.10021469131143967,0.05227146194987187,0.05729764008997984,-0.05861722666580817
CXCL14,-0.013062307542732828,-0.023822247971570447,0.042811907162791915,0.10806092091831908,0.03519396220874525,-0.05805255008215871,-0.05724165403739941
LIF,0.05210888347182674,-0.02053284896972265,-0.025659334292107518,0.012771443730589367,0.006649217293207873,0.04727601816206978,-0.06845871613042528
IL17B,-0.017320119583133262,,,,0.03573464941442468,0.08512186179810978,-0.022538042757937905
MMP1,-0.023452469925387975,,,,-0.02784401384074774,-0.017255691897951144,-0.040292878665096815
MATN1,-0.02766884323513872,-0.01982222301548599,,,-0.0298791515692777,0.021906945270372565,-0.02053914468215645
ADAM28,-0.044315999445991176,-0.04468080707102234,-0.08776211483974224,0.020531114142781696,0.02787852571764565,-0.035642907618748686,0.12544319454864997
TCN2,0.012873520258633355,-0.004324712259843888,0.015075827661818399,-0.056048729127121846,-0.0022430299118167338,0.015065412309541344,-0.021300891121829858
THPO,,0.011532943062306749,-0.025471332485429675,-0.023492799155645182,,-0.021303685908408646,-0.014333439163455121
CUBN,-0.007082288034955594,0.03186183690000538,0.16714660661158537,0.05857164995851585,0.08433082795821438,0.08421078920060679,0.01773265036983357
TIMP3,0.02766601709630476,0.050857069732305665,-0.015486256314845943,0.04415014195680676,-0.10397994064725087,0.009555605014629872,-0.005912263848918093
PIGF,0.023672094233374786,-0.03989976851052817,-0.027181146689393476,-0.02016012954896356,0.08309803430287269,-0.02480291489678132,-0.03946444283264097
CRH,,-0.016704351644613084,0.00228232657320529,,0.025589670070412168,-0.00736687397685759,0.029842669525865693
BDNF,-0.017443256233765133,0.05449007831564807,0.08067097877213283,,-0.003763242488033629,0.04641390354267368,-0.03821044411326167
CCL5,,-0.02440094651225233,-0.022671042956889056,0.013959140435796004,-0.03812345605873042,-0.026162886891601306,-0.015674200277634685
GAD1,-0.034743705342435253,0.013845928518284383,-0.011704763053201651,-0.010586731915419173,-0.017818523903022073,0.022228158069636367,0.0632204160223017
COL14A1,-0.012556795980969496,-0.02585958636285702,-0.01863870676908234,0.011373434770805758,-0.003486337648143715,-0.006425489654448377,-0.027744108318903574
HLA-A,-0.018557864937667288,-0.008223762316097586,-0.022091465167049133,0.02675587813826788,-0.06547670582943697,0.004927834509083009,0.011424116578605845
CD5L,,,-0.026582170951868826,-0.000661823341860607,,,
FGF18,-0.017320100241554417,-0.02317618937576882,,,-0.009953434106682325,-0.029819063476728302,0.007958771613783203
ADM,0.023449989615820226,-0.03697803645259008,0.013792348050127232,0.03749829646064292,-0.03704150708229426,0.014260128711857802,-0.07303759700575953
GNAI2,-0.0029153658116476042,-0.035086993283119775,-0.027857962635622267,-0.010403201517999974,0.008673631053703812,-0.05417551136347884,0.0068694609583243955
HDC,,,,,,,-0.020539135380172213
COL11A1,0.024328699488270586,-0.021815835441203794,-0.03226637549171577,-0.025065843705594112,0.04078388574920759,0.034196099324233745,-0.006965981214324164
NUCB2,-0.0033404062121299483,-0.04746177197712811,-0.054359306617434454,-0.004654982679483449,-0.04213381132391777,0.031671199942933756,-0.05208639104258747
FGF16,,,,,,,0.004483290803288028
CXCL1,0.013309504525541391,,-0.036266336353795295,,-0.0379781888000118,0.0022979815385139415,-0.027385571021505323
VCAN,-0.0305849009619722,-0.022268072336182533,-0.03474968994133437,-0.022970561456617397,0.01215036261705522,-0.03963673636242467,-0.037444046053779004
MMP7,,-0.020532843206253707,-0.015643226514093393,,-0.02741674000402952,0.08046151056405224,-0.06349740971365082
PTPN6,-0.048670212875434216,-0.058232069408853185,-0.05007832844773584,0.025395895999207663,-0.024031003335250878,0.037704044669178545,0.06862501310483725
PTGS2,0.0342235399092372,-0.018976987800536575,-0.01702270301800997,0.06622590263850195,-0.0784652256251609,0.005918788566679909,-0.04105992981370279
XCL1,,,0.08387662981820777,,,,-0.0365531130544487
CD58,-0.02455982238043921,0.10409223371302681,-0.023855603417095764,-0.03832196221778406,0.02987638483934679,0.010151751320923753,-0.06050958179478758
TNFSF14,-0.04564355118529577,,0.02298734227165323,0.05489215169079527,0.05779436938502233,0.005569416917188868,-0.013241782251785055
CNTN4,-0.019911332236793082,0.0282369128813319,0.028293258139442473,0.06369529946014472,0.0021849798479279953,0.009264553796435199,0.01921934318880441
INSL3,,,,,0.031210033441185305,0.03601097764160238,
BTLA,,,,-0.007453207147582568,,,
MFNG,-0.04270681463926836,0.02873155833007344,-0.010521054689370112,-0.035273207125382844,0.039611719689498684,0.008671080415552323,-0.027667833598623296
ICAM1,0.028361329227246098,-0.020876118700428742,0.048079228387823136,0.011137328886206964,-0.0006371682080072619,0.06819776211437864,-0.020068963972878516
PROS1,0.08233238522724343,-0.02582348844052212,-0.0531302762309717,0.11499048304366258,-0.013742253006184585,0.002750430309635594,-0.04038501273388293
CLCF1,0.06542452698754436,-0.0190873281784435,0.027969358982131536,0.036829088262276356,0.012220238092534821,0.015438806158487682,0.010079216273912195
PSAP,-0.02655013299737976,0.029039354824605037,0.027154863736084202,0.024475186724580156,-0.023141112026546007,-0.005973302408059354,0.10283428911238353
EFEMP1,-0.06581200986520923,-0.05647149823225887,-0.023205213340781048,0.07320724920862164,0.025878454168794147,-0.013668092241784389,-0.03162199780850657
C1QTNF1,-0.01192195247518299,-0.032508114519368886,-0.03193466539423871,-0.06470077180712759,-0.029041590440501423,0.015144303752505991,-0.09620546349670857
ALB,,-3.055219900642002e-05,-0.055950976345726246,-0.04316005509956977,-0.0382581259977975,0.04867650614345185,-0.029079728406081203
CCL13,,,,,,-0.0016321745249136944,
EFNA3,0.0841851464414395,-0.011711339285745399,-0.023294884689316828,0.0668345638230794,0.012048196225592781,0.005778545100332359,0.03593666936859742
DRAXIN,-0.031181525031740657,-0.03375517915798678,-0.02141527824752811,-0.03346719672612849,-0.0005192870303593763,0.007481339729409244,-0.03485212483652254
RAET1L,,,,,-0.016893056980145052,-0.005211361340163338,
NPTX2,-0.010730767495762896,0.011937675562870167,0.012880226610157917,-0.02996327211737406,0.017845981140490373,0.025009120073163173,-0.03171375395449988
FGF11,0.012907876249028278,-0.024956953988667617,0.017544253996981004,-0.010143015651963964,-0.011862554395679273,0.00650915815298805,-0.08135088097149132
CD59,0.010253597685339462,0.07405821536530072,-0.046543440883138304,-0.030956732632296768,-0.0186401644781153,-0.013639353909630041,0.04070769538776906
COL9A2,-0.05078895059856536,-0.027609100471854792,0.023809219991405138,0.047932520654304214,0.01512976666766348,-0.02579913605994009,0.02155697796573376
DLL3,0.04240762522074962,-0.00786772201180013,0.06591472261623302,0.035989693681461356,0.024199459314393455,0.01096195286357359,0.023620517435325894
FGF5,,,-0.015044911253789546,,,,-0.03471728914164288
LIN7C,-0.007954970187866074,-0.007978103171709251,0.006878075201729878,0.053701645650357684,-0.010612729237931029,0.041633085938975564,-0.0006228832635808015
GDF7,,0.0526390298640034,-0.027654886969312623,-0.013134350181196203,-0.01448155116832885,0.05249479574648026,-0.03139680645481716
PSPN,0.021159780504355703,0.0572478542977274,-0.029591696027426884,0.03706333952901111,-0.02841127097959067,0.020536660706751884,0.004444868040070414
ANGPT1,-0.020349857160553493,0.0014947243670740504,0.013401282074959265,-0.03587766492725676,-0.024049717964268753,0.0015311016539384147,-0.037616205977994165
PNOC,0.028486968315437133,0.09371844049336951,-0.0019048575637155487,,-0.015399745212295715,-0.024013730336260083,0.03291656936679951
L1CAM,0.11807272356861022,-0.003911614170836858,0.03896734431668638,-0.04546505081637169,0.000512615968720754,0.044990076059132175,0.10797065697081622
APOA1,0.015231529710703563,0.026097624082847687,-0.02578172592184886,-0.009726850757601345,0.03782674635087023,0.0261500668208492,-0.029185235737975546
PSEN1,-0.031222897518586333,-0.02075088403892263,0.035493036367241756,-0.03434428280431782,0.03577645506134863,-0.0636556841353194,-0.0419252975577222
CALM2,-0.08634309780050885,0.013272755094815878,0.07477979906329464,-0.01028445635416941,0.09487092705468056,0.039041503113611306,0.11478712651894375
CLEC2B,-0.05697679760980486,-0.015325816965371934,-0.0017619727796357777,-0.05115010846020556,0.0549855677197162,-0.034323321205626325,-0.05123323209293224
NTNG1,,-0.01650437052961935,0.03182659970474232,-0.026182018306836898,0.08191844560813244,0.030411747087970422,-0.07210882815791965
LRIG1,0.03575055305665403,-0.04887209022923281,0.019375417208572096,-0.00959606495249004,0.013944760984379214,0.03158947877989466,-0.060736288402675004
CPAMD8,,-0.03907597327394034,0.08230542598481032,0.010282109736147724,-0.016268853200039006,,0.0666695629002554
GHRL,,-0.020879823897261698,-0.01677937784805849,0.019882384072748654,,-0.021910262985988246,-0.019624791958746404
NPY,-0.01601512028051103,0.047355029604383446,-0.008941205642361885,-0.030377144537109973,0.07607301517861774,-0.015488522343253442,0.047824216149293976
MMP2,0.01039491468659127,-0.0026786604448612,0.024459999787685257,-0.02543432063953261,0.01157986000729345,0.007943221825267651,-0.01569169048046687
PPY,,,,,-0.06704049691713347,-0.00218876698247571,-0.02563546862736265
ALKAL2,,0.02953208408055899,-0.036684496332867876,-0.042085693103774045,0.048647309347480835,0.033614727597439394,0.013517229828623507
CSF1,0.0026801027859492425,0.00031312012605733494,0.029928644925799858,-0.03775083188512828,0.03696539620773362,0.006786841369783716,-0.06226416153600091
SEMA4C,0.0472249566820314,-0.054970006862906366,0.024526781263385797,0.07379247384530375,-0.031164206275133194,-0.015419522421218258,-0.025663376718073873
ICAM2,-0.03461412467987474,0.01727806131080015,-0.02724512292581877,-0.038002964383923594,0.053812643085985885,-0.009128686264798824,-0.019895545677702634
SYTL3,-0.05142256119223299,-0.02697682445813475,-0.04280971873909247,-0.001271305332732937,-0.030127586137988716,-0.006063143958635044,-0.019265095208263066
IL1A,-0.0007749074513413687,-0.0010608058081370529,-0.03711077116466179,0.080418527797188,0.10507738946227314,0.01328612918075077,-0.03527618024320451
HLA-G,,0.03389173719306258,,,0.03404873279405803,-0.03673627539475372,
PGF,0.043483669408818655,-0.01746715264075268,-0.03586571564159422,0.02429736801014838,0.015413171876555564,0.09101279051229974,0.029804359588330838
LGALS8,0.03886572844015969,0.020054374306111806,0.035176494973697486,0.032657143995563576,0.00865308466317459,0.042185752693353736,0.0031163962954228273
DKK3,-0.034553874293099834,-0.004769296974463612,0.047959002664280805,0.011668589201753694,-0.026733464458287236,0.028987552517086207,0.11275204217944174
COL16A1,0.045585332063034466,-0.037032026814071,-0.01603354911591695,0.02830713178157146,0.0038713762097216426,0.0075224992034416014,-0.009160691350372157
TPH1,0.06456088911624203,-0.016057012710485766,,,0.041970946998741404,0.01897095991730113,-0.001500818518337609
TNC,0.04165104550394823,-0.012672902179322309,0.033381330100971336,0.14810411181814032,0.02537090451844873,-0.0019199884933908259,-0.059887348998079036
TNFSF9,0.0134226063650363,-0.050161993911762376,0.05450309937341365,-0.013203933175908842,-0.03638074006273098,-0.031303796387851274,0.031697078378051635
C4A,,,0.04115507741706614,,,0.054863725687618874,
CNTN2,0.07669343755548555,0.06228006387943529,-0.012446019581990445,-0.09196705132217718,0.0018534366932485777,-0.012808724607804745,0.049792396165506285
F7,,0.03831512151588646,,,,-0.02025550852663249,0.010987803808470918
LUM,-0.020466627579824166,0.021449687550094503,-0.005287651268018108,-0.010862565572566802,0.056156200542773455,0.07944034264350729,0.047797210140188444
BTC,,,-0.022065603552083906,,-0.024678012574805158,-0.019601646550930114,-0.01080782781829785
APOC1,-0.042624485288844965,0.01570331482350741,-0.06822229847226752,0.01900663947980655,0.09682945756889862,-0.10277071235975933,-0.01480457823834616
PKM,0.01900914466122451,-0.008696206557924163,0.0715775811086881,0.03262677844217318,0.005078953141408436,0.019991288795657796,-0.023017105594030175
TNF,,0.04684249192290732,-0.05660159776858343,-0.037563270694064094,-0.016893061587730147,,-0.021416985791823346
