,UKF248,UKF255,UKF259,UKF269,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
TAC1,0.0094379467110737,0.0019659995154111976,-0.0038388602185897703,-0.07549332375840075,-0.02061484502788306,,-0.031240382507447536,,,,,-0.023321807337079642,-0.026339443138698078
RARRES2,-0.04454908579827352,0.057606424342344385,-0.04410576845719714,0.14637997435734235,-0.05524234461471528,-0.07237394448024441,0.05045602525967276,0.10797250695879623,0.14930845573467447,0.015937644804478766,0.01762169551938373,-0.060776153347410294,0.07537468703691758
FGF7,,-0.03809987548009408,0.009370422344904174,0.07570700569175463,-0.02337968607312856,-0.02043331527283047,0.015609332494776664,0.07864008097425991,0.027382267763187144,-0.02260461467410699,-0.04234727202667342,-0.018119566940143026,-0.004131166222925409
HBEGF,0.004700925806077808,-0.05903984654783519,0.02560283978373122,0.07881520756188075,0.01659663795917133,0.0660071655071871,0.007159082014934199,-0.11162188539531889,-0.0525288205753471,0.006752217711286415,0.010636429732849827,0.0032236893024071124,-0.011647231036966403
CSF3,,-0.022426012133201705,-0.026581756810171744,-0.03253357741073625,,-0.013524354396415934,,,,0.028788810361604134,,-0.01937940619822232,0.03919634997310056
PI3,-0.007391103131392527,-0.03296645520377408,0.0014211005857411453,-0.025690753788641944,,,,-0.023747477237459364,,-0.03309008443487293,-0.022312464542852597,-0.08402214147726848,-0.02705628558347555
PCSK1N,-0.018913153398766917,0.04180664661563019,-0.013214408933940304,-0.02656379314423721,-0.03122275913747031,0.03875913409562074,0.004769727878527697,-0.05272712785487267,0.07505880440438527,0.04959805099516099,0.00233425209986303,0.0427241746474211,0.06837125411390031
NTS,,,,0.03345863700636092,0.007146494242207297,,,,,-0.031943937187313344,,0.024016275136092564,0.1985363793729309
SFRP1,-0.0032989610453794185,,-0.0256439983069471,0.018117052707988367,0.042354914309628476,0.08851752268923485,0.0032573772242451217,0.017643112265542524,0.038754644209737274,0.08082220276601054,0.0007493009101305383,0.047193447127661624,0.037453616856908
CXCL13,,-0.016283938317078892,,,,0.0546905220158535,,,,-0.0008847472790774842,,-0.03161184428368165,
MICA,0.033639291263024625,-0.005871417342474979,0.01813947318995409,0.10669029046334856,0.02090590008626688,0.026853134283285205,0.05563421148700462,-0.07255077500022154,-0.03000886672214307,-0.06301815421847161,0.05325331107188637,-0.043214132695286976,0.0011382000487860288
TG,-0.02972259318626089,,0.09645345567212582,0.05763792047057702,-0.013458709756473591,0.0419778796787492,0.05382476858471712,0.008631453393911965,-0.06644828671443047,0.02953449548945738,,-0.015949549096348537,0.021198015359631506
ADA,-0.04518685877170609,0.01623192975997413,-0.024919148363230118,0.13498325203688602,-0.02185802699467212,0.056498878184090925,0.07684948294260988,-0.0036304074539927618,0.009151183678769582,0.028903604292562106,0.04753400027015492,-0.022698345712087696,0.03376244094467581
LAMC3,-0.005857642523692383,0.00811043594019267,0.005407789816127729,0.19567276479492976,-0.008687800451938716,0.03584429541061058,0.002727271441421712,0.07301407236505096,-0.05124118396430437,0.052648798661552684,-0.00683758388448333,-0.0367146189010385,0.06191723646382368
CCL7,0.07435217828935359,,-0.02000821227940372,,,,,,,-0.020522389647846986,,,-0.022105393805445777
NGF,0.0011611617098863036,,-0.04584392466946782,,,0.07123502152347541,,,-0.06865047572838216,-0.02370171710175014,,-0.03327020548266191,-0.06618288280750975
TNFSF15,,,-0.022280122962243066,,,-0.017583080695024216,,,-0.04681619790804205,-0.020007025441047033,,-0.012034278545742414,-0.018944149624625296
HMGB1,-0.03809628414982293,0.01800367326018174,-0.04443368377495788,0.12558608030970306,0.05447980776293384,0.016533341745226044,-0.07095176923996165,-0.0849188718517856,-0.04850771449883347,-0.08789425038036044,0.00045549021973186895,0.06271338989248725,0.003711945887160307
ITGB3BP,0.020928673161384977,0.09014507539484787,0.01245252540870195,0.12239081991547225,0.012891519825493913,0.0578157839524667,0.02274521830566399,0.1083253882479125,-0.06444148548619251,0.06695582514489194,0.02234241163013512,0.015328584925351442,0.05130455227166106
AANAT,0.03716317673672682,,-0.020272635392816915,0.05401263027915196,0.0027627493218874465,,-0.016607732856974384,0.08367924623889697,,-0.01800392641974345,-0.0324832312112529,,0.06533111743873248
RELN,0.014304169888698873,-0.025255116190196655,0.08327985552138235,-0.036330345543322325,0.01562764009630066,,-0.018386193744884368,,-0.031816358234646853,,0.014307599030660213,-0.014536104300475455,
IL15,0.08454966693617579,,0.037056206061441874,0.07769158946093317,-0.024460809796981193,-0.002796009231066204,-0.015402904627917678,0.0420991658199839,-0.04752406594932132,-0.01935855997060746,-0.015295542241998887,-0.029355309173863732,-0.0381591762006762
UTS2,,,,0.14334018472324853,,,,-0.09508848620658557,,-0.015331661010366147,,,
BSG,-0.06524524809799874,0.009351789636215446,0.01227827710460158,0.002866307541195906,0.017728036123775492,-0.007412050074215102,0.10072104456409994,0.040067485223428775,0.040080440371683464,0.08139950664613672,-0.008351681744246149,-0.015462160966178152,0.040750372033891244
ADAMTS3,0.0012297338376059106,,-0.012048494712151796,0.16757531988990787,0.008920253751297845,-0.010506537279627892,0.07980753340201069,-0.07970270431969664,,0.028678922595485785,0.04966894266928351,-0.03384256479877837,0.062157677294045456
CD34,-0.05888375877508664,-0.03718479590288359,-0.0046071156768273,0.11027891473248178,0.09186603281129316,0.08531082943153394,0.012140859895768475,-0.02682024578895966,-0.008713128887154139,0.01371304232519128,0.029977517217446535,-0.017738231963078162,0.012441581792362663
CCL23,,,,0.11019233935570945,,,,,,,,,
PLAT,-0.0039660317905930624,0.04801740452127756,-0.01700127210595506,0.15456855819431636,-0.03825472518958368,-0.03507621194517646,0.043024443167248586,0.02803027909805251,-0.12087979810431404,-0.019089837612504237,0.01918233672593455,0.07121298336668153,0.02415569756310093
NTF3,,,,,-0.025043410446128643,0.024643228227879167,,,,0.06144854652818694,,0.015537025755066408,
LTA,,,0.05450678265440936,,,,0.006637200152430646,,,,,,-0.005259011948114968
CKLF,0.014735160409402816,-0.04600311916594431,0.0033719107054960016,0.14908185486976688,-0.007852034390551292,0.011005148991309922,0.033058758244747036,0.029108192750536405,-0.10006791323813778,0.021060371391710936,0.07260094133881104,-0.026246499222180687,0.06027217605942473
APELA,,,,,,-0.032413466908438444,,,,,,,
CD24,0.019506169472244154,0.013535891790011486,-0.034253354026596336,0.038105001791834535,0.026214421471426594,0.06979507041304718,0.028613268367274097,0.03165842195784514,0.14702134002900116,0.0045819951955698756,0.04018163991503213,0.04154828985426818,-0.018100506065678913
HSP90AA1,0.04925583866434534,-0.0021086577347824587,-0.0036647540895445472,-0.15503282409991048,-0.023918973334126983,0.039140728759782965,-0.06661997533163627,-0.07341138732771893,-0.02711274308467354,-0.04309784238213105,0.0363855146507799,-0.05112817004272314,-0.05373639333683305
BMP4,-0.034771723491377034,-0.0598474113634131,0.020342969036549835,0.023358983460217742,0.060771146398018006,-0.01861275647605591,-0.01312486724328047,0.026085623942585033,0.008832629912571327,0.06753652890421011,-0.012383021549172315,-0.041701627014683315,0.02683327037417635
SCGB3A1,0.00019097285290692412,0.10779107605671896,,,0.008750288971202091,-0.026139201838704315,-0.01074794448119744,0.09918240314741571,-0.04464147500804324,-0.03123594462567896,,-0.02499139919480453,-0.018163086932318828
IGFBP4,-0.02055175465766595,0.013204816162459014,0.01650173080935314,0.1370467791128491,0.029527885503290784,0.07083286601170981,-0.045296160434854064,0.00040577664591478845,-0.012473224355892676,0.04885078549989645,-0.06114188321788996,-0.0014878527252016902,0.03457459021473613
RSPO4,,,0.06872589977633091,,-0.013086268138020487,,0.04193474155188415,,-0.040818102597063026,,,-0.016830643782214057,0.08222498684247188
LEFTY2,-0.013819181034382512,0.048849613193853204,0.04014712973000953,0.17020256911873025,-0.014349253061915325,-0.019881011057419653,-0.019014716096342907,0.0052368982751304196,,-0.017421184833918545,0.012978640289600118,0.04212905724617076,-0.03280794965681739
PF4,-0.019176649508852495,,-0.017456771028493467,,,,,,,,,,0.06437794131698066
ANGPTL2,0.023253792927898125,0.03749740424793087,0.017198896330527114,0.15786724831062857,0.05538580491201285,-0.007399875945918494,-0.014203720253548505,0.021411486032390768,-0.008609362810946633,0.023035863147695766,0.020461943829980758,0.06673264981971305,0.03780030617046717
LRIG2,-0.05635893788259037,0.03630632494396681,0.023417894691071445,0.08927784447262678,-0.02103648220626772,0.023446485303450483,0.07203801638531132,0.036788804696723486,0.050780224813014044,0.04937027230752933,-0.011001484895431641,0.00020679153429733061,0.08598359962759199
ICOSLG,0.007523814359635801,0.006327995360747255,0.032537324266267265,0.010646481441559181,-0.024835293171360434,0.06370685944457828,-0.00132170770374785,0.0901775902713824,0.05071233368084875,0.030761709605810646,-0.03605090773329262,0.03579923723656003,-0.0050320891356206284
WIF1,-0.034505268165703214,-0.03887201992127558,,-0.04940242334770099,0.021706198885170044,,0.007924593562518924,,,,,-0.015645713643805206,
NPPC,-0.0012416715691657596,0.25357879009199785,-0.027079756817097296,0.012458584805898107,-0.018186710224102787,,0.13486396909467335,-0.04437326741276337,0.10902009633208849,-0.00014919160215760973,-0.030817113055990896,-0.035834691503935645,
LYZ,0.03843017672836395,-0.041046597361807026,0.027564517423408555,0.16693471862079567,0.046625414576372606,-0.009935517834361437,0.013661365285265754,0.10394988537153355,-0.023155468006625844,0.038616150535311,0.009502114569254004,-0.019475015772936383,-0.010465218920340148
EREG,,0.005202629754182296,,,,0.00912302942671026,,,,-0.04165677110235456,,-0.020962850596588,-0.047538003327747096
SPTAN1,-0.0048313468413077485,-0.0025896042120312963,0.00563373068443782,-0.020766272119700314,-0.014672364357238205,0.03895534570099952,0.04170077172152864,0.03936156131272664,0.04486434830419725,0.01792298070932114,0.012719686642491767,-0.021948064855314878,0.0595777312216954
PTH2,,,,,,,,,,,,0.0009808414530400955,
LIPC,0.02157866244704856,,-0.0023835453092734865,0.11565422147358362,,0.02321417755345431,0.0031119888782913394,-0.04565025161903635,-0.03359633908452542,,-0.010009890424715907,,-0.03979921210909158
COL8A1,0.058784571760046866,-0.027999285432368865,0.014104060784099757,0.04647731444737327,-0.04647907077226995,-0.08749577271059457,-0.00026077511115782875,-0.0009774678110025363,-0.0024440968727120153,0.029630029543969087,-0.04717970305068601,-0.04861971736363985,0.02864046200758064
GSTM2,0.06788666637598403,0.13896100874939213,0.023612088186690482,0.030593531358450464,0.0009071199771952995,-0.006778746484090898,-0.035054798737055574,0.015032881128193998,0.05827375476382516,-0.03158191686787855,0.021347653211699846,-0.012119782641827167,-0.02416490919511721
IL4,,,,,,,,0.05400882455174902,,,,,
SPX,0.009608063995784217,,-0.010179339460404667,-0.04928572805705953,0.0027284186246432037,,-0.015754479975798926,,,-0.02069161859461402,0.028368452149884812,0.04615389538487754,0.07605074188185691
MFGE8,0.005922202661031246,0.03674682681474313,0.054461977151766594,0.08090618498632532,0.019942517905583133,-0.05011119032596849,0.032656895625198884,0.034995799065078756,-0.06063488238132663,0.02556210356440976,-0.027015639893912834,-0.0021668007906943923,0.04263705453353142
TGFA,-0.0010608627376025358,0.0012737290087151444,0.01372916690435885,0.05972858815330233,0.009821735289310912,-0.018305697223653054,0.034832500645492814,-0.11420422064285123,0.06695934328199288,-0.0006282584524794269,-0.002803160098610345,0.04766387511271152,0.051980905516950573
SLIT2,0.022314966019783108,-0.01781707024530815,0.05406224625445805,-0.018547480186368214,0.018926853889054417,-0.03850435993037827,-0.034647056063784785,-0.022905413420524396,-0.033991530212769946,0.10232210083022529,0.0032261740912675617,-0.03776942320456058,-0.030220065062701265
PLTP,0.021672511157590064,0.01537289387222314,0.03148536566618655,0.10689086523364891,0.011068155268658593,0.08102770570016492,0.029834381484968354,0.023901166094827436,0.0031181812282831543,-0.003958381896827521,-0.05999711599608126,-0.06777117963659027,0.005615377311307852
APOD,-0.011223861905988487,-0.01796598447070419,-0.06646875269330374,0.03810803428786649,-0.015984813381397074,-0.023389651082129443,-0.05804769494222352,0.05130027520933484,0.0021689086990156004,0.04480431781829944,0.061162799436022666,-0.041638621988438033,-0.024182408112001053
B2M,0.01312388508385939,0.030482012347197357,0.06427343454039694,0.17309479841520345,0.042260473808925655,0.022079253989385633,-0.02897371382476495,0.09611665143503359,0.031994724659409175,0.03944172120425114,-0.02406560097155255,-0.049627189074921925,-0.03333454105042149
OMG,-0.016914544308485966,0.03293714952468493,-0.011761651262690897,-0.09144662362442556,0.0051712594281150956,-0.014722921100610747,0.016028116267215148,0.05934894950156537,0.06042643308944164,0.12246593122953588,-0.015985878709834173,0.007071353802011304,0.07260455167328259
CXCL3,-0.031801630323559815,-0.029733878517827293,0.01419712312973613,0.002225891000012522,-0.01399954077566621,0.03013354227407585,-0.011092881957794109,-0.03814762261188408,,-0.0150614423731129,0.06406391604202034,-0.0472132829260837,-0.05017526327335869
CXCL10,0.011432003341634673,,0.04330949251546782,0.13826378348796886,0.0988556273133997,-0.02006148823576946,-0.017627931866674315,-0.046184728114413834,0.004814703249916555,-0.02119200007937206,0.054851916510811276,0.15738613110527971,-0.013251608204908066
RSPO3,-0.011741905943765604,-0.022426012832694027,-0.006036070863733275,0.014204689241719016,-0.008921651832330622,,-0.01159184785153771,,,0.07460633371359843,,0.0015308737041103684,-0.022432652213683978
CORT,0.02046766358981711,-0.029762374388642314,0.03576386396854986,-0.010918265857129683,-0.03385587938999715,,0.034674474818210475,,,-0.023400955187414984,,-0.027991617881269772,
NCAN,0.01233782668667558,0.015009424519144108,0.051553424255956555,0.09051376554036984,0.028128514634464113,,-0.0003979178158879118,0.06089778148127962,-0.07220871077498713,0.036737285198451396,0.02933154756800907,0.021695703442727678,0.08523125746063753
PRG4,-0.027801307302707384,-0.025075179426341423,-0.02000821539738659,-0.041743867717732946,,,-0.013552786341584409,,,-0.022477695786873683,,0.019672774278369262,0.01930969853323781
ZG16B,-0.02563502651580197,,0.03982951824603388,0.05955694241840029,,-0.02622666429426698,,,,,,,-0.02797110311109786
TGM2,0.06263099411305029,-0.06388278921539846,-0.022134889284783577,0.08066928162514282,-0.031220501751778106,-0.0375327160064095,-0.04622010845708649,0.10335693930652881,-0.06485399118547434,0.0930134979474033,0.02254837705653465,-0.006660296198646168,0.053573596086209374
VEGFC,0.003747570702256467,0.04321413375321252,-0.035659997232612206,0.002791454655996424,-0.054396863972794966,-0.016768484008242053,-0.013831158673798175,-0.02707840137840002,-0.052603424138855964,0.006703328013803765,-0.03017211554777058,-0.028725141101299777,-0.03657455603659279
WNT6,0.10161257675821407,-0.006303304187439866,-0.005998992925897404,0.01748926805786008,,-0.02932677167139485,-0.012071136859489505,0.03357252301172671,,0.07525961740218948,,0.010598990163789016,-0.020553700792140916
NRG4,-0.017026604702274295,-0.016809502138161358,-0.0009056564967928409,0.026882368807270504,0.07918480731859227,,0.12659434965420485,,0.02713369866505438,,-0.02422777297904433,-0.022225301797058148,-0.022432654727849086
PMCH,-0.019624078221885773,,0.020256672910796185,,,,,,,0.06328329831063685,,-0.012796411144532505,0.06119086669021392
COL9A1,-0.051425190991654615,0.047312804752101166,-0.025432751810512803,0.17208595360385306,-0.006200792427917266,,-0.018386200797158483,0.015141904790811638,-0.012111845791381888,0.015558271262990893,-0.009113877964813525,-0.009348069934324762,0.06395553649854246
GDF11,-0.03931703620029791,0.08967858292989282,-0.022159870653928392,0.11981039530685024,0.055153058921213194,0.08310623946249937,0.03747712742542758,-0.07228317079922837,-0.055668847350363065,0.028630345538677524,0.03920142383209507,-0.014843350328471928,0.03714052106462511
RAET1E,,,,,,,,,,,,,-0.02460846284813918
IL24,,,,,,-0.016538444720701873,,,,0.012468041425409646,,,
SORBS1,0.031586466233667294,0.0006011956446734266,0.029455508377184754,-0.06853810049387156,0.009777401351757859,-0.005351584446542092,0.017609575782908567,0.07649758062903399,-0.025235840120866306,0.01960550635782462,0.06548073564655948,-0.027911024299221057,0.07587368951020906
DLL1,-0.011997010560637997,0.023652439570269683,0.019391861542101978,0.13561600962129666,0.04572122784879276,0.043152238897980894,0.08475247058551946,0.013228448534601811,0.08898479083733193,0.06217328610414273,-0.030134318511120434,-0.026657381669982456,0.03501050760346643
TLN1,0.03712467829989321,-0.015932769511912984,-0.01987744728740418,0.07720002294776111,0.007171020800244043,0.01946321152566687,0.05260514856978373,0.023401560224516255,-0.022433598107753226,0.060743778437370735,0.08889154063505325,-0.030737871389550447,-0.0477403897139822
COL2A1,0.017983882954215897,,,0.08717408115433466,,,-0.01126155258928703,,,-0.03399961237489305,,0.08645263836969795,0.02995965182988245
SHH,,,-0.020791820868057337,-0.005401783097402695,0.06077720465500687,,-0.010747943541760183,-0.011782144536464593,,0.03345579549164133,0.003825094853627654,0.018018685913117012,0.06999377743738676
PON2,-0.03821057019686437,0.07401980788891796,-0.022054406438997733,0.09580453205182625,-0.02987242496258549,0.044954097114343505,0.023145237107232677,0.06693995810468921,-0.03366399556951891,0.043675182291680784,-0.05628976269325065,-0.05519494867204735,0.09536352557987741
ICAM5,0.023756693449517977,-0.023971190949567546,-0.0324055285468847,-0.03750516520761657,-0.005843732429400389,-0.0156556699857564,-0.0209901531656778,,,0.0016254989025415289,,0.009596910530421124,0.013036406855693074
HPX,-0.046194437195971556,0.0015102739696863157,0.028950898522421473,0.03947213768142901,0.0745977622315776,0.05883294108033981,0.02332136969348538,0.1344311241209954,-0.04238050517638258,0.05400984048606456,0.09046499500121402,0.03682570184717118,0.004922140160471393
SFRP2,0.003731235713507647,,-0.02367963076199423,-0.030750623541385084,-0.00490769280815201,-0.016321984089517797,-0.021084714684881524,-0.01704330641674906,,0.06632529142203283,0.09286780882270737,0.0191656126531741,0.045428272789064576
CD70,-0.028119388498884377,,-0.033051491086764286,,,0.018921919913019246,,,0.06868290620480505,0.05824509928590469,,-0.03236565559525982,-0.02239226419034454
HP,-0.03832885784876111,0.013771940833975493,0.040692613962014554,0.0408483732504414,-0.017927011513196388,,0.07940340994665518,0.07586816217227668,-0.017305969083169493,0.009233932558625136,-0.031029539156424764,-0.05922997839531198,-0.03355679791722055
CXCL2,-0.010951924112450337,0.04064267110723103,-0.005293604779868347,0.03521480371004895,0.01285873625816042,0.0934519114426459,-0.021272763478165688,-0.026347736185803463,-0.03209424728322337,0.017571803288114293,-0.009590998951857265,-0.04747030760859643,-0.016589427370014277
NPPB,-0.023849216607460075,0.09690973019153658,0.008712381756712385,,,,-0.01383115967977801,,,0.046899925070356376,,0.0982471114153228,-0.022755429891701425
CCK,-0.03452085335248773,-0.007583865204393481,-0.003924802539812657,-0.10400689078772586,-0.006248986998250421,,-0.059805506559455754,,,0.061101727960441284,-0.005940233010444406,-0.008499926216390619,-0.029519935520878667
SEMA6A,0.02042704217661869,0.05032940087499232,0.06758267249162207,0.06180627076288082,-0.015692581324863755,0.006236770020041146,0.06034867648300216,0.004299022318207047,-0.11243615619999159,0.022959669376310783,0.007314764075697706,-0.021604740327080495,0.008056890965060048
IRAK4,0.007390267819277273,-0.049297546802262254,-0.0020881370190545196,0.07345517532510686,-0.022858791736148115,0.01663847326957181,-0.011164210771396517,0.013757162390291152,0.0019628401040925315,0.030708014006810055,-0.036930324801796005,0.03787028398980637,0.05914919161726592
GSTP1,-0.01752828228608072,0.05104605352281045,0.005650676163046964,0.14777582187682672,-0.03008502658495483,-0.03784670096864733,-0.03794090182512144,0.1286349365838013,-0.03954566885425431,0.030244096954332413,-0.01770056198702635,0.027968176661744747,0.04902920138146047
VCAM1,0.02678953811114512,0.07840413897843487,0.04165488765705248,0.1023520600687672,0.025887775808583275,0.046109448069911935,-0.03741905072172876,-0.034328905899951495,-0.017446263094500966,0.017110950299534862,-0.029995929825837205,-0.03600345091712349,0.08525714404975877
NXPH3,-0.04297046213292878,0.005591261241032341,-0.029895854790627417,0.02471254718745762,-0.04026327256142433,-0.006468026513458083,-0.0012587255779241697,0.05461858949520264,0.008795949661106002,0.08577746091627103,-0.01973694483989201,0.019316125047716935,0.11402703241232948
MTMR4,-0.02360259234528376,0.0037289802694010373,-0.06557356953429277,0.023548738043176604,0.0349174747351131,-0.02424266690726781,0.053472114449107086,-0.03755553403972558,0.03343275710529838,-0.025214225590756124,-0.0023238819735245074,0.0108496609849632,0.015315452479069248
LAMC2,-0.018719141287298787,,0.026251887751368056,,,0.04227290858920042,,,-0.03257769968119764,-0.019120272351918148,0.018868563942048767,-0.012420912972012909,-0.0031596977507967307
IL10,-0.030571692208142754,-0.023402274252852587,0.04743978708963929,-0.009665218424292969,,0.16779811775912132,-0.012380854298431006,0.06709598029965279,0.00831118079145436,0.07818497766132136,-0.0003964385649161472,-0.006436247699323305,-0.010426601362304578
SEMA4D,0.034498068165338076,0.013306409638317656,0.035953149010363394,-0.05696152929814031,0.0019292507795917546,-0.0049140484920789625,0.009714729288745496,-0.020509172027671902,-0.006427595623146967,-0.0027077021987798647,0.006786154050901467,-0.01604226584102812,0.03968922273557625
TRH,0.11115000182185716,-0.01732011810976974,-0.007140389747479006,0.05668573472581523,,,-0.036994173701561175,-0.05944850424213204,,0.07175693368893896,0.005188102881438776,0.0015720668659719962,0.041936443722703956
SEMA6D,-0.011521413304267609,0.03629477745802481,0.022898013954529083,0.10706608811437147,-0.013487590145706637,-0.02228607579773329,0.0015025556958490817,-0.10363580422035858,0.015704424562800006,-0.029310497521925497,0.0410983403404651,-0.0211528428948437,0.03711518507440949
CEL,,0.062387562954604,,,,,,-0.035031190472776114,-0.041026726920673655,0.1225777198325046,-0.02261851136468017,0.05852197799638138,0.03727022656276271
PDCD1LG2,-0.004887432848472729,-0.02340226212600204,-0.012088334514663767,0.020686759157672378,0.0404434351607157,0.008338681660801345,-0.021178921871137988,-0.04431949910790069,0.09967445612220877,0.08238107037830428,-0.015349446969706868,-0.027662950135248696,0.022615375070326616
SPINT1,0.017034074279718387,0.1182047319930243,-0.019165700345933546,0.04163389405728081,0.030994173277216347,-0.06030579345789198,-0.018172428741066532,0.010123677717738729,-0.005392362288077089,0.0342588456056027,0.021765549779534724,-0.00829731541134721,0.04922454441113368
CTHRC1,0.009287669318825806,-0.020349856628625557,0.029213083675197697,0.05392006730532478,0.01716694321135375,0.011147824327162988,0.01971064212807018,0.03099185070011905,0.011941862237571953,0.0818083932692917,-0.08576352001081462,0.014562990493761358,0.05620665820134394
PODXL,-0.010828739030896638,0.004134664762933217,0.04546569756615361,0.14242639964814008,-0.0202139400838,0.07948089729616155,0.014672277415683567,-0.03255653730749895,0.0009967288125629294,-0.020905554437238467,-0.025086382929197033,0.0003532376397392228,0.05540300870924083
JAM3,0.05253827663597771,0.07881368170337179,-0.01746358567685194,0.10232557735694887,-0.0005975639770434361,0.0780929719837357,0.02966697371144191,-0.07753116341363518,0.06653132845730549,-0.06412666603305961,0.09538029079113981,-0.04072674904475059,0.04233035190613598
TGFB2,0.02038965094758457,-0.014933614230335545,0.022663630569137894,0.13621785107121023,-0.0009482339292408425,0.045838752463848935,0.008427574401100969,0.07163651314158136,0.11333122293905853,0.0455538234627389,0.02248502151529498,-0.02728595206368057,0.005425068661350063
