,UKF259,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH916T1
LIPC,-0.016255427090461717,-0.0012981157169355928,-0.05070706634152162,,0.08079877240534503
COL8A1,0.0016937734662658462,0.04308684630215482,-0.09602059751773569,0.0343547339991841,0.08066648383968429
GSTM2,0.04471434653550931,0.10662290602781488,0.08875670780775768,0.04952115746458318,0.007567265842953502
SPX,0.10046459622639119,0.011599343381770879,,0.005098609440049271,0.08504828597163017
MFGE8,-0.0017606504722129785,-0.054584258550519515,0.0399212153432938,-0.09920894184651093,0.025025896710239103
TGFA,-0.026054280853891897,0.039030244352853655,0.07291851569242587,0.017311260344534042,0.09734046063186123
SLIT2,-0.002087411933319871,0.07044389366206062,-0.03399154733037962,-0.015006307648881147,0.01719113849654623
PLTP,0.01622084265482039,-0.01675566014600777,-0.047605889047752856,-0.010718191223011724,-0.002301549587885244
APOD,-0.010109126233031103,-0.030432441792832422,0.03767100946708762,0.07842177209386572,-0.022662283620710388
B2M,-0.02574769457690259,0.03854708475082755,0.06578987166067249,-0.0007313932864994122,-0.05958874259890377
OMG,-0.05507688010765177,-0.023015267451577833,-0.11867283752483089,0.06848266072511708,0.03942720249963055
CXCL3,0.032455691730330596,-0.026740703304612368,,-0.039458965053492445,-0.023079142320630183
CXCL10,0.037350540647311845,0.018918903041254497,-0.017604294986213725,-0.01905420472484401,0.011800050107112213
RSPO3,-0.010504577033325479,,,0.10872778976805796,-0.022019820799544697
CORT,-0.02355732059263475,,,-0.021040326030006207,
NCAN,-0.01535177863662078,-0.015541491635072258,-0.02144618369100765,0.010703008930219103,-0.008212810740723681
PRG4,0.017617720337784432,,,-0.02021020270204461,0.037760379340309166
ZG16B,-0.01203282657852215,,,,0.0019756654922330904
TGM2,0.02126761330584179,0.031879512028733285,0.06264808246937585,-0.04736793883266084,-0.01459960336761134
VEGFC,0.042653230279439354,0.02110538209803249,-0.052603450629128,-0.023746847881501734,0.01311944338593861
WNT6,0.1067132043104848,,,-0.027545725523341693,0.015756224167634097
NRG4,-0.012617800296863447,,-0.032577696556338895,,0.03362672003442424
PMCH,-0.01748319158187956,,,-0.01875533309497642,0.025237086525521018
COL9A1,-0.013178371490751717,0.032256136522768604,-0.012595148040249986,0.10880112857858137,0.02195932460374696
GDF11,-0.051953066982734594,0.05465384977707856,-0.0501197433530227,0.018147915761431613,0.03850240870637309
RAET1E,,,,,-0.02415558966931844
IL24,,,,-0.013983524409659968,
SORBS1,-0.014288741130225494,-0.04019027311702915,-0.029170972804603613,0.03645216991637335,0.05398333308504836
DLL1,-0.05629540908844808,0.013595115865671617,-0.014910977299420258,0.06089839437362008,0.06537256977435471
TLN1,0.05005786600299914,0.12424110444338646,0.08606655119360321,-0.07314416130386764,0.022802317885117267
COL2A1,,,,0.06211814764476409,0.11635067337052854
SHH,0.01595334837807412,0.09781745462496746,,-0.004370251836056261,0.023191517531131852
PON2,-0.05458125894902013,-0.02059128287226329,0.033314000415147614,0.0438667743637796,0.07084049717788847
ICAM5,0.00023130146536387547,,,-0.015646498276132747,-0.0294713837478643
HPX,-0.026213638721317056,0.0007065171597818133,0.2552839424694871,-0.03541405000786816,0.09916041023798433
SFRP2,-0.012269964857534624,-0.01313115108566655,,0.03885437980632731,0.13062485029947393
CD70,-0.020855449110251466,,-0.03535625923182552,-0.001992730906385046,0.02844108596406453
HP,-0.011122259087938974,-0.044515513752158634,0.002748710565256545,-0.015235515399815111,0.04578275594691118
CXCL2,-0.007867691376103166,0.05381677856232263,-0.03209426344539067,0.006068333686797676,-0.00037474858758839856
NPPB,0.021736629649920933,,,-0.03684136703622788,-0.02233665835224842
CCK,-0.03907545609134285,-0.027513869275558094,,0.05171854804604181,-0.014152696339247114
SEMA6A,-0.06537779103303532,-0.05958309255583324,-0.019920084924474606,0.05707375990100051,0.04102202789388149
IRAK4,0.0018952126035868468,0.01548374127910171,-0.03156902141789681,0.05227180201291542,0.04527005411877987
GSTP1,0.026625502566456873,-0.09158421266072464,0.049606550534422846,0.03975649048629193,0.04680070177493787
VCAM1,-0.032574100197755675,0.09834725693912506,-0.018912937965950255,0.020767070350358213,0.06868193930172246
NXPH3,-0.004742959474529981,0.01220344087675714,-0.0014006569401921434,0.08053470469558777,0.07368428332625887
MTMR4,0.023781668681742314,-0.01633260731409373,0.12283607301408339,-0.019260849078615,0.059058756340132974
LAMC2,0.01153993962169293,,-0.032577716086824096,-0.017191467649287508,0.04507530500246189
IL10,-0.015893264172206375,-0.05037092103192754,0.04265486414789037,0.037403763125101144,0.01866649556059534
SEMA4D,-0.03882981330969972,-0.05969766556578567,0.10944532578131178,0.13321436176130372,0.11454625422651511
TRH,0.14246763016669728,0.011695846117260253,,0.020418700078115904,0.09239945698857341
SEMA6D,-0.03407918685830884,-0.028613779396276327,-0.07365539815129166,0.003743355330372585,0.06446455806053049
CEL,,,0.04151192600566258,0.060742497926079796,0.05899965537263212
PDCD1LG2,0.008011149518940254,0.028607274396845656,0.07665000873992231,-0.044631350005023274,0.05078917021897688
SPINT1,-0.030022100741148958,0.010142175732502583,0.03656596503350528,0.052740291325509545,0.018804754914509753
CTHRC1,0.05571168619473502,0.019605046559272074,0.0396304312264456,-0.034999071306259094,0.028079444758646616
PODXL,-0.03126107611546091,0.09869818230524069,0.061390822568271546,-0.018802579620651735,-0.0022066434193023206
JAM3,-0.0317015394606055,-0.024608792046750896,-0.005673432312934522,0.0038932149417497865,0.012737193983070863
TGFB2,-0.009408211631916493,0.04804219613081586,0.03383935604382313,0.0566832282844684,0.06334659181566371
COL18A1,0.02864906818428111,0.07291817431290082,-0.04474796781718909,-0.0001713841736727373,-0.03259250555346454
NODAL,-0.021217619804068662,0.06565834165584733,-0.04290060689141562,-0.02090397392165569,-0.034240168080409465
INHBB,0.0625001522194495,-0.04789308789192698,0.032108115956863185,0.011862014929300915,0.03569812226299462
LCN1,,0.04800782587758801,,0.03654411468330451,-0.008471434422526639
ARF4,0.025433681205225607,-0.013644593349539954,0.10252029933533661,-0.012923954280480094,-0.010015736009209353
CXCL14,-0.024818386136814054,-0.027079586086719558,-0.06839878659210044,-0.025571107287915486,0.04760144683504284
LIF,0.015526226707941388,0.10497896000514981,0.023650880739426103,0.014828822567350295,0.02496967424218799
IL17B,,-0.024462548432344654,-0.03110767830428763,-0.01934894098179218,-0.04273545089837423
MMP1,,0.00798332455746302,,-0.030569820396000136,-0.031378750510838715
MATN1,,,0.02470284230762742,-0.011799598924211348,-0.030427909373032268
ADAM28,0.017704362514015505,0.016521919210110845,0.02429773314843992,-0.004296373687103761,0.09118381914307991
TCN2,-0.02705542470184962,0.08594739309638225,0.10073139873897469,0.022789892065914186,0.08081052104080291
THPO,0.005736228684791263,,0.0868828180023371,,0.044508205625287775
CUBN,-0.009185202797984052,-0.007386995505745313,0.04280084203277891,-0.030364574974108768,0.10580926952338891
TIMP3,0.04645458569430551,-0.025816340734644335,-0.03300819111641888,-0.05466515747401035,0.011833758798534185
PIGF,0.025979059101088713,0.03438560063975013,0.030294869594429345,0.05160115114319727,0.04765132362804028
CRH,0.08303351852371037,,,0.010685079829815116,0.055892106638153145
BDNF,-0.014645946138659334,0.061048058140879026,,-0.0026450328748314172,0.05493550091814797
CCL5,0.006405345904710463,0.03522853551218478,-0.03204620265080914,0.04368488492069027,0.06182603903362184
GAD1,-0.032429908006532775,-0.025005098551335685,-0.03580120682785703,0.059487557182921924,-0.028003497320126438
COL14A1,-0.020484805741191197,0.026089914636086915,-0.020128314799724732,-0.01056485237662026,0.07805178325596189
HLA-A,0.028907464454527066,-0.09797164480136628,-0.05497917900320906,-0.05083825514394903,-0.05959309734320209
FGF18,0.22687170348776964,,,-0.022875082938878584,-0.02501855729097223
ADM,0.0871462726995242,0.07061085602801177,-0.04489560899042542,-0.04910521240140808,0.027119946932270003
CCL15,,-0.026740703304612368,,,0.015696404451212394
GNAI2,0.00973489389920181,0.03976277372589508,0.025130947721156156,-0.04957206101225425,-0.006684602669293463
HDC,,,0.05774939662627008,,0.12672368188550376
COL11A1,0.04359041580347496,0.06917575689277632,,0.04822903522279499,0.02656220865075302
NUCB2,0.07293610985043066,-0.001872576461097315,-0.007003345181417968,-0.06683772344761282,0.005636315716816275
CXCL1,-0.03196159238494245,-0.02863853763728381,-0.0681274869773057,-0.033327871574742304,0.05057353779506572
VCAN,0.00958021104861271,0.012974162045058395,-0.07931210161878424,0.06054070440559234,-0.037607131829133646
MMP7,-0.019194053571420934,0.020048886152171222,,-0.031762362331889234,-0.0015916737487263056
PTPN6,-0.03093130933109191,0.008422884917699472,-0.0001894148023962882,0.05623377012383218,0.08503058530704222
PTGS2,-0.010738396179975292,0.06761374244650416,0.015262207152180343,-0.017828616243180228,0.050283332324635846
XCL1,-0.010504578801267065,,,,
CD58,0.0752181884656093,0.0057754429539745595,-0.01046847748290123,0.01823872934658731,0.06854434534243305
TNFSF14,0.010246961661108762,-0.034081957578475285,,-0.018298863187009504,-0.03572573164616993
CNTN4,0.04286608381401693,0.08620843476260322,,0.0113388130401447,-0.025546124390660598
NTF4,-0.013287832163522929,,,,
INSL3,-0.009654624281486673,,,0.0006276647942074769,-0.029710295336641268
BTLA,0.022979917361095233,,,,0.0002938211051322521
MFNG,-0.0357232405741448,0.04933480944147472,0.049334686838102236,0.02101040137622329,0.03356600977558698
ICAM1,0.03783033999698686,-0.016203178508468447,0.009873744124223559,-0.048149290642841305,0.031148010359772636
PROS1,-0.025940312115875375,-0.013577717565322698,0.049287709348514605,-0.022184997392796408,0.017577094324814642
CLCF1,0.0392218552432402,0.017283565409429227,-0.020436825483392203,0.002109158899184127,0.039660904301531456
PSAP,0.05483041413925519,-0.037541575633027464,-0.04189546295617351,-0.0557700835139186,0.063004973625892
EFEMP1,0.015338154459837317,-0.050211219704176836,-0.07138968850498624,-0.01019750522184387,0.029391250814911604
C1QTNF1,-0.008579487491187346,0.12144102164543448,-0.07470051342608754,-0.022988115192853056,-0.01916170946978471
ALB,0.016990833863846685,-0.0362411975102951,-0.043522685235899486,0.1224096169783427,-0.00845701377032515
CCL13,,,,-0.013583813287419918,
EFNA3,0.027926352576486284,-0.043484307746265986,-0.023812633046836677,0.06807317130965135,0.053242958666176725
DRAXIN,-0.03513181817954774,-0.006682132522841814,0.062471176854101966,-0.03728048710339995,0.02337881635895863
NPTX2,-0.0049630739287270745,-0.013799611699780496,,-0.056328519248434766,0.009809073610076885
FGF11,0.009507360931950395,-0.037011753273940955,0.00558535313838017,0.009422784758859354,0.03254753315525647
CD59,0.0052129137855078545,0.06011926188890379,-0.08248898874841176,-0.021357464093223484,0.006764306421312734
COL9A2,-0.0018891353464180409,0.025311224271374003,0.11219136020277969,0.08045526346658353,0.09202411406829027
DLL3,-0.038500355845862456,-0.06779443711991943,0.048691481955368446,0.06730890517623205,0.011378934219575941
FGF5,,,,,0.02575360506166334
LIN7C,-0.0005666338531069607,-0.014131649588386383,0.10771029039393383,0.015394531354255944,0.04373123538257191
GDF7,0.08516461153670432,,,,0.06034095257695236
PSPN,-0.02632139729052307,0.05678053711337561,-0.08164484377810757,0.03382077487270349,0.012823121118642498
ANGPT1,-0.012463984253120418,0.10955897484559496,-0.056427045863920326,0.006384481287963133,0.042767045728769104
PNOC,-0.020084643094034946,,,,-0.01679055236360671
L1CAM,-0.03377541853890053,-0.0416329075084164,-0.10508088007081676,-0.02984919238167231,-0.037319287889006514
APOA1,-0.015035482156664432,-0.004244176990796151,0.048161332237096975,0.033594336642326576,0.09689005834330897
PSEN1,0.03979229857586788,-0.0114314908705593,-0.020175158090167202,-0.04909015652632803,0.05251979455658762
CALM2,-0.04011791401689994,-0.0013001513985159518,0.008699145160905336,0.058334297090991485,0.0192788299365276
CLEC2B,0.004280357911301539,0.0925114000471041,-0.04589718582880197,-0.009552174970450177,0.013762991684343317
NTNG1,-0.058054803504042296,0.08331969059697608,-0.03009246976758568,-0.011004929712452668,0.06452604493964582
LRIG1,-0.019042675251310492,0.021618477479571067,0.054127512648623116,0.01984704093594535,0.06421653158505154
CPAMD8,-0.011419697793001529,0.02329047608769087,0.009934831538473006,,-0.031130681602084837
GHRL,0.0082334485911749,-0.0385852620342434,-0.02988882760535531,,0.050503768321122786
NPY,-0.010971362709972154,-0.033443605859559716,,-0.023310661149091503,0.06347562645590732
MMP2,0.009200453364332273,0.01859130587873192,0.07147128054369563,0.04323484169796799,-0.021172913087263816
LHB,-0.009945694359131995,,,,
PPY,-0.01731255318580999,,,-0.02516996586426986,0.005739045141106826
ALKAL2,0.048528289169370284,-0.029443514627748107,,0.01817280376521578,0.10015474142343957
CSF1,-0.009153906795416372,0.012340564622517322,-0.06103263060099259,-0.029880801595908713,0.08527401924335755
SEMA4C,0.04442947191357684,0.07048340379527825,-0.036287749891721566,-0.010703227868680972,0.013791185652428845
BMP8A,,,,,-0.026666589346244798
ICAM2,-0.029744980827557523,0.06658999610744934,-0.040335087948876476,0.013258068134161182,0.07765041434021669
SYTL3,-0.032566129332956724,0.029046067219825587,-0.023256818581096936,0.042722559684636785,0.09875011873604983
IL1A,-0.009900872449139479,-0.014204981514886549,0.004215270437217351,0.0060406123043828365,0.02271366667128252
HLA-G,-0.010504577852615373,,-0.03399158647727322,-0.0001379912510415512,
PGF,-0.009389359539700048,0.1173665891190587,-0.00028511311439609934,-0.026311527465601434,-0.017650772962268885
LGALS8,0.019615996689649536,0.024376582651338904,-0.11078937406891498,0.004079049868218423,0.07325023685987157
DKK3,0.023896130859790712,0.08157796933458489,-0.07915052805077635,0.07176536508629162,0.05229984104096388
COL16A1,-0.014142015146881959,0.0768166263893774,0.043188696631260626,-0.009060632728011513,0.07584172217670274
TPH1,-0.019115618906451207,,-0.03257766921371862,0.059857804063563884,0.01612541855232133
TNC,0.05289986504828895,0.027156466921815718,-0.010215656097850858,-0.021000596581750956,0.03649126760013663
TNFSF9,-0.01722666955206571,,-0.0330548165015517,0.07598997567520413,0.02056531267453777
C4A,-0.011791197788668445,,,-0.01512307452525528,0.04325524879059505
CNTN2,-0.031056184906110514,0.01630914346461375,-0.050423565594157546,0.0818236568393368,0.07245933148641194
F7,,,,-0.019054200752039323,
LUM,-0.015622074446357897,0.11232185605638785,0.02167038509833541,-0.046001581186733094,0.017110039272039926
BTC,-0.026994695059868463,,-0.024452811632754506,-0.013785044368995164,0.024794180387204823
APOC1,-0.04431521863667472,0.02535073011209404,-0.04018450407645755,0.06615109955302705,0.059154966249363825
PKM,0.0557387013218673,0.002639351719139768,-0.0022351418451823984,-0.059917014124394284,0.04055876211594546
TNF,-0.026030894099206902,0.018707924685177017,0.039667381012466967,0.05111272062830799,0.0853390924127345
GNAS,-0.05326127346542183,0.055984684538611613,-0.051226001082215755,-0.04503946307443002,-0.051562777352989426
BMP8B,-0.015228932041650165,0.07863722058128222,-0.000620773986412475,-0.007500118272415123,-0.01659041345420248
LIPH,0.062038795778336604,,,-0.013583818283216004,0.09808267509552496
CCL28,,,,,-0.020706664289038484
PTPN11,-0.022666345381090174,-0.05476457340706543,-0.003945627565936118,-0.04971119542423607,0.03611991879920538
ADAM12,-0.018531523620458,0.05149648288398998,0.0071875371136297835,-0.03592009053403321,0.031365209677271515
EPO,-0.015228932468076299,,0.017174715771211366,-0.014752373569021784,-0.022019816583556666
EDN3,-0.01895790416407997,,,0.02686506987317597,0.02659041306946687
CCL22,,,,-0.016696509478309897,0.07555194927493114
CCL2,-0.038651150076191874,-0.018800721455059642,0.0015981042952069025,0.006061891268027294,0.039081417033350344
DSCAM,-0.03510724867588685,0.01972668590707715,0.008444600221453961,0.012507945425394124,-0.005005979203748473
ANG,0.02647899853356576,0.018397195492823384,-0.007346654236426811,0.01338584559823631,0.04123433211029841
FBLN2,0.051079714704242635,0.04105565883599433,,-0.02910222910286299,0.05738881026527489
VTN,-0.019582183657251978,-0.024288438671259984,0.02749473721752507,-0.016862972543611417,0.05999694371826292
VEGFA,0.04182657115770217,0.05145178102678249,-0.037665629966724685,-0.07407053648715999,-0.0655127141001255
F10,,0.0010317891692652448,0.09655598267058028,,0.028093548794186178
SERPINA1,-0.007896339999149958,0.00045592157091242365,0.01096664466382047,-0.0007089812914061008,0.03557797208995964
VWF,0.04945363457294737,0.13489222895960934,-0.00176107046996781,-0.021102911748077314,-0.01826714089325241
GDNF,0.03518635389049266,,-0.04464152153598644,-0.03719255617215526,
VASP,0.05067223541917485,0.07447505196364418,-0.04394211247870457,0.04703446236010419,0.014196867266532088
ADAM15,-0.05374907105943936,-0.06595927342162214,-0.03981806763397395,0.055834465882812295,0.05579180319219508
WNT2,,,,-0.01829885489417605,0.028341300287203653
CALCB,,,,-0.016014844983828134,
OLFM2,-0.04910853155352907,0.04921714979074422,-0.06834537423513408,0.0342032526306144,0.07829675858726176
MFAP2,-0.028962971149935075,0.05884599857468876,-0.007723518173803759,-0.07312951973272695,0.009316717327202777
HLA-C,0.031116288201931075,0.07092589403094665,-0.0469600880396764,-0.06835068025949877,0.03061647267537816
THBS1,0.04052274506837951,0.011989194072919136,0.07583501726174795,0.011613943480000567,-0.0346279944595404
HSPA4,-0.029098715392506795,-0.032467274353379066,0.026766195000543128,0.04813358627907135,-0.04649518927412256
LMAN1,0.025210134680228227,0.03841314211897616,0.02124261434769132,-0.028223253811147563,-0.06971731066257243
LYPD3,-0.011165528910765898,0.11570749759837667,0.027390817279511915,-0.00035800192596980495,0.010044285240689465
APOE,-0.026976005736535687,-0.06082990325979746,-0.06541461487412778,-0.02167155547975317,0.025927818727541695
SOSTDC1,,,,0.14847862579600715,0.06613764838724777
ANXA1,0.005085778723569884,0.07977423729587661,0.010538796710595592,-0.008080668142842083,0.029838225050315442
WNT2B,0.01531385340961282,-0.009529512356292177,-0.03779816012631317,0.010364547896256049,0.002576905681197626
AMH,0.021249600444913117,,0.008662792332200651,0.049694757851803925,-0.007182578999683018
GDF10,,0.0217558041670367,-0.029573220880009903,-0.022748246877103688,0.043266325539956636
EFNB3,0.0042858755951005086,-0.019295336498038242,0.04447007975621478,0.05635937636898539,0.019638653684711835
LTB,-0.02645580859362059,0.05965925358571981,-0.019391390447368356,-0.008176595357878923,0.03848793900263242
ANGPT2,-0.016909328181189495,0.11983002675132963,0.02238130084806431,-0.02514639716231254,-0.042211702296666355
ADAM17,-0.009186572902874666,0.011385453268815784,-0.0034405524048727286,-0.0480245834915757,-0.010695013152970058
LRPAP1,0.013487978297900242,-0.04675399455140731,-0.09352003921574266,-0.04890574817933728,0.04634967384563462
NID1,0.030274376008153813,0.10538980705060887,-0.046017378621003566,-0.06787540817785667,-0.03818143986422655
MST1,-0.004757080986313762,-0.05218686786477089,0.015421078638843412,-0.0054758342202850955,0.14178601093616341
DCN,-0.01899120580482848,0.05751942841684153,-0.015404819692339273,-0.05196824199697325,-0.01208085745714735
IGFL2,,,,,0.012564940305083356
COL7A1,0.01673798242843517,-0.0015376385921677907,0.03598976409867547,-0.07187063055788362,0.048861533741649095
CALR,-0.01425542194738823,0.03962310288718699,-0.07310318849769763,-0.05788746904341463,0.03489819720485553
PIGA,0.013016139684974087,-0.047311148586898465,0.04391751497768602,-0.023186814099571452,0.03825622003230409
CD200,-0.015159176556415209,0.05919944968432273,-0.07905424700090063,0.06285141674624263,0.03835480743800662
GRP,,0.02991588816216826,,,-0.026127932928915253
CDH1,0.018888215701931672,0.0475206680507765,0.06340419391201094,-0.0204761770234553,0.01610743883897295
LPL,-0.011825034733754057,0.031485741982953196,-0.04258787278902451,0.09044780857652882,-0.0021296782589425287
SEMA5A,-0.01728431105311736,-0.008235688440241709,0.0625389933342238,0.021462914841488927,-0.009510088873282866
SEMA7A,-0.04326838326430431,0.09562642880378551,0.05221966649843208,-0.020252414371566812,-0.012214899825359397
SEMA4G,0.09575313853795422,-0.046278783544591987,0.03980207021901123,0.015927940462049227,0.04653911369284219
SEMA3B,-0.027353326928648124,-0.03480163499757466,0.010057681978372597,0.0038555134164041274,0.09989562838541595
RPH3A,-0.025389667736513296,0.003289039958621589,,-0.0031310033541393583,-0.011694260026277308
JAG2,-0.0044710162341576,0.0038809242509601945,-0.013048758790329767,-0.031744884116116104,0.04294595792834096
CGN,-0.03478469876995988,-0.042698429833987285,-0.03437998764904379,0.0270787343317396,-0.019742906342320538
GDF15,0.06762189306600021,-0.038289442208604536,0.061095915722307416,-0.03018166214694918,0.034071032812848956
SEMA4F,0.008118234031881772,-0.008239890461786163,0.0414786691656248,0.002761149662103487,0.002764536792868197
NXPH1,-0.0581181508855262,0.005939190718531056,0.01152755437954881,0.03105743746441851,-0.040262359706920076
ARF1,0.055900448783324064,-0.04966519719898329,0.041422553797957604,-0.026714035382385544,-0.0026479287613455633
DSC3,,,,,-0.022019823267441254
EBI3,-0.017587162002271218,-0.0345740192363654,-0.031068381678657404,-0.03674147200632457,0.14062874801132833
TIMP1,0.01258254576188377,0.0661464516490618,0.012299838245624342,-0.07909932066307655,-0.028049560004113714
SEMA3C,0.027967441070179438,0.040037582313477336,0.04741295634741158,0.02353044575659526,0.09613429440159799
GNRH2,,,,,0.08087020508942604
GAS6,0.02347717874586032,-0.0035894875767448473,-0.04543298869025852,0.035411571395323596,0.07275990227240048
MEPE,-0.041115351994674997,-0.028638544403997792,,-0.025530654024661984,0.02450608956760987
SERPINE1,0.035787447096621905,0.0713209586788015,0.01075089299941489,-0.022747844986861474,-0.022992925707392906
RSPO2,-0.01261779815838812,,,-0.020628927870384523,0.05149680358231889
SHBG,-0.02018985502826291,-0.026740703304612368,0.03721162358163189,-0.02210478281952928,0.06827233361319929
LGALS3BP,-0.0030284689823023296,-0.09118727880919635,-0.1363197410574574,-0.0019258323140241259,0.030244893552356125
LAMB1,-0.03759176043003983,0.14785504789855458,0.019172942001409413,0.01255517522276778,-0.01695736092781363
