,UKF259,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH916T1
IL11,0.01166172200395663,-0.046526634811848266,-0.03160438928489998,0.029857214215682312,-0.003986694411917846
SEMA4B,-0.014207036275118382,-0.03787679308631566,0.07376586329088414,-0.009015190937601355,0.07673495281851671
FGF12,-0.010890244487945773,-0.038418941024994935,0.050152916190635534,0.006630350863170464,0.03519450830384329
CP,-0.03493057392110323,-0.008085189604010858,-0.08460162092915492,-0.001363676524669492,0.04390976488283182
NLGN3,-0.029133991979891444,-0.058169718804110905,-0.012837096062539625,0.02873916474605131,0.037885619427149034
GZMB,-0.012269964671486342,,,-0.020903974210712217,-0.01786985947055869
PROC,-0.02309144963964236,0.11169521768220314,0.00406317748140958,-0.020628914370594546,0.007992816361364324
TNFSF11,,-0.03043058690075676,,-0.013785041201616931,-0.04451512380436114
AGT,-0.056247095899949,-0.005649952210901878,-0.018963126373090784,-0.07096195060543985,0.0001264155345393193
PTHLH,0.096773545457085,0.00021174726483726437,-0.003311391267140004,0.04887785869445086,0.07859076424930733
COL1A1,0.003928793206575535,0.052227052273786254,-0.03462425821426986,-0.010144482988772031,-0.035085999479176774
LAMB2,-0.010811412940302552,0.04503447011026177,0.039198131409119506,-0.034433968686264735,0.030314841980801414
DSC2,0.045377446228925256,-0.02856693081922436,0.07933552272572726,-0.03112459757720388,0.06226141234077784
WNT5B,0.0716424976724555,0.0010975200805087987,0.07627735133765857,0.05799905461262195,-0.025880371961371308
LEFTY1,-0.004488721683747991,0.10311145732639787,-0.02606304212557041,0.04781480003667267,-0.014093652494129605
FGL1,-0.010504576063114012,,,0.0006704568495983189,
CXCL5,-0.009654624164591737,-0.03408200833253574,,-0.037809436334500776,0.05911017380729632
S100A1,0.03049193225890623,-0.10689675520606334,-0.010155158259024105,0.06886303783498797,0.04523080839799451
C4BPA,-0.026875640857858804,-0.025946740526616923,,,-0.0015591072283869638
NPTX1,0.03594874328371926,-0.07681857113785048,-0.014265924284489622,0.024030193391236885,
TGS1,0.06502882152260234,-0.07760174903089097,0.11826274842442148,0.0018977545981676096,0.037937609029079035
SST,0.04493660863843317,,,-0.015354193905221384,
IL34,-0.03153756285808182,0.08061586438049095,0.009871117101013564,0.011114027221349203,0.04941731677370833
DHH,,0.05059029612335072,,0.013200378972102852,0.15597379986080426
XCL2,,,,,0.05163437326575019
TF,-0.025158270038096037,-0.042289130355656984,-0.0136349036871321,0.0778278069918435,0.021222822076956
IL33,-0.0031557455036866754,-0.011396553627719627,0.14407211556127597,-0.018454909129313073,0.028588240841881163
RBP4,0.0714968879294401,0.01964393065728277,,0.10619534513681068,0.13994519247582723
CCL19,,,,,0.04036679310683659
CCL20,0.02443286415119025,,-0.049259872621004,-0.05807342425704084,-0.013273127068402432
NAMPT,0.06301748001928555,-0.02203677459718408,0.02530161306964905,-0.05315134617753167,-0.02224096864921475
