,MGH258,ZH1019T1,ZH1019inf
RELN,-0.016307589197390324,0.0469784102820742,
IL15,0.007433907962506501,-0.0023705054525533548,0.12134373261381866
BSG,-0.03459814019756458,0.0934996601233712,0.002830513200329202
ADAMTS3,-0.026178368693361355,,0.15684662784252398
CD34,-0.010677777337331832,0.021363223384447273,-0.007837832843738717
PLAT,0.004556721476687073,-0.046613197096530674,0.05672671766659329
CKLF,0.05033380657065383,-0.01742157727005188,0.05205949712293095
CD24,-0.04545315035780619,-0.055907959705973606,0.031800540387159355
HSP90AA1,-0.0253835299256202,-0.11274191892907313,-0.09627744591058708
BMP4,0.0025784966897646733,-0.041713821190797945,0.07647333377851971
SCGB3A1,,-0.03933699792302099,
IGFBP4,-0.0063460918440582026,0.017041776577696205,0.05123220850779896
RSPO4,,-0.05081663516866945,
LEFTY2,-0.019476278848701227,,-0.024974765700432645
ANGPTL2,-0.001150219649006511,-0.09530970440606927,0.050627602968740346
LRIG2,0.039889919551847446,0.0387591561120726,0.06934458723700479
ICOSLG,0.023650668092215704,0.004354254322533713,-0.041016753669329206
NPPC,-0.010471328889575944,-0.021523149576806185,-0.02340114647819915
LYZ,0.029793906585200976,0.07505028811389762,0.01598718018800984
SPTAN1,-0.02687805545302308,-0.009444988776421073,0.06099206241657695
LIPC,-0.025184473026491374,-0.020455485816457238,-0.048081740056028194
COL8A1,0.20139062983482678,-0.011247913064912216,0.026317561945609615
GSTM2,0.03826396111956992,-0.0076157596416259795,0.056793297628839334
SPX,0.06445473214900763,,-0.03906928478242734
MFGE8,-0.055884590269681456,0.025240148527911576,0.03594594398492521
TGFA,-0.03442915953064671,-0.061980507893246814,-0.04232294532253485
SLIT2,-0.02024407399900217,-0.03260991815571863,-0.026464627131966647
PLTP,-0.0623719720948662,-0.08068516336813857,0.060578776792336496
APOD,-0.03618525035028962,0.1824685873527762,-0.08056717214457403
B2M,0.06583244042455227,0.07419152509608122,-0.046383150959345906
OMG,0.007097754400776246,-0.04288779863157324,-0.04670557778160934
CXCL3,-0.01584093284105322,,
CXCL10,-0.013807170298343836,-0.057032420249895396,-0.031565333661438315
CORT,0.07583327329653741,,
NCAN,-0.009505270792226867,0.05623532819465184,0.07093469427024096
ZG16B,,,-0.021725680259322443
TGM2,-0.020310472974344566,0.06068737264383919,0.08228789318388716
VEGFC,0.02907747246705671,0.11830180869353117,-0.028160796402298235
WNT6,,,-0.02066112447729072
NRG4,,-0.061564920693186455,
COL9A1,0.022057184489197957,-0.03860161075172767,0.09325619944164938
GDF11,-0.06783485412184935,-0.12122818677257652,0.08966395574478812
SORBS1,0.04987509428789306,-0.01848057646517483,0.08657806777963313
DLL1,-0.03276310708142125,0.03929235218964688,0.0681584416195846
TLN1,0.025878062318180017,0.0635256494120718,-0.005491219661820946
COL2A1,0.007332571524606445,,
PON2,-0.02493573048948927,0.0919803742339659,0.026063463523473225
HPX,-0.02098642925535047,0.09590715943728649,-0.035605097054922936
SFRP2,,,-0.0537209970157967
CD70,,0.046298405909854935,
HP,0.11466006781172455,0.07732170692759277,0.005235777017672419
CXCL2,0.004142894805148412,-0.060651334888109136,
CCK,0.009179703398317769,,-0.001354924121363525
SEMA6A,-0.03559114319764743,-0.03970800917651376,0.035408530672006715
IRAK4,-0.008743824276612166,-0.0007189553003159148,0.04917043999803118
GSTP1,-0.025307789111286255,0.11013300024899554,-0.0527007211041127
VCAM1,-0.004674931279374866,-0.015728141987453946,0.11635497890854105
NXPH3,-0.017055661047191154,0.03143834956351243,0.09665153932804056
MTMR4,-0.028514140252137592,0.013782739423985578,-0.031265765309829434
LAMC2,,-0.04452067446386998,
IL10,-0.020431945220988776,0.06953848222396244,-0.03738431884875888
SEMA4D,-0.05368860009316056,0.03029892930078948,0.024661534342960884
TRH,-0.01806154579929714,,
SEMA6D,0.03617375255519855,-0.08795230765552423,-0.028736169659598448
CEL,,0.03736020342748855,-0.03003462505498041
PDCD1LG2,-0.011242983559262544,0.0585543244614932,-0.07069400680338747
SPINT1,0.03953939218305006,0.02579919712398711,0.05018577770330506
CTHRC1,-0.013804175869489935,0.10429852235664405,0.0808437773119136
PODXL,-0.01829966743489685,0.024532356986206677,0.048116727698586645
JAM3,-0.064801919138475,0.043223741717659137,-0.028271770787392538
TGFB2,0.004655933500513679,-0.04375541317772349,0.0045503598609861525
COL18A1,-0.009847498622083032,0.0590045721387927,0.040363043149759976
NODAL,0.03762693235760468,-0.0247265498980414,-0.009782631789792245
INHBB,0.05131104165510514,0.02976665489172745,0.09532932553095629
ARF4,0.0054837319144878036,0.052964250256573725,-0.05507140827148387
CXCL14,0.03878270506928017,-0.02013518378021763,0.06908443773852921
LIF,-0.024395511458791413,-0.0028401758329660975,-0.04222083497878691
IL17B,,0.08571620416219936,
MATN1,,0.0843732561680928,
ADAM28,-0.02146376922450768,0.032487459199116,-0.059764633584781006
TCN2,0.005175449907816606,0.004847054134702544,-0.0243933325957627
THPO,,-0.027998482566842113,-0.022409569194615325
CUBN,0.019957920754149663,-0.08633778925167487,0.11386739507041291
TIMP3,0.031717778145225244,0.07847611167263949,0.013707681506689393
PIGF,0.047028185271494584,-0.03727259216702379,-0.01785884271600227
CCL5,0.008855382450684944,0.024371719690820807,-0.037913259072920084
GAD1,-0.03847260182733093,-0.03789183127215407,-0.006190504053777468
COL14A1,0.020594683161786,0.04587649825692776,0.0360900106512445
HLA-A,-0.033923684456265,-0.014906743738033254,0.02634058247913479
CD5L,-0.0046369587655590485,,0.0018366876083796679
ADM,0.03819749521967985,-0.03487577651447763,0.0719346694135609
GNAI2,-0.036350944309444994,0.020857062731764856,0.07414064532824119
HDC,,0.15437172554033457,
COL11A1,0.1411338195093845,,-0.040351648026303505
NUCB2,0.047927831388423346,0.1011675434612451,0.0310831311053656
CXCL1,,0.100352307420978,
VCAN,0.036507685967385295,-0.023455347182754053,-0.04650443301264931
PTPN6,0.012693052502088574,0.0735952977765013,0.014453382737653921
PTGS2,0.03688522896129858,0.06942985426993618,0.032980590477727015
XCL1,0.009131558308770797,,
CD58,-0.003150209809759564,0.07448740080640713,0.08549825275097257
TNFSF14,0.055850271918352415,,-0.030551988480674194
CNTN4,,,0.014253047255202501
BTLA,,,-0.003979637165257488
MFNG,-0.016782338161381763,0.02355419734037045,0.05816999595426524
ICAM1,-0.04569224822170953,0.06483641980358429,0.07865331637192234
PROS1,-0.0416773357875793,-0.040288687860519465,0.017289188726443784
CLCF1,-0.027070143676218933,0.019632728059564383,0.12572572401763235
PSAP,-0.031758953452652144,0.060694229373339535,0.049373714990825435
EFEMP1,-0.04090952771661769,-0.021709130568825022,0.08464619088001646
C1QTNF1,0.028331517468125927,0.013381676353505725,0.027816467822181994
ALB,-0.009258564257898425,0.07875412058323598,-0.005953734356666482
EFNA3,0.07820466459294388,-0.08183619122433654,0.01964963545710947
DRAXIN,0.024426015502435828,0.009651590704926936,0.0366099417173836
NPTX2,0.1256259471471975,,0.027537288941805724
FGF11,0.03237026527099054,-0.013656946674377503,-0.028575040901735915
CD59,0.01580213899556894,-0.014858739098538848,0.01150285235587326
COL9A2,-0.018124123557746754,0.08391572617189248,0.0028616727609364614
DLL3,-0.09242416697746063,-0.010402168315891922,-0.014544343078174798
LIN7C,0.011804846761130569,-0.008057544988314718,0.05180145181496321
GDF7,-0.018269798038255028,,-0.03255240302945004
PSPN,0.020740835603963108,-0.016121019314542708,0.03283431992621636
ANGPT1,0.027250706495848737,-0.05280077701579627,-0.03422338093480811
PNOC,0.0471973110418661,,
L1CAM,-0.010384941420560638,-0.08394187532545125,0.02510623625072698
APOA1,0.03557664795960938,0.015090167255702223,0.0623455034053641
PSEN1,0.014530865598154722,-0.036797769646699605,-0.035458050247090006
CALM2,0.02515817345258512,0.03555875699857905,-0.057971232887661324
CLEC2B,0.013442643600818304,-0.12205816441055335,0.01287861408557299
NTNG1,0.02262430334299806,-0.01742706729772995,-0.024974791084474035
LRIG1,0.030441202026626656,0.0958096764292041,0.06192471714175048
CPAMD8,-0.016075854349164746,-0.06010805840257652,-0.003975080427613329
GHRL,0.010476057856717963,-0.05243053029168007,0.024941266524093918
NPY,-0.023583905741138243,,-0.00287089689651187
MMP2,0.05781981428577565,0.03802714431376618,0.002409303986982696
ALKAL2,-0.003832596138254574,,-0.0036102820207147626
CSF1,-0.02874638204956144,0.0918723299392155,0.03565136074637004
SEMA4C,-0.0579959099500444,-0.039640859276717656,0.04685441035891367
ICAM2,0.007244871759797595,-0.05802509675836102,-0.012160619302999016
SYTL3,0.0012248574840800935,0.030301379318836395,-0.004724876089187064
IL1A,-0.018679884387154757,0.09434829426993113,0.13471326688519142
HLA-G,,0.05813963644486553,
PGF,0.04867818383760922,-0.022542891187265206,0.062026266760587305
LGALS8,-0.014779402675131998,-0.024789365729083704,0.04630017015242263
DKK3,-0.0036699689976945763,0.04171553757685119,-0.05158236260140063
COL16A1,-0.0025195141854356213,-0.053831900277147925,0.03394842791824788
TPH1,0.0035649310335211797,-0.061564869021447,
TNC,0.02416636683694729,0.03361824095705317,0.03396856539326223
TNFSF9,-0.016075846719302712,-0.04578939119303083,-0.01026409871345235
CNTN2,0.01605091018175554,-0.04293555089237264,-0.02638400316687522
LUM,0.12887528212791177,-0.0582391487794066,0.07418892530625137
IZUMO1,0.04495814416082385,,
BTC,,-0.018701213164306466,
APOC1,-0.00028194697709295216,0.01952965769498107,0.08847325237081392
PKM,-0.013718813922960918,-0.0580394358640721,0.045941199863809914
TNF,,0.040468624091744065,0.005224930591658298
GNAS,-0.02165538111087162,0.029007443785645116,-0.019490673831709507
BMP8B,-0.0372355404029646,0.0444096679877668,0.018258424647895732
PTPN11,0.012886081294993619,-0.019959081119126604,-0.01944883075425576
ADAM12,0.09513727014504432,-0.029752416594878536,0.06551439264991184
EPO,,-0.040086602873589325,-0.029244081323624
EDN3,-0.022576630270071035,,-0.02240951999357712
CCL2,-0.003261515358446823,-0.020222044180186055,0.00040274086024544563
DSCAM,-0.03813330310645921,0.07388276586727748,-0.03194037764663112
ANG,0.005131945668575905,-0.013904843899893075,0.015280162322348743
FBLN2,-0.02116836845446707,,-0.040351609248352995
VTN,,0.07827471462841898,
VEGFA,0.024115404443601236,-0.0809480560316467,0.0478672620712585
F10,,0.029196809676240956,
SERPINA1,-0.04633258691797289,0.043227934086974396,0.010343783391358517
VWF,-0.021303911549097172,-0.006453369243389286,0.09368019395521666
GDNF,,-0.056666666485392855,0.0031063736523215747
VASP,0.004305835790195694,-0.00384125403678332,0.003619499179869071
ADAM15,-0.01824262958272285,0.0743009963188574,0.026505829234046034
OLFM2,-0.05333065063333026,0.027925453411369892,0.018975613003274258
MFAP2,-0.04348958613680206,-0.023028190667711803,-0.024574153838244295
HLA-C,0.0005859299985301049,0.011046979247889088,-0.04056464913661336
THBS1,-0.034894047258983533,-0.04615619081649357,-0.013111480660027899
HSPA4,0.021558641288917702,-0.08837627992336457,-0.0183291291928573
LMAN1,0.02540302701071552,0.06597796227023221,0.014772563941548024
LYPD3,,0.0909450119244979,0.013249647237604257
APOE,-0.07958789718375672,0.05321828864540571,0.09002074287355694
SOSTDC1,-0.016075853013938105,,
ANXA1,0.008183659700287619,0.007874999564340162,0.06435505567094348
WNT2B,-0.035843901991164995,-0.05505080912909909,0.029703483769614562
AMH,,0.06714318698919988,0.0887159856086376
GDF10,,0.06905379766226316,
EFNB3,-0.004134167631864047,0.1071231198431351,-0.025794319625655805
LTB,-0.019832046868531232,-0.025365174724321107,0.04322603949991917
ANGPT2,-0.004077493375621515,0.04340382733404785,0.08301075357528315
NRTN,,,0.0010614468429607463
ADAM17,-0.0032995293486265845,0.11230839494261315,-0.03234195567620541
LRPAP1,-0.017236736489062283,-0.028701705779560806,0.05558173031427748
NID1,-0.017054730351191195,-0.010709745225850128,0.046291646383835386
MST1,0.0077670086349936026,0.09733262171425273,0.03475405990343402
DCN,0.023555019688387756,0.07886681592257183,0.009869207092966235
COL7A1,-0.025952871398133168,-0.003082987270292438,-0.018271801309136127
CALR,-0.024095324384482888,-0.06197429364037261,0.04088949157748528
PIGA,-0.04605378207400367,-0.041598421480831795,0.02661258792526882
CD200,0.020085641234974232,0.02723756883847668,0.03848232153905932
CDH1,-0.04321918441016149,-0.03549556534244623,0.026477892575127265
LPL,0.07830215286037313,0.09633977008037471,0.05850686956088738
SEMA5A,0.008155508324396394,-0.0370609477262234,0.01713494370360127
SEMA7A,0.03489928603709568,-0.04442429423775348,-0.03299127689638114
SEMA4G,-0.04088912329715475,-0.014867416285052414,-0.024790273281259028
SEMA3B,0.002020481887648925,0.04256775525561728,0.025859221291560323
RPH3A,-0.03021355518840523,,-0.049169260775860965
JAG2,-0.03237883470202778,0.06654157266069366,0.001521853329582388
CGN,-0.029541649690862298,0.05523609878673009,-0.03952095435963183
GDF15,0.0647167889912829,0.07264130756416896,0.052165143601588776
SEMA4F,0.029140197300515824,-0.04093013734677307,-0.000697898949648261
NXPH1,-0.005516663476763329,0.07791698873990498,0.09751724069691656
ARF1,-0.020080649338795758,0.013878249809639313,-0.018323218608030642
EBI3,-0.03926973870884181,0.06314816143968963,0.0008018653505551324
TIMP1,-0.023426352968860926,0.027971752638322436,0.07225222135191148
SEMA3C,0.008479209729600572,0.030058828670451062,-0.006793193665063568
GAS6,-0.024177525053408255,-0.02965130012685187,0.013324129185982882
SERPINE1,0.013277576805199833,0.09881006602431744,-0.001083385023604407
RSPO2,-0.016985060580008378,,
SHBG,-0.01908187698994755,-0.05888518311969454,-0.012757725979854792
LGALS3BP,-0.06895983047576106,0.0005960498254344877,0.02917691714250966
LAMB1,0.022865803987644803,0.020859523483086347,0.03515960969651107
SPTBN2,0.08200214951460147,-0.0314262376915706,0.030612473126996425
COL1A2,0.03627763512858615,-0.020489756780121562,0.04426700970018705
LGALS1,0.05503810016290053,0.0010994554206450679,0.00981451369141287
BCAN,-0.03620799279239751,0.07524291919992024,0.06532937142035503
ANOS1,-0.014426864375314014,-0.01749017677453625,0.10087946571980061
EDA,0.017361777519530924,-0.08095024139263284,-0.04217654781817211
FGF22,,,0.08412522683660681
SHANK1,0.025110098924021565,,-0.032307990961577916
TGFB1,-0.000671743049844899,0.018023197445568014,0.029477731720889976
MSTN,-0.03992922415325842,-0.0984104323271958,0.044076004372525866
WNT4,,,0.02872677929950098
TNFSF4,-0.02772337484155811,0.04604014541737499,-0.04035165122643062
NTN1,-0.0035567627315302172,0.0075986595258596586,0.06276907038091041
CXCL12,-0.045953994520223015,-0.00538486525183253,0.11158947364824769
GNRH1,-0.026104248705670005,-0.018024604879583447,0.07128233726748046
RIMS1,-0.021705976002355746,-0.03410210660489165,0.07021632489227758
FGF14,-0.04197633805320202,-0.11427122315592757,-0.016793930106546392
IGF1,0.024794263838070207,0.0775615428876475,0.0018248123474788863
TNFSF10,0.014015482288962908,-0.08001806292358803,-0.018580347209935295
GDF5,-0.016985053875847055,,-0.024974770163555194
RGMA,0.05386497632964744,0.042795749885742196,0.06917292251949118
WNT16,-0.0018318200337262345,,
CX3CL1,0.07107736508485873,0.008522193738055217,0.07544809063558924
FGF1,0.0050431039043815915,-0.026791067624872475,-0.06735007014367483
ALOX5AP,-0.010228071822126398,-0.030431386902230066,-0.10840690617399558
IL1RN,-0.015115622411767726,-0.02467580761863589,-0.03422334270935758
NPW,,-0.09091688758115928,-0.0013876012136104796
CXCL9,0.07320429231698425,0.029920119352807664,-0.03255238946520363
ANGPTL4,0.009522666350528331,-0.025888505429537693,0.05730496255511818
NRG3,0.09540004540455284,0.04007857118851186,-0.03910068480283345
IL23A,,0.0880154583964832,
COLQ,0.045034808848390444,0.03387682995891429,0.003922137304192665
TNFSF12,-0.007817341383546759,0.06228818556779908,0.08973960487628085
DKK2,,,-0.02172564672897297
FYN,-0.0014416732988576796,-0.0073664570593904325,0.01567839360447306
ACE,-0.04803271979874952,-0.055837710797598625,0.04904584247104749
IL18,0.007160648796369361,-0.06958227440266816,0.07284894858285368
CCL27,-0.017205354151994853,-0.06646818361384102,-0.03910069655521163
SERPING1,-0.007835305206073426,0.0619270668793413,-0.01586089698965926
AZGP1,0.0069956808760377655,,0.07373207361747769
INHA,-0.0035173272722013264,0.09300619093311144,0.013785200218572657
SEMA3G,-0.026104251422999034,0.0045557774501818514,-0.002024917555474449
COL6A1,-0.030086989371556697,0.005778050272455385,0.05324744861905372
TNFSF8,-0.01867988430417585,,
FGF20,-0.02487146764022138,-0.05166988996884157,-0.02137626915876666
ICAM3,-0.046185493489793464,-0.024689121630438907,0.0005136976890647053
LAMA4,0.02724336619775535,0.026218812314341245,0.09344677313680266
DLL4,0.09045293779605862,0.03210420267533686,0.03603946142919192
SEMA3A,0.011941771706646741,,
C5,0.10283151846030718,0.054257441217568605,0.06099386938939229
C1QA,-0.017670132456632244,-0.01028259221030267,0.028600755714224508
UTS2B,0.013546953357676122,0.032234306781013834,
COL9A3,0.0032094742959540455,0.03766883147053073,-0.06622126680024633
HGF,-0.028013870960407507,0.00783656279650287,0.14365065070423577
P4HB,0.022867585468584334,0.05037684032020548,0.014394384095681122
ADCYAP1,-0.017423046856390127,0.044540375205767924,-0.024041716399352892
GREM1,-0.01349761155666879,-0.06298981767650905,-0.07790456270380121
EGF,0.11188341989919143,-0.05158389570415837,-0.030551961062825924
VEGFB,0.009301663469867487,0.04913249824022811,0.02082940303368308
FARP2,0.004374278879554074,0.02155785634796124,0.05668491488453663
LAMA2,0.04705086389877567,-0.08757377979098685,0.053728876121088974
NRG1,,-0.0839808647787531,-0.03650316511678557
SPINK1,,,-0.023074924508082684
EFEMP2,-0.03553329954012135,0.09476301121228228,0.03594335651160849
SELPLG,-0.018523382442644586,0.05562899976236929,0.11115144215027851
HLA-E,-0.02027818229139456,0.012991190096792308,0.032660075349953986
PTN,0.01485448138045755,-0.007361440003335572,0.13297248978345824
CD274,0.04458237956340851,-0.03957746044534602,-0.023905923606470734
CD14,0.00842777491685914,0.02598057657447502,0.10098086590345631
SFTPD,,0.00872268820570171,-0.045668611377307385
SLIT1,-0.0022360206504091823,-0.025787524175672497,0.09874659594301506
CNTF,-0.020431945220988776,,
BST1,0.07763905569567983,-0.0024827681032784836,0.08711196521036359
AGTRAP,-0.10181261017682255,-0.029737039257676987,0.06657046264760098
LAMC1,0.017046793146679784,-0.04927333582484844,0.01762610346999709
COL6A3,-0.03355588880661483,-0.056147756875155413,-0.022329683277821415
FN1,-0.01280164499041881,-0.012722459173751473,0.04252136643907961
MIF,0.038562919809738604,-0.026035319696776804,0.04247188851881911
JAG1,-0.006020993103458333,0.010520553753041279,0.015285545727295388
NID2,0.03524307339130331,0.01998033608511906,0.019556578032895247
EFNB1,0.04504845293623417,0.09078610637097599,0.06556918447042985
COL4A2,0.002530239407706999,0.027370545348010956,0.04345289180532912
SPP1,-0.003030443348796643,-0.09967759744723903,-0.10199710715110709
PODXL2,-0.009965571572129787,-0.06543600384640326,0.03382199853716792
FGF9,-0.018679887291417403,,
ITIH2,-0.036520651125806346,0.05405385427088565,-0.03846382647023322
ADAM10,-0.01275192245380684,0.07060522167552796,0.011902933454596356
CFH,-0.08764396743008292,-0.018861156711086464,0.07091132862220248
COL4A5,0.014254662288249691,0.038580576782063634,0.013297881453512043
LTBP3,0.039108866530425994,-0.0007624511268058352,0.002011804333057821
GNB3,-0.029130251411067464,-0.016914602600248633,0.027842690189028636
COL6A2,0.022665362683133024,-0.028239623025232148,0.055123043713923806
GDF9,-0.020054628283695693,-0.0010062283135197038,-0.030294239044017984
NCAM1,-0.015162191764341708,-0.05370701027463507,-0.045910572771874734
APOC2,0.021705861274308066,0.03225250641831436,0.04205971030929247
BST2,-0.02814964574893955,-0.08221245614450247,0.028303985816320407
COL5A1,0.005984030515078442,0.08921924639231367,0.04325102721014477
CALM3,0.07296573420027991,0.011195330088238083,0.02833068361633339
THBS2,-0.029099215115380255,-0.005331811213126637,-0.010263211152903054
SERPINE2,-0.011349608173090029,0.029754576542680086,0.02328804559839056
EFNB2,0.017754389849807,-0.0015731304950438306,-0.06695968293114311
MMP9,0.06266165913154369,0.0011397479033341134,0.07923918597894211
NPPA,0.039301777083914184,0.04006376088652978,0.018905774833901167
APOB,,,0.0034916133124707274
NTNG2,-0.043724993775752063,0.018363580902023648,0.012587557819505086
LAMA1,-0.0005608520723729161,0.06885275647624434,0.060779006100937866
UCN,-0.024235075939774475,0.03267590167363532,0.06925645031330488
ARTN,,-0.059375608337036194,0.14980344626949976
PDGFD,-0.03089362368677311,-0.007234412658152587,0.03598552437094545
EDN1,0.1417920223740815,-0.008985648958988214,0.06323499706383748
ARPC5,-0.00717698671856795,0.0135250243611471,-0.015473351419153125
GSTO1,-0.034187550824082404,-0.02084264508545737,-0.024108690164168396
SYK,-0.0065725680926548595,0.10677626709064568,0.005120402196209675
ST6GAL1,-0.0229794221640951,-0.061497928222054236,-0.021105923986906142
WNT3,0.0384785381337481,0.11278567575663234,0.01085246312514525
HSP90B1,-0.006667319179814231,-0.04179293840351358,0.001487038684782071
ZP3,-0.04505049902145879,-0.07776798806922904,0.014603123125430766
NRG2,-0.03404702985799812,0.14653273170686085,0.08503772390688703
MELTF,0.12436034875158024,0.03586720042637569,0.06165758997043871
NLGN1,-0.013316359809945538,-0.05956929137057603,0.028095852612612108
SLIT3,-0.023748154222830383,-0.0020592807864031034,0.021103022942792142
CCL8,,0.14697132823617223,-0.023074949961642836
S100A4,0.0015297015603710487,-0.0877530822141632,0.01849897889711987
TNFSF13B,0.009758961720319785,-0.07152763145213452,0.07554079579087723
HSPG2,0.019895428164388454,-0.01449408822619423,0.056004427752457064
FAM3C,-0.01871664371941883,0.004244536732211904,0.06407975861495387
FLT3LG,-0.009074373943745126,0.039674743111331554,0.01594297675267888
A2M,-0.04754775078065753,0.026477835207508692,0.019730494999886918
VCL,-0.00929210675974298,0.006081712919597216,-0.035217016721074385
FGF2,0.0037775717343470475,-0.051972030076374465,0.018718549914189708
AGRP,-0.015602695281221119,0.06616624865922328,-0.03888927104535308
CNTN3,,0.0781355902117895,
RNASE2,-0.005327534644303728,-0.10415271445045877,-0.053186185082189565
ADM2,,0.08548984453737522,
GAL,,0.08363295397897008,-0.03824981354648115
PDGFC,-0.020545332159613086,0.05266979766896475,0.023940267246029535
COL8A2,-0.009181600422946112,-0.11832184818919968,-0.03273228976031282
SPON2,-0.05127617373942638,0.026496535324276427,0.12240483395398633
SEMA3D,0.08669732750189336,-0.0534878278626832,0.01932946670033298
TIMP2,-0.07806339403842345,0.11016497787269199,0.021645521057544068
EFNA1,-0.009105922731559989,-0.05854367068595945,0.058407860937858685
TFPI,0.019577448890931465,-0.08536806397006351,0.006443857900484718
GPC3,0.019489231999476993,0.015521921583997718,-0.022070030495682565
NMU,0.05505750516266806,0.0466601849068831,-0.01430306230312755
LAMB3,-0.06197484489771123,-0.06428246982613894,0.017242180333254562
LGALS9,-0.011232277414537828,-0.023465636269411647,0.006605770986849898
VIM,-0.02237245788041741,-0.04555860013621063,0.06924199709797661
PLAU,-0.03927192191881573,0.036208070106641774,0.025754833024106912
TGFB3,-0.023844730966647184,-0.04764218902662599,0.03936912031478047
APLN,-0.010188451348037614,-0.07868539773023442,0.025728625908877024
SHANK2,-0.01847589080756514,,
LTF,,0.006480206901911819,-0.04396271730200636
PENK,-0.01607585101109877,,
CTF1,-0.020056715557435465,0.07825430573803394,-0.03859293706286122
COL3A1,-0.032675608871131544,-0.0056594548579423825,0.06119180805792894
S100A10,-0.0032230287866138233,-0.0403442909719816,0.05532031102621786
FGF13,0.05440532236093409,,
SEMA4A,0.009475002799091522,0.055894616498067054,0.06650207919286251
EFNA4,0.029466867767352117,-0.03765056995519865,0.03183520761067857
HSPA8,-0.005161132984161099,-0.028544181721963147,-0.09104541907681538
NPB,0.018476291600233587,0.09282375660254405,0.004497235246855006
ULBP1,,0.12297117444992743,
SEMA3E,-0.03914669282088413,0.005010588999881883,-0.051124825474153035
ADAM9,0.03540021536171586,0.03136297841397926,-0.022141664770285296
ASIP,-0.0018448712563916537,0.07523405295183291,0.020934971157503614
IBSP,,-0.04058425099979196,-0.02508293763726548
FAT4,0.028021968208012525,-0.04364580414485595,0.0007413575089208751
MDK,-0.013018496170580337,-0.0032992712321773805,0.016935607275415866
HSPA1A,-0.05788572364870655,0.07190867420293642,0.011850709697421852
SOST,,-0.07252660070176563,
SEMA3F,-0.032303475534366556,0.02360037711397378,0.0671326148680595
ARF6,-0.05778759350327545,0.020034991382126534,-0.0033435482018197575
IL6,0.022604363386252713,0.0009895240182618992,
CALM1,0.00846113817112616,-0.05777585643836943,-0.0037518214609451443
NMB,0.02203885312920186,0.10145268582343939,0.022611129669363406
CCL26,0.05190835944382084,0.03305553426472272,0.039451412272740245
FBLN1,0.08229559281183305,0.039341620344157106,0.022046884299763796
SAA1,0.1733100388233462,0.03137729971672623,0.05059618360408767
MICB,0.024929671300444604,0.10548998645450006,-0.020725966202455103
MMP13,,-0.05387650739731247,-0.02240954428654923
F13A1,-0.004197060610082996,,0.072131435448969
CXCL11,0.05253415757260664,0.07005029930801428,
COL5A2,0.03607028784502851,-0.028356600802122114,0.050212682114789554
EFNA5,0.07591673704469497,-0.016064538566774252,-0.022070049828101863
EDIL3,-0.002209484911343026,0.03135792371655232,-0.06480436380017668
CD86,0.018409398714329294,0.10038402826083836,0.0763749433800968
HRAS,-0.033594025804310965,0.00444240212086141,0.006369686070335498
C1QTNF5,-0.026104247964580416,0.04119627961375312,-0.03867702371417287
RLN1,0.18237641273961033,,
COL4A1,0.009994533236656727,0.037096978126678455,0.07549620733423501
CCL3,0.026692346554893134,0.012560327990703305,-0.034207039677812995
BGN,-0.03434029769707153,0.04810419692478019,0.04223180599853588
RETN,,-0.004821549969732857,
