,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HMGB1,0.04059401822367667,-0.03293182681475226,0.006643437808592752,-0.04771281258059325,-0.06494537705568545,0.01618807631421351
ITGB3BP,-0.015534871135389695,0.07002586375071583,-0.024536290516843397,-0.015160612745530764,-0.07027555607385384,-0.03201855934481388
AANAT,0.02756191877340515,0.06994347560178645,-0.021343649475399594,0.022413151630375005,,-0.01397103246310565
RELN,,,,-0.02399029046590389,0.028364673877088888,
IL15,0.05901901005440942,-0.042566563543541304,0.04344548825586829,0.07599418818129743,-0.009825662365591828,0.050434117186834146
UTS2,0.008067680546726156,-0.019785880753602738,,,,
BSG,-0.0912605686896741,0.041989172187661516,-0.012551722167341562,0.003125628306065093,0.031086168506667722,0.029422050873630222
ADAMTS3,-0.03719627118874849,0.04994786773793494,0.044210716750371214,-0.002380526170687512,0.0273071771879986,0.08018633412595007
CD34,0.12395673821901342,-0.008421964662050585,-0.0036513906183617078,-0.013516207429245839,-0.009328047754527034,-0.022301512574278384
PLAT,0.1653008276289581,0.0236100406009819,0.06069598888801129,0.08610620460037585,0.04110964978352619,0.0640758073238817
NTF3,,-0.03823652590916489,0.11133517597990596,,0.13992761099340034,
LTA,,,,,,-0.0188029042102162
CKLF,0.05187550654985669,0.0474466973364347,0.07997173948630455,0.06319682342184058,-0.05667903193468371,0.018972400104022676
CD24,-0.0320653052837276,0.017391894510613518,0.014764853618352615,0.04326843869380868,0.024743507846036294,0.008536670302367322
HSP90AA1,0.056688695593934656,-0.05659771482926711,-0.12279081911798044,-0.07350278027141928,-0.005249960318766061,0.006204607736761577
BMP4,0.13386187512842415,-0.024127585092988874,0.028415576090994914,-0.03354801599930763,-0.01452215814937249,-0.005650769105184069
SCGB3A1,0.08543781673388735,-0.04031074488093333,0.09562962637967815,,0.0256758137023438,0.07739689401547985
IGFBP4,0.1384273936934536,0.0015242520717431635,-0.11395948948800735,-0.00910567471680122,0.03466058489557252,-0.021667720275769527
RSPO4,,,,,-0.01954613707636477,-0.024799062422804177
LEFTY2,-0.051402911237711936,0.03488308209523067,-0.018236479505793563,-0.0004237515320747763,-0.0265814550917225,-0.04326557101233252
PF4,,,-0.014537050319843953,,,-0.018802899859084697
ANGPTL2,-0.03801060689101497,0.02888717380891187,0.050595745299925464,-0.11503221164357703,-0.017563783323411603,0.027183128111546738
LRIG2,-0.12398486502712555,0.04074789844279408,0.046691104809026496,0.035020084599945954,0.01957777248875326,0.050339855610300153
ICOSLG,0.1224967241055067,0.08479790999050732,0.06768136288876928,0.047493832483052306,0.04416674541696732,0.001607820818600773
WIF1,,,,,-0.018170027688574706,
NPPC,-0.04605858799401942,-0.03953679455338221,-0.027505073769079198,0.00907168713432598,0.038758394872645666,
LYZ,0.09447499072038266,0.019016145867525123,0.036900973914428606,0.02257130411764341,0.0024993099778738404,-0.040175212620323336
EREG,,-0.013463469099532903,0.006732001712321084,,-0.02434504327786104,-0.028396734223888574
SPTAN1,-0.10064138254142177,0.07843403509112594,0.03649840408815829,0.02815252863402187,0.039337217550825004,0.043783203800678766
PTH2,,,,,-0.031084869589476094,
LIPC,-0.033206607970649914,,,0.04106301786603366,,-0.023773982276667948
COL8A1,-0.05310530643952067,-0.0006489249830370274,0.05111093518622037,-0.020896700732867795,0.04780040910962816,0.000835260289794671
GSTM2,-0.063101382939732,0.012657256380299995,0.018682079336832504,-0.009833947010289893,0.006840133229428092,0.043894945501026794
IL4,0.15163280675308385,,,,,
SPX,,0.0067747749780637115,-0.018049606077318616,-0.056776526135397916,-0.03990346979807209,0.04293409143007454
MFGE8,0.10251518220597118,0.0368087818405979,-0.008168677565760995,-0.04384895425168517,-0.007004493870455537,0.015042571057457217
TGFA,-0.022434426989187302,0.017502572805265407,0.02306323210206932,0.023250951881060605,-0.026429735647925598,0.0677599622011067
SLIT2,0.07824821723521261,0.04004458044534387,-0.0037531142994583497,0.037763745052516486,-0.004886604355326482,0.04795032414329232
PLTP,0.05957414105934316,-0.06813415764556076,-0.10497864420922562,0.03446549527481793,-0.0070230645347471865,-0.07352977071773165
APOD,-0.02410733492440621,0.07239500980763719,0.08798796181968276,-0.03281524008257767,-0.011574179489420397,-0.04771610410415405
B2M,0.10029224698472472,-0.03720979014965523,-0.01915842101555706,-0.07224692247618568,-0.0020555180252358664,-0.010397361983660095
OMG,0.002447932217685923,0.04957302407586884,0.1206525781909711,0.07452308237759331,0.07052387339156613,0.027511821033701325
CXCL3,-0.06433134684656305,0.03173775082097409,0.0008936822681482707,0.0749686241092277,0.042578795791260296,0.08204299767944216
CXCL10,0.004263476108935542,-0.027348790598572047,0.02162434126983619,-0.028188871300483375,0.002336467232471024,-0.03583269577494356
RSPO3,,0.1067104330396948,-0.011306758080757843,,0.07266238033994994,-0.013400101355899726
CORT,,0.044921666539696335,-0.01521228429808605,,-0.0076296341134612705,
NCAN,0.002558151539818747,0.07924238049029537,0.05925092602353639,0.009810316478447725,-0.0021895786003849303,0.05962380439039708
PRG4,,-0.029008012123026984,0.032304473869502165,,-0.04661010697013809,0.024580841062627472
ZG16B,,,,,,-0.016708484273491076
TGM2,-0.026821253358677674,0.0031395120713805934,-0.06355439353773704,0.04696721012503829,-0.03680883469578206,0.003423624372167063
VEGFC,-0.03598217513956168,-0.021361699372410423,-0.030479873489977657,-0.008495725466444644,-0.0333597189013803,-0.021947675360925765
WNT6,0.09410139366991821,-0.006686205950422992,-0.028272710299814745,,0.03435354417389975,-0.02017892874267482
NRG4,,,,-0.02216150641439814,-0.025811181147327895,0.017043686778991436
PMCH,,0.0048903083165327925,0.016162458417164287,,-0.014861012421929533,-0.012950867327192873
COL9A1,0.012238415697971752,0.03147680299274083,0.07842136557182255,-0.05493498471458811,0.00719492493122705,0.09072885094250606
GDF11,0.04483413360053969,0.02514952533324393,-0.02876885591941652,-0.08282058955332064,0.03973971159966737,-0.03629685349537758
RAET1E,,,,,,-0.01469981762463227
IL24,,-0.020070765819534465,-0.014305264443402176,,,
SORBS1,-0.046132923082423824,0.007950805253515974,0.00989017627253003,0.04759512855720566,-0.026104843275270233,0.034331812065600015
DLL1,0.0588332974161091,0.03737146379547706,0.11536569809827694,-0.01764760642081939,0.05436190962078631,-0.04288656035580702
TLN1,0.030728973436088925,-0.05013401876611657,-0.07500740764837904,-0.007384155499632516,-0.027780318951683355,-0.06366672577521727
COL2A1,,-0.043877325207197775,-0.03728389522706008,,-0.01874593651673243,0.022812642031369783
SHH,-0.04281705300687109,0.0165916894088644,0.06863816747616537,0.020319004801709107,0.05325062148915958,0.12304395733784439
PON2,-0.01619962796618183,-0.017189355733194276,0.05944624496933065,0.001131357263870992,0.044963250008240654,0.030568472263247107
ICAM5,,-0.022075387834986426,-0.007847939708140569,,0.033488464241432994,-0.013589470361757389
HPX,-0.006898464959677558,0.007650066775976919,-0.0189268880899167,-0.013224999333014567,0.007906628967623048,-0.003299557168336023
SFRP2,-0.031742366727298854,0.08671097163996987,0.06035048121489805,0.00047554028814507577,-0.021230105164900745,0.033846933124428186
CD70,,-0.00424530958420611,-0.022797998116363453,,0.030590631967420658,-0.020444278123772225
HP,-0.023875330113907956,0.023687609039843606,0.0026118708076875367,-0.028383183697722202,0.0610605078272175,-0.02004508824845524
CXCL2,-0.044943068578856465,0.02352211207380331,-0.08201088422928034,0.027909880114991667,0.018683387434001428,-0.004100570531181853
NPPB,,0.02476859342321171,0.00020343317197846206,,-0.022211319019410477,-0.013592911976759681
CCK,,0.06197726455394837,0.12286585093826341,-0.00598292964282345,0.07427624313621234,-0.017633676313944722
SEMA6A,0.022683542608419222,0.01305522078169532,0.02023306800705914,0.02363564369817441,0.0016836222382946367,0.021905976038938405
IRAK4,0.044944511050460066,-0.021344224332774834,0.025391961101719967,0.00871420800502484,-0.019769017006560235,0.0044142764441441155
GSTP1,-0.05548252273958963,0.10982261746608533,0.0854374786398261,-0.003775518779882435,-0.006305899649716424,0.07669709546769009
VCAM1,0.01783715451199402,0.02418745317209264,0.020746404449246178,-0.02946578346715058,0.006015537465596304,-0.014620357728800685
NXPH3,0.08414780924186369,0.08245121964877285,-0.0369001126399658,0.00589020952796118,0.03418855942214023,0.02640685160939779
MTMR4,-0.05158954379937795,0.08537256901797194,0.034835204887292026,0.04640925633822113,0.005048592336435914,0.04084574615563653
LAMC2,,-0.024675175669203315,-0.01878682619436492,0.11767431549247181,-0.014424930543721843,-0.02589866574959894
IL10,0.08375844438454452,-0.04696624058031625,0.015909403276359497,0.15072690469193004,0.05680849608869092,-0.05068839342243243
SEMA4D,0.0012736049954227494,0.06861031176670583,0.043196556144018815,0.0032317405440987802,-0.0078013271415317996,0.024227636823342398
TRH,-0.06193233350067054,0.048739099768424714,0.0376897626743809,-0.03703303439813143,-0.02892536107025658,-0.01522497297468493
SEMA6D,-0.129056646150029,0.07499754348010804,0.012596453028882012,0.012163532559854437,-0.004400962903310632,0.08199618017210063
CEL,-0.040658452931968125,-0.01645897106154497,-0.02335524112850089,-0.018294949669796955,-0.036515568729806686,-0.04356831801284036
PDCD1LG2,0.20077014104988178,0.004555300892055031,0.0054426126845358806,0.05628584075099715,0.059107317594985324,0.0858972790672951
SPINT1,0.14516390337542465,0.08969708339056297,0.022142614938208863,-0.018251128525692235,0.0396994004059049,-0.029561142293978354
CTHRC1,-0.031904462147455015,0.013198173309084094,-0.023116110045664467,-0.07844917485750696,0.01746908267988074,-0.019427112838511087
PODXL,0.07324295149552751,-0.008183501895273932,-0.049955860772738815,-0.030340935085370717,-0.007303411161047557,-0.0032890730887188096
JAM3,-0.015183178630808217,0.038987962695768846,-0.016402323005638073,0.0744736276403562,-0.012431756348348063,-0.016966376837417745
TGFB2,-0.13290517211823824,0.06648898049843327,0.05287772704824553,0.03311901079740294,0.1008962495060983,0.014416108000906102
COL18A1,0.10594353412897786,-0.013159116529034424,-0.07822490361924564,0.03109331106690024,0.020661727868861286,-0.016381515589346925
NODAL,0.060937224907410714,0.02942465131827474,-0.01767037137329079,0.04636344643964854,-0.016495989966532173,0.05792171785799502
INHBB,-0.02970126296142198,0.020142381725418608,-0.0027085856294011136,0.0013327548895503247,-0.018786689721257414,-0.013425286133635958
LCN1,,-0.018070101351669143,-0.016687430751436565,,,-0.015396321350065991
ARF4,0.10712655400809055,-0.029156473581787464,0.046827683924746344,-0.04781692392729479,-0.04192437108756927,0.044132407276448585
CXCL14,-0.04744019831004434,-0.02514035648539731,-0.07748577508285397,-0.016069737967129887,0.028651345890066404,0.070649673203795
LIF,-0.022462885657368686,-0.001856330513709973,-0.06046031177235866,-0.01989088256887034,0.016753014838949032,0.010252584560586012
IL17B,-0.041860541703507136,0.01861784951627213,-0.02671918743928815,,0.05290065124566467,-0.026006541049604346
MMP1,0.03706745647321247,-0.03417535327882358,-0.012669596796116669,,-0.014861011245028283,0.013538452659908785
MATN1,,-0.006270744213105444,-0.02951543622592132,-0.021674194113804352,0.12071646389936211,-0.018516820520864296
ADAM28,-0.02838252080389022,-0.026574538791765228,-0.0021207024578455995,0.01837505753821825,-0.020796607136116967,-0.03973383328496285
TCN2,-0.011138780813661656,-0.018569590454372262,0.028365568179315834,-0.007174629116829885,-0.04441411914393653,0.002157179979957834
THPO,0.04109012092936755,,,,-0.018347239723433075,0.0008481450948404823
CUBN,-0.05857691247028,-0.028828319026141743,0.025122451637437378,0.022914866359405053,0.015675760488410403,0.015498264018104125
TIMP3,0.11789026252780894,-0.026919600938510934,-0.05545389423482149,-0.005691237618794887,0.0314657956537973,-0.03468481315241599
PIGF,-0.01233765265225246,0.009811650065148357,0.06263250306370216,0.037276861773185545,-0.0006189867529528831,0.06295179463572698
CRH,,-0.05425789082892471,-0.008391678817910532,-0.008708515122803134,0.00038190261592327315,-0.022830774028141345
BDNF,-0.06763460360324096,0.053153718614176684,-0.045468528916559524,-0.021607657482220002,0.035519534470826626,0.017800149959205033
CCL5,0.033723285641725734,0.05107745421396645,0.04127298112745213,-0.03184465217702496,0.0037950239133692507,-0.013938181372722775
GAD1,-0.0009852984080177553,-0.011588892170593999,0.04829234043790038,0.01232308218772258,-0.018435951582816294,-0.03282312191456345
COL14A1,0.03910497130853696,0.05949043679086511,-0.007807370009482771,0.00585320101171711,0.03543293084197934,-0.059855025274316805
HLA-A,0.03144046895839266,-0.05298114143631334,-0.1138570655292029,-0.06187649580237158,-0.014699573660786128,0.0072864828546844755
FGF18,,-0.032832955363634585,-0.026049140025431163,,-0.02568088490827122,-0.015224974196172563
ADM,-0.009532136155339726,-0.01710365922098177,-0.03935479347673509,-0.05915414740305536,-0.023824615128357925,0.012359537725629031
CCL15,,,,,,-0.013204618938376276
GNAI2,-0.058552991391819714,-0.09344653927343372,-0.00806269347286153,0.027483345245859884,-0.047986280703378334,-0.031084809240850223
HDC,,,,,,-0.02526818479586476
COL11A1,0.02562865612666265,0.0038685831796783925,0.006859181835896814,-0.03998956468542319,-0.020760750316039887,-0.006607546868542619
NUCB2,-0.10689353024988686,0.001602811984499076,-0.07835682840200164,-0.0400213476282436,0.058210211522150626,-0.023653877519771094
CXCL1,0.26058837579084765,0.00014287779804229048,-0.0607821855460333,-0.03257947878103131,-0.0057942794004726544,-0.007306692172554492
VCAN,0.04438617646211833,0.009919916747158301,0.07891459275339976,0.01654062427970444,0.012078979604996352,-0.05419933661739625
MMP7,0.02452380578301152,-0.005698496901261323,-0.0911249658268248,,-0.02546102493162468,0.018333291158789216
PTPN6,0.06056863007758458,0.06126952860288966,0.044608486770971345,0.02680528204056968,0.0669221845606054,0.032004989782763296
PTGS2,0.07147306059413146,0.011930534040616433,-0.07724207068625807,-0.00844356851138273,0.015020824369214366,-0.04182111642822032
CD58,0.019750149010609765,0.02904178871380321,-0.016824927700234072,0.007607766556574168,-0.02507252682901483,0.05710557821844368
TNFSF14,0.07237965336099325,-0.010046169893137114,-0.028398968906909593,0.016547922613995257,-0.021458520314968796,0.035264808755793214
CNTN4,,-0.009568552510440044,-0.006956539921690384,0.050184610842593125,0.03392260806685888,-0.0034439330506642407
INSL3,,0.002757737980824446,-0.016484292038003723,,-0.003813996093510451,-0.01808011847366805
BTLA,,,,,,-0.01748257054619644
MFNG,0.023574719687279633,0.035168248498711197,-0.047109090312609354,-0.036578711309195454,0.0010057331076557905,0.01241830726537653
ICAM1,-0.10059316151094098,-0.016022803758343904,-0.03456651504984274,0.053195736507011794,-0.02456772081980267,0.05575580200929662
PROS1,-0.03537653876786041,0.003397379310134294,0.00026539263273871676,0.007501520060581668,0.013570391891523422,0.00882126698460942
CLCF1,-0.02553876036060785,0.06825249439327294,-0.0015945466723467476,-0.029920785173924585,0.0740156662492604,-0.016779720374432313
PSAP,0.011470230695803793,0.01903469814044294,-0.08657497509652756,-0.008274272787752867,-0.04303077686113959,-0.05117101277776743
EFEMP1,-0.16206284930128365,-0.022263911735117475,-0.025834073377489934,0.010527683981682166,-0.007983758283442662,0.009735736068480815
C1QTNF1,-0.012067695678853409,-0.02349681304357307,-0.07723526457084891,-0.001460458464523115,-0.041984521206987424,-0.0001780892524005067
ALB,-0.044943138244338626,-0.002023373429036232,-0.03779241439948798,-0.034509000698942964,-0.02519612878321032,-0.020444284504182543
CCL13,,-0.019497054350600257,,,0.054504488272816516,
EFNA3,-0.0798825863148511,0.04447478478047732,0.05532233041297001,-0.029962463940218773,0.08637770872340116,0.055019006939410975
DRAXIN,-0.08373716218484133,0.030039197106815962,-0.024467787395253057,0.08311978655693038,0.015668436307583005,0.07390627504302276
RAET1L,,,-0.016687419815193213,,-0.02607009886990211,
NPTX2,0.07603495259038141,0.04825276588514971,-0.019193390618678127,0.07196315658907666,0.025534846167637845,0.01552346611236156
FGF11,-0.11880300864765939,0.016721055654580277,-0.010140643511480174,0.024233033534099856,-0.003511732060580651,0.015939994062368096
CD59,0.04576176115144696,-0.04217574432532774,-0.0627697404142958,-0.016116416995084072,-0.012687245420531557,-0.040982921659287526
COL9A2,-0.054893645134183884,0.037151683080696385,0.052950991043584264,-0.011232471831937405,0.03357480574302815,0.022967269279488473
DLL3,-0.03944413675877924,0.0334852184426932,0.09585571664910053,0.07357431489138105,0.04437442832262725,0.00997490382776998
FGF5,,,,,,-0.03491717785510191
LIN7C,0.04488659637119552,0.05158188554175828,0.006730879659109077,0.0007328145342132967,-0.022420682288285268,0.07792031528651909
GDF7,,,-0.014305268975599602,-0.0354151082064524,-0.017444522807929515,-0.025790424184244848
PSPN,0.0028028553329269798,0.02949221348444514,0.03766213012531416,0.05192768778846955,-0.01377631515883354,-0.028212046241814243
ANGPT1,0.10483305963823386,0.015239580044204632,0.007253431685651,0.019622215432807174,0.007530866217415983,0.015503359141483646
PNOC,,,-0.015212285953136223,,-0.0030495451416875687,-0.018660360712839115
L1CAM,-0.034617857365538685,0.0741280527348485,-0.039468738196533716,0.08447511856169036,-0.004552946643280708,-0.02271054995384107
APOA1,-0.00953659867882775,0.0023053907782544657,0.040514094001066814,-0.029898738139162655,-0.030451534577666278,0.03811476534920074
PSEN1,0.03360551834420658,-0.016532452775585467,0.00689566280730041,0.031653845871171364,0.02152594319459615,-0.01710259334118062
CALM2,-0.07358622384247224,0.07059873428946567,0.11690828791646478,-0.017045763404544615,-0.03141644507346952,0.07275686715762984
CLEC2B,0.09803991338220044,-0.025252294456948193,-0.04050390145876791,0.031541733492314435,-0.018453091587316037,-0.005645673692949609
NTNG1,-0.051026005743970176,0.012674148941649217,0.04933476453683462,-0.03643369584777475,0.01644498776913175,0.03672116779698059
LRIG1,-0.13115383657737198,0.041742910105192085,0.05491978668347383,-0.06913272948231408,0.0331210486631883,0.04686040387386182
CPAMD8,,,0.0340937713643639,-0.017461270009709064,,0.06958456621354688
GHRL,-0.02171848831653319,,,0.014222964725195445,-0.018869638293377244,-0.026006537783802054
NPY,-0.04418777366280012,-0.0041882951217409896,-0.047788508486529616,-0.0004016349105714054,-0.026132868101053433,0.03443725055651876
MMP2,-0.02082316908565994,0.060097172173028894,-0.004010265877375213,0.03248687247631874,-0.058686424175094974,0.023694125830512364
PPY,,-0.020686991242680974,0.022449765054691602,,-0.03825847758585119,0.05033646431137959
ALKAL2,-0.041062245531747046,-0.011795816902813734,0.05902817574273575,-0.03823475991137125,0.023453075547728852,0.0013185668061772508
CSF1,-0.13526920751551894,-0.014396664122225683,-0.0586089778681936,0.050009866173756926,-0.05843251076220121,0.04369901634674939
SEMA4C,0.010217224459955716,-0.05884836902249246,0.002137983113569809,0.16129267589521362,0.047196161359945234,-0.008775238444320885
BMP8A,,,,,,-0.016227879568539664
ICAM2,0.1021434988173406,-0.03711818401609394,0.03275166943147551,-0.023629381517195472,-0.03847544688326125,0.031851146657886784
SYTL3,-0.0350279068591751,0.028555589708532735,0.00505980448173443,-0.0328118877080507,-0.0056514183764429255,-0.04965078253705449
IL1A,0.14591824215956395,0.00392521403917218,-0.016223976058102982,0.011977538457438666,0.027936080718785603,0.025856262301996686
HLA-G,-0.03598217513956168,-0.023318319821174664,0.11223423095091029,,-0.031638151919408865,
PGF,0.0947286317732143,0.019809272846440282,0.013603045782582418,-0.014362882497016451,0.03204636966427089,0.02031537706717758
LGALS8,0.044646444686615286,-0.049153823129280544,0.02555177898200677,-0.028753758781823777,0.03679077168033386,0.050904232869279635
DKK3,0.10707854432916168,0.06313732350134521,0.04450055127006876,-0.0022572222855386484,0.05021181457504249,0.04646973643818052
COL16A1,0.04658509673750975,0.0580178785352848,0.009760603036745528,0.06786376415499118,0.007024969301693447,0.009824855255909867
TPH1,0.058745436516308175,-0.020202781763220996,0.032373451926733125,-0.04205204127680664,0.013967447159777022,0.023376947538886392
TNC,-0.0916323391877951,-0.010236886307986864,-0.09952926643039,0.0407394161897847,0.009285452907652106,0.02281304495449078
TNFSF9,,0.05863044635592678,0.078537820431691,-0.03156580050349022,0.08212526708099271,0.006298234526844722
C4A,-0.042255215133337326,-0.021706379477414377,,-0.02952605594931675,-0.01762850401791289,-0.021853319884068703
CNTN2,-0.03195021247701848,0.058790755604672854,0.07038436869014662,0.019832054440548946,-0.01304828996023392,0.005284775625568109
F7,,0.03630668285872819,,,-0.017444524494772243,
LUM,0.07582302664996522,0.026030686964801476,0.022192836810693197,-0.0022407217456584423,0.005050103414364799,-0.018549061944323222
BTC,,-0.019785884390552014,-0.024377610075216532,-0.025334470310566026,-0.016881403048754594,-0.0005133265931745974
APOC1,0.09670210258452488,0.0034406432433595046,0.057505573887753736,-0.009851330708915723,-0.04449541958757259,-0.02540822366795034
PKM,-0.11800811860149277,0.02079340324439996,-0.050374465550327215,0.0668912175099429,-0.00011813745530646026,0.043316613393704684
TNF,0.012031867609619502,0.0689997851647772,-0.016687424366690726,,,0.07520828920636716
GNAS,-0.05328692410811335,-0.045983664848326944,-0.05190426340498746,-0.0018717449916036178,-0.009033704282458635,0.07786278231557472
BMP8B,-0.06967163368517179,0.027427661132475908,-0.028747599171801724,0.025625431448897437,-0.02934658975955235,-0.02171917825657403
LIPH,-0.03598219589311495,0.0028202666347909786,-0.018605042528524254,,0.08018888693636185,0.04784524208538712
CCL28,-0.03272489269541017,,,0.030695426538111397,,-0.012600983574827378
PTPN11,-0.11470895834899866,-0.026798332633115363,0.023845986337089873,-0.002095941093085685,-0.010543051960569075,-0.01163561287547392
ADAM12,0.03888415688154079,-0.06660138475780786,-0.021350393764861152,0.012497005728709308,-0.054325480042398754,0.04557319863880098
EPO,,-0.0002269388440586182,0.02273818542201486,,-0.016689736065253254,0.07901621640269373
EDN3,,0.06198496904881759,0.05363353329426287,0.03801065750171904,0.01467764021898473,-0.024347881939280214
CCL22,,0.1070187292578558,-0.01767036358150471,0.01600197509298304,0.08445395327997465,-0.02070666413820039
CCL2,-0.07711171280719877,0.00948988199612826,-0.058427039840430656,0.04483048721367046,0.034156743987516336,0.020916845435689967
DSCAM,-0.1492505924801684,-0.01977850738399513,0.05932415904868025,0.008375737975972039,-0.028716676388395996,0.05530658155773578
ANG,-0.014112586271192877,0.0013544971126529042,0.017014442817965564,-0.040538597109865585,0.037821683695823866,-0.03264552835402009
FBLN2,0.05289050737828379,0.05152138611816246,0.04577346846442817,-0.05006022970318213,0.0780567377426187,-0.03519378073463482
VTN,0.07210858813415094,-0.02420368163481428,-0.013587371778471346,,-0.021610955591077775,-0.021853324421079803
VEGFA,-0.1481329446477071,-0.028331401353592387,-0.07225961388515556,0.014494344126630638,-0.039207717804252994,0.003911923047520851
F10,,,-0.023205989749882288,-0.021919088900765844,-0.0013097444303875664,-0.004757187903839888
SERPINA1,-0.06821891493588594,-0.03566421556995958,-0.06910917158009972,-0.016305606325319556,0.07116835387986528,-0.03133783088883129
VWF,0.07545031786749062,-0.02617379947013914,-0.025917342288607488,-0.02158863093911096,-0.0013513185086349425,-0.02076262405976274
GDNF,,-0.03481996880137509,-0.011469019610353433,,0.009031470920339102,
VASP,0.04472335985021711,0.03292136787598461,-0.06500652458312213,-0.031526431239720064,0.007633573451397425,-0.02184650286913853
ADAM15,0.05123648998627067,0.029185341650118372,-0.06078419905766625,0.053224489056643905,0.07136080432075784,-0.03687239873412346
WNT2,-0.03984128641854072,0.038278085274935696,0.04061171984000406,,0.01688767592314455,-0.03258721908710428
CALCB,,0.09049832738250208,-0.023503666066018152,,-0.010926422458607539,
OLFM2,-0.017674601520880833,0.0741302405604902,0.05007218817108868,-0.051227168625809075,0.0004913553853878185,0.02983422295578812
MFAP2,0.16572560231202263,0.024224440650433852,-0.050681408856450054,0.005989893704340176,-0.00024732204915956906,0.00792715458879784
