,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
RELN,-0.01654267302080366,-0.024811397620064027,-0.0017242496914911052,-0.04157906899030819,0.013854841804639492,0.03758794654152702,0.08312104829506928,-0.018627796718853194,0.01802979036284385,-0.007219243948379462,-0.007159788486043571,0.023983261808504013,-0.03892523108268985,-0.008093803653775683,,0.037827983818532016
IL15,-0.001093717458304053,0.037924536485617145,-0.010197714067996794,0.03328327855723416,0.05131180897900368,-0.02701585472707524,0.0077512892561273465,0.02285545647711785,-0.050084606655335914,0.054664064120379045,-0.010463125710108188,-0.019105182592846225,0.0133540174259479,-0.035053484292963503,0.07605279622795966,-0.00025979205855611976
UTS2,,,,,,,,-0.032776162106449104,,,,,,,,
BSG,0.051336117171370876,0.01426412928185579,0.03944792002261604,0.0025731830965016454,0.010115047029497871,-0.08007684283513679,0.0007512814086786444,-0.04836535982180223,-0.08618786148593605,0.02089235464594269,0.0625397119455118,0.03363941188636807,0.041121532973273256,-0.025345414702963295,-0.010983321797864726,-0.050987719752820494
ADAMTS3,-0.003298601872381625,0.08674480039134026,-0.07690487273922157,-0.006122473874316692,-0.004548260940580663,-0.006865569146252337,-0.0252304264440901,-0.01807504889112052,-0.029438084454035025,0.054434133730417854,0.06317265455375479,0.043032343294736576,-0.03614281322007507,0.011344524863183447,0.08626780271243573,0.01349889868132773
CD34,0.008232225247035364,0.056913653350280036,0.02967650160736295,0.05510855036369895,0.01633535096758079,0.0605043046067829,0.06924803743482784,0.04611589366365022,-0.036666428079220076,0.004619863037446252,0.01150057231821534,-0.036586491264866745,0.06440500467029524,0.06337667438630572,0.005262431917582601,0.023839503836035118
CCL23,,,,,,,,0.006880899139673204,,,,,,,,
PLAT,-0.0309485368635896,0.030403781013663242,0.1099280137118765,-0.050605526182507805,0.009684532450835424,0.0035825576511843036,-0.06663867276696525,0.0549793765167741,-0.0836244483972784,0.036818495928760867,-0.07013793670597035,-0.006614384611811458,0.06182834371354547,-0.06383366568948855,-0.024784846929985723,0.009682163919892704
NTF3,,,,,,,,,,0.02042203129379286,,,,,,
LTA,,,,0.023546503467615866,-0.021280247297696925,,,,0.004351874103582012,,,0.06707733797439662,,,-0.021934731913020384,
CKLF,-0.025780832146043653,-0.0333683104003972,0.06822642293187553,0.026956959482728714,-0.006446225798916408,0.0038098189784212828,0.024399547092016447,0.0400373671276859,0.04714808617905524,0.01789133184971066,0.031044566884436253,-0.022607935373459547,-0.05734916554791515,0.000960681868305433,0.012269364404089619,0.09449775038759448
CD24,0.03309415018963492,-0.04828490479545694,0.03443417735500576,-0.009687959970621753,0.00943801831815226,-0.04910167555687106,0.0026794678287515206,0.05264170803437654,0.06482251292312849,0.04058744336171012,-0.06734903192394884,0.05473885732217063,-0.014792644394219977,-0.026181069963915764,0.008724717396776188,-0.068646505088802
HSP90AA1,-0.056774860153135216,-0.03298074484005359,-0.01467821226833526,-0.011172624900204497,0.030665063987046152,0.09391918635605684,-0.034376188592455344,-0.017877657342568333,0.07834642591981629,-0.0031336055982717132,0.07419119208546758,-0.0915497889492665,0.0757644069613576,-0.042285727785066625,-0.019720694461218703,0.022206895750775026
BMP4,-0.020535907932709294,0.03162956879577095,-0.024411966317106785,-0.007641665594618545,-0.006299689386923353,-0.011836101374064592,0.030185913027414638,0.0705934923368934,-0.03779734238823762,0.03131127351448494,-0.011789525191538657,0.004402771274271181,-0.03328353086232644,,-0.04992312179967084,0.07847725033708373
SCGB3A1,,,-0.016633051558860273,,,-0.015834153937313418,0.0527376806367688,,,-0.008479038954117137,-0.03299096870679073,-0.013331345403442333,,,0.006981639156178935,-0.004555924950067906
IGFBP4,0.0142061226183062,0.0005100059675592155,0.003719229138262628,-0.06500299498010818,-0.026038526035392636,0.016011017957467052,0.057604134149487875,0.010610519995898186,-0.02718712893301383,0.007125505665549161,0.025307061456656146,-0.0013246151562768893,0.0907251394158482,-0.0497117480455175,0.024065126688261287,-0.04584498347304466
RSPO4,,-0.03980816429215731,,0.004813024114773702,0.023544503872578705,-0.01827518756713353,,,-0.03700779844281761,0.04146779802360111,,-0.000603378077751472,,,-3.1789759231459525e-05,0.0789389533953377
LEFTY2,-0.019757041261967666,-0.012920435594926062,0.00035005430899294704,0.018553790685338273,0.032867380455701097,-0.02836591608651491,0.05156200516710028,0.043237511463790526,0.010103712744058704,0.007093701480478995,-0.019935060387692244,-0.023585137462535547,0.08037098491531851,0.026186184522001086,0.08045464625021186,-0.08487047999257902
PF4,,,-0.017254120996995435,-0.040205419937718444,-0.007422445326151657,,,,,,,,,,-0.021934726837160717,0.06580816047446096
ANGPTL2,-0.04918379840598319,0.12335327260904416,0.10018231466941273,0.026734046587751612,0.02359544403238898,0.013830666319576796,0.019520110103171368,0.030602957090696763,0.01212503526425088,0.026097432583497848,0.016188660798247597,0.07983239102151822,-0.005028008132346091,0.03180129295638814,0.01868116466711617,-0.020254946898465923
LRIG2,0.0362137372154629,0.0950047415841476,0.03189974964769349,0.02306661649607325,-0.03846752457320894,-0.054188847533373295,0.006347218651570559,-0.007928193429526649,-0.03120253091011279,0.013915540993902898,0.01852073919955362,0.020041168186318587,0.04913281083113097,0.09581710541830052,0.04773351892693253,0.10897523990018448
ICOSLG,-0.061810410331614024,-0.00200015757367042,0.01181282227634141,-0.014127580132242868,-0.03261223050014558,-0.04363414696486146,-0.04524449500493783,-0.034181769424930966,-0.007725933787121231,-0.06941788489582489,0.013148925222154828,0.0034144335802071706,-0.0093190506872017,0.0626031544925126,0.026036483276752502,-0.01856628880620421
WIF1,,-0.046270997461650885,-0.0194876944937309,,,0.11995516125316533,0.027202371594134633,0.0029548897452202853,0.051077385997763895,-0.05101478044873887,0.0781714604801352,0.02609081074957782,,-0.00806103342825266,,-0.042114413847367235
NPPC,0.04000871441337252,0.03712784697798271,-0.003892384925603761,,-0.03276723359845481,0.08582945079655513,-0.038361438440261374,0.010956512590365449,-0.03937500305214773,0.021951497687286384,0.0037961118354981993,0.037999838034584746,-0.029529685227906305,0.05587437836687928,,0.03353271116520733
LYZ,-0.033802310002672434,-0.00288838336213243,-0.018342158673834145,-0.016271076331984973,-0.015502249247070523,-0.00832395680707822,-0.02868000144796562,0.021008744044777688,-0.024977222427670476,0.01675271434325055,-0.06437481927944744,-0.0436126873886079,-0.028624526473206218,-0.030189749920531375,-0.0044145453048216555,-0.019879635423967333
EREG,,,,,,-0.025717525051456396,,,,,-0.020507351349528448,,,,0.00511620884246598,-0.007059920512119927
SPTAN1,0.07149590923105059,0.13726263082854945,0.007612689044391918,-0.03588931072777107,0.058577637199168364,0.08440387836502504,0.00632250446940186,-0.042556790608457955,0.02698451045770485,-0.021465241372005832,0.08477490081616945,0.007568746627803031,0.009797911439935417,0.03189112475546845,0.06909711153089033,0.038280283833633744
LIPC,0.031263748464951585,0.02606756138723685,-0.02112357925616441,0.00718315178398469,0.029190035694753643,0.02297175280124911,0.04040017753821103,0.03250891815613502,0.04434981784958802,,-0.036728292496653325,0.06158275618867822,0.138211400277036,,0.003131256798950841,-0.02195116734980817
COL8A1,-0.03403960839506617,-0.007733228386456695,-0.07203203983244634,0.023086853000510794,0.005979673547814782,-0.05949975308491491,-0.026800593563926802,0.016658559379902568,-0.03020184019131101,0.03515811505554027,-0.06562879387664744,0.044439101365645425,-0.02789019478410202,0.07042912750786733,-0.09033448230549945,0.04502714809041223
GSTM2,-0.007160271004293795,0.035836218741506026,0.012216149094578105,-0.08602549342138921,-0.02422386638220923,0.03549022867405675,-0.013246154467400323,-0.03541395556219318,-3.7337742747263486e-05,-0.017494524024031857,0.002204634433940741,0.05157343190420077,-0.022131484105950727,-0.06284743828784213,0.019881267708775636,-0.013759538179992014
SPX,0.010703595502286514,0.06526554368141939,0.0721026880627933,0.04070180896498192,-0.046895826539894714,0.11174552519405814,-0.025396020201174208,0.0070780168985213505,0.03483013046762655,0.05766223121721249,0.0993849884734282,-0.02749673925025944,-0.06663588435633959,-0.08681499287756314,0.064717300064796,0.03626928776065098
MFGE8,0.058861207810695454,0.00994252156461514,-0.013633226267453466,0.057146455682521025,-0.006103453309725841,0.08493744654414564,0.0066162753023903,0.10889527492185018,-0.039944780825930476,-0.06179844213310378,-0.02969450050591047,0.0648270852885374,0.05177449133253652,0.02866387060076256,0.023195229114305445,0.009227636577296585
TGFA,-0.03840948852733857,-0.055959166688334366,0.016553282889944385,0.0016176123473446767,-0.038046539463872264,-0.08457362212913731,0.048339884373950176,0.0050011754945722365,-0.058487184694553294,-0.003149211542903066,-0.013248106676856733,0.0289884552946051,0.04165432847659907,0.08572239782445208,0.018234664906190242,-0.009816142135444343
SLIT2,-0.02053590464665606,-0.018632917101364495,0.02697024826081614,-0.03534595550015879,-0.01770328547073722,0.08755827074520225,0.021930805392441164,0.06745950105397923,0.023752839436149475,0.053106845479092495,0.03913631036557926,-0.04297490300650365,0.04467291944712317,0.07141873789891748,-0.020285727908390255,-0.016312271626843244
PLTP,0.05721292669076443,0.18517051211117888,-0.03296443742104896,0.04810039146273486,-0.02114084845898962,-0.00496161973689569,0.0177253663126191,-0.015522158155097185,0.039820061096282645,0.074935438727056,-0.05344941401383421,0.04103769367808278,0.022817356887061,-0.033103359636436507,0.02693426050814959,-0.09385739128656535
APOD,-0.06323761667496872,0.06358201535648876,0.06990155113267899,-0.0324651790632976,0.031324531452130634,-0.087104055810084,-0.05114220243708562,0.04276837695481744,0.032477681601830614,0.09008823552257965,-0.06790042287490015,-0.04241520563537666,-0.03516092744694496,0.11300123602253222,-0.05610694089621799,-0.016468875380234255
B2M,-0.011825928152889,0.04965637249999971,0.017255913193428077,0.007774663456097176,-0.032003760010918585,-0.013351006796457666,0.00559285907910869,0.012239497162239633,0.07907666165566207,0.024379118252485715,-0.08406551265061993,-0.049577650213522464,0.10824375070160765,0.05002325868789189,-0.026615492274366586,-0.017340231245558654
OMG,-0.023212901423572047,0.018921145225984832,0.07628180421738938,-0.03262231830872644,-0.0012561987371720906,0.011630081370146273,0.030998027633564705,-0.013776821167659214,0.06700672930295243,0.0015793477835168489,0.0035402169586725004,-0.02437949772038523,-0.0347393018359095,0.014546471863052425,0.12089696271950028,0.09058667221236794
CXCL3,-0.01606928952907333,-0.08398320741647214,-0.042608532336767126,-0.007316024018368977,-0.059964731675066406,-0.0005500544916638684,,0.02583520355322304,-0.06723165436313422,-0.01612359669125917,-0.028869117170732886,-0.013759192853821949,0.02488992024930152,0.04047469975472094,0.014779950006965649,0.03893201083277283
CXCL10,0.07299359358988229,-0.02841571150630618,0.04827949657344395,-0.037194184499928035,0.019928915213069796,-0.01620649661041671,0.1520517439522323,-0.009928009552010845,0.0441709898231151,0.01652611545675874,0.053981646514573,-0.021865022551437782,0.09019385950264673,,0.044781238304992366,0.04289806438103057
RSPO3,,,0.03935190411795386,,-0.0003491449319317138,0.10603647269179,0.0281009293870386,0.022691931352958904,0.001720201134328725,-0.045008670810431445,0.017680476802339796,-0.014378091349778094,,0.01454303144958925,-0.015632033624319665,-0.04607172250105663
CORT,-0.01995433950541438,-0.016999143623819674,-0.049322945104290056,-0.027386214235721715,-0.007169155073070772,0.013361953647928906,0.04958061784259554,0.0005715321169203361,-0.00029165007642367627,0.027399386025004854,-0.029194013695215643,0.02017420458372194,,0.08838768976662462,,
NCAN,0.029677074199469355,0.1699818192418757,0.12107625084245026,-0.03762385196901576,0.06643213489069258,0.07987856926445838,0.009610333747992956,-0.013977754141127383,-0.05268227862713814,0.06540370873833302,0.03920011008730401,0.004014498989677271,0.026990667031445606,0.0776546244286392,0.12206982066983646,0.029986391913675123
PRG4,,0.00156847584031866,-0.025014125635144387,,-0.011840649691005081,-0.01266839554074273,,-0.030600013548929838,-0.04729449725621392,,,-0.016810365574068162,,,0.010581456306466008,-0.03194452808688134
ZG16B,,,-0.023065022336704367,-0.001983045365036023,0.012693657535870782,,,-0.03303763202515776,-0.0015188548199220923,,,,,,0.001616729535013356,0.08035129050864448
TGM2,0.06544375126295653,-0.0766245649398647,-0.06725659913685902,0.03279715829076372,-0.009782817398819445,-0.022281757862825602,0.03783515386749365,0.05742900190706052,-0.011837773707457219,-0.014580276474818361,-0.004983139392346292,-0.04451964475709814,-0.004115542636842335,0.005948862573432295,-0.0198400106408284,-0.03725548073916673
VEGFC,-0.01995434079021125,-0.0437056868748164,-0.01033121836848093,0.06384712554849968,0.03890394558969256,0.07546861091213417,0.036238017848692634,-0.040344196618435295,-0.02374664582251846,-0.024398128573803555,-0.023173217733271405,-0.017155648127210835,0.04403476667965629,,-0.0036164280047146107,0.0015955420885223261
WNT6,,-0.03306763954076214,0.07505290858415113,0.016178641250313337,0.031903228791681885,-0.017455829411099372,-0.016066599224376962,-0.0168967921465597,0.045626896486260005,,,-0.014972583377928835,,,-0.023539948260866254,-0.020231469667448234
NRG4,,0.01860048076008267,0.007455240840254908,,0.010029849965651092,0.022119579098298706,0.01727538861954483,-0.018080205711872098,-0.0372247859016586,0.03363900083290391,-0.005689855951126405,-0.020014064561553167,0.0651745684041262,,-0.015632035376297683,0.03626449781290066
PMCH,,,-0.017656693362342282,,-0.009115300281901476,,,,-0.037007796656791624,,,,,,-0.03370860672771004,0.0011767025162742874
COL9A1,-0.0020195316705691278,0.06408728937253465,0.054886135451900755,-0.030647269740103136,-0.011838706670906453,0.0049897183587561105,0.03438602154716372,0.034553934638291456,0.002028164468989119,-0.009831829036209168,-0.020223062609091527,-0.022805550764871296,0.033604815430156997,,0.051489917510647465,0.00023656220911856483
GDF11,-0.013400488056997721,-0.005995716187877076,0.057251853616329396,0.010949290087184368,-0.020700977153637255,-0.019654788960721592,-0.017512644764782332,0.04747470613877649,-0.0047920521454431625,-0.040564466489083344,-0.01607279123226323,-0.027140179979621645,0.07977029975209633,0.04691350781549986,0.06633324108647481,0.02299056818648571
RAET1E,,,,,,,,,,,,,,,0.10307821469060753,
IL24,,,,,,,,,,,,,,,,-0.03401416837943333
SORBS1,-0.008362624639069451,0.1313259780144628,0.0026895724170753134,-0.026271960993842366,0.04084083767247455,0.018818789139054527,-0.021292467604504005,0.0015452817103536612,0.047522196197150084,-0.0009082087837132755,-0.035666576445804336,0.04466905083043015,-0.025804534163803874,0.0008303428202439524,0.04528477551711083,-0.009977177563613326
DLL1,0.03026704791264223,0.0523855099326019,0.06804865384863351,-0.012150926717226476,0.024236820431159514,-0.024799728729043298,0.000964976081010675,0.05628223027432607,-0.010652682165997322,-0.03948422691272665,0.013896019016615826,0.04880662709359654,-0.015207414977389708,0.0742037515293368,0.11492313905337526,-0.04837880279423044
TLN1,-0.0033708955706084937,0.022659497758596964,-0.029799894676857334,0.00768982997216597,0.007523427827534547,-0.07093400927492276,0.025687632462463635,0.06556620608307831,-0.06496894740940498,0.06115433751580869,-0.044085106434494564,0.04239764999002608,0.03719280109597311,0.06684288205841912,-0.03630603589889642,-0.0011285026514148654
COL2A1,-0.01874222793706284,0.03959366146514771,0.045010169639835375,,,-0.01131479903621756,-0.01740616072724335,-0.028244206867381536,,,,-0.013968405550424784,,,-0.022749892404862394,0.04808527994169107
SHH,,,,,-0.025158662092959316,0.061963324918043634,0.019247679330446618,0.029185334876405677,-0.05550618898729108,0.031086265417413453,,-0.013331344238199755,-0.019912649125662926,,-0.0100910875790267,-0.044852593073267825
PON2,0.051900269904928464,0.11461458877355343,0.09919206180172083,-0.0962218177781011,0.017363026667207643,-0.03952902914176997,-0.028672678569776417,0.04672087800141202,-0.010844483423301982,0.04827655740976244,-0.06808471218026568,0.07226183961872408,0.07515386382420333,-0.0662196607962993,0.059774881938447086,0.025318134008787487
ICAM5,,-0.040627735566160166,-0.006814090092750232,-0.039586782896603896,0.0379846894819399,0.13635709521582343,0.08675675768344156,0.07663906077068817,-0.012491811794507158,-0.025800956142639105,0.004537116343570261,-0.026035395178337712,,-0.04243594758863392,-0.03370860530947057,-0.023699792014972628
HPX,-0.021288961405837244,0.15996609079294624,0.026076753226468855,,0.03732399295264426,0.012625310339764105,-0.016066600308182473,0.017041373606482606,-0.038108609893996254,-0.019740851192430083,,0.015213969553181389,-0.03112618622954999,,0.1435802637086542,-0.048554818245989013
SFRP2,,-0.012923480849720588,-0.022113686373589694,,-0.008548459962246941,,-0.028119425471151212,0.01293643890708183,0.03590487882484935,0.04920505883021366,-0.012039916027975757,0.02544752860271872,0.004273010526735058,0.02388504451514273,0.029852662585887743,-0.02186625209590687
CFC1,,,,,,,0.040165144270251724,,-0.0048927116170637,,-0.021065239496865402,,,,,-0.026921362008498234
CD70,,,0.056753166596714325,,-0.048701929885907894,,,,0.0039107950638466865,,,,,,-0.00633113099607787,-0.053448165145384585
HP,-0.03718875159531594,0.055196353860658395,-0.0032926691805648337,,-0.0076738472929338795,0.03465376281728437,,-0.057182284967793234,0.008671606633854911,0.021066192251804106,-0.04753360916563338,0.024221453921284917,-0.0128802751435454,,-0.023383815180200055,0.01762615306959748
