,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.054093824555285074,,0.005342442722251963,-0.03195521505570669,0.017125519166223114,-0.018590618754177557,,-0.028992392520742604,,,,0.005013589411603565,-0.03717694770388824,-0.030919765424298664,-0.018212100476875735,0.00991106473857343,-0.019932163613433845,,-0.01194585899955321,
PDAP1,-0.03484171222017577,-0.010903155423086478,0.04370964589214517,0.020512359408472337,-0.015664142705007354,-4.4894177473807874e-05,-0.04499770581350596,-0.020817702914855483,0.008632703782707576,0.014066121907210558,0.0673160539162851,0.08411743612668936,-0.023633687868234388,0.07728465341884481,-0.09401831387476847,0.05142660560168462,0.05661361963754586,0.12502899865550396,0.05443336690125555,0.03750685983553332
QDPR,0.03494653785273952,0.11901657243263572,-0.04922817665737911,-0.010242484152181278,-0.0473077308663328,0.023896500553402648,-0.0365562440693176,0.014710050175638475,0.011640821522676509,0.011540511530156575,0.055055892562981004,-0.01963331327785471,0.0013783322533044342,-0.09751801774495754,0.08363658396984594,-0.0349870785547495,-0.018694121032518503,-0.026909528005666566,0.09857291959685381,-0.08498544522151302
POMC,0.07256230819764282,0.11987278352715222,0.00412226207653581,-0.005292987129693538,0.012788835600826538,-0.037408721096707356,-0.0341244643600855,-0.021389431218837785,0.06984912457676473,-0.015243695722758974,0.029405721542817745,0.05045924116562838,0.00021655482665283203,-0.02347809632624964,0.03236265730232321,0.0983615300537339,0.027102185922643292,,0.12591466767781465,0.007621340903304684
CCL18,,-0.06639584928802825,-0.019721818518551773,,,,,,0.011157742552417433,,,-0.03815053956929736,,-0.021922622055537293,-0.033327920472237385,,-0.023077306474865292,,,
CCL17,,,,,0.0314399424879342,,,-0.022990867975912495,,0.00407751641502137,,,,,-0.012920603797902181,0.010519179320540986,,,0.03954080189001619,
VEGFD,,0.0016017375416883563,-0.019721824781152864,0.08163312105536444,-0.02003994680733777,0.14599678252316417,,0.06858775509704032,0.008661810877029627,0.07354311074403871,,0.039487216971876134,-0.050239859214262585,,,0.056473591655608085,,,,
TNFSF13,,,0.029817902326635847,,0.09682931189873961,,-0.03298717883628713,,,,,,,,-0.02479269798370973,-0.013583428219595824,-0.022382483833747784,,0.10824031403776053,0.07540261934189965
WNT5A,-0.01775317074551841,0.03044891412741712,-0.01272635616775041,0.02450522843835707,-0.004211289924974821,-0.04180007830175644,-0.12639707767925798,-0.01203597251558235,0.06391516719784245,0.07657643678232541,0.04268544875507027,0.08656699719885347,0.02024558854796024,0.03409054498586846,-0.03202591593201751,0.05071587839832403,0.03530923288423185,0.018939032703252475,0.05474593722410772,0.03676494847724846
CXCL8,,-0.24023914330591017,-0.04442186303447486,-0.04285578554321256,0.02944496839522495,-0.037240527261362996,-0.03832964398601079,0.004545596717078878,0.02851070213671449,-0.022161570830737498,,0.04795344330541484,-0.02512984177368851,-0.03859822769727057,-0.05814549600449586,0.048593126664335864,0.07609908432608764,-0.03124703198426983,-0.0720781787522065,-0.07226986159864127
GRN,-0.012726843417406073,0.04345811732590975,-0.04322308032278884,0.008112181645868959,0.025255787704956737,0.018130201028380668,-0.16309797098635798,-0.007216328081212705,-0.02552325929132406,0.00936214975881085,0.08099112860502321,0.130672164896498,0.06675464950760779,0.040693075388897396,0.017304354889713255,0.012342771302267944,-0.020974791101563365,-0.0006604177626951565,0.10026581832625861,-0.023556051484569653
MIA,0.06199545968351447,0.11455842083982877,-0.019934043590943286,0.03312282937810738,0.059680385297488404,0.0023834223444600885,-0.05604962616757091,-0.032728695102604004,,0.05734908397347352,-0.06108245695042282,0.07144533838348179,0.014602096382451078,0.02998526430858284,0.06720114715722822,0.04045506508647705,-0.07834475650538666,,0.08495951382250766,0.1520223744088738
COL4A4,-0.0037879574413622065,0.19204006175678595,0.022099802804766613,-0.06319096963880044,0.01938825223630576,-0.05492103923698505,-0.045599141649797295,0.024711245402735695,,-0.04628341687012455,,,0.014543031199562066,0.07711633744994277,-0.03413988970594434,0.001851437868596049,-0.030949867410394516,,0.09769039591359757,0.007402152308095303
TAC1,-0.020161095512218428,0.06974865859079955,0.04048773926164733,-0.06982817617962893,0.0058639649875925,-0.004593704767562721,0.1318564636823404,-0.0155051751767932,0.11138925378198088,-0.04790300331649555,,,,,,,-0.0019267962518695184,-0.0571588491087127,-0.022600880954608275,-0.12459740276051726
RARRES2,-0.03897463551296099,-0.008409386414032287,-0.05290096701501202,0.07357806234312876,-0.005446238188945054,-0.014701252722985713,-0.09663569345806632,-0.00906571016567933,0.03091603374234768,0.07708218949404755,0.046797170587846375,-0.044378341787792784,0.10429762478922132,0.057780658501790295,-0.012074592373484795,0.004886403463531089,-0.004468741253791818,0.026155097817818645,0.046932244909005,0.022722336339242213
FGF7,-0.01212779428799891,-0.01309631905366471,,-0.008334706998062174,0.040139570804350724,-0.03405588174328926,-0.03832713848023133,0.01759760050593695,0.022756001169449196,-0.014282011929051966,0.0171113050070579,-0.0029617582858537522,0.05207089937466018,0.013622406588392621,0.0594590872774662,0.046717803605442976,-0.02402900837170949,0.0017482890333522306,0.1625410884636415,0.08274026321791424
HBEGF,0.039254186355207124,0.043271834255201855,0.027989389992856287,0.03812548499016258,0.0972726463229646,-0.029083472338989655,-0.09338591619999977,-0.017448216492496824,0.01901875987724578,-0.0032939241784973113,-0.13248627267995966,-0.039118858058209645,-0.030167093073414177,0.014414452458634819,-0.027195453976500233,0.001257053014633876,-0.02549731693685526,0.02072410823166801,0.09221789538273964,0.1256808699357417
CSF3,,-0.07530796837244788,,,-0.009604468779558176,-0.046662485018618305,,,,,,,,,-0.012634846486553736,,-0.02857547924681525,-0.027509134843982912,0.06529181216181609,0.044933164839955374
PI3,,-0.08921351853546013,-0.020748184587981264,,-0.05923273283869626,0.00026454013510251626,,,,,,-0.06106904040549195,,,-0.07595951583593025,0.03161641862050884,-0.03873913105849132,,-0.13470031904211036,0.022887630508031914
PCSK1N,-0.03763224773459849,0.10718571148980899,0.006788472102286843,-0.03224680513537793,0.05269070371879354,-0.011104631311525557,0.10802958780574826,-0.017888388685297598,0.07425703602043038,-0.04096432292905092,0.012887597585078299,0.03912585601009838,-0.10988136594351786,0.0510469403642064,-0.04667768781138493,0.049255317749522326,-0.02822106601242311,-0.01828949247725839,0.1056028616728767,-0.10331597989590385
NTS,,,,,,0.0034805568287912,0.020818463324066103,-0.027420840073144492,0.11614574657636217,,,,,,0.029716372487264508,,0.050699387276107004,,-0.03436949235098255,
SFRP1,0.04931700280691081,0.10169926797346818,-0.061429897175202794,0.0008316308237785355,-0.02882463900110324,0.015260491011634418,-0.04686391288479973,0.06062184665045431,0.04766700576277449,-0.048447918354393764,0.08448273124275422,-0.17983920783492677,-0.0337295582870669,-0.04137282427482131,0.06505107256626821,-0.02211948729299659,0.018179275452353778,-0.017437447079031214,0.015453311876508398,-0.025493943354092562
CXCL13,,,,-0.04409953869232314,,-0.020108898694680976,,,,,,,,,-0.029022325225039176,,-0.004811511870644967,,,0.01875019976090266
MICA,-0.05679698120235324,0.042119207212737826,0.019292289191150516,0.08186332396628043,-0.034085789095026145,-0.06100072822807061,-0.06525149117067251,0.00044183160589169245,0.016023991900279134,0.01780300096209397,-0.04089299277950562,-0.02266158721752625,-0.0024949093480995167,0.05517337082798234,-0.0002115668202750796,0.09436331753946994,0.04135029070279267,-0.04576190982277331,0.16634811508781783,0.10812942681473499
TG,0.03556939490103844,0.03773866658940228,0.01710647095358363,-0.010813703656055723,0.02839595176937643,0.008437472974407697,0.04276826870045112,-0.023162429430972728,,0.038350076667117025,0.07276886304569313,0.0564659984320552,-0.04735951684644323,0.04452065553742599,0.08120013828196598,,0.05529693966902901,,0.056562621740585614,0.007619617026294691
ADA,0.022350183844042158,-0.01830565246964954,0.035943284044424,0.030948757701760032,-0.02516488140514337,0.029200323548584917,-0.04510850444765139,0.010493062629710597,0.0827803019685986,0.08290495350542999,-0.0011657790793941365,-0.07801831099093441,-0.07940037985936635,-0.004187083376189907,0.07128969217194601,0.09091263402693694,-0.0031455343025484886,-0.05731511276209473,0.11998159888329243,0.06122009191382956
LAMC3,0.01627093225311643,-0.03990368769195514,-0.0006360756031209713,0.004571490686155247,-0.004204672256733083,-0.03423427614518342,-0.08771993586457293,-0.02596155785905146,0.06385979428985539,-0.03107920660537855,-0.016430253073675228,-0.09159671909844129,0.009024178272169541,0.09842227541685034,-0.013406614863552609,0.07936350860480164,0.02026053257652741,-0.05407336097280097,0.03989664266016635,0.04415451867115463
CCL7,,,-0.012544742632953531,,-0.022489843007633254,-0.026660687021353335,,,,,,,,,0.04722223856817993,,,,-0.014424231014522284,0.005231620372274385
NGF,,-0.04338706132121505,-0.021538700140325016,,0.006436503879083335,0.024403446246453676,0.024051869542058214,,0.05718310127684329,,,,0.0015219231078899235,-0.032578400462758436,-0.02236503266713372,,-0.04905785329966887,,0.06623181749019644,0.061354522732781774
TNFSF15,,0.06476929345258244,,,-0.025043540153130775,-0.01973948219963242,-0.011982075261854724,,,,0.049454686903993766,,-0.08630217705631638,-0.032901430012847496,-0.01887870721097046,,0.10986271484396325,,0.025581212285795858,0.08215753773652708
HMGB1,0.08026477488380836,0.17642731021019767,0.06005669827344514,0.049615310533528446,0.006825507383470523,0.07681513080274273,-0.07175653111660636,0.04587598829430279,0.028228515592691614,0.07624786593286523,0.029324251452489587,0.004195613993417913,-0.006827245798156821,-0.031666638752545447,-0.05699940639642193,-0.04550931273285943,-0.04598282971650112,-0.01755955057887611,-0.11336758826395363,0.026037166500408836
ITGB3BP,0.06092380275822635,-0.02721462623196137,0.03187573906165676,0.037192761608194666,0.02326666909685671,0.02707218370870359,-0.1408647799710903,-3.809692274338273e-05,-0.037254865703375294,0.0684896007853825,-0.03972203574283193,0.12008351160091706,0.08301229931200167,0.035972610629113756,0.03651181718911379,0.013207339691455246,-0.048748407008847,0.08937503030614573,0.13296339166545093,0.12524084607859573
AANAT,,-0.022998953558791925,0.02041399214139266,,-0.02278706268049598,0.022860892272589424,,0.05952128801875384,0.062094816610197556,0.006242754125763166,,-0.05195579125526893,,-0.022833329826389845,0.1584794097625936,-0.034764984608696245,,,0.004474579607213136,0.08258133556487428
RELN,-0.01935695052854956,-0.0007051466993383752,-0.03929266879068625,-0.0025339784183478864,0.05869845114646316,0.030185073015869448,0.0015658239879381612,-0.04586117416274112,0.14881828558703902,-0.0492881611795423,,,0.014919948064363692,,,0.1305816812161228,-0.021433894440268293,-0.029099119913901725,,-0.0200160938748459
IL15,-0.036256543822437856,-0.01755185189560661,-0.010285267509268881,0.00369605581014382,-0.006370979491882726,-0.01443433442341831,-0.02705497668818629,-0.04038469201673468,0.050951088133788534,0.047126276630957725,-0.033769034784895374,0.09509463983809074,-0.04293530596922766,0.03337648323971521,0.07118614697802828,-0.00030136170735418373,0.03767915143731728,0.21833678661568004,0.12081066254582483,0.0227398904564967
UTS2,,,,,,,,,,,-0.006714855845491204,-0.01925915055222225,,,0.04462968497048912,,,,,
BSG,-0.0029756419646680713,0.018869037512277746,-0.013946384890023802,0.039812274376935006,0.0036448175874044756,-0.02751080108114009,-0.05613079932639718,0.008260013985296988,0.10341520311165565,0.015952756818884906,0.04899829023796073,-0.014808258928826774,-0.020429802378044874,0.08204006055462659,-0.03715503604179924,0.031935407102601,-0.037225857460595035,0.12366842350930753,0.16493382405002974,0.21057158621625394
ADAMTS3,-0.018780191092138375,0.02709116646972956,0.03578365872514674,0.02816419860578469,0.051061167200015245,-0.04537601271571484,-0.006101433450605635,-0.01787573529472167,-0.039031149283997514,0.002023193639662101,-0.025759572459576593,-0.11747611374557726,,-0.027340587937769435,0.056042031688736754,0.006870658606803961,0.037428334667056314,-0.03345084355484605,0.10749025804623716,0.12122594919613816
CD34,-0.0026458946141897106,0.05980073212911681,-0.009347769088641773,0.028605746132166487,-0.04528855601636953,-0.02340778121304133,-0.007192906440116539,-0.031878796410749054,0.036415317592037734,0.04303776675249975,0.007004672567948242,-0.03137184931634424,-0.07428523592148978,0.1128007013479732,0.01460720690557898,0.04987684017872754,-0.03497981520770919,0.044948134845660764,0.1340763613449935,0.000693364880878731
CCL23,,,,,,,,,,,-0.034181415408782355,,,,,,,,,
PLAT,0.04423567791898356,0.17995064897308233,0.0469158358638253,0.048780664369939455,0.04538212153827275,0.029725891275800994,-0.20537224033800186,0.0016732024175863123,-0.0006042995841378084,0.12202674008860798,0.00821013434429564,-0.009891348093758625,0.061399386858801384,-0.029290569692969115,-0.05184866043880444,-0.03350095556595357,-0.07449217982075766,-0.06942640361956555,0.13521459634997432,0.15267001546429282
NTF3,,,,,,,,,,,,,,,-0.025938640464723214,,0.023375794793271953,,,
LTA,,,,-0.010041882412115398,0.023427211842939485,,,-0.020061564984192915,,0.009821836245117435,,,,,,,,,0.07901194599628605,
CKLF,-0.037611122874869014,0.10875024218840935,0.03182926889410485,0.04076288066484074,-0.006887993191558333,-0.011933460499139754,-0.06321007975299468,0.07536237304932566,0.021672763337757653,0.039370044464193996,0.006831724194492854,-0.004556674503375335,-0.029500330928968796,-0.041353082955097424,0.0503240613607618,0.07253205222813837,-0.02100291856819132,0.010636577796886504,0.03397475360506288,0.11020354067590649
CD24,0.025969246930214757,-0.11363712971454067,0.009768003373423761,0.05755917217160649,-0.016355270235258432,-0.01637624655586499,-0.16636668444962682,-0.05925266592620427,0.019667295464871084,0.015317912371337773,0.11753575940377275,-0.11098669461648071,0.15928168660742126,0.07139964960872835,0.023274681501832872,0.04207351078519035,0.005189006444170731,-0.018644058057620424,0.07198292544146931,0.0655514971311345
HSP90AA1,0.002332550833850677,-0.005817786443494942,-0.008059016402550875,-0.011091741507972562,-0.015653967266561666,0.01977494327580808,0.2533540970690413,-0.02500370047918623,0.05865840832772437,-0.059206298235600134,0.008490463397781393,0.1286044338328569,0.02704071244038665,-0.034749368594197645,-0.1151878102296608,-0.06428169681784941,0.009661660580857738,-0.11164024687419011,-0.1651964513285813,-0.14799915358426602
BMP4,-0.024029523730076763,0.005951221259327722,-0.01784986346245079,-0.0233581915693346,-0.019650036274222186,-0.02397398345104063,-0.13079609981646265,-0.012869226344968081,0.11872974933146585,0.0007406291634420669,-0.04522274788507478,-0.039267148142731446,0.004216688295998316,0.0070452933697205756,-0.037352269546888035,0.006767728362058988,0.06459008777842325,,0.17970726788663513,-0.03948997498903655
SCGB3A1,,,-0.012544741378496026,,,-0.021181470979174062,0.02369658219034696,,0.007359990215276359,0.043434435066805124,-0.04218261261989284,-0.01599320559503731,0.00967337173942295,,0.1264925118041689,,-0.01626447278159071,,0.09245660040306526,-0.023199680065233177
IGFBP4,-0.022797554802644966,-0.07781804758505212,0.03561879609491972,0.05426278689202751,-0.008863968945410094,-0.02103543363951039,-0.08669858326654296,0.03555261124212466,0.05663813299562654,0.04203429658563349,-0.06332669857976489,-0.018904178081383047,-0.02886119145496333,0.03600885918599217,-0.020184485337179738,0.03282366037677414,-0.023615053320640227,-0.03217647291867385,0.09246250403312803,-0.0688944005887742
RSPO4,,0.08518917139458099,,0.02437727363707086,0.002155861789680569,-0.00907601629020578,,-0.023332821393605825,,0.007633260130019205,,,0.0264376009045514,,,,0.1111789957329514,,0.06721215498594481,0.11343245378645933
LEFTY2,-0.02311815447343233,0.07128101398788775,0.038681262952584075,-0.032347677035049656,0.053150587840047954,0.02372918192506466,-0.1068646878665411,0.029909442496090424,-0.02585434559294723,0.014479324257040824,-0.02366266972589481,-0.06722781501436023,,-0.005276321251306011,0.19253080335158393,0.016227755851001995,0.011630473502625934,-0.04504954434199291,0.1083155112325083,0.09990492434542857
PF4,,,-0.013013155454645703,-0.00463807172659993,-0.01962194494783313,,,,,,,,,,,,,,0.03357548659820012,0.034193624275957506
ANGPTL2,0.007086127962504702,0.011914959861826278,-0.01774802373428801,-0.005912118731589972,0.01408294462022416,-0.05506028089626524,-0.18012963277886943,-0.002108588454777572,0.04338467725945317,0.07714218509409657,-0.02198996426153873,-0.09181133762220313,-0.06215145814043151,0.018966240327113113,0.028581106698575064,-0.0251145860977455,-0.034465113075945096,-0.043573660517942384,0.13503944032195653,0.12213617274470116
LRIG2,-0.019406835532536623,0.029757094535064244,0.05648904805113059,-0.045430889749906694,0.06399920596806978,-0.0439549316972577,-0.10585589959855317,-0.044590868886166965,-0.005942839600162083,0.03746235427283217,0.04581618038258862,-0.10530138708059235,0.06018981437059466,0.01565599986769065,0.022090367663579375,0.06740613471837824,0.05507945912748157,-0.028760821639828356,0.17103892564111453,0.12074193041791548
ICOSLG,0.022891295314855734,-0.09401364545927146,0.02001948713416109,0.07315426974355119,0.014091535471694613,0.02880358017641512,-0.04262572132005468,0.003356659510611114,-0.004380700394103744,0.12897768580521596,0.056950630739102726,0.04244067001346984,-0.03864883126691496,0.053409379633190715,0.041915621468598833,0.03549872810238427,-0.05984222700643576,0.013623015306710461,0.12968378680556442,0.020907633433369124
WIF1,,0.0662267679895085,0.03708251887927919,,,0.00808892488394713,0.2678575520176154,-0.01800538561564455,0.03368634066100405,-0.06133000985995148,,,,,,,-0.02307004461112854,-0.029606775841987017,,0.04832364176591236
NPPC,-0.025346284598423755,0.0015917390133436608,0.04843407278803273,,0.028555906753115215,0.08404671464766672,0.05524489982399843,-0.019122337432089197,0.007954392038074763,0.016790800889080713,0.020297775903311124,0.030142226312591218,0.055130715338329646,-0.027340535428533104,0.01671138011341856,0.020425094297305657,0.004968306550764792,0.11113674507114793,,-0.028216559591624578
LYZ,0.013575388441305753,-0.08926291113500423,0.02829960874083486,0.05415218809124698,-0.0120236558756093,-0.020773220632352443,-0.02417332525536295,-0.028343870958907814,0.0156259149685374,0.06709088196737759,-0.00336735744563423,0.05916811718370096,-0.01041165062663943,-0.012146688766745262,0.012371820556538347,0.017727402260692436,0.02568237504425071,0.07739588075714687,0.014315758116763189,-0.1331155715593436
EREG,,,,,,0.04586730129174729,,,-0.006208597048818876,,,,,,-0.039307491626531896,,-0.018889673168840042,,-0.03126089099679233,0.046967550765783614
SPTAN1,-0.013739030412970768,0.18929518420838387,0.0030921735499269826,0.05828150864005604,0.013419697120904244,0.006838691684017222,0.0969413693436718,0.030490678586588844,-0.0013084515539719844,-0.03329472495157063,-0.0339203949228234,0.013150200514102262,0.0036993264272687774,0.0819706942652024,0.0712364812246819,0.03343066256824314,0.05532477362531666,0.009885586266119559,0.025712520649364475,-0.11335468502839915
PTH2,,,,,,,,,,,,,,,,,0.022955475773498296,,,
LIPC,-0.01429300310837962,0.046480666787638354,0.11421952226862152,-0.007614363052517573,-0.018415325303236512,-0.023668584849149615,0.08787519500591442,-0.004831126304541897,-0.00035342673990511477,0.02179228791430895,-0.032024489639892795,-0.00996813826120023,-0.08488102355904593,-0.056175902265815925,,0.03210984897897559,,,0.1563596644923071,0.025596217958681267
COL8A1,0.04748728315977076,-0.0016290541917640432,0.012201308932784158,0.016216611218058202,-0.03577286575297172,0.06826666956333881,-0.08041358708018848,0.0419185589754588,-0.010931959319470089,0.08492175572439056,0.04517153033641773,-0.027717315164332734,0.022277769313555528,-0.08007189444842434,0.009580324241286629,-0.03037303386555473,-0.0020409686868958516,0.13255633315383666,0.15720168522401862,0.13009093298461036
GSTM2,0.010625781065334978,0.08254059681665121,0.07644148784698357,-0.005152470325844192,0.018892674753336062,-0.0068811755216213796,0.010883664363612282,-0.02405007506580854,0.024551424113300198,0.015111300822772079,0.06447754495509542,0.08023779277590025,-0.04870202550808762,-0.0196457378873085,0.04045370576363176,0.07400083789202602,-0.010779776421032564,0.024806955682180713,0.05822230229093291,0.051554967639500925
IL4,,,,,,,,,,,,-0.00618436643642391,,,,,,,,
SPX,0.08520533249317744,0.1494882906316633,-0.025766720992091454,0.017162283764423674,0.05216130228552611,0.05797789265619216,0.1417523469944081,-0.03421973507833582,-0.06403515269190385,-0.011260076216555679,-0.040036494569302236,,,-0.005007048824116134,-0.019524691979816225,-0.05013487220600586,0.034497288388141034,-0.06468948311328097,-0.0068749858473480755,-0.010829170599668828
MFGE8,0.05060187406875702,-0.07215871608685825,-0.008464273205546968,-0.011291890955026711,-0.06115766580771988,0.053209521131464356,-0.08966941932729831,0.02388454662328317,0.11334507000141182,-0.02090965323779996,0.023235080274711568,-0.11342299405441965,-0.0431823080060336,0.03361579814471242,0.00842717546468634,0.016660800625625586,-0.08649684653517879,-0.013465554778940233,0.05786992992851798,0.021072756283465194
TGFA,-0.010825661544547624,-0.05057890189250961,0.015678826623325787,0.08221130841444477,-0.006279404209335223,-0.0017288422093880746,-0.013594613703922249,0.009654260138567385,-0.014295841481982445,0.03714760559039324,-0.03649122993224525,-0.07331863565782959,0.046904632702353524,-0.058636853836377595,0.048907832903337556,-0.057448033422526905,0.0582313899831092,0.02908724987320965,0.10074033098060901,0.11636456914821058
SLIT2,0.014177535240381142,0.037830277795201955,0.04132354352827997,-0.03527787152864987,-0.03321036076803092,-0.015019382311733047,0.013320812709879193,-0.03368074079830539,0.0435128664882621,-0.01135354403596703,0.008314408379901828,0.0006402317899307859,-0.06408472596613898,0.015501100787310491,0.04075166886140465,0.012058400849000048,-0.01803474160450803,-0.07527133769193889,0.09976486551056447,0.10364183745942156
PLTP,-0.04100288920075124,0.08056769666703624,-0.032947113584523256,0.011334166549900968,-0.017240289871744495,0.01565896217678986,-0.03173892272226997,-0.004628043757345566,0.0225190382855668,0.0027519744365659296,0.05984821046924418,-0.018269529555061833,0.024167205916730092,0.06269312186578892,-0.041522696456121486,0.05546221473713141,-0.025293727107331333,0.05925684210969103,-0.005792604056437423,0.046951098443834965
APOD,0.013633025176902082,0.07334723891384211,0.004223059849277794,-0.0026388185552707988,0.042796579079574806,0.01590209167624032,-0.05992446903126291,-0.020361166770502957,0.05484669377278022,0.07333950664018309,-0.039375806073439525,-0.002549956450206657,-0.007177401007046507,-0.022621268028220284,0.08454927226857788,-0.06838654968268215,0.02191125102451579,0.05768036912419379,-0.1362317946486962,-0.14617960464966603
B2M,-0.012591692105022572,0.114170402507066,-0.0014856908257450674,-0.042593442804679194,-0.0412106480297447,0.0023825294144731095,-0.2784871957426922,-0.026596417403352567,0.01790495705495745,0.05799966135835071,-0.006407102097432798,0.08325865092013206,-0.09921208709917097,-0.07526489829769693,-0.04974795750099047,-0.008209788376164626,-0.0492109288682918,0.1427194908533738,0.002334920891990443,0.05383902955207931
OMG,0.03748286240991033,0.2521378012209443,0.03255949302864953,-0.01148934085813876,0.06387537565936863,0.0372032536243074,-0.003534354078123548,-0.03251096162296915,0.004792287749240513,0.059874547341375324,-0.0495897814681038,-0.07773812618545904,-0.06967057510400727,-0.027969429833855464,0.07846798618317703,0.011243863143069448,-0.0026678300321153915,-0.03925526188287158,0.07470343193978198,-0.09040458280775458
CXCL3,-0.018803033950561678,-0.1208310591863083,-0.03213559561157606,-0.008398126865325008,-0.025571169038781715,-0.041386994162512736,,0.013086002027498605,0.11145297909140299,0.03661472673790488,-0.007340871114611024,0.03998307309489318,,,-0.018221551092264622,-0.009103993224593078,0.08671334712486847,-0.04057777938914651,0.02460071447466473,-0.02040165786235097
CXCL10,-0.08211643449640839,0.17280620003462965,0.056146842065374944,-0.018618337900346723,0.018144450850918155,0.034511343992265464,0.001760458555759016,-0.01814254857844922,-0.04878584919631124,0.032380337014536235,-0.07859264895262778,0.06700850017312555,0.020129578145918793,0.04504584787870851,-0.019996853899756452,-0.004139487011413605,-0.0339104985052446,,0.061251289083600134,0.019714536520292123
RSPO3,,,-0.017040437227167086,,-0.022787060996790044,-0.023668570256305997,-0.00019375689035242488,-0.0036471388921579567,0.013860215810002508,0.03241869639137831,,,,,-0.024898129152998542,,0.08613605876487829,-0.050864943450403384,0.013597741788798488,-0.04364136230751389
CORT,-0.02334901754694923,0.05211013912902783,0.06413749984152789,0.0012542274432482275,-0.004108859411379011,0.1062834969342665,-0.03179371579257386,0.007209937566548471,0.17384636416569715,0.02148514144128726,,,,,0.05847556923939111,,0.14594755769818135,0.06951262123610824,,
NCAN,0.010221975477658136,0.3682090465156999,0.04664775793574793,0.05027631799664069,-0.0364363631690634,0.005000052326357941,-0.1045346925832217,0.0433703366430965,0.021067678172413323,0.1825584532874158,-0.05397773417149759,0.028299991270689988,-0.06324410449020493,0.040120884480825195,0.07944790361006496,0.07746398746499196,0.023783011041120933,0.0986168649760057,-0.01704278911806146,-0.06333766833924488
PRG4,,0.03209876587613399,-0.0010449556213150267,,0.003558799671235856,-0.016946611328983244,,0.11110158450072112,,0.0248284046712171,,,,,-0.021210041382115873,,0.01694277745280977,,0.061745397394295,0.11872357168989986
